|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        San(TH)        q             
  1211.80        500.000        96.9469       0.510133       0.466760                 NaN            NaN  0.381583                 NaN  0.388241E-001   1.65582                 NaN            NaN
  1210.67        500.000        95.5645       0.185869                 NaN            NaN  0.252947       0.409806                 NaN  0.359562E-001   1.87574                 NaN   1.67518     
  1209.54        500.000        96.6593       0.646353                 NaN            NaN            NaN  0.273378                 NaN  0.210846E-001   1.26895                 NaN   1.13093     
  1208.40        500.000        92.0650       0.267171       0.212814                 NaN            NaN  0.615524                 NaN  0.502513E-001   3.19936                 NaN   3.58988     
  1207.27        500.000       100.0000       0.174848E-005            NaN            NaN            NaN  0.166012E-005            NaN            NaN  0.762144E-005            NaN  0.746342E-005
  1206.14        500.000        66.4383        3.06451                 NaN            NaN   1.10764        2.90973                 NaN  0.194312        13.2585                 NaN   13.0270     
  1205.01        500.000        99.9933       0.470099E-003  0.413580E-004            NaN  0.231143E-003  0.582545E-003            NaN  0.377260E-004  0.266232E-002            NaN  0.269463E-002
  1203.87        500.000        99.9945       0.454661E-003            NaN            NaN  0.126706E-003  0.455367E-003            NaN  0.353102E-004  0.221989E-002            NaN  0.225521E-002
  1202.74        500.000        67.5030        2.55529                 NaN            NaN  0.939905        2.74123                 NaN  0.191350        12.9564                 NaN   13.1128     
  1201.61        500.000        99.9999       0.120366E-004            NaN            NaN  0.412147E-005  0.116387E-004            NaN  0.767165E-006  0.537855E-004            NaN  0.540114E-004
  1200.48        500.000        99.9998       0.123536E-004            NaN            NaN  0.503548E-005  0.147081E-004            NaN  0.108400E-005  0.712382E-004            NaN  0.718872E-004
  1199.34        500.000        87.7049        1.01193                 NaN            NaN  0.392366        1.04404                 NaN  0.674942E-001   4.86425                 NaN   4.91503     
  1198.21        500.000        85.4898       0.926674                 NaN            NaN  0.487320        1.25305                 NaN  0.872426E-001   6.02635                 NaN   5.72954     
  1197.08        500.000        95.5552       0.432326                 NaN            NaN  0.951215E-001  0.328489                 NaN  0.224674E-001   1.57004                 NaN   1.99640     
  1195.95        500.000        86.1562       0.961506                 NaN            NaN  0.447726        1.18590                 NaN  0.759631E-001   5.69539                 NaN   5.47728     
  1194.81        500.000        93.9748       0.519234                 NaN            NaN  0.128088       0.425538                 NaN  0.290036E-001   2.11828                 NaN   2.80502     
  1193.68        500.000        95.4752       0.375740                 NaN            NaN  0.133103       0.374711                 NaN  0.256665E-001   1.85400                 NaN   1.76153     
  1192.55        500.000        95.2300       0.384545                 NaN            NaN  0.139319       0.392198                 NaN  0.266072E-001   1.95827                 NaN   1.86905     
  1191.41        500.000        94.8953       0.402352                 NaN            NaN  0.144875       0.416210                 NaN  0.279736E-001   2.10154                 NaN   2.01175     
  1190.28        500.000        94.4103       0.429059                 NaN            NaN  0.153579       0.451158                 NaN  0.300395E-001   2.31024                 NaN   2.21566     
  1189.15        500.000        93.5940       0.443562                 NaN            NaN  0.187779       0.508652                 NaN  0.351934E-001   2.66834                 NaN   2.56247     
  1188.02        500.000        93.9340       0.437916                 NaN            NaN  0.159525       0.476630                 NaN  0.318738E-001   2.55829                 NaN   2.40175     
  1186.88        500.000        86.8467       0.874729                 NaN            NaN  0.310101        1.00364                 NaN  0.651100E-001   5.56717                 NaN   5.33253     
  1185.75        500.000        61.5601        2.32036                 NaN            NaN  0.842760        2.81781                 NaN  0.184278        16.6204                 NaN   15.6543     
  1184.62        500.000                 NaN   5.54684                 NaN            NaN   2.21788        7.17993                 NaN  0.485507        43.6176                 NaN   40.9522     
  1183.49        500.000                 NaN   5.12720                 NaN            NaN   2.44843        7.12748                 NaN  0.501621        43.7498                 NaN   41.0455     
  1182.35        500.000                 NaN   5.11986                 NaN            NaN   2.45295        7.12773                 NaN  0.501804        43.7491                 NaN   41.0485     
  1181.22        500.000                 NaN   5.56817                 NaN            NaN   2.20548        7.15586                 NaN  0.479057        43.6432                 NaN   40.9482     
  1180.09        500.000                 NaN   5.54153                 NaN            NaN   2.22174        7.15838                 NaN  0.480071        43.6428                 NaN   40.9555     
  1178.96        500.000                 NaN   5.53300                 NaN            NaN   2.22354        7.15175                 NaN  0.481545        43.6543                 NaN   40.9559     
  1177.82        500.000                 NaN   5.51376                 NaN            NaN   2.24244        7.16164                 NaN  0.479984        43.6375                 NaN   40.9647     
  1176.69        500.000                 NaN   5.49249                 NaN            NaN   2.25465        7.16173                 NaN  0.480703        43.6397                 NaN   40.9707     
  1175.56        500.000                 NaN   5.46338                 NaN            NaN   2.27034        7.16030                 NaN  0.482583        43.6427                 NaN   40.9807     
  1174.43        500.000                 NaN   5.45213                 NaN            NaN   2.27734        7.16082                 NaN  0.482890        43.6419                 NaN   40.9849     
  1173.29        500.000                 NaN   5.42203                 NaN            NaN   2.29443        7.15906                 NaN  0.484129        43.6471                 NaN   40.9933     
  1172.16        500.000                 NaN   5.40190                 NaN            NaN   2.30617        7.15849                 NaN  0.484873        43.6491                 NaN   40.9995     
  1171.03        500.000                 NaN   5.38264                 NaN            NaN   2.31741        7.15792                 NaN  0.485577        43.6510                 NaN   41.0054     
  1169.89        500.000                 NaN   5.36426                 NaN            NaN   2.32815        7.15732                 NaN  0.486268        43.6528                 NaN   41.0112     
  1168.76        500.000                 NaN   4.98944                 NaN            NaN   2.53726        7.13081                 NaN  0.503821        43.7390                 NaN   41.0997     
  1167.63        500.000                 NaN   5.33024                 NaN            NaN   2.34810        7.15653                 NaN  0.487490        43.6556                 NaN   41.0221     
  1166.50        500.000                 NaN   5.31375                 NaN            NaN   2.35776        7.15603                 NaN  0.488116        43.6570                 NaN   41.0274     
  1165.36        500.000                 NaN   5.29733                 NaN            NaN   2.36739        7.15573                 NaN  0.488696        43.6582                 NaN   41.0327     
  1164.23        500.000                 NaN   5.28167                 NaN            NaN   2.37658        7.15547                 NaN  0.489249        43.6593                 NaN   41.0377     
  1163.10        500.000                 NaN   5.26677                 NaN            NaN   2.38536        7.15513                 NaN  0.489783        43.6603                 NaN   41.0427     
  1161.97        500.000                 NaN   5.25221                 NaN            NaN   2.39393        7.15484                 NaN  0.490305        43.6612                 NaN   41.0475     
  1160.83        500.000                 NaN   5.23830                 NaN            NaN   2.40217        7.15476                 NaN  0.490772        43.6618                 NaN   41.0522     
  1159.70        500.000                 NaN   5.22455                 NaN            NaN   2.41027        7.15454                 NaN  0.491260        43.6625                 NaN   41.0568     
  1158.57        500.000                 NaN   5.21112                 NaN            NaN   2.41820        7.15434                 NaN  0.491733        43.6632                 NaN   41.0614     
  1157.44        500.000                 NaN   5.19803                 NaN            NaN   2.42594        7.15415                 NaN  0.492192        43.6638                 NaN   41.0659     
  1156.30        500.000                 NaN   4.92148                 NaN            NaN   2.57964        7.13394                 NaN  0.505464        43.7291                 NaN   41.1304     
  1155.17        500.000                 NaN   5.17225                 NaN            NaN   2.44116        7.15366                 NaN  0.493113        43.6651                 NaN   41.0747     
  1154.04        500.000                 NaN   5.16009                 NaN            NaN   2.44837        7.15353                 NaN  0.493532        43.6655                 NaN   41.0790     
  1152.91        500.000                 NaN   5.14821                 NaN            NaN   2.45542        7.15342                 NaN  0.493939        43.6658                 NaN   41.0832     
  1151.77        500.000                 NaN   5.13657                 NaN            NaN   2.46233        7.15332                 NaN  0.494336        43.6662                 NaN   41.0873     
  1150.64        500.000                 NaN   5.12545                 NaN            NaN   2.46882        7.15318                 NaN  0.494721        43.6667                 NaN   41.0911     
  1149.51        500.000                 NaN   5.11432                 NaN            NaN   2.47546        7.15306                 NaN  0.495111        43.6669                 NaN   41.0951     
  1148.37        500.000                 NaN   5.10309                 NaN            NaN   2.48224        7.15319                 NaN  0.495481        43.6667                 NaN   41.0993     
  1147.24        500.000                 NaN   5.09232                 NaN            NaN   2.48866        7.15301                 NaN  0.495830        43.6670                 NaN   41.1032     
  1146.11        500.000                 NaN   5.08172                 NaN            NaN   2.49498        7.15301                 NaN  0.496192        43.6670                 NaN   41.1071     
  1144.98        500.000                 NaN   5.07160                 NaN            NaN   2.50102        7.15296                 NaN  0.496521        43.6671                 NaN   41.1108     
  1143.84        500.000                 NaN   5.06177                 NaN            NaN   2.50692        7.15299                 NaN  0.496846        43.6670                 NaN   41.1145     
  1142.71        500.000                 NaN   5.05195                 NaN            NaN   2.51273        7.15307                 NaN  0.497140        43.6670                 NaN   41.1181     
  1141.58        500.000                 NaN   5.04203                 NaN            NaN   2.51872        7.15296                 NaN  0.497504        43.6669                 NaN   41.1219     
  1140.45        500.000                 NaN   5.03256                 NaN            NaN   2.52440        7.15299                 NaN  0.497814        43.6667                 NaN   41.1255     
  1139.31        500.000                 NaN   5.02355                 NaN            NaN   2.52985        7.15324                 NaN  0.498108        43.6662                 NaN   41.1291     
  1138.18        500.000                 NaN   4.83377                 NaN            NaN   2.63496        7.13893                 NaN  0.507489        43.7123                 NaN   41.1726     
  1137.05        500.000                 NaN   5.00519                 NaN            NaN   2.54086        7.15313                 NaN  0.498700        43.6661                 NaN   41.1361     
  1135.92        500.000                 NaN   4.99669                 NaN            NaN   2.54603        7.15342                 NaN  0.498965        43.6654                 NaN   41.1395     
  1134.78        500.000                 NaN   4.98798                 NaN            NaN   2.55130        7.15336                 NaN  0.499233        43.6652                 NaN   41.1429     
  1133.65        500.000                 NaN   4.97962                 NaN            NaN   2.55632        7.15346                 NaN  0.499493        43.6649                 NaN   41.1462     
  1132.52        500.000                 NaN   4.97091                 NaN            NaN   2.56155        7.15347                 NaN  0.499791        43.6647                 NaN   41.1496     
  1131.39        500.000                 NaN   4.96269                 NaN            NaN   2.56653        7.15358                 NaN  0.500049        43.6642                 NaN   41.1529     
  1130.25        500.000                 NaN   4.96999                 NaN            NaN   2.56499        7.16147                 NaN  0.500009        43.6467                 NaN   41.1568     
  1129.12        500.000                 NaN   4.96075                 NaN            NaN   2.57062        7.16290                 NaN  0.500140        43.6453                 NaN   41.1603     
  1127.99        500.000                 NaN   4.95369                 NaN            NaN   2.57514        7.16349                 NaN  0.500313        43.6438                 NaN   41.1636     
  1126.85        500.000                 NaN   4.92356                 NaN            NaN   2.58871        7.15392                 NaN  0.501424        43.6668                 NaN   41.1656     
  1125.72        500.000                 NaN   4.93859                 NaN            NaN   2.58405        7.16296                 NaN  0.500938        43.6439                 NaN   41.1696     
  1124.59        500.000                 NaN   4.92767                 NaN            NaN   2.59025        7.16046                 NaN  0.501101        43.6478                 NaN   41.1727     
  1123.46        500.000                 NaN   4.92558                 NaN            NaN   2.59249        7.16274                 NaN  0.501216        43.6421                 NaN   41.1759     
  1122.32        500.000                 NaN   4.91429                 NaN            NaN   2.59864        7.16222                 NaN  0.501549        43.6444                 NaN   41.1789     
  1121.19        500.000                 NaN   4.90702                 NaN            NaN   2.60306        7.16211                 NaN  0.501765        43.6441                 NaN   41.1820     
  1120.06        500.000                 NaN   4.88363                 NaN            NaN   2.61460        7.15471                 NaN  0.502601        43.6592                 NaN   41.1853     
  1118.93        500.000                 NaN   4.88168                 NaN            NaN   2.61608        7.15583                 NaN  0.502591        43.6563                 NaN   41.1875     
  1117.79        500.000                 NaN   4.87294                 NaN            NaN   2.62121        7.15548                 NaN  0.502806        43.6570                 NaN   41.1905     
  1116.66        500.000                 NaN   4.86674                 NaN            NaN   2.62509        7.15584                 NaN  0.502964        43.6559                 NaN   41.1934     
  1115.53        500.000                 NaN   4.86010                 NaN            NaN   2.62916        7.15586                 NaN  0.503195        43.6554                 NaN   41.1963     
  1114.40        500.000                 NaN   4.73513                 NaN            NaN   2.69826        7.14636                 NaN  0.509616        43.6861                 NaN   41.2245     
  1113.26        500.000                 NaN   4.84675                 NaN            NaN   2.63730        7.15631                 NaN  0.503568        43.6538                 NaN   41.2022     
  1112.13        500.000                 NaN   4.77183                 NaN            NaN   2.67249        7.14726                 NaN  0.509801        43.6842                 NaN   41.2144     
  1111.00        500.000                 NaN   4.76756                 NaN            NaN   2.67527        7.14765                 NaN  0.509887        43.6828                 NaN   41.2168     
  1109.87        500.000                 NaN   4.81901                 NaN            NaN   2.65283        7.16328                 NaN  0.504600        43.6493                 NaN   41.2110     
  1108.73        500.000                 NaN   4.82415                 NaN            NaN   2.65097        7.15704                 NaN  0.504309        43.6514                 NaN   41.2121     
  1107.60        500.000                 NaN   4.75496                 NaN            NaN   2.68350        7.14882                 NaN  0.510138        43.6786                 NaN   41.2239     
  1106.47        500.000                 NaN   4.75082                 NaN            NaN   2.68621        7.14922                 NaN  0.510220        43.6772                 NaN   41.2263     
  1105.33        500.000                 NaN   4.74672                 NaN            NaN   2.68890        7.14962                 NaN  0.510300        43.6758                 NaN   41.2287     
  1104.20        500.000                 NaN   4.79855                 NaN            NaN   2.66732        7.15838                 NaN  0.504934        43.6461                 NaN   41.2247     
  1103.07        500.000                 NaN   4.79285                 NaN            NaN   2.67088        7.15864                 NaN  0.505093        43.6451                 NaN   41.2274     
  1101.94        500.000                 NaN   4.78725                 NaN            NaN   2.67440        7.15892                 NaN  0.505247        43.6441                 NaN   41.2301     
  1100.80        500.000                 NaN   4.78172                 NaN            NaN   2.67788        7.15921                 NaN  0.505398        43.6430                 NaN   41.2328     
  1099.67        500.000                 NaN   4.77627                 NaN            NaN   2.68132        7.15952                 NaN  0.505545        43.6418                 NaN   41.2355     
  1098.54        500.000                 NaN   4.77087                 NaN            NaN   2.68473        7.15982                 NaN  0.505690        43.6407                 NaN   41.2382     
  1097.41        500.000                 NaN   4.71892                 NaN            NaN   2.70722        7.15250                 NaN  0.510834        43.6655                 NaN   41.2450     
  1096.27        500.000                 NaN   4.76031                 NaN            NaN   2.69141        7.16044                 NaN  0.505974        43.6384                 NaN   41.2435     
  1095.14        500.000                 NaN   4.75513                 NaN            NaN   2.69470        7.16076                 NaN  0.506111        43.6372                 NaN   41.2461     
  1094.01        500.000                 NaN   4.75001                 NaN            NaN   2.69795        7.16109                 NaN  0.506245        43.6360                 NaN   41.2487     
  1092.88        500.000                 NaN   4.74499                 NaN            NaN   2.70117        7.16153                 NaN  0.506374        43.6346                 NaN   41.2513     
  1091.74        500.000                 NaN   4.65625                 NaN            NaN   2.75009        7.15451                 NaN  0.511176        43.6571                 NaN   41.2709     
  1090.61        500.000                 NaN   4.73515                 NaN            NaN   2.70737        7.16217                 NaN  0.506629        43.6324                 NaN   41.2563     
  1089.48        500.000                 NaN   4.73030                 NaN            NaN   2.71057        7.16246                 NaN  0.506752        43.6309                 NaN   41.2590     
  1088.35        500.000                 NaN   4.72538                 NaN            NaN   2.71371        7.16286                 NaN  0.506879        43.6296                 NaN   41.2616     
  1087.21        500.000                 NaN   4.68536                 NaN            NaN   2.72958        7.15641                 NaN  0.511449        43.6516                 NaN   41.2656     
  1086.08        500.000                 NaN   4.68285                 NaN            NaN   2.73153        7.15711                 NaN  0.511460        43.6492                 NaN   41.2678     
  1084.95        500.000                 NaN   4.71138                 NaN            NaN   2.72274        7.16393                 NaN  0.507230        43.6256                 NaN   41.2691     
  1083.81        500.000                 NaN   4.67470                 NaN            NaN   2.73675        7.15776                 NaN  0.511636        43.6468                 NaN   41.2724     
  1082.68        500.000                 NaN   4.67119                 NaN            NaN   2.73911        7.15822                 NaN  0.511697        43.6452                 NaN   41.2746     
  1081.55        500.000                 NaN   4.66772                 NaN            NaN   2.74146        7.15868                 NaN  0.511757        43.6435                 NaN   41.2768     
  1080.42        500.000                 NaN   4.66428                 NaN            NaN   2.74379        7.15915                 NaN  0.511816        43.6419                 NaN   41.2791     
  1079.28        500.000                 NaN   4.66086                 NaN            NaN   2.74610        7.15962                 NaN  0.511874        43.6402                 NaN   41.2813     
  1078.15        500.000                 NaN   4.65747                 NaN            NaN   2.74841        7.16009                 NaN  0.511931        43.6386                 NaN   41.2835     
  1077.02        500.000                 NaN   4.65411                 NaN            NaN   2.75069        7.16056                 NaN  0.511987        43.6369                 NaN   41.2858     
  1075.89        500.000                 NaN   4.65077                 NaN            NaN   2.75297        7.16104                 NaN  0.512042        43.6352                 NaN   41.2880     
  1074.75        500.000                 NaN   4.64746                 NaN            NaN   2.75522        7.16152                 NaN  0.512096        43.6335                 NaN   41.2902     
  1073.62        500.000                 NaN   4.64418                 NaN            NaN   2.75747        7.16200                 NaN  0.512150        43.6318                 NaN   41.2924     
  1072.49        500.000                 NaN   4.64092                 NaN            NaN   2.75970        7.16249                 NaN  0.512203        43.6301                 NaN   41.2946     
  1071.36        500.000                 NaN   4.63769                 NaN            NaN   2.76192        7.16298                 NaN  0.512254        43.6284                 NaN   41.2968     
  1070.22        500.000                 NaN   4.63448                 NaN            NaN   2.76412        7.16347                 NaN  0.512305        43.6266                 NaN   41.2990     
  1069.09        500.000                 NaN   4.63130                 NaN            NaN   2.76631        7.16397                 NaN  0.512355        43.6249                 NaN   41.3012     
  1067.96        500.000                 NaN   4.62815                 NaN            NaN   2.76848        7.16446                 NaN  0.512404        43.6231                 NaN   41.3034     
  1066.83        500.000                 NaN   4.62502                 NaN            NaN   2.77064        7.16497                 NaN  0.512452        43.6214                 NaN   41.3056     
  1065.69        500.000                 NaN   4.62192                 NaN            NaN   2.77279        7.16547                 NaN  0.512500        43.6196                 NaN   41.3077     
  1064.56        500.000                 NaN   4.61884                 NaN            NaN   2.77493        7.16598                 NaN  0.512546        43.6178                 NaN   41.3099     
  1063.43        500.000                 NaN   4.61578                 NaN            NaN   2.77705        7.16649                 NaN  0.512592        43.6160                 NaN   41.3121     
  1062.29        500.000                 NaN   4.61275                 NaN            NaN   2.77916        7.16701                 NaN  0.512637        43.6142                 NaN   41.3142     
  1061.16        500.000                 NaN   4.60975                 NaN            NaN   2.78126        7.16753                 NaN  0.512681        43.6124                 NaN   41.3164     
  1060.03        500.000                 NaN   4.60677                 NaN            NaN   2.78334        7.16805                 NaN  0.512724        43.6105                 NaN   41.3186     
  1058.90        500.000                 NaN   4.60381                 NaN            NaN   2.78542        7.16858                 NaN  0.512766        43.6087                 NaN   41.3207     
  1057.76        500.000                 NaN   4.60088                 NaN            NaN   2.78747        7.16911                 NaN  0.512807        43.6069                 NaN   41.3229     
  1056.63        500.000                 NaN   4.59797                 NaN            NaN   2.78952        7.16964                 NaN  0.512848        43.6050                 NaN   41.3250     
  1055.50        500.000                 NaN   4.59508                 NaN            NaN   2.79156        7.17018                 NaN  0.512888        43.6031                 NaN   41.3272     
  1054.37        500.000                 NaN   4.59222                 NaN            NaN   2.79358        7.17072                 NaN  0.512927        43.6013                 NaN   41.3293     
  1053.23        500.000                 NaN   4.58938                 NaN            NaN   2.79559        7.17126                 NaN  0.512966        43.5994                 NaN   41.3314     
  1052.10        500.000                 NaN   4.58656                 NaN            NaN   2.79759        7.17181                 NaN  0.513003        43.5975                 NaN   41.3336     
  1050.97        500.000                 NaN   4.58377                 NaN            NaN   2.79957        7.17236                 NaN  0.513040        43.5956                 NaN   41.3357     
  1049.84        500.000                 NaN   4.55139                 NaN            NaN   2.82206        7.17283                 NaN  0.513069        43.5931                 NaN   41.3476     
  1048.70        500.000                 NaN   4.57825                 NaN            NaN   2.80351        7.17347                 NaN  0.513111        43.5917                 NaN   41.3399     
  1047.57        500.000                 NaN   4.54717                 NaN            NaN   2.82510        7.17395                 NaN  0.513139        43.5892                 NaN   41.3514     
  1046.44        500.000                 NaN   4.54384                 NaN            NaN   2.82748        7.17451                 NaN  0.513172        43.5873                 NaN   41.3537     
  1045.31        500.000                 NaN   4.54054                 NaN            NaN   2.82984        7.17508                 NaN  0.513204        43.5853                 NaN   41.3560     
  1044.17        500.000                 NaN   4.53729                 NaN            NaN   2.83217        7.17565                 NaN  0.513236        43.5833                 NaN   41.3583     
  1043.04        500.000                 NaN   4.53407                 NaN            NaN   2.83447        7.17622                 NaN  0.513267        43.5813                 NaN   41.3606     
  1041.91        500.000                 NaN   4.56225                 NaN            NaN   2.81504        7.17689                 NaN  0.513304        43.5799                 NaN   41.3526     
  1040.77        500.000                 NaN   4.52779                 NaN            NaN   2.83900        7.17738                 NaN  0.513326        43.5773                 NaN   41.3652     
  1039.64        500.000                 NaN   4.55709                 NaN            NaN   2.81880        7.17806                 NaN  0.513362        43.5759                 NaN   41.3568     
  1038.51        500.000                 NaN   4.55454                 NaN            NaN   2.82066        7.17866                 NaN  0.513390        43.5739                 NaN   41.3589     
  1037.38        500.000                 NaN   4.55667                 NaN            NaN   2.82729        7.18445                 NaN  0.510676        43.5536                 NaN   41.3673     
  1036.24        500.000                 NaN   4.55569                 NaN            NaN   2.82837        7.18460                 NaN  0.510408        43.5520                 NaN   41.3689     
  1035.11        500.000                 NaN   4.54703                 NaN            NaN   2.82617        7.18045                 NaN  0.513468        43.5677                 NaN   41.3652     
  1033.98        500.000                 NaN   4.55020                 NaN            NaN   2.83239        7.18574                 NaN  0.510483        43.5479                 NaN   41.3733     
  1032.85        500.000                 NaN   4.54213                 NaN            NaN   2.82980        7.18167                 NaN  0.513516        43.5635                 NaN   41.3693     
  1031.71        500.000                 NaN   4.53972                 NaN            NaN   2.83160        7.18229                 NaN  0.513539        43.5614                 NaN   41.3714     
  1030.58        500.000                 NaN   4.54282                 NaN            NaN   2.83793        7.18794                 NaN  0.510465        43.5414                 NaN   41.3794     
  1029.45        500.000                 NaN   4.50371                 NaN            NaN   2.85683        7.18347                 NaN  0.513582        4.75909        38.7972        41.3861     
  1028.32        500.000                 NaN   4.53685                 NaN            NaN   2.84224        7.18900                 NaN  0.510663        43.5372                 NaN   41.3841     
  1027.18        500.000                 NaN   4.53025                 NaN            NaN   2.83867        7.18477                 NaN  0.513627        43.5530                 NaN   41.3797     
  1026.05        500.000                 NaN   4.52793                 NaN            NaN   2.84041        7.18541                 NaN  0.513646        43.5508                 NaN   41.3818     
  1024.92        500.000                 NaN   4.53007                 NaN            NaN   2.84757        7.19097                 NaN  0.510618        43.5306                 NaN   41.3902     
  1023.79        500.000                 NaN   4.52334                 NaN            NaN   2.84388        7.18668                 NaN  0.513684        43.5465                 NaN   41.3859     
  1022.65        500.000                 NaN   4.51170                 NaN            NaN   2.84766        7.18497                 NaN  0.514308        43.5523                 NaN   41.3890     
  1021.52        500.000                 NaN   4.51435                 NaN            NaN   2.84715        7.18622                 NaN  0.513844        43.5486                 NaN   41.3898     
  1020.39        500.000                 NaN   4.51123                 NaN            NaN   2.84911        7.18705                 NaN  0.514008        43.5467                 NaN   41.3919     
  1019.25        500.000                 NaN   4.50907                 NaN            NaN   2.85079        7.18772                 NaN  0.514020        43.5445                 NaN   41.3939     
  1018.12        500.000                 NaN   4.46187                 NaN            NaN   2.88217        7.18763                 NaN  0.514134        43.5442                 NaN   41.4100     
  1016.99        500.000                 NaN   4.48197                 NaN            NaN   2.87394        7.19137                 NaN  0.512775        43.5307                 NaN   41.4093     
  1015.86        500.000                 NaN   4.51060                 NaN            NaN   2.86246        7.19617                 NaN  0.510900        43.5124                 NaN   41.4074     
  1014.72        500.000                 NaN   4.50871                 NaN            NaN   2.86414        7.19687                 NaN  0.510879        43.5098                 NaN   41.4096     
  1013.59        500.000                 NaN   4.50612                 NaN            NaN   2.86599        7.19755                 NaN  0.510933        43.5077                 NaN   41.4117     
  1012.46        500.000                 NaN   4.45806                 NaN            NaN   2.88719        7.19181                 NaN  0.513772        43.5299                 NaN   41.4193     
  1011.33        500.000                 NaN   4.45329                 NaN            NaN   2.88997        7.19210                 NaN  0.513955        43.5290                 NaN   41.4216     
  1010.19        500.000                 NaN   4.44690                 NaN            NaN   2.89344        7.19217                 NaN  0.514235        43.5291                 NaN   41.4242     
  1009.06        500.000                 NaN   4.46720                 NaN            NaN   2.88559        7.19649                 NaN  0.512915        43.5143                 NaN   41.4235     
  1007.93        500.000                 NaN   4.49474                 NaN            NaN   2.87475        7.20054                 NaN  0.511064        43.4967                 NaN   41.4222     
  1006.80        500.000                 NaN   4.44202                 NaN            NaN   2.89778        7.19443                 NaN  0.514197        43.5214                 NaN   41.4302     
  1005.66        500.000                 NaN   4.44036                 NaN            NaN   2.89924        7.19518                 NaN  0.514187        43.5189                 NaN   41.4321     
  1004.53        500.000                 NaN   4.43871                 NaN            NaN   2.90070        7.19593                 NaN  0.514176        43.5163                 NaN   41.4341     
  1003.40        500.000                 NaN   4.43715                 NaN            NaN   2.90212        7.19669                 NaN  0.514162        43.5138                 NaN   41.4361     
  1002.27        500.000                 NaN   4.43557                 NaN            NaN   2.90354        7.19746                 NaN  0.514149        43.5112                 NaN   41.4381     
  1001.13        500.000                 NaN   4.43401                 NaN            NaN   2.90496        7.19822                 NaN  0.514135        43.5086                 NaN   41.4401     
  1000.00        500.000                 NaN   4.43249                 NaN            NaN   2.90636        7.19902                 NaN  0.514117        43.5059                 NaN   41.4421     
