|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        San(TH)        q             
  1208.40        500.000        91.5562       0.385726       0.316013                 NaN            NaN  0.678417                 NaN  0.950106E-001   3.27579                 NaN   3.69283     
  1207.27        500.000       100.0000       0.254243E-005            NaN            NaN            NaN  0.183990E-005            NaN            NaN  0.784704E-005            NaN  0.771988E-005
  1206.14        500.000        64.0783        4.30920                 NaN            NaN   1.86591        3.12286                 NaN  0.357755        13.2177                 NaN   13.0482     
  1205.01        500.000        99.9926       0.686346E-003  0.620566E-004            NaN  0.403118E-003  0.648232E-003            NaN  0.720170E-004  0.275129E-002            NaN  0.279832E-002
  1203.87        500.000        99.9939       0.657716E-003            NaN            NaN  0.221569E-003  0.506711E-003            NaN  0.674058E-004  0.229371E-002            NaN  0.234193E-002
  1202.74        500.000        65.3168        3.60462                 NaN            NaN   1.59154        2.95708                 NaN  0.354121        12.9753                 NaN   13.2005     
  1201.61        500.000        99.9998       0.175592E-004            NaN            NaN  0.721254E-005  0.129753E-004            NaN  0.146728E-005  0.556564E-004            NaN  0.561906E-004
  1200.48        500.000        99.9998       0.179967E-004            NaN            NaN  0.881255E-005  0.163970E-004            NaN  0.207328E-005  0.737011E-004            NaN  0.747853E-004
  1199.34        500.000        86.5613        1.45697                 NaN            NaN  0.678794        1.15024                 NaN  0.127574        4.97215                 NaN   5.05293     
  1198.21        500.000        84.2446        1.32617                 NaN            NaN  0.842383        1.37980                 NaN  0.164819        6.15513                 NaN   5.88713     
  1197.08        500.000        95.1081       0.625486                 NaN            NaN  0.166304       0.365412                 NaN  0.428799E-001   1.61957                 NaN   2.07221     
  1195.95        500.000        84.9324        1.37739                 NaN            NaN  0.775768        1.30822                 NaN  0.143774        5.82458                 NaN   5.63785     
  1194.81        500.000        93.4013       0.751705                 NaN            NaN  0.223915       0.473299                 NaN  0.553477E-001   2.18349                 NaN   2.91097     
  1193.68        500.000        95.0103       0.544778                 NaN            NaN  0.233110       0.417526                 NaN  0.490694E-001   1.91389                 NaN   1.83135     
  1192.55        500.000        94.7456       0.557077                 NaN            NaN  0.244086       0.437166                 NaN  0.508866E-001   2.02144                 NaN   1.94378     
  1191.41        500.000        94.3841       0.582817                 NaN            NaN  0.253893       0.464055                 NaN  0.535150E-001   2.16891                 NaN   2.09269     
  1190.28        500.000        93.8606       0.621343                 NaN            NaN  0.269187       0.503085                 NaN  0.574753E-001   2.38329                 NaN   2.30505     
  1189.15        500.000        92.9829       0.637607                 NaN            NaN  0.329087       0.567113                 NaN  0.673277E-001   2.75052                 NaN   2.66539     
  1188.02        500.000        93.3557       0.634091                 NaN            NaN  0.279830       0.531892                 NaN  0.610331E-001   2.63704                 NaN   2.50042     
  1186.88        500.000        85.7479        1.25834                 NaN            NaN  0.540739        1.11335                 NaN  0.123936        5.69722                 NaN   5.51848     
  1185.75        500.000        59.4355        3.26248                 NaN            NaN   1.43796        3.05854                 NaN  0.343224        16.6112                 NaN   15.8511     
  1184.62        500.000                 NaN   7.38321                 NaN            NaN   3.59485        7.40314                 NaN  0.859014        41.3697                 NaN   39.3900     
  1183.49        500.000                 NaN   6.79340                 NaN            NaN   3.96975        7.35116                 NaN  0.887792        41.5077                 NaN   39.4902     
  1182.35        500.000                 NaN   6.78291                 NaN            NaN   3.97719        7.35149                 NaN  0.888138        41.5078                 NaN   39.4925     
  1181.22        500.000                 NaN   7.42122                 NaN            NaN   3.57493        7.37829                 NaN  0.847637        41.3947                 NaN   39.3832     
  1180.09        500.000                 NaN   7.38230                 NaN            NaN   3.60143        7.38105                 NaN  0.849462        41.3955                 NaN   39.3902     
  1178.96        500.000                 NaN   7.37190                 NaN            NaN   3.60446        7.37429                 NaN  0.852092        41.4072                 NaN   39.3901     
  1177.82        500.000                 NaN   7.33961                 NaN            NaN   3.63523        7.38465                 NaN  0.849361        41.3926                 NaN   39.3985     
  1176.69        500.000                 NaN   7.30950                 NaN            NaN   3.65516        7.38487                 NaN  0.850659        41.3958                 NaN   39.4040     
  1175.56        500.000                 NaN   7.26898                 NaN            NaN   3.68072        7.38350                 NaN  0.854011        41.3995                 NaN   39.4133     
  1174.43        500.000                 NaN   7.25278                 NaN            NaN   3.69218        7.38411                 NaN  0.854577        41.3995                 NaN   39.4168     
  1173.29        500.000                 NaN   7.21042                 NaN            NaN   3.72002        7.38245                 NaN  0.856800        41.4056                 NaN   39.4247     
  1172.16        500.000                 NaN   7.18192                 NaN            NaN   3.73918        7.38197                 NaN  0.858141        41.4084                 NaN   39.4304     
  1171.03        500.000                 NaN   7.15465                 NaN            NaN   3.75752        7.38149                 NaN  0.859412        41.4112                 NaN   39.4357     
  1169.89        500.000                 NaN   7.12861                 NaN            NaN   3.77506        7.38096                 NaN  0.860659        41.4138                 NaN   39.4409     
  1168.76        500.000                 NaN   6.59491                 NaN            NaN   4.11526        7.35553                 NaN  0.891971        41.5070                 NaN   39.5353     
  1167.63        500.000                 NaN   7.08036                 NaN            NaN   3.80765        7.38035                 NaN  0.862871        41.4182                 NaN   39.4506     
  1166.50        500.000                 NaN   7.05696                 NaN            NaN   3.82343        7.37994                 NaN  0.864004        41.4204                 NaN   39.4553     
  1165.36        500.000                 NaN   7.03368                 NaN            NaN   3.83917        7.37972                 NaN  0.865054        41.4224                 NaN   39.4600     
  1164.23        500.000                 NaN   7.01144                 NaN            NaN   3.85420        7.37955                 NaN  0.866056        41.4243                 NaN   39.4644     
  1163.10        500.000                 NaN   6.99028                 NaN            NaN   3.86854        7.37928                 NaN  0.867026        41.4261                 NaN   39.4687     
  1161.97        500.000                 NaN   6.96962                 NaN            NaN   3.88255        7.37908                 NaN  0.867973        41.4278                 NaN   39.4730     
  1160.83        500.000                 NaN   6.94979                 NaN            NaN   3.89604        7.37909                 NaN  0.868823        41.4292                 NaN   39.4770     
  1159.70        500.000                 NaN   6.93026                 NaN            NaN   3.90930        7.37894                 NaN  0.869709        41.4308                 NaN   39.4810     
  1158.57        500.000                 NaN   6.91117                 NaN            NaN   3.92228        7.37882                 NaN  0.870570        41.4322                 NaN   39.4850     
  1157.44        500.000                 NaN   6.89254                 NaN            NaN   3.93495        7.37872                 NaN  0.871406        41.4336                 NaN   39.4888     
  1156.30        500.000                 NaN   6.49721                 NaN            NaN   4.18520        7.35940                 NaN  0.895104        41.5050                 NaN   39.5581     
  1155.17        500.000                 NaN   6.85592                 NaN            NaN   3.95987        7.37837                 NaN  0.873083        41.4364                 NaN   39.4964     
  1154.04        500.000                 NaN   6.83861                 NaN            NaN   3.97168        7.37832                 NaN  0.873846        41.4376                 NaN   39.5000     
  1152.91        500.000                 NaN   6.82170                 NaN            NaN   3.98323        7.37829                 NaN  0.874590        41.4387                 NaN   39.5035     
  1151.77        500.000                 NaN   6.80512                 NaN            NaN   3.99455        7.37826                 NaN  0.875314        41.4398                 NaN   39.5070     
  1150.64        500.000                 NaN   6.78936                 NaN            NaN   4.00520        7.37819                 NaN  0.876019        41.4411                 NaN   39.5102     
  1149.51        500.000                 NaN   6.77349                 NaN            NaN   4.01608        7.37815                 NaN  0.876731        41.4420                 NaN   39.5135     
  1148.37        500.000                 NaN   6.75739                 NaN            NaN   4.02720        7.37836                 NaN  0.877408        41.4426                 NaN   39.5171     
  1147.24        500.000                 NaN   6.74205                 NaN            NaN   4.03773        7.37825                 NaN  0.878050        41.4436                 NaN   39.5203     
  1146.11        500.000                 NaN   6.72693                 NaN            NaN   4.04809        7.37832                 NaN  0.878712        41.4444                 NaN   39.5235     
  1144.98        500.000                 NaN   6.71249                 NaN            NaN   4.05801        7.37835                 NaN  0.879317        41.4453                 NaN   39.5266     
  1143.84        500.000                 NaN   6.69844                 NaN            NaN   4.06770        7.37845                 NaN  0.879913        41.4459                 NaN   39.5296     
  1142.71        500.000                 NaN   6.68449                 NaN            NaN   4.07725        7.37861                 NaN  0.880456        41.4467                 NaN   39.5325     
  1141.58        500.000                 NaN   6.67026                 NaN            NaN   4.08707        7.37857                 NaN  0.881122        41.4473                 NaN   39.5357     
  1140.45        500.000                 NaN   6.65672                 NaN            NaN   4.09642        7.37867                 NaN  0.881692        41.4479                 NaN   39.5386     
  1139.31        500.000                 NaN   6.64380                 NaN            NaN   4.10537        7.37900                 NaN  0.882235        41.4481                 NaN   39.5415     
  1138.18        500.000                 NaN   6.37061                 NaN            NaN   4.27671        7.36543                 NaN  0.899009        41.4994                 NaN   39.5889     
  1137.05        500.000                 NaN   6.61757                 NaN            NaN   4.12346        7.37903                 NaN  0.883327        41.4494                 NaN   39.5472     
  1135.92        500.000                 NaN   6.60535                 NaN            NaN   4.13196        7.37940                 NaN  0.883818        41.4496                 NaN   39.5499     
  1134.78        500.000                 NaN   6.59290                 NaN            NaN   4.14062        7.37940                 NaN  0.884312        41.4501                 NaN   39.5526     
  1133.65        500.000                 NaN   6.58095                 NaN            NaN   4.14889        7.37958                 NaN  0.884795        41.4505                 NaN   39.5553     
  1132.52        500.000                 NaN   6.56847                 NaN            NaN   4.15749        7.37965                 NaN  0.885343        41.4510                 NaN   39.5580     
  1131.39        500.000                 NaN   6.55668                 NaN            NaN   4.16569        7.37984                 NaN  0.885822        41.4513                 NaN   39.5606     
  1130.25        500.000                 NaN   6.56441                 NaN            NaN   4.16326        7.38798                 NaN  0.885765        41.4351                 NaN   39.5635     
  1129.12        500.000                 NaN   6.55114                 NaN            NaN   4.17253        7.38952                 NaN  0.886019        41.4345                 NaN   39.5663     
  1127.99        500.000                 NaN   6.54087                 NaN            NaN   4.17998        7.39019                 NaN  0.886346        41.4337                 NaN   39.5689     
  1126.85        500.000                 NaN   6.50140                 NaN            NaN   4.20216        7.38048                 NaN  0.888346        41.4568                 NaN   39.5708     
  1125.72        500.000                 NaN   6.51929                 NaN            NaN   4.19466        7.38978                 NaN  0.887493        41.4352                 NaN   39.5736     
  1124.59        500.000                 NaN   6.50435                 NaN            NaN   4.20484        7.38727                 NaN  0.887805        41.4397                 NaN   39.5760     
  1123.46        500.000                 NaN   6.50048                 NaN            NaN   4.20858        7.38966                 NaN  0.888027        41.4348                 NaN   39.5784     
  1122.32        500.000                 NaN   6.48476                 NaN            NaN   4.21869        7.38921                 NaN  0.888640        41.4378                 NaN   39.5809     
  1121.19        500.000                 NaN   6.47435                 NaN            NaN   4.22598        7.38917                 NaN  0.889044        41.4382                 NaN   39.5832     
  1120.06        500.000                 NaN   6.44315                 NaN            NaN   4.24485        7.38166                 NaN  0.890552        41.4536                 NaN   39.5862     
  1118.93        500.000                 NaN   6.44006                 NaN            NaN   4.24737        7.38285                 NaN  0.890554        41.4515                 NaN   39.5877     
  1117.79        500.000                 NaN   6.42775                 NaN            NaN   4.25580        7.38256                 NaN  0.890956        41.4529                 NaN   39.5900     
  1116.66        500.000                 NaN   6.41875                 NaN            NaN   4.26223        7.38300                 NaN  0.891255        41.4525                 NaN   39.5922     
  1115.53        500.000                 NaN   6.40914                 NaN            NaN   4.26894        7.38308                 NaN  0.891687        41.4527                 NaN   39.5945     
  1114.40        500.000                 NaN   6.22726                 NaN            NaN   4.38178        7.37422                 NaN  0.903192        41.4879                 NaN   39.6257     
  1113.26        500.000                 NaN   6.39008                 NaN            NaN   4.28238        7.38366                 NaN  0.892386        41.4526                 NaN   39.5989     
  1112.13        500.000                 NaN   6.28077                 NaN            NaN   4.34006        7.37511                 NaN  0.903542        41.4866                 NaN   39.6140     
  1111.00        500.000                 NaN   6.27453                 NaN            NaN   4.34469        7.37556                 NaN  0.903713        41.4859                 NaN   39.6156     
  1109.87        500.000                 NaN   6.35016                 NaN            NaN   4.30797        7.39109                 NaN  0.894284        41.4506                 NaN   39.6059     
  1108.73        500.000                 NaN   6.35753                 NaN            NaN   4.30502        7.38465                 NaN  0.893781        41.4529                 NaN   39.6061     
  1107.60        500.000                 NaN   6.25610                 NaN            NaN   4.35838        7.37692                 NaN  0.904217        41.4838                 NaN   39.6206     
  1106.47        500.000                 NaN   6.25004                 NaN            NaN   4.36289        7.37738                 NaN  0.904381        41.4831                 NaN   39.6222     
  1105.33        500.000                 NaN   6.24404                 NaN            NaN   4.36737        7.37785                 NaN  0.904543        41.4823                 NaN   39.6239     
  1104.20        500.000                 NaN   6.32027                 NaN            NaN   4.33203        7.38627                 NaN  0.894970        41.4506                 NaN   39.6158     
  1103.07        500.000                 NaN   6.31200                 NaN            NaN   4.33793        7.38659                 NaN  0.895271        41.4503                 NaN   39.6179     
  1101.94        500.000                 NaN   6.30386                 NaN            NaN   4.34376        7.38694                 NaN  0.895564        41.4500                 NaN   39.6199     
  1100.80        500.000                 NaN   6.29582                 NaN            NaN   4.34952        7.38730                 NaN  0.895852        41.4496                 NaN   39.6219     
  1099.67        500.000                 NaN   6.28789                 NaN            NaN   4.35522        7.38768                 NaN  0.896133        41.4492                 NaN   39.6239     
  1098.54        500.000                 NaN   6.28004                 NaN            NaN   4.36087        7.38804                 NaN  0.896410        41.4488                 NaN   39.6258     
  1097.41        500.000                 NaN   6.20322                 NaN            NaN   4.39790        7.38117                 NaN  0.905625        41.4769                 NaN   39.6351     
  1096.27        500.000                 NaN   6.26465                 NaN            NaN   4.37195        7.38880                 NaN  0.896953        41.4479                 NaN   39.6297     
  1095.14        500.000                 NaN   6.25709                 NaN            NaN   4.37740        7.38918                 NaN  0.897216        41.4475                 NaN   39.6316     
  1094.01        500.000                 NaN   6.24962                 NaN            NaN   4.38280        7.38958                 NaN  0.897474        41.4470                 NaN   39.6335     
  1092.88        500.000                 NaN   6.24226                 NaN            NaN   4.38815        7.39009                 NaN  0.897723        41.4463                 NaN   39.6355     
  1091.74        500.000                 NaN   6.11150                 NaN            NaN   4.46818        7.38363                 NaN  0.906344        41.4728                 NaN   39.6575     
  1090.61        500.000                 NaN   6.22793                 NaN            NaN   4.39844        7.39086                 NaN  0.898213        41.4455                 NaN   39.6391     
  1089.48        500.000                 NaN   6.22078                 NaN            NaN   4.40376        7.39121                 NaN  0.898451        41.4448                 NaN   39.6410     
  1088.35        500.000                 NaN   6.21357                 NaN            NaN   4.40897        7.39168                 NaN  0.898697        41.4442                 NaN   39.6429     
  1087.21        500.000                 NaN   6.15373                 NaN            NaN   4.43521        7.38564                 NaN  0.906889        41.4693                 NaN   39.6492     
  1086.08        500.000                 NaN   6.14996                 NaN            NaN   4.43848        7.38641                 NaN  0.906926        41.4676                 NaN   39.6507     
  1084.95        500.000                 NaN   6.19303                 NaN            NaN   4.42398        7.39295                 NaN  0.899377        41.4423                 NaN   39.6483     
  1083.81        500.000                 NaN   6.13795                 NaN            NaN   4.44719        7.38719                 NaN  0.907279        41.4666                 NaN   39.6538     
  1082.68        500.000                 NaN   6.13276                 NaN            NaN   4.45114        7.38771                 NaN  0.907406        41.4657                 NaN   39.6553     
  1081.55        500.000                 NaN   6.12761                 NaN            NaN   4.45506        7.38824                 NaN  0.907531        41.4647                 NaN   39.6568     
  1080.42        500.000                 NaN   6.12250                 NaN            NaN   4.45896        7.38876                 NaN  0.907654        41.4638                 NaN   39.6584     
  1079.28        500.000                 NaN   6.11743                 NaN            NaN   4.46283        7.38929                 NaN  0.907776        41.4628                 NaN   39.6599     
  1078.15        500.000                 NaN   6.11239                 NaN            NaN   4.46668        7.38983                 NaN  0.907896        41.4618                 NaN   39.6614     
  1077.02        500.000                 NaN   6.10739                 NaN            NaN   4.47050        7.39036                 NaN  0.908015        41.4609                 NaN   39.6629     
  1075.89        500.000                 NaN   6.10241                 NaN            NaN   4.47432        7.39090                 NaN  0.908131        41.4599                 NaN   39.6644     
  1074.75        500.000                 NaN   6.09749                 NaN            NaN   4.47809        7.39145                 NaN  0.908247        41.4589                 NaN   39.6658     
  1073.62        500.000                 NaN   6.09259                 NaN            NaN   4.48185        7.39199                 NaN  0.908361        41.4579                 NaN   39.6673     
  1072.49        500.000                 NaN   6.08773                 NaN            NaN   4.48559        7.39254                 NaN  0.908474        41.4569                 NaN   39.6688     
  1071.36        500.000                 NaN   6.08291                 NaN            NaN   4.48930        7.39310                 NaN  0.908584        41.4558                 NaN   39.6703     
  1070.22        500.000                 NaN   6.07812                 NaN            NaN   4.49299        7.39365                 NaN  0.908694        41.4548                 NaN   39.6718     
  1069.09        500.000                 NaN   6.07337                 NaN            NaN   4.49666        7.39421                 NaN  0.908801        41.4537                 NaN   39.6732     
  1067.96        500.000                 NaN   6.06865                 NaN            NaN   4.50031        7.39477                 NaN  0.908907        41.4527                 NaN   39.6747     
  1066.83        500.000                 NaN   6.06397                 NaN            NaN   4.50393        7.39534                 NaN  0.909011        41.4516                 NaN   39.6761     
  1065.69        500.000                 NaN   6.05932                 NaN            NaN   4.50753        7.39591                 NaN  0.909114        41.4505                 NaN   39.6776     
  1064.56        500.000                 NaN   6.05470                 NaN            NaN   4.51112        7.39648                 NaN  0.909216        41.4495                 NaN   39.6790     
  1063.43        500.000                 NaN   6.05012                 NaN            NaN   4.51468        7.39706                 NaN  0.909316        41.4484                 NaN   39.6805     
  1062.29        500.000                 NaN   6.04556                 NaN            NaN   4.51822        7.39764                 NaN  0.909414        41.4472                 NaN   39.6819     
  1061.16        500.000                 NaN   6.04104                 NaN            NaN   4.52174        7.39822                 NaN  0.909511        41.4461                 NaN   39.6834     
  1060.03        500.000                 NaN   6.03656                 NaN            NaN   4.52524        7.39881                 NaN  0.909606        41.4450                 NaN   39.6848     
  1058.90        500.000                 NaN   6.03211                 NaN            NaN   4.52872        7.39940                 NaN  0.909700        41.4439                 NaN   39.6862     
  1057.76        500.000                 NaN   6.02768                 NaN            NaN   4.53218        7.39999                 NaN  0.909793        41.4427                 NaN   39.6876     
  1056.63        500.000                 NaN   6.02329                 NaN            NaN   4.53562        7.40059                 NaN  0.909884        41.4415                 NaN   39.6891     
  1055.50        500.000                 NaN   6.01893                 NaN            NaN   4.53904        7.40119                 NaN  0.909974        41.4404                 NaN   39.6905     
  1054.37        500.000                 NaN   6.01461                 NaN            NaN   4.54244        7.40179                 NaN  0.910062        41.4392                 NaN   39.6919     
  1053.23        500.000                 NaN   6.01031                 NaN            NaN   4.54581        7.40240                 NaN  0.910149        41.4380                 NaN   39.6933     
  1052.10        500.000                 NaN   6.00605                 NaN            NaN   4.54917        7.40301                 NaN  0.910234        41.4368                 NaN   39.6947     
  1050.97        500.000                 NaN   6.00181                 NaN            NaN   4.55251        7.40362                 NaN  0.910318        41.4356                 NaN   39.6961     
  1049.84        500.000                 NaN   5.95434                 NaN            NaN   4.58925        7.40424                 NaN  0.910400        41.4344                 NaN   39.7074     
  1048.70        500.000                 NaN   5.99344                 NaN            NaN   4.55914        7.40486                 NaN  0.910481        41.4332                 NaN   39.6989     
  1047.57        500.000                 NaN   5.94786                 NaN            NaN   4.59442        7.40549                 NaN  0.910561        41.4319                 NaN   39.7098     
  1046.44        500.000                 NaN   5.94282                 NaN            NaN   4.59840        7.40611                 NaN  0.910638        41.4307                 NaN   39.7114     
  1045.31        500.000                 NaN   5.93784                 NaN            NaN   4.60235        7.40675                 NaN  0.910715        41.4294                 NaN   39.7129     
  1044.17        500.000                 NaN   5.93291                 NaN            NaN   4.60625        7.40738                 NaN  0.910790        41.4281                 NaN   39.7145     
  1043.04        500.000                 NaN   5.92804                 NaN            NaN   4.61011        7.40802                 NaN  0.910864        41.4269                 NaN   39.7161     
  1041.91        500.000                 NaN   5.96903                 NaN            NaN   4.57856        7.40867                 NaN  0.910937        41.4256                 NaN   39.7072     
  1040.77        500.000                 NaN   5.91850                 NaN            NaN   4.61770        7.40931                 NaN  0.911007        41.4243                 NaN   39.7192     
  1039.64        500.000                 NaN   5.96113                 NaN            NaN   4.58489        7.40997                 NaN  0.911077        41.4229                 NaN   39.7100     
  1038.51        500.000                 NaN   5.95723                 NaN            NaN   4.58803        7.41062                 NaN  0.911145        41.4216                 NaN   39.7114     
  1037.38        500.000                 NaN   5.96139                 NaN            NaN   4.59869        7.41628                 NaN  0.906301        41.4005                 NaN   39.7168     
  1036.24        500.000                 NaN   5.95999                 NaN            NaN   4.60056        7.41646                 NaN  0.905843        41.3996                 NaN   39.7176     
  1035.11        500.000                 NaN   5.94569                 NaN            NaN   4.59734        7.41261                 NaN  0.911339        41.4176                 NaN   39.7154     
  1033.98        500.000                 NaN   5.95152                 NaN            NaN   4.60733        7.41773                 NaN  0.906014        41.3969                 NaN   39.7205     
  1032.85        500.000                 NaN   5.93813                 NaN            NaN   4.60346        7.41396                 NaN  0.911462        41.4148                 NaN   39.7182     
  1031.71        500.000                 NaN   5.93440                 NaN            NaN   4.60649        7.41464                 NaN  0.911521        41.4134                 NaN   39.7195     
  1030.58        500.000                 NaN   5.94011                 NaN            NaN   4.61667        7.42014                 NaN  0.906037        41.3926                 NaN   39.7245     
  1029.45        500.000                 NaN   5.88130                 NaN            NaN   4.64779        7.41600                 NaN  0.911641        4.52160        36.8891        39.7326     
  1028.32        500.000                 NaN   5.93080                 NaN            NaN   4.62392        7.42134                 NaN  0.906427        41.3898                 NaN   39.7277     
  1027.18        500.000                 NaN   5.91972                 NaN            NaN   4.61845        7.41738                 NaN  0.911752        41.4078                 NaN   39.7249     
  1026.05        500.000                 NaN   5.91612                 NaN            NaN   4.62139        7.41808                 NaN  0.911805        41.4064                 NaN   39.7262     
  1024.92        500.000                 NaN   5.92012                 NaN            NaN   4.63291        7.42350                 NaN  0.906403        41.3853                 NaN   39.7317     
  1023.79        500.000                 NaN   5.90899                 NaN            NaN   4.62725        7.41948                 NaN  0.911908        41.4035                 NaN   39.7289     
  1022.65        500.000                 NaN   5.89686                 NaN            NaN   4.63343        7.41762                 NaN  0.913019        41.4086                 NaN   39.7305     
  1021.52        500.000                 NaN   5.90000                 NaN            NaN   4.63271        7.41894                 NaN  0.912212        41.4056                 NaN   39.7306     
  1020.39        500.000                 NaN   5.89525                 NaN            NaN   4.63601        7.41986                 NaN  0.912522        41.4044                 NaN   39.7320     
  1019.25        500.000                 NaN   5.89184                 NaN            NaN   4.63885        7.42059                 NaN  0.912563        41.4029                 NaN   39.7333     
  1018.12        500.000                 NaN   5.82452                 NaN            NaN   4.69007        7.42061                 NaN  0.912793        41.4035                 NaN   39.7485     
  1016.99        500.000                 NaN   5.85160                 NaN            NaN   4.67671        7.42439                 NaN  0.910381        41.3905                 NaN   39.7464     
  1015.86        500.000                 NaN   5.88939                 NaN            NaN   4.65806        7.42925                 NaN  0.907054        41.3730                 NaN   39.7433     
  1014.72        500.000                 NaN   5.88628                 NaN            NaN   4.66090        7.43001                 NaN  0.907035        41.3711                 NaN   39.7446     
  1013.59        500.000                 NaN   5.88225                 NaN            NaN   4.66403        7.43076                 NaN  0.907149        41.3698                 NaN   39.7460     
  1012.46        500.000                 NaN   5.81744                 NaN            NaN   4.69878        7.42510                 NaN  0.912236        41.3926                 NaN   39.7539     
  1011.33        500.000                 NaN   5.81051                 NaN            NaN   4.70343        7.42546                 NaN  0.912581        41.3924                 NaN   39.7556     
  1010.19        500.000                 NaN   5.80143                 NaN            NaN   4.70920        7.42559                 NaN  0.913098        41.3932                 NaN   39.7575     
  1009.06        500.000                 NaN   5.82794                 NaN            NaN   4.69647        7.43000                 NaN  0.910760        41.3792                 NaN   39.7557     
  1007.93        500.000                 NaN   5.86428                 NaN            NaN   4.67885        7.43408                 NaN  0.907475        41.3623                 NaN   39.7530     
  1006.80        500.000                 NaN   5.79324                 NaN            NaN   4.71660        7.42805                 NaN  0.913087        41.3877                 NaN   39.7613     
  1005.66        500.000                 NaN   5.79047                 NaN            NaN   4.71910        7.42887                 NaN  0.913087        41.3859                 NaN   39.7626     
  1004.53        500.000                 NaN   5.78771                 NaN            NaN   4.72158        7.42970                 NaN  0.913086        41.3841                 NaN   39.7638     
  1003.40        500.000                 NaN   5.78505                 NaN            NaN   4.72401        7.43052                 NaN  0.913080        41.3822                 NaN   39.7651     
  1002.27        500.000                 NaN   5.78239                 NaN            NaN   4.72644        7.43136                 NaN  0.913075        41.3804                 NaN   39.7664     
  1001.13        500.000                 NaN   5.77974                 NaN            NaN   4.72885        7.43219                 NaN  0.913069        41.3785                 NaN   39.7676     
  1000.00        500.000                 NaN   5.77715                 NaN            NaN   4.73125        7.43306                 NaN  0.913055        41.3766                 NaN   39.7689     
