|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        500.000        99.0685                 NaN            NaN  0.523602E-002            NaN            NaN  0.926252                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0782                 NaN            NaN  0.171437E-002            NaN            NaN  0.920039                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0885                 NaN            NaN  0.180032E-001            NaN            NaN  0.893459                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1004                 NaN            NaN  0.200480E-001            NaN            NaN  0.879551                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1101                 NaN            NaN            NaN            NaN            NaN  0.889906                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1145                 NaN            NaN            NaN            NaN            NaN  0.885477                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1254                 NaN            NaN            NaN            NaN            NaN  0.874575                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1344                 NaN            NaN            NaN            NaN            NaN  0.865620                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1437                 NaN            NaN            NaN            NaN            NaN  0.856256                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1548                 NaN            NaN            NaN            NaN            NaN  0.845245                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1712                 NaN            NaN  0.803213E-001            NaN            NaN  0.748500                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1671                 NaN            NaN            NaN            NaN            NaN  0.832872                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1747                 NaN            NaN            NaN            NaN            NaN  0.825294                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1816                 NaN            NaN            NaN            NaN            NaN  0.818364                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1917                 NaN            NaN            NaN            NaN            NaN  0.808320                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2010                 NaN            NaN  0.175423E-005            NaN            NaN  0.799034                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2025                 NaN            NaN            NaN            NaN            NaN  0.797458                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2153                 NaN            NaN            NaN            NaN            NaN  0.784694                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2242                 NaN            NaN            NaN            NaN            NaN  0.775762                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2278                 NaN            NaN  0.109566E-005            NaN            NaN  0.772235                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1248                 NaN            NaN            NaN            NaN            NaN  0.189978       0.685197                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0698                 NaN            NaN            NaN            NaN            NaN            NaN  0.930164                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0706                 NaN            NaN            NaN            NaN            NaN            NaN  0.929400                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0710                 NaN            NaN            NaN            NaN            NaN  0.254766E-002  0.926475                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0721                 NaN            NaN            NaN            NaN            NaN            NaN  0.927898                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0674                 NaN            NaN            NaN            NaN            NaN            NaN  0.932580                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0630                 NaN            NaN            NaN            NaN            NaN            NaN  0.936972                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0576                 NaN            NaN            NaN            NaN            NaN            NaN  0.942386                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.0446                 NaN            NaN            NaN            NaN            NaN            NaN  0.521576E-002  0.950200                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5553                 NaN            NaN            NaN            NaN            NaN            NaN  0.536250       0.908470                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5776                 NaN            NaN            NaN            NaN            NaN            NaN  0.893459       0.528912                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5961                 NaN            NaN            NaN            NaN            NaN            NaN  0.520499       0.883437                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6159                 NaN            NaN            NaN            NaN            NaN            NaN  0.513074       0.870980                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6330                 NaN            NaN            NaN            NaN            NaN            NaN  0.860273       0.506683                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6531                 NaN            NaN            NaN            NaN            NaN            NaN  0.849373       0.497553                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6687                 NaN            NaN            NaN            NaN            NaN            NaN  0.839867       0.491444                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6878                 NaN            NaN            NaN            NaN            NaN            NaN  0.827644       0.484543                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4002                 NaN            NaN            NaN            NaN            NaN            NaN  0.844282       0.619367       0.136116                 NaN            NaN            NaN
  1411.03        500.000        96.6109                 NaN            NaN            NaN            NaN            NaN            NaN  0.976974        1.46015       0.951967                 NaN            NaN            NaN
  1408.52        500.000        96.7140                 NaN            NaN            NaN            NaN            NaN            NaN  0.946849        1.41647       0.922637                 NaN            NaN            NaN
  1406.02        500.000        96.8130                 NaN            NaN            NaN            NaN            NaN            NaN  0.917327        1.37504       0.894672                 NaN            NaN            NaN
  1403.51        500.000        96.9056                 NaN            NaN            NaN            NaN            NaN            NaN   1.33589       0.890156       0.868377                 NaN            NaN            NaN
  1401.00        500.000        96.9958                 NaN            NaN            NaN            NaN            NaN            NaN  0.863609        1.29798       0.842634                 NaN            NaN            NaN
  1398.50        500.000        97.0791                 NaN            NaN            NaN            NaN            NaN            NaN   1.26331       0.838771       0.818777                 NaN            NaN            NaN
  1395.99        500.000        97.1601                 NaN            NaN            NaN            NaN            NaN            NaN   1.23024       0.814044       0.795579                 NaN            NaN            NaN
  1393.48        500.000        97.2382                 NaN            NaN            NaN            NaN            NaN            NaN  0.791395        1.19705       0.773321                 NaN            NaN            NaN
  1390.98        500.000        97.3119                 NaN            NaN            NaN            NaN            NaN            NaN   1.16651       0.769390       0.752171                 NaN            NaN            NaN
  1388.47        500.000        97.3808                 NaN            NaN            NaN            NaN            NaN            NaN  0.748745        1.13812       0.732338                 NaN            NaN            NaN
  1385.96        500.000        97.4454                 NaN            NaN            NaN            NaN            NaN            NaN  0.728942        1.11201       0.713660                 NaN            NaN            NaN
  1383.46        500.000        97.5109                 NaN            NaN            NaN            NaN            NaN            NaN  0.708855        1.08542       0.694834                 NaN            NaN            NaN
  1380.95        500.000        97.5711                 NaN            NaN            NaN            NaN            NaN            NaN   1.06084       0.690463       0.677636                 NaN            NaN            NaN
  1378.45        500.000        97.6300                 NaN            NaN            NaN            NaN            NaN            NaN  0.672757        1.03695       0.660286                 NaN            NaN            NaN
  1375.94        500.000        97.6856                 NaN            NaN            NaN            NaN            NaN            NaN  0.655883        1.01432       0.644207                 NaN            NaN            NaN
  1373.43        500.000        97.7379                 NaN            NaN            NaN            NaN            NaN            NaN  0.993595       0.639676       0.628828                 NaN            NaN            NaN
  1370.93        500.000        97.7893                 NaN            NaN            NaN            NaN            NaN            NaN  0.623586       0.972996       0.614161                 NaN            NaN            NaN
  1368.42        500.000        97.8473                 NaN            NaN  0.109143                 NaN            NaN            NaN  0.784699       0.648704       0.610167                 NaN            NaN            NaN
  1365.91        500.000        97.9078                 NaN            NaN  0.299984                 NaN            NaN            NaN  0.471307       0.705394       0.615507                 NaN            NaN            NaN
  1363.41        500.000        97.9552                 NaN            NaN  0.302805                 NaN            NaN            NaN  0.446243       0.693806       0.601932                 NaN            NaN            NaN
  1360.90        500.000        98.0015                 NaN            NaN  0.305629                 NaN            NaN            NaN  0.421911       0.682557       0.588443                 NaN            NaN            NaN
  1358.40        500.000        98.0456                 NaN            NaN  0.308277                 NaN            NaN            NaN  0.398380       0.672013       0.575748                 NaN            NaN            NaN
  1355.89        500.000        98.0899                 NaN            NaN  0.310643                 NaN            NaN            NaN  0.375018       0.661385       0.563020                 NaN            NaN            NaN
  1353.38        500.000        98.1314                 NaN            NaN  0.314502                 NaN            NaN            NaN  0.650467       0.352280       0.551346                 NaN            NaN            NaN
  1350.88        500.000        98.1726                 NaN            NaN  0.312174                 NaN            NaN            NaN  0.336500       0.640190       0.538491                 NaN            NaN            NaN
  1348.37        500.000        98.2082                 NaN            NaN  0.316936                 NaN            NaN            NaN  0.634825       0.311279       0.528744                 NaN            NaN            NaN
  1345.86        500.000        98.2523                 NaN            NaN  0.315798                 NaN            NaN            NaN  0.620880       0.295835       0.515196                 NaN            NaN            NaN
  1343.36        500.000        98.2847                 NaN            NaN  0.317248                 NaN            NaN            NaN  0.612949       0.279306       0.505796                 NaN            NaN            NaN
  1340.85        500.000        98.3135                 NaN            NaN  0.318440                 NaN            NaN            NaN  0.265307       0.605391       0.497369                 NaN            NaN            NaN
  1338.35        500.000        98.3605                 NaN            NaN  0.317208                 NaN            NaN            NaN  0.245666       0.593752       0.482900                 NaN            NaN            NaN
  1335.84        500.000        98.3902                 NaN            NaN  0.318856                 NaN            NaN            NaN  0.586033       0.230370       0.474537                 NaN            NaN            NaN
  1333.33        500.000        98.4221                 NaN            NaN  0.317529                 NaN            NaN            NaN  0.578028       0.217623       0.464761                 NaN            NaN            NaN
  1330.83        500.000        98.4531                 NaN            NaN  0.317477                 NaN            NaN            NaN  0.569641       0.204338       0.455431                 NaN            NaN            NaN
  1328.32        500.000        98.4839                 NaN            NaN  0.315428                 NaN            NaN            NaN  0.193394       0.561389       0.445860                 NaN            NaN            NaN
  1325.81        500.000        98.5124                 NaN            NaN  0.315140                 NaN            NaN            NaN  0.554229       0.180949       0.437256                 NaN            NaN            NaN
  1323.31        500.000        98.5435                 NaN            NaN  0.311027                 NaN            NaN            NaN  0.174044       0.544035       0.427403                 NaN            NaN            NaN
  1320.80        500.000        98.5700                 NaN            NaN  0.309333                 NaN            NaN            NaN  0.537126       0.164322       0.419230                 NaN            NaN            NaN
  1318.30        500.000        98.5965                 NaN            NaN  0.306642                 NaN            NaN            NaN  0.528868       0.157043       0.410951                 NaN            NaN            NaN
  1315.79        500.000        98.6244                 NaN            NaN  0.303351                 NaN            NaN            NaN  0.520477       0.149615       0.402140                 NaN            NaN            NaN
  1313.28        500.000        98.6505                 NaN            NaN  0.301317                 NaN            NaN            NaN  0.512376       0.141525       0.394292                 NaN            NaN            NaN
  1310.78        500.000        98.6752                 NaN            NaN  0.297116                 NaN            NaN            NaN  0.137735       0.503757       0.386184                 NaN            NaN            NaN
  1308.27        500.000        98.7005                 NaN            NaN  0.292112                 NaN            NaN            NaN  0.133316       0.496098       0.377986                 NaN            NaN            NaN
  1305.76        500.000        98.7231                 NaN            NaN  0.289453                 NaN            NaN            NaN  0.489055       0.127337       0.371020                 NaN            NaN            NaN
  1303.26        500.000        98.7453                 NaN            NaN  0.286895                 NaN            NaN            NaN  0.120555       0.483387       0.363912                 NaN            NaN            NaN
  1300.75        500.000        98.7723                 NaN            NaN  0.273988                 NaN            NaN            NaN  0.130544       0.468662       0.354486                 NaN            NaN            NaN
  1298.25        500.000        98.7909                 NaN            NaN  0.272050                 NaN            NaN            NaN  0.125089       0.463240       0.348742                 NaN            NaN            NaN
  1295.74        500.000        98.8117                 NaN            NaN  0.266087                 NaN            NaN            NaN  0.125244       0.455130       0.341881                 NaN            NaN            NaN
  1293.23        500.000        98.8333                 NaN            NaN  0.260834                 NaN            NaN            NaN  0.123635       0.447333       0.334938                 NaN            NaN            NaN
  1290.73        500.000        98.8524                 NaN            NaN  0.253655                 NaN            NaN            NaN  0.126880       0.438692       0.328411                 NaN            NaN            NaN
  1288.22        500.000        98.8721                 NaN            NaN  0.246706                 NaN            NaN            NaN  0.430049       0.129240       0.321879                 NaN            NaN            NaN
  1285.71        500.000        98.8915                 NaN            NaN  0.240455                 NaN            NaN            NaN  0.130728       0.421776       0.315568                 NaN            NaN            NaN
  1283.21        500.000        98.9097                 NaN            NaN  0.233099                 NaN            NaN            NaN  0.134456       0.413393       0.309401                 NaN            NaN            NaN
  1280.70        500.000        92.4663                 NaN            NaN  0.148777                 NaN            NaN            NaN   1.60101       0.909926       0.995723        3.87826                 NaN            NaN
  1278.20        500.000        84.6557                 NaN            NaN            NaN            NaN            NaN            NaN   1.45875        3.49533        1.82676        8.56343                 NaN            NaN
  1275.69        500.000        86.4401                 NaN            NaN  0.114893E-005            NaN            NaN            NaN   3.13355        1.28935        1.63084        7.50615                 NaN            NaN
  1273.18        500.000        87.8853                 NaN            NaN            NaN            NaN            NaN            NaN   1.14932        2.84052        1.47099        6.65384                 NaN            NaN
  1270.68        500.000        89.0772                 NaN            NaN            NaN            NaN            NaN            NaN   1.03110        2.59878        1.33799        5.95496                 NaN            NaN
  1268.17        500.000        90.0505                 NaN            NaN            NaN            NaN            NaN            NaN  0.929941        2.40762        1.22897        5.38301                 NaN            NaN
  1265.66        500.000        90.8802                 NaN            NaN            NaN            NaN            NaN            NaN   2.24369       0.842099        1.13518        4.89885                 NaN            NaN
  1263.16        500.000        91.5929                 NaN            NaN            NaN            NaN            NaN            NaN  0.763617        2.10479        1.05381        4.48485                 NaN            NaN
  1260.65        500.000        92.2087                 NaN            NaN            NaN            NaN            NaN            NaN  0.692527        1.98690       0.983030        4.12885                 NaN            NaN
  1258.15        500.000        92.7415                 NaN            NaN            NaN            NaN            NaN            NaN   1.88916       0.624916       0.921193        3.82325                 NaN            NaN
  1255.64        500.000        93.2042                 NaN            NaN            NaN            NaN            NaN            NaN  0.564061        1.80992       0.867310        3.55449                 NaN            NaN
  1253.13        500.000        93.6187                 NaN            NaN            NaN            NaN            NaN            NaN   1.74013       0.504026       0.818377        3.31882                 NaN            NaN
  1250.63        500.000        94.0108                 NaN            NaN            NaN            NaN            NaN            NaN  0.445750        1.67220       0.771714        3.09959                 NaN            NaN
  1248.12        500.000        94.2908                 NaN            NaN            NaN            NaN            NaN            NaN  0.385157        1.65393       0.738610        2.93151                 NaN            NaN
  1245.61        500.000        94.5898                 NaN            NaN            NaN            NaN            NaN            NaN  0.326318        1.61796       0.702303        2.76359                 NaN            NaN
  1243.11        500.000        94.6883                 NaN            NaN            NaN            NaN            NaN            NaN  0.346225        1.53884       0.688733        2.70614       0.317458E-001            NaN
  1240.60        500.000        94.2214                 NaN            NaN            NaN            NaN            NaN            NaN   1.28488       0.635627       0.739725        2.95534       0.163006                 NaN
  1238.10        500.000        94.5551                 NaN            NaN            NaN            NaN            NaN            NaN   1.24012       0.577980       0.696983        2.77991       0.149861                 NaN
  1235.59        500.000        94.8489                 NaN            NaN            NaN            NaN            NaN            NaN  0.523130        1.20642       0.659120        2.62446       0.137935                 NaN
  1233.08        500.000        95.1182                 NaN            NaN            NaN            NaN            NaN            NaN   1.17605       0.471431       0.624019        2.48328       0.126969                 NaN
  1230.58        500.000        95.3953                 NaN            NaN  0.620411E-001            NaN            NaN            NaN  0.557705       0.925990       0.588032        2.35073       0.120234                 NaN
  1228.07        500.000        95.6696                 NaN            NaN  0.169514                 NaN            NaN            NaN  0.747517       0.516476       0.552357        2.22791       0.116646                 NaN
  1225.56        500.000        95.8885                 NaN            NaN  0.135011                 NaN            NaN            NaN  0.592898       0.640535       0.522264        2.11430       0.106530                 NaN
  1223.06        500.000        96.0847                 NaN            NaN  0.960683E-001            NaN            NaN            NaN  0.528332       0.688644       0.494936        2.01043       0.968451E-001            NaN
  1220.55        500.000        96.2637                 NaN            NaN  0.538087E-001            NaN            NaN            NaN  0.406293       0.803642       0.470198        1.91491       0.874670E-001            NaN
  1218.05        500.000        96.4260                 NaN            NaN  0.857546E-003            NaN            NaN            NaN  0.959585       0.263058       0.447613        1.82490       0.779923E-001            NaN
  1215.54        500.000        96.5883                 NaN            NaN            NaN            NaN            NaN            NaN  0.235736       0.935141       0.425301        1.74366       0.718499E-001            NaN
  1213.03        500.000        92.3138                 NaN            NaN  0.296945       0.259585                 NaN            NaN   1.65773                 NaN   1.09172        4.12167       0.258585                 NaN
  1210.53        500.000        99.0922                 NaN            NaN  0.267271                 NaN            NaN            NaN            NaN            NaN  0.133416       0.483163       0.239556E-001            NaN
  1208.02        500.000        97.2529                 NaN            NaN  0.330754E-001  0.239448                 NaN            NaN  0.152476                 NaN  0.290271        1.00121       0.441422E-001  0.986435     
  1205.51        500.000        98.1971                 NaN            NaN  0.592039E-001            NaN            NaN            NaN  0.513129                 NaN  0.328508E-001   1.19776                 NaN            NaN
  1203.01        500.000        96.0908                 NaN            NaN  0.132031                 NaN            NaN            NaN  0.823436                 NaN  0.345591        1.87346       0.634684E-001  0.671211     
  1200.50        500.000        75.7912                 NaN            NaN   1.04532                 NaN            NaN            NaN   2.64139                 NaN   2.06381        9.08910       0.228398        9.14075     
  1197.99        500.000        86.8448                 NaN            NaN  0.523025                 NaN            NaN            NaN   1.52964                 NaN   1.07988        4.82727       0.121742        5.07368     
  1195.49        500.000        83.2270                 NaN            NaN  0.676202                 NaN            NaN            NaN   1.81618                 NaN   1.39641        6.33041       0.154065        6.39971     
  1192.98        500.000        77.7358                 NaN            NaN  0.797998                 NaN            NaN            NaN   2.38408                 NaN   1.84359        8.38923       0.188987        8.66030     
  1190.48        500.000        86.5195                 NaN            NaN  0.430357                 NaN            NaN            NaN   1.55408                 NaN   1.09658        5.25922       0.113013        5.02725     
  1187.97        500.000        74.8475                 NaN            NaN            NaN            NaN            NaN            NaN  0.409452        3.23750        2.02859        9.82763       0.150196        9.49915     
  1185.46        500.000                 NaN            NaN            NaN   3.70199                 NaN            NaN            NaN   7.28442       0.514689E-005   7.38001        41.2846       0.860163        39.4888     
  1182.96        500.000                 NaN            NaN            NaN   3.72640                 NaN            NaN            NaN   7.24918       0.400835E-005   7.38004        41.2867       0.861536        39.4962     
  1180.45        500.000                 NaN            NaN            NaN   3.64610                 NaN            NaN            NaN   7.37878       0.962421E-004   7.38945        41.2573       0.853211        39.4751     
  1177.94        500.000                 NaN            NaN            NaN   3.71932                 NaN            NaN            NaN   7.25018                 NaN   7.37979        41.2918       0.864602        39.4943     
  1175.44        500.000                 NaN            NaN            NaN   3.74211                 NaN            NaN            NaN   7.21714                 NaN   7.37995        41.2938       0.865884        39.5011     
  1172.93        500.000                 NaN            NaN            NaN   3.75960                 NaN            NaN            NaN   7.19271                 NaN   7.38048        41.2939       0.866661        39.5066     
  1170.43        500.000                 NaN            NaN            NaN   3.77975                 NaN            NaN            NaN   7.16406                 NaN   7.38064        41.2950       0.867719        39.5128     
  1167.92        500.000                 NaN            NaN            NaN   3.80208                 NaN            NaN            NaN   7.13193                 NaN   7.38071        41.2967       0.868955        39.5196     
  1165.41        500.000                 NaN            NaN            NaN   3.82019                 NaN            NaN            NaN   7.10341                 NaN   7.38337        41.2978       0.870351        39.5249     
  1162.91        500.000                 NaN            NaN            NaN   3.84193                 NaN            NaN            NaN   7.07513                 NaN   7.38144        41.2987       0.871022        39.5318     
  1160.40        500.000                 NaN            NaN            NaN   3.85973                 NaN            NaN            NaN   7.04989                 NaN   7.38184        41.2990       0.871936        39.5376     
  1157.89        500.000                 NaN            NaN            NaN   3.87852                 NaN            NaN            NaN   7.02360                 NaN   7.38266        41.2990       0.872974        39.5432     
  1155.39        500.000                 NaN            NaN            NaN   3.89447                 NaN            NaN            NaN   7.00122                 NaN   7.38265        41.2995       0.873571        39.5486     
  1152.88        500.000                 NaN            NaN            NaN   3.89628                 NaN            NaN            NaN   6.99822                 NaN   7.38352        41.2989       0.873588        39.5495     
  1150.38        500.000                 NaN            NaN            NaN   3.96903                 NaN            NaN            NaN   6.90210                 NaN   7.38344        41.2995       0.874607        39.5713     
  1147.87        500.000                 NaN            NaN            NaN   3.96677                 NaN            NaN            NaN   6.89409                 NaN   7.38117        41.3102       0.877847        39.5699     
  1145.36        500.000                 NaN            NaN            NaN   3.74386                 NaN            NaN            NaN   7.27157                 NaN   7.41360        41.2091       0.849403        39.5125     
  1142.86        500.000                 NaN            NaN            NaN   3.77479                 NaN            NaN            NaN   7.22789                 NaN   7.41160        41.2126       0.851221        39.5219     
  1140.35        500.000                 NaN            NaN            NaN   4.01121                 NaN            NaN            NaN   6.83199                 NaN   7.38249        41.3089       0.880762        39.5846     
  1137.84        500.000                 NaN            NaN            NaN   4.02971                 NaN            NaN            NaN   6.80417                 NaN   7.38408        41.3102       0.881567        39.5903     
  1135.34        500.000                 NaN            NaN            NaN   4.04235                 NaN            NaN            NaN   6.78773                 NaN   7.38384        41.3094       0.882064        39.5946     
  1132.83        500.000                 NaN            NaN            NaN   4.05611                 NaN            NaN            NaN   6.76874                 NaN   7.38445        41.3090       0.882629        39.5991     
  1130.33        500.000                 NaN            NaN            NaN   4.10590                 NaN            NaN            NaN   6.70996                 NaN   7.38719        41.3007       0.881140        39.6151     
  1127.82        500.000                 NaN            NaN            NaN   4.12463                 NaN            NaN            NaN   6.68262                 NaN   7.38722        41.3023       0.882312        39.6209     
  1125.31        500.000                 NaN            NaN            NaN   4.13569                 NaN            NaN            NaN   6.66791                 NaN   7.38812        41.3008       0.882661        39.6248     
  1122.81        500.000                 NaN            NaN            NaN   4.14734                 NaN            NaN            NaN   6.65222                 NaN   7.38894        41.2996       0.883079        39.6288     
  1120.30        500.000                 NaN            NaN            NaN   4.11102                 NaN            NaN            NaN   6.69564                 NaN   7.38931        41.3011       0.884476        39.6185     
  1117.79        500.000                 NaN            NaN            NaN   4.17552                 NaN            NaN            NaN   6.61261                 NaN   7.38998        41.2993       0.884491        39.6381     
  1115.29        500.000                 NaN            NaN            NaN   4.18730                 NaN            NaN            NaN   6.59666                 NaN   7.39079        41.2981       0.884943        39.6422     
  1112.78        500.000                 NaN            NaN            NaN   4.20290                 NaN            NaN            NaN   6.57422                 NaN   7.39110        41.2987       0.885850        39.6473     
  1110.28        500.000                 NaN            NaN            NaN   4.16411                 NaN            NaN            NaN   6.62067                 NaN   7.39293        41.3014       0.885936        39.6350     
  1107.77        500.000                 NaN            NaN            NaN   4.17380                 NaN            NaN            NaN   6.61320                 NaN   7.39650        41.2910       0.885584        39.6399     
  1105.26        500.000                 NaN            NaN            NaN   4.20677                 NaN            NaN            NaN   6.56251                 NaN   7.39434        41.2985       0.888369        39.6495     
  1102.76        500.000                 NaN            NaN            NaN   4.21800                 NaN            NaN            NaN   6.56394                 NaN   7.39821        41.2804       0.884073        39.6554     
  1100.25        500.000                 NaN            NaN            NaN   4.21182                 NaN            NaN            NaN   6.55941                 NaN   7.39862        41.2893       0.887569        39.6533     
  1097.74        500.000                 NaN            NaN            NaN   4.31156                 NaN            NaN            NaN   6.39337                 NaN   7.38804        41.3289       0.898506        39.6796     
  1095.24        500.000                 NaN            NaN            NaN   4.25274                 NaN            NaN            NaN   6.51666                 NaN   7.40058        41.2769       0.885509        39.6676     
  1092.73        500.000                 NaN            NaN            NaN   4.25064                 NaN            NaN            NaN   6.50230                 NaN   7.39786        41.2931       0.890546        39.6656     
  1090.23        500.000                 NaN            NaN            NaN   4.32216                 NaN            NaN            NaN   6.38938                 NaN   7.39177        41.3145       0.896840        39.6854     
  1087.72        500.000                 NaN            NaN            NaN   4.27224                 NaN            NaN            NaN   6.47617                 NaN   7.40056        41.2859       0.890912        39.6742     
  1085.21        500.000                 NaN            NaN            NaN   4.27730                 NaN            NaN            NaN   6.47081                 NaN   7.40194        41.2825       0.890825        39.6767     
  1082.71        500.000                 NaN            NaN            NaN   4.33068                 NaN            NaN            NaN   6.40261                 NaN   7.40166        41.2815       0.890587        39.6929     
  1080.20        500.000                 NaN            NaN            NaN   4.34040                 NaN            NaN            NaN   6.38981                 NaN   7.40267        41.2797       0.890910        39.6966     
  1077.69        500.000                 NaN            NaN            NaN   4.30843                 NaN            NaN            NaN   6.42615                 NaN   7.40287        41.2826       0.892656        39.6873     
  1075.19        500.000                 NaN            NaN            NaN   4.31906                 NaN            NaN            NaN   6.41133                 NaN   7.40352        41.2820       0.893100        39.6910     
  1072.68        500.000                 NaN            NaN            NaN   4.32815                 NaN            NaN            NaN   6.39973                 NaN   7.40457        41.2797       0.893323        39.6945     
  1070.18        500.000                 NaN            NaN            NaN   4.37606                 NaN            NaN            NaN   6.34372                 NaN   7.40705        41.2711       0.891899        39.7102     
  1067.67        500.000                 NaN            NaN            NaN   4.38688                 NaN            NaN            NaN   6.32884                 NaN   7.40789        41.2699       0.892403        39.7141     
  1065.16        500.000                 NaN            NaN            NaN   4.37671                 NaN            NaN            NaN   6.32800                 NaN   7.40374        41.2860       0.896212        39.7093     
  1062.66        500.000                 NaN            NaN            NaN   4.36844                 NaN            NaN            NaN   6.34626                 NaN   7.40839        41.2736       0.894247        39.7090     
  1060.15        500.000                 NaN            NaN            NaN   4.40854                 NaN            NaN            NaN   6.27941                 NaN   7.40382        41.2901       0.898590        39.7195     
  1057.64        500.000                 NaN            NaN            NaN   4.42098                 NaN            NaN            NaN   6.28512                 NaN   7.41254        41.2606       0.893314        39.7275     
  1055.14        500.000                 NaN            NaN            NaN   4.43003                 NaN            NaN            NaN   6.27320                 NaN   7.41362        41.2585       0.893629        39.7310     
  1052.63        500.000                 NaN            NaN            NaN   4.40014                 NaN            NaN            NaN   6.30677                 NaN   7.41319        41.2626       0.895047        39.7222     
  1050.13        500.000                 NaN            NaN            NaN   4.42534                 NaN            NaN            NaN   6.26573                 NaN   7.41168        41.2702       0.897538        39.7295     
  1047.62        500.000                 NaN            NaN            NaN   4.41124                 NaN            NaN            NaN   6.29407                 NaN   7.41547        41.2564       0.895346        39.7275     
  1045.11        500.000                 NaN            NaN            NaN   4.42018                 NaN            NaN            NaN   6.28194                 NaN   7.41680        41.2541       0.895793        39.7312     
  1042.61        500.000                 NaN            NaN            NaN   4.46957                 NaN            NaN            NaN   6.22354                 NaN   7.41998        41.2453       0.894514        39.7471     
  1040.10        500.000                 NaN            NaN            NaN   4.47750                 NaN            NaN            NaN   6.21349                 NaN   7.42126        41.2427       0.894715        39.7504     
  1037.59        500.000                 NaN            NaN            NaN   4.43390                 NaN            NaN            NaN   6.27038                 NaN   7.42197        41.2404       0.894880        39.7385     
  1035.09        500.000                 NaN            NaN            NaN   4.85980                 NaN            NaN            NaN  0.595383E-005   5.43332        7.31670        41.6300       0.956851        39.8034     
  1032.58        500.000                 NaN            NaN            NaN   4.44837                 NaN            NaN            NaN   6.25279                 NaN   7.42546        41.2336       0.895087        39.7447     
  1030.08        500.000                 NaN            NaN            NaN   4.45491                 NaN            NaN            NaN   6.24544                 NaN   7.42625        41.2304       0.895177        39.7478     
  1027.57        500.000                 NaN            NaN            NaN   4.46457                 NaN            NaN            NaN   6.22888                 NaN   7.42616        41.2325       0.896698        39.7512     
  1025.06        500.000                 NaN            NaN            NaN   4.46646                 NaN            NaN            NaN   6.23396                 NaN   7.42948        41.2223       0.894746        39.7531     
  1022.56        500.000                 NaN            NaN            NaN   4.71108                 NaN            NaN            NaN   5.86378                 NaN   7.34411        41.3924       0.905135        39.7834     
  1020.05        500.000                 NaN            NaN            NaN   4.48849                 NaN            NaN            NaN   6.20124                 NaN   7.43025        41.2226       0.896507        39.7609     
  1017.54        500.000                 NaN            NaN            NaN   4.49935                 NaN            NaN            NaN   6.18492                 NaN   7.43059        41.2230       0.897428        39.7647     
