|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/WD94/WD94_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1471.18        2500.00        94.7549                 NaN  0.164866E-003            NaN            NaN   1.52385        2.23367        1.48741                 NaN            NaN            NaN            NaN
  1468.67        2500.00        94.5087                 NaN  0.287356                 NaN            NaN   1.58972        1.96871        1.64554                 NaN            NaN            NaN            NaN
  1466.17        2500.00        94.7985                 NaN  0.431623                 NaN            NaN   1.54879        1.63940        1.58169                 NaN            NaN            NaN            NaN
  1463.66        2500.00        94.9796                 NaN  0.426401                 NaN            NaN   1.49950        1.56494        1.52955                 NaN            NaN            NaN            NaN
  1461.15        2500.00        95.1947                 NaN  0.417434                 NaN            NaN   1.48174        1.44038        1.46574                 NaN            NaN            NaN            NaN
  1458.65        2500.00        95.1619       0.345296E-001  0.345182                 NaN            NaN   1.53296        1.45377        1.47169                 NaN            NaN            NaN            NaN
  1456.14        2500.00        94.5241       0.195979       0.191574E-002            NaN            NaN   1.98863        1.63888        1.65053                 NaN            NaN            NaN            NaN
  1453.63        2500.00        94.4415       0.243814                 NaN            NaN            NaN   1.93994        1.68550        1.68927                 NaN            NaN            NaN            NaN
  1451.13        2500.00        94.7799       0.227361                 NaN            NaN            NaN   1.82402        1.58138        1.58738                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.0808       0.211999                 NaN            NaN            NaN   1.72418        1.48600        1.49705                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.3533       0.198592                 NaN            NaN            NaN   1.40176        1.63159        1.41472                 NaN            NaN            NaN            NaN
  1443.61        2500.00        95.6000       0.186357                 NaN            NaN            NaN   1.32317        1.55007        1.34037                 NaN            NaN            NaN            NaN
  1441.10        2500.00        95.8233       0.175486                 NaN            NaN            NaN   1.47398        1.25460        1.27263                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.0283       0.165036                 NaN            NaN            NaN   1.18979        1.40615        1.21076                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.2145       0.155686                 NaN            NaN            NaN   1.34438        1.13115        1.15432                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.3874       0.146998                 NaN            NaN            NaN   1.28698        1.07686        1.10178                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.5459       0.139141                 NaN            NaN            NaN   1.02639        1.23490        1.05365                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.6925       0.131680                 NaN            NaN            NaN  0.980974        1.18585        1.00901                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.8294       0.124886                 NaN            NaN            NaN   1.14120       0.937308       0.967218                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9559       0.118403                 NaN            NaN            NaN   1.10015       0.897078       0.928432                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.0739       0.112473                 NaN            NaN            NaN  0.860288        1.06094       0.892358                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.1847       0.106867                 NaN            NaN            NaN   1.02506       0.825010       0.858340                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.2883       0.101703                 NaN            NaN            NaN  0.991243       0.792219       0.826528                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3852       0.966909E-001            NaN            NaN            NaN  0.959554       0.761835       0.796709                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4769       0.920531E-001            NaN            NaN            NaN  0.732266       0.930368       0.768455                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5625       0.875872E-001            NaN            NaN            NaN  0.902942       0.704931       0.742053                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6434       0.834839E-001            NaN            NaN            NaN  0.876827       0.679281       0.716979                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7205       0.796332E-001            NaN            NaN            NaN  0.654420       0.852293       0.693145                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7929       0.758366E-001            NaN            NaN            NaN  0.631125       0.829437       0.670739                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8615       0.723123E-001            NaN            NaN            NaN  0.807477       0.609344       0.649321                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.9264       0.687369E-001            NaN            NaN            NaN  0.587828       0.787791       0.629220                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9884       0.655532E-001            NaN            NaN            NaN  0.767887       0.568292       0.609845                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0470       0.625131E-001            NaN            NaN            NaN  0.549436       0.749440       0.591563                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.1026       0.595352E-001            NaN            NaN            NaN  0.732070       0.531628       0.574186                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1566       0.566993E-001            NaN            NaN            NaN  0.715609       0.513804       0.557323                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.2067       0.538515E-001            NaN            NaN            NaN  0.700606       0.497253       0.541552                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.2557       0.513344E-001            NaN            NaN            NaN  0.685240       0.481504       0.526214                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.3012       0.488984E-001            NaN            NaN            NaN  0.466481       0.671403       0.512017                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.3461       0.465372E-001            NaN            NaN            NaN  0.452393       0.657275       0.497691                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3886       0.441564E-001            NaN            NaN            NaN  0.644834       0.437997       0.484366                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4294       0.418475E-001            NaN            NaN            NaN  0.632558       0.424780       0.471389                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4679       0.397628E-001            NaN            NaN            NaN  0.620714       0.412377       0.459214                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5052       0.375932E-001            NaN            NaN            NaN  0.610164       0.399575       0.447494                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5409       0.357368E-001            NaN            NaN            NaN  0.598992       0.388236       0.436181                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5756       0.338976E-001            NaN            NaN            NaN  0.589081       0.376189       0.425220                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6086       0.318819E-001            NaN            NaN            NaN  0.365963       0.579059       0.414517                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6401       0.299814E-001            NaN            NaN            NaN  0.570407       0.355016       0.404515                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6705       0.282217E-001            NaN            NaN            NaN  0.561458       0.344944       0.394855                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7000       0.264907E-001            NaN            NaN            NaN  0.553399       0.334702       0.385454                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7280       0.247076E-001            NaN            NaN            NaN  0.325406       0.545437       0.376495                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7556       0.231625E-001            NaN            NaN            NaN  0.537616       0.316018       0.367652                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7817       0.215726E-001            NaN            NaN            NaN  0.307378       0.530098       0.359237                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8071       0.200513E-001            NaN            NaN            NaN  0.298789       0.522955       0.351118                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8312       0.185842E-001            NaN            NaN            NaN  0.515583       0.291337       0.343333                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8547       0.170693E-001  0.553266E-005            NaN            NaN  0.510212       0.282224       0.335824                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8848       0.129304E-001  0.230887E-001            NaN            NaN  0.280250       0.471062       0.327908                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9310       0.112513E-002  0.111882                 NaN            NaN  0.295639       0.340262       0.320066                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9500       0.615253E-003  0.105525                 NaN            NaN  0.287136       0.343365       0.313330                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9672       0.259693E-002  0.106234                 NaN            NaN  0.286395       0.328991       0.308607                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9891                 NaN  0.106540                 NaN            NaN  0.325815       0.277464       0.301054                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0064                 NaN  0.103741                 NaN            NaN  0.272259       0.322168       0.295403                 NaN            NaN            NaN            NaN
  1318.30        2500.00        69.5115       0.339930        1.86483                 NaN            NaN   2.05062        3.92660        3.78702        18.5195                 NaN            NaN            NaN
  1315.79        2500.00        68.9279       0.356110        2.08624                 NaN            NaN   4.11588        1.56230        3.76658        19.1850                 NaN            NaN            NaN
  1313.28        2500.00        73.2699       0.308243        1.90905                 NaN            NaN   1.14944        3.54688        3.24449        16.5720                 NaN            NaN            NaN
  1310.78        2500.00        78.2578       0.246291        1.68679                 NaN            NaN   2.94566       0.696240        2.63549        13.5317                 NaN            NaN            NaN
  1308.27        2500.00        81.7668       0.202731        1.51956                 NaN            NaN   2.52125       0.393580        2.20725        11.3888                 NaN            NaN            NaN
  1305.76        2500.00        84.3749       0.170706        1.38557                 NaN            NaN   2.20348       0.184249        1.88936        9.79170                 NaN            NaN            NaN
  1303.26        2500.00        86.3980       0.145038        1.28867                 NaN            NaN   1.96937                 NaN   1.64232        8.55661                 NaN            NaN            NaN
  1300.75        2500.00        87.9868       0.129688        1.14224                 NaN            NaN   1.73804                 NaN   1.45110        7.55210                 NaN            NaN            NaN
  1298.25        2500.00        87.8020       0.139798        1.14558                 NaN            NaN   1.76202                 NaN   1.48089        7.66966                 NaN            NaN            NaN
  1295.74        2500.00        91.9288       0.843795E-001  0.784050                 NaN            NaN   1.18196                 NaN  0.969836        5.05098                 NaN            NaN            NaN
  1293.23        2500.00        91.0912       0.113720       0.631663                 NaN            NaN  0.482554        1.13332        1.08963        5.45790                 NaN            NaN            NaN
  1290.73        2500.00        88.8699       0.117427       0.971443                 NaN            NaN   1.91207                 NaN   1.35622        6.77293                 NaN            NaN            NaN
  1288.22        2500.00        95.2623       0.653002E-001  0.530813                 NaN            NaN  0.432017                 NaN  0.566454        3.14309                 NaN            NaN            NaN
  1285.71        2500.00        94.0958       0.708049E-001  0.572543                 NaN            NaN  0.864696                 NaN  0.712211        3.68394                 NaN            NaN            NaN
  1283.21        2500.00        93.8157       0.700107E-001  0.593048                 NaN            NaN  0.931662                 NaN  0.745443        3.84411                 NaN            NaN            NaN
  1280.70        2500.00        92.2961       0.791307E-001  0.704096                 NaN            NaN   1.30654                 NaN  0.913292        4.70085                 NaN            NaN            NaN
  1278.20        2500.00        96.6144       0.489496E-001  0.378879                 NaN            NaN  0.344118                 NaN  0.419907        2.19373                 NaN            NaN            NaN
  1275.69        2500.00        93.0526       0.897852E-001  0.660354                 NaN            NaN   1.15805                 NaN  0.889625        4.14963                 NaN            NaN            NaN
  1273.18        2500.00        96.7300       0.310930E-001  0.143436                 NaN            NaN  0.369343       0.338220       0.351559        2.03632                 NaN            NaN            NaN
  1270.68        2500.00        95.7452       0.455412E-001  0.399688                 NaN            NaN  0.698940                 NaN  0.509405        2.60119                 NaN            NaN            NaN
  1268.17        2500.00        95.4445       0.566872E-001  0.392857                 NaN            NaN  0.787937                 NaN  0.542949        2.77503                 NaN            NaN            NaN
  1265.66        2500.00        96.1918       0.366138E-001  0.374781                 NaN            NaN  0.629428                 NaN  0.457496        2.30990                 NaN            NaN            NaN
  1263.16        2500.00        92.6334       0.106087                 NaN            NaN            NaN   1.82021       0.229752       0.934275        4.20601       0.702170E-001            NaN            NaN
  1260.65        2500.00        99.1525       0.619495E-002  0.109552                 NaN            NaN  0.546290                 NaN  0.185416                 NaN            NaN            NaN            NaN
  1258.15        2500.00        95.7890       0.360532E-002  0.255592                 NaN            NaN  0.709580                 NaN  0.379932        2.64334       0.677647E-001  0.151179                 NaN
  1255.64        2500.00        75.5611                 NaN  0.836214                 NaN            NaN   4.42089       0.584548E-001   2.13717        12.1522       0.883788        3.95025                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN   2.93794        13.9192        7.58228        7.43910        45.0319        2.40137        15.5208        5.16748     
  1250.63        2500.00                 NaN            NaN            NaN            NaN   2.83564        13.9346        7.62704        7.50788        45.0319        2.41904        15.5544        5.08948     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   2.73484        13.9524        7.66917        7.57689        45.0320        2.43605        15.5880        5.01054     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   2.62981        7.72664        13.9576        7.64694        45.0322        2.45392        15.6223        4.93056     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   2.52269        13.9564        7.79215        7.71739        45.0326        2.47214        15.6568        4.84981     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   2.41549        7.85850        13.9544        7.78820        45.0332        2.49034        15.6915        4.76828     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   2.30827        13.9518        7.92561        7.85911        45.0342        2.50850        15.7266        4.68587     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   2.20103        13.9406        8.00142        7.92953        45.0364        2.52673        15.7619        4.60241     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   2.08724        8.09741        13.9135        8.00155        45.0381        2.54623        15.7978        4.51820     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   1.96838        8.20813        13.8749        8.07483        45.0396        2.56673        15.8342        4.43322     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   2.46018        14.0645        7.63529        8.08007        45.0756        2.48499        15.8503        4.34904     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   2.45567        7.64292        14.0531        8.08553        45.1282        2.48849        15.8786        4.26749     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   2.45564        7.64296        14.0531        8.08555        45.1857        2.48850        15.9064        4.18223     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   2.45567        7.64293        14.0531        8.08554        45.2435        2.48850        15.9343        4.09656     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   2.45567        7.64293        14.0531        8.08554        45.3020        2.48850        15.9625        4.00985     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.45567        7.64293        14.0531        8.08554        45.3612        2.48850        15.9910        3.92206     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   2.45567        7.64293        14.0531        8.08554        45.4211        2.48850        16.0200        3.83318     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.45567        7.64293        14.0531        8.08554        45.4818        2.48850        16.0493        3.74321     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   2.35954        7.74254        14.0116        8.12311        45.5152        2.50635        16.0850        3.65657     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   2.35954        7.74254        14.0116        8.12311        45.5774        2.50635        16.1150        3.56439     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   2.35954        7.74254        14.0116        8.12311        45.6398        2.50635        16.1451        3.47195     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   2.35954        7.74254        14.0116        8.12311        45.7038        2.50635        16.1760        3.37705     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   2.36162        14.4410        7.28788        8.19101        45.7190        2.50902        16.2163        3.27406     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   2.36162        14.4410        7.28788        8.19102        45.7844        2.50902        16.2479        3.17712     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   2.45889        14.6981        6.99320        8.47057        45.5794        2.45530        16.2804        3.06421     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   2.45889        14.6981        6.99320        8.47057        45.6458        2.45530        16.3124        2.96565     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   2.45889        14.6981        6.99320        8.47057        45.7131        2.45530        16.3449        2.86597     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   9.86249        13.4279        9.34408        45.2104        2.89937        16.5338        2.72186     
  1182.96        2500.00                 NaN            NaN            NaN            NaN  0.326303        13.4143        9.56183        9.21982        45.4076        2.88111        16.5705        2.61859     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4465        9.82463        9.41322        45.2892        2.89968        16.6054        2.52142     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5443        9.74345        9.43071        45.3538        2.89391        16.6435        2.39032     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5966        9.69340        9.46250        45.3990        2.89087        16.6805        2.27711     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7537        9.53898        9.50314        45.4358        2.88515        16.7190        2.16418     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8035        9.50409        9.53868        45.4746        2.87883        16.7543        2.04596     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8340        9.50150        9.57674        45.5071        2.86968        16.7873        1.92367     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8884        9.45067        9.60973        45.5543        2.86609        16.8259        1.80489     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   9.55357        13.7261        9.61437        45.6568        2.87878        16.8796        1.69076     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7373        9.53734        9.64037        45.7158        2.87758        16.9215        1.57008     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   9.29626        14.0358        9.69995        45.7179        2.86021        16.9473        1.44259     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   9.24233        14.0948        9.73404        45.7674        2.85605        16.9876        1.31780     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   9.18437        14.1572        9.76891        45.8173        2.85191        17.0284        1.19194     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   9.13453        14.2138        9.80354        45.8677        2.84728        17.0692        1.06393     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2068        9.13387        9.82875        45.9337        2.84548        17.1139       0.937409     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   9.13343        14.2234        9.86120        45.9855        2.83795        17.1539       0.804609     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09207        14.2702        9.89428        46.0411        2.83310        17.1967       0.672485     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3410        9.02326        9.92873        46.0965        2.83380        17.2395       0.537190     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3868        8.98647        9.96311        46.1515        2.82881        17.2824       0.400857     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   9.13920        14.1773        10.0074        46.1837        2.83519        17.3265       0.330701     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   8.98748        14.3500        10.0721        46.1426        2.82275        17.3321       0.292980     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5180        8.90717        10.0737        46.2926        2.80634        17.4023                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5680        8.86532        10.1082        46.2562        2.80087        17.4013                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   1.89523        14.8615        7.12743        9.40314        46.8532        2.51964        17.3399                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6664        8.77711        10.1796        46.1852        2.79083        17.4009                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   8.66711        14.8173        10.2386        46.1101        2.77625        17.3906                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3282        8.99582        10.1948        46.2333        2.82158        17.4263                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   8.58501        14.9068        10.3094        46.0405        2.76772        17.3905                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   8.54311        14.9495        10.3450        46.0070        2.76355        17.3918                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   8.49280        15.0154        10.3842        45.9629        2.75635        17.3884                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0674        8.44996        10.4217        45.9236        2.75040        17.3869                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1427        8.38738        10.4626        45.8800        2.74277        17.3845                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2892        8.18960        10.7198        45.6760        2.71207        17.4133                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   8.21057        15.3526        10.5608        45.7734        2.72282        17.3798                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2982        8.23737        10.5765        45.7741        2.72522        17.3886                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4751        8.11666        10.6415        45.6861        2.70561        17.3750                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4182        8.13918        10.6547        45.6918        2.71038        17.3859                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4664        8.10275        10.6942        45.6497        2.70269        17.3843                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5128        8.06888        10.7341        45.6070        2.69477        17.3825                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5611        8.03382        10.7743        45.5637        2.68666        17.3805                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6114        7.99745        10.8148        45.5197        2.67834        17.3783                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6636        7.95979        10.8556        45.4751        2.66981        17.3760                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7175        7.92090        10.8967        45.4302        2.66111        17.3736                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   7.61003        16.1368        11.0028        45.2784        2.62687        17.3452                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   7.83487        15.8364        10.9788        45.3385        2.64368        17.3677                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   7.74682        15.9566        11.0300        45.2765        2.63004        17.3601                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   7.69303        16.0769        11.0532        45.2204        2.61216        17.3443                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2608        7.51678        11.1350        45.1429        2.60127        17.3432                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3428        7.49628        11.1953        45.0572        2.58071        17.3277                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6652        7.23251        11.2951        44.9365        2.55410        17.3166                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   7.17058        16.7536        11.3438        44.8790        2.54147        17.3115                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   16.7019        7.23387        11.3590        44.8604        2.53557        17.3094                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9462        7.03451        11.4448        44.7594        2.51444        17.3006                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   17.0323        6.97300        11.4923        44.7040        2.50223        17.2962                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   17.1370        6.90722        11.5470        44.6352        2.48573        17.2878                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   17.0152        6.95546        11.5821        44.6432        2.49147        17.3126                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   6.74347        17.3380        11.6408        44.5325        2.46270        17.2825                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   17.4534        6.65820        11.6956        44.4682        2.44732        17.2773                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   17.4493        6.67432        11.7375        44.4226        2.43818        17.2780                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   17.6629        6.54367        11.8122        44.3153        2.40928        17.2567                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   6.48025        17.7666        11.8668        44.2460        2.39212        17.2482                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   6.41778        17.8257        11.8987        44.2191        2.38754        17.2511                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   6.74044        17.4245        11.8288        44.3242        2.40978        17.2722                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN   6.56104        17.6752        11.8812        44.2405        2.38724        17.2547                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5520        6.61164        11.8862        44.2696        2.40116        17.2794                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3410        6.10497        12.1471        43.8953        2.30293        17.2087                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN   6.05780        18.4289        12.1995        43.8281        2.28588        17.1999                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN   18.4219        6.05185        12.2169        43.8192        2.28421        17.2060                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN   5.90298        18.6766        12.3182        43.6757        2.24547        17.1810                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   5.78132        18.8480        12.3867        43.5902        2.22168        17.1721                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   18.8011        5.81936        12.3945        43.5862        2.22331        17.1755                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   18.8650        5.82048        12.4195        43.5325        2.20228        17.1602                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   18.6941        5.86241        12.4013        43.6038        2.25176        17.1866                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   19.1318        5.62415        12.5721        43.3605        2.16330        17.1481                 NaN
