|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/WD94/WD94_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1471.18        2500.00        95.1915                 NaN  0.137996E-003            NaN            NaN   1.32777        1.93422        1.54639                 NaN            NaN            NaN            NaN
  1468.67        2500.00        94.9642                 NaN  0.239997                 NaN            NaN   1.38400        1.70156        1.71022                 NaN            NaN            NaN            NaN
  1466.17        2500.00        95.2379                 NaN  0.359249                 NaN            NaN   1.34584        1.41464        1.64239                 NaN            NaN            NaN            NaN
  1463.66        2500.00        95.4108                 NaN  0.353757                 NaN            NaN   1.30087        1.34772        1.58688                 NaN            NaN            NaN            NaN
  1461.15        2500.00        95.6145                 NaN  0.345190                 NaN            NaN   1.27351        1.24751        1.51927                 NaN            NaN            NaN            NaN
  1458.65        2500.00        95.6055       0.129162E-001  0.284629                 NaN            NaN   1.31487        1.25781        1.52429                 NaN            NaN            NaN            NaN
  1456.14        2500.00        95.0953       0.732750E-001  0.157706E-002            NaN            NaN   1.70466        1.41636        1.70886                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.0498       0.909938E-001            NaN            NaN            NaN   1.65942        1.45388        1.74591                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.3621       0.846426E-001            NaN            NaN            NaN   1.55607        1.36052        1.63663                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.6394       0.787321E-001            NaN            NaN            NaN   1.46681        1.27519        1.53986                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.8903       0.735778E-001            NaN            NaN            NaN   1.19992        1.38441        1.45182                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.1170       0.688841E-001            NaN            NaN            NaN   1.12987        1.31185        1.37241                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.3220       0.647180E-001            NaN            NaN            NaN   1.24433        1.06880        1.30018                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.5098       0.607277E-001            NaN            NaN            NaN   1.01114        1.18406        1.23429                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6803       0.571617E-001            NaN            NaN            NaN   1.12924       0.959080        1.17424                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8383       0.538552E-001            NaN            NaN            NaN   1.07841       0.910927        1.11846                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.9831       0.508688E-001            NaN            NaN            NaN  0.866313        1.03233        1.06741                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1167       0.480408E-001            NaN            NaN            NaN  0.826099       0.988994        1.02013                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2414       0.454686E-001            NaN            NaN            NaN  0.949573       0.787622       0.975934                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3565       0.430214E-001            NaN            NaN            NaN  0.913284       0.752198       0.934974                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4637       0.407854E-001            NaN            NaN            NaN  0.719806       0.878773       0.896925                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5642       0.386767E-001            NaN            NaN            NaN  0.847172       0.688849       0.861106                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6581       0.367371E-001            NaN            NaN            NaN  0.817447       0.660112       0.827652                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7457       0.348604E-001            NaN            NaN            NaN  0.789596       0.633483       0.796336                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8285       0.331264E-001            NaN            NaN            NaN  0.607683       0.763948       0.766713                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9058       0.314613E-001            NaN            NaN            NaN  0.739858       0.583831       0.739060                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9788       0.299330E-001            NaN            NaN            NaN  0.716979       0.561490       0.712841                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0481       0.285013E-001            NaN            NaN            NaN  0.539902       0.695512       0.687961                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.1132       0.270947E-001            NaN            NaN            NaN  0.519680       0.675478       0.664595                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1748       0.257906E-001            NaN            NaN            NaN  0.656273       0.500815       0.642300                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.2330       0.244735E-001            NaN            NaN            NaN  0.482191       0.638983       0.621394                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2885       0.233006E-001            NaN            NaN            NaN  0.621621       0.465322       0.601285                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3409       0.221830E-001            NaN            NaN            NaN  0.449056       0.605533       0.582329                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3905       0.210916E-001            NaN            NaN            NaN  0.590359       0.433712       0.564335                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.4386       0.200544E-001            NaN            NaN            NaN  0.576006       0.418425       0.546912                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4833       0.190168E-001            NaN            NaN            NaN  0.562827       0.404216       0.530623                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.5268       0.180994E-001            NaN            NaN            NaN  0.549507       0.390739       0.514819                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5673       0.172137E-001            NaN            NaN            NaN  0.377908       0.537418       0.500185                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.6071       0.163574E-001            NaN            NaN            NaN  0.365861       0.525180       0.485478                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.6448       0.154971E-001            NaN            NaN            NaN  0.514307       0.353612       0.471799                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6809       0.146649E-001            NaN            NaN            NaN  0.503608       0.342354       0.458505                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7149       0.139138E-001            NaN            NaN            NaN  0.493318       0.331808       0.446037                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.7478       0.131355E-001            NaN            NaN            NaN  0.484078       0.320969       0.434051                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7792       0.124690E-001            NaN            NaN            NaN  0.474435       0.311346       0.422502                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8098       0.118106E-001            NaN            NaN            NaN  0.465817       0.301221       0.411330                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.8388       0.110928E-001            NaN            NaN            NaN  0.292557       0.457080       0.400444                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8665       0.104171E-001            NaN            NaN            NaN  0.449480       0.283355       0.390271                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8932       0.979241E-002            NaN            NaN            NaN  0.441703       0.274873       0.380459                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.9190       0.917947E-002            NaN            NaN            NaN  0.434640       0.266298       0.370928                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.9434       0.855025E-002            NaN            NaN            NaN  0.258488       0.427668       0.361852                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9676       0.800510E-002            NaN            NaN            NaN  0.420872       0.250655       0.352915                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9904       0.744599E-002            NaN            NaN            NaN  0.243419       0.414326       0.344416                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.0125       0.691211E-002            NaN            NaN            NaN  0.236262       0.408104       0.336227                 NaN            NaN            NaN            NaN
  1338.35        2500.00        99.0335       0.639830E-002            NaN            NaN            NaN  0.401712       0.230011       0.328381                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.0539       0.586945E-002  0.401730E-005            NaN            NaN  0.396922       0.222477       0.320823                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0795       0.444072E-002  0.167252E-001            NaN            NaN  0.220602       0.365879       0.312892                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.1175       0.385912E-003  0.808473E-001            NaN            NaN  0.232346       0.263848       0.305039                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.1343       0.210773E-003  0.760698E-001            NaN            NaN  0.225326       0.265832       0.298279                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.1506       0.888591E-003  0.764008E-001            NaN            NaN  0.224400       0.254300       0.293451                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1691                 NaN  0.764494E-001            NaN            NaN  0.251463       0.217087       0.285944                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.1845                 NaN  0.742708E-001            NaN            NaN  0.212688       0.248263       0.280264                 NaN            NaN            NaN            NaN
  1318.30        2500.00        70.9120       0.118059        1.35726                 NaN            NaN   1.60943        3.12229        3.65580        19.2252                 NaN            NaN            NaN
  1315.79        2500.00        70.3133       0.123592        1.51899                 NaN            NaN   3.27518        1.22667        3.63378        19.9085                 NaN            NaN            NaN
  1313.28        2500.00        74.5296       0.106603        1.38608                 NaN            NaN  0.900688        2.81582        3.11930        17.1419                 NaN            NaN            NaN
  1310.78        2500.00        79.3465       0.848478E-001   1.22081                 NaN            NaN   2.33208       0.544274        2.52416        13.9473                 NaN            NaN            NaN
  1308.27        2500.00        82.7169       0.696395E-001   1.09733                 NaN            NaN   1.99242       0.307236        2.10805        11.7084                 NaN            NaN            NaN
  1305.76        2500.00        85.2126       0.585046E-001  0.998923                 NaN            NaN   1.73910       0.143711        1.80044        10.0467                 NaN            NaN            NaN
  1303.26        2500.00        87.1419       0.496132E-001  0.927944                 NaN            NaN   1.55285                 NaN   1.56216        8.76558                 NaN            NaN            NaN
  1300.75        2500.00        88.6593       0.442935E-001  0.821742                 NaN            NaN   1.36963                 NaN   1.37822        7.72684                 NaN            NaN            NaN
  1298.25        2500.00        88.4870       0.477210E-001  0.824876                 NaN            NaN   1.38935                 NaN   1.40586        7.84520                 NaN            NaN            NaN
  1295.74        2500.00        92.4083       0.287143E-001  0.562832                 NaN            NaN  0.929928                 NaN  0.917910        5.15232                 NaN            NaN            NaN
  1293.23        2500.00        91.6382       0.387010E-001  0.453586                 NaN            NaN  0.376486       0.892474        1.03142        5.56917                 NaN            NaN            NaN
  1290.73        2500.00        89.5516       0.399836E-001  0.699954                 NaN            NaN   1.50794                 NaN   1.28453        6.91604                 NaN            NaN            NaN
  1288.22        2500.00        95.5298       0.221222E-001  0.380119                 NaN            NaN  0.339405                 NaN  0.533835        3.19469                 NaN            NaN            NaN
  1285.71        2500.00        94.4663       0.240004E-001  0.410493                 NaN            NaN  0.679988                 NaN  0.671616        3.74765                 NaN            NaN            NaN
  1283.21        2500.00        94.2053       0.237215E-001  0.425280                 NaN            NaN  0.732765                 NaN  0.702712        3.91025                 NaN            NaN            NaN
  1280.70        2500.00        92.7927       0.268203E-001  0.505473                 NaN            NaN   1.02925                 NaN  0.861277        4.78452                 NaN            NaN            NaN
  1278.20        2500.00        96.8225       0.165318E-001  0.271108                 NaN            NaN  0.270052                 NaN  0.394611        2.22516                 NaN            NaN            NaN
  1275.69        2500.00        93.5272       0.303781E-001  0.474546                 NaN            NaN  0.910804                 NaN  0.837600        4.21943                 NaN            NaN            NaN
  1273.18        2500.00        96.9387       0.104869E-001  0.102579                 NaN            NaN  0.289873       0.264011       0.329978        2.06434                 NaN            NaN            NaN
  1270.68        2500.00        96.0328       0.153639E-001  0.286005                 NaN            NaN  0.549234                 NaN  0.478290        2.63830                 NaN            NaN            NaN
  1268.17        2500.00        95.7572       0.191167E-001  0.281378                 NaN            NaN  0.619740                 NaN  0.509621        2.81292                 NaN            NaN            NaN
  1265.66        2500.00        96.4566       0.123335E-001  0.268107                 NaN            NaN  0.494217                 NaN  0.428961        2.33973                 NaN            NaN            NaN
  1263.16        2500.00        93.1693       0.357943E-001            NaN            NaN            NaN   1.42992       0.181053       0.877498        4.26790       0.385115E-001            NaN            NaN
  1260.65        2500.00        99.3178       0.207955E-002  0.783213E-001            NaN            NaN  0.428546                 NaN  0.173272                 NaN            NaN            NaN            NaN
  1258.15        2500.00        96.0385       0.121120E-002  0.182549                 NaN            NaN  0.556906                 NaN  0.355349        2.67266       0.370085E-001  0.155771                 NaN
  1255.64        2500.00        76.7455                 NaN  0.606379                 NaN            NaN   3.52038       0.464523E-001   2.02157        12.4557       0.488125        4.11596                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN   2.36350        11.5961        6.32480        7.34798        48.2714        1.38493        16.8852        5.82604     
  1250.63        2500.00                 NaN            NaN            NaN            NaN   2.28136        11.6131        6.36380        7.41610        48.2729        1.39510        16.9202        5.73734     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   2.20041        11.6321        6.40059        7.48447        48.2746        1.40491        16.9553        5.64762     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   2.11605        6.45023        11.6407        7.55386        48.2763        1.41520        16.9910        5.55676     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   2.02999        11.6439        6.50661        7.62365        48.2782        1.42570        17.0269        5.46505     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   1.94386        6.56370        11.6465        7.69378        48.2803        1.43618        17.0632        5.37248     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   1.85770        11.6486        6.62146        7.76402        48.2829        1.44664        17.0997        5.27895     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   1.77151        11.6435        6.68650        7.83380        48.2868        1.45714        17.1365        5.18427     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   1.68004        6.76847        11.6252        7.90514        48.2901        1.46838        17.1740        5.08877     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   1.58446        6.86281        11.5974        7.97772        48.2931        1.48019        17.2120        4.99242     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   1.98050        11.7598        6.38457        7.98318        48.3337        1.43305        17.2281        4.89706     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   1.97754        6.39115        11.7507        7.98910        48.3936        1.43512        17.2579        4.80483     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   1.97757        6.39142        11.7512        7.98969        48.4591        1.43518        17.2874        4.70847     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   1.97764        6.39163        11.7517        7.99026        48.5250        1.43524        17.3169        4.61168     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   1.97769        6.39187        11.7522        7.99085        48.5916        1.43529        17.3468        4.51372     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   1.97774        6.39211        11.7527        7.99143        48.6590        1.43535        17.3771        4.41457     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   1.97779        6.39235        11.7533        7.99201        48.7272        1.43541        17.4078        4.31422     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   1.97783        6.39259        11.7538        7.99260        48.7962        1.43547        17.4389        4.21264     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   1.90286        6.47598        11.7194        8.03011        48.8347        1.44579        17.4765        4.11474     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   1.90291        6.47622        11.7199        8.03070        48.9054        1.44585        17.5083        4.01073     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   1.90296        6.47647        11.7204        8.03129        48.9762        1.44591        17.5403        3.90643     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   1.90300        6.47672        11.7210        8.03189        49.0489        1.44597        17.5731        3.79939     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   1.90462        12.0800        6.10422        8.09915        49.0663        1.44748        17.6152        3.68305     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   1.90467        12.0805        6.10446        8.09975        49.1406        1.44754        17.6487        3.57375     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   1.98294        12.3211        5.85720        8.37587        48.9190        1.41645        17.6813        3.44613     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   1.98299        12.3217        5.85743        8.37650        48.9944        1.41651        17.7154        3.33507     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   1.98305        12.3223        5.85766        8.37713        49.0706        1.41657        17.7499        3.22276     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.28058        11.3048        9.23598        48.5050        1.67181        17.9433        3.05862     
  1182.96        2500.00                 NaN            NaN            NaN            NaN  0.262983        11.2832        8.03416        9.11375        48.7201        1.66134        17.9821        2.94236     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3190        8.25714        9.30524        48.5951        1.67205        18.0186        2.83288     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4179        8.17832        9.32307        48.6676        1.66876        18.0590        2.68537     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4645        8.13822        9.35503        48.7192        1.66705        18.0981        2.55798     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5920        8.01746        9.39567        48.7616        1.66378        18.1386        2.43090     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6372        7.99007        9.43147        48.8070        1.66019        18.1761        2.29796     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6671        7.98972        9.46990        48.8464        1.65501        18.2113        2.16050     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7156        7.94902        9.50307        48.9003        1.65298        18.2522        2.02694     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   8.03520        11.5808        9.50749        49.0097        1.66021        18.3080        1.89848     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5963        8.01979        9.53364        49.0758        1.65955        18.3521        1.76282     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   7.81661        11.8556        9.59373        49.0843        1.64967        18.3804        1.61966     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   7.77351        11.9080        9.62801        49.1408        1.64732        18.4230        1.47944     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   7.72707        11.9632        9.66305        49.1975        1.64497        18.4662        1.33804     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   7.68657        12.0145        9.69789        49.2550        1.64234        18.5094        1.19426     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0100        7.68827        9.72324        49.3284        1.64132        18.5566        1.05215     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   7.68897        12.0280        9.75603        49.3878        1.63705        18.5991       0.903037     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   7.65631        12.0701        9.78932        49.4508        1.63429        18.6445       0.754696     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1338        7.60053        9.82408        49.5139        1.63475        18.6901       0.602824     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1757        7.57156        9.85873        49.5766        1.63193        18.7356       0.449805     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   7.69484        12.0016        9.90279        49.6125        1.63558        18.7816       0.371042     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55476        12.1541        9.96841        49.5767        1.62862        18.7886       0.328731     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2980        7.51034        9.97018        49.7393        1.61914        18.8631                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3430        7.47651        10.0045        49.6999        1.61595        18.8601                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   1.52871        12.5349        5.99439        9.31222        50.3726        1.45452        18.8026                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4302        7.40446        10.0755        49.6237        1.61011        18.8561                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30794        12.5668        10.1345        49.5452        1.60174        18.8438                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1519        7.56193        10.0922        49.6836        1.62802        18.8824                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   7.24043        12.6468        10.2050        49.4708        1.59678        18.8402                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20709        12.6843        10.2403        49.4343        1.59434        18.8397                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   7.16465        12.7440        10.2793        49.3876        1.59017        18.8343                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7910        7.12878        10.3168        49.3456        1.58673        18.8311                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   12.8605        7.07360        10.3575        49.2993        1.58232        18.8268                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9609        6.92513        10.6121        49.0812        1.56457        18.8561                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   6.93090        13.0386        10.4553        49.1859        1.57079        18.8185                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9891        6.95561        10.4708        49.1863        1.57213        18.8260                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1487        6.85102        10.5358        49.0934        1.56086        18.8102                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0947        6.87506        10.5487        49.0983        1.56354        18.8196                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1397        6.84352        10.5880        49.0535        1.55909        18.8162                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1836        6.81370        10.6278        49.0078        1.55451        18.8126                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2291        6.78297        10.6678        48.9616        1.54982        18.8087                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2762        6.75123        10.7082        48.9147        1.54500        18.8047                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3248        6.71850        10.7489        48.8672        1.54007        18.8006                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3748        6.68483        10.7898        48.8192        1.53504        18.7963                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   6.42084        13.7433        10.8958        48.6595        1.51537        18.7652                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   6.61247        13.4826        10.8716        48.7216        1.52496        18.7867                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   6.53429        13.5912        10.9230        48.6570        1.51713        18.7774                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   6.49043        13.6965        10.9468        48.5996        1.50689        18.7598                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8543        6.34658        11.0276        48.5148        1.50054        18.7562                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9343        6.32556        11.0881        48.4248        1.48873        18.7385                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2077        6.11010        11.1873        48.2962        1.47339        18.7252                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   6.05822        14.2865        11.2360        48.2350        1.46610        18.7181                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2469        6.10929        11.2513        48.2156        1.46269        18.7143                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4572        5.94418        11.3367        48.1080        1.45051        18.7034                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5332        5.89356        11.3840        48.0487        1.44345        18.6970                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6278        5.83717        11.4386        47.9759        1.43395        18.6866                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5099        5.88152        11.4737        47.9858        1.43725        18.7117                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   5.69922        14.8050        11.5320        47.8657        1.42062        18.6774                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9047        5.62904        11.5867        47.7975        1.41176        18.6703                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9002        5.64851        11.6282        47.7475        1.40644        18.6691                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0918        5.53373        11.7032        47.6357        1.38985        18.6457                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   5.47976        15.1852        11.7578        47.5622        1.37996        18.6352                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   5.42780        15.2371        11.7894        47.5322        1.37727        18.6362                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   5.68700        14.8931        11.7212        47.6499        1.39019        18.6587                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN   5.53593        15.1100        11.7742        47.5633        1.37726        18.6394                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9853        5.59741        11.7784        47.5909        1.38516        18.6629                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6937        5.16514        12.0377        47.1894        1.32854        18.5856                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN   5.12448        15.7741        12.0900        47.1180        1.31871        18.5747                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7648        5.12455        12.1071        47.1069        1.31769        18.5790                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN   4.99407        15.9939        12.2087        46.9562        1.29542        18.5517                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   4.89387        16.1414        12.2770        46.8653        1.28170        18.5407                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0999        4.92957        12.2849        46.8605        1.28261        18.5426                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1640        4.92477        12.3105        46.8050        1.27052        18.5253                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0183        4.96169        12.2918        46.8786        1.29896        18.5507                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3959        4.76424        12.4622        46.6206        1.24802        18.5090                 NaN
