|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm            hed           
  1303.16        500.000                 NaN   99.2127                 NaN  0.193560                 NaN  0.325249                 NaN            NaN  0.268517                 NaN            NaN            NaN            NaN
  1301.68        500.000                 NaN   99.2208                 NaN  0.191831                 NaN  0.321785                 NaN            NaN  0.265604                 NaN            NaN            NaN            NaN
  1300.19        500.000                 NaN   99.2287                 NaN  0.189541                 NaN  0.319289                 NaN            NaN  0.262451                 NaN            NaN            NaN            NaN
  1298.70        500.000                 NaN   99.2366                 NaN  0.188186                 NaN  0.315509                 NaN            NaN  0.259749                 NaN            NaN            NaN            NaN
  1297.22        500.000                 NaN   99.2453                 NaN  0.185364                 NaN  0.313134                 NaN            NaN  0.256173                 NaN            NaN            NaN            NaN
  1295.73        500.000                 NaN   99.2514                 NaN  0.183087                 NaN  0.311877                 NaN            NaN  0.253660                 NaN            NaN            NaN            NaN
  1294.25        500.000                 NaN   99.2627                 NaN  0.180092                 NaN  0.307632                 NaN            NaN  0.249538                 NaN            NaN            NaN            NaN
  1292.76        500.000                 NaN   99.2697                 NaN  0.178544                 NaN  0.304763                 NaN            NaN  0.246947                 NaN            NaN            NaN            NaN
  1291.27        500.000                 NaN   99.2774                 NaN  0.176567                 NaN  0.301918                 NaN            NaN  0.244163                 NaN            NaN            NaN            NaN
  1289.79        500.000                 NaN   99.2856                 NaN  0.173820                 NaN  0.299566                 NaN            NaN  0.241013                 NaN            NaN            NaN            NaN
  1288.30        500.000                 NaN   99.2932                 NaN  0.171947                 NaN  0.296679                 NaN            NaN  0.238224                 NaN            NaN            NaN            NaN
  1286.82        500.000       0.496608E-001   99.2401                 NaN  0.124204                 NaN  0.338418                 NaN            NaN  0.247600                 NaN            NaN            NaN            NaN
  1285.33        500.000       0.806639E-001   99.2123                 NaN  0.934121E-001            NaN  0.361672                 NaN            NaN  0.251988                 NaN            NaN            NaN            NaN
  1283.84        500.000       0.794665E-001   99.2249                 NaN  0.910719E-001            NaN  0.356588                 NaN            NaN  0.247933                 NaN            NaN            NaN            NaN
  1282.36        500.000       0.781228E-001   99.2379                 NaN  0.895285E-001            NaN  0.350476                 NaN            NaN  0.243955                 NaN            NaN            NaN            NaN
  1280.87        500.000       0.767416E-001   99.2506                 NaN  0.874103E-001            NaN  0.345399                 NaN            NaN  0.239849                 NaN            NaN            NaN            NaN
  1279.38        500.000       0.752990E-001   99.2631                 NaN  0.860575E-001            NaN  0.339445                 NaN            NaN  0.236051                 NaN            NaN            NaN            NaN
  1277.90        500.000       0.738403E-001   99.2752                 NaN  0.845567E-001            NaN  0.334012                 NaN            NaN  0.232367                 NaN            NaN            NaN            NaN
  1276.41        500.000       0.726892E-001   99.2876                 NaN  0.825988E-001            NaN  0.328818                 NaN            NaN  0.228335                 NaN            NaN            NaN            NaN
  1274.93        500.000       0.712990E-001   99.2992                 NaN  0.814068E-001            NaN  0.323258                 NaN            NaN  0.224848                 NaN            NaN            NaN            NaN
  1273.44        500.000       0.699413E-001   99.3113                 NaN  0.796353E-001            NaN  0.318074                 NaN            NaN  0.221021                 NaN            NaN            NaN            NaN
  1271.95        500.000       0.687158E-001   99.3228                 NaN  0.782955E-001            NaN  0.312655                 NaN            NaN  0.217494                 NaN            NaN            NaN            NaN
  1270.47        500.000       0.673505E-001   99.3338                 NaN  0.770285E-001            NaN  0.307784                 NaN            NaN  0.214036                 NaN            NaN            NaN            NaN
  1268.98        500.000       0.661243E-001   99.3451                 NaN  0.751885E-001            NaN  0.303158                 NaN            NaN  0.210386                 NaN            NaN            NaN            NaN
  1267.50        500.000       0.649458E-001   99.3561                 NaN  0.738976E-001            NaN  0.298000                 NaN            NaN  0.207064                 NaN            NaN            NaN            NaN
  1266.01        500.000       0.637554E-001   99.3668                 NaN  0.724832E-001            NaN  0.293291                 NaN            NaN  0.203657                 NaN            NaN            NaN            NaN
  1264.52        500.000       0.625117E-001   99.3778                 NaN  0.706690E-001            NaN  0.288830                 NaN            NaN  0.200209                 NaN            NaN            NaN            NaN
  1263.04        500.000       0.612295E-001   99.3877                 NaN  0.696979E-001            NaN  0.284189                 NaN            NaN  0.197233                 NaN            NaN            NaN            NaN
  1261.55        500.000       0.601388E-001   99.3980                 NaN  0.681220E-001            NaN  0.280088                 NaN            NaN  0.193673                 NaN            NaN            NaN            NaN
  1260.07        500.000       0.646841E-001   99.2631                 NaN  0.447293E-001            NaN  0.270120       0.634915E-001            NaN  0.206153       0.877373E-001            NaN            NaN            NaN
  1258.58        500.000       0.237783        94.1726                 NaN            NaN            NaN  0.686216       0.714633                 NaN  0.775101        3.41368                 NaN            NaN            NaN
  1257.09        500.000       0.222371        94.5800                 NaN            NaN            NaN  0.668322       0.634083                 NaN  0.723759        3.17148                 NaN            NaN            NaN
  1255.61        500.000       0.208693        94.9362                 NaN            NaN            NaN  0.627640       0.588158                 NaN  0.678548        2.96075                 NaN            NaN            NaN
  1254.12        500.000       0.196636        95.2494                 NaN            NaN            NaN  0.591942       0.547632                 NaN  0.638346        2.77602                 NaN            NaN            NaN
  1252.64        500.000       0.186006        95.5290                 NaN            NaN            NaN  0.560168       0.510546                 NaN  0.602308        2.61195                 NaN            NaN            NaN
  1251.15        500.000       0.176326        95.7782                 NaN            NaN            NaN  0.531443       0.478130                 NaN  0.569899        2.46602                 NaN            NaN            NaN
  1249.66        500.000       0.167821        96.0045                 NaN            NaN            NaN  0.505944       0.447194                 NaN  0.540345        2.33422                 NaN            NaN            NaN
  1248.18        500.000       0.159742        96.2074                 NaN            NaN            NaN  0.420546       0.482351                 NaN  0.513467        2.21647                 NaN            NaN            NaN
  1246.69        500.000       0.152491        96.3938                 NaN            NaN            NaN  0.396213       0.460873                 NaN  0.488807        2.10786                 NaN            NaN            NaN
  1245.20        500.000       0.145734        96.5629                 NaN            NaN            NaN  0.373889       0.441036                 NaN  0.466179        2.01029                 NaN            NaN            NaN
  1243.72        500.000       0.139366        96.7193                 NaN            NaN            NaN  0.422522       0.353771                 NaN  0.445151        1.91992                 NaN            NaN            NaN
  1242.23        500.000       0.133485        96.8613                 NaN            NaN            NaN  0.335707       0.405316                 NaN  0.425806        1.83838                 NaN            NaN            NaN
  1240.75        500.000       0.127950        96.9977                 NaN            NaN            NaN  0.388860       0.317629                 NaN  0.407088        1.76075                 NaN            NaN            NaN
  1239.26        500.000       0.122629        97.1214                 NaN            NaN            NaN  0.373784       0.302374                 NaN  0.390151        1.68968                 NaN            NaN            NaN
  1237.77        500.000       0.117438        97.2380                 NaN            NaN            NaN  0.358958       0.288409                 NaN  0.374090        1.62312                 NaN            NaN            NaN
  1236.29        500.000       0.112663        97.3438                 NaN            NaN            NaN  0.345054       0.276445                 NaN  0.359199        1.56282                 NaN            NaN            NaN
  1234.80        500.000       0.108025        97.4477                 NaN            NaN            NaN  0.332089       0.263805                 NaN  0.344622        1.50379                 NaN            NaN            NaN
  1233.32        500.000       0.103534        97.5439                 NaN            NaN            NaN  0.252875       0.319150                 NaN  0.331144        1.44939                 NaN            NaN            NaN
  1231.83        500.000       0.992327E-001   97.6342                 NaN            NaN            NaN  0.307029       0.243174                 NaN  0.318282        1.39809                 NaN            NaN            NaN
  1230.34        500.000       0.953524E-001   97.7200                 NaN            NaN            NaN  0.295591       0.233035                 NaN  0.306005        1.34997                 NaN            NaN            NaN
  1228.86        500.000       0.899842E-001   97.7453                 NaN            NaN            NaN  0.242611       0.287665                 NaN  0.303238        1.33122                 NaN            NaN            NaN
  1227.37        500.000       0.147414        96.6075                 NaN            NaN            NaN  0.321589       0.452073                 NaN  0.476495        1.99497                 NaN            NaN            NaN
  1225.89        500.000       0.690883E-001   98.2169                 NaN            NaN            NaN  0.214046       0.214233                 NaN  0.237179        1.04853                 NaN            NaN            NaN
  1224.40        500.000       0.466278E-001   98.6929                 NaN            NaN            NaN  0.263736       0.587240E-001            NaN  0.142405       0.795583                 NaN            NaN            NaN
  1222.91        500.000       0.135133        97.7885                 NaN            NaN            NaN  0.122903       0.275339                 NaN  0.321355        1.35673                 NaN            NaN            NaN
  1221.43        500.000       0.328487E-001   98.2926                 NaN            NaN            NaN  0.308229       0.152847                 NaN  0.222870       0.990568                 NaN            NaN            NaN
  1219.94        500.000       0.335948E-001   98.7272                 NaN            NaN            NaN  0.160073       0.145326                 NaN  0.143823       0.790000                 NaN            NaN            NaN
  1218.46        500.000       0.665454E-001   98.2628                 NaN            NaN            NaN  0.185822       0.214920                 NaN  0.227521        1.04242                 NaN            NaN            NaN
  1216.97        500.000       0.124065        96.8936                 NaN            NaN            NaN  0.393969       0.304517                 NaN  0.403304        1.88056                 NaN            NaN            NaN
  1215.48        500.000       0.435692E-002   99.8910                 NaN            NaN            NaN  0.909897E-002  0.130671E-001            NaN  0.143763E-001  0.681382E-001            NaN            NaN            NaN
  1214.00        500.000       0.453641E-002   99.6986                 NaN            NaN            NaN  0.731782E-001  0.123935E-001            NaN  0.405589E-001  0.170751                 NaN            NaN            NaN
  1212.51        500.000       0.114505        96.2484                 NaN            NaN            NaN  0.499689       0.334127                 NaN  0.501429        2.30189                 NaN            NaN            NaN
  1211.02        500.000       0.108746        98.2316                 NaN            NaN            NaN  0.225392       0.165604E-001            NaN  0.220564        1.19715                 NaN            NaN            NaN
  1209.54        500.000       0.281637E-001   97.5985                 NaN            NaN            NaN  0.105257       0.984818E-001            NaN  0.224372        1.14015       0.786202       0.189251E-001            NaN
  1208.05        500.000       0.453919E-005   99.9998                 NaN  0.143260E-005            NaN  0.106389E-004  0.298483E-005  0.520002E-005  0.152826E-004  0.656711E-004  0.661129E-004            NaN            NaN
  1206.57        500.000       0.944687E-005   99.9998                 NaN            NaN            NaN  0.250883E-004            NaN            NaN  0.199224E-004  0.988169E-004  0.678306E-004            NaN            NaN
  1205.08        500.000       0.547709        74.0811                 NaN  0.261148                 NaN   2.20253       0.448000                 NaN   2.25015        10.6762        9.53310                 NaN            NaN
  1203.59        500.000       0.163962E-005  100.0000                 NaN  0.166430E-005            NaN  0.204794E-005            NaN            NaN  0.329789E-005  0.137410E-004  0.145473E-004            NaN            NaN
  1202.11        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.225003E-005  0.151331E-004  0.141289E-004            NaN  0.189226E-005
  1200.62        500.000       0.427041        78.0155                 NaN            NaN            NaN  0.611450        1.42630                 NaN   1.83104        8.81438        8.87427                 NaN            NaN
  1199.14        500.000       0.350118        80.3370                 NaN  0.319011                 NaN   1.43875                 NaN            NaN   1.64496        7.84655        8.06362                 NaN            NaN
  1197.65        500.000       0.862328E-006   99.9999                 NaN  0.772345E-005            NaN  0.139642E-005            NaN            NaN  0.663250E-005  0.228226E-004  0.239419E-004            NaN            NaN
  1196.16        500.000       0.313198E-004   99.9985                 NaN  0.107481E-004            NaN  0.114581E-003            NaN            NaN  0.121639E-003  0.608392E-003  0.621409E-003            NaN            NaN
  1194.68        500.000       0.322674        81.4137                 NaN  0.325726                 NaN   1.32223                 NaN            NaN   1.54005        7.49174        7.58389                 NaN            NaN
  1193.19        500.000       0.166250        90.6686                 NaN  0.136985                 NaN  0.653244                 NaN            NaN  0.762954        3.77253        3.83944                 NaN            NaN
  1191.71        500.000       0.147938        91.1871                 NaN  0.161905                 NaN  0.591271                 NaN            NaN  0.718590        3.58625        3.60691                 NaN            NaN
  1190.22        500.000       0.194842        91.3146                 NaN  0.238521E-001            NaN  0.622678                 NaN            NaN  0.681458        3.56255        3.59999                 NaN            NaN
  1188.73        500.000       0.132643        89.3712                 NaN  0.283241                 NaN  0.634686                 NaN            NaN  0.861885        4.35412        4.36223                 NaN            NaN
  1187.25        500.000       0.334775        79.0097                 NaN  0.329723                 NaN   1.29830                 NaN            NaN   1.63447        8.79026        8.60273                 NaN            NaN
  1185.76        500.000                 NaN  100.0000                 NaN  0.761885E-005            NaN            NaN            NaN            NaN  0.448909E-005  0.148148E-004  0.133450E-004            NaN            NaN
  1184.28        500.000       0.800395        48.6150                 NaN  0.632821                 NaN   2.67346                 NaN            NaN   3.70865        22.3008        21.2688                 NaN            NaN
  1182.79        500.000        1.52797                 NaN            NaN   1.23302                 NaN   4.95081                 NaN            NaN   7.08635        43.6248        41.5771                 NaN            NaN
  1181.30        500.000        1.52274                 NaN            NaN   1.24634                 NaN   4.94175                 NaN            NaN   7.08865        43.6232        41.5773                 NaN            NaN
  1179.82        500.000        1.51749                 NaN            NaN   1.25959                 NaN   4.93280                 NaN            NaN   7.09095        43.6216        41.5776                 NaN            NaN
  1178.33        500.000        1.51221                 NaN            NaN   1.27256                 NaN   4.92411                 NaN            NaN   7.09319        43.6203        41.5776                 NaN            NaN
  1176.84        500.000        1.50691                 NaN            NaN   1.28551                 NaN   4.91552                 NaN            NaN   7.09544        43.6189        41.5777                 NaN            NaN
  1175.36        500.000        1.50160                 NaN            NaN   1.29842                 NaN   4.90703                 NaN            NaN   7.09768        43.6176        41.5777                 NaN            NaN
  1173.87        500.000        1.49628                 NaN            NaN   1.31130                 NaN   4.89863                 NaN            NaN   7.09992        43.6162        41.5777                 NaN            NaN
  1172.39        500.000        1.49094                 NaN            NaN   1.32414                 NaN   4.89033                 NaN            NaN   7.10217        43.6147        41.5777                 NaN            NaN
  1170.90        500.000        1.49476                 NaN            NaN   1.32277                 NaN   4.88210                 NaN            NaN   7.10429        43.6122        41.5839                 NaN            NaN
  1169.41        500.000        1.48037                 NaN            NaN   1.34953                 NaN   4.87402                 NaN            NaN   7.10663        43.6118        41.5776                 NaN            NaN
  1167.93        500.000        1.47447                 NaN            NaN   1.35287                 NaN   4.87408                 NaN            NaN   7.10716        43.6180        41.5734                 NaN            NaN
  1166.44        500.000        1.47008                 NaN            NaN   1.37431                 NaN   4.85806                 NaN            NaN   7.11102        43.6088        41.5777                 NaN            NaN
  1164.96        500.000        1.46492                 NaN            NaN   1.38664                 NaN   4.85023                 NaN            NaN   7.11322        43.6072        41.5777                 NaN            NaN
  1163.47        500.000        1.45883                 NaN            NaN   1.38858                 NaN   4.85365                 NaN            NaN   7.11386        43.6124        41.5727                 NaN            NaN
  1161.98        500.000        1.45455                 NaN            NaN   1.41119                 NaN   4.83488                 NaN            NaN   7.11762        43.6041        41.5777                 NaN            NaN
  1160.50        500.000        1.44853                 NaN            NaN   1.41526                 NaN   4.83522                 NaN            NaN   7.11843        43.6089        41.5736                 NaN            NaN
  1159.01        500.000        1.44331                 NaN            NaN   1.42759                 NaN   4.82777                 NaN            NaN   7.12069        43.6071        41.5736                 NaN            NaN
  1157.53        500.000        1.43809                 NaN            NaN   1.43986                 NaN   4.82042                 NaN            NaN   7.12295        43.6052        41.5735                 NaN            NaN
  1156.04        500.000        1.43280                 NaN            NaN   1.45219                 NaN   4.81315                 NaN            NaN   7.12520        43.6033        41.5734                 NaN            NaN
  1154.55        500.000        1.43776                 NaN            NaN   1.45750                 NaN   4.79812                 NaN            NaN   7.12852        43.5947        41.5834                 NaN            NaN
  1153.07        500.000        1.42261                 NaN            NaN   1.47594                 NaN   4.79919                 NaN            NaN   7.12967        43.5993        41.5733                 NaN            NaN
  1151.58        500.000        1.43306                 NaN            NaN   1.47278                 NaN   4.78600                 NaN            NaN   7.13310        43.5879        41.5871                 NaN            NaN
  1150.10        500.000        1.41113                 NaN            NaN   1.50399                 NaN   4.78168                 NaN            NaN   7.13436        43.5955        41.5734                 NaN            NaN
  1148.61        500.000        1.40761                 NaN            NaN   1.51382                 NaN   4.77378                 NaN            NaN   7.13664        43.5936        41.5745                 NaN            NaN
  1147.12        500.000        1.40436                 NaN            NaN   1.52250                 NaN   4.76767                 NaN            NaN   7.13861        43.5912        41.5756                 NaN            NaN
  1145.64        500.000        1.39182                 NaN            NaN   1.54784                 NaN   4.75588                 NaN            NaN   7.14073        43.5934        41.5703                 NaN            NaN
  1144.15        500.000        1.40990                 NaN            NaN   1.52884                 NaN   4.74480                 NaN            NaN   7.14299        43.5856        41.5879                 NaN            NaN
  1142.66        500.000        1.39438                 NaN            NaN   1.54861                 NaN   4.75042                 NaN            NaN   7.14433        43.5838        41.5785                 NaN            NaN
  1141.18        500.000        1.38265                 NaN            NaN   1.56994                 NaN   4.74380                 NaN            NaN   7.14750        43.5821        41.5740                 NaN            NaN
  1139.69        500.000                 NaN            NaN            NaN   3.00330                 NaN   4.61377                 NaN            NaN   7.25983        43.7102        40.9562       0.456712                 NaN
  1138.21        500.000                 NaN            NaN            NaN   3.00715                 NaN   4.60785                 NaN            NaN   7.26056        43.7083        40.9594       0.456810                 NaN
  1136.72        500.000                 NaN            NaN            NaN   3.01111                 NaN   4.60161                 NaN            NaN   7.26119        43.7065        40.9626       0.456955                 NaN
  1135.23        500.000                 NaN            NaN            NaN   3.01499                 NaN   4.59548                 NaN            NaN   7.26184        43.7048        40.9658       0.457093                 NaN
  1133.75        500.000                 NaN            NaN            NaN   3.02009                 NaN   4.58956                 NaN            NaN   7.26570        43.6974        40.9702       0.457125                 NaN
  1132.26        500.000                 NaN            NaN            NaN   3.02475                 NaN   4.57865                 NaN            NaN   7.26320        43.7012        40.9742       0.458043                 NaN
  1130.78        500.000                 NaN            NaN            NaN   3.02924                 NaN   4.57211                 NaN            NaN   7.26508        43.6999        40.9760       0.457703                 NaN
  1129.29        500.000                 NaN            NaN            NaN   3.03277                 NaN   4.56645                 NaN            NaN   7.26532        43.6987        40.9789       0.457845                 NaN
  1127.80        500.000                 NaN            NaN            NaN   3.03702                 NaN   4.56016                 NaN            NaN   7.26457        43.6974        40.9829       0.457960                 NaN
  1126.32        500.000                 NaN            NaN            NaN   3.04117                 NaN   4.55367                 NaN            NaN   7.26516        43.6956        40.9862       0.458117                 NaN
  1124.83        500.000                 NaN            NaN            NaN   3.04510                 NaN   4.54749                 NaN            NaN   7.26582        43.6938        40.9895       0.458269                 NaN
  1123.35        500.000                 NaN            NaN            NaN   3.04924                 NaN   4.54086                 NaN            NaN   7.26644        43.6921        40.9929       0.458445                 NaN
  1121.86        500.000                 NaN            NaN            NaN   3.05280                 NaN   4.53541                 NaN            NaN   7.26715        43.6900        40.9960       0.458562                 NaN
  1120.37        500.000                 NaN            NaN            NaN   3.05657                 NaN   4.52953                 NaN            NaN   7.26783        43.6881        40.9993       0.458702                 NaN
  1118.89        500.000                 NaN            NaN            NaN   3.06042                 NaN   4.52347                 NaN            NaN   7.26848        43.6863        41.0025       0.458852                 NaN
  1117.40        500.000                 NaN            NaN            NaN   3.06409                 NaN   4.51776                 NaN            NaN   7.26917        43.6843        41.0057       0.458986                 NaN
  1115.92        500.000                 NaN            NaN            NaN   3.06681                 NaN   4.51409                 NaN            NaN   7.27015        43.6813        41.0087       0.459024                 NaN
  1114.43        500.000                 NaN            NaN            NaN   3.07222                 NaN   4.50437                 NaN            NaN   7.27221        43.6800        41.0119       0.459324                 NaN
  1112.94        500.000                 NaN            NaN            NaN   3.07458                 NaN   4.50184                 NaN            NaN   7.27149        43.6775        41.0152       0.459340                 NaN
  1111.46        500.000                 NaN            NaN            NaN   3.07843                 NaN   4.49551                 NaN            NaN   7.27192        43.6763        41.0183       0.459508                 NaN
  1109.97        500.000                 NaN            NaN            NaN   3.08160                 NaN   4.49095                 NaN            NaN   7.27285        43.6735        41.0215       0.459591                 NaN
  1108.48        500.000                 NaN            NaN            NaN   3.08655                 NaN   4.48297                 NaN            NaN   7.27367        43.6715        41.0255       0.459859                 NaN
  1107.00        500.000                 NaN            NaN            NaN   3.13383                 NaN   4.40578                 NaN            NaN   7.28078        43.6636        41.0538       0.462231                 NaN
  1105.51        500.000                 NaN            NaN            NaN   3.09388                 NaN   4.47097                 NaN            NaN   7.27640        43.6674        41.0312       0.460137                 NaN
  1104.03        500.000                 NaN            NaN            NaN   3.09597                 NaN   4.46817                 NaN            NaN   7.27647        43.6657        41.0335       0.460104                 NaN
  1102.54        500.000                 NaN            NaN            NaN   3.09904                 NaN   4.46397                 NaN            NaN   7.27634        43.6633        41.0371       0.460230                 NaN
  1101.05        500.000                 NaN            NaN            NaN   3.10230                 NaN   4.45902                 NaN            NaN   7.27708        43.6611        41.0401       0.460338                 NaN
  1099.57        500.000                 NaN            NaN            NaN   3.10552                 NaN   4.45414                 NaN            NaN   7.27782        43.6589        41.0432       0.460444                 NaN
  1098.08        500.000                 NaN            NaN            NaN   3.13328                 NaN   4.40501                 NaN            NaN   7.28053        43.6593        41.0597       0.462162                 NaN
  1096.60        500.000                 NaN            NaN            NaN   3.13316                 NaN   4.40493                 NaN            NaN   7.28048        43.6586        41.0607       0.462148                 NaN
  1095.11        500.000                 NaN            NaN            NaN   3.13309                 NaN   4.40476                 NaN            NaN   7.28044        43.6579        41.0617       0.462139                 NaN
  1093.62        500.000                 NaN            NaN            NaN   3.13300                 NaN   4.40463                 NaN            NaN   7.28040        43.6571        41.0627       0.462127                 NaN
  1092.14        500.000                 NaN            NaN            NaN   3.13291                 NaN   4.40450                 NaN            NaN   7.28036        43.6564        41.0637       0.462116                 NaN
  1090.65        500.000                 NaN            NaN            NaN   3.13281                 NaN   4.40437                 NaN            NaN   7.28032        43.6557        41.0647       0.462104                 NaN
  1089.17        500.000                 NaN            NaN            NaN   3.13272                 NaN   4.40424                 NaN            NaN   7.28028        43.6550        41.0657       0.462093                 NaN
  1087.68        500.000                 NaN            NaN            NaN   3.13027                 NaN   4.41691                 NaN            NaN   7.28387        43.6407        41.0671       0.461234                 NaN
  1086.19        500.000                 NaN            NaN            NaN   3.13300                 NaN   4.41288                 NaN            NaN   7.28467        43.6382        41.0699       0.461303                 NaN
  1084.71        500.000                 NaN            NaN            NaN   3.15533                 NaN   4.37277                 NaN            NaN   7.28699        43.6385        41.0837       0.462736                 NaN
  1083.22        500.000                 NaN            NaN            NaN   3.12936       0.258774E-001   4.37264                 NaN            NaN   7.28695        43.6378        41.0847       0.462725                 NaN
  1081.73        500.000                 NaN            NaN            NaN   3.15515                 NaN   4.37251                 NaN            NaN   7.28691        43.6371        41.0856       0.462713                 NaN
  1080.25        500.000                 NaN            NaN            NaN   3.15505                 NaN   4.37239                 NaN            NaN   7.28687        43.6364        41.0866       0.462702                 NaN
  1078.76        500.000                 NaN            NaN            NaN   3.16573                 NaN   4.35802                 NaN            NaN   7.29039        43.6279        41.0950       0.462982                 NaN
  1077.28        500.000                 NaN            NaN            NaN   3.16564                 NaN   4.35789                 NaN            NaN   7.29035        43.6272        41.0959       0.462971                 NaN
  1075.79        500.000                 NaN            NaN            NaN   3.13949       0.260570E-001   4.35777                 NaN            NaN   7.29031        43.6265        41.0969       0.462959                 NaN
  1074.30        500.000                 NaN            NaN            NaN   3.16545                 NaN   4.35764                 NaN            NaN   7.29027        43.6258        41.0979       0.462948                 NaN
  1072.82        500.000                 NaN            NaN            NaN   3.16536                 NaN   4.35752                 NaN            NaN   7.29023        43.6251        41.0989       0.462936                 NaN
  1071.33        500.000                 NaN            NaN            NaN   3.16527                 NaN   4.35739                 NaN            NaN   7.29018        43.6244        41.0999       0.462925                 NaN
  1069.85        500.000                 NaN            NaN            NaN   3.16331                 NaN   4.36887                 NaN            NaN   7.29370        43.6104        41.1016       0.462129                 NaN
  1068.36        500.000                 NaN            NaN            NaN   3.18534                 NaN   4.33121                 NaN            NaN   7.29756        43.6064        41.1161       0.463390                 NaN
  1066.87        500.000                 NaN            NaN            NaN   3.18524                 NaN   4.33109                 NaN            NaN   7.29752        43.6056        41.1171       0.463378                 NaN
  1065.39        500.000                 NaN            NaN            NaN   3.18515                 NaN   4.33097                 NaN            NaN   7.29748        43.6049        41.1181       0.463367                 NaN
  1063.90        500.000                 NaN            NaN            NaN   3.18505                 NaN   4.33084                 NaN            NaN   7.29744        43.6042        41.1191       0.463355                 NaN
  1062.42        500.000                 NaN            NaN            NaN   3.18496                 NaN   4.33072                 NaN            NaN   7.29739        43.6035        41.1201       0.463344                 NaN
  1060.93        500.000                 NaN            NaN            NaN   3.18487                 NaN   4.33060                 NaN            NaN   7.29735        43.6028        41.1210       0.463333                 NaN
  1059.44        500.000                 NaN            NaN            NaN   3.18477                 NaN   4.33047                 NaN            NaN   7.29731        43.6021        41.1220       0.463321                 NaN
  1057.96        500.000                 NaN            NaN            NaN   3.18468                 NaN   4.33035                 NaN            NaN   7.29727        43.6014        41.1230       0.463310                 NaN
  1056.47        500.000                 NaN            NaN            NaN   3.18459                 NaN   4.33023                 NaN            NaN   7.29723        43.6007        41.1240       0.463298                 NaN
  1054.99        500.000                 NaN            NaN            NaN   3.18449                 NaN   4.33010                 NaN            NaN   7.29719        43.6000        41.1250       0.463287                 NaN
  1053.50        500.000                 NaN            NaN            NaN   3.18440                 NaN   4.32998                 NaN            NaN   7.29715        43.5993        41.1259       0.463276                 NaN
  1052.01        500.000                 NaN            NaN            NaN   3.19216                 NaN   4.32907                 NaN            NaN   7.30452        43.5767        41.1348       0.462711                 NaN
  1050.53        500.000                 NaN            NaN            NaN   3.18421                 NaN   4.32973                 NaN            NaN   7.29707        43.5978        41.1279       0.463253                 NaN
  1049.04        500.000                 NaN            NaN            NaN   3.19682                 NaN   4.32276                 NaN            NaN   7.30639        43.5709        41.1403       0.462803                 NaN
  1047.55        500.000                 NaN            NaN            NaN   3.19906                 NaN   4.31977                 NaN            NaN   7.30734        43.5680        41.1430       0.462841                 NaN
  1046.07        500.000                 NaN            NaN            NaN   3.20130                 NaN   4.31679                 NaN            NaN   7.30835        43.5649        41.1457       0.462878                 NaN
  1044.58        500.000                 NaN            NaN            NaN   3.18384                 NaN   4.32924                 NaN            NaN   7.29691        43.5950        41.1318       0.463208                 NaN
  1043.10        500.000                 NaN            NaN            NaN   3.20610                 NaN   4.31032                 NaN            NaN   7.31073        43.5583        41.1516       0.462999                 NaN
  1041.61        500.000                 NaN            NaN            NaN   3.18365                 NaN   4.32899                 NaN            NaN   7.29683        43.5936        41.1338       0.463185                 NaN
  1040.12        500.000                 NaN            NaN            NaN   3.20959                 NaN   4.30622                 NaN            NaN   7.31230        43.5524        41.1565       0.462962                 NaN
  1038.64        500.000                 NaN            NaN            NaN   3.21184                 NaN   4.30324                 NaN            NaN   7.31331        43.5493        41.1593       0.463005                 NaN
  1037.15        500.000                 NaN            NaN            NaN   3.21396                 NaN   4.30053                 NaN            NaN   7.31435        43.5461        41.1620       0.463034                 NaN
  1035.67        500.000                 NaN            NaN            NaN   3.21608                 NaN   4.29782                 NaN            NaN   7.31542        43.5429        41.1647       0.463064                 NaN
  1034.18        500.000                 NaN            NaN            NaN   3.21818                 NaN   4.29499                 NaN            NaN   7.31647        43.5398        41.1675       0.463100                 NaN
  1032.69        500.000                 NaN            NaN            NaN   3.21987                 NaN   4.29307                 NaN            NaN   7.31734        43.5367        41.1699       0.463084                 NaN
  1031.21        500.000                 NaN            NaN            NaN   3.22179                 NaN   4.29489                 NaN            NaN   7.31978        43.5278        41.1728       0.462951                 NaN
  1029.72        500.000                 NaN            NaN            NaN   3.22380                 NaN   4.29220                 NaN            NaN   7.32075        43.5248        41.1755       0.462977                 NaN
  1028.24        500.000                 NaN            NaN            NaN   3.22568                 NaN   4.29062                 NaN            NaN   7.32199        43.5206        41.1781       0.462963                 NaN
  1026.75        500.000                 NaN            NaN            NaN   3.22782                 NaN   4.28354                 NaN            NaN   7.32175        43.5230        41.1807       0.463135                 NaN
  1025.26        500.000                 NaN            NaN            NaN   3.22966                 NaN   4.28547                 NaN            NaN   7.32417        43.5143        41.1834       0.462998                 NaN
