|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        q              ilm           
  1528.82        500.000        98.8766                 NaN            NaN            NaN            NaN   1.12345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.7669                 NaN            NaN            NaN            NaN   1.23310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0270                 NaN            NaN            NaN            NaN  0.972969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9154                 NaN            NaN            NaN            NaN   1.08465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9293                 NaN            NaN            NaN            NaN   1.07071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9416                 NaN            NaN            NaN            NaN   1.05843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.8207                 NaN            NaN            NaN            NaN  0.399100       0.780171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.7419                 NaN            NaN            NaN            NaN            NaN   1.25810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.7534                 NaN            NaN            NaN            NaN  0.689005E-001   1.17771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.7581                 NaN            NaN            NaN            NaN            NaN   1.24190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.7618                 NaN            NaN            NaN            NaN            NaN   1.23819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.7703                 NaN            NaN            NaN            NaN  0.486646E-001   1.18101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.7687                 NaN            NaN            NaN            NaN            NaN   1.23132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.7645                 NaN            NaN            NaN            NaN            NaN   1.23549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.7638                 NaN            NaN            NaN            NaN            NaN   1.23616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.7573                 NaN            NaN            NaN            NaN            NaN   1.24270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.4059                 NaN            NaN            NaN            NaN            NaN   1.11524       0.478854                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.9039                 NaN            NaN            NaN            NaN            NaN  0.898839        1.19727                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.9469                 NaN            NaN            NaN            NaN            NaN  0.878221        1.17483                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.9888                 NaN            NaN            NaN            NaN            NaN  0.856306        1.15494                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.0313                 NaN            NaN            NaN            NaN            NaN   1.13230       0.836386                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.0695                 NaN            NaN            NaN            NaN            NaN   1.11300       0.817486                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.1072                 NaN            NaN            NaN            NaN            NaN  0.797891        1.09492                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.1427                 NaN            NaN            NaN            NaN            NaN  0.778603        1.07872                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1821                 NaN            NaN            NaN            NaN            NaN   1.05620       0.761678                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2138                 NaN            NaN            NaN            NaN            NaN   1.04240       0.743798                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2476                 NaN            NaN            NaN            NaN            NaN   1.02410       0.728253                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2784                 NaN            NaN            NaN            NaN            NaN  0.712565        1.00903                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3123                 NaN            NaN            NaN            NaN            NaN  0.696114       0.991587                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        97.1536                 NaN            NaN            NaN            NaN            NaN   1.18556        1.20133                 NaN  0.459497                 NaN            NaN            NaN            NaN
  1453.63        500.000        94.0034                 NaN            NaN            NaN            NaN            NaN   2.57798        1.70469                 NaN   1.71392                 NaN            NaN            NaN            NaN
  1451.13        500.000        94.3118                 NaN            NaN            NaN            NaN            NaN   2.44103        1.61768                 NaN   1.62945                 NaN            NaN            NaN            NaN
  1448.62        500.000        94.6120                 NaN            NaN            NaN            NaN            NaN   2.30742        1.53534                 NaN   1.54526                 NaN            NaN            NaN            NaN
  1446.12        500.000        94.8704                 NaN            NaN            NaN            NaN            NaN   1.46241        2.19333                 NaN   1.47386                 NaN            NaN            NaN            NaN
  1443.61        500.000        95.1112                 NaN            NaN            NaN            NaN            NaN   1.39524        2.08662                 NaN   1.40695                 NaN            NaN            NaN            NaN
  1441.10        500.000        95.3378                 NaN            NaN            NaN            NaN            NaN   1.98678        1.33127                 NaN   1.34417                 NaN            NaN            NaN            NaN
  1438.60        500.000        95.5444                 NaN            NaN            NaN            NaN            NaN   1.27292        1.89682                 NaN   1.28581                 NaN            NaN            NaN            NaN
  1436.09        500.000        95.7309                 NaN            NaN            NaN            NaN            NaN   1.81497        1.21991                 NaN   1.23417                 NaN            NaN            NaN            NaN
  1433.58        500.000        95.9128                 NaN            NaN            NaN            NaN            NaN   1.16904        1.73533                 NaN   1.18279                 NaN            NaN            NaN            NaN
  1431.08        500.000        96.0752                 NaN            NaN            NaN            NaN            NaN   1.66471        1.12275                 NaN   1.13731                 NaN            NaN            NaN            NaN
  1428.57        500.000        96.2293                 NaN            NaN            NaN            NaN            NaN   1.07920        1.59735                 NaN   1.09414                 NaN            NaN            NaN            NaN
  1426.07        500.000        96.3724                 NaN            NaN            NaN            NaN            NaN   1.53604        1.03822                 NaN   1.05330                 NaN            NaN            NaN            NaN
  1423.56        500.000        96.5123                 NaN            NaN            NaN            NaN            NaN   1.47477       0.999165                 NaN   1.01379                 NaN            NaN            NaN            NaN
  1421.05        500.000        96.6362                 NaN            NaN            NaN            NaN            NaN   1.42202       0.962946                 NaN  0.978800                 NaN            NaN            NaN            NaN
  1418.55        500.000        96.7560                 NaN            NaN            NaN            NaN            NaN   1.36994       0.929442                 NaN  0.944571                 NaN            NaN            NaN            NaN
  1416.04        500.000        96.8689                 NaN            NaN            NaN            NaN            NaN  0.897590        1.32102                 NaN  0.912520                 NaN            NaN            NaN            NaN
  1413.53        500.000        96.9748                 NaN            NaN            NaN            NaN            NaN  0.866982        1.27599                 NaN  0.882203                 NaN            NaN            NaN            NaN
  1411.03        500.000        97.0759                 NaN            NaN            NaN            NaN            NaN   1.23303       0.837765                 NaN  0.853296                 NaN            NaN            NaN            NaN
  1408.52        500.000        97.1701                 NaN            NaN            NaN            NaN            NaN  0.811144        1.19260                 NaN  0.826185                 NaN            NaN            NaN            NaN
  1406.02        500.000        97.2600                 NaN            NaN            NaN            NaN            NaN   1.15464       0.785033                 NaN  0.800347                 NaN            NaN            NaN            NaN
  1403.51        500.000        97.3444       0.143490E-003            NaN            NaN            NaN            NaN  0.760652        1.11866                 NaN  0.776128                 NaN            NaN            NaN            NaN
  1401.00        500.000        97.2436       0.738197E-001            NaN            NaN            NaN            NaN  0.998793       0.856119                 NaN  0.827688                 NaN            NaN            NaN            NaN
  1398.50        500.000        97.3270       0.771712E-001            NaN            NaN            NaN            NaN  0.955895       0.835137                 NaN  0.804769                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.4246       0.731142E-001            NaN            NaN            NaN            NaN  0.804196       0.922674                 NaN  0.775408                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.5168       0.691928E-001            NaN            NaN            NaN            NaN  0.773616       0.892760                 NaN  0.747610                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.6037       0.656043E-001            NaN            NaN            NaN            NaN  0.746124       0.863310                 NaN  0.721304                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.6860       0.621740E-001            NaN            NaN            NaN            NaN  0.719144       0.836158                 NaN  0.696488                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.7623       0.587056E-001            NaN            NaN            NaN            NaN  0.694293       0.811366                 NaN  0.673361                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.8367       0.557060E-001            NaN            NaN            NaN            NaN  0.786127       0.670879                 NaN  0.650625                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.9061       0.527239E-001            NaN            NaN            NaN            NaN  0.764067       0.647553                 NaN  0.629524                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.9723       0.498927E-001            NaN            NaN            NaN            NaN  0.742787       0.625698                 NaN  0.609301                 NaN            NaN            NaN            NaN
  1375.94        500.000        98.0353       0.472520E-001            NaN            NaN            NaN            NaN  0.604989       0.722392                 NaN  0.590113                 NaN            NaN            NaN            NaN
  1373.43        500.000        98.0951       0.446266E-001            NaN            NaN            NaN            NaN  0.585318       0.703256                 NaN  0.571694                 NaN            NaN            NaN            NaN
  1370.93        500.000        98.1515       0.420045E-001            NaN            NaN            NaN            NaN  0.566555       0.685564                 NaN  0.554342                 NaN            NaN            NaN            NaN
  1368.42        500.000        98.2068       0.397502E-001            NaN            NaN            NaN            NaN  0.667369       0.548692                 NaN  0.537383                 NaN            NaN            NaN            NaN
  1365.91        500.000        98.2586       0.374075E-001            NaN            NaN            NaN            NaN  0.651381       0.531114                 NaN  0.521456                 NaN            NaN            NaN            NaN
  1363.41        500.000        98.3080       0.352322E-001            NaN            NaN            NaN            NaN  0.514856       0.635728                 NaN  0.506166                 NaN            NaN            NaN            NaN
  1360.90        500.000        98.3558       0.330532E-001            NaN            NaN            NaN            NaN  0.621133       0.498600                 NaN  0.491389                 NaN            NaN            NaN            NaN
  1358.40        500.000        98.4011       0.309078E-001            NaN            NaN            NaN            NaN  0.483125       0.607522                 NaN  0.477351                 NaN            NaN            NaN            NaN
  1355.89        500.000        98.4441       0.289354E-001            NaN            NaN            NaN            NaN  0.468680       0.594368                 NaN  0.463952                 NaN            NaN            NaN            NaN
  1353.38        500.000        98.4870       0.269193E-001            NaN            NaN            NaN            NaN  0.453939       0.581549                 NaN  0.450637                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.5266       0.251526E-001            NaN            NaN            NaN            NaN  0.569243       0.440662                 NaN  0.438362                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.5651       0.232350E-001            NaN            NaN            NaN            NaN  0.427141       0.558203                 NaN  0.426317                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.6019       0.214329E-001            NaN            NaN            NaN            NaN  0.414608       0.547280                 NaN  0.414810                 NaN            NaN            NaN            NaN
  1343.36        500.000        98.6374       0.197082E-001            NaN            NaN            NaN            NaN  0.537218       0.401920                 NaN  0.403722                 NaN            NaN            NaN            NaN
  1340.85        500.000        98.6716       0.180451E-001            NaN            NaN            NaN            NaN  0.389823       0.527488                 NaN  0.393021                 NaN            NaN            NaN            NaN
  1338.35        500.000        98.7044       0.163361E-001            NaN            NaN            NaN            NaN  0.378504       0.518016                 NaN  0.382696                 NaN            NaN            NaN            NaN
  1335.84        500.000        98.7362       0.146797E-001            NaN            NaN            NaN            NaN  0.509335       0.367087                 NaN  0.372719                 NaN            NaN            NaN            NaN
  1333.33        500.000        98.7664       0.131163E-001            NaN            NaN            NaN            NaN  0.500708       0.356553                 NaN  0.363175                 NaN            NaN            NaN            NaN
  1330.83        500.000        98.7960       0.116865E-001            NaN            NaN            NaN            NaN  0.345911       0.492471                 NaN  0.353919                 NaN            NaN            NaN            NaN
  1328.32        500.000        98.8241       0.100554E-001            NaN            NaN            NaN            NaN  0.485064       0.335821                 NaN  0.344999                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.8513       0.861903E-002            NaN            NaN            NaN            NaN  0.325915       0.477658                 NaN  0.336464                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.8777       0.722830E-002            NaN            NaN            NaN            NaN  0.316325       0.470631                 NaN  0.328107                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.9022       0.567169E-002            NaN            NaN            NaN            NaN  0.307178       0.464682                 NaN  0.320260                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.9277       0.435826E-002            NaN            NaN            NaN            NaN  0.297809       0.457837                 NaN  0.312253                 NaN            NaN            NaN            NaN
  1315.79        500.000        98.9511       0.302577E-002            NaN            NaN            NaN            NaN  0.288869       0.452095                 NaN  0.304946                 NaN            NaN            NaN            NaN
  1313.28        500.000        98.9738       0.159546E-002            NaN            NaN            NaN            NaN  0.280256       0.446715                 NaN  0.297675                 NaN            NaN            NaN            NaN
  1310.78        500.000        98.9955       0.237561E-003            NaN            NaN            NaN            NaN  0.271966       0.441541                 NaN  0.290736                 NaN            NaN            NaN            NaN
  1308.27        500.000        99.0159       0.599835E-003            NaN            NaN            NaN            NaN  0.266274       0.432502                 NaN  0.284768                 NaN            NaN            NaN            NaN
  1305.76        500.000        99.0365                 NaN            NaN            NaN            NaN            NaN  0.426120       0.259020                 NaN  0.278336                 NaN            NaN            NaN            NaN
  1303.26        500.000        99.0563                 NaN            NaN            NaN            NaN            NaN  0.252856       0.418412                 NaN  0.272407                 NaN            NaN            NaN            NaN
  1300.75        500.000        99.0755                 NaN            NaN            NaN            NaN            NaN  0.410647       0.247130                 NaN  0.266695                 NaN            NaN            NaN            NaN
  1298.25        500.000        99.0933                 NaN            NaN            NaN            NaN            NaN  0.403611       0.241926                 NaN  0.261120                 NaN            NaN            NaN            NaN
  1295.74        500.000        99.1107                 NaN            NaN            NaN            NaN            NaN  0.397376       0.235874                 NaN  0.256043                 NaN            NaN            NaN            NaN
  1293.23        500.000        99.1293                 NaN            NaN            NaN            NaN            NaN  0.389994       0.230229                 NaN  0.250466                 NaN            NaN            NaN            NaN
  1290.73        500.000        99.1459                 NaN            NaN            NaN            NaN            NaN  0.225522       0.383220                 NaN  0.245397                 NaN            NaN            NaN            NaN
  1288.22        500.000        93.6557                 NaN            NaN            NaN            NaN            NaN   1.28553       0.716133                 NaN  0.799734        3.54288                 NaN            NaN            NaN
  1285.71        500.000        88.4293                 NaN            NaN            NaN            NaN            NaN   1.18302        2.09838                 NaN   1.31491        6.97436                 NaN            NaN            NaN
  1283.21        500.000        89.9629                 NaN            NaN            NaN            NaN            NaN   1.04248        1.79678                 NaN   1.14514        6.05272                 NaN            NaN            NaN
  1280.70        500.000        91.1484                 NaN            NaN            NaN            NaN            NaN  0.931876        1.56448                 NaN   1.01304        5.34222                 NaN            NaN            NaN
  1278.20        500.000        92.0872                 NaN            NaN            NaN            NaN            NaN   1.37960       0.845071                 NaN  0.907612        4.78049                 NaN            NaN            NaN
  1275.69        500.000        92.8562                 NaN            NaN            NaN            NaN            NaN   1.22776       0.773188                 NaN  0.820584        4.32229                 NaN            NaN            NaN
  1273.18        500.000        93.5021                 NaN            NaN            NaN            NaN            NaN  0.711869        1.10038                 NaN  0.746607        3.93901                 NaN            NaN            NaN
  1270.68        500.000        94.0479                 NaN            NaN            NaN            NaN            NaN  0.993356       0.658656                 NaN  0.683889        3.61618                 NaN            NaN            NaN
  1268.17        500.000        94.5166                 NaN            NaN            NaN            NaN            NaN  0.613635       0.901014                 NaN  0.629564        3.33920                 NaN            NaN            NaN
  1265.66        500.000        94.9224                 NaN            NaN            NaN            NaN            NaN  0.821701       0.574242                 NaN  0.582316        3.09932                 NaN            NaN            NaN
  1263.16        500.000        95.2848                 NaN            NaN            NaN            NaN            NaN  0.537506       0.750948                 NaN  0.539562        2.88722                 NaN            NaN            NaN
  1260.65        500.000        95.5966                 NaN            NaN            NaN            NaN            NaN  0.690945       0.506883                 NaN  0.502998        2.70262                 NaN            NaN            NaN
  1258.15        500.000        95.8798                 NaN            NaN            NaN            NaN            NaN  0.635653       0.478679                 NaN  0.469334        2.53657                 NaN            NaN            NaN
  1255.64        500.000        96.1285                 NaN            NaN            NaN            NaN            NaN  0.453294       0.588491                 NaN  0.439692        2.39006                 NaN            NaN            NaN
  1253.13        500.000        96.3582                 NaN            NaN            NaN            NaN            NaN  0.430290       0.543918                 NaN  0.412094        2.25553                 NaN            NaN            NaN
  1250.63        500.000        96.5608                 NaN            NaN            NaN            NaN            NaN  0.505478       0.409880                 NaN  0.387939        2.13594                 NaN            NaN            NaN
  1248.12        500.000        96.7497                 NaN            NaN            NaN            NaN            NaN  0.389747       0.470412                 NaN  0.365178        2.02496                 NaN            NaN            NaN
  1245.61        500.000        96.9181                 NaN            NaN            NaN            NaN            NaN  0.438873       0.372133                 NaN  0.344729        1.92621                 NaN            NaN            NaN
  1243.11        500.000        97.0756                 NaN            NaN            NaN            NaN            NaN  0.410036       0.355832                 NaN  0.325755        1.83277                 NaN            NaN            NaN
  1240.60        500.000        97.2174                 NaN            NaN            NaN            NaN            NaN  0.341093       0.383986                 NaN  0.308555        1.74894                 NaN            NaN            NaN
  1238.10        500.000        97.3500                 NaN            NaN            NaN            NaN            NaN  0.359454       0.327343                 NaN  0.292351        1.67084                 NaN            NaN            NaN
  1235.59        500.000        97.4719                 NaN            NaN            NaN            NaN            NaN  0.314248       0.337547                 NaN  0.277587        1.59869                 NaN            NaN            NaN
  1233.08        500.000        97.5833                 NaN            NaN            NaN            NaN            NaN  0.302528       0.318014                 NaN  0.264000        1.53213                 NaN            NaN            NaN
  1230.58        500.000        97.6908                 NaN            NaN            NaN            NaN            NaN  0.291517       0.297782                 NaN  0.250773        1.46914                 NaN            NaN            NaN
  1228.07        500.000        97.7869                 NaN            NaN            NaN            NaN            NaN  0.280110       0.282648                 NaN  0.239195        1.41115                 NaN            NaN            NaN
  1225.56        500.000        97.8785                 NaN            NaN            NaN            NaN            NaN  0.271727       0.265155                 NaN  0.227961        1.35671                 NaN            NaN            NaN
  1223.06        500.000        97.9631                 NaN            NaN            NaN            NaN            NaN  0.248884       0.264134                 NaN  0.217451        1.30642                 NaN            NaN            NaN
  1220.55        500.000        98.0433                 NaN            NaN            NaN            NaN            NaN  0.235466       0.255394                 NaN  0.207978        1.25784                 NaN            NaN            NaN
  1218.05        500.000        93.3771                 NaN            NaN            NaN            NaN            NaN  0.542632       0.314633                 NaN  0.535344        2.98716                 NaN   2.24310                 NaN
  1215.54        500.000        87.3768                 NaN            NaN            NaN            NaN            NaN   1.08315       0.269996                 NaN  0.964062        5.16804                 NaN   5.13793                 NaN
  1213.03        500.000        87.5497                 NaN            NaN            NaN            NaN            NaN   1.34353                 NaN            NaN  0.959188        5.07368                 NaN   5.04516       0.287277E-001
  1210.53        500.000        85.3374                 NaN            NaN            NaN            NaN            NaN   1.48330                 NaN            NaN   1.13695        6.00139                 NaN   5.84040       0.200533     
  1208.02        500.000        86.1557                 NaN            NaN            NaN            NaN            NaN   1.42189                 NaN            NaN   1.06774        5.65279                 NaN   5.51964       0.182254     
  1205.51        500.000        86.0973       0.712184E-001            NaN            NaN            NaN            NaN   1.33761                 NaN            NaN   1.07567        5.64858                 NaN   5.60083       0.168752     
  1203.01        500.000        86.0508       0.105799                 NaN            NaN            NaN            NaN   1.29232                 NaN            NaN   1.07366        5.66529                 NaN   5.65124       0.160927     
  1200.50        500.000        85.8194       0.107162                 NaN            NaN            NaN            NaN   1.30039                 NaN            NaN   1.07592        5.78273                 NaN   5.75487       0.159503     
  1197.99        500.000        78.8102       0.280949                 NaN            NaN            NaN            NaN   1.26467                 NaN            NaN   1.64842        8.35072                 NaN   9.40734       0.237663     
  1195.49        500.000        87.6980                 NaN            NaN            NaN            NaN            NaN   1.67455                 NaN            NaN  0.794780        5.63754                 NaN   4.07369       0.121468     
  1192.98        500.000        18.0153       0.677228                 NaN            NaN            NaN            NaN   6.31621                 NaN            NaN   5.59380        34.8396                 NaN   33.7799       0.778013     
  1190.48        500.000                 NaN  0.884282                 NaN            NaN            NaN            NaN   7.51332                 NaN            NaN   6.66219        42.6022                 NaN   41.3982       0.939858     
  1187.97        500.000                 NaN  0.759704                 NaN            NaN            NaN            NaN   7.89593                 NaN            NaN   6.70104        42.4625                 NaN   41.2670       0.913844     
  1185.46        500.000                 NaN  0.794729                 NaN            NaN            NaN            NaN   1.16372        6.60701                 NaN   6.68767        42.5225                 NaN   41.2999       0.924459     
  1182.96        500.000                 NaN  0.757260                 NaN            NaN            NaN            NaN   7.88910                 NaN            NaN   6.69611        42.4774                 NaN   41.2623       0.917846     
  1180.45        500.000                 NaN  0.635011                 NaN            NaN            NaN            NaN   8.24276                 NaN            NaN   6.72945        42.3695                 NaN   41.1283       0.895037     
  1177.94        500.000                 NaN  0.587955                 NaN            NaN            NaN            NaN   8.37285                 NaN            NaN   6.74008        42.3355                 NaN   41.0757       0.887936     
  1175.44        500.000                 NaN  0.522292                 NaN            NaN            NaN            NaN   8.55213                 NaN            NaN   6.75457        42.2906                 NaN   41.0019       0.878443     
  1172.93        500.000                 NaN  0.458923                 NaN            NaN            NaN            NaN   8.72856                 NaN            NaN   6.76938        42.2436                 NaN   40.9312       0.868350     
  1170.43        500.000                 NaN  0.166794                 NaN            NaN            NaN            NaN   9.54502                 NaN            NaN   6.84078        42.0203                 NaN   40.6066       0.820519     
  1167.92        500.000                 NaN  0.132990                 NaN            NaN            NaN            NaN   6.99260        2.62158                 NaN   6.83954        42.0257                 NaN   40.5653       0.822297     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0007                 NaN            NaN   6.87825        41.9064                 NaN   40.4191       0.795529     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.80080        1.17337                 NaN   6.86717        41.9424                 NaN   40.4137       0.802576     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.543225        9.41721       0.226136E-004   6.86652        41.9565                 NaN   40.4108       0.805636     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.235849        2.66585        7.09541        6.87819        41.9086                 NaN   40.4188       0.797259     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0130                 NaN            NaN   6.88894        41.8865                 NaN   40.4210       0.790504     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0092                 NaN            NaN   6.88722        41.8912                 NaN   40.4204       0.791958     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.101583        9.90593                 NaN   6.88683        41.8929                 NaN   40.4202       0.792567     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.387023        9.62280                 NaN   6.88897        41.8891                 NaN   40.4205       0.791600     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.681982        9.33013                 NaN   6.89112        41.8852                 NaN   40.4209       0.790625     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.984918        9.02960                 NaN   6.89333        41.8812                 NaN   40.4213       0.789616     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.29656        8.72042                 NaN   6.89557        41.8771                 NaN   40.4217       0.788584     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.61750        8.40201                 NaN   6.89786        41.8729                 NaN   40.4222       0.787527     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.95018        8.07188                 NaN   6.90017        41.8687                 NaN   40.4226       0.786454     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.28873        7.73597                 NaN   6.90254        41.8644                 NaN   40.4230       0.785349     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.63961        7.38777                 NaN   6.90493        41.8600                 NaN   40.4235       0.784226     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.00121        7.02891                 NaN   6.90736        41.8555                 NaN   40.4239       0.783079     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.37363        6.65926                 NaN   6.90982        41.8510                 NaN   40.4244       0.781914     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.76459        6.27133                 NaN   6.91242        41.8462                 NaN   40.4248       0.780656     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.82811        8.15397       0.400381E-004   6.89722        41.9174                 NaN   40.4132       0.790001     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.69240        8.29744       0.366519E-004   6.90157        41.9062                 NaN   40.4147       0.787718     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.55322        8.44457                 NaN   6.90595        41.8947                 NaN   40.4161       0.785404     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0534                 NaN            NaN   6.92777        41.8167                 NaN   40.4280       0.774119     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0578                 NaN            NaN   6.92904        41.8110                 NaN   40.4294       0.772791     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.86281        2.21155                 NaN   6.93799        7.55718        34.2292        40.4335       0.767783     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.963972        9.06679       0.124705E-003   6.92386        41.8470                 NaN   40.4224       0.775853     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.809172        9.23023       0.118900E-003   6.92842        41.8347                 NaN   40.4240       0.773395     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0967                 NaN            NaN   6.95418        41.7548                 NaN   40.4359       0.758513     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1037                 NaN            NaN   6.95844        41.7437                 NaN   40.4374       0.756743     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.99167        1.10437                 NaN   6.95207        41.7551                 NaN   40.4363       0.760486     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.23507       0.865263                 NaN   6.95520        41.7480                 NaN   40.4372       0.759193     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1114                 NaN            NaN   6.96230        41.7324                 NaN   40.4389       0.755021     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1155                 NaN            NaN   6.96527        41.7260                 NaN   40.4397       0.753526     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.24607       0.866510                 NaN   6.96415        41.7294                 NaN   40.4393       0.754602     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1172                 NaN            NaN   6.96697        41.7228                 NaN   40.4401       0.752926     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1219                 NaN            NaN   6.97016        41.7158                 NaN   40.4409       0.751264     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1447                 NaN            NaN   6.98459        41.6823                 NaN   40.4450       0.743368     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1269       0.396256E-002            NaN   6.97734        41.7018                 NaN   40.4423       0.747637     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.83738       0.318594                 NaN   6.99386        41.6651                 NaN   40.4468       0.738330     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.42275        8.68496                 NaN   6.96142        41.7359                 NaN   40.4385       0.756422     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.86554        7.25180       0.313977E-003   6.96202        41.7301                 NaN   40.4378       0.752420     
