|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        q              ilm           
  1528.82        500.000        99.0257                 NaN            NaN            NaN            NaN  0.974295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9309                 NaN            NaN            NaN            NaN   1.06911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1570                 NaN            NaN            NaN            NaN  0.842959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0603                 NaN            NaN            NaN            NaN  0.939650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0729                 NaN            NaN            NaN            NaN  0.927137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0839                 NaN            NaN            NaN            NaN  0.916071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9772                 NaN            NaN            NaN            NaN  0.345281       0.677526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9080                 NaN            NaN            NaN            NaN            NaN   1.09204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9188                 NaN            NaN            NaN            NaN  0.595495E-001   1.02167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9235                 NaN            NaN            NaN            NaN            NaN   1.07647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9275                 NaN            NaN            NaN            NaN            NaN   1.07245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9357                 NaN            NaN            NaN            NaN  0.419773E-001   1.02235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9347                 NaN            NaN            NaN            NaN            NaN   1.06526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9320                 NaN            NaN            NaN            NaN            NaN   1.06802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9322                 NaN            NaN            NaN            NaN            NaN   1.06778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9273                 NaN            NaN            NaN            NaN            NaN   1.07268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.6236                 NaN            NaN            NaN            NaN            NaN  0.962298       0.414087                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.1894                 NaN            NaN            NaN            NaN            NaN  0.775316        1.03528                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.2283                 NaN            NaN            NaN            NaN            NaN  0.756739        1.01498                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.2659                 NaN            NaN            NaN            NaN            NaN  0.737130       0.996991                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.3043                 NaN            NaN            NaN            NaN            NaN  0.976550       0.719172                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.3387                 NaN            NaN            NaN            NaN            NaN  0.959096       0.702231                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.3727                 NaN            NaN            NaN            NaN            NaN  0.684651       0.942652                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.4047                 NaN            NaN            NaN            NaN            NaN  0.667381       0.927886                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.4402                 NaN            NaN            NaN            NaN            NaN  0.907696       0.652137                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4688                 NaN            NaN            NaN            NaN            NaN  0.895017       0.636145                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4993                 NaN            NaN            NaN            NaN            NaN  0.878511       0.622160                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.5270                 NaN            NaN            NaN            NaN            NaN  0.608129       0.864836                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5575                 NaN            NaN            NaN            NaN            NaN  0.593403       0.849096                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        97.4938                 NaN            NaN            NaN            NaN            NaN   1.01507        1.02367                 NaN  0.467457                 NaN            NaN            NaN            NaN
  1453.63        500.000        94.5950                 NaN            NaN            NaN            NaN            NaN   2.19776        1.46084                 NaN   1.74642                 NaN            NaN            NaN            NaN
  1451.13        500.000        94.8830                 NaN            NaN            NaN            NaN            NaN   2.07569        1.38333                 NaN   1.65796                 NaN            NaN            NaN            NaN
  1448.62        500.000        95.1629                 NaN            NaN            NaN            NaN            NaN   1.95703        1.31011                 NaN   1.57001                 NaN            NaN            NaN            NaN
  1446.12        500.000        95.4041                 NaN            NaN            NaN            NaN            NaN   1.24513        1.85549                 NaN   1.49529                 NaN            NaN            NaN            NaN
  1443.61        500.000        95.6286                 NaN            NaN            NaN            NaN            NaN   1.18535        1.76077                 NaN   1.42532                 NaN            NaN            NaN            NaN
  1441.10        500.000        95.8393                 NaN            NaN            NaN            NaN            NaN   1.67241        1.12863                 NaN   1.35970                 NaN            NaN            NaN            NaN
  1438.60        500.000        96.0317                 NaN            NaN            NaN            NaN            NaN   1.07688        1.59270                 NaN   1.29875                 NaN            NaN            NaN            NaN
  1436.09        500.000        96.2055                 NaN            NaN            NaN            NaN            NaN   1.51996        1.02976                 NaN   1.24475                 NaN            NaN            NaN            NaN
  1433.58        500.000        96.3744                 NaN            NaN            NaN            NaN            NaN  0.984751        1.44970                 NaN   1.19114                 NaN            NaN            NaN            NaN
  1431.08        500.000        96.5255                 NaN            NaN            NaN            NaN            NaN   1.38720       0.943706                 NaN   1.14363                 NaN            NaN            NaN            NaN
  1428.57        500.000        96.6685                 NaN            NaN            NaN            NaN            NaN  0.905177        1.32778                 NaN   1.09857                 NaN            NaN            NaN            NaN
  1426.07        500.000        96.8015                 NaN            NaN            NaN            NaN            NaN   1.27358       0.868895                 NaN   1.05598                 NaN            NaN            NaN            NaN
  1423.56        500.000        96.9308                 NaN            NaN            NaN            NaN            NaN   1.21985       0.834476                 NaN   1.01483                 NaN            NaN            NaN            NaN
  1421.05        500.000        97.0459                 NaN            NaN            NaN            NaN            NaN   1.17328       0.802491                 NaN  0.978326                 NaN            NaN            NaN            NaN
  1418.55        500.000        97.1568                 NaN            NaN            NaN            NaN            NaN   1.12755       0.772923                 NaN  0.942686                 NaN            NaN            NaN            NaN
  1416.04        500.000        97.2612                 NaN            NaN            NaN            NaN            NaN  0.744827        1.08466                 NaN  0.909321                 NaN            NaN            NaN            NaN
  1413.53        500.000        97.3592                 NaN            NaN            NaN            NaN            NaN  0.717899        1.04513                 NaN  0.877779                 NaN            NaN            NaN            NaN
  1411.03        500.000        97.4525                 NaN            NaN            NaN            NaN            NaN   1.00750       0.692274                 NaN  0.847732                 NaN            NaN            NaN            NaN
  1408.52        500.000        97.5395                 NaN            NaN            NaN            NaN            NaN  0.668834       0.972085                 NaN  0.819556                 NaN            NaN            NaN            NaN
  1406.02        500.000        97.6225                 NaN            NaN            NaN            NaN            NaN  0.938826       0.645900                 NaN  0.792724                 NaN            NaN            NaN            NaN
  1403.51        500.000        97.7004       0.511239E-004            NaN            NaN            NaN            NaN  0.624521       0.907410                 NaN  0.767574                 NaN            NaN            NaN            NaN
  1401.00        500.000        97.6462       0.262610E-001            NaN            NaN            NaN            NaN  0.808552       0.701644                 NaN  0.817372                 NaN            NaN            NaN            NaN
  1398.50        500.000        97.7248       0.273960E-001            NaN            NaN            NaN            NaN  0.771846       0.682839                 NaN  0.793137                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.8124       0.259009E-001            NaN            NaN            NaN            NaN  0.655975       0.743092                 NaN  0.762638                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.8950       0.244607E-001            NaN            NaN            NaN            NaN  0.629542       0.717148                 NaN  0.733817                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.9728       0.231445E-001            NaN            NaN            NaN            NaN  0.605746       0.691755                 NaN  0.706593                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.0463       0.218900E-001            NaN            NaN            NaN            NaN  0.582499       0.668341                 NaN  0.680950                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.1143       0.206277E-001            NaN            NaN            NaN            NaN  0.561069       0.646891                 NaN  0.657072                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.1806       0.195352E-001            NaN            NaN            NaN            NaN  0.625272       0.540932                 NaN  0.633682                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.2423       0.184536E-001            NaN            NaN            NaN            NaN  0.606251       0.520975                 NaN  0.611985                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.3011       0.174293E-001            NaN            NaN            NaN            NaN  0.587958       0.502286                 NaN  0.591235                 NaN            NaN            NaN            NaN
  1375.94        500.000        98.3569       0.164757E-001            NaN            NaN            NaN            NaN  0.484611       0.570484                 NaN  0.571578                 NaN            NaN            NaN            NaN
  1373.43        500.000        98.4098       0.155315E-001            NaN            NaN            NaN            NaN  0.467848       0.554066                 NaN  0.552748                 NaN            NaN            NaN            NaN
  1370.93        500.000        98.4597       0.145921E-001            NaN            NaN            NaN            NaN  0.451866       0.538860                 NaN  0.535027                 NaN            NaN            NaN            NaN
  1368.42        500.000        98.5083       0.137841E-001            NaN            NaN            NaN            NaN  0.523398       0.436716                 NaN  0.517759                 NaN            NaN            NaN            NaN
  1365.91        500.000        98.5540       0.129487E-001            NaN            NaN            NaN            NaN  0.509700       0.421834                 NaN  0.501555                 NaN            NaN            NaN            NaN
  1363.41        500.000        98.5974       0.121743E-001            NaN            NaN            NaN            NaN  0.408081       0.496350                 NaN  0.486029                 NaN            NaN            NaN            NaN
  1360.90        500.000        98.6393       0.114016E-001            NaN            NaN            NaN            NaN  0.483879       0.394389                 NaN  0.471058                 NaN            NaN            NaN            NaN
  1358.40        500.000        98.6789       0.106434E-001            NaN            NaN            NaN            NaN  0.381377       0.472223                 NaN  0.456853                 NaN            NaN            NaN            NaN
  1355.89        500.000        98.7165       0.994751E-002            NaN            NaN            NaN            NaN  0.369253       0.460985                 NaN  0.443315                 NaN            NaN            NaN            NaN
  1353.38        500.000        98.7539       0.923909E-002            NaN            NaN            NaN            NaN  0.356909       0.450092                 NaN  0.429909                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.7884       0.861868E-002            NaN            NaN            NaN            NaN  0.439651       0.345799                 NaN  0.417546                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.8219       0.794881E-002            NaN            NaN            NaN            NaN  0.334542       0.430196                 NaN  0.405449                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.8538       0.732071E-002            NaN            NaN            NaN            NaN  0.324091       0.420898                 NaN  0.393908                 NaN            NaN            NaN            NaN
  1343.36        500.000        98.8846       0.672113E-002            NaN            NaN            NaN            NaN  0.412304       0.313583                 NaN  0.382806                 NaN            NaN            NaN            NaN
  1340.85        500.000        98.9142       0.614450E-002            NaN            NaN            NaN            NaN  0.303564       0.404024                 NaN  0.372113                 NaN            NaN            NaN            NaN
  1338.35        500.000        98.9425       0.555415E-002            NaN            NaN            NaN            NaN  0.294200       0.395950                 NaN  0.361814                 NaN            NaN            NaN            NaN
  1335.84        500.000        98.9698       0.498354E-002            NaN            NaN            NaN            NaN  0.388537       0.284787                 NaN  0.351879                 NaN            NaN            NaN            NaN
  1333.33        500.000        98.9959       0.444625E-002            NaN            NaN            NaN            NaN  0.381195       0.276106                 NaN  0.342388                 NaN            NaN            NaN            NaN
  1330.83        500.000        99.0212       0.395581E-002            NaN            NaN            NaN            NaN  0.267383       0.374210                 NaN  0.333201                 NaN            NaN            NaN            NaN
  1328.32        500.000        99.0453       0.339883E-002            NaN            NaN            NaN            NaN  0.367839       0.259103                 NaN  0.324362                 NaN            NaN            NaN            NaN
  1325.81        500.000        99.0686       0.290924E-002            NaN            NaN            NaN            NaN  0.251013       0.361533                 NaN  0.315915                 NaN            NaN            NaN            NaN
  1323.31        500.000        99.0912       0.243643E-002            NaN            NaN            NaN            NaN  0.243197       0.355540                 NaN  0.307662                 NaN            NaN            NaN            NaN
  1320.80        500.000        99.1121       0.190915E-002            NaN            NaN            NaN            NaN  0.235733       0.350351                 NaN  0.299916                 NaN            NaN            NaN            NaN
  1318.30        500.000        99.1338       0.146506E-002            NaN            NaN            NaN            NaN  0.228148       0.344567                 NaN  0.292043                 NaN            NaN            NaN            NaN
  1315.79        500.000        99.1536       0.101579E-002            NaN            NaN            NaN            NaN  0.220912       0.339622                 NaN  0.284851                 NaN            NaN            NaN            NaN
  1313.28        500.000        99.1729       0.534918E-003            NaN            NaN            NaN            NaN  0.213954       0.334939                 NaN  0.277715                 NaN            NaN            NaN            NaN
  1310.78        500.000        99.1913       0.795458E-004            NaN            NaN            NaN            NaN  0.207266       0.330446                 NaN  0.270912                 NaN            NaN            NaN            NaN
  1308.27        500.000        99.2091       0.200597E-003            NaN            NaN            NaN            NaN  0.202582       0.323109                 NaN  0.265033                 NaN            NaN            NaN            NaN
  1305.76        500.000        99.2267                 NaN            NaN            NaN            NaN            NaN  0.317777       0.196740                 NaN  0.258739                 NaN            NaN            NaN            NaN
  1303.26        500.000        99.2439                 NaN            NaN            NaN            NaN            NaN  0.191726       0.311454                 NaN  0.252930                 NaN            NaN            NaN            NaN
  1300.75        500.000        99.2604                 NaN            NaN            NaN            NaN            NaN  0.305195       0.187099                 NaN  0.247338                 NaN            NaN            NaN            NaN
  1298.25        500.000        99.2759                 NaN            NaN            NaN            NaN            NaN  0.299353       0.182813                 NaN  0.241890                 NaN            NaN            NaN            NaN
  1295.74        500.000        99.2909                 NaN            NaN            NaN            NaN            NaN  0.294214       0.177961                 NaN  0.236916                 NaN            NaN            NaN            NaN
  1293.23        500.000        99.3068                 NaN            NaN            NaN            NaN            NaN  0.288300       0.173423                 NaN  0.231494                 NaN            NaN            NaN            NaN
  1290.73        500.000        99.3211                 NaN            NaN            NaN            NaN            NaN  0.169595       0.282796                 NaN  0.226556                 NaN            NaN            NaN            NaN
  1288.22        500.000        94.2375                 NaN            NaN            NaN            NaN            NaN  0.950220       0.539544                 NaN  0.740470        3.53225                 NaN            NaN            NaN
  1285.71        500.000        89.3671                 NaN            NaN            NaN            NaN            NaN  0.891884        1.55159                 NaN   1.22020        6.96919                 NaN            NaN            NaN
  1283.21        500.000        90.8081                 NaN            NaN            NaN            NaN            NaN  0.782166        1.32189                 NaN   1.05919        6.02863                 NaN            NaN            NaN
  1280.70        500.000        91.9187                 NaN            NaN            NaN            NaN            NaN  0.696103        1.14560                 NaN  0.934242        5.30534                 NaN            NaN            NaN
  1278.20        500.000        92.7961                 NaN            NaN            NaN            NaN            NaN   1.00583       0.628671                 NaN  0.834738        4.73467                 NaN            NaN            NaN
  1275.69        500.000        93.5129                 NaN            NaN            NaN            NaN            NaN  0.891395       0.572852                 NaN  0.752778        4.27004                 NaN            NaN            NaN
  1273.18        500.000        94.1133                 NaN            NaN            NaN            NaN            NaN  0.525511       0.795842                 NaN  0.683268        3.88210                 NaN            NaN            NaN
  1270.68        500.000        94.6193                 NaN            NaN            NaN            NaN            NaN  0.715829       0.484538                 NaN  0.624446        3.55587                 NaN            NaN            NaN
  1268.17        500.000        95.0531                 NaN            NaN            NaN            NaN            NaN  0.449835       0.646989                 NaN  0.573598        3.27644                 NaN            NaN            NaN
  1265.66        500.000        95.4282                 NaN            NaN            NaN            NaN            NaN  0.587996       0.419522                 NaN  0.529452        3.03479                 NaN            NaN            NaN
  1263.16        500.000        95.7617                 NaN            NaN            NaN            NaN            NaN  0.391504       0.535668                 NaN  0.489603        2.82150                 NaN            NaN            NaN
  1260.65        500.000        96.0491                 NaN            NaN            NaN            NaN            NaN  0.491246       0.367976                 NaN  0.455557        2.63610                 NaN            NaN            NaN
  1258.15        500.000        96.3091                 NaN            NaN            NaN            NaN            NaN  0.450604       0.346425                 NaN  0.424288        2.46961                 NaN            NaN            NaN
  1255.64        500.000        96.5374                 NaN            NaN            NaN            NaN            NaN  0.327049       0.415875                 NaN  0.396790        2.32289                 NaN            NaN            NaN
  1253.13        500.000        96.7475                 NaN            NaN            NaN            NaN            NaN  0.309532       0.383301                 NaN  0.371249        2.18840                 NaN            NaN            NaN
  1250.63        500.000        96.9330                 NaN            NaN            NaN            NaN            NaN  0.355198       0.293934                 NaN  0.348914        2.06897                 NaN            NaN            NaN
  1248.12        500.000        97.1053                 NaN            NaN            NaN            NaN            NaN  0.278734       0.329669                 NaN  0.327918        1.95834                 NaN            NaN            NaN
  1245.61        500.000        97.2588                 NaN            NaN            NaN            NaN            NaN  0.306744       0.265388                 NaN  0.309078        1.85998                 NaN            NaN            NaN
  1243.11        500.000        97.4023                 NaN            NaN            NaN            NaN            NaN  0.285862       0.253058                 NaN  0.291629        1.76710                 NaN            NaN            NaN
  1240.60        500.000        97.5314                 NaN            NaN            NaN            NaN            NaN  0.241895       0.267017                 NaN  0.275831        1.68383                 NaN            NaN            NaN
  1238.10        500.000        97.6518                 NaN            NaN            NaN            NaN            NaN  0.249347       0.231520                 NaN  0.260978        1.60638                 NaN            NaN            NaN
  1235.59        500.000        97.7623                 NaN            NaN            NaN            NaN            NaN  0.221681       0.233622                 NaN  0.247460        1.53492                 NaN            NaN            NaN
  1233.08        500.000        97.8635                 NaN            NaN            NaN            NaN            NaN  0.212827       0.219551                 NaN  0.235036        1.46906                 NaN            NaN            NaN
  1230.58        500.000        97.9604                 NaN            NaN            NaN            NaN            NaN  0.204601       0.205193                 NaN  0.222970        1.40684                 NaN            NaN            NaN
  1228.07        500.000        98.0476                 NaN            NaN            NaN            NaN            NaN  0.192577       0.197799                 NaN  0.212409        1.34960                 NaN            NaN            NaN
  1225.56        500.000        98.1302                 NaN            NaN            NaN            NaN            NaN  0.189717       0.181926                 NaN  0.202185        1.29595                 NaN            NaN            NaN
  1223.06        500.000        98.2066                 NaN            NaN            NaN            NaN            NaN  0.170395       0.183941                 NaN  0.192634        1.24643                 NaN            NaN            NaN
  1220.55        500.000        98.2789                 NaN            NaN            NaN            NaN            NaN  0.160947       0.177435                 NaN  0.184028        1.19867                 NaN            NaN            NaN
  1218.05        500.000        93.9425                 NaN            NaN            NaN            NaN            NaN  0.377146       0.215555                 NaN  0.475270        2.85633                 NaN   2.13324                 NaN
  1215.54        500.000        88.3186                 NaN            NaN            NaN            NaN            NaN  0.752817       0.185969                 NaN  0.860487        4.96931                 NaN   4.91286                 NaN
  1213.03        500.000        88.4886                 NaN            NaN            NaN            NaN            NaN  0.931063                 NaN            NaN  0.856555        4.88205                 NaN   4.82677       0.149557E-001
  1210.53        500.000        86.4555                 NaN            NaN            NaN            NaN            NaN   1.03135                 NaN            NaN   1.01765        5.79009                 NaN   5.60080       0.104636     
  1208.02        500.000        87.2220                 NaN            NaN            NaN            NaN            NaN  0.986879                 NaN            NaN  0.954957        5.45174                 NaN   5.28939       0.950211E-001
  1205.51        500.000        87.1817       0.228212E-001            NaN            NaN            NaN            NaN  0.929185                 NaN            NaN  0.961927        5.44965                 NaN   5.36676       0.879673E-001
  1203.01        500.000        87.1440       0.338866E-001            NaN            NaN            NaN            NaN  0.898249                 NaN            NaN  0.959747        5.46703                 NaN   5.41322       0.838526E-001
  1200.50        500.000        86.9234       0.343094E-001            NaN            NaN            NaN            NaN  0.904044                 NaN            NaN  0.961441        5.58286                 NaN   5.51090       0.830795E-001
  1197.99        500.000        80.2402       0.904461E-001            NaN            NaN            NaN            NaN  0.888618                 NaN            NaN   1.48126        8.11563                 NaN   9.05933       0.124478     
  1195.49        500.000        88.7253                 NaN            NaN            NaN            NaN            NaN   1.16312                 NaN            NaN  0.708715        5.44655                 NaN   3.89315       0.631304E-001
  1192.98        500.000        19.3387       0.229479                 NaN            NaN            NaN            NaN   4.65670                 NaN            NaN   5.29145        35.8065                 NaN   34.2482       0.428937     
  1190.48        500.000                 NaN  0.304340                 NaN            NaN            NaN            NaN   5.63093                 NaN            NaN   6.40137        44.5016                 NaN   42.6355       0.526311     
  1187.97        500.000                 NaN  0.261507                 NaN            NaN            NaN            NaN   5.90928                 NaN            NaN   6.44016        44.3649                 NaN   42.5123       0.511843     
  1185.46        500.000                 NaN  0.273518                 NaN            NaN            NaN            NaN  0.873460        4.94185                 NaN   6.42669        44.4226                 NaN   42.5441       0.517721     
  1182.96        500.000                 NaN  0.260623                 NaN            NaN            NaN            NaN   5.90206                 NaN            NaN   6.43522        44.3775                 NaN   42.5105       0.514035     
  1180.45        500.000                 NaN  0.218578                 NaN            NaN            NaN            NaN   6.15569                 NaN            NaN   6.46855        44.2728                 NaN   42.3831       0.501344     
  1177.94        500.000                 NaN  0.202380                 NaN            NaN            NaN            NaN   6.24803                 NaN            NaN   6.47919        44.2393                 NaN   42.3337       0.497382     
  1175.44        500.000                 NaN  0.179783                 NaN            NaN            NaN            NaN   6.37500                 NaN            NaN   6.49370        44.1957                 NaN   42.2638       0.492093     
  1172.93        500.000                 NaN  0.157974                 NaN            NaN            NaN            NaN   6.50037                 NaN            NaN   6.50854        44.1498                 NaN   42.1969       0.486468     
  1170.43        500.000                 NaN  0.574377E-001            NaN            NaN            NaN            NaN   7.08304                 NaN            NaN   6.58022        43.9357                 NaN   41.8837       0.459868     
  1167.92        500.000                 NaN  0.457949E-001            NaN            NaN            NaN            NaN   5.19021        1.93782                 NaN   6.57919        43.9418                 NaN   41.8444       0.460862     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.40637                 NaN            NaN   6.61783        43.8254                 NaN   41.7045       0.445939     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.52444       0.858393                 NaN   6.60694        43.8607                 NaN   41.6996       0.449859     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.407289        6.96357       0.168909E-004   6.60615        43.8737                 NaN   41.6978       0.451548     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.172012        1.98271        5.24889        6.61747        43.8233                 NaN   41.7088       0.446844     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.41630                 NaN            NaN   6.62783        43.7995                 NaN   41.7133       0.443045     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.41280                 NaN            NaN   6.62609        43.8031                 NaN   41.7142       0.443839     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.746434E-001   7.33652                 NaN   6.62563        43.8035                 NaN   41.7155       0.444161     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.284486        7.12850                 NaN   6.62761        43.7982                 NaN   41.7176       0.443600     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.501477        6.91327                 NaN   6.62961        43.7929                 NaN   41.7197       0.443034     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.724494        6.69217                 NaN   6.63166        43.7874                 NaN   41.7218       0.442449     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.954078        6.46455                 NaN   6.63375        43.7819                 NaN   41.7239       0.441852     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.19068        6.22998                 NaN   6.63588        43.7762                 NaN   41.7260       0.441240     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.43610        5.98659                 NaN   6.63803        43.7706                 NaN   41.7281       0.440620     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.68605        5.73877                 NaN   6.64023        43.7647                 NaN   41.7302       0.439982     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.94528        5.48171                 NaN   6.64246        43.7589                 NaN   41.7323       0.439333     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.21260        5.21660                 NaN   6.64473        43.7529                 NaN   41.7345       0.438672     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.48812        4.94330                 NaN   6.64702        43.7469                 NaN   41.7366       0.438000     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.77745        4.65644                 NaN   6.64945        43.7406                 NaN   41.7388       0.437276     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.37133        6.01475       0.299039E-004   6.63435        43.8112                 NaN   41.7259       0.442465     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.26964        6.12305       0.273804E-004   6.63849        43.7983                 NaN   41.7293       0.441170     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.16533        6.23414                 NaN   6.64268        43.7853                 NaN   41.7327       0.439857     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.44829                 NaN            NaN   6.66399        43.7051                 NaN   41.7491       0.433544     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.45227                 NaN            NaN   6.66513        43.6977                 NaN   41.7521       0.432781     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.81854        1.64808                 NaN   6.67402        7.88512        35.7841        41.7602       0.429981     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.723490        6.70419       0.932546E-004   6.65976        43.7314                 NaN   41.7467       0.434443     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.607362        6.82772       0.889309E-004   6.66411        43.7174                 NaN   41.7502       0.433050     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.48538                 NaN            NaN   6.68914        43.6346                 NaN   41.7661       0.424719     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.49176                 NaN            NaN   6.69318        43.6218                 NaN   41.7695       0.423711     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.67264       0.812132                 NaN   6.68698        43.6325                 NaN   41.7700       0.425788     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.84947       0.639041                 NaN   6.68993        43.6239                 NaN   41.7726       0.425046     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.49787                 NaN            NaN   6.69671        43.6065                 NaN   41.7763       0.422695     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.50132                 NaN            NaN   6.69951        43.5986                 NaN   41.7787       0.421840     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.86002       0.638627                 NaN   6.69834        43.6007                 NaN   41.7799       0.422423     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.50259                 NaN            NaN   6.70098        43.5926                 NaN   41.7824       0.421467     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.50641                 NaN            NaN   6.70400        43.5841                 NaN   41.7850       0.420520     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.52641                 NaN            NaN   6.71788        43.5483                 NaN   41.7913       0.416087     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.51114       0.291143E-002            NaN   6.71077        43.5670                 NaN   41.7897       0.418454     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.29856       0.237338                 NaN   6.72666        43.5278                 NaN   41.7964       0.413232     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.04301        6.44976                 NaN   6.69527        43.5998                 NaN   41.7888       0.423332     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.11827        5.38423       0.228128E-003   6.69567        43.5915                 NaN   41.7890       0.421067     
