|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1329.45        2500.00                 NaN            NaN   99.2057                 NaN            NaN  0.143602       0.317375       0.958994E-001  0.237455                 NaN            NaN            NaN            NaN            NaN
  1327.94        2500.00                 NaN            NaN   99.2126                 NaN            NaN  0.138213       0.310116       0.104621       0.234458                 NaN            NaN            NaN            NaN            NaN
  1326.42        2500.00                 NaN            NaN   99.2217                 NaN            NaN  0.136771       0.308997       0.101071       0.231475                 NaN            NaN            NaN            NaN            NaN
  1324.90        2500.00                 NaN            NaN   99.2285                 NaN            NaN  0.134276       0.305657       0.102471       0.229079                 NaN            NaN            NaN            NaN            NaN
  1323.38        2500.00                 NaN            NaN   99.2360                 NaN            NaN  0.131298       0.302306       0.104055       0.226373                 NaN            NaN            NaN            NaN            NaN
  1321.86        2500.00                 NaN            NaN   99.2437                 NaN            NaN  0.129314       0.102955       0.300284       0.223744                 NaN            NaN            NaN            NaN            NaN
  1320.34        2500.00                 NaN            NaN   99.2513                 NaN            NaN  0.126292       0.294278       0.106963       0.221173                 NaN            NaN            NaN            NaN            NaN
  1318.83        2500.00                 NaN            NaN   99.2578                 NaN            NaN  0.123124       0.292952       0.107590       0.218576                 NaN            NaN            NaN            NaN            NaN
  1317.31        2500.00                 NaN            NaN   99.2649                 NaN            NaN  0.120685       0.108240       0.290148       0.216071                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN            NaN   99.2717                 NaN            NaN  0.119603       0.104492       0.290419       0.213828                 NaN            NaN            NaN            NaN            NaN
  1314.27        2500.00                 NaN            NaN   99.2790                 NaN            NaN  0.119275       0.102380       0.287877       0.211420                 NaN            NaN            NaN            NaN            NaN
  1312.75        2500.00                 NaN            NaN   81.2388                 NaN            NaN   1.44496        3.67794       0.343732        2.40261        10.8919                 NaN            NaN            NaN            NaN
  1311.24        2500.00                 NaN            NaN   82.6517                 NaN            NaN   1.33740        3.75751                 NaN   2.22994        10.0235                 NaN            NaN            NaN            NaN
  1309.72        2500.00                 NaN            NaN   84.1160                 NaN            NaN   1.16724        3.55180                 NaN   2.05147        9.11353                 NaN            NaN            NaN            NaN
  1308.20        2500.00                 NaN            NaN   85.3755                 NaN            NaN   1.04363        3.34238                 NaN   1.89682        8.34168                 NaN            NaN            NaN            NaN
  1306.68        2500.00                 NaN            NaN   86.4323                 NaN            NaN  0.963709        3.13796                 NaN   1.76687        7.69915                 NaN            NaN            NaN            NaN
  1305.16        2500.00                 NaN            NaN   87.3478                 NaN            NaN  0.873048        2.98536                 NaN   1.65452        7.13929                 NaN            NaN            NaN            NaN
  1303.64        2500.00                 NaN            NaN   88.1191                 NaN            NaN  0.844056        2.80041                 NaN   1.55902        6.67741                 NaN            NaN            NaN            NaN
  1302.13        2500.00                 NaN            NaN   88.7981                 NaN            NaN  0.791518        2.66920                 NaN   1.47542        6.26571                 NaN            NaN            NaN            NaN
  1300.61        2500.00                 NaN            NaN   89.3827                 NaN            NaN  0.743958        2.56106                 NaN   1.40360        5.90871                 NaN            NaN            NaN            NaN
  1299.09        2500.00                 NaN            NaN   89.9168                 NaN            NaN  0.696616        2.46481                 NaN   1.33803        5.58373                 NaN            NaN            NaN            NaN
  1297.57        2500.00                 NaN            NaN   90.3804                 NaN            NaN  0.664346        2.37165                 NaN   1.28083        5.30280                 NaN            NaN            NaN            NaN
  1296.05        2500.00                 NaN            NaN   90.7956                 NaN            NaN  0.640995        2.28065                 NaN   1.22968        5.05309                 NaN            NaN            NaN            NaN
  1294.53        2500.00                 NaN            NaN   86.1491                 NaN            NaN  0.856552        3.19099                 NaN   1.81637        7.61735       0.369642                 NaN            NaN            NaN
  1293.02        2500.00                 NaN            NaN   84.2979                 NaN            NaN  0.992599        3.49307                 NaN   2.04038        8.64939       0.526610                 NaN            NaN            NaN
  1291.50        2500.00                 NaN            NaN   84.7308                 NaN            NaN   1.00932        3.34833                 NaN   1.97476        8.42828       0.508479                 NaN            NaN            NaN
  1289.98        2500.00                 NaN            NaN   84.3369                 NaN            NaN   1.04132        3.44322                 NaN   2.01724        8.64809       0.513252                 NaN            NaN            NaN
  1288.46        2500.00                 NaN            NaN   80.6204                 NaN            NaN   1.30867        4.07804                 NaN   2.54877        10.7810       0.663155                 NaN            NaN            NaN
  1286.94        2500.00                 NaN            NaN   85.1583                 NaN            NaN   1.37486        2.51908                 NaN   1.99725        8.44783       0.502663                 NaN            NaN            NaN
  1285.43        2500.00                 NaN            NaN   87.4100                 NaN            NaN  0.398549        3.76598                 NaN   1.34643        6.77167       0.307349                 NaN            NaN            NaN
  1283.91        2500.00                 NaN            NaN   80.0341                 NaN            NaN   1.48773        4.13836                 NaN   2.47027        11.2508       0.618807                 NaN            NaN            NaN
  1282.39        2500.00                 NaN            NaN   71.5032                 NaN            NaN   2.14199        5.80347                 NaN   3.46171        16.2237       0.865929                 NaN            NaN            NaN
  1280.87        2500.00                 NaN            NaN   59.4992                 NaN            NaN   3.15320        8.10689                 NaN   4.84766        23.1814        1.21171                 NaN            NaN            NaN
  1279.35        2500.00                 NaN            NaN   64.7542                 NaN            NaN   2.87821        7.03669                 NaN   4.21203        20.0758        1.04305                 NaN            NaN            NaN
  1277.83        2500.00        1.56706                 NaN   67.3777                 NaN            NaN   1.93399        6.74603                 NaN   3.80384        18.5714                 NaN            NaN            NaN            NaN
  1276.32        2500.00        1.05067                 NaN   77.6247                 NaN            NaN   1.39612        4.77700                 NaN   2.62772        12.5238                 NaN            NaN            NaN            NaN
  1274.80        2500.00       0.864874                 NaN   82.3541                 NaN            NaN   1.05218        3.72839                 NaN   2.07571        9.92480                 NaN            NaN            NaN            NaN
  1273.28        2500.00       0.612304                 NaN   86.5639                 NaN            NaN  0.963089        2.91060                 NaN   1.60594        7.34420                 NaN            NaN            NaN            NaN
  1271.76        2500.00       0.493296                 NaN   89.3770                 NaN            NaN  0.720407        2.37330                 NaN   1.27226        5.76370                 NaN            NaN            NaN            NaN
  1270.24        2500.00       0.324629                 NaN   92.2120                 NaN            NaN  0.682172        1.70885                 NaN  0.954428        4.11794                 NaN            NaN            NaN            NaN
  1268.73        2500.00       0.337655                 NaN   92.3869                 NaN            NaN  0.584427        1.72090                 NaN  0.930412        4.03974                 NaN            NaN            NaN            NaN
  1267.21        2500.00        1.17088                 NaN   78.2511                 NaN            NaN   1.07135        4.73616                 NaN   2.61722        12.1533                 NaN            NaN            NaN            NaN
  1265.69        2500.00       0.151587                 NaN   95.9735                 NaN            NaN  0.397488       0.972063                 NaN  0.511321        1.99401                 NaN            NaN            NaN            NaN
  1264.17        2500.00        1.14803                 NaN   20.7007        53.3901                 NaN   4.18979       0.236543                 NaN   2.78701        17.5479                 NaN            NaN            NaN            NaN
  1262.65        2500.00       0.408237                 NaN   93.9892                 NaN            NaN            NaN   4.63775                 NaN  0.964795                 NaN            NaN            NaN            NaN            NaN
  1261.13        2500.00                 NaN            NaN   13.7758        67.8942                 NaN   1.03784        2.32150                 NaN   1.31358        8.17653                 NaN   3.84867        1.63193                 NaN
  1259.62        2500.00       0.140176                 NaN   96.0561                 NaN            NaN            NaN   2.43631                 NaN  0.694566                 NaN            NaN  0.505381       0.167492                 NaN
  1258.10        2500.00                 NaN            NaN   8.80791        83.0073                 NaN  0.733286       0.898774                 NaN  0.500599        4.10109                 NaN   1.38136       0.569692                 NaN
  1256.58        2500.00       0.179512                 NaN   90.4196       0.134422E-005            NaN  0.518357        2.32663                 NaN  0.899559        3.52222                 NaN   1.50415       0.629924                 NaN
  1255.06        2500.00       0.965401E-001            NaN   94.8662       0.103922E-004            NaN  0.750439                 NaN            NaN   1.68647        1.78188                 NaN  0.620349       0.198144                 NaN
  1253.54        2500.00                 NaN            NaN   98.7214                 NaN            NaN  0.127197       0.462143                 NaN  0.122263       0.312382                 NaN  0.212972       0.416418E-001            NaN
  1252.02        2500.00                 NaN            NaN   98.6795                 NaN            NaN  0.126611       0.482235                 NaN  0.126201       0.319778                 NaN  0.217752       0.479275E-001            NaN
  1250.51        2500.00                 NaN            NaN   46.6800                 NaN            NaN            NaN   28.2292                 NaN   5.05920        8.58388                 NaN   7.77943        3.66829                 NaN
  1248.99        2500.00       0.520323                 NaN   89.0600                 NaN            NaN            NaN   3.41122                 NaN   1.03750        3.84229                 NaN   1.54135       0.587344                 NaN
  1247.47        2500.00        1.41499                 NaN            NaN            NaN            NaN   4.81239        28.4040                 NaN   9.55497        33.9264                 NaN   15.3439        6.54335                 NaN
  1245.95        2500.00        1.43557                 NaN            NaN            NaN            NaN   4.96564        28.0040                 NaN   9.69757        33.8169                 NaN   15.3122        6.76815                 NaN
  1244.43        2500.00        1.53990                 NaN            NaN            NaN            NaN   5.51287        25.6011                 NaN   9.75890        35.1098                 NaN   15.6423        6.83515                 NaN
  1242.92        2500.00        1.36101                 NaN            NaN            NaN            NaN   5.02504        27.9783                 NaN   9.64782        34.0045                 NaN   15.3317        6.65164                 NaN
  1241.40        2500.00        2.41352       0.434344E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.0795                 NaN   16.9446        7.92447        19.8834     
  1239.88        2500.00        1.49875                 NaN            NaN            NaN            NaN   5.18178        27.1497                 NaN   9.73377        34.3576                 NaN   15.4312        6.64720                 NaN
  1238.36        2500.00        1.51299                 NaN            NaN            NaN            NaN   5.22862        26.9565                 NaN   9.74195        34.4812                 NaN   15.4611        6.61771                 NaN
  1236.84        2500.00        1.30598                 NaN            NaN            NaN            NaN   4.73874        29.0456                 NaN   9.50155        33.7147                 NaN   15.3638        6.32961                 NaN
  1235.32        2500.00        1.52966                 NaN            NaN            NaN            NaN   5.53541        25.9158                 NaN   9.72189        35.1119                 NaN   15.6049        6.58038                 NaN
  1233.81        2500.00        1.29938                 NaN            NaN            NaN            NaN   4.82523        28.7220                 NaN   9.77511        33.6484                 NaN   15.4272        6.30277                 NaN
  1232.29        2500.00        2.41346       0.107641E-003            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.2501                 NaN   17.0269        7.67164        19.8834     
  1230.77        2500.00        1.51117                 NaN            NaN            NaN            NaN   5.56668        25.6004                 NaN   9.81733        35.3195                 NaN   15.7478        6.43719                 NaN
  1229.25        2500.00        1.50783                 NaN            NaN            NaN            NaN   5.57270        25.6006                 NaN   9.82390        35.3439                 NaN   15.7600        6.39102                 NaN
  1227.73        2500.00        1.27302                 NaN            NaN            NaN            NaN   4.89201        28.7419                 NaN   9.78114        33.7499                 NaN   15.4126        6.14946                 NaN
  1226.21        2500.00        2.41351       0.503620E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.3679                 NaN   17.0837        7.49692        19.8834     
  1224.70        2500.00        2.41351       0.511139E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.3979                 NaN   17.0982        7.45243        19.8834     
  1223.18        2500.00        2.41351       0.518790E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.4282                 NaN   17.1128        7.40761        19.8834     
  1221.66        2500.00        2.41351       0.526094E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.4586                 NaN   17.1275        7.36246        19.8834     
  1220.14        2500.00        2.41351       0.534528E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.4893                 NaN   17.1423        7.31698        19.8834     
  1218.62        2500.00        2.41351       0.541823E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.5202                 NaN   17.1572        7.27116        19.8834     
  1217.11        2500.00        2.41351       0.550700E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.5514                 NaN   17.1722        7.22499        19.8834     
  1215.59        2500.00        2.41351       0.559015E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.5827                 NaN   17.1874        7.17849        19.8834     
  1214.07        2500.00        2.41351       0.567279E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.6143                 NaN   17.2026        7.13163        19.8834     
  1212.55        2500.00        2.41351       0.576108E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.6462                 NaN   17.2180        7.08442        19.8834     
  1211.03        2500.00        2.41351       0.583422E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.6783                 NaN   17.2335        7.03686        19.8834     
  1209.51        2500.00        2.41350       0.593807E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.7106                 NaN   17.2491        6.98895        19.8834     
  1208.00        2500.00        2.41350       0.602881E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.7431                 NaN   17.2648        6.94067        19.8834     
  1206.48        2500.00        2.41350       0.612123E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.7760                 NaN   17.2806        6.89203        19.8834     
  1204.96        2500.00        2.41350       0.621036E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.8090                 NaN   17.2966        6.84302        19.8834     
  1203.44        2500.00        2.41350       0.630986E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.8418                 NaN   17.3124        6.79448        19.8834     
  1201.92        2500.00        2.41350       0.640818E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.8755                 NaN   17.3286        6.74449        19.8834     
  1200.41        2500.00        2.41350       0.650721E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.9094                 NaN   17.3450        6.69416        19.8834     
  1198.89        2500.00        2.41350       0.660803E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.9436                 NaN   17.3615        6.64349        19.8834     
  1197.37        2500.00        2.41350       0.671054E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        39.9780                 NaN   17.3781        6.59247        19.8834     
  1195.85        2500.00        2.41350       0.681505E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.0127                 NaN   17.3948        6.54111        19.8834     
  1194.33        2500.00        2.41349       0.692140E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.0476                 NaN   17.4116        6.48940        19.8834     
  1192.81        2500.00        2.41349       0.702936E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.0827                 NaN   17.4286        6.43733        19.8834     
  1191.30        2500.00        2.41349       0.713952E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.1180                 NaN   17.4456        6.38491        19.8834     
  1189.78        2500.00        2.41349       0.725154E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.1536                 NaN   17.4628        6.33213        19.8834     
  1188.26        2500.00        2.41349       0.736559E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.1895                 NaN   17.4801        6.27898        19.8834     
  1186.74        2500.00        2.41349       0.748172E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.2256                 NaN   17.4975        6.22548        19.8834     
  1185.22        2500.00        2.41349       0.759980E-004            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.2619                 NaN   17.5151        6.17161        19.8834     
  1183.70        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.2991                 NaN   17.5330        6.11645        19.8834     
  1182.19        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.3362                 NaN   17.5509        6.06153        19.8834     
  1180.67        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.3735                 NaN   17.5689        6.00618        19.8834     
  1179.15        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.4111                 NaN   17.5870        5.95041        19.8834     
  1177.63        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.4490                 NaN   17.6053        5.89421        19.8834     
  1176.11        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.4872                 NaN   17.6238        5.83758        19.8834     
  1174.60        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.5257                 NaN   17.6423        5.78052        19.8834     
  1173.08        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.5645                 NaN   17.6611        5.72301        19.8834     
  1171.56        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.6036                 NaN   17.6799        5.66506        19.8834     
  1170.04        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.6430                 NaN   17.6989        5.60667        19.8834     
  1168.52        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.6827                 NaN   17.7181        5.54782        19.8834     
  1167.00        2500.00        1.35536                 NaN            NaN            NaN            NaN   5.82490        25.6540                 NaN   10.1071        36.5037                 NaN   16.3483        4.20659                 NaN
  1165.49        2500.00        1.04539                 NaN            NaN            NaN            NaN   5.23133        28.9664                 NaN   10.3190        34.5796                 NaN   15.9808        3.87755                 NaN
  1163.97        2500.00        1.04153                 NaN            NaN            NaN            NaN   5.23977        28.9772                 NaN   10.3274        34.6102                 NaN   15.9930        3.81097                 NaN
  1162.45        2500.00        1.01840                 NaN            NaN            NaN            NaN   5.25386        29.0146                 NaN   10.3574        34.5974                 NaN   16.0078        3.75057                 NaN
  1160.93        2500.00        2.41357                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.8858                 NaN   17.8161        5.24672        19.8834     
  1159.41        2500.00        2.41357                 NaN            NaN            NaN            NaN   5.96015                 NaN            NaN   7.79434        40.9274                 NaN   17.8361        5.18510        19.8834     
  1157.89        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015       0.178429E-004            NaN   7.79435        40.9692                 NaN   17.8563        5.12301        19.8833     
  1156.38        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015       0.181240E-004            NaN   7.79435        41.0115                 NaN   17.8767        5.06044        19.8833     
  1154.86        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015       0.184094E-004            NaN   7.79435        41.0540                 NaN   17.8972        4.99739        19.8833     
  1153.34        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015       0.187003E-004            NaN   7.79435        41.0969                 NaN   17.9179        4.93385        19.8833     
  1151.82        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015       0.189967E-004            NaN   7.79435        41.1400                 NaN   17.9387        4.86982        19.8833     
  1150.30        2500.00        2.41356                 NaN            NaN            NaN            NaN   5.96015       0.192979E-004            NaN   7.79435        41.1836                 NaN   17.9597        4.80530        19.8833     
  1148.79        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.196014E-004            NaN   7.79435        40.2761        1.63791        18.2468        5.10137        19.8833     
  1147.27        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.198765E-004            NaN   7.79435        40.3193        1.63791        18.2676        5.03736        19.8833     
  1145.75        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.201566E-004            NaN   7.79435        40.3628        1.63791        18.2886        4.97287        19.8833     
  1144.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.204407E-004            NaN   7.79435        40.4066        1.63791        18.3098        4.90788        19.8833     
  1142.71        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.207295E-004            NaN   7.79435        40.4508        1.63791        18.3311        4.84239        19.8833     
  1141.19        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.210236E-004            NaN   7.79435        40.4953        1.63791        18.3525        4.77640        19.8833     
  1139.68        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.213221E-004            NaN   7.79435        40.5402        1.63791        18.3742        4.70990        19.8833     
  1138.16        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.216261E-004            NaN   7.79435        40.5854        1.63791        18.3960        4.64289        19.8833     
  1136.64        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.219343E-004            NaN   7.79435        40.6309        1.63791        18.4180        4.57538        19.8833     
  1135.12        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.222480E-004            NaN   7.79435        40.6768        1.63791        18.4401        4.50734        19.8833     
  1133.60        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.225671E-004            NaN   7.79435        40.7230        1.63791        18.4624        4.43879        19.8833     
  1132.09        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.228913E-004            NaN   7.79435        40.7696        1.63791        18.4849        4.36971        19.8833     
  1130.57        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.232211E-004            NaN   7.79435        40.8166        1.63791        18.5075        4.30011        19.8833     
  1129.05        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.235561E-004            NaN   7.79435        40.8639        1.63791        18.5304        4.22998        19.8833     
  1127.53        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.238971E-004            NaN   7.79435        40.9116        1.63791        18.5534        4.15932        19.8833     
  1126.01        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.242438E-004            NaN   7.79435        40.9596        1.63791        18.5765        4.08812        19.8833     
  1124.49        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.245963E-004            NaN   7.79435        41.0080        1.63791        18.5999        4.01638        19.8833     
  1122.98        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.249544E-004            NaN   7.79435        41.0567        1.63791        18.6234        3.94409        19.8833     
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.351437E-004            NaN   7.79435        41.1059        1.63791        18.6471        3.87127        19.8833     
  1119.94        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.256894E-004            NaN   7.79435        41.1554        1.63791        18.6710        3.79789        19.8833     
  1118.42        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.260662E-004            NaN   7.79435        41.2052        1.63791        18.6951        3.72395        19.8833     
  1116.90        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.264493E-004            NaN   7.79435        41.2555        1.63791        18.7193        3.64947        19.8833     
  1115.38        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.268392E-004            NaN   7.79435        41.3061        1.63791        18.7437        3.57441        19.8833     
  1113.87        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.272356E-004            NaN   7.79435        41.3571        1.63791        18.7683        3.49881        19.8833     
  1112.35        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.276390E-004            NaN   7.79435        41.4085        1.63791        18.7931        3.42262        19.8833     
  1110.83        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.280487E-004            NaN   7.79435        41.4603        1.63791        18.8181        3.34588        19.8833     
  1109.31        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.284660E-004            NaN   7.79435        41.5124        1.63791        18.8433        3.26855        19.8833     
  1107.79        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.288897E-004            NaN   7.79435        41.5650        1.63791        18.8686        3.19066        19.8833     
  1106.28        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.293216E-004            NaN   7.79435        41.6179        1.63791        18.8942        3.11218        19.8833     
  1104.76        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.297614E-004            NaN   7.79435        41.6712        1.63791        18.9199        3.03312        19.8833     
  1103.24        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.302072E-004            NaN   7.79435        41.7250        1.63791        18.9458        2.95348        19.8833     
  1101.72        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.306612E-004            NaN   7.79435        41.7791        1.63791        18.9719        2.87323        19.8833     
  1100.20        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.311236E-004            NaN   7.79435        41.8336        1.63791        18.9982        2.79241        19.8833     
  1098.68        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.315950E-004            NaN   7.79435        41.8885        1.63791        19.0247        2.71097        19.8833     
  1097.17        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.320722E-004            NaN   7.79435        41.9439        1.63791        19.0514        2.62894        19.8833     
  1095.65        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.325590E-004            NaN   7.79435        41.9996        1.63791        19.0783        2.54630        19.8833     
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.330539E-004            NaN   7.79435        42.0558        1.63791        19.1054        2.46306        19.8833     
  1092.61        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.335576E-004            NaN   7.79435        42.1123        1.63791        19.1327        2.37920        19.8833     
  1091.09        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.340703E-004            NaN   7.79435        42.1693        1.63791        19.1602        2.29473        19.8833     
  1089.58        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.345917E-004            NaN   7.79435        42.2267        1.63791        19.1879        2.20965        19.8833     
  1088.06        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.351222E-004            NaN   7.79435        42.2845        1.63791        19.2158        2.12396        19.8833     
  1086.54        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.356628E-004            NaN   7.79435        42.3427        1.63791        19.2439        2.03764        19.8833     
  1085.02        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.362123E-004            NaN   7.79435        42.4014        1.63791        19.2721        1.95070        19.8833     
  1083.50        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.367718E-004            NaN   7.79435        42.4605        1.63791        19.3006        1.86313        19.8833     
  1081.98        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.373409E-004            NaN   7.79435        42.5200        1.63791        19.3293        1.77493        19.8833     
  1080.47        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.379202E-004            NaN   7.79435        42.5799        1.63791        19.3583        1.68610        19.8833     
  1078.95        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.385099E-004            NaN   7.79435        42.6402        1.63791        19.3874        1.59663        19.8833     
  1077.43        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.391098E-004            NaN   7.79435        42.7010        1.63791        19.4167        1.50653        19.8833     
  1075.91        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.397207E-004            NaN   7.79435        42.7622        1.63791        19.4462        1.41578        19.8833     
  1074.39        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.403419E-004            NaN   7.79435        42.8239        1.63791        19.4760        1.32439        19.8833     
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.409754E-004            NaN   7.79435        42.8860        1.63791        19.5059        1.23236        19.8833     
  1071.36        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.416188E-004            NaN   7.79435        42.9485        1.63791        19.5361        1.13967        19.8833     
  1069.84        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.422752E-004            NaN   7.79435        43.0114        1.63791        19.5665        1.04634        19.8833     
  1068.32        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.429419E-004            NaN   7.79435        43.0746        1.63791        19.5969       0.952707        19.8833     
  1066.80        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.436214E-004            NaN   7.79435        43.1387        1.63791        19.6279       0.857694        19.8833     
  1065.28        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.443126E-004            NaN   7.79435        43.2030        1.63791        19.6589       0.762385        19.8833     
