|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1330.97        2500.00                 NaN            NaN   99.3414                 NaN            NaN  0.996597E-001  0.774675E-001  0.247968       0.233497                 NaN            NaN            NaN            NaN            NaN
  1329.45        2500.00                 NaN            NaN   99.3493                 NaN            NaN  0.990741E-001  0.247349       0.736387E-001  0.230651                 NaN            NaN            NaN            NaN            NaN
  1327.94        2500.00                 NaN            NaN   99.3558                 NaN            NaN  0.951424E-001  0.241323       0.802148E-001  0.227537                 NaN            NaN            NaN            NaN            NaN
  1326.42        2500.00                 NaN            NaN   99.3640                 NaN            NaN  0.939901E-001  0.240145       0.774085E-001  0.224442                 NaN            NaN            NaN            NaN            NaN
  1324.90        2500.00                 NaN            NaN   99.3703                 NaN            NaN  0.920953E-001  0.237248       0.783883E-001  0.221922                 NaN            NaN            NaN            NaN            NaN
  1323.38        2500.00                 NaN            NaN   99.3772                 NaN            NaN  0.898956E-001  0.234327       0.795044E-001  0.219107                 NaN            NaN            NaN            NaN            NaN
  1321.86        2500.00                 NaN            NaN   99.3842                 NaN            NaN  0.884038E-001  0.785743E-001  0.232467       0.216370                 NaN            NaN            NaN            NaN            NaN
  1320.34        2500.00                 NaN            NaN   99.3910                 NaN            NaN  0.861702E-001  0.227556       0.815452E-001  0.213696                 NaN            NaN            NaN            NaN            NaN
  1318.83        2500.00                 NaN            NaN   99.3970                 NaN            NaN  0.838515E-001  0.226200       0.819216E-001  0.211002                 NaN            NaN            NaN            NaN            NaN
  1317.31        2500.00                 NaN            NaN   99.4035                 NaN            NaN  0.820475E-001  0.823254E-001  0.223754       0.208402                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN            NaN   99.4097                 NaN            NaN  0.811940E-001  0.793890E-001  0.223673       0.206058                 NaN            NaN            NaN            NaN            NaN
  1314.27        2500.00                 NaN            NaN   99.4165                 NaN            NaN  0.807815E-001  0.776884E-001  0.221452       0.203561                 NaN            NaN            NaN            NaN            NaN
  1312.75        2500.00                 NaN            NaN   82.1598                 NaN            NaN  0.984412        2.85306       0.263382        2.33908        11.4003                 NaN            NaN            NaN            NaN
  1311.24        2500.00                 NaN            NaN   83.5186                 NaN            NaN  0.906775        2.90770                 NaN   2.17165        10.4952                 NaN            NaN            NaN            NaN
  1309.72        2500.00                 NaN            NaN   84.9257                 NaN            NaN  0.787783        2.74275                 NaN   1.99831        9.54543                 NaN            NaN            NaN            NaN
  1308.20        2500.00                 NaN            NaN   86.1327                 NaN            NaN  0.701477        2.57737                 NaN   1.84820        8.74028                 NaN            NaN            NaN            NaN
  1306.68        2500.00                 NaN            NaN   87.1446                 NaN            NaN  0.645271        2.41732                 NaN   1.72220        8.07062                 NaN            NaN            NaN            NaN
  1305.16        2500.00                 NaN            NaN   88.0195                 NaN            NaN  0.582841        2.29692                 NaN   1.61334        7.48741                 NaN            NaN            NaN            NaN
  1303.64        2500.00                 NaN            NaN   88.7568                 NaN            NaN  0.561322        2.15429                 NaN   1.52087        7.00669                 NaN            NaN            NaN            NaN
  1302.13        2500.00                 NaN            NaN   89.4048                 NaN            NaN  0.524830        2.05217                 NaN   1.43995        6.57825                 NaN            NaN            NaN            NaN
  1300.61        2500.00                 NaN            NaN   89.9627                 NaN            NaN  0.491909        1.96790                 NaN   1.37049        6.20696                 NaN            NaN            NaN            NaN
  1299.09        2500.00                 NaN            NaN   90.4715                 NaN            NaN  0.459428        1.89306                 NaN   1.30708        5.86892                 NaN            NaN            NaN            NaN
  1297.57        2500.00                 NaN            NaN   90.9131                 NaN            NaN  0.437108        1.82108                 NaN   1.25179        5.57693                 NaN            NaN            NaN            NaN
  1296.05        2500.00                 NaN            NaN   91.3082                 NaN            NaN  0.420750        1.75124                 NaN   1.20237        5.31747                 NaN            NaN            NaN            NaN
  1294.53        2500.00                 NaN            NaN   86.9353                 NaN            NaN  0.562550        2.46109                 NaN   1.78245        8.04667       0.211910                 NaN            NaN            NaN
  1293.02        2500.00                 NaN            NaN   85.1907                 NaN            NaN  0.650642        2.70029                 NaN   2.00483        9.15130       0.302276                 NaN            NaN            NaN
  1291.50        2500.00                 NaN            NaN   85.6034                 NaN            NaN  0.659193        2.59017                 NaN   1.93939        8.91610       0.291717                 NaN            NaN            NaN
  1289.98        2500.00                 NaN            NaN   85.2327                 NaN            NaN  0.677021        2.66131                 NaN   1.98117        9.15329       0.294459                 NaN            NaN            NaN
  1288.46        2500.00                 NaN            NaN   81.6516                 NaN            NaN  0.852391        3.16759                 NaN   2.50783        11.4395       0.381156                 NaN            NaN            NaN
  1286.94        2500.00                 NaN            NaN   85.9912                 NaN            NaN  0.887279        1.94126                 NaN   1.95797        8.93444       0.287847                 NaN            NaN            NaN
  1285.43        2500.00                 NaN            NaN   88.1759                 NaN            NaN  0.256387        2.90994                 NaN   1.31930        7.16256       0.175911                 NaN            NaN            NaN
  1283.91        2500.00                 NaN            NaN   81.0772                 NaN            NaN  0.959326        3.21457                 NaN   2.43058        11.9627       0.355644                 NaN            NaN            NaN
  1282.39        2500.00                 NaN            NaN   72.7931                 NaN            NaN   1.38319        4.53335                 NaN   3.42431        17.3657       0.500323                 NaN            NaN            NaN
  1280.87        2500.00                 NaN            NaN   60.9835                 NaN            NaN   2.04366        6.38875                 NaN   4.83412        25.0442       0.705771                 NaN            NaN            NaN
  1279.35        2500.00                 NaN            NaN   66.1520                 NaN            NaN   1.85585        5.53912                 NaN   4.19153        21.6552       0.606258                 NaN            NaN            NaN
  1277.83        2500.00       0.929583                 NaN   68.7229                 NaN            NaN   1.24240        5.30821                 NaN   3.78117        20.0157                 NaN            NaN            NaN            NaN
  1276.32        2500.00       0.619557                 NaN   78.7354                 NaN            NaN  0.889165        3.73804                 NaN   2.59696        13.4209                 NaN            NaN            NaN            NaN
  1274.80        2500.00       0.508532                 NaN   83.2667                 NaN            NaN  0.668213        2.91030                 NaN   2.04476        10.6015                 NaN            NaN            NaN            NaN
  1273.28        2500.00       0.358981                 NaN   87.3620                 NaN            NaN  0.609164        2.26715                 NaN   1.57784        7.82489                 NaN            NaN            NaN            NaN
  1271.76        2500.00       0.288430                 NaN   90.0398                 NaN            NaN  0.454232        1.84457                 NaN   1.24687        6.12609                 NaN            NaN            NaN            NaN
  1270.24        2500.00       0.189294                 NaN   92.7571                 NaN            NaN  0.428471        1.32635                 NaN  0.933030        4.36578                 NaN            NaN            NaN            NaN
  1268.73        2500.00       0.196651                 NaN   92.9163                 NaN            NaN  0.366257        1.33524                 NaN  0.908550        4.27697                 NaN            NaN            NaN            NaN
  1267.21        2500.00       0.688533                 NaN   79.3443                 NaN            NaN  0.681304        3.73770                 NaN   2.57585        12.9723                 NaN            NaN            NaN            NaN
  1265.69        2500.00       0.879086E-001            NaN   96.3072                 NaN            NaN  0.248564       0.753058                 NaN  0.497585        2.10571                 NaN            NaN            NaN            NaN
  1264.17        2500.00       0.671918                 NaN   21.3092        53.7897                 NaN   2.62282       0.184994                 NaN   2.73736        18.6841                 NaN            NaN            NaN            NaN
  1262.65        2500.00       0.236779                 NaN   95.2214                 NaN            NaN            NaN   3.60189                 NaN  0.939914                 NaN            NaN            NaN            NaN            NaN
  1261.13        2500.00                 NaN            NaN   14.0256        67.6872                 NaN  0.651444        1.80836                 NaN   1.27620        8.62074                 NaN   4.11984        1.81062                 NaN
  1259.62        2500.00       0.812836E-001            NaN   96.6082                 NaN            NaN            NaN   1.90518                 NaN  0.676605                 NaN            NaN  0.542399       0.186311                 NaN
  1258.10        2500.00                 NaN            NaN   8.98088        82.9253                 NaN  0.460986       0.701189                 NaN  0.487124        4.33078                 NaN   1.48082       0.632953                 NaN
  1256.58        2500.00       0.104987                 NaN   90.8020       0.137468E-005            NaN  0.327485        1.82414                 NaN  0.879706        3.73804                 NaN   1.62037       0.703294                 NaN
  1255.06        2500.00       0.559951E-001            NaN   95.0583       0.105752E-004            NaN  0.466552                 NaN            NaN   1.64529        1.88653                 NaN  0.666632       0.220671                 NaN
  1253.54        2500.00                 NaN            NaN   98.8375                 NaN            NaN  0.789913E-001  0.359071                 NaN  0.119149       0.330372                 NaN  0.228598       0.463214E-001            NaN
  1252.02        2500.00                 NaN            NaN   98.7991                 NaN            NaN  0.786102E-001  0.374205                 NaN  0.122962       0.338127                 NaN  0.233665       0.532978E-001            NaN
  1250.51        2500.00                 NaN            NaN   49.4180                 NaN            NaN            NaN   22.9651                 NaN   5.15030        9.48329                 NaN   8.72149        4.26178                 NaN
  1248.99        2500.00       0.300186                 NaN   89.7249                 NaN            NaN            NaN   2.63864                 NaN   1.00483        4.03848                 NaN   1.64386       0.649126                 NaN
  1247.47        2500.00       0.866121                 NaN            NaN            NaN            NaN   3.14941        23.3347                 NaN   9.81364        37.8152                 NaN   17.3527        7.66822                 NaN
  1245.95        2500.00       0.878424                 NaN            NaN            NaN            NaN   3.24936        22.9782                 NaN   9.95929        37.6902                 NaN   17.3142        7.93028                 NaN
  1244.43        2500.00       0.936792                 NaN            NaN            NaN            NaN   3.59549        20.8662                 NaN   9.98929        39.0025                 NaN   17.6281        7.98168                 NaN
  1242.92        2500.00       0.832355                 NaN            NaN            NaN            NaN   3.28788        22.9503                 NaN   9.90761        37.8973                 NaN   17.3328        7.79184                 NaN
  1241.40        2500.00        1.45821       0.262503E-004            NaN            NaN            NaN   3.86199                 NaN            NaN   7.92698        43.1331                 NaN   18.9700        9.19242        15.4573     
  1239.88        2500.00       0.915473                 NaN            NaN            NaN            NaN   3.38750        22.2421                 NaN   9.98771        38.2598                 NaN   17.4286        7.77884                 NaN
  1238.36        2500.00       0.923783                 NaN            NaN            NaN            NaN   3.41736        22.0751                 NaN   9.99413        38.3900                 NaN   17.4576        7.74208                 NaN
  1236.84        2500.00       0.799932                 NaN            NaN            NaN            NaN   3.10437        23.8915                 NaN   9.77038        37.6249                 NaN   17.3872        7.42173                 NaN
  1235.32        2500.00       0.931206                 NaN            NaN            NaN            NaN   3.61316        21.1683                 NaN   9.96104        39.0435                 NaN   17.5954        7.68733                 NaN
  1233.81        2500.00       0.795464                 NaN            NaN            NaN            NaN   3.15976        23.6224                 NaN   10.0481        37.5377                 NaN   17.4503        7.38626                 NaN
  1232.29        2500.00        1.45818       0.650515E-004            NaN            NaN            NaN   3.86249                 NaN            NaN   7.92915        43.3342                 NaN   19.0592        8.89665        15.4600     
  1230.77        2500.00       0.919246                 NaN            NaN            NaN            NaN   3.63126        20.8873                 NaN   10.0531        39.2526                 NaN   17.7427        7.51375                 NaN
  1229.25        2500.00       0.917212                 NaN            NaN            NaN            NaN   3.63527        20.8900                 NaN   10.0603        39.2816                 NaN   17.7560        7.45951                 NaN
  1227.73        2500.00       0.779433                 NaN            NaN            NaN            NaN   3.20427        23.6528                 NaN   10.0577        37.6645                 NaN   17.4348        7.20643                 NaN
  1226.21        2500.00        1.45821       0.304349E-004            NaN            NaN            NaN   3.86282                 NaN            NaN   7.93061        43.4730                 NaN   19.1210        8.69245        15.4619     
  1224.70        2500.00        1.45821       0.308891E-004            NaN            NaN            NaN   3.86291                 NaN            NaN   7.93097        43.5083                 NaN   19.1367        8.64049        15.4624     
  1223.18        2500.00        1.45822       0.313513E-004            NaN            NaN            NaN   3.86299                 NaN            NaN   7.93133        43.5439                 NaN   19.1526        8.58814        15.4628     
  1221.66        2500.00        1.45822       0.317925E-004            NaN            NaN            NaN   3.86308                 NaN            NaN   7.93170        43.5797                 NaN   19.1685        8.53543        15.4633     
  1220.14        2500.00        1.45822       0.323019E-004            NaN            NaN            NaN   3.86316                 NaN            NaN   7.93207        43.6158                 NaN   19.1846        8.48233        15.4638     
  1218.62        2500.00        1.45822       0.327426E-004            NaN            NaN            NaN   3.86325                 NaN            NaN   7.93243        43.6521                 NaN   19.2009        8.42884        15.4642     
  1217.11        2500.00        1.45822       0.332788E-004            NaN            NaN            NaN   3.86333                 NaN            NaN   7.93280        43.6887                 NaN   19.2172        8.37497        15.4647     
  1215.59        2500.00        1.45822       0.337810E-004            NaN            NaN            NaN   3.86342                 NaN            NaN   7.93317        43.7256                 NaN   19.2337        8.32070        15.4652     
  1214.07        2500.00        1.45822       0.342803E-004            NaN            NaN            NaN   3.86351                 NaN            NaN   7.93353        43.7627                 NaN   19.2503        8.26604        15.4657     
  1212.55        2500.00        1.45822       0.348136E-004            NaN            NaN            NaN   3.86359                 NaN            NaN   7.93390        43.8001                 NaN   19.2670        8.21098        15.4661     
  1211.03        2500.00        1.45823       0.352554E-004            NaN            NaN            NaN   3.86368                 NaN            NaN   7.93427        43.8378                 NaN   19.2839        8.15552        15.4666     
  1209.51        2500.00        1.45823       0.358827E-004            NaN            NaN            NaN   3.86376                 NaN            NaN   7.93464        43.8757                 NaN   19.3009        8.09964        15.4671     
  1208.00        2500.00        1.45823       0.364308E-004            NaN            NaN            NaN   3.86385                 NaN            NaN   7.93501        43.9139                 NaN   19.3180        8.04336        15.4676     
  1206.48        2500.00        1.45823       0.369891E-004            NaN            NaN            NaN   3.86394                 NaN            NaN   7.93538        43.9524                 NaN   19.3353        7.98666        15.4680     
  1204.96        2500.00        1.45823       0.375274E-004            NaN            NaN            NaN   3.86403                 NaN            NaN   7.93575        43.9912                 NaN   19.3527        7.92955        15.4685     
  1203.44        2500.00        1.45824       0.381285E-004            NaN            NaN            NaN   3.86411                 NaN            NaN   7.93612        44.0296                 NaN   19.3699        7.87299        15.4690     
  1201.92        2500.00        1.45824       0.387224E-004            NaN            NaN            NaN   3.86420                 NaN            NaN   7.93649        44.0692                 NaN   19.3876        7.81475        15.4695     
  1200.41        2500.00        1.45824       0.393206E-004            NaN            NaN            NaN   3.86429                 NaN            NaN   7.93687        44.1090                 NaN   19.4055        7.75613        15.4700     
  1198.89        2500.00        1.45824       0.399296E-004            NaN            NaN            NaN   3.86438                 NaN            NaN   7.93724        44.1490                 NaN   19.4235        7.69711        15.4704     
  1197.37        2500.00        1.45825       0.405488E-004            NaN            NaN            NaN   3.86447                 NaN            NaN   7.93762        44.1894                 NaN   19.4416        7.63770        15.4709     
  1195.85        2500.00        1.45825       0.411801E-004            NaN            NaN            NaN   3.86456                 NaN            NaN   7.93799        44.2299                 NaN   19.4599        7.57790        15.4714     
  1194.33        2500.00        1.45825       0.418225E-004            NaN            NaN            NaN   3.86465                 NaN            NaN   7.93837        44.2708                 NaN   19.4783        7.51770        15.4719     
  1192.81        2500.00        1.45825       0.424747E-004            NaN            NaN            NaN   3.86474                 NaN            NaN   7.93874        44.3119                 NaN   19.4968        7.45710        15.4724     
  1191.30        2500.00        1.45826       0.431401E-004            NaN            NaN            NaN   3.86483                 NaN            NaN   7.93912        44.3533                 NaN   19.5155        7.39609        15.4729     
  1189.78        2500.00        1.45826       0.438168E-004            NaN            NaN            NaN   3.86492                 NaN            NaN   7.93950        44.3950                 NaN   19.5342        7.33468        15.4734     
  1188.26        2500.00        1.45826       0.445057E-004            NaN            NaN            NaN   3.86501                 NaN            NaN   7.93987        44.4370                 NaN   19.5531        7.27285        15.4739     
  1186.74        2500.00        1.45827       0.452072E-004            NaN            NaN            NaN   3.86510                 NaN            NaN   7.94025        44.4792                 NaN   19.5722        7.21061        15.4743     
  1185.22        2500.00        1.45827       0.459205E-004            NaN            NaN            NaN   3.86519                 NaN            NaN   7.94063        44.5217                 NaN   19.5914        7.14795        15.4748     
  1183.70        2500.00        1.45832                 NaN            NaN            NaN            NaN   3.86528                 NaN            NaN   7.94101        44.5652                 NaN   19.6110        7.08381        15.4753     
  1182.19        2500.00        1.45833                 NaN            NaN            NaN            NaN   3.86537                 NaN            NaN   7.94139        44.6085                 NaN   19.6306        7.01994        15.4758     
  1180.67        2500.00        1.45833                 NaN            NaN            NaN            NaN   3.86547                 NaN            NaN   7.94178        44.6522                 NaN   19.6503        6.95560        15.4763     
  1179.15        2500.00        1.45834                 NaN            NaN            NaN            NaN   3.86556                 NaN            NaN   7.94216        44.6962                 NaN   19.6702        6.89077        15.4768     
  1177.63        2500.00        1.45834                 NaN            NaN            NaN            NaN   3.86565                 NaN            NaN   7.94254        44.7405                 NaN   19.6902        6.82545        15.4773     
  1176.11        2500.00        1.45835                 NaN            NaN            NaN            NaN   3.86575                 NaN            NaN   7.94293        44.7851                 NaN   19.7104        6.75964        15.4778     
  1174.60        2500.00        1.45835                 NaN            NaN            NaN            NaN   3.86584                 NaN            NaN   7.94331        44.8301                 NaN   19.7308        6.69332        15.4783     
  1173.08        2500.00        1.45836                 NaN            NaN            NaN            NaN   3.86593                 NaN            NaN   7.94370        44.8754                 NaN   19.7513        6.62651        15.4788     
  1171.56        2500.00        1.45836                 NaN            NaN            NaN            NaN   3.86603                 NaN            NaN   7.94408        44.9210                 NaN   19.7720        6.55919        15.4793     
  1170.04        2500.00        1.45837                 NaN            NaN            NaN            NaN   3.86612                 NaN            NaN   7.94447        44.9670                 NaN   19.7928        6.49136        15.4799     
  1168.52        2500.00        1.45837                 NaN            NaN            NaN            NaN   3.86622                 NaN            NaN   7.94486        45.0133                 NaN   19.8138        6.42302        15.4804     
  1167.00        2500.00       0.824270                 NaN            NaN            NaN            NaN   3.80326        21.0438                 NaN   10.3701        40.6555                 NaN   18.4011        4.90186                 NaN
  1165.49        2500.00       0.639867                 NaN            NaN            NaN            NaN   3.43015        24.0209                 NaN   10.6326        38.6766                 NaN   18.0627        4.53728                 NaN
  1163.97        2500.00       0.637531                 NaN            NaN            NaN            NaN   3.43583        24.0355                 NaN   10.6419        38.7135                 NaN   18.0764        4.45930                 NaN
  1162.45        2500.00       0.623373                 NaN            NaN            NaN            NaN   3.44526        24.0732                 NaN   10.6737        38.7025                 NaN   18.0934        4.38863                 NaN
  1160.93        2500.00        1.45841                 NaN            NaN            NaN            NaN   3.86671                 NaN            NaN   7.94682        45.2503                 NaN   19.9214        6.07344        15.4829     
  1159.41        2500.00        1.45841                 NaN            NaN            NaN            NaN   3.86680                 NaN            NaN   7.94721        45.2987                 NaN   19.9434        6.00193        15.4835     
  1157.89        2500.00        1.45842                 NaN            NaN            NaN            NaN   3.86691       0.145586E-004            NaN   7.94761        45.3476                 NaN   19.9656        5.92987        15.4840     
  1156.38        2500.00        1.45843                 NaN            NaN            NaN            NaN   3.86701       0.147901E-004            NaN   7.94801        45.3968                 NaN   19.9880        5.85727        15.4845     
  1154.86        2500.00        1.45843                 NaN            NaN            NaN            NaN   3.86711       0.150252E-004            NaN   7.94841        45.4463                 NaN   20.0106        5.78411        15.4850     
  1153.34        2500.00        1.45844                 NaN            NaN            NaN            NaN   3.86721       0.152649E-004            NaN   7.94881        45.4963                 NaN   20.0333        5.71040        15.4855     
  1151.82        2500.00        1.45845                 NaN            NaN            NaN            NaN   3.86731       0.155091E-004            NaN   7.94920        45.5466                 NaN   20.0562        5.63612        15.4861     
  1150.30        2500.00        1.45846                 NaN            NaN            NaN            NaN   3.86741       0.157573E-004            NaN   7.94961        45.5973                 NaN   20.0793        5.56129        15.4866     
  1148.79        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58628       0.160249E-004            NaN   7.95866        44.6436       0.975173        20.4221        5.91019        15.5040     
  1147.27        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58640       0.162521E-004            NaN   7.95906        44.6939       0.975203        20.4451        5.83587        15.5045     
  1145.75        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58652       0.164834E-004            NaN   7.95947        44.7445       0.975233        20.4682        5.76099        15.5051     
  1144.23        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58664       0.167180E-004            NaN   7.95987        44.7956       0.975263        20.4915        5.68554        15.5056     
  1142.71        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58676       0.169566E-004            NaN   7.96027        44.8471       0.975294        20.5149        5.60952        15.5061     
  1141.19        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58688       0.171995E-004            NaN   7.96068        44.8989       0.975324        20.5386        5.53292        15.5067     
  1139.68        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58701       0.174462E-004            NaN   7.96108        44.9511       0.975355        20.5625        5.45574        15.5072     
  1138.16        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58713       0.176974E-004            NaN   7.96149        45.0037       0.975386        20.5865        5.37798        15.5078     
  1136.64        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58726       0.179522E-004            NaN   7.96190        45.0567       0.975417        20.6107        5.29963        15.5083     
  1135.12        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58738       0.182115E-004            NaN   7.96231        45.1101       0.975449        20.6351        5.22070        15.5089     
  1133.60        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58751       0.184754E-004            NaN   7.96272        45.1640       0.975480        20.6598        5.14116        15.5094     
  1132.09        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58763       0.187435E-004            NaN   7.96313        45.2182       0.975511        20.6846        5.06103        15.5100     
  1130.57        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58776       0.190163E-004            NaN   7.96355        45.2728       0.975543        20.7096        4.98029        15.5105     
  1129.05        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58789       0.192934E-004            NaN   7.96396        45.3278       0.975575        20.7348        4.89895        15.5111     
  1127.53        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58802       0.195756E-004            NaN   7.96438        45.3832       0.975607        20.7602        4.81699        15.5116     
  1126.01        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58815       0.198625E-004            NaN   7.96479        45.4391       0.975639        20.7857        4.73442        15.5122     
  1124.49        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58828       0.201542E-004            NaN   7.96521        45.4953       0.975672        20.8115        4.65123        15.5128     
  1122.98        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58841       0.204507E-004            NaN   7.96563        45.5520       0.975704        20.8375        4.56741        15.5133     
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58854       0.287953E-004            NaN   7.96606        45.6091       0.975737        20.8637        4.48297        15.5139     
  1119.94        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58867       0.210594E-004            NaN   7.96648        45.6666       0.975770        20.8901        4.39790        15.5145     
  1118.42        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58881       0.213714E-004            NaN   7.96690        45.7245       0.975803        20.9167        4.31219        15.5150     
  1116.90        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58894       0.216888E-004            NaN   7.96733        45.7829       0.975836        20.9435        4.22585        15.5156     
  1115.38        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58908       0.220119E-004            NaN   7.96775        45.8417       0.975870        20.9705        4.13886        15.5162     
  1113.87        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58921       0.223404E-004            NaN   7.96818        45.9009       0.975903        20.9978        4.05122        15.5168     
  1112.35        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58935       0.226748E-004            NaN   7.96861        45.9606       0.975937        21.0252        3.96293        15.5174     
  1110.83        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58949       0.230144E-004            NaN   7.96904        46.0207       0.975971        21.0529        3.87399        15.5180     
  1109.31        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58962       0.233605E-004            NaN   7.96948        46.0812       0.976005        21.0807        3.78439        15.5185     
  1107.79        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58976       0.237119E-004            NaN   7.96991        46.1422       0.976039        21.1088        3.69413        15.5191     
  1106.28        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58990       0.240702E-004            NaN   7.97035        46.2036       0.976074        21.1371        3.60320        15.5197     
  1104.76        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59004       0.244350E-004            NaN   7.97079        46.2655       0.976109        21.1656        3.51160        15.5203     
  1103.24        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59019       0.248050E-004            NaN   7.97123        46.3279       0.976144        21.1943        3.41933        15.5209     
  1101.72        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59033       0.251818E-004            NaN   7.97167        46.3906       0.976179        21.2232        3.32637        15.5215     
  1100.20        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59047       0.255657E-004            NaN   7.97211        46.4539       0.976214        21.2524        3.23275        15.5222     
  1098.68        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59062       0.259571E-004            NaN   7.97255        46.5176       0.976250        21.2818        3.13841        15.5228     
  1097.17        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59076       0.263535E-004            NaN   7.97300        46.5818       0.976286        21.3114        3.04339        15.5234     
  1095.65        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59091       0.267578E-004            NaN   7.97345        46.6464       0.976322        21.3412        2.94768        15.5240     
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59106       0.271689E-004            NaN   7.97390        46.7115       0.976358        21.3713        2.85128        15.5246     
  1092.61        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59121       0.275875E-004            NaN   7.97435        46.7771       0.976394        21.4016        2.75415        15.5252     
  1091.09        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59136       0.280137E-004            NaN   7.97480        46.8431       0.976431        21.4321        2.65634        15.5259     
  1089.58        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59151       0.284471E-004            NaN   7.97526        46.9096       0.976468        21.4628        2.55781        15.5265     
  1088.06        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59166       0.288882E-004            NaN   7.97571        46.9766       0.976505        21.4938        2.45858        15.5271     
  1086.54        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59181       0.293378E-004            NaN   7.97617        47.0441       0.976542        21.5250        2.35863        15.5278     
  1085.02        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59197       0.297949E-004            NaN   7.97663        47.1120       0.976580        21.5564        2.25796        15.5284     
  1083.50        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59212       0.302604E-004            NaN   7.97709        47.1804       0.976617        21.5881        2.15657        15.5291     
  1081.98        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59228       0.307340E-004            NaN   7.97756        47.2493       0.976655        21.6200        2.05446        15.5297     
  1080.47        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59243       0.312161E-004            NaN   7.97802        47.3187       0.976694        21.6521        1.95162        15.5304     
  1078.95        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59259       0.317072E-004            NaN   7.97849        47.3886       0.976732        21.6845        1.84804        15.5310     
  1077.43        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59275       0.322067E-004            NaN   7.97896        47.4590       0.976771        21.7171        1.74373        15.5317     
  1075.91        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59291       0.327155E-004            NaN   7.97943        47.5299       0.976810        21.7499        1.63868        15.5324     
  1074.39        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59307       0.332330E-004            NaN   7.97991        47.6012       0.976849        21.7830        1.53289        15.5330     
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59324       0.337608E-004            NaN   7.98038        47.6731       0.976889        21.8163        1.42635        15.5337     
  1071.36        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59340       0.342971E-004            NaN   7.98086        47.7455       0.976928        21.8499        1.31906        15.5344     
  1069.84        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59356       0.348442E-004            NaN   7.98134        47.8183       0.976968        21.8837        1.21102        15.5350     
  1068.32        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59373       0.354001E-004            NaN   7.98182        47.8914       0.977008        21.9176        1.10265        15.5357     
