|6.6.6
Archiving\03_Data\eq/QFM_m1.75/NWA1068/NWA1068_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Opx(TH)        an             San(TH)        ab            
  1294.87        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
  1291.67        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
  1288.46        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
  1285.26        2500.00                 NaN  0.779096                 NaN   1.41401        30.3820        28.3935        26.9545                 NaN   9.08132        2.99562                 NaN
  1282.05        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1278.85        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1275.64        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1272.44        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1269.23        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1266.03        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1262.82        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1259.62        2500.00                 NaN  0.779105                 NaN   1.43145        30.5643        28.4342        26.4551                 NaN   9.34920        2.98676                 NaN
  1256.41        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1253.21        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1250.00        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1246.79        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1243.59        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1240.38        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1237.18        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1233.97        2500.00                 NaN  0.779112                 NaN   1.44903        30.7272        26.0004        28.4768                 NaN   9.59530        2.97210                 NaN
  1230.77        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1227.56        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1224.36        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1221.15        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1217.95        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1214.74        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1211.54        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1208.33        2500.00                 NaN  0.779119                 NaN   1.46637        30.8718        25.5902        28.5187                 NaN   9.82149        2.95230                 NaN
  1205.13        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1201.92        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1198.72        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1195.51        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1192.31        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1189.10        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1185.90        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1182.69        2500.00                 NaN  0.779125                 NaN   1.48361        31.0004        28.5655        25.2132                 NaN   10.0292        2.92899                 NaN
  1179.49        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1176.28        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1173.08        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1169.87        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1166.67        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1163.46        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1160.26        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1157.05        2500.00                 NaN  0.779130                 NaN   1.50206        31.1120        24.8673        28.6195                 NaN   10.2208        2.89921                 NaN
  1153.85        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1150.64        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1147.44        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1144.23        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1141.03        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1137.82        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1134.62        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1131.41        2500.00                 NaN  0.779134                 NaN   1.52076        31.2111        28.6813        24.5437                 NaN   10.3980        2.86600                 NaN
  1128.21        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1125.00        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1121.79        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1118.59        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1115.38        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1112.18        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1108.97        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1105.77        2500.00                 NaN  0.779138                 NaN   1.54007        31.2967        28.7522        24.2414                 NaN   10.5626        2.82788                 NaN
  1102.56        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1099.36        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1096.15        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1092.95        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1089.74        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1086.54        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1083.33        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1080.13        2500.00                 NaN  0.779141                 NaN   1.56038        31.3694        23.9576        28.8325                 NaN   10.7157        2.78528                 NaN
  1076.92        2500.00                 NaN  0.779143                 NaN   1.58217        31.4327        28.9189        23.6901                 NaN   10.8581        2.73885                 NaN
  1073.72        2500.00                 NaN  0.779143                 NaN   1.58110        31.4347        28.7535        23.6773       0.177868        10.8640        2.73241                 NaN
  1070.51        2500.00                 NaN  0.779142                 NaN   1.57961        31.4330        23.6689        28.5704       0.375175        10.8696        2.72414                 NaN
  1067.31        2500.00                 NaN  0.779142                 NaN   1.57961        31.4330        23.6689        28.5704       0.375175        10.8696        2.72414                 NaN
  1064.10        2500.00                 NaN  0.779140                 NaN   1.57701        31.4331        28.2013        23.6497       0.771181        10.8797        2.70889                 NaN
  1060.90        2500.00                 NaN  0.779140                 NaN   1.57701        31.4331        28.2013        23.6497       0.771181        10.8797        2.70889                 NaN
  1057.69        2500.00                 NaN  0.779140                 NaN   1.57701        31.4331        28.2013        23.6497       0.771181        10.8797        2.70889                 NaN
  1054.49        2500.00                 NaN  0.779140                 NaN   1.57701        31.4331        28.2013        23.6497       0.771181        10.8797        2.70889                 NaN
  1051.28        2500.00                 NaN  0.779137                 NaN   1.57325        31.4276        23.6110        27.4816        1.55257        10.9008        2.67403                 NaN
  1048.08        2500.00                 NaN  0.779137                 NaN   1.57325        31.4276        23.6110        27.4816        1.55257        10.9008        2.67403                 NaN
  1044.87        2500.00                 NaN  0.779137                 NaN   1.57325        31.4276        23.6110        27.4816        1.55257        10.9008        2.67403                 NaN
  1041.67        2500.00                 NaN  0.779137                 NaN   1.57325        31.4276        23.6110        27.4816        1.55257        10.9008        2.67403                 NaN
  1038.46        2500.00                 NaN  0.779134                 NaN   1.57144        31.4202        26.7731        23.5721        2.32672        10.9210        2.63640                 NaN
  1035.26        2500.00                 NaN  0.779134                 NaN   1.57144        31.4202        26.7731        23.5721        2.32672        10.9210        2.63640                 NaN
  1032.05        2500.00                 NaN  0.779133                 NaN   1.57138        31.4142        23.5456        26.4402        2.69947        10.9339        2.61607                 NaN
  1028.85        2500.00                 NaN  0.779132                 NaN   1.57163        31.4088        26.2779        23.5345        2.88830        10.9425        1.79908       0.798153     
  1025.64        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1022.44        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1019.23        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1016.03        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1012.82        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1009.62        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1006.41        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1003.21        2500.00                 NaN  0.779130                 NaN   1.57221        31.3986        26.1307        23.5237        3.07158        10.9555                 NaN   2.56871     
  1000.00        2500.00                 NaN  0.779126                 NaN   1.57979        31.3914        24.7812        23.4309        4.52733        10.9682                 NaN   2.54200     
