|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1531.33        500.000        99.5252                 NaN            NaN            NaN            NaN  0.468327       0.649227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5323                 NaN            NaN            NaN            NaN  0.461275       0.639597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5346                 NaN            NaN            NaN            NaN  0.459061       0.636738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5378                 NaN            NaN            NaN            NaN  0.455908       0.631938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5396                 NaN            NaN            NaN            NaN  0.454125       0.628025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5453                 NaN            NaN            NaN            NaN  0.448533       0.621032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5514                 NaN            NaN            NaN            NaN  0.442403       0.614885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.5532                 NaN            NaN            NaN            NaN  0.440689       0.612753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.5572                 NaN            NaN            NaN            NaN  0.436748       0.607331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.5608                 NaN            NaN            NaN            NaN  0.433128       0.602848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.4815                 NaN            NaN            NaN            NaN  0.354682       0.362188E-002  0.160190                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.4687                 NaN            NaN            NaN            NaN  0.538258E-002            NaN  0.525943                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.7428                 NaN            NaN            NaN            NaN  0.614357E-002            NaN   1.25110                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1214                 NaN            NaN            NaN            NaN  0.498430E-002            NaN  0.873606                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1303                 NaN            NaN            NaN            NaN  0.527191E-002            NaN  0.864421                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1447                 NaN            NaN            NaN            NaN  0.384195E-001            NaN  0.816831                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1464                 NaN            NaN            NaN            NaN            NaN            NaN  0.853582                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1546                 NaN            NaN            NaN            NaN  0.212641E-005            NaN  0.845377                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1626                 NaN            NaN            NaN            NaN  0.327525E-005            NaN  0.837368                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1699                 NaN            NaN            NaN            NaN  0.287656E-002            NaN  0.827187                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1681                 NaN            NaN            NaN            NaN            NaN            NaN  0.831865                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1919                 NaN            NaN            NaN            NaN            NaN            NaN  0.808081                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1400                 NaN            NaN            NaN            NaN            NaN            NaN  0.636921       0.223121                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10918                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12756                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15895                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.6019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.450550       0.947594                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.2557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20439       0.539903                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.2800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18783       0.532182                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.3111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16320       0.525723                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.3353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.518979        1.14574                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.3622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.510449        1.12732                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.3869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.504895        1.10823                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.4086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09098       0.500411                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.4355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07281       0.491691                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.4529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05576       0.491299                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.4825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03652       0.480983                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.4991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02450       0.476445                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.471283        1.00878                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.993575       0.466835                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.461354       0.980019                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.965474       0.457011                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.452473       0.951907                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6145                 NaN            NaN            NaN            NaN            NaN  0.715085E-003            NaN  0.935726       0.449059                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6306                 NaN            NaN            NaN            NaN            NaN  0.828907E-004            NaN  0.443432       0.925916                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6471                 NaN            NaN            NaN            NaN            NaN  0.114968E-002            NaN  0.440537       0.911235                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6650                 NaN            NaN            NaN            NaN            NaN  0.101720E-002            NaN  0.897573       0.436416                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6807                 NaN            NaN            NaN            NaN            NaN  0.897768E-003            NaN  0.885878       0.432559                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.6950                 NaN            NaN            NaN            NaN            NaN  0.785610E-003            NaN  0.875607       0.428586                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.7098                 NaN            NaN            NaN            NaN            NaN  0.668927E-003            NaN  0.424424       0.865073                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.7213                 NaN            NaN            NaN            NaN            NaN  0.558316E-003            NaN  0.420408       0.857703                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.7384                 NaN            NaN            NaN            NaN            NaN  0.452751E-003            NaN  0.844390       0.416798                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.7504                 NaN            NaN            NaN            NaN            NaN  0.351397E-003            NaN  0.412620       0.836582                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.4659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.850780       0.532823       0.150453                 NaN            NaN            NaN
  1395.99        500.000        96.8729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20293       0.953668       0.970514                 NaN            NaN            NaN
  1393.48        500.000        96.9523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17346       0.929419       0.944789                 NaN            NaN            NaN
  1390.98        500.000        97.0192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.909671        1.14870       0.922388                 NaN            NaN            NaN
  1388.47        500.000        97.0980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.886726        1.11854       0.896706                 NaN            NaN            NaN
  1385.96        500.000        97.1627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09643       0.865321       0.875575                 NaN            NaN            NaN
  1383.46        500.000        97.2238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.846779        1.07409       0.855300                 NaN            NaN            NaN
  1380.95        500.000        97.2835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.828332        1.05275       0.835445                 NaN            NaN            NaN
  1378.45        500.000        97.3267                 NaN            NaN            NaN            NaN  0.329767                 NaN            NaN  0.471698       0.981060       0.890727                 NaN            NaN            NaN
  1375.94        500.000        97.3788                 NaN            NaN            NaN            NaN  0.445677                 NaN            NaN   1.02783       0.249101       0.898556                 NaN            NaN            NaN
  1373.43        500.000        97.4461                 NaN            NaN            NaN            NaN  0.445041                 NaN            NaN   1.01510       0.218002       0.875748                 NaN            NaN            NaN
  1370.93        500.000        97.5008                 NaN            NaN            NaN            NaN  0.449899                 NaN            NaN   1.00741       0.182859       0.859085                 NaN            NaN            NaN
  1368.42        500.000        97.5555                 NaN            NaN            NaN            NaN  0.452845                 NaN            NaN  0.153307       0.996993       0.841401                 NaN            NaN            NaN
  1365.91        500.000        97.6048                 NaN            NaN            NaN            NaN  0.456025                 NaN            NaN  0.124002       0.989367       0.825808                 NaN            NaN            NaN
  1363.41        500.000        97.6645                 NaN            NaN            NaN            NaN  0.456219                 NaN            NaN  0.976328       0.967341E-001  0.806267                 NaN            NaN            NaN
  1360.90        500.000        97.7156                 NaN            NaN            NaN            NaN  0.458337                 NaN            NaN  0.968982       0.669446E-001  0.790090                 NaN            NaN            NaN
  1358.40        500.000        97.7640                 NaN            NaN            NaN            NaN  0.458772                 NaN            NaN  0.433279E-001  0.959779       0.774073                 NaN            NaN            NaN
  1355.89        500.000        97.8109                 NaN            NaN            NaN            NaN  0.458459                 NaN            NaN  0.951261       0.210055E-001  0.758334                 NaN            NaN            NaN
  1353.38        500.000        97.8273                 NaN            NaN            NaN            NaN  0.396810                 NaN            NaN  0.877398       0.158900       0.739586                 NaN            NaN            NaN
  1350.88        500.000        97.8988                 NaN            NaN            NaN            NaN  0.449037                 NaN            NaN  0.925167                 NaN  0.727002                 NaN            NaN            NaN
  1348.37        500.000        97.9370                 NaN            NaN            NaN            NaN  0.443560                 NaN            NaN  0.906720                 NaN  0.712744                 NaN            NaN            NaN
  1345.86        500.000        97.9772                 NaN            NaN            NaN            NaN  0.435198                 NaN            NaN  0.890025                 NaN  0.697601                 NaN            NaN            NaN
  1343.36        500.000        98.0131                 NaN            NaN            NaN            NaN  0.426253                 NaN            NaN  0.877181                 NaN  0.683449                 NaN            NaN            NaN
  1340.85        500.000        98.0508                 NaN            NaN            NaN            NaN  0.416919                 NaN            NaN  0.863444                 NaN  0.668819                 NaN            NaN            NaN
  1338.35        500.000        98.0877                 NaN            NaN            NaN            NaN  0.411288                 NaN            NaN  0.845989                 NaN  0.655035                 NaN            NaN            NaN
  1335.84        500.000        98.1222                 NaN            NaN            NaN            NaN  0.402936                 NaN            NaN  0.832955                 NaN  0.641938                 NaN            NaN            NaN
  1333.33        500.000        98.1571                 NaN            NaN            NaN            NaN  0.395677                 NaN            NaN  0.818972                 NaN  0.628210                 NaN            NaN            NaN
  1330.83        500.000        98.1897                 NaN            NaN            NaN            NaN  0.389381                 NaN            NaN  0.805007                 NaN  0.615927                 NaN            NaN            NaN
  1328.32        500.000        98.2220                 NaN            NaN            NaN            NaN  0.380751                 NaN            NaN  0.794095                 NaN  0.603143                 NaN            NaN            NaN
  1325.81        500.000        98.2560                 NaN            NaN            NaN            NaN  0.373700                 NaN            NaN  0.779765                 NaN  0.590538                 NaN            NaN            NaN
  1323.31        500.000        98.0564                 NaN            NaN            NaN            NaN  0.295095       0.115480                 NaN  0.898434                 NaN  0.634631                 NaN            NaN            NaN
  1320.80        500.000        98.0321                 NaN            NaN            NaN            NaN  0.268980       0.145256                 NaN  0.917325                 NaN  0.636313                 NaN            NaN            NaN
  1318.30        500.000        98.0459                 NaN            NaN            NaN            NaN  0.249256       0.148041                 NaN  0.928233                 NaN  0.628559                 NaN            NaN            NaN
  1315.79        500.000        98.1163                 NaN            NaN            NaN            NaN  0.247987       0.144014                 NaN  0.885830                 NaN  0.605916                 NaN            NaN            NaN
  1313.28        500.000        98.1531                 NaN            NaN            NaN            NaN  0.250640       0.128109                 NaN  0.864478                 NaN  0.595181       0.848327E-002            NaN            NaN
  1310.78        500.000        98.1961                 NaN            NaN            NaN            NaN  0.323774       0.525300E-002            NaN  0.805520                 NaN  0.589081       0.802434E-001            NaN            NaN
  1308.27        500.000        98.2414                 NaN            NaN            NaN            NaN  0.321179                 NaN            NaN  0.782345                 NaN  0.574635       0.804056E-001            NaN            NaN
  1305.76        500.000        98.2842                 NaN            NaN            NaN            NaN  0.315238                 NaN            NaN  0.762280                 NaN  0.560502       0.777464E-001            NaN            NaN
  1303.26        500.000        98.3273                 NaN            NaN            NaN            NaN  0.308864                 NaN            NaN  0.742209                 NaN  0.546404       0.751774E-001            NaN            NaN
  1300.75        500.000        98.3675                 NaN            NaN            NaN            NaN  0.301840                 NaN            NaN  0.725213                 NaN  0.532771       0.726387E-001            NaN            NaN
  1298.25        500.000        98.4082                 NaN            NaN            NaN            NaN  0.294688                 NaN            NaN  0.707680                 NaN  0.519287       0.701938E-001            NaN            NaN
  1295.74        500.000        98.4481                 NaN            NaN            NaN            NaN  0.287677                 NaN            NaN  0.690461                 NaN  0.505892       0.678272E-001            NaN            NaN
  1293.23        500.000        98.4873                 NaN            NaN            NaN            NaN  0.281044                 NaN            NaN  0.673080                 NaN  0.493032       0.655418E-001            NaN            NaN
  1290.73        500.000        98.5253                 NaN            NaN            NaN            NaN  0.273380                 NaN            NaN  0.657800                 NaN  0.480183       0.633119E-001            NaN            NaN
  1288.22        500.000        98.5595                 NaN            NaN            NaN            NaN  0.268370                 NaN            NaN  0.642137                 NaN  0.468724       0.612385E-001            NaN            NaN
  1285.71        500.000        98.5980                 NaN            NaN            NaN            NaN  0.260602                 NaN            NaN  0.626498                 NaN  0.455823       0.591055E-001            NaN            NaN
  1283.21        500.000        98.6321                 NaN            NaN            NaN            NaN  0.253984                 NaN            NaN  0.612503                 NaN  0.444321       0.570918E-001            NaN            NaN
  1280.70        500.000        98.6699                 NaN            NaN            NaN            NaN  0.246435                 NaN            NaN  0.595853                 NaN  0.432543       0.552198E-001            NaN            NaN
  1278.20        500.000        98.6995                 NaN            NaN            NaN            NaN  0.240407                 NaN            NaN  0.586036                 NaN  0.420905       0.531397E-001            NaN            NaN
  1275.69        500.000        98.7334                 NaN            NaN            NaN            NaN  0.233137                 NaN            NaN  0.571834                 NaN  0.410212       0.513913E-001            NaN            NaN
  1273.18        500.000        98.7673                 NaN            NaN            NaN            NaN  0.226744                 NaN            NaN  0.557551                 NaN  0.398841       0.495577E-001            NaN            NaN
  1270.68        500.000        98.7986                 NaN            NaN            NaN            NaN  0.220533                 NaN            NaN  0.544590                 NaN  0.388401       0.478537E-001            NaN            NaN
  1268.17        500.000        98.8300                 NaN            NaN            NaN            NaN  0.214498                 NaN            NaN  0.531249                 NaN  0.378054       0.461876E-001            NaN            NaN
  1265.66        500.000        98.8607                 NaN            NaN            NaN            NaN  0.207906                 NaN            NaN  0.519151                 NaN  0.367666       0.445353E-001            NaN            NaN
  1263.16        500.000        98.8915                 NaN            NaN            NaN            NaN  0.201485                 NaN            NaN  0.506576                 NaN  0.357522       0.429615E-001            NaN            NaN
  1260.65        500.000        98.9198                 NaN            NaN            NaN            NaN  0.195740                 NaN            NaN  0.495031                 NaN  0.348006       0.414466E-001            NaN            NaN
  1258.15        500.000        92.6256                 NaN            NaN            NaN            NaN  0.514987                 NaN            NaN   1.41937                 NaN   1.05706       0.163597        4.21944                 NaN
  1255.64        500.000        91.8868                 NaN            NaN            NaN            NaN  0.536242                 NaN            NaN   1.51126                 NaN   1.12296       0.174408        4.76830                 NaN
  1253.13        500.000        92.6487                 NaN            NaN            NaN            NaN  0.483547                 NaN            NaN   1.37984                 NaN   1.02030       0.156418        4.31116                 NaN
  1250.63        500.000        93.2756                 NaN            NaN            NaN            NaN  0.440002                 NaN            NaN   1.27255                 NaN  0.934495       0.141358        3.93600                 NaN
  1248.12        500.000        93.8337                 NaN            NaN            NaN            NaN  0.401040                 NaN            NaN   1.17281                 NaN  0.857335       0.128014        3.60706                 NaN
  1245.61        500.000        94.3090                 NaN            NaN            NaN            NaN  0.367447                 NaN            NaN   1.08782                 NaN  0.790721       0.116443        3.32854                 NaN
  1243.11        500.000        94.7287                 NaN            NaN            NaN            NaN  0.337146                 NaN            NaN   1.01258                 NaN  0.731050       0.106192        3.08437                 NaN
  1240.60        500.000        95.0953                 NaN            NaN            NaN            NaN  0.311954                 NaN            NaN  0.945274                 NaN  0.678421       0.971395E-001   2.87191                 NaN
  1238.10        500.000        95.4232                 NaN            NaN            NaN            NaN  0.289091                 NaN            NaN  0.884894                 NaN  0.630823       0.889554E-001   2.68306                 NaN
  1235.59        500.000        95.7218                 NaN            NaN            NaN            NaN  0.267753                 NaN            NaN  0.829446                 NaN  0.586993       0.815989E-001   2.51243                 NaN
  1233.08        500.000        95.9901                 NaN            NaN            NaN            NaN  0.248918                 NaN            NaN  0.779123                 NaN  0.547302       0.748752E-001   2.35965                 NaN
  1230.58        500.000        96.2363                 NaN            NaN            NaN            NaN  0.231459                 NaN            NaN  0.732700                 NaN  0.510602       0.687676E-001   2.22014                 NaN
  1228.07        500.000        96.4609                 NaN            NaN            NaN            NaN  0.215144                 NaN            NaN  0.690341                 NaN  0.477004       0.631726E-001   2.09347                 NaN
  1225.56        500.000        96.6679                 NaN            NaN            NaN            NaN  0.199893                 NaN            NaN  0.651480                 NaN  0.445757       0.580456E-001   1.97691                 NaN
  1223.06        500.000        96.8578                 NaN            NaN            NaN            NaN  0.185685                 NaN            NaN  0.615576                 NaN  0.417039       0.533948E-001   1.87048                 NaN
  1220.55        500.000        97.0336                 NaN            NaN            NaN            NaN  0.172089                 NaN            NaN  0.583076                 NaN  0.390452       0.490692E-001   1.77169                 NaN
  1218.05        500.000        97.1952                 NaN            NaN            NaN            NaN  0.159223                 NaN            NaN  0.553511                 NaN  0.365851       0.451333E-001   1.68109                 NaN
  1215.54        500.000        97.3480                 NaN            NaN            NaN            NaN  0.145597                 NaN            NaN  0.526628                 NaN  0.342628       0.414514E-001   1.59565                 NaN
  1213.03        500.000        46.9370                 NaN            NaN            NaN            NaN   1.48363                 NaN            NaN   4.46816                 NaN   4.51354       0.314448        20.9686        21.3146     
  1210.53        500.000        52.6364                 NaN            NaN            NaN            NaN   1.38696                 NaN            NaN   3.86296                 NaN   4.01034       0.276198        18.6582        19.1690     
  1208.02        500.000        75.3507                 NaN            NaN            NaN            NaN  0.723209                 NaN            NaN   2.13822                 NaN   2.09111       0.141692        9.73648        9.81860     
  1205.51        500.000        70.0603                 NaN            NaN            NaN            NaN  0.949454                 NaN            NaN   2.29472                 NaN   2.51687       0.173467        11.8248        12.1803     
  1203.01        500.000        80.3561                 NaN            NaN            NaN            NaN  0.588133                 NaN            NaN   1.60363                 NaN   1.64861       0.112255        7.79589        7.89539     
  1200.50        500.000        81.8795                 NaN            NaN            NaN            NaN  0.528127                 NaN            NaN   1.46116                 NaN   1.51176       0.101682        7.21069        7.30703     
  1197.99        500.000        78.9905                 NaN            NaN            NaN            NaN  0.573128                 NaN            NaN   1.46654                 NaN   1.76428       0.106527        8.40091        8.69815     
  1195.49        500.000        77.2001                 NaN            NaN            NaN            NaN  0.582214                 NaN            NaN   1.92018                 NaN   1.85385       0.120608        9.05578        9.26721     
  1192.98        500.000        95.6058                 NaN            NaN            NaN            NaN  0.576329E-001            NaN            NaN  0.757873                 NaN  0.359352       0.249869E-001   1.82523        1.36911     
  1190.48        500.000        84.1304                 NaN            NaN            NaN            NaN  0.303365                 NaN            NaN   1.34767       0.130745E-002   1.27401       0.740312E-001   6.48969        6.37952     
  1187.97        500.000        73.1726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.348822        2.49538        2.11490       0.909000E-001   11.0964        10.6810     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   2.28440                 NaN            NaN   5.46474       0.680472E-003   7.15178       0.486444        43.5624        41.0496     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.29948                 NaN            NaN   5.44037                 NaN   7.15161       0.487205        43.5629        41.0584     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.31391                 NaN            NaN   5.41646                 NaN   7.15150       0.487927        43.5632        41.0670     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.31266                 NaN            NaN   5.40712                 NaN   7.14824       0.490458        43.5744        41.0672     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   2.32417                 NaN            NaN   5.38795                 NaN   7.14753       0.490897        43.5751        41.0743     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   2.33593                 NaN            NaN   5.37026                 NaN   7.14858       0.491139        43.5719        41.0822     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   2.34021                 NaN            NaN   5.37790                 NaN   7.13430       0.488661        43.5649        41.0940     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   2.36361                 NaN            NaN   5.32034                 NaN   7.16237       0.493615        43.5601        41.1000     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   2.37796                 NaN            NaN   5.29527                 NaN   7.16029       0.494448        43.5647        41.1074     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   2.38831                 NaN            NaN   5.27893                 NaN   7.16041       0.494790        43.5631        41.1144     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.39367                 NaN            NaN   5.27495                 NaN   7.15147       0.494027        43.5652        41.1206     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   2.40928                 NaN            NaN   5.24985                 NaN   7.15110       0.494878        43.5642        41.1307     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.41727                 NaN            NaN   5.23567                 NaN   7.15059       0.495001        43.5669        41.1346     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.41608                 NaN            NaN   5.23604                 NaN   7.16070       0.495214        43.5552        41.1368     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.43508                 NaN            NaN   5.20767                 NaN   7.15240       0.495772        43.5617        41.1473     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.44660                 NaN            NaN   5.18741                 NaN   7.15052       0.496573        43.5650        41.1539     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.45636                 NaN            NaN   5.17167                 NaN   7.15081       0.496993        43.5636        41.1606     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.46327                 NaN            NaN   5.15985                 NaN   7.16007       0.497817        43.5505        41.1684     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.47634                 NaN            NaN   5.14025                 NaN   7.15177       0.497655        43.5597        41.1742     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   2.47359                 NaN            NaN   5.14768                 NaN   7.15418       0.497069        43.5514        41.1761     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.48136                 NaN            NaN   5.13565                 NaN   7.15441       0.497320        43.5493        41.1819     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.52196                 NaN            NaN   5.07743                 NaN   7.15511       0.497420        43.5446        41.2034     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.49827                 NaN            NaN   5.10929                 NaN   7.15537       0.497956        43.5449        41.1942     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.50642                 NaN            NaN   5.09647                 NaN   7.15586       0.498262        43.5427        41.2003     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.53142                 NaN            NaN   5.04939                 NaN   7.15657       0.500054        43.5519        41.2107     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.53946                 NaN            NaN   5.03641                 NaN   7.15670       0.500406        43.5503        41.2167     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.56389                 NaN            NaN   5.01061                 NaN   7.15727       0.499139        43.5349        41.2342     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.55370                 NaN            NaN   5.01499                 NaN   7.15771       0.500854        43.5445        41.2282     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   2.57917                 NaN            NaN   4.98662                 NaN   7.15834       0.499716        43.5302        41.2459     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.58656                 NaN            NaN   4.97506                 NaN   7.15892       0.499988        43.5278        41.2517     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.59382                 NaN            NaN   4.96376                 NaN   7.15951       0.500251        43.5253        41.2574     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.56755                 NaN            NaN   5.00043                 NaN   7.16017       0.500522        43.5241        41.2473     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.58507                 NaN            NaN   4.96868                 NaN   7.16268       0.502151        43.5236        41.2578     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   2.61476                 NaN            NaN   4.93134                 NaN   7.16142       0.500984        43.5173        41.2742     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.61997                 NaN            NaN   4.92407                 NaN   7.16243       0.501046        43.5133        41.2792     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.62810                 NaN            NaN   4.91089                 NaN   7.16280       0.501430        43.5116        41.2852     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.63458                 NaN            NaN   4.90099                 NaN   7.16352       0.501640        43.5086        41.2906     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.64095                 NaN            NaN   4.89131                 NaN   7.16426       0.501843        43.5056        41.2960     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.64721                 NaN            NaN   4.88183                 NaN   7.16502       0.502037        43.5025        41.3014     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.65336                 NaN            NaN   4.87256                 NaN   7.16580       0.502224        43.4994        41.3067     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.65941                 NaN            NaN   4.86348                 NaN   7.16660       0.502404        43.4962        41.3120     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.66535                 NaN            NaN   4.85459                 NaN   7.16742       0.502576        43.4929        41.3172     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.65291                 NaN            NaN   4.86333                 NaN   7.16592       0.504249        43.5018        41.3118     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.65866                 NaN            NaN   4.85515                 NaN   7.16686       0.504411        43.4979        41.3170     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.68252                 NaN            NaN   4.82920                 NaN   7.17002       0.503042        43.4826        41.3326     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.67916                 NaN            NaN   4.81856                 NaN   7.16610       0.505863        43.4997        41.3307     
