|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1531.33        500.000        99.4306                 NaN            NaN            NaN            NaN  0.559205       0.101682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4385                 NaN            NaN            NaN            NaN  0.551487       0.100235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4405                 NaN            NaN            NaN            NaN  0.549478       0.998609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4437                 NaN            NaN            NaN            NaN  0.546384       0.991877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4449                 NaN            NaN            NaN            NaN  0.545254       0.986885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4511                 NaN            NaN            NaN            NaN  0.539125       0.976143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4582                 NaN            NaN            NaN            NaN  0.532085       0.966822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.4595                 NaN            NaN            NaN            NaN  0.530813       0.963977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4637                 NaN            NaN            NaN            NaN  0.526722       0.956138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4676                 NaN            NaN            NaN            NaN  0.522937       0.949691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.3817                 NaN            NaN            NaN            NaN  0.428652       0.570701E-002  0.183979                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.3884                 NaN            NaN            NaN            NaN  0.652243E-002            NaN  0.605052                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.5557                 NaN            NaN            NaN            NaN  0.743351E-002            NaN   1.43689                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9896                 NaN            NaN            NaN            NaN  0.603966E-002            NaN   1.00441                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9992                 NaN            NaN            NaN            NaN  0.639496E-002            NaN  0.994429                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0131                 NaN            NaN            NaN            NaN  0.466633E-001            NaN  0.940189                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0172                 NaN            NaN            NaN            NaN            NaN            NaN  0.982821                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0260                 NaN            NaN            NaN            NaN  0.258692E-005            NaN  0.973962                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0348                 NaN            NaN            NaN            NaN  0.399142E-005            NaN  0.965180                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0428                 NaN            NaN            NaN            NaN  0.350693E-002            NaN  0.953712                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0404                 NaN            NaN            NaN            NaN            NaN            NaN  0.959598                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0671                 NaN            NaN            NaN            NaN            NaN            NaN  0.932918                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0081                 NaN            NaN            NaN            NaN            NaN            NaN  0.735475       0.256419                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.7251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27489                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.7030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29696                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.6664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33361                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.3961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.513107        1.09076                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.0060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.37205       0.621904                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.0319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.35439       0.613674                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.0658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32731       0.606856                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.0920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.599665        1.30834                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.1212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.590476        1.28829                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.1478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.584667        1.26750                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.1712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24873       0.580109                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.2002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22909       0.570705                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.2187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21039       0.570931                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.2511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18942       0.559458                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.2684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17672       0.554877                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.2909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.549469        1.15961                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14317       0.544937                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.539203        1.12869                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11286       0.534760                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.530106        1.09832                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.3915                 NaN            NaN            NaN            NaN            NaN  0.111420E-002            NaN   1.08063       0.526751                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4087                 NaN            NaN            NaN            NaN            NaN  0.129082E-003            NaN  0.520819        1.07038                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4256                 NaN            NaN            NaN            NaN            NaN  0.178946E-002            NaN  0.518101        1.05447                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4448                 NaN            NaN            NaN            NaN            NaN  0.158258E-002            NaN   1.03968       0.513907                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4616                 NaN            NaN            NaN            NaN            NaN  0.139541E-002            NaN   1.02702       0.509950                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.4765                 NaN            NaN            NaN            NaN            NaN  0.122045E-002            NaN   1.01625       0.505985                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.4922                 NaN            NaN            NaN            NaN            NaN  0.103847E-002            NaN  0.501708        1.00501                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.5039                 NaN            NaN            NaN            NaN            NaN  0.866264E-003            NaN  0.497622       0.997598                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.5222                 NaN            NaN            NaN            NaN            NaN  0.702048E-003            NaN  0.983092       0.494007                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.5346                 NaN            NaN            NaN            NaN            NaN  0.544616E-003            NaN  0.489751       0.975107                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.2324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992552       0.633178       0.141860                 NaN            NaN            NaN
  1395.99        500.000        96.5422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43046        1.11304       0.914295                 NaN            NaN            NaN
  1393.48        500.000        96.6256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.39784        1.08626       0.890288                 NaN            NaN            NaN
  1390.98        500.000        96.6948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06492        1.37083       0.869416                 NaN            NaN            NaN
  1388.47        500.000        96.7780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03950        1.33704       0.845480                 NaN            NaN            NaN
  1385.96        500.000        96.8449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31314        1.01609       0.825830                 NaN            NaN            NaN
  1383.46        500.000        96.9084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.995893        1.28867       0.806998                 NaN            NaN            NaN
  1380.95        500.000        96.9703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.975771        1.26536       0.788571                 NaN            NaN            NaN
  1378.45        500.000        96.9941                 NaN            NaN            NaN            NaN  0.438667                 NaN            NaN  0.568109        1.15778       0.841326                 NaN            NaN            NaN
  1375.94        500.000        97.0389                 NaN            NaN            NaN            NaN  0.595214                 NaN            NaN   1.21549       0.300783       0.849593                 NaN            NaN            NaN
  1373.43        500.000        97.1072                 NaN            NaN            NaN            NaN  0.596678                 NaN            NaN   1.20330       0.263850       0.828989                 NaN            NaN            NaN
  1370.93        500.000        97.1613                 NaN            NaN            NaN            NaN  0.605616                 NaN            NaN   1.19704       0.221882       0.814194                 NaN            NaN            NaN
  1368.42        500.000        97.2156                 NaN            NaN            NaN            NaN  0.612043                 NaN            NaN  0.186501        1.18745       0.798438                 NaN            NaN            NaN
  1365.91        500.000        97.2641                 NaN            NaN            NaN            NaN  0.618999                 NaN            NaN  0.151251        1.18103       0.784665                 NaN            NaN            NaN
  1363.41        500.000        97.3247                 NaN            NaN            NaN            NaN  0.621433                 NaN            NaN   1.16847       0.118295       0.767148                 NaN            NaN            NaN
  1360.90        500.000        97.3757                 NaN            NaN            NaN            NaN  0.626737                 NaN            NaN   1.16266       0.820720E-001  0.752814                 NaN            NaN            NaN
  1358.40        500.000        97.4238                 NaN            NaN            NaN            NaN  0.629861                 NaN            NaN  0.532654E-001   1.15441       0.738623                 NaN            NaN            NaN
  1355.89        500.000        97.4704                 NaN            NaN            NaN            NaN  0.631907                 NaN            NaN   1.14714       0.258929E-001  0.724687                 NaN            NaN            NaN
  1353.38        500.000        97.4860                 NaN            NaN            NaN            NaN  0.549053                 NaN            NaN   1.06078       0.196390       0.707805                 NaN            NaN            NaN
  1350.88        500.000        97.5580                 NaN            NaN            NaN            NaN  0.623772                 NaN            NaN   1.12132                 NaN  0.696860                 NaN            NaN            NaN
  1348.37        500.000        97.5953                 NaN            NaN            NaN            NaN  0.618619                 NaN            NaN   1.10179                 NaN  0.684285                 NaN            NaN            NaN
  1345.86        500.000        97.6356                 NaN            NaN            NaN            NaN  0.609311                 NaN            NaN   1.08425                 NaN  0.670844                 NaN            NaN            NaN
  1343.36        500.000        97.6710                 NaN            NaN            NaN            NaN  0.599092                 NaN            NaN   1.07163                 NaN  0.658326                 NaN            NaN            NaN
  1340.85        500.000        97.7087                 NaN            NaN            NaN            NaN  0.588254                 NaN            NaN   1.05770                 NaN  0.645325                 NaN            NaN            NaN
  1338.35        500.000        97.7454                 NaN            NaN            NaN            NaN  0.582547                 NaN            NaN   1.03898                 NaN  0.633111                 NaN            NaN            NaN
  1335.84        500.000        97.7799                 NaN            NaN            NaN            NaN  0.572975                 NaN            NaN   1.02562                 NaN  0.621536                 NaN            NaN            NaN
  1333.33        500.000        97.8147                 NaN            NaN            NaN            NaN  0.564794                 NaN            NaN   1.01117                 NaN  0.609320                 NaN            NaN            NaN
  1330.83        500.000        97.8470                 NaN            NaN            NaN            NaN  0.557926                 NaN            NaN  0.996585                 NaN  0.598479                 NaN            NaN            NaN
  1328.32        500.000        97.8794                 NaN            NaN            NaN            NaN  0.547628                 NaN            NaN  0.985839                 NaN  0.587123                 NaN            NaN            NaN
  1325.81        500.000        97.9141                 NaN            NaN            NaN            NaN  0.539371                 NaN            NaN  0.970655                 NaN  0.575913                 NaN            NaN            NaN
  1323.31        500.000        97.6411                 NaN            NaN            NaN            NaN  0.427469       0.190179                 NaN   1.12122                 NaN  0.620000                 NaN            NaN            NaN
  1320.80        500.000        97.5973                 NaN            NaN            NaN            NaN  0.391310       0.239855                 NaN   1.14833                 NaN  0.623208                 NaN            NaN            NaN
  1318.30        500.000        97.6061                 NaN            NaN            NaN            NaN  0.364338       0.245096                 NaN   1.16717                 NaN  0.617291                 NaN            NaN            NaN
  1315.79        500.000        97.6834                 NaN            NaN            NaN            NaN  0.363946       0.239242                 NaN   1.11665                 NaN  0.596743                 NaN            NaN            NaN
  1313.28        500.000        97.7214                 NaN            NaN            NaN            NaN  0.369448       0.213488                 NaN   1.09351                 NaN  0.587805       0.143520E-001            NaN            NaN
  1310.78        500.000        97.7701                 NaN            NaN            NaN            NaN  0.479366       0.878161E-002            NaN   1.02228                 NaN  0.583371       0.136132                 NaN            NaN
  1308.27        500.000        97.8189                 NaN            NaN            NaN            NaN  0.477589                 NaN            NaN  0.996106                 NaN  0.570606       0.136781                 NaN            NaN
  1305.76        500.000        97.8647                 NaN            NaN            NaN            NaN  0.470808                 NaN            NaN  0.973744                 NaN  0.558079       0.132620                 NaN            NaN
  1303.26        500.000        97.9116                 NaN            NaN            NaN            NaN  0.463225                 NaN            NaN  0.951117                 NaN  0.545516       0.128590                 NaN            NaN
  1300.75        500.000        97.9549                 NaN            NaN            NaN            NaN  0.454664                 NaN            NaN  0.932465                 NaN  0.533343       0.124587                 NaN            NaN
  1298.25        500.000        97.9993                 NaN            NaN            NaN            NaN  0.445694                 NaN            NaN  0.913000                 NaN  0.521251       0.120723                 NaN            NaN
  1295.74        500.000        98.0433                 NaN            NaN            NaN            NaN  0.436891                 NaN            NaN  0.893636                 NaN  0.509174       0.116972                 NaN            NaN
  1293.23        500.000        98.0866                 NaN            NaN            NaN            NaN  0.428555                 NaN            NaN  0.873945                 NaN  0.497565       0.113338                 NaN            NaN
  1290.73        500.000        98.1289                 NaN            NaN            NaN            NaN  0.418539                 NaN            NaN  0.856910                 NaN  0.485894       0.109779                 NaN            NaN
  1288.22        500.000        98.1662                 NaN            NaN            NaN            NaN  0.412503                 NaN            NaN  0.839259                 NaN  0.475561       0.106469                 NaN            NaN
  1285.71        500.000        98.2098                 NaN            NaN            NaN            NaN  0.402122                 NaN            NaN  0.821312                 NaN  0.463701       0.103038                 NaN            NaN
  1283.21        500.000        98.2480                 NaN            NaN            NaN            NaN  0.393473                 NaN            NaN  0.805579                 NaN  0.453190       0.997927E-001            NaN            NaN
  1280.70        500.000        98.2917                 NaN            NaN            NaN            NaN  0.383211                 NaN            NaN  0.785984                 NaN  0.442335       0.967773E-001            NaN            NaN
  1278.20        500.000        98.3242                 NaN            NaN            NaN            NaN  0.375258                 NaN            NaN  0.775586                 NaN  0.431547       0.933756E-001            NaN            NaN
  1275.69        500.000        98.3633                 NaN            NaN            NaN            NaN  0.365300                 NaN            NaN  0.759158                 NaN  0.421670       0.905397E-001            NaN            NaN
  1273.18        500.000        98.4024                 NaN            NaN            NaN            NaN  0.356529                 NaN            NaN  0.742493                 NaN  0.411030       0.875357E-001            NaN            NaN
  1270.68        500.000        98.4385                 NaN            NaN            NaN            NaN  0.348026                 NaN            NaN  0.727408                 NaN  0.401285       0.847426E-001            NaN            NaN
  1268.17        500.000        98.4750                 NaN            NaN            NaN            NaN  0.339695                 NaN            NaN  0.711705                 NaN  0.391575       0.820003E-001            NaN            NaN
  1265.66        500.000        98.5110                 NaN            NaN            NaN            NaN  0.330389                 NaN            NaN  0.697583                 NaN  0.381760       0.792657E-001            NaN            NaN
  1263.16        500.000        98.5473                 NaN            NaN            NaN            NaN  0.321253                 NaN            NaN  0.682652                 NaN  0.372139       0.766548E-001            NaN            NaN
  1260.65        500.000        98.5806                 NaN            NaN            NaN            NaN  0.313167                 NaN            NaN  0.668974                 NaN  0.363111       0.741334E-001            NaN            NaN
  1258.15        500.000        91.7868                 NaN            NaN            NaN            NaN  0.823429                 NaN            NaN   1.91632                 NaN   1.10012       0.291880        4.08142                 NaN
  1255.64        500.000        90.9816                 NaN            NaN            NaN            NaN  0.861419                 NaN            NaN   2.04915                 NaN   1.17168       0.311969        4.62416                 NaN
  1253.13        500.000        91.7901                 NaN            NaN            NaN            NaN  0.781298                 NaN            NaN   1.88140                 NaN   1.06879       0.280909        4.19752                 NaN
  1250.63        500.000        92.4558                 NaN            NaN            NaN            NaN  0.714966                 NaN            NaN   1.74444                 NaN  0.982709       0.254858        3.84724                 NaN
  1248.12        500.000        93.0526                 NaN            NaN            NaN            NaN  0.655104                 NaN            NaN   1.61618                 NaN  0.905046       0.231697        3.53937                 NaN
  1245.61        500.000        93.5620                 NaN            NaN            NaN            NaN  0.603363                 NaN            NaN   1.50667                 NaN  0.837876       0.211558        3.27849                 NaN
  1243.11        500.000        94.0137                 NaN            NaN            NaN            NaN  0.556347                 NaN            NaN   1.40941                 NaN  0.777521       0.193656        3.04933                 NaN
  1240.60        500.000        94.4091                 NaN            NaN            NaN            NaN  0.517265                 NaN            NaN   1.32204                 NaN  0.724170       0.177797        2.84967                 NaN
  1238.10        500.000        94.7640                 NaN            NaN            NaN            NaN  0.481602                 NaN            NaN   1.24334                 NaN  0.675765       0.163404        2.67185                 NaN
  1235.59        500.000        95.0890                 NaN            NaN            NaN            NaN  0.448059                 NaN            NaN   1.17074                 NaN  0.631015       0.150421        2.51075                 NaN
  1233.08        500.000        95.3820                 NaN            NaN            NaN            NaN  0.418359                 NaN            NaN   1.10455                 NaN  0.590362       0.138504        2.36620                 NaN
  1230.58        500.000        95.6521                 NaN            NaN            NaN            NaN  0.390633                 NaN            NaN   1.04318                 NaN  0.552620       0.127636        2.23382                 NaN
  1228.07        500.000        95.8996                 NaN            NaN            NaN            NaN  0.364579                 NaN            NaN  0.986985                 NaN  0.517944       0.117639        2.11330                 NaN
  1225.56        500.000        96.1287                 NaN            NaN            NaN            NaN  0.340035                 NaN            NaN  0.935225                 NaN  0.485556       0.108439        2.00204                 NaN
  1223.06        500.000        96.3398                 NaN            NaN            NaN            NaN  0.317053                 NaN            NaN  0.887215                 NaN  0.455680       0.100063        1.90016                 NaN
  1220.55        500.000        96.5360                 NaN            NaN            NaN            NaN  0.294911                 NaN            NaN  0.843652                 NaN  0.427914       0.922361E-001   1.80527                 NaN
  1218.05        500.000        96.7170                 NaN            NaN            NaN            NaN  0.273799                 NaN            NaN  0.803966                 NaN  0.402122       0.850882E-001   1.71799                 NaN
  1215.54        500.000        96.8896                 NaN            NaN            NaN            NaN  0.251185                 NaN            NaN  0.767863                 NaN  0.377663       0.783709E-001   1.63533                 NaN
  1213.03        500.000        44.5681                 NaN            NaN            NaN            NaN   2.44941                 NaN            NaN   6.20641                 NaN   4.75074       0.567727        20.5168        20.9407     
  1210.53        500.000        50.2402                 NaN            NaN            NaN            NaN   2.30632                 NaN            NaN   5.38381                 NaN   4.24807       0.501871        18.3677        18.9521     
  1208.02        500.000        73.4590                 NaN            NaN            NaN            NaN   1.23130                 NaN            NaN   3.04772                 NaN   2.26602       0.263394        9.80231        9.93025     
  1205.51        500.000        67.9721                 NaN            NaN            NaN            NaN   1.61152                 NaN            NaN   3.23708                 NaN   2.71846       0.321417        11.8616        12.2778     
  1203.01        500.000        78.7330                 NaN            NaN            NaN            NaN   1.00969                 NaN            NaN   2.29068                 NaN   1.80099       0.210380        7.90615        8.04906     
  1200.50        500.000        80.3490                 NaN            NaN            NaN            NaN  0.909434                 NaN            NaN   2.09154                 NaN   1.65646       0.191143        7.33118        7.47125     
  1197.99        500.000        77.3734                 NaN            NaN            NaN            NaN  0.985106                 NaN            NaN   2.09986                 NaN   1.93103       0.200038        8.52711        8.88346     
  1195.49        500.000        75.3918                 NaN            NaN            NaN            NaN   1.00043                 NaN            NaN   2.72626                 NaN   2.02678       0.226233        9.17499        9.45347     
  1192.98        500.000        95.0436                 NaN            NaN            NaN            NaN  0.100980                 NaN            NaN   1.09908                 NaN  0.400586       0.477913E-001   1.88402        1.42398     
  1190.48        500.000        82.7712                 NaN            NaN            NaN            NaN  0.526739                 NaN            NaN   1.94799       0.192352E-002   1.40732       0.140318        6.62982        6.57472     
  1187.97        500.000        71.2637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.493560        3.63511        2.31557       0.170774        11.2113        10.9099     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   3.70173                 NaN            NaN   7.26655       0.932187E-003   7.37234       0.860455        41.3231        39.4749     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.72640                 NaN            NaN   7.23183                 NaN   7.37234       0.861850        41.3253        39.4823     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   3.75002                 NaN            NaN   7.19777                 NaN   7.37239       0.863175        41.3273        39.4894     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   3.74823                 NaN            NaN   7.18702                 NaN   7.36919       0.867699        41.3395        39.4883     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   3.76709                 NaN            NaN   7.16033                 NaN   7.36857       0.868519        41.3417        39.4938     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   3.78638                 NaN            NaN   7.13452                 NaN   7.36980       0.868993        41.3402        39.5001     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   3.79347                 NaN            NaN   7.14319                 NaN   7.35507       0.864635        41.3343        39.5094     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   3.83174                 NaN            NaN   7.06292                 NaN   7.38437       0.873472        41.3325        39.5150     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   3.85525                 NaN            NaN   7.02760                 NaN   7.38241       0.874997        41.3387        39.5211     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   3.87227                 NaN            NaN   7.00402                 NaN   7.38267       0.875648        41.3388        39.5266     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   3.88112                 NaN            NaN   6.99900                 NaN   7.37346       0.874326        41.3416        39.5305     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.90667                 NaN            NaN   6.96285                 NaN   7.37325       0.875882        41.3423        39.5390     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.91988                 NaN            NaN   6.94259                 NaN   7.37291       0.876149        41.3467        39.5417     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.91819                 NaN            NaN   6.94174                 NaN   7.38348       0.876573        41.3373        39.5427     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.94925                 NaN            NaN   6.90101                 NaN   7.37510       0.877609        41.3453        39.5517     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   3.96814                 NaN            NaN   6.87340                 NaN   7.37325       0.879067        41.3496        39.5565     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   3.98420                 NaN            NaN   6.85079                 NaN   7.37369       0.879856        41.3498        39.5616     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.99565                 NaN            NaN   6.83244                 NaN   7.38339       0.881362        41.3392        39.5680     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   4.01708                 NaN            NaN   6.80539                 NaN   7.37495       0.881117        41.3493        39.5722     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   4.01281                 NaN            NaN   6.81507                 NaN   7.37748       0.880113        41.3424        39.5722     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   4.02565                 NaN            NaN   6.79761                 NaN   7.37783       0.880602        41.3419        39.5764     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   4.09182                 NaN            NaN   6.71208                 NaN   7.37883       0.880840        41.3399        39.5966     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   4.05355                 NaN            NaN   6.75912                 NaN   7.37909       0.881818        41.3408        39.5856     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   4.06699                 NaN            NaN   6.74055                 NaN   7.37972       0.882402        41.3402        39.5901     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   4.10790                 NaN            NaN   6.67466                 NaN   7.38075       0.885640        41.3514        39.5997     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   4.12117                 NaN            NaN   6.65603                 NaN   7.38100       0.886307        41.3514        39.6041     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   4.16105                 NaN            NaN   6.61551                 NaN   7.38170       0.884104        41.3382        39.6195     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   4.14476                 NaN            NaN   6.62449                 NaN   7.38229       0.887186        41.3488        39.6124     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   4.18632                 NaN            NaN   6.58067                 NaN   7.38305       0.885214        41.3367        39.6280     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   4.19856                 NaN            NaN   6.56387                 NaN   7.38377       0.885739        41.3358        39.6322     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   4.21057                 NaN            NaN   6.54740                 NaN   7.38450       0.886248        41.3349        39.6364     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   4.16807                 NaN            NaN   6.60139                 NaN   7.38513       0.886750        41.3343        39.6244     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   4.19680                 NaN            NaN   6.55605                 NaN   7.38794       0.889691        41.3359        39.6336     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   4.24529                 NaN            NaN   6.50006                 NaN   7.38682       0.887675        41.3317        39.6484     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   4.25397                 NaN            NaN   6.48915                 NaN   7.38796       0.887826        41.3294        39.6517     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   4.26741                 NaN            NaN   6.47010                 NaN   7.38848       0.888550        41.3292        39.6562     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   4.27819                 NaN            NaN   6.45558                 NaN   7.38933       0.888965        41.3279        39.6601     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   4.28877                 NaN            NaN   6.44134                 NaN   7.39021       0.889366        41.3264        39.6639     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   4.29917                 NaN            NaN   6.42739                 NaN   7.39110       0.889754        41.3250        39.6676     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   4.30940                 NaN            NaN   6.41371                 NaN   7.39202       0.890127        41.3234        39.6713     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   4.31946                 NaN            NaN   6.40030                 NaN   7.39296       0.890488        41.3218        39.6750     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   4.32935                 NaN            NaN   6.38715                 NaN   7.39392       0.890835        41.3201        39.6786     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   4.30935                 NaN            NaN   6.40299                 NaN   7.39243       0.893836        41.3296        39.6718     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   4.31893                 NaN            NaN   6.39046                 NaN   7.39352       0.894166        41.3274        39.6755     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   4.35795                 NaN            NaN   6.34943                 NaN   7.39694       0.891787        41.3146        39.6893     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   4.35276                 NaN            NaN   6.33877                 NaN   7.39304       0.896834        41.3324        39.6862     
