|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1225.61        2500.00        74.5657                 NaN            NaN   1.19083        2.81738       0.411727E-005   2.25442                 NaN   10.9020       0.367105        7.90254     
  1224.40        2500.00        83.7564                 NaN            NaN   3.19801                 NaN            NaN   1.59976                 NaN   6.70911       0.174275        4.56240     
  1223.18        2500.00                 NaN            NaN            NaN   17.4416        1.01408       0.125707E-004   8.87288                 NaN   42.7445        1.01196        28.9150     
  1221.97        2500.00                 NaN            NaN            NaN   17.7970       0.733185                 NaN   8.77193                 NaN   42.8107       0.966791        28.9204     
  1220.76        2500.00                 NaN            NaN            NaN   17.4861       0.964487       0.397809E-005   8.78538                 NaN   42.8182        1.02147        28.9244     
  1219.55        2500.00                 NaN            NaN            NaN   17.3904        1.10124       0.125633E-004   8.81445                 NaN   42.7580        1.00795        28.9280     
  1218.33        2500.00                 NaN            NaN            NaN   17.4971       0.956877                 NaN   8.79881                 NaN   42.8080        1.01605        28.9232     
  1217.12        2500.00                 NaN            NaN            NaN   1.50722        16.8277       0.149322E-005   8.77848                 NaN   42.9621        1.02338        28.9011     
  1215.91        2500.00                 NaN            NaN            NaN   1.50030        16.8355       0.146863E-005   8.78411                 NaN   42.9568        1.02255        28.9007     
  1214.69        2500.00                 NaN            NaN            NaN   1.49381        16.8430       0.148759E-005   8.78976                 NaN   42.9511        1.02183        28.9005     
  1213.48        2500.00                 NaN            NaN   7.94085        6.28726       0.477421E-003            NaN   8.62610                 NaN   44.6146        1.55837        30.9723     
  1212.27        2500.00                 NaN            NaN            NaN   1.23533       0.187822        16.9387        8.77746                 NaN   42.9368        1.00951        28.9144     
  1211.05        2500.00                 NaN            NaN            NaN   1.08117       0.169440        17.1461        8.78375                 NaN   42.9110       0.995148        28.9134     
  1209.84        2500.00                 NaN            NaN            NaN   1.28206       0.159967        16.8933        8.81561                 NaN   42.9308        1.02125        28.8969     
  1208.63        2500.00                 NaN            NaN   7.94875        6.27752       0.460209E-003            NaN   8.62812                 NaN   44.6115        1.55830        30.9754     
  1207.42        2500.00                 NaN            NaN            NaN   1.37004       0.136949        16.8363        8.82005                 NaN   42.9212        1.01634        28.8991     
  1206.20        2500.00                 NaN            NaN   7.95268        6.27240       0.450323E-003            NaN   8.62900                 NaN   44.6102        1.55840        30.9769     
  1204.99        2500.00                 NaN            NaN   7.95382        6.27209       0.460254E-003            NaN   8.62602                 NaN   44.6111        1.55839        30.9781     
  1203.78        2500.00                 NaN            NaN   7.95597        6.26910       0.419165E-003            NaN   8.62724                 NaN   44.6100        1.55845        30.9788     
  1202.56        2500.00                 NaN            NaN            NaN  0.982534E-001   18.4402                 NaN   8.79509                 NaN   42.7651       0.972111        28.9293     
  1201.35        2500.00                 NaN            NaN   7.96045        6.26312       0.414617E-003            NaN   8.63125                 NaN   44.6066        1.55820        30.9800     
  1200.14        2500.00                 NaN            NaN   7.96238        6.25989       0.450525E-003            NaN   8.63125                 NaN   44.6067        1.55861        30.9808     
  1198.93        2500.00                 NaN            NaN            NaN  0.980443E-001   18.4404                 NaN   8.79513                 NaN   42.7650       0.972105        28.9293     
  1197.71        2500.00                 NaN            NaN            NaN   1.35517       0.104379        16.8918        8.86056                 NaN   42.8799        1.01079        28.8974     
  1196.50        2500.00                 NaN            NaN   7.97241        6.24286       0.444019E-003            NaN   8.62645                 NaN   44.6157        1.55944        30.9827     
  1195.29        2500.00                 NaN            NaN            NaN   18.4474       0.909299E-001  0.204182E-004   8.79507                 NaN   42.7658       0.971847        28.9290     
  1194.07        2500.00                 NaN            NaN            NaN  0.977880E-001   18.4407       0.958667E-005   8.79516                 NaN   42.7649       0.972097        28.9293     
  1192.86        2500.00                 NaN            NaN            NaN   1.24067        17.1361       0.195297E-004   8.91618                 NaN   42.8101       0.998963        28.8980     
  1191.65        2500.00                 NaN            NaN   7.97533        6.24486                 NaN            NaN   8.63238                 NaN   44.6023        1.55865        30.9865     
  1190.43        2500.00                 NaN            NaN   7.97775        6.24085                 NaN            NaN   8.63515                 NaN   44.6005        1.55877        30.9870     
  1189.22        2500.00                 NaN            NaN   7.97960        6.23836                 NaN            NaN   8.63543                 NaN   44.6000        1.55888        30.9877     
  1188.01        2500.00                 NaN            NaN   7.98128        6.23517                 NaN            NaN   8.63476                 NaN   44.6021        1.55898        30.9877     
  1186.80        2500.00                 NaN            NaN            NaN   16.5532        1.84753                 NaN   8.92704                 NaN   42.7745       0.995745        28.9020     
  1185.58        2500.00                 NaN            NaN   7.97185        6.25771                 NaN            NaN   8.63678                 NaN   44.5919        1.55654        30.9852     
  1184.37        2500.00                 NaN            NaN   7.97314        6.22164       0.292647E-001            NaN   8.63647                 NaN   44.5943        1.55782        30.9874     
  1183.16        2500.00                 NaN            NaN   7.98882        6.22822                 NaN            NaN   8.63869                 NaN   44.5946        1.55824        30.9915     
  1181.94        2500.00                 NaN            NaN   7.97581        6.21537       0.320014E-001            NaN   8.63902                 NaN   44.5916        1.55780        30.9884     
  1180.73        2500.00                 NaN            NaN            NaN  0.971462E-001   18.4415                 NaN   8.79525                 NaN   42.7647       0.972063        28.9294     
  1179.52        2500.00                 NaN            NaN   7.03283        7.86722                 NaN            NaN   8.72882                 NaN   44.1227        1.46911        30.7793     
  1178.30        2500.00                 NaN            NaN   7.99609        6.21798                 NaN            NaN   8.63991                 NaN   44.5926        1.55889        30.9945     
  1177.09        2500.00                 NaN            NaN   7.98493        6.20164       0.337964E-001            NaN   8.64085                 NaN   44.5891        1.55798        30.9917     
  1175.88        2500.00                 NaN            NaN   8.00068        6.21474                 NaN            NaN   8.63476                 NaN   44.5956        1.55876        30.9954     
  1174.67        2500.00                 NaN            NaN            NaN  0.285602       0.239904E-001   18.1256        9.05282                 NaN   42.6248        1.00186        28.8853     
  1173.45        2500.00                 NaN            NaN   8.00326        6.20911                 NaN            NaN   8.64184                 NaN   44.5893        1.55894        30.9976     
  1172.24        2500.00                 NaN            NaN   7.99671        6.20158       0.175089E-001            NaN   8.64236                 NaN   44.5871        1.55861        30.9961     
  1171.03        2500.00                 NaN            NaN            NaN   18.3953       0.149630                 NaN   9.05992                 NaN   42.5510       0.940343        28.9039     
  1169.81        2500.00                 NaN            NaN            NaN   17.9902       0.466909                 NaN   9.05930                 NaN   42.6030       0.994398        28.8862     
  1168.60        2500.00                 NaN            NaN   8.00340        6.19787       0.136776E-001            NaN   8.64220                 NaN   44.5853        1.55846        30.9991     
  1167.39        2500.00                 NaN            NaN   8.01208        6.19854                 NaN            NaN   8.64523                 NaN   44.5840        1.55881        31.0013     
  1166.18        2500.00                 NaN            NaN   8.01382        6.19579                 NaN            NaN   8.64458                 NaN   44.5845        1.55916        31.0021     
  1164.96        2500.00                 NaN            NaN   8.01556        6.19400                 NaN            NaN   8.64526                 NaN   44.5833        1.55901        31.0029     
  1163.75        2500.00                 NaN            NaN            NaN   17.7430       0.766043                 NaN   9.03005                 NaN   42.5471        1.00340        28.9104     
  1162.54        2500.00                 NaN            NaN   8.01423        6.18693       0.100811E-001            NaN   8.64646                 NaN   44.5805        1.55870        31.0031     
  1161.32        2500.00                 NaN            NaN            NaN   2.33045        16.0163                 NaN   8.99211                 NaN   42.7167        1.05081        28.8937     
  1160.11        2500.00                 NaN            NaN            NaN  0.117060E-001   18.5498                 NaN   9.11140                 NaN   42.4959       0.929435        28.9018     
  1158.90        2500.00                 NaN            NaN   8.01950        6.18108       0.967610E-002            NaN   8.64739                 NaN   44.5781        1.55871        31.0055     
  1157.68        2500.00                 NaN            NaN   8.02265        6.17976       0.664584E-002            NaN   8.64804                 NaN   44.5775        1.55882        31.0066     
  1156.47        2500.00                 NaN            NaN            NaN   1.29121        17.2863                 NaN   9.14843                 NaN   42.3464       0.978077        28.9495     
  1155.26        2500.00                 NaN            NaN   6.52894        6.95527        1.36301                 NaN   8.33447                 NaN   44.9530        1.45720        30.4081     
  1154.05        2500.00                 NaN            NaN   8.02959        6.17039       0.710341E-002            NaN   8.64984                 NaN   44.5748        1.55896        31.0093     
  1152.83        2500.00                 NaN            NaN   8.03141        6.16890       0.660252E-002            NaN   8.65050                 NaN   44.5737        1.55884        31.0101     
  1151.62        2500.00                 NaN            NaN   8.03318        6.16697       0.610446E-002            NaN   8.65084                 NaN   44.5731        1.55898        31.0109     
  1150.41        2500.00                 NaN            NaN   7.97127        6.11978       0.149928                 NaN   8.65321                 NaN   44.5567        1.55393        30.9952     
  1149.19        2500.00                 NaN            NaN   7.97467        6.11894       0.145891                 NaN   8.65355                 NaN   44.5564        1.55416        30.9964     
  1147.98        2500.00                 NaN            NaN   7.97279        6.12611       0.140256                 NaN   8.65470                 NaN   44.5558        1.55436        30.9960     
  1146.77        2500.00                 NaN            NaN   7.34093        7.41650                 NaN            NaN   8.74356                 NaN   44.1345        1.48749        30.8770     
  1145.55        2500.00                 NaN            NaN   8.04201        6.15659       0.415341E-002            NaN   8.65371                 NaN   44.5701        1.55898        31.0145     
  1144.34        2500.00                 NaN            NaN   8.04357        6.15654       0.378446E-002            NaN   8.65382                 NaN   44.5677        1.55906        31.0155     
  1143.13        2500.00                 NaN            NaN            NaN   16.2643        2.18995                 NaN   9.10685                 NaN   42.5793       0.962049        28.8976     
  1141.92        2500.00                 NaN            NaN   8.04843        6.15111       0.325560E-002            NaN   8.65470                 NaN   44.5661        1.55906        31.0173     
  1140.70        2500.00                 NaN            NaN   8.04858        6.15100       0.297934E-002            NaN   8.65515                 NaN   44.5653        1.55924        31.0178     
  1139.49        2500.00                 NaN            NaN            NaN  0.960931E-001   18.6007                 NaN   8.79546                 NaN   42.5626       0.972060        28.9730     
  1138.28        2500.00                 NaN            NaN   8.05144        6.14914       0.176509E-002            NaN   8.65639                 NaN   44.5630        1.55907        31.0192     
  1137.06        2500.00                 NaN            NaN   6.77605       0.754144E-004   8.34793                 NaN   8.77647                 NaN   43.9349        1.43236        30.7322     
  1135.85        2500.00                 NaN            NaN   6.78931       0.725535E-004   8.32807                 NaN   8.77683                 NaN   43.9363        1.43324        30.7362     
  1134.64        2500.00                 NaN            NaN   6.86181       0.697718E-004   8.23575                 NaN   8.77513                 NaN   43.9319        1.43504        30.7604     
  1133.43        2500.00                 NaN            NaN   6.87903       0.132080E-003   8.20980                 NaN   8.77401                 NaN   43.9347        1.43666        30.7657     
  1132.21        2500.00                 NaN            NaN   6.91667       0.124721E-003   8.14536                 NaN   8.76936                 NaN   43.9568        1.43880        30.7729     
  1131.00        2500.00                 NaN            NaN   8.06157        6.13716       0.154517E-002            NaN   8.65945                 NaN   44.5573        1.55912        31.0238     
  1129.79        2500.00                 NaN            NaN   6.93456       0.624076E-004   8.12389                 NaN   8.77164                 NaN   43.9485        1.43976        30.7816     
  1128.57        2500.00                 NaN            NaN            NaN  0.956442E-001   18.6013                 NaN   8.79551                 NaN   42.5624       0.972042        28.9731     
  1127.36        2500.00                 NaN            NaN   8.06622        6.13076       0.121354E-002            NaN   8.66021                 NaN   44.5558        1.55978        31.0261     
  1126.15        2500.00                 NaN            NaN   6.91505       0.761319E-003   8.15252                 NaN   8.78889                 NaN   43.9197        1.44366        30.7794     
  1124.93        2500.00                 NaN            NaN   8.06943        6.12841       0.101875E-002            NaN   8.66207                 NaN   44.5524        1.55913        31.0276     
  1123.72        2500.00                 NaN            NaN   8.07098        6.12668       0.936718E-003            NaN   8.66260                 NaN   44.5514        1.55913        31.0283     
  1122.51        2500.00                 NaN            NaN   8.07252        6.12494       0.861668E-003            NaN   8.66313                 NaN   44.5504        1.55913        31.0291     
  1121.30        2500.00                 NaN            NaN   8.07406        6.12322       0.791986E-003            NaN   8.66366                 NaN   44.5493        1.55913        31.0298     
  1120.08        2500.00                 NaN            NaN   8.07579        6.12050       0.731588E-003            NaN   8.66650                 NaN   44.5449        1.55949        31.0321     
  1118.87        2500.00                 NaN            NaN   8.07714        6.11964       0.669375E-003            NaN   8.66504                 NaN   44.5468        1.55917        31.0315     
  1117.66        2500.00                 NaN            NaN   8.07863        6.11807       0.608041E-003            NaN   8.66527                 NaN   44.5463        1.55912        31.0320     
  1116.44        2500.00                 NaN            NaN   8.08014        6.11637       0.564112E-003            NaN   8.66580                 NaN   44.5452        1.55912        31.0328     
  1115.23        2500.00                 NaN            NaN   8.08164        6.11467       0.518064E-003            NaN   8.66634                 NaN   44.5442        1.55911        31.0335     
  1114.02        2500.00                 NaN            NaN   8.08314        6.11298       0.475950E-003            NaN   8.66689                 NaN   44.5431        1.55911        31.0343     
  1112.81        2500.00                 NaN            NaN   8.08463        6.11130       0.436922E-003            NaN   8.66743                 NaN   44.5421        1.55911        31.0350     
  1111.59        2500.00                 NaN            NaN            NaN   16.7583        1.80566                 NaN   9.24779                 NaN   42.3593       0.916662        28.9123     
  1110.38        2500.00                 NaN            NaN            NaN   1.83499        16.7282                 NaN   9.25190                 NaN   42.3555       0.916869        28.9125     
  1109.17        2500.00                 NaN            NaN   8.08907        6.10629       0.337660E-003            NaN   8.66907                 NaN   44.5389        1.55909        31.0373     
  1107.95        2500.00                 NaN            NaN   8.09054        6.10464       0.309715E-003            NaN   8.66962                 NaN   44.5378        1.55909        31.0380     
  1106.74        2500.00                 NaN            NaN   7.17707       0.200883E-003   7.74941                 NaN   8.79278                 NaN   43.9688        1.45962        30.8521     
  1105.53        2500.00                 NaN            NaN   7.18820       0.190984E-003   7.73326                 NaN   8.79303                 NaN   43.9691        1.46038        30.8558     
  1104.31        2500.00                 NaN            NaN   8.09491        6.09972       0.238799E-003            NaN   8.67128                 NaN   44.5345        1.55907        31.0403     
  1103.10        2500.00                 NaN            NaN   8.09553        6.10080       0.216931E-003            NaN   8.66760                 NaN   44.5353        1.55892        31.0417     
  1101.89        2500.00                 NaN            NaN   8.09780        6.09649       0.200600E-003            NaN   8.67240                 NaN   44.5323        1.55906        31.0417     
  1100.68        2500.00                 NaN            NaN   8.09923        6.09488       0.183811E-003            NaN   8.67296                 NaN   44.5312        1.55905        31.0425     
  1099.46        2500.00                 NaN            NaN   8.10066        6.09329       0.168403E-003            NaN   8.67352                 NaN   44.5301        1.55904        31.0432     
  1098.25        2500.00                 NaN            NaN            NaN   2.01560        16.5555                 NaN   9.29080                 NaN   42.3114       0.911015        28.9157     
  1097.04        2500.00                 NaN            NaN            NaN   1.74270        16.7837                 NaN   9.25366                 NaN   42.3997       0.918456        28.9017     
  1095.82        2500.00                 NaN            NaN            NaN   1.96857        16.5517                 NaN   9.29340                 NaN   42.3595       0.920841        28.9059     
  1094.61        2500.00                 NaN            NaN            NaN  0.943473E-001   18.6029                 NaN   8.79573                 NaN   42.5618       0.971985        28.9732     
  1093.40        2500.00                 NaN            NaN            NaN   15.6737        2.86005                 NaN   9.26074                 NaN   42.3560       0.928683        28.9208     
  1092.18        2500.00                 NaN            NaN   8.10910        6.08388       0.991558E-004            NaN   8.67693                 NaN   44.5233        1.55899        31.0477     
  1090.97        2500.00                 NaN            NaN            NaN   16.5390        1.98080                 NaN   9.31101                 NaN   42.3452       0.920246        28.9037     
  1089.76        2500.00                 NaN            NaN            NaN   1.74386        16.7924                 NaN   9.30460                 NaN   42.3495       0.909484        28.9001     
  1088.55        2500.00                 NaN            NaN   8.11321        6.07932       0.121493E-003            NaN   8.67867                 NaN   44.5198        1.55895        31.0499     
  1087.33        2500.00                 NaN            NaN            NaN   1.85723        16.6843                 NaN   9.32819                 NaN   42.3231       0.904071        28.9031     
  1086.12        2500.00                 NaN            NaN            NaN   2.09740        16.4534                 NaN   9.33621                 NaN   42.2929       0.907409        28.9127     
  1084.91        2500.00                 NaN            NaN            NaN   1.88294        16.6542                 NaN   9.32977                 NaN   42.3210       0.908600        28.9034     
  1083.69        2500.00                 NaN            NaN            NaN   2.10217        16.4556                 NaN   9.34737                 NaN   42.2792       0.902524        28.9132     
  1082.48        2500.00                 NaN            NaN   8.12002        6.07184       0.109482E-003            NaN   8.68160                 NaN   44.5139        1.55889        31.0537     
  1081.27        2500.00                 NaN            NaN   8.12088        6.07198       0.111076E-003            NaN   8.67961                 NaN   44.5138        1.55879        31.0548     
  1080.06        2500.00                 NaN            NaN   8.12274        6.06837       0.105123E-003            NaN   8.68292                 NaN   44.5119        1.55884        31.0551     
  1078.84        2500.00                 NaN            NaN   8.12404        6.06746       0.102867E-003            NaN   8.68338                 NaN   44.5103        1.55885        31.0559     
  1077.63        2500.00                 NaN            NaN   8.12537        6.06602       0.100754E-003            NaN   8.68398                 NaN   44.5090        1.55884        31.0566     
  1076.42        2500.00                 NaN            NaN   8.12669        6.06459       0.986860E-004            NaN   8.68458                 NaN   44.5078        1.55882        31.0574     
  1075.20        2500.00                 NaN            NaN   8.12801        6.06317       0.966598E-004            NaN   8.68518                 NaN   44.5066        1.55881        31.0581     
  1073.99        2500.00                 NaN            NaN   8.12926        6.06200       0.946458E-004            NaN   8.68538                 NaN   44.5055        1.55878        31.0590     
  1072.78        2500.00                 NaN            NaN  0.431382        18.3093       0.336583E-004            NaN   9.10008                 NaN   42.2542       0.814377        29.0906     
  1071.56        2500.00                 NaN            NaN  0.436338        18.3050       0.312772E-004            NaN   9.10219                 NaN   42.2508       0.813341        29.0923     
  1070.35        2500.00                 NaN            NaN  0.441159        18.3002       0.620187E-003            NaN   9.10432                 NaN   42.2474       0.812294        29.0940     
  1069.14        2500.00                 NaN            NaN            NaN   14.9890        3.48847                 NaN   9.25843                 NaN   42.3775       0.949535        28.9370     
  1067.93        2500.00                 NaN            NaN            NaN   16.2097        2.38375                 NaN   9.38542                 NaN   42.2006       0.895883        28.9247     
  1066.71        2500.00                 NaN            NaN            NaN   2.30561        16.2808                 NaN   9.38844                 NaN   42.2042       0.896511        28.9244     
  1065.50        2500.00                 NaN            NaN            NaN   14.4219        4.11575                 NaN   9.28749                 NaN   42.3056       0.932889        28.9363     
  1064.29        2500.00                 NaN            NaN  0.466279        18.2780       0.891824E-003            NaN   9.11505                 NaN   42.2303       0.807027        29.1024     
  1063.07        2500.00                 NaN            NaN  0.471467        18.2738       0.579822E-003            NaN   9.11722                 NaN   42.2268       0.805965        29.1042     
  1061.86        2500.00                 NaN            NaN  0.476736        18.2697       0.161978E-004            NaN   9.11939                 NaN   42.2234       0.804901        29.1059     
  1060.65        2500.00                 NaN            NaN  0.481882        18.2652       0.149316E-004            NaN   9.12158                 NaN   42.2199       0.803826        29.1077     
  1059.43        2500.00                 NaN            NaN  0.487049        18.2606       0.137736E-004            NaN   9.12378                 NaN   42.2164       0.802746        29.1094     
  1058.22        2500.00                 NaN            NaN            NaN   2.43541        16.1703                 NaN   9.41909                 NaN   42.1583       0.888937        28.9280     
  1057.01        2500.00                 NaN            NaN            NaN   2.45161        16.1553                 NaN   9.42257                 NaN   42.1537       0.888342        28.9285     
  1055.80        2500.00                 NaN            NaN            NaN   16.1417        2.46634                 NaN   9.42627                 NaN   42.1490       0.887699        28.9290     
  1054.58        2500.00                 NaN            NaN            NaN   2.48078        16.1285                 NaN   9.42991                 NaN   42.1442       0.887054        28.9296     
  1053.37        2500.00                 NaN            NaN            NaN   2.49483        16.1157                 NaN   9.43363                 NaN   42.1393       0.886374        28.9301     
  1052.16        2500.00                 NaN            NaN            NaN   3.61802        14.9257                 NaN   9.35297                 NaN   42.2427       0.922583        28.9380     
  1050.94        2500.00                 NaN            NaN  0.523664        18.2280       0.779283E-003            NaN   9.13947                 NaN   42.1913       0.795046        29.1217     
  1049.73        2500.00                 NaN            NaN  0.529013        18.2233       0.792750E-003            NaN   9.14174                 NaN   42.1877       0.793928        29.1235     
  1048.52        2500.00                 NaN            NaN            NaN   16.0706        2.54529                 NaN   9.44848                 NaN   42.1198       0.883625        28.9323     
  1047.31        2500.00                 NaN            NaN  0.539769        18.2138       0.872267E-003            NaN   9.14633                 NaN   42.1804       0.791676        29.1272     
  1046.09        2500.00                 NaN            NaN  0.545248        18.2092       0.648615E-003            NaN   9.14864                 NaN   42.1767       0.790545        29.1290     
  1044.88        2500.00                 NaN            NaN  0.550854        18.2049       0.532865E-005            NaN   9.15094                 NaN   42.1730       0.789414        29.1309     
  1043.67        2500.00                 NaN            NaN  0.556046        18.1994       0.115815E-002            NaN   9.15330                 NaN   42.1692       0.788257        29.1326     
  1042.45        2500.00                 NaN            NaN  0.561600        18.1947       0.930615E-003            NaN   9.15564                 NaN   42.1655       0.787111        29.1345     
  1041.24        2500.00                 NaN            NaN  0.567054        18.1897       0.122588E-002            NaN   9.15799                 NaN   42.1617       0.785953        29.1363     
  1040.03        2500.00                 NaN            NaN  0.572577        18.1848       0.133762E-002            NaN   9.16036                 NaN   42.1580       0.784793        29.1382     
  1038.81        2500.00                 NaN            NaN  0.577639        18.1782       0.378395E-002            NaN   9.16280                 NaN   42.1541       0.783604        29.1399     
  1037.60        2500.00                 NaN            NaN  0.583888        18.1754       0.760940E-003            NaN   9.16510                 NaN   42.1504       0.782464        29.1420     
  1036.39        2500.00                 NaN            NaN  0.589183        18.1692       0.247448E-002            NaN   9.16755                 NaN   42.1465       0.781273        29.1438     
  1035.18        2500.00                 NaN            NaN  0.594967        18.1649       0.164119E-002            NaN   9.16993                 NaN   42.1427       0.780096        29.1458     
  1033.96        2500.00                 NaN            NaN  0.600798        18.1603       0.107523E-002            NaN   9.17234                 NaN   42.1389       0.778916        29.1477     
  1032.75        2500.00                 NaN            NaN  0.606750        18.1560                 NaN            NaN   9.17474                 NaN   42.1350       0.777735        29.1497     
  1031.54        2500.00                 NaN            NaN  0.612486        18.1510                 NaN            NaN   9.17718                 NaN   42.1311       0.776536        29.1516     
  1030.32        2500.00                 NaN            NaN            NaN   2.96690        15.6190                 NaN   9.47612                 NaN   42.1095       0.891588        28.9369     
  1029.11        2500.00                 NaN            NaN   1.00958        17.8553       0.343183E-001            NaN   9.28982                 NaN   41.7677       0.721383        29.3218     
  1027.90        2500.00                 NaN            NaN   1.10023        17.6549       0.899415E-001            NaN   9.28353                 NaN   41.7949       0.731054        29.3454     
  1026.69        2500.00                 NaN            NaN   8.17694        6.01550                 NaN            NaN   8.71278                 NaN   44.4496        1.55678        31.0884     
  1025.47        2500.00                 NaN            NaN   8.17806        6.01449                 NaN            NaN   8.71353                 NaN   44.4481        1.55672        31.0891     
  1024.26        2500.00                 NaN            NaN   8.17875        6.01179                 NaN            NaN   8.71267                 NaN   44.4491        1.55785        31.0898     
  1023.05        2500.00                 NaN            NaN   8.17985        6.01077                 NaN            NaN   8.71338                 NaN   44.4476        1.55781        31.0906     
  1021.83        2500.00                 NaN            NaN   8.18094        6.00975                 NaN            NaN   8.71410                 NaN   44.4461        1.55778        31.0913     
  1020.62        2500.00                 NaN            NaN   8.18203        6.00874                 NaN            NaN   8.71482                 NaN   44.4445        1.55775        31.0921     
  1019.41        2500.00                 NaN            NaN   8.18312        6.00774                 NaN            NaN   8.71555                 NaN   44.4430        1.55772        31.0929     
  1018.19        2500.00                 NaN            NaN   8.18420        6.00675                 NaN            NaN   8.71627                 NaN   44.4415        1.55768        31.0936     
  1016.98        2500.00                 NaN            NaN   7.91323        6.60679                 NaN            NaN   8.80280                 NaN   44.0784        1.51711        31.0817     
  1015.77        2500.00                 NaN            NaN   7.91607        6.60310                 NaN            NaN   8.80368                 NaN   44.0769        1.51718        31.0830     
  1014.56        2500.00                 NaN            NaN   8.18740        6.00384                 NaN            NaN   8.71848                 NaN   44.4368        1.55758        31.0959     
  1013.34        2500.00                 NaN            NaN   8.18846        6.00288                 NaN            NaN   8.71922                 NaN   44.4352        1.55755        31.0967     
  1012.13        2500.00                 NaN            NaN   8.18952        6.00195                 NaN            NaN   8.71995                 NaN   44.4336        1.55751        31.0975     
  1010.92        2500.00                 NaN            NaN   7.92226        6.60365                 NaN            NaN   8.80645                 NaN   44.0616        1.51738        31.0887     
  1009.70        2500.00                 NaN            NaN   7.92218        6.60184                 NaN            NaN   8.80589                 NaN   44.0623        1.51815        31.0897     
  1008.49        2500.00                 NaN            NaN   7.98769        6.51102                 NaN            NaN   8.80894                 NaN   44.0672        1.51757        31.1075     
  1007.28        2500.00                 NaN            NaN   7.99068        6.50729                 NaN            NaN   8.80977                 NaN   44.0656        1.51764        31.1090     
  1006.06        2500.00                 NaN            NaN   7.99377        6.50334                 NaN            NaN   8.81060                 NaN   44.0641        1.51773        31.1105     
  1004.85        2500.00                 NaN            NaN   7.99675        6.50019                 NaN            NaN   8.81470                 NaN   44.0583        1.51707        31.1130     
  1003.64        2500.00                 NaN            NaN   8.19677        5.99556       0.182614E-005            NaN   8.72533                 NaN   44.4222        1.55725        31.1029     
  1002.43        2500.00                 NaN            NaN   8.19779        5.99469                 NaN            NaN   8.72610                 NaN   44.4206        1.55721        31.1036     
  1001.21        2500.00                 NaN            NaN   8.19880        5.99383                 NaN            NaN   8.72687                 NaN   44.4189        1.55718        31.1044     
  1000.00        2500.00                 NaN            NaN   8.19980        5.99298                 NaN            NaN   8.72765                 NaN   44.4172        1.55714        31.1052     
