|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1231.67        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1230.46        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1229.25        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1228.04        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1226.82        2500.00        77.2788                 NaN            NaN   3.91860       0.597868                 NaN   2.28489                 NaN   9.11188       0.951094E-001   6.71290     
  1225.61        2500.00        75.9070                 NaN            NaN  0.873429        1.95108       0.297865E-005   2.11108                 NaN   11.0381       0.200643        7.91868     
  1224.40        2500.00        84.8844                 NaN            NaN   2.21115                 NaN            NaN   1.48980                 NaN   6.77324       0.947242E-001   4.54665     
  1223.18        2500.00                 NaN            NaN            NaN   12.9536       0.777853       0.966522E-005   8.81830                 NaN   46.1107       0.586993        30.7525     
  1221.97        2500.00                 NaN            NaN            NaN   13.2184       0.563757                 NaN   8.71782                 NaN   46.1807       0.560774        30.7586     
  1220.76        2500.00                 NaN            NaN            NaN   12.9863       0.739839       0.306218E-005   8.73103                 NaN   46.1874       0.592468        30.7630     
  1219.55        2500.00                 NaN            NaN            NaN   12.9164       0.846934       0.941492E-005   8.76018                 NaN   46.1233       0.584637        30.7685     
  1218.33        2500.00                 NaN            NaN            NaN   12.9960       0.734034                 NaN   8.74415                 NaN   46.1741       0.589293        30.7624     
  1217.12        2500.00                 NaN            NaN            NaN   1.17447        12.4425       0.115184E-005   8.72249                 NaN   46.3326       0.593433        30.7346     
  1215.91        2500.00                 NaN            NaN            NaN   1.16912        12.4486       0.113298E-005   8.72805                 NaN   46.3264       0.592942        30.7349     
  1214.69        2500.00                 NaN            NaN            NaN   1.16411        12.4546       0.114769E-005   8.73366                 NaN   46.3198       0.592517        30.7354     
  1213.48        2500.00                 NaN            NaN   5.00255        4.87066       0.352752E-003            NaN   8.53310                 NaN   47.9000       0.899617        32.7937     
  1212.27        2500.00                 NaN            NaN            NaN  0.962823       0.144090        12.5283        8.72169                 NaN   46.3052       0.585371        30.7526     
  1211.05        2500.00                 NaN            NaN            NaN  0.842720       0.129996        12.6913        8.72812                 NaN   46.2779       0.577044        30.7529     
  1209.84        2500.00                 NaN            NaN            NaN  0.999289       0.122726        12.4964        8.75925                 NaN   46.2959       0.592137        30.7343     
  1208.63        2500.00                 NaN            NaN   5.00708        4.86405       0.340002E-003            NaN   8.53497                 NaN   47.8943       0.899503        32.7997     
  1207.42        2500.00                 NaN            NaN            NaN   1.06795       0.105074        12.4510        8.76368                 NaN   46.2848       0.589268        30.7382     
  1206.20        2500.00                 NaN            NaN   5.00933        4.86044       0.332681E-003            NaN   8.53578                 NaN   47.8918       0.899529        32.8028     
  1204.99        2500.00                 NaN            NaN   5.00994        4.86019       0.340009E-003            NaN   8.53282                 NaN   47.8923       0.899510        32.8049     
  1203.78        2500.00                 NaN            NaN   5.01118        4.85810       0.309647E-003            NaN   8.53400                 NaN   47.8906       0.899522        32.8063     
  1202.56        2500.00                 NaN            NaN            NaN  0.766319E-001   13.6957                 NaN   8.74245                 NaN   46.1355       0.563821        30.7860     
  1201.35        2500.00                 NaN            NaN   5.01377        4.85400       0.306271E-003            NaN   8.53790                 NaN   47.8858       0.899343        32.8089     
  1200.14        2500.00                 NaN            NaN   5.01487        4.85165       0.332787E-003            NaN   8.53787                 NaN   47.8853       0.899563        32.8105     
  1198.93        2500.00                 NaN            NaN            NaN  0.764793E-001   13.6949                 NaN   8.74247                 NaN   46.1341       0.563790        30.7882     
  1197.71        2500.00                 NaN            NaN            NaN   1.05667       0.801856E-001   12.4953        8.80376                 NaN   46.2362       0.585969        30.7420     
  1196.50        2500.00                 NaN            NaN   5.02084        4.83791       0.327956E-003            NaN   8.53303                 NaN   47.8932       0.899993        32.8147     
  1195.29        2500.00                 NaN            NaN            NaN   13.6991       0.711448E-001  0.158233E-004   8.74238                 NaN   46.1337       0.563612        30.7901     
  1194.07        2500.00                 NaN            NaN            NaN  0.762918E-001   13.6938       0.742302E-005   8.74247                 NaN   46.1324       0.563748        30.7912     
  1192.86        2500.00                 NaN            NaN            NaN  0.967585        12.6878       0.150936E-004   8.85916                 NaN   46.1602       0.579084        30.7461     
  1191.65        2500.00                 NaN            NaN   5.02225        4.84117                 NaN            NaN   8.53881                 NaN   47.8768       0.899470        32.8216     
  1190.43        2500.00                 NaN            NaN   5.02365        4.83828                 NaN            NaN   8.54152                 NaN   47.8742       0.899522        32.8228     
  1189.22        2500.00                 NaN            NaN   5.02471        4.83650                 NaN            NaN   8.54177                 NaN   47.8732       0.899569        32.8243     
  1188.01        2500.00                 NaN            NaN   5.02567        4.83351                 NaN            NaN   8.54111                 NaN   47.8751       0.899614        32.8250     
  1186.80        2500.00                 NaN            NaN            NaN   12.2495        1.42839                 NaN   8.87006                 NaN   46.1202       0.577180        30.7546     
  1185.58        2500.00                 NaN            NaN   5.01959        4.85081                 NaN            NaN   8.54319                 NaN   47.8638       0.898183        32.8245     
  1184.37        2500.00                 NaN            NaN   5.02023        4.82434       0.215839E-001            NaN   8.54275                 NaN   47.8651       0.898899        32.8271     
  1183.16        2500.00                 NaN            NaN   5.02995        4.82972                 NaN            NaN   8.54486                 NaN   47.8645       0.899114        32.8318     
  1181.94        2500.00                 NaN            NaN   5.02168        4.81995       0.235960E-001            NaN   8.54523                 NaN   47.8612       0.898852        32.8295     
  1180.73        2500.00                 NaN            NaN            NaN  0.758261E-001   13.6909                 NaN   8.74250                 NaN   46.1276       0.563627        30.7995     
  1179.52        2500.00                 NaN            NaN   4.43137        6.04807                 NaN            NaN   8.64100                 NaN   47.3953       0.848333        32.6359     
  1178.30        2500.00                 NaN            NaN   5.03408        4.82232                 NaN            NaN   8.54596                 NaN   47.8603       0.899425        32.8380     
  1177.09        2500.00                 NaN            NaN   5.02698        4.80983       0.251763E-001            NaN   8.54694                 NaN   47.8563       0.898885        32.8359     
  1175.88        2500.00                 NaN            NaN   5.03673        4.82075                 NaN            NaN   8.54080                 NaN   47.8622       0.899312        32.8402     
  1174.67        2500.00                 NaN            NaN            NaN  0.222889       0.184474E-001   13.4772        8.99572                 NaN   45.9583       0.580679        30.7468     
  1173.45        2500.00                 NaN            NaN   5.03814        4.81624                 NaN            NaN   8.54777                 NaN   47.8545       0.899385        32.8440     
  1172.24        2500.00                 NaN            NaN   5.03392        4.81067       0.128915E-001            NaN   8.54829                 NaN   47.8517       0.899183        32.8433     
  1171.03        2500.00                 NaN            NaN            NaN   13.6889       0.115068                 NaN   9.00296                 NaN   45.8786       0.545008        30.7695     
  1169.81        2500.00                 NaN            NaN            NaN   13.3741       0.361436                 NaN   9.00235                 NaN   45.9342       0.576329        30.7515     
  1168.60        2500.00                 NaN            NaN   5.03780        4.80827       0.100706E-001            NaN   8.54805                 NaN   47.8481       0.899044        32.8486     
  1167.39        2500.00                 NaN            NaN   5.04312        4.80914                 NaN            NaN   8.55098                 NaN   47.8460       0.899223        32.8515     
  1166.18        2500.00                 NaN            NaN   5.04411        4.80696                 NaN            NaN   8.55033                 NaN   47.8461       0.899412        32.8531     
  1164.96        2500.00                 NaN            NaN   5.04509        4.80590                 NaN            NaN   8.55096                 NaN   47.8442       0.899309        32.8546     
  1163.75        2500.00                 NaN            NaN            NaN   13.1972       0.587848                 NaN   8.97403                 NaN   45.8757       0.581551        30.7836     
  1162.54        2500.00                 NaN            NaN   5.04404        4.80080       0.742384E-002            NaN   8.55212                 NaN   47.8402       0.899094        32.8563     
  1161.32        2500.00                 NaN            NaN            NaN   1.79981        11.8427                 NaN   8.93499                 NaN   46.0510       0.608919        30.7627     
  1160.11        2500.00                 NaN            NaN            NaN  0.902501E-002   13.8099                 NaN   9.05397                 NaN   45.8149       0.538602        30.7737     
  1158.90        2500.00                 NaN            NaN   5.04703        4.79679       0.713794E-002            NaN   8.55297                 NaN   47.8360       0.899051        32.8610     
  1157.68        2500.00                 NaN            NaN   5.04889        4.79596       0.489676E-002            NaN   8.55357                 NaN   47.8347       0.899101        32.8629     
  1156.47        2500.00                 NaN            NaN            NaN   1.00012        12.8510                 NaN   9.09203                 NaN   45.6590       0.566842        30.8310     
  1155.26        2500.00                 NaN            NaN   4.11181        5.21837        1.05120                 NaN   8.24969                 NaN   48.2733       0.841100        32.2545     
  1154.05        2500.00                 NaN            NaN   5.05292        4.78927       0.542245E-002            NaN   8.55528                 NaN   47.8302       0.899126        32.8678     
  1152.83        2500.00                 NaN            NaN   5.05395        4.78832       0.504296E-002            NaN   8.55590                 NaN   47.8284       0.899041        32.8694     
  1151.62        2500.00                 NaN            NaN   5.05495        4.78699       0.466491E-002            NaN   8.55621                 NaN   47.8272       0.899105        32.8709     
  1150.41        2500.00                 NaN            NaN   5.01607        4.75072       0.111015                 NaN   8.55886                 NaN   47.8108       0.896209        32.8563     
  1149.19        2500.00                 NaN            NaN   5.01809        4.75024       0.108028                 NaN   8.55916                 NaN   47.8099       0.896328        32.8582     
  1147.98        2500.00                 NaN            NaN   5.01679        4.75596       0.103357                 NaN   8.56027                 NaN   47.8088       0.896424        32.8584     
  1146.77        2500.00                 NaN            NaN   4.62206        5.72522                 NaN            NaN   8.65367                 NaN   47.3866       0.858397        32.7540     
  1145.55        2500.00                 NaN            NaN   5.05993        4.77972       0.318008E-002            NaN   8.55890                 NaN   47.8210       0.899022        32.8782     
  1144.34        2500.00                 NaN            NaN   5.06081        4.78002       0.289838E-002            NaN   8.55901                 NaN   47.8181       0.899054        32.8801     
  1143.13        2500.00                 NaN            NaN            NaN   12.0392        1.68693                 NaN   9.04820                 NaN   45.8928       0.557303        30.7755     
  1141.92        2500.00                 NaN            NaN   5.06363        4.77642       0.249486E-002            NaN   8.55982                 NaN   47.8152       0.899020        32.8834     
  1140.70        2500.00                 NaN            NaN   5.06362        4.77627       0.228372E-002            NaN   8.56025                 NaN   47.8139       0.899106        32.8846     
  1139.49        2500.00                 NaN            NaN            NaN  0.750016E-001   13.8444                 NaN   8.74350                 NaN   45.8991       0.563378        30.8746     
  1138.28        2500.00                 NaN            NaN   5.06520        4.77522       0.129996E-002            NaN   8.56143                 NaN   47.8104       0.898977        32.8875     
  1137.06        2500.00                 NaN            NaN   4.26735       0.556957E-004   6.41028                 NaN   8.68955                 NaN   47.1868       0.826791        32.6191     
  1135.85        2500.00                 NaN            NaN   4.27558       0.535830E-004   6.39602                 NaN   8.68981                 NaN   47.1874       0.827277        32.6238     
  1134.64        2500.00                 NaN            NaN   4.32105       0.515281E-004   6.33209                 NaN   8.68792                 NaN   47.1811       0.828286        32.6495     
  1133.43        2500.00                 NaN            NaN   4.33176       0.975502E-004   6.31336                 NaN   8.68672                 NaN   47.1832       0.829196        32.6557     
  1132.21        2500.00                 NaN            NaN   4.35523       0.921131E-004   6.26455                 NaN   8.68182                 NaN   47.2050       0.830391        32.6630     
  1131.00        2500.00                 NaN            NaN   5.07090        4.76707       0.118668E-002            NaN   8.56431                 NaN   47.8010       0.898907        32.8967     
  1129.79        2500.00                 NaN            NaN   4.36632       0.460894E-004   6.24972                 NaN   8.68406                 NaN   47.1952       0.830916        32.6737     
  1128.57        2500.00                 NaN            NaN            NaN  0.746794E-001   13.8420                 NaN   8.74353                 NaN   45.8952       0.563286        30.8813     
  1127.36        2500.00                 NaN            NaN   5.07349        4.76260       0.932597E-003            NaN   8.56498                 NaN   47.7976       0.899235        32.9012     
  1126.15        2500.00                 NaN            NaN   4.35383       0.561267E-003   6.27361                 NaN   8.70123                 NaN   47.1635       0.833141        32.6741     
  1124.93        2500.00                 NaN            NaN   5.07528        4.76123       0.783212E-003            NaN   8.56678                 NaN   47.7929       0.898828        32.9042     
  1123.72        2500.00                 NaN            NaN   5.07615        4.76007       0.720286E-003            NaN   8.56728                 NaN   47.7913       0.898811        32.9057     
  1122.51        2500.00                 NaN            NaN   5.07700        4.75892       0.662702E-003            NaN   8.56778                 NaN   47.7896       0.898794        32.9072     
  1121.30        2500.00                 NaN            NaN   5.07786        4.75777       0.609226E-003            NaN   8.56828                 NaN   47.7880       0.898777        32.9087     
  1120.08        2500.00                 NaN            NaN   5.07882        4.75619       0.562875E-003            NaN   8.57105                 NaN   47.7827       0.898969        32.9118     
  1118.87        2500.00                 NaN            NaN   5.07957        4.75543       0.515102E-003            NaN   8.56960                 NaN   47.7842       0.898771        32.9119     
  1117.66        2500.00                 NaN            NaN   5.08040        4.75435       0.468450E-003            NaN   8.56980                 NaN   47.7831       0.898725        32.9132     
  1116.44        2500.00                 NaN            NaN   5.08123        4.75322       0.434259E-003            NaN   8.57031                 NaN   47.7814       0.898707        32.9147     
  1115.23        2500.00                 NaN            NaN   5.08207        4.75210       0.398882E-003            NaN   8.57082                 NaN   47.7797       0.898689        32.9162     
  1114.02        2500.00                 NaN            NaN   5.08290        4.75098       0.366519E-003            NaN   8.57133                 NaN   47.7780       0.898670        32.9177     
  1112.81        2500.00                 NaN            NaN   5.08372        4.74987       0.336523E-003            NaN   8.57184                 NaN   47.7764       0.898652        32.9192     
  1111.59        2500.00                 NaN            NaN            NaN   12.4234        1.39960                 NaN   9.18845                 NaN   45.6464       0.530810        30.8113     
  1110.38        2500.00                 NaN            NaN            NaN   1.42253        12.4008                 NaN   9.19242                 NaN   45.6413       0.530914        30.8120     
  1109.17        2500.00                 NaN            NaN   5.08618        4.74657       0.260203E-003            NaN   8.57340                 NaN   47.7713       0.898595        32.9237     
  1107.95        2500.00                 NaN            NaN   5.08699        4.74548       0.238708E-003            NaN   8.57392                 NaN   47.7696       0.898576        32.9252     
  1106.74        2500.00                 NaN            NaN   4.51650       0.148155E-003   5.98041                 NaN   8.70332                 NaN   47.2002       0.841974        32.7574     
  1105.53        2500.00                 NaN            NaN   4.52337       0.140851E-003   5.96895                 NaN   8.70350                 NaN   47.1998       0.842388        32.7619     
  1104.31        2500.00                 NaN            NaN   5.08940        4.74225       0.184141E-003            NaN   8.57549                 NaN   47.7645       0.898516        32.9297     
  1103.10        2500.00                 NaN            NaN   5.08969        4.74307       0.167304E-003            NaN   8.57185                 NaN   47.7649       0.898414        32.9320     
  1101.89        2500.00                 NaN            NaN   5.09099        4.74014       0.154735E-003            NaN   8.57655                 NaN   47.7610       0.898476        32.9327     
  1100.68        2500.00                 NaN            NaN   5.09178        4.73909       0.141807E-003            NaN   8.57708                 NaN   47.7593       0.898455        32.9342     
  1099.46        2500.00                 NaN            NaN   5.09256        4.73805       0.129940E-003            NaN   8.57761                 NaN   47.7575       0.898434        32.9357     
  1098.25        2500.00                 NaN            NaN            NaN   1.56471        12.2666                 NaN   9.23082                 NaN   45.5885       0.527429        30.8220     
  1097.04        2500.00                 NaN            NaN            NaN   1.35229        12.4355                 NaN   9.19345                 NaN   45.6809       0.531701        30.8062     
  1095.82        2500.00                 NaN            NaN            NaN   1.52773        12.2561                 NaN   9.23306                 NaN   45.6382       0.533082        30.8118     
  1094.61        2500.00                 NaN            NaN            NaN  0.737572E-001   13.8345                 NaN   8.74365                 NaN   45.8830       0.563004        30.9021     
  1093.40        2500.00                 NaN            NaN            NaN   11.5814        2.21759                 NaN   9.20065                 NaN   45.6335       0.537607        30.8293     
  1092.18        2500.00                 NaN            NaN   5.09720        4.73194       0.765788E-004            NaN   8.58085                 NaN   47.7470       0.898306        32.9446     
  1090.97        2500.00                 NaN            NaN            NaN   12.2476        1.53910                 NaN   9.25022                 NaN   45.6191       0.532685        30.8113     
  1089.76        2500.00                 NaN            NaN            NaN   1.35429        12.4434                 NaN   9.24390                 NaN   45.6236       0.526450        30.8084     
  1088.55        2500.00                 NaN            NaN   5.09945        4.72899       0.898720E-004            NaN   8.58250                 NaN   47.7416       0.898237        32.9491     
  1087.33        2500.00                 NaN            NaN            NaN   1.44265        12.3597                 NaN   9.26729                 NaN   45.5942       0.523298        30.8129     
  1086.12        2500.00                 NaN            NaN            NaN   1.62934        12.1847                 NaN   9.27530                 NaN   45.5613       0.525224        30.8241     
  1084.91        2500.00                 NaN            NaN            NaN   1.46508        12.3358                 NaN   9.26871                 NaN   45.5902       0.525895        30.8142     
  1083.69        2500.00                 NaN            NaN            NaN   1.63346        12.1866                 NaN   9.28632                 NaN   45.5455       0.522378        30.8258     
  1082.48        2500.00                 NaN            NaN   5.10317        4.72419       0.809776E-004            NaN   8.58529                 NaN   47.7325       0.898122        32.9566     
  1081.27        2500.00                 NaN            NaN   5.10361        4.72437       0.821543E-004            NaN   8.58331                 NaN   47.7320       0.898050        32.9586     
  1080.06        2500.00                 NaN            NaN   5.10465        4.72186       0.777489E-004            NaN   8.58654                 NaN   47.7293       0.898062        32.9595     
  1078.84        2500.00                 NaN            NaN   5.10536        4.72141       0.760790E-004            NaN   8.58698                 NaN   47.7270       0.898050        32.9611     
  1077.63        2500.00                 NaN            NaN   5.10608        4.72049       0.745143E-004            NaN   8.58755                 NaN   47.7252       0.898026        32.9626     
  1076.42        2500.00                 NaN            NaN   5.10680        4.71958       0.729831E-004            NaN   8.58813                 NaN   47.7233       0.898002        32.9641     
  1075.20        2500.00                 NaN            NaN   5.10752        4.71868       0.714829E-004            NaN   8.58870                 NaN   47.7215       0.897977        32.9656     
  1073.99        2500.00                 NaN            NaN   5.10819        4.71797       0.699917E-004            NaN   8.58887                 NaN   47.7198       0.897947        32.9671     
  1072.78        2500.00                 NaN            NaN  0.272287        13.6922       0.247564E-004            NaN   9.03960                 NaN   45.5066       0.471238        31.0181     
  1071.56        2500.00                 NaN            NaN  0.275408        13.6896       0.229962E-004            NaN   9.04164                 NaN   45.5022       0.470629        31.0204     
  1070.35        2500.00                 NaN            NaN  0.278444        13.6868       0.456239E-003            NaN   9.04371                 NaN   45.4979       0.470013        31.0227     
  1069.14        2500.00                 NaN            NaN            NaN   11.0285        2.72222                 NaN   9.19746                 NaN   45.6440       0.549456        30.8583     
  1067.93        2500.00                 NaN            NaN            NaN   11.9965        1.85667                 NaN   9.32425                 NaN   45.4560       0.518437        30.8481     
  1066.71        2500.00                 NaN            NaN            NaN   1.79844        12.0487                 NaN   9.32712                 NaN   45.4589       0.518785        30.8481     
  1065.50        2500.00                 NaN            NaN            NaN   10.6147        3.18838                 NaN   9.22693                 NaN   45.5682       0.539834        30.8619     
  1064.29        2500.00                 NaN            NaN  0.294262        13.6736       0.656031E-003            NaN   9.05411                 NaN   45.4759       0.466916        31.0345     
  1063.07        2500.00                 NaN            NaN  0.297529        13.6711       0.426773E-003            NaN   9.05621                 NaN   45.4715       0.466292        31.0370     
  1061.86        2500.00                 NaN            NaN  0.300846        13.6687       0.119171E-004            NaN   9.05831                 NaN   45.4671       0.465667        31.0394     
  1060.65        2500.00                 NaN            NaN  0.304086        13.6660       0.109865E-004            NaN   9.06043                 NaN   45.4626       0.465035        31.0418     
  1059.43        2500.00                 NaN            NaN  0.307339        13.6634       0.101352E-004            NaN   9.06257                 NaN   45.4581       0.464401        31.0442     
  1058.22        2500.00                 NaN            NaN            NaN   1.89901        11.9658                 NaN   9.35753                 NaN   45.4065       0.514345        30.8569     
  1057.01        2500.00                 NaN            NaN            NaN   1.91189        11.9541                 NaN   9.36096                 NaN   45.4009       0.513992        30.8581     
  1055.80        2500.00                 NaN            NaN            NaN   11.9435        1.92360                 NaN   9.36463                 NaN   45.3953       0.513611        30.8594     
  1054.58        2500.00                 NaN            NaN            NaN   1.93512        11.9333                 NaN   9.36821                 NaN   45.3896       0.513228        30.8606     
  1053.37        2500.00                 NaN            NaN            NaN   1.94631        11.9233                 NaN   9.37189                 NaN   45.3839       0.512826        30.8618     
  1052.16        2500.00                 NaN            NaN            NaN   2.81494        10.9957                 NaN   9.29155                 NaN   45.4939       0.533755        30.8702     
  1050.94        2500.00                 NaN            NaN  0.330385        13.6440       0.574034E-003            NaN   9.07777                 NaN   45.4261       0.459878        31.0613     
  1049.73        2500.00                 NaN            NaN  0.333751        13.6413       0.584002E-003            NaN   9.07998                 NaN   45.4215       0.459221        31.0637     
  1048.52        2500.00                 NaN            NaN            NaN   11.8881        1.98666                 NaN   9.38657                 NaN   45.3607       0.511200        30.8668     
  1047.31        2500.00                 NaN            NaN  0.340520        13.6357       0.642684E-003            NaN   9.08443                 NaN   45.4121       0.457899        31.0687     
  1046.09        2500.00                 NaN            NaN  0.343968        13.6330       0.477936E-003            NaN   9.08666                 NaN   45.4074       0.457235        31.0712     
  1044.88        2500.00                 NaN            NaN  0.347496        13.6306       0.392792E-005            NaN   9.08890                 NaN   45.4027       0.456572        31.0737     
  1043.67        2500.00                 NaN            NaN  0.350762        13.6272       0.853526E-003            NaN   9.09118                 NaN   45.3980       0.455893        31.0762     
  1042.45        2500.00                 NaN            NaN  0.354257        13.6245       0.685893E-003            NaN   9.09345                 NaN   45.3932       0.455220        31.0787     
  1041.24        2500.00                 NaN            NaN  0.357688        13.6215       0.903599E-003            NaN   9.09574                 NaN   45.3884       0.454541        31.0812     
  1040.03        2500.00                 NaN            NaN  0.361162        13.6186       0.986031E-003            NaN   9.09803                 NaN   45.3836       0.453860        31.0837     
  1038.81        2500.00                 NaN            NaN  0.364346        13.6145       0.279294E-002            NaN   9.10039                 NaN   45.3787       0.453163        31.0861     
  1037.60        2500.00                 NaN            NaN  0.368278        13.6132       0.560946E-003            NaN   9.10262                 NaN   45.3740       0.452493        31.0889     
  1036.39        2500.00                 NaN            NaN  0.371608        13.6094       0.182777E-002            NaN   9.10500                 NaN   45.3691       0.451795        31.0913     
  1035.18        2500.00                 NaN            NaN  0.375247        13.6070       0.121016E-002            NaN   9.10731                 NaN   45.3642       0.451105        31.0939     
  1033.96        2500.00                 NaN            NaN  0.378915        13.6043       0.793194E-003            NaN   9.10964                 NaN   45.3593       0.450413        31.0965     
  1032.75        2500.00                 NaN            NaN  0.382658        13.6020                 NaN            NaN   9.11196                 NaN   45.3545       0.449720        31.0992     
  1031.54        2500.00                 NaN            NaN  0.386266        13.5991                 NaN            NaN   9.11433                 NaN   45.3495       0.449017        31.1018     
  1030.32        2500.00                 NaN            NaN            NaN   2.31859        11.5314                 NaN   9.41338                 NaN   45.3404       0.515654        30.8806     
  1029.11        2500.00                 NaN            NaN  0.636682        13.4518       0.253331E-001            NaN   9.22639                 NaN   44.9572       0.417122        31.2855     
  1027.90        2500.00                 NaN            NaN  0.693802        13.2998       0.702930E-001            NaN   9.21967                 NaN   44.9839       0.422686        31.3098     
  1026.69        2500.00                 NaN            NaN   5.13379        4.69043                 NaN            NaN   8.61515                 NaN   47.6388       0.896175        33.0257     
  1025.47        2500.00                 NaN            NaN   5.13438        4.68988                 NaN            NaN   8.61587                 NaN   47.6366       0.896124        33.0272     
  1024.26        2500.00                 NaN            NaN   5.13470        4.68784                 NaN            NaN   8.61499                 NaN   47.6371       0.896755        33.0286     
  1023.05        2500.00                 NaN            NaN   5.13528        4.68727                 NaN            NaN   8.61568                 NaN   47.6350       0.896721        33.0301     
  1021.83        2500.00                 NaN            NaN   5.13585        4.68671                 NaN            NaN   8.61636                 NaN   47.6328       0.896687        33.0316     
  1020.62        2500.00                 NaN            NaN   5.13642        4.68616                 NaN            NaN   8.61706                 NaN   47.6306       0.896653        33.0331     
  1019.41        2500.00                 NaN            NaN   5.13699        4.68561                 NaN            NaN   8.61775                 NaN   47.6284       0.896618        33.0346     
  1018.19        2500.00                 NaN            NaN   5.13756        4.68508                 NaN            NaN   8.61845                 NaN   47.6262       0.896584        33.0361     
  1016.98        2500.00                 NaN            NaN   4.96937        5.15628                 NaN            NaN   8.70752                 NaN   47.2557       0.873569        33.0375     
  1015.77        2500.00                 NaN            NaN   4.97104        5.15383                 NaN            NaN   8.70836                 NaN   47.2536       0.873590        33.0396     
  1014.56        2500.00                 NaN            NaN   5.13924        4.68351                 NaN            NaN   8.62057                 NaN   47.6195       0.896478        33.0407     
  1013.34        2500.00                 NaN            NaN   5.13979        4.68300                 NaN            NaN   8.62129                 NaN   47.6173       0.896442        33.0422     
  1012.13        2500.00                 NaN            NaN   5.14034        4.68251                 NaN            NaN   8.62199                 NaN   47.6151       0.896406        33.0437     
  1010.92        2500.00                 NaN            NaN   4.97450        5.15753                 NaN            NaN   8.71102                 NaN   47.2349       0.873647        33.0484     
  1009.70        2500.00                 NaN            NaN   4.97432        5.15625                 NaN            NaN   8.71042                 NaN   47.2349       0.874070        33.0500     
  1008.49        2500.00                 NaN            NaN   5.01522        5.09050                 NaN            NaN   8.71318                 NaN   47.2385       0.873698        33.0689     
  1007.28        2500.00                 NaN            NaN   5.01698        5.08807                 NaN            NaN   8.71397                 NaN   47.2362       0.873725        33.0710     
  1006.06        2500.00                 NaN            NaN   5.01880        5.08547                 NaN            NaN   8.71476                 NaN   47.2340       0.873761        33.0733     
  1004.85        2500.00                 NaN            NaN   5.02052        5.08421                 NaN            NaN   8.71873                 NaN   47.2268       0.873356        33.0764     
  1003.64        2500.00                 NaN            NaN   5.14411        4.67922       0.142547E-005            NaN   8.62716                 NaN   47.5991       0.896148        33.0543     
  1002.43        2500.00                 NaN            NaN   5.14464        4.67878                 NaN            NaN   8.62791                 NaN   47.5968       0.896110        33.0558     
  1001.21        2500.00                 NaN            NaN   5.14516        4.67836                 NaN            NaN   8.62865                 NaN   47.5945       0.896072        33.0573     
  1000.00        2500.00                 NaN            NaN   5.14568        4.67794                 NaN            NaN   8.62940                 NaN   47.5921       0.896033        33.0588     
