|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1286.74        2500.00        93.8282                 NaN  0.452153                 NaN            NaN  0.820059                 NaN  0.819149        3.89423       0.186207                 NaN            NaN
  1285.26        2500.00        94.3335                 NaN  0.419004                 NaN            NaN  0.756533                 NaN  0.753475        3.56616       0.171305                 NaN            NaN
  1283.78        2500.00        94.7651                 NaN  0.390167                 NaN            NaN  0.704851                 NaN  0.697325        3.28428       0.158254                 NaN            NaN
  1282.31        2500.00        95.0937                 NaN  0.368252                 NaN            NaN  0.661803                 NaN  0.655247        3.07249       0.148462                 NaN            NaN
  1280.83        2500.00        95.4814                 NaN  0.340664                 NaN            NaN  0.622244                 NaN  0.603696        2.81561       0.136389                 NaN            NaN
  1279.35        2500.00        86.4218                 NaN  0.582716                 NaN  0.683470        2.19107                 NaN   1.75631        8.36459                 NaN            NaN            NaN
  1277.87        2500.00        99.5926                 NaN  0.110892                 NaN            NaN  0.179959                 NaN            NaN  0.116563                 NaN            NaN            NaN
  1276.39        2500.00        98.8332                 NaN  0.623534E-003            NaN  0.816624E-001            NaN            NaN  0.126913       0.957611                 NaN            NaN            NaN
  1274.92        2500.00        96.6811                 NaN  0.225238E-001            NaN  0.215481       0.541061                 NaN  0.386746        2.15306                 NaN            NaN            NaN
  1273.44        2500.00        96.7356                 NaN  0.124420                 NaN  0.178836       0.553794                 NaN  0.393074        2.01431                 NaN            NaN            NaN
  1271.96        2500.00        95.4735                 NaN  0.156656                 NaN  0.246486       0.742613                 NaN  0.553839        2.82694                 NaN            NaN            NaN
  1270.48        2500.00        95.6923                 NaN  0.158800                 NaN  0.222047       0.757131                 NaN  0.516548        2.65318                 NaN            NaN            NaN
  1269.00        2500.00        97.9567                 NaN  0.915085E-001            NaN  0.124786       0.299395                 NaN  0.248007        1.27962                 NaN            NaN            NaN
  1267.53        2500.00        94.0766                 NaN  0.266760                 NaN  0.339640       0.962547                 NaN  0.787993        3.56651                 NaN            NaN            NaN
  1266.05        2500.00        99.2684                 NaN            NaN            NaN  0.113323E-001  0.108899                 NaN  0.108838E-001  0.600529                 NaN            NaN            NaN
  1264.57        2500.00        86.0654                 NaN  0.401377                 NaN  0.492440        2.47839                 NaN   1.35392        7.06791                 NaN   2.14055                 NaN
  1263.09        2500.00        96.4948                 NaN  0.226471                 NaN  0.943609E-001  0.568961                 NaN  0.362986        1.69867                 NaN  0.553730                 NaN
  1261.61        2500.00        91.6795                 NaN  0.102864                 NaN  0.317483        1.55665                 NaN  0.760751        4.18824                 NaN   1.39452                 NaN
  1260.14        2500.00        89.3436                 NaN  0.315926                 NaN  0.336819        1.76647                 NaN   1.02073        5.43176                 NaN   1.78466                 NaN
  1258.66        2500.00        91.8082                 NaN  0.226360                 NaN  0.278277        1.43696                 NaN  0.777676        4.05240                 NaN   1.42013                 NaN
  1257.18        2500.00        90.5332                 NaN  0.200400                 NaN  0.326048        1.76019                 NaN  0.837942        4.86669                 NaN   1.47557                 NaN
  1255.70        2500.00        88.0471                 NaN  0.317807                 NaN  0.382305        1.98070                 NaN   1.07155        6.23235                 NaN   1.96823                 NaN
  1254.22        2500.00        80.4685                 NaN  0.509739                 NaN  0.604551        3.08593                 NaN   1.68091        10.4114                 NaN   3.23897                 NaN
  1252.75        2500.00                 NaN            NaN   2.58797                 NaN   2.84098        14.6430                 NaN   8.46471        50.3504                 NaN   16.1704        4.94255     
  1251.27        2500.00                 NaN            NaN   2.58801                 NaN   2.84098        14.6433                 NaN   8.46506        50.3861                 NaN   16.1863        4.89025     
  1249.79        2500.00                 NaN            NaN   2.58805                 NaN   2.84098        14.6436                 NaN   8.46542        50.4220                 NaN   16.2023        4.83762     
  1248.31        2500.00                 NaN            NaN   2.64680                 NaN   2.80184        14.7215                 NaN   8.49718        50.3726                 NaN   16.2098        4.75024     
  1246.83        2500.00                 NaN            NaN   2.67550                 NaN   2.76667        14.8470                 NaN   8.50313        50.3350                 NaN   16.2093        4.66346     
  1245.36        2500.00                 NaN            NaN   2.67555                 NaN   2.76667        14.8473                 NaN   8.50349        50.3714                 NaN   16.2256        4.61004     
  1243.88        2500.00                 NaN            NaN   2.67559                 NaN   2.76667        14.8476                 NaN   8.50385        50.4081                 NaN   16.2420        4.55623     
  1242.40        2500.00                 NaN            NaN   2.67563                 NaN   2.76668        14.8480                 NaN   8.50421        50.4451                 NaN   16.2585        4.50186     
  1240.92        2500.00                 NaN            NaN   2.67568                 NaN   2.76668        14.8483                 NaN   8.50457        50.4824                 NaN   16.2752        4.44716     
  1239.44        2500.00                 NaN            NaN   2.67572                 NaN   2.76669        14.8486                 NaN   8.50493        50.5199                 NaN   16.2920        4.39213     
  1237.97        2500.00                 NaN            NaN   2.68404                 NaN   2.77253        14.8360                 NaN   8.53776        50.5653                 NaN   16.2959        4.30851     
  1236.49        2500.00                 NaN            NaN   2.68408                 NaN   2.77253        14.8363                 NaN   8.53812        50.6033                 NaN   16.3129        4.25277     
  1235.01        2500.00                 NaN            NaN   2.68413                 NaN   2.77254        14.8367                 NaN   8.53848        50.6415                 NaN   16.3300        4.19668     
  1233.53        2500.00                 NaN            NaN   2.68417                 NaN   2.77254        14.8370                 NaN   8.53885        50.6799                 NaN   16.3473        4.14024     
  1232.05        2500.00                 NaN            NaN   2.68422                 NaN   2.77255        14.8373                 NaN   8.53921        50.7187                 NaN   16.3646        4.08341     
  1230.58        2500.00                 NaN            NaN   2.68426                 NaN   2.77255        14.8376                 NaN   8.53958        50.7578                 NaN   16.3822        4.02595     
  1229.10        2500.00                 NaN            NaN   2.68431                 NaN   2.77256        14.8380                 NaN   8.53994        50.7972                 NaN   16.3999        3.96814     
  1227.62        2500.00                 NaN            NaN   2.68435                 NaN   2.77256        14.8383                 NaN   8.54031        50.8368                 NaN   16.4177        3.90995     
  1226.14        2500.00                 NaN            NaN   2.68440                 NaN   2.77257        14.8387                 NaN   8.54067        50.8767                 NaN   16.4356        3.85139     
  1224.66        2500.00                 NaN            NaN   2.68444                 NaN   2.77258        14.8390                 NaN   8.54104        50.9169                 NaN   16.4536        3.79247     
  1223.18        2500.00                 NaN            NaN   2.68449                 NaN   2.77258        14.8393                 NaN   8.54141        50.9572                 NaN   16.4718        3.73317     
  1221.71        2500.00                 NaN            NaN   2.68453                 NaN   2.77259        14.8397                 NaN   8.54178        50.9979                 NaN   16.4901        3.67348     
  1220.23        2500.00                 NaN            NaN   2.68458                 NaN   2.77260        14.8400                 NaN   8.54215        51.0388                 NaN   16.5085        3.61339     
  1218.75        2500.00                 NaN            NaN   2.68462                 NaN   2.77260        14.8403                 NaN   8.54252        51.0802                 NaN   16.5271        3.55260     
  1217.27        2500.00                 NaN            NaN   2.68467                 NaN   2.77261        14.8407                 NaN   8.54289        51.1218                 NaN   16.5459        3.49143     
  1215.79        2500.00                 NaN            NaN   2.68732                 NaN   2.77446        14.8370                 NaN   8.55349        51.1662                 NaN   16.5607        3.42092     
  1214.32        2500.00                 NaN            NaN   2.68737                 NaN   2.77446        14.8373                 NaN   8.55386        51.2084                 NaN   16.5797        3.35895     
  1212.84        2500.00                 NaN            NaN   2.68742                 NaN   2.77447        14.8376                 NaN   8.55424        51.2508                 NaN   16.5988        3.29658     
  1211.36        2500.00                 NaN            NaN   2.68746                 NaN   2.77448        14.8380                 NaN   8.55461        51.2936                 NaN   16.6181        3.23382     
  1209.88        2500.00                 NaN            NaN   2.68751                 NaN   2.77449        14.8383                 NaN   8.55498        51.3366                 NaN   16.6375        3.17063     
  1208.40        2500.00                 NaN            NaN   2.68756                 NaN   2.77450        14.8387                 NaN   8.55536        51.3798                 NaN   16.6570        3.10704     
  1206.93        2500.00                 NaN            NaN   2.68761                 NaN   2.77451        14.8390                 NaN   8.55573        51.4237                 NaN   16.6768        3.04266     
  1205.45        2500.00                 NaN            NaN   2.68765                 NaN   2.77452        14.8394                 NaN   8.55611        51.4677                 NaN   16.6967        2.97786     
  1203.97        2500.00                 NaN            NaN   2.68770                 NaN   2.77453        14.8397                 NaN   8.55649        51.5121                 NaN   16.7168        2.91264     
  1202.49        2500.00                 NaN            NaN   2.68775                 NaN   2.77454        14.8401                 NaN   8.55687        51.5568                 NaN   16.7370        2.84700     
  1201.01        2500.00                 NaN            NaN   2.72076                 NaN   2.72616        14.8282                 NaN   8.56820        51.5593       0.261049E-001   16.7728        2.79846     
  1199.54        2500.00                 NaN            NaN   2.72081                 NaN   2.72617        14.8286                 NaN   8.56858        51.6045       0.261058E-001   16.7932        2.73201     
  1198.06        2500.00                 NaN            NaN   2.87516                 NaN   2.51210        14.7590                 NaN   8.65782        51.4723       0.148274        16.8659        2.70957     
  1196.58        2500.00                 NaN            NaN   3.04294                 NaN   2.27057        14.6933                 NaN   8.72611        51.3081       0.280496        16.9585        2.72002     
  1195.10        2500.00                 NaN            NaN   3.09179                 NaN   2.20303        14.6722                 NaN   8.75486        51.2971       0.318866        16.9959        2.66632     
  1193.62        2500.00                 NaN            NaN   3.14201                 NaN   2.13358        14.6510                 NaN   8.78415        51.2844       0.358238        17.0338        2.61281     
  1192.15        2500.00                 NaN            NaN   3.20988                 NaN   2.04232        14.5994                 NaN   8.83135        51.2603       0.412876        17.0808        2.56316     
  1190.67        2500.00                 NaN            NaN   3.20994                 NaN   2.04233        14.5997                 NaN   8.83174        51.3070       0.412888        17.1020        2.49440     
  1189.19        2500.00                 NaN            NaN   3.24346                 NaN   1.99364        14.5880                 NaN   8.84297        51.3106       0.438985        17.1389        2.44348     
  1187.71        2500.00                 NaN            NaN   3.44234                 NaN   1.71211        14.5316                 NaN   8.93333        51.1053       0.591785        17.2331        2.45054     
  1186.23        2500.00                 NaN            NaN   3.52105                 NaN   1.60180        14.5014                 NaN   8.97166        51.0557       0.652528        17.2848        2.41114     
  1184.76        2500.00                 NaN            NaN   3.60107                 NaN   1.48928        14.4721                 NaN   9.01025        51.0037       0.714243        17.3372        2.37213     
  1183.28        2500.00                 NaN            NaN   3.67485                 NaN   1.38649        14.4446                 NaN   9.04649        50.9598       0.770616        17.3871        2.33008     
  1181.80        2500.00                 NaN            NaN   3.72058                 NaN   1.35892        14.3247                 NaN   9.07255        51.0042       0.792156        17.4293        2.29757     
  1180.32        2500.00                 NaN            NaN   3.84434                 NaN   1.14921        14.3827                 NaN   9.12685        50.8438       0.900166        17.4965        2.25645     
  1178.84        2500.00                 NaN            NaN   3.72072                 NaN   1.35894        14.3255                 NaN   9.07338        51.1015       0.792199        17.4735        2.15430     
  1177.37        2500.00                 NaN            NaN   3.72080                 NaN   1.35894        14.3258                 NaN   9.07379        51.1506       0.792221        17.4958        2.08196     
  1175.89        2500.00                 NaN            NaN   3.72087                 NaN   1.35895        14.3262                 NaN   9.07421        51.2001       0.792242        17.5183        2.00915     
  1174.41        2500.00                 NaN            NaN   3.72095                 NaN   1.35896        14.3266                 NaN   9.07463        51.2508       0.792265        17.5414        1.93443     
  1172.93        2500.00                 NaN            NaN   3.72103                 NaN   1.35896        14.3269                 NaN   9.07505        51.3012       0.792288        17.5643        1.86021     
  1171.45        2500.00                 NaN            NaN   3.72110                 NaN   1.35897        14.3273                 NaN   9.07547        51.3520       0.792311        17.5875        1.78543     
  1169.98        2500.00                 NaN            NaN   4.14215                 NaN  0.747683        14.2841                 NaN   9.31013        50.8225        1.12125        17.7493        1.82294     
  1168.50        2500.00                 NaN            NaN   4.21668                 NaN  0.647309        14.2518                 NaN   9.35005        50.7854        1.17660        17.7977        1.77446     
  1167.02        2500.00                 NaN            NaN   4.22936                 NaN  0.632051        14.2508                 NaN   9.36182        50.8220        1.18488        17.8235        1.69550     
  1165.54        2500.00                 NaN            NaN   4.30238                 NaN  0.531124        14.2300                 NaN   9.40341        50.7760        1.23945        17.8714        1.64623     
  1164.06        2500.00                 NaN            NaN   4.29845                 NaN  0.648178        14.1775                 NaN   9.62280        50.7672        1.17125        17.8270        1.48764     
  1162.58        2500.00                 NaN            NaN   4.29854                 NaN  0.648181        14.1779                 NaN   9.62325        50.8193        1.17128        17.8508        1.41074     
  1161.11        2500.00                 NaN            NaN   4.29862                 NaN  0.648185        14.1783                 NaN   9.62370        50.8719        1.17131        17.8748        1.33328     
  1159.63        2500.00                 NaN            NaN   4.29871                 NaN  0.648190        14.1787                 NaN   9.62415        50.9248        1.17135        17.8989        1.25524     
  1158.15        2500.00                 NaN            NaN   4.29880                 NaN  0.648194        14.1791                 NaN   9.62460        50.9781        1.17138        17.9232        1.17663     
  1156.67        2500.00                 NaN            NaN   4.36720                 NaN  0.538763        14.1106                 NaN   9.68124        50.9484        1.23221        17.9805        1.14101     
  1155.19        2500.00                 NaN            NaN   4.36729                 NaN  0.538766        14.1110                 NaN   9.68170        51.0024        1.23224        18.0052        1.06135     
  1153.72        2500.00                 NaN            NaN   4.36739                 NaN  0.538770        14.1114                 NaN   9.68216        51.0568        1.23228        18.0301       0.981092     
  1152.24        2500.00                 NaN            NaN   4.36748                 NaN  0.538773        14.1118                 NaN   9.68262        51.1116        1.23231        18.0551       0.900242     
  1150.76        2500.00                 NaN            NaN   4.36758                 NaN  0.538776        14.1122                 NaN   9.68308        51.1668        1.23235        18.0804       0.818792     
  1149.28        2500.00                 NaN            NaN   4.36767                 NaN  0.538780        14.1126                 NaN   9.68355        51.2224        1.23238        18.1058       0.736738     
  1147.80        2500.00                 NaN            NaN   4.36777                 NaN  0.538784        14.1130                 NaN   9.68401        51.2785        1.23242        18.1315       0.654074     
  1146.33        2500.00                 NaN            NaN   4.36787                 NaN  0.538788        14.1134                 NaN   9.68448        51.3349        1.23246        18.1573       0.570798     
  1144.85        2500.00                 NaN            NaN   4.41290                 NaN  0.454977        14.1519                 NaN   9.66297        51.3343        1.28499        18.2006       0.497295     
  1143.37        2500.00                 NaN            NaN   4.72218                 NaN            NaN   14.1072                 NaN   9.65912        51.0539        1.51538        18.3940       0.548214     
  1141.89        2500.00                 NaN            NaN   3.64689        1.09706                 NaN   14.0232                 NaN   9.76865        50.9955        1.51908        18.4032       0.546385     
  1140.41        2500.00                 NaN            NaN   3.64697        1.09709                 NaN   14.0236                 NaN   9.76912        51.0530        1.51913        18.4295       0.461464     
  1138.94        2500.00                 NaN            NaN   3.64706        1.09712                 NaN   14.0241                 NaN   9.76960        51.1110        1.51917        18.4561       0.375910     
  1137.46        2500.00                 NaN            NaN   3.64714        1.09714                 NaN   14.0245                 NaN   9.77008        51.1694        1.51922        18.4829       0.289724     
  1135.98        2500.00                 NaN            NaN   3.64722        1.09717                 NaN   14.0249                 NaN   9.77056        51.2282        1.51927        18.5098       0.202894     
  1134.50        2500.00                 NaN            NaN   3.64731        1.09719                 NaN   14.0253                 NaN   9.77105        51.2874        1.51931        18.5370       0.115439     
  1133.02        2500.00                 NaN            NaN   3.64740        1.09722                 NaN   14.0257                 NaN   9.77153        51.3470        1.51936        18.5644       0.273212E-001
  1131.55        2500.00                 NaN            NaN   4.74766                 NaN            NaN   14.1083                 NaN   9.73808        51.3598        1.51400        18.5321                 NaN
  1130.07        2500.00                 NaN            NaN   4.75012                 NaN            NaN   14.1077                 NaN   9.74778        51.3522        1.51372        18.5285                 NaN
  1128.59        2500.00                 NaN            NaN   4.75273                 NaN            NaN   14.1080                 NaN   9.75736        51.3443        1.51340        18.5243                 NaN
  1127.11        2500.00                 NaN            NaN   4.75461                 NaN            NaN   14.1089                 NaN   9.76719        51.3357        1.51307        18.5206                 NaN
  1125.63        2500.00                 NaN            NaN   4.76549                 NaN            NaN   14.0531                 NaN   9.77727        51.3690        1.52090        18.5142                 NaN
  1124.16        2500.00                 NaN            NaN   4.76037                 NaN            NaN   14.1017                 NaN   9.77496        51.3277        1.51126        18.5241                 NaN
  1122.68        2500.00                 NaN            NaN   4.76290                 NaN            NaN   14.0921                 NaN   9.83495        51.3173        1.52299        18.4698                 NaN
  1121.20        2500.00                 NaN            NaN   4.76316                 NaN            NaN   14.1140                 NaN   9.80854        51.3004        1.51203        18.5018                 NaN
  1119.72        2500.00                 NaN            NaN   4.76787                 NaN            NaN   14.1029                 NaN   9.80385        51.3037        1.51029        18.5114                 NaN
  1118.24        2500.00                 NaN            NaN   4.77854                 NaN            NaN   14.0455                 NaN   9.81628        51.3370        1.51833        18.5043                 NaN
  1116.77        2500.00                 NaN            NaN   4.78038                 NaN            NaN   14.0573                 NaN   9.83356        51.3206        1.51852        18.4896                 NaN
  1115.29        2500.00                 NaN            NaN   4.77349                 NaN            NaN   14.1172                 NaN   9.84702        51.2676        1.51041        18.4843                 NaN
  1113.81        2500.00                 NaN            NaN   4.77418                 NaN            NaN   14.1334                 NaN   9.86606        51.2491        1.50972        18.4676                 NaN
  1112.33        2500.00                 NaN            NaN   4.77666                 NaN            NaN   14.1263                 NaN   9.87587        51.2436        1.51064        18.4670                 NaN
  1110.85        2500.00                 NaN            NaN   4.78120                 NaN            NaN   14.1189                 NaN   9.87453        51.2439        1.50906        18.4724                 NaN
  1109.38        2500.00                 NaN            NaN   4.78234                 NaN            NaN   14.1242                 NaN   9.88635        51.2325        1.50887        18.4658                 NaN
  1107.90        2500.00                 NaN            NaN   4.79838                 NaN            NaN   14.0299                 NaN   9.86919        51.3016        1.51758        18.4834                 NaN
  1106.42        2500.00                 NaN            NaN   4.78757                 NaN            NaN   14.1263                 NaN   9.90579        51.2161        1.50813        18.4561                 NaN
  1104.94        2500.00                 NaN            NaN   4.78993                 NaN            NaN   14.1283                 NaN   9.91559        51.2073        1.50771        18.4512                 NaN
  1103.46        2500.00                 NaN            NaN   4.79211                 NaN            NaN   14.1323                 NaN   9.92592        51.1967        1.50689        18.4461                 NaN
  1101.99        2500.00                 NaN            NaN   4.79540                 NaN            NaN   14.1055                 NaN   9.96926        51.2006        1.51671        18.4126                 NaN
  1100.51        2500.00                 NaN            NaN   4.72928                 NaN            NaN   14.2462                 NaN   10.0073        51.0811        1.51487        18.4212                 NaN
  1099.03        2500.00                 NaN            NaN   4.79959                 NaN            NaN   14.1328                 NaN   9.95204        51.1747        1.50571        18.4351                 NaN
  1097.55        2500.00                 NaN            NaN   4.80183                 NaN            NaN   14.1355                 NaN   9.96163        51.1655        1.50516        18.4304                 NaN
  1096.07        2500.00                 NaN            NaN   4.80463                 NaN            NaN   14.1341                 NaN   9.97148        51.1595        1.50531        18.4249                 NaN
  1094.59        2500.00                 NaN            NaN   4.80628                 NaN            NaN   14.1413                 NaN   9.98081        51.1470        1.50401        18.4206                 NaN
  1093.12        2500.00                 NaN            NaN   4.80848                 NaN            NaN   14.1444                 NaN   9.99043        51.1375        1.50342        18.4157                 NaN
  1091.64        2500.00                 NaN            NaN   4.81058                 NaN            NaN   14.1470                 NaN   9.99776        51.1305        1.50278        18.4115                 NaN
  1090.16        2500.00                 NaN            NaN   4.75117                 NaN            NaN   14.2618                 NaN   10.0719        51.0214        1.50990        18.3839                 NaN
  1088.68        2500.00                 NaN            NaN   4.81387                 NaN            NaN   14.1604                 NaN   10.0221        51.1040        1.50135        18.3982                 NaN
  1087.20        2500.00                 NaN            NaN   4.81580                 NaN            NaN   14.1475                 NaN   10.0651        51.0996        1.50959        18.3624                 NaN
  1085.73        2500.00                 NaN            NaN   4.81884                 NaN            NaN   14.1608                 NaN   10.0376        51.0898        1.50010        18.3927                 NaN
  1084.25        2500.00                 NaN            NaN   4.82020                 NaN            NaN   14.1706                 NaN   10.0534        51.0746        1.49990        18.3813                 NaN
  1082.77        2500.00                 NaN            NaN   4.82170                 NaN            NaN   14.1671                 NaN   10.0946        51.0648        1.50690        18.3449                 NaN
  1081.29        2500.00                 NaN            NaN   4.82346                 NaN            NaN   14.1705                 NaN   10.1041        51.0552        1.50613        18.3406                 NaN
  1079.81        2500.00                 NaN            NaN   4.82726                 NaN            NaN   14.1811                 NaN   10.0751        51.0476        1.49665        18.3723                 NaN
  1078.34        2500.00                 NaN            NaN   4.80800                 NaN            NaN   14.2540                 NaN   10.1649        50.9579        1.50178        18.3134                 NaN
  1076.86        2500.00                 NaN            NaN   4.80896                 NaN            NaN   14.2596                 NaN   10.1727        50.9487        1.50111        18.3089                 NaN
  1075.38        2500.00                 NaN            NaN   4.83492                 NaN            NaN   14.1822                 NaN   10.0943        51.0277        1.49413        18.3668                 NaN
  1073.90        2500.00                 NaN            NaN   4.83681                 NaN            NaN   14.1881                 NaN   10.1047        51.0164        1.49337        18.3607                 NaN
  1072.42        2500.00                 NaN            NaN   4.83871                 NaN            NaN   14.1940                 NaN   10.1151        51.0050        1.49260        18.3546                 NaN
  1070.95        2500.00                 NaN            NaN   4.83677                 NaN            NaN   14.2269                 NaN   10.1516        50.9693        1.49352        18.3219                 NaN
  1069.47        2500.00                 NaN            NaN   4.83865                 NaN            NaN   14.2332                 NaN   10.1621        50.9577        1.49271        18.3156                 NaN
  1067.99        2500.00                 NaN            NaN   4.84053                 NaN            NaN   14.2396                 NaN   10.1725        50.9461        1.49187        18.3094                 NaN
  1066.51        2500.00                 NaN            NaN   4.84231                 NaN            NaN   14.2348                 NaN   10.2027        50.9397        1.49672        18.2838                 NaN
  1065.03        2500.00                 NaN            NaN   4.84557                 NaN            NaN   14.2400                 NaN   10.1801        50.9341        1.48913        18.3111                 NaN
  1063.56        2500.00                 NaN            NaN   4.84606                 NaN            NaN   14.2484                 NaN   10.2225        50.9161        1.49474        18.2721                 NaN
  1062.08        2500.00                 NaN            NaN   4.85071                 NaN            NaN   14.2445                 NaN   10.1934        50.9181        1.48687        18.3065                 NaN
  1060.60        2500.00                 NaN            NaN   4.85257                 NaN            NaN   14.2511                 NaN   10.2035        50.9064        1.48595        18.3005                 NaN
  1059.12        2500.00                 NaN            NaN   4.85440                 NaN            NaN   14.2576                 NaN   10.2137        50.8948        1.48503        18.2946                 NaN
  1057.64        2500.00                 NaN            NaN   4.85628                 NaN            NaN   14.2642                 NaN   10.2241        50.8828        1.48409        18.2885                 NaN
  1056.17        2500.00                 NaN            NaN   4.85621                 NaN            NaN   14.2881                 NaN   10.2502        50.8562        1.48433        18.2649                 NaN
  1054.69        2500.00                 NaN            NaN   4.85784                 NaN            NaN   14.2978                 NaN   10.2627        50.8420        1.48347        18.2562                 NaN
  1053.21        2500.00                 NaN            NaN   4.85923                 NaN            NaN   14.2978                 NaN   10.2922        50.8328        1.48762        18.2304                 NaN
  1051.73        2500.00                 NaN            NaN   4.86176                 NaN            NaN   14.3110                 NaN   10.2819        50.8189        1.48139        18.2450                 NaN
  1050.25        2500.00                 NaN            NaN   4.86373                 NaN            NaN   14.3177                 NaN   10.2915        50.8074        1.48031        18.2394                 NaN
  1048.78        2500.00                 NaN            NaN   4.86570                 NaN            NaN   14.3244                 NaN   10.3009        50.7959        1.47922        18.2340                 NaN
  1047.30        2500.00                 NaN            NaN   4.86768                 NaN            NaN   14.3311                 NaN   10.3103        50.7843        1.47811        18.2285                 NaN
  1045.82        2500.00                 NaN            NaN   4.86966                 NaN            NaN   14.3379                 NaN   10.3196        50.7727        1.47698        18.2231                 NaN
  1044.34        2500.00                 NaN            NaN   4.87165                 NaN            NaN   14.3447                 NaN   10.3289        50.7612        1.47583        18.2178                 NaN
  1042.86        2500.00                 NaN            NaN   4.87239                 NaN            NaN   14.3504                 NaN   10.3625        50.7476        1.48010        18.1871                 NaN
  1041.39        2500.00                 NaN            NaN   4.87565                 NaN            NaN   14.3584                 NaN   10.3473        50.7380        1.47346        18.2072                 NaN
  1039.91        2500.00                 NaN            NaN   4.87766                 NaN            NaN   14.3652                 NaN   10.3563        50.7265        1.47225        18.2021                 NaN
  1038.43        2500.00                 NaN            NaN   4.87974                 NaN            NaN   14.3716                 NaN   10.3648        50.7154        1.47099        18.1975                 NaN
  1036.95        2500.00                 NaN            NaN   4.88181                 NaN            NaN   14.3780                 NaN   10.3733        50.7043        1.46972        18.1929                 NaN
  1035.47        2500.00                 NaN            NaN   4.88390                 NaN            NaN   14.3844                 NaN   10.3817        50.6932        1.46843        18.1884                 NaN
  1034.00        2500.00                 NaN            NaN   4.88599                 NaN            NaN   14.3909                 NaN   10.3900        50.6821        1.46711        18.1839                 NaN
  1032.52        2500.00                 NaN            NaN   4.88549                 NaN            NaN   14.4065                 NaN   10.4335        50.6602        1.47217        18.1422                 NaN
  1031.04        2500.00                 NaN            NaN   4.90264                 NaN            NaN   14.3970                 NaN   10.3604        50.7156        1.46680        18.1576                 NaN
  1029.56        2500.00                 NaN            NaN   4.89271                 NaN            NaN   14.4112                 NaN   10.4167        50.6472        1.46295        18.1692                 NaN
  1028.08        2500.00                 NaN            NaN   4.89289                 NaN            NaN   14.4196                 NaN   10.4280        50.6311        1.46149        18.1670                 NaN
  1026.60        2500.00                 NaN            NaN   4.89985                 NaN            NaN   14.3883                 NaN   10.4315        50.6572        1.46684        18.1563                 NaN
  1025.13        2500.00                 NaN            NaN   4.89979                 NaN            NaN   14.4117                 NaN   10.4566        50.6306        1.46648        18.1347                 NaN
  1023.65        2500.00                 NaN            NaN   4.90296                 NaN            NaN   14.4112                 NaN   10.4541        50.6266        1.46400        18.1412                 NaN
  1022.17        2500.00                 NaN            NaN   4.89263                 NaN            NaN   14.5206                 NaN   10.5181        50.5248        1.45799        18.0859                 NaN
  1020.69        2500.00                 NaN            NaN   4.89769                 NaN            NaN   14.5060                 NaN   10.4990        50.5335        1.45391        18.1099                 NaN
  1019.21        2500.00                 NaN            NaN   4.89923                 NaN            NaN   14.5153                 NaN   10.5087        50.5201        1.45248        18.1042                 NaN
  1017.74        2500.00                 NaN            NaN   4.78250                 NaN            NaN   14.6356                 NaN   10.4757        50.4990        1.46924        18.1379                 NaN
  1016.26        2500.00                 NaN            NaN   4.89918                 NaN            NaN   14.5685                 NaN   10.5585        50.4625        1.45087        18.0604                 NaN
  1014.78        2500.00                 NaN            NaN   4.90399                 NaN            NaN   14.5531                 NaN   10.5430        50.4713        1.44758        18.0810                 NaN
  1013.30        2500.00                 NaN            NaN   4.90511                 NaN            NaN   14.5708                 NaN   10.5592        50.4505        1.44621        18.0682                 NaN
  1011.82        2500.00                 NaN            NaN   4.78529                 NaN            NaN   14.6573                 NaN   10.4949        50.4741        1.46652        18.1220                 NaN
  1010.35        2500.00                 NaN            NaN   4.78591                 NaN            NaN   14.6628                 NaN   10.4994        50.4680        1.46585        18.1181                 NaN
  1008.87        2500.00                 NaN            NaN   4.91435                 NaN            NaN   14.5590                 NaN   10.6015        50.4431        1.45120        18.0308                 NaN
  1007.39        2500.00                 NaN            NaN   4.91047                 NaN            NaN   14.6279                 NaN   10.6273        50.3786        1.44406        18.0116                 NaN
  1005.91        2500.00                 NaN            NaN            NaN            NaN   4.04412        25.2739                 NaN   2.76564        52.6362        1.12006        14.1601                 NaN
  1004.43        2500.00                 NaN            NaN   4.91420                 NaN            NaN   14.6478                 NaN   10.6484        50.3508        1.44074        17.9981                 NaN
  1002.96        2500.00                 NaN            NaN   4.91593                 NaN            NaN   14.6598                 NaN   10.6596        50.3352        1.43915        17.9904                 NaN
  1001.48        2500.00                 NaN            NaN   4.91771                 NaN            NaN   14.6718                 NaN   10.6710        50.3195        1.43754        17.9825                 NaN
  1000.00        2500.00                 NaN            NaN   4.91943                 NaN            NaN   14.6842                 NaN   10.6823        50.3035        1.43592        17.9746                 NaN
