|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1536.34        2500.00        99.0051                 NaN            NaN            NaN  0.679998E-001            NaN  0.926855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0123                 NaN            NaN            NaN  0.669515E-001            NaN  0.920716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9630                 NaN            NaN            NaN  0.383493E-001            NaN  0.671369       0.327235                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7874                 NaN            NaN            NaN  0.103346E-005            NaN            NaN   1.21262                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7996                 NaN            NaN            NaN            NaN            NaN  0.138055        1.06236                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.7959                 NaN            NaN            NaN            NaN            NaN            NaN   1.20409                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7991                 NaN            NaN            NaN            NaN            NaN  0.719926E-001   1.12886                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7975                 NaN            NaN            NaN  0.308680E-003            NaN            NaN   1.20219                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7947                 NaN            NaN            NaN            NaN            NaN            NaN   1.20527                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7938                 NaN            NaN            NaN            NaN            NaN            NaN   1.20625                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7876                 NaN            NaN            NaN            NaN            NaN            NaN   1.21245                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7812                 NaN            NaN            NaN            NaN            NaN            NaN   1.21884                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7623                 NaN            NaN            NaN            NaN            NaN            NaN   1.23773                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7524                 NaN            NaN            NaN            NaN            NaN            NaN   1.24763                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7297                 NaN            NaN            NaN            NaN            NaN            NaN   1.27030                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.5433                 NaN            NaN            NaN            NaN            NaN            NaN   1.15735       0.299361                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0196                 NaN            NaN            NaN            NaN            NaN            NaN   1.33494       0.645505                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0487                 NaN            NaN            NaN            NaN            NaN            NaN  0.634057        1.31722                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0699                 NaN            NaN            NaN            NaN            NaN            NaN  0.625292        1.30480                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1109                 NaN            NaN            NaN            NaN            NaN            NaN  0.612923        1.27616                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1301                 NaN            NaN            NaN            NaN            NaN            NaN   1.26585       0.604046                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1554                 NaN            NaN            NaN            NaN            NaN            NaN   1.24982       0.594801                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1805                 NaN            NaN            NaN            NaN            NaN            NaN  0.585476        1.23400                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2041                 NaN            NaN            NaN            NaN            NaN            NaN  0.575946        1.21999                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2256                 NaN            NaN            NaN            NaN            NaN            NaN  0.567153        1.20727                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2475                 NaN            NaN            NaN            NaN            NaN            NaN  0.557732        1.19476                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2674                 NaN            NaN            NaN            NaN            NaN            NaN   1.18421       0.548402                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2873                 NaN            NaN            NaN            NaN            NaN            NaN   1.17312       0.539551                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3073                 NaN            NaN            NaN            NaN            NaN            NaN  0.533812        1.15890                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3247                 NaN            NaN            NaN            NaN            NaN            NaN   1.15141       0.523915                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        94.7783                 NaN            NaN            NaN  0.180754E-001            NaN            NaN   1.54786        2.14321        1.51259                 NaN            NaN            NaN            NaN
  1458.65        2500.00        94.6408                 NaN            NaN            NaN  0.571739                 NaN            NaN   1.74321        1.40010        1.64414                 NaN            NaN            NaN            NaN
  1456.14        2500.00        94.8657                 NaN            NaN            NaN  0.560298                 NaN            NaN   1.68237        1.31489        1.57673                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.0584                 NaN            NaN            NaN  0.555093                 NaN            NaN   1.23439        1.63294        1.51914                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.2427                 NaN            NaN            NaN  0.548725                 NaN            NaN   1.15917        1.58562        1.46378                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.4129                 NaN            NaN            NaN  0.543082                 NaN            NaN   1.54241        1.08898        1.41264                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.5723                 NaN            NaN            NaN  0.538264                 NaN            NaN   1.50202        1.02284        1.36459                 NaN            NaN            NaN            NaN
  1443.61        2500.00        95.7259                 NaN            NaN            NaN  0.533321                 NaN            NaN   1.46211       0.960557        1.31812                 NaN            NaN            NaN            NaN
  1441.10        2500.00        95.5547                 NaN  0.646234E-001            NaN  0.377593                 NaN            NaN   1.50101        1.14715        1.35496                 NaN            NaN            NaN            NaN
  1438.60        2500.00        94.3745                 NaN  0.334593                 NaN            NaN            NaN            NaN   1.72039        1.88241        1.68807                 NaN            NaN            NaN            NaN
  1436.09        2500.00        94.7029                 NaN  0.312235                 NaN            NaN            NaN            NaN   1.77191        1.62222        1.59070                 NaN            NaN            NaN            NaN
  1433.58        2500.00        95.0034                 NaN  0.291618                 NaN            NaN            NaN            NaN   1.67049        1.53370        1.50081                 NaN            NaN            NaN            NaN
  1431.08        2500.00        95.2726                 NaN  0.272875                 NaN            NaN            NaN            NaN   1.45359        1.58091        1.42006                 NaN            NaN            NaN            NaN
  1428.57        2500.00        95.5182                 NaN  0.256386                 NaN            NaN            NaN            NaN   1.49833        1.38029        1.34679                 NaN            NaN            NaN            NaN
  1426.07        2500.00        95.7406                 NaN  0.241119                 NaN            NaN            NaN            NaN   1.42307        1.31525        1.27999                 NaN            NaN            NaN            NaN
  1423.56        2500.00        95.9425                 NaN  0.227123                 NaN            NaN            NaN            NaN   1.25551        1.35549        1.21932                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.1287                 NaN  0.214072                 NaN            NaN            NaN            NaN   1.28965        1.20452        1.16303                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.2997                 NaN  0.202379                 NaN            NaN            NaN            NaN   1.23259        1.15391        1.11143                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.4570                 NaN  0.190794                 NaN            NaN            NaN            NaN   1.17848        1.10988        1.06380                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.6039                 NaN  0.181079                 NaN            NaN            NaN            NaN   1.12774        1.06787        1.01937                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.7392                 NaN  0.171534                 NaN            NaN            NaN            NaN   1.07902        1.03194       0.978255                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.8648                 NaN  0.162680                 NaN            NaN            NaN            NaN   1.03713       0.995286       0.940054                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9818                 NaN  0.154176                 NaN            NaN            NaN            NaN  0.995748       0.963699       0.904595                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0940                 NaN  0.146348                 NaN            NaN            NaN            NaN  0.932991       0.956459       0.870172                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1956                 NaN  0.138982                 NaN            NaN            NaN            NaN  0.920726       0.905452       0.839204                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.2921                 NaN  0.132059                 NaN            NaN            NaN            NaN  0.879675       0.886588       0.809600                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.3828                 NaN  0.125378                 NaN            NaN            NaN            NaN  0.856161       0.853872       0.781807                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.4682                 NaN  0.119127                 NaN            NaN            NaN            NaN  0.823831       0.833433       0.755417                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.5487                 NaN  0.113162                 NaN            NaN            NaN            NaN  0.813180       0.794304       0.730702                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.6250                 NaN  0.107551                 NaN            NaN            NaN            NaN  0.765901       0.794450       0.707130                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.6970                 NaN  0.102184                 NaN            NaN            NaN            NaN  0.740005       0.775999       0.684848                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.7646                 NaN  0.970735E-001            NaN            NaN            NaN            NaN  0.759576       0.714888       0.663813                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.8291                 NaN  0.921511E-001            NaN            NaN            NaN            NaN  0.744336       0.690588       0.643826                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.8904                 NaN  0.870251E-001            NaN            NaN            NaN            NaN  0.665651       0.732180       0.624749                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.9488                 NaN  0.826638E-001            NaN            NaN            NaN            NaN  0.644699       0.717320       0.606469                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.0041                 NaN  0.784163E-001            NaN            NaN            NaN            NaN  0.703659       0.624598       0.589178                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.0568                 NaN  0.744725E-001            NaN            NaN            NaN            NaN  0.603906       0.691964       0.572886                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.1070                 NaN  0.702822E-001            NaN            NaN            NaN            NaN  0.583826       0.682022       0.556894                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.1546                 NaN  0.662764E-001            NaN            NaN            NaN            NaN  0.673405       0.563656       0.542071                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.2002                 NaN  0.625317E-001            NaN            NaN            NaN            NaN  0.546696       0.663072       0.527524                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.2435                 NaN  0.588878E-001            NaN            NaN            NaN            NaN  0.654229       0.529471       0.513911                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.2855                 NaN  0.555943E-001            NaN            NaN            NaN            NaN  0.646320       0.511807       0.500788                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.3252                 NaN  0.519341E-001            NaN            NaN            NaN            NaN  0.495966       0.638974       0.487946                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.3627                 NaN  0.486096E-001            NaN            NaN            NaN            NaN  0.479264       0.633362       0.476112                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.3991                 NaN  0.453681E-001            NaN            NaN            NaN            NaN  0.463156       0.627913       0.464506                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.4336                 NaN  0.422085E-001            NaN            NaN            NaN            NaN  0.622567       0.448239       0.453430                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.4661                 NaN  0.389662E-001            NaN            NaN            NaN            NaN  0.432922       0.619019       0.442962                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.4988                 NaN  0.360786E-001            NaN            NaN            NaN            NaN  0.417626       0.614901       0.432592                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.5288                 NaN  0.332535E-001            NaN            NaN            NaN            NaN  0.404387       0.610684       0.422847                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.5583                 NaN  0.303588E-001            NaN            NaN            NaN            NaN  0.608607       0.389304       0.413438                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.5866                 NaN  0.273984E-001            NaN            NaN            NaN            NaN  0.607721       0.374021       0.404245                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.6126                 NaN  0.245716E-001            NaN            NaN            NaN            NaN  0.360162       0.606885       0.395785                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.6386                 NaN  0.219188E-001            NaN            NaN            NaN            NaN  0.345904       0.606236       0.387383                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.6633                 NaN  0.191807E-001            NaN            NaN            NaN            NaN  0.331338       0.606848       0.379341                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.6872                 NaN  0.167845E-001            NaN            NaN            NaN            NaN  0.606629       0.317716       0.371697                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.7094                 NaN  0.139981E-001            NaN            NaN            NaN            NaN  0.302698       0.609654       0.364223                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.7304                 NaN  0.113320E-001            NaN            NaN            NaN            NaN  0.287252       0.613638       0.357357                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.7520                 NaN  0.897720E-002            NaN            NaN            NaN            NaN  0.616217       0.272466       0.350320                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.7715                 NaN  0.635812E-002            NaN            NaN            NaN            NaN  0.622178       0.256116       0.343817                 NaN            NaN            NaN            NaN
  1313.28        2500.00        72.7003                 NaN  0.693064                 NaN            NaN            NaN            NaN   4.22115        3.44940        3.61709        15.3190                 NaN            NaN            NaN
  1310.78        2500.00        63.4825                 NaN  0.880080                 NaN            NaN            NaN            NaN   5.63315        4.42354        4.74022        20.8406                 NaN            NaN            NaN
  1308.27        2500.00        71.2108                 NaN  0.642836                 NaN            NaN            NaN            NaN   4.52700        3.50077        3.74907        16.3695                 NaN            NaN            NaN
  1305.76        2500.00        76.1572                 NaN  0.488498                 NaN            NaN            NaN            NaN   6.73331                 NaN   3.11631        13.5047                 NaN            NaN            NaN
  1303.26        2500.00        79.6230                 NaN  0.380052                 NaN            NaN            NaN            NaN   5.82305                 NaN   2.67050        11.5034                 NaN            NaN            NaN
  1300.75        2500.00        80.3501                 NaN  0.480038                 NaN            NaN            NaN            NaN   3.02734        2.34819        2.62234        11.1720                 NaN            NaN            NaN
  1298.25        2500.00        86.0842                 NaN  0.357891E-001            NaN            NaN            NaN            NaN   4.43550                 NaN   1.77687        7.66759                 NaN            NaN            NaN
  1295.74        2500.00        75.1553                 NaN  0.406234                 NaN            NaN            NaN            NaN   2.05591        4.61666        3.30294        14.1620       0.300984                 NaN            NaN
  1293.23        2500.00        93.6154                 NaN            NaN            NaN            NaN            NaN            NaN   1.92806                 NaN  0.702479        3.58430       0.169817                 NaN            NaN
  1290.73        2500.00        75.7306                 NaN  0.163866                 NaN            NaN            NaN            NaN   6.30495                 NaN   3.05850        13.8302       0.911890                 NaN            NaN
  1288.22        2500.00        85.3295                 NaN  0.631531E-001            NaN            NaN            NaN            NaN   2.81078        1.10646        1.79967        8.35576       0.534708                 NaN            NaN
  1285.71        2500.00        76.3244        10.6877                 NaN            NaN            NaN            NaN            NaN   3.29437                 NaN   1.86990        7.29726       0.526372                 NaN            NaN
  1283.21        2500.00        88.6767                 NaN            NaN            NaN            NaN            NaN            NaN   2.96063                 NaN   1.47746        6.72479       0.160387                 NaN            NaN
  1280.70        2500.00        75.5720                 NaN            NaN            NaN            NaN            NaN            NaN   7.06110                 NaN   2.64504        13.7249       0.996933                 NaN            NaN
  1278.20        2500.00        83.4260                 NaN            NaN            NaN            NaN            NaN            NaN   4.20265                 NaN   1.91023        9.80358       0.657508                 NaN            NaN
  1275.69        2500.00        85.0207                 NaN            NaN            NaN            NaN            NaN            NaN   2.22264        1.26306        1.81189        9.09033       0.591379                 NaN            NaN
  1273.18        2500.00        90.0991                 NaN  0.900295E-001            NaN            NaN            NaN            NaN   2.09522                 NaN   1.16124        6.12211       0.432249                 NaN            NaN
  1270.68        2500.00        86.4201                 NaN            NaN            NaN            NaN            NaN            NaN   4.30844                 NaN   1.68493        7.23078       0.355735                 NaN            NaN
  1268.17        2500.00        86.8905                 NaN            NaN            NaN            NaN            NaN            NaN   3.88921                 NaN   1.60665        7.22256       0.391047                 NaN            NaN
  1265.66        2500.00        93.3011                 NaN            NaN            NaN            NaN            NaN            NaN   2.23925                 NaN  0.886449        3.38372       0.189507                 NaN            NaN
  1263.16        2500.00        91.9663                 NaN            NaN            NaN            NaN            NaN            NaN   2.28840                 NaN  0.964638        4.51561       0.265048                 NaN            NaN
  1260.65        2500.00        92.8064                 NaN            NaN            NaN            NaN            NaN            NaN  0.344506                 NaN  0.821813        5.60821       0.419031                 NaN            NaN
  1258.15        2500.00        93.7567                 NaN            NaN            NaN            NaN            NaN            NaN   1.63733        1.45909       0.781059        2.30011       0.656978E-001            NaN            NaN
  1255.64        2500.00        93.6211                 NaN            NaN            NaN            NaN            NaN            NaN   1.72138       0.318278       0.831732        3.34089       0.166658                 NaN            NaN
  1253.13        2500.00        83.1139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38526        14.0913       0.989379       0.420117                 NaN
  1250.63        2500.00        92.5421                 NaN            NaN            NaN            NaN            NaN            NaN   3.84985        2.17053        1.43753                 NaN            NaN            NaN            NaN
  1248.12        2500.00        98.2781                 NaN            NaN            NaN            NaN            NaN            NaN   1.39271                 NaN  0.329234                 NaN            NaN            NaN            NaN
  1245.61        2500.00        90.6636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.772619        6.57440                 NaN   1.98936                 NaN
  1243.11        2500.00        97.0704                 NaN            NaN            NaN            NaN            NaN            NaN  0.297998        1.90265       0.694614                 NaN  0.343034E-001            NaN            NaN
  1240.60        2500.00        98.1707                 NaN            NaN            NaN            NaN            NaN            NaN   1.60516                 NaN  0.224098                 NaN            NaN            NaN            NaN
  1238.10        2500.00        99.3710                 NaN            NaN            NaN            NaN            NaN            NaN  0.430254                 NaN            NaN  0.184999       0.137961E-001            NaN            NaN
  1235.59        2500.00        95.1260                 NaN            NaN            NaN            NaN            NaN            NaN   1.04046                 NaN  0.768038        3.05747       0.807639E-002            NaN            NaN
  1233.08        2500.00        98.4484                 NaN            NaN            NaN            NaN            NaN            NaN  0.881497       0.152660                 NaN  0.448676       0.687190E-001            NaN            NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.04971        9.51424        8.23533        44.1065        1.16820        31.9260                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.45759        8.84442        8.04803        44.5385        1.23602        31.8755                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN   3.87220                 NaN            NaN   8.51696                 NaN   7.84450        45.4100        1.48472        32.8716                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN   3.88195                 NaN            NaN   8.50406       0.978319E-005   7.84460        45.4099        1.48489        32.8746                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.00635        9.32338        8.06602        44.5010        1.22422        31.8791                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   3.90118                 NaN            NaN   8.47775                 NaN   7.84586        45.4096        1.48551        32.8801                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   3.91068                 NaN            NaN   8.46499                 NaN   7.84644        45.4096        1.48551        32.8828                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   3.92038                 NaN            NaN   8.45240                 NaN   7.84643        45.4094        1.48564        32.8857                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   3.93073                 NaN            NaN   8.43834                 NaN   7.84655        45.4096        1.48592        32.8889                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   3.93806                 NaN            NaN   8.42928                 NaN   7.84656        45.4087        1.48603        32.8913                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN   3.95143                 NaN            NaN   8.41030                 NaN   7.84588        45.4109        1.48649        32.8950                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN   3.95596                 NaN            NaN   8.40533                 NaN   7.84540        45.4100        1.48666        32.8966                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   3.96830                 NaN            NaN   8.38946                 NaN   7.84626        45.4092        1.48648        32.9003                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.91717                 NaN            NaN   1.58277                 NaN   7.49899        46.6345        1.64658        32.9574        4.76259     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   3.98523                 NaN            NaN   8.36794                 NaN   7.84642        45.4082        1.48662        32.9056                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.90853                 NaN            NaN   1.61928                 NaN   7.50198        46.6252        1.64470        32.9561        4.74416     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.90930                 NaN            NaN   1.62480                 NaN   7.50231        46.6241        1.64456        32.9565        4.73841     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.91014                 NaN            NaN   1.63036                 NaN   7.50265        46.6229        1.64443        32.9570        4.73253     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   4.93341                 NaN            NaN   1.60613                 NaN   7.50061        46.6262        1.64570        32.9638        4.72419     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.93437                 NaN            NaN   1.61111                 NaN   7.50092        46.6251        1.64558        32.9643        4.71867     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   4.55095                 NaN            NaN   4.35619                 NaN   7.63999        46.1389        1.58199        32.9394        2.79254     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   4.57825                 NaN            NaN   4.38166                 NaN   7.64306        46.1236        1.57962        32.9505        2.74325     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   4.55420                 NaN            NaN   4.39426                 NaN   7.64192        46.1308        1.58148        32.9422        2.75514     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.59107                 NaN            NaN   4.37738                 NaN   7.64438        46.1229        1.58016        32.9543        2.72978     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   4.55718                 NaN            NaN   4.43936                 NaN   7.64386        46.1208        1.58015        32.9449        2.71376     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   4.55878                 NaN            NaN   4.44548                 NaN   7.64591        46.1177        1.57959        32.9458        2.70678     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   4.55519                 NaN            NaN   4.45109                 NaN   7.64879        46.1098        1.57784        32.9463        2.71096     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.57026                 NaN            NaN   4.43067                 NaN   7.64503        46.1173        1.58003        32.9494        2.70734     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   4.56791                 NaN            NaN   4.48282                 NaN   7.64805        46.1066        1.57918        32.9511        2.66441     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   4.57819                 NaN            NaN   4.31703                 NaN   7.63934        46.1403        1.58152        32.9473        2.79635     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.57868                 NaN            NaN   4.40510                 NaN   7.64510        46.1133        1.57944        32.9525        2.72582     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.77703        9.61560        8.22686        44.2960        1.19436        31.8902                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.56778                 NaN            NaN   4.61754                 NaN   7.65922        46.0719        1.57415        32.9573        2.55210     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   1.73714                 NaN            NaN   6.65707        5.09241        8.04243        44.8124        1.32738        32.3311                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN   1.59553                 NaN            NaN   6.52428        5.44072        8.05982        44.7681        1.31628        32.2953                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   1.86806                 NaN            NaN   6.72837        4.82944        8.03713        44.8367        1.33458        32.3657                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.68509        9.72590        8.25648        44.2534        1.18598        31.8932                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   4.56735                 NaN            NaN   4.73841                 NaN   7.66593        46.0464        1.57025        32.9613        2.45032     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   4.58335                 NaN            NaN   4.65839                 NaN   7.65969        46.0619        1.57280        32.9638        2.50004     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   1.82565                 NaN            NaN   6.62919        5.00291        8.05566        44.8024        1.32735        32.3569                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN   4.59413                 NaN            NaN   4.66887                 NaN   7.65945        46.0576        1.57308        32.9681        2.47883     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   4.58838                 NaN            NaN   4.72042                 NaN   7.66527        46.0481        1.57155        32.9679        2.43834     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   1.99137                 NaN            NaN   6.71569        4.67484        8.04910        44.8318        1.33620        32.4010                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   1.92733                 NaN            NaN   6.64997        4.83976        8.05927        44.8081        1.33045        32.3851                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   4.59348                 NaN            NaN   4.78702                 NaN   7.66972        46.0316        1.57011        32.9724        2.37569     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   4.60784                 NaN            NaN   4.72898                 NaN   7.66637        46.0409        1.57141        32.9752        2.40924     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.59886                 NaN            NaN   4.77182                 NaN   7.67451        46.0308        1.56793        32.9738        2.38237     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   4.64137                 NaN            NaN   4.76327                 NaN   7.67404        46.0200        1.56785        32.9882        2.34529     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   4.61058                 NaN            NaN   4.82322                 NaN   7.67201        46.0214        1.56989        32.9799        2.32305     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   4.59726                 NaN            NaN   4.88722                 NaN   7.68036        46.0041        1.56540        32.9782        2.28748     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   4.60952                 NaN            NaN   4.87460                 NaN   7.67597        46.0080        1.56805        32.9818        2.28197     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   4.61069                 NaN            NaN   4.90364                 NaN   7.67802        46.0012        1.56718        32.9834        2.25587     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   4.61680                 NaN            NaN   4.86029                 NaN   7.67259        46.0130        1.56858        32.9834        2.28536     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   4.61599                 NaN            NaN   4.94322                 NaN   7.68183        45.9858        1.56486        32.9880        2.22028     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   4.61753                 NaN            NaN   4.93813                 NaN   7.68077        45.9910        1.56613        32.9873        2.21916     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   4.61458                 NaN            NaN   4.94854                 NaN   7.67997        45.9891        1.56567        32.9870        2.21514     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   4.62290                 NaN            NaN   4.98161                 NaN   7.68438        45.9786        1.56465        32.9913        2.17656     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   4.62666                 NaN            NaN   4.98251                 NaN   7.68420        45.9777        1.56476        32.9927        2.17145     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   4.61752                 NaN            NaN   5.01169                 NaN   7.68602        45.9723        1.56183        32.9901        2.16052     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   4.62819                 NaN            NaN   5.03799                 NaN   7.68872        45.9637        1.56296        32.9958        2.12271     
