|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             ilm            San(TH)        q             
  1234.82        2500.00                 NaN   90.4388        1.99709                 NaN            NaN            NaN            NaN            NaN  0.977733       0.911297E-001   3.76286        2.73242     
  1233.66        2500.00                 NaN   89.7875       0.154166        1.45464                 NaN            NaN            NaN            NaN  0.785634       0.169916        4.48312        3.16504     
  1232.51        2500.00                 NaN   90.6752        1.32495        1.14783                 NaN            NaN            NaN            NaN   1.13106       0.405531E-001   3.20794        2.47248     
  1231.35        2500.00                 NaN   89.4085        1.61175       0.508982                 NaN            NaN            NaN            NaN   1.01057       0.120213        4.23436        3.10563     
  1230.19        2500.00                 NaN   90.7959       0.619371E-001   1.73664                 NaN            NaN            NaN            NaN  0.864808       0.111733        3.73470        2.69425     
  1229.03        2500.00                 NaN   88.8828        1.44541       0.667662                 NaN            NaN            NaN            NaN   1.03939       0.126647        4.56673        3.27135     
  1227.88        2500.00                 NaN   78.9090        3.00649       0.816510                 NaN            NaN            NaN            NaN   1.90240       0.237503        8.82099        6.30716     
  1226.72        2500.00                 NaN            NaN   16.4808                 NaN            NaN            NaN            NaN            NaN   8.77686        1.09012        43.1536        30.4986     
  1225.56        2500.00                 NaN            NaN   16.4809                 NaN            NaN            NaN            NaN            NaN   8.77730        1.09004        43.1531        30.4986     
  1224.41        2500.00                 NaN            NaN   16.4813                 NaN            NaN            NaN            NaN            NaN   8.77767        1.08980        43.1526        30.4987     
  1223.25        2500.00                 NaN            NaN   16.4812                 NaN            NaN            NaN            NaN            NaN   8.77819        1.08988        43.1521        30.4986     
  1222.09        2500.00                 NaN            NaN   16.4753                 NaN            NaN            NaN            NaN            NaN   8.77820        1.09289        43.1557        30.4979     
  1220.94        2500.00                 NaN            NaN   16.4915                 NaN            NaN            NaN            NaN            NaN   8.77783        1.08256        43.1480        30.5001     
  1219.78        2500.00                 NaN            NaN   15.5660       0.909101                 NaN            NaN            NaN            NaN   8.77671        1.09370        43.1564        30.4981     
  1218.62        2500.00                 NaN            NaN  0.675929        15.7987                 NaN            NaN            NaN            NaN   8.77669        1.09420        43.1562        30.4983     
  1217.47        2500.00                 NaN            NaN   15.8015       0.673093                 NaN            NaN            NaN            NaN   8.77659        1.09424        43.1563        30.4983     
  1216.31        2500.00                 NaN            NaN   15.8026       0.672018                 NaN            NaN            NaN            NaN   8.77670        1.09421        43.1562        30.4983     
  1215.15        2500.00                 NaN            NaN   15.8038       0.670911                 NaN            NaN            NaN            NaN   8.77681        1.09419        43.1560        30.4983     
  1214.00        2500.00                 NaN            NaN   15.8050       0.669831                 NaN            NaN            NaN            NaN   8.77692        1.09416        43.1558        30.4983     
  1212.84        2500.00                 NaN            NaN   15.8061       0.668721                 NaN            NaN            NaN            NaN   8.77703        1.09414        43.1557        30.4983     
  1211.68        2500.00                 NaN            NaN   15.8073       0.667601                 NaN            NaN            NaN            NaN   8.77714        1.09411        43.1555        30.4983     
  1210.53        2500.00                 NaN            NaN   15.8085       0.666457                 NaN            NaN            NaN            NaN   8.77725        1.09409        43.1554        30.4983     
  1209.37        2500.00                 NaN            NaN   15.8097       0.665333                 NaN            NaN            NaN            NaN   8.77735        1.09406        43.1552        30.4983     
  1208.21        2500.00                 NaN            NaN   15.8109       0.664185                 NaN            NaN            NaN            NaN   8.77746        1.09404        43.1550        30.4983     
  1207.06        2500.00                 NaN            NaN   15.8122       0.663026                 NaN            NaN            NaN            NaN   8.77756        1.09402        43.1549        30.4984     
  1205.90        2500.00                 NaN            NaN   15.8134       0.661857                 NaN            NaN            NaN            NaN   8.77767        1.09399        43.1547        30.4984     
  1204.74        2500.00                 NaN            NaN   15.8147       0.660677                 NaN            NaN            NaN            NaN   8.77777        1.09397        43.1546        30.4984     
  1203.59        2500.00                 NaN            NaN   15.8159       0.659485                 NaN            NaN            NaN            NaN   8.77787        1.09394        43.1544        30.4984     
  1202.43        2500.00                 NaN            NaN   15.8172       0.658271                 NaN            NaN            NaN            NaN   8.77798        1.09392        43.1542        30.4984     
  1201.27        2500.00                 NaN            NaN   15.8185       0.657054                 NaN            NaN            NaN            NaN   8.77808        1.09389        43.1541        30.4984     
  1200.12        2500.00                 NaN            NaN   15.8198       0.655823                 NaN            NaN            NaN            NaN   8.77818        1.09387        43.1539        30.4984     
  1198.96        2500.00                 NaN            NaN   15.8211       0.654576                 NaN            NaN            NaN            NaN   8.77828        1.09384        43.1538        30.4984     
  1197.80        2500.00                 NaN            NaN   15.8224       0.653312                 NaN            NaN            NaN            NaN   8.77837        1.09382        43.1536        30.4984     
  1196.65        2500.00                 NaN            NaN   15.8238       0.652028                 NaN            NaN            NaN            NaN   8.77847        1.09379        43.1535        30.4984     
  1195.49        2500.00                 NaN            NaN   15.8252       0.650732                 NaN            NaN            NaN            NaN   8.77857        1.09377        43.1533        30.4985     
  1194.33        2500.00                 NaN            NaN   15.8265       0.649411                 NaN            NaN            NaN            NaN   8.77866        1.09375        43.1532        30.4985     
  1193.18        2500.00                 NaN            NaN   15.8280       0.648071                 NaN            NaN            NaN            NaN   8.77876        1.09372        43.1530        30.4985     
  1192.02        2500.00                 NaN            NaN   15.8294       0.646703                 NaN            NaN            NaN            NaN   8.77885        1.09370        43.1529        30.4985     
  1190.86        2500.00                 NaN            NaN   15.7755       0.701138                 NaN            NaN            NaN            NaN   8.77933        1.09377        43.1513        30.4989     
  1189.71        2500.00                 NaN            NaN  0.699583        15.7771                 NaN            NaN            NaN            NaN   8.77939        1.09374        43.1512        30.4989     
  1188.55        2500.00                 NaN            NaN  0.641472        15.8348                 NaN            NaN            NaN            NaN   8.77911        1.09364        43.1524        30.4985     
  1187.39        2500.00                 NaN            NaN  0.639975        15.8364                 NaN            NaN            NaN            NaN   8.77919        1.09361        43.1523        30.4985     
  1186.24        2500.00                 NaN            NaN  0.638444        15.8380                 NaN            NaN            NaN            NaN   8.77928        1.09359        43.1521        30.4985     
  1185.08        2500.00                 NaN            NaN  0.636877        15.8396                 NaN            NaN            NaN            NaN   8.77937        1.09357        43.1520        30.4986     
  1183.92        2500.00                 NaN            NaN  0.635269        15.8413                 NaN            NaN            NaN            NaN   8.77945        1.09355        43.1518        30.4986     
  1182.77        2500.00                 NaN            NaN   15.8430       0.633619                 NaN            NaN            NaN            NaN   8.77954        1.09353        43.1517        30.4986     
  1181.61        2500.00                 NaN            NaN   15.9280       0.142387       0.403780                 NaN            NaN            NaN   8.77778        1.09446        43.1551        30.4984     
  1180.45        2500.00                 NaN            NaN   15.9895       0.970818E-001  0.386665                 NaN            NaN            NaN   8.77707        1.09503        43.1560        30.4986     
  1179.29        2500.00                 NaN            NaN   16.0503       0.262609       0.158105                 NaN            NaN            NaN   8.77534        1.09580        43.1595        30.4984     
  1178.14        2500.00                 NaN            NaN   16.0528       0.326920       0.910205E-001            NaN            NaN            NaN   8.77520        1.09581        43.1600        30.4983     
  1176.98        2500.00                 NaN            NaN   16.0718       0.354668       0.436048E-001            NaN            NaN            NaN   8.77476        1.09605        43.1609        30.4982     
  1175.82        2500.00                 NaN            NaN   16.0796       0.367696       0.226310E-001            NaN            NaN            NaN   8.77459        1.09613        43.1612        30.4982     
  1174.67        2500.00                 NaN            NaN   16.0833       0.374528       0.119812E-001            NaN            NaN            NaN   8.77451        1.09617        43.1613        30.4982     
  1173.51        2500.00                 NaN            NaN   16.0855       0.377690       0.651246E-002            NaN            NaN            NaN   8.77447        1.09619        43.1614        30.4982     
  1172.35        2500.00                 NaN            NaN   16.0866       0.379407       0.371853E-002            NaN            NaN            NaN   8.77444        1.09620        43.1614        30.4982     
  1171.20        2500.00                 NaN            NaN   16.0860       0.383883                 NaN            NaN            NaN            NaN   8.77453        1.09615        43.1612        30.4983     
  1170.04        2500.00                 NaN            NaN   16.0862       0.383587                 NaN            NaN            NaN            NaN   8.77451        1.09616        43.1612        30.4983     
  1168.88        2500.00                 NaN            NaN   15.8680       0.609387                 NaN            NaN            NaN            NaN   8.78039        1.09331        43.1501        30.4987     
  1167.73        2500.00                 NaN            NaN   15.8707       0.606808                 NaN            NaN            NaN            NaN   8.78044        1.09330        43.1500        30.4988     
  1166.57        2500.00                 NaN            NaN   13.2671        3.23325                 NaN            NaN            NaN            NaN   8.92455        1.04115        43.0407        30.4933     
  1165.41        2500.00                 NaN            NaN   13.3045        3.19577                 NaN            NaN            NaN            NaN   8.92468        1.04120        43.0405        30.4933     
  1164.26        2500.00                 NaN            NaN   13.3407        3.15947                 NaN            NaN            NaN            NaN   8.92481        1.04124        43.0404        30.4934     
  1163.10        2500.00                 NaN            NaN   13.3757        3.12433                 NaN            NaN            NaN            NaN   8.92492        1.04129        43.0403        30.4935     
  1161.94        2500.00                 NaN            NaN   13.4095        3.09038                 NaN            NaN            NaN            NaN   8.92503        1.04134        43.0401        30.4936     
  1160.79        2500.00                 NaN            NaN   13.4422        3.05759                 NaN            NaN            NaN            NaN   8.92513        1.04139        43.0400        30.4937     
  1159.63        2500.00                 NaN            NaN   13.4738        3.02592                 NaN            NaN            NaN            NaN   8.92523        1.04143        43.0399        30.4938     
  1158.47        2500.00                 NaN            NaN   13.5043        2.99535                 NaN            NaN            NaN            NaN   8.92533        1.04148        43.0397        30.4939     
  1157.32        2500.00                 NaN            NaN   13.5337        2.96584                 NaN            NaN            NaN            NaN   8.92542        1.04152        43.0396        30.4940     
  1156.16        2500.00                 NaN            NaN   13.5619        2.93751                 NaN            NaN            NaN            NaN   8.92551        1.04156        43.0394        30.4940     
  1155.00        2500.00                 NaN            NaN   13.5867        2.91274                 NaN            NaN            NaN            NaN   8.92564        1.04158        43.0392        30.4941     
  1153.85        2500.00                 NaN            NaN   1.22670        13.9843        1.26849       0.152017E-005            NaN            NaN   8.91134        1.04761        43.0683        30.4933     
  1152.69        2500.00                 NaN            NaN   2.15733        14.3435                 NaN            NaN            NaN            NaN   9.00321        1.02949        42.9742        30.4923     
  1151.53        2500.00                 NaN            NaN   2.15733        14.3435                 NaN            NaN            NaN            NaN   9.00321        1.02949        42.9742        30.4923     
  1150.38        2500.00                 NaN            NaN   2.15732        14.3435                 NaN            NaN            NaN            NaN   9.00321        1.02949        42.9742        30.4923     
  1149.22        2500.00                 NaN            NaN   2.15731        14.3435                 NaN            NaN            NaN            NaN   9.00321        1.02949        42.9742        30.4923     
  1148.06        2500.00                 NaN            NaN   2.15731        14.3435                 NaN            NaN            NaN            NaN   9.00321        1.02950        42.9742        30.4923     
  1146.91        2500.00                 NaN            NaN   2.15731        14.3435                 NaN            NaN            NaN            NaN   9.00321        1.02950        42.9742        30.4923     
  1145.75        2500.00                 NaN            NaN   2.12465        14.3776       0.225058E-003            NaN            NaN            NaN   9.00531        1.02897        42.9703        30.4929     
  1144.59        2500.00                 NaN            NaN   10.1196        6.46054                 NaN            NaN            NaN            NaN   9.04314        1.00406        42.8754        30.4973     
  1143.44        2500.00                 NaN            NaN   9.46462        7.12060                 NaN            NaN            NaN            NaN   9.04617        1.00223        42.8686        30.4977     
  1142.28        2500.00                 NaN            NaN   9.01909        7.56982                 NaN            NaN            NaN            NaN   9.04872        1.00087        42.8634        30.4981     
  1141.12        2500.00                 NaN            NaN   8.62608        7.96620                 NaN            NaN            NaN            NaN   9.05123       0.999619        42.8584        30.4985     
  1139.97        2500.00                 NaN            NaN   8.25643        8.33910                 NaN            NaN            NaN            NaN   9.05377       0.998398        42.8534        30.4989     
  1138.81        2500.00                 NaN            NaN   7.89811        8.70062                 NaN            NaN            NaN            NaN   9.05640       0.997182        42.8484        30.4992     
  1137.65        2500.00                 NaN            NaN   7.54465        9.05729                 NaN            NaN            NaN            NaN   9.05912       0.995956        42.8434        30.4996     
  1136.50        2500.00                 NaN            NaN   14.0216        2.53077                 NaN            NaN            NaN            NaN   9.01973        1.01612        42.9108        30.5009     
  1135.34        2500.00                 NaN            NaN   12.1919        1.97161        2.39329                 NaN            NaN            NaN   9.03405        1.01258        42.8982        30.4983     
  1134.18        2500.00                 NaN            NaN   14.3457        2.19997                 NaN            NaN            NaN            NaN   9.03624        1.01689        42.8989        30.5023     
  1133.03        2500.00                 NaN            NaN   14.3116        2.23404                 NaN            NaN            NaN            NaN   9.03481        1.01701        42.9004        30.5022     
  1131.87        2500.00                 NaN            NaN   14.3400        2.20562                 NaN            NaN            NaN            NaN   9.03606        1.01692        42.8992        30.5023     
  1130.71        2500.00                 NaN            NaN   14.3438        2.20188                 NaN            NaN            NaN            NaN   9.03618        1.01690        42.8990        30.5023     
  1129.56        2500.00                 NaN            NaN   16.6157                 NaN            NaN            NaN            NaN            NaN   9.08355       0.989643        42.8109        30.5002     
  1128.40        2500.00                 NaN            NaN   16.6302                 NaN            NaN            NaN            NaN            NaN   9.08583       0.984898        42.7960        30.5031     
  1127.24        2500.00                 NaN            NaN   14.3455        2.20017                 NaN            NaN            NaN            NaN   9.03623        1.01690        42.8989        30.5023     
  1126.08        2500.00                 NaN            NaN   14.3456        2.20003                 NaN            NaN            NaN            NaN   9.03623        1.01690        42.8989        30.5023     
  1124.93        2500.00                 NaN            NaN   14.3457        2.20001                 NaN            NaN            NaN            NaN   9.03623        1.01690        42.8989        30.5023     
  1123.77        2500.00                 NaN            NaN   14.3457        2.19999                 NaN            NaN            NaN            NaN   9.03623        1.01690        42.8989        30.5023     
  1122.61        2500.00                 NaN            NaN   14.3457        2.19998                 NaN            NaN            NaN            NaN   9.03623        1.01689        42.8989        30.5023     
  1121.46        2500.00                 NaN            NaN   14.2484        2.33091                 NaN            NaN            NaN            NaN   9.10467       0.999022        42.8113        30.5056     
  1120.30        2500.00                 NaN            NaN   14.2485        2.33088                 NaN            NaN            NaN            NaN   9.10467       0.999022        42.8113        30.5056     
  1119.14        2500.00                 NaN            NaN   14.2485        2.33088                 NaN            NaN            NaN            NaN   9.10467       0.999022        42.8113        30.5056     
  1117.99        2500.00                 NaN            NaN   16.6737                 NaN            NaN            NaN            NaN            NaN   9.13320       0.967072        42.7174        30.5086     
  1116.83        2500.00                 NaN            NaN   16.6585       0.187104E-001            NaN            NaN            NaN            NaN   9.13668       0.965724        42.7113        30.5091     
  1115.67        2500.00                 NaN            NaN  0.324738E-004   16.6754                 NaN            NaN            NaN            NaN   9.14439       0.965317        42.7061        30.5088     
  1114.52        2500.00                 NaN            NaN   14.1698        2.41137                 NaN            NaN            NaN            NaN   9.09722       0.998776        42.8198        30.5031     
  1113.36        2500.00                 NaN            NaN   16.6695       0.679481E-004            NaN            NaN            NaN            NaN   9.13737       0.970981        42.7148        30.5073     
  1112.20        2500.00                 NaN            NaN  0.300050        16.3786                 NaN            NaN            NaN            NaN   9.15152       0.963651        42.6964        30.5098     
  1111.05        2500.00                 NaN            NaN   16.2621       0.418755                 NaN            NaN            NaN            NaN   9.14875       0.963582        42.6958        30.5109     
  1109.89        2500.00                 NaN            NaN   14.2521        2.32735                 NaN            NaN            NaN            NaN   9.10440       0.999076        42.8115        30.5056     
  1108.73        2500.00                 NaN            NaN   14.2514        2.32804                 NaN            NaN            NaN            NaN   9.10443       0.999072        42.8115        30.5056     
  1107.58        2500.00                 NaN            NaN   1.95454        14.7329                 NaN            NaN            NaN            NaN   9.20271       0.957431        42.6336        30.5188     
  1106.42        2500.00                 NaN            NaN   1.95498        14.7324                 NaN            NaN            NaN            NaN   9.20275       0.957424        42.6336        30.5188     
  1105.26        2500.00                 NaN            NaN   1.95461        14.7328                 NaN            NaN            NaN            NaN   9.20272       0.957430        42.6336        30.5188     
  1104.11        2500.00                 NaN            NaN   1.95464        14.7328                 NaN            NaN            NaN            NaN   9.20272       0.957430        42.6336        30.5188     
  1102.95        2500.00                 NaN            NaN   1.95468        14.7328                 NaN            NaN            NaN            NaN   9.20272       0.957429        42.6336        30.5188     
  1101.79        2500.00                 NaN            NaN  0.878307        15.8105                 NaN            NaN            NaN            NaN   9.16948       0.959330        42.6684        30.5139     
  1100.64        2500.00                 NaN            NaN   15.7649       0.925065                 NaN            NaN            NaN            NaN   9.17216       0.958745        42.6648        30.5143     
  1099.48        2500.00                 NaN            NaN   15.7211       0.970031                 NaN            NaN            NaN            NaN   9.17485       0.958160        42.6612        30.5147     
  1098.32        2500.00                 NaN            NaN   1.01436        15.6779                 NaN            NaN            NaN            NaN   9.17755       0.957567        42.6576        30.5151     
  1097.17        2500.00                 NaN            NaN   15.6354        1.05797                 NaN            NaN            NaN            NaN   9.18022       0.956984        42.6540        30.5155     
  1096.01        2500.00                 NaN            NaN   15.5945        1.10006                 NaN            NaN            NaN            NaN   9.18291       0.956390        42.6503        30.5159     
  1094.85        2500.00                 NaN            NaN   15.5545        1.14112                 NaN            NaN            NaN            NaN   9.18560       0.955796        42.6467        30.5162     
  1093.70        2500.00                 NaN            NaN   15.5156        1.18118                 NaN            NaN            NaN            NaN   9.18830       0.955199        42.6430        30.5166     
  1092.54        2500.00                 NaN            NaN   15.4780        1.22002                 NaN            NaN            NaN            NaN   9.19100       0.954597        42.6393        30.5170     
  1091.38        2500.00                 NaN            NaN   15.4410        1.25822                 NaN            NaN            NaN            NaN   9.19370       0.954000        42.6357        30.5174     
  1090.23        2500.00                 NaN            NaN   1.95168        14.7358                 NaN            NaN            NaN            NaN   9.20248       0.957475        42.6337        30.5188     
  1089.07        2500.00                 NaN            NaN   15.3722        1.32939                 NaN            NaN            NaN            NaN   9.19918       0.952795        42.6282        30.5182     
  1087.91        2500.00                 NaN            NaN   15.3370        1.36587                 NaN            NaN            NaN            NaN   9.20184       0.952162        42.6245        30.5187     
  1086.76        2500.00                 NaN            NaN  0.197371        15.3629        1.06891                 NaN            NaN            NaN   9.18755       0.965711        42.7104        30.5072     
  1085.60        2500.00                 NaN            NaN   1.43402        15.2722                 NaN            NaN            NaN            NaN   9.20763       0.950774        42.6158        30.5196     
  1084.44        2500.00                 NaN            NaN   1.46861        15.2388                 NaN            NaN            NaN            NaN   9.21027       0.950167        42.6121        30.5200     
  1083.29        2500.00                 NaN            NaN   15.2065        1.50208                 NaN            NaN            NaN            NaN   9.21295       0.949566        42.6084        30.5205     
  1082.13        2500.00                 NaN            NaN   1.91763        14.7706                 NaN            NaN            NaN            NaN   9.19977       0.958002        42.6349        30.5191     
  1080.97        2500.00                 NaN            NaN   1.56676        15.1443                 NaN            NaN            NaN            NaN   9.21833       0.948346        42.6010        30.5213     
  1079.82        2500.00                 NaN            NaN   15.1148        1.59749                 NaN            NaN            NaN            NaN   9.22105       0.947742        42.5972        30.5217     
  1078.66        2500.00                 NaN            NaN   15.0853        1.62820                 NaN            NaN            NaN            NaN   9.22375       0.947123        42.5934        30.5222     
  1077.50        2500.00                 NaN            NaN   15.1036        1.61178                 NaN            NaN            NaN            NaN   9.22758       0.945886        42.5888        30.5224     
  1076.34        2500.00                 NaN            NaN   15.4260       0.206653E-001   1.17830                 NaN            NaN            NaN   9.18637       0.966911        42.7145        30.5072     
  1075.19        2500.00                 NaN            NaN   15.0006        1.71671                 NaN            NaN            NaN            NaN   9.23180       0.945260        42.5821        30.5235     
  1074.03        2500.00                 NaN            NaN   14.9738        1.74476                 NaN            NaN            NaN            NaN   9.23451       0.944638        42.5783        30.5239     
  1072.87        2500.00                 NaN            NaN   1.74881        14.9709                 NaN            NaN            NaN            NaN   9.23758       0.943786        42.5747        30.5242     
  1071.72        2500.00                 NaN            NaN   1.58484        15.1426                 NaN            NaN            NaN            NaN   9.24644       0.939965        42.5620        30.5241     
  1070.56        2500.00                 NaN            NaN   1.82589        14.8967                 NaN            NaN            NaN            NaN   9.24265       0.942721        42.5668        30.5253     
  1069.40        2500.00                 NaN            NaN   14.8730        1.85076                 NaN            NaN            NaN            NaN   9.24536       0.942109        42.5631        30.5257     
  1068.25        2500.00                 NaN            NaN   1.80670        14.9078                 NaN            NaN            NaN            NaN   9.25133       0.943588        42.5674        30.5232     
  1067.09        2500.00                 NaN            NaN   14.7683        1.95538                 NaN            NaN            NaN            NaN   9.24858       0.941920        42.5592        30.5267     
  1065.93        2500.00                 NaN            NaN   15.4325       0.312837E-001   1.16625                 NaN            NaN            NaN   9.18846       0.966148        42.7067        30.5087     
  1064.78        2500.00                 NaN            NaN   14.7517        1.97665                 NaN            NaN            NaN            NaN   9.25530       0.939985        42.5487        30.5276     
  1063.62        2500.00                 NaN            NaN   14.7215        2.00801                 NaN            NaN            NaN            NaN   9.25776       0.939465        42.5451        30.5282     
  1062.46        2500.00                 NaN            NaN   2.04025        14.6902                 NaN            NaN            NaN            NaN   9.26029       0.938935        42.5416        30.5286     
  1061.31        2500.00                 NaN            NaN   2.07109        14.6604                 NaN            NaN            NaN            NaN   9.26257       0.938508        42.5383        30.5291     
  1060.15        2500.00                 NaN            NaN   2.10109        14.6315                 NaN            NaN            NaN            NaN   9.26498       0.938006        42.5348        30.5296     
  1058.99        2500.00                 NaN            NaN   2.13146        14.6023                 NaN            NaN            NaN            NaN   9.26753       0.937483        42.5311        30.5301     
  1057.84        2500.00                 NaN            NaN   14.5762        2.15868                 NaN            NaN            NaN            NaN   9.26996       0.936958        42.5276        30.5306     
  1056.68        2500.00                 NaN            NaN   2.18701        14.5490                 NaN            NaN            NaN            NaN   9.27236       0.936455        42.5241        30.5311     
  1055.52        2500.00                 NaN            NaN   2.21445        14.5227                 NaN            NaN            NaN            NaN   9.27483       0.935922        42.5204        30.5316     
  1054.37        2500.00                 NaN            NaN   2.24105        14.4973                 NaN            NaN            NaN            NaN   9.27730       0.935388        42.5169        30.5321     
  1053.21        2500.00                 NaN            NaN   14.4724        2.26714                 NaN            NaN            NaN            NaN   9.27981       0.934837        42.5131        30.5327     
  1052.05        2500.00                 NaN            NaN   2.29304        14.4477                 NaN            NaN            NaN            NaN   9.28223       0.934315        42.5095        30.5332     
  1050.90        2500.00                 NaN            NaN   2.31844        14.4235                 NaN            NaN            NaN            NaN   9.28474       0.933784        42.5059        30.5337     
  1049.74        2500.00                 NaN            NaN   2.34268        14.4005                 NaN            NaN            NaN            NaN   9.28726       0.933232        42.5022        30.5342     
  1048.58        2500.00                 NaN            NaN   14.3776        2.36672                 NaN            NaN            NaN            NaN   9.28973       0.932681        42.4985        30.5347     
  1047.43        2500.00                 NaN            NaN   2.39034        14.3553                 NaN            NaN            NaN            NaN   9.29227       0.932130        42.4947        30.5353     
  1046.27        2500.00                 NaN            NaN   14.3325        2.41437                 NaN            NaN            NaN            NaN   9.29474       0.931582        42.4910        30.5358     
  1045.11        2500.00                 NaN            NaN   2.43989        14.3081                 NaN            NaN            NaN            NaN   9.29713       0.931086        42.4875        30.5363     
  1043.96        2500.00                 NaN            NaN   2.46497        14.2842                 NaN            NaN            NaN            NaN   9.29952       0.930577        42.4839        30.5369     
  1042.80        2500.00                 NaN            NaN   2.48934        14.2610                 NaN            NaN            NaN            NaN   9.30194       0.930060        42.4802        30.5374     
  1041.64        2500.00                 NaN            NaN   2.51330        14.2383                 NaN            NaN            NaN            NaN   9.30436       0.929543        42.4766        30.5379     
  1040.49        2500.00                 NaN            NaN   15.0296        1.66132                 NaN            NaN            NaN            NaN   9.20714       0.957438        42.6212        30.5232     
  1039.33        2500.00                 NaN            NaN   15.0296        1.66132                 NaN            NaN            NaN            NaN   9.20713       0.957439        42.6212        30.5232     
  1038.17        2500.00                 NaN            NaN   12.8198        3.79851                 NaN            NaN            NaN            NaN   9.18875       0.987941        42.6688        30.5362     
  1037.02        2500.00                 NaN            NaN   12.8198        3.79851                 NaN            NaN            NaN            NaN   9.18875       0.987941        42.6688        30.5362     
  1035.86        2500.00                 NaN            NaN   12.8198        3.79851                 NaN            NaN            NaN            NaN   9.18875       0.987941        42.6688        30.5362     
  1034.70        2500.00                 NaN            NaN   12.8198        3.79850                 NaN            NaN            NaN            NaN   9.18876       0.987940        42.6688        30.5362     
  1033.55        2500.00                 NaN            NaN   12.8203        3.79801                 NaN            NaN            NaN            NaN   9.18878       0.987927        42.6687        30.5362     
  1032.39        2500.00                 NaN            NaN   12.7846        3.86597                 NaN            NaN            NaN            NaN   9.24947       0.970674        42.5892        30.5401     
  1031.23        2500.00                 NaN            NaN   12.7845        3.86607                 NaN            NaN            NaN            NaN   9.24947       0.970676        42.5892        30.5401     
  1030.08        2500.00                 NaN            NaN   12.7844        3.86614                 NaN            NaN            NaN            NaN   9.24947       0.970677        42.5892        30.5401     
  1028.92        2500.00                 NaN            NaN   12.7844        3.86620                 NaN            NaN            NaN            NaN   9.24947       0.970678        42.5892        30.5401     
  1027.76        2500.00                 NaN            NaN   14.0798        2.69157                 NaN            NaN            NaN            NaN   9.33778       0.920820        42.4254        30.5446     
  1026.61        2500.00                 NaN            NaN   12.7842        3.86642                 NaN            NaN            NaN            NaN   9.24947       0.970681        42.5892        30.5401     
  1025.45        2500.00                 NaN            NaN   3.86642        12.7842                 NaN            NaN            NaN            NaN   9.24947       0.970681        42.5892        30.5401     
  1024.29        2500.00                 NaN            NaN   3.86642        12.7842                 NaN            NaN            NaN            NaN   9.24947       0.970681        42.5892        30.5401     
  1023.13        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1021.98        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1020.82        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1019.66        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1018.51        2500.00                 NaN            NaN   12.8464        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1017.35        2500.00                 NaN            NaN   12.8464        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1016.19        2500.00                 NaN            NaN   12.8464        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1015.04        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1013.88        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1012.72        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1011.57        2500.00                 NaN            NaN   12.8464        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1010.41        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1009.25        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1008.10        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1006.94        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1005.78        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1004.63        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1003.47        2500.00                 NaN            NaN   12.8465        3.80386                 NaN            NaN            NaN            NaN   9.25311       0.972367        42.5801        30.5441     
  1002.31        2500.00                 NaN            NaN   12.8465        3.80385                 NaN            NaN            NaN            NaN   9.25311       0.972366        42.5801        30.5441     
