|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        pxmn           ilm            q             
  1322.76        2500.00        98.8873                 NaN  0.300529                 NaN  0.500197                 NaN            NaN  0.312023                 NaN            NaN            NaN            NaN            NaN
  1321.19        2500.00        98.8973                 NaN  0.295859                 NaN  0.498429                 NaN            NaN  0.308404                 NaN            NaN            NaN            NaN            NaN
  1319.62        2500.00        98.9029                 NaN  0.294147                 NaN  0.496448                 NaN            NaN  0.306541                 NaN            NaN            NaN            NaN            NaN
  1318.04        2500.00        98.9183                 NaN  0.288623                 NaN  0.492039                 NaN            NaN  0.301046                 NaN            NaN            NaN            NaN            NaN
  1316.47        2500.00        98.9219                 NaN  0.285929                 NaN  0.492328                 NaN            NaN  0.299826                 NaN            NaN            NaN            NaN            NaN
  1314.89        2500.00        98.9337                 NaN  0.281594                 NaN  0.489307                 NaN            NaN  0.295428                 NaN            NaN            NaN            NaN            NaN
  1313.32        2500.00        98.9410                 NaN  0.276908                 NaN  0.489412                 NaN            NaN  0.292631                 NaN            NaN            NaN            NaN            NaN
  1311.74        2500.00        98.9457                 NaN  0.270948                 NaN  0.492522                 NaN            NaN  0.290852                 NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        98.9623                 NaN  0.269300                 NaN  0.483022                 NaN            NaN  0.285329                 NaN            NaN            NaN            NaN            NaN
  1308.59        2500.00        98.9670                 NaN  0.264363                 NaN  0.484895                 NaN            NaN  0.283736                 NaN            NaN            NaN            NaN            NaN
  1307.02        2500.00        98.9754                 NaN  0.261990                 NaN  0.481667                 NaN            NaN  0.280975                 NaN            NaN            NaN            NaN            NaN
  1305.45        2500.00        98.9826                 NaN  0.256976                 NaN  0.482234                 NaN            NaN  0.278162                 NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        98.9912                 NaN  0.251864                 NaN  0.481733                 NaN            NaN  0.275231                 NaN            NaN            NaN            NaN            NaN
  1302.30        2500.00        98.9991                 NaN  0.249449                 NaN  0.478752                 NaN            NaN  0.272682                 NaN            NaN            NaN            NaN            NaN
  1300.72        2500.00        99.0029                 NaN  0.241909                 NaN  0.484336                 NaN            NaN  0.270895                 NaN            NaN            NaN            NaN            NaN
  1299.15        2500.00        99.0153                 NaN  0.236853                 NaN  0.481471                 NaN            NaN  0.266334                 NaN            NaN            NaN            NaN            NaN
  1297.57        2500.00        99.0212                 NaN  0.233382                 NaN  0.480816                 NaN            NaN  0.264604                 NaN            NaN            NaN            NaN            NaN
  1296.00        2500.00        98.9477                 NaN  0.154132                 NaN  0.506952       0.447782E-001            NaN  0.270905       0.755699E-001            NaN            NaN            NaN            NaN
  1294.42        2500.00        98.9236                 NaN  0.113286                 NaN  0.502769       0.823470E-001            NaN  0.271457       0.106522                 NaN            NaN            NaN            NaN
  1292.85        2500.00        98.9061                 NaN  0.755016E-001            NaN  0.358838       0.288576                 NaN  0.274138       0.968572E-001            NaN            NaN            NaN            NaN
  1291.28        2500.00        83.5781                 NaN  0.436156                 NaN   1.16664        3.26076                 NaN   2.15877        1.10370        8.29592                 NaN            NaN            NaN
  1289.70        2500.00        82.0241                 NaN  0.322962                 NaN   1.90897        3.12899                 NaN   2.34530        1.15612        9.11352                 NaN            NaN            NaN
  1288.13        2500.00        84.3070                 NaN  0.207478                 NaN   2.53843        2.02031                 NaN   2.05835       0.981609        7.88682                 NaN            NaN            NaN
  1286.55        2500.00        86.0681                 NaN  0.121115                 NaN   2.16487        2.01542                 NaN   1.83654       0.848214        6.94573                 NaN            NaN            NaN
  1284.98        2500.00        87.4335                 NaN  0.562798E-001            NaN   1.64924        2.23667                 NaN   1.66345       0.745254        6.21558                 NaN            NaN            NaN
  1283.40        2500.00        44.7335                 NaN  0.122243E-005  0.615071        16.3045        1.96988                 NaN   7.67319        2.43047        26.2734       0.155079E-014            NaN            NaN
  1281.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1280.25        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1278.68        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1277.11        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1275.53        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.96        2500.00       100.0000                 NaN  0.164208E-005            NaN            NaN            NaN            NaN  0.300174E-005  0.481708E-005            NaN            NaN            NaN            NaN
  1272.38        2500.00        99.9999                 NaN            NaN            NaN  0.278740E-004  0.556695E-005            NaN  0.123595E-004  0.707671E-005  0.545350E-004            NaN            NaN            NaN
  1270.81        2500.00        99.9997                 NaN  0.137341E-004            NaN  0.118153E-003            NaN            NaN  0.444266E-004            NaN  0.160592E-003            NaN  0.498341E-005            NaN
  1269.23        2500.00        80.2098                 NaN            NaN            NaN   1.87501        4.29525                 NaN   2.68744       0.986528        9.78201                 NaN  0.163923                 NaN
  1267.66        2500.00        98.4219                 NaN            NaN            NaN  0.881127E-001  0.470446                 NaN  0.214633                 NaN  0.760355                 NaN  0.446009E-001            NaN
  1266.08        2500.00        99.8890                 NaN            NaN            NaN  0.253151E-005  0.331048E-001            NaN  0.154852E-001            NaN  0.593322E-001            NaN  0.305649E-002            NaN
  1264.51        2500.00        99.9886                 NaN            NaN            NaN  0.182573E-002  0.799008E-002            NaN  0.116328E-002  0.460755E-003            NaN            NaN            NaN            NaN
  1262.94        2500.00        87.2661                 NaN            NaN            NaN   3.81612       0.873403                 NaN   1.73277       0.119687        5.91621                 NaN  0.275683                 NaN
  1261.36        2500.00        95.1981                 NaN            NaN            NaN   1.76294                 NaN            NaN  0.665233                 NaN   2.25274                 NaN  0.120977                 NaN
  1259.79        2500.00        95.1072                 NaN            NaN            NaN   1.77116                 NaN            NaN  0.681239                 NaN   2.31688                 NaN  0.123498                 NaN
  1258.21        2500.00        94.2404                 NaN            NaN            NaN   1.78269       0.262815E-001            NaN  0.806734                 NaN   2.98042                 NaN  0.163467                 NaN
  1256.64        2500.00        97.6963                 NaN            NaN            NaN  0.895210                 NaN            NaN  0.308077                 NaN   1.03775                 NaN  0.626803E-001            NaN
  1255.06        2500.00        90.3065                 NaN            NaN            NaN   1.89143        1.97054                 NaN   1.37020                 NaN   4.26001                 NaN  0.201313                 NaN
  1253.49        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.167005E-005            NaN            NaN            NaN
  1251.91        2500.00        98.8513                 NaN            NaN            NaN  0.304131       0.919597E-001            NaN  0.157165                 NaN  0.566983                 NaN  0.284250E-001            NaN
  1250.34        2500.00        98.5544                 NaN            NaN            NaN  0.529751                 NaN            NaN  0.199582                 NaN  0.678950                 NaN  0.373581E-001            NaN
  1248.76        2500.00        89.3382                 NaN            NaN            NaN   3.89145                 NaN            NaN   1.40497                 NaN   5.06630                 NaN  0.299044                 NaN
  1247.19        2500.00        95.7613                 NaN            NaN            NaN   1.44839                 NaN            NaN  0.654919                 NaN   2.06652                 NaN  0.688811E-001            NaN
  1245.62        2500.00        99.6551                 NaN            NaN            NaN  0.391706E-001            NaN            NaN  0.159307E-001            NaN  0.280338                 NaN  0.944506E-002            NaN
  1244.04        2500.00        93.5734                 NaN            NaN            NaN   2.67771                 NaN            NaN  0.939088                 NaN   2.64522                 NaN  0.164635                 NaN
  1242.47        2500.00        96.7244                 NaN            NaN            NaN   1.08873                 NaN            NaN  0.406450                 NaN   1.73152                 NaN  0.489003E-001            NaN
  1240.89        2500.00        97.8203                 NaN            NaN            NaN  0.802730                 NaN            NaN  0.283744                 NaN   1.03759                 NaN  0.556163E-001            NaN
  1239.32        2500.00        97.4953                 NaN            NaN            NaN  0.899660                 NaN            NaN  0.346008                 NaN   1.20474                 NaN  0.542963E-001            NaN
  1237.74        2500.00        93.4291                 NaN            NaN            NaN   1.05985        1.24309                 NaN  0.903615                 NaN   3.18251                 NaN  0.181804                 NaN
  1236.17        2500.00        96.9026                 NaN  0.525969                 NaN            NaN            NaN            NaN  0.355565                 NaN   1.63695                 NaN  0.645765E-001  0.514327     
  1234.59        2500.00        99.3146                 NaN            NaN            NaN  0.263265       0.957692E-001            NaN  0.125490                 NaN  0.200838                 NaN            NaN            NaN
  1233.02        2500.00        99.9457                 NaN            NaN            NaN            NaN            NaN            NaN  0.582132E-002            NaN  0.428165E-001            NaN  0.569956E-002            NaN
  1231.45        2500.00        99.3439                 NaN            NaN            NaN  0.173396       0.172161E-005            NaN  0.602266E-001            NaN  0.267837                 NaN  0.145747E-001  0.140038     
  1229.87        2500.00        92.7881                 NaN            NaN            NaN   2.48676       0.142086                 NaN  0.946541                 NaN   3.47400                 NaN  0.162547                 NaN
  1228.30        2500.00        96.9747                 NaN            NaN            NaN  0.472167                 NaN            NaN  0.303239                 NaN   1.57442                 NaN  0.933211E-001  0.582114     
  1226.72        2500.00        78.3604                 NaN            NaN            NaN   4.47770                 NaN            NaN   2.07560                 NaN   8.80316                 NaN  0.209297        6.07382     
  1225.15        2500.00                 NaN            NaN            NaN            NaN   17.1279                 NaN            NaN   8.81124                 NaN   42.9508                 NaN   1.10715        30.0029     
  1223.57        2500.00                 NaN            NaN            NaN            NaN   12.3189        4.80277                 NaN   8.80973                 NaN   42.9573                 NaN   1.10914        30.0022     
  1222.00        2500.00                 NaN            NaN            NaN            NaN   17.1143                 NaN            NaN   8.81282                 NaN   42.9623                 NaN   1.11039        30.0002     
  1220.42        2500.00                 NaN            NaN            NaN            NaN   17.1178                 NaN            NaN   8.82605                 NaN   42.9490                 NaN   1.10789        29.9993     
  1218.85        2500.00                 NaN            NaN            NaN            NaN   13.8279        3.29654                 NaN   8.81599                 NaN   42.9537                 NaN   1.10520        30.0007     
  1217.28        2500.00                 NaN            NaN            NaN            NaN   17.1180                 NaN            NaN   8.83314                 NaN   42.9426                 NaN   1.10717        29.9990     
  1215.70        2500.00                 NaN            NaN            NaN            NaN   17.1267                 NaN            NaN   8.84864                 NaN   42.9229                 NaN   1.10303        29.9988     
  1214.13        2500.00                 NaN            NaN            NaN            NaN   17.1209                 NaN            NaN   8.84856                 NaN   42.9278                 NaN   1.10465        29.9981     
  1212.55        2500.00                 NaN            NaN            NaN            NaN   5.26613        11.7899                 NaN   8.60475                 NaN   43.1573                 NaN   1.14859        30.0333     
  1210.98        2500.00                 NaN            NaN            NaN            NaN   5.25684        11.7990                 NaN   8.60992                 NaN   43.1533                 NaN   1.14806        30.0328     
  1209.40        2500.00                 NaN            NaN            NaN            NaN   5.24756        11.8082                 NaN   8.61509                 NaN   43.1493                 NaN   1.14752        30.0323     
  1207.83        2500.00                 NaN            NaN            NaN            NaN   5.23830        11.8174                 NaN   8.62027                 NaN   43.1453                 NaN   1.14697        30.0318     
  1206.25        2500.00                 NaN            NaN            NaN            NaN   5.22905        11.8265                 NaN   8.62546                 NaN   43.1412                 NaN   1.14641        30.0313     
  1204.68        2500.00                 NaN            NaN            NaN            NaN   14.6539        2.35018       0.362248E-005   8.83586                 NaN   43.0468                 NaN   1.12868        29.9846     
  1203.11        2500.00                 NaN            NaN            NaN            NaN   5.38401        11.6945       0.373050E-005   8.62525                 NaN   43.1116                 NaN   1.14480        30.0398     
  1201.53        2500.00                 NaN            NaN            NaN            NaN   5.37493        11.7035       0.191039E-004   8.63028                 NaN   43.1077                 NaN   1.14425        30.0393     
  1199.96        2500.00                 NaN            NaN            NaN            NaN   5.36116        11.7120       0.380280E-005   8.64181                 NaN   43.1039                 NaN   1.14405        30.0371     
  1198.38        2500.00                 NaN            NaN            NaN            NaN   11.5228        5.48173       0.212669E-004   8.70578                 NaN   43.0948                 NaN   1.16878        30.0261     
  1196.81        2500.00                 NaN            NaN            NaN            NaN   5.34292        11.7302       0.387507E-005   8.65196                 NaN   43.0959                 NaN   1.14291        30.0361     
  1195.23        2500.00                 NaN            NaN            NaN            NaN   5.33384        11.7392       0.391119E-005   8.65704                 NaN   43.0919                 NaN   1.14232        30.0357     
  1193.66        2500.00                 NaN            NaN            NaN            NaN   11.5500        5.45603       0.201503E-004   8.71945                 NaN   43.0822                 NaN   1.16704        30.0252     
  1192.08        2500.00                 NaN            NaN            NaN            NaN   11.5577        5.44670       0.198741E-004   8.72605                 NaN   43.0789                 NaN   1.16648        30.0241     
  1190.51        2500.00                 NaN            NaN            NaN            NaN   11.5667        5.43780       0.195231E-004   8.73111                 NaN   43.0748                 NaN   1.16588        30.0237     
  1188.94        2500.00                 NaN            NaN            NaN            NaN   11.5757        5.42893       0.191847E-004   8.73616                 NaN   43.0707                 NaN   1.16528        30.0232     
  1187.36        2500.00                 NaN            NaN            NaN            NaN   11.5846        5.42009       0.188567E-004   8.74123                 NaN   43.0666                 NaN   1.16467        30.0228     
  1185.79        2500.00                 NaN            NaN            NaN            NaN   16.6621       0.478432                 NaN   8.95698                 NaN   42.8217                 NaN   1.08688        29.9939     
  1184.21        2500.00                 NaN            NaN            NaN            NaN   16.5639       0.578459                 NaN   8.96315                 NaN   42.8153                 NaN   1.08575        29.9934     
  1182.64        2500.00                 NaN            NaN   2.11693                 NaN   6.62240        7.21952                 NaN   8.70203                 NaN   43.4617                 NaN   1.30093        30.5765     
  1181.06        2500.00                 NaN            NaN            NaN            NaN   16.4003       0.743988                 NaN   8.97261                 NaN   42.8053                 NaN   1.08427        29.9936     
  1179.49        2500.00                 NaN            NaN            NaN            NaN   16.3264       0.818760                 NaN   8.97732                 NaN   42.8003                 NaN   1.08353        29.9937     
  1177.91        2500.00                 NaN            NaN            NaN            NaN   16.2743       0.867705                 NaN   8.97962                 NaN   42.8001                 NaN   1.08420        29.9941     
  1176.34        2500.00                 NaN            NaN            NaN            NaN  0.820619        16.3280                 NaN   8.98985                 NaN   42.7872                 NaN   1.08111        29.9932     
  1174.77        2500.00                 NaN            NaN            NaN            NaN  0.879851        16.2702                 NaN   8.99493                 NaN   42.7820                 NaN   1.07946        29.9935     
  1173.19        2500.00                 NaN            NaN            NaN            NaN   5.13547        11.9181                 NaN   8.78136                 NaN   42.9814                 NaN   1.15517        30.0285     
  1171.62        2500.00                 NaN            NaN            NaN            NaN   16.3225       0.833735                 NaN   9.00571                 NaN   42.7667                 NaN   1.07721        29.9942     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   16.2454       0.911589                 NaN   9.01019                 NaN   42.7619                 NaN   1.07656        29.9944     
  1168.47        2500.00                 NaN            NaN            NaN            NaN   1.19690        15.9560                 NaN   9.01207                 NaN   42.7632                 NaN   1.07766        29.9942     
  1166.89        2500.00                 NaN            NaN            NaN            NaN   1.25139        15.9023                 NaN   9.01663                 NaN   42.7583                 NaN   1.07696        29.9944     
  1165.32        2500.00                 NaN            NaN            NaN            NaN   1.30672        15.8478                 NaN   9.02115                 NaN   42.7534                 NaN   1.07627        29.9946     
  1163.74        2500.00                 NaN            NaN            NaN            NaN   1.35962        15.7958                 NaN   9.02567                 NaN   42.7485                 NaN   1.07557        29.9948     
  1162.17        2500.00                 NaN            NaN            NaN            NaN   1.38616        15.7700                 NaN   9.03050                 NaN   42.7435                 NaN   1.07491        29.9949     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   1.45876        15.6984                 NaN   9.03471                 NaN   42.7386                 NaN   1.07417        29.9953     
  1159.02        2500.00                 NaN            NaN            NaN            NaN   1.50522        15.6529                 NaN   9.03924                 NaN   42.7337                 NaN   1.07345        29.9955     
  1157.45        2500.00                 NaN            NaN            NaN            NaN   1.54974        15.6093                 NaN   9.04376                 NaN   42.7287                 NaN   1.07273        29.9957     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   1.59088        15.5692                 NaN   9.04833                 NaN   42.7237                 NaN   1.07200        29.9960     
  1154.30        2500.00                 NaN            NaN            NaN            NaN   1.63334        15.5276                 NaN   9.05283                 NaN   42.7187                 NaN   1.07128        29.9962     
  1152.72        2500.00                 NaN            NaN            NaN            NaN   1.67259        15.4894                 NaN   9.05737                 NaN   42.7137                 NaN   1.07054        29.9965     
  1151.15        2500.00                 NaN            NaN            NaN            NaN   1.71023        15.4527                 NaN   9.06192                 NaN   42.7086                 NaN   1.06979        29.9967     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   1.74630        15.4177                 NaN   9.06647                 NaN   42.7035                 NaN   1.06904        29.9970     
  1148.00        2500.00                 NaN            NaN            NaN            NaN   1.78091        15.3841                 NaN   9.07103                 NaN   42.6984                 NaN   1.06828        29.9973     
  1146.42        2500.00                 NaN            NaN   2.64471                 NaN   6.82492        6.30888                 NaN   8.75428                 NaN   43.4144                 NaN   1.32251        30.7303     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   1.84591        15.3213                 NaN   9.08017                 NaN   42.6880                 NaN   1.06673        29.9978     
  1143.28        2500.00                 NaN            NaN            NaN            NaN   1.87640        15.2920                 NaN   9.08476                 NaN   42.6828                 NaN   1.06594        29.9981     
  1141.70        2500.00                 NaN            NaN            NaN            NaN   1.90580        15.2637                 NaN   9.08936                 NaN   42.6776                 NaN   1.06513        29.9984     
  1140.13        2500.00                 NaN            NaN            NaN            NaN   2.98758        14.2245                 NaN   9.00585                 NaN   42.6819                 NaN   1.06676        30.0334     
  1138.55        2500.00                 NaN            NaN            NaN            NaN   1.88124        15.2884                 NaN   9.09952                 NaN   42.6683                 NaN   1.06415        29.9984     
  1136.98        2500.00                 NaN            NaN            NaN            NaN   1.94282        15.2276                 NaN   9.10337                 NaN   42.6637                 NaN   1.06359        29.9989     
  1135.40        2500.00                 NaN            NaN            NaN            NaN   2.00665        15.1643                 NaN   9.10708                 NaN   42.6594                 NaN   1.06315        29.9993     
  1133.83        2500.00                 NaN            NaN            NaN            NaN   2.06764        15.1039                 NaN   9.11080                 NaN   42.6551                 NaN   1.06270        29.9998     
  1132.25        2500.00                 NaN            NaN            NaN            NaN   2.12577        15.0464                 NaN   9.11455                 NaN   42.6508                 NaN   1.06223        30.0003     
  1130.68        2500.00                 NaN            NaN            NaN            NaN   2.18125        14.9916                 NaN   9.11831                 NaN   42.6463                 NaN   1.06175        30.0008     
  1129.11        2500.00                 NaN            NaN            NaN            NaN   2.28946        14.8831                 NaN   9.12068                 NaN   42.6435                 NaN   1.06182        30.0015     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   2.33298        14.8404                 NaN   9.12465                 NaN   42.6387                 NaN   1.06123        30.0020     
  1125.96        2500.00                 NaN            NaN            NaN            NaN   2.33284        14.8422                 NaN   9.12973                 NaN   42.6328                 NaN   1.06020        30.0023     
  1124.38        2500.00                 NaN            NaN            NaN            NaN   2.38097        14.7948                 NaN   9.13352                 NaN   42.6283                 NaN   1.05969        30.0028     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   2.45188        14.7242                 NaN   9.13664                 NaN   42.6244                 NaN   1.05944        30.0034     
  1121.23        2500.00                 NaN            NaN            NaN            NaN   2.47150        14.7058                 NaN   9.14113                 NaN   42.6191                 NaN   1.05865        30.0038     
  1119.66        2500.00                 NaN            NaN            NaN            NaN   2.51218        14.6660                 NaN   9.14500                 NaN   42.6145                 NaN   1.05811        30.0043     
  1118.08        2500.00                 NaN            NaN            NaN            NaN   2.55207        14.6269                 NaN   9.14886                 NaN   42.6098                 NaN   1.05757        30.0048     
  1116.51        2500.00                 NaN            NaN            NaN            NaN   2.59116        14.5886                 NaN   9.15272                 NaN   42.6052                 NaN   1.05704        30.0053     
  1114.94        2500.00                 NaN            NaN            NaN            NaN   4.48401        12.6344                 NaN   9.05786                 NaN   42.6803                 NaN   1.10640        30.0370     
  1113.36        2500.00                 NaN            NaN            NaN            NaN   2.66340        14.5182                 NaN   9.16052                 NaN   42.5957                 NaN   1.05590        30.0063     
  1111.79        2500.00                 NaN            NaN            NaN            NaN   4.48231        12.6382                 NaN   9.06745                 NaN   42.6706                 NaN   1.10463        30.0368     
  1110.21        2500.00                 NaN            NaN            NaN            NaN   4.48406        12.6376                 NaN   9.07204                 NaN   42.6658                 NaN   1.10379        30.0367     
  1108.64        2500.00                 NaN            NaN            NaN            NaN   4.48588        12.6369                 NaN   9.07662                 NaN   42.6610                 NaN   1.10294        30.0367     
  1107.06        2500.00                 NaN            NaN            NaN            NaN   4.48775        12.6361                 NaN   9.08119                 NaN   42.6562                 NaN   1.10209        30.0366     
  1105.49        2500.00                 NaN            NaN            NaN            NaN   4.48969        12.6353                 NaN   9.08576                 NaN   42.6514                 NaN   1.10123        30.0366     
  1103.91        2500.00                 NaN            NaN            NaN            NaN   4.49168        12.6345                 NaN   9.09031                 NaN   42.6466                 NaN   1.10037        30.0365     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   4.41246        12.7706                 NaN   9.04953                 NaN   42.6486                 NaN   1.07549        30.0433     
  1100.77        2500.00                 NaN            NaN            NaN            NaN   4.49564        12.6329                 NaN   9.09940                 NaN   42.6370                 NaN   1.09863        30.0364     
  1099.19        2500.00                 NaN            NaN            NaN            NaN   4.49784        12.6319                 NaN   9.10393                 NaN   42.6322                 NaN   1.09776        30.0364     
  1097.62        2500.00                 NaN            NaN            NaN            NaN   4.50015        12.6308                 NaN   9.10845                 NaN   42.6274                 NaN   1.09688        30.0364     
  1096.04        2500.00                 NaN            NaN            NaN            NaN   4.50252        12.6297                 NaN   9.11297                 NaN   42.6225                 NaN   1.09600        30.0364     
  1094.47        2500.00                 NaN            NaN            NaN            NaN   4.50494        12.6285                 NaN   9.11747                 NaN   42.6176                 NaN   1.09511        30.0363     
  1092.89        2500.00                 NaN            NaN            NaN            NaN   4.50742        12.6273                 NaN   9.12197                 NaN   42.6128                 NaN   1.09422        30.0363     
  1091.32        2500.00                 NaN            NaN            NaN            NaN   4.50995        12.6260                 NaN   9.12646                 NaN   42.6079                 NaN   1.09332        30.0363     
  1089.74        2500.00                 NaN            NaN            NaN            NaN   4.51254        12.6248                 NaN   9.13094                 NaN   42.6030                 NaN   1.09242        30.0363     
  1088.17        2500.00                 NaN            NaN            NaN            NaN   4.51519        12.6234                 NaN   9.13541                 NaN   42.5981                 NaN   1.09151        30.0363     
  1086.60        2500.00                 NaN            NaN            NaN            NaN   4.51789        12.6221                 NaN   9.13987                 NaN   42.5932                 NaN   1.09060        30.0364     
  1085.02        2500.00                 NaN            NaN            NaN            NaN   4.52064        12.6207                 NaN   9.14432                 NaN   42.5883                 NaN   1.08969        30.0364     
  1083.45        2500.00                 NaN            NaN            NaN            NaN   4.52345        12.6192                 NaN   9.14877                 NaN   42.5834                 NaN   1.08877        30.0364     
  1081.87        2500.00                 NaN            NaN            NaN            NaN   4.52631        12.6178                 NaN   9.15320                 NaN   42.5784                 NaN   1.08785        30.0364     
  1080.30        2500.00                 NaN            NaN            NaN            NaN   4.52922        12.6163                 NaN   9.15763                 NaN   42.5735                 NaN   1.08692        30.0365     
  1078.72        2500.00                 NaN            NaN            NaN            NaN   4.53218        12.6147                 NaN   9.16205                 NaN   42.5686                 NaN   1.08599        30.0365     
  1077.15        2500.00                 NaN            NaN            NaN            NaN   4.53520        12.6131                 NaN   9.16645                 NaN   42.5636                 NaN   1.08506        30.0365     
  1075.57        2500.00                 NaN            NaN            NaN            NaN   4.53827        12.6115                 NaN   9.17085                 NaN   42.5587                 NaN   1.08411        30.0366     
  1074.00        2500.00                 NaN            NaN            NaN            NaN   4.54138        12.6099                 NaN   9.17524                 NaN   42.5537                 NaN   1.08317        30.0366     
  1072.43        2500.00                 NaN            NaN            NaN            NaN   4.54454        12.6082                 NaN   9.17962                 NaN   42.5487                 NaN   1.08222        30.0367     
  1070.85        2500.00                 NaN            NaN            NaN            NaN   4.54775        12.6065                 NaN   9.18400                 NaN   42.5438                 NaN   1.08127        30.0368     
  1069.28        2500.00                 NaN            NaN            NaN            NaN   4.47991        12.6829                 NaN   9.19095                 NaN   42.5309                 NaN   1.07765        30.0377     
  1067.70        2500.00                 NaN            NaN            NaN            NaN   4.48318        12.6812                 NaN   9.19534                 NaN   42.5259                 NaN   1.07668        30.0378     
  1066.13        2500.00                 NaN            NaN            NaN            NaN   4.48650        12.6794                 NaN   9.19971                 NaN   42.5209                 NaN   1.07571        30.0378     
  1064.55        2500.00                 NaN            NaN            NaN            NaN   4.48987        12.6776                 NaN   9.20407                 NaN   42.5158                 NaN   1.07473        30.0379     
  1062.98        2500.00                 NaN            NaN            NaN            NaN   4.49328        12.6758                 NaN   9.20843                 NaN   42.5108                 NaN   1.07374        30.0380     
  1061.40        2500.00                 NaN            NaN            NaN            NaN   4.49673        12.6739                 NaN   9.21277                 NaN   42.5057                 NaN   1.07276        30.0381     
  1059.83        2500.00                 NaN            NaN            NaN            NaN   4.50023        12.6720                 NaN   9.21711                 NaN   42.5007                 NaN   1.07176        30.0382     
  1058.26        2500.00                 NaN            NaN            NaN            NaN   4.50376        12.6701                 NaN   9.22143                 NaN   42.4956                 NaN   1.07077        30.0383     
  1056.68        2500.00                 NaN            NaN   6.06178                 NaN   8.15563                 NaN            NaN   8.76487                 NaN   43.8259                 NaN   1.51107        31.6807     
  1055.11        2500.00                 NaN            NaN   6.06178                 NaN   8.15562                 NaN            NaN   8.76488                 NaN   43.8259                 NaN   1.51107        31.6807     
  1053.53        2500.00                 NaN            NaN   6.06178                 NaN   8.15562                 NaN            NaN   8.76488                 NaN   43.8259                 NaN   1.51107        31.6807     
  1051.96        2500.00                 NaN            NaN   6.06179                 NaN   8.15562                 NaN            NaN   8.76489                 NaN   43.8259                 NaN   1.51108        31.6807     
  1050.38        2500.00                 NaN            NaN   6.06179                 NaN   8.15561                 NaN            NaN   8.76489                 NaN   43.8259                 NaN   1.51108        31.6807     
  1048.81        2500.00                 NaN            NaN   6.06179                 NaN   8.15561                 NaN            NaN   8.76490                 NaN   43.8259                 NaN   1.51108        31.6807     
  1047.23        2500.00                 NaN            NaN   6.06180                 NaN   8.15560                 NaN            NaN   8.76490                 NaN   43.8259                 NaN   1.51108        31.6807     
  1045.66        2500.00                 NaN            NaN   6.06180                 NaN   8.15560                 NaN            NaN   8.76491                 NaN   43.8259                 NaN   1.51108        31.6807     
  1044.08        2500.00                 NaN            NaN   6.06180                 NaN   8.15559                 NaN            NaN   8.76491                 NaN   43.8259                 NaN   1.51109        31.6807     
  1042.51        2500.00                 NaN            NaN   6.09752                 NaN   8.10934                 NaN            NaN   8.76492                 NaN   43.8259                 NaN   1.51109        31.6913     
  1040.94        2500.00                 NaN            NaN   6.09753                 NaN   8.10934                 NaN            NaN   8.76492                 NaN   43.8258                 NaN   1.51109        31.6913     
  1039.36        2500.00                 NaN            NaN   6.09753                 NaN   8.10933                 NaN            NaN   8.76493                 NaN   43.8258                 NaN   1.51109        31.6913     
  1037.79        2500.00                 NaN            NaN   6.09753                 NaN   8.10933                 NaN            NaN   8.76493                 NaN   43.8258                 NaN   1.51109        31.6913     
  1036.21        2500.00                 NaN            NaN   6.09754                 NaN   8.10932                 NaN            NaN   8.76494                 NaN   43.8258                 NaN   1.51110        31.6913     
  1034.64        2500.00                 NaN            NaN   6.09754                 NaN   8.10932                 NaN            NaN   8.76494                 NaN   43.8258                 NaN   1.51110        31.6913     
  1033.06        2500.00                 NaN            NaN   6.09754                 NaN   8.10932                 NaN            NaN   8.76495                 NaN   43.8258                 NaN   1.51110        31.6913     
  1031.49        2500.00                 NaN            NaN   6.09755                 NaN   8.10931                 NaN            NaN   8.76495                 NaN   43.8258                 NaN   1.51110        31.6913     
