|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        pxmn           ilm            q             
  1031.49        2500.00                 NaN            NaN   3.81888                 NaN   6.26291                 NaN            NaN   8.64482                 NaN   46.8277                 NaN  0.867733        33.5779     
  1029.91        2500.00                 NaN            NaN   3.81878                 NaN   6.26274                 NaN            NaN   8.64481                 NaN   46.8271                 NaN  0.867715        33.5789     
  1028.34        2500.00                 NaN            NaN   3.81868                 NaN   6.26256                 NaN            NaN   8.64480                 NaN   46.8264                 NaN  0.867698        33.5799     
  1026.77        2500.00                 NaN            NaN   3.81858                 NaN   6.26239                 NaN            NaN   8.64479                 NaN   46.8257                 NaN  0.867680        33.5808     
  1025.19        2500.00                 NaN            NaN   3.81848                 NaN   6.26221                 NaN            NaN   8.64478                 NaN   46.8251                 NaN  0.867662        33.5818     
  1023.62        2500.00                 NaN            NaN   3.81838                 NaN   6.26204                 NaN            NaN   8.64477                 NaN   46.8244                 NaN  0.867645        33.5827     
  1022.04        2500.00                 NaN            NaN   3.81828                 NaN   6.26186                 NaN            NaN   8.64476                 NaN   46.8238                 NaN  0.867627        33.5837     
  1020.47        2500.00                 NaN            NaN   3.81818                 NaN   6.26169                 NaN            NaN   8.64474                 NaN   46.8231                 NaN  0.867610        33.5847     
  1018.89        2500.00                 NaN            NaN   3.81808                 NaN   6.26151                 NaN            NaN   8.64473                 NaN   46.8225                 NaN  0.867592        33.5856     
  1017.32        2500.00                 NaN            NaN   3.81798                 NaN   6.26134                 NaN            NaN   8.64472                 NaN   46.8218                 NaN  0.867575        33.5866     
  1015.74        2500.00                 NaN            NaN   3.81788                 NaN   6.26116                 NaN            NaN   8.64471                 NaN   46.8211                 NaN  0.867558        33.5875     
  1014.17        2500.00                 NaN            NaN   3.81778                 NaN   6.26099                 NaN            NaN   8.64470                 NaN   46.8205                 NaN  0.867540        33.5885     
  1012.60        2500.00                 NaN            NaN   3.81768                 NaN   6.26081                 NaN            NaN   8.64469                 NaN   46.8198                 NaN  0.867523        33.5895     
  1011.02        2500.00                 NaN            NaN   3.81758                 NaN   6.26064                 NaN            NaN   8.64468                 NaN   46.8192                 NaN  0.867505        33.5904     
  1009.45        2500.00                 NaN            NaN   3.81748                 NaN   6.26046                 NaN            NaN   8.64467                 NaN   46.8185                 NaN  0.867488        33.5914     
  1007.87        2500.00                 NaN            NaN   3.81738                 NaN   6.26029                 NaN            NaN   8.64466                 NaN   46.8179                 NaN  0.867471        33.5923     
  1006.30        2500.00                 NaN            NaN   3.81727                 NaN   6.26011                 NaN            NaN   8.64465                 NaN   46.8172                 NaN  0.867453        33.5933     
  1004.72        2500.00                 NaN            NaN   3.81717                 NaN   6.25994                 NaN            NaN   8.64464                 NaN   46.8166                 NaN  0.867436        33.5943     
  1003.15        2500.00                 NaN            NaN   3.81707                 NaN   6.25976                 NaN            NaN   8.64463                 NaN   46.8159                 NaN  0.867418        33.5952     
  1001.57        2500.00                 NaN            NaN   3.81697                 NaN   6.25959                 NaN            NaN   8.64462                 NaN   46.8152                 NaN  0.867401        33.5962     
  1000.00        2500.00                 NaN            NaN   3.81687                 NaN   6.25941                 NaN            NaN   8.64461                 NaN   46.8146                 NaN  0.867384        33.5971     
