|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1281.15        2500.00        2.16841        44.1319        2.47357                 NaN            NaN   8.84340                 NaN            NaN   7.31230                 NaN   35.0704                 NaN
  1279.75        2500.00       0.464179        85.9051       0.694682                 NaN            NaN   2.32065                 NaN            NaN   1.74651                 NaN   8.86891                 NaN
  1278.34        2500.00       0.692109        80.8922       0.872585                 NaN            NaN   3.10011                 NaN            NaN   2.47890                 NaN   11.9641                 NaN
  1276.94        2500.00       0.924112        73.7515        1.18235                 NaN            NaN   4.16330                 NaN            NaN   3.34949                 NaN   16.6292                 NaN
  1275.53        2500.00        1.01136        70.3605        1.32434                 NaN            NaN   4.69976                 NaN            NaN   3.76117                 NaN   18.8429                 NaN
  1274.12        2500.00       0.808699        75.8821        1.05882                 NaN            NaN   3.89123                 NaN            NaN   3.07415                 NaN   15.2850                 NaN
  1272.72        2500.00       0.705933        79.2684       0.888951                 NaN            NaN   3.34001                 NaN            NaN   2.65851                 NaN   13.1382                 NaN
  1271.31        2500.00       0.402626        87.8132       0.477600                 NaN            NaN   2.14660                 NaN            NaN   1.56925                 NaN   7.59076                 NaN
  1269.91        2500.00                 NaN   85.6828       0.925705                 NaN            NaN   2.30042                 NaN            NaN   1.90346       0.262485        8.92512                 NaN
  1268.50        2500.00                 NaN   86.6165       0.774528                 NaN            NaN   2.26744                 NaN            NaN   1.77717       0.262970        8.30136                 NaN
  1267.10        2500.00                 NaN   66.3071        2.02940                 NaN            NaN   4.77457                 NaN            NaN   4.49404       0.751482        21.6434                 NaN
  1265.69        2500.00                 NaN   99.7239       0.260231                 NaN            NaN  0.158725E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1264.28        2500.00                 NaN   99.1673       0.399295                 NaN            NaN  0.152598                 NaN            NaN  0.280848                 NaN            NaN            NaN
  1262.88        2500.00                 NaN   99.2941                 NaN            NaN            NaN  0.377975                 NaN            NaN  0.488512E-001            NaN  0.279093                 NaN
  1261.47        2500.00                 NaN   99.4990                 NaN            NaN            NaN  0.219420                 NaN            NaN  0.633432E-001            NaN  0.218248                 NaN
  1260.07        2500.00                 NaN   93.9235       0.359452E-001            NaN            NaN   1.56417                 NaN            NaN  0.782840       0.830409E-001   3.61053                 NaN
  1258.66        2500.00                 NaN   86.0539       0.138733                 NaN            NaN   3.05059                 NaN            NaN   2.00484       0.274487        8.47745                 NaN
  1257.25        2500.00                 NaN   99.3197                 NaN            NaN            NaN  0.326910       0.314585                 NaN  0.388186E-001            NaN            NaN            NaN
  1255.85        2500.00                 NaN   96.2924       0.454687E-001            NaN            NaN   1.06107                 NaN            NaN  0.414608                 NaN   2.18649                 NaN
  1254.44        2500.00                 NaN   86.7591        1.03322                 NaN            NaN   1.03306                 NaN            NaN   1.74583       0.325788        9.10305                 NaN
  1253.04        2500.00                 NaN   98.3176       0.143535                 NaN            NaN  0.374180                 NaN            NaN  0.243787       0.319808E-001  0.888946                 NaN
  1251.63        2500.00                 NaN   98.2404       0.147846                 NaN            NaN  0.388533                 NaN            NaN  0.255301       0.337179E-001  0.934236                 NaN
  1250.23        2500.00                 NaN   95.3153                 NaN            NaN            NaN  0.202336E-002   2.30538                 NaN  0.766702                 NaN   1.61058                 NaN
  1248.82        2500.00                 NaN   99.2409                 NaN            NaN            NaN            NaN            NaN            NaN  0.608982E-001  0.355338E-001  0.662698                 NaN
  1247.41        2500.00                 NaN   96.9494                 NaN            NaN            NaN  0.955548                 NaN            NaN  0.455347       0.470306E-001   1.59270                 NaN
  1246.01        2500.00                 NaN   94.2647                 NaN            NaN            NaN   1.63352                 NaN            NaN  0.690811       0.335170E-001   3.37743                 NaN
  1244.60        2500.00                 NaN   94.5607                 NaN            NaN            NaN   1.03942                 NaN            NaN  0.558928       0.131570        3.70943                 NaN
  1243.20        2500.00                 NaN   96.6998       0.215643                 NaN            NaN  0.253789       0.980382E-006            NaN  0.399158       0.842824E-001   2.34736                 NaN
  1241.79        2500.00                 NaN   97.6559                 NaN            NaN            NaN  0.720894       0.296517E-004            NaN  0.373598       0.330373E-001   1.21659                 NaN
  1240.39        2500.00                 NaN   96.7625                 NaN            NaN            NaN   1.16034                 NaN            NaN  0.563271                 NaN   1.51390                 NaN
  1238.98        2500.00                 NaN   99.0520                 NaN            NaN            NaN  0.291411E-003            NaN            NaN  0.954854E-001  0.473741E-001  0.804890                 NaN
  1237.57        2500.00                 NaN   98.7796                 NaN            NaN            NaN  0.220839                 NaN            NaN  0.193558       0.230617E-001  0.782989                 NaN
  1236.17        2500.00                 NaN   95.8141                 NaN            NaN            NaN   1.70313                 NaN            NaN  0.647489                 NaN   1.83525                 NaN
  1234.76        2500.00                 NaN   96.8175                 NaN            NaN            NaN  0.374401       0.197398                 NaN  0.263895       0.563234E-001   2.29052                 NaN
  1233.36        2500.00                 NaN   99.6655                 NaN            NaN            NaN  0.118888                 NaN            NaN  0.200061       0.155454E-001            NaN            NaN
  1231.95        2500.00                 NaN   62.1738        1.66689       0.341740                 NaN            NaN            NaN            NaN   2.88875       0.386070        20.5537        11.9891     
  1230.55        2500.00                 NaN   91.7084                 NaN            NaN            NaN  0.863800        4.07719                 NaN   1.86401                 NaN   1.48664                 NaN
  1229.14        2500.00                 NaN   99.6286                 NaN            NaN            NaN  0.182279                 NaN            NaN  0.989849E-001  0.189140E-001            NaN  0.712408E-001
  1227.73        2500.00                 NaN   97.9952                 NaN            NaN            NaN  0.356415                 NaN            NaN  0.195395       0.182650E-001   1.43468                 NaN
  1226.33        2500.00                 NaN            NaN            NaN            NaN            NaN   8.76557        3.42880       0.699270E-004   8.38623       0.662914        46.4878        32.2687     
  1224.92        2500.00                 NaN            NaN            NaN            NaN            NaN   3.69373        8.56537                 NaN   8.49833       0.649939        46.3186        32.2741     
  1223.52        2500.00                 NaN            NaN            NaN            NaN            NaN   3.40918        8.90241                 NaN   8.47512       0.637719        46.2929        32.2827     
  1222.11        2500.00                 NaN            NaN   3.72708                 NaN            NaN   5.59421       0.234937E-004            NaN   8.11724       0.903171        47.8841        33.7741     
  1220.71        2500.00                 NaN            NaN            NaN            NaN            NaN   2.60205        9.71357                 NaN   8.48588       0.636214        46.2778        32.2844     
  1219.30        2500.00                 NaN            NaN            NaN            NaN            NaN   5.91752        6.34668                 NaN   8.45737       0.646990        46.3552        32.2763     
  1217.89        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0191        2.18924                 NaN   8.45047       0.673569        46.3955        32.2720     
  1216.49        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0091        2.20178                 NaN   8.45292       0.673179        46.3895        32.2735     
  1215.08        2500.00                 NaN            NaN            NaN            NaN            NaN   9.99906        2.21447                 NaN   8.45530       0.672735        46.3834        32.2750     
  1213.68        2500.00                 NaN            NaN            NaN            NaN            NaN   1.24747        11.0042       0.146326        8.42555       0.626891        46.2063        32.3433     
  1212.27        2500.00                 NaN            NaN            NaN            NaN            NaN   1.24354        10.9787       0.134561E-004   8.50023       0.658188        46.3512        32.2681     
  1210.86        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0278        2.19080                 NaN   8.46635       0.670342        46.3657        32.2791     
  1209.46        2500.00                 NaN            NaN            NaN            NaN            NaN   1.24115        10.9839       0.136907E-004   8.50094       0.657713        46.3461        32.2702     
  1208.05        2500.00                 NaN            NaN            NaN            NaN            NaN   1.24134        10.9851       0.138101E-004   8.50131       0.657465        46.3435        32.2713     
  1206.65        2500.00                 NaN            NaN            NaN            NaN            NaN   1.24622        10.9808       0.139267E-004   8.50171       0.657298        46.3418        32.2722     
  1205.24        2500.00                 NaN            NaN            NaN            NaN            NaN   1.26805        10.9560       0.140350E-004   8.50209       0.657098        46.3449        32.2718     
  1203.84        2500.00                 NaN            NaN            NaN            NaN            NaN   1.27342        10.9514       0.141511E-004   8.50259       0.656937        46.3428        32.2729     
  1202.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.27976        10.9459       0.142671E-004   8.50317       0.656761        46.3405        32.2739     
  1201.02        2500.00                 NaN            NaN            NaN            NaN            NaN   1.28698        10.9395       0.143797E-004   8.50383       0.656569        46.3382        32.2749     
  1199.62        2500.00                 NaN            NaN            NaN            NaN            NaN   1.27924        10.9518       0.145048E-004   8.50485       0.656354        46.3304        32.2773     
  1198.21        2500.00                 NaN            NaN            NaN            NaN            NaN   1.28238        10.9493       0.146205E-004   8.50569       0.656136        46.3280        32.2785     
  1196.81        2500.00                 NaN            NaN            NaN            NaN            NaN   1.28749        10.9443       0.147297E-004   8.50656       0.655917        46.3262        32.2795     
  1195.40        2500.00                 NaN            NaN            NaN            NaN            NaN   1.33258        10.8877       0.147890E-004   8.50625       0.655952        46.3408        32.2767     
  1194.00        2500.00                 NaN            NaN            NaN            NaN            NaN   1.32546        10.8983                 NaN   8.50754       0.655741        46.3339        32.2790     
  1192.59        2500.00                 NaN            NaN            NaN            NaN            NaN   1.32533        10.9001                 NaN   8.50872       0.655589        46.3295        32.2808     
  1191.18        2500.00                 NaN            NaN            NaN            NaN            NaN   1.32982        10.8959                 NaN   8.50979       0.655539        46.3267        32.2822     
  1189.78        2500.00                 NaN            NaN            NaN            NaN            NaN   1.31837        10.9157       0.153112E-004   8.51195       0.653930        46.3161        32.2839     
  1188.37        2500.00                 NaN            NaN            NaN            NaN            NaN   1.05845        11.2671       0.153332E-004   8.52692       0.649935        46.1843        32.3132     
  1186.97        2500.00                 NaN            NaN            NaN            NaN            NaN   1.05856        11.2696                 NaN   8.52916       0.648979        46.1795        32.3142     
  1185.56        2500.00                 NaN            NaN            NaN            NaN            NaN   1.05995        11.2712                 NaN   8.53131       0.648025        46.1741        32.3155     
  1184.16        2500.00                 NaN            NaN            NaN            NaN            NaN   1.11509        11.2160                 NaN   8.53338       0.647702        46.1718        32.3160     
  1182.75        2500.00                 NaN            NaN            NaN            NaN            NaN   1.31730        10.9250                 NaN   8.52011       0.651590        46.2953        32.2907     
  1181.34        2500.00                 NaN            NaN            NaN            NaN            NaN   1.33204        10.9103                 NaN   8.52114       0.651483        46.2929        32.2921     
  1179.94        2500.00                 NaN            NaN            NaN            NaN            NaN   1.34286        10.8998                 NaN   8.52248       0.651317        46.2900        32.2936     
  1178.53        2500.00                 NaN            NaN            NaN            NaN            NaN   1.45766        10.8420                 NaN   8.57954       0.638730        46.1666        32.3154     
  1177.13        2500.00                 NaN            NaN            NaN            NaN            NaN   1.26877        11.0811                 NaN   8.58437       0.631302        46.1107        32.3238     
  1175.72        2500.00                 NaN            NaN            NaN            NaN            NaN   1.25549        11.1010                 NaN   8.58761       0.630297        46.0992        32.3264     
  1174.31        2500.00                 NaN            NaN            NaN            NaN            NaN   1.10277       0.314277        10.9511        8.59407       0.629464        46.0768        32.3315     
  1172.91        2500.00                 NaN            NaN            NaN            NaN            NaN   1.23791        11.1291                 NaN   8.59393       0.628560        46.0794        32.3311     
  1171.50        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3639                 NaN            NaN   8.65229       0.615927        46.0561        32.3119     
  1170.10        2500.00                 NaN            NaN            NaN            NaN            NaN   1.60698        10.6170       0.344494E-005   8.52192       0.654803        46.3002        32.2992     
  1168.69        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3693       0.875704E-006            NaN   8.66171       0.614179        46.0405        32.3142     
  1167.29        2500.00                 NaN            NaN            NaN            NaN            NaN  0.313167        12.0484                 NaN   8.66248       0.615748        46.0471        32.3132     
  1165.88        2500.00                 NaN            NaN            NaN            NaN            NaN   3.36986        8.95888                 NaN   8.65691       0.612472        46.0998        32.3021     
  1164.47        2500.00                 NaN            NaN            NaN            NaN            NaN   9.88065        2.56437                 NaN   8.63721       0.615543        45.9493        32.3529     
  1163.07        2500.00                 NaN            NaN            NaN            NaN            NaN   1.36856        10.8938       0.338910E-005   8.53398       0.645135        46.2531        32.3054     
  1161.66        2500.00                 NaN            NaN            NaN            NaN            NaN   1.60170        10.6435                 NaN   8.54269       0.647746        46.2561        32.3082     
  1160.26        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3011       0.979744                 NaN   8.67749       0.626117        46.1169        32.2987     
  1158.85        2500.00                 NaN            NaN            NaN            NaN            NaN  0.607868       0.729811        11.1250        8.63866       0.615835        45.9113        32.3715     
  1157.45        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1085        1.38257       0.610226E-003   8.64535       0.610889        45.8734        32.3787     
  1156.04        2500.00                 NaN            NaN            NaN            NaN            NaN  0.939961        11.5205       0.512076E-003   8.64055       0.612864        45.9147        32.3710     
  1154.63        2500.00                 NaN            NaN            NaN            NaN            NaN  0.921669        11.5461                 NaN   8.64555       0.611266        45.9016        32.3738     
  1153.23        2500.00                 NaN            NaN            NaN            NaN            NaN  0.901387        11.4657                 NaN   8.81620       0.609410        45.8772        32.3301     
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN  0.879287        11.4949       0.372513E-004   8.82200       0.607595        45.8634        32.3327     
  1150.42        2500.00                 NaN            NaN            NaN            NaN            NaN   7.90562        4.40101                 NaN   8.61935       0.630990        46.1184        32.3247     
  1149.01        2500.00                 NaN            NaN            NaN            NaN            NaN   7.96208        4.34821                 NaN   8.62725       0.629928        46.1061        32.3265     
  1147.61        2500.00                 NaN            NaN            NaN            NaN            NaN   7.98576        4.32749                 NaN   8.63428       0.628965        46.0953        32.3283     
  1146.20        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00503        4.31230                 NaN   8.64229       0.627471        46.0823        32.3306     
  1144.79        2500.00                 NaN            NaN            NaN            NaN            NaN   4.30168        8.01700                 NaN   8.64683       0.627029        46.0748        32.3327     
  1143.39        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00804        4.31442                 NaN   8.65295       0.626000        46.0634        32.3351     
  1141.98        2500.00                 NaN            NaN            NaN            NaN            NaN   4.31338        8.01221                 NaN   8.65570       0.626322        46.0548        32.3376     
  1140.58        2500.00                 NaN            NaN            NaN            NaN            NaN   7.99090        4.33975                 NaN   8.66191       0.625076        46.0419        32.3405     
  1139.17        2500.00                 NaN            NaN            NaN            NaN            NaN   7.96531        4.37111                 NaN   8.66856       0.623755        46.0278        32.3435     
  1137.76        2500.00                 NaN            NaN            NaN            NaN            NaN   7.93977        4.40259                 NaN   8.67502       0.622476        46.0137        32.3465     
  1136.36        2500.00                 NaN            NaN            NaN            NaN            NaN   8.12134        4.23164                 NaN   8.67590       0.619774        46.0031        32.3483     
  1134.95        2500.00                 NaN            NaN            NaN            NaN            NaN   7.90846        4.44616                 NaN   8.68587       0.620203        45.9882        32.3511     
  1133.55        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4140                 NaN            NaN   8.76542       0.598478        45.8820        32.3401     
  1132.14        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00396        4.34132                 NaN   8.68902       0.620960        45.9963        32.3484     
  1130.74        2500.00                 NaN            NaN            NaN            NaN            NaN   7.97480        4.37569                 NaN   8.69441       0.620308        45.9840        32.3508     
  1129.33        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00816        4.34354                 NaN   8.69707       0.619900        45.9796        32.3518     
  1127.92        2500.00                 NaN            NaN            NaN            NaN            NaN   8.04800        4.30474                 NaN   8.69953       0.619452        45.9756        32.3527     
  1126.52        2500.00                 NaN            NaN            NaN            NaN            NaN   8.02737        4.34064                 NaN   8.70359       0.617364        45.9508        32.3603     
  1125.11        2500.00                 NaN            NaN            NaN            NaN            NaN   1.43349        10.9982                 NaN   8.78317       0.593828        45.8386        32.3528     
  1123.71        2500.00                 NaN            NaN            NaN            NaN            NaN   8.35672        3.99417                 NaN   8.72104       0.619227        45.9543        32.3545     
  1122.30        2500.00                 NaN            NaN            NaN            NaN            NaN   2.01979        10.1851       0.136482E-003   8.68317       0.631384        46.1661        32.3143     
  1120.90        2500.00                 NaN            NaN   3.84884                 NaN            NaN   5.41070       0.364456E-004            NaN   8.14792       0.902958        47.7736        33.9160     
  1119.49        2500.00                 NaN            NaN   3.85028                 NaN            NaN   5.40864       0.367433E-004            NaN   8.14839       0.902944        47.7718        33.9179     
  1118.08        2500.00                 NaN            NaN   3.85172                 NaN            NaN   5.40660       0.370405E-004            NaN   8.14888       0.902928        47.7700        33.9198     
  1116.68        2500.00                 NaN            NaN   3.85315                 NaN            NaN   5.40457       0.373168E-004            NaN   8.14936       0.902912        47.7682        33.9217     
  1115.27        2500.00                 NaN            NaN   3.85458                 NaN            NaN   5.40255       0.376432E-004            NaN   8.14984       0.902897        47.7665        33.9236     
  1113.87        2500.00                 NaN            NaN   3.85600                 NaN            NaN   5.40054       0.379468E-004            NaN   8.15033       0.902880        47.7647        33.9255     
  1112.46        2500.00                 NaN            NaN   3.85741                 NaN            NaN   5.39856       0.382212E-004            NaN   8.15083       0.902861        47.7628        33.9275     
  1111.06        2500.00                 NaN            NaN   3.85882                 NaN            NaN   5.39657       0.385529E-004            NaN   8.15132       0.902846        47.7610        33.9294     
  1109.65        2500.00                 NaN            NaN   3.86022                 NaN            NaN   5.39460       0.388565E-004            NaN   8.15181       0.902829        47.7592        33.9313     
  1108.24        2500.00                 NaN            NaN   3.86162                 NaN            NaN   5.39265       0.391638E-004            NaN   8.15231       0.902811        47.7574        33.9332     
  1106.84        2500.00                 NaN            NaN   3.86301                 NaN            NaN   5.39070       0.419837E-004            NaN   8.15281       0.902793        47.7556        33.9351     
  1105.43        2500.00                 NaN            NaN   3.86439                 NaN            NaN   5.38877       0.423917E-004            NaN   8.15331       0.902774        47.7537        33.9370     
  1104.03        2500.00                 NaN            NaN   3.86577                 NaN            NaN   5.38685       0.434713E-004            NaN   8.15381       0.902755        47.7519        33.9389     
  1102.62        2500.00                 NaN            NaN   3.86714                 NaN            NaN   5.38495       0.432253E-004            NaN   8.15432       0.902736        47.7500        33.9408     
  1101.22        2500.00                 NaN            NaN   3.86851                 NaN            NaN   5.38306       0.436831E-004            NaN   8.15483       0.902717        47.7482        33.9427     
  1099.81        2500.00                 NaN            NaN   3.86987                 NaN            NaN   5.38115       0.605152E-004            NaN   8.15534       0.902697        47.7463        33.9446     
  1098.40        2500.00                 NaN            NaN   3.87123                 NaN            NaN   5.37929       0.616291E-004            NaN   8.15586       0.902677        47.7444        33.9465     
  1097.00        2500.00                 NaN            NaN   3.87257                 NaN            NaN   5.37743       0.678515E-004            NaN   8.15635       0.902659        47.7425        33.9484     
  1095.59        2500.00                 NaN            NaN   3.87392                 NaN            NaN   5.37558       0.691217E-004            NaN   8.15689       0.902635        47.7406        33.9503     
  1094.19        2500.00                 NaN            NaN   3.87526                 NaN            NaN   5.37375       0.645613E-004            NaN   8.15741       0.902614        47.7387        33.9522     
  1092.78        2500.00                 NaN            NaN   3.87659                 NaN            NaN   5.37193       0.731634E-004            NaN   8.15793       0.902592        47.7368        33.9541     
  1091.37        2500.00                 NaN            NaN   3.87792                 NaN            NaN   5.37017                 NaN            NaN   8.15846       0.902572        47.7349        33.9560     
  1089.97        2500.00                 NaN            NaN   3.87924                 NaN            NaN   5.36838                 NaN            NaN   8.15899       0.902549        47.7330        33.9579     
  1088.56        2500.00                 NaN            NaN   3.88056                 NaN            NaN   5.36660                 NaN            NaN   8.15952       0.902526        47.7310        33.9598     
  1087.16        2500.00                 NaN            NaN   3.88186                 NaN            NaN   5.36483                 NaN            NaN   8.16006       0.902503        47.7291        33.9616     
  1085.75        2500.00                 NaN            NaN   3.88317                 NaN            NaN   5.36308                 NaN            NaN   8.16059       0.902480        47.7271        33.9635     
  1084.35        2500.00                 NaN            NaN   3.88446                 NaN            NaN   5.36134                 NaN            NaN   8.16113       0.902456        47.7252        33.9654     
  1082.94        2500.00                 NaN            NaN   3.88575                 NaN            NaN   5.35961                 NaN            NaN   8.16168       0.902431        47.7232        33.9673     
  1081.53        2500.00                 NaN            NaN   3.88704                 NaN            NaN   5.35789                 NaN            NaN   8.16222       0.902407        47.7212        33.9692     
  1080.13        2500.00                 NaN            NaN   3.88831                 NaN            NaN   5.35618                 NaN            NaN   8.16277       0.902382        47.7193        33.9711     
  1078.72        2500.00                 NaN            NaN   3.88959                 NaN            NaN   5.35449                 NaN            NaN   8.16332       0.902356        47.7173        33.9730     
  1077.32        2500.00                 NaN            NaN   3.89085                 NaN            NaN   5.35281                 NaN            NaN   8.16388       0.902331        47.7153        33.9749     
  1075.91        2500.00                 NaN            NaN   3.89210                 NaN            NaN   5.35107       0.884864E-004            NaN   8.16444       0.902304        47.7132        33.9768     
  1074.51        2500.00                 NaN            NaN   3.89336                 NaN            NaN   5.34941       0.899277E-004            NaN   8.16500       0.902277        47.7112        33.9786     
  1073.10        2500.00                 NaN            NaN   3.89461                 NaN            NaN   5.34777       0.913861E-004            NaN   8.16556       0.902250        47.7092        33.9805     
  1071.69        2500.00                 NaN            NaN   3.89585                 NaN            NaN   5.34614       0.928860E-004            NaN   8.16612       0.902223        47.7072        33.9824     
  1070.29        2500.00                 NaN            NaN   3.89709                 NaN            NaN   5.34451       0.944340E-004            NaN   8.16669       0.902196        47.7051        33.9843     
  1068.88        2500.00                 NaN            NaN   3.89833                 NaN            NaN   5.34291       0.959622E-004            NaN   8.16727       0.902168        47.7031        33.9862     
  1067.48        2500.00                 NaN            NaN   3.89955                 NaN            NaN   5.34131       0.975629E-004            NaN   8.16784       0.902140        47.7010        33.9881     
  1066.07        2500.00                 NaN            NaN   3.90078                 NaN            NaN   5.33972       0.991824E-004            NaN   8.16842       0.902111        47.6989        33.9899     
  1064.67        2500.00                 NaN            NaN   3.90199                 NaN            NaN   5.33815       0.100852E-003            NaN   8.16900       0.902082        47.6969        33.9918     
  1063.26        2500.00                 NaN            NaN   3.90320                 NaN            NaN   5.33659       0.102533E-003            NaN   8.16958       0.902052        47.6948        33.9937     
  1061.85        2500.00                 NaN            NaN   3.90441                 NaN            NaN   5.33505       0.104263E-003            NaN   8.17017       0.902023        47.6927        33.9956     
  1060.45        2500.00                 NaN            NaN   3.90561                 NaN            NaN   5.33351       0.106015E-003            NaN   8.17076       0.901992        47.6906        33.9974     
  1059.04        2500.00                 NaN            NaN   3.90680                 NaN            NaN   5.33199       0.107836E-003            NaN   8.17135       0.901962        47.6885        33.9993     
  1057.64        2500.00                 NaN            NaN   3.90799                 NaN            NaN   5.33048       0.109662E-003            NaN   8.17195       0.901930        47.6863        34.0012     
  1056.23        2500.00                 NaN            NaN   3.90917                 NaN            NaN   5.32899       0.111507E-003            NaN   8.17255       0.901899        47.6842        34.0031     
  1054.82        2500.00                 NaN            NaN   3.91035                 NaN            NaN   5.32749       0.113468E-003            NaN   8.17315       0.901867        47.6821        34.0050     
  1053.42        2500.00                 NaN            NaN   3.91152                 NaN            NaN   5.32602       0.115457E-003            NaN   8.17376       0.901835        47.6799        34.0068     
  1052.01        2500.00                 NaN            NaN   3.91269                 NaN            NaN   5.32456       0.117474E-003            NaN   8.17437       0.901803        47.6777        34.0087     
  1050.61        2500.00                 NaN            NaN   3.91386                 NaN            NaN   5.32296       0.269552E-003            NaN   8.17499       0.901769        47.6756        34.0106     
  1049.20        2500.00                 NaN            NaN   3.91501                 NaN            NaN   5.32168       0.120427E-003            NaN   8.17560       0.901736        47.6734        34.0125     
  1047.80        2500.00                 NaN            NaN   3.91616                 NaN            NaN   5.32025       0.121414E-003            NaN   8.17622       0.901703        47.6712        34.0143     
  1046.39        2500.00                 NaN            NaN   3.91730                 NaN            NaN   5.31884       0.124718E-003            NaN   8.17685       0.901668        47.6690        34.0162     
  1044.98        2500.00                 NaN            NaN   3.91845                 NaN            NaN   5.31744       0.127035E-003            NaN   8.17748       0.901633        47.6668        34.0181     
  1043.58        2500.00                 NaN            NaN   3.91958                 NaN            NaN   5.31605       0.129386E-003            NaN   8.17811       0.901598        47.6646        34.0200     
  1042.17        2500.00                 NaN            NaN   3.92071                 NaN            NaN   5.31468       0.131699E-003            NaN   8.17874       0.901563        47.6623        34.0218     
  1040.77        2500.00                 NaN            NaN   3.92183                 NaN            NaN   5.31331       0.134142E-003            NaN   8.17938       0.901528        47.6601        34.0237     
  1039.36        2500.00                 NaN            NaN   3.92295                 NaN            NaN   5.31196       0.136847E-003            NaN   8.18002       0.901492        47.6578        34.0256     
  1037.96        2500.00                 NaN            NaN   3.92407                 NaN            NaN   5.31062       0.139131E-003            NaN   8.18066       0.901455        47.6556        34.0275     
  1036.55        2500.00                 NaN            NaN   3.92517                 NaN            NaN   5.30930       0.141734E-003            NaN   8.18131       0.901418        47.6533        34.0293     
  1035.14        2500.00                 NaN            NaN   3.92627                 NaN            NaN   5.30798       0.144338E-003            NaN   8.18196       0.901380        47.6510        34.0312     
  1033.74        2500.00                 NaN            NaN   3.92737                 NaN            NaN   5.30668       0.147111E-003            NaN   8.18262       0.901342        47.6488        34.0331     
  1032.33        2500.00                 NaN            NaN   3.92847                 NaN            NaN   5.30539       0.149858E-003            NaN   8.18328       0.901304        47.6465        34.0350     
  1030.93        2500.00                 NaN            NaN   3.92955                 NaN            NaN   5.30411       0.152724E-003            NaN   8.18394       0.901265        47.6442        34.0368     
  1029.52        2500.00                 NaN            NaN   3.93063                 NaN            NaN   5.30285       0.155665E-003            NaN   8.18461       0.901226        47.6418        34.0387     
  1028.12        2500.00                 NaN            NaN   3.93171                 NaN            NaN   5.30159       0.158675E-003            NaN   8.18528       0.901187        47.6395        34.0406     
  1026.71        2500.00                 NaN            NaN   3.93278                 NaN            NaN   5.30036       0.161732E-003            NaN   8.18595       0.901146        47.6372        34.0424     
  1025.30        2500.00                 NaN            NaN   3.93385                 NaN            NaN   5.29913       0.164797E-003            NaN   8.18663       0.901106        47.6348        34.0443     
  1023.90        2500.00                 NaN            NaN   3.93491                 NaN            NaN   5.29791       0.168065E-003            NaN   8.18731       0.901065        47.6324        34.0462     
  1022.49        2500.00                 NaN            NaN   3.93597                 NaN            NaN   5.29671       0.171399E-003            NaN   8.18800       0.901024        47.6301        34.0481     
  1021.09        2500.00                 NaN            NaN   3.93702                 NaN            NaN   5.29552       0.174824E-003            NaN   8.18869       0.900982        47.6277        34.0499     
  1019.68        2500.00                 NaN            NaN   3.93806                 NaN            NaN   5.29434       0.178313E-003            NaN   8.18938       0.900940        47.6253        34.0518     
  1018.27        2500.00                 NaN            NaN   3.93911                 NaN            NaN   5.29317       0.181840E-003            NaN   8.19008       0.900897        47.6229        34.0537     
  1016.87        2500.00                 NaN            NaN   3.94014                 NaN            NaN   5.29202       0.185715E-003            NaN   8.19078       0.900854        47.6205        34.0555     
  1015.46        2500.00                 NaN            NaN   3.94116                 NaN            NaN   5.29088       0.189185E-003            NaN   8.19148       0.900812        47.6181        34.0574     
  1014.06        2500.00                 NaN            NaN   3.94219                 NaN            NaN   5.28975       0.193023E-003            NaN   8.19220       0.900767        47.6156        34.0593     
  1012.65        2500.00                 NaN            NaN   3.94322                 NaN            NaN   5.28863       0.197112E-003            NaN   8.19291       0.900722        47.6132        34.0612     
  1011.25        2500.00                 NaN            NaN   3.94423                 NaN            NaN   5.28752       0.201187E-003            NaN   8.19363       0.900677        47.6107        34.0630     
  1009.84        2500.00                 NaN            NaN   3.94524                 NaN            NaN   5.28643       0.205360E-003            NaN   8.19435       0.900632        47.6082        34.0649     
  1008.43        2500.00                 NaN            NaN   3.94227                 NaN            NaN   5.29593       0.762924E-004            NaN   8.19417       0.900400        47.6014        34.0658     
  1007.03        2500.00                 NaN            NaN   3.46828                 NaN            NaN   6.46345                 NaN            NaN   8.37252       0.831992        46.9007        33.9630     
