|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             iron           ilm            San(TH)        q             
  1257.14        500.000        97.2278                 NaN            NaN  0.628796                 NaN            NaN            NaN  0.298973                 NaN  0.153593        1.69086                 NaN
  1255.81        500.000        97.3301                 NaN            NaN  0.604697                 NaN            NaN            NaN  0.287777                 NaN  0.146717        1.63071                 NaN
  1254.48        500.000        97.4189                 NaN            NaN  0.587420                 NaN            NaN            NaN  0.278576                 NaN  0.139737        1.57538                 NaN
  1253.16        500.000        97.5073                 NaN            NaN  0.567652                 NaN            NaN            NaN  0.269175                 NaN  0.133383        1.52251                 NaN
  1251.83        500.000        97.5907                 NaN            NaN  0.549155                 NaN            NaN            NaN  0.260222                 NaN  0.127335        1.47254                 NaN
  1250.51        500.000        97.6726                 NaN            NaN  0.530214                 NaN            NaN            NaN  0.250968                 NaN  0.121786        1.42446                 NaN
  1249.18        500.000        97.7484                 NaN            NaN  0.513210                 NaN            NaN            NaN  0.242467                 NaN  0.116573        1.37937                 NaN
  1247.86        500.000        97.8191                 NaN            NaN  0.498012                 NaN            NaN            NaN  0.235444                 NaN  0.111014        1.33642                 NaN
  1246.53        500.000        97.8860                 NaN            NaN  0.483577                 NaN            NaN            NaN  0.228280                 NaN  0.106043        1.29606                 NaN
  1245.21        500.000        97.9529                 NaN            NaN  0.467938                 NaN            NaN            NaN  0.220647                 NaN  0.101502        1.25698                 NaN
  1243.88        500.000        98.0140                 NaN            NaN  0.454833                 NaN            NaN            NaN  0.214133                 NaN  0.969438E-001   1.22013                 NaN
  1242.56        500.000        98.0737                 NaN            NaN  0.441367                 NaN            NaN            NaN  0.207580                 NaN  0.927264E-001   1.18461                 NaN
  1241.23        500.000        98.1305                 NaN            NaN  0.428855                 NaN            NaN            NaN  0.201485                 NaN  0.884863E-001   1.15066                 NaN
  1239.90        500.000        98.1849                 NaN            NaN  0.416677                 NaN            NaN            NaN  0.195343                 NaN  0.847820E-001   1.11830                 NaN
  1238.58        500.000        98.2380                 NaN            NaN  0.404509                 NaN            NaN            NaN  0.189725                 NaN  0.809885E-001   1.08674                 NaN
  1237.25        500.000        98.2862                 NaN            NaN  0.394202                 NaN            NaN            NaN  0.184223                 NaN  0.774561E-001   1.05790                 NaN
  1235.93        500.000        98.3360                 NaN            NaN  0.382895                 NaN            NaN            NaN  0.178863                 NaN  0.741249E-001   1.02816                 NaN
  1234.60        500.000        98.3819                 NaN            NaN  0.371826                 NaN            NaN            NaN  0.173606                 NaN  0.710860E-001   1.00158                 NaN
  1233.28        500.000        98.4269                 NaN            NaN  0.361687                 NaN            NaN            NaN  0.168446                 NaN  0.679989E-001  0.974970                 NaN
  1231.95        500.000        98.4701                 NaN            NaN  0.351460                 NaN            NaN            NaN  0.164209                 NaN  0.649233E-001  0.949283                 NaN
  1230.63        500.000        98.5120                 NaN            NaN  0.341973                 NaN            NaN            NaN  0.158902                 NaN  0.624653E-001  0.924674                 NaN
  1229.30        500.000        98.5507                 NaN            NaN  0.333094                 NaN            NaN            NaN  0.154658                 NaN  0.598346E-001  0.901738                 NaN
  1227.98        500.000        98.5896                 NaN            NaN  0.323926                 NaN            NaN            NaN  0.150329                 NaN  0.572402E-001  0.878867                 NaN
  1226.65        500.000        98.6260                 NaN            NaN  0.315279                 NaN            NaN            NaN  0.146752                 NaN  0.547230E-001  0.857200                 NaN
  1225.32        500.000        98.6586                 NaN            NaN  0.309666                 NaN            NaN            NaN  0.142971                 NaN  0.523326E-001  0.836466                 NaN
  1224.00        500.000        98.6959                 NaN            NaN  0.299327                 NaN            NaN            NaN  0.138259                 NaN  0.504392E-001  0.816120                 NaN
  1222.67        500.000        98.7268                 NaN            NaN  0.292530                 NaN            NaN            NaN  0.134992                 NaN  0.484342E-001  0.797216                 NaN
  1221.35        500.000        88.7224                 NaN            NaN   1.00107                 NaN            NaN            NaN  0.860074                 NaN  0.212487        4.93471        4.26931     
  1220.02        500.000        94.2897                 NaN            NaN  0.562131                 NaN            NaN            NaN  0.484290                 NaN  0.776208E-001   2.38534        2.20092     
  1218.70        500.000        93.8212                 NaN            NaN  0.729243       0.377897                 NaN            NaN  0.530532                 NaN  0.612807E-001   2.42226        2.05758     
  1217.37        500.000        90.2272                 NaN            NaN   1.05501                 NaN            NaN            NaN  0.745927                 NaN  0.144777        3.98126        3.84582     
  1216.05        500.000        91.2123                 NaN            NaN  0.665530                 NaN            NaN            NaN  0.673531                 NaN  0.130665        3.64706        3.67091     
  1214.72        500.000        89.2548                 NaN            NaN   1.44116                 NaN            NaN            NaN  0.825286                 NaN  0.138999        4.25580        4.08399     
  1213.40        500.000        90.9836                 NaN            NaN  0.976754                 NaN            NaN            NaN  0.691020                 NaN  0.120604        3.63915        3.58892     
  1212.07        500.000        89.4951                 NaN            NaN  0.828634                 NaN            NaN            NaN  0.707534                 NaN  0.169492        4.39632        4.40291     
  1210.74        500.000        91.6105                 NaN            NaN  0.205704                 NaN            NaN            NaN  0.566349                 NaN  0.153858        3.74950        3.71410     
  1209.42        500.000        92.7208                 NaN            NaN   2.05000                 NaN            NaN            NaN  0.760434                 NaN            NaN   2.24779        2.22102     
  1208.09        500.000        91.1931                 NaN            NaN   1.16511       0.832423E-005            NaN            NaN  0.727494                 NaN  0.649439E-001   3.41110        3.43828     
  1206.77        500.000        83.1881                 NaN            NaN  0.666724                 NaN            NaN            NaN   1.25882                 NaN  0.240459        6.66858        7.97736     
  1205.44        500.000        98.0445                 NaN            NaN            NaN            NaN            NaN            NaN  0.797823E-001            NaN  0.523908E-001   1.22787       0.595442     
  1204.12        500.000        93.2192                 NaN            NaN   2.78392                 NaN            NaN            NaN  0.592078                 NaN            NaN   2.16868        1.23609     
  1202.79        500.000        86.8092                 NaN            NaN   1.22155                 NaN            NaN            NaN   1.01899                 NaN  0.128671        5.51263        5.30899     
  1201.47        500.000        93.8776       0.213055E-005            NaN  0.544358                 NaN            NaN            NaN  0.523700                 NaN  0.518428E-001   1.95906        3.04344     
  1200.14        500.000        96.8514                 NaN            NaN   1.09332                 NaN            NaN            NaN  0.216944                 NaN            NaN   1.30565       0.532730     
  1198.82        500.000        92.8087                 NaN            NaN   1.33274                 NaN            NaN            NaN  0.623404                 NaN  0.224147E-001   2.65806        2.55472     
  1197.49        500.000        96.1410                 NaN            NaN            NaN            NaN            NaN            NaN  0.244315                 NaN  0.698385E-001   1.79076        1.75410     
  1196.16        500.000        89.4072                 NaN            NaN  0.722349       0.960514       0.322644E-005            NaN  0.914968                 NaN  0.390687E-001   3.95331        4.00257     
  1194.84        500.000        87.8375                 NaN            NaN   1.75056                 NaN            NaN            NaN  0.951177                 NaN  0.741995E-001   4.70263        4.68396     
  1193.51        500.000        88.4721                 NaN            NaN  0.465007       0.921121                 NaN            NaN  0.871831                 NaN  0.833215E-001   4.62310        4.56357     
  1192.19        500.000        80.7242                 NaN            NaN   2.15372       0.428825E-001            NaN            NaN   1.40748                 NaN  0.136601        7.87921        7.65594     
  1190.86        500.000                 NaN            NaN            NaN   11.3145                 NaN            NaN            NaN   7.23268                 NaN  0.604842        41.0368        39.8112     
  1189.54        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1188.21        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1186.89        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1185.56        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1184.24        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1182.91        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1181.59        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1180.26        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1178.93        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1177.61        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1176.28        500.000                 NaN            NaN            NaN   11.3141                 NaN            NaN            NaN   7.25834                 NaN  0.599495        41.0186        39.8094     
  1174.96        500.000                 NaN            NaN            NaN   11.3177                 NaN            NaN            NaN   7.26012                 NaN  0.598208        41.0138        39.8101     
  1173.63        500.000                 NaN            NaN            NaN   11.3177                 NaN            NaN            NaN   7.26012                 NaN  0.598208        41.0138        39.8101     
  1172.31        500.000                 NaN            NaN            NaN   11.3187                 NaN            NaN            NaN   7.26177                 NaN  0.597851        41.0114        39.8102     
  1170.98        500.000                 NaN            NaN            NaN   11.3189                 NaN            NaN            NaN   7.26196                 NaN  0.597770        41.0111        39.8102     
  1169.66        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1168.33        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1167.01        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1165.68        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1164.35        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1163.03        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1161.70        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1160.38        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26112                 NaN  0.598463        41.0142        39.8097     
  1159.05        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26112                 NaN  0.598463        41.0142        39.8097     
  1157.73        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26112                 NaN  0.598462        41.0142        39.8097     
  1156.40        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26112                 NaN  0.598462        41.0142        39.8097     
  1155.08        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26112                 NaN  0.598462        41.0142        39.8097     
  1153.75        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26112                 NaN  0.598461        41.0142        39.8097     
  1152.43        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1151.10        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26112                 NaN  0.598459        41.0142        39.8097     
  1149.77        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26113                 NaN  0.598456        41.0142        39.8097     
  1148.45        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1147.12        500.000                 NaN            NaN            NaN   11.3757                 NaN            NaN            NaN   7.29665                 NaN  0.579186        40.9274        39.8211     
  1145.80        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1144.47        500.000                 NaN            NaN            NaN   11.3736                 NaN            NaN            NaN   7.29703                 NaN  0.579624        40.9292        39.8205     
  1143.15        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1141.82        500.000                 NaN            NaN            NaN   11.3770                 NaN            NaN            NaN   7.30110                 NaN  0.578062        40.9223        39.8216     
  1140.50        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1139.17        500.000                 NaN            NaN            NaN   11.3833                 NaN            NaN            NaN   7.30555                 NaN  0.575988        40.9128        39.8224     
  1137.85        500.000                 NaN            NaN            NaN   10.4957       0.798792                 NaN            NaN   7.24070                 NaN  0.607066        41.0512        39.8065     
  1136.52        500.000                 NaN            NaN            NaN   11.3884                 NaN            NaN            NaN   7.30981                 NaN  0.573813        40.9049        39.8231     
  1135.19        500.000                 NaN            NaN            NaN   11.3164       0.321562E-004            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1133.87        500.000                 NaN            NaN            NaN   5.60502        5.70939                 NaN            NaN   7.25545                 NaN  0.599929        41.0206        39.8096     
  1132.54        500.000                 NaN            NaN            NaN   11.3165                 NaN            NaN            NaN   7.26111                 NaN  0.598463        41.0143        39.8097     
  1131.22        500.000                 NaN            NaN            NaN   11.3170       0.848421E-003            NaN            NaN   7.25726                 NaN  0.598786        41.0158        39.8103     
  1129.89        500.000                 NaN            NaN            NaN   11.4108                 NaN            NaN            NaN   7.32743                 NaN  0.564420        40.8707        39.8267     
  1128.57        500.000                 NaN            NaN            NaN   2.84010        8.56843                 NaN            NaN   7.32473                 NaN  0.566348        40.8738        39.8266     
  1127.24        500.000                 NaN            NaN            NaN   10.6115       0.714788                 NaN            NaN   7.26948                 NaN  0.594640        40.9982        39.8114     
  1125.92        500.000                 NaN            NaN            NaN   4.16779        7.24465                 NaN            NaN   7.32684                 NaN  0.564661        40.8690        39.8271     
  1124.59        500.000                 NaN            NaN            NaN   11.3188                 NaN            NaN            NaN   7.25965                 NaN  0.598375        41.0127        39.8104     
  1123.27        500.000                 NaN            NaN            NaN   10.5526       0.774730                 NaN            NaN   7.27044                 NaN  0.594191        40.9964        39.8116     
  1121.94        500.000                 NaN            NaN            NaN   11.4180                 NaN            NaN            NaN   7.33563                 NaN  0.562420        40.8553        39.8286     
  1120.61        500.000                 NaN            NaN            NaN   11.4185                 NaN            NaN            NaN   7.33376                 NaN  0.561510        40.8580        39.8282     
  1119.29        500.000                 NaN            NaN            NaN   2.95186        8.47464                 NaN            NaN   7.34084                 NaN  0.558271        40.8453        39.8291     
  1117.96        500.000                 NaN            NaN            NaN   11.4347                 NaN            NaN            NaN   7.34614                 NaN  0.555385        40.8329        39.8309     
  1116.64        500.000                 NaN            NaN            NaN   5.88503        5.53748                 NaN            NaN   7.34114                 NaN  0.559465        40.8477        39.8292     
  1115.31        500.000                 NaN            NaN            NaN   8.76677        2.60714                 NaN            NaN   7.31177                 NaN  0.575170        40.9198        39.8194     
  1113.99        500.000                 NaN            NaN            NaN   9.61324        1.80268                 NaN            NaN   7.33718                 NaN  0.561849        40.8565        39.8286     
  1112.66        500.000                 NaN            NaN            NaN   9.58026        1.84626                 NaN            NaN   7.34236                 NaN  0.559695        40.8412        39.8302     
  1111.34        500.000                 NaN            NaN            NaN   1.97698        9.46405                 NaN            NaN   7.35553                 NaN  0.551186        40.8206        39.8316     
  1110.01        500.000                 NaN            NaN            NaN  0.684373        10.7524                 NaN            NaN   7.35347                 NaN  0.553327        40.8261        39.8303     
  1108.69        500.000                 NaN            NaN            NaN   10.3885        1.05571                 NaN            NaN   7.35973                 NaN  0.550424        40.8136        39.8321     
  1107.36        500.000                 NaN            NaN            NaN   1.10188        10.3488                 NaN            NaN   7.36452                 NaN  0.547662        40.8037        39.8334     
  1106.04        500.000                 NaN            NaN            NaN   10.6382       0.800993                 NaN            NaN   7.35809                 NaN  0.551401        40.8203        39.8310     
  1104.71        500.000                 NaN            NaN            NaN   1.09570        10.3553                 NaN            NaN   7.36733                 NaN  0.546760        40.8022        39.8327     
  1103.38        500.000                 NaN            NaN            NaN   1.56080        9.89600                 NaN            NaN   7.36786                 NaN  0.545751        40.7953        39.8343     
  1102.06        500.000                 NaN            NaN            NaN   10.5382       0.916810                 NaN            NaN   7.36850                 NaN  0.546947        40.7952        39.8343     
  1100.73        500.000                 NaN            NaN            NaN   10.3150        1.14124                 NaN            NaN   7.37237                 NaN  0.545266        40.7920        39.8341     
  1099.41        500.000                 NaN            NaN            NaN   2.18620        6.95397        2.31311                 NaN   7.38309                 NaN  0.541882        40.7880        39.8337     
  1098.08        500.000                 NaN            NaN            NaN   10.3081        1.15366                 NaN            NaN   7.37562                 NaN  0.543388        40.7843        39.8349     
  1096.76        500.000                 NaN            NaN            NaN   10.2625        1.20216                 NaN            NaN   7.37817                 NaN  0.542117        40.7796        39.8354     
  1095.43        500.000                 NaN            NaN            NaN   2.63292        8.85413                 NaN            NaN   7.39547                 NaN  0.532899        40.7455        39.8391     
  1094.11        500.000                 NaN            NaN            NaN   11.4651                 NaN            NaN            NaN   7.37681                 NaN  0.542521        40.7799        39.8357     
  1092.78        500.000                 NaN            NaN            NaN   11.4678                 NaN            NaN            NaN   7.37904                 NaN  0.541432        40.7756        39.8361     
  1091.46        500.000                 NaN            NaN            NaN   11.4705                 NaN            NaN            NaN   7.38128                 NaN  0.540332        40.7713        39.8366     
  1090.13        500.000                 NaN            NaN            NaN   11.4733                 NaN            NaN            NaN   7.38354                 NaN  0.539219        40.7669        39.8370     
  1088.80        500.000                 NaN            NaN            NaN   9.09198        2.39318                 NaN            NaN   7.39172                 NaN  0.534498        40.7496        39.8390     
  1087.48        500.000                 NaN            NaN            NaN   9.52094        1.95845                 NaN            NaN   7.38840                 NaN  0.536770        40.7574        39.8381     
  1086.15        500.000                 NaN            NaN            NaN   1.73936        9.74059                 NaN            NaN   7.38954                 NaN  0.536485        40.7559        39.8381     
  1084.83        500.000                 NaN            NaN            NaN   1.62503        9.85983                 NaN            NaN   7.39379                 NaN  0.534430        40.7480        39.8389     
  1083.50        500.000                 NaN            NaN            NaN   1.51922        9.97028                 NaN            NaN   7.39777                 NaN  0.532502        40.7405        39.8397     
  1082.18        500.000                 NaN            NaN            NaN   1.42178        10.0721                 NaN            NaN   7.40150                 NaN  0.530686        40.7335        39.8404     
  1080.85        500.000                 NaN            NaN            NaN   1.35174        10.1447                 NaN            NaN   7.40351                 NaN  0.529653        40.7295        39.8408     
  1079.53        500.000                 NaN            NaN            NaN   2.99981        8.52924                 NaN            NaN   7.42722                 NaN  0.516707        40.6806        39.8465     
  1078.20        500.000                 NaN            NaN            NaN   3.05928        8.46644                 NaN            NaN   7.42629                 NaN  0.518241        40.6837        39.8461     
  1076.88        500.000                 NaN            NaN            NaN   3.00858        8.52013                 NaN            NaN   7.42876                 NaN  0.517073        40.6788        39.8466     
  1075.55        500.000                 NaN            NaN            NaN   11.5230                 NaN            NaN            NaN   7.42154                 NaN  0.519273        40.6910        39.8452     
  1074.22        500.000                 NaN            NaN            NaN   11.5252                 NaN            NaN            NaN   7.42340                 NaN  0.518376        40.6875        39.8456     
  1072.90        500.000                 NaN            NaN            NaN   5.88246        5.67160                 NaN            NaN   7.44917                 NaN  0.506928        40.6386        39.8512     
  1071.57        500.000                 NaN            NaN            NaN   9.98813        1.54263                 NaN            NaN   7.42788                 NaN  0.516148        40.6786        39.8466     
  1070.25        500.000                 NaN            NaN            NaN   5.14009        6.41906                 NaN            NaN   7.45208                 NaN  0.505196        40.6315        39.8521     
  1068.92        500.000                 NaN            NaN            NaN   5.13637        6.42310                 NaN            NaN   7.45233                 NaN  0.505072        40.6310        39.8521     
  1067.60        500.000                 NaN            NaN            NaN   5.13132        6.42847                 NaN            NaN   7.45258                 NaN  0.504947        40.6305        39.8522     
  1066.27        500.000                 NaN            NaN            NaN   5.12483        5.55015       0.885128                 NaN   7.45282                 NaN  0.504822        40.6300        39.8522     
  1064.95        500.000                 NaN            NaN            NaN   5.11671        5.56832       0.875398                 NaN   7.45307                 NaN  0.504696        40.6295        39.8523     
  1063.62        500.000                 NaN            NaN            NaN   5.10676        5.58846       0.865529                 NaN   7.45332                 NaN  0.504569        40.6290        39.8523     
  1062.30        500.000                 NaN            NaN            NaN   5.09479        5.61079       0.855491                 NaN   7.45358                 NaN  0.504441        40.6285        39.8524     
  1060.97        500.000                 NaN            NaN            NaN   5.92622        5.63518                 NaN            NaN   7.45383                 NaN  0.504314        40.6280        39.8525     
  1059.64        500.000                 NaN            NaN            NaN   5.89986        5.66187                 NaN            NaN   7.45408                 NaN  0.504189        40.6275        39.8525     
  1058.32        500.000                 NaN            NaN            NaN   5.87191        5.69012                 NaN            NaN   7.45432                 NaN  0.504066        40.6270        39.8526     
  1056.99        500.000                 NaN            NaN            NaN   5.84313        5.71920                 NaN            NaN   7.45456                 NaN  0.503948        40.6265        39.8526     
  1055.67        500.000                 NaN            NaN            NaN   5.81487        5.74775                 NaN            NaN   7.45478                 NaN  0.503835        40.6261        39.8527     
  1054.34        500.000                 NaN            NaN            NaN   5.78767        5.77522                 NaN            NaN   7.45500                 NaN  0.503729        40.6256        39.8527     
  1053.02        500.000                 NaN            NaN            NaN   5.76153        5.80162                 NaN            NaN   7.45520                 NaN  0.503629        40.6252        39.8528     
  1051.69        500.000                 NaN            NaN            NaN   5.73670        5.82668                 NaN            NaN   7.45539                 NaN  0.503536        40.6249        39.8528     
  1050.37        500.000                 NaN            NaN            NaN   5.71332        5.85029                 NaN            NaN   7.45557                 NaN  0.503448        40.6245        39.8529     
  1049.04        500.000                 NaN            NaN            NaN   5.69137        5.87244                 NaN            NaN   7.45574                 NaN  0.503365        40.6242        39.8529     
  1047.72        500.000                 NaN            NaN            NaN   5.67124        5.89278                 NaN            NaN   7.45591                 NaN  0.503285        40.6238        39.8529     
  1046.39        500.000                 NaN            NaN            NaN   5.65288        5.91134                 NaN            NaN   7.45607                 NaN  0.503206        40.6235        39.8530     
  1045.06        500.000                 NaN            NaN            NaN   5.63550        5.92891                 NaN            NaN   7.45623                 NaN  0.503129        40.6232        39.8530     
  1043.74        500.000                 NaN            NaN            NaN   5.61904        5.94555                 NaN            NaN   7.45638                 NaN  0.503055        40.6229        39.8530     
  1042.41        500.000                 NaN            NaN            NaN   5.60349        5.96129                 NaN            NaN   7.45653                 NaN  0.502983        40.6226        39.8531     
  1041.09        500.000                 NaN            NaN            NaN   5.58870        5.97625                 NaN            NaN   7.45668                 NaN  0.502912        40.6223        39.8531     
  1039.76        500.000                 NaN            NaN            NaN   5.57464        5.99048                 NaN            NaN   7.45683                 NaN  0.502843        40.6221        39.8531     
  1038.44        500.000                 NaN            NaN            NaN   5.56127        6.00402                 NaN            NaN   7.45697                 NaN  0.502775        40.6218        39.8532     
  1037.11        500.000                 NaN            NaN            NaN   5.65589        5.93927                 NaN            NaN   7.48009                 NaN  0.490599        40.5761        39.8580     
  1035.79        500.000                 NaN            NaN            NaN   5.78381        5.81210                 NaN            NaN   7.48078                 NaN  0.490293        40.5748        39.8582     
  1034.46        500.000                 NaN            NaN            NaN   5.89754        5.69913                 NaN            NaN   7.48147                 NaN  0.489982        40.5735        39.8584     
  1033.14        500.000                 NaN            NaN            NaN   5.53941        6.03468                 NaN            NaN   7.46396                 NaN  0.499157        40.6082        39.8546     
  1031.81        500.000                 NaN            NaN            NaN   5.58737        6.01561                 NaN            NaN   7.48654                 NaN  0.487316        40.5639        39.8593     
  1030.49        500.000                 NaN            NaN            NaN   6.20147        5.39719                 NaN            NaN   7.48337                 NaN  0.489134        40.5701        39.8587     
  1029.16        500.000                 NaN            NaN            NaN   6.28449        5.31475                 NaN            NaN   7.48402                 NaN  0.488815        40.5691        39.8588     
  1027.83        500.000                 NaN            NaN            NaN   6.37094        5.22910                 NaN            NaN   7.48456                 NaN  0.488604        40.5678        39.8590     
  1026.51        500.000                 NaN  0.506761E-003            NaN   5.28108        6.29424                 NaN            NaN   7.46594                 NaN  0.498412        40.6047        39.8552     
  1025.18        500.000                 NaN            NaN            NaN   5.81648        5.79354                 NaN            NaN   7.49248                 NaN  0.484376        40.5526        39.8605     
  1023.86        500.000                 NaN            NaN            NaN   6.58001        5.02182                 NaN            NaN   7.48631                 NaN  0.487817        40.5647        39.8594     
  1022.53        500.000                 NaN  0.981501E-005            NaN   5.43254        6.13492                 NaN            NaN   7.45883                 NaN  0.501882        40.6182        39.8536     
  1021.21        500.000                 NaN  0.212186                 NaN   7.34321        3.93714                 NaN            NaN   7.45348                 NaN  0.506894        40.6327        39.9144     
  1019.88        500.000                 NaN  0.174820                 NaN   7.27593        4.06186                 NaN            NaN   7.46001                 NaN  0.503193        40.6194        39.9048     
  1018.56        500.000                 NaN  0.696463E-001            NaN   7.11429        4.37632                 NaN            NaN   7.47191                 NaN  0.496399        40.5949        39.8765     
  1017.23        500.000                 NaN   1.16738                 NaN   9.19873       0.622563       0.177167E-002            NaN   7.29833                 NaN  0.596530        40.9541        40.1606     
  1015.91        500.000                 NaN   1.12934                 NaN   9.88724       0.902231E-004            NaN            NaN   7.30803                 NaN  0.590922        40.9326        40.1518     
  1014.58        500.000                 NaN   1.14143                 NaN   9.86924       0.282853E-004            NaN            NaN   7.30633                 NaN  0.591938        40.9360        40.1550     
  1013.25        500.000                 NaN  0.834312                 NaN   9.27875        1.05380                 NaN            NaN   7.35310                 NaN  0.564878        40.8403        40.0748     
  1011.93        500.000                 NaN  0.821430                 NaN   9.24306        1.10944                 NaN            NaN   7.35547                 NaN  0.563535        40.8355        40.0716     
  1010.60        500.000                 NaN   1.18057                 NaN   9.81105       0.249455E-005            NaN            NaN   7.30097                 NaN  0.595143        40.9468        40.1655     
  1009.28        500.000                 NaN   1.83972                 NaN   8.85098                 NaN            NaN            NaN   7.22449                 NaN  0.641083        41.0991        40.3446     
  1007.95        500.000                 NaN  0.889729                 NaN   9.52429       0.723226                 NaN            NaN   7.34367                 NaN  0.570296        40.8599        40.0889     
  1006.63        500.000                 NaN   1.82248                 NaN   8.86292                 NaN            NaN            NaN   7.21777                 NaN  0.645235        41.1136        40.3380     
  1005.30        500.000                 NaN  0.884127                 NaN   9.52006       0.736230                 NaN            NaN   7.34479                 NaN  0.569673        40.8576        40.0875     
  1003.98        500.000                 NaN   1.89053                 NaN   8.78300                 NaN            NaN            NaN   7.22287                 NaN  0.642441        41.1015        40.3596     
  1002.65        500.000                 NaN   1.07967                 NaN   9.95915       0.750244E-005            NaN            NaN   7.31344                 NaN  0.587639        40.9217        40.1384     
  1001.33        500.000                 NaN   1.60091                 NaN   9.19386       0.490416E-005            NaN            NaN   7.24893                 NaN  0.626619        41.0509        40.2787     
  1000.00        500.000                 NaN   1.63061                 NaN   3.33690        5.81266       0.434889E-005            NaN   7.24480                 NaN  0.629113        41.0592        40.2867     
