|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             iron           ilm            San(TH)        q             
  1258.46        500.000        97.4312                 NaN            NaN  0.473735                 NaN            NaN            NaN  0.283158                 NaN  0.859615E-001   1.72591                 NaN
  1257.14        500.000        97.5269                 NaN            NaN  0.456626                 NaN            NaN            NaN  0.272961                 NaN  0.817990E-001   1.66176                 NaN
  1255.81        500.000        97.6206                 NaN            NaN  0.438348                 NaN            NaN            NaN  0.262412                 NaN  0.780382E-001   1.60064                 NaN
  1254.48        500.000        97.7028                 NaN            NaN  0.424806                 NaN            NaN            NaN  0.253713                 NaN  0.742338E-001   1.54445                 NaN
  1253.16        500.000        97.7839                 NaN            NaN  0.409711                 NaN            NaN            NaN  0.244854                 NaN  0.707715E-001   1.49081                 NaN
  1251.83        500.000        97.8604                 NaN            NaN  0.395583                 NaN            NaN            NaN  0.236428                 NaN  0.674809E-001   1.44016                 NaN
  1250.51        500.000        97.9351                 NaN            NaN  0.381242                 NaN            NaN            NaN  0.227751                 NaN  0.644629E-001   1.39149                 NaN
  1249.18        500.000        98.0044                 NaN            NaN  0.368334                 NaN            NaN            NaN  0.219782                 NaN  0.616309E-001   1.34587                 NaN
  1247.86        500.000        98.0690                 NaN            NaN  0.356686                 NaN            NaN            NaN  0.213173                 NaN  0.586240E-001   1.30247                 NaN
  1246.53        500.000        98.1303                 NaN            NaN  0.345633                 NaN            NaN            NaN  0.206455                 NaN  0.559348E-001   1.26171                 NaN
  1245.21        500.000        98.1910                 NaN            NaN  0.333878                 NaN            NaN            NaN  0.199329                 NaN  0.534792E-001   1.22230                 NaN
  1243.88        500.000        98.2467                 NaN            NaN  0.323862                 NaN            NaN            NaN  0.193233                 NaN  0.510210E-001   1.18517                 NaN
  1242.56        500.000        98.3010                 NaN            NaN  0.313669                 NaN            NaN            NaN  0.187119                 NaN  0.487480E-001   1.14942                 NaN
  1241.23        500.000        98.3526                 NaN            NaN  0.304177                 NaN            NaN            NaN  0.181431                 NaN  0.464687E-001   1.11530                 NaN
  1239.90        500.000        98.4020                 NaN            NaN  0.295006                 NaN            NaN            NaN  0.175716                 NaN  0.444760E-001   1.08280                 NaN
  1238.58        500.000        98.4501                 NaN            NaN  0.285853                 NaN            NaN            NaN  0.170487                 NaN  0.424414E-001   1.05114                 NaN
  1237.25        500.000        98.4939                 NaN            NaN  0.277995                 NaN            NaN            NaN  0.165375                 NaN  0.405485E-001   1.02221                 NaN
  1235.93        500.000        98.5388                 NaN            NaN  0.269559                 NaN            NaN            NaN  0.160403                 NaN  0.387650E-001  0.992471                 NaN
  1234.60        500.000        98.5801                 NaN            NaN  0.261327                 NaN            NaN            NaN  0.155535                 NaN  0.371385E-001  0.965861                 NaN
  1233.28        500.000        98.6207                 NaN            NaN  0.253732                 NaN            NaN            NaN  0.150766                 NaN  0.354906E-001  0.939280                 NaN
  1231.95        500.000        98.6596                 NaN            NaN  0.246105                 NaN            NaN            NaN  0.146833                 NaN  0.338524E-001  0.913657                 NaN
  1230.63        500.000        98.6973                 NaN            NaN  0.239103                 NaN            NaN            NaN  0.141955                 NaN  0.325397E-001  0.889133                 NaN
  1229.30        500.000        98.7321                 NaN            NaN  0.232474                 NaN            NaN            NaN  0.138035                 NaN  0.311400E-001  0.866274                 NaN
  1227.98        500.000        98.7670                 NaN            NaN  0.225678                 NaN            NaN            NaN  0.134050                 NaN  0.297621E-001  0.843529                 NaN
  1226.65        500.000        98.7996                 NaN            NaN  0.219214                 NaN            NaN            NaN  0.130743                 NaN  0.284274E-001  0.821995                 NaN
  1225.32        500.000        98.8292                 NaN            NaN  0.214933                 NaN            NaN            NaN  0.127264                 NaN  0.271613E-001  0.801405                 NaN
  1224.00        500.000        98.8622                 NaN            NaN  0.207494                 NaN            NaN            NaN  0.122962                 NaN  0.261553E-001  0.781228                 NaN
  1222.67        500.000        98.8901                 NaN            NaN  0.202407                 NaN            NaN            NaN  0.119954                 NaN  0.250938E-001  0.762479                 NaN
  1221.35        500.000        89.5601                 NaN            NaN  0.701872                 NaN            NaN            NaN  0.770610                 NaN  0.111002        4.75899        4.09742     
  1220.02        500.000        94.7514                 NaN            NaN  0.382769                 NaN            NaN            NaN  0.432002                 NaN  0.403694E-001   2.29038        2.10306     
  1218.70        500.000        94.4442                 NaN            NaN  0.493487       0.262757                 NaN            NaN  0.473473                 NaN  0.318855E-001   2.32709        1.96707     
  1217.37        500.000        91.0072                 NaN            NaN  0.732129                 NaN            NaN            NaN  0.667114                 NaN  0.754887E-001   3.83352        3.68454     
  1216.05        500.000        91.8466                 NaN            NaN  0.459252                 NaN            NaN            NaN  0.601927                 NaN  0.680797E-001   3.50968        3.51449     
  1214.72        500.000        90.1613                 NaN            NaN  0.999010                 NaN            NaN            NaN  0.739538                 NaN  0.726158E-001   4.10693        3.92063     
  1213.40        500.000        91.7007                 NaN            NaN  0.674636                 NaN            NaN            NaN  0.617969                 NaN  0.628772E-001   3.50530        3.43848     
  1212.07        500.000        90.2356                 NaN            NaN  0.574878                 NaN            NaN            NaN  0.633793                 NaN  0.885108E-001   4.24173        4.22550     
  1210.74        500.000        92.0913                 NaN            NaN  0.143056                 NaN            NaN            NaN  0.506968                 NaN  0.802890E-001   3.61634        3.56206     
  1209.42        500.000        93.6060                 NaN            NaN   1.40904                 NaN            NaN            NaN  0.681507                 NaN            NaN   2.17084        2.13267     
  1208.09        500.000        91.9400                 NaN            NaN  0.789413       0.556781E-005            NaN            NaN  0.650900                 NaN  0.338725E-001   3.28967        3.29610     
  1206.77        500.000        84.0900                 NaN            NaN  0.462573                 NaN            NaN            NaN   1.13464                 NaN  0.126344        6.48202        7.70444     
  1205.44        500.000        98.1487                 NaN            NaN            NaN            NaN            NaN            NaN  0.712506E-001            NaN  0.272739E-001   1.18295       0.569797     
  1204.12        500.000        94.2636                 NaN            NaN   1.91795                 NaN            NaN            NaN  0.531261                 NaN            NaN   2.09875        1.18848     
  1202.79        500.000        87.7387                 NaN            NaN  0.832835                 NaN            NaN            NaN  0.914831                 NaN  0.673359E-001   5.33886        5.10747     
  1201.47        500.000        94.3314       0.122801E-005            NaN  0.369521                 NaN            NaN            NaN  0.467873                 NaN  0.269973E-001   1.89052        2.91371     
  1200.14        500.000        97.2914                 NaN            NaN  0.749830                 NaN            NaN            NaN  0.193382                 NaN            NaN   1.25653       0.508888     
  1198.82        500.000        93.5244                 NaN            NaN  0.899196                 NaN            NaN            NaN  0.556648                 NaN  0.116658E-001   2.56348        2.44463     
  1197.49        500.000        96.3548                 NaN            NaN            NaN            NaN            NaN            NaN  0.217221                 NaN  0.361920E-001   1.72037        1.67139     
  1196.16        500.000        90.3542                 NaN            NaN  0.493256       0.644865       0.218512E-005            NaN  0.819221                 NaN  0.203883E-001   3.82728        3.84075     
  1194.84        500.000        88.8637                 NaN            NaN   1.19386                 NaN            NaN            NaN  0.851734                 NaN  0.387251E-001   4.55673        4.49521     
  1193.51        500.000        89.3829                 NaN            NaN  0.314664       0.629857                 NaN            NaN  0.779436                 NaN  0.434157E-001   4.47696        4.37280     
  1192.19        500.000        82.0841                 NaN            NaN   1.47131       0.298712E-001            NaN            NaN   1.26640                 NaN  0.716333E-001   7.69353        7.38321     
  1190.86        500.000                 NaN            NaN            NaN   8.32509                 NaN            NaN            NaN   6.99007                 NaN  0.340683        43.1042        41.2400     
  1189.54        500.000                 NaN            NaN            NaN   8.32698                 NaN            NaN            NaN   7.01462                 NaN  0.337654        43.0830        41.2378     
  1188.21        500.000                 NaN            NaN            NaN   8.32673                 NaN            NaN            NaN   7.01459                 NaN  0.337646        43.0823        41.2387     
  1186.89        500.000                 NaN            NaN            NaN   8.32649                 NaN            NaN            NaN   7.01455                 NaN  0.337639        43.0817        41.2396     
  1185.56        500.000                 NaN            NaN            NaN   8.32624                 NaN            NaN            NaN   7.01452                 NaN  0.337631        43.0810        41.2406     
  1184.24        500.000                 NaN            NaN            NaN   8.32600                 NaN            NaN            NaN   7.01448                 NaN  0.337624        43.0804        41.2415     
  1182.91        500.000                 NaN            NaN            NaN   8.32576                 NaN            NaN            NaN   7.01445                 NaN  0.337616        43.0798        41.2424     
  1181.59        500.000                 NaN            NaN            NaN   8.32551                 NaN            NaN            NaN   7.01441                 NaN  0.337609        43.0791        41.2433     
  1180.26        500.000                 NaN            NaN            NaN   8.32527                 NaN            NaN            NaN   7.01438                 NaN  0.337601        43.0785        41.2443     
  1178.93        500.000                 NaN            NaN            NaN   8.32502                 NaN            NaN            NaN   7.01434                 NaN  0.337593        43.0779        41.2452     
  1177.61        500.000                 NaN            NaN            NaN   8.32478                 NaN            NaN            NaN   7.01430                 NaN  0.337586        43.0772        41.2461     
  1176.28        500.000                 NaN            NaN            NaN   8.32453                 NaN            NaN            NaN   7.01427                 NaN  0.337578        43.0766        41.2470     
  1174.96        500.000                 NaN            NaN            NaN   8.32688                 NaN            NaN            NaN   7.01600                 NaN  0.336848        43.0713        41.2490     
  1173.63        500.000                 NaN            NaN            NaN   8.32663                 NaN            NaN            NaN   7.01597                 NaN  0.336841        43.0707        41.2499     
  1172.31        500.000                 NaN            NaN            NaN   8.32852                 NaN            NaN            NaN   7.01745                 NaN  0.336629        43.0670        41.2504     
  1170.98        500.000                 NaN            NaN            NaN   8.32846                 NaN            NaN            NaN   7.01761                 NaN  0.336575        43.0660        41.2514     
  1169.66        500.000                 NaN            NaN            NaN   8.32607                 NaN            NaN            NaN   7.01674                 NaN  0.336957        43.0686        41.2517     
  1168.33        500.000                 NaN            NaN            NaN   8.32583                 NaN            NaN            NaN   7.01670                 NaN  0.336950        43.0679        41.2526     
  1167.01        500.000                 NaN            NaN            NaN   8.32559                 NaN            NaN            NaN   7.01667                 NaN  0.336942        43.0673        41.2535     
  1165.68        500.000                 NaN            NaN            NaN   8.32534                 NaN            NaN            NaN   7.01663                 NaN  0.336935        43.0667        41.2544     
  1164.35        500.000                 NaN            NaN            NaN   8.32510                 NaN            NaN            NaN   7.01660                 NaN  0.336927        43.0660        41.2554     
  1163.03        500.000                 NaN            NaN            NaN   8.32485                 NaN            NaN            NaN   7.01656                 NaN  0.336920        43.0654        41.2563     
  1161.70        500.000                 NaN            NaN            NaN   8.32461                 NaN            NaN            NaN   7.01653                 NaN  0.336912        43.0648        41.2572     
  1160.38        500.000                 NaN            NaN            NaN   8.32437                 NaN            NaN            NaN   7.01649                 NaN  0.336905        43.0641        41.2581     
  1159.05        500.000                 NaN            NaN            NaN   8.32413                 NaN            NaN            NaN   7.01646                 NaN  0.336897        43.0635        41.2590     
  1157.73        500.000                 NaN            NaN            NaN   8.32388                 NaN            NaN            NaN   7.01642                 NaN  0.336889        43.0629        41.2599     
  1156.40        500.000                 NaN            NaN            NaN   8.32364                 NaN            NaN            NaN   7.01639                 NaN  0.336882        43.0622        41.2609     
  1155.08        500.000                 NaN            NaN            NaN   8.32340                 NaN            NaN            NaN   7.01636                 NaN  0.336874        43.0616        41.2618     
  1153.75        500.000                 NaN            NaN            NaN   8.32316                 NaN            NaN            NaN   7.01632                 NaN  0.336867        43.0610        41.2627     
  1152.43        500.000                 NaN            NaN            NaN   8.32291                 NaN            NaN            NaN   7.01629                 NaN  0.336860        43.0603        41.2636     
  1151.10        500.000                 NaN            NaN            NaN   8.32268                 NaN            NaN            NaN   7.01626                 NaN  0.336850        43.0597        41.2645     
  1149.77        500.000                 NaN            NaN            NaN   8.32244                 NaN            NaN            NaN   7.01623                 NaN  0.336841        43.0590        41.2654     
  1148.45        500.000                 NaN            NaN            NaN   8.32218                 NaN            NaN            NaN   7.01618                 NaN  0.336837        43.0584        41.2664     
  1147.12        500.000                 NaN            NaN            NaN   8.37554                 NaN            NaN            NaN   7.05068                 NaN  0.325989        42.9676        41.2802     
  1145.80        500.000                 NaN            NaN            NaN   8.32170                 NaN            NaN            NaN   7.01611                 NaN  0.336823        43.0572        41.2682     
  1144.47        500.000                 NaN            NaN            NaN   8.37343                 NaN            NaN            NaN   7.05095                 NaN  0.326220        42.9681        41.2813     
  1143.15        500.000                 NaN            NaN            NaN   8.32121                 NaN            NaN            NaN   7.01605                 NaN  0.336808        43.0559        41.2700     
  1141.82        500.000                 NaN            NaN            NaN   8.37631                 NaN            NaN            NaN   7.05480                 NaN  0.325326        42.9594        41.2841     
  1140.50        500.000                 NaN            NaN            NaN   8.32073                 NaN            NaN            NaN   7.01598                 NaN  0.336793        43.0546        41.2719     
  1139.17        500.000                 NaN            NaN            NaN   8.38166                 NaN            NaN            NaN   7.05905                 NaN  0.324145        42.9483        41.2869     
  1137.85        500.000                 NaN            NaN            NaN   7.70126       0.598650                 NaN            NaN   6.99616                 NaN  0.341618        43.0921        41.2702     
  1136.52        500.000                 NaN            NaN            NaN   8.38591                 NaN            NaN            NaN   7.06310                 NaN  0.322907        42.9387        41.2894     
  1135.19        500.000                 NaN            NaN            NaN   8.31973       0.235257E-004            NaN            NaN   7.01584                 NaN  0.336763        43.0521        41.2755     
  1133.87        500.000                 NaN            NaN            NaN   4.13210        4.18503                 NaN            NaN   7.01037                 NaN  0.337582        43.0584        41.2765     
  1132.54        500.000                 NaN            NaN            NaN   8.31927                 NaN            NaN            NaN   7.01578                 NaN  0.336748        43.0509        41.2773     
  1131.22        500.000                 NaN            NaN            NaN   8.31918       0.620765E-003            NaN            NaN   7.01206                 NaN  0.336925        43.0522        41.2791     
  1129.89        500.000                 NaN            NaN            NaN   8.40512                 NaN            NaN            NaN   7.07996                 NaN  0.317587        42.8996        41.2978     
  1128.57        500.000                 NaN            NaN            NaN   2.10197        6.30100                 NaN            NaN   7.07734                 NaN  0.318665        42.9023        41.2987     
  1127.24        500.000                 NaN            NaN            NaN   7.80424       0.523229                 NaN            NaN   7.02372                 NaN  0.334568        43.0315        41.2828     
  1125.92        500.000                 NaN            NaN            NaN   3.08290        5.32343                 NaN            NaN   7.07928                 NaN  0.317701        42.8958        41.3009     
  1124.59        500.000                 NaN            NaN            NaN   8.31992                 NaN            NaN            NaN   7.01418                 NaN  0.336656        43.0456        41.2836     
  1123.27        500.000                 NaN            NaN            NaN   7.76030       0.567479                 NaN            NaN   7.02456                 NaN  0.334293        43.0277        41.2857     
  1121.94        500.000                 NaN            NaN            NaN   8.41151                 NaN            NaN            NaN   7.08764                 NaN  0.316418        42.8793        41.3051     
  1120.61        500.000                 NaN            NaN            NaN   8.41140                 NaN            NaN            NaN   7.08579                 NaN  0.315899        42.8814        41.3055     
  1119.29        500.000                 NaN            NaN            NaN   2.18394        6.23402                 NaN            NaN   7.09264                 NaN  0.314072        42.8677        41.3076     
  1117.96        500.000                 NaN            NaN            NaN   8.42526                 NaN            NaN            NaN   7.09774                 NaN  0.312442        42.8542        41.3104     
  1116.64        500.000                 NaN            NaN            NaN   4.34835        4.06674                 NaN            NaN   7.09278                 NaN  0.314726        42.8685        41.3090     
  1115.31        500.000                 NaN            NaN            NaN   6.45800        1.91225                 NaN            NaN   7.06424                 NaN  0.323548        42.9430        41.2990     
  1113.99        500.000                 NaN            NaN            NaN   7.09277        1.31599                 NaN            NaN   7.08887                 NaN  0.316052        42.8763        41.3100     
  1112.66        500.000                 NaN            NaN            NaN   7.07084        1.34778                 NaN            NaN   7.09387                 NaN  0.314835        42.8598        41.3129     
  1111.34        500.000                 NaN            NaN            NaN   1.46749        6.96217                 NaN            NaN   7.10663                 NaN  0.310045        42.8381        41.3156     
  1110.01        500.000                 NaN            NaN            NaN  0.501960        7.92543                 NaN            NaN   7.10449                 NaN  0.311237        42.8424        41.3145     
  1108.69        500.000                 NaN            NaN            NaN   7.65983       0.774301                 NaN            NaN   7.11050                 NaN  0.309598        42.8285        41.3172     
  1107.36        500.000                 NaN            NaN            NaN  0.818028        7.62056                 NaN            NaN   7.11519                 NaN  0.308041        42.8182        41.3200     
  1106.04        500.000                 NaN            NaN            NaN   7.84071       0.587449                 NaN            NaN   7.10889                 NaN  0.310135        42.8347        41.3181     
  1104.71        500.000                 NaN            NaN            NaN  0.803567        7.63552                 NaN            NaN   7.11777                 NaN  0.307518        42.8149        41.3207     
  1103.38        500.000                 NaN            NaN            NaN   1.15938        7.28435                 NaN            NaN   7.11831                 NaN  0.306946        42.8073        41.3237     
  1102.06        500.000                 NaN            NaN            NaN   7.77044       0.672334                 NaN            NaN   7.11886                 NaN  0.307611        42.8064        41.3244     
  1100.73        500.000                 NaN            NaN            NaN   7.60682       0.836892                 NaN            NaN   7.12254                 NaN  0.306657        42.8022        41.3249     
  1099.41        500.000                 NaN            NaN            NaN   1.61109        5.09911        1.73334                 NaN   7.13257                 NaN  0.304735        42.7954        41.3237     
  1098.08        500.000                 NaN            NaN            NaN   7.60260       0.845953                 NaN            NaN   7.12560                 NaN  0.305587        42.7928        41.3275     
  1096.76        500.000                 NaN            NaN            NaN   7.56958       0.881491                 NaN            NaN   7.12803                 NaN  0.304866        42.7871        41.3289     
  1095.43        500.000                 NaN            NaN            NaN   1.93055        6.54059                 NaN            NaN   7.14473                 NaN  0.299676        42.7508        41.3337     
  1094.11        500.000                 NaN            NaN            NaN   8.45058                 NaN            NaN            NaN   7.12669                 NaN  0.305081        42.7865        41.3312     
  1092.78        500.000                 NaN            NaN            NaN   8.45286                 NaN            NaN            NaN   7.12881                 NaN  0.304462        42.7813        41.3325     
  1091.46        500.000                 NaN            NaN            NaN   8.45517                 NaN            NaN            NaN   7.13094                 NaN  0.303837        42.7761        41.3339     
  1090.13        500.000                 NaN            NaN            NaN   8.45751                 NaN            NaN            NaN   7.13308                 NaN  0.303205        42.7709        41.3353     
  1088.80        500.000                 NaN            NaN            NaN   6.71168        1.75617                 NaN            NaN   7.14098                 NaN  0.300544        42.7522        41.3384     
  1087.48        500.000                 NaN            NaN            NaN   7.02559        1.43714                 NaN            NaN   7.13771                 NaN  0.301814        42.7596        41.3381     
  1086.15        500.000                 NaN            NaN            NaN   1.27540        7.18785                 NaN            NaN   7.13876                 NaN  0.301647        42.7573        41.3390     
  1084.83        500.000                 NaN            NaN            NaN   1.19147        7.27618                 NaN            NaN   7.14283                 NaN  0.300485        42.7483        41.3407     
  1083.50        500.000                 NaN            NaN            NaN   1.11377        7.35801                 NaN            NaN   7.14664                 NaN  0.299394        42.7398        41.3424     
  1082.18        500.000                 NaN            NaN            NaN   1.04220        7.43347                 NaN            NaN   7.15020                 NaN  0.298366        42.7318        41.3440     
  1080.85        500.000                 NaN            NaN            NaN  0.990834        7.48701                 NaN            NaN   7.15211                 NaN  0.297779        42.7269        41.3454     
  1079.53        500.000                 NaN            NaN            NaN   2.19882        6.30901                 NaN            NaN   7.17497                 NaN  0.290494        42.6747        41.3520     
  1078.20        500.000                 NaN            NaN            NaN   2.24233        6.26295                 NaN            NaN   7.17400                 NaN  0.291349        42.6770        41.3523     
  1076.88        500.000                 NaN            NaN            NaN   2.20510        6.30281                 NaN            NaN   7.17634                 NaN  0.290686        42.6713        41.3538     
  1075.55        500.000                 NaN            NaN            NaN   8.50043                 NaN            NaN            NaN   7.16946                 NaN  0.291920        42.6843        41.3539     
  1074.22        500.000                 NaN            NaN            NaN   8.50230                 NaN            NaN            NaN   7.17121                 NaN  0.291410        42.6799        41.3551     
  1072.90        500.000                 NaN            NaN            NaN   4.37521        4.15654                 NaN            NaN   7.19589                 NaN  0.284961        42.6266        41.3608     
  1071.57        500.000                 NaN            NaN            NaN   7.36495        1.14220                 NaN            NaN   7.17548                 NaN  0.290145        42.6693        41.3579     
  1070.25        500.000                 NaN            NaN            NaN   3.76682        4.76890                 NaN            NaN   7.19867                 NaN  0.283976        42.6180        41.3637     
  1068.92        500.000                 NaN            NaN            NaN   3.76399        4.77180                 NaN            NaN   7.19887                 NaN  0.283900        42.6168        41.3646     
  1067.60        500.000                 NaN            NaN            NaN   3.76018        4.77566                 NaN            NaN   7.19908                 NaN  0.283824        42.6157        41.3656     
  1066.27        500.000                 NaN            NaN            NaN   3.75532        4.12721       0.653388                 NaN   7.19928                 NaN  0.283747        42.6145        41.3665     
  1064.95        500.000                 NaN            NaN            NaN   3.74927        4.14061       0.646110                 NaN   7.19949                 NaN  0.283670        42.6134        41.3675     
  1063.62        500.000                 NaN            NaN            NaN   3.74187        4.15547       0.638711                 NaN   7.19970                 NaN  0.283593        42.6122        41.3684     
  1062.30        500.000                 NaN            NaN            NaN   3.73300        4.17196       0.631166                 NaN   7.19991                 NaN  0.283515        42.6111        41.3694     
  1060.97        500.000                 NaN            NaN            NaN   4.34620        4.18998                 NaN            NaN   7.20012                 NaN  0.283438        42.6099        41.3703     
  1059.64        500.000                 NaN            NaN            NaN   4.32655        4.20970                 NaN            NaN   7.20033                 NaN  0.283361        42.6088        41.3713     
  1058.32        500.000                 NaN            NaN            NaN   4.30572        4.23060                 NaN            NaN   7.20053                 NaN  0.283286        42.6076        41.3722     
  1056.99        500.000                 NaN            NaN            NaN   4.28427        4.25210                 NaN            NaN   7.20073                 NaN  0.283213        42.6065        41.3732     
  1055.67        500.000                 NaN            NaN            NaN   4.26320        4.27321                 NaN            NaN   7.20091                 NaN  0.283144        42.6054        41.3741     
  1054.34        500.000                 NaN            NaN            NaN   4.24292        4.29351                 NaN            NaN   7.20109                 NaN  0.283078        42.6043        41.3751     
  1053.02        500.000                 NaN            NaN            NaN   4.22342        4.31302                 NaN            NaN   7.20125                 NaN  0.283016        42.6033        41.3760     
  1051.69        500.000                 NaN            NaN            NaN   4.20490        4.33153                 NaN            NaN   7.20140                 NaN  0.282957        42.6022        41.3770     
  1050.37        500.000                 NaN            NaN            NaN   4.18746        4.34896                 NaN            NaN   7.20154                 NaN  0.282902        42.6012        41.3779     
  1049.04        500.000                 NaN            NaN            NaN   4.17108        4.36530                 NaN            NaN   7.20167                 NaN  0.282849        42.6003        41.3788     
  1047.72        500.000                 NaN            NaN            NaN   4.15604        4.38030                 NaN            NaN   7.20180                 NaN  0.282798        42.5993        41.3798     
  1046.39        500.000                 NaN            NaN            NaN   4.14232        4.39398                 NaN            NaN   7.20193                 NaN  0.282748        42.5983        41.3807     
  1045.06        500.000                 NaN            NaN            NaN   4.12934        4.40691                 NaN            NaN   7.20205                 NaN  0.282698        42.5974        41.3816     
  1043.74        500.000                 NaN            NaN            NaN   4.11703        4.41916                 NaN            NaN   7.20216                 NaN  0.282651        42.5964        41.3826     
  1042.41        500.000                 NaN            NaN            NaN   4.10540        4.43074                 NaN            NaN   7.20227                 NaN  0.282604        42.5955        41.3835     
  1041.09        500.000                 NaN            NaN            NaN   4.09434        4.44173                 NaN            NaN   7.20238                 NaN  0.282558        42.5946        41.3844     
  1039.76        500.000                 NaN            NaN            NaN   4.08382        4.45218                 NaN            NaN   7.20249                 NaN  0.282514        42.5937        41.3853     
  1038.44        500.000                 NaN            NaN            NaN   4.07380        4.46212                 NaN            NaN   7.20260                 NaN  0.282469        42.5928        41.3863     
  1037.11        500.000                 NaN            NaN            NaN   4.20328        4.35981                 NaN            NaN   7.22491                 NaN  0.275623        42.5441        41.3923     
  1035.79        500.000                 NaN            NaN            NaN   4.29823        4.26542                 NaN            NaN   7.22553                 NaN  0.275445        42.5421        41.3933     
  1034.46        500.000                 NaN            NaN            NaN   4.38262        4.18158                 NaN            NaN   7.22616                 NaN  0.275264        42.5401        41.3943     
  1033.14        500.000                 NaN            NaN            NaN   4.05872        4.48441                 NaN            NaN   7.20922                 NaN  0.280412        42.5759        41.3913     
  1031.81        500.000                 NaN            NaN            NaN   4.15190        4.41756                 NaN            NaN   7.23100                 NaN  0.273755        42.5287        41.3971     
  1030.49        500.000                 NaN            NaN            NaN   4.60809        3.95746                 NaN            NaN   7.22789                 NaN  0.274770        42.5345        41.3973     
  1029.16        500.000                 NaN            NaN            NaN   4.66965        3.89624                 NaN            NaN   7.22847                 NaN  0.274585        42.5328        41.3982     
  1027.83        500.000                 NaN            NaN            NaN   4.73375        3.83274                 NaN            NaN   7.22897                 NaN  0.274460        42.5308        41.3993     
  1026.51        500.000                 NaN  0.310677E-003            NaN   3.86700        4.67663                 NaN            NaN   7.21094                 NaN  0.279963        42.5690        41.3962     
  1025.18        500.000                 NaN            NaN            NaN   4.32154        4.25349                 NaN            NaN   7.23656                 NaN  0.272074        42.5137        41.4027     
  1023.86        500.000                 NaN            NaN            NaN   4.88868        3.67898                 NaN            NaN   7.23054                 NaN  0.274000        42.5256        41.4022     
  1022.53        500.000                 NaN  0.601795E-005            NaN   3.97732        4.55789                 NaN            NaN   7.20401                 NaN  0.281895        42.5815        41.3973     
  1021.21        500.000                 NaN  0.130052                 NaN   5.45489        2.88334                 NaN            NaN   7.19809                 NaN  0.284676        42.5917        41.4572     
  1019.88        500.000                 NaN  0.107148                 NaN   5.40485        2.97430                 NaN            NaN   7.20448                 NaN  0.282596        42.5777        41.4489     
  1018.56        500.000                 NaN  0.426752E-001            NaN   5.28486        3.20195                 NaN            NaN   7.21625                 NaN  0.278787        42.5533        41.4222     
  1017.23        500.000                 NaN  0.715530                 NaN   6.82977       0.466652       0.129586E-002            NaN   7.04515                 NaN  0.334852        42.9089        41.6978     
  1015.91        500.000                 NaN  0.692203                 NaN   7.34442       0.660675E-004            NaN            NaN   7.05462                 NaN  0.331704        42.8866        41.6904     
  1014.58        500.000                 NaN  0.699587                 NaN   7.33151       0.207156E-004            NaN            NaN   7.05291                 NaN  0.332265        42.8893        41.6944     
  1013.25        500.000                 NaN  0.511405                 NaN   6.88965       0.771020                 NaN            NaN   7.09899                 NaN  0.317112        42.7941        41.6177     
  1011.93        500.000                 NaN  0.503495                 NaN   6.86300       0.811781                 NaN            NaN   7.10129                 NaN  0.316353        42.7886        41.6155     
  1010.60        500.000                 NaN  0.723486                 NaN   7.28988       0.182783E-005            NaN            NaN   7.04751                 NaN  0.334036        42.8979        41.7072     
  1009.28        500.000                 NaN   1.12672                 NaN   6.61677                 NaN            NaN            NaN   6.97155                 NaN  0.359705        43.0438        41.8814     
  1007.95        500.000                 NaN  0.545121                 NaN   7.07101       0.528252                 NaN            NaN   7.08958                 NaN  0.320119        42.8110        41.6349     
  1006.63        500.000                 NaN   1.11608                 NaN   6.62283                 NaN            NaN            NaN   6.96500                 NaN  0.362019        43.0577        41.8764     
  1005.30        500.000                 NaN  0.541659                 NaN   7.06750       0.537677                 NaN            NaN   7.09062                 NaN  0.319756        42.8075        41.6353     
  1003.98        500.000                 NaN   1.15766                 NaN   6.56996                 NaN            NaN            NaN   6.96968                 NaN  0.360427        43.0428        41.8995     
  1002.65        500.000                 NaN  0.661864                 NaN   7.39243       0.548797E-005            NaN            NaN   7.05969                 NaN  0.329798        42.8699        41.6863     
  1001.33        500.000                 NaN  0.979938                 NaN   6.85605       0.358847E-005            NaN            NaN   6.99567                 NaN  0.351581        42.9941        41.8227     
  1000.00        500.000                 NaN  0.998077                 NaN   2.47611        4.34858       0.318278E-005            NaN   6.99155                 NaN  0.352967        43.0015        41.8312     
