|6.6.6
Archiving\03_Data\frac/QFM_m5/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             ilm            lc            
  1561.40        2500.00        98.9557                 NaN            NaN            NaN            NaN  0.567516E-001            NaN  0.987519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9623                 NaN            NaN            NaN            NaN  0.552179E-001            NaN  0.982521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9747                 NaN            NaN            NaN            NaN  0.523355E-001            NaN  0.973011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9873                 NaN            NaN            NaN            NaN  0.506933E-001            NaN  0.962006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9993                 NaN            NaN            NaN            NaN  0.479632E-001            NaN  0.952712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0135                 NaN            NaN            NaN            NaN  0.459825E-001            NaN  0.940556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0208                 NaN            NaN            NaN            NaN  0.430416E-001            NaN  0.936159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0356                 NaN            NaN            NaN            NaN  0.390031E-001            NaN  0.925355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0457                 NaN            NaN            NaN            NaN  0.381991E-001            NaN  0.916059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0506                 NaN            NaN            NaN            NaN  0.334128E-001            NaN  0.915944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0665                 NaN            NaN            NaN            NaN  0.316361E-001            NaN  0.901826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0782                 NaN            NaN            NaN            NaN  0.310024E-001            NaN  0.890762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0869                 NaN            NaN            NaN            NaN  0.279002E-001            NaN  0.885220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0963                 NaN            NaN            NaN            NaN  0.261443E-001            NaN  0.877526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9880                 NaN            NaN            NaN            NaN  0.998727E-003            NaN  0.344001       0.666973                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9307                 NaN            NaN            NaN            NaN            NaN            NaN  0.270592E-001   1.04226                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9372                 NaN            NaN            NaN            NaN            NaN            NaN  0.161843E-001   1.04659                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9424                 NaN            NaN            NaN            NaN            NaN            NaN  0.470483E-002   1.05285                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9504                 NaN            NaN            NaN            NaN            NaN            NaN  0.831001E-001  0.966521                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04842                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9621                 NaN            NaN            NaN            NaN            NaN            NaN  0.354608E-001   1.00245                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03899                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03633                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03568                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03293                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03741                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03952                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04558                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.7596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.323899       0.916472                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.927507       0.651596                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641527       0.912701                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.629119       0.900403                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.888054       0.618387                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.6666                 NaN            NaN            NaN            NaN            NaN            NaN  0.339676       0.993697                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.826927       0.775460                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.851314       0.587659                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.840505       0.576639                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.827118       0.569239                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.557924       0.818596                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.549314       0.808750                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.540632       0.797318                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.788874       0.531403                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.778719       0.523295                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.770059       0.514482                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7323                 NaN            NaN            NaN            NaN            NaN            NaN  0.318171E-001  0.472933       0.762977                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7487                 NaN            NaN            NaN            NaN            NaN            NaN  0.603891E-001  0.433751       0.757125                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        96.9673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33286       0.852431       0.847418                 NaN            NaN            NaN            NaN
  1443.61        2500.00        97.2201                 NaN            NaN            NaN            NaN            NaN            NaN  0.871615E-001   1.13654       0.735084       0.821087                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.4936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.915879        1.55360        1.03696                 NaN            NaN            NaN            NaN
  1438.60        2500.00        97.0176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.777945        1.32281       0.881645                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.1129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28238       0.751082       0.853643                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.5532                 NaN            NaN            NaN            NaN  0.166091                 NaN            NaN  0.676779       0.855792       0.748115                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.8916                 NaN            NaN            NaN            NaN  0.274080                 NaN            NaN  0.870927        1.00539       0.958041                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.3531                 NaN            NaN            NaN            NaN  0.239075                 NaN            NaN  0.742682       0.848156       0.816941                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.4313                 NaN            NaN            NaN            NaN  0.235593                 NaN            NaN  0.815649       0.724141       0.793301                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.5106                 NaN            NaN            NaN            NaN  0.230961                 NaN            NaN  0.790839       0.698546       0.769077                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.5814                 NaN            NaN            NaN            NaN  0.227798                 NaN            NaN  0.679611       0.763465       0.747716                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.6491                 NaN            NaN            NaN            NaN  0.224231                 NaN            NaN  0.738394       0.661431       0.726873                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.7145                 NaN            NaN            NaN            NaN  0.220631                 NaN            NaN  0.643218       0.714811       0.706848                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7778                 NaN            NaN            NaN            NaN  0.217621                 NaN            NaN  0.691953       0.625199       0.687415                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8383                 NaN            NaN            NaN            NaN  0.214429                 NaN            NaN  0.669736       0.608688       0.668844                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8967                 NaN            NaN            NaN            NaN  0.211267                 NaN            NaN  0.592441       0.648829       0.650749                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9515                 NaN            NaN            NaN            NaN  0.208227                 NaN            NaN  0.577309       0.629157       0.633849                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0038                 NaN            NaN            NaN            NaN  0.205145                 NaN            NaN  0.610246       0.563096       0.617707                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0542                 NaN            NaN            NaN            NaN  0.202078                 NaN            NaN  0.593181       0.548484       0.602030                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1027                 NaN            NaN            NaN            NaN  0.199232                 NaN            NaN  0.575904       0.535290       0.586921                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1498                 NaN            NaN            NaN            NaN  0.196856                 NaN            NaN  0.558640       0.522478       0.572276                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.1945                 NaN            NaN            NaN            NaN  0.192951                 NaN            NaN  0.544445       0.509882       0.558205                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2374                 NaN            NaN            NaN            NaN  0.190606                 NaN            NaN  0.529083       0.498053       0.544821                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2786                 NaN            NaN            NaN            NaN  0.187858                 NaN            NaN  0.486872       0.514711       0.531929                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3210                 NaN            NaN            NaN            NaN  0.185106                 NaN            NaN  0.474837       0.500498       0.518577                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3508                 NaN            NaN            NaN            NaN  0.182450                 NaN            NaN  0.461658       0.494918       0.510201                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4046                 NaN            NaN            NaN            NaN  0.178907                 NaN            NaN  0.472427       0.452450       0.491589                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.4318                 NaN            NaN            NaN            NaN  0.176790                 NaN            NaN  0.464613       0.443187       0.483605                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4661                 NaN            NaN            NaN            NaN  0.174378                 NaN            NaN  0.434266       0.452600       0.472686                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5008                 NaN            NaN            NaN            NaN  0.171216                 NaN            NaN  0.423204       0.443073       0.461715                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.5319                 NaN            NaN            NaN            NaN  0.169485                 NaN            NaN  0.414945       0.431513       0.452154                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.5647                 NaN            NaN            NaN            NaN  0.164988                 NaN            NaN  0.423762       0.405658       0.440889                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5943                 NaN            NaN            NaN            NaN  0.163330                 NaN            NaN  0.413152       0.397498       0.431760                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.6240                 NaN            NaN            NaN            NaN  0.160731                 NaN            NaN  0.388715       0.404335       0.422262                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6526                 NaN            NaN            NaN            NaN  0.157878                 NaN            NaN  0.395436       0.381035       0.413054                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6379                 NaN            NaN  0.219822E-001            NaN  0.927611E-001            NaN            NaN  0.382371       0.448331       0.416637                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6985                 NaN            NaN  0.473151E-002            NaN  0.135625                 NaN            NaN  0.364013       0.399712       0.397401                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.7262                 NaN            NaN  0.524894E-002            NaN  0.133230                 NaN            NaN  0.358440       0.388128       0.388728                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7511                 NaN            NaN  0.507615E-002            NaN  0.130162                 NaN            NaN  0.383288       0.349654       0.380684                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7637                 NaN            NaN  0.125258E-001            NaN  0.105605                 NaN            NaN  0.344386       0.397578       0.376242                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7918                 NaN            NaN  0.105132E-001            NaN  0.108678                 NaN            NaN  0.385336       0.336405       0.367297                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8153                 NaN            NaN  0.839674E-002            NaN  0.111685                 NaN            NaN  0.328737       0.375763       0.360116                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8464                 NaN            NaN  0.665771E-002            NaN  0.111721                 NaN            NaN  0.321287       0.364804       0.349151                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8688                 NaN            NaN  0.472591E-002            NaN  0.117174                 NaN            NaN  0.351532       0.315197       0.342582                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8912                 NaN            NaN  0.460290E-002            NaN  0.114236                 NaN            NaN  0.308164       0.346543       0.335270                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9187                 NaN            NaN            NaN            NaN  0.125348                 NaN            NaN  0.328282       0.301118       0.326600                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9117                 NaN            NaN  0.188230E-001            NaN  0.642893E-001            NaN            NaN  0.295964       0.381298       0.327883                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9582                 NaN            NaN            NaN            NaN  0.118551                 NaN            NaN  0.320823       0.288983       0.313404                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9774                 NaN            NaN            NaN            NaN  0.116609                 NaN            NaN  0.315403       0.283240       0.307390                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9955                 NaN            NaN            NaN            NaN  0.113489                 NaN            NaN  0.277913       0.311842       0.301269                 NaN            NaN            NaN            NaN
  1320.80        2500.00        95.2629                 NaN            NaN  0.300551E-002            NaN  0.447733                 NaN            NaN  0.739102       0.448319       0.735228        2.36371                 NaN            NaN            NaN
  1318.30        2500.00        52.9158                 NaN            NaN  0.559826                 NaN   2.75152                 NaN            NaN   5.95252        3.12776        5.73820        28.9544                 NaN            NaN            NaN
  1315.79        2500.00        65.7963                 NaN            NaN  0.406099                 NaN   2.21499                 NaN            NaN   4.42886        1.87053        4.16033        21.1229                 NaN            NaN            NaN
  1313.28        2500.00        73.3775                 NaN            NaN  0.307176                 NaN   1.90752                 NaN            NaN   3.52652        1.14083        3.23306        16.5074                 NaN            NaN            NaN
  1310.78        2500.00        78.5857                 NaN            NaN  0.214889                 NaN   1.99967                 NaN            NaN   3.15349                 NaN   2.58690        13.4593                 NaN            NaN            NaN
  1308.27        2500.00        81.4999                 NaN            NaN  0.235063                 NaN   1.15021                 NaN            NaN   2.29392        1.17895        2.25407        11.3879                 NaN            NaN            NaN
  1305.76        2500.00        84.4468                 NaN            NaN  0.170099                 NaN   1.38205                 NaN            NaN   2.19254       0.180710        1.88159        9.74622                 NaN            NaN            NaN
  1303.26        2500.00        86.4561                 NaN            NaN  0.145610                 NaN   1.26815                 NaN            NaN   1.94707       0.359775E-001   1.63685        8.51026                 NaN            NaN            NaN
  1300.75        2500.00        88.0381                 NaN            NaN  0.129678                 NaN   1.13749                 NaN            NaN   1.73030                 NaN   1.44568        7.51880                 NaN            NaN            NaN
  1298.25        2500.00        89.3331                 NaN            NaN  0.116583                 NaN   1.01915                 NaN            NaN   1.54365                 NaN   1.28937        6.69812                 NaN            NaN            NaN
  1295.74        2500.00        90.4134                 NaN            NaN  0.105991                 NaN  0.917267                 NaN            NaN   1.39210                 NaN   1.15946        6.01173                 NaN            NaN            NaN
  1293.23        2500.00        91.3180                 NaN            NaN  0.966649E-001            NaN  0.832632                 NaN            NaN   1.26642                 NaN   1.05022        5.43608                 NaN            NaN            NaN
  1290.73        2500.00        92.1060                 NaN            NaN  0.884612E-001            NaN  0.763400                 NaN            NaN   1.14840                 NaN  0.954997        4.93870                 NaN            NaN            NaN
  1288.22        2500.00        92.6285                 NaN            NaN  0.819411E-001            NaN  0.706114                 NaN            NaN   1.09676                 NaN  0.892655        4.59398                 NaN            NaN            NaN
  1285.71        2500.00        93.4091                 NaN            NaN  0.739009E-001            NaN  0.634803                 NaN            NaN  0.984731                 NaN  0.796379        4.10105                 NaN            NaN            NaN
  1283.21        2500.00        90.1511                 NaN            NaN  0.127468                 NaN  0.911464                 NaN            NaN   1.39372                 NaN   1.18706        6.22921                 NaN            NaN            NaN
  1280.70        2500.00        97.9321                 NaN            NaN  0.892184E-002            NaN  0.221590                 NaN            NaN  0.439394                 NaN  0.254394        1.14361                 NaN            NaN            NaN
  1278.20        2500.00        94.7956                 NaN            NaN  0.583291E-001            NaN  0.496303                 NaN            NaN  0.809402                 NaN  0.630170        3.21023                 NaN            NaN            NaN
  1275.69        2500.00        94.0325                 NaN            NaN  0.110719                 NaN            NaN            NaN            NaN   1.49034       0.449787       0.821823        3.09479                 NaN            NaN            NaN
  1273.18        2500.00        95.7047                 NaN            NaN  0.421907E-001            NaN  0.331553                 NaN            NaN  0.649546                 NaN  0.444895        2.82711                 NaN            NaN            NaN
  1270.68        2500.00        95.7425                 NaN            NaN  0.467827E-001            NaN  0.396034                 NaN            NaN  0.710594                 NaN  0.510584        2.59346                 NaN            NaN            NaN
  1268.17        2500.00        95.6699                 NaN            NaN  0.491093E-001            NaN  0.409775                 NaN            NaN  0.702564                 NaN  0.517455        2.65115                 NaN            NaN            NaN
  1265.66        2500.00        96.0283                 NaN            NaN  0.423352E-001            NaN  0.352510                 NaN            NaN  0.707383                 NaN  0.475623        2.39384                 NaN            NaN            NaN
  1263.16        2500.00        95.9466                 NaN            NaN  0.422100E-001            NaN  0.365208                 NaN            NaN  0.713684                 NaN  0.486223        2.44605                 NaN            NaN            NaN
  1260.65        2500.00        96.4787                 NaN            NaN  0.398440E-001            NaN  0.286190                 NaN            NaN  0.679105                 NaN  0.419725        2.09647                 NaN            NaN            NaN
  1258.15        2500.00        94.7757                 NaN            NaN            NaN            NaN  0.343040                 NaN            NaN  0.880425                 NaN  0.578747        3.01961       0.154459       0.248044                 NaN
  1255.64        2500.00        75.3457                 NaN            NaN            NaN            NaN  0.583032                 NaN            NaN   4.02789        1.01000        2.18251        11.9896        4.02461       0.836750                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18925        7.34505        13.9519        7.55504        44.9154        15.5124        2.35121        5.17984     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.78668        7.96075        13.5960        7.70135        44.8625        15.5586        2.42397        5.11005     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72274        7.28348        14.2875        7.77721        44.8742        15.6010        2.43997        5.01399     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72274        7.28348        14.2875        7.77721        44.9255        15.6257        2.43997        4.93786     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72274        7.28348        14.2875        7.77721        44.9774        15.6508        2.43997        4.86091     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72274        7.28348        14.2875        7.77721        45.0308        15.6765        2.43997        4.78176     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72274        7.28348        14.2875        7.77721        45.0842        15.7023        2.43997        4.70261     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72274        7.28348        14.2875        7.77721        45.1382        15.7284        2.43997        4.62251     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72274        7.28348        14.2875        7.77721        45.1929        15.7547        2.43997        4.54146     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61619        7.39486        14.2363        7.82108        45.2165        15.7891        2.46125        4.46475     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61619        7.39486        14.2363        7.82108        45.2725        15.8161        2.46125        4.38178     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61619        7.39486        14.2363        7.82108        45.3291        15.8434        2.46125        4.29780     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52555        7.58643        14.0374        8.04753        45.2182        15.8978        2.48431        4.20273     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52555        7.58643        14.0374        8.04753        45.2761        15.9257        2.48431        4.11700     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45759        14.1397        7.51926        8.09867        45.2962        15.9605        2.49739        4.03070     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45759        14.1397        7.51926        8.09867        45.3554        15.9891        2.49739        3.94292     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45759        14.1397        7.51926        8.09867        45.4154        16.0180        2.49739        3.85406     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34666        7.74149        13.9680        8.22931        45.3736        16.0606        2.51710        3.76323     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34666        7.74149        13.9680        8.22931        45.4349        16.0902        2.51710        3.67235     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34666        7.74149        13.9680        8.22931        45.4970        16.1201        2.51710        3.58034     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34666        7.74149        13.9680        8.22931        45.5592        16.1502        2.51710        3.48806     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34666        7.74149        13.9680        8.22931        45.6231        16.1810        2.51710        3.39332     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34666        7.74149        13.9680        8.22931        45.6877        16.2122        2.51710        3.29752     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34666        7.74149        13.9680        8.22931        45.7531        16.2437        2.51710        3.20064     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.33296        14.2414        7.46740        8.30615        45.7641        16.2862        2.51994        3.08194     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.33296        14.2414        7.46740        8.30615        45.8308        16.3184        2.51994        2.98298     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28772        7.60769        14.1181        8.58431        45.6695        16.3730        2.50988        2.84971     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28772        7.60769        14.1181        8.58431        45.7375        16.4058        2.50988        2.74900     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28772        7.60769        14.1181        8.58431        45.8070        16.4393        2.50988        2.64594     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28772        7.60769        14.1181        8.58431        45.8769        16.4731        2.50988        2.54229     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28772        7.60769        14.1181        8.58431        45.9477        16.5072        2.50988        2.43731     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28772        7.60769        14.1181        8.58431        46.0194        16.5418        2.50988        2.33100     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28772        7.60769        14.1181        8.58431        46.0921        16.5769        2.50988        2.22333     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.67073        13.5910        9.53248        45.4928        16.7639        2.88968        2.05944     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.63343        13.6393        9.55681        45.5547        16.7975        2.88239        1.93594     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.62183        13.6498        9.58709        45.6063        16.8371        2.87968        1.81819     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.61056        13.6602        9.61742        45.6587        16.8772        2.87689        1.69901     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.59959        13.6706        9.64780        45.7120        16.9176        2.87404        1.57837     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.56055        13.7202        9.67570        45.7650        16.9553        2.87063        1.45267     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.51104        13.7838        9.70320        45.8183        16.9924        2.86692        1.32440     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.46593        13.8419        9.73096        45.8726        17.0304        2.86315        1.19498     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8735        9.43307        9.75962        45.9313        17.0723        2.86284        1.06735     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9047        9.40037        9.78897        45.9905        17.1148        2.86231       0.938429     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.39687        13.8408        9.82477        46.0633        17.1729        2.87795       0.823377     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.36183        13.8747        9.85552        46.1230        17.2166        2.87673       0.691681     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9084        9.32775        9.88635        46.1834        17.2606        2.87516       0.558296     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9428        9.29387        9.91743        46.2444        17.3051        2.87323       0.423220     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0052        9.23634        9.95465        46.2989        17.3493        2.86923       0.286419     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0307        9.21375        9.98737        46.3594        17.3943        2.86681       0.147701     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0617        9.18716        10.0215        46.4192        17.4396        2.86371       0.724504E-002
