|6.6.6
Archiving\03_Data\frac/QFM_m5/TAY13/TAY13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             ilm            lc            
  1563.91        2500.00        99.0756                 NaN            NaN            NaN            NaN  0.567772E-001            NaN  0.867660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0959                 NaN            NaN            NaN            NaN  0.481504E-001            NaN  0.855978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1020                 NaN            NaN            NaN            NaN  0.468206E-001            NaN  0.851224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1130                 NaN            NaN            NaN            NaN  0.443519E-001            NaN  0.842633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1245                 NaN            NaN            NaN            NaN  0.429112E-001            NaN  0.832564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1353                 NaN            NaN            NaN            NaN  0.405831E-001            NaN  0.824116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1478                 NaN            NaN            NaN            NaN  0.388856E-001            NaN  0.813303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1544                 NaN            NaN            NaN            NaN  0.363868E-001            NaN  0.809169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1677                 NaN            NaN            NaN            NaN  0.329414E-001            NaN  0.799393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1768                 NaN            NaN            NaN            NaN  0.322378E-001            NaN  0.790959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1813                 NaN            NaN            NaN            NaN  0.281834E-001            NaN  0.790472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1953                 NaN            NaN            NaN            NaN  0.266681E-001            NaN  0.778063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2058                 NaN            NaN            NaN            NaN  0.261170E-001            NaN  0.768061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2135                 NaN            NaN            NaN            NaN  0.234913E-001            NaN  0.762990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2221                 NaN            NaN            NaN            NaN  0.219938E-001            NaN  0.755921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1259                 NaN            NaN            NaN            NaN  0.839596E-003            NaN  0.296208       0.577086                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0755                 NaN            NaN            NaN            NaN            NaN            NaN  0.232856E-001  0.901225                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0818                 NaN            NaN            NaN            NaN            NaN            NaN  0.139190E-001  0.904320                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0867                 NaN            NaN            NaN            NaN            NaN            NaN  0.404366E-002  0.909207                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0945                 NaN            NaN            NaN            NaN            NaN            NaN  0.713756E-001  0.834093                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.904143                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1055                 NaN            NaN            NaN            NaN            NaN            NaN  0.304237E-001  0.864038                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.894755                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.891922                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.890769                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.887634                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.891019                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.892130                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.896596                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.9362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.278294       0.785463                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.6451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.796705       0.558223                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.6675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.549074       0.783419                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.6899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.537911       0.772197                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.7108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.760988       0.528241                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8608                 NaN            NaN            NaN            NaN            NaN            NaN  0.288582       0.850634                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.6314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.705086       0.663524                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.727636       0.500446                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.717768       0.490561                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.8104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.705796       0.483808                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.473709       0.697897                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.465872       0.688895                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.458086       0.678614                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.670828       0.449767                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.661609       0.442467                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.9118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.653676       0.434547                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9272                 NaN            NaN            NaN            NaN            NaN            NaN  0.267324E-001  0.399028       0.647081                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9421                 NaN            NaN            NaN            NaN            NaN            NaN  0.506941E-001  0.365624       0.641561                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        97.2987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12324       0.722390       0.855650                 NaN            NaN            NaN            NaN
  1443.61        2500.00        97.5217                 NaN            NaN            NaN            NaN            NaN            NaN  0.729643E-001  0.955600       0.621697       0.828083                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.8747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.774310        1.30548        1.04547                 NaN            NaN            NaN            NaN
  1438.60        2500.00        97.3471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.656361        1.10905       0.887486                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.4357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07325       0.632711       0.858360                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.8322                 NaN            NaN            NaN            NaN  0.133387                 NaN            NaN  0.568817       0.714497       0.751123                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.2487                 NaN            NaN            NaN            NaN  0.219987                 NaN            NaN  0.731529       0.838523       0.961298                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.6625                 NaN            NaN            NaN            NaN  0.191269                 NaN            NaN  0.622375       0.705627       0.818268                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.7354                 NaN            NaN            NaN            NaN  0.188005                 NaN            NaN  0.677334       0.605738       0.793537                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.8093                 NaN            NaN            NaN            NaN  0.183738                 NaN            NaN  0.655306       0.583326       0.768285                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.8754                 NaN            NaN            NaN            NaN  0.180728                 NaN            NaN  0.566533       0.631407       0.745955                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.9386                 NaN            NaN            NaN            NaN  0.177386                 NaN            NaN  0.609445       0.550374       0.724200                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.9996                 NaN            NaN            NaN            NaN  0.174031                 NaN            NaN  0.534235       0.588789       0.703313                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.0585                 NaN            NaN            NaN            NaN  0.171156                 NaN            NaN  0.568830       0.518404       0.683067                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.1147                 NaN            NaN            NaN            NaN  0.168199                 NaN            NaN  0.549526       0.503796       0.663730                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.1690                 NaN            NaN            NaN            NaN  0.165260                 NaN            NaN  0.489546       0.531327       0.644916                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.2198                 NaN            NaN            NaN            NaN  0.162433                 NaN            NaN  0.476198       0.514219       0.627336                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.2684                 NaN            NaN            NaN            NaN  0.159589                 NaN            NaN  0.497795       0.463654       0.610551                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.3152                 NaN            NaN            NaN            NaN  0.156763                 NaN            NaN  0.482881       0.450876       0.594269                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.3601                 NaN            NaN            NaN            NaN  0.154093                 NaN            NaN  0.467942       0.439228       0.578591                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.4037                 NaN            NaN            NaN            NaN  0.151872                 NaN            NaN  0.453042       0.427985       0.563409                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.4451                 NaN            NaN            NaN            NaN  0.148433                 NaN            NaN  0.440696       0.416936       0.548835                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.4848                 NaN            NaN            NaN            NaN  0.146230                 NaN            NaN  0.427434       0.406574       0.534974                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.5229                 NaN            NaN            NaN            NaN  0.143702                 NaN            NaN  0.396755       0.415048       0.521632                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.5616                 NaN            NaN            NaN            NaN  0.141312                 NaN            NaN  0.386323       0.402871       0.507875                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.5895                 NaN            NaN            NaN            NaN  0.138876                 NaN            NaN  0.374918       0.397644       0.499026                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.6384                 NaN            NaN            NaN            NaN  0.135782                 NaN            NaN  0.378821       0.366846       0.480192                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.6638                 NaN            NaN            NaN            NaN  0.133836                 NaN            NaN  0.371873       0.358736       0.471790                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.6953                 NaN            NaN            NaN            NaN  0.131637                 NaN            NaN  0.350891       0.361577       0.460546                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.7270                 NaN            NaN            NaN            NaN  0.128934                 NaN            NaN  0.341434       0.353329       0.449280                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.7557                 NaN            NaN            NaN            NaN  0.127292                 NaN            NaN  0.334119       0.343502       0.439417                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7856                 NaN            NaN            NaN            NaN  0.123581                 NaN            NaN  0.336711       0.326172       0.427926                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.8127                 NaN            NaN            NaN            NaN  0.122011                 NaN            NaN  0.327676       0.319081       0.418538                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.8398                 NaN            NaN            NaN            NaN  0.119777                 NaN            NaN  0.311529       0.320101       0.408816                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8659                 NaN            NaN            NaN            NaN  0.117338                 NaN            NaN  0.312548       0.304856       0.399401                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.8621                 NaN            NaN  0.764632E-002            NaN  0.687445E-001            NaN            NaN  0.305385       0.353716       0.402386                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.9097                 NaN            NaN  0.164346E-002            NaN  0.100274                 NaN            NaN  0.290274       0.314780       0.383286                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.9349                 NaN            NaN  0.182079E-002            NaN  0.982892E-001            NaN            NaN  0.285377       0.305148       0.374453                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.9574                 NaN            NaN  0.175855E-002            NaN  0.957867E-001            NaN            NaN  0.300841       0.277959       0.366251                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.9717                 NaN            NaN  0.433380E-002            NaN  0.775320E-001            NaN            NaN  0.273336       0.311546       0.361538                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9962                 NaN            NaN  0.363266E-002            NaN  0.795952E-001            NaN            NaN  0.301447       0.266587       0.352500                 NaN            NaN            NaN            NaN
  1343.36        2500.00        99.0168                 NaN            NaN  0.289757E-002            NaN  0.815810E-001            NaN            NaN  0.260103       0.293434       0.345181                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.0438                 NaN            NaN  0.229449E-002            NaN  0.814287E-001            NaN            NaN  0.253795       0.284428       0.334260                 NaN            NaN            NaN            NaN
  1338.35        2500.00        99.0633                 NaN            NaN  0.162665E-002            NaN  0.851964E-001            NaN            NaN  0.273634       0.248621       0.327578                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.0834                 NaN            NaN  0.158232E-002            NaN  0.828550E-001            NaN            NaN  0.242692       0.269308       0.320204                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.1063                 NaN            NaN            NaN            NaN  0.907000E-001            NaN            NaN  0.254697       0.236779       0.311554                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.1070                 NaN            NaN  0.645496E-002            NaN  0.464093E-001            NaN            NaN  0.232378       0.295364       0.312430                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.1417                 NaN            NaN            NaN            NaN  0.853797E-001            NaN            NaN  0.248129       0.226533       0.298261                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.1587                 NaN            NaN            NaN            NaN  0.837868E-001            NaN            NaN  0.243557       0.221708       0.292206                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1750                 NaN            NaN            NaN            NaN  0.813595E-001            NaN            NaN  0.217199       0.240418       0.286065                 NaN            NaN            NaN            NaN
  1320.80        2500.00        95.6394                 NaN            NaN  0.102801E-002            NaN  0.320813                 NaN            NaN  0.578059       0.345853       0.698952        2.41584                 NaN            NaN            NaN
  1318.30        2500.00        54.5455                 NaN            NaN  0.196468                 NaN   2.02445                 NaN            NaN   4.78359        2.47961        5.59747        30.3729                 NaN            NaN            NaN
  1315.79        2500.00        67.2532                 NaN            NaN  0.141226                 NaN   1.61713                 NaN            NaN   3.53138        1.47171        4.02176        21.9636                 NaN            NaN            NaN
  1313.28        2500.00        74.6330                 NaN            NaN  0.106228                 NaN   1.38512                 NaN            NaN   2.79952       0.893911        3.10814        17.0741                 NaN            NaN            NaN
  1310.78        2500.00        79.6402                 NaN            NaN  0.740031E-001            NaN   1.44649                 NaN            NaN   2.49496                 NaN   2.47674        13.8676                 NaN            NaN            NaN
  1308.27        2500.00        82.4864                 NaN            NaN  0.807869E-001            NaN  0.831099                 NaN            NaN   1.81372       0.920807        2.15386        11.7133                 NaN            NaN            NaN
  1305.76        2500.00        85.2811                 NaN            NaN  0.582958E-001            NaN  0.996481                 NaN            NaN   1.73045       0.140951        1.79302        9.99975                 NaN            NaN            NaN
  1303.26        2500.00        87.1987                 NaN            NaN  0.498094E-001            NaN  0.913201                 NaN            NaN   1.53532       0.280498E-001   1.55698        8.71799                 NaN            NaN            NaN
  1300.75        2500.00        88.7080                 NaN            NaN  0.442900E-001            NaN  0.818457                 NaN            NaN   1.36353                 NaN   1.37307        7.69265                 NaN            NaN            NaN
  1298.25        2500.00        89.9430                 NaN            NaN  0.397623E-001            NaN  0.732718                 NaN            NaN   1.21593                 NaN   1.22300        6.84558                 NaN            NaN            NaN
  1295.74        2500.00        90.9720                 NaN            NaN  0.361046E-001            NaN  0.659130                 NaN            NaN   1.09615                 NaN   1.09847        6.13818                 NaN            NaN            NaN
  1293.23        2500.00        91.8326                 NaN            NaN  0.328896E-001            NaN  0.598020                 NaN            NaN  0.996920                 NaN  0.993892        5.54566                 NaN            NaN            NaN
  1290.73        2500.00        92.5809                 NaN            NaN  0.300654E-001            NaN  0.548083                 NaN            NaN  0.903962                 NaN  0.902849        5.03412                 NaN            NaN            NaN
  1288.22        2500.00        93.0798                 NaN            NaN  0.278238E-001            NaN  0.506446                 NaN            NaN  0.862836                 NaN  0.843192        4.67988                 NaN            NaN            NaN
  1285.71        2500.00        93.8191                 NaN            NaN  0.250661E-001            NaN  0.455352                 NaN            NaN  0.774738                 NaN  0.751476        4.17431                 NaN            NaN            NaN
  1283.21        2500.00        90.7314                 NaN            NaN  0.432854E-001            NaN  0.655717                 NaN            NaN   1.09923                 NaN   1.12149        6.34887                 NaN            NaN            NaN
  1280.70        2500.00        98.0941                 NaN            NaN  0.301407E-002            NaN  0.158508                 NaN            NaN  0.344996                 NaN  0.239123        1.16026                 NaN            NaN            NaN
  1278.20        2500.00        95.1341                 NaN            NaN  0.197311E-001            NaN  0.355560                 NaN            NaN  0.636338                 NaN  0.593154        3.26113                 NaN            NaN            NaN
  1275.69        2500.00        94.5230                 NaN            NaN  0.374608E-001            NaN            NaN            NaN            NaN   1.16569       0.353954       0.773762        3.14617                 NaN            NaN            NaN
  1273.18        2500.00        95.9545                 NaN            NaN  0.142352E-001            NaN  0.237327                 NaN            NaN  0.510249                 NaN  0.417741        2.86599                 NaN            NaN            NaN
  1270.68        2500.00        96.0338                 NaN            NaN  0.157817E-001            NaN  0.283541                 NaN            NaN  0.558344                 NaN  0.479366        2.62915                 NaN            NaN            NaN
  1268.17        2500.00        95.9657                 NaN            NaN  0.165569E-001            NaN  0.293347                 NaN            NaN  0.552071                 NaN  0.485566        2.68674                 NaN            NaN            NaN
  1265.66        2500.00        96.3071                 NaN            NaN  0.142615E-001            NaN  0.252138                 NaN            NaN  0.555469                 NaN  0.445980        2.42504                 NaN            NaN            NaN
  1263.16        2500.00        96.2312                 NaN            NaN  0.142109E-001            NaN  0.261201                 NaN            NaN  0.560742                 NaN  0.455680        2.47697                 NaN            NaN            NaN
  1260.65        2500.00        96.7342                 NaN            NaN  0.134020E-001            NaN  0.204571                 NaN            NaN  0.533145                 NaN  0.393025        2.12164                 NaN            NaN            NaN
  1258.15        2500.00        95.1678                 NaN            NaN            NaN            NaN  0.245456                 NaN            NaN  0.692117                 NaN  0.542100        3.05749       0.159387       0.135665                 NaN
  1255.64        2500.00        76.5507                 NaN            NaN            NaN            NaN  0.423153                 NaN            NaN   3.20848       0.802885        2.06508        12.2927        4.19471       0.462286                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56649        6.12456        11.6334        7.46199        48.1432        16.8749        1.35590        5.83957     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.24239        6.63762        11.3468        7.60639        48.0861        16.9230        1.39780        5.75991     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19078        6.08263        11.9233        7.68116        48.0979        16.9667        1.40695        5.65064     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19083        6.08285        11.9238        7.68170        48.1566        16.9929        1.40700        5.56437     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19088        6.08306        11.9243        7.68225        48.2160        17.0193        1.40706        5.47720     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19093        6.08328        11.9248        7.68280        48.2770        17.0466        1.40711        5.38757     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19098        6.08350        11.9253        7.68335        48.3380        17.0738        1.40717        5.29797     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19103        6.08372        11.9258        7.68390        48.3997        17.1014        1.40722        5.20731     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19108        6.08395        11.9263        7.68446        48.4621        17.1293        1.40728        5.11559     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10829        6.17699        11.8837        7.72809        48.4895        17.1652        1.41955        5.02862     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10834        6.17722        11.8842        7.72865        48.5533        17.1938        1.41961        4.93478     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10839        6.17745        11.8847        7.72921        48.6179        17.2228        1.41967        4.83983     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03501        6.34278        11.7340        7.95211        48.4939        17.2780        1.43276        4.73154     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03506        6.34301        11.7345        7.95269        48.5597        17.3075        1.43282        4.63467     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.98028        11.8201        6.29124        8.00351        48.5835        17.3440        1.44037        4.53702     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.98033        11.8206        6.29148        8.00410        48.6509        17.3743        1.44043        4.43788     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.98037        11.8211        6.29171        8.00468        48.7191        17.4050        1.44049        4.33755     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89086        6.47732        11.6890        8.13366        48.6738        17.4490        1.45178        4.23463     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89090        6.47756        11.6895        8.13426        48.7435        17.4804        1.45184        4.13207     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89095        6.47781        11.6901        8.13486        48.8140        17.5121        1.45190        4.02825     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89100        6.47806        11.6906        8.13546        48.8847        17.5440        1.45196        3.92415     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89105        6.47831        11.6911        8.13606        48.9573        17.5768        1.45202        3.81731     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89109        6.47856        11.6917        8.13667        49.0307        17.6099        1.45208        3.70929     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89114        6.47881        11.6922        8.13728        49.1049        17.6435        1.45214        3.60007     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88005        11.9210        6.25974        8.21343        49.1180        17.6879        1.45376        3.46613     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88010        11.9215        6.25999        8.21405        49.1937        17.7221        1.45383        3.35462     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84335        6.37666        11.8471        8.48818        49.0155        17.7775        1.44782        3.20393     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84340        6.37691        11.8476        8.48882        49.0925        17.8123        1.44788        3.09051     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84345        6.37717        11.8482        8.48946        49.1713        17.8481        1.44794        2.97446     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84350        6.37743        11.8488        8.49011        49.2504        17.8840        1.44800        2.85775     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84355        6.37769        11.8494        8.49075        49.3306        17.9204        1.44807        2.73958     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84360        6.37795        11.8499        8.49141        49.4118        17.9573        1.44813        2.61993     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84365        6.37822        11.8505        8.49206        49.4940        17.9946        1.44820        2.49877     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.13667        11.4504        9.42475        48.8235        18.1853        1.66635        2.31296     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.10336        11.4970        9.44938        48.8932        18.2208        1.66219        2.17409     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.09252        11.5112        9.47980        48.9515        18.2627        1.66066        2.04169     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.08195        11.5253        9.51028        49.0107        18.3049        1.65909        1.90770     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.07163        11.5395        9.54082        49.0708        18.3477        1.65747        1.77209     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.03813        11.5872        9.56908        49.1315        18.3877        1.65557        1.63086     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.99593        11.6469        9.59698        49.1927        18.4272        1.65350        1.48677     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.95732        11.7020        9.62514        49.2550        18.4677        1.65139        1.34140     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7324        7.93091        9.65405        49.3214        18.5120        1.65126        1.19805     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7621        7.90485        9.68365        49.3881        18.5571        1.65099        1.05326     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.91463        11.6981        9.71901        49.4664        18.6179        1.65995       0.924008     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.88756        11.7292        9.74999        49.5337        18.6642        1.65929       0.776160     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7601        7.86129        9.78106        49.6018        18.7109        1.65843       0.626440     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7916        7.83518        9.81238        49.6706        18.7580        1.65736       0.474844     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8472        7.78915        9.84980        49.7325        18.8049        1.65510       0.321333     
