|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1461.15        500.000        98.5239                 NaN            NaN            NaN            NaN  0.869345       0.606760                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5530                 NaN            NaN            NaN            NaN  0.855537       0.591482                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        95.2824                 NaN            NaN            NaN            NaN   1.91954        1.38393                 NaN   1.41408                 NaN            NaN            NaN
  1453.63        500.000        94.5718                 NaN            NaN            NaN            NaN   2.20398        1.46616                 NaN   1.75811                 NaN            NaN            NaN
  1451.13        500.000        94.8615                 NaN            NaN            NaN            NaN   1.38877        2.08085                 NaN   1.66884                 NaN            NaN            NaN
  1448.62        500.000        95.1325                 NaN            NaN            NaN            NaN   1.31682        1.96605                 NaN   1.58461                 NaN            NaN            NaN
  1446.12        500.000        95.3829                 NaN            NaN            NaN            NaN   1.25120        1.86000                 NaN   1.50591                 NaN            NaN            NaN
  1443.61        500.000        95.6069                 NaN            NaN            NaN            NaN   1.19083        1.76600                 NaN   1.43629                 NaN            NaN            NaN
  1441.10        500.000        95.8223                 NaN            NaN            NaN            NaN   1.67607        1.13286                 NaN   1.36872                 NaN            NaN            NaN
  1438.60        500.000        96.0123                 NaN            NaN            NaN            NaN   1.59614        1.08254                 NaN   1.30902                 NaN            NaN            NaN
  1436.09        500.000        96.1917                 NaN            NaN            NaN            NaN   1.03486        1.52102                 NaN   1.25247                 NaN            NaN            NaN
  1433.58        500.000        96.3574                 NaN            NaN            NaN            NaN   1.45228       0.990298                 NaN   1.20001                 NaN            NaN            NaN
  1431.08        500.000        96.5132                 NaN            NaN            NaN            NaN  0.948399        1.38781                 NaN   1.15062                 NaN            NaN            NaN
  1428.57        500.000        96.6570                 NaN            NaN            NaN            NaN   1.32832       0.909361                 NaN   1.10527                 NaN            NaN            NaN
  1426.07        500.000        96.7904                 NaN            NaN            NaN            NaN  0.873911        1.27291                 NaN   1.06282                 NaN            NaN            NaN
  1423.56        500.000        96.9165                 NaN            NaN            NaN            NaN   1.22139       0.839481                 NaN   1.02268                 NaN            NaN            NaN
  1421.05        500.000        97.0348                 NaN            NaN            NaN            NaN   1.17329       0.807323                 NaN  0.984593                 NaN            NaN            NaN
  1418.55        500.000        97.1481                 NaN            NaN            NaN            NaN  0.776776        1.12681                 NaN  0.948300                 NaN            NaN            NaN
  1416.04        500.000        97.2518                 NaN            NaN            NaN            NaN  0.748990        1.08416                 NaN  0.915081                 NaN            NaN            NaN
  1413.53        500.000        97.3514                 NaN            NaN            NaN            NaN   1.04404       0.721619                 NaN  0.882939                 NaN            NaN            NaN
  1411.03        500.000        97.4433                 NaN            NaN            NaN            NaN  0.696530        1.00692                 NaN  0.853268                 NaN            NaN            NaN
  1408.52        500.000        97.5327                 NaN            NaN            NaN            NaN  0.970486       0.672624                 NaN  0.824240                 NaN            NaN            NaN
  1406.02        500.000        97.6125                 NaN            NaN            NaN            NaN  0.938230       0.650891                 NaN  0.798355                 NaN            NaN            NaN
  1403.51        500.000        97.6000       0.189666E-001            NaN            NaN            NaN  0.698863       0.856494                 NaN  0.825712                 NaN            NaN            NaN
  1401.00        500.000        97.6341       0.288304E-001            NaN            NaN            NaN  0.796587       0.713661                 NaN  0.826816                 NaN            NaN            NaN
  1398.50        500.000        97.7277       0.272772E-001            NaN            NaN            NaN  0.765754       0.685133                 NaN  0.794105                 NaN            NaN            NaN
  1395.99        500.000        97.8163       0.257273E-001            NaN            NaN            NaN  0.656852       0.738030                 NaN  0.763128                 NaN            NaN            NaN
  1393.48        500.000        97.8991       0.243752E-001            NaN            NaN            NaN  0.710926       0.631201                 NaN  0.734372                 NaN            NaN            NaN
  1390.98        500.000        97.9761       0.230543E-001            NaN            NaN            NaN  0.607194       0.686229                 NaN  0.707404                 NaN            NaN            NaN
  1388.47        500.000        98.0495       0.218343E-001            NaN            NaN            NaN  0.584715       0.662317                 NaN  0.681659                 NaN            NaN            NaN
  1385.96        500.000        98.1186       0.205912E-001            NaN            NaN            NaN  0.640677       0.562687                 NaN  0.657418                 NaN            NaN            NaN
  1383.46        500.000        98.1839       0.194301E-001            NaN            NaN            NaN  0.542194       0.620177                 NaN  0.634323                 NaN            NaN            NaN
  1380.95        500.000        98.2458       0.184281E-001            NaN            NaN            NaN  0.600415       0.522765                 NaN  0.612560                 NaN            NaN            NaN
  1378.45        500.000        98.3049       0.173712E-001            NaN            NaN            NaN  0.504120       0.582044                 NaN  0.591562                 NaN            NaN            NaN
  1375.94        500.000        98.3602       0.163991E-001            NaN            NaN            NaN  0.486583       0.564831                 NaN  0.571943                 NaN            NaN            NaN
  1373.43        500.000        98.4135       0.154984E-001            NaN            NaN            NaN  0.469635       0.548237                 NaN  0.553108                 NaN            NaN            NaN
  1370.93        500.000        98.4638       0.145931E-001            NaN            NaN            NaN  0.453875       0.532513                 NaN  0.535176                 NaN            NaN            NaN
  1368.42        500.000        98.5116       0.137031E-001            NaN            NaN            NaN  0.438403       0.518145                 NaN  0.518104                 NaN            NaN            NaN
  1365.91        500.000        98.5579       0.129421E-001            NaN            NaN            NaN  0.423483       0.503988                 NaN  0.501732                 NaN            NaN            NaN
  1363.41        500.000        98.6012       0.120947E-001            NaN            NaN            NaN  0.409589       0.490996                 NaN  0.486158                 NaN            NaN            NaN
  1360.90        500.000        98.6435       0.113450E-001            NaN            NaN            NaN  0.478354       0.395815                 NaN  0.470976                 NaN            NaN            NaN
  1358.40        500.000        98.6831       0.106165E-001            NaN            NaN            NaN  0.383078       0.466442                 NaN  0.456741                 NaN            NaN            NaN
  1355.89        500.000        98.7142       0.100977E-001            NaN            NaN            NaN  0.457491       0.371864                 NaN  0.446381                 NaN            NaN            NaN
  1353.38        500.000        98.7648       0.917396E-002            NaN            NaN            NaN  0.441154       0.358158                 NaN  0.426686                 NaN            NaN            NaN
  1350.88        500.000        98.7930       0.855736E-002            NaN            NaN            NaN  0.347017       0.434259                 NaN  0.417173                 NaN            NaN            NaN
  1348.37        500.000        98.8263       0.794837E-002            NaN            NaN            NaN  0.335989       0.424546                 NaN  0.405187                 NaN            NaN            NaN
  1345.86        500.000        98.8588       0.732381E-002            NaN            NaN            NaN  0.415193       0.325280                 NaN  0.393432                 NaN            NaN            NaN
  1343.36        500.000        98.8892       0.670200E-002            NaN            NaN            NaN  0.315051       0.406650                 NaN  0.382362                 NaN            NaN            NaN
  1340.85        500.000        98.9191       0.616080E-002            NaN            NaN            NaN  0.305153       0.397994                 NaN  0.371592                 NaN            NaN            NaN
  1338.35        500.000        98.9474       0.551688E-002            NaN            NaN            NaN  0.295622       0.390319                 NaN  0.361138                 NaN            NaN            NaN
  1335.84        500.000        98.9746       0.499901E-002            NaN            NaN            NaN  0.286319       0.382769                 NaN  0.351362                 NaN            NaN            NaN
  1333.33        500.000        99.0013       0.446862E-002            NaN            NaN            NaN  0.375397       0.277202                 NaN  0.341615                 NaN            NaN            NaN
  1330.83        500.000        99.0260       0.391295E-002            NaN            NaN            NaN  0.368954       0.268540                 NaN  0.332611                 NaN            NaN            NaN
  1328.32        500.000        99.0511       0.344694E-002            NaN            NaN            NaN  0.361797       0.260200                 NaN  0.323470                 NaN            NaN            NaN
  1325.81        500.000        99.0743       0.296185E-002            NaN            NaN            NaN  0.355560       0.252166                 NaN  0.314978                 NaN            NaN            NaN
  1323.31        500.000        99.0960       0.241173E-002            NaN            NaN            NaN  0.350367       0.244101                 NaN  0.307071                 NaN            NaN            NaN
  1320.80        500.000        99.1189       0.191908E-002            NaN            NaN            NaN  0.236510       0.344189                 NaN  0.298523                 NaN            NaN            NaN
  1318.30        500.000        99.1391       0.146148E-002            NaN            NaN            NaN  0.228950       0.339279                 NaN  0.291174                 NaN            NaN            NaN
  1315.79        500.000        99.1592       0.102847E-002            NaN            NaN            NaN  0.333848       0.222090                 NaN  0.283793                 NaN            NaN            NaN
  1313.28        500.000        99.1786       0.518758E-003            NaN            NaN            NaN  0.214764       0.329490                 NaN  0.276599                 NaN            NaN            NaN
  1310.78        500.000        99.1973       0.100970E-003            NaN            NaN            NaN  0.208038       0.324786                 NaN  0.269755                 NaN            NaN            NaN
  1308.27        500.000        99.2152                 NaN            NaN            NaN            NaN  0.318611       0.202626                 NaN  0.263546                 NaN            NaN            NaN
  1305.76        500.000        99.2328                 NaN            NaN            NaN            NaN  0.312273       0.197406                 NaN  0.257484                 NaN            NaN            NaN
  1303.26        500.000        99.2496                 NaN            NaN            NaN            NaN  0.192607       0.306002                 NaN  0.251756                 NaN            NaN            NaN
  1300.75        500.000        99.2660                 NaN            NaN            NaN            NaN  0.188183       0.299773                 NaN  0.246080                 NaN            NaN            NaN
  1298.25        500.000        99.2814                 NaN            NaN            NaN            NaN  0.294675       0.182976                 NaN  0.240913                 NaN            NaN            NaN
  1295.74        500.000        99.2974                 NaN            NaN            NaN            NaN  0.288119       0.179147                 NaN  0.235322                 NaN            NaN            NaN
  1293.23        500.000        99.3126                 NaN            NaN            NaN            NaN  0.174832       0.282455                 NaN  0.230106                 NaN            NaN            NaN
  1290.73        500.000        99.3277                 NaN            NaN            NaN            NaN  0.169955       0.277231                 NaN  0.225094                 NaN            NaN            NaN
  1288.22        500.000        99.3416                 NaN            NaN            NaN            NaN  0.272311       0.165894                 NaN  0.220179                 NaN            NaN            NaN
  1285.71        500.000        92.0882                 NaN            NaN            NaN            NaN   1.19752       0.692314                 NaN  0.945415        5.07655                 NaN            NaN
  1283.21        500.000        90.8490                 NaN            NaN            NaN            NaN  0.778058        1.31608                 NaN   1.05459        6.00223                 NaN            NaN
  1280.70        500.000        91.9534                 NaN            NaN            NaN            NaN  0.693004        1.14026                 NaN  0.930212        5.28315                 NaN            NaN
  1278.20        500.000        92.8299                 NaN            NaN            NaN            NaN  0.625311       0.999955                 NaN  0.830408        4.71440                 NaN            NaN
  1275.69        500.000        93.5446                 NaN            NaN            NaN            NaN  0.569851       0.885692                 NaN  0.748519        4.25136                 NaN            NaN
  1273.18        500.000        94.1387                 NaN            NaN            NaN            NaN  0.523032       0.791189                 NaN  0.679950        3.86718                 NaN            NaN
  1270.68        500.000        94.6418                 NaN            NaN            NaN            NaN  0.711528       0.482631                 NaN  0.621377        3.54263                 NaN            NaN
  1268.17        500.000        95.0745                 NaN            NaN            NaN            NaN  0.447802       0.643034                 NaN  0.570608        3.26402                 NaN            NaN
  1265.66        500.000        95.4466                 NaN            NaN            NaN            NaN  0.417372       0.584738                 NaN  0.526905        3.02442                 NaN            NaN
  1263.16        500.000        95.7773                 NaN            NaN            NaN            NaN  0.532611       0.390384                 NaN  0.487356        2.81234                 NaN            NaN
  1260.65        500.000        96.0642                 NaN            NaN            NaN            NaN  0.366654       0.487962                 NaN  0.453222        2.62797                 NaN            NaN
  1258.15        500.000        96.3233                 NaN            NaN            NaN            NaN  0.344972       0.447779                 NaN  0.422022        2.46188                 NaN            NaN
  1255.64        500.000        96.5496                 NaN            NaN            NaN            NaN  0.325661       0.413574                 NaN  0.395051        2.31616                 NaN            NaN
  1253.13        500.000        96.7595                 NaN            NaN            NaN            NaN  0.381410       0.308089                 NaN  0.369489        2.18150                 NaN            NaN
  1250.63        500.000        96.9465                 NaN            NaN            NaN            NaN  0.291812       0.353135                 NaN  0.346657        2.06191                 NaN            NaN
  1248.12        500.000        97.1166                 NaN            NaN            NaN            NaN  0.327351       0.277416                 NaN  0.325960        1.95271                 NaN            NaN
  1245.61        500.000        97.2708                 NaN            NaN            NaN            NaN  0.263916       0.304733                 NaN  0.307163        1.85340                 NaN            NaN
  1243.11        500.000        97.4113                 NaN            NaN            NaN            NaN  0.285079       0.250722                 NaN  0.290085        1.76280                 NaN            NaN
  1240.60        500.000        97.5414                 NaN            NaN            NaN            NaN  0.240664       0.264822                 NaN  0.273931        1.67919                 NaN            NaN
  1238.10        500.000        97.6629                 NaN            NaN            NaN            NaN  0.230116       0.247398                 NaN  0.259136        1.60043                 NaN            NaN
  1235.59        500.000        97.7723                 NaN            NaN            NaN            NaN  0.220209       0.231766                 NaN  0.245671        1.53004                 NaN            NaN
  1233.08        500.000        97.8741                 NaN            NaN            NaN            NaN  0.217062       0.211422                 NaN  0.233231        1.46414                 NaN            NaN
  1230.58        500.000        97.9688                 NaN            NaN            NaN            NaN  0.203904       0.202939                 NaN  0.221278        1.40308                 NaN            NaN
  1228.07        500.000        98.0574                 NaN            NaN            NaN            NaN  0.195829       0.191629                 NaN  0.210643        1.34452                 NaN            NaN
  1225.56        500.000        98.1372                 NaN            NaN            NaN            NaN  0.180256       0.189147                 NaN  0.200853        1.29254                 NaN            NaN
  1223.06        500.000        98.2143                 NaN            NaN            NaN            NaN  0.169625       0.182444                 NaN  0.191381        1.24224                 NaN            NaN
  1220.55        500.000        98.2846                 NaN            NaN            NaN            NaN  0.176736       0.159867                 NaN  0.182830        1.19599                 NaN            NaN
  1218.05        500.000        91.1536                 NaN            NaN            NaN            NaN  0.253376       0.510809                 NaN  0.665000        3.93166        3.48556                 NaN
  1215.54        500.000        88.2647                 NaN            NaN            NaN            NaN  0.162067       0.785693                 NaN  0.865434        4.98769        4.93445                 NaN
  1213.03        500.000        88.8308                 NaN            NaN            NaN            NaN  0.920561                 NaN            NaN  0.833165        4.71968        4.69574                 NaN
  1210.53        500.000        86.4763                 NaN            NaN            NaN            NaN   1.03801                 NaN            NaN   1.01713        5.77565        5.58957       0.103381     
  1208.02        500.000        87.1245       0.256440E-002            NaN            NaN            NaN  0.992662                 NaN            NaN  0.963964        5.48559        5.33612       0.946279E-001
  1205.51        500.000        86.8717       0.350516E-001            NaN            NaN            NaN  0.920384                 NaN            NaN  0.991970        5.56952        5.52383       0.875441E-001
  1203.01        500.000        87.1151       0.347291E-001            NaN            NaN            NaN  0.899085                 NaN            NaN  0.959868        5.47821        5.42860       0.843830E-001
  1200.50        500.000        86.8893       0.350835E-001            NaN            NaN            NaN  0.905596                 NaN            NaN  0.961974        5.59598        5.52851       0.835919E-001
  1197.99        500.000        80.3434       0.892945E-001            NaN            NaN            NaN  0.892238                 NaN            NaN   1.47050        8.09290        8.98796       0.123698     
  1195.49        500.000        88.8397       0.982681E-003            NaN            NaN            NaN   1.14505                 NaN            NaN  0.703798        5.36420        3.88308       0.632128E-001
  1192.98        500.000        29.4139       0.199321                 NaN            NaN            NaN   4.10399                 NaN            NaN   4.64216        31.3117        29.9526       0.376290     
  1190.48        500.000                 NaN  0.296878                 NaN            NaN            NaN   5.66069                 NaN            NaN   6.41078        44.4858        42.6229       0.523023     
  1187.97        500.000                 NaN  0.254828                 NaN            NaN            NaN   5.92889                 NaN            NaN   6.44735        44.3589        42.5006       0.509447     
  1185.46        500.000                 NaN  0.239906                 NaN            NaN            NaN   6.01526                 NaN            NaN   6.45748        44.3258        42.4559       0.505711     
  1182.96        500.000                 NaN  0.236615                 NaN            NaN            NaN   6.02987                 NaN            NaN   6.45803        44.3240        42.4460       0.505462     
  1180.45        500.000                 NaN  0.223243                 NaN            NaN            NaN   6.10597                 NaN            NaN   6.46669        44.2962        42.4056       0.502235     
  1177.94        500.000                 NaN  0.262593                 NaN            NaN            NaN   1.95564        3.87217                 NaN   6.42209        44.4547        42.5146       0.518259     
  1175.44        500.000                 NaN  0.184368                 NaN            NaN            NaN   6.32555                 NaN            NaN   6.49184        44.2193        42.2860       0.493001     
  1172.93        500.000                 NaN  0.164399                 NaN            NaN            NaN   6.43788                 NaN            NaN   6.50469        44.1806        42.2242       0.488241     
  1170.43        500.000                 NaN  0.591787E-001            NaN            NaN            NaN   7.05028                 NaN            NaN   6.58049        43.9530        41.8971       0.459982     
  1167.92        500.000                 NaN  0.348999                 NaN            NaN            NaN   5.26157                 NaN            NaN   6.34104        44.7257        42.7751       0.547594     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   4.68764        2.67764                 NaN   6.61046        43.8690        41.7070       0.448226     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   6.44892       0.911624                 NaN   6.60801        43.8737        41.7080       0.449754     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   7.38527                 NaN            NaN   6.62250        43.8316        41.7159       0.444743     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   7.39592                 NaN            NaN   6.63029        43.8102        41.7210       0.442519     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   7.38416                 NaN            NaN   6.62313        43.8289        41.7190       0.444863     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN  0.191132        7.19473                 NaN   6.62504        43.8237        41.7210       0.444334     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN  0.390016        6.99767                 NaN   6.62703        43.8184        41.7231       0.443776     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN  0.595365        6.79418                 NaN   6.62905        43.8130        41.7252       0.443207     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.805899        6.58550                 NaN   6.63111        43.8076        41.7273       0.442629     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   1.02331        6.37004                 NaN   6.63320        43.8020        41.7294       0.442035     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   1.23412        6.16124                 NaN   6.63532        43.7964        41.7315       0.441434     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   1.47084        5.92660                 NaN   6.63749        43.7906        41.7336       0.440811     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.71705        5.68250                 NaN   6.63970        43.7849        41.7357       0.440178     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   1.96854        5.43320                 NaN   6.64194        43.7790        41.7378       0.439529     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   1.66555        5.67421       0.430119E-004   6.62014        43.8720        41.7211       0.446934     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   1.57439        5.77146       0.393051E-004   6.62416        43.8599        41.7243       0.445704     
  1125.31        500.000                 NaN            NaN   1.11922                 NaN            NaN   5.27708                 NaN            NaN   6.33646        44.5734        42.1496       0.544230     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   1.38363        5.97483       0.328558E-004   6.63230        43.8351        41.7309       0.443191     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   1.28411        6.08089                 NaN   6.63643        43.8224        41.7342       0.441907     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.18186        6.18978                 NaN   6.64060        43.8095        41.7376       0.440605     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   1.07696        6.30147                 NaN   6.64480        43.7965        41.7410       0.439286     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   4.41499        3.00535                 NaN   6.66103        43.7297        41.7550       0.433883     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   4.67216        2.75143                 NaN   6.66394        43.7221        41.7574       0.432993     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   7.45996                 NaN            NaN   6.68530        43.6598        41.7689       0.426091     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   7.35473       0.955482E-001  0.110787E-005   6.68074        43.6734        41.7680       0.427641     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   5.76528        1.66768                 NaN   6.67255        43.6999        41.7643       0.430333     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   6.06722        1.37839                 NaN   6.67987        43.6773        41.7693       0.427953     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.64811        1.80187                 NaN   6.68315        43.6677        41.7722       0.426999     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.46407                 NaN            NaN   6.68990        43.6427        41.7783       0.425017     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   6.82858       0.634924                 NaN   6.69027        43.6414        41.7798       0.424993     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   7.08985       0.377153                 NaN   6.69298        43.6335        41.7823       0.424158     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   7.02467       0.445982                 NaN   6.69583        43.6255        41.7848       0.423252     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.47424                 NaN            NaN   6.69918        43.6172        41.7871       0.422252     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   7.14170       0.326958                 NaN   6.70148        43.6283        41.7827       0.418947     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.50116                 NaN            NaN   6.71871        43.5679        41.7965       0.415801     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   7.49969                 NaN            NaN   6.71803        43.5683        41.7979       0.416126     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   7.50793                 NaN            NaN   6.72442        43.5523        41.8013       0.414047     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   7.07904       0.414976                 NaN   6.71543        43.5737        41.7997       0.417147     
  1070.18        500.000                 NaN            NaN  0.569959                 NaN            NaN   2.51137       0.333001        3.52794        6.52875        44.0484        42.0009       0.479618     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   7.40671       0.103220                 NaN   6.72627        43.5433        41.8069       0.413651     
  1065.16        500.000                 NaN            NaN  0.269929E-001            NaN            NaN   2.71803        4.71787       0.236197E-003   6.70113        43.6031        41.8121       0.420480     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   5.97437        1.55495                 NaN   6.74120        43.5063        41.8144       0.408805     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN  0.271155E-001   7.49697                 NaN   6.73733        43.5135        41.8150       0.410163     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   4.30397        3.20711       0.482176E-004   6.72456        43.5404        41.8112       0.412722     
  1055.14        500.000                 NaN            NaN  0.290331                 NaN            NaN  0.777690        6.18037                 NaN   6.64384        43.7455        41.9209       0.441388     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   6.00512        1.52325                 NaN   6.74156        43.5003        41.8209       0.408943     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   6.10656        1.39000       0.809156E-003   6.72384        43.5496        41.8147       0.414447     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   6.87458       0.680646                 NaN   6.75985        43.4498        41.8318       0.403326     
  1045.11        500.000                 NaN            NaN  0.461648                 NaN            NaN   6.68775       0.612108E-005            NaN   6.61463        43.7784        42.0068       0.450792     
  1042.61        500.000                 NaN            NaN  0.533235E-001            NaN            NaN   7.43901       0.574045E-004            NaN   6.73506        43.5120        41.8493       0.411197     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   7.56861                 NaN            NaN   6.77167        43.4225        41.8380       0.399231     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.26508       0.608152        2.65271        6.74770        43.4902        41.8290       0.407145     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   7.45405       0.123310                 NaN   6.77836        43.4039        41.8433       0.397130     
  1032.58        500.000                 NaN            NaN  0.420989                 NaN            NaN   6.78236       0.195027E-003            NaN   6.64034        43.7087        42.0047       0.442711     
  1030.08        500.000                 NaN            NaN  0.436606                 NaN            NaN   6.75637       0.641314E-004            NaN   6.63777        43.7130        42.0128       0.443438     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   6.54913        1.01060                 NaN   6.76739        43.4278        41.8443       0.400762     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   6.78783       0.784207                 NaN   6.77939        43.4037        41.8478       0.397031     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   6.43802        1.12659                 NaN   6.77097        43.4158        41.8489       0.399735     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   6.27923        1.30095                 NaN   6.78340        43.3868        41.8538       0.395846     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   6.74088       0.869295                 NaN   6.80317        43.3350        41.8623       0.389351     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   7.48800       0.135795                 NaN   6.81328        43.3104        41.8665       0.385972     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.02257        6.57471                 NaN   6.79329        43.3535        41.8631       0.392796     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   7.00173       0.625801                 NaN   6.81595        43.3004        41.8709       0.385238     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.49209        6.10682                 NaN   6.79528        43.3465        41.8670       0.392336     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   1.67580        5.94529                 NaN   6.81275        43.3066        41.8730       0.386584     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   5.48613        2.08561                 NaN   6.78165        43.3861        41.8635       0.396970     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.64498        5.97007                 NaN   6.80762        43.3134        41.8755       0.388385     
