|6.6.6
Archiving\03_Data\frac/QFM_m4.75/LAR/LAR_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1531.33        2500.00        98.9934                 NaN            NaN            NaN            NaN  0.915534E-003  0.627963E-001  0.942911                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9982                 NaN            NaN            NaN            NaN            NaN  0.546945E-001  0.947116                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0008                 NaN            NaN            NaN            NaN            NaN  0.467132E-001  0.952463                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0033                 NaN            NaN            NaN            NaN            NaN  0.383891E-001  0.958350                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0061                 NaN            NaN            NaN            NaN            NaN  0.303106E-001  0.963587                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0122                 NaN            NaN            NaN            NaN            NaN  0.201862E-001  0.967628                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0128                 NaN            NaN            NaN            NaN            NaN  0.135627E-001  0.973629                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0119                 NaN            NaN            NaN            NaN            NaN  0.382023E-002  0.984287                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0096                 NaN            NaN            NaN            NaN            NaN  0.495701E-001  0.940841                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0148                 NaN            NaN            NaN            NaN            NaN  0.389407E-001  0.946254                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0091                 NaN            NaN            NaN            NaN            NaN            NaN  0.990922                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9928                 NaN            NaN            NaN  0.487152E-002            NaN            NaN   1.00238                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9826                 NaN            NaN            NaN  0.702406E-002            NaN            NaN   1.01037                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9754                 NaN            NaN            NaN  0.689129E-002            NaN            NaN   1.01776                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9610                 NaN            NaN            NaN  0.673010E-002            NaN            NaN   1.03232                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2898                 NaN            NaN            NaN  0.433614E-002            NaN            NaN  0.705870                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.5563                 NaN            NaN            NaN  0.852842E-002            NaN            NaN   1.43516                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.6310                 NaN            NaN            NaN  0.414311E-002            NaN            NaN  0.690879       0.674010                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.5160                 NaN            NaN            NaN  0.296393E-002            NaN            NaN  0.463968        1.01710                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.5390                 NaN            NaN            NaN  0.279243E-002            NaN            NaN  0.999100       0.459146                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.9994                 NaN            NaN            NaN  0.591904E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        97.1499                 NaN            NaN            NaN  0.456385E-002            NaN            NaN  0.900667        1.94483                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.6029                 NaN            NaN            NaN  0.235878E-002            NaN            NaN  0.444105       0.950591                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6235                 NaN            NaN            NaN  0.221028E-002            NaN            NaN  0.438325       0.936006                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6425                 NaN            NaN            NaN  0.205787E-002            NaN            NaN  0.432354       0.923123                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6621                 NaN            NaN            NaN  0.194380E-002            NaN            NaN  0.428269       0.907732                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6797                 NaN            NaN            NaN  0.180977E-002            NaN            NaN  0.894588       0.423872                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8828                 NaN            NaN            NaN  0.142046E-002            NaN            NaN  0.758023       0.357731                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5254                 NaN            NaN  0.115052E-002  0.174948E-002            NaN            NaN   1.00075       0.470930                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6835                 NaN            NaN  0.187163E-001  0.616027E-003            NaN            NaN  0.949736       0.347406                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7003                 NaN            NaN  0.191678E-001  0.482163E-003            NaN            NaN  0.938003       0.342035                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7192                 NaN            NaN  0.185315E-001  0.395902E-003            NaN            NaN  0.921527       0.340331                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7378                 NaN            NaN  0.178964E-001  0.315266E-003            NaN            NaN  0.338332       0.905629                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7552                 NaN            NaN  0.173206E-001  0.237252E-003            NaN            NaN  0.890775       0.336470                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7733                 NaN            NaN  0.167315E-001  0.167386E-003            NaN            NaN  0.334398       0.875381                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9784                 NaN            NaN  0.135127E-001  0.789744E-004            NaN            NaN  0.282026       0.726029                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6171                 NaN            NaN  0.180395E-001  0.506708E-004            NaN            NaN  0.981688       0.383164                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8211                 NaN            NaN  0.150707E-001            NaN            NaN            NaN  0.835708       0.328121                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8373                 NaN            NaN  0.144544E-001  0.207896E-003            NaN            NaN  0.326591       0.821448                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8514                 NaN            NaN  0.139484E-001            NaN            NaN            NaN  0.811115       0.323494                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8659                 NaN            NaN  0.133704E-001  0.215696E-003            NaN            NaN  0.322369       0.798114                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8796                 NaN            NaN  0.129057E-001  0.409357E-004            NaN            NaN  0.319138       0.788345                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8927                 NaN            NaN  0.123954E-001            NaN            NaN            NaN  0.778260       0.316634                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.2610                 NaN            NaN  0.308240E-001            NaN            NaN            NaN  0.863743       0.516550                 NaN  0.327840                 NaN            NaN            NaN
  1421.05        2500.00        96.6471                 NaN            NaN  0.781401E-001            NaN            NaN            NaN   1.02493        1.07934                 NaN   1.17047                 NaN            NaN            NaN
  1418.55        2500.00        96.7972                 NaN            NaN  0.738009E-001            NaN            NaN            NaN   1.03125       0.979794                 NaN   1.11796                 NaN            NaN            NaN
  1416.04        2500.00        96.9359                 NaN            NaN  0.696789E-001            NaN            NaN            NaN  0.986519       0.938950                 NaN   1.06899                 NaN            NaN            NaN
  1413.53        2500.00        97.0647                 NaN            NaN  0.659105E-001            NaN            NaN            NaN  0.944016       0.901651                 NaN   1.02374                 NaN            NaN            NaN
  1411.03        2500.00        97.1834                 NaN            NaN  0.623055E-001            NaN            NaN            NaN  0.904730       0.867861                 NaN  0.981695                 NaN            NaN            NaN
  1408.52        2500.00        97.2943                 NaN            NaN  0.590695E-001            NaN            NaN            NaN  0.834922       0.869075                 NaN  0.942669                 NaN            NaN            NaN
  1406.02        2500.00        97.3975                 NaN            NaN  0.559584E-001            NaN            NaN            NaN  0.834513       0.806007                 NaN  0.906063                 NaN            NaN            NaN
  1403.51        2500.00        97.4951                 NaN            NaN  0.530241E-001            NaN            NaN            NaN  0.778995       0.801570                 NaN  0.871351                 NaN            NaN            NaN
  1401.00        2500.00        97.5850                 NaN            NaN  0.503473E-001            NaN            NaN            NaN  0.771217       0.753996                 NaN  0.839447                 NaN            NaN            NaN
  1398.50        2500.00        97.6701                 NaN            NaN  0.477111E-001            NaN            NaN            NaN  0.729835       0.743294                 NaN  0.809052                 NaN            NaN            NaN
  1395.99        2500.00        97.7496                 NaN            NaN  0.453743E-001            NaN            NaN            NaN  0.716000       0.708244                 NaN  0.780803                 NaN            NaN            NaN
  1393.48        2500.00        97.8254                 NaN            NaN  0.428861E-001            NaN            NaN            NaN  0.689087       0.689046                 NaN  0.753541                 NaN            NaN            NaN
  1390.98        2500.00        97.8960                 NaN            NaN  0.407888E-001            NaN            NaN            NaN  0.670440       0.664508                 NaN  0.728298                 NaN            NaN            NaN
  1388.47        2500.00        97.9630                 NaN            NaN  0.386504E-001            NaN            NaN            NaN  0.641844       0.652304                 NaN  0.704183                 NaN            NaN            NaN
  1385.96        2500.00        98.0256                 NaN            NaN  0.366306E-001            NaN            NaN            NaN  0.619737       0.636351                 NaN  0.681671                 NaN            NaN            NaN
  1383.46        2500.00        98.0852                 NaN            NaN  0.347425E-001            NaN            NaN            NaN  0.621257       0.598546                 NaN  0.660215                 NaN            NaN            NaN
  1380.95        2500.00        98.1415                 NaN            NaN  0.329546E-001            NaN            NaN            NaN  0.578747       0.606687                 NaN  0.640095                 NaN            NaN            NaN
  1378.45        2500.00        98.1959                 NaN            NaN  0.311359E-001            NaN            NaN            NaN  0.595404       0.557362                 NaN  0.620152                 NaN            NaN            NaN
  1375.94        2500.00        98.2462                 NaN            NaN  0.294904E-001            NaN            NaN            NaN  0.540030       0.582379                 NaN  0.601895                 NaN            NaN            NaN
  1373.43        2500.00        98.2941                 NaN            NaN  0.278671E-001            NaN            NaN            NaN  0.522375       0.571146                 NaN  0.584505                 NaN            NaN            NaN
  1370.93        2500.00        98.3398                 NaN            NaN  0.263136E-001            NaN            NaN            NaN  0.560968       0.505021                 NaN  0.567858                 NaN            NaN            NaN
  1368.42        2500.00        98.3837                 NaN            NaN  0.248671E-001            NaN            NaN            NaN  0.551478       0.488082                 NaN  0.551904                 NaN            NaN            NaN
  1365.91        2500.00        98.4248                 NaN            NaN  0.233611E-001            NaN            NaN            NaN  0.471827       0.543182                 NaN  0.536780                 NaN            NaN            NaN
  1363.41        2500.00        98.4638                 NaN            NaN  0.219094E-001            NaN            NaN            NaN  0.535437       0.456367                 NaN  0.522477                 NaN            NaN            NaN
  1360.90        2500.00        98.5015                 NaN            NaN  0.206276E-001            NaN            NaN            NaN  0.527904       0.441291                 NaN  0.508677                 NaN            NaN            NaN
  1358.40        2500.00        98.5370                 NaN            NaN  0.192625E-001            NaN            NaN            NaN  0.426056       0.522130                 NaN  0.495600                 NaN            NaN            NaN
  1355.89        2500.00        98.5715                 NaN            NaN  0.180021E-001            NaN            NaN            NaN  0.411777       0.515768                 NaN  0.482939                 NaN            NaN            NaN
  1353.38        2500.00        98.6032                 NaN            NaN  0.167618E-001            NaN            NaN            NaN  0.510415       0.398392                 NaN  0.471191                 NaN            NaN            NaN
  1350.88        2500.00        98.6343                 NaN            NaN  0.155588E-001            NaN            NaN            NaN  0.385122       0.505422                 NaN  0.459563                 NaN            NaN            NaN
  1348.37        2500.00        98.6631                 NaN            NaN  0.143805E-001            NaN            NaN            NaN  0.502056       0.371576                 NaN  0.448882                 NaN            NaN            NaN
  1345.86        2500.00        98.6911                 NaN            NaN  0.131612E-001            NaN            NaN            NaN  0.358266       0.498759                 NaN  0.438715                 NaN            NaN            NaN
  1343.36        2500.00        98.7188                 NaN            NaN  0.121149E-001            NaN            NaN            NaN  0.344958       0.496020                 NaN  0.428121                 NaN            NaN            NaN
  1340.85        2500.00        98.7431                 NaN            NaN  0.110053E-001            NaN            NaN            NaN  0.332880       0.494069                 NaN  0.418981                 NaN            NaN            NaN
  1338.35        2500.00        98.7574                 NaN            NaN  0.106388E-001            NaN            NaN            NaN  0.308191       0.501105                 NaN  0.422637                 NaN            NaN            NaN
  1335.84        2500.00        98.8008                 NaN            NaN  0.777371E-002            NaN            NaN            NaN  0.323607       0.479681                 NaN  0.388097                 NaN            NaN            NaN
  1333.33        2500.00        98.8124                 NaN            NaN  0.776389E-002            NaN            NaN            NaN  0.292610       0.494277                 NaN  0.392985                 NaN            NaN            NaN
  1330.83        2500.00        98.8334                 NaN            NaN  0.682645E-002            NaN            NaN            NaN  0.495082       0.279579                 NaN  0.385073                 NaN            NaN            NaN
  1328.32        2500.00        98.8534                 NaN            NaN  0.579056E-002            NaN            NaN            NaN  0.497428       0.265831                 NaN  0.377527                 NaN            NaN            NaN
  1325.81        2500.00        98.8718                 NaN            NaN  0.480742E-002            NaN            NaN            NaN  0.500865       0.251975                 NaN  0.370572                 NaN            NaN            NaN
  1323.31        2500.00        98.8883                 NaN            NaN  0.387046E-002            NaN            NaN            NaN  0.236780       0.506601                 NaN  0.364425                 NaN            NaN            NaN
  1320.80        2500.00        98.9058                 NaN            NaN  0.248083E-002            NaN            NaN            NaN  0.214017       0.520309                 NaN  0.357442                 NaN            NaN            NaN
  1318.30        2500.00        98.9246                 NaN            NaN  0.183135E-002            NaN            NaN            NaN  0.522013       0.201235                 NaN  0.350287                 NaN            NaN            NaN
  1315.79        2500.00        98.9371                 NaN            NaN  0.852386E-003            NaN            NaN            NaN  0.534718       0.181787                 NaN  0.345537                 NaN            NaN            NaN
  1313.28        2500.00        98.9526                 NaN            NaN            NaN            NaN            NaN            NaN  0.158956       0.548788                 NaN  0.339691                 NaN            NaN            NaN
  1310.78        2500.00        98.9645                 NaN            NaN  0.564986E-003            NaN            NaN            NaN  0.143587       0.554719                 NaN  0.336631                 NaN            NaN            NaN
  1308.27        2500.00        79.6295                 NaN            NaN  0.175176                 NaN            NaN            NaN   2.65292        2.07510                 NaN   2.79285        12.6745                 NaN            NaN
  1305.76        2500.00        78.3767                 NaN            NaN  0.178856                 NaN            NaN            NaN   4.96061                 NaN            NaN   2.93282        13.5510                 NaN            NaN
  1303.26        2500.00        81.5553                 NaN            NaN  0.143849                 NaN            NaN            NaN   4.27059                 NaN            NaN   2.50979        11.5204                 NaN            NaN
  1300.75        2500.00        78.5575                 NaN            NaN  0.136704                 NaN            NaN            NaN   4.74885                 NaN            NaN   2.86872        13.4614       0.226828                 NaN
  1298.25        2500.00        71.0098                 NaN            NaN  0.136951                 NaN            NaN            NaN   6.05990                 NaN            NaN   3.78493        18.3482       0.660202                 NaN
  1295.74        2500.00        53.6593                 NaN            NaN  0.272345                 NaN            NaN            NaN   9.26758                 NaN            NaN   6.01880        29.7144        1.06760                 NaN
  1293.23        2500.00        72.6242                 NaN            NaN  0.185917                 NaN            NaN            NaN   5.26880                 NaN            NaN   3.51387        17.7765       0.630654                 NaN
  1290.73        2500.00        87.9062                 NaN            NaN  0.746862E-001            NaN            NaN            NaN  0.142936        2.16747                 NaN   1.52162        7.91997       0.267063                 NaN
  1288.22        2500.00        77.8816                 NaN            NaN  0.139997                 NaN            NaN            NaN   3.94276                 NaN            NaN   2.60367        14.9406       0.491342                 NaN
  1285.71        2500.00       100.0000       0.135670E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1283.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1280.70        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1278.20        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1275.69        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.18        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1270.68        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.932201E-006            NaN            NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        35.7559                 NaN            NaN            NaN            NaN            NaN            NaN   14.1091                 NaN            NaN   8.03663        40.7699        1.32855                 NaN
  1265.66        2500.00        89.0073                 NaN            NaN            NaN            NaN            NaN            NaN   1.08995       0.541975                 NaN   1.23100        7.80856       0.321186                 NaN
  1263.16        2500.00        98.1472                 NaN            NaN            NaN            NaN            NaN            NaN  0.787151                 NaN            NaN  0.350348       0.707002       0.829310E-002            NaN
  1260.65        2500.00        94.5346                 NaN            NaN            NaN            NaN            NaN            NaN   1.22223                 NaN            NaN  0.710658        3.41243       0.120030                 NaN
  1258.15        2500.00        94.3440                 NaN            NaN            NaN            NaN            NaN            NaN   1.17929                 NaN            NaN  0.697544        3.63463       0.144513                 NaN
  1255.64        2500.00        92.8501                 NaN            NaN            NaN            NaN            NaN            NaN   1.28244                 NaN            NaN  0.816489        4.89095       0.159987                 NaN
  1253.13        2500.00        96.2763                 NaN            NaN            NaN            NaN            NaN            NaN  0.879385                 NaN            NaN  0.419000        2.34370       0.816438E-001            NaN
  1250.63        2500.00        97.2116                 NaN            NaN            NaN            NaN            NaN            NaN  0.552458                 NaN            NaN  0.320647        1.84482       0.704543E-001            NaN
  1248.12        2500.00        94.9485                 NaN            NaN            NaN            NaN            NaN            NaN   1.15923                 NaN            NaN  0.671812        3.13449       0.859992E-001            NaN
  1245.61        2500.00        92.7958                 NaN            NaN            NaN            NaN            NaN            NaN   1.45607                 NaN            NaN  0.924988        4.68375       0.139364                 NaN
  1243.11        2500.00        99.3812                 NaN            NaN            NaN            NaN            NaN            NaN  0.372118E-001  0.877322E-001            NaN  0.712149E-001  0.408839       0.138121E-001            NaN
  1240.60        2500.00        99.9814                 NaN            NaN            NaN            NaN            NaN            NaN  0.209782E-002  0.445819E-002            NaN  0.322374E-002  0.816702E-002  0.647246E-003            NaN
  1238.10        2500.00        94.3637                 NaN            NaN            NaN            NaN            NaN            NaN   1.20189                 NaN            NaN  0.721706        3.61459       0.980757E-001            NaN
  1235.59        2500.00        96.9981                 NaN            NaN            NaN            NaN            NaN            NaN  0.628046                 NaN            NaN  0.376577        1.94378       0.534803E-001            NaN
  1233.08        2500.00        83.2316                 NaN            NaN            NaN            NaN            NaN            NaN   1.84660                 NaN            NaN   1.42224        8.42828       0.161046        4.91019     
  1230.58        2500.00        67.4924                 NaN            NaN            NaN            NaN            NaN            NaN   3.22735       0.877448E-003            NaN   2.59195        15.4679       0.245287        10.9743     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15530        6.30810       0.131670E-005   7.93655        47.1454       0.688753        33.7659     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19005        6.27508       0.113781E-004   7.94097        47.1379       0.688139        33.7679     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   1.69088                 NaN   2.58829        4.89647                 NaN   7.73865        47.8574       0.795568        34.4327     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.81969        5.63446                 NaN   7.93844        47.1477       0.690654        33.7691     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.85945        5.59656                 NaN   7.94329        47.1397       0.689961        33.7710     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.90530        5.55254                 NaN   7.94810        47.1319       0.689285        33.7729     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.95710        5.50252                 NaN   7.95290        47.1241       0.688609        33.7748     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.00465        5.45693                 NaN   7.95769        47.1162       0.687919        33.7766     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.04772        5.41578                 NaN   7.96253        47.1082       0.687207        33.7786     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.10004        5.36525                 NaN   7.96721        47.1002       0.686563        33.7807     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.14513        5.32211                 NaN   7.97208        47.0921       0.685842        33.7827     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.18963        5.27964                 NaN   7.97695        47.0840       0.685110        33.7847     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.23042        5.24101                 NaN   7.98180        47.0757       0.684365        33.7867     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.27764        5.19587                 NaN   7.98669        47.0675       0.683623        33.7887     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.32108        5.15463                 NaN   7.99158        47.0592       0.682862        33.7907     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.36411        5.11385                 NaN   7.99649        47.0508       0.682091        33.7927     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.40560        5.07466                 NaN   8.00139        47.0424       0.681310        33.7947     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44336        5.03937                 NaN   8.00621        47.0338       0.680509        33.7968     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.48700        4.99796                 NaN   8.01126        47.0253       0.679713        33.7988     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.52679        4.96062                 NaN   8.01619        47.0166       0.678894        33.8009     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56761        4.92226                 NaN   8.02117        47.0080       0.678073        33.8029     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.60894        4.88349                 NaN   8.02610        46.9992       0.677246        33.8050     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.64764        4.84731                 NaN   8.03109        46.9905       0.676400        33.8071     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.68539        4.81215                 NaN   8.03603        46.9817       0.675546        33.8092     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.71397        4.78637                 NaN   8.04093        46.9727       0.674665        33.8114     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75218        4.75080                 NaN   8.04585        46.9639       0.673818        33.8135     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.78950        4.71627                 NaN   8.05092        46.9548       0.672917        33.8156     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.82519        4.68341                 NaN   8.05592        46.9457       0.672015        33.8177     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.86535        4.64598                 NaN   8.06088        46.9368       0.671125        33.8199     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.90008        4.61421                 NaN   8.06595        46.9275       0.670189        33.8221     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.93396        4.58328                 NaN   8.07095        46.9183       0.669265        33.8242     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.97040        4.54978                 NaN   8.07600        46.9091       0.668323        33.8264     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.00033        4.52297                 NaN   8.08090        46.8998       0.667392        33.8286     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.03343        4.49291                 NaN   8.08596        46.8904       0.666425        33.8308     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.06008        4.46943                 NaN   8.09092        46.8810       0.665457        33.8331     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.08999        4.44267                 NaN   8.09590        46.8716       0.664485        33.8353     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.12152        4.41436                 NaN   8.10092        46.8621       0.663498        33.8376     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.14889        4.39032                 NaN   8.10595        46.8525       0.662491        33.8398     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.18781        4.35460                 NaN   8.11107        46.8430       0.661484        33.8421     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.20163        4.34421                 NaN   8.11583        46.8335       0.660493        33.8444     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.22264        4.32665                 NaN   8.12076        46.8238       0.659467        33.8467     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.24831        4.30437                 NaN   8.12570        46.8142       0.658448        33.8490     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.26730        4.28886                 NaN   8.13058        46.8045       0.657416        33.8513     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.30361        4.25603                 NaN   8.13574        46.7947       0.656354        33.8536     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.32941        4.23381                 NaN   8.14078        46.7848       0.655281        33.8559     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.35353        4.21327                 NaN   8.14574        46.7750       0.654231        33.8582     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.37866        4.19227                 NaN   8.15048        46.7648       0.653031        33.8607     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.39883        4.17706                 NaN   8.15446        46.7546       0.651609        33.8634     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.40647        4.17488                 NaN   8.15803        46.7442       0.650087        33.8663     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.43736        4.14873                 NaN   8.16241        46.7338       0.648701        33.8690     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.46155        4.12949                 NaN   8.16660        46.7234       0.647272        33.8717     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.44879        4.14147                 NaN   8.17556        46.7135       0.647705        33.8730     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.47224        4.12209                 NaN   8.18070        46.7030       0.646572        33.8754     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.48674        4.11171                 NaN   8.18568        46.6925       0.645444        33.8779     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49737        4.10524                 NaN   8.19059        46.6820       0.644317        33.8805     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49904        4.10779                 NaN   8.19539        46.6715       0.643208        33.8830     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.52439        4.08663                 NaN   8.20059        46.6608       0.642031        33.8855     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.52859        4.08673                 NaN   8.20542        46.6503       0.640903        33.8881     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.53362        4.08597                 NaN   8.21026        46.6397       0.639769        33.8907     
