|6.6.6
Archiving\03_Data\frac/QFM_m4.75/LAR/LAR_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1531.33        2500.00        98.8467                 NaN            NaN            NaN            NaN  0.110407E-002  0.723634E-001   1.07988                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8517                 NaN            NaN            NaN            NaN            NaN  0.630622E-001   1.08527                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8538                 NaN            NaN            NaN            NaN            NaN  0.539045E-001   1.09225                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8560                 NaN            NaN            NaN            NaN            NaN  0.443244E-001   1.09970                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8583                 NaN            NaN            NaN            NaN            NaN  0.350260E-001   1.10666                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8647                 NaN            NaN            NaN            NaN            NaN  0.233427E-001   1.11192                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8648                 NaN            NaN            NaN            NaN            NaN  0.156927E-001   1.11951                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8632                 NaN            NaN            NaN            NaN            NaN  0.442263E-002   1.13235                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8591                 NaN            NaN            NaN            NaN            NaN  0.574391E-001   1.08350                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8645                 NaN            NaN            NaN            NaN            NaN  0.451539E-001   1.09030                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8574                 NaN            NaN            NaN            NaN            NaN            NaN   1.14258                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8358                 NaN            NaN            NaN  0.762039E-002            NaN            NaN   1.15655                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8223                 NaN            NaN            NaN  0.109877E-001            NaN            NaN   1.16669                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8134                 NaN            NaN            NaN  0.107758E-001            NaN            NaN   1.17586                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7959                 NaN            NaN            NaN  0.105231E-001            NaN            NaN   1.19356                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1767                 NaN            NaN            NaN  0.678830E-002            NaN            NaN  0.816510                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3262                 NaN            NaN            NaN  0.133247E-001            NaN            NaN   1.66051                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4193                 NaN            NaN            NaN  0.647089E-002            NaN            NaN  0.793549       0.780659                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2886                 NaN            NaN            NaN  0.462525E-002            NaN            NaN  0.537846        1.16897                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3138                 NaN            NaN            NaN  0.435424E-002            NaN            NaN   1.14911       0.532764                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.9991                 NaN            NaN            NaN  0.922416E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        96.7124                 NaN            NaN            NaN  0.709165E-002            NaN            NaN   1.04498        2.23551                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3834                 NaN            NaN            NaN  0.367055E-002            NaN            NaN  0.516973        1.09600                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4057                 NaN            NaN            NaN  0.343741E-002            NaN            NaN  0.510790        1.08010                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4262                 NaN            NaN            NaN  0.319868E-002            NaN            NaN  0.504385        1.06620                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4476                 NaN            NaN            NaN  0.301900E-002            NaN            NaN  0.500158        1.04924                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4667                 NaN            NaN            NaN  0.280855E-002            NaN            NaN   1.03492       0.495571                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.7009                 NaN            NaN            NaN  0.220357E-002            NaN            NaN  0.878011       0.418842                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2833                 NaN            NaN  0.304102E-002  0.271033E-002            NaN            NaN   1.15938       0.551611                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4407                 NaN            NaN  0.495067E-001  0.953852E-003            NaN            NaN   1.10139       0.407454                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4579                 NaN            NaN  0.507394E-001  0.746086E-003            NaN            NaN   1.08896       0.401682                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4790                 NaN            NaN  0.490934E-001  0.612309E-003            NaN            NaN   1.07103       0.400228                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4999                 NaN            NaN  0.474477E-001  0.487334E-003            NaN            NaN  0.398419        1.05375                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5193                 NaN            NaN  0.459569E-001  0.366496E-003            NaN            NaN   1.03762       0.396761                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5396                 NaN            NaN  0.444282E-001  0.258466E-003            NaN            NaN  0.394849        1.02083                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7825                 NaN            NaN  0.359178E-001  0.121971E-003            NaN            NaN  0.333602       0.847815                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3515                 NaN            NaN  0.479581E-001  0.781171E-004            NaN            NaN   1.14696       0.453498                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5930                 NaN            NaN  0.401113E-001            NaN            NaN            NaN  0.977887       0.389032                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6111                 NaN            NaN  0.385012E-001  0.320235E-003            NaN            NaN  0.387742       0.962305                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6269                 NaN            NaN  0.371821E-001            NaN            NaN            NaN  0.951329       0.384609                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6430                 NaN            NaN  0.356691E-001  0.331817E-003            NaN            NaN  0.383795       0.937180                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6582                 NaN            NaN  0.344562E-001  0.629311E-004            NaN            NaN  0.380473       0.926790                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6729                 NaN            NaN  0.331193E-001            NaN            NaN            NaN  0.916001       0.378021                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.9668                 NaN            NaN  0.823878E-001            NaN            NaN            NaN   1.01738       0.617284                 NaN  0.316161                 NaN            NaN            NaN
  1421.05        2500.00        96.1649                 NaN            NaN  0.208876                 NaN            NaN            NaN   1.22555        1.27184                 NaN   1.12880                 NaN            NaN            NaN
  1418.55        2500.00        96.3288                 NaN            NaN  0.197715                 NaN            NaN            NaN   1.21829        1.17476                 NaN   1.08048                 NaN            NaN            NaN
  1416.04        2500.00        96.4803                 NaN            NaN  0.187082                 NaN            NaN            NaN   1.16839        1.12885                 NaN   1.03534                 NaN            NaN            NaN
  1413.53        2500.00        96.6213                 NaN            NaN  0.177347                 NaN            NaN            NaN   1.12085        1.08688                 NaN  0.993594                 NaN            NaN            NaN
  1411.03        2500.00        96.7514                 NaN            NaN  0.168005                 NaN            NaN            NaN   1.07692        1.04896                 NaN  0.954758                 NaN            NaN            NaN
  1408.52        2500.00        96.8730                 NaN            NaN  0.159615                 NaN            NaN            NaN   1.01174        1.03699                 NaN  0.918671                 NaN            NaN            NaN
  1406.02        2500.00        96.9863                 NaN            NaN  0.151522                 NaN            NaN            NaN  0.998186       0.979233                 NaN  0.884772                 NaN            NaN            NaN
  1403.51        2500.00        97.0936                 NaN            NaN  0.143872                 NaN            NaN            NaN  0.948817       0.961122                 NaN  0.852565                 NaN            NaN            NaN
  1401.00        2500.00        97.1926                 NaN            NaN  0.136886                 NaN            NaN            NaN  0.926876       0.920677                 NaN  0.822956                 NaN            NaN            NaN
  1398.50        2500.00        97.2865                 NaN            NaN  0.129978                 NaN            NaN            NaN  0.893379       0.895502                 NaN  0.794691                 NaN            NaN            NaN
  1395.99        2500.00        97.3741                 NaN            NaN  0.123856                 NaN            NaN            NaN  0.864564       0.869048                 NaN  0.768407                 NaN            NaN            NaN
  1393.48        2500.00        97.4580                 NaN            NaN  0.117293                 NaN            NaN            NaN  0.834093       0.847636                 NaN  0.742975                 NaN            NaN            NaN
  1390.98        2500.00        97.5360                 NaN            NaN  0.111772                 NaN            NaN            NaN  0.826710       0.806132                 NaN  0.719422                 NaN            NaN            NaN
  1388.47        2500.00        97.6103                 NaN            NaN  0.106114                 NaN            NaN            NaN  0.780496       0.806244                 NaN  0.696878                 NaN            NaN            NaN
  1385.96        2500.00        97.6797                 NaN            NaN  0.100758                 NaN            NaN            NaN  0.755333       0.788411                 NaN  0.675823                 NaN            NaN            NaN
  1383.46        2500.00        97.7459                 NaN            NaN  0.957422E-001            NaN            NaN            NaN  0.771501       0.731159                 NaN  0.655724                 NaN            NaN            NaN
  1380.95        2500.00        97.8085                 NaN            NaN  0.909822E-001            NaN            NaN            NaN  0.708590       0.755107                 NaN  0.636865                 NaN            NaN            NaN
  1378.45        2500.00        97.8691                 NaN            NaN  0.861170E-001            NaN            NaN            NaN  0.742811       0.683903                 NaN  0.618101                 NaN            NaN            NaN
  1375.94        2500.00        97.9250                 NaN            NaN  0.817123E-001            NaN            NaN            NaN  0.664119       0.728181                 NaN  0.600939                 NaN            NaN            NaN
  1373.43        2500.00        97.9785                 NaN            NaN  0.773512E-001            NaN            NaN            NaN  0.643843       0.715733                 NaN  0.584572                 NaN            NaN            NaN
  1370.93        2500.00        98.0296                 NaN            NaN  0.731673E-001            NaN            NaN            NaN  0.704528       0.623841                 NaN  0.568880                 NaN            NaN            NaN
  1368.42        2500.00        98.0786                 NaN            NaN  0.692650E-001            NaN            NaN            NaN  0.694109       0.604197                 NaN  0.553818                 NaN            NaN            NaN
  1365.91        2500.00        98.1247                 NaN            NaN  0.651815E-001            NaN            NaN            NaN  0.585367       0.685182                 NaN  0.539526                 NaN            NaN            NaN
  1363.41        2500.00        98.1684                 NaN            NaN  0.612346E-001            NaN            NaN            NaN  0.676888       0.567456                 NaN  0.526003                 NaN            NaN            NaN
  1360.90        2500.00        98.2107                 NaN            NaN  0.577486E-001            NaN            NaN            NaN  0.668742       0.549870                 NaN  0.512932                 NaN            NaN            NaN
  1358.40        2500.00        98.2506                 NaN            NaN  0.540161E-001            NaN            NaN            NaN  0.532050       0.662840                 NaN  0.500537                 NaN            NaN            NaN
  1355.89        2500.00        98.2895                 NaN            NaN  0.505643E-001            NaN            NaN            NaN  0.515311       0.656103                 NaN  0.488516                 NaN            NaN            NaN
  1353.38        2500.00        98.3252                 NaN            NaN  0.471564E-001            NaN            NaN            NaN  0.650650       0.499653                 NaN  0.477369                 NaN            NaN            NaN
  1350.88        2500.00        98.3603                 NaN            NaN  0.438420E-001            NaN            NaN            NaN  0.484028       0.645567                 NaN  0.466301                 NaN            NaN            NaN
  1348.37        2500.00        98.3927                 NaN            NaN  0.405858E-001            NaN            NaN            NaN  0.642568       0.468010                 NaN  0.456153                 NaN            NaN            NaN
  1345.86        2500.00        98.4244                 NaN            NaN  0.372029E-001            NaN            NaN            NaN  0.452229       0.639631                 NaN  0.446488                 NaN            NaN            NaN
  1343.36        2500.00        98.4557                 NaN            NaN  0.342980E-001            NaN            NaN            NaN  0.436324       0.637301                 NaN  0.436351                 NaN            NaN            NaN
  1340.85        2500.00        98.4831                 NaN            NaN  0.312044E-001            NaN            NaN            NaN  0.421960       0.636053                 NaN  0.427658                 NaN            NaN            NaN
  1338.35        2500.00        98.4994                 NaN            NaN  0.302111E-001            NaN            NaN            NaN  0.391626       0.646756                 NaN  0.432017                 NaN            NaN            NaN
  1335.84        2500.00        98.5488                 NaN            NaN  0.221082E-001            NaN            NaN            NaN  0.411953       0.619884                 NaN  0.397279                 NaN            NaN            NaN
  1333.33        2500.00        98.5618                 NaN            NaN  0.221127E-001            NaN            NaN            NaN  0.373302       0.639939                 NaN  0.402845                 NaN            NaN            NaN
  1330.83        2500.00        98.5857                 NaN            NaN  0.194712E-001            NaN            NaN            NaN  0.642100       0.357410                 NaN  0.395286                 NaN            NaN            NaN
  1328.32        2500.00        98.6085                 NaN            NaN  0.165404E-001            NaN            NaN            NaN  0.646317       0.340573                 NaN  0.388075                 NaN            NaN            NaN
  1325.81        2500.00        98.6294                 NaN            NaN  0.137518E-001            NaN            NaN            NaN  0.651921       0.323516                 NaN  0.381446                 NaN            NaN            NaN
  1323.31        2500.00        98.6481                 NaN            NaN  0.110873E-001            NaN            NaN            NaN  0.304648       0.660553                 NaN  0.375625                 NaN            NaN            NaN
  1320.80        2500.00        98.6682                 NaN            NaN  0.711660E-002            NaN            NaN            NaN  0.276059       0.679743                 NaN  0.368921                 NaN            NaN            NaN
  1318.30        2500.00        98.6898                 NaN            NaN  0.526078E-002            NaN            NaN            NaN  0.682889       0.260046                 NaN  0.362015                 NaN            NaN            NaN
  1315.79        2500.00        98.7038                 NaN            NaN  0.245195E-002            NaN            NaN            NaN  0.700691       0.235472                 NaN  0.357572                 NaN            NaN            NaN
  1313.28        2500.00        98.7215                 NaN            NaN            NaN            NaN            NaN            NaN  0.206324       0.720186                 NaN  0.351979                 NaN            NaN            NaN
  1310.78        2500.00        98.7332                 NaN            NaN  0.162965E-002            NaN            NaN            NaN  0.186803       0.729065                 NaN  0.349257                 NaN            NaN            NaN
  1308.27        2500.00        78.4546                 NaN            NaN  0.499048                 NaN            NaN            NaN   3.41587        2.69246                 NaN   2.86168        12.0764                 NaN            NaN
  1305.76        2500.00        77.1818                 NaN            NaN  0.509139                 NaN            NaN            NaN   6.40790                 NaN            NaN   3.00258        12.8986                 NaN            NaN
  1303.26        2500.00        80.4996                 NaN            NaN  0.410294                 NaN            NaN            NaN   5.53079                 NaN            NaN   2.57439        10.9849                 NaN            NaN
  1300.75        2500.00        77.3462                 NaN            NaN  0.389020                 NaN            NaN            NaN   6.12989                 NaN            NaN   2.93560        12.8020       0.397294                 NaN
  1298.25        2500.00        69.4747                 NaN            NaN  0.387894                 NaN            NaN            NaN   7.77396                 NaN            NaN   3.85474        17.3578        1.15090                 NaN
  1295.74        2500.00        51.7650                 NaN            NaN  0.763879                 NaN            NaN            NaN   11.7433                 NaN            NaN   6.06981        27.8152        1.84293                 NaN
  1293.23        2500.00        71.0768                 NaN            NaN  0.530676                 NaN            NaN            NaN   6.76313                 NaN            NaN   3.60602        16.9155        1.10786                 NaN
  1290.73        2500.00        87.0992                 NaN            NaN  0.216076                 NaN            NaN            NaN  0.184139        2.81567                 NaN   1.58261        7.62684       0.475494                 NaN
  1288.22        2500.00        76.6857                 NaN            NaN  0.402977                 NaN            NaN            NaN   5.07471                 NaN            NaN   2.69413        14.2721       0.870356                 NaN
  1285.71        2500.00       100.0000       0.130740E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1283.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1280.70        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1278.20        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1275.69        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.18        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1270.68        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.123758E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        33.5635                 NaN            NaN            NaN            NaN            NaN            NaN   18.1798                 NaN            NaN   8.09044        37.8761        2.29020                 NaN
  1265.66        2500.00        88.2122                 NaN            NaN            NaN            NaN            NaN            NaN   1.47409       0.741879                 NaN   1.31123        7.67475       0.585853                 NaN
  1263.16        2500.00        97.8162                 NaN            NaN            NaN            NaN            NaN            NaN   1.09271                 NaN            NaN  0.375977       0.699915       0.152406E-001            NaN
  1260.65        2500.00        93.9581                 NaN            NaN            NaN            NaN            NaN            NaN   1.68021                 NaN            NaN  0.762364        3.37881       0.220510                 NaN
  1258.15        2500.00        93.7433                 NaN            NaN            NaN            NaN            NaN            NaN   1.63422                 NaN            NaN  0.750043        3.60633       0.266119                 NaN
  1255.64        2500.00        92.1984                 NaN            NaN            NaN            NaN            NaN            NaN   1.76852                 NaN            NaN  0.879527        4.85838       0.295155                 NaN
  1253.13        2500.00        95.8337                 NaN            NaN            NaN            NaN            NaN            NaN   1.22249                 NaN            NaN  0.453351        2.33916       0.151295                 NaN
  1250.63        2500.00        96.9046                 NaN            NaN            NaN            NaN            NaN            NaN  0.770158                 NaN            NaN  0.347889        1.84638       0.130923                 NaN
  1248.12        2500.00        94.3316                 NaN            NaN            NaN            NaN            NaN            NaN   1.64361                 NaN            NaN  0.728759        3.13622       0.159786                 NaN
  1245.61        2500.00        91.9713                 NaN            NaN            NaN            NaN            NaN            NaN   2.06797                 NaN            NaN   1.00532        4.69594       0.259445                 NaN
  1243.11        2500.00        99.3059                 NaN            NaN            NaN            NaN            NaN            NaN  0.523036E-001  0.124401                 NaN  0.780598E-001  0.413425       0.259330E-001            NaN
  1240.60        2500.00        99.9776                 NaN            NaN            NaN            NaN            NaN            NaN  0.305833E-002  0.633794E-002            NaN  0.353612E-002  0.826437E-002  0.121615E-002            NaN
  1238.10        2500.00        93.6627                 NaN            NaN            NaN            NaN            NaN            NaN   1.72065                 NaN            NaN  0.788801        3.64418       0.183626                 NaN
  1235.59        2500.00        96.6114                 NaN            NaN            NaN            NaN            NaN            NaN  0.903080                 NaN            NaN  0.413861        1.97099       0.100687                 NaN
  1233.08        2500.00        82.0643                 NaN            NaN            NaN            NaN            NaN            NaN   2.62500                 NaN            NaN   1.54897        8.46298       0.300478        4.99825     
  1230.58        2500.00        65.8194                 NaN            NaN            NaN            NaN            NaN            NaN   4.55247       0.120972E-002            NaN   2.79012        15.3436       0.452356        11.0409     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.68409        8.39855       0.177593E-005   8.10804        44.3658        1.20551        32.2381     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.73129        8.35354       0.153450E-004   8.11260        44.3597        1.20448        32.2384     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71609                 NaN   3.47064        6.47615                 NaN   7.91764        45.1046        1.39463        32.9203     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.58779        7.48459                 NaN   8.11020        44.3714        1.20899        32.2370     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.64146        7.43326                 NaN   8.11519        44.3650        1.20782        32.2373     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.70332        7.37368                 NaN   8.12015        44.3585        1.20668        32.2376     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.77322        7.30603                 NaN   8.12510        44.3522        1.20555        32.2379     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.83729        7.24432                 NaN   8.13004        44.3458        1.20439        32.2382     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.89542        7.18865                 NaN   8.13502        44.3392        1.20318        32.2385     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96599        7.12021                 NaN   8.13985        44.3328        1.20210        32.2391     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.02683        7.06185                 NaN   8.14487        44.3261        1.20088        32.2395     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.08679        7.00443                 NaN   8.14989        44.3194        1.19965        32.2399     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.14174        6.95213                 NaN   8.15488        44.3126        1.19839        32.2403     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.20535        6.89110                 NaN   8.15992        44.3059        1.19713        32.2406     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.26383        6.83532                 NaN   8.16496        44.2990        1.19585        32.2411     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.32176        6.78014                 NaN   8.17002        44.2921        1.19454        32.2415     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.37759        6.72712                 NaN   8.17506        44.2851        1.19322        32.2419     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42839        6.67937                 NaN   8.18002        44.2780        1.19186        32.2424     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.48709        6.62341                 NaN   8.18522        44.2710        1.19051        32.2428     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.54060        6.57290                 NaN   8.19030        44.2638        1.18912        32.2433     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.59547        6.52102                 NaN   8.19542        44.2566        1.18772        32.2438     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.65096        6.46858                 NaN   8.20051        44.2494        1.18632        32.2442     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.70303        6.41964                 NaN   8.20563        44.2421        1.18488        32.2447     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.75375        6.37208                 NaN   8.21072        44.2348        1.18343        32.2452     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.79216        6.33707                 NaN   8.21576        44.2273        1.18193        32.2458     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.84348        6.28893                 NaN   8.22083        44.2200        1.18049        32.2463     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.89357        6.24224                 NaN   8.22604        44.2123        1.17895        32.2469     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.94144        6.19778                 NaN   8.23119        44.2048        1.17742        32.2474     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.99536        6.14719                 NaN   8.23629        44.1973        1.17590        32.2479     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.04193        6.10420                 NaN   8.24151        44.1895        1.17430        32.2485     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.08736        6.06234                 NaN   8.24665        44.1818        1.17273        32.2491     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.13622        6.01703                 NaN   8.25185        44.1741        1.17112        32.2497     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.17632        5.98062                 NaN   8.25689        44.1663        1.16953        32.2503     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.22074        5.93993                 NaN   8.26209        44.1584        1.16788        32.2509     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.25646        5.90803                 NaN   8.26720        44.1505        1.16622        32.2515     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.29657        5.87172                 NaN   8.27231        44.1427        1.16456        32.2522     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.33881        5.83335                 NaN   8.27748        44.1347        1.16287        32.2528     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.37544        5.80071                 NaN   8.28266        44.1266        1.16115        32.2535     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.42756        5.75246                 NaN   8.28791        44.1185        1.15943        32.2541     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.44615        5.73797                 NaN   8.29282        44.1105        1.15773        32.2548     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.47430        5.71395                 NaN   8.29788        44.1024        1.15598        32.2555     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.50870        5.68362                 NaN   8.30296        44.0943        1.15423        32.2562     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53417        5.66233                 NaN   8.30798        44.0861        1.15246        32.2569     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.58273        5.61793                 NaN   8.31329        44.0778        1.15064        32.2576     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.61726        5.58768                 NaN   8.31848        44.0694        1.14880        32.2583     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.64955        5.55967                 NaN   8.32357        44.0611        1.14700        32.2591     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.68318        5.53101                 NaN   8.32844        44.0525        1.14494        32.2599     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71021        5.51004                 NaN   8.33253        44.0437        1.14249        32.2610     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72052        5.50642                 NaN   8.33619        44.0348        1.13986        32.2622     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.76181        5.47088                 NaN   8.34069        44.0260        1.13747        32.2632     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.79418        5.44451                 NaN   8.34500        44.0171        1.13500        32.2642     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.77735        5.45973                 NaN   8.35421        44.0088        1.13580        32.2641     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.80870        5.43318                 NaN   8.35949        43.9998        1.13386        32.2649     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.82816        5.41859                 NaN   8.36461        43.9909        1.13192        32.2658     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.84246        5.40923                 NaN   8.36966        43.9819        1.12998        32.2667     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.84484        5.41183                 NaN   8.37458        43.9730        1.12807        32.2677     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.87873        5.38286                 NaN   8.37993        43.9639        1.12605        32.2686     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.88448        5.38220                 NaN   8.38488        43.9548        1.12411        32.2695     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.89138        5.38033                 NaN   8.38986        43.9458        1.12216        32.2705     
