|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        q             
  1209.06        500.000        88.7581        1.75700                 NaN            NaN            NaN            NaN            NaN  0.930639       0.775630E-001   4.15496        4.32175     
  1207.91        500.000        65.3861        5.09561                 NaN            NaN            NaN            NaN  0.354152        2.86785       0.229511        12.7380        13.3288     
  1206.77        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN  0.123425E-005            NaN            NaN            NaN            NaN
  1205.62        500.000        90.8768        1.44092                 NaN            NaN            NaN            NaN            NaN  0.757541       0.572461E-001   3.36591        3.50158     
  1204.47        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1202.17        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.02        500.000        80.6024        3.00547                 NaN            NaN            NaN            NaN            NaN   1.61223       0.112053        7.21055        7.45728     
  1199.87        500.000        91.0643       0.534019E-001   1.23646                 NaN            NaN            NaN            NaN  0.748340       0.497469E-001   3.34435        3.50343     
  1198.72        500.000        94.4189       0.853858                 NaN            NaN            NaN            NaN            NaN  0.418487       0.457758E-001   2.12555        2.13739     
  1197.58        500.000        84.7261        1.95602                 NaN            NaN            NaN            NaN  0.256985        1.27815       0.888390E-001   5.84629        5.84763     
  1196.43        500.000        97.3658       0.341741                 NaN            NaN            NaN            NaN            NaN  0.168495       0.258635E-001  0.937943        1.16020     
  1195.28        500.000        88.6422        1.66996       0.427595E-004            NaN            NaN            NaN            NaN  0.903382       0.656192E-001   4.31863        4.40013     
  1194.13        500.000        94.0992       0.811265                 NaN            NaN            NaN            NaN            NaN  0.456925       0.377045E-001   2.30008        2.29480     
  1192.98        500.000        95.0772       0.664063                 NaN            NaN            NaN            NaN            NaN  0.376497       0.302456E-001   1.93125        1.92071     
  1191.83        500.000        59.5752        3.97992        1.17172                 NaN            NaN            NaN            NaN   3.11165       0.237043        15.7067        16.2177     
  1190.68        500.000        72.3354        3.07867                 NaN            NaN            NaN            NaN            NaN   1.92496       0.155032        12.1332        10.3727     
  1189.53        500.000                 NaN   8.82072        2.52699                 NaN            NaN            NaN            NaN   7.25106       0.573118        41.0056        39.8225     
  1188.39        500.000                 NaN   9.08619        2.26286                 NaN            NaN            NaN            NaN   7.25284       0.572492        41.0030        39.8227     
  1187.24        500.000                 NaN   9.27786        2.07280                 NaN            NaN            NaN            NaN   7.25470       0.571847        40.9999        39.8229     
  1186.09        500.000                 NaN   9.58096        1.77119                 NaN            NaN            NaN            NaN   7.25654       0.571129        40.9971        39.8231     
  1184.94        500.000                 NaN   11.3501                 NaN            NaN            NaN            NaN            NaN   7.25698       0.571797        40.9984        39.8227     
  1183.79        500.000                 NaN   3.28089        8.04291       0.639987E-004            NaN            NaN            NaN   7.24370       0.578820        41.0357        39.8179     
  1182.64        500.000                 NaN   10.7950       0.560339       0.122853E-003            NaN            NaN            NaN   7.26134       0.569439        40.9901        39.8236     
  1181.49        500.000                 NaN   10.9268       0.430570       0.165424E-003            NaN            NaN            NaN   7.26359       0.568579        40.9864        39.8239     
  1180.35        500.000                 NaN   11.0517       0.307674       0.231458E-003            NaN            NaN            NaN   7.26582       0.567713        40.9827        39.8242     
  1179.20        500.000                 NaN   11.1781       0.183340       0.414779E-003            NaN            NaN            NaN   7.26817       0.566786        40.9787        39.8245     
  1178.05        500.000                 NaN   11.2982       0.651376E-001  0.805885E-003            NaN            NaN            NaN   7.27051       0.565860        40.9747        39.8248     
  1176.90        500.000                 NaN   11.3662                 NaN            NaN            NaN            NaN            NaN   7.27258       0.565044        40.9711        39.8251     
  1175.75        500.000                 NaN   11.3681                 NaN            NaN            NaN            NaN            NaN   7.27444       0.564257        40.9677        39.8254     
  1174.60        500.000                 NaN   11.3657                 NaN            NaN            NaN            NaN            NaN   7.27404       0.565053        40.9702        39.8250     
  1173.45        500.000                 NaN  0.635064        10.7338                 NaN            NaN            NaN            NaN   7.27517       0.563931        40.9664        39.8256     
  1172.30        500.000                 NaN  0.824274        10.5456                 NaN            NaN            NaN            NaN   7.27614       0.563525        40.9647        39.8258     
  1171.16        500.000                 NaN   1.01472        10.3561                 NaN            NaN            NaN            NaN   7.27714       0.563112        40.9630        39.8260     
  1170.01        500.000                 NaN   1.20778        10.1640                 NaN            NaN            NaN            NaN   7.27809       0.562717        40.9613        39.8262     
  1168.86        500.000                 NaN   1.40193        9.97078                 NaN            NaN            NaN            NaN   7.27907       0.562312        40.9596        39.8263     
  1167.71        500.000                 NaN   8.40029        2.97700                 NaN            NaN            NaN            NaN   7.28435       0.560314        40.9511        39.8270     
  1166.56        500.000                 NaN   1.79011        9.58448                 NaN            NaN            NaN            NaN   7.28102       0.561514        40.9562        39.8267     
  1165.41        500.000                 NaN   7.67782        3.70246                 NaN            NaN            NaN            NaN   7.28751       0.559037        40.9457        39.8275     
  1164.26        500.000                 NaN   2.17977        9.19672                 NaN            NaN            NaN            NaN   7.28301       0.560715        40.9527        39.8271     
  1163.11        500.000                 NaN   6.95472        4.42864                 NaN            NaN            NaN            NaN   7.29077       0.557724        40.9402        39.8280     
  1161.97        500.000                 NaN   6.59389        4.79104                 NaN            NaN            NaN            NaN   7.29244       0.557049        40.9373        39.8282     
  1160.82        500.000                 NaN   6.23331        5.15324                 NaN            NaN            NaN            NaN   7.29415       0.556358        40.9344        39.8285     
  1159.67        500.000                 NaN   5.87466        5.51355                 NaN            NaN            NaN            NaN   7.29590       0.555651        40.9315        39.8288     
  1158.52        500.000                 NaN   2.80777        8.56162                 NaN            NaN            NaN            NaN   7.28213       0.563100        40.9595        39.8259     
  1157.37        500.000                 NaN   2.42850        8.98264                 NaN            NaN            NaN            NaN   7.24833       0.562066        40.9456        39.8328     
  1156.22        500.000                 NaN   3.50311        7.87888       0.112228E-002            NaN            NaN            NaN   7.29035       0.557845        40.9404        39.8283     
  1155.07        500.000                 NaN   3.68956        7.69450       0.170974E-004            NaN            NaN            NaN   7.29145       0.557425        40.9385        39.8285     
  1153.93        500.000                 NaN   3.87318        7.51186                 NaN            NaN            NaN            NaN   7.29257       0.556999        40.9367        39.8287     
  1152.78        500.000                 NaN   4.05422        7.33179       0.176540E-004            NaN            NaN            NaN   7.29371       0.556566        40.9348        39.8289     
  1151.63        500.000                 NaN   4.23259        7.15441       0.179957E-004            NaN            NaN            NaN   7.29487       0.556125        40.9329        39.8291     
  1150.48        500.000                 NaN   4.40818        6.97985                 NaN            NaN            NaN            NaN   7.29606       0.555676        40.9310        39.8293     
  1149.33        500.000                 NaN   4.58083        6.80820       0.187372E-004            NaN            NaN            NaN   7.29728       0.555218        40.9290        39.8295     
  1148.18        500.000                 NaN   4.75038        6.63971                 NaN            NaN            NaN            NaN   7.29853       0.554750        40.9270        39.8297     
  1147.03        500.000                 NaN   4.91674        6.47442                 NaN            NaN            NaN            NaN   7.29981       0.554270        40.9249        39.8299     
  1145.88        500.000                 NaN   5.07997        6.31226       0.161602E-004            NaN            NaN            NaN   7.30111       0.553779        40.9228        39.8301     
  1144.74        500.000                 NaN   5.23769        6.15142       0.425274E-002            NaN            NaN            NaN   7.30246       0.553271        40.9206        39.8303     
  1143.59        500.000                 NaN   5.99713        5.39584       0.153498E-002            NaN            NaN            NaN   7.30383       0.552756        40.9185        39.8305     
  1142.44        500.000                 NaN   5.84479        5.54944       0.144265E-002            NaN            NaN            NaN   7.30524       0.552225        40.9162        39.8307     
  1141.29        500.000                 NaN   5.69639        5.70047                 NaN            NaN            NaN            NaN   7.30667       0.551680        40.9139        39.8309     
  1140.14        500.000                 NaN  0.685224E-001   11.3551                 NaN            NaN            NaN            NaN   7.33124       0.540698        40.8703        39.8342     
  1138.99        500.000                 NaN  0.285394        11.1397                 NaN            NaN            NaN            NaN   7.33258       0.540106        40.8678        39.8344     
  1137.84        500.000                 NaN  0.638344        10.7878                 NaN            NaN            NaN            NaN   7.33362       0.539657        40.8660        39.8346     
  1136.69        500.000                 NaN  0.986041        10.4412                 NaN            NaN            NaN            NaN   7.33470       0.539194        40.8641        39.8348     
  1135.55        500.000                 NaN   1.32851        10.0999                 NaN            NaN            NaN            NaN   7.33579       0.538720        40.8621        39.8350     
  1134.40        500.000                 NaN   1.66582        9.76371                 NaN            NaN            NaN            NaN   7.33691       0.538245        40.8601        39.8352     
  1133.25        500.000                 NaN   1.99703        9.43362                 NaN            NaN            NaN            NaN   7.33804       0.537766        40.8581        39.8354     
  1132.10        500.000                 NaN   2.32293        9.10892                 NaN            NaN            NaN            NaN   7.33922       0.537264        40.8560        39.8356     
  1130.95        500.000                 NaN   2.64302        8.79003                 NaN            NaN            NaN            NaN   7.34041       0.536762        40.8539        39.8359     
  1129.80        500.000                 NaN   2.95711        8.47716                 NaN            NaN            NaN            NaN   7.34163       0.536248        40.8518        39.8361     
  1128.65        500.000                 NaN   3.26519        8.17031                 NaN            NaN            NaN            NaN   7.34288       0.535723        40.8496        39.8363     
  1127.51        500.000                 NaN   3.56759        7.86914                 NaN            NaN            NaN            NaN   7.34415       0.535191        40.8474        39.8365     
  1126.36        500.000                 NaN   3.86370        7.57432                 NaN            NaN            NaN            NaN   7.34546       0.534641        40.8451        39.8368     
  1125.21        500.000                 NaN   4.15400        7.28536                 NaN            NaN            NaN            NaN   7.34682       0.534071        40.8428        39.8370     
  1124.06        500.000                 NaN   4.43782        7.00286                 NaN            NaN            NaN            NaN   7.34820       0.533497        40.8404        39.8372     
  1122.91        500.000                 NaN   4.71584        6.72624                 NaN            NaN            NaN            NaN   7.34963       0.532896        40.8379        39.8375     
  1121.76        500.000                 NaN   4.98770        6.45578                 NaN            NaN            NaN            NaN   7.35109       0.532284        40.8354        39.8377     
  1120.61        500.000                 NaN   5.25423        6.19074                 NaN            NaN            NaN            NaN   7.35260       0.531645        40.8328        39.8380     
  1119.46        500.000                 NaN   5.51461        5.93184                 NaN            NaN            NaN            NaN   7.35415       0.530997        40.8302        39.8382     
  1118.32        500.000                 NaN   5.76997        5.67803                 NaN            NaN            NaN            NaN   7.35575       0.530318        40.8274        39.8385     
  1117.17        500.000                 NaN   6.02027        5.42935                 NaN            NaN            NaN            NaN   7.35741       0.529612        40.8246        39.8388     
  1116.02        500.000                 NaN   6.26605        5.18523                 NaN            NaN            NaN            NaN   7.35910       0.528889        40.8217        39.8390     
  1114.87        500.000                 NaN   6.50738        4.94559                 NaN            NaN            NaN            NaN   7.36085       0.528142        40.8187        39.8393     
  1113.72        500.000                 NaN   6.74540        4.70937                 NaN            NaN            NaN            NaN   7.36264       0.527366        40.8156        39.8396     
  1112.57        500.000                 NaN   6.97622        4.48042                 NaN            NaN            NaN            NaN   7.36453       0.526546        40.8124        39.8399     
  1111.42        500.000                 NaN  0.323693E-001   8.91659        2.49387                 NaN            NaN            NaN   7.35737       0.530829        40.8308        39.8382     
  1110.27        500.000                 NaN   7.44369        4.01677                 NaN            NaN            NaN            NaN   7.36837       0.524869        40.8058        39.8405     
  1109.13        500.000                 NaN   7.67117        3.79135                 NaN            NaN            NaN            NaN   7.37042       0.523962        40.8022        39.8409     
  1107.98        500.000                 NaN   7.75147        3.70736                 NaN            NaN            NaN            NaN   7.36884       0.525322        40.8068        39.8402     
  1106.83        500.000                 NaN   8.12094        3.34546                 NaN            NaN            NaN            NaN   7.37430       0.522290        40.7955        39.8415     
  1105.68        500.000                 NaN   8.18401        3.27900                 NaN            NaN            NaN            NaN   7.37331       0.523038        40.8001        39.8405     
  1104.53        500.000                 NaN   8.48427        2.98242                 NaN            NaN            NaN            NaN   7.37612       0.521910        40.7938        39.8415     
  1103.38        500.000                 NaN   8.73503        2.73455                 NaN            NaN            NaN            NaN   7.37873       0.520669        40.7891        39.8419     
  1102.23        500.000                 NaN  0.504122E-004  0.980082        10.4586       0.290124E-004            NaN            NaN   7.37138       0.525714        40.8281        39.8360     
  1101.09        500.000                 NaN  0.504116E-004  0.899328        10.5457       0.320676E-004            NaN            NaN   7.37529       0.523689        40.8189        39.8370     
  1099.94        500.000                 NaN   9.39120        2.08864                 NaN            NaN            NaN            NaN   7.38753       0.516389        40.7729        39.8434     
  1098.79        500.000                 NaN   9.63880        1.84474                 NaN            NaN            NaN            NaN   7.39064       0.514847        40.7671        39.8439     
  1097.64        500.000                 NaN   9.90964        1.57778                 NaN            NaN            NaN            NaN   7.39386       0.513239        40.7610        39.8444     
  1096.49        500.000                 NaN   10.6774       0.808951                 NaN            NaN            NaN            NaN   7.39486       0.513034        40.7615        39.8443     
  1095.34        500.000                 NaN   10.9289       0.564583       0.649341E-003            NaN            NaN            NaN   7.40040       0.510008        40.7501        39.8454     
  1094.19        500.000                 NaN   11.1520       0.347363                 NaN            NaN            NaN            NaN   7.40419       0.508025        40.7423        39.8461     
  1093.04        500.000                 NaN   11.4029       0.102042                 NaN            NaN            NaN            NaN   7.40811       0.505955        40.7341        39.8468     
  1091.90        500.000                 NaN   11.4959                 NaN            NaN            NaN            NaN            NaN   7.40264       0.509585        40.7466        39.8453     
  1090.75        500.000                 NaN   11.3661       0.140558E-004            NaN            NaN            NaN  0.850932E-001   7.39041       0.517314        40.7738        39.8672     
  1089.60        500.000                 NaN   11.1908       0.107159E-004            NaN            NaN            NaN  0.204153        7.37702       0.525704        40.8034        39.8989     
  1088.45        500.000                 NaN   11.0070       0.144914E-004            NaN            NaN            NaN  0.328639        7.36262       0.534679        40.8351        39.9320     
  1087.30        500.000                 NaN   10.8185       0.150437E-004            NaN            NaN            NaN  0.456003        7.34749       0.544058        40.8681        39.9658     
  1086.15        500.000                 NaN   10.6303       0.156381E-004            NaN            NaN            NaN  0.582921        7.33207       0.553578        40.9017        39.9994     
  1085.00        500.000                 NaN   7.07649        4.42733                 NaN            NaN            NaN            NaN   7.40824       0.506829        40.7339        39.8473     
  1083.85        500.000                 NaN   10.2752       0.136364E-004            NaN            NaN            NaN  0.821778        7.30230       0.571891        40.9662        40.0626     
  1082.71        500.000                 NaN   10.1150       0.147251E-004            NaN            NaN            NaN  0.929320        7.28866       0.580273        40.9957        40.0911     
  1081.56        500.000                 NaN   9.96777       0.159225E-004            NaN            NaN            NaN   1.02803        7.27603       0.588027        41.0229        40.1172     
  1080.41        500.000                 NaN   9.83323       0.171784E-004            NaN            NaN            NaN   1.11819        7.26444       0.595149        41.0479        40.1411     
  1079.26        500.000                 NaN   9.71015       0.185094E-004            NaN            NaN            NaN   1.20064        7.25380       0.601688        41.0708        40.1629     
  1078.11        500.000                 NaN   9.59744       0.151686E-005            NaN            NaN            NaN   1.27613        7.24405       0.607691        41.0918        40.1829     
  1076.96        500.000                 NaN   9.50532       0.151781E-005            NaN            NaN            NaN   1.33753        7.23602       0.612621        41.1094        40.1991     
  1075.81        500.000                 NaN   9.40835                 NaN            NaN            NaN            NaN   1.40244        7.22762       0.617801        41.1275        40.2163     
  1074.67        500.000                 NaN   9.31851       0.152033E-005            NaN            NaN            NaN   1.46259        7.21984       0.622602        41.1442        40.2322     
  1073.52        500.000                 NaN   9.23497                 NaN            NaN            NaN            NaN   1.51852        7.21262       0.627066        41.1598        40.2471     
  1072.37        500.000                 NaN   9.15686       0.150711E-005            NaN            NaN            NaN   1.57081        7.20588       0.631239        41.1743        40.2609     
  1071.22        500.000                 NaN   9.08368       0.150840E-005            NaN            NaN            NaN   1.61981        7.19958       0.635145        41.1878        40.2740     
  1070.07        500.000                 NaN   8.92039       0.151014E-005            NaN            NaN            NaN   1.73886        7.19367       0.638816        41.2005        40.3077     
  1068.92        500.000                 NaN   8.85605       0.151152E-005            NaN            NaN            NaN   1.78190        7.18810       0.642278        41.2125        40.3192     
  1067.77        500.000                 NaN   8.79518       0.151296E-005            NaN            NaN            NaN   1.82263        7.18285       0.645547        41.2238        40.3300     
  1066.62        500.000                 NaN   8.73738       0.151445E-005            NaN            NaN            NaN   1.86131        7.17788       0.648649        41.2345        40.3403     
  1065.48        500.000                 NaN   8.68235       0.151601E-005            NaN            NaN            NaN   1.89815        7.17317       0.651596        41.2446        40.3501     
  1064.33        500.000                 NaN   8.62991       0.151767E-005            NaN            NaN            NaN   1.93327        7.16869       0.654399        41.2542        40.3595     
  1063.18        500.000                 NaN   8.57981       0.151946E-005            NaN            NaN            NaN   1.96685        7.16443       0.657073        41.2634        40.3684     
  1062.03        500.000                 NaN   8.53187       0.152200E-005            NaN            NaN            NaN   1.99898        7.16037       0.659625        41.2721        40.3770     
  1060.88        500.000                 NaN   8.48586       0.152418E-005            NaN            NaN            NaN   2.02983        7.15649       0.662071        41.2805        40.3853     
  1059.73        500.000                 NaN   8.44183       0.152661E-005            NaN            NaN            NaN   2.05937        7.15277       0.664403        41.2884        40.3932     
  1058.58        500.000                 NaN   8.39917       0.152939E-005            NaN            NaN            NaN   2.08800        7.14921       0.666661        41.2961        40.4009     
  1057.43        500.000                 NaN   8.35821       0.153266E-005            NaN            NaN            NaN   2.11549        7.14580       0.668825        41.3034        40.4082     
  1056.29        500.000                 NaN   8.31870       0.153667E-005            NaN            NaN            NaN   2.14204        7.14252       0.670904        41.3105        40.4154     
  1055.14        500.000                 NaN   8.28055       0.154198E-005            NaN            NaN            NaN   2.16767        7.13937       0.672909        41.3173        40.4223     
  1053.99        500.000                 NaN   8.24370       0.155007E-005            NaN            NaN            NaN   2.19245        7.13633       0.674840        41.3238        40.4289     
  1052.84        500.000                 NaN   8.20803       0.163138E-005            NaN            NaN            NaN   2.21644        7.13341       0.676704        41.3300        40.4354     
  1051.69        500.000                 NaN   8.17345       0.164906E-005            NaN            NaN            NaN   2.23971        7.13059       0.678505        41.3361        40.4416     
  1050.54        500.000                 NaN   8.13990       0.165959E-005            NaN            NaN            NaN   2.26231        7.12787       0.680253        41.3419        40.4477     
  1049.39        500.000                 NaN   8.10736       0.166754E-005            NaN            NaN            NaN   2.28423        7.12524       0.681940        41.3476        40.4537     
  1048.25        500.000                 NaN   8.07576       0.167407E-005            NaN            NaN            NaN   2.30553        7.12270       0.683574        41.3530        40.4594     
  1047.10        500.000                 NaN   8.04505       0.167967E-005            NaN            NaN            NaN   2.32624        7.12025       0.685158        41.3583        40.4650     
  1045.95        500.000                 NaN   8.01517       0.168460E-005            NaN            NaN            NaN   2.34641        7.11787       0.686694        41.3634        40.4705     
  1044.80        500.000                 NaN   7.98604       0.732972E-004            NaN            NaN            NaN   2.36603        7.11557       0.688184        41.3683        40.4758     
  1043.65        500.000                 NaN   7.95772       0.739110E-004            NaN            NaN            NaN   2.38517        7.11335       0.689631        41.3730        40.4810     
  1042.50        500.000                 NaN   7.93018       0.169674E-005            NaN            NaN            NaN   2.40382        7.11118       0.691042        41.3777        40.4861     
  1041.35        500.000                 NaN   7.90321       0.757440E-004            NaN            NaN            NaN   2.42202        7.10909       0.692407        41.3822        40.4910     
  1040.20        500.000                 NaN   7.87693       0.769557E-004            NaN            NaN            NaN   2.43980        7.10705       0.693739        41.3865        40.4959     
  1039.06        500.000                 NaN   7.85129       0.783353E-004            NaN            NaN            NaN   2.45716        7.10507       0.695036        41.3907        40.5006     
  1037.91        500.000                 NaN   7.82631                 NaN            NaN            NaN            NaN   2.47414        7.10315       0.696297        41.3948        40.5053     
  1036.76        500.000                 NaN   8.28248                 NaN            NaN            NaN            NaN   2.18903        7.15863       0.663088        41.2723        40.4345     
  1035.61        500.000                 NaN   8.64106                 NaN            NaN            NaN            NaN   1.96597        7.20290       0.636593        41.1741        40.3794     
  1034.46        500.000                 NaN   8.40400                 NaN            NaN            NaN            NaN   2.11638        7.17586       0.652928        41.2334        40.4174     
  1033.31        500.000                 NaN   8.56072                 NaN            NaN            NaN            NaN   2.02029        7.19618       0.640812        41.1879        40.3941     
  1032.16        500.000                 NaN   7.70926                 NaN            NaN            NaN            NaN   2.55360        7.09434       0.702137        41.4136        40.5270     
  1031.01        500.000                 NaN   8.48721                 NaN            NaN            NaN            NaN   2.07014        7.19015       0.644619        41.2002        40.4076     
  1029.87        500.000                 NaN   7.66574                 NaN            NaN            NaN            NaN   2.58321        7.09114       0.704279        41.4205        40.5352     
  1028.72        500.000                 NaN   8.41942                 NaN            NaN            NaN            NaN   2.11624        7.18470       0.648079        41.2113        40.4202     
  1027.57        500.000                 NaN   8.38738                 NaN            NaN            NaN            NaN   2.13807        7.18216       0.649696        41.2165        40.4262     
  1026.42        500.000                 NaN   8.35648                 NaN            NaN            NaN            NaN   2.15917        7.17975       0.651244        41.2214        40.4320     
  1025.27        500.000                 NaN   8.32662                 NaN            NaN            NaN            NaN   2.17958        7.17743       0.652729        41.2260        40.4376     
  1024.12        500.000                 NaN   8.29776                 NaN            NaN            NaN            NaN   2.19934        7.17522       0.654154        41.2305        40.4430     
  1022.97        500.000                 NaN   8.26893                 NaN            NaN            NaN            NaN   2.21905        7.17300       0.655588        41.2350        40.4485     
  1021.83        500.000                 NaN   8.24334                 NaN            NaN            NaN            NaN   2.23672        7.17115       0.656793        41.2386        40.4534     
  1020.68        500.000                 NaN   8.21843                 NaN            NaN            NaN            NaN   2.25393        7.16938       0.657958        41.2421        40.4582     
  1019.53        500.000                 NaN   8.19419                 NaN            NaN            NaN            NaN   2.27072        7.16767       0.659084        41.2455        40.4628     
  1018.38        500.000                 NaN   8.17057                 NaN            NaN            NaN            NaN   2.28710        7.16602       0.660172        41.2487        40.4674     
  1017.23        500.000                 NaN   8.14754                 NaN            NaN            NaN            NaN   2.30309        7.16444       0.661223        41.2518        40.4719     
  1016.08        500.000                 NaN   8.12510                 NaN            NaN            NaN            NaN   2.31870        7.16292       0.662239        41.2548        40.4763     
  1014.93        500.000                 NaN   8.10316                 NaN            NaN            NaN            NaN   2.33398        7.16144       0.663226        41.2576        40.4806     
  1013.78        500.000                 NaN   8.08176                 NaN            NaN            NaN            NaN   2.34891        7.16002       0.664179        41.2604        40.4848     
  1012.64        500.000                 NaN   8.06085                 NaN            NaN            NaN            NaN   2.36352        7.15865       0.665103        41.2630        40.4889     
  1011.49        500.000                 NaN   8.04043                 NaN            NaN            NaN            NaN   2.37781        7.15733       0.665997        41.2655        40.4929     
  1010.34        500.000                 NaN   8.02045                 NaN            NaN            NaN            NaN   2.39182        7.15606       0.666865        41.2679        40.4969     
  1009.19        500.000                 NaN   8.00089                 NaN            NaN            NaN            NaN   2.40554        7.15483       0.667706        41.2702        40.5008     
  1008.04        500.000                 NaN   7.98177                 NaN            NaN            NaN            NaN   2.41899        7.15364       0.668521        41.2724        40.5046     
  1006.89        500.000                 NaN   7.96306                 NaN            NaN            NaN            NaN   2.43218        7.15250       0.669311        41.2745        40.5084     
  1005.74        500.000                 NaN   7.94472                 NaN            NaN            NaN            NaN   2.44511        7.15140       0.670077        41.2766        40.5121     
  1004.59        500.000                 NaN   7.39635                 NaN            NaN            NaN            NaN   2.77884        7.08043       0.713053        41.4384        40.5929     
  1003.45        500.000                 NaN   7.90918                 NaN            NaN            NaN            NaN   2.47026        7.14931       0.671542        41.2804        40.5193     
  1002.30        500.000                 NaN   7.89193                 NaN            NaN            NaN            NaN   2.48250        7.14832       0.672241        41.2822        40.5228     
  1001.15        500.000                 NaN   7.87449                 NaN            NaN            NaN            NaN   2.49480        7.14727       0.672972        41.2841        40.5264     
  1000.00        500.000                 NaN   7.85792                 NaN            NaN            NaN            NaN   2.50660        7.14635       0.673630        41.2857        40.5298     
