|6.6.6
Archiving\03_Data\Dfrac/QFM_m1.75/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           q              ilm            San(TH)       
  1561.40        2500.00        98.9949                 NaN            NaN  0.141595                 NaN            NaN  0.863517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0138                 NaN            NaN  0.139549                 NaN            NaN  0.846675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0091                 NaN            NaN  0.141739                 NaN            NaN  0.849149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0517                 NaN            NaN  0.130382                 NaN            NaN  0.817968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0474                 NaN            NaN  0.130703                 NaN            NaN  0.821890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.6898                 NaN            NaN  0.171368                 NaN            NaN   1.13885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.4359                 NaN            NaN  0.760200E-001            NaN            NaN  0.488057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0817                 NaN            NaN  0.116533                 NaN            NaN  0.801735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0919                 NaN            NaN  0.126796                 NaN            NaN  0.781272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1026                 NaN            NaN  0.116724                 NaN            NaN  0.780636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1124                 NaN            NaN  0.115883                 NaN            NaN  0.771737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1220                 NaN            NaN  0.110804                 NaN            NaN  0.767164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1352                 NaN            NaN  0.113424                 NaN            NaN  0.751339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1425                 NaN            NaN  0.108336                 NaN            NaN  0.749182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1514                 NaN            NaN  0.105349                 NaN            NaN  0.743290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1587                 NaN            NaN  0.102224                 NaN            NaN  0.739116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1700                 NaN            NaN  0.101569                 NaN            NaN  0.728453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1800                 NaN            NaN  0.102376                 NaN            NaN  0.717653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1868                 NaN            NaN  0.975240E-001            NaN            NaN  0.715713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2004                 NaN            NaN  0.912677E-001            NaN            NaN  0.708318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1943                 NaN            NaN  0.929638E-001            NaN            NaN  0.712711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2091                 NaN            NaN  0.922045E-001            NaN            NaN  0.698688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2104                 NaN            NaN  0.839252E-001            NaN            NaN  0.705656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2306                 NaN            NaN  0.849789E-001            NaN            NaN  0.684449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2317                 NaN            NaN  0.843744E-001            NaN            NaN  0.683931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2370                 NaN            NaN  0.794750E-001            NaN            NaN  0.683562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2444                 NaN            NaN  0.791254E-001            NaN            NaN  0.676426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0733                 NaN            NaN  0.137345E-002            NaN            NaN  0.190229E-001  0.906301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0255                 NaN            NaN            NaN            NaN            NaN            NaN  0.974453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0229                 NaN            NaN            NaN            NaN            NaN            NaN  0.977081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0179                 NaN            NaN            NaN            NaN            NaN            NaN  0.982133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0139                 NaN            NaN            NaN            NaN            NaN            NaN  0.986071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0063                 NaN            NaN            NaN            NaN            NaN            NaN  0.993747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9953                 NaN            NaN            NaN            NaN            NaN            NaN   1.00471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9811                 NaN            NaN            NaN            NaN            NaN            NaN   1.01890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9610                 NaN            NaN            NaN            NaN            NaN            NaN   1.03900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9336                 NaN            NaN            NaN            NaN            NaN            NaN   1.06637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.9007                 NaN            NaN            NaN            NaN            NaN            NaN   1.09932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8073                 NaN            NaN            NaN            NaN            NaN            NaN   1.08513       0.107580                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4696                 NaN            NaN            NaN            NaN            NaN            NaN   1.30626       0.224161                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4863                 NaN            NaN            NaN            NaN            NaN            NaN   1.28757       0.226164                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5018                 NaN            NaN            NaN            NaN            NaN            NaN  0.222419        1.27574                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5169                 NaN            NaN            NaN            NaN            NaN            NaN  0.224520        1.25854                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5310                 NaN            NaN            NaN            NaN            NaN            NaN   1.24706       0.221901                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5448                 NaN            NaN  0.206989E-003            NaN            NaN            NaN  0.220379        1.23459                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5591                 NaN            NaN  0.164799E-005            NaN            NaN            NaN  0.223861        1.21709                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5790                 NaN            NaN  0.413511E-001            NaN            NaN            NaN  0.131462        1.24820                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6041                 NaN            NaN  0.100733                 NaN            NaN            NaN   1.28631       0.886997E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6144                 NaN            NaN  0.101054                 NaN            NaN            NaN   1.28450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6276                 NaN            NaN  0.985447E-001            NaN            NaN            NaN   1.27386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6355                 NaN            NaN  0.935591E-001            NaN            NaN            NaN   1.26157       0.936322E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6438                 NaN            NaN  0.901944E-001            NaN            NaN            NaN  0.149288E-001   1.25107                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6538                 NaN            NaN  0.864609E-001            NaN            NaN            NaN   1.23525       0.245121E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6622                 NaN            NaN  0.834015E-001            NaN            NaN            NaN   1.22504       0.293902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        96.7504                 NaN            NaN  0.492586                 NaN            NaN            NaN   1.50760       0.213270                 NaN   1.03614                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.1303                 NaN            NaN  0.648418                 NaN            NaN            NaN   1.58054       0.247019                 NaN   1.39373                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.2248                 NaN            NaN  0.647062                 NaN            NaN            NaN  0.161301        1.60593                 NaN   1.36086                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.3133                 NaN            NaN  0.649542                 NaN            NaN            NaN   1.60347       0.102357                 NaN   1.33132                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.4039                 NaN            NaN  0.649967                 NaN            NaN            NaN   1.61310       0.324872E-001            NaN   1.30057                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.4910                 NaN            NaN  0.642217                 NaN            NaN            NaN  0.988958E-002   1.58735                 NaN   1.26958                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.5745                 NaN            NaN  0.635147                 NaN            NaN            NaN   1.55078                 NaN            NaN   1.23960                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.6508                 NaN            NaN  0.626118                 NaN            NaN            NaN   1.51141                 NaN            NaN   1.21171                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.7325                 NaN            NaN  0.623695                 NaN            NaN            NaN   1.46033                 NaN            NaN   1.18352                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.8037                 NaN            NaN  0.636860                 NaN            NaN            NaN   1.39941                 NaN            NaN   1.16001                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.8814                 NaN            NaN  0.607211                 NaN            NaN            NaN   1.38256                 NaN            NaN   1.12881                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.9319                 NaN            NaN  0.591345                 NaN            NaN            NaN   1.36879                 NaN            NaN   1.10797                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.0115                 NaN            NaN  0.593993                 NaN            NaN            NaN   1.31442                 NaN            NaN   1.08005                 NaN            NaN            NaN            NaN
  1393.48        2500.00        86.8629       0.116298E-001            NaN   2.28608       0.417252                 NaN            NaN   5.49707                 NaN            NaN   4.55342       0.587699E-015  0.358464       0.132298E-001            NaN
  1390.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1842                 NaN            NaN  0.366342                 NaN            NaN            NaN  0.798239                 NaN            NaN  0.651238                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.3869                 NaN            NaN  0.541784                 NaN            NaN            NaN   1.13183                 NaN            NaN  0.939446                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.4244                 NaN            NaN  0.535233                 NaN            NaN            NaN   1.11473                 NaN            NaN  0.925587                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.4725                 NaN            NaN  0.530614                 NaN            NaN            NaN   1.08980                 NaN            NaN  0.907101                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.5207                 NaN            NaN  0.520846                 NaN            NaN            NaN   1.07067                 NaN            NaN  0.887813                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.5727                 NaN            NaN  0.514366                 NaN            NaN            NaN   1.04507                 NaN            NaN  0.867868                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.6165                 NaN            NaN  0.510793                 NaN            NaN            NaN   1.02172                 NaN            NaN  0.850944                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.6641                 NaN            NaN  0.503007                 NaN            NaN            NaN   1.00071                 NaN            NaN  0.832202                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.7074                 NaN            NaN  0.495320                 NaN            NaN            NaN  0.982073                 NaN            NaN  0.815247                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.7494                 NaN            NaN  0.489675                 NaN            NaN            NaN  0.962487                 NaN            NaN  0.798461                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.7865                 NaN            NaN  0.478092                 NaN            NaN            NaN  0.952730                 NaN            NaN  0.782638                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.8327                 NaN            NaN  0.473376                 NaN            NaN            NaN  0.928756                 NaN            NaN  0.765191                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.8717                 NaN            NaN  0.462641                 NaN            NaN            NaN  0.916686                 NaN            NaN  0.748931                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9095                 NaN            NaN  0.453752                 NaN            NaN            NaN  0.903141                 NaN            NaN  0.733579                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.9458                 NaN            NaN  0.443283                 NaN            NaN            NaN  0.892716                 NaN            NaN  0.718220                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.9795                 NaN            NaN  0.440543                 NaN            NaN            NaN  0.874798                 NaN            NaN  0.705171                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.0215                 NaN            NaN  0.427049                 NaN            NaN            NaN  0.863512                 NaN            NaN  0.687916                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.0529                 NaN            NaN  0.419534                 NaN            NaN            NaN  0.852542                 NaN            NaN  0.675016                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.0848                 NaN            NaN  0.409197                 NaN            NaN            NaN  0.844205                 NaN            NaN  0.661752                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1193                 NaN            NaN  0.403001                 NaN            NaN            NaN  0.830145                 NaN            NaN  0.647587                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.1515                 NaN            NaN  0.390594                 NaN            NaN            NaN  0.823775                 NaN            NaN  0.634178                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.1843                 NaN            NaN  0.382923                 NaN            NaN            NaN  0.811641                 NaN            NaN  0.621179                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.2149                 NaN            NaN  0.374709                 NaN            NaN            NaN  0.801507                 NaN            NaN  0.608892                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.2460                 NaN            NaN  0.365092                 NaN            NaN            NaN  0.792703                 NaN            NaN  0.596216                 NaN            NaN            NaN            NaN
  1325.81        2500.00        96.8973                 NaN            NaN  0.662729                 NaN            NaN            NaN   1.37734                 NaN            NaN   1.06263                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.7054                 NaN            NaN  0.581187E-001            NaN            NaN            NaN  0.147504                 NaN            NaN  0.889449E-001            NaN            NaN            NaN            NaN
  1320.80        2500.00        98.3342                 NaN            NaN  0.332903                 NaN            NaN            NaN  0.772986                 NaN            NaN  0.559888                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.3614                 NaN            NaN  0.324024                 NaN            NaN            NaN  0.765717                 NaN            NaN  0.548826                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.3896                 NaN            NaN  0.314961                 NaN            NaN            NaN  0.757633                 NaN            NaN  0.537848                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.4176                 NaN            NaN  0.305064                 NaN            NaN            NaN  0.750769                 NaN            NaN  0.526522                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.4445                 NaN            NaN  0.292934                 NaN            NaN            NaN  0.746809                 NaN            NaN  0.515787                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.4703                 NaN            NaN  0.283943                 NaN            NaN            NaN  0.740430                 NaN            NaN  0.505328                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.4900                 NaN            NaN  0.272722                 NaN            NaN            NaN  0.740271                 NaN            NaN  0.496990                 NaN            NaN            NaN            NaN
  1303.26        2500.00        98.5210                 NaN            NaN  0.263144                 NaN            NaN            NaN  0.731070                 NaN            NaN  0.484832                 NaN            NaN            NaN            NaN
  1300.75        2500.00        98.5426                 NaN            NaN  0.252978                 NaN            NaN            NaN  0.728129                 NaN            NaN  0.476313                 NaN            NaN            NaN            NaN
  1298.25        2500.00        98.5676                 NaN            NaN  0.240306                 NaN            NaN            NaN  0.725666                 NaN            NaN  0.466427                 NaN            NaN            NaN            NaN
  1295.74        2500.00        98.5884                 NaN            NaN  0.228741                 NaN            NaN            NaN  0.725094                 NaN            NaN  0.457722                 NaN            NaN            NaN            NaN
  1293.23        2500.00        98.5313                 NaN            NaN  0.211569                 NaN            NaN            NaN  0.743763                 NaN            NaN  0.472970                 NaN            NaN  0.404049E-001            NaN
  1290.73        2500.00        98.5489                 NaN            NaN  0.204304                 NaN            NaN            NaN  0.734677                 NaN            NaN  0.466387                 NaN            NaN  0.457248E-001            NaN
  1288.22        2500.00        98.5729                 NaN            NaN  0.188690                 NaN            NaN            NaN  0.737552                 NaN            NaN  0.457158                 NaN            NaN  0.436579E-001            NaN
  1285.71        2500.00        82.9200                 NaN            NaN  0.868416                 NaN            NaN            NaN   3.70859                 NaN            NaN   2.53461                 NaN            NaN  0.334067        9.63433     
  1283.21        2500.00        84.9595                 NaN            NaN  0.639574                 NaN            NaN            NaN   3.49174                 NaN            NaN   2.23835                 NaN            NaN  0.282657        8.38818     
  1280.70        2500.00        86.6168                 NaN            NaN  0.387923                 NaN            NaN            NaN   3.41187                 NaN            NaN   1.99360                 NaN            NaN  0.236546        7.35323     
  1278.20        2500.00        87.7770                 NaN            NaN  0.147391                 NaN            NaN            NaN   3.45337                 NaN            NaN   1.81508                 NaN            NaN  0.199796        6.60741     
  1275.69        2500.00        83.7907                 NaN            NaN            NaN            NaN            NaN            NaN   4.86866                 NaN            NaN   2.43658                 NaN            NaN  0.264048        8.63999     
  1273.18        2500.00        78.1167                 NaN            NaN  0.874014                 NaN            NaN            NaN   5.27595       0.112363E-005            NaN   3.37932                 NaN            NaN  0.366632        11.9874     
  1270.68        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1265.66        2500.00        94.2677                 NaN            NaN            NaN            NaN            NaN            NaN  0.310679E-001   1.14661                 NaN  0.612010                 NaN            NaN  0.121612        3.82097     
  1263.16        2500.00        94.7663                 NaN            NaN            NaN            NaN            NaN            NaN   2.24658                 NaN            NaN  0.882611                 NaN            NaN  0.399433E-001   2.06456     
  1260.65        2500.00        93.4248                 NaN            NaN            NaN            NaN            NaN            NaN   2.14738                 NaN            NaN  0.990383                 NaN            NaN  0.888476E-001   3.34861     
  1258.15        2500.00        93.1533                 NaN            NaN            NaN            NaN            NaN            NaN   1.77958                 NaN            NaN  0.962590                 NaN            NaN  0.144754        3.95973     
  1255.64        2500.00        95.0938                 NaN            NaN            NaN            NaN            NaN            NaN   1.88742                 NaN            NaN  0.781789                 NaN            NaN  0.239176E-001   2.21308     
  1253.13        2500.00        85.4259                 NaN            NaN   1.78072                 NaN            NaN            NaN   1.41646       0.314101E-005            NaN   2.29325                 NaN            NaN  0.306379        8.77729     
  1250.63        2500.00        99.6200                 NaN            NaN            NaN            NaN            NaN            NaN  0.218893       0.626681E-001            NaN  0.984538E-001            NaN            NaN            NaN            NaN
  1248.12        2500.00        99.8566                 NaN            NaN            NaN            NaN            NaN            NaN  0.112789                 NaN            NaN  0.305836E-001            NaN            NaN            NaN            NaN
  1245.61        2500.00        64.8492                 NaN            NaN            NaN            NaN            NaN            NaN   4.14443        2.08923                 NaN   3.86632                 NaN   10.0461       0.251478        14.7532     
  1243.11        2500.00        99.3417                 NaN            NaN            NaN            NaN            NaN            NaN  0.238907                 NaN            NaN            NaN            NaN            NaN            NaN  0.419353     
  1240.60        2500.00        98.0066                 NaN            NaN            NaN            NaN            NaN            NaN  0.420569                 NaN            NaN  0.130896                 NaN            NaN  0.394154E-001   1.40251     
  1238.10        2500.00        97.2215                 NaN            NaN            NaN            NaN            NaN            NaN  0.721159E-002  0.860266                 NaN  0.399733                 NaN            NaN  0.143322E-001   1.49693     
  1235.59        2500.00        82.6378                 NaN            NaN            NaN            NaN            NaN            NaN   2.64797                 NaN            NaN   1.65015                 NaN   5.72734       0.118081        7.21866     
  1233.08        2500.00        88.6931                 NaN            NaN  0.106424E-005            NaN            NaN            NaN  0.955209       0.834653                 NaN   1.07258                 NaN   3.43559       0.864626E-001   4.92243     
  1230.58        2500.00        76.6979                 NaN            NaN            NaN            NaN            NaN            NaN   3.48557                 NaN            NaN   2.23553                 NaN   7.31206       0.142191        10.1267     
  1228.07        2500.00        59.8586                 NaN            NaN            NaN            NaN            NaN            NaN   4.41762       0.726272       0.263479E-003   3.63357                 NaN   12.8269       0.239735        18.2970     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.70356        4.44743       0.136784E-005   8.36283                 NaN   32.4758       0.663700        46.3466     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.16528        2.88701                 NaN   8.31866                 NaN   32.4585       0.677240        46.4933     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.80969        4.34399       0.925752E-005   8.37854                 NaN   32.4786       0.662253        46.3269     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.92888        3.13474                 NaN   8.32645                 NaN   32.4647       0.677272        46.4679     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.21554        2.84759                 NaN   8.34576                 NaN   32.4649       0.674274        46.4520     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.88579        4.27418                 NaN   8.40082                 NaN   32.4837       0.659843        46.2957     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.26233        3.90480                 NaN   8.41519                 NaN   32.4854       0.657131        46.2752     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.10732        3.08161                 NaN   8.43119                 NaN   32.4916       0.666144        46.2221     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.27384        3.86452       0.280204E-001   8.41194                 NaN   32.4886       0.657821        46.2753     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.37393        3.79998                 NaN   8.43935                 NaN   32.4906       0.654591        46.2416     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.32107        2.75469                 NaN   8.39524                 NaN   32.4741       0.668494        46.3864     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.40551        3.77340                 NaN   8.45226                 NaN   32.4941       0.652693        46.2220     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.27526        3.90705                 NaN   8.45600                 NaN   32.4969       0.652044        46.2128     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.29124        3.89365                 NaN   8.46337                 NaN   32.4988       0.651151        46.2018     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53029        9.53796                 NaN   8.43610                 NaN   32.4690       0.663089        46.3635     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52042        9.55017                 NaN   8.44439                 NaN   32.4707       0.662173        46.3521     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50712        9.56663                 NaN   8.45214                 NaN   32.4726       0.661117        46.3404     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.40912        3.78588       0.283892E-003   8.49299                 NaN   32.5060       0.647404        46.1583     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.51298        3.68703                 NaN   8.49270                 NaN   32.5106       0.645950        46.1508     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.60980        9.48803                 NaN   8.46541                 NaN   32.4887       0.659905        46.2882     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45794        9.62806                 NaN   8.48356                 NaN   32.4800       0.656860        46.2935     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.67940        3.52074                 NaN   8.52877                 NaN   32.5106       0.644117        46.1163     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44428        9.64715                 NaN   8.49854                 NaN   32.4837       0.654907        46.2714     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.68002        3.52574       0.104616E-005   8.54037                 NaN   32.5150       0.642383        46.0965     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71273        3.49671                 NaN   8.54956                 NaN   32.5167       0.641034        46.0832     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72734        3.48475                 NaN   8.55543                 NaN   32.5189       0.640212        46.0734     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.73587        3.47935                 NaN   8.56250                 NaN   32.5210       0.639143        46.0622     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.78247        3.43594                 NaN   8.57071                 NaN   32.5229       0.638135        46.0499     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.80273        3.41926       0.123460E-005   8.57847                 NaN   32.5249       0.636951        46.0377     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.82688        3.39862       0.120893E-005   8.58601                 NaN   32.5270       0.635793        46.0257     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.85090        3.37776                 NaN   8.59377                 NaN   32.5290       0.634647        46.0139     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.85420        3.37800                 NaN   8.59892                 NaN   32.5314       0.633765        46.0037     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.87073        3.36492                 NaN   8.60622                 NaN   32.5335       0.632639        45.9920     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.86768        3.37128                 NaN   8.61304                 NaN   32.5357       0.631644        45.9806     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.90766        3.33502                 NaN   8.62064                 NaN   32.5378       0.630418        45.9685     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.91611        3.33021                 NaN   8.62845                 NaN   32.5400       0.629303        45.9559     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.91266        3.33746                 NaN   8.63480                 NaN   32.5423       0.628193        45.9445     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.90030        3.35305                 NaN   8.64043                 NaN   32.5447       0.627367        45.9341     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72935        3.52574                 NaN   8.64153                 NaN   32.5479       0.627303        45.9282     
