|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.25/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              Sp(TH)        
  1257.31        500.000        95.1386                 NaN            NaN   1.54177                 NaN            NaN  0.618404        2.55562       0.145646                 NaN            NaN
  1255.85        500.000        95.3638                 NaN            NaN   1.47631                 NaN            NaN  0.589878        2.43208       0.137931                 NaN            NaN
  1254.38        500.000        95.5834                 NaN            NaN   1.41067                 NaN            NaN  0.563801        2.31249       0.129633                 NaN            NaN
  1252.92        500.000        95.7761                 NaN            NaN   1.35264                 NaN            NaN  0.538295        2.20936       0.123556                 NaN            NaN
  1251.46        500.000        95.9581                 NaN            NaN   1.29933                 NaN            NaN  0.517450        2.10931       0.115853                 NaN            NaN
  1250.00        500.000        96.1228                 NaN            NaN   1.24937                 NaN            NaN  0.494738        2.02207       0.111047                 NaN            NaN
  1248.54        500.000        96.2786                 NaN            NaN   1.20304                 NaN            NaN  0.476699        1.93731       0.104390                 NaN            NaN
  1247.07        500.000        96.4204                 NaN            NaN   1.16067                 NaN            NaN  0.458577        1.86111       0.991995E-001            NaN            NaN
  1245.61        500.000        96.5531                 NaN            NaN   1.12045                 NaN            NaN  0.440786        1.79091       0.947832E-001            NaN            NaN
  1244.15        500.000        96.6796                 NaN            NaN   1.08244                 NaN            NaN  0.424855        1.72323       0.898961E-001            NaN            NaN
  1242.69        500.000        96.7948                 NaN            NaN   1.04737                 NaN            NaN  0.409267        1.66260       0.859678E-001            NaN            NaN
  1241.23        500.000        96.9110                 NaN            NaN   1.01142                 NaN            NaN  0.394937        1.60128       0.813389E-001            NaN            NaN
  1239.76        500.000        97.0075                 NaN            NaN  0.983549                 NaN            NaN  0.381540        1.54950       0.779286E-001            NaN            NaN
  1238.30        500.000        97.1066                 NaN            NaN  0.953542                 NaN            NaN  0.370356        1.49639       0.731624E-001            NaN            NaN
  1236.84        500.000        97.2050                 NaN            NaN  0.921789                 NaN            NaN  0.355387        1.44704       0.708153E-001            NaN            NaN
  1235.38        500.000        97.2928                 NaN            NaN  0.894750                 NaN            NaN  0.343799        1.40125       0.674058E-001            NaN            NaN
  1233.92        500.000        95.5064                 NaN            NaN   1.10469       0.216525                 NaN  0.582821        2.46270       0.126879                 NaN            NaN
  1232.45        500.000        97.7850                 NaN  0.765331E-001  0.592837                 NaN            NaN  0.287618        1.22058       0.374298E-001            NaN            NaN
  1230.99        500.000        99.1864                 NaN            NaN  0.479324                 NaN            NaN  0.877911E-001  0.225719       0.207931E-001            NaN            NaN
  1229.53        500.000        96.8361                 NaN            NaN  0.409732       0.569031                 NaN  0.417109        1.66239       0.105656                 NaN            NaN
  1228.07        500.000        97.6602                 NaN            NaN  0.773337       0.906663E-001            NaN  0.292591        1.14030       0.429445E-001            NaN            NaN
  1226.61        500.000        96.5955                 NaN            NaN  0.761237       0.285692                 NaN  0.423170        1.86950       0.648653E-001            NaN            NaN
  1225.14        500.000        90.3717                 NaN            NaN   1.60545        1.13693                 NaN   1.18581        5.43269       0.267452                 NaN            NaN
  1223.68        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1222.22        500.000       100.0000                 NaN  0.112398E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1220.76        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN  0.631098E-005  0.173511E-004            NaN            NaN            NaN
  1219.30        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1217.84        500.000        99.9999                 NaN  0.507892E-004  0.392947E-005            NaN            NaN  0.103904E-004  0.152976E-004  0.231715E-005            NaN            NaN
  1216.37        500.000        96.3374                 NaN            NaN   1.81593                 NaN            NaN  0.418722        1.42792                 NaN            NaN            NaN
  1214.91        500.000        96.1901                 NaN  0.547227                 NaN            NaN            NaN  0.636199        2.48052       0.145953                 NaN            NaN
  1213.45        500.000        99.1930                 NaN            NaN  0.401926       0.349709                 NaN  0.554102E-001            NaN            NaN            NaN            NaN
  1211.99        500.000        98.8760                 NaN            NaN  0.369714                 NaN            NaN  0.376293E-002  0.750512                 NaN            NaN            NaN
  1210.53        500.000        96.1882                 NaN  0.172020       0.410420                 NaN            NaN  0.495657        2.62220       0.111465                 NaN            NaN
  1209.06        500.000        99.3291                 NaN            NaN  0.670883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1207.60        500.000        99.4486                 NaN            NaN  0.523643                 NaN            NaN  0.277168E-001            NaN            NaN            NaN            NaN
  1206.14        500.000        99.6033                 NaN            NaN            NaN            NaN            NaN  0.758911E-001            NaN  0.427035E-001  0.278142                 NaN
  1204.68        500.000        91.2959                 NaN            NaN   1.41859                 NaN            NaN  0.740775        3.08957       0.225073E-001   3.43262                 NaN
  1203.22        500.000        74.1888                 NaN  0.610315        3.21863                 NaN            NaN   2.12315        9.69005       0.173977        9.99510                 NaN
  1201.75        500.000       100.0000                 NaN  0.207751E-005  0.440675E-005            NaN            NaN  0.192792E-005  0.108179E-004            NaN  0.133302E-004  0.201666E-005
  1200.29        500.000       100.0000                 NaN            NaN  0.270809E-005            NaN            NaN  0.310075E-005  0.177176E-004            NaN  0.159375E-004            NaN
  1198.83        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.91        500.000        70.3183                 NaN            NaN   1.98188        2.53165                 NaN   2.44428        11.1958       0.198226        11.3299                 NaN
  1194.44        500.000        84.4579                 NaN  0.267401       0.428275        1.13955                 NaN   1.29893        6.31370       0.134659        5.95957                 NaN
  1192.98        500.000        96.7971                 NaN  0.347510E-004  0.144055       0.731466                 NaN  0.204037       0.827347       0.236847E-002   1.29362                 NaN
  1191.52        500.000        85.1093                 NaN  0.161725        1.77759       0.133542E-001            NaN   1.14750        5.81093       0.113897        5.86567                 NaN
  1190.06        500.000        83.7553                 NaN            NaN  0.801868        1.41953       0.165512E-004   1.27089        6.42881       0.948963E-001   6.22864                 NaN
  1188.60        500.000                 NaN            NaN            NaN   3.92418        8.28002                 NaN   7.49518        40.6536       0.567445        39.0796                 NaN
  1187.13        500.000                 NaN            NaN   4.06669        5.93039       0.531727E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1185.67        500.000                 NaN            NaN   4.06669        5.93039       0.517350E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1184.21        500.000                 NaN            NaN   4.06669        5.93039       0.503211E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1182.75        500.000                 NaN            NaN   4.06669        5.93039       0.211463E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1181.29        500.000                 NaN            NaN   4.06669        5.93039       0.205325E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1179.82        500.000                 NaN            NaN   4.06669        5.93039       0.199360E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1178.36        500.000                 NaN            NaN   4.06669        5.93039       0.193559E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1176.90        500.000                 NaN            NaN   4.06669        5.93039       0.187915E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1175.44        500.000                 NaN            NaN   4.06669        5.93039       0.182427E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1173.98        500.000                 NaN            NaN   4.06669        5.93039       0.177092E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1172.51        500.000                 NaN            NaN   4.06669        5.93039       0.388915E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1171.05        500.000                 NaN            NaN   4.06669        5.93039       0.379125E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1169.59        500.000                 NaN            NaN   4.06669        5.93039       0.339457E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1168.13        500.000                 NaN            NaN   4.06669        5.93039       0.360555E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1166.67        500.000                 NaN            NaN   4.06669        5.93039       0.351713E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1165.20        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1163.74        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1162.28        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1160.82        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1159.36        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1157.89        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1156.43        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1154.97        500.000                 NaN            NaN   2.82314        8.01627       0.127431E-004            NaN   7.27651        41.2788       0.764101        39.8412                 NaN
  1153.51        500.000                 NaN            NaN   2.84145        7.99003       0.124729E-004            NaN   7.27574        41.2812       0.765112        39.8465                 NaN
  1152.05        500.000                 NaN            NaN   4.06669        5.93039       0.112859E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1150.58        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1149.12        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1147.66        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1146.20        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1144.74        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1143.27        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1141.81        500.000                 NaN            NaN   4.06669        5.93039       0.108550E-004            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1140.35        500.000                 NaN            NaN   4.06669        5.93039       0.104027E-004            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1138.89        500.000                 NaN            NaN   2.71468        7.11111        1.07902                 NaN   7.30353        41.2237       0.752327        39.8156                 NaN
  1137.43        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1135.96        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1134.50        500.000                 NaN            NaN   4.06669        5.93039       0.346581E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1133.04        500.000                 NaN            NaN   4.06669        5.93039       0.330251E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1131.58        500.000                 NaN            NaN   4.06669        5.93039       0.314940E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1130.12        500.000                 NaN            NaN   4.06669        5.93039       0.300499E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1128.65        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1127.19        500.000                 NaN            NaN   4.06669        5.93039       0.263248E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1125.73        500.000                 NaN            NaN   4.06669        5.93039       0.255102E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1124.27        500.000                 NaN            NaN   4.06669        5.93039       0.247480E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1122.81        500.000                 NaN            NaN   4.06669        5.93039       0.239529E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1121.34        500.000                 NaN            NaN   4.06669        5.93039       0.232070E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1119.88        500.000                 NaN            NaN   4.06669        5.93039       0.225099E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1118.42        500.000                 NaN            NaN   4.06669        5.93039       0.100106E-004            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1116.96        500.000                 NaN            NaN   4.06669        5.93039       0.211031E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1115.50        500.000                 NaN            NaN   4.06669        5.93039       0.204425E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1114.03        500.000                 NaN            NaN   4.06669        5.93039       0.198011E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1112.57        500.000                 NaN            NaN   4.06669        5.93039       0.761185E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1111.11        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1109.65        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1108.19        500.000                 NaN            NaN   4.06669        5.93039       0.174228E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1106.72        500.000                 NaN            NaN   4.06669        5.93039       0.168720E-005            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1105.26        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1103.80        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1102.34        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1100.88        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1099.41        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1097.95        500.000                 NaN            NaN   3.23942        7.42365                 NaN            NaN   7.25597        41.3252       0.791294        39.9644                 NaN
  1096.49        500.000                 NaN            NaN   4.06668        5.93077                 NaN            NaN   7.08399        41.8764       0.904226        40.1379                 NaN
  1095.03        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1093.57        500.000                 NaN            NaN   3.21853        7.48915                 NaN            NaN   7.29767        41.2498       0.774924        39.9700                 NaN
  1092.10        500.000                 NaN            NaN   3.14604        7.61064                 NaN            NaN   7.30143        41.2296       0.764928        39.9474                 NaN
  1090.64        500.000                 NaN            NaN   3.16582        7.58075                 NaN            NaN   7.29909        41.2350       0.766598        39.9527                 NaN
  1089.18        500.000                 NaN            NaN   3.17424        7.57071                 NaN            NaN   7.29756        41.2352       0.766861        39.9554                 NaN
  1087.72        500.000                 NaN            NaN   3.18977        7.54900                 NaN            NaN   7.29530        41.2380       0.767725        39.9602                 NaN
  1086.26        500.000                 NaN            NaN   3.40665        7.18129                 NaN            NaN   7.25597        41.3420       0.798552        40.0155                 NaN
  1084.79        500.000                 NaN            NaN   3.46777        7.10321                 NaN            NaN   7.25610        41.3413       0.797999        40.0336                 NaN
  1083.33        500.000                 NaN            NaN   4.06665        5.93001       0.460335E-003            NaN   7.08398        41.8768       0.904217        40.1378                 NaN
  1081.87        500.000                 NaN            NaN   4.06666        5.93008       0.373409E-003            NaN   7.08398        41.8768       0.904218        40.1378                 NaN
  1080.41        500.000                 NaN            NaN   4.06665        5.93005       0.418420E-003            NaN   7.08398        41.8768       0.904217        40.1378                 NaN
  1078.95        500.000                 NaN            NaN   4.06666        5.93011       0.340292E-003            NaN   7.08398        41.8768       0.904218        40.1378                 NaN
  1077.48        500.000                 NaN            NaN   4.06666        5.93010       0.352558E-003            NaN   7.08398        41.8768       0.904218        40.1378                 NaN
  1076.02        500.000                 NaN            NaN   4.06666        5.93011       0.338036E-003            NaN   7.08398        41.8768       0.904218        40.1378                 NaN
  1074.56        500.000                 NaN            NaN   4.06666        5.93012       0.324623E-003            NaN   7.08398        41.8768       0.904219        40.1378                 NaN
  1073.10        500.000                 NaN            NaN   4.06667        5.93015       0.288559E-003            NaN   7.08398        41.8768       0.904219        40.1378                 NaN
  1071.64        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1070.18        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1068.71        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1067.25        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1065.79        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1064.33        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1062.87        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1061.40        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1059.94        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1058.48        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1057.02        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1055.56        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1054.09        500.000                 NaN            NaN   4.06668        5.93076                 NaN            NaN   7.08399        41.8764       0.904226        40.1379                 NaN
  1052.63        500.000                 NaN            NaN   4.06668        5.93072                 NaN            NaN   7.08399        41.8764       0.904225        40.1379                 NaN
  1051.17        500.000                 NaN            NaN   4.06668        5.93069                 NaN            NaN   7.08399        41.8765       0.904225        40.1379                 NaN
  1049.71        500.000                 NaN            NaN   4.06668        5.93077                 NaN            NaN   7.08399        41.8764       0.904226        40.1379                 NaN
  1048.25        500.000                 NaN            NaN   4.06668        5.93073                 NaN            NaN   7.08399        41.8764       0.904225        40.1379                 NaN
  1046.78        500.000                 NaN            NaN   4.06668        5.93070                 NaN            NaN   7.08399        41.8765       0.904225        40.1379                 NaN
  1045.32        500.000                 NaN            NaN   4.06669        5.93040                 NaN            NaN   7.08397        41.8769       0.904223        40.1379                 NaN
  1043.86        500.000                 NaN            NaN   3.70553        6.77739                 NaN            NaN   7.25689        41.3412       0.808478        40.1105                 NaN
  1042.40        500.000                 NaN            NaN   3.71180        6.76985                 NaN            NaN   7.25688        41.3400       0.808614        40.1129                 NaN
  1040.94        500.000                 NaN            NaN   3.72014        6.75774                 NaN            NaN   7.25721        41.3405       0.809053        40.1154                 NaN
  1039.47        500.000                 NaN            NaN   3.72736        6.74801                 NaN            NaN   7.25739        41.3401       0.809341        40.1178                 NaN
  1038.01        500.000                 NaN            NaN   3.73451        6.73843                 NaN            NaN   7.25759        41.3396       0.809613        40.1202                 NaN
  1036.55        500.000                 NaN            NaN   4.06669        5.93041       0.196980E-005            NaN   7.08397        41.8768       0.904223        40.1379                 NaN
  1035.09        500.000                 NaN            NaN   4.06668        5.93032       0.178896E-003            NaN   7.08398        41.8768       0.904221        40.1379                 NaN
  1033.63        500.000                 NaN            NaN   3.75547        6.71043                 NaN            NaN   7.25823        41.3381       0.810405        40.1274                 NaN
  1032.16        500.000                 NaN            NaN   3.76240        6.70121                 NaN            NaN   7.25848        41.3375       0.810651        40.1298                 NaN
  1030.70        500.000                 NaN            NaN   4.06668        5.93036       0.107086E-003            NaN   7.08398        41.8768       0.904222        40.1379                 NaN
  1029.24        500.000                 NaN            NaN   3.77597        6.68317                 NaN            NaN   7.25898        41.3363       0.811143        40.1344                 NaN
  1027.78        500.000                 NaN            NaN   3.78264        6.67433                 NaN            NaN   7.25924        41.3357       0.811378        40.1367                 NaN
  1026.32        500.000                 NaN            NaN   4.06669        5.93036       0.416860E-004            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1024.85        500.000                 NaN            NaN   4.06669        5.93039       0.127799E-004            NaN   7.08397        41.8769       0.904223        40.1379                 NaN
  1023.39        500.000                 NaN            NaN   4.06669        5.93039       0.128038E-004            NaN   7.08397        41.8769       0.904223        40.1379                 NaN
  1021.93        500.000                 NaN            NaN   4.06669        5.93040                 NaN            NaN   7.08397        41.8769       0.904223        40.1379                 NaN
  1020.47        500.000                 NaN            NaN   4.06669        5.93039       0.126909E-004            NaN   7.08397        41.8769       0.904223        40.1379                 NaN
  1019.01        500.000                 NaN            NaN   4.06669        5.93038       0.126198E-004            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1017.54        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1016.08        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1014.62        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1013.16        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1011.70        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1010.23        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1008.77        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1007.31        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1005.85        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1004.39        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1002.92        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1001.46        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
  1000.00        500.000                 NaN            NaN   4.06669        5.93039                 NaN            NaN   7.08397        41.8769       0.904223        40.1378                 NaN
