|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1303.30        2500.00        98.9995                 NaN  0.137670                 NaN  0.551685                 NaN            NaN            NaN  0.265505       0.455947E-001            NaN            NaN
  1301.81        2500.00        74.9950                 NaN   1.64615                 NaN   5.96018                 NaN            NaN            NaN   3.34166       0.824418        13.2326                 NaN
  1300.32        2500.00        71.9841                 NaN   1.81583                 NaN   6.80949                 NaN            NaN            NaN   3.71818       0.891996        14.7804                 NaN
  1298.82        2500.00        75.0385                 NaN   1.63794                 NaN   6.18810                 NaN            NaN            NaN   3.32017       0.774000        13.0413                 NaN
  1297.33        2500.00        77.9215                 NaN   1.44144                 NaN   5.59896                 NaN            NaN            NaN   2.94398       0.667862        11.4263                 NaN
  1295.83        2500.00        80.4746                 NaN   1.22251                 NaN   5.10123                 NaN            NaN            NaN   2.61128       0.576408        10.0140                 NaN
  1294.34        2500.00        82.2597                 NaN   1.13927                 NaN   4.65942                 NaN            NaN            NaN   2.37382       0.519926        9.04781                 NaN
  1292.85        2500.00        84.1717                 NaN   1.05505                 NaN   4.25092                 NaN            NaN            NaN   2.12879       0.446142        7.94741                 NaN
  1291.35        2500.00        86.8903                 NaN  0.806527                 NaN   3.45782                 NaN            NaN            NaN   1.78714       0.378602        6.67964                 NaN
  1289.86        2500.00        86.5840                 NaN  0.640353                 NaN   4.04345                 NaN            NaN            NaN   1.79469       0.361561        6.57591                 NaN
  1288.36        2500.00        90.5852                 NaN  0.640731                 NaN   2.46913                 NaN            NaN            NaN   1.29097       0.268776        4.74519                 NaN
  1286.87        2500.00        89.1068                 NaN  0.435141                 NaN   3.46138                 NaN            NaN            NaN   1.45839       0.281220        5.25706                 NaN
  1285.38        2500.00        89.7474                 NaN  0.681050                 NaN   2.63608                 NaN            NaN            NaN   1.42662       0.288842        5.21998                 NaN
  1283.88        2500.00        92.2199                 NaN  0.114775                 NaN   2.93608                 NaN            NaN            NaN   1.01816       0.182341        3.52873                 NaN
  1282.39        2500.00        86.5927                 NaN   1.13816                 NaN   2.58876                 NaN            NaN            NaN   1.98789       0.443991        7.24854                 NaN
  1280.89        2500.00        93.5719                 NaN  0.621876E-002            NaN   1.94092                 NaN            NaN            NaN  0.792194       0.211941        3.47685                 NaN
  1279.40        2500.00        89.8301                 NaN  0.617330                 NaN   3.05539                 NaN            NaN            NaN   1.55819       0.211030        4.72791                 NaN
  1277.90        2500.00        98.8926                 NaN  0.901999E-001            NaN  0.536055                 NaN            NaN            NaN  0.142270       0.934681E-002  0.329481                 NaN
  1276.41        2500.00        93.8651                 NaN  0.477448E-005            NaN   2.00602                 NaN            NaN            NaN  0.843947       0.155685        3.12923                 NaN
  1274.92        2500.00        97.0577                 NaN  0.464781E-002            NaN   1.06809                 NaN            NaN            NaN  0.397711       0.804602E-001   1.39140                 NaN
  1273.42        2500.00        95.5354                 NaN            NaN            NaN   2.11005                 NaN            NaN            NaN  0.588946       0.478251E-001   1.71780                 NaN
  1271.93        2500.00        95.6266                 NaN  0.395780E-001            NaN   1.47924                 NaN            NaN            NaN  0.537712       0.107160        2.20969                 NaN
  1270.43        2500.00        96.8602                 NaN            NaN            NaN  0.392089                 NaN            NaN            NaN  0.783187       0.425000E-001   1.92200                 NaN
  1268.94        2500.00        97.1927                 NaN   1.55662                 NaN            NaN            NaN            NaN            NaN  0.190803       0.728620E-001  0.987048                 NaN
  1267.45        2500.00        96.0435                 NaN            NaN            NaN   1.51220                 NaN            NaN            NaN  0.454348       0.111410        1.87856                 NaN
  1265.95        2500.00        87.6916                 NaN            NaN            NaN   5.82686                 NaN            NaN            NaN   1.50119       0.177162        4.80318                 NaN
  1264.46        2500.00        97.5614                 NaN            NaN            NaN   1.15090                 NaN            NaN            NaN  0.300353       0.677712E-001  0.919561                 NaN
  1262.96        2500.00        96.7817                 NaN            NaN            NaN   1.13228                 NaN            NaN            NaN  0.401768       0.962393E-001   1.58797                 NaN
  1261.47        2500.00        95.5479                 NaN            NaN            NaN  0.906947                 NaN            NaN            NaN  0.597709       0.178063        2.76942                 NaN
  1259.98        2500.00        98.0604                 NaN            NaN            NaN   1.21110                 NaN            NaN            NaN  0.179945       0.318716E-001  0.516657                 NaN
  1258.48        2500.00        95.9465                 NaN            NaN            NaN   1.67117                 NaN            NaN            NaN  0.570795       0.646634E-001   1.74687                 NaN
  1256.99        2500.00        96.7183                 NaN            NaN            NaN   1.20890                 NaN            NaN            NaN  0.440579       0.738854E-001   1.55834                 NaN
  1255.49        2500.00        96.8149                 NaN            NaN            NaN   1.15483                 NaN            NaN            NaN  0.428813       0.725966E-001   1.52884                 NaN
  1254.00        2500.00        96.9131                 NaN            NaN            NaN   1.11776                 NaN            NaN            NaN  0.423367       0.656803E-001   1.48006                 NaN
  1252.50        2500.00        95.2283                 NaN            NaN            NaN   1.60572                 NaN            NaN            NaN  0.666095       0.153819        2.34611                 NaN
  1251.01        2500.00        98.3984                 NaN            NaN            NaN  0.231035       0.456652                 NaN            NaN  0.169710       0.370141E-002  0.740541                 NaN
  1249.52        2500.00        98.0656                 NaN            NaN            NaN  0.673403                 NaN            NaN            NaN  0.252218       0.382732E-001  0.970531                 NaN
  1248.02        2500.00        96.7605                 NaN            NaN            NaN  0.458751       0.517990                 NaN            NaN  0.332677       0.108121        1.82198                 NaN
  1246.53        2500.00        97.5277                 NaN            NaN            NaN  0.875261       0.170351                 NaN            NaN  0.463299                 NaN  0.963431                 NaN
  1245.03        2500.00        98.1127                 NaN            NaN            NaN  0.514678                 NaN            NaN            NaN  0.244396       0.943580E-001   1.03389                 NaN
  1243.54        2500.00        97.3970                 NaN            NaN            NaN  0.600109                 NaN            NaN            NaN  0.365349       0.544926E-001   1.58305                 NaN
  1242.05        2500.00        97.9080                 NaN            NaN            NaN   1.26846                 NaN            NaN            NaN  0.267175                 NaN  0.556407                 NaN
  1240.55        2500.00        97.9178                 NaN            NaN            NaN  0.263866E-002            NaN            NaN            NaN  0.237010       0.812618E-001   1.40457       0.356745     
  1239.06        2500.00        88.4180                 NaN            NaN            NaN   1.46829       0.169394                 NaN            NaN  0.959806       0.206777        4.94643        3.83125     
  1237.56        2500.00        91.7369                 NaN            NaN            NaN   1.71238                 NaN            NaN            NaN  0.822669       0.946599E-001   3.03271        2.60064     
  1236.07        2500.00        86.3942                 NaN            NaN            NaN   2.60010                 NaN            NaN            NaN   1.27845       0.124130        5.92493        3.67818     
  1234.58        2500.00        91.1552                 NaN            NaN            NaN   2.00406       0.937399                 NaN            NaN   1.03004                 NaN   2.80901        2.06432     
  1233.08        2500.00        86.2191                 NaN            NaN            NaN  0.723815        1.84747       0.841221E-004            NaN   1.24213       0.927881E-001   5.65497        4.21961     
  1231.59        2500.00        53.9759                 NaN            NaN            NaN   7.19964       0.645824                 NaN            NaN   3.98522       0.458008        19.4401        14.2953     
  1230.09        2500.00                 NaN            NaN            NaN            NaN   6.04674        8.76131                 NaN            NaN   8.00359        1.20283        44.0957        31.8898     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   4.12442        8.31732        2.43643                 NaN   8.05252        1.19748        43.9650        31.9069     
  1227.10        2500.00                 NaN            NaN   3.68936                 NaN   9.21639       0.410870E-002            NaN            NaN   7.79400        1.44530        45.0314        32.8195     
  1225.61        2500.00                 NaN            NaN            NaN            NaN   15.0620                 NaN            NaN            NaN   8.21029        1.12366        43.6717        31.9324     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   6.96254        7.92864                 NaN            NaN   8.04403        1.20552        43.9467        31.9126     
  1222.62        2500.00                 NaN            NaN            NaN            NaN   6.20403        8.67946       0.167890E-003            NaN   8.03172        1.20526        43.9667        31.9126     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   5.45964        9.39540       0.168168E-005            NaN   8.03072        1.20606        44.0044        31.9038     
  1219.63        2500.00                 NaN            NaN            NaN            NaN   5.30275        9.67992                 NaN            NaN   8.15090        1.14885        43.7984        31.9191     
  1218.14        2500.00                 NaN            NaN            NaN            NaN   5.72460        9.04893                 NaN            NaN   8.04640        1.19583        44.1066        31.8777     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   5.71164        9.06353                 NaN            NaN   8.04952        1.19468        44.1030        31.8776     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   5.60134        9.21263                 NaN            NaN   7.97674        1.21570        44.1003        31.8933     
  1213.66        2500.00                 NaN            NaN            NaN            NaN   5.67387        9.10714                 NaN            NaN   8.05611        1.19328        44.0905        31.8791     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   5.40081        9.57721       0.184057E-004            NaN   8.16585        1.15020        43.7877        31.9182     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   5.41318        9.56535                 NaN            NaN   8.16649        1.14922        43.7875        31.9182     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   5.46049        9.51977                 NaN            NaN   8.16927        1.14844        43.7835        31.9185     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   5.57755        9.21097                 NaN            NaN   8.07187        1.18952        44.0699        31.8802     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   5.54971        9.43408                 NaN            NaN   8.17467        1.14695        43.7755        31.9191     
  1204.69        2500.00                 NaN            NaN            NaN            NaN   5.59380        9.39161                 NaN            NaN   8.17776        1.14608        43.7714        31.9193     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   5.52175        9.27270                 NaN            NaN   8.08202        1.18697        44.0554        31.8811     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   5.69117        9.29712                 NaN            NaN   8.18418        1.14490        43.7628        31.9198     
  1200.21        2500.00                 NaN            NaN            NaN            NaN   5.40624        9.43193                 NaN            NaN   8.03660        1.19076        44.0422        31.8923     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   5.40541        9.43499                 NaN            NaN   8.03941        1.19006        44.0372        31.8929     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   5.39611        9.44686                 NaN            NaN   8.04324        1.19030        44.0295        31.8940     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   6.24699        8.78212       0.172258E-005            NaN   8.16121        1.14664        43.7316        31.9315     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   6.37913        8.65269                 NaN            NaN   8.16578        1.14670        43.7230        31.9327     
  1192.74        2500.00                 NaN            NaN            NaN            NaN   5.38777        9.42208                 NaN            NaN   8.10734        1.18075        44.0184        31.8836     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   6.01125        8.99117                 NaN            NaN   8.20353        1.13930        43.7324        31.9223     
  1189.75        2500.00                 NaN            NaN            NaN            NaN   6.77173        8.24898                 NaN            NaN   8.21541        1.14718        43.6865        31.9302     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   7.21175        7.81196                 NaN            NaN   8.20653        1.15045        43.6884        31.9309     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   7.27731        7.75206                 NaN            NaN   8.21060        1.14539        43.6848        31.9298     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   7.07986        7.93975                 NaN            NaN   8.21635        1.14563        43.6906        31.9278     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   7.54710        7.49349                 NaN            NaN   8.22616        1.13818        43.6635        31.9315     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   7.56624        7.47459                 NaN            NaN   8.22622        1.13803        43.6636        31.9313     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   7.47201        7.55999                 NaN            NaN   8.22150        1.14109        43.6759        31.9295     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   7.63218        7.41243                 NaN            NaN   8.23135        1.13526        43.6569        31.9319     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   7.68482        7.37159                 NaN            NaN   8.23956        1.13178        43.6379        31.9343     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   7.79838        7.26540                 NaN            NaN   8.24176        1.12828        43.6318        31.9344     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   7.39508        7.64464                 NaN            NaN   8.22710        1.14016        43.6616        31.9314     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   7.26711        7.77512                 NaN            NaN   8.23302        1.13759        43.6555        31.9316     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   6.47081        8.55988                 NaN            NaN   8.23849        1.12818        43.6765        31.9262     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   6.54372        8.48736                 NaN            NaN   8.24237        1.12729        43.6720        31.9273     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   7.47786        7.57369                 NaN            NaN   8.23388        1.13711        43.6428        31.9347     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   6.64013        8.39359                 NaN            NaN   8.24953        1.12615        43.6629        31.9277     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   6.69322        8.34354                 NaN            NaN   8.25270        1.12493        43.6574        31.9282     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   6.74445        8.29496                 NaN            NaN   8.25605        1.12353        43.6524        31.9286     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   7.43216        7.63285                 NaN            NaN   8.23608        1.13510        43.6269        31.9369     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   6.75735        8.28895                 NaN            NaN   8.26158        1.12101        43.6425        31.9286     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   7.70217        7.37961                 NaN            NaN   8.25368        1.12592        43.5994        31.9392     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   6.81074        8.24035                 NaN            NaN   8.26466        1.11976        43.6351        31.9294     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   8.02957        7.05844                 NaN            NaN   8.24848        1.12678        43.5951        31.9416     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   8.04169        7.05005                 NaN            NaN   8.25117        1.12531        43.5896        31.9422     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   7.71140        7.37814                 NaN            NaN   8.25490        1.12532        43.5891        31.9411     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   7.81561        7.27363                 NaN            NaN   8.25485        1.12628        43.5868        31.9429     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   7.85191        7.24023                 NaN            NaN   8.25594        1.12545        43.5831        31.9433     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   7.87959        7.21566                 NaN            NaN   8.25869        1.12415        43.5779        31.9440     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   7.12304        7.93854                 NaN            NaN   8.29767        1.11339        43.5950        31.9324     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   7.06252        8.00058                 NaN            NaN   8.29663        1.11419        43.5927        31.9334     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   7.18035        7.88616                 NaN            NaN   8.30264        1.11153        43.5860        31.9333     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   8.06197        7.05694                 NaN            NaN   8.27933        1.11303        43.5407        31.9480     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   8.15883        6.96617                 NaN            NaN   8.28037        1.11038        43.5361        31.9482     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   8.15828        6.96993                 NaN            NaN   8.28148        1.10935        43.5324        31.9485     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   8.18759        6.94543                 NaN            NaN   8.28557        1.10776        43.5240        31.9496     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   8.15112        6.97877                 NaN            NaN   8.29752        1.10789        43.5144        31.9503     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   7.99899        7.12206                 NaN            NaN   8.28317        1.11069        43.5375        31.9476     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   7.33081        7.76146                 NaN            NaN   8.31819        1.10081        43.5538        31.9349     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   7.34965        7.74120                 NaN            NaN   8.32479        1.10341        43.5427        31.9383     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   7.38265        7.70776                 NaN            NaN   8.32685        1.10277        43.5418        31.9382     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   7.38156        7.71842                 NaN            NaN   8.32429        1.09876        43.5407        31.9363     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   7.44117        7.65493                 NaN            NaN   8.33303        1.10037        43.5314        31.9391     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   7.43722        7.66826                 NaN            NaN   8.32820        1.09704        43.5321        31.9372     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   7.56258        7.54365                 NaN            NaN   8.34309        1.09600        43.5140        31.9407     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   8.31629        6.82999                 NaN            NaN   8.30931        1.09819        43.4950        31.9512     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   7.62292        7.48805                 NaN            NaN   8.34786        1.09416        43.5055        31.9415     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   8.29720        6.85884                 NaN            NaN   8.31236        1.09801        43.4792        31.9544     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   8.30656        6.85432                 NaN            NaN   8.30778        1.09716        43.4790        31.9552     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   8.33097        6.83255                 NaN            NaN   8.31614        1.09583        43.4686        31.9559     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   8.15630        7.01864                 NaN            NaN   8.31364        1.09141        43.4663        31.9537     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   7.69180        7.43145                 NaN            NaN   8.35990        1.08968        43.4833        31.9438     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   7.69823        7.42989                 NaN            NaN   8.36249        1.08854        43.4759        31.9449     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   7.68088        7.45325                 NaN            NaN   8.36225        1.08380        43.4783        31.9415     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   7.75470        7.37978                 NaN            NaN   8.36869        1.08611        43.4646        31.9461     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   7.78619        7.35272       0.589581E-005            NaN   8.37101        1.08493        43.4582        31.9469     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   8.44403        6.74015                 NaN            NaN   8.32442        1.09020        43.4410        31.9602     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   8.43431        6.76803                 NaN            NaN   8.33360        1.08581        43.4141        31.9641     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   7.84699        7.30487                 NaN            NaN   8.38023        1.08057        43.4383        31.9491     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   8.40912        6.78914                 NaN            NaN   8.33553        1.08420        43.4197        31.9623     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   8.27314        6.93853                 NaN            NaN   8.33549        1.07893        43.4137        31.9602     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   7.91403        7.24263                 NaN            NaN   8.38878        1.07777        43.4267        31.9501     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   8.28523        6.93408                 NaN            NaN   8.33968        1.07639        43.4032        31.9614     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   8.30032        6.92468                 NaN            NaN   8.34273        1.07431        43.3957        31.9623     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   12.9246        2.39572                 NaN            NaN   8.49887        1.02088        43.1836        31.9764     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   8.51597        6.70879                 NaN            NaN   8.34918        1.07552        43.3825        31.9680     
  1092.63        2500.00                 NaN            NaN            NaN            NaN  0.451527E-003   8.02795        7.14453                 NaN   8.40561        1.07152        43.3974        31.9526     
  1091.14        2500.00                 NaN            NaN            NaN            NaN  0.196925E-002   8.04611        7.12881                 NaN   8.40723        1.06976        43.3926        31.9535     
  1089.65        2500.00                 NaN            NaN            NaN            NaN  0.442165E-003   8.07176        7.10867                 NaN   8.41058        1.06869        43.3853        31.9546     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   8.57072        6.66900                 NaN            NaN   8.36108        1.07035        43.3580        31.9709     
  1086.66        2500.00                 NaN            NaN   4.26327                 NaN   8.48291                 NaN            NaN            NaN   7.80266        1.45102        45.0022        32.9979     
  1085.16        2500.00                 NaN            NaN            NaN            NaN  0.185093E-002   8.11773        7.07196                 NaN   8.41758        1.06433        43.3702        31.9564     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   8.14937        7.04501                 NaN            NaN   8.42377        1.06340        43.3615        31.9570     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   8.20857        6.98714                 NaN            NaN   8.42447        1.06274        43.3600        31.9571     
  1080.68        2500.00                 NaN            NaN   4.28252                 NaN   8.46171                 NaN            NaN            NaN   7.80604        1.45076        44.9937        33.0053     
  1079.19        2500.00                 NaN            NaN            NaN            NaN  0.125893E-002   8.24785        6.95414                 NaN   8.43133        1.05975        43.3471        31.9585     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   8.23643        6.96933                 NaN            NaN   8.43306        1.05873        43.3435        31.9590     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   8.62334        6.64293                 NaN            NaN   8.37891        1.06071        43.3183        31.9758     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   8.25854        6.95567                 NaN            NaN   8.43982        1.05587        43.3294        31.9607     
  1073.21        2500.00                 NaN            NaN            NaN            NaN  0.341883E-003   8.25154        6.96650                 NaN   8.44211        1.05414        43.3239        31.9615     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   8.32605        6.89502                 NaN            NaN   8.44616        1.05321        43.3176        31.9619     
  1070.22        2500.00                 NaN            NaN            NaN            NaN  0.305707E-003   8.04689        7.17963                 NaN   8.44720        1.05178        43.3110        31.9632     
  1068.73        2500.00                 NaN            NaN            NaN            NaN  0.270536E-003   8.06260        7.16740                 NaN   8.45000        1.05054        43.3053        31.9639     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   8.30334        6.92886                 NaN            NaN   8.45563        1.04909        43.2990        31.9640     
  1065.74        2500.00                 NaN            NaN            NaN            NaN  0.158686E-003   8.05610        7.18140                 NaN   8.45599        1.04794        43.2931        31.9653     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   8.32447        6.91514                 NaN            NaN   8.46157        1.04654        43.2867        31.9656     
  1062.75        2500.00                 NaN            NaN            NaN            NaN  0.233554E-003   8.34781        6.89466                 NaN   8.46511        1.04519        43.2809        31.9661     
  1061.26        2500.00                 NaN            NaN            NaN            NaN  0.433879E-003   8.35360        6.89253                 NaN   8.46774        1.04385        43.2750        31.9669     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   8.39467        6.85563                 NaN            NaN   8.46974        1.04278        43.2695        31.9677     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   8.38659        6.86698                 NaN            NaN   8.47393        1.04117        43.2631        31.9682     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   8.41819        6.83868                 NaN            NaN   8.47676        1.03993        43.2576        31.9689     
  1055.28        2500.00                 NaN            NaN            NaN            NaN  0.192993E-003   8.41188        6.84876                 NaN   8.48006        1.03849        43.2510        31.9696     
  1053.79        2500.00                 NaN            NaN            NaN            NaN  0.265149E-003   8.42585        6.83838                 NaN   8.48311        1.03710        43.2450        31.9703     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   8.55942        6.71960                 NaN            NaN   8.49309        1.03144        43.2236        31.9728     
  1050.80        2500.00                 NaN            NaN            NaN            NaN  0.930328E-003   8.42030        6.85037                 NaN   8.48897        1.03459        43.2331        31.9717     
  1049.31        2500.00                 NaN            NaN            NaN            NaN  0.864059E-003   8.44434        6.82990                 NaN   8.49208        1.03319        43.2272        31.9724     
  1047.81        2500.00                 NaN            NaN            NaN            NaN  0.293735E-002   8.43402        6.84190       0.134117E-005   8.49491        1.03189        43.2212        31.9731     
  1046.32        2500.00                 NaN            NaN            NaN            NaN  0.769866E-003   8.45765        6.82409                 NaN   8.49812        1.03047        43.2151        31.9738     
  1044.82        2500.00                 NaN            NaN            NaN            NaN  0.212850E-003   8.23005        7.05736                 NaN   8.49880        1.02962        43.2090        31.9750     
  1043.33        2500.00                 NaN            NaN            NaN            NaN  0.241266E-003   8.45505        6.83461                 NaN   8.50370        1.02784        43.2033        31.9753     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   8.46506        6.82841                 NaN            NaN   8.50705        1.02652        43.1970        31.9760     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   8.46747        6.82986                 NaN            NaN   8.51007        1.02515        43.1907        31.9768     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   8.47685        6.82431                 NaN            NaN   8.51291        1.02378        43.1846        31.9775     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   8.47591        6.82904                 NaN            NaN   8.51592        1.02244        43.1784        31.9783     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   8.48171        6.82700                 NaN            NaN   8.51898        1.02109        43.1722        31.9790     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   8.48881        6.82370                 NaN            NaN   8.52210        1.01975        43.1658        31.9798     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   8.49725        6.81901                 NaN            NaN   8.52520        1.01837        43.1596        31.9805     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   8.50394        6.81614                 NaN            NaN   8.52834        1.01699        43.1533        31.9813     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   8.51070        6.81316                 NaN            NaN   8.53130        1.01562        43.1472        31.9820     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   8.51443        6.81326                 NaN            NaN   8.53436        1.01427        43.1409        31.9828     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   8.51800        6.81348                 NaN            NaN   8.53741        1.01292        43.1346        31.9836     
  1025.40        2500.00                 NaN            NaN            NaN            NaN   8.51736        6.81824                 NaN            NaN   8.54030        1.01154        43.1282        31.9844     
  1023.91        2500.00                 NaN            NaN            NaN            NaN   8.52489        6.81457                 NaN            NaN   8.54330        1.01019        43.1219        31.9852     
  1022.41        2500.00                 NaN            NaN            NaN            NaN   8.53171        6.81139                 NaN            NaN   8.54663        1.00879        43.1156        31.9859     
  1020.92        2500.00                 NaN            NaN            NaN            NaN   8.53373        6.81342                 NaN            NaN   8.54927        1.00748        43.1094        31.9867     
  1019.42        2500.00                 NaN            NaN            NaN            NaN   8.53987        6.81102                 NaN            NaN   8.55274        1.00604        43.1029        31.9875     
  1017.93        2500.00                 NaN            NaN            NaN            NaN   8.50361        6.86383                 NaN            NaN   8.56124        1.00064        43.0800        31.9906     
  1016.44        2500.00                 NaN            NaN            NaN            NaN   8.55901        6.79963                 NaN            NaN   8.55906        1.00322        43.0900        31.9890     
  1014.94        2500.00                 NaN            NaN            NaN            NaN   8.55410        6.80853                 NaN            NaN   8.56197        1.00188        43.0837        31.9899     
  1013.45        2500.00                 NaN            NaN            NaN            NaN   8.55368        6.81329                 NaN            NaN   8.56463        1.00053        43.0770        31.9908     
  1011.95        2500.00                 NaN            NaN            NaN            NaN   8.55774        6.81285                 NaN            NaN   8.56809       0.999099        43.0707        31.9915     
  1010.46        2500.00                 NaN            NaN            NaN            NaN   8.56273        6.81175                 NaN            NaN   8.57117       0.997715        43.0644        31.9923     
  1008.96        2500.00                 NaN            NaN            NaN            NaN   8.56368        6.81479                 NaN            NaN   8.57419       0.996333        43.0579        31.9931     
  1007.47        2500.00                 NaN            NaN            NaN            NaN   8.56573        6.81667                 NaN            NaN   8.57668       0.994959        43.0521        31.9939     
  1005.98        2500.00                 NaN            NaN            NaN            NaN   8.56691        6.81985                 NaN            NaN   8.57993       0.993434        43.0451        31.9948     
