|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/T13/T13_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1282.36        500.000       0.777073E-001            NaN   99.2411                 NaN  0.893587E-001  0.348851                 NaN  0.242972                 NaN            NaN            NaN            NaN
  1280.87        500.000       0.764103E-001            NaN   99.2539                 NaN  0.872654E-001  0.343488                 NaN  0.238964                 NaN            NaN            NaN            NaN
  1279.38        500.000       0.750586E-001            NaN   99.2666                 NaN  0.859157E-001  0.337388                 NaN  0.235085                 NaN            NaN            NaN            NaN
  1277.90        500.000       0.736994E-001            NaN   99.2782                 NaN  0.841187E-001  0.332683                 NaN  0.231331                 NaN            NaN            NaN            NaN
  1276.41        500.000       0.724198E-001            NaN   99.2903                 NaN  0.822845E-001  0.327408                 NaN  0.227597                 NaN            NaN            NaN            NaN
  1274.93        500.000       0.710784E-001            NaN   99.3020                 NaN  0.809599E-001  0.322040                 NaN  0.223899                 NaN            NaN            NaN            NaN
  1273.44        500.000       0.697764E-001            NaN   99.3136                 NaN  0.794259E-001  0.316832                 NaN  0.220337                 NaN            NaN            NaN            NaN
  1271.95        500.000       0.685347E-001            NaN   99.3252                 NaN  0.777324E-001  0.311832                 NaN  0.216712                 NaN            NaN            NaN            NaN
  1270.47        500.000       0.672229E-001            NaN   99.3362                 NaN  0.762512E-001  0.307140                 NaN  0.213213                 NaN            NaN            NaN            NaN
  1268.98        500.000       0.659656E-001            NaN   99.3473                 NaN  0.750855E-001  0.301892                 NaN  0.209807                 NaN            NaN            NaN            NaN
  1267.50        500.000       0.646808E-001            NaN   99.3582                 NaN  0.735158E-001  0.297214                 NaN  0.206340                 NaN            NaN            NaN            NaN
  1266.01        500.000       0.637058E-001            NaN   99.3681                 NaN  0.721956E-001  0.292631                 NaN  0.203332                 NaN            NaN            NaN            NaN
  1264.52        500.000       0.621782E-001            NaN   99.3797                 NaN  0.705209E-001  0.288142                 NaN  0.199456                 NaN            NaN            NaN            NaN
  1263.04        500.000       0.613429E-001            NaN   99.3827                 NaN  0.562058E-001  0.270921       0.320243E-001  0.196781                 NaN            NaN            NaN            NaN
  1261.55        500.000       0.604059E-001            NaN   99.3864                 NaN  0.438245E-001  0.255561       0.596876E-001  0.194135                 NaN            NaN            NaN            NaN
  1260.07        500.000       0.172059                 NaN   96.2085                 NaN            NaN  0.531538       0.472523       0.549467        2.06593                 NaN            NaN            NaN
  1258.58        500.000       0.237823                 NaN   94.1842                 NaN            NaN  0.682749       0.714210       0.773564        3.40749                 NaN            NaN            NaN
  1257.09        500.000       0.222265                 NaN   94.5906                 NaN            NaN  0.668050       0.630710       0.722238        3.16612                 NaN            NaN            NaN
  1255.61        500.000       0.208583                 NaN   94.9494                 NaN            NaN  0.627028       0.584108       0.676618        2.95429                 NaN            NaN            NaN
  1254.12        500.000       0.196761                 NaN   95.2612                 NaN            NaN  0.543327       0.591694       0.636635        2.77040                 NaN            NaN            NaN
  1252.64        500.000       0.185890                 NaN   95.5385                 NaN            NaN  0.507943       0.559576       0.600948        2.60712                 NaN            NaN            NaN
  1251.15        500.000       0.176547                 NaN   95.7886                 NaN            NaN  0.531598       0.473906       0.568401        2.46092                 NaN            NaN            NaN
  1249.66        500.000       0.167877                 NaN   96.0116                 NaN  0.836148E-006  0.444638       0.505982       0.539243        2.33062                 NaN            NaN            NaN
  1248.18        500.000       0.159934                 NaN   96.2156                 NaN            NaN  0.482345       0.417573       0.512311        2.21225                 NaN            NaN            NaN
  1246.69        500.000       0.152577                 NaN   96.4003                 NaN            NaN  0.393441       0.460939       0.487839        2.10491                 NaN            NaN            NaN
  1245.20        500.000       0.145898                 NaN   96.5696                 NaN            NaN  0.441288       0.370828       0.465119        2.00726                 NaN            NaN            NaN
  1243.72        500.000       0.139546                 NaN   96.7243                 NaN            NaN  0.351287       0.422772       0.444300        1.91783                 NaN            NaN            NaN
  1242.23        500.000       0.133572                 NaN   96.8692                 NaN            NaN  0.405427       0.332416       0.424595        1.83479                 NaN            NaN            NaN
  1240.75        500.000       0.127955                 NaN   97.0023                 NaN            NaN  0.388882       0.315852       0.406376        1.75864                 NaN            NaN            NaN
  1239.26        500.000       0.122706                 NaN   97.1279                 NaN            NaN  0.374000       0.299405       0.389065        1.68695                 NaN            NaN            NaN
  1237.77        500.000       0.117609                 NaN   97.2429                 NaN            NaN  0.285909       0.359180       0.373232        1.62117                 NaN            NaN            NaN
  1236.29        500.000       0.112845                 NaN   97.3511                 NaN            NaN  0.345157       0.272882       0.358069        1.55998                 NaN            NaN            NaN
  1234.80        500.000       0.108087                 NaN   97.4539                 NaN            NaN  0.332247       0.260900       0.343648        1.50125                 NaN            NaN            NaN
  1233.32        500.000       0.103676                 NaN   97.5479                 NaN            NaN  0.250837       0.319168       0.330507        1.44791                 NaN            NaN            NaN
  1231.83        500.000       0.996295E-001            NaN   97.6391                 NaN            NaN  0.239557       0.307898       0.317253        1.39661                 NaN            NaN            NaN
  1230.34        500.000       0.100395                 NaN   97.6341                 NaN            NaN  0.227460       0.313317       0.318367        1.40637                 NaN            NaN            NaN
  1228.86        500.000       0.862944E-001            NaN   97.8773                 NaN            NaN  0.231731       0.269170       0.283864        1.25161                 NaN            NaN            NaN
  1227.37        500.000       0.885142E-001            NaN   97.8976                 NaN            NaN  0.274963       0.203836       0.280123        1.25496                 NaN            NaN            NaN
  1225.89        500.000       0.850190E-001            NaN   97.4020                 NaN            NaN  0.380764       0.181334       0.359884        1.59099                 NaN            NaN            NaN
  1224.40        500.000       0.908155E-001            NaN   98.5309                 NaN            NaN  0.333816                 NaN  0.179490       0.864994                 NaN            NaN            NaN
  1222.91        500.000       0.889911E-001            NaN   98.2527                 NaN            NaN  0.306858       0.707694E-001  0.225106        1.05554                 NaN            NaN            NaN
  1221.43        500.000       0.526398E-001            NaN   98.0011                 NaN            NaN  0.125214       0.375341       0.271310        1.17441                 NaN            NaN            NaN
  1219.94        500.000       0.775315E-001            NaN   98.2463                 NaN            NaN  0.273253       0.126290       0.226954        1.04965                 NaN            NaN            NaN
  1218.46        500.000       0.694693E-001            NaN   98.2715                 NaN            NaN  0.163693       0.225067       0.225118        1.04510                 NaN            NaN            NaN
  1216.97        500.000       0.364857E-001            NaN   98.1874                 NaN            NaN  0.703166E-001  0.399621       0.247903        1.05828                 NaN            NaN            NaN
  1215.48        500.000       0.875222E-001            NaN   98.3620                 NaN            NaN  0.354342                 NaN  0.199913       0.996240                 NaN            NaN            NaN
  1214.00        500.000       0.120336                 NaN   97.8011                 NaN            NaN  0.771128E-001  0.311564       0.283073        1.40676                 NaN            NaN            NaN
  1212.51        500.000       0.988734E-001            NaN   97.1532                 NaN            NaN  0.254707       0.402584       0.358240        1.73244                 NaN            NaN            NaN
  1211.02        500.000       0.534636E-001            NaN   99.7632                 NaN            NaN            NaN            NaN  0.393561E-001  0.139488       0.450134E-002            NaN            NaN
  1209.54        500.000       0.476492E-001            NaN   98.8002                 NaN            NaN  0.311292E-001  0.198888       0.154036       0.768100                 NaN            NaN            NaN
  1208.05        500.000       0.143287                 NaN   95.0269                 NaN            NaN  0.182835                 NaN  0.479119        2.75659                 NaN   1.41131                 NaN
  1206.57        500.000                 NaN            NaN   90.1980                 NaN            NaN   1.23943       0.396942       0.808831        3.13106                 NaN   4.22578                 NaN
  1205.08        500.000       0.266649                 NaN   90.0369                 NaN            NaN  0.527841E-001  0.927297       0.863088        4.30993                 NaN   3.54337                 NaN
  1203.59        500.000       0.119491                 NaN   93.6115                 NaN  0.967064E-001  0.500342                 NaN  0.538959        2.55677                 NaN   2.57627                 NaN
  1202.11        500.000       0.534318E-001  0.680201E-001   95.4531                 NaN            NaN  0.273959                 NaN  0.369021        1.86759                 NaN   1.91483                 NaN
  1200.62        500.000       0.339426                 NaN   81.9978                 NaN  0.235452        1.43778                 NaN   1.49988        7.18600                 NaN   7.30368                 NaN
  1199.14        500.000       0.411883E-001  0.154459        92.7656                 NaN            NaN  0.348642                 NaN  0.582018        3.02146                 NaN   3.08660                 NaN
  1197.65        500.000       0.152425                 NaN   86.3663                 NaN  0.408434        1.14045                 NaN   1.16524        5.33501                 NaN   5.43214                 NaN
  1196.16        500.000       0.179587                 NaN   91.1164                 NaN  0.123878       0.541660                 NaN  0.729528        3.61511                 NaN   3.69379                 NaN
  1194.68        500.000       0.150602                 NaN   90.0194                 NaN  0.213324       0.770221                 NaN  0.830324        3.98077                 NaN   4.03538                 NaN
  1193.19        500.000       0.157422                 NaN   90.9597                 NaN  0.153204       0.619504                 NaN  0.741619        3.65395                 NaN   3.71458                 NaN
  1191.71        500.000       0.195295                 NaN   87.7402                 NaN  0.255149       0.727007                 NaN  0.997390        4.95119                 NaN   5.13380                 NaN
  1190.22        500.000       0.872504E-001            NaN   96.4698                 NaN  0.209681E-001  0.266035                 NaN  0.282086        1.49054                 NaN   1.38333                 NaN
  1188.73        500.000       0.184622                 NaN   88.0669                 NaN  0.206783       0.851729                 NaN  0.952847        4.87154                 NaN   4.86561                 NaN
  1187.25        500.000       0.175968                 NaN   89.1469                 NaN  0.171363       0.680031                 NaN  0.849926        4.50893                 NaN   4.46684                 NaN
  1185.76        500.000       0.274456                 NaN   84.8796                 NaN  0.173746       0.850182                 NaN   1.13867        6.41312                 NaN   6.27018                 NaN
  1184.28        500.000       0.760077                 NaN   48.9162                 NaN  0.713926        2.68532                 NaN   3.70426        22.1112                 NaN   21.1090                 NaN
  1182.79        500.000        1.52699                 NaN            NaN            NaN   1.22826        4.95860                 NaN   7.08608        43.6262                 NaN   41.5739                 NaN
  1181.30        500.000        1.52563                 NaN            NaN            NaN   1.23541        4.95087                 NaN   7.08752        43.6238                 NaN   41.5768                 NaN
  1179.82        500.000        1.51644                 NaN            NaN            NaN   1.25473        4.94141                 NaN   7.09040        43.6228                 NaN   41.5743                 NaN
  1178.33        500.000        1.52090                 NaN            NaN            NaN   1.26652        4.91225                 NaN   7.09109        43.6238                 NaN   41.5854                 NaN
  1176.84        500.000        1.50462                 NaN            NaN            NaN   1.28067        4.92744                 NaN   7.09509        43.6194                 NaN   41.5728                 NaN
  1175.36        500.000        1.49314                 NaN            NaN            NaN   1.30315        4.91817                 NaN   7.09841        43.6185                 NaN   41.5686                 NaN
  1173.87        500.000        1.49374                 NaN            NaN            NaN   1.30756        4.90987                 NaN   7.09980        43.6160                 NaN   41.5730                 NaN
  1172.39        500.000        1.48761                 NaN            NaN            NaN   1.32031        4.90378                 NaN   7.10219        43.6142                 NaN   41.5719                 NaN
  1170.90        500.000        1.49363                 NaN            NaN            NaN   1.31888        4.89160                 NaN   7.10308        43.6119                 NaN   41.5809                 NaN
  1169.41        500.000        1.48888                 NaN            NaN            NaN   1.33172        4.88233                 NaN   7.10523        43.6103                 NaN   41.5815                 NaN
  1167.93        500.000        1.47235                 NaN            NaN            NaN   1.35963        4.87667                 NaN   7.10897        43.6093                 NaN   41.5731                 NaN
  1166.44        500.000        1.46604                 NaN            NaN            NaN   1.37298        4.86966                 NaN   7.11162        43.6077                 NaN   41.5720                 NaN
  1164.96        500.000        1.46582                 NaN            NaN            NaN   1.37794        4.86264                 NaN   7.11288        43.6052                 NaN   41.5755                 NaN
  1163.47        500.000        1.46578                 NaN            NaN            NaN   1.39297        4.84003                 NaN   7.11451        43.6044                 NaN   41.5823                 NaN
  1161.98        500.000        1.46463                 NaN            NaN            NaN   1.39850        4.83405                 NaN   7.11615        43.6017                 NaN   41.5849                 NaN
  1160.50        500.000        1.45772                 NaN            NaN            NaN   1.39980        4.84642                 NaN   7.11898        43.5980                 NaN   41.5791                 NaN
  1159.01        500.000        1.43348                 NaN            NaN            NaN   1.45789        4.80444                 NaN   7.12673        43.6064                 NaN   41.5711                 NaN
  1157.53        500.000        1.41690                 NaN            NaN            NaN   1.48750        4.80107                 NaN   7.12696        43.6041                 NaN   41.5635                 NaN
  1156.04        500.000        1.44436                 NaN            NaN            NaN   1.44433        4.80649                 NaN   7.12476        43.5957                 NaN   41.5844                 NaN
  1154.55        500.000        1.41629                 NaN            NaN            NaN   1.49576        4.78994                 NaN   7.12935        43.5990                 NaN   41.5697                 NaN
  1153.07        500.000        1.41543                 NaN            NaN            NaN   1.49996        4.78577                 NaN   7.13086        43.5957                 NaN   41.5723                 NaN
  1151.58        500.000        1.41496                 NaN            NaN            NaN   1.49380        4.79694                 NaN   7.13362        43.5887                 NaN   41.5719                 NaN
  1150.10        500.000        1.41431                 NaN            NaN            NaN   1.50821        4.77611                 NaN   7.13356        43.5898                 NaN   41.5780                 NaN
  1148.61        500.000        1.41377                 NaN            NaN            NaN   1.51222        4.77150                 NaN   7.13492        43.5867                 NaN   41.5809                 NaN
  1147.12        500.000        1.39274                 NaN            NaN            NaN   1.54750        4.76308                 NaN   7.14038        43.5870                 NaN   41.5693                 NaN
  1145.64        500.000        1.40354                 NaN            NaN            NaN   1.53283        4.76074                 NaN   7.14135        43.5819                 NaN   41.5796                 NaN
  1144.15        500.000        1.37880                 NaN            NaN            NaN   1.57616        4.75027                 NaN   7.14552        43.5827                 NaN   41.5665                 NaN
  1142.66        500.000        1.37395                 NaN            NaN            NaN   1.58678        4.74489                 NaN   7.14774        43.5803                 NaN   41.5664                 NaN
  1141.18        500.000        1.08262                 NaN            NaN            NaN   1.88114        4.71668                 NaN   7.17225        43.6033       0.101718        41.4422                 NaN
  1139.69        500.000        1.08639                 NaN            NaN            NaN   1.88241        4.71230                 NaN   7.17369        43.6000       0.991014E-001   41.4461                 NaN
  1138.21        500.000                 NaN            NaN            NaN            NaN   3.00835        4.61646                 NaN   7.26227        43.6988       0.455847        40.9583                 NaN
  1136.72        500.000                 NaN            NaN            NaN            NaN   3.01268        4.60957                 NaN   7.26291        43.6971       0.456022        40.9617                 NaN
  1135.23        500.000                 NaN            NaN            NaN            NaN   3.01680        4.60326                 NaN   7.26370        43.6951       0.456125        40.9651                 NaN
  1133.75        500.000                 NaN            NaN            NaN            NaN   3.01730        4.60368                 NaN   7.26476        43.6913       0.455994        40.9670                 NaN
  1132.26        500.000                 NaN            NaN            NaN            NaN   3.02178        4.59645                 NaN   7.26536        43.6897       0.456188        40.9705                 NaN
  1130.78        500.000                 NaN            NaN            NaN            NaN   3.02620        4.58936                 NaN   7.26598        43.6881       0.456378        40.9740                 NaN
  1129.29        500.000                 NaN            NaN            NaN            NaN   3.03359        4.57638                 NaN   7.26612        43.6884       0.456855        40.9786                 NaN
  1127.80        500.000                 NaN            NaN            NaN            NaN   3.03761        4.57005                 NaN   7.26679        43.6866       0.457011        40.9820                 NaN
  1126.32        500.000                 NaN            NaN            NaN            NaN   3.12359        4.43363                 NaN   7.27961        43.6705       0.460994        41.0317                 NaN
  1124.83        500.000                 NaN            NaN            NaN            NaN   3.04553        4.55759                 NaN   7.26811        43.6829       0.457317        40.9886                 NaN
  1123.35        500.000                 NaN            NaN            NaN            NaN   3.04942        4.55149                 NaN   7.26878        43.6810       0.457465        40.9918                 NaN
  1121.86        500.000                 NaN            NaN            NaN            NaN   3.05326        4.54547                 NaN   7.26945        43.6791       0.457611        40.9951                 NaN
  1120.37        500.000                 NaN            NaN            NaN            NaN   3.05706        4.53954                 NaN   7.27013        43.6772       0.457753        40.9983                 NaN
  1118.89        500.000                 NaN            NaN            NaN            NaN   3.06081        4.53368                 NaN   7.27081        43.6753       0.457893        41.0016                 NaN
  1117.40        500.000                 NaN            NaN            NaN            NaN   3.06453        4.52789                 NaN   7.27150        43.6733       0.458031        41.0048                 NaN
  1115.92        500.000                 NaN            NaN            NaN            NaN   3.06701        4.52455                 NaN   7.27238        43.6705       0.458047        41.0075                 NaN
  1114.43        500.000                 NaN            NaN            NaN            NaN   3.07077        4.51869                 NaN   7.27306        43.6686       0.458190        41.0107                 NaN
  1112.94        500.000                 NaN            NaN            NaN            NaN   3.07537        4.51121                 NaN   7.27362        43.6671       0.458421        41.0143                 NaN
  1111.46        500.000                 NaN            NaN            NaN            NaN   3.07896        4.50557                 NaN   7.27429        43.6652       0.458552        41.0174                 NaN
  1109.97        500.000                 NaN            NaN            NaN            NaN   3.08248        4.50014                 NaN   7.27499        43.6631       0.458678        41.0206                 NaN
  1108.48        500.000                 NaN            NaN            NaN            NaN   3.08595        4.49479                 NaN   7.27570        43.6610       0.458801        41.0237                 NaN
  1107.00        500.000                 NaN            NaN            NaN            NaN   3.12238        4.43195                 NaN   7.27906        43.6612       0.460844        41.0446                 NaN
  1105.51        500.000                 NaN            NaN            NaN            NaN   3.09280        4.48420                 NaN   7.27713        43.6569       0.459042        41.0299                 NaN
  1104.03        500.000                 NaN            NaN            NaN            NaN   3.09617        4.47906                 NaN   7.27785        43.6548       0.459158        41.0330                 NaN
  1102.54        500.000                 NaN            NaN            NaN            NaN   3.09949        4.47397                 NaN   7.27858        43.6526       0.459272        41.0361                 NaN
  1101.05        500.000                 NaN            NaN            NaN            NaN   3.10279        4.46896                 NaN   7.27931        43.6504       0.459383        41.0391                 NaN
  1099.57        500.000                 NaN            NaN            NaN            NaN   3.10605        4.46400                 NaN   7.28005        43.6482       0.459492        41.0422                 NaN
  1098.08        500.000                 NaN            NaN            NaN            NaN   3.10927        4.45911                 NaN   7.28079        43.6460       0.459599        41.0452                 NaN
  1096.60        500.000                 NaN            NaN            NaN            NaN   3.11246        4.45428                 NaN   7.28154        43.6438       0.459704        41.0482                 NaN
  1095.11        500.000                 NaN            NaN            NaN            NaN   3.11562        4.44951                 NaN   7.28229        43.6415       0.459807        41.0513                 NaN
  1093.62        500.000                 NaN            NaN            NaN            NaN   3.11875        4.44480                 NaN   7.28305        43.6392       0.459908        41.0543                 NaN
  1092.14        500.000                 NaN            NaN            NaN            NaN   3.12185        4.44015                 NaN   7.28381        43.6369       0.460007        41.0572                 NaN
  1090.65        500.000                 NaN            NaN            NaN            NaN   3.12491        4.43556                 NaN   7.28458        43.6346       0.460104        41.0602                 NaN
  1089.17        500.000                 NaN            NaN            NaN            NaN   3.12794        4.43102                 NaN   7.28535        43.6323       0.460199        41.0632                 NaN
  1087.68        500.000                 NaN            NaN            NaN            NaN   3.13094        4.42654                 NaN   7.28612        43.6299       0.460292        41.0662                 NaN
  1086.19        500.000                 NaN            NaN            NaN            NaN   3.13392        4.42212                 NaN   7.28691        43.6276       0.460383        41.0691                 NaN
  1084.71        500.000                 NaN            NaN            NaN            NaN   3.13686        4.41775                 NaN   7.28769        43.6252       0.460472        41.0720                 NaN
  1083.22        500.000                 NaN            NaN            NaN            NaN   3.13977        4.41344                 NaN   7.28848        43.6228       0.460560        41.0750                 NaN
  1081.73        500.000                 NaN            NaN            NaN            NaN   3.14266        4.40918                 NaN   7.28928        43.6203       0.460645        41.0779                 NaN
  1080.25        500.000                 NaN            NaN            NaN            NaN   3.14551        4.40497                 NaN   7.29008        43.6179       0.460729        41.0808                 NaN
  1078.76        500.000                 NaN            NaN            NaN            NaN   3.12063        4.42949                 NaN   7.27827        43.6476       0.460626        41.0633                 NaN
  1077.28        500.000                 NaN            NaN            NaN            NaN   3.15114        4.39673                 NaN   7.29170        43.6129       0.460890        41.0866                 NaN
  1075.79        500.000                 NaN            NaN            NaN            NaN   3.15313        4.39414                 NaN   7.29265        43.6100       0.460887        41.0892                 NaN
  1074.30        500.000                 NaN            NaN            NaN            NaN   3.15582        4.39028                 NaN   7.29349        43.6074       0.460956        41.0921                 NaN
  1072.82        500.000                 NaN            NaN            NaN            NaN   3.15845        4.38666                 NaN   7.29438        43.6046       0.461015        41.0949                 NaN
  1071.33        500.000                 NaN            NaN            NaN            NaN   3.16178        4.38139                 NaN   7.29552        43.6023       0.461159        41.0978                 NaN
  1069.85        500.000                 NaN            NaN            NaN            NaN   3.16475        4.37699                 NaN   7.29586        43.6002       0.461265        41.1009                 NaN
  1068.36        500.000                 NaN            NaN            NaN            NaN   3.16740        4.37319                 NaN   7.29671        43.5976       0.461335        41.1038                 NaN
  1066.87        500.000                 NaN            NaN            NaN            NaN   3.17002        4.36943                 NaN   7.29756        43.5950       0.461403        41.1066                 NaN
  1065.39        500.000                 NaN            NaN            NaN            NaN   3.17149        4.36804                 NaN   7.29866        43.5914       0.461343        41.1091                 NaN
  1063.90        500.000                 NaN            NaN            NaN            NaN   3.17396        4.36460                 NaN   7.29955        43.5886       0.461395        41.1119                 NaN
  1062.42        500.000                 NaN            NaN            NaN            NaN   3.17642        4.36117                 NaN   7.30044        43.5858       0.461449        41.1147                 NaN
  1060.93        500.000                 NaN            NaN            NaN            NaN   3.17886        4.35781                 NaN   7.30134        43.5830       0.461499        41.1175                 NaN
  1059.44        500.000                 NaN            NaN            NaN            NaN   3.18126        4.35450                 NaN   7.30225        43.5802       0.461547        41.1202                 NaN
  1057.96        500.000                 NaN            NaN            NaN            NaN   3.18348        4.35160                 NaN   7.30321        43.5772       0.461576        41.1229                 NaN
  1056.47        500.000                 NaN            NaN            NaN            NaN   3.27895        2.65430        1.46600        7.26810        43.7185       0.473134        41.1411                 NaN
  1054.99        500.000                 NaN            NaN            NaN            NaN   3.18819        4.34520                 NaN   7.30506        43.5714       0.461664        41.1285                 NaN
  1053.50        500.000                 NaN            NaN            NaN            NaN   3.19051        4.34206                 NaN   7.30599        43.5685       0.461706        41.1312                 NaN
  1052.01        500.000                 NaN            NaN            NaN            NaN   3.19281        4.33890                 NaN   7.30692        43.5656       0.461749        41.1340                 NaN
  1050.53        500.000                 NaN            NaN            NaN            NaN   3.27959        2.65399        1.46530        7.26898        43.7130       0.473050        41.1461                 NaN
  1049.04        500.000                 NaN            NaN            NaN            NaN   3.19731        4.33295                 NaN   7.30884        43.5597       0.461820        41.1394                 NaN
  1047.55        500.000                 NaN            NaN            NaN            NaN   3.19952        4.33003                 NaN   7.30981        43.5566       0.461854        41.1422                 NaN
  1046.07        500.000                 NaN            NaN            NaN            NaN   3.20172        4.32714                 NaN   7.31078        43.5536       0.461886        41.1449                 NaN
  1044.58        500.000                 NaN            NaN            NaN            NaN   3.20402        4.32401                 NaN   7.31172        43.5507       0.461933        41.1476                 NaN
  1043.10        500.000                 NaN            NaN            NaN            NaN   3.20617        4.32122                 NaN   7.31271        43.5476       0.461961        41.1503                 NaN
  1041.61        500.000                 NaN            NaN            NaN            NaN   3.20830        4.31846                 NaN   7.31371        43.5445       0.461989        41.1530                 NaN
  1040.12        500.000                 NaN            NaN            NaN            NaN   3.21040        4.31577                 NaN   7.31471        43.5414       0.462014        41.1557                 NaN
  1038.64        500.000                 NaN            NaN            NaN            NaN   3.21252        4.31308                 NaN   7.31574        43.5382       0.462034        41.1584                 NaN
  1037.15        500.000                 NaN            NaN            NaN            NaN   3.21453        4.31061                 NaN   7.31677        43.5349       0.462048        41.1611                 NaN
  1035.67        500.000                 NaN            NaN            NaN            NaN   3.21658        4.30795                 NaN   7.31773        43.5318       0.462105        41.1638                 NaN
  1034.18        500.000                 NaN            NaN            NaN            NaN   3.21009        4.30141                 NaN   7.31163        43.5540       0.464730        41.1582                 NaN
  1032.69        500.000                 NaN            NaN            NaN            NaN   3.22064        4.30297                 NaN   7.32003        43.5251       0.462097        41.1691                 NaN
  1031.21        500.000                 NaN            NaN            NaN            NaN   3.22252        4.30071                 NaN   7.32094        43.5219       0.462117        41.1718                 NaN
  1029.72        500.000                 NaN            NaN            NaN            NaN   3.22449        4.29831                 NaN   7.32200        43.5186       0.462130        41.1745                 NaN
  1028.24        500.000                 NaN            NaN            NaN            NaN   3.20409        4.31887                 NaN   7.31106        43.5452       0.461772        41.1590                 NaN
  1026.75        500.000                 NaN            NaN            NaN            NaN   3.30321       0.952832        2.65291        7.18346        43.9128       0.476499        41.1157       0.402577     
  1025.26        500.000                 NaN            NaN            NaN            NaN   3.23038        4.29116                 NaN   7.32521        43.5086       0.462173        41.1825                 NaN
  1023.78        500.000                 NaN            NaN            NaN            NaN   3.23229        4.28876                 NaN   7.32627        43.5053       0.462186        41.1852                 NaN
  1022.29        500.000                 NaN            NaN            NaN            NaN   3.23414        4.28673                 NaN   7.32741        43.5017       0.462184        41.1878                 NaN
  1020.81        500.000                 NaN            NaN            NaN            NaN   3.23601        4.28443                 NaN   7.32848        43.4984       0.462195        41.1905                 NaN
  1019.32        500.000                 NaN            NaN            NaN            NaN   3.23786        4.28230                 NaN   7.32960        43.4949       0.462198        41.1931                 NaN
  1017.83        500.000                 NaN            NaN            NaN            NaN   3.23968        4.28020                 NaN   7.33073        43.4914       0.462199        41.1958                 NaN
  1016.35        500.000                 NaN            NaN            NaN            NaN   3.24150        4.27814                 NaN   7.33187        43.4879       0.462200        41.1984                 NaN
  1014.86        500.000                 NaN            NaN            NaN            NaN   3.24318        4.27647                 NaN   7.33307        43.4841       0.462180        41.2010                 NaN
  1013.37        500.000                 NaN            NaN            NaN            NaN   3.24496        4.27442                 NaN   7.33420        43.4806       0.462179        41.2037                 NaN
  1011.89        500.000                 NaN            NaN            NaN            NaN   3.24671        4.27249                 NaN   7.33537        43.4770       0.462174        41.2063                 NaN
  1010.40        500.000                 NaN            NaN            NaN            NaN   3.24980        4.26731                 NaN   7.33594        43.4755       0.462341        41.2091                 NaN
  1008.92        500.000                 NaN            NaN            NaN            NaN   3.25017        4.26875                 NaN   7.33773        43.4696       0.462159        41.2116                 NaN
  1007.43        500.000                 NaN            NaN            NaN            NaN   3.25188        4.26694                 NaN   7.33892        43.4659       0.462149        41.2142                 NaN
  1005.94        500.000                 NaN            NaN            NaN            NaN   3.25488        4.26193                 NaN   7.33950        43.4644       0.462308        41.2170                 NaN
  1004.46        500.000                 NaN            NaN            NaN            NaN   3.25654        4.26020                 NaN   7.34070        43.4606       0.462292        41.2196                 NaN
  1002.97        500.000                 NaN            NaN            NaN            NaN   3.25690        4.26172                 NaN   7.34256        43.4546       0.462109        41.2221                 NaN
  1001.49        500.000                 NaN            NaN            NaN            NaN   3.25855        4.26005                 NaN   7.34379        43.4508       0.462093        41.2247                 NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.26017        4.25842                 NaN   7.34503        43.4470       0.462076        41.2273                 NaN
