|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/T13/T13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1282.36        500.000       0.137297                 NaN   99.0233                 NaN  0.136233       0.454817                 NaN  0.248358                 NaN            NaN            NaN            NaN
  1280.87        500.000       0.135239                 NaN   99.0382                 NaN  0.133309       0.448646                 NaN  0.244638                 NaN            NaN            NaN            NaN
  1279.38        500.000       0.133108                 NaN   99.0529                 NaN  0.131528       0.441443                 NaN  0.241036                 NaN            NaN            NaN            NaN
  1277.90        500.000       0.130923                 NaN   99.0664                 NaN  0.129059       0.436080                 NaN  0.237547                 NaN            NaN            NaN            NaN
  1276.41        500.000       0.128895                 NaN   99.0806                 NaN  0.126507       0.429930                 NaN  0.234067                 NaN            NaN            NaN            NaN
  1274.93        500.000       0.126734                 NaN   99.0943                 NaN  0.124734       0.423633                 NaN  0.230609                 NaN            NaN            NaN            NaN
  1273.44        500.000       0.124626                 NaN   99.1080                 NaN  0.122616       0.417483                 NaN  0.227279                 NaN            NaN            NaN            NaN
  1271.95        500.000       0.122625                 NaN   99.1216                 NaN  0.120253       0.411604                 NaN  0.223869                 NaN            NaN            NaN            NaN
  1270.47        500.000       0.120486                 NaN   99.1346                 NaN  0.118197       0.406129                 NaN  0.220577                 NaN            NaN            NaN            NaN
  1268.98        500.000       0.118452                 NaN   99.1477                 NaN  0.116628       0.399869                 NaN  0.217369                 NaN            NaN            NaN            NaN
  1267.50        500.000       0.116339                 NaN   99.1608                 NaN  0.114410       0.394341                 NaN  0.214086                 NaN            NaN            NaN            NaN
  1266.01        500.000       0.114797                 NaN   99.1724                 NaN  0.112586       0.388905                 NaN  0.211266                 NaN            NaN            NaN            NaN
  1264.52        500.000       0.112206                 NaN   99.1865                 NaN  0.110183       0.383580                 NaN  0.207533                 NaN            NaN            NaN            NaN
  1263.04        500.000       0.110890                 NaN   99.1910                 NaN  0.879845E-001  0.361208       0.438695E-001  0.205033                 NaN            NaN            NaN            NaN
  1261.55        500.000       0.109379                 NaN   99.1962                 NaN  0.687350E-001  0.341265       0.818945E-001  0.202552                 NaN            NaN            NaN            NaN
  1260.07        500.000       0.311297                 NaN   95.7583                 NaN            NaN  0.709480       0.648126       0.572613        2.00022                 NaN            NaN            NaN
  1258.58        500.000       0.430280                 NaN   93.5728                 NaN            NaN  0.937483       0.954185       0.806156        3.29913                 NaN            NaN            NaN
  1257.09        500.000       0.403048                 NaN   94.0066                 NaN            NaN  0.895243       0.868822       0.754297        3.07204                 NaN            NaN            NaN
  1255.61        500.000       0.379037                 NaN   94.3903                 NaN            NaN  0.842774       0.807144       0.708164        2.87263                 NaN            NaN            NaN
  1254.12        500.000       0.358370                 NaN   94.7237                 NaN            NaN  0.753102       0.797593       0.667722        2.69947                 NaN            NaN            NaN
  1252.64        500.000       0.339302                 NaN   95.0207                 NaN            NaN  0.706229       0.756506       0.631606        2.54566                 NaN            NaN            NaN
  1251.15        500.000       0.322931                 NaN   95.2891                 NaN            NaN  0.720653       0.660839       0.598635        2.40787                 NaN            NaN            NaN
  1249.66        500.000       0.307736                 NaN   95.5285                 NaN  0.134366E-005  0.621828       0.687833       0.569088        2.28503                 NaN            NaN            NaN
  1248.18        500.000       0.293769                 NaN   95.7480                 NaN            NaN  0.657458       0.585630       0.541763        2.17337                 NaN            NaN            NaN
  1246.69        500.000       0.280856                 NaN   95.9468                 NaN            NaN  0.553350       0.629984       0.516920        2.07207                 NaN            NaN            NaN
  1245.20        500.000       0.269106                 NaN   96.1295                 NaN            NaN  0.604652       0.523001       0.493827        1.97987                 NaN            NaN            NaN
  1243.72        500.000       0.257937                 NaN   96.2964                 NaN            NaN  0.496791       0.580816       0.472652        1.89538                 NaN            NaN            NaN
  1242.23        500.000       0.247376                 NaN   96.4535                 NaN            NaN  0.558380       0.471366       0.452573        1.81685                 NaN            NaN            NaN
  1240.75        500.000       0.237444                 NaN   96.5978                 NaN            NaN  0.536919       0.449065       0.433991        1.74481                 NaN            NaN            NaN
  1239.26        500.000       0.228155                 NaN   96.7343                 NaN            NaN  0.517628       0.426783       0.416299        1.67687                 NaN            NaN            NaN
  1237.77        500.000       0.219118                 NaN   96.8593                 NaN            NaN  0.408614       0.498312       0.400111        1.61453                 NaN            NaN            NaN
  1236.29        500.000       0.210654                 NaN   96.9773                 NaN            NaN  0.480026       0.390913       0.384573        1.55649                 NaN            NaN            NaN
  1234.80        500.000       0.202152                 NaN   97.0896                 NaN            NaN  0.463118       0.374731       0.369767        1.50066                 NaN            NaN            NaN
  1233.32        500.000       0.194291                 NaN   97.1924                 NaN            NaN  0.361152       0.445903       0.356275        1.44996                 NaN            NaN            NaN
  1231.83        500.000       0.187057                 NaN   97.2924                 NaN            NaN  0.345760       0.431109       0.342604        1.40112                 NaN            NaN            NaN
  1230.34        500.000       0.189059                 NaN   97.2841                 NaN            NaN  0.329295       0.439818       0.344396        1.41338                 NaN            NaN            NaN
  1228.86        500.000       0.162600                 NaN   97.5549                 NaN            NaN  0.336077       0.378577       0.307663        1.26020                 NaN            NaN            NaN
  1227.37        500.000       0.166934                 NaN   97.5800                 NaN            NaN  0.387216       0.296015       0.304114        1.26567                 NaN            NaN            NaN
  1225.89        500.000       0.160774                 NaN   97.0329                 NaN            NaN  0.553115       0.255588       0.391200        1.60647                 NaN            NaN            NaN
  1224.40        500.000       0.171657                 NaN   98.2859                 NaN            NaN  0.470983                 NaN  0.195628       0.875849                 NaN            NaN            NaN
  1222.91        500.000       0.169231                 NaN   97.9761                 NaN            NaN  0.435530       0.103619       0.245630        1.06991                 NaN            NaN            NaN
  1221.43        500.000       0.100199                 NaN   97.6828                 NaN            NaN  0.177945       0.550801       0.296407        1.19185                 NaN            NaN            NaN
  1219.94        500.000       0.147781                 NaN   97.9607                 NaN            NaN  0.389759       0.185934       0.248418        1.06739                 NaN            NaN            NaN
  1218.46        500.000       0.132530                 NaN   97.9943                 NaN            NaN  0.241106       0.320940       0.246796        1.06431                 NaN            NaN            NaN
  1216.97        500.000       0.696690E-001            NaN   97.8884                 NaN            NaN  0.100513       0.589972       0.272145        1.07928                 NaN            NaN            NaN
  1215.48        500.000       0.167532                 NaN   98.0884                 NaN            NaN  0.506294                 NaN  0.219856        1.01788                 NaN            NaN            NaN
  1214.00        500.000       0.230824                 NaN   97.4579                 NaN            NaN  0.114204       0.446583       0.311691        1.43880                 NaN            NaN            NaN
  1212.51        500.000       0.190019                 NaN   96.6811                 NaN            NaN  0.381165       0.578103       0.394970        1.77466                 NaN            NaN            NaN
  1211.02        500.000       0.102902                 NaN   99.7014                 NaN            NaN            NaN            NaN  0.436001E-001  0.143568       0.855412E-002            NaN            NaN
  1209.54        500.000       0.917887E-001            NaN   98.6138                 NaN            NaN  0.464591E-001  0.286984       0.170599       0.790357                 NaN            NaN            NaN
  1208.05        500.000       0.276038                 NaN   94.6467                 NaN            NaN  0.261951                 NaN  0.529450        2.83030                 NaN   1.45555                 NaN
  1206.57        500.000                 NaN            NaN   89.1855                 NaN            NaN   1.83450       0.567536       0.888168        3.19365                 NaN   4.33067                 NaN
  1205.08        500.000       0.511564                 NaN   89.0876                 NaN            NaN  0.783347E-001   1.32935       0.949720        4.40470                 NaN   3.63877                 NaN
  1203.59        500.000       0.230851                 NaN   93.0032                 NaN  0.166857       0.721259                 NaN  0.595743        2.62451                 NaN   2.65753                 NaN
  1202.11        500.000       0.103214       0.132389        95.0604                 NaN            NaN  0.394703                 NaN  0.408820        1.92088                 NaN   1.97963                 NaN
  1200.62        500.000       0.650020                 NaN   80.5114                 NaN  0.402637        2.04711                 NaN   1.64034        7.29469                 NaN   7.45376                 NaN
  1199.14        500.000       0.800367E-001  0.298851        92.1873                 NaN            NaN  0.501162                 NaN  0.643944        3.10208                 NaN   3.18667                 NaN
  1197.65        500.000       0.293748                 NaN   85.0860                 NaN  0.702751        1.62753                 NaN   1.28055        5.43904                 NaN   5.57039                 NaN
  1196.16        500.000       0.348140                 NaN   90.3326                 NaN  0.214313       0.776041                 NaN  0.807063        3.70891                 NaN   3.81289                 NaN
  1194.68        500.000       0.292246                 NaN   89.0755                 NaN  0.369750        1.10320                 NaN  0.917845        4.07935                 NaN   4.16208                 NaN
  1193.19        500.000       0.306273                 NaN   90.1285                 NaN  0.266042       0.888026                 NaN  0.821488        3.75068                 NaN   3.83902                 NaN
  1191.71        500.000       0.379280                 NaN   86.6785                 NaN  0.443012        1.03490                 NaN   1.10232        5.06829                 NaN   5.29368                 NaN
  1190.22        500.000       0.171080                 NaN   96.1176                 NaN  0.367343E-001  0.382385                 NaN  0.314560        1.53851                 NaN   1.43918                 NaN
  1188.73        500.000       0.359113                 NaN   86.9990                 NaN  0.359139        1.21591                 NaN   1.05467        4.98777                 NaN   5.02438                 NaN
  1187.25        500.000       0.343121                 NaN   88.1989                 NaN  0.298395       0.971667                 NaN  0.942849        4.62237                 NaN   4.62273                 NaN
  1185.76        500.000       0.534077                 NaN   83.6845                 NaN  0.301930        1.20498                 NaN   1.25941        6.54551                 NaN   6.46957                 NaN
  1184.28        500.000        1.43426                 NaN   46.7312                 NaN   1.20321        3.69705                 NaN   3.97365        21.8371                 NaN   21.1235                 NaN
  1182.79        500.000        2.77135                 NaN            NaN            NaN   1.99023        6.55305                 NaN   7.30762        41.3844                 NaN   39.9934                 NaN
  1181.30        500.000        2.76895                 NaN            NaN            NaN   2.00189        6.54165                 NaN   7.30919        41.3830                 NaN   39.9953                 NaN
  1179.82        500.000        2.75188                 NaN            NaN            NaN   2.03325        6.52806                 NaN   7.31220        41.3827                 NaN   39.9919                 NaN
  1178.33        500.000        2.76045                 NaN            NaN            NaN   2.05248        6.48527                 NaN   7.31319        41.3857                 NaN   40.0029                 NaN
  1176.84        500.000        2.73009                 NaN            NaN            NaN   2.07584        6.50753                 NaN   7.31713        41.3808                 NaN   39.9886                 NaN
  1175.36        500.000        2.70871                 NaN            NaN            NaN   2.11234        6.49425                 NaN   7.32058        41.3806                 NaN   39.9835                 NaN
  1173.87        500.000        2.71005                 NaN            NaN            NaN   2.11950        6.48219                 NaN   7.32210        41.3792                 NaN   39.9870                 NaN
  1172.39        500.000        2.69874                 NaN            NaN            NaN   2.14036        6.47321                 NaN   7.32461        41.3782                 NaN   39.9849                 NaN
  1170.90        500.000        2.71030                 NaN            NaN            NaN   2.13762        6.45617                 NaN   7.32567        41.3772                 NaN   39.9931                 NaN
  1169.41        500.000        2.70158                 NaN            NaN            NaN   2.15850        6.44261                 NaN   7.32795        41.3765                 NaN   39.9929                 NaN
  1167.93        500.000        2.67065                 NaN            NaN            NaN   2.20414        6.43417                 NaN   7.33179        41.3758                 NaN   39.9834                 NaN
  1166.44        500.000        2.65903                 NaN            NaN            NaN   2.22600        6.42392                 NaN   7.33457        41.3751                 NaN   39.9814                 NaN
  1164.96        500.000        2.65880                 NaN            NaN            NaN   2.23407        6.41365                 NaN   7.33595        41.3736                 NaN   39.9840                 NaN
  1163.47        500.000        2.65889                 NaN            NaN            NaN   2.25811        6.37961                 NaN   7.33789        41.3748                 NaN   39.9907                 NaN
  1161.98        500.000        2.65693                 NaN            NaN            NaN   2.26715        6.37079                 NaN   7.33966        41.3731                 NaN   39.9924                 NaN
  1160.50        500.000        2.64422                 NaN            NaN            NaN   2.26927        6.39003                 NaN   7.34244        41.3692                 NaN   39.9848                 NaN
  1159.01        500.000        2.59914                 NaN            NaN            NaN   2.36354        6.33153                 NaN   7.35059        41.3784                 NaN   39.9767                 NaN
  1157.53        500.000        2.56752                 NaN            NaN            NaN   2.41158        6.32594                 NaN   7.35076        41.3763                 NaN   39.9679                 NaN
  1156.04        500.000        2.61959                 NaN            NaN            NaN   2.34171        6.33274                 NaN   7.34866        41.3697                 NaN   39.9876                 NaN
  1154.55        500.000        2.56668                 NaN            NaN            NaN   2.42514        6.30970                 NaN   7.35335        41.3730                 NaN   39.9721                 NaN
  1153.07        500.000        2.56525                 NaN            NaN            NaN   2.43202        6.30334                 NaN   7.35497        41.3707                 NaN   39.9737                 NaN
  1151.58        500.000        2.56491                 NaN            NaN            NaN   2.42267        6.31795                 NaN   7.35781        41.3645                 NaN   39.9721                 NaN
  1150.10        500.000        2.56347                 NaN            NaN            NaN   2.44555        6.28895                 NaN   7.35788        41.3667                 NaN   39.9775                 NaN
  1148.61        500.000        2.56262                 NaN            NaN            NaN   2.45214        6.28199                 NaN   7.35935        41.3645                 NaN   39.9794                 NaN
  1147.12        500.000        2.52355                 NaN            NaN            NaN   2.50939        6.26999                 NaN   7.36496        41.3651                 NaN   39.9670                 NaN
  1145.64        500.000        2.54423                 NaN            NaN            NaN   2.48571        6.26611                 NaN   7.36609        41.3615                 NaN   39.9764                 NaN
  1144.15        500.000        2.49757                 NaN            NaN            NaN   2.55603        6.25127                 NaN   7.37035        41.3625                 NaN   39.9623                 NaN
  1142.66        500.000        2.48863                 NaN            NaN            NaN   2.57332        6.24329                 NaN   7.37269        41.3609                 NaN   39.9612                 NaN
  1141.18        500.000        1.96193                 NaN            NaN            NaN   3.05016        6.20398                 NaN   7.39647        41.3748       0.180104        39.8326                 NaN
  1139.69        500.000        1.96864                 NaN            NaN            NaN   3.05232        6.19736                 NaN   7.39805        41.3726       0.175476        39.8356                 NaN
  1138.21        500.000                 NaN            NaN            NaN            NaN   4.87519        6.06555                 NaN   7.48355        41.4344       0.806541        39.3348                 NaN
  1136.72        500.000                 NaN            NaN            NaN            NaN   4.88238        6.05551                 NaN   7.48428        41.4337       0.806875        39.3373                 NaN
  1135.23        500.000                 NaN            NaN            NaN            NaN   4.88921        6.04627                 NaN   7.48517        41.4326       0.807080        39.3397                 NaN
  1133.75        500.000                 NaN            NaN            NaN            NaN   4.89017        6.04640                 NaN   7.48631        41.4296       0.806869        39.3406                 NaN
  1132.26        500.000                 NaN            NaN            NaN            NaN   4.89760        6.03594                 NaN   7.48701        41.4290       0.807236        39.3432                 NaN
  1130.78        500.000                 NaN            NaN            NaN            NaN   4.90494        6.02563                 NaN   7.48771        41.4284       0.807596        39.3458                 NaN
  1129.29        500.000                 NaN            NaN            NaN            NaN   4.91709        6.00723                 NaN   7.48797        41.4297       0.808467        39.3496                 NaN
  1127.80        500.000                 NaN            NaN            NaN            NaN   4.92377        5.99798                 NaN   7.48873        41.4288       0.808766        39.3519                 NaN
  1126.32        500.000                 NaN            NaN            NaN            NaN   5.06411        5.79897                 NaN   7.50251        41.4171       0.815891        39.4015                 NaN
  1124.83        500.000                 NaN            NaN            NaN            NaN   4.93694        5.97977                 NaN   7.49024        41.4270       0.809355        39.3567                 NaN
  1123.35        500.000                 NaN            NaN            NaN            NaN   4.94341        5.97084                 NaN   7.49100        41.4261       0.809641        39.3590                 NaN
  1121.86        500.000                 NaN            NaN            NaN            NaN   4.94981        5.96203                 NaN   7.49177        41.4251       0.809921        39.3614                 NaN
  1120.37        500.000                 NaN            NaN            NaN            NaN   4.95613        5.95333                 NaN   7.49254        41.4241       0.810197        39.3637                 NaN
  1118.89        500.000                 NaN            NaN            NaN            NaN   4.96239        5.94473                 NaN   7.49331        41.4231       0.810469        39.3660                 NaN
  1117.40        500.000                 NaN            NaN            NaN            NaN   4.96857        5.93624                 NaN   7.49409        41.4221       0.810735        39.3682                 NaN
  1115.92        500.000                 NaN            NaN            NaN            NaN   4.97275        5.93114                 NaN   7.49506        41.4203       0.810786        39.3700                 NaN
  1114.43        500.000                 NaN            NaN            NaN            NaN   4.97902        5.92252                 NaN   7.49583        41.4193       0.811063        39.3723                 NaN
  1112.94        500.000                 NaN            NaN            NaN            NaN   4.98666        5.91163                 NaN   7.49649        41.4188       0.811496        39.3750                 NaN
  1111.46        500.000                 NaN            NaN            NaN            NaN   4.99264        5.90336                 NaN   7.49725        41.4178       0.811751        39.3772                 NaN
  1109.97        500.000                 NaN            NaN            NaN            NaN   4.99851        5.89535                 NaN   7.49805        41.4167       0.811998        39.3794                 NaN
  1108.48        500.000                 NaN            NaN            NaN            NaN   5.00431        5.88746                 NaN   7.49885        41.4155       0.812238        39.3816                 NaN
  1107.00        500.000                 NaN            NaN            NaN            NaN   5.06411        5.79897                 NaN   7.50251        41.4171       0.815891        39.4015                 NaN
  1105.51        500.000                 NaN            NaN            NaN            NaN   5.01575        5.87189                 NaN   7.50046        41.4133       0.812712        39.3859                 NaN
  1104.03        500.000                 NaN            NaN            NaN            NaN   5.02137        5.86427                 NaN   7.50127        41.4121       0.812940        39.3881                 NaN
  1102.54        500.000                 NaN            NaN            NaN            NaN   5.02694        5.85675                 NaN   7.50209        41.4109       0.813164        39.3902                 NaN
  1101.05        500.000                 NaN            NaN            NaN            NaN   5.03244        5.84931                 NaN   7.50292        41.4096       0.813384        39.3923                 NaN
  1099.57        500.000                 NaN            NaN            NaN            NaN   5.03790        5.84195                 NaN   7.50375        41.4084       0.813601        39.3944                 NaN
  1098.08        500.000                 NaN            NaN            NaN            NaN   5.04329        5.83469                 NaN   7.50458        41.4071       0.813813        39.3965                 NaN
  1096.60        500.000                 NaN            NaN            NaN            NaN   5.04864        5.82750                 NaN   7.50542        41.4058       0.814022        39.3986                 NaN
  1095.11        500.000                 NaN            NaN            NaN            NaN   5.05393        5.82040                 NaN   7.50626        41.4045       0.814227        39.4007                 NaN
  1093.62        500.000                 NaN            NaN            NaN            NaN   5.05917        5.81338                 NaN   7.50711        41.4031       0.814429        39.4028                 NaN
  1092.14        500.000                 NaN            NaN            NaN            NaN   5.06435        5.80644                 NaN   7.50796        41.4018       0.814627        39.4048                 NaN
  1090.65        500.000                 NaN            NaN            NaN            NaN   5.06949        5.79958                 NaN   7.50882        41.4004       0.814822        39.4069                 NaN
  1089.17        500.000                 NaN            NaN            NaN            NaN   5.07458        5.79280                 NaN   7.50968        41.3990       0.815013        39.4089                 NaN
  1087.68        500.000                 NaN            NaN            NaN            NaN   5.07961        5.78610                 NaN   7.51055        41.3976       0.815200        39.4109                 NaN
  1086.19        500.000                 NaN            NaN            NaN            NaN   5.08460        5.77947                 NaN   7.51143        41.3962       0.815384        39.4129                 NaN
  1084.71        500.000                 NaN            NaN            NaN            NaN   5.08955        5.77291                 NaN   7.51230        41.3947       0.815565        39.4149                 NaN
  1083.22        500.000                 NaN            NaN            NaN            NaN   5.09444        5.76643                 NaN   7.51319        41.3933       0.815743        39.4169                 NaN
  1081.73        500.000                 NaN            NaN            NaN            NaN   5.09929        5.76002                 NaN   7.51407        41.3918       0.815918        39.4189                 NaN
  1080.25        500.000                 NaN            NaN            NaN            NaN   5.10409        5.75369                 NaN   7.51497        41.3903       0.816088        39.4209                 NaN
  1078.76        500.000                 NaN            NaN            NaN            NaN   5.06411        5.79897                 NaN   7.50251        41.4171       0.815891        39.4015                 NaN
  1077.28        500.000                 NaN            NaN            NaN            NaN   5.11355        5.74125                 NaN   7.51677        41.3872       0.816419        39.4248                 NaN
  1075.79        500.000                 NaN            NaN            NaN            NaN   5.11694        5.73730                 NaN   7.51780        41.3851       0.816436        39.4264                 NaN
  1074.30        500.000                 NaN            NaN            NaN            NaN   5.12146        5.73143                 NaN   7.51873        41.3835       0.816580        39.4283                 NaN
  1072.82        500.000                 NaN            NaN            NaN            NaN   5.12591        5.72577                 NaN   7.51971        41.3816       0.816708        39.4303                 NaN
  1071.33        500.000                 NaN            NaN            NaN            NaN   5.13148        5.71789                 NaN   7.52096        41.3804       0.816986        39.4323                 NaN
  1069.85        500.000                 NaN            NaN            NaN            NaN   5.13648        5.71129                 NaN   7.52138        41.3792       0.817197        39.4345                 NaN
  1068.36        500.000                 NaN            NaN            NaN            NaN   5.14094        5.70550                 NaN   7.52232        41.3775       0.817343        39.4364                 NaN
  1066.87        500.000                 NaN            NaN            NaN            NaN   5.14536        5.69977                 NaN   7.52326        41.3759       0.817487        39.4383                 NaN
  1065.39        500.000                 NaN            NaN            NaN            NaN   5.14790        5.69737                 NaN   7.52444        41.3732       0.817401        39.4397                 NaN
  1063.90        500.000                 NaN            NaN            NaN            NaN   5.15207        5.69207                 NaN   7.52543        41.3713       0.817517        39.4416                 NaN
  1062.42        500.000                 NaN            NaN            NaN            NaN   5.15624        5.68677                 NaN   7.52641        41.3695       0.817634        39.4434                 NaN
  1060.93        500.000                 NaN            NaN            NaN            NaN   5.16036        5.68157                 NaN   7.52740        41.3677       0.817746        39.4453                 NaN
  1059.44        500.000                 NaN            NaN            NaN            NaN   5.16443        5.67645                 NaN   7.52840        41.3658       0.817853        39.4471                 NaN
  1057.96        500.000                 NaN            NaN            NaN            NaN   5.16819        5.67186                 NaN   7.52945        41.3637       0.817927        39.4489                 NaN
  1056.47        500.000                 NaN            NaN            NaN            NaN   5.32460        3.45546        1.91072        7.49446        41.5048       0.838558        39.4714                 NaN
  1054.99        500.000                 NaN            NaN            NaN            NaN   5.17618        5.66188                 NaN   7.53149        41.3598       0.818127        39.4525                 NaN
  1053.50        500.000                 NaN            NaN            NaN            NaN   5.18011        5.65698                 NaN   7.53251        41.3579       0.818224        39.4543                 NaN
  1052.01        500.000                 NaN            NaN            NaN            NaN   5.18401        5.65209                 NaN   7.53353        41.3559       0.818322        39.4561                 NaN
  1050.53        500.000                 NaN            NaN            NaN            NaN   5.32627        3.45545        1.90932        7.49554        41.5023       0.838492        39.4726                 NaN
  1049.04        500.000                 NaN            NaN            NaN            NaN   5.19164        5.64270                 NaN   7.53563        41.3518       0.818493        39.4597                 NaN
  1047.55        500.000                 NaN            NaN            NaN            NaN   5.19540        5.63808                 NaN   7.53669        41.3498       0.818575        39.4615                 NaN
  1046.07        500.000                 NaN            NaN            NaN            NaN   5.19914        5.63351                 NaN   7.53775        41.3477       0.818654        39.4633                 NaN
  1044.58        500.000                 NaN            NaN            NaN            NaN   5.20304        5.62862                 NaN   7.53879        41.3457       0.818759        39.4651                 NaN
  1043.10        500.000                 NaN            NaN            NaN            NaN   5.20670        5.62418                 NaN   7.53987        41.3436       0.818831        39.4668                 NaN
  1041.61        500.000                 NaN            NaN            NaN            NaN   5.21032        5.61978                 NaN   7.54096        41.3414       0.818903        39.4686                 NaN
  1040.12        500.000                 NaN            NaN            NaN            NaN   5.21391        5.61547                 NaN   7.54206        41.3393       0.818969        39.4703                 NaN
  1038.64        500.000                 NaN            NaN            NaN            NaN   5.21751        5.61115                 NaN   7.54318        41.3370       0.819027        39.4721                 NaN
  1037.15        500.000                 NaN            NaN            NaN            NaN   5.22095        5.60712                 NaN   7.54429        41.3347       0.819074        39.4739                 NaN
  1035.67        500.000                 NaN            NaN            NaN            NaN   5.22443        5.60284                 NaN   7.54535        41.3326       0.819198        39.4756                 NaN
  1034.18        500.000                 NaN            NaN            NaN            NaN   5.21404        5.59834                 NaN   7.53919        41.3548       0.823881        39.4698                 NaN
  1032.69        500.000                 NaN            NaN            NaN            NaN   5.23137        5.59471                 NaN   7.54785        41.3278       0.819227        39.4790                 NaN
  1031.21        500.000                 NaN            NaN            NaN            NaN   5.23459        5.59102                 NaN   7.54883        41.3255       0.819283        39.4807                 NaN
  1029.72        500.000                 NaN            NaN            NaN            NaN   5.23796        5.58708                 NaN   7.54999        41.3232       0.819329        39.4825                 NaN
  1028.24        500.000                 NaN            NaN            NaN            NaN   5.20585        5.62465                 NaN   7.53845        41.3472       0.818683        39.4651                 NaN
  1026.75        500.000                 NaN            NaN            NaN            NaN   5.36846        1.24720        3.45561        7.40801        41.7027       0.844936        39.4284       0.544706     
  1025.26        500.000                 NaN            NaN            NaN            NaN   5.24803        5.57530                 NaN   7.55349        41.3160       0.819471        39.4877                 NaN
  1023.78        500.000                 NaN            NaN            NaN            NaN   5.25128        5.57147                 NaN   7.55463        41.3137       0.819516        39.4894                 NaN
  1022.29        500.000                 NaN            NaN            NaN            NaN   5.25446        5.56793                 NaN   7.55587        41.3111       0.819535        39.4911                 NaN
  1020.81        500.000                 NaN            NaN            NaN            NaN   5.25767        5.56420                 NaN   7.55704        41.3087       0.819575        39.4928                 NaN
  1019.32        500.000                 NaN            NaN            NaN            NaN   5.26083        5.56061                 NaN   7.55825        41.3062       0.819602        39.4945                 NaN
  1017.83        500.000                 NaN            NaN            NaN            NaN   5.26397        5.55707                 NaN   7.55947        41.3037       0.819627        39.4962                 NaN
  1016.35        500.000                 NaN            NaN            NaN            NaN   5.26709        5.55356                 NaN   7.56070        41.3011       0.819650        39.4979                 NaN
  1014.86        500.000                 NaN            NaN            NaN            NaN   5.26998        5.55052                 NaN   7.56200        41.2983       0.819636        39.4996                 NaN
  1013.37        500.000                 NaN            NaN            NaN            NaN   5.27304        5.54709                 NaN   7.56323        41.2957       0.819657        39.5013                 NaN
  1011.89        500.000                 NaN            NaN            NaN            NaN   5.27606        5.54376                 NaN   7.56449        41.2931       0.819670        39.5029                 NaN
  1010.40        500.000                 NaN            NaN            NaN            NaN   5.28125        5.53613                 NaN   7.56516        41.2926       0.819989        39.5049                 NaN
  1008.92        500.000                 NaN            NaN            NaN            NaN   5.28201        5.53724                 NaN   7.56704        41.2877       0.819686        39.5063                 NaN
  1007.43        500.000                 NaN            NaN            NaN            NaN   5.28495        5.53406                 NaN   7.56833        41.2850       0.819690        39.5080                 NaN
  1005.94        500.000                 NaN            NaN            NaN            NaN   5.29000        5.52667                 NaN   7.56900        41.2844       0.819996        39.5100                 NaN
  1004.46        500.000                 NaN            NaN            NaN            NaN   5.29287        5.52359                 NaN   7.57030        41.2816       0.819990        39.5116                 NaN
  1002.97        500.000                 NaN            NaN            NaN            NaN   5.29362        5.52478                 NaN   7.57226        41.2766       0.819686        39.5131                 NaN
  1001.49        500.000                 NaN            NaN            NaN            NaN   5.29646        5.52178                 NaN   7.57358        41.2737       0.819679        39.5148                 NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN   5.29927        5.51882                 NaN   7.57492        41.2709       0.819669        39.5164                 NaN
