|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/LAR/LAR_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        San(TH)        ilm            q              pxmn          
  1171.33        500.000                 NaN   11.0192        1.23257        7.53430                 NaN   40.7390                 NaN  0.582049        38.8929                 NaN
  1170.33        500.000                 NaN   10.9945        1.25835        7.53634                 NaN   40.7362                 NaN  0.581494        38.8931                 NaN
  1169.34        500.000                 NaN   10.9663        1.28774        7.53848                 NaN   40.7332                 NaN  0.580917        38.8933                 NaN
  1168.34        500.000                 NaN   1.35101        10.9043        7.54047                 NaN   40.7305                 NaN  0.580324        38.8935                 NaN
  1167.34        500.000                 NaN   1.43661        10.8199        7.54229                 NaN   40.7279                 NaN  0.579736        38.8936                 NaN
  1166.35        500.000                 NaN   10.7543        1.50331        7.54409                 NaN   40.7254                 NaN  0.579163        38.8937                 NaN
  1165.35        500.000                 NaN   10.8382        1.42115        7.54641                 NaN   40.7223                 NaN  0.578292        38.8937                 NaN
  1164.35        500.000                 NaN   1.34138        10.9173        7.54771                 NaN   40.7214                 NaN  0.578356        38.8939                 NaN
  1163.36        500.000                 NaN   10.6466        1.61016        7.54744                 NaN   40.7221                 NaN  0.579453        38.8943                 NaN
  1162.36        500.000                 NaN   10.6390        1.61915        7.54944                 NaN   40.7191                 NaN  0.578883        38.8945                 NaN
  1161.37        500.000                 NaN   11.1469        1.12003        7.55628                 NaN   40.7081                 NaN  0.574718        38.8940                 NaN
  1160.37        500.000                 NaN   11.0432        1.22400        7.55692                 NaN   40.7066                 NaN  0.574727        38.8946                 NaN
  1159.37        500.000                 NaN   1.37633        10.8906        7.55819                 NaN   40.7053                 NaN  0.574941        38.8947                 NaN
  1158.38        500.000                 NaN   10.8646        1.40715        7.56206                 NaN   40.6975                 NaN  0.573407        38.8954                 NaN
  1157.38        500.000                 NaN   1.43117        10.8374        7.56151                 NaN   40.7012                 NaN  0.573741        38.8950                 NaN
  1156.39        500.000                 NaN   10.8394        1.43765        7.56726       0.130072E-005   40.6883                 NaN  0.571511        38.8959                 NaN
  1155.39        500.000                 NaN   8.14108                 NaN   7.32569        2.77016        41.3333                 NaN  0.780260        39.6495                 NaN
  1154.39        500.000                 NaN   8.04596                 NaN   7.32037        2.83304        41.3481                 NaN  0.785452        39.6671                 NaN
  1153.40        500.000                 NaN   8.01221                 NaN   7.31957        2.85668        41.3505                 NaN  0.786933        39.6741                 NaN
  1152.40        500.000                 NaN   7.99175                 NaN   7.30855        2.86167        41.3733                 NaN  0.791655        39.6731                 NaN
  1151.41        500.000                 NaN   7.83542                 NaN   7.31204        2.97694        41.3705                 NaN  0.796029        39.7091                 NaN
  1150.41        500.000                 NaN   7.76733                 NaN   7.30635        3.01864        41.3875                 NaN  0.800351        39.7198                 NaN
  1149.41        500.000                 NaN   7.71762                 NaN   7.30315        3.05033        41.3973                 NaN  0.803206        39.7284                 NaN
  1148.42        500.000                 NaN   7.68222                 NaN   7.30163        3.07403        41.4019                 NaN  0.804999        39.7352                 NaN
  1147.42        500.000                 NaN   7.64836                 NaN   7.30020        3.09671        41.4064                 NaN  0.806708        39.7417                 NaN
  1146.43        500.000                 NaN   7.61428                 NaN   7.29874        3.11950        41.4108                 NaN  0.808441        39.7482                 NaN
  1145.43        500.000                 NaN   7.58406                 NaN   7.29753        3.13978        41.4147                 NaN  0.809946        39.7540                 NaN
  1144.43        500.000                 NaN   7.55495                 NaN   7.29639        3.15934        41.4183                 NaN  0.811392        39.7596                 NaN
  1143.44        500.000                 NaN   7.52685                 NaN   7.29530        3.17822        41.4217                 NaN  0.812784        39.7651                 NaN
  1142.44        500.000                 NaN   7.49889                 NaN   7.29422        3.19700        41.4252                 NaN  0.814174        39.7705                 NaN
  1141.44        500.000                 NaN   7.47301                 NaN   7.29326        3.21443        41.4283                 NaN  0.815443        39.7755                 NaN
  1140.45        500.000                 NaN   7.44792                 NaN   7.29235        3.23133        41.4313                 NaN  0.816670        39.7804                 NaN
  1139.45        500.000                 NaN   7.42358                 NaN   7.29149        3.24774        41.4341                 NaN  0.817856        39.7852                 NaN
  1138.46        500.000                 NaN   7.39994                 NaN   7.29066        3.26368        41.4369                 NaN  0.819005        39.7898                 NaN
  1137.46        500.000                 NaN   7.37695                 NaN   7.28987        3.27919        41.4395                 NaN  0.820119        39.7943                 NaN
  1136.46        500.000                 NaN   7.35441                 NaN   7.28910        3.29441        41.4421                 NaN  0.821213        39.7988                 NaN
  1135.47        500.000                 NaN   7.33173                 NaN   7.28834        3.30972        41.4446                 NaN  0.822315        39.8033                 NaN
  1134.47        500.000                 NaN   7.30965                 NaN   7.28761        3.32462        41.4471                 NaN  0.823388        39.8076                 NaN
  1133.48        500.000                 NaN   7.28808                 NaN   7.28691        3.33919        41.4495                 NaN  0.824433        39.8119                 NaN
  1132.48        500.000                 NaN   7.26692                 NaN   7.28624        3.35350        41.4517                 NaN  0.825457        39.8162                 NaN
  1131.48        500.000                 NaN   7.24668                 NaN   7.28563        3.36706        41.4540                 NaN  0.826473        39.8201                 NaN
  1130.49        500.000                 NaN   7.26043                 NaN   7.28751        3.35936        41.4492                 NaN  0.825167        39.8183                 NaN
  1129.49        500.000                 NaN   7.21237                 NaN   7.28554        3.39185        41.4545                 NaN  0.827804        39.8280                 NaN
  1128.50        500.000                 NaN   7.19292                 NaN   7.28496        3.40501        41.4565                 NaN  0.828739        39.8319                 NaN
  1127.50        500.000                 NaN   7.17391                 NaN   7.28441        3.41789        41.4584                 NaN  0.829650        39.8357                 NaN
  1126.50        500.000                 NaN   7.15532                 NaN   7.28389        3.43049        41.4603                 NaN  0.830539        39.8395                 NaN
  1125.51        500.000                 NaN   7.13712                 NaN   7.28339        3.44283        41.4621                 NaN  0.831407        39.8432                 NaN
  1124.51        500.000                 NaN   7.11929                 NaN   7.28291        3.45493        41.4638                 NaN  0.832255        39.8468                 NaN
  1123.52        500.000                 NaN   7.10183                 NaN   7.28245        3.46678        41.4655                 NaN  0.833084        39.8504                 NaN
  1122.52        500.000                 NaN   7.08472                 NaN   7.28201        3.47841        41.4671                 NaN  0.833893        39.8539                 NaN
  1121.52        500.000                 NaN   7.06794                 NaN   7.28160        3.48981        41.4687                 NaN  0.834685        39.8573                 NaN
  1120.53        500.000                 NaN   7.05150                 NaN   7.28119        3.50099        41.4702                 NaN  0.835459        39.8607                 NaN
  1119.53        500.000                 NaN   7.03535                 NaN   7.28081        3.51198        41.4716                 NaN  0.836217        39.8640                 NaN
  1118.53        500.000                 NaN   7.01608                 NaN   7.28022        3.52492        41.4737                 NaN  0.837187        39.8679                 NaN
  1117.54        500.000                 NaN   7.00279                 NaN   7.28003        3.53409        41.4746                 NaN  0.837763        39.8707                 NaN
  1116.54        500.000                 NaN   6.98972                 NaN   7.27984        3.54314        41.4755                 NaN  0.838328        39.8735                 NaN
  1115.55        500.000                 NaN   6.97680                 NaN   7.27967        3.55207        41.4764                 NaN  0.838885        39.8762                 NaN
  1114.55        500.000                 NaN   6.96405                 NaN   7.27951        3.56090        41.4772                 NaN  0.839432        39.8789                 NaN
  1113.55        500.000                 NaN   6.95151                 NaN   7.27937        3.56958        41.4780                 NaN  0.839971        39.8816                 NaN
  1112.56        500.000                 NaN   6.93911                 NaN   7.27922        3.57818        41.4787                 NaN  0.840502        39.8843                 NaN
  1111.56        500.000                 NaN   6.92688                 NaN   7.27909        3.58665        41.4795                 NaN  0.841024        39.8869                 NaN
  1110.57        500.000                 NaN   6.91492                 NaN   7.27898        3.59495        41.4802                 NaN  0.841531        39.8894                 NaN
  1109.57        500.000                 NaN   6.90290                 NaN   7.27886        3.60329        41.4809                 NaN  0.842043        39.8920                 NaN
  1108.57        500.000                 NaN   6.89104                 NaN   7.27875        3.61153        41.4815                 NaN  0.842548        39.8946                 NaN
  1107.58        500.000                 NaN   6.87933                 NaN   7.27865        3.61967        41.4822                 NaN  0.843046        39.8972                 NaN
  1106.58        500.000                 NaN   6.86781                 NaN   7.27856        3.62769        41.4828                 NaN  0.843533        39.8997                 NaN
  1105.59        500.000                 NaN   6.85639                 NaN   7.27846        3.63563        41.4833                 NaN  0.844014        39.9022                 NaN
  1104.59        500.000                 NaN   6.84506                 NaN   7.27841        3.64352        41.4839                 NaN  0.844493        39.9046                 NaN
  1103.59        500.000                 NaN   6.83388                 NaN   7.27833        3.65130        41.4844                 NaN  0.844963        39.9071                 NaN
  1102.60        500.000                 NaN   6.82296                 NaN   7.27827        3.65891        41.4849                 NaN  0.845421        39.9095                 NaN
  1101.60        500.000                 NaN   6.81207                 NaN   7.27822        3.66652        41.4854                 NaN  0.845878        39.9119                 NaN
  1100.61        500.000                 NaN   6.80133                 NaN   7.27818        3.67401        41.4859                 NaN  0.846327        39.9143                 NaN
  1099.61        500.000                 NaN   6.79068                 NaN   7.27814        3.68145        41.4863                 NaN  0.846767        39.9166                 NaN
  1098.61        500.000                 NaN   6.78018                 NaN   7.27812        3.68879        41.4868                 NaN  0.847203        39.9190                 NaN
  1097.62        500.000                 NaN   6.76982                 NaN   7.27809        3.69604        41.4871                 NaN  0.847631        39.9213                 NaN
  1096.62        500.000                 NaN   6.75957                 NaN   7.27808        3.70322        41.4875                 NaN  0.848054        39.9236                 NaN
  1095.62        500.000                 NaN   6.74943                 NaN   7.27808        3.71032        41.4879                 NaN  0.848472        39.9258                 NaN
  1094.63        500.000                 NaN   6.73942                 NaN   7.27808        3.71734        41.4882                 NaN  0.848883        39.9281                 NaN
  1093.63        500.000                 NaN   6.72949                 NaN   7.27808        3.72430        41.4885                 NaN  0.849289        39.9303                 NaN
  1092.64        500.000                 NaN   6.71964                 NaN   7.27810        3.73121        41.4888                 NaN  0.849692        39.9325                 NaN
  1091.64        500.000                 NaN   6.70990                 NaN   7.27812        3.73805        41.4891                 NaN  0.850090        39.9347                 NaN
  1090.64        500.000                 NaN   6.70028                 NaN   7.27815        3.74481        41.4893                 NaN  0.850481        39.9369                 NaN
  1089.65        500.000                 NaN   6.69075                 NaN   7.27819        3.75151        41.4896                 NaN  0.850868        39.9391                 NaN
  1088.65        500.000                 NaN   6.68133                 NaN   7.27823        3.75814        41.4898                 NaN  0.851249        39.9412                 NaN
  1087.66        500.000                 NaN   6.67202                 NaN   7.27828        3.76470        41.4900                 NaN  0.851625        39.9434                 NaN
  1086.66        500.000                 NaN   6.66280                 NaN   7.27833        3.77120        41.4902                 NaN  0.851996        39.9455                 NaN
  1085.66        500.000                 NaN   6.65368                 NaN   7.27839        3.77763        41.4903                 NaN  0.852361        39.9476                 NaN
  1084.67        500.000                 NaN   6.64466                 NaN   7.27846        3.78400        41.4905                 NaN  0.852722        39.9497                 NaN
  1083.67        500.000                 NaN   6.63573                 NaN   7.27854        3.79031        41.4906                 NaN  0.853078        39.9518                 NaN
  1082.68        500.000                 NaN   6.62689                 NaN   7.27862        3.79656        41.4907                 NaN  0.853430        39.9538                 NaN
  1081.68        500.000                 NaN   6.61815                 NaN   7.27870        3.80275        41.4908                 NaN  0.853776        39.9558                 NaN
  1080.68        500.000                 NaN   6.61087                 NaN   7.27924        3.80741        41.4911                 NaN  0.854165        39.9572                 NaN
  1079.69        500.000                 NaN   6.59696                 NaN   7.27793        3.81634        41.4940                 NaN  0.854896        39.9599                 NaN
  1078.69        500.000                 NaN   6.58901                 NaN   7.27810        3.82194        41.4940                 NaN  0.855245        39.9617                 NaN
  1077.70        500.000                 NaN   6.57945                 NaN   7.27844        3.82859        41.4940                 NaN  0.855702        39.9638                 NaN
  1076.70        500.000                 NaN   6.57155                 NaN   7.27837        3.83435        41.4940                 NaN  0.855898        39.9659                 NaN
  1075.70        500.000                 NaN   6.56363                 NaN   7.27835        3.83995        41.4942                 NaN  0.856223        39.9677                 NaN
  1074.71        500.000                 NaN   6.55558                 NaN   7.27917        3.84582        41.4933                 NaN  0.856488        39.9697                 NaN
  1073.71        500.000                 NaN   6.54633                 NaN   7.27934        3.85227        41.4934                 NaN  0.856846        39.9718                 NaN
  1072.71        500.000                 NaN   6.53855                 NaN   7.27940        3.85786        41.4933                 NaN  0.857144        39.9737                 NaN
  1071.72        500.000                 NaN   6.52970                 NaN   7.27906        3.86368        41.4943                 NaN  0.857731        39.9756                 NaN
  1070.72        500.000                 NaN   6.52241                 NaN   7.27965        3.86915        41.4934                 NaN  0.857831        39.9775                 NaN
  1069.73        500.000                 NaN   6.52172                 NaN   7.27995        3.87021        41.4921                 NaN  0.857863        39.9781                 NaN
  1068.73        500.000                 NaN   6.51002                 NaN   7.28034        3.87829        41.4924                 NaN  0.858163        39.9808                 NaN
  1067.73        500.000                 NaN   6.49878                 NaN   7.28033        3.88610        41.4927                 NaN  0.858694        39.9834                 NaN
  1066.74        500.000                 NaN   6.49646                 NaN   7.28099        3.88833        41.4912                 NaN  0.858594        39.9844                 NaN
  1065.74        500.000                 NaN   6.50059                 NaN   7.28195        3.88785        41.4868                 NaN  0.857925        39.9849                 NaN
  1064.75        500.000                 NaN   6.47960                 NaN   7.28126        3.90043        41.4908                 NaN  0.859290        39.9886                 NaN
  1063.75        500.000                 NaN   6.47306                 NaN   7.28119        3.90474        41.4915                 NaN  0.859589        39.9899                 NaN
  1062.75        500.000                 NaN   6.46404                 NaN   7.28055        3.91170        41.4913                 NaN  0.859997        39.9924                 NaN
  1061.76        500.000                 NaN   6.47257                 NaN   7.28262        3.90810        41.4859                 NaN  0.858923        39.9919                 NaN
  1060.76        500.000                 NaN   6.46175                 NaN   7.28184        3.91449        41.4887                 NaN  0.859603        39.9936                 NaN
  1059.77        500.000                 NaN   6.44470                 NaN   7.28212        3.92656        41.4884                 NaN  0.860448        39.9978                 NaN
  1058.77        500.000                 NaN   6.44819                 NaN   7.28231        3.92436        41.4880                 NaN  0.860076        39.9970                 NaN
  1057.77        500.000                 NaN   6.44151                 NaN   7.28255        3.92923        41.4877                 NaN  0.860307        39.9987                 NaN
  1056.78        500.000                 NaN   6.43490                 NaN   7.28280        3.93406        41.4873                 NaN  0.860534        40.0004                 NaN
  1055.78        500.000                 NaN   6.42836                 NaN   7.28306        3.93884        41.4869                 NaN  0.860758        40.0021                 NaN
  1054.78        500.000                 NaN   6.42189                 NaN   7.28332        3.94358        41.4864                 NaN  0.860977        40.0038                 NaN
  1053.79        500.000                 NaN   6.41548                 NaN   7.28358        3.94828        41.4860                 NaN  0.861193        40.0055                 NaN
  1052.79        500.000                 NaN   6.40914                 NaN   7.28385        3.95294        41.4856                 NaN  0.861405        40.0071                 NaN
  1051.80        500.000                 NaN   6.40287                 NaN   7.28413        3.95755        41.4851                 NaN  0.861613        40.0088                 NaN
  1050.80        500.000                 NaN   6.38363                 NaN   7.28424        3.97078        41.4853                 NaN  0.862660        40.0133                 NaN
  1049.80        500.000                 NaN   6.39051                 NaN   7.28470        3.96667        41.4841                 NaN  0.862019        40.0120                 NaN
  1048.81        500.000                 NaN   6.38461                 NaN   7.28551        3.97176        41.4820                 NaN  0.862059        40.0141                 NaN
  1047.81        500.000                 NaN   6.36436                 NaN   7.28503        3.98482        41.4841                 NaN  0.863340        40.0183                 NaN
  1046.82        500.000                 NaN   6.35805                 NaN   7.28530        3.98943        41.4837                 NaN  0.863561        40.0200                 NaN
  1045.82        500.000                 NaN   6.36250                 NaN   7.28598        3.98727        41.4819                 NaN  0.862947        40.0194                 NaN
  1044.82        500.000                 NaN   6.35625                 NaN   7.28599        3.99170        41.4817                 NaN  0.863329        40.0210                 NaN
  1043.83        500.000                 NaN   6.33950                 NaN   7.28614        4.00300        41.4823                 NaN  0.864201        40.0249                 NaN
  1042.83        500.000                 NaN   6.33338                 NaN   7.28644        4.00749        41.4818                 NaN  0.864413        40.0265                 NaN
  1041.84        500.000                 NaN   6.32731                 NaN   7.28673        4.01194        41.4813                 NaN  0.864621        40.0281                 NaN
  1040.84        500.000                 NaN   6.32129                 NaN   7.28704        4.01636        41.4808                 NaN  0.864827        40.0297                 NaN
  1039.84        500.000                 NaN   6.31533                 NaN   7.28734        4.02075        41.4802                 NaN  0.865029        40.0313                 NaN
  1038.85        500.000                 NaN   6.30941                 NaN   7.28765        4.02510        41.4797                 NaN  0.865229        40.0329                 NaN
  1037.85        500.000                 NaN   6.30355                 NaN   7.28797        4.02942        41.4791                 NaN  0.865426        40.0345                 NaN
  1036.86        500.000                 NaN   6.29774                 NaN   7.28829        4.03370        41.4786                 NaN  0.865621        40.0361                 NaN
  1035.86        500.000                 NaN   6.29199                 NaN   7.28861        4.03795        41.4780                 NaN  0.865812        40.0376                 NaN
  1034.86        500.000                 NaN   6.28627                 NaN   7.28894        4.04218        41.4774                 NaN  0.866002        40.0392                 NaN
  1033.87        500.000                 NaN   6.28061                 NaN   7.28927        4.04637        41.4768                 NaN  0.866188        40.0407                 NaN
  1032.87        500.000                 NaN   6.27500                 NaN   7.28961        4.05053        41.4762                 NaN  0.866372        40.0423                 NaN
  1031.87        500.000                 NaN   6.26943                 NaN   7.28995        4.05466        41.4756                 NaN  0.866553        40.0438                 NaN
  1030.88        500.000                 NaN   6.26391                 NaN   7.29029        4.05876        41.4749                 NaN  0.866732        40.0454                 NaN
  1029.88        500.000                 NaN   6.25844                 NaN   7.29064        4.06283        41.4743                 NaN  0.866908        40.0469                 NaN
  1028.89        500.000                 NaN   6.25301                 NaN   7.29099        4.06687        41.4737                 NaN  0.867082        40.0484                 NaN
  1027.89        500.000                 NaN   6.24762                 NaN   7.29135        4.07088        41.4730                 NaN  0.867253        40.0499                 NaN
  1026.89        500.000                 NaN   6.24229                 NaN   7.29171        4.07487        41.4723                 NaN  0.867422        40.0514                 NaN
  1025.90        500.000                 NaN   6.23699                 NaN   7.29208        4.07882        41.4716                 NaN  0.867588        40.0529                 NaN
  1024.90        500.000                 NaN   6.23174                 NaN   7.29245        4.08275        41.4709                 NaN  0.867752        40.0544                 NaN
  1023.91        500.000                 NaN   6.22654                 NaN   7.29282        4.08665        41.4702                 NaN  0.867914        40.0559                 NaN
  1022.91        500.000                 NaN   6.22137                 NaN   7.29320        4.09053        41.4695                 NaN  0.868073        40.0573                 NaN
  1021.91        500.000                 NaN   6.21625                 NaN   7.29358        4.09437        41.4688                 NaN  0.868230        40.0588                 NaN
  1020.92        500.000                 NaN   6.21118                 NaN   7.29397        4.09819        41.4680                 NaN  0.868385        40.0603                 NaN
  1019.92        500.000                 NaN   6.20613                 NaN   7.29436        4.10199        41.4673                 NaN  0.868537        40.0617                 NaN
  1018.93        500.000                 NaN   6.20113                 NaN   7.29475        4.10576        41.4665                 NaN  0.868688        40.0632                 NaN
  1017.93        500.000                 NaN   6.19618                 NaN   7.29515        4.10950        41.4657                 NaN  0.868835        40.0646                 NaN
  1016.93        500.000                 NaN   6.19129                 NaN   7.29557        4.11319        41.4649                 NaN  0.868984        40.0661                 NaN
  1015.94        500.000                 NaN   6.18638                 NaN   7.29596        4.11691        41.4641                 NaN  0.869125        40.0675                 NaN
  1014.94        500.000                 NaN   6.18155                 NaN   7.29638        4.12057        41.4633                 NaN  0.869265        40.0689                 NaN
  1013.95        500.000                 NaN   6.20392                 NaN   7.29835        4.10830        41.4566                 NaN  0.867272        40.0656                 NaN
  1012.95        500.000                 NaN   6.17198                 NaN   7.29721        4.12785        41.4617                 NaN  0.869541        40.0718                 NaN
  1011.95        500.000                 NaN   6.19534                 NaN   7.29930        4.11508        41.4545                 NaN  0.867456        40.0683                 NaN
  1010.96        500.000                 NaN   6.16257                 NaN   7.29806        4.13501        41.4600                 NaN  0.869810        40.0746                 NaN
  1009.96        500.000                 NaN   6.18690                 NaN   7.30028        4.12177        41.4524                 NaN  0.867629        40.0711                 NaN
  1008.96        500.000                 NaN   6.18275                 NaN   7.30077        4.12508        41.4513                 NaN  0.867714        40.0724                 NaN
  1007.97        500.000                 NaN   6.17862                 NaN   7.30127        4.12837        41.4502                 NaN  0.867795        40.0738                 NaN
  1006.97        500.000                 NaN   6.14419                 NaN   7.29982        4.14907        41.4564                 NaN  0.870320        40.0802                 NaN
  1005.98        500.000                 NaN   6.17052                 NaN   7.30229        4.13487        41.4479                 NaN  0.867948        40.0765                 NaN
  1004.98        500.000                 NaN   6.16651                 NaN   7.30280        4.13809        41.4468                 NaN  0.868022        40.0778                 NaN
  1003.98        500.000                 NaN   6.13080                 NaN   7.30117        4.15937        41.4537                 NaN  0.870681        40.0843                 NaN
  1002.99        500.000                 NaN   6.15863                 NaN   7.30384        4.14445        41.4444                 NaN  0.868161        40.0805                 NaN
  1001.99        500.000                 NaN   6.12205                 NaN   7.30209        4.16613        41.4518                 NaN  0.870914        40.0870                 NaN
  1001.00        500.000                 NaN   6.11771                 NaN   7.30257        4.16949        41.4508                 NaN  0.871028        40.0884                 NaN
  1000.00        500.000                 NaN   6.11342                 NaN   7.30304        4.17282        41.4499                 NaN  0.871135        40.0897                 NaN
