|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/LAR/LAR_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        San(TH)        ilm            q              pxmn          
  1175.31        500.000                 NaN   8.12033       0.867400        7.29805                 NaN   42.9517                 NaN  0.330016        40.4325                 NaN
  1174.32        500.000                 NaN   8.11133       0.877304        7.29976                 NaN   42.9486                 NaN  0.329728        40.4332                 NaN
  1173.32        500.000                 NaN   8.10012       0.889451        7.30150                 NaN   42.9455                 NaN  0.329434        40.4340                 NaN
  1172.32        500.000                 NaN   8.08655       0.903993        7.30331                 NaN   42.9422                 NaN  0.329133        40.4348                 NaN
  1171.33        500.000                 NaN   8.07069       0.920865        7.30517                 NaN   42.9389                 NaN  0.328823        40.4356                 NaN
  1170.33        500.000                 NaN   8.05228       0.940341        7.30711                 NaN   42.9354                 NaN  0.328504        40.4364                 NaN
  1169.34        500.000                 NaN   8.03123       0.962517        7.30914                 NaN   42.9317                 NaN  0.328171        40.4372                 NaN
  1168.34        500.000                 NaN   1.00942        7.98533        7.31104                 NaN   42.9283                 NaN  0.327831        40.4380                 NaN
  1167.34        500.000                 NaN   1.07260        7.92302        7.31279                 NaN   42.9253                 NaN  0.327494        40.4388                 NaN
  1166.35        500.000                 NaN   7.87460        1.12188        7.31451                 NaN   42.9222                 NaN  0.327165        40.4397                 NaN
  1165.35        500.000                 NaN   7.93707        1.06061        7.31675                 NaN   42.9185                 NaN  0.326668        40.4404                 NaN
  1164.35        500.000                 NaN   1.00302        7.99415        7.31796                 NaN   42.9170                 NaN  0.326698        40.4412                 NaN
  1163.36        500.000                 NaN   7.79398        1.20320        7.31754                 NaN   42.9164                 NaN  0.327306        40.4416                 NaN
  1162.36        500.000                 NaN   7.78861        1.21018        7.31942                 NaN   42.9125                 NaN  0.326977        40.4423                 NaN
  1161.37        500.000                 NaN   8.16752       0.836660        7.32619                 NaN   42.9016                 NaN  0.324627        40.4434                 NaN
  1160.37        500.000                 NaN   8.08978       0.914528        7.32679                 NaN   42.8996                 NaN  0.324626        40.4447                 NaN
  1159.37        500.000                 NaN   1.02858        7.97550        7.32799                 NaN   42.8978                 NaN  0.324741        40.4454                 NaN
  1158.38        500.000                 NaN   7.96056        1.05180        7.33144                 NaN   42.8870                 NaN  0.323858        40.4453                 NaN
  1157.38        500.000                 NaN   1.07001        7.93552        7.33113                 NaN   42.8923                 NaN  0.324052        40.4470                 NaN
  1156.39        500.000                 NaN   7.94455        1.07418        7.33631       0.801883E-006   42.8756                 NaN  0.322771        40.4466                 NaN
  1155.39        500.000                 NaN   6.07912                 NaN   7.09331        1.70562        43.5019                 NaN  0.440114        41.1799                 NaN
  1154.39        500.000                 NaN   6.01162                 NaN   7.08791        1.74429        43.5156                 NaN  0.443020        41.1976                 NaN
  1153.40        500.000                 NaN   5.98907                 NaN   7.08695        1.75880        43.5166                 NaN  0.443839        41.2047                 NaN
  1152.40        500.000                 NaN   5.97108                 NaN   7.07625        1.76165        43.5402                 NaN  0.446494        41.2043                 NaN
  1151.41        500.000                 NaN   5.86965                 NaN   7.07886        1.83274        43.5318                 NaN  0.448907        41.2381                 NaN
  1150.41        500.000                 NaN   5.81631                 NaN   7.07343        1.85838        43.5501                 NaN  0.451343        41.2504                 NaN
  1149.41        500.000                 NaN   5.77890                 NaN   7.07029        1.87784        43.5600                 NaN  0.452945        41.2600                 NaN
  1148.42        500.000                 NaN   5.75387                 NaN   7.06870        1.89235        43.5639                 NaN  0.453942        41.2672                 NaN
  1147.42        500.000                 NaN   5.72994                 NaN   7.06721        1.90624        43.5676                 NaN  0.454893        41.2741                 NaN
  1146.43        500.000                 NaN   5.70585                 NaN   7.06569        1.92020        43.5713                 NaN  0.455857        41.2811                 NaN
  1145.43        500.000                 NaN   5.68451                 NaN   7.06442        1.93262        43.5744                 NaN  0.456694        41.2874                 NaN
  1144.43        500.000                 NaN   5.66395                 NaN   7.06321        1.94458        43.5773                 NaN  0.457497        41.2935                 NaN
  1143.44        500.000                 NaN   5.64412                 NaN   7.06206        1.95613        43.5800                 NaN  0.458269        41.2994                 NaN
  1142.44        500.000                 NaN   5.62438                 NaN   7.06091        1.96761        43.5827                 NaN  0.459041        41.3053                 NaN
  1141.44        500.000                 NaN   5.60612                 NaN   7.05990        1.97826        43.5851                 NaN  0.459744        41.3108                 NaN
  1140.45        500.000                 NaN   5.58843                 NaN   7.05893        1.98859        43.5874                 NaN  0.460424        41.3162                 NaN
  1139.45        500.000                 NaN   5.57126                 NaN   7.05800        1.99861        43.5895                 NaN  0.461081        41.3215                 NaN
  1138.46        500.000                 NaN   5.55460                 NaN   7.05711        2.00835        43.5916                 NaN  0.461717        41.3266                 NaN
  1137.46        500.000                 NaN   5.53840                 NaN   7.05626        2.01781        43.5935                 NaN  0.462333        41.3317                 NaN
  1136.46        500.000                 NaN   5.52252                 NaN   7.05543        2.02710        43.5954                 NaN  0.462938        41.3366                 NaN
  1135.47        500.000                 NaN   5.50652                 NaN   7.05461        2.03647        43.5972                 NaN  0.463548        41.3416                 NaN
  1134.47        500.000                 NaN   5.49095                 NaN   7.05382        2.04558        43.5990                 NaN  0.464142        41.3465                 NaN
  1133.48        500.000                 NaN   5.47575                 NaN   7.05306        2.05449        43.6007                 NaN  0.464719        41.3513                 NaN
  1132.48        500.000                 NaN   5.46083                 NaN   7.05233        2.06325        43.6022                 NaN  0.465285        41.3561                 NaN
  1131.48        500.000                 NaN   5.44654                 NaN   7.05166        2.07154        43.6039                 NaN  0.465846        41.3606                 NaN
  1130.49        500.000                 NaN   5.45642                 NaN   7.05349        2.06676        43.5986                 NaN  0.465105        41.3596                 NaN
  1129.49        500.000                 NaN   5.42444                 NaN   7.05132        2.08668        43.6020                 NaN  0.466568        41.3689                 NaN
  1128.50        500.000                 NaN   5.41073                 NaN   7.05069        2.09473        43.6034                 NaN  0.467084        41.3734                 NaN
  1127.50        500.000                 NaN   5.39733                 NaN   7.05008        2.10261        43.6046                 NaN  0.467587        41.3778                 NaN
  1126.50        500.000                 NaN   5.38423                 NaN   7.04950        2.11031        43.6058                 NaN  0.468077        41.3821                 NaN
  1125.51        500.000                 NaN   5.37141                 NaN   7.04894        2.11785        43.6069                 NaN  0.468555        41.3863                 NaN
  1124.51        500.000                 NaN   5.35885                 NaN   7.04841        2.12524        43.6080                 NaN  0.469022        41.3905                 NaN
  1123.52        500.000                 NaN   5.34656                 NaN   7.04789        2.13248        43.6090                 NaN  0.469478        41.3946                 NaN
  1122.52        500.000                 NaN   5.33451                 NaN   7.04740        2.13959        43.6100                 NaN  0.469923        41.3986                 NaN
  1121.52        500.000                 NaN   5.32270                 NaN   7.04692        2.14655        43.6109                 NaN  0.470359        41.4026                 NaN
  1120.53        500.000                 NaN   5.31114                 NaN   7.04646        2.15338        43.6117                 NaN  0.470784        41.4065                 NaN
  1119.53        500.000                 NaN   5.29978                 NaN   7.04602        2.16009        43.6125                 NaN  0.471201        41.4104                 NaN
  1118.53        500.000                 NaN   5.28616                 NaN   7.04537        2.16801        43.6139                 NaN  0.471736        41.4148                 NaN
  1117.54        500.000                 NaN   5.27686                 NaN   7.04512        2.17359        43.6142                 NaN  0.472050        41.4182                 NaN
  1116.54        500.000                 NaN   5.26771                 NaN   7.04488        2.17909        43.6144                 NaN  0.472358        41.4216                 NaN
  1115.55        500.000                 NaN   5.25867                 NaN   7.04466        2.18453        43.6146                 NaN  0.472662        41.4249                 NaN
  1114.55        500.000                 NaN   5.24974                 NaN   7.04444        2.18989        43.6148                 NaN  0.472960        41.4282                 NaN
  1113.55        500.000                 NaN   5.24098                 NaN   7.04424        2.19517        43.6149                 NaN  0.473254        41.4315                 NaN
  1112.56        500.000                 NaN   5.23230                 NaN   7.04404        2.20040        43.6150                 NaN  0.473543        41.4347                 NaN
  1111.56        500.000                 NaN   5.22376                 NaN   7.04385        2.20555        43.6151                 NaN  0.473826        41.4379                 NaN
  1110.57        500.000                 NaN   5.21541                 NaN   7.04368        2.21058        43.6152                 NaN  0.474102        41.4411                 NaN
  1109.57        500.000                 NaN   5.20701                 NaN   7.04351        2.21565        43.6152                 NaN  0.474381        41.4442                 NaN
  1108.57        500.000                 NaN   5.19872                 NaN   7.04335        2.22066        43.6152                 NaN  0.474655        41.4474                 NaN
  1107.58        500.000                 NaN   5.19054                 NaN   7.04319        2.22561        43.6152                 NaN  0.474925        41.4505                 NaN
  1106.58        500.000                 NaN   5.18248                 NaN   7.04304        2.23048        43.6152                 NaN  0.475190        41.4536                 NaN
  1105.59        500.000                 NaN   5.17451                 NaN   7.04289        2.23531        43.6151                 NaN  0.475451        41.4567                 NaN
  1104.59        500.000                 NaN   5.16660                 NaN   7.04278        2.24010        43.6150                 NaN  0.475710        41.4598                 NaN
  1103.59        500.000                 NaN   5.15880                 NaN   7.04265        2.24483        43.6150                 NaN  0.475965        41.4628                 NaN
  1102.60        500.000                 NaN   5.15118                 NaN   7.04254        2.24946        43.6148                 NaN  0.476213        41.4658                 NaN
  1101.60        500.000                 NaN   5.14358                 NaN   7.04243        2.25407        43.6147                 NaN  0.476461        41.4688                 NaN
  1100.61        500.000                 NaN   5.13610                 NaN   7.04233        2.25862        43.6145                 NaN  0.476704        41.4718                 NaN
  1099.61        500.000                 NaN   5.12868                 NaN   7.04224        2.26314        43.6143                 NaN  0.476942        41.4747                 NaN
  1098.61        500.000                 NaN   5.12136                 NaN   7.04216        2.26759        43.6141                 NaN  0.477178        41.4776                 NaN
  1097.62        500.000                 NaN   5.11414                 NaN   7.04209        2.27200        43.6138                 NaN  0.477409        41.4805                 NaN
  1096.62        500.000                 NaN   5.10700                 NaN   7.04202        2.27635        43.6136                 NaN  0.477637        41.4834                 NaN
  1095.62        500.000                 NaN   5.09994                 NaN   7.04196        2.28066        43.6133                 NaN  0.477862        41.4863                 NaN
  1094.63        500.000                 NaN   5.09297                 NaN   7.04191        2.28492        43.6130                 NaN  0.478084        41.4891                 NaN
  1093.63        500.000                 NaN   5.08606                 NaN   7.04186        2.28914        43.6127                 NaN  0.478303        41.4920                 NaN
  1092.64        500.000                 NaN   5.07921                 NaN   7.04182        2.29334        43.6123                 NaN  0.478520        41.4948                 NaN
  1091.64        500.000                 NaN   5.07244                 NaN   7.04179        2.29748        43.6120                 NaN  0.478734        41.4976                 NaN
  1090.64        500.000                 NaN   5.06575                 NaN   7.04176        2.30159        43.6116                 NaN  0.478945        41.5004                 NaN
  1089.65        500.000                 NaN   5.05913                 NaN   7.04174        2.30565        43.6112                 NaN  0.479153        41.5031                 NaN
  1088.65        500.000                 NaN   5.05258                 NaN   7.04173        2.30967        43.6108                 NaN  0.479358        41.5059                 NaN
  1087.66        500.000                 NaN   5.04611                 NaN   7.04173        2.31365        43.6103                 NaN  0.479560        41.5086                 NaN
  1086.66        500.000                 NaN   5.03971                 NaN   7.04173        2.31759        43.6099                 NaN  0.479759        41.5113                 NaN
  1085.66        500.000                 NaN   5.03338                 NaN   7.04173        2.32149        43.6094                 NaN  0.479955        41.5140                 NaN
  1084.67        500.000                 NaN   5.02712                 NaN   7.04175        2.32535        43.6089                 NaN  0.480149        41.5167                 NaN
  1083.67        500.000                 NaN   5.02092                 NaN   7.04177        2.32917        43.6084                 NaN  0.480340        41.5194                 NaN
  1082.68        500.000                 NaN   5.01480                 NaN   7.04179        2.33296        43.6079                 NaN  0.480528        41.5220                 NaN
  1081.68        500.000                 NaN   5.00873                 NaN   7.04182        2.33671        43.6073                 NaN  0.480713        41.5247                 NaN
  1080.68        500.000                 NaN   5.00218                 NaN   7.04239        2.33955        43.6077                 NaN  0.480929        41.5272                 NaN
  1079.69        500.000                 NaN   4.99227                 NaN   7.04104        2.34498        43.6100                 NaN  0.481330        41.5303                 NaN
  1078.69        500.000                 NaN   4.98677                 NaN   7.04116        2.34836        43.6094                 NaN  0.481516        41.5328                 NaN
  1077.70        500.000                 NaN   4.98011                 NaN   7.04144        2.35240        43.6088                 NaN  0.481764        41.5355                 NaN
  1076.70        500.000                 NaN   4.97470                 NaN   7.04132        2.35589        43.6081                 NaN  0.481864        41.5381                 NaN
  1075.70        500.000                 NaN   4.96919                 NaN   7.04126        2.35929        43.6077                 NaN  0.482038        41.5405                 NaN
  1074.71        500.000                 NaN   4.96373                 NaN   7.04199        2.36285        43.6061                 NaN  0.482177        41.5432                 NaN
  1073.71        500.000                 NaN   4.95730                 NaN   7.04210        2.36676        43.6056                 NaN  0.482369        41.5459                 NaN
  1072.71        500.000                 NaN   4.95193                 NaN   7.04211        2.37015        43.6049                 NaN  0.482527        41.5484                 NaN
  1071.72        500.000                 NaN   4.94569                 NaN   7.04173        2.37368        43.6052                 NaN  0.482848        41.5508                 NaN
  1070.72        500.000                 NaN   4.94072                 NaN   7.04226        2.37700        43.6038                 NaN  0.482895        41.5534                 NaN
  1069.73        500.000                 NaN   4.94046                 NaN   7.04252        2.37760        43.6018                 NaN  0.482904        41.5547                 NaN
  1068.73        500.000                 NaN   4.93222                 NaN   7.04283        2.38253        43.6015                 NaN  0.483063        41.5579                 NaN
  1067.73        500.000                 NaN   4.92444                 NaN   7.04276        2.38728        43.6011                 NaN  0.483352        41.5611                 NaN
  1066.74        500.000                 NaN   4.92305                 NaN   7.04337        2.38860        43.5990                 NaN  0.483287        41.5627                 NaN
  1065.74        500.000                 NaN   4.92656                 NaN   7.04429        2.38818        43.5940                 NaN  0.482904        41.5641                 NaN
  1064.75        500.000                 NaN   4.91155                 NaN   7.04351        2.39593        43.5973                 NaN  0.483659        41.5681                 NaN
  1063.75        500.000                 NaN   4.90675                 NaN   7.04341        2.39853        43.5974                 NaN  0.483818        41.5701                 NaN
  1062.75        500.000                 NaN   4.90063                 NaN   7.04274        2.40275        43.5967                 NaN  0.484039        41.5732                 NaN
  1061.76        500.000                 NaN   4.90736                 NaN   7.04474        2.40040        43.5906                 NaN  0.483428        41.5735                 NaN
  1060.76        500.000                 NaN   4.89936                 NaN   7.04394        2.40425        43.5929                 NaN  0.483801        41.5757                 NaN
  1059.77        500.000                 NaN   4.88893                 NaN   7.04404        2.41173        43.5911                 NaN  0.484259        41.5800                 NaN
  1058.77        500.000                 NaN   4.89009                 NaN   7.04430        2.41021        43.5910                 NaN  0.484048        41.5804                 NaN
  1057.77        500.000                 NaN   4.88553                 NaN   7.04449        2.41315        43.5900                 NaN  0.484169        41.5827                 NaN
  1056.78        500.000                 NaN   4.88102                 NaN   7.04468        2.41606        43.5889                 NaN  0.484287        41.5850                 NaN
  1055.78        500.000                 NaN   4.87656                 NaN   7.04488        2.41894        43.5879                 NaN  0.484404        41.5873                 NaN
  1054.78        500.000                 NaN   4.87214                 NaN   7.04508        2.42180        43.5869                 NaN  0.484518        41.5896                 NaN
  1053.79        500.000                 NaN   4.86778                 NaN   7.04529        2.42463        43.5858                 NaN  0.484630        41.5919                 NaN
  1052.79        500.000                 NaN   4.86346                 NaN   7.04551        2.42743        43.5847                 NaN  0.484740        41.5941                 NaN
  1051.80        500.000                 NaN   4.85919                 NaN   7.04573        2.43021        43.5836                 NaN  0.484848        41.5964                 NaN
  1050.80        500.000                 NaN   4.84706                 NaN   7.04567        2.43844        43.5824                 NaN  0.485419        41.6010                 NaN
  1049.80        500.000                 NaN   4.85079                 NaN   7.04619        2.43570        43.5814                 NaN  0.485058        41.6009                 NaN
  1048.81        500.000                 NaN   4.84741                 NaN   7.04691        2.43884        43.5783                 NaN  0.485069        41.6034                 NaN
  1047.81        500.000                 NaN   4.83389                 NaN   7.04629        2.44691        43.5793                 NaN  0.485774        41.6078                 NaN
  1046.82        500.000                 NaN   4.82958                 NaN   7.04651        2.44969        43.5782                 NaN  0.485889        41.6101                 NaN
  1045.82        500.000                 NaN   4.83206                 NaN   7.04721        2.44819        43.5765                 NaN  0.485540        41.6105                 NaN
  1044.82        500.000                 NaN   4.82781                 NaN   7.04718        2.45086        43.5756                 NaN  0.485746        41.6128                 NaN
  1043.83        500.000                 NaN   4.81694                 NaN   7.04719        2.45786        43.5750                 NaN  0.486221        41.6168                 NaN
  1042.83        500.000                 NaN   4.81277                 NaN   7.04743        2.46057        43.5739                 NaN  0.486331        41.6190                 NaN
  1041.84        500.000                 NaN   4.80863                 NaN   7.04767        2.46325        43.5727                 NaN  0.486439        41.6213                 NaN
  1040.84        500.000                 NaN   4.80454                 NaN   7.04792        2.46592        43.5716                 NaN  0.486545        41.6235                 NaN
  1039.84        500.000                 NaN   4.80048                 NaN   7.04817        2.46856        43.5704                 NaN  0.486650        41.6257                 NaN
  1038.85        500.000                 NaN   4.79646                 NaN   7.04843        2.47118        43.5693                 NaN  0.486753        41.6279                 NaN
  1037.85        500.000                 NaN   4.79248                 NaN   7.04869        2.47379        43.5681                 NaN  0.486855        41.6301                 NaN
  1036.86        500.000                 NaN   4.78854                 NaN   7.04895        2.47637        43.5669                 NaN  0.486955        41.6323                 NaN
  1035.86        500.000                 NaN   4.78463                 NaN   7.04922        2.47893        43.5657                 NaN  0.487053        41.6345                 NaN
  1034.86        500.000                 NaN   4.78076                 NaN   7.04949        2.48147        43.5645                 NaN  0.487151        41.6366                 NaN
  1033.87        500.000                 NaN   4.77692                 NaN   7.04977        2.48399        43.5633                 NaN  0.487246        41.6388                 NaN
  1032.87        500.000                 NaN   4.77312                 NaN   7.05005        2.48649        43.5620                 NaN  0.487340        41.6410                 NaN
  1031.87        500.000                 NaN   4.76935                 NaN   7.05034        2.48898        43.5608                 NaN  0.487433        41.6431                 NaN
  1030.88        500.000                 NaN   4.76562                 NaN   7.05063        2.49144        43.5595                 NaN  0.487524        41.6453                 NaN
  1029.88        500.000                 NaN   4.76192                 NaN   7.05092        2.49389        43.5582                 NaN  0.487614        41.6474                 NaN
  1028.89        500.000                 NaN   4.75826                 NaN   7.05122        2.49632        43.5570                 NaN  0.487703        41.6495                 NaN
  1027.89        500.000                 NaN   4.75463                 NaN   7.05152        2.49873        43.5557                 NaN  0.487790        41.6517                 NaN
  1026.89        500.000                 NaN   4.75103                 NaN   7.05183        2.50112        43.5544                 NaN  0.487876        41.6538                 NaN
  1025.90        500.000                 NaN   4.74746                 NaN   7.05213        2.50350        43.5531                 NaN  0.487960        41.6559                 NaN
  1024.90        500.000                 NaN   4.74393                 NaN   7.05245        2.50586        43.5517                 NaN  0.488043        41.6580                 NaN
  1023.91        500.000                 NaN   4.74043                 NaN   7.05277        2.50820        43.5504                 NaN  0.488125        41.6601                 NaN
  1022.91        500.000                 NaN   4.73696                 NaN   7.05309        2.51052        43.5491                 NaN  0.488205        41.6622                 NaN
  1021.91        500.000                 NaN   4.73352                 NaN   7.05342        2.51283        43.5477                 NaN  0.488285        41.6643                 NaN
  1020.92        500.000                 NaN   4.73011                 NaN   7.05375        2.51512        43.5463                 NaN  0.488362        41.6663                 NaN
  1019.92        500.000                 NaN   4.72673                 NaN   7.05408        2.51740        43.5449                 NaN  0.488439        41.6684                 NaN
  1018.93        500.000                 NaN   4.72338                 NaN   7.05442        2.51966        43.5436                 NaN  0.488515        41.6705                 NaN
  1017.93        500.000                 NaN   4.72007                 NaN   7.05477        2.52190        43.5422                 NaN  0.488588        41.6725                 NaN
  1016.93        500.000                 NaN   4.71680                 NaN   7.05512        2.52411        43.5407                 NaN  0.488663        41.6746                 NaN
  1015.94        500.000                 NaN   4.71351                 NaN   7.05546        2.52634        43.5393                 NaN  0.488733        41.6766                 NaN
  1014.94        500.000                 NaN   4.71029                 NaN   7.05582        2.52853        43.5379                 NaN  0.488803        41.6787                 NaN
  1013.95        500.000                 NaN   4.72583                 NaN   7.05785        2.52067        43.5313                 NaN  0.487684        41.6767                 NaN
  1012.95        500.000                 NaN   4.70391                 NaN   7.05654        2.53289        43.5350                 NaN  0.488940        41.6828                 NaN
  1011.95        500.000                 NaN   4.72021                 NaN   7.05868        2.52472        43.5279                 NaN  0.487770        41.6807                 NaN
  1010.96        500.000                 NaN   4.69764                 NaN   7.05728        2.53718        43.5320                 NaN  0.489073        41.6868                 NaN
  1009.96        500.000                 NaN   4.71469                 NaN   7.05955        2.52872        43.5245                 NaN  0.487849        41.6847                 NaN
  1008.96        500.000                 NaN   4.71198                 NaN   7.05998        2.53069        43.5228                 NaN  0.487887        41.6866                 NaN
  1007.97        500.000                 NaN   4.70929                 NaN   7.06042        2.53266        43.5211                 NaN  0.487924        41.6886                 NaN
  1006.97        500.000                 NaN   4.68544                 NaN   7.05881        2.54558        43.5260                 NaN  0.489323        41.6948                 NaN
  1005.98        500.000                 NaN   4.70403                 NaN   7.06132        2.53653        43.5176                 NaN  0.487992        41.6925                 NaN
  1004.98        500.000                 NaN   4.70143                 NaN   7.06178        2.53846        43.5158                 NaN  0.488025        41.6945                 NaN
  1003.98        500.000                 NaN   4.67658                 NaN   7.06000        2.55174        43.5214                 NaN  0.489499        41.7008                 NaN
  1002.99        500.000                 NaN   4.69634                 NaN   7.06271        2.54225        43.5122                 NaN  0.488085        41.6984                 NaN
  1001.99        500.000                 NaN   4.67080                 NaN   7.06080        2.55577        43.5182                 NaN  0.489612        41.7048                 NaN
  1001.00        500.000                 NaN   4.66794                 NaN   7.06123        2.55778        43.5166                 NaN  0.489667        41.7068                 NaN
  1000.00        500.000                 NaN   4.66512                 NaN   7.06164        2.55976        43.5150                 NaN  0.489719        41.7087                 NaN
