|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/YM20/YM20_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1023.52        500.000                 NaN            NaN            NaN   1.11599        6.53971                 NaN            NaN   6.93820                 NaN   43.1206       0.352764        41.9327                 NaN
  1022.05        500.000                 NaN            NaN            NaN   1.06716        6.63301                 NaN            NaN   6.95543                 NaN   43.0821       0.347062        41.9152                 NaN
  1020.58        500.000                 NaN            NaN            NaN   1.15384        6.47551                 NaN            NaN   6.93066                 NaN   43.1338       0.355323        41.9509                 NaN
  1019.11        500.000                 NaN            NaN            NaN   1.16209        6.46315                 NaN            NaN   6.93018                 NaN   43.1333       0.355509        41.9558                 NaN
  1017.64        500.000                 NaN            NaN            NaN   1.19296        6.40863                 NaN            NaN   6.92249                 NaN   43.1483       0.358091        41.9695                 NaN
  1016.17        500.000                 NaN            NaN            NaN   1.19628        4.51247        1.78792                 NaN   6.86001                 NaN   43.3138       0.377642        41.9518                 NaN
  1014.70        500.000                 NaN            NaN            NaN   1.17310        6.45183                 NaN            NaN   6.93311                 NaN   43.1222       0.354605        41.9652                 NaN
  1013.23        500.000                 NaN            NaN            NaN   1.19092        6.42160                 NaN            NaN   6.92954                 NaN   43.1283       0.355818        41.9738                 NaN
  1011.76        500.000                 NaN            NaN            NaN   1.25383        6.30658                 NaN            NaN   6.91124                 NaN   43.1665       0.361957        41.9999                 NaN
  1010.29        500.000                 NaN            NaN            NaN   1.22417        6.36548                 NaN            NaN   6.92303                 NaN   43.1391       0.358032        41.9901                 NaN
  1008.82        500.000                 NaN            NaN            NaN   1.24201        6.33503                 NaN            NaN   6.91932                 NaN   43.1456       0.359295        41.9988                 NaN
  1007.35        500.000                 NaN            NaN            NaN   1.25472        6.31419                 NaN            NaN   6.91725                 NaN   43.1485       0.360008        42.0054                 NaN
  1005.88        500.000                 NaN            NaN            NaN   1.30228        6.22680                 NaN            NaN   6.90324                 NaN   43.1778       0.364702        42.0252                 NaN
  1004.41        500.000                 NaN            NaN            NaN   1.31908        6.19793                 NaN            NaN   6.89963                 NaN   43.1841       0.365930        42.0334                 NaN
  1002.94        500.000                 NaN            NaN            NaN   1.33366        6.17391                 NaN            NaN   6.89681                 NaN   43.1882       0.366787        42.0407                 NaN
  1001.47        500.000                 NaN            NaN            NaN   1.34894        6.14678                 NaN            NaN   6.89347                 NaN   43.1946       0.368033        42.0481                 NaN
  1000.00        500.000                 NaN            NaN            NaN   1.32099        6.20417                 NaN            NaN   6.90552                 NaN   43.1659       0.364039        42.0394                 NaN
