|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1301.36        500.000                 NaN   99.3293                 NaN            NaN  0.278276       0.193726                 NaN  0.190462       0.820886E-002            NaN            NaN            NaN            NaN
  1299.89        500.000                 NaN   99.3148                 NaN            NaN  0.193355       0.303640                 NaN  0.188247                 NaN            NaN            NaN            NaN            NaN
  1298.42        500.000                 NaN   99.3345                 NaN            NaN  0.181273       0.299404                 NaN  0.184784                 NaN            NaN            NaN            NaN            NaN
  1296.95        500.000                 NaN   99.3410                 NaN            NaN  0.178814       0.297306                 NaN  0.182928                 NaN            NaN            NaN            NaN            NaN
  1295.48        500.000                 NaN   99.3480                 NaN            NaN  0.176417       0.294744                 NaN  0.180877                 NaN            NaN            NaN            NaN            NaN
  1294.01        500.000                 NaN   99.3535                 NaN            NaN  0.293647       0.173774                 NaN  0.179099                 NaN            NaN            NaN            NaN            NaN
  1292.53        500.000                 NaN   99.3586                 NaN            NaN  0.170286       0.293360                 NaN  0.177737                 NaN            NaN            NaN            NaN            NaN
  1291.06        500.000                 NaN   99.3669                 NaN            NaN  0.289460       0.168585                 NaN  0.175066                 NaN            NaN            NaN            NaN            NaN
  1289.59        500.000                 NaN   99.3722                 NaN            NaN  0.165104       0.289083                 NaN  0.173615                 NaN            NaN            NaN            NaN            NaN
  1288.12        500.000                 NaN   99.3778                 NaN            NaN  0.163285       0.287022                 NaN  0.171909                 NaN            NaN            NaN            NaN            NaN
  1286.65        500.000                 NaN   99.3837                 NaN            NaN  0.160655       0.285450                 NaN  0.170166                 NaN            NaN            NaN            NaN            NaN
  1285.18        500.000                 NaN   96.1725                 NaN            NaN  0.832589       0.488214                 NaN  0.512202                 NaN   1.99446                 NaN            NaN            NaN
  1283.71        500.000                 NaN   91.9726                 NaN            NaN   1.54303       0.914835                 NaN  0.957707                 NaN   4.61179                 NaN            NaN            NaN
  1282.24        500.000                 NaN   92.6085                 NaN            NaN  0.877594        1.37924                 NaN  0.888770       0.112692E-001   4.23461                 NaN            NaN            NaN
  1280.77        500.000                 NaN   93.1580                 NaN            NaN   1.21301       0.862871                 NaN  0.829788       0.264831E-001   3.90984                 NaN            NaN            NaN
  1279.30        500.000                 NaN   93.6709                 NaN            NaN  0.785096        1.14881                 NaN  0.769529       0.172902E-001   3.60837                 NaN            NaN            NaN
  1277.83        500.000                 NaN   94.1119                 NaN            NaN  0.712705        1.09895                 NaN  0.717662       0.935846E-002   3.34939                 NaN            NaN            NaN
  1276.36        500.000                 NaN   94.4954                 NaN            NaN  0.645971        1.05950                 NaN  0.672393       0.255224E-002   3.12418                 NaN            NaN            NaN
  1274.89        500.000                 NaN   94.8282                 NaN            NaN  0.596137        1.01135                 NaN  0.633132                 NaN   2.93115                 NaN            NaN            NaN
  1273.42        500.000                 NaN   95.1226                 NaN            NaN  0.546263       0.975774                 NaN  0.599990                 NaN   2.75536                 NaN            NaN            NaN
  1271.95        500.000                 NaN   95.3846                 NaN            NaN  0.946277       0.496806                 NaN  0.569625                 NaN   2.60265                 NaN            NaN            NaN
  1270.48        500.000                 NaN   95.6198                 NaN            NaN  0.955315       0.417461                 NaN  0.542427                 NaN   2.46503                 NaN            NaN            NaN
  1269.01        500.000                 NaN   95.8308                 NaN            NaN   1.30993                 NaN            NaN  0.518002                 NaN   2.34129                 NaN            NaN            NaN
  1267.54        500.000                 NaN   96.0340                 NaN            NaN   1.24815                 NaN            NaN  0.493075                 NaN   2.22482                 NaN            NaN            NaN
  1266.07        500.000                 NaN   96.2166                 NaN            NaN   1.19277                 NaN            NaN  0.471381                 NaN   2.11929                 NaN            NaN            NaN
  1264.60        500.000                 NaN   96.3829                 NaN            NaN   1.14215                 NaN            NaN  0.451798                 NaN   2.02312                 NaN            NaN            NaN
  1263.13        500.000                 NaN   96.5375                 NaN            NaN   1.09528                 NaN            NaN  0.432458                 NaN   1.93480                 NaN            NaN            NaN
  1261.66        500.000                 NaN   96.6808                 NaN            NaN   1.05129                 NaN            NaN  0.415675                 NaN   1.85226                 NaN            NaN            NaN
  1260.19        500.000                 NaN   96.8081                 NaN            NaN   1.01241                 NaN            NaN  0.401214                 NaN   1.77832                 NaN            NaN            NaN
  1258.72        500.000                 NaN   96.9333                 NaN            NaN  0.974693                 NaN            NaN  0.384102                 NaN   1.70790                 NaN            NaN            NaN
  1257.25        500.000                 NaN   97.0438                 NaN            NaN  0.940945                 NaN            NaN  0.371312                 NaN   1.64395                 NaN            NaN            NaN
  1255.78        500.000                 NaN   97.1507                 NaN            NaN  0.908635                 NaN            NaN  0.357451                 NaN   1.58320                 NaN            NaN            NaN
  1254.31        500.000                 NaN   97.2477                 NaN            NaN  0.878953                 NaN            NaN  0.346061                 NaN   1.52724                 NaN            NaN            NaN
  1252.84        500.000                 NaN   97.3418                 NaN            NaN  0.849846                 NaN            NaN  0.334314                 NaN   1.47408                 NaN            NaN            NaN
  1251.37        500.000                 NaN   97.4261                 NaN            NaN  0.824434                 NaN            NaN  0.324159                 NaN   1.42527                 NaN            NaN            NaN
  1249.90        500.000                 NaN   97.5135                 NaN            NaN  0.797020                 NaN            NaN  0.312327                 NaN   1.37717                 NaN            NaN            NaN
  1248.43        500.000                 NaN   97.5884                 NaN            NaN  0.773992                 NaN            NaN  0.304194                 NaN   1.33342                 NaN            NaN            NaN
  1246.96        500.000                 NaN   97.4969                 NaN            NaN  0.770825                 NaN            NaN  0.313764                 NaN   1.38679       0.317166E-001            NaN            NaN
  1245.49        500.000                 NaN   97.3062                 NaN            NaN  0.777177                 NaN            NaN  0.336725                 NaN   1.49683       0.830459E-001            NaN            NaN
  1244.02        500.000                 NaN   97.3963                 NaN            NaN  0.749953                 NaN            NaN  0.321644                 NaN   1.45096       0.811829E-001            NaN            NaN
  1242.55        500.000                 NaN   97.4836                 NaN            NaN  0.725490                 NaN            NaN  0.309319                 NaN   1.40356       0.779903E-001            NaN            NaN
  1241.08        500.000                 NaN   97.5697                 NaN            NaN  0.701049                 NaN            NaN  0.298385                 NaN   1.35660       0.742822E-001            NaN            NaN
  1239.61        500.000                 NaN   97.6499                 NaN            NaN  0.677907                 NaN            NaN  0.286956                 NaN   1.31384       0.714430E-001            NaN            NaN
  1238.14        500.000                 NaN   97.7255                 NaN            NaN  0.656236                 NaN            NaN  0.276652                 NaN   1.27318       0.684216E-001            NaN            NaN
  1236.67        500.000                 NaN   97.8005                 NaN            NaN  0.634327                 NaN            NaN  0.267029                 NaN   1.23280       0.653327E-001            NaN            NaN
  1235.20        500.000                 NaN   97.8678                 NaN            NaN  0.615309                 NaN            NaN  0.256840                 NaN   1.19706       0.630337E-001            NaN            NaN
  1233.73        500.000                 NaN   97.9358                 NaN            NaN  0.595389                 NaN            NaN  0.247927                 NaN   1.16066       0.602715E-001            NaN            NaN
  1232.26        500.000                 NaN   97.9969                 NaN            NaN  0.578348                 NaN            NaN  0.239471                 NaN   1.12750       0.578033E-001            NaN            NaN
  1230.79        500.000                 NaN   98.0567                 NaN            NaN  0.561443                 NaN            NaN  0.231833                 NaN   1.09484       0.552090E-001            NaN            NaN
  1229.32        500.000                 NaN   98.1098                 NaN            NaN  0.547847                 NaN            NaN  0.224745                 NaN   1.06492       0.526603E-001            NaN            NaN
  1227.85        500.000                 NaN   98.1662                 NaN            NaN  0.531012                 NaN            NaN  0.217270                 NaN   1.03510       0.504456E-001            NaN            NaN
  1226.38        500.000                 NaN   98.2171                 NaN            NaN  0.517554                 NaN            NaN  0.211843                 NaN   1.00585       0.476950E-001            NaN            NaN
  1224.91        500.000                 NaN   98.2673                 NaN            NaN  0.502997                 NaN            NaN  0.203932                 NaN  0.979692       0.461094E-001            NaN            NaN
  1223.44        500.000                 NaN   98.3167                 NaN            NaN  0.487731                 NaN            NaN  0.196125                 NaN  0.954652       0.448073E-001            NaN            NaN
  1221.97        500.000                 NaN   98.3629                 NaN            NaN  0.474830                 NaN            NaN  0.190773                 NaN  0.929014       0.424735E-001            NaN            NaN
  1220.50        500.000                 NaN   98.4031                 NaN            NaN  0.464490                 NaN            NaN  0.185281                 NaN  0.906471       0.406565E-001            NaN            NaN
  1219.03        500.000                 NaN   98.4476                 NaN            NaN  0.451140                 NaN            NaN  0.179682                 NaN  0.882683       0.389105E-001            NaN            NaN
  1217.56        500.000                 NaN   73.4265                 NaN  0.954771E-002   4.79392       0.318573E-005            NaN   2.41625                 NaN   11.4500       0.338487        7.56525                 NaN
  1216.09        500.000                 NaN   99.1475                 NaN            NaN            NaN            NaN            NaN  0.564757E-001            NaN  0.358960       0.813879E-002  0.428932                 NaN
  1214.62        500.000                 NaN   99.9640                 NaN            NaN  0.138499E-001            NaN            NaN  0.686282E-002            NaN            NaN  0.104338E-002  0.142398E-001            NaN
  1213.15        500.000                 NaN   99.8325                 NaN            NaN  0.733056E-001  0.835165E-003            NaN  0.775787E-002            NaN  0.855683E-001            NaN            NaN            NaN
  1211.68        500.000                 NaN   99.9089                 NaN            NaN  0.722050E-001            NaN            NaN  0.155892E-001            NaN            NaN  0.326054E-002            NaN            NaN
  1210.21        500.000                 NaN   99.6855                 NaN            NaN  0.104970                 NaN            NaN  0.169471                 NaN  0.401036E-001            NaN            NaN            NaN
  1208.74        500.000                 NaN   98.4093                 NaN            NaN  0.104540E-001  0.740339E-001            NaN            NaN            NaN  0.708245       0.220574E-001  0.775923                 NaN
  1207.27        500.000                 NaN   99.2532                 NaN            NaN  0.120911       0.135789                 NaN  0.551754E-001            NaN  0.326086                 NaN  0.108825                 NaN
  1205.80        500.000                 NaN   88.9514                 NaN            NaN   1.62197                 NaN            NaN  0.909261                 NaN   4.18882       0.815888E-001   4.24697                 NaN
  1204.33        500.000                 NaN   91.4493                 NaN            NaN   1.10328                 NaN            NaN  0.693351                 NaN   3.30803       0.715229E-001   3.37451                 NaN
  1202.86        500.000                 NaN   91.5368                 NaN            NaN  0.489010       0.567419                 NaN  0.669340                 NaN   3.29988       0.747771E-001   3.36282                 NaN
  1201.39        500.000                 NaN   88.6729                 NaN            NaN   1.75197                 NaN            NaN  0.896697                 NaN   4.26208       0.840448E-001   4.33232                 NaN
  1199.92        500.000                 NaN   66.6570                 NaN  0.187403        4.76646                 NaN            NaN   2.74858                 NaN   12.5298       0.187484        12.9232                 NaN
  1198.45        500.000                 NaN   99.9999                 NaN            NaN  0.597395E-005  0.587188E-005            NaN  0.640244E-005            NaN  0.268658E-004            NaN  0.301902E-004            NaN
  1196.98        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641230E-005            NaN  0.327801E-005            NaN
  1195.51        500.000       0.344637E-005  100.0000                 NaN            NaN  0.406575E-005            NaN            NaN            NaN            NaN  0.766053E-005            NaN  0.100272E-004            NaN
  1194.04        500.000                 NaN   99.9993                 NaN  0.260850E-004            NaN            NaN            NaN  0.466061E-004            NaN  0.301148E-003  0.783881E-005  0.283109E-003  0.359222E-004
  1192.57        500.000                 NaN   69.8020                 NaN            NaN   3.69383                 NaN            NaN   2.24733                 NaN   12.0994       0.212642        11.9448                 NaN
  1191.10        500.000                 NaN   38.1284                 NaN            NaN   7.17959                 NaN            NaN   4.51974                 NaN   25.2482       0.367726        24.5564                 NaN
  1189.63        500.000                 NaN            NaN            NaN            NaN   11.2240       0.125643E-005            NaN   7.21010                 NaN   41.0810       0.588644        39.8963                 NaN
  1188.16        500.000                 NaN            NaN            NaN            NaN   7.18824        4.04044                 NaN   7.22405                 NaN   41.0675       0.583372        39.8964                 NaN
  1186.69        500.000                 NaN            NaN            NaN            NaN   7.41146        3.82346                 NaN   7.22254                 NaN   41.0645       0.580704        39.8973                 NaN
  1185.22        500.000                 NaN            NaN            NaN            NaN   10.7605       0.466567       0.202077E-005   7.21345                 NaN   41.0753       0.587432        39.8968                 NaN
  1183.75        500.000                 NaN            NaN            NaN            NaN   10.8701       0.359289                 NaN   7.21550                 NaN   41.0713       0.586659        39.8972                 NaN
  1182.28        500.000                 NaN            NaN            NaN            NaN   10.9668       0.266063                 NaN   7.21932                 NaN   41.0649       0.585230        39.8977                 NaN
  1180.81        500.000                 NaN            NaN            NaN            NaN   7.06551        4.16806                 NaN   7.22739                 NaN   41.0602       0.581561        39.8973                 NaN
  1179.34        500.000                 NaN            NaN            NaN            NaN   11.2366                 NaN            NaN   7.22373                 NaN   41.0578       0.583617        39.8983                 NaN
  1177.87        500.000                 NaN            NaN            NaN            NaN   7.92766        3.33998       0.828897E-003   7.26956                 NaN   40.9947       0.564679        39.9026                 NaN
  1176.40        500.000                 NaN            NaN            NaN            NaN   7.92638        3.34146       0.668726E-003   7.26965                 NaN   40.9946       0.564652        39.9026                 NaN
  1174.93        500.000                 NaN            NaN            NaN            NaN   7.92510        3.34293       0.533560E-003   7.26973                 NaN   40.9945       0.564628        39.9026                 NaN
  1173.46        500.000                 NaN            NaN            NaN            NaN   7.92384        3.34434       0.426791E-003   7.26981                 NaN   40.9944       0.564604        39.9026                 NaN
  1171.99        500.000                 NaN            NaN            NaN            NaN   7.92251        3.34580       0.343023E-003   7.26989                 NaN   40.9943       0.564579        39.9026                 NaN
  1170.52        500.000                 NaN            NaN            NaN            NaN   7.92119        3.34724       0.278721E-003   7.26998                 NaN   40.9942       0.564555        39.9026                 NaN
  1169.05        500.000                 NaN            NaN            NaN            NaN   11.2557                 NaN            NaN   7.24102                 NaN   41.0260       0.575816        39.9014                 NaN
  1167.58        500.000                 NaN            NaN            NaN            NaN   7.91858        3.35022       0.717868E-005   7.27015                 NaN   40.9939       0.564505        39.9026                 NaN
  1166.11        500.000                 NaN            NaN            NaN            NaN   11.2684                 NaN            NaN   7.25029                 NaN   41.0069       0.570867        39.9035                 NaN
  1164.64        500.000                 NaN            NaN            NaN            NaN   11.2670                 NaN            NaN   7.25061                 NaN   41.0079       0.571273        39.9033                 NaN
  1163.17        500.000                 NaN            NaN            NaN            NaN   6.88557        4.36953                 NaN   7.24478                 NaN   41.0246       0.574446        39.9011                 NaN
  1161.70        500.000                 NaN            NaN            NaN            NaN   7.91282        3.35621                 NaN   7.27049                 NaN   40.9935       0.564398        39.9026                 NaN
  1160.23        500.000                 NaN            NaN            NaN            NaN   6.94766        4.31384                 NaN   7.24981                 NaN   41.0142       0.572294        39.9022                 NaN
  1158.76        500.000                 NaN            NaN            NaN            NaN   7.02532        4.24010                 NaN   7.25282                 NaN   41.0079       0.570996        39.9029                 NaN
  1157.29        500.000                 NaN            NaN            NaN            NaN   7.15695        4.11313                 NaN   7.25631                 NaN   41.0004       0.569481        39.9037                 NaN
  1155.82        500.000                 NaN            NaN            NaN            NaN   7.90661        3.36266                 NaN   7.27085                 NaN   40.9929       0.564282        39.9027                 NaN
  1154.35        500.000                 NaN            NaN            NaN            NaN   1.58926        1.92964        7.75969        7.26474                 NaN   40.9863       0.564989        39.9054                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN   1.54365        1.89379        7.84305        7.26666                 NaN   40.9830       0.564198        39.9057                 NaN
  1151.41        500.000                 NaN            NaN            NaN            NaN   1.51143        1.85532        7.91552        7.26852                 NaN   40.9798       0.563434        39.9059                 NaN
  1149.94        500.000                 NaN            NaN            NaN            NaN   1.47520        1.80902        8.00001        7.27047                 NaN   40.9764       0.562624        39.9062                 NaN
  1148.47        500.000                 NaN            NaN            NaN            NaN   1.44424        1.75677        8.08519        7.27243                 NaN   40.9730       0.561806        39.9065                 NaN
  1147.00        500.000                 NaN            NaN            NaN            NaN   1.41938        1.69792        8.17088        7.27440                 NaN   40.9696       0.560981        39.9068                 NaN
  1145.53        500.000                 NaN            NaN            NaN            NaN   9.65793        1.63217       0.899256E-004   7.27637                 NaN   40.9662       0.560148        39.9071                 NaN
  1144.06        500.000                 NaN            NaN            NaN            NaN   9.73314        1.55900       0.768036E-004   7.27835                 NaN   40.9627       0.559310        39.9074                 NaN
  1142.59        500.000                 NaN            NaN            NaN            NaN   9.81632        1.47786       0.655617E-004   7.28032                 NaN   40.9592       0.558466        39.9077                 NaN
  1141.12        500.000                 NaN            NaN            NaN            NaN   9.90805        1.38819       0.560188E-004   7.28229                 NaN   40.9558       0.557619        39.9080                 NaN
  1139.65        500.000                 NaN            NaN            NaN            NaN   10.0090        1.28932       0.479397E-004   7.28425                 NaN   40.9523       0.556770        39.9083                 NaN
  1138.18        500.000                 NaN            NaN            NaN            NaN   7.88465        3.38553                 NaN   7.27201                 NaN   40.9911       0.563870        39.9028                 NaN
  1136.71        500.000                 NaN            NaN            NaN            NaN   10.2413        1.06110       0.353404E-004   7.28813                 NaN   40.9454       0.555071        39.9089                 NaN
  1135.24        500.000                 NaN            NaN            NaN            NaN   10.3743       0.930186       0.305806E-004   7.29004                 NaN   40.9420       0.554225        39.9092                 NaN
  1133.77        500.000                 NaN            NaN            NaN            NaN   7.87812        3.39233                 NaN   7.27233                 NaN   40.9906       0.563749        39.9028                 NaN
  1132.30        500.000                 NaN            NaN            NaN            NaN   10.6784       0.630188       0.233393E-004   7.29377                 NaN   40.9352       0.552552        39.9098                 NaN
  1130.83        500.000                 NaN            NaN            NaN            NaN   7.87349        3.39715                 NaN   7.27255                 NaN   40.9903       0.563664        39.9029                 NaN
  1129.36        500.000                 NaN            NaN            NaN            NaN   9.51842        1.81000                 NaN   7.30801                 NaN   40.9047       0.545647        39.9132                 NaN
  1127.89        500.000                 NaN            NaN            NaN            NaN   11.2459       0.686642E-001            NaN   7.29903                 NaN   40.9256       0.550132        39.9107                 NaN
  1126.42        500.000                 NaN            NaN            NaN            NaN   7.86604        3.40491                 NaN   7.27290                 NaN   40.9897       0.563528        39.9029                 NaN
  1124.95        500.000                 NaN            NaN            NaN            NaN   8.73437        2.59646                 NaN   7.31031                 NaN   40.9010       0.544459        39.9134                 NaN
  1123.48        500.000                 NaN            NaN            NaN            NaN   7.86069        3.41048                 NaN   7.27314                 NaN   40.9893       0.563432        39.9029                 NaN
  1122.01        500.000                 NaN            NaN            NaN            NaN   11.3315                 NaN            NaN   7.31316                 NaN   40.8974       0.544238        39.9137                 NaN
  1120.54        500.000                 NaN            NaN            NaN            NaN   11.3472                 NaN            NaN   7.32409                 NaN   40.8742       0.538161        39.9163                 NaN
  1119.07        500.000                 NaN            NaN            NaN            NaN  0.576031        10.7558                 NaN   7.31505                 NaN   40.8955       0.543916        39.9137                 NaN
  1117.60        500.000                 NaN            NaN            NaN            NaN   11.3506                 NaN            NaN   7.32767                 NaN   40.8684       0.536596        39.9168                 NaN
  1116.13        500.000                 NaN            NaN            NaN            NaN   11.3518                 NaN            NaN   7.32896                 NaN   40.8662       0.536039        39.9170                 NaN
  1114.66        500.000                 NaN            NaN            NaN            NaN   8.25977        3.09529                 NaN   7.33168                 NaN   40.8609       0.534748        39.9176                 NaN
  1113.19        500.000                 NaN            NaN            NaN            NaN   11.3472                 NaN            NaN   7.32727                 NaN   40.8715       0.537749        39.9163                 NaN
  1111.72        500.000                 NaN            NaN            NaN            NaN   6.26055        5.09896                 NaN   7.33573                 NaN   40.8535       0.532899        39.9183                 NaN
  1110.25        500.000                 NaN            NaN            NaN            NaN   11.3661                 NaN            NaN   7.34104                 NaN   40.8432       0.530312        39.9193                 NaN
  1108.78        500.000                 NaN            NaN            NaN            NaN   3.69273        7.66294                 NaN   7.33214                 NaN   40.8596       0.534592        39.9180                 NaN
  1107.31        500.000                 NaN            NaN            NaN            NaN   7.36925        4.00129                 NaN   7.34521                 NaN   40.8358       0.528396        39.9201                 NaN
  1105.84        500.000                 NaN            NaN            NaN            NaN   11.3752                 NaN            NaN   7.34893                 NaN   40.8285       0.526569        39.9208                 NaN
  1104.37        500.000                 NaN            NaN            NaN            NaN   11.3663                 NaN            NaN   7.34387                 NaN   40.8405       0.529998        39.9193                 NaN
  1102.90        500.000                 NaN            NaN            NaN            NaN   8.47080        2.88168                 NaN   7.33282                 NaN   40.8617       0.535433        39.9175                 NaN
  1101.43        500.000                 NaN            NaN            NaN            NaN   11.3674                 NaN            NaN   7.34571                 NaN   40.8379       0.529457        39.9195                 NaN
  1099.96        500.000                 NaN            NaN            NaN            NaN   7.71276        3.56762                 NaN   7.28732                 NaN   40.9692       0.558906        39.9042                 NaN
  1098.49        500.000                 NaN            NaN            NaN            NaN   11.3764                 NaN            NaN   7.35276                 NaN   40.8240       0.525788        39.9210                 NaN
  1097.02        500.000                 NaN            NaN            NaN            NaN   11.3876       0.160763E-005            NaN   7.36030                 NaN   40.8079       0.521383        39.9229                 NaN
  1095.55        500.000                 NaN            NaN            NaN            NaN   5.22211        6.15631                 NaN   7.35487                 NaN   40.8204       0.524904        39.9214                 NaN
  1094.08        500.000                 NaN            NaN            NaN            NaN   11.3806                 NaN            NaN   7.35728                 NaN   40.8165       0.523962        39.9217                 NaN
  1092.61        500.000                 NaN            NaN            NaN            NaN   11.4011                 NaN            NaN   7.37114                 NaN   40.7867       0.515950        39.9251                 NaN
  1091.14        500.000                 NaN            NaN            NaN            NaN   11.3838                 NaN            NaN   7.36009                 NaN   40.8111       0.522703        39.9223                 NaN
  1089.67        500.000                 NaN            NaN            NaN            NaN   1.39021        9.99648                 NaN   7.36237                 NaN   40.8066       0.521555        39.9228                 NaN
  1088.20        500.000                 NaN            NaN            NaN            NaN   2.04741        9.35595       0.242254E-004   7.37379                 NaN   40.7823       0.514929        39.9256                 NaN
  1086.73        500.000                 NaN            NaN            NaN            NaN   7.07603        4.30575                 NaN   7.36051                 NaN   40.8119       0.523178        39.9226                 NaN
  1085.26        500.000                 NaN            NaN            NaN            NaN   11.4164                 NaN            NaN   7.38393                 NaN   40.7624       0.509686        39.9276                 NaN
  1083.79        500.000                 NaN            NaN            NaN            NaN   7.43341        3.95348       0.267728E-003   7.36543                 NaN   40.8030       0.520873        39.9235                 NaN
  1082.32        500.000                 NaN            NaN            NaN            NaN   5.32130        6.09012                 NaN   7.38025                 NaN   40.7694       0.511859        39.9271                 NaN
  1080.85        500.000                 NaN            NaN            NaN            NaN   5.50176        5.91268                 NaN   7.38270                 NaN   40.7646       0.510648        39.9276                 NaN
  1079.38        500.000                 NaN            NaN            NaN            NaN   11.4297                 NaN            NaN   7.39501                 NaN   40.7413       0.504264        39.9298                 NaN
  1077.91        500.000                 NaN            NaN            NaN            NaN   5.83182        5.58854                 NaN   7.38767                 NaN   40.7551       0.508248        39.9286                 NaN
  1076.44        500.000                 NaN            NaN            NaN            NaN   3.58442        7.79181       0.133141E-005   7.36548                 NaN   40.8148       0.522320        39.9211                 NaN
  1074.97        500.000                 NaN            NaN            NaN            NaN   11.4232                 NaN            NaN   7.39198                 NaN   40.7493       0.506792        39.9288                 NaN
  1073.50        500.000                 NaN            NaN            NaN            NaN   11.4267                 NaN            NaN   7.39464                 NaN   40.7438       0.505416        39.9294                 NaN
  1072.03        500.000                 NaN            NaN            NaN            NaN   2.61250        8.83155                 NaN   7.40670                 NaN   40.7185       0.498487        39.9323                 NaN
  1070.56        500.000                 NaN            NaN            NaN            NaN   11.4481                 NaN            NaN   7.41012                 NaN   40.7121       0.496781        39.9329                 NaN
  1069.09        500.000                 NaN            NaN            NaN            NaN   3.39380        7.99342                 NaN   7.37456                 NaN   40.7976       0.517707        39.9229                 NaN
  1067.62        500.000                 NaN            NaN            NaN            NaN   2.48897        8.94894                 NaN   7.40411                 NaN   40.7259       0.500823        39.9312                 NaN
  1066.15        500.000                 NaN            NaN            NaN            NaN   2.96970        8.47175                 NaN   7.40686                 NaN   40.7204       0.499404        39.9319                 NaN
  1064.68        500.000                 NaN            NaN            NaN            NaN   3.43563        8.00950                 NaN   7.40970                 NaN   40.7148       0.497932        39.9325                 NaN
  1063.21        500.000                 NaN            NaN            NaN            NaN   3.21767        8.18094                 NaN   7.38344                 NaN   40.7801       0.513143        39.9247                 NaN
  1061.74        500.000                 NaN            NaN            NaN            NaN   8.37868        3.07303                 NaN   7.41528                 NaN   40.7042       0.495118        39.9337                 NaN
  1060.27        500.000                 NaN            NaN            NaN            NaN   2.86438        8.54848                 NaN   7.39392                 NaN   40.7583       0.507713        39.9273                 NaN
  1058.80        500.000                 NaN            NaN            NaN            NaN   3.23897        8.21363                 NaN   7.41727                 NaN   40.7021       0.494019        39.9340                 NaN
  1057.33        500.000                 NaN            NaN            NaN   1.21732        6.57619        2.95299                 NaN   7.18832                 NaN   41.2013       0.628139        40.2358                 NaN
  1055.86        500.000                 NaN            NaN            NaN            NaN   6.43943        5.03385                 NaN   7.43140                 NaN   40.6716       0.486454        39.9373                 NaN
  1054.39        500.000                 NaN            NaN            NaN            NaN   7.52188        3.95263                 NaN   7.43239                 NaN   40.6693       0.486217        39.9376                 NaN
  1052.92        500.000                 NaN            NaN            NaN            NaN   2.41729        9.05751                 NaN   7.43384                 NaN   40.6683       0.485433        39.9376                 NaN
  1051.45        500.000                 NaN            NaN            NaN            NaN   11.4957                 NaN            NaN   7.44829                 NaN   40.6379       0.477445        39.9407                 NaN
  1049.98        500.000                 NaN            NaN            NaN            NaN   11.4992                 NaN            NaN   7.45111                 NaN   40.6323       0.476004        39.9413                 NaN
  1048.51        500.000                 NaN            NaN            NaN            NaN   9.85794        1.63237                 NaN   7.44538                 NaN   40.6453       0.479125        39.9399                 NaN
  1047.04        500.000                 NaN            NaN            NaN            NaN  0.909743       0.211169E-002   10.5775        7.44592                 NaN   40.6461       0.478963        39.9397                 NaN
  1045.57        500.000                 NaN            NaN            NaN            NaN  0.444491        10.2730       0.783954        7.45482                 NaN   40.6276       0.474432        39.9417                 NaN
  1044.10        500.000                 NaN            NaN            NaN            NaN   11.5129                 NaN            NaN   7.46199                 NaN   40.6110       0.470465        39.9436                 NaN
  1042.63        500.000                 NaN            NaN            NaN            NaN   2.51280        9.00133                 NaN   7.46308                 NaN   40.6089       0.470003        39.9439                 NaN
  1041.16        500.000                 NaN            NaN            NaN            NaN   3.67346        7.83950                 NaN   7.46237                 NaN   40.6102       0.470544        39.9440                 NaN
  1039.69        500.000                 NaN            NaN            NaN            NaN   3.65365        7.86107                 NaN   7.46385                 NaN   40.6072       0.469863        39.9443                 NaN
  1038.22        500.000                 NaN            NaN            NaN   1.95493        6.06050        2.40573                 NaN   7.11220                 NaN   41.3567       0.673304        40.4366                 NaN
  1036.75        500.000                 NaN            NaN            NaN            NaN   3.64102        7.87785                 NaN   7.46733                 NaN   40.6004       0.468223        39.9452                 NaN
  1035.28        500.000                 NaN            NaN            NaN            NaN   3.87068        7.65213                 NaN   7.47027                 NaN   40.5943       0.466704        39.9459                 NaN
  1033.81        500.000                 NaN            NaN            NaN   1.48319        9.09349       0.179448                 NaN   7.23895                 NaN   41.0734       0.601133        40.3304                 NaN
  1032.34        500.000                 NaN            NaN            NaN   1.95493        6.06050        2.40573                 NaN   7.11220                 NaN   41.3567       0.673304        40.4366                 NaN
  1030.87        500.000                 NaN            NaN            NaN   1.58697        9.11953                 NaN            NaN   7.22559                 NaN   41.1006       0.609136        40.3581                 NaN
  1029.40        500.000                 NaN            NaN            NaN   1.65962        8.97027       0.389541E-001            NaN   7.21434                 NaN   41.1239       0.615801        40.3771                 NaN
  1027.93        500.000                 NaN            NaN            NaN   1.71059        8.93320                 NaN            NaN   7.20733                 NaN   41.1382       0.619996        40.3907                 NaN
  1026.46        500.000                 NaN            NaN            NaN   1.72199        8.91874                 NaN            NaN   7.20744                 NaN   41.1376       0.620044        40.3942                 NaN
  1024.99        500.000                 NaN            NaN            NaN   1.77692        8.83590                 NaN            NaN   7.19932                 NaN   41.1543       0.624886        40.4087                 NaN
