|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1226.82        2500.00        76.3961        1.07379        1.72386                 NaN            NaN            NaN   2.23777       0.587772        10.3770                 NaN   7.60368     
  1225.61        2500.00        99.9999       0.871992E-005            NaN            NaN            NaN  0.113516E-005  0.982332E-005  0.360885E-005  0.536122E-004            NaN  0.388608E-004
  1224.40        2500.00        99.9996       0.141803E-004  0.209631E-004            NaN            NaN            NaN  0.334402E-004  0.952610E-005  0.180726E-003            NaN  0.129604E-003
  1223.18        2500.00        47.1730        2.59721        2.59819                 NaN            NaN            NaN   4.58042        1.21698        24.4656                 NaN   17.3687     
  1221.97        2500.00                 NaN   5.05221        4.41785                 NaN            NaN            NaN   8.44788        2.23198        46.6700                 NaN   33.1801     
  1220.76        2500.00                 NaN   5.03190        4.45353                 NaN            NaN            NaN   8.45256        2.22337        46.6708                 NaN   33.1678     
  1219.55        2500.00                 NaN   5.15031        4.33661                 NaN            NaN            NaN   8.45446        2.22457        46.6598                 NaN   33.1743     
  1218.33        2500.00                 NaN   5.15994        4.35779                 NaN            NaN            NaN   8.46047        2.21078        46.6519                 NaN   33.1591     
  1217.12        2500.00                 NaN   4.95719        4.53741                 NaN            NaN            NaN   8.47104        2.21656        46.6511                 NaN   33.1667     
  1215.91        2500.00                 NaN   4.97166        4.51995                 NaN            NaN            NaN   8.47756        2.21451        46.6514                 NaN   33.1649     
  1214.69        2500.00                 NaN   5.24109        4.31888                 NaN            NaN            NaN   8.47415        2.18871        46.6412                 NaN   33.1360     
  1213.48        2500.00                 NaN   5.21671        4.34744                 NaN            NaN            NaN   8.47429        2.18703        46.6394                 NaN   33.1351     
  1212.27        2500.00                 NaN   5.26623        4.30596                 NaN            NaN            NaN   8.47752        2.18335        46.6348                 NaN   33.1322     
  1211.05        2500.00                 NaN   9.09165        2.20583                 NaN            NaN            NaN   8.62151        1.10428        46.4548       0.316692        32.2052     
  1209.84        2500.00                 NaN   9.11644        2.18854                 NaN            NaN            NaN   8.62298        1.10005        46.4526       0.317418        32.2020     
  1208.63        2500.00                 NaN   13.0485       0.553086E-001            NaN            NaN            NaN   8.80436                 NaN   46.2140       0.628855        31.2490     
  1207.42        2500.00                 NaN   12.9966       0.898951E-001            NaN            NaN            NaN   8.78649                 NaN   46.2430       0.633057        31.2509     
  1206.20        2500.00                 NaN   12.9042       0.179781                 NaN            NaN            NaN   8.78452                 NaN   46.2457       0.633690        31.2521     
  1204.99        2500.00                 NaN   12.8842       0.199540                 NaN            NaN            NaN   8.78589                 NaN   46.2440       0.633632        31.2528     
  1203.78        2500.00                 NaN   12.8646       0.218797                 NaN            NaN            NaN   8.78726                 NaN   46.2423       0.633573        31.2535     
  1202.56        2500.00                 NaN   12.8456       0.237449                 NaN            NaN            NaN   8.78864                 NaN   46.2406       0.633514        31.2542     
  1201.35        2500.00                 NaN   12.8271       0.255656                 NaN            NaN            NaN   8.79003                 NaN   46.2388       0.633454        31.2549     
  1200.14        2500.00                 NaN   12.8090       0.273410                 NaN            NaN            NaN   8.79143                 NaN   46.2371       0.633393        31.2557     
  1198.93        2500.00                 NaN   12.7914       0.290744                 NaN            NaN            NaN   8.79283                 NaN   46.2354       0.633332        31.2564     
  1197.71        2500.00                 NaN   12.5790       0.521412                 NaN            NaN            NaN   8.83859                 NaN   46.1791       0.627672        31.2542     
  1196.50        2500.00                 NaN   12.5255       0.574466                 NaN            NaN            NaN   8.84251                 NaN   46.1752       0.627514        31.2548     
  1195.29        2500.00                 NaN   12.4776       0.621823                 NaN            NaN            NaN   8.84622                 NaN   46.1714       0.627396        31.2555     
  1194.07        2500.00                 NaN   12.4310       0.667922                 NaN            NaN            NaN   8.84992                 NaN   46.1677       0.627278        31.2562     
  1192.86        2500.00                 NaN   12.3856       0.712730                 NaN            NaN            NaN   8.85361                 NaN   46.1640       0.627161        31.2569     
  1191.65        2500.00                 NaN   12.3415       0.756357                 NaN            NaN            NaN   8.85729                 NaN   46.1603       0.627042        31.2576     
  1190.43        2500.00                 NaN   12.3229       0.774676                 NaN            NaN            NaN   8.86222                 NaN   46.1554       0.626680        31.2581     
  1189.22        2500.00                 NaN   12.2907       0.807168                 NaN            NaN            NaN   8.86561                 NaN   46.1511       0.626509        31.2588     
  1188.01        2500.00                 NaN   12.2620       0.835626                 NaN            NaN            NaN   8.86965                 NaN   46.1469       0.626289        31.2595     
  1186.80        2500.00                 NaN   12.2215       0.875754                 NaN            NaN            NaN   8.87331                 NaN   46.1430       0.626151        31.2602     
  1185.58        2500.00                 NaN  0.976656        12.1116                 NaN            NaN            NaN   8.87516                 NaN   46.1490       0.627273        31.2603     
  1184.37        2500.00                 NaN   12.1564       0.940348                 NaN            NaN            NaN   8.88101                 NaN   46.1349       0.625781        31.2616     
  1183.16        2500.00                 NaN   12.1355       0.963547                 NaN            NaN            NaN   8.88325                 NaN   46.1271       0.625183        31.2654     
  1181.94        2500.00                 NaN   12.0879        1.00790                 NaN            NaN            NaN   8.88856                 NaN   46.1272       0.625497        31.2630     
  1180.73        2500.00                 NaN   11.9585        1.14007                 NaN            NaN            NaN   8.89003                 NaN   46.1202       0.624451        31.2668     
  1179.52        2500.00                 NaN   12.0125        1.08200                 NaN            NaN            NaN   8.89571                 NaN   46.1200       0.625304        31.2645     
  1178.30        2500.00                 NaN   11.9044        1.19573                 NaN            NaN            NaN   8.89872                 NaN   46.1092       0.623616        31.2684     
  1177.09        2500.00                 NaN   11.9109        1.18123                 NaN            NaN            NaN   8.90172                 NaN   46.1147       0.625396        31.2660     
  1175.88        2500.00                 NaN   12.0541        1.06591                 NaN            NaN            NaN   8.89180                 NaN   46.0995       0.616236        31.2724     
  1174.67        2500.00                 NaN   11.8374        1.25389                 NaN            NaN            NaN   8.90839                 NaN   46.1075       0.625221        31.2676     
  1173.45        2500.00                 NaN   11.8736        1.22446                 NaN            NaN            NaN   8.91729                 NaN   46.0914       0.624155        31.2691     
  1172.24        2500.00                 NaN   11.7657        1.32467                 NaN            NaN            NaN   8.91497                 NaN   46.1003       0.625063        31.2693     
  1171.03        2500.00                 NaN   11.8345        1.25859                 NaN            NaN            NaN   8.90634                 NaN   46.1070       0.624051        31.2696     
  1169.81        2500.00                 NaN   1.37782        11.7133                 NaN            NaN            NaN   8.92277                 NaN   46.0906       0.624560        31.2710     
  1168.60        2500.00                 NaN   11.7681        1.32272                 NaN            NaN            NaN   8.91153                 NaN   46.1032       0.622913        31.2716     
  1167.39        2500.00                 NaN   11.6597        1.43101                 NaN            NaN            NaN   8.92991                 NaN   46.0826       0.624254        31.2725     
  1166.18        2500.00                 NaN   11.6479        1.45043                 NaN            NaN            NaN   8.93175                 NaN   46.0717       0.622137        31.2761     
  1164.96        2500.00                 NaN   1.47936        11.6106                 NaN            NaN            NaN   8.93745                 NaN   46.0748       0.623989        31.2739     
  1163.75        2500.00                 NaN   11.4969        1.59454                 NaN            NaN            NaN   8.92389                 NaN   46.0817       0.624466        31.2785     
  1162.54        2500.00                 NaN   11.5859        1.50471                 NaN            NaN            NaN   8.94470                 NaN   46.0658       0.623537        31.2754     
  1161.32        2500.00                 NaN   1.56308        11.5214                 NaN            NaN            NaN   8.94229                 NaN   46.0728       0.624946        31.2755     
  1160.11        2500.00                 NaN   11.5106        1.57456                 NaN            NaN            NaN   8.94385                 NaN   46.0692       0.624534        31.2773     
  1158.90        2500.00                 NaN   11.4877        1.60370                 NaN            NaN            NaN   8.95478                 NaN   46.0528       0.622765        31.2782     
  1157.68        2500.00                 NaN   11.4653        1.62328                 NaN            NaN            NaN   8.95748                 NaN   46.0519       0.623266        31.2788     
  1156.47        2500.00                 NaN   1.55792        11.5243                 NaN            NaN            NaN   8.96703                 NaN   46.0459       0.624867        31.2799     
  1155.26        2500.00                 NaN   11.4561        1.63412                 NaN            NaN            NaN   8.96629                 NaN   46.0409       0.622513        31.2801     
  1154.05        2500.00                 NaN   1.67777        11.4155                 NaN            NaN            NaN   8.96392                 NaN   46.0377       0.621924        31.2831     
  1152.83        2500.00                 NaN   11.4266        1.66406                 NaN            NaN            NaN   8.97401                 NaN   46.0316       0.622022        31.2816     
  1151.62        2500.00                 NaN   11.3814        1.70863                 NaN            NaN            NaN   8.97719                 NaN   46.0282       0.621970        31.2827     
  1150.41        2500.00                 NaN   1.72268        11.3675                 NaN            NaN            NaN   8.98103                 NaN   46.0236       0.621732        31.2835     
  1149.19        2500.00                 NaN   11.3556        1.73403                 NaN            NaN            NaN   8.98387                 NaN   46.0203       0.621752        31.2845     
  1147.98        2500.00                 NaN   11.3412        1.74932                 NaN            NaN            NaN   8.98879                 NaN   46.0144       0.621214        31.2850     
  1146.77        2500.00                 NaN   11.3296        1.76191                 NaN            NaN            NaN   8.99290                 NaN   46.0087       0.620858        31.2861     
  1145.55        2500.00                 NaN   11.3149        1.77593                 NaN            NaN            NaN   8.99639                 NaN   46.0055       0.620753        31.2865     
  1144.34        2500.00                 NaN   11.3159        1.77560                 NaN            NaN            NaN   9.00073                 NaN   46.0002       0.620412        31.2872     
  1143.13        2500.00                 NaN   1.80197        11.2894                 NaN            NaN            NaN   9.00406                 NaN   45.9961       0.620253        31.2882     
  1141.92        2500.00                 NaN   1.81355        11.2780                 NaN            NaN            NaN   9.00782                 NaN   45.9916       0.620004        31.2890     
  1140.70        2500.00                 NaN   1.82381        11.2680                 NaN            NaN            NaN   9.01181                 NaN   45.9868       0.619742        31.2898     
  1139.49        2500.00                 NaN   11.2609        1.83131                 NaN            NaN            NaN   9.01612                 NaN   45.9815       0.619479        31.2906     
  1138.28        2500.00                 NaN   1.84163        11.2509                 NaN            NaN            NaN   9.01979                 NaN   45.9771       0.619164        31.2914     
  1137.06        2500.00                 NaN   1.84857        11.2446                 NaN            NaN            NaN   9.02399                 NaN   45.9719       0.618834        31.2922     
  1135.85        2500.00                 NaN   1.85549        11.2383                 NaN            NaN            NaN   9.02817                 NaN   45.9665       0.618501        31.2930     
  1134.64        2500.00                 NaN   11.1276        1.94575                 NaN            NaN            NaN   9.02675                 NaN   45.9869       0.623113        31.2899     
  1133.43        2500.00                 NaN   1.94981        11.1240                 NaN            NaN            NaN   9.03080                 NaN   45.9818       0.622778        31.2907     
  1132.21        2500.00                 NaN   11.2343        1.86366                 NaN            NaN            NaN   9.04065                 NaN   45.9492       0.617256        31.2950     
  1131.00        2500.00                 NaN   11.2105        1.88707                 NaN            NaN            NaN   9.04377                 NaN   45.9456       0.617248        31.2958     
  1129.79        2500.00                 NaN   11.2088        1.88974                 NaN            NaN            NaN   9.04810                 NaN   45.9399       0.616744        31.2968     
  1128.57        2500.00                 NaN   11.1991        1.89988                 NaN            NaN            NaN   9.05215                 NaN   45.9348       0.616386        31.2977     
  1127.36        2500.00                 NaN   11.1847        1.91447                 NaN            NaN            NaN   9.05555                 NaN   45.9305       0.616219        31.2986     
  1126.15        2500.00                 NaN   11.1616        1.93734                 NaN            NaN            NaN   9.05852                 NaN   45.9269       0.616223        31.2994     
  1124.93        2500.00                 NaN   11.1547        1.94472                 NaN            NaN            NaN   9.06232                 NaN   45.9221       0.615886        31.3003     
  1123.72        2500.00                 NaN   1.95390        11.1463                 NaN            NaN            NaN   9.06654                 NaN   45.9164       0.615493        31.3013     
  1122.51        2500.00                 NaN   1.96405        11.1366                 NaN            NaN            NaN   9.07036                 NaN   45.9116       0.615210        31.3022     
  1121.30        2500.00                 NaN   11.1171        1.98353                 NaN            NaN            NaN   9.07356                 NaN   45.9076       0.615130        31.3031     
  1120.08        2500.00                 NaN   11.1045        1.99650                 NaN            NaN            NaN   9.07716                 NaN   45.9029       0.614878        31.3040     
  1118.87        2500.00                 NaN   11.0952        2.00626                 NaN            NaN            NaN   9.08095                 NaN   45.8980       0.614589        31.3050     
  1117.66        2500.00                 NaN   11.0860        2.01593                 NaN            NaN            NaN   9.08476                 NaN   45.8931       0.614289        31.3059     
  1116.44        2500.00                 NaN   2.02678        11.0756                 NaN            NaN            NaN   9.08852                 NaN   45.8882       0.614011        31.3069     
  1115.23        2500.00                 NaN   2.03621        11.0667                 NaN            NaN            NaN   9.09224                 NaN   45.8834       0.613726        31.3077     
  1114.02        2500.00                 NaN   2.05001        11.0533                 NaN            NaN            NaN   9.09587                 NaN   45.8786       0.613505        31.3087     
  1112.81        2500.00                 NaN   2.06131        11.0424                 NaN            NaN            NaN   9.09949                 NaN   45.8739       0.613254        31.3097     
  1111.59        2500.00                 NaN   2.07237        11.0318                 NaN            NaN            NaN   9.10311                 NaN   45.8691       0.613000        31.3106     
  1110.38        2500.00                 NaN   11.0196        2.08492                 NaN            NaN            NaN   9.10659                 NaN   45.8646       0.612788        31.3116     
  1109.17        2500.00                 NaN   11.0113        2.09364                 NaN            NaN            NaN   9.11024                 NaN   45.8598       0.612500        31.3125     
  1107.95        2500.00                 NaN   2.10381        11.0016                 NaN            NaN            NaN   9.11400                 NaN   45.8549       0.612227        31.3135     
  1106.74        2500.00                 NaN   2.12728        10.9779                 NaN            NaN            NaN   9.12758                 NaN   45.8394       0.611735        31.3162     
  1105.53        2500.00                 NaN   2.13955        10.9676                 NaN            NaN            NaN   9.13197                 NaN   45.8326       0.611020        31.3173     
  1104.31        2500.00                 NaN   10.9743        2.13290                 NaN            NaN            NaN   9.12529                 NaN   45.8396       0.611355        31.3165     
  1103.10        2500.00                 NaN   2.19025        10.9166                 NaN            NaN            NaN   9.14299                 NaN   45.8208       0.610342        31.3190     
  1101.89        2500.00                 NaN   2.20228        10.9044                 NaN            NaN            NaN   9.14566                 NaN   45.8176       0.610163        31.3198     
  1100.68        2500.00                 NaN   10.8727        2.23382                 NaN            NaN            NaN   9.14923                 NaN   45.8144       0.609976        31.3198     
  1099.46        2500.00                 NaN   10.8709        2.23573                 NaN            NaN            NaN   9.15096                 NaN   45.8117       0.609848        31.3209     
  1098.25        2500.00                 NaN   10.8701        2.23671                 NaN            NaN            NaN   9.15249                 NaN   45.8091       0.609730        31.3219     
  1097.04        2500.00                 NaN   10.8706        2.23641                 NaN            NaN            NaN   9.15386                 NaN   45.8067       0.609639        31.3228     
  1095.82        2500.00                 NaN   10.8706        2.23659                 NaN            NaN            NaN   9.15518                 NaN   45.8043       0.609514        31.3239     
  1094.61        2500.00                 NaN   10.8621        2.24393                 NaN            NaN            NaN   9.15664                 NaN   45.8029       0.609521        31.3249     
  1093.40        2500.00                 NaN   10.8718        2.23571                 NaN            NaN            NaN   9.15760                 NaN   45.7997       0.609313        31.3259     
  1092.18        2500.00                 NaN   10.8728        2.23491                 NaN            NaN            NaN   9.15877                 NaN   45.7974       0.609212        31.3269     
  1090.97        2500.00                 NaN   10.8778        2.23502                 NaN            NaN            NaN   9.16449                 NaN   45.7869       0.608371        31.3274     
  1089.76        2500.00                 NaN   10.8753        2.23289                 NaN            NaN            NaN   9.16118                 NaN   45.7928       0.608998        31.3289     
  1088.55        2500.00                 NaN   10.8759        2.23263                 NaN            NaN            NaN   9.16250                 NaN   45.7902       0.608875        31.3299     
  1087.33        2500.00                 NaN   10.8814        2.22519                 NaN            NaN            NaN   9.16005                 NaN   45.7933       0.609191        31.3309     
  1086.12        2500.00                 NaN   10.8846        2.22209                 NaN            NaN            NaN   9.16060                 NaN   45.7917       0.609138        31.3319     
  1084.91        2500.00                 NaN   10.8878        2.21900                 NaN            NaN            NaN   9.16114                 NaN   45.7901       0.609086        31.3329     
  1083.69        2500.00                 NaN   10.8909        2.21593                 NaN            NaN            NaN   9.16167                 NaN   45.7886       0.609033        31.3339     
  1082.48        2500.00                 NaN   10.8941        2.21286                 NaN            NaN            NaN   9.16220                 NaN   45.7870       0.608981        31.3349     
  1081.27        2500.00                 NaN   10.8973        2.20980                 NaN            NaN            NaN   9.16272                 NaN   45.7854       0.608930        31.3359     
  1080.06        2500.00                 NaN   10.9004        2.20676                 NaN            NaN            NaN   9.16324                 NaN   45.7838       0.608879        31.3369     
  1078.84        2500.00                 NaN   10.9035        2.20372                 NaN            NaN            NaN   9.16376                 NaN   45.7823       0.608828        31.3379     
  1077.63        2500.00                 NaN   10.9067        2.20070                 NaN            NaN            NaN   9.16427                 NaN   45.7807       0.608778        31.3389     
  1076.42        2500.00                 NaN   10.9098        2.19770                 NaN            NaN            NaN   9.16478                 NaN   45.7791       0.608728        31.3399     
  1075.20        2500.00                 NaN   10.9129        2.19472                 NaN            NaN            NaN   9.16528                 NaN   45.7775       0.608678        31.3409     
  1073.99        2500.00                 NaN   10.9159        2.19178                 NaN            NaN            NaN   9.16580                 NaN   45.7760       0.608626        31.3419     
  1072.78        2500.00                 NaN   2.35371        10.7717                 NaN            NaN            NaN   9.22052                 NaN   45.7069       0.603573        31.3436     
  1071.56        2500.00                 NaN   10.7804        2.34436                 NaN            NaN            NaN   9.21942                 NaN   45.7075       0.603696        31.3446     
  1070.35        2500.00                 NaN   10.7600        2.36717                 NaN            NaN            NaN   9.22810                 NaN   45.6960       0.602919        31.3458     
  1069.14        2500.00                 NaN   10.9057        2.19869                 NaN            NaN            NaN   9.16322                 NaN   45.7796       0.608838        31.3440     
  1067.93        2500.00                 NaN   10.9190        2.18818                 NaN            NaN            NaN   9.16643                 NaN   45.7715       0.608551        31.3464     
  1066.71        2500.00                 NaN   10.9255        2.18189                 NaN            NaN            NaN   9.16706                 NaN   45.7696       0.608485        31.3475     
  1065.50        2500.00                 NaN   2.38883        10.7428                 NaN            NaN            NaN   9.24340                 NaN   45.6733       0.601363        31.3504     
  1064.29        2500.00                 NaN   10.7308        2.40099                 NaN            NaN            NaN   9.24682                 NaN   45.6686       0.601240        31.3515     
  1063.07        2500.00                 NaN   2.40456        10.7285                 NaN            NaN            NaN   9.25048                 NaN   45.6630       0.600777        31.3527     
  1061.86        2500.00                 NaN   10.7114        2.42134                 NaN            NaN            NaN   9.25328                 NaN   45.6593       0.600792        31.3538     
  1060.65        2500.00                 NaN   10.7025        2.43103                 NaN            NaN            NaN   9.25674                 NaN   45.6541       0.600525        31.3550     
  1059.43        2500.00                 NaN   10.6961        2.43725                 NaN            NaN            NaN   9.26067                 NaN   45.6498       0.600440        31.3557     
  1058.22        2500.00                 NaN   10.7087        2.42880                 NaN            NaN            NaN   9.26555                 NaN   45.6404       0.599304        31.3573     
  1057.01        2500.00                 NaN   10.7035        2.43494                 NaN            NaN            NaN   9.26912                 NaN   45.6351       0.598955        31.3584     
  1055.80        2500.00                 NaN   10.7152        2.42967                 NaN            NaN            NaN   9.28711                 NaN   45.6115       0.596052        31.3605     
  1054.58        2500.00                 NaN   10.6928        2.44789                 NaN            NaN            NaN   9.27665                 NaN   45.6236       0.598244        31.3609     
  1053.37        2500.00                 NaN   10.6903        2.45049                 NaN            NaN            NaN   9.28167                 NaN   45.6181       0.597951        31.3615     
  1052.16        2500.00                 NaN   10.6436        2.49570                 NaN            NaN            NaN   9.28040                 NaN   45.6180       0.598650        31.3636     
  1050.94        2500.00                 NaN   10.6738        2.46956                 NaN            NaN            NaN   9.28637                 NaN   45.6100       0.596487        31.3639     
  1049.73        2500.00                 NaN   2.48398        10.6608                 NaN            NaN            NaN   9.29085                 NaN   45.6016       0.597010        31.3658     
  1048.52        2500.00                 NaN   10.6556        2.49037                 NaN            NaN            NaN   9.29456                 NaN   45.5959       0.596640        31.3670     
  1047.31        2500.00                 NaN   2.49657        10.6506                 NaN            NaN            NaN   9.29829                 NaN   45.5901       0.596263        31.3682     
  1046.09        2500.00                 NaN   2.49633        10.6547                 NaN            NaN            NaN   9.30756                 NaN   45.5734       0.595688        31.3724     
  1044.88        2500.00                 NaN   2.50478        10.6469                 NaN            NaN            NaN   9.31068                 NaN   45.5690       0.595360        31.3732     
  1043.67        2500.00                 NaN   10.6487        2.50167                 NaN            NaN            NaN   9.31013                 NaN   45.5732       0.595035        31.3712     
  1042.45        2500.00                 NaN   10.6495        2.50326                 NaN            NaN            NaN   9.31421                 NaN   45.5657       0.594399        31.3729     
  1041.24        2500.00                 NaN   10.4652        2.62625                 NaN            NaN            NaN   9.21251                 NaN   45.7093       0.612657        31.3740     
  1040.03        2500.00                 NaN   10.6181        2.53560                 NaN            NaN            NaN   9.31955                 NaN   45.5568       0.594275        31.3757     
  1038.81        2500.00                 NaN   10.6260        2.52905                 NaN            NaN            NaN   9.32346                 NaN   45.5511       0.593771        31.3766     
  1037.60        2500.00                 NaN   2.52466        10.6332                 NaN            NaN            NaN   9.32914                 NaN   45.5423       0.592819        31.3778     
  1036.39        2500.00                 NaN   10.6062        2.55127                 NaN            NaN            NaN   9.33091                 NaN   45.5391       0.593065        31.3794     
  1035.18        2500.00                 NaN   2.55717        10.6016                 NaN            NaN            NaN   9.33458                 NaN   45.5333       0.592692        31.3807     
  1033.96        2500.00                 NaN   2.55215        10.6081                 NaN            NaN            NaN   9.33921                 NaN   45.5267       0.592099        31.3817     
  1032.75        2500.00                 NaN   2.55772        10.6039                 NaN            NaN            NaN   9.34291                 NaN   45.5209       0.591716        31.3829     
  1031.54        2500.00                 NaN   2.56324        10.5996                 NaN            NaN            NaN   9.34660                 NaN   45.5150       0.591332        31.3842     
  1030.32        2500.00                 NaN   2.56866        10.5955                 NaN            NaN            NaN   9.35031                 NaN   45.5091       0.590944        31.3855     
  1029.11        2500.00                 NaN   2.57416        10.5913                 NaN            NaN            NaN   9.35400                 NaN   45.5032       0.590557        31.3868     
  1027.90        2500.00                 NaN   2.57961        10.5872                 NaN            NaN            NaN   9.35770                 NaN   45.4973       0.590169        31.3881     
  1026.69        2500.00                 NaN   2.58506        10.5831                 NaN            NaN            NaN   9.36139                 NaN   45.4913       0.589779        31.3894     
  1025.47        2500.00                 NaN   10.5790        2.59048                 NaN            NaN            NaN   9.36508                 NaN   45.4854       0.589388        31.3907     
  1024.26        2500.00                 NaN   10.5751        2.59577                 NaN            NaN            NaN   9.36879                 NaN   45.4794       0.588993        31.3920     
  1023.05        2500.00                 NaN   2.60103        10.5712                 NaN            NaN            NaN   9.37249                 NaN   45.4734       0.588597        31.3933     
  1021.83        2500.00                 NaN   2.60634        10.5673                 NaN            NaN            NaN   9.37618                 NaN   45.4674       0.588201        31.3946     
  1020.62        2500.00                 NaN   2.61160        10.5634                 NaN            NaN            NaN   9.37988                 NaN   45.4614       0.587803        31.3959     
  1019.41        2500.00                 NaN   10.5295        2.64369                 NaN            NaN            NaN   9.37952                 NaN   45.4621       0.588326        31.3968     
  1018.19        2500.00                 NaN   10.5252        2.64938                 NaN            NaN            NaN   9.38314                 NaN   45.4562       0.587943        31.3981     
  1016.98        2500.00                 NaN   10.5210        2.65502                 NaN            NaN            NaN   9.38675                 NaN   45.4502       0.587558        31.3995     
  1015.77        2500.00                 NaN   10.5168        2.66060                 NaN            NaN            NaN   9.39039                 NaN   45.4442       0.587169        31.4008     
  1014.56        2500.00                 NaN   10.5119        2.66685                 NaN            NaN            NaN   9.39389                 NaN   45.4384       0.586819        31.4022     
  1013.34        2500.00                 NaN   10.5066        2.67338                 NaN            NaN            NaN   9.39736                 NaN   45.4326       0.586486        31.4035     
  1012.13        2500.00                 NaN   10.5014        2.67988                 NaN            NaN            NaN   9.40083                 NaN   45.4269       0.586152        31.4049     
  1010.92        2500.00                 NaN   2.68631        10.4962                 NaN            NaN            NaN   9.40430                 NaN   45.4211       0.585817        31.4063     
  1009.70        2500.00                 NaN   2.69272        10.4911                 NaN            NaN            NaN   9.40776                 NaN   45.4152       0.585477        31.4077     
  1008.49        2500.00                 NaN   10.4861        2.69896                 NaN            NaN            NaN   9.41127                 NaN   45.4094       0.585137        31.4091     
  1007.28        2500.00                 NaN   10.4812        2.70521                 NaN            NaN            NaN   9.41475                 NaN   45.4035       0.584797        31.4105     
  1006.06        2500.00                 NaN   10.4755        2.71070                 NaN            NaN            NaN   9.41838                 NaN   45.3979       0.584837        31.4126     
  1004.85        2500.00                 NaN   10.4716        2.71750                 NaN            NaN            NaN   9.42172                 NaN   45.3918       0.584106        31.4134     
  1003.64        2500.00                 NaN   10.4662        2.72277                 NaN            NaN            NaN   9.42540                 NaN   45.3860       0.584130        31.4155     
  1002.43        2500.00                 NaN   10.4615        2.72874                 NaN            NaN            NaN   9.42889                 NaN   45.3802       0.583798        31.4169     
  1001.21        2500.00                 NaN   10.4569        2.73485                 NaN            NaN            NaN   9.43246                 NaN   45.3741       0.583422        31.4183     
  1000.00        2500.00                 NaN   2.67645        10.5290                 NaN            NaN            NaN   9.44673                 NaN   45.3488       0.579485        31.4195     
