|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1496.24        500.000        98.8910                 NaN            NaN            NaN            NaN  0.780325E-001   1.03099                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8960                 NaN            NaN            NaN            NaN  0.686309E-001   1.03535                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.8974                 NaN            NaN            NaN            NaN  0.602078E-001   1.04238                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9064                 NaN            NaN            NaN            NaN  0.569086E-001   1.03672                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9086                 NaN            NaN            NaN            NaN  0.450650E-001   1.04630                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9125                 NaN            NaN            NaN            NaN  0.334705E-001   1.05402                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9099                 NaN            NaN            NaN            NaN  0.266092E-001   1.06351                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9112                 NaN            NaN            NaN            NaN  0.167681E-001   1.07199                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9087                 NaN            NaN            NaN            NaN  0.573500E-002   1.08552                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8936                 NaN            NaN            NaN  0.816630E-002            NaN   1.09821                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8833                 NaN            NaN            NaN  0.105226E-001            NaN   1.10620                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8815                 NaN            NaN            NaN  0.103345E-001            NaN   1.10818                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8674                 NaN            NaN            NaN  0.101528E-001            NaN   1.12249                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.8532                 NaN            NaN            NaN  0.989539E-002            NaN   1.13693                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.8318                 NaN            NaN            NaN  0.965389E-002            NaN   1.15852                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.4100                 NaN            NaN            NaN  0.637470E-002            NaN  0.726486       0.857171                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.2905                 NaN            NaN            NaN  0.500094E-002            NaN   1.14133       0.563201                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.3180                 NaN            NaN            NaN  0.469741E-002            NaN  0.554412        1.12292                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3494                 NaN            NaN            NaN  0.442008E-002            NaN  0.544480        1.10167                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.3750                 NaN            NaN            NaN  0.416086E-002            NaN   1.08430       0.536563                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.3997                 NaN            NaN            NaN  0.389618E-002            NaN  0.528146        1.06829                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4254                 NaN            NaN            NaN  0.365420E-002            NaN  0.520242        1.05071                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4492                 NaN            NaN            NaN  0.340808E-002            NaN   1.03491       0.512446                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4731                 NaN            NaN            NaN  0.318461E-002            NaN   1.01903       0.504673                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4962                 NaN            NaN            NaN  0.294835E-002            NaN   1.00407       0.496802                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5184                 NaN            NaN            NaN  0.272614E-002            NaN  0.489804       0.989036                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5393                 NaN            NaN            NaN  0.252871E-002            NaN  0.975270       0.482896                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5609                 NaN            NaN            NaN  0.231412E-002            NaN  0.475800       0.960941                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.5818                 NaN            NaN            NaN  0.211532E-002            NaN  0.469034       0.947027                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6009                 NaN            NaN            NaN  0.191793E-002            NaN  0.934580       0.462613                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.6203                 NaN            NaN            NaN  0.173690E-002            NaN  0.921513       0.456416                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.6381                 NaN            NaN            NaN  0.155616E-002            NaN  0.450035       0.910317                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.6584                 NaN            NaN            NaN  0.138773E-002            NaN  0.445328       0.894882                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.6752                 NaN            NaN            NaN  0.121781E-002            NaN  0.438040       0.885533                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.6914                 NaN            NaN            NaN  0.105516E-002            NaN  0.875389       0.432185                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        97.3980                 NaN            NaN            NaN            NaN            NaN   1.01495       0.994935                 NaN  0.592098                 NaN            NaN            NaN
  1406.02        500.000        96.7102                 NaN            NaN            NaN            NaN            NaN   1.07276        1.29791                 NaN  0.919176                 NaN            NaN            NaN
  1403.51        500.000        96.8056                 NaN            NaN            NaN            NaN            NaN   1.04370        1.25840                 NaN  0.892266                 NaN            NaN            NaN
  1401.00        500.000        96.8955                 NaN            NaN            NaN            NaN            NaN   1.01641        1.22149                 NaN  0.866556                 NaN            NaN            NaN
  1398.50        500.000        96.9809                 NaN            NaN            NaN            NaN            NaN   1.18675       0.989781                 NaN  0.842584                 NaN            NaN            NaN
  1395.99        500.000        97.0618                 NaN            NaN            NaN            NaN            NaN   1.15382       0.964971                 NaN  0.819400                 NaN            NaN            NaN
  1393.48        500.000        97.1366                 NaN            NaN            NaN            NaN            NaN   1.12418       0.941148                 NaN  0.798020                 NaN            NaN            NaN
  1390.98        500.000        97.2135                 NaN            NaN            NaN            NaN            NaN  0.917733        1.09278                 NaN  0.775954                 NaN            NaN            NaN
  1388.47        500.000        97.2822                 NaN            NaN            NaN            NaN            NaN   1.06498       0.896668                 NaN  0.756199                 NaN            NaN            NaN
  1385.96        500.000        97.3482                 NaN            NaN            NaN            NaN            NaN  0.875576        1.03897                 NaN  0.737260                 NaN            NaN            NaN
  1383.46        500.000        97.4126                 NaN            NaN            NaN            NaN            NaN   1.01323       0.855597                 NaN  0.718624                 NaN            NaN            NaN
  1380.95        500.000        97.4724                 NaN            NaN            NaN            NaN            NaN  0.989789       0.836733                 NaN  0.701070                 NaN            NaN            NaN
  1378.45        500.000        97.5281                 NaN            NaN            NaN            NaN            NaN  0.967304       0.819731                 NaN  0.684824                 NaN            NaN            NaN
  1375.94        500.000        97.5867                 NaN            NaN            NaN            NaN            NaN  0.799415       0.945980                 NaN  0.667896                 NaN            NaN            NaN
  1373.43        500.000        97.6369                 NaN            NaN            NaN            NaN            NaN  0.784328       0.925634                 NaN  0.653181                 NaN            NaN            NaN
  1370.93        500.000        97.6895                 NaN            NaN            NaN            NaN            NaN  0.766865       0.905849                 NaN  0.637778                 NaN            NaN            NaN
  1368.42        500.000        97.7386                 NaN            NaN            NaN            NaN            NaN  0.887806       0.750168                 NaN  0.623428                 NaN            NaN            NaN
  1365.91        500.000        97.7843                 NaN            NaN            NaN            NaN            NaN  0.869991       0.735776                 NaN  0.609971                 NaN            NaN            NaN
  1363.41        500.000        97.8285                 NaN            NaN            NaN            NaN            NaN  0.852748       0.721981                 NaN  0.596810                 NaN            NaN            NaN
  1360.90        500.000        97.8717                 NaN            NaN            NaN            NaN            NaN  0.707904       0.836327                 NaN  0.584118                 NaN            NaN            NaN
  1358.40        500.000        97.9121                 NaN            NaN            NaN            NaN            NaN  0.693798       0.821922                 NaN  0.572133                 NaN            NaN            NaN
  1355.89        500.000        97.9519                 NaN            NaN            NaN            NaN            NaN  0.679866       0.807856                 NaN  0.560347                 NaN            NaN            NaN
  1353.38        500.000        97.9887                 NaN            NaN            NaN            NaN            NaN  0.794174       0.667878                 NaN  0.549280                 NaN            NaN            NaN
  1350.88        500.000        98.0244                 NaN            NaN            NaN            NaN            NaN  0.780665       0.656389                 NaN  0.538540                 NaN            NaN            NaN
  1348.37        500.000        98.0594                 NaN            NaN            NaN            NaN            NaN  0.768263       0.644291                 NaN  0.528068                 NaN            NaN            NaN
  1345.86        500.000        98.0924                 NaN            NaN            NaN            NaN            NaN  0.632674       0.756816                 NaN  0.518113                 NaN            NaN            NaN
  1343.36        500.000        98.1251                 NaN            NaN            NaN            NaN            NaN  0.621486       0.745023                 NaN  0.508373                 NaN            NaN            NaN
  1340.85        500.000        98.1537                 NaN            NaN            NaN            NaN            NaN  0.735915       0.610873                 NaN  0.499487                 NaN            NaN            NaN
  1338.35        500.000        98.1833                 NaN            NaN            NaN            NaN            NaN  0.601583       0.724513                 NaN  0.490639                 NaN            NaN            NaN
  1335.84        500.000        98.2125                 NaN            NaN            NaN            NaN            NaN  0.590344       0.715443                 NaN  0.481736                 NaN            NaN            NaN
  1333.33        500.000        98.2400                 NaN            NaN            NaN            NaN            NaN  0.579908       0.706640                 NaN  0.473452                 NaN            NaN            NaN
  1330.83        500.000        98.2669                 NaN            NaN            NaN            NaN            NaN  0.569633       0.697982                 NaN  0.465498                 NaN            NaN            NaN
  1328.32        500.000        98.2905                 NaN            NaN            NaN            NaN            NaN  0.560369       0.691054                 NaN  0.458087                 NaN            NaN            NaN
  1325.81        500.000        98.3154                 NaN            NaN            NaN            NaN            NaN  0.683949       0.549926                 NaN  0.450750                 NaN            NaN            NaN
  1323.31        500.000        98.3387                 NaN            NaN            NaN            NaN            NaN  0.678593       0.539271                 NaN  0.443450                 NaN            NaN            NaN
  1320.80        500.000        98.3594                 NaN            NaN            NaN            NaN            NaN  0.671878       0.531640                 NaN  0.437120                 NaN            NaN            NaN
  1318.30        500.000        98.3829                 NaN            NaN            NaN            NaN            NaN  0.666625       0.520444                 NaN  0.430011                 NaN            NaN            NaN
  1315.79        500.000        98.4003                 NaN            NaN            NaN            NaN            NaN  0.662644       0.511923                 NaN  0.425100                 NaN            NaN            NaN
  1313.28        500.000        98.4265                 NaN            NaN            NaN            NaN            NaN  0.660411       0.496249                 NaN  0.416816                 NaN            NaN            NaN
  1310.78        500.000        98.6519                 NaN            NaN            NaN            NaN            NaN  0.951653                 NaN            NaN  0.396413                 NaN            NaN            NaN
  1308.27        500.000        98.2440                 NaN            NaN            NaN            NaN            NaN   1.33730                 NaN            NaN  0.418702                 NaN            NaN            NaN
  1305.76        500.000        98.4858                 NaN            NaN            NaN            NaN            NaN  0.806846       0.303336                 NaN  0.404029                 NaN            NaN            NaN
  1303.26        500.000        98.4199                 NaN            NaN            NaN            NaN            NaN   1.09247                 NaN            NaN  0.487580                 NaN            NaN            NaN
  1300.75        500.000        98.4164                 NaN            NaN            NaN            NaN            NaN   1.09643                 NaN            NaN  0.336915       0.150270                 NaN            NaN
  1298.25        500.000        98.4081                 NaN            NaN            NaN            NaN            NaN  0.258632       0.830633                 NaN  0.413133       0.894825E-001            NaN            NaN
  1295.74        500.000        98.4362                 NaN            NaN            NaN            NaN            NaN  0.750889E-001  0.996669                 NaN  0.405686       0.863509E-001            NaN            NaN
  1293.23        500.000        98.4636                 NaN            NaN            NaN            NaN            NaN   1.05483                 NaN            NaN  0.398845       0.826880E-001            NaN            NaN
  1290.73        500.000        98.4930                 NaN            NaN            NaN            NaN            NaN   1.03618                 NaN            NaN  0.391132       0.797147E-001            NaN            NaN
  1288.22        500.000        98.5162                 NaN            NaN            NaN            NaN            NaN   1.02240                 NaN            NaN  0.386221       0.751914E-001            NaN            NaN
  1285.71        500.000        98.5464                 NaN            NaN            NaN            NaN            NaN   1.00315                 NaN            NaN  0.376937       0.735083E-001            NaN            NaN
  1283.21        500.000        98.5734                 NaN            NaN            NaN            NaN            NaN  0.985858                 NaN            NaN  0.370477       0.702665E-001            NaN            NaN
  1280.70        500.000        98.5982                 NaN            NaN            NaN            NaN            NaN  0.970477                 NaN            NaN  0.364070       0.672762E-001            NaN            NaN
  1278.20        500.000        98.6240                 NaN            NaN            NaN            NaN            NaN  0.954123                 NaN            NaN  0.357469       0.644386E-001            NaN            NaN
  1275.69        500.000        98.6490                 NaN            NaN            NaN            NaN            NaN  0.938251                 NaN            NaN  0.350793       0.619246E-001            NaN            NaN
  1273.18        500.000        98.6770                 NaN            NaN            NaN            NaN            NaN  0.919834                 NaN            NaN  0.343452       0.597160E-001            NaN            NaN
  1270.68        500.000        94.0051                 NaN            NaN            NaN            NaN            NaN   2.13309                 NaN            NaN  0.853411       0.188943        2.81948                 NaN
  1268.17        500.000        89.1742                 NaN            NaN            NaN            NaN            NaN   3.36356                 NaN            NaN   1.36682       0.319226        5.77620                 NaN
  1265.66        500.000        90.3194                 NaN            NaN            NaN            NaN            NaN   3.03237                 NaN            NaN   1.23069       0.279536        5.13804                 NaN
  1263.16        500.000        91.2334                 NaN            NaN            NaN            NaN            NaN   2.76230                 NaN            NaN   1.11497       0.251439        4.63788                 NaN
  1260.65        500.000        92.0093                 NaN            NaN            NaN            NaN            NaN   2.53225                 NaN            NaN   1.01876       0.225760        4.21394                 NaN
  1258.15        500.000        92.6581                 NaN            NaN            NaN            NaN            NaN   2.33853                 NaN            NaN  0.936017       0.204877        3.86246                 NaN
  1255.64        500.000        93.2189                 NaN            NaN            NaN            NaN            NaN   2.16983                 NaN            NaN  0.864039       0.186602        3.56062                 NaN
  1253.13        500.000        93.7110                 NaN            NaN            NaN            NaN            NaN   2.01803                 NaN            NaN  0.797381       0.172104        3.30146                 NaN
  1250.63        500.000        94.1178                 NaN            NaN            NaN            NaN            NaN   1.90230                 NaN            NaN  0.749969       0.154639        3.07529                 NaN
  1248.12        500.000        94.4942                 NaN            NaN            NaN            NaN            NaN   1.78728                 NaN            NaN  0.699382       0.142359        2.87675                 NaN
  1245.61        500.000        94.8416                 NaN            NaN            NaN            NaN            NaN   1.67829                 NaN            NaN  0.652452       0.131316        2.69629                 NaN
  1243.11        500.000        95.1500                 NaN            NaN            NaN            NaN            NaN   1.58187                 NaN            NaN  0.611789       0.120758        2.53554                 NaN
  1240.60        500.000        95.4070                 NaN            NaN            NaN            NaN            NaN   1.50833                 NaN            NaN  0.577125       0.110914        2.39662                 NaN
  1238.10        500.000        95.6652                 NaN            NaN            NaN            NaN            NaN   1.42643                 NaN            NaN  0.542639       0.101949        2.26376                 NaN
  1235.59        500.000        95.9026                 NaN            NaN            NaN            NaN            NaN   1.35065                 NaN            NaN  0.510519       0.939827E-001   2.14225                 NaN
  1233.08        500.000        96.1126                 NaN            NaN            NaN            NaN            NaN   1.28495                 NaN            NaN  0.481080       0.869463E-001   2.03439                 NaN
  1230.58        500.000        96.3115                 NaN            NaN            NaN            NaN            NaN   1.22095                 NaN            NaN  0.453115       0.805211E-001   1.93387                 NaN
  1228.07        500.000        96.4908                 NaN            NaN            NaN            NaN            NaN   1.16530                 NaN            NaN  0.429501       0.738293E-001   1.84060                 NaN
  1225.56        500.000        96.6654                 NaN            NaN            NaN            NaN            NaN   1.10751                 NaN            NaN  0.405136       0.683040E-001   1.75369                 NaN
  1223.06        500.000        96.8249                 NaN            NaN            NaN            NaN            NaN   1.05562                 NaN            NaN  0.382495       0.633008E-001   1.67371                 NaN
  1220.55        500.000        96.9809                 NaN            NaN            NaN            NaN            NaN   1.00305                 NaN            NaN  0.361822       0.582849E-001   1.59595                 NaN
  1218.05        500.000        97.1176                 NaN            NaN            NaN            NaN            NaN  0.958497                 NaN            NaN  0.342804       0.538482E-001   1.52730                 NaN
  1215.54        500.000        97.2544                 NaN            NaN            NaN            NaN            NaN  0.911100                 NaN            NaN  0.322809       0.503063E-001   1.46134                 NaN
  1213.03        500.000        74.3112                 NaN            NaN            NaN            NaN            NaN   4.11605                 NaN            NaN   2.15714       0.188495        9.57680        9.65028     
  1210.53        500.000        72.5463                 NaN            NaN            NaN            NaN            NaN   4.35263                 NaN            NaN   2.28897       0.183889        10.1081        10.5201     
  1208.02        500.000        75.9411                 NaN            NaN            NaN            NaN            NaN   3.81678                 NaN            NaN   1.99944       0.155952        8.86023        9.22646     
  1205.51        500.000        69.5651                 NaN            NaN            NaN            NaN            NaN   4.46213                 NaN            NaN   2.56102       0.194990        11.1794        12.0373     
  1203.01        500.000        91.6738                 NaN            NaN            NaN            NaN            NaN   1.85616                 NaN            NaN  0.681718       0.204274E-001   3.10407        2.66386     
  1200.50        500.000        78.8933                 NaN            NaN            NaN            NaN            NaN   2.10369       0.966767                 NaN   1.72499       0.133460        7.82593        8.35185     
  1197.99        500.000        81.8261                 NaN            NaN            NaN            NaN            NaN   2.81649                 NaN            NaN   1.48114       0.113983        7.09544        6.66690     
  1195.49        500.000        87.2471                 NaN            NaN            NaN            NaN            NaN   1.90660                 NaN            NaN  0.985381       0.682171E-001   4.67378        5.11891     
  1192.98        500.000        76.4062                 NaN            NaN            NaN            NaN            NaN   3.16648                 NaN            NaN   1.82995       0.138616        9.23270        9.22609     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4812       0.137933       0.857408E-002   7.30636       0.591085        40.7968        39.6781     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6283                 NaN            NaN   7.30880       0.590700        40.7941        39.6781     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.1318       0.505168                 NaN   7.31485       0.587437        40.7813        39.6794     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.1175       0.521174                 NaN   7.31587       0.586852        40.7789        39.6797     
  1180.45        500.000                 NaN            NaN            NaN  0.100965                 NaN            NaN   11.4544       0.230511E-001            NaN   7.30302       0.597889        40.8164        39.7043     
  1177.94        500.000                 NaN            NaN            NaN  0.161234                 NaN            NaN   11.3702       0.220629E-001            NaN   7.30067       0.600472        40.8246        39.7209     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.6585       0.973889       0.955769E-003   7.31613       0.588761        40.7827        39.6791     
  1172.93        500.000                 NaN            NaN            NaN  0.281912                 NaN            NaN   11.2033       0.182083E-001            NaN   7.29553       0.605750        40.8414        39.7540     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.14059        3.53060                 NaN   7.34034       0.575648        40.7269        39.6860     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.53316        5.15869                 NaN   7.29142       0.583194        40.7370        39.6966     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.73645        1.91149       0.147529E-004   7.25595       0.596695        40.8113        39.6881     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.71271        1.93599                 NaN   7.25719       0.596316        40.8096        39.6882     
  1160.40        500.000                 NaN            NaN            NaN  0.421101                 NaN            NaN   10.9822       0.441127E-001            NaN   7.20878       0.626591        40.9175        39.7997     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.41322        6.29478                 NaN   7.36729       0.562687        40.6695        39.6926     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.41217        3.26501       0.202725E-003   7.34816       0.572287        40.7151        39.6871     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.06516        6.63601                 NaN   7.36808       0.563526        40.6763        39.6909     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.61641        7.09015                 NaN   7.37274       0.561432        40.6675        39.6918     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.74161        3.94715                 NaN   7.35870       0.567791        40.6957        39.6891     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.73832        7.97933                 NaN   7.38230       0.557155        40.6492        39.6937     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.61534        8.10736                 NaN   7.38679       0.555164        40.6409        39.6945     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.85966        8.86954                 NaN   7.39212       0.552706        40.6304        39.6956     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7442                 NaN            NaN   7.40181       0.547743        40.6080        39.6982     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.98172        9.75948                 NaN   7.40218       0.548081        40.6109        39.6976     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.72154        10.0253                 NaN   7.40698       0.545888        40.6018        39.6985     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.38708        5.33126                 NaN   7.38641       0.555950        40.6451        39.6942     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.18936        5.53277       0.666718E-003   7.39056       0.554150        40.6375        39.6950     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.95611        5.77033       0.659079E-003   7.39464       0.552391        40.6301        39.6957     
  1122.81        500.000                 NaN            NaN            NaN   1.46341                 NaN            NaN   9.53242       0.914928E-003            NaN   7.21706       0.666145        41.0431        40.0770     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.81975        5.91797       0.124838E-003   7.40417       0.548132        40.6123        39.6975     
  1117.79        500.000                 NaN            NaN            NaN   1.54156                 NaN            NaN   9.42252       0.338132E-003            NaN   7.21171       0.670208        41.0549        40.0988     
  1115.29        500.000                 NaN            NaN            NaN   1.55807                 NaN            NaN   9.42168                 NaN            NaN   7.22421       0.662940        41.0261        40.1070     
  1112.78        500.000                 NaN            NaN            NaN   1.61822                 NaN            NaN   9.31456       0.462817E-005            NaN   7.20655       0.673934        41.0666        40.1202     
  1110.28        500.000                 NaN            NaN            NaN   1.65794                 NaN            NaN   9.25816       0.465080E-005            NaN   7.20367       0.675976        41.0731        40.1312     
  1107.77        500.000                 NaN            NaN            NaN   1.69479                 NaN            NaN   9.20594       0.140920E-003            NaN   7.20115       0.677789        41.0787        40.1415     
  1105.26        500.000                 NaN            NaN            NaN   1.73077                 NaN            NaN   9.15391       0.134329E-002            NaN   7.19869       0.679556        41.0842        40.1515     
  1102.76        500.000                 NaN            NaN            NaN   1.76659                 NaN            NaN   9.10437       0.278335E-003            NaN   7.19620       0.681331        41.0897        40.1615     
  1100.25        500.000                 NaN            NaN            NaN   1.80066                 NaN            NaN   9.05664       0.294876E-005            NaN   7.19392       0.682975        41.0947        40.1711     
  1097.74        500.000                 NaN            NaN            NaN   1.83375                 NaN            NaN   9.00950       0.593803E-003            NaN   7.19172       0.684556        41.0995        40.1804     
  1095.24        500.000                 NaN            NaN            NaN   1.86627                 NaN            NaN   8.96436       0.108627E-004            NaN   7.18957       0.686108        41.1042        40.1895     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.67621        6.14443                 NaN   7.47075       0.516284        40.4813        39.7110     
  1090.23        500.000                 NaN            NaN            NaN   1.86093                 NaN            NaN   8.98329       0.132550E-004            NaN   7.19699       0.682170        41.0865        40.1901     
  1087.72        500.000                 NaN            NaN            NaN   1.89314                 NaN            NaN   8.93803       0.837425E-005            NaN   7.19482       0.683716        41.0911        40.1992     
  1085.21        500.000                 NaN            NaN            NaN   1.92458                 NaN            NaN   8.89390       0.646136E-005            NaN   7.19273       0.685215        41.0955        40.2081     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.90002        8.93551                 NaN   7.48385       0.509093        40.4576        39.7139     
  1080.20        500.000                 NaN            NaN            NaN   2.04843                 NaN            NaN   8.70858       0.316483E-004            NaN   7.17754       0.694666        41.1299        40.2409     
  1077.69        500.000                 NaN            NaN            NaN   2.07235                 NaN            NaN   8.67617       0.106012E-004            NaN   7.17656       0.695582        41.1314        40.2479     
  1075.19        500.000                 NaN            NaN            NaN   2.09916                 NaN            NaN   8.63889       0.842199E-005            NaN   7.17496       0.696766        41.1347        40.2556     
  1072.68        500.000                 NaN            NaN            NaN   2.12539                 NaN            NaN   8.60245       0.430715E-004            NaN   7.17342       0.697910        41.1377        40.2631     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.16279        9.69263       0.913756E-005   7.50527       0.500618        40.4219        39.7168     
  1067.67        500.000                 NaN            NaN            NaN   2.17562                 NaN            NaN   8.53302       0.136063E-004            NaN   7.17061       0.700028        41.1432        40.2775     
  1065.16        500.000                 NaN            NaN            NaN   2.20004                 NaN            NaN   8.49933       0.103127E-004            NaN   7.16927       0.701045        41.1458        40.2845     
  1062.66        500.000                 NaN            NaN            NaN   2.22462                 NaN            NaN   8.46532       0.213573E-004            NaN   7.16787       0.702097        41.1484        40.2916     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.8797        1.02500                 NaN   7.53982       0.482016        40.3490        39.7245     
  1057.64        500.000                 NaN            NaN            NaN   2.27054                 NaN            NaN   8.40233       0.145026E-004            NaN   7.16555       0.703911        41.1527        40.3050     
  1055.14        500.000                 NaN            NaN            NaN   2.29244                 NaN            NaN   8.36939       0.307661E-002            NaN   7.16453       0.704728        41.1545        40.3114     
  1052.63        500.000                 NaN            NaN            NaN   2.31495                 NaN            NaN   8.34159       0.768038E-005            NaN   7.16338       0.705626        41.1565        40.3179     
  1050.13        500.000                 NaN            NaN            NaN   2.33648                 NaN            NaN   8.31223       0.650315E-005            NaN   7.16237       0.706435        41.1582        40.3242     
  1047.62        500.000                 NaN            NaN            NaN   2.35758                 NaN            NaN   8.28353       0.576269E-005            NaN   7.16142       0.707211        41.1598        40.3304     
  1045.11        500.000                 NaN            NaN            NaN   2.37826                 NaN            NaN   8.25548       0.519079E-005            NaN   7.16052       0.707955        41.1613        40.3365     
  1042.61        500.000                 NaN            NaN            NaN   2.39850                 NaN            NaN   8.22807       0.592700E-005            NaN   7.15968       0.708666        41.1626        40.3425     
  1040.10        500.000                 NaN            NaN            NaN   2.41836                 NaN            NaN   8.20126       0.575196E-005            NaN   7.15889       0.709347        41.1638        40.3484     
  1037.59        500.000                 NaN            NaN            NaN   2.43782                 NaN            NaN   8.17506       0.411052E-005            NaN   7.15815       0.709996        41.1648        40.3542     
  1035.09        500.000                 NaN            NaN            NaN   2.45690                 NaN            NaN   8.14942       0.384121E-005            NaN   7.15746       0.710614        41.1657        40.3599     
  1032.58        500.000                 NaN            NaN            NaN   2.47528                 NaN            NaN   8.12492                 NaN            NaN   7.15688       0.711165        41.1664        40.3654     
  1030.08        500.000                 NaN            NaN            NaN   2.49369                 NaN            NaN   8.10033                 NaN            NaN   7.15628       0.711730        41.1671        40.3709     
  1027.57        500.000                 NaN            NaN            NaN   2.51168                 NaN            NaN   8.07638                 NaN            NaN   7.15575       0.712259        41.1676        40.3763     
  1025.06        500.000                 NaN            NaN            NaN   2.52943                 NaN            NaN   8.05280                 NaN            NaN   7.15524       0.712771        41.1681        40.3817     
  1022.56        500.000                 NaN            NaN            NaN   2.54685                 NaN            NaN   8.02975                 NaN            NaN   7.15478       0.713254        41.1684        40.3870     
  1020.05        500.000                 NaN            NaN            NaN   2.56389                 NaN            NaN   8.00728                 NaN            NaN   7.15438       0.713702        41.1686        40.3922     
  1017.54        500.000                 NaN            NaN            NaN   2.57988                 NaN            NaN   7.98651                 NaN            NaN   7.15418       0.714029        41.1683        40.3971     
  1015.04        500.000                 NaN            NaN            NaN   2.59699                 NaN            NaN   7.96388                 NaN            NaN   7.15374       0.714509        41.1686        40.4023     
