|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1168.60        500.000                 NaN            NaN   5.24466                 NaN   2.24915        7.06004       0.490128        43.8018        41.1542     
  1167.54        500.000                 NaN            NaN   5.53211                 NaN   2.14524        7.10785       0.468184        43.6209        41.1257     
  1166.48        500.000                 NaN            NaN   5.22301                 NaN   2.26400        7.05751       0.490795        43.8020        41.1626     
  1165.41        500.000                 NaN            NaN   5.66629                 NaN   2.06919        7.13051       0.463273        43.5770        41.0938     
  1164.35        500.000                 NaN            NaN   5.63731                 NaN   2.08595        7.12892       0.464428        43.5814        41.1020     
  1163.29        500.000                 NaN            NaN   5.61017                 NaN   2.10161        7.12746       0.465504        43.5854        41.1098     
  1162.23        500.000                 NaN            NaN   5.25900                 NaN   2.29870        7.07885       0.485335        43.6732        41.2049     
  1161.17        500.000                 NaN            NaN   5.43563                 NaN   2.19845        7.12818       0.473899        43.6086        41.1552     
  1160.11        500.000                 NaN            NaN   5.16023                 NaN   2.33629        7.09543       0.490572        43.7081        41.2094     
  1159.05        500.000                 NaN            NaN   5.51859                 NaN   2.15484        7.12297       0.469064        43.5976        41.1370     
  1157.99        500.000                 NaN            NaN   5.50276                 NaN   2.16422        7.12243       0.469629        43.5989        41.1421     
  1156.93        500.000                 NaN            NaN   5.48033                 NaN   2.17710        7.12129       0.470512        43.6021        41.1487     
  1155.87        500.000                 NaN            NaN   5.33634                 NaN   2.25680        7.10957       0.477281        43.6364        41.1836     
  1154.81        500.000                 NaN            NaN   5.37316                 NaN   2.22968        7.10915       0.477823        43.6388        41.1714     
  1153.75        500.000                 NaN            NaN   5.30685                 NaN   2.27407        7.10850       0.478353        43.6392        41.1931     
  1152.69        500.000                 NaN            NaN   5.40519                 NaN   2.22089        7.11820       0.473365        43.6107        41.1717     
  1151.63        500.000                 NaN            NaN   5.27877                 NaN   2.29059        7.10759       0.479376        43.6415        41.2022     
  1150.57        500.000                 NaN            NaN   5.11474                 NaN   2.37624        7.09598       0.486003        43.6839        41.2432     
  1149.51        500.000                 NaN            NaN   5.10928                 NaN   2.37976        7.09644       0.486250        43.6827        41.2455     
  1148.45        500.000                 NaN            NaN   5.10345                 NaN   2.38346        7.09669       0.486541        43.6819        41.2480     
  1147.39        500.000                 NaN            NaN   5.09663                 NaN   2.38806        7.10207       0.486148        43.6766        41.2505     
  1146.33        500.000                 NaN            NaN   5.08840                 NaN   2.39268        7.10109       0.486523        43.6783        41.2530     
  1145.27        500.000                 NaN            NaN   5.22809                 NaN   2.25228        7.05477       0.491045        43.8015        41.1723     
  1144.21        500.000                 NaN            NaN   5.21030                 NaN   2.33327        7.11670       0.483033        43.6242        41.2325     
  1143.15        500.000                 NaN            NaN   5.28787                 NaN   2.29051        7.11466       0.477527        43.6182        41.2112     
  1142.09        500.000                 NaN            NaN   5.26641                 NaN   2.30268        7.11349       0.478416        43.6215        41.2175     
  1141.03        500.000                 NaN            NaN   5.02663                 NaN   2.42222        7.09314       0.492037        43.7022        41.2638     
  1139.97        500.000                 NaN            NaN   5.17664                 NaN   2.34310        7.11092       0.484944        43.6511        41.2333     
  1138.91        500.000                 NaN            NaN   5.02008                 NaN   2.42820        7.09481       0.492056        43.6946        41.2703     
  1137.85        500.000                 NaN            NaN   5.10959                 NaN   2.37715        7.08204       0.489133        43.6967        41.2454     
  1136.79        500.000                 NaN            NaN   5.15494                 NaN   2.29926        7.05883       0.493761        43.7898        41.2034     
  1135.72        500.000                 NaN            NaN   5.18589                 NaN   2.27786        7.05610       0.492690        43.7948        41.1927     
  1134.66        500.000                 NaN            NaN   5.18893                 NaN   2.34887        7.11193       0.481099        43.6243        41.2449     
  1133.60        500.000                 NaN            NaN   5.17772                 NaN   2.35549        7.11152       0.481511        43.6251        41.2487     
  1132.54        500.000                 NaN            NaN   5.16591                 NaN   2.36241        7.11119       0.481926        43.6258        41.2528     
  1131.48        500.000                 NaN            NaN   5.15582                 NaN   2.36844        7.11101       0.482271        43.6260        41.2564     
  1130.42        500.000                 NaN            NaN   5.14730                 NaN   2.37364        7.11098       0.482539        43.6258        41.2597     
  1129.36        500.000                 NaN            NaN   4.99060                 NaN   2.44990        7.10774       0.491272        43.6711        41.2894     
  1128.30        500.000                 NaN            NaN   4.99243                 NaN   2.44932        7.10823       0.491135        43.6685        41.2904     
  1127.24        500.000                 NaN            NaN   5.11837                 NaN   2.39128        7.11137       0.483452        43.6246        41.2709     
  1126.18        500.000                 NaN            NaN   5.10921                 NaN   2.39677        7.11123       0.483768        43.6247        41.2744     
  1125.12        500.000                 NaN            NaN   4.97788                 NaN   2.45839        7.10884       0.491604        43.6653        41.2980     
  1124.06        500.000                 NaN            NaN   4.97551                 NaN   2.46005        7.10914       0.491696        43.6636        41.3000     
  1123.00        500.000                 NaN            NaN   5.23669                 NaN   2.24131        7.05121       0.490816        43.7979        41.1821     
  1121.94        500.000                 NaN            NaN   5.07330                 NaN   2.41802        7.11003       0.485031        43.6262        41.2874     
  1120.88        500.000                 NaN            NaN   5.23645                 NaN   2.24121        7.05115       0.490799        43.7969        41.1835     
  1119.82        500.000                 NaN            NaN   5.23627                 NaN   2.24120        7.05113       0.490791        43.7964        41.1842     
  1118.76        500.000                 NaN            NaN   4.87071                 NaN   2.52418        7.09581       0.495266        43.6811        41.3330     
  1117.70        500.000                 NaN            NaN   4.86580                 NaN   2.52732        7.09609       0.495337        43.6801        41.3354     
  1116.64        500.000                 NaN            NaN   4.90793                 NaN   2.49790        7.09638       0.495441        43.6800        41.3223     
  1115.58        500.000                 NaN            NaN   4.83555       0.315398        2.28646        7.04458       0.494377        43.8198        41.2039     
  1114.52        500.000                 NaN            NaN   5.01169                 NaN   2.45401        7.10850       0.487192        43.6294        41.3092     
  1113.46        500.000                 NaN            NaN   4.83606       0.314771        2.28631        7.04454       0.494353        43.8187        41.2053     
  1112.40        500.000                 NaN            NaN   4.89209                 NaN   2.51495        7.10097       0.494385        43.6581        41.3396     
  1111.34        500.000                 NaN            NaN   4.88834                 NaN   2.51709        7.10128       0.494955        43.6561        41.3422     
  1110.28        500.000                 NaN            NaN   4.88486                 NaN   2.51897        7.10152       0.495451        43.6547        41.3445     
  1109.22        500.000                 NaN            NaN   4.88088                 NaN   2.52104        7.10154       0.495884        43.6540        41.3466     
  1108.16        500.000                 NaN            NaN   4.87608                 NaN   2.52354        7.10127       0.496260        43.6542        41.3487     
  1107.10        500.000                 NaN            NaN   5.23486                 NaN   2.24059        7.05078       0.490686        43.7903        41.1928     
  1106.04        500.000                 NaN            NaN   5.22871                 NaN   2.24518        7.05155       0.490772        43.7879        41.1959     
  1104.97        500.000                 NaN            NaN   5.23355                 NaN   2.24132        7.05086       0.490685        43.7890        41.1946     
  1103.91        500.000                 NaN            NaN   5.23455                 NaN   2.24041        7.05069       0.490659        43.7888        41.1949     
  1102.85        500.000                 NaN            NaN   4.85079                 NaN   2.53581        7.09917       0.496353        43.6649        41.3530     
  1101.79        500.000                 NaN            NaN   4.84634                 NaN   2.53852        7.09945       0.496451        43.6640        41.3552     
  1100.73        500.000                 NaN            NaN   4.85379                 NaN   2.53629        7.10047       0.496928        43.6534        41.3592     
  1099.67        500.000                 NaN            NaN   4.91901                 NaN   2.51183        7.11045       0.489892        43.6185        41.3503     
  1098.61        500.000                 NaN            NaN   4.83369                 NaN   2.54663        7.09937       0.496767        43.6618        41.3617     
  1097.55        500.000                 NaN            NaN   4.81738                 NaN   2.55633        7.09908       0.497624        43.6616        41.3680     
  1096.49        500.000                 NaN            NaN   4.81320                 NaN   2.55903        7.09927       0.497742        43.6605        41.3703     
  1095.43        500.000                 NaN            NaN   4.80908                 NaN   2.56172        7.09948       0.497839        43.6593        41.3726     
  1094.37        500.000                 NaN            NaN   4.82471                 NaN   2.55169        7.10116       0.497014        43.6585        41.3670     
  1093.31        500.000                 NaN            NaN   5.23324                 NaN   2.24001        7.05042       0.490573        43.7837        41.2020     
  1092.25        500.000                 NaN            NaN   4.79869                 NaN   2.56890        7.10013       0.498012        43.6555        41.3787     
  1091.19        500.000                 NaN            NaN   5.23302                 NaN   2.23990        7.05036       0.490556        43.7827        41.2035     
  1090.13        500.000                 NaN            NaN   4.85968                 NaN   2.54852        7.11367       0.492031        43.6096        41.3765     
  1089.07        500.000                 NaN            NaN   4.75637                 NaN   2.59995        7.10134       0.497206        43.6492        41.3959     
  1088.01        500.000                 NaN            NaN   4.77542                 NaN   2.58385        7.10133       0.498076        43.6516        41.3897     
  1086.95        500.000                 NaN            NaN   4.79342                 NaN   2.57497        7.10211       0.497179        43.6461        41.3862     
  1085.89        500.000                 NaN            NaN   4.78632                 NaN   2.57821        7.10126       0.497553        43.6485        41.3882     
  1084.83        500.000                 NaN            NaN   4.84405                 NaN   2.56019        7.11614       0.491923        43.5999        41.3878     
  1083.77        500.000                 NaN            NaN   4.75448                 NaN   2.59696        7.10156       0.498622        43.6485        41.3999     
  1082.71        500.000                 NaN            NaN   4.78546                 NaN   2.58021        7.10381       0.497147        43.6411        41.3923     
  1081.65        500.000                 NaN            NaN   4.78044                 NaN   2.58333        7.10403       0.497278        43.6402        41.3947     
  1080.59        500.000                 NaN            NaN   4.80581                 NaN   2.58036        7.11351       0.493585        43.6077        41.3991     
  1079.53        500.000                 NaN            NaN   4.72239                 NaN   2.62302        7.10387       0.498044        43.6354        41.4172     
  1078.47        500.000                 NaN            NaN   4.71557                 NaN   2.62683        7.10256       0.497918        43.6391        41.4180     
  1077.41        500.000                 NaN            NaN   4.75759                 NaN   2.59769        7.10290       0.497977        43.6387        41.4052     
  1076.35        500.000                 NaN            NaN   4.75415                 NaN   2.60005        7.10311       0.498025        43.6374        41.4073     
  1075.28        500.000                 NaN            NaN   4.74759                 NaN   2.60325        7.10426       0.498214        43.6372        41.4095     
  1074.22        500.000                 NaN            NaN   4.69858                 NaN   2.63706        7.10439       0.498262        43.6352        41.4265     
  1073.16        500.000                 NaN            NaN   4.69474                 NaN   2.63951        7.10470       0.498328        43.6342        41.4286     
  1072.10        500.000                 NaN            NaN   4.69150                 NaN   2.64182        7.10502       0.498366        43.6327        41.4306     
  1071.04        500.000                 NaN            NaN   4.74048                 NaN   2.61116        7.11134       0.497900        43.6182        41.4209     
  1069.98        500.000                 NaN            NaN   4.68001                 NaN   2.64882        7.10759       0.499343        43.6255        41.4387     
  1068.92        500.000                 NaN            NaN   4.67678                 NaN   2.65152        7.10735       0.499297        43.6245        41.4405     
  1067.86        500.000                 NaN            NaN   4.67295                 NaN   2.65405        7.10738       0.499390        43.6236        41.4426     
  1066.80        500.000                 NaN            NaN   4.67454                 NaN   2.65431        7.10858       0.499175        43.6186        41.4448     
  1065.74        500.000                 NaN            NaN   4.69971                 NaN   2.63189        7.10499       0.501186        43.6274        41.4348     
  1064.68        500.000                 NaN            NaN   4.66250                 NaN   2.66071        7.10783       0.499612        43.6206        41.4487     
  1063.62        500.000                 NaN            NaN   4.65917                 NaN   2.66297        7.10817       0.499672        43.6192        41.4508     
  1062.56        500.000                 NaN            NaN   4.65650                 NaN   2.66514        7.10877       0.499695        43.6169        41.4530     
  1061.50        500.000                 NaN            NaN   4.65323                 NaN   2.66742        7.10903       0.499755        43.6154        41.4552     
  1060.44        500.000                 NaN            NaN   4.68126                 NaN   2.64734        7.10730       0.500896        43.6152        41.4480     
  1059.38        500.000                 NaN            NaN   4.69085                 NaN   2.64089        7.10970       0.499918        43.6141        41.4445     
  1058.32        500.000                 NaN            NaN   4.70648                 NaN   2.63636        7.11516       0.498348        43.5991        41.4446     
  1057.26        500.000                 NaN            NaN   4.72380                 NaN   2.63700        7.12081       0.495007        43.5738        41.4495     
  1056.20        500.000                 NaN            NaN   4.67011                 NaN   2.65396        7.10898       0.501027        43.6112        41.4547     
  1055.14        500.000                 NaN            NaN   4.63390                 NaN   2.68026        7.11092       0.500131        43.6074        41.4674     
  1054.08        500.000                 NaN            NaN   4.66463                 NaN   2.65733        7.10951       0.501173        43.6093        41.4581     
  1053.02        500.000                 NaN            NaN   4.69171                 NaN   2.64668        7.11304       0.500024        43.5926        41.4560     
  1051.96        500.000                 NaN            NaN   4.62473                 NaN   2.68661        7.11206       0.500287        43.6027        41.4736     
  1050.90        500.000                 NaN            NaN   4.65654                 NaN   2.66251        7.11028       0.501396        43.6059        41.4634     
  1049.84        500.000                 NaN            NaN   4.61867                 NaN   2.69082        7.11284       0.500386        43.5995        41.4777     
  1048.78        500.000                 NaN            NaN   4.61567                 NaN   2.69292        7.11324       0.500434        43.5979        41.4798     
  1047.72        500.000                 NaN            NaN   4.61271                 NaN   2.69498        7.11364       0.500482        43.5963        41.4819     
  1046.66        500.000                 NaN            NaN   4.61037                 NaN   2.69661        7.11403       0.500544        43.5948        41.4837     
  1045.60        500.000                 NaN            NaN   4.60687                 NaN   2.69908        7.11445       0.500575        43.5931        41.4859     
  1044.53        500.000                 NaN            NaN   4.64185                 NaN   2.67292        7.11227       0.501740        43.5967        41.4745     
  1043.47        500.000                 NaN            NaN   4.63944                 NaN   2.67468        7.11267       0.501776        43.5950        41.4764     
  1042.41        500.000                 NaN            NaN   4.63704                 NaN   2.67643        7.11308       0.501808        43.5933        41.4783     
  1041.35        500.000                 NaN            NaN   4.63917                 NaN   2.67720        7.11689       0.500766        43.5857        41.4803     
  1040.29        500.000                 NaN            NaN   4.64298                 NaN   2.67681        7.11853       0.500906        43.5772        41.4836     
  1039.23        500.000                 NaN            NaN   4.59035                 NaN   2.71134        7.11742       0.500760        43.5816        41.4985     
  1038.17        500.000                 NaN            NaN   4.62749                 NaN   2.68340        7.11487       0.501899        43.5865        41.4859     
  1037.11        500.000                 NaN            NaN   4.58413                 NaN   2.71513        7.11826       0.500912        43.5794        41.5022     
  1036.05        500.000                 NaN            NaN   4.62456                 NaN   2.68713        7.11873       0.500977        43.5786        41.4900     
  1034.99        500.000                 NaN            NaN   4.57879                 NaN   2.71896        7.11915       0.500986        43.5759        41.5062     
  1033.93        500.000                 NaN            NaN   4.57587                 NaN   2.72132        7.11986       0.501054        43.5731        41.5088     
  1032.87        500.000                 NaN            NaN   4.57254                 NaN   2.72338        7.11995       0.501078        43.5726        41.5105     
  1031.81        500.000                 NaN            NaN   4.57103                 NaN   2.72345        7.11777       0.501998        43.5744        41.5114     
  1030.75        500.000                 NaN            NaN   4.56873                 NaN   2.72518        7.11829       0.502018        43.5725        41.5133     
  1029.69        500.000                 NaN            NaN   4.61022                 NaN   2.69652        7.11893       0.502053        43.5715        41.5008     
  1028.63        500.000                 NaN            NaN   4.62787                 NaN   2.69289        7.12488       0.500339        43.5501        41.5039     
  1027.57        500.000                 NaN            NaN   4.56188                 NaN   2.73034        7.11986       0.502068        43.5669        41.5190     
  1026.51        500.000                 NaN            NaN   4.06595       0.568861E-001   2.83001        6.96674       0.536892        44.0762        41.4673     
  1025.45        500.000                 NaN            NaN   4.55706                 NaN   2.73437        7.12303       0.501409        43.5607        41.5234     
  1024.39        500.000                 NaN            NaN   4.55601                 NaN   2.73511        7.12156       0.502050        43.5607        41.5246     
  1023.33        500.000                 NaN            NaN   4.61781                 NaN   2.70978        7.13388       0.497138        43.5227        41.5187     
  1022.27        500.000                 NaN            NaN   4.55219                 NaN   2.73821        7.12272       0.502029        43.5565        41.5283     
  1021.21        500.000                 NaN            NaN   4.56751                 NaN   2.73357        7.13049       0.500238        43.5375        41.5307     
  1020.15        500.000                 NaN            NaN   4.56331                 NaN   2.73616        7.13003       0.500385        43.5373        41.5328     
  1019.09        500.000                 NaN            NaN   4.54065                 NaN   2.74668        7.12644       0.501490        43.5489        41.5359     
  1018.03        500.000                 NaN            NaN   4.59066                 NaN   2.72621        7.13345       0.501271        43.5171        41.5313     
  1016.97        500.000                 NaN            NaN   4.58833                 NaN   2.72792        7.13396       0.501291        43.5153        41.5332     
  1015.91        500.000                 NaN            NaN   4.58603                 NaN   2.72962        7.13447       0.501309        43.5134        41.5351     
  1014.84        500.000                 NaN            NaN   4.58374                 NaN   2.73131        7.13498       0.501327        43.5116        41.5371     
  1013.78        500.000                 NaN            NaN   4.58146                 NaN   2.73299        7.13550       0.501345        43.5097        41.5390     
  1012.72        500.000                 NaN            NaN   4.57025                 NaN   2.72743        7.13029       0.501587        43.5368        41.5336     
  1011.66        500.000                 NaN            NaN   4.56797                 NaN   2.72915        7.13084       0.501608        43.5349        41.5356     
  1010.60        500.000                 NaN            NaN   4.56571                 NaN   2.73087        7.13139       0.501628        43.5329        41.5375     
  1009.54        500.000                 NaN            NaN   4.56348                 NaN   2.73257        7.13194       0.501648        43.5309        41.5395     
  1008.48        500.000                 NaN            NaN   4.56126                 NaN   2.73426        7.13250       0.501667        43.5289        41.5414     
  1007.42        500.000                 NaN            NaN   4.55906                 NaN   2.73594        7.13307       0.501685        43.5269        41.5433     
  1006.36        500.000                 NaN            NaN   4.55688                 NaN   2.73762        7.13364       0.501702        43.5249        41.5453     
  1005.30        500.000                 NaN            NaN   4.55472                 NaN   2.73928        7.13421       0.501719        43.5229        41.5472     
  1004.24        500.000                 NaN            NaN   4.55258                 NaN   2.74094        7.13478       0.501734        43.5208        41.5491     
  1003.18        500.000                 NaN            NaN   4.55046                 NaN   2.74259        7.13536       0.501749        43.5188        41.5511     
  1002.12        500.000                 NaN            NaN   4.54836                 NaN   2.74422        7.13595       0.501763        43.5167        41.5530     
  1001.06        500.000                 NaN            NaN   4.54627                 NaN   2.74585        7.13654       0.501777        43.5146        41.5549     
