|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1246.64        2500.00        99.4447                 NaN  0.431488                 NaN            NaN            NaN            NaN            NaN  0.123012       0.831447E-003            NaN            NaN
  1245.42        2500.00        98.3465                 NaN  0.387543                 NaN            NaN            NaN            NaN            NaN  0.190105       0.145923E-001   1.06124                 NaN
  1244.20        2500.00        97.5451                 NaN  0.619740                 NaN            NaN            NaN            NaN            NaN  0.319088       0.386481E-001   1.47739                 NaN
  1242.98        2500.00        96.1854                 NaN  0.884491       0.480081E-001            NaN            NaN            NaN            NaN  0.525524       0.528728E-001   2.30373                 NaN
  1241.76        2500.00        99.0894                 NaN  0.102543E-001            NaN            NaN            NaN            NaN            NaN  0.110798       0.247142E-001  0.764834                 NaN
  1240.54        2500.00        99.1654                 NaN  0.429606       0.119289                 NaN            NaN            NaN            NaN  0.171750       0.631585E-002  0.107634                 NaN
  1239.32        2500.00        93.3053                 NaN  0.262247        1.25376                 NaN            NaN            NaN            NaN  0.827149       0.843835E-001   4.26716                 NaN
  1238.10        2500.00        99.7955                 NaN  0.164593                 NaN            NaN            NaN            NaN            NaN  0.359612E-001  0.397354E-002            NaN            NaN
  1236.87        2500.00        99.1646                 NaN  0.100819                 NaN            NaN            NaN            NaN            NaN  0.107107       0.886437E-002  0.618561                 NaN
  1235.65        2500.00        99.1949                 NaN  0.559334E-001  0.159648                 NaN            NaN            NaN            NaN  0.102780       0.118067E-001  0.474884                 NaN
  1234.43        2500.00        98.2610                 NaN  0.514903                 NaN            NaN            NaN            NaN            NaN  0.235402       0.169765E-001  0.971718                 NaN
  1233.21        2500.00        95.9250                 NaN  0.985291                 NaN            NaN            NaN            NaN            NaN  0.538021       0.539761E-001   2.49768                 NaN
  1231.99        2500.00        99.9888                 NaN  0.514347E-002            NaN            NaN            NaN            NaN            NaN  0.162749E-002            NaN  0.442389E-002            NaN
  1230.77        2500.00        99.9870                 NaN  0.798502E-003            NaN            NaN            NaN            NaN            NaN  0.164536E-002  0.395297E-003  0.101691E-001            NaN
  1229.55        2500.00        99.9451                 NaN  0.855870E-003  0.286890E-002            NaN            NaN            NaN            NaN  0.346938E-002  0.550259E-003  0.281393E-001  0.190063E-001
  1228.33        2500.00                 NaN            NaN   12.0198                 NaN            NaN            NaN            NaN            NaN   8.49624       0.611553        46.5722        32.3003     
  1227.11        2500.00                 NaN            NaN   2.46128        9.52003                 NaN            NaN            NaN            NaN   8.48259       0.619617        46.6254        32.2910     
  1225.89        2500.00                 NaN            NaN   2.47480        9.50758                 NaN            NaN            NaN            NaN   8.48591       0.619199        46.6206        32.2919     
  1224.66        2500.00                 NaN            NaN   2.49093        9.49252                 NaN            NaN            NaN            NaN   8.48923       0.618782        46.6158        32.2928     
  1223.44        2500.00                 NaN            NaN   2.50506        9.47947                 NaN            NaN            NaN            NaN   8.49255       0.618360        46.6109        32.2936     
  1222.22        2500.00                 NaN            NaN   2.51880        9.46683                 NaN            NaN            NaN            NaN   8.49589       0.617935        46.6061        32.2945     
  1221.00        2500.00                 NaN            NaN   2.47548        9.51541                 NaN            NaN            NaN            NaN   8.49947       0.617548        46.5945        32.2976     
  1219.78        2500.00                 NaN            NaN   9.31831        2.68522                 NaN            NaN            NaN            NaN   8.48730       0.617045        46.5871        32.3050     
  1218.56        2500.00                 NaN            NaN   9.30627        2.69846                 NaN            NaN            NaN            NaN   8.49053       0.616614        46.5822        32.3059     
  1217.34        2500.00                 NaN            NaN   9.29048        2.71546                 NaN            NaN            NaN            NaN   8.49371       0.616181        46.5773        32.3068     
  1216.12        2500.00                 NaN            NaN   8.05110        3.89119       0.919642E-005            NaN            NaN            NaN   8.42735       0.625289        46.7125        32.2926     
  1214.90        2500.00                 NaN            NaN   10.0519        1.88811       0.139538E-004            NaN            NaN            NaN   8.43844       0.624869        46.7076        32.2890     
  1213.68        2500.00                 NaN            NaN   10.0752        1.86625       0.134947E-004            NaN            NaN            NaN   8.44206       0.624377        46.7021        32.2900     
  1212.45        2500.00                 NaN            NaN   10.0964        1.84614       0.130479E-004            NaN            NaN            NaN   8.44543       0.623976        46.6973        32.2908     
  1211.23        2500.00                 NaN            NaN   10.1198        1.82436       0.128378E-004            NaN            NaN            NaN   8.44925       0.623413        46.6914        32.2917     
  1210.01        2500.00                 NaN            NaN   8.09746        3.85047       0.771287E-005            NaN            NaN            NaN   8.44430       0.623247        46.6875        32.2971     
  1208.79        2500.00                 NaN            NaN   8.10658        3.84257       0.745429E-005            NaN            NaN            NaN   8.44770       0.622825        46.6823        32.2980     
  1207.57        2500.00                 NaN            NaN   8.11569        3.83459       0.721078E-005            NaN            NaN            NaN   8.45107       0.622414        46.6774        32.2989     
  1206.35        2500.00                 NaN            NaN   8.12475        3.82670       0.697798E-005            NaN            NaN            NaN   8.45445       0.621996        46.6723        32.2998     
  1205.13        2500.00                 NaN            NaN   8.13376        3.81885       0.675381E-005            NaN            NaN            NaN   8.45783       0.621574        46.6673        32.3007     
  1203.91        2500.00                 NaN            NaN   8.14293        3.81092       0.653918E-005            NaN            NaN            NaN   8.46123       0.621155        46.6621        32.3016     
  1202.69        2500.00                 NaN            NaN   8.15199        3.80309       0.634240E-005            NaN            NaN            NaN   8.46462       0.620720        46.6570        32.3026     
  1201.47        2500.00                 NaN            NaN   8.16079        3.79545       0.614690E-005            NaN            NaN            NaN   8.46794       0.620307        46.6520        32.3035     
  1200.24        2500.00                 NaN            NaN   8.08448        3.86634       0.242359E-005            NaN            NaN            NaN   8.46932       0.621406        46.6556        32.3028     
  1199.02        2500.00                 NaN            NaN   8.09338        3.85871       0.239099E-005            NaN            NaN            NaN   8.47266       0.620970        46.6505        32.3038     
  1197.80        2500.00                 NaN            NaN   8.10214        3.85138       0.236050E-005            NaN            NaN            NaN   8.47606       0.620507        46.6451        32.3048     
  1196.58        2500.00                 NaN            NaN   3.71220       0.764266        7.53673                 NaN            NaN            NaN   8.55839       0.607933        46.5057        32.3148     
  1195.36        2500.00                 NaN            NaN   3.72659       0.770306        7.51758                 NaN            NaN            NaN   8.56165       0.607471        46.5007        32.3157     
  1194.14        2500.00                 NaN            NaN   1.13096        8.61366        2.10572                 NaN            NaN            NaN   8.45085       0.635798        46.7806        32.2824     
  1192.92        2500.00                 NaN            NaN   1.13082        2.10415        8.61624                 NaN            NaN            NaN   8.45385       0.635423        46.7763        32.2832     
  1191.70        2500.00                 NaN            NaN   8.22439        3.74062       0.225829E-005            NaN            NaN            NaN   8.50089       0.616901        46.6059        32.3113     
  1190.48        2500.00                 NaN            NaN   1.13059        8.62184        2.10054                 NaN            NaN            NaN   8.45984       0.634675        46.7676        32.2849     
  1189.26        2500.00                 NaN            NaN   1.13053        8.62389        2.09936                 NaN            NaN            NaN   8.46275       0.634309        46.7635        32.2857     
  1188.03        2500.00                 NaN            NaN   1.13062        8.62645        2.09756                 NaN            NaN            NaN   8.46583       0.633937        46.7591        32.2865     
  1186.81        2500.00                 NaN            NaN   1.13043        2.09632        8.62880                 NaN            NaN            NaN   8.46884       0.633542        46.7547        32.2874     
  1185.59        2500.00                 NaN            NaN   1.13033        2.09499        8.63113                 NaN            NaN            NaN   8.47176       0.633168        46.7504        32.2882     
  1184.37        2500.00                 NaN            NaN   8.28341        3.69005       0.209799E-005            NaN            NaN            NaN   8.52195       0.614020        46.5733        32.3172     
  1183.15        2500.00                 NaN            NaN   1.13020        2.07599        8.65499                 NaN            NaN            NaN   8.48158       0.631680        46.7347        32.2908     
  1181.93        2500.00                 NaN            NaN   3.89760       0.851692        7.27979       0.574877E-005            NaN            NaN   8.59725       0.602270        46.4453        32.3261     
  1180.71        2500.00                 NaN            NaN   3.91266       0.859860        7.25797       0.568489E-005            NaN            NaN   8.60049       0.601780        46.4402        32.3270     
  1179.49        2500.00                 NaN            NaN   3.93006       0.870247        7.23155       0.561829E-005            NaN            NaN   8.60364       0.601304        46.4352        32.3280     
  1178.27        2500.00                 NaN            NaN   3.94416       0.877662        7.21154       0.555398E-005            NaN            NaN   8.60686       0.600809        46.4300        32.3290     
  1177.05        2500.00                 NaN            NaN   3.95706       0.884928        7.19281       0.549337E-005            NaN            NaN   8.61011       0.600306        46.4248        32.3300     
  1175.82        2500.00                 NaN            NaN   3.97828       0.894833        7.16309       0.541244E-005            NaN            NaN   8.61328       0.599823        46.4198        32.3309     
  1174.60        2500.00                 NaN            NaN   3.98458       0.900179        7.15300       0.535417E-005            NaN            NaN   8.61654       0.599301        46.4145        32.3319     
  1173.38        2500.00                 NaN            NaN   3.99670       0.907236        7.13534       0.528606E-005            NaN            NaN   8.61979       0.598791        46.4092        32.3329     
  1172.16        2500.00                 NaN            NaN   4.00973       0.914067        7.11700       0.521499E-005            NaN            NaN   8.62300       0.598271        46.4040        32.3339     
  1170.94        2500.00                 NaN            NaN   4.02329       0.924427        7.09457       0.515553E-005            NaN            NaN   8.62622       0.597776        46.3988        32.3349     
  1169.72        2500.00                 NaN            NaN   3.06201        7.87887        1.10690                 NaN            NaN            NaN   8.63863       0.596457        46.3816        32.3356     
  1168.50        2500.00                 NaN            NaN   3.06734        7.86481        1.11740                 NaN            NaN            NaN   8.64196       0.595890        46.3760        32.3366     
  1167.28        2500.00                 NaN            NaN   3.07352        7.84942        1.12840                 NaN            NaN            NaN   8.64529       0.595319        46.3704        32.3376     
  1166.06        2500.00                 NaN            NaN   4.11662       0.886089        7.04640       0.493430E-005            NaN            NaN   8.63973       0.595561        46.3767        32.3388     
  1164.84        2500.00                 NaN            NaN   3.17926        7.79877        1.07627                 NaN            NaN            NaN   8.65149       0.594306        46.3604        32.3395     
  1163.61        2500.00                 NaN            NaN   3.18892        7.78346        1.08373                 NaN            NaN            NaN   8.65481       0.593731        46.3548        32.3406     
  1162.39        2500.00                 NaN            NaN   3.62999        7.68982       0.737351                 NaN            NaN            NaN   8.65786       0.593420        46.3505        32.3411     
  1161.17        2500.00                 NaN            NaN   3.09813        7.77246        1.18992                 NaN            NaN            NaN   8.66192       0.592415        46.3423        32.3429     
  1159.95        2500.00                 NaN            NaN   3.10695        7.74867        1.20674                 NaN            NaN            NaN   8.66526       0.591834        46.3366        32.3440     
  1158.73        2500.00                 NaN            NaN   3.25512        7.74540        1.06666                 NaN            NaN            NaN   8.67109       0.590801        46.3256        32.3453     
  1157.51        2500.00                 NaN            NaN   10.0391        2.07304                 NaN            NaN            NaN            NaN   8.71238       0.583939        46.2325        32.3591     
  1156.29        2500.00                 NaN            NaN  0.872761       0.554479        10.6570       0.122223E-005            NaN            NaN   8.69721       0.584462        46.2839        32.3502     
  1155.07        2500.00                 NaN            NaN   9.13881        2.94403                 NaN            NaN            NaN            NaN   8.67974       0.588593        46.2950        32.3538     
  1153.85        2500.00                 NaN            NaN   9.86542        2.23552                 NaN            NaN            NaN            NaN   8.69350       0.581541        46.2671        32.3569     
  1152.63        2500.00                 NaN            NaN   2.52794        9.54058                 NaN            NaN            NaN            NaN   8.69122       0.589801        46.3006        32.3498     
  1151.40        2500.00                 NaN            NaN   8.09733        3.99742                 NaN            NaN            NaN            NaN   8.69849       0.585010        46.2649        32.3569     
  1150.18        2500.00                 NaN            NaN   2.55293        9.53441                 NaN            NaN            NaN            NaN   8.70280       0.584964        46.2685        32.3564     
  1148.96        2500.00                 NaN            NaN   8.33500        3.67609                 NaN            NaN            NaN            NaN   8.61206       0.600855        46.4318        32.3441     
  1147.74        2500.00                 NaN            NaN   12.1171                 NaN            NaN            NaN            NaN            NaN   8.72338       0.577634        46.2195        32.3624     
  1146.52        2500.00                 NaN            NaN   2.11750        9.97608                 NaN            NaN            NaN            NaN   8.70915       0.582807        46.2568        32.3576     
  1145.30        2500.00                 NaN            NaN  0.803232        11.3024                 NaN            NaN            NaN            NaN   8.72382       0.578228        46.2329        32.3595     
  1144.08        2500.00                 NaN            NaN   3.11412        7.55388        1.41738                 NaN            NaN            NaN   8.70675       0.584544        46.2657        32.3577     
  1142.86        2500.00                 NaN            NaN   12.1286                 NaN            NaN            NaN            NaN            NaN   8.74214       0.574292        46.1877        32.3673     
  1141.64        2500.00                 NaN            NaN   2.88300        7.46257        1.74586                 NaN            NaN            NaN   8.71498       0.582870        46.2505        32.3602     
  1140.42        2500.00                 NaN            NaN  0.415046       0.726695E-001   11.6223                 NaN            NaN            NaN   8.73463       0.579730        46.2101        32.3655     
  1139.19        2500.00                 NaN            NaN   3.08085        7.51213        1.50091                 NaN            NaN            NaN   8.72008       0.581980        46.2418        32.3622     
  1137.97        2500.00                 NaN            NaN  0.446109        11.6691                 NaN            NaN            NaN            NaN   8.74325       0.578013        46.1959        32.3676     
  1136.75        2500.00                 NaN            NaN   4.13113        1.19908        6.76408                 NaN            NaN            NaN   8.71804       0.581444        46.2411        32.3652     
  1135.53        2500.00                 NaN            NaN   4.13674        1.23929        6.71617                 NaN            NaN            NaN   8.71896       0.581825        46.2414        32.3656     
  1134.31        2500.00                 NaN            NaN   2.38390        9.72700                 NaN            NaN            NaN            NaN   8.74298       0.577788        46.2007        32.3676     
  1133.09        2500.00                 NaN            NaN   2.22776        9.91197                 NaN            NaN            NaN            NaN   8.76125       0.571631        46.1516        32.3758     
  1131.87        2500.00                 NaN            NaN   4.13180        1.38545        6.57950                 NaN            NaN            NaN   8.72765       0.580257        46.2266        32.3688     
  1130.65        2500.00                 NaN            NaN   2.04835        10.0723                 NaN            NaN            NaN            NaN   8.75263       0.574264        46.1806        32.3718     
  1129.43        2500.00                 NaN            NaN   3.99172        1.52086        6.57688                 NaN            NaN            NaN   8.72847       0.581724        46.2317        32.3686     
  1128.21        2500.00                 NaN            NaN   1.57766        10.5474                 NaN            NaN            NaN            NaN   8.76580       0.574518        46.1575        32.3772     
  1126.98        2500.00                 NaN            NaN   4.00355        1.54672        6.54401                 NaN            NaN            NaN   8.73485       0.580519        46.2193        32.3711     
  1125.76        2500.00                 NaN            NaN  0.988901        11.1518                 NaN            NaN            NaN            NaN   8.78249       0.568408        46.1274        32.3810     
  1124.54        2500.00                 NaN            NaN   1.03440       0.564940        10.5465                 NaN            NaN            NaN   8.77850       0.569533        46.1225        32.3837     
  1123.32        2500.00                 NaN            NaN   4.01892        1.50619        6.57883                 NaN            NaN            NaN   8.74599       0.578013        46.1967        32.3754     
  1122.10        2500.00                 NaN            NaN   8.42678        3.62776                 NaN            NaN            NaN            NaN   8.67581       0.588764        46.3107        32.3702     
  1120.88        2500.00                 NaN            NaN   4.20233        1.45007        6.46651                 NaN            NaN            NaN   8.75838       0.573886        46.1689        32.3800     
  1119.66        2500.00                 NaN            NaN   8.85047        3.32217                 NaN            NaN            NaN            NaN   8.80313       0.561640        46.0723        32.3903     
  1118.44        2500.00                 NaN            NaN   1.48008       0.421211        10.2435                 NaN            NaN            NaN   8.79059       0.566784        46.1146        32.3832     
  1117.22        2500.00                 NaN            NaN   4.20059        1.61143        6.30820                 NaN            NaN            NaN   8.76376       0.573368        46.1600        32.3826     
  1116.00        2500.00                 NaN            NaN   4.26926        1.61234        6.24266                 NaN            NaN            NaN   8.76744       0.572396        46.1516        32.3843     
  1114.77        2500.00                 NaN            NaN   8.51449        3.55498                 NaN            NaN            NaN            NaN   8.70247       0.584894        46.2655        32.3777     
  1113.55        2500.00                 NaN            NaN   4.29562        1.69637        6.13484                 NaN            NaN            NaN   8.77237       0.571567        46.1428        32.3864     
  1112.33        2500.00                 NaN            NaN   8.41452        3.65489       0.938261E-006            NaN            NaN            NaN   8.70789       0.584918        46.2581        32.3797     
  1111.11        2500.00                 NaN            NaN   4.23388        1.76210        6.12372                 NaN            NaN            NaN   8.77248       0.573066        46.1484        32.3863     
  1109.89        2500.00                 NaN            NaN   4.34156        1.72167        6.06935                 NaN            NaN            NaN   8.78160       0.569798        46.1262        32.3898     
  1108.67        2500.00                 NaN            NaN   4.30757        1.80013        6.02590                 NaN            NaN            NaN   8.78516       0.568822        46.1223        32.3901     
  1107.45        2500.00                 NaN            NaN   4.26134        1.85013        6.01372                 NaN            NaN            NaN   8.78196       0.571275        46.1318        32.3898     
  1106.23        2500.00                 NaN            NaN   4.25143        1.87162        6.00412                 NaN            NaN            NaN   8.78465       0.570452        46.1270        32.3907     
  1105.01        2500.00                 NaN            NaN   4.26672        1.88508        5.97763                 NaN            NaN            NaN   8.78775       0.570069        46.1204        32.3924     
  1103.79        2500.00                 NaN            NaN   8.50908        3.57983                 NaN            NaN            NaN            NaN   8.72251       0.579067        46.2207        32.3888     
  1102.56        2500.00                 NaN            NaN   2.86428        6.69631        2.60096                 NaN            NaN            NaN   8.81596       0.562302        46.0623        32.3979     
  1101.34        2500.00                 NaN            NaN   4.24584        2.05420        5.82916                 NaN            NaN            NaN   8.79117       0.569565        46.1163        32.3938     
  1100.12        2500.00                 NaN            NaN   4.30324        2.07773        5.75180                 NaN            NaN            NaN   8.79644       0.568978        46.1053        32.3965     
  1098.90        2500.00                 NaN            NaN   4.33070        2.15620        5.64752                 NaN            NaN            NaN   8.79912       0.568458        46.1001        32.3979     
  1097.68        2500.00                 NaN            NaN   2.86781        6.56063        2.74224                 NaN            NaN            NaN   8.82786       0.559743        46.0389        32.4028     
  1096.46        2500.00                 NaN            NaN   2.87146        6.53574        2.76567                 NaN            NaN            NaN   8.83078       0.559122        46.0332        32.4041     
  1095.24        2500.00                 NaN            NaN   2.85144        6.49666        2.82752                 NaN            NaN            NaN   8.83413       0.558362        46.0265        32.4054     
  1094.02        2500.00                 NaN            NaN   2.87949        6.46682        2.83099                 NaN            NaN            NaN   8.83651       0.557885        46.0218        32.4065     
  1092.80        2500.00                 NaN            NaN   2.88126        6.43004        2.86834                 NaN            NaN            NaN   8.83953       0.557225        46.0158        32.4078     
  1091.58        2500.00                 NaN            NaN   2.90144        6.39555        2.88457                 NaN            NaN            NaN   8.84209       0.556696        46.0106        32.4090     
  1090.35        2500.00                 NaN            NaN   2.91674        6.35938        2.90745                 NaN            NaN            NaN   8.84477       0.556128        46.0053        32.4102     
  1089.13        2500.00                 NaN            NaN   2.93005        6.32251        2.93314                 NaN            NaN            NaN   8.84749       0.555549        45.9998        32.4115     
  1087.91        2500.00                 NaN            NaN   2.94342        6.28654        2.95781                 NaN            NaN            NaN   8.85019       0.554974        45.9944        32.4127     
  1086.69        2500.00                 NaN            NaN   2.96068        6.24969        2.97944                 NaN            NaN            NaN   8.85286       0.554407        45.9890        32.4139     
  1085.47        2500.00                 NaN            NaN   2.98157        6.21195        2.99822                 NaN            NaN            NaN   8.85541       0.553875        45.9838        32.4151     
  1084.25        2500.00                 NaN            NaN   5.22289        2.48988        4.44816                 NaN            NaN            NaN   8.83087       0.560966        46.0343        32.4129     
  1083.03        2500.00                 NaN            NaN   3.02155        6.13358        3.04054                 NaN            NaN            NaN   8.86057       0.552789        45.9734        32.4176     
  1081.81        2500.00                 NaN            NaN   3.04002        6.09616        3.06152                 NaN            NaN            NaN   8.86318       0.552235        45.9680        32.4188     
  1080.59        2500.00                 NaN            NaN   3.06535        6.05848        3.07571                 NaN            NaN            NaN   8.86564       0.551729        45.9630        32.4201     
  1079.37        2500.00                 NaN            NaN   3.08929        6.01732        3.09487                 NaN            NaN            NaN   8.86815       0.551203        45.9579        32.4213     
  1078.14        2500.00                 NaN            NaN   3.11388        5.97879        3.11073                 NaN            NaN            NaN   8.87063       0.550682        45.9528        32.4225     
  1076.92        2500.00                 NaN            NaN   3.14155        5.93816        3.12548                 NaN            NaN            NaN   8.87304       0.550191        45.9478        32.4238     
  1075.70        2500.00                 NaN            NaN   9.06565        3.14127                 NaN            NaN            NaN            NaN   8.87545       0.549700        45.9429        32.4250     
  1074.48        2500.00                 NaN            NaN   8.96849        3.23431                 NaN            NaN            NaN            NaN   8.87560       0.550592        45.9459        32.4251     
  1073.26        2500.00                 NaN            NaN   9.04041        3.17025                 NaN            NaN            NaN            NaN   8.88029       0.548698        45.9329        32.4275     
  1072.04        2500.00                 NaN            NaN   9.02755        3.18492                 NaN            NaN            NaN            NaN   8.88267       0.548206        45.9279        32.4287     
  1070.82        2500.00                 NaN            NaN   9.01551        3.19875                 NaN            NaN            NaN            NaN   8.88503       0.547728        45.9231        32.4299     
  1069.60        2500.00                 NaN            NaN   8.96620        3.24775                 NaN            NaN            NaN            NaN   8.88657       0.547799        45.9209        32.4308     
  1068.38        2500.00                 NaN            NaN   12.2791                 NaN            NaN            NaN            NaN            NaN   8.94717       0.529607        45.8042        32.4399     
  1067.16        2500.00                 NaN            NaN   12.2985                 NaN            NaN            NaN            NaN            NaN   8.96126       0.524607        45.7710        32.4447     
  1065.93        2500.00                 NaN            NaN   12.1725       0.131019                 NaN            NaN            NaN            NaN   8.96582       0.523278        45.7608        32.4466     
  1064.71        2500.00                 NaN            NaN   11.9462       0.358203                 NaN            NaN            NaN            NaN   8.96739       0.523050        45.7574        32.4478     
  1063.49        2500.00                 NaN            NaN   12.3120                 NaN            NaN            NaN            NaN            NaN   8.97490       0.520900        45.7427        32.4495     
  1062.27        2500.00                 NaN            NaN   12.0621       0.251118                 NaN            NaN            NaN            NaN   8.97662       0.520592        45.7387        32.4508     
  1061.05        2500.00                 NaN            NaN   11.5489       0.760373                 NaN            NaN            NaN            NaN   8.97394       0.521742        45.7435        32.4516     
  1059.83        2500.00                 NaN            NaN   6.12514        6.12880                 NaN            NaN            NaN            NaN   8.92864       0.534811        45.8449        32.4377     
  1058.61        2500.00                 NaN            NaN   6.36708        5.88893                 NaN            NaN            NaN            NaN   8.93072       0.534342        45.8397        32.4392     
  1057.39        2500.00                 NaN            NaN   11.4511       0.866803                 NaN            NaN            NaN            NaN   8.98377       0.519367        45.7233        32.4557     
  1056.17        2500.00                 NaN            NaN   9.30064        2.70868       0.513938E-004            NaN            NaN            NaN   8.77612       0.575161        46.2433        32.3961     
  1054.95        2500.00                 NaN            NaN   11.1003        1.21789                 NaN            NaN            NaN            NaN   8.98540       0.519357        45.7190        32.4580     
  1053.72        2500.00                 NaN            NaN   11.0280        1.29211                 NaN            NaN            NaN            NaN   8.98771       0.518872        45.7140        32.4593     
  1052.50        2500.00                 NaN            NaN   10.9595        1.36246                 NaN            NaN            NaN            NaN   8.99002       0.518387        45.7091        32.4606     
  1051.28        2500.00                 NaN            NaN   10.8957        1.42814                 NaN            NaN            NaN            NaN   8.99235       0.517893        45.7040        32.4619     
  1050.06        2500.00                 NaN            NaN   10.8347        1.49107                 NaN            NaN            NaN            NaN   8.99467       0.517399        45.6990        32.4632     
  1048.84        2500.00                 NaN            NaN   10.9246        1.40478                 NaN            NaN            NaN            NaN   8.99890       0.516341        45.6910        32.4644     
  1047.62        2500.00                 NaN            NaN   9.26286        2.94607                 NaN            NaN            NaN            NaN   8.90875       0.546050        45.8876        32.4487     
  1046.40        2500.00                 NaN            NaN   8.71190        3.52683                 NaN            NaN            NaN            NaN   8.91374       0.539062        45.8611        32.4474     
  1045.18        2500.00                 NaN            NaN   11.9766       0.305058                 NaN            NaN            NaN            NaN   8.97098       0.525526        45.7687        32.4531     
  1043.96        2500.00                 NaN            NaN   12.1394       0.146314                 NaN            NaN            NaN            NaN   8.97526       0.524375        45.7601        32.4545     
  1042.74        2500.00                 NaN            NaN   8.03396        4.25892                 NaN            NaN            NaN            NaN   8.97713       0.522326        45.7525        32.4552     
  1041.51        2500.00                 NaN            NaN   3.96950        7.31485        1.00216                 NaN            NaN            NaN   8.97453       0.524157        45.7543        32.4605     
  1040.29        2500.00                 NaN            NaN   3.57672        7.80351       0.925888                 NaN            NaN            NaN   8.99208       0.519067        45.7175        32.4652     
  1039.07        2500.00                 NaN            NaN   10.2462        2.07956                 NaN            NaN            NaN            NaN   9.00160       0.517039        45.6828        32.4728     
  1037.85        2500.00                 NaN            NaN   5.91306        6.40816                 NaN            NaN            NaN            NaN   9.00040       0.516004        45.6967        32.4656     
  1036.63        2500.00                 NaN            NaN   6.19260        6.13041                 NaN            NaN            NaN            NaN   9.00272       0.515389        45.6923        32.4665     
  1035.41        2500.00                 NaN            NaN   6.32911        5.99654                 NaN            NaN            NaN            NaN   9.00556       0.514647        45.6864        32.4677     
  1034.19        2500.00                 NaN            NaN   10.1304        2.21939                 NaN            NaN            NaN            NaN   9.02332       0.511432        45.6351        32.4804     
  1032.97        2500.00                 NaN            NaN   6.50369        5.82824                 NaN            NaN            NaN            NaN   9.01218       0.512861        45.6728        32.4703     
  1031.75        2500.00                 NaN            NaN   7.16996        5.15336                 NaN            NaN            NaN            NaN   9.00730       0.514776        45.6859        32.4687     
  1030.53        2500.00                 NaN            NaN   10.0599        2.29654                 NaN            NaN            NaN            NaN   9.03092       0.509744        45.6184        32.4845     
  1029.30        2500.00                 NaN            NaN   10.0389        2.31981                 NaN            NaN            NaN            NaN   9.03348       0.509171        45.6128        32.4859     
  1028.08        2500.00                 NaN            NaN   10.0183        2.34266                 NaN            NaN            NaN            NaN   9.03604       0.508600        45.6072        32.4873     
  1026.86        2500.00                 NaN            NaN   9.99871        2.36450                 NaN            NaN            NaN            NaN   9.03862       0.508023        45.6015        32.4887     
  1025.64        2500.00                 NaN            NaN   9.98022        2.38531                 NaN            NaN            NaN            NaN   9.04122       0.507438        45.5958        32.4900     
  1024.42        2500.00                 NaN            NaN   9.96749        2.40058                 NaN            NaN            NaN            NaN   9.04401       0.506791        45.5897        32.4915     
  1023.20        2500.00                 NaN            NaN   9.94396        2.42620                 NaN            NaN            NaN            NaN   9.04640       0.506274        45.5843        32.4928     
  1021.98        2500.00                 NaN            NaN   9.92692        2.44559                 NaN            NaN            NaN            NaN   9.04901       0.505685        45.5786        32.4942     
  1020.76        2500.00                 NaN            NaN   9.91035        2.46452                 NaN            NaN            NaN            NaN   9.05163       0.505094        45.5728        32.4956     
  1019.54        2500.00                 NaN            NaN   9.89433        2.48292                 NaN            NaN            NaN            NaN   9.05426       0.504499        45.5670        32.4970     
  1018.32        2500.00                 NaN            NaN   9.87871        2.50093                 NaN            NaN            NaN            NaN   9.05689       0.503902        45.5611        32.4984     
  1017.09        2500.00                 NaN            NaN   9.87740        2.50526                 NaN            NaN            NaN            NaN   9.06008       0.503123        45.5542        32.4999     
  1015.87        2500.00                 NaN            NaN   9.85206        2.53256                 NaN            NaN            NaN            NaN   9.06231       0.502657        45.5491        32.5013     
  1014.65        2500.00                 NaN            NaN   9.83956        2.54758                 NaN            NaN            NaN            NaN   9.06505       0.502027        45.5431        32.5027     
  1013.43        2500.00                 NaN            NaN   9.82523        2.56434                 NaN            NaN            NaN            NaN   9.06770       0.501423        45.5372        32.5041     
  1012.21        2500.00                 NaN            NaN   9.81761        2.57473                 NaN            NaN            NaN            NaN   9.07063       0.500728        45.5307        32.5056     
  1010.99        2500.00                 NaN            NaN   9.79393        2.60039                 NaN            NaN            NaN            NaN   9.07286       0.500260        45.5256        32.5070     
  1009.77        2500.00                 NaN            NaN   9.22910        3.10219                 NaN            NaN            NaN            NaN   9.01475       0.517694        45.6407        32.4955     
  1008.55        2500.00                 NaN            NaN   10.0333        2.37525                 NaN            NaN            NaN            NaN   9.08715       0.496101        45.4976        32.5106     
  1007.33        2500.00                 NaN            NaN   9.96239        2.45037                 NaN            NaN            NaN            NaN   9.09008       0.495378        45.4890        32.5128     
  1006.11        2500.00                 NaN            NaN   9.23923        3.09934                 NaN            NaN            NaN            NaN   9.02716       0.514911        45.6196        32.4998     
  1004.88        2500.00                 NaN            NaN   9.29833        3.03920                 NaN            NaN            NaN            NaN   9.03072       0.514110        45.6184        32.4992     
