|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1275.69        500.000                 NaN   99.2067                 NaN  0.885963E-001            NaN  0.458567                 NaN            NaN  0.206859       0.392302E-001            NaN            NaN
  1274.27        500.000                 NaN   99.2099                 NaN  0.111386                 NaN  0.432548                 NaN            NaN  0.208226       0.379093E-001            NaN            NaN
  1272.86        500.000                 NaN   99.2227                 NaN  0.100771                 NaN  0.435408                 NaN            NaN  0.203477       0.376085E-001            NaN            NaN
  1271.45        500.000                 NaN   99.2332                 NaN  0.960791E-001            NaN  0.433375                 NaN            NaN  0.200616       0.366835E-001            NaN            NaN
  1270.03        500.000                 NaN   99.2427                 NaN  0.957162E-001            NaN  0.428019                 NaN            NaN  0.197683       0.359181E-001            NaN            NaN
  1268.62        500.000                 NaN   99.2518                 NaN  0.945270E-001            NaN  0.423193                 NaN            NaN  0.195210       0.352578E-001            NaN            NaN
  1267.21        500.000                 NaN   99.2119                 NaN  0.928946E-001            NaN  0.431598                 NaN            NaN  0.197849       0.359167E-001  0.298048E-001            NaN
  1265.79        500.000                 NaN   94.2312                 NaN  0.208965                 NaN   1.59353                 NaN            NaN  0.731594       0.180511        3.05423                 NaN
  1264.38        500.000                 NaN   94.5711                 NaN  0.182251                 NaN   1.52397                 NaN            NaN  0.690115       0.167714        2.86485                 NaN
  1262.96        500.000                 NaN   94.8672                 NaN  0.162676                 NaN   1.45938                 NaN            NaN  0.653615       0.156676        2.70042                 NaN
  1261.55        500.000                 NaN   95.1358                 NaN  0.147690                 NaN   1.39707                 NaN            NaN  0.620365       0.146831        2.55221                 NaN
  1260.14        500.000                 NaN   95.3795                 NaN  0.131401                 NaN   1.34309                 NaN            NaN  0.589991       0.137734        2.41831                 NaN
  1258.72        500.000                 NaN   95.5972                 NaN  0.122673                 NaN   1.28825                 NaN            NaN  0.562558       0.129886        2.29942                 NaN
  1257.31        500.000                 NaN   95.8021                 NaN  0.109433                 NaN   1.24135                 NaN            NaN  0.536779       0.122248        2.18807                 NaN
  1255.89        500.000                 NaN   95.9828                 NaN  0.104710                 NaN   1.19286                 NaN            NaN  0.513551       0.115811        2.09023                 NaN
  1254.48        500.000                 NaN   96.1459                 NaN  0.953036E-001            NaN   1.15318                 NaN            NaN  0.492885       0.109730        2.00304                 NaN
  1253.07        500.000                 NaN   96.3237                 NaN  0.827923E-001            NaN   1.11446                 NaN            NaN  0.469811       0.103058        1.90617                 NaN
  1251.65        500.000                 NaN   96.4589                 NaN  0.763740E-001            NaN   1.07991                 NaN            NaN  0.452408       0.980003E-001   1.83444                 NaN
  1250.24        500.000                 NaN   96.5943                 NaN  0.688183E-001            NaN   1.04748                 NaN            NaN  0.434613       0.929088E-001   1.76187                 NaN
  1248.83        500.000                 NaN   96.7262                 NaN  0.674656E-001            NaN   1.00709                 NaN            NaN  0.417429       0.883731E-001   1.69342                 NaN
  1247.41        500.000                 NaN   96.8373                 NaN  0.551915E-001            NaN  0.988400                 NaN            NaN  0.402484       0.837741E-001   1.63286                 NaN
  1246.00        500.000                 NaN   96.9513                 NaN  0.531890E-001            NaN  0.955562                 NaN            NaN  0.387330       0.796933E-001   1.57294                 NaN
  1244.58        500.000                 NaN   97.0571                 NaN  0.550908E-001            NaN  0.919040                 NaN            NaN  0.373199       0.762096E-001   1.51938                 NaN
  1243.17        500.000                 NaN   97.1531                 NaN  0.401441E-001            NaN  0.908166                 NaN            NaN  0.360278       0.719161E-001   1.46642                 NaN
  1241.76        500.000                 NaN   97.2475                 NaN  0.359640E-001            NaN  0.882771                 NaN            NaN  0.347552       0.684595E-001   1.41771                 NaN
  1240.34        500.000                 NaN   97.3352                 NaN  0.293955E-001            NaN  0.862905                 NaN            NaN  0.335662       0.650051E-001   1.37188                 NaN
  1238.93        500.000                 NaN   97.4180                 NaN  0.231587E-001            NaN  0.844352                 NaN            NaN  0.324380       0.617804E-001   1.32830                 NaN
  1237.52        500.000                 NaN   97.4883                 NaN  0.215859E-001            NaN  0.824375                 NaN            NaN  0.314724       0.590889E-001   1.29197                 NaN
  1236.10        500.000                 NaN   97.5788                 NaN  0.649425E-002            NaN  0.813236                 NaN            NaN  0.302268       0.553639E-001   1.24379                 NaN
  1234.69        500.000                 NaN   97.6402                 NaN  0.798473E-002            NaN  0.792245                 NaN            NaN  0.293727       0.531942E-001   1.21270                 NaN
  1233.27        500.000                 NaN   97.7110                 NaN  0.893572E-002            NaN  0.769661                 NaN            NaN  0.285372       0.499627E-001   1.17503                 NaN
  1231.86        500.000                 NaN   97.7758                 NaN  0.382024E-005            NaN  0.758731                 NaN            NaN  0.275269       0.479356E-001   1.14231                 NaN
  1230.45        500.000                 NaN   97.8421                 NaN  0.390429E-002            NaN  0.732809                 NaN            NaN  0.268594       0.447620E-001   1.10785                 NaN
  1229.03        500.000                 NaN   97.9008                 NaN  0.439658E-005            NaN  0.718642                 NaN            NaN  0.258906       0.431415E-001   1.07846                 NaN
  1227.62        500.000                 NaN   97.9635                 NaN            NaN            NaN  0.696946                 NaN            NaN  0.249839       0.413669E-001   1.04835                 NaN
  1226.21        500.000                 NaN   98.0191                 NaN            NaN            NaN  0.678832                 NaN            NaN  0.241945       0.395189E-001   1.02057                 NaN
  1224.79        500.000                 NaN   98.0784                 NaN  0.307951E-005            NaN  0.658376                 NaN            NaN  0.234157       0.375784E-001  0.991455                 NaN
  1223.38        500.000                 NaN   98.1340                 NaN            NaN            NaN  0.639229                 NaN            NaN  0.226785       0.357164E-001  0.964240                 NaN
  1221.96        500.000                 NaN   98.1834                 NaN            NaN            NaN  0.623044                 NaN            NaN  0.219785       0.341253E-001  0.939671                 NaN
  1220.55        500.000                 NaN   98.2335                 NaN            NaN            NaN  0.605621                 NaN            NaN  0.212567       0.326547E-001  0.915684                 NaN
  1219.14        500.000                 NaN   98.2836                 NaN  0.148956E-005            NaN  0.588175                 NaN            NaN  0.206237       0.310237E-001  0.890989                 NaN
  1217.72        500.000                 NaN   89.1619                 NaN            NaN            NaN   1.96149                 NaN            NaN  0.954348       0.941524E-001   4.16814        3.65994     
  1216.31        500.000                 NaN   67.8213                 NaN            NaN            NaN   5.28949                 NaN            NaN   2.71757       0.228029        11.7523        12.1913     
  1214.90        500.000                 NaN   64.2497                 NaN  0.652738E-001            NaN   5.80822                 NaN            NaN   3.02096       0.245098        13.0037        13.6071     
  1213.48        500.000                 NaN   81.2993                 NaN            NaN            NaN   3.15512                 NaN            NaN   1.58562       0.124920        6.82131        7.01374     
  1212.07        500.000                 NaN   81.8480                 NaN            NaN            NaN   2.98986                 NaN            NaN   1.53720       0.121552        6.63313        6.87029     
  1210.65        500.000                 NaN   78.6708                 NaN  0.609449                 NaN   2.62108                 NaN            NaN   1.78722       0.174141        7.96156        8.17573     
  1209.24        500.000                 NaN   83.6337                 NaN  0.170735                 NaN   1.32487       0.955142                 NaN   1.35928       0.113403        5.93591        6.50699     
  1207.83        500.000                 NaN   31.1422                 NaN            NaN            NaN   7.46922        3.68782                 NaN   5.82601       0.380299        24.7021        26.7924     
  1206.41        500.000                 NaN   51.7922        47.1077       0.128106                 NaN            NaN            NaN            NaN            NaN  0.633804E-002  0.808902       0.156753     
  1205.00        500.000                 NaN   49.3321        50.2884       0.798407E-001            NaN  0.131336                 NaN            NaN  0.154794       0.135037E-001            NaN            NaN
  1203.58        500.000                 NaN   99.7541                 NaN            NaN            NaN  0.159688       0.411946E-001            NaN  0.418507E-001  0.311880E-002            NaN            NaN
  1202.17        500.000                 NaN   99.7254                 NaN  0.395114E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.274640                 NaN
  1200.76        500.000                 NaN   99.4406                 NaN            NaN            NaN  0.377878       0.656216E-001            NaN  0.109221       0.663362E-002            NaN            NaN
  1199.34        500.000                 NaN   99.6027                 NaN            NaN            NaN  0.495689E-001  0.177228                 NaN  0.581368E-001  0.314859E-002            NaN  0.109222     
  1197.93        500.000                 NaN   98.0981                 NaN            NaN            NaN  0.152612                 NaN            NaN            NaN  0.130957E-001   1.73624                 NaN
  1196.52        500.000                 NaN   98.7235                 NaN  0.515624E-001            NaN  0.300516                 NaN            NaN  0.133067       0.869398E-002  0.782624                 NaN
  1195.10        500.000                 NaN   95.1275                 NaN            NaN            NaN  0.295792       0.501151                 NaN  0.386212       0.263850E-001   2.01943        1.64351     
  1193.69        500.000                 NaN   90.9135                 NaN            NaN            NaN  0.280969        1.06163                 NaN  0.729521       0.517371E-001   3.51459        3.44806     
  1192.27        500.000                 NaN   89.3100                 NaN            NaN            NaN  0.458372        1.05844                 NaN  0.848950       0.608557E-001   4.13669        4.12670     
  1190.86        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173982E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1189.45        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173979E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1188.03        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173973E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1186.62        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173969E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1185.21        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173970E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1183.79        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173969E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1182.38        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173975E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1180.96        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173975E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1179.55        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173983E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1178.14        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173992E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1176.72        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.173998E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1175.31        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.174013E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1173.90        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.174025E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1172.48        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.174042E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1171.07        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.174057E-001   9.98803                 NaN   7.29038       0.668561        41.0279        39.7152     
  1169.65        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412703E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1168.24        500.000                 NaN            NaN            NaN   1.29257                 NaN  0.174103E-001   9.98802                 NaN   7.29038       0.668561        41.0279        39.7152     
  1166.83        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412702E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1165.41        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412704E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1164.00        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412702E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1162.59        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412704E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1161.17        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412702E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1159.76        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412703E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1158.34        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412701E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1156.93        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412703E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1155.52        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412703E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1154.10        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412700E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1152.69        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412703E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1151.27        500.000                 NaN            NaN            NaN   1.28987                 NaN  0.412704E-001   9.96814                 NaN   7.29061       0.668386        41.0273        39.7144     
  1149.86        500.000                 NaN            NaN            NaN   1.29099                 NaN  0.313235E-001   9.97643                 NaN   7.29051       0.668459        41.0276        39.7147     
  1148.45        500.000                 NaN            NaN            NaN   1.29099                 NaN  0.313328E-001   9.97642                 NaN   7.29051       0.668459        41.0276        39.7147     
  1147.03        500.000                 NaN            NaN            NaN            NaN            NaN  0.813502E-001   11.9110                 NaN   7.47744       0.551636        40.5950        39.3835     
  1145.62        500.000                 NaN            NaN            NaN            NaN            NaN  0.640461        11.3538                 NaN   7.47905       0.550862        40.5919        39.3839     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN  0.893730        11.1028                 NaN   7.48114       0.549946        40.5882        39.3843     
  1142.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.15955        10.8392                 NaN   7.48326       0.549005        40.5844        39.3846     
  1141.38        500.000                 NaN            NaN            NaN            NaN            NaN   1.44245        10.5585                 NaN   7.48532       0.548095        40.5806        39.3850     
  1139.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.72786        10.2753                 NaN   7.48740       0.547169        40.5769        39.3854     
  1138.55        500.000                 NaN            NaN            NaN            NaN            NaN   5.53560        6.42050       0.176506E-003   7.45076       0.563496        40.6508        39.3786     
  1137.14        500.000                 NaN            NaN            NaN            NaN            NaN   5.48669        6.47161       0.160766E-003   7.45301       0.562594        40.6470        39.3790     
  1135.72        500.000                 NaN            NaN            NaN            NaN            NaN   5.43531        6.52473       0.166548E-003   7.45509       0.561779        40.6438        39.3792     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   5.04291        6.92457       0.132041E-003   7.46220       0.558857        40.6308        39.3805     
  1132.90        500.000                 NaN            NaN            NaN            NaN            NaN   4.98863        6.98098       0.126107E-003   7.46440       0.557898        40.6272        39.3807     
  1131.48        500.000                 NaN            NaN            NaN            NaN            NaN   4.93456        7.03736       0.121810E-003   7.46679       0.556910        40.6232        39.3811     
  1130.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.87828        7.09588       0.118862E-003   7.46914       0.555935        40.6193        39.3814     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   4.81821        7.15843                 NaN   7.47159       0.554914        40.6152        39.3817     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   4.75485        7.22445                 NaN   7.47419       0.553779        40.6107        39.3820     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   4.69208        7.28957                 NaN   7.47659       0.552784        40.6066        39.3823     
  1124.41        500.000                 NaN            NaN            NaN            NaN            NaN   12.0491                 NaN            NaN   7.52606       0.528228        40.5044        39.3922     
  1123.00        500.000                 NaN            NaN            NaN            NaN            NaN   6.33061        5.70895                 NaN   7.51825       0.532404        40.5180        39.3918     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.11331        7.88448                 NaN   7.48958       0.546660        40.5815        39.3844     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   4.33884        7.65637                 NaN   7.48804       0.547440        40.5853        39.3840     
  1118.76        500.000                 NaN            NaN            NaN            NaN            NaN   7.46168        4.53181                 NaN   7.48722       0.547973        40.5876        39.3837     
  1117.34        500.000                 NaN            NaN            NaN            NaN            NaN   4.44948        7.54704                 NaN   7.49004       0.546717        40.5825        39.3842     
  1115.93        500.000                 NaN            NaN            NaN            NaN            NaN   7.94931        4.05602                 NaN   7.49812       0.543208        40.5677        39.3856     
  1114.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.95315        8.05572                 NaN   7.50130       0.541755        40.5619        39.3862     
  1113.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.97079        9.05700                 NaN   7.51654       0.534501        40.5322        39.3890     
  1111.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.26921        8.75549                 NaN   7.51486       0.535508        40.5363        39.3886     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.34400        8.68134                 NaN   7.51588       0.535140        40.5350        39.3887     
  1108.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.02202        9.01139                 NaN   7.52287       0.531968        40.5217        39.3900     
  1107.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.97883        9.05549                 NaN   7.52450       0.531261        40.5198        39.3901     
  1106.03        500.000                 NaN            NaN            NaN            NaN            NaN   2.68224        9.35987                 NaN   7.53109       0.528207        40.5072        39.3914     
  1104.62        500.000                 NaN            NaN            NaN            NaN            NaN   2.53884        9.50799                 NaN   7.53503       0.526316        40.4998        39.3921     
  1103.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.25212        9.80242                 NaN   7.54141       0.523309        40.4874        39.3933     
  1101.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.08784        9.97196                 NaN   7.54565       0.521230        40.4793        39.3940     
  1100.38        500.000                 NaN            NaN            NaN            NaN            NaN   9.86067        2.22687                 NaN   7.56427       0.511674        40.4379        39.3987     
  1098.96        500.000                 NaN            NaN            NaN            NaN            NaN   10.1715        1.91998                 NaN   7.56772       0.510006        40.4316        39.3992     
  1097.55        500.000                 NaN            NaN            NaN            NaN            NaN   10.5172        1.57851                 NaN   7.57133       0.508228        40.4250        39.3997     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.09610        10.9912                 NaN   7.56678       0.510593        40.4373        39.3980     
  1094.72        500.000                 NaN            NaN            NaN            NaN            NaN  0.536647        11.5637                 NaN   7.57646       0.505732        40.4175        39.4000     
  1093.31        500.000                 NaN            NaN            NaN            NaN            NaN  0.146343        11.9632                 NaN   7.58286       0.502311        40.4041        39.4012     
  1091.90        500.000                 NaN            NaN            NaN  0.115706                 NaN   11.9428                 NaN            NaN   7.57302       0.509106        40.4266        39.4327     
  1090.48        500.000                 NaN            NaN            NaN  0.374239                 NaN   11.5603                 NaN            NaN   7.54370       0.528139        40.4919        39.5017     
  1089.07        500.000                 NaN            NaN            NaN  0.737825                 NaN   11.0200                 NaN            NaN   7.49986       0.556285        40.5872        39.5988     
  1087.65        500.000                 NaN            NaN            NaN   1.23716                 NaN   10.2697                 NaN            NaN   7.43464       0.597840        40.7297        39.7310     
  1086.24        500.000                 NaN            NaN            NaN   1.44422                 NaN   9.95827                 NaN            NaN   7.40758       0.615241        40.7886        39.7861     
  1084.83        500.000                 NaN            NaN            NaN   2.41135                 NaN   8.40185       0.378677E-004            NaN   7.22242       0.729031        41.2090        40.0263     
  1083.41        500.000                 NaN            NaN            NaN   2.41135                 NaN   8.40187       0.746971E-005            NaN   7.22242       0.729032        41.2090        40.0263     
  1082.00        500.000                 NaN            NaN            NaN   2.41135                 NaN   8.40188                 NaN            NaN   7.22242       0.729031        41.2090        40.0263     
  1080.59        500.000                 NaN            NaN            NaN   2.41135                 NaN   8.40188                 NaN            NaN   7.22242       0.729031        41.2090        40.0263     
  1079.17        500.000                 NaN            NaN            NaN   2.41135                 NaN   8.40187       0.693948E-005            NaN   7.22242       0.729032        41.2090        40.0263     
  1077.76        500.000                 NaN            NaN            NaN   2.41135                 NaN   8.40188                 NaN            NaN   7.22242       0.729032        41.2090        40.0263     
  1076.34        500.000                 NaN            NaN            NaN   2.41135                 NaN   8.40188                 NaN            NaN   7.22242       0.729032        41.2090        40.0263     
  1074.93        500.000                 NaN            NaN            NaN   2.59608                 NaN   8.13287                 NaN            NaN   7.20846       0.741859        41.2418        40.0790     
  1073.52        500.000                 NaN            NaN            NaN   2.59608                 NaN   8.13287                 NaN            NaN   7.20846       0.741859        41.2418        40.0790     
  1072.10        500.000                 NaN            NaN            NaN   2.59607                 NaN   8.13290                 NaN            NaN   7.20846       0.741856        41.2417        40.0790     
  1070.69        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1069.28        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1067.86        500.000                 NaN            NaN            NaN   2.28520                 NaN   8.70055                 NaN            NaN   7.30504       0.683616        41.0127        40.0129     
  1066.45        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1065.03        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1063.62        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1062.21        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1060.79        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1059.38        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1057.97        500.000                 NaN            NaN            NaN   2.71810                 NaN   7.96754                 NaN            NaN   7.20684       0.744870        41.2481        40.1146     
  1056.55        500.000                 NaN            NaN            NaN   2.84082                 NaN   7.79310                 NaN            NaN   7.19826       0.752878        41.2635        40.1514     
  1055.14        500.000                 NaN            NaN            NaN   2.84082                 NaN   7.79310                 NaN            NaN   7.19826       0.752878        41.2635        40.1514     
  1053.72        500.000                 NaN            NaN            NaN   2.84082                 NaN   7.79310                 NaN            NaN   7.19826       0.752878        41.2635        40.1514     
  1052.31        500.000                 NaN            NaN            NaN   2.84082                 NaN   7.79310                 NaN            NaN   7.19826       0.752878        41.2635        40.1514     
  1050.90        500.000                 NaN            NaN            NaN   2.88298                 NaN   7.73538                 NaN            NaN   7.19697       0.754590        41.2659        40.1642     
  1049.48        500.000                 NaN            NaN            NaN   2.88298                 NaN   7.73538                 NaN            NaN   7.19697       0.754590        41.2659        40.1642     
  1048.07        500.000                 NaN            NaN            NaN   2.88298                 NaN   7.73538                 NaN            NaN   7.19697       0.754590        41.2659        40.1642     
  1046.65        500.000                 NaN            NaN            NaN   2.92294                 NaN   7.68106                 NaN            NaN   7.19597       0.756121        41.2675        40.1764     
  1045.24        500.000                 NaN            NaN            NaN   2.92294                 NaN   7.68106                 NaN            NaN   7.19597       0.756121        41.2675        40.1764     
  1043.83        500.000                 NaN            NaN            NaN   2.92294                 NaN   7.68106                 NaN            NaN   7.19597       0.756121        41.2675        40.1764     
  1042.41        500.000                 NaN            NaN            NaN   2.92294                 NaN   7.68106                 NaN            NaN   7.19597       0.756121        41.2675        40.1764     
  1041.00        500.000                 NaN            NaN            NaN   2.92294                 NaN   7.68106                 NaN            NaN   7.19597       0.756121        41.2675        40.1764     
  1039.59        500.000                 NaN            NaN            NaN   2.92294                 NaN   7.68106                 NaN            NaN   7.19597       0.756121        41.2675        40.1764     
  1038.17        500.000                 NaN            NaN            NaN   3.02385                 NaN   7.54794                 NaN            NaN   7.19505       0.757601        41.2690        40.2066     
  1036.76        500.000                 NaN            NaN            NaN   3.02385                 NaN   7.54794                 NaN            NaN   7.19505       0.757601        41.2690        40.2066     
  1035.34        500.000                 NaN            NaN            NaN   3.02385                 NaN   7.54794                 NaN            NaN   7.19505       0.757601        41.2690        40.2066     
  1033.93        500.000                 NaN            NaN            NaN   3.02385                 NaN   7.54794                 NaN            NaN   7.19505       0.757601        41.2690        40.2066     
  1032.52        500.000                 NaN            NaN            NaN   3.02385                 NaN   7.54794                 NaN            NaN   7.19505       0.757601        41.2690        40.2066     
  1031.10        500.000                 NaN            NaN            NaN   3.02385                 NaN   7.54794                 NaN            NaN   7.19505       0.757601        41.2690        40.2066     
  1029.69        500.000                 NaN            NaN            NaN   3.02385                 NaN   7.54794                 NaN            NaN   7.19505       0.757601        41.2690        40.2066     
  1028.28        500.000                 NaN            NaN            NaN   3.06041                 NaN   7.49873                 NaN            NaN   7.19442       0.758904        41.2696        40.2179     
  1026.86        500.000                 NaN            NaN            NaN   3.06040                 NaN   7.49874                 NaN            NaN   7.19443       0.758902        41.2696        40.2179     
  1025.45        500.000                 NaN            NaN            NaN   3.06040                 NaN   7.49874                 NaN            NaN   7.19443       0.758902        41.2696        40.2179     
  1024.03        500.000                 NaN            NaN            NaN   3.09502                 NaN   7.45255                 NaN            NaN   7.19409       0.760033        41.2695        40.2288     
  1022.62        500.000                 NaN            NaN            NaN   3.09502                 NaN   7.45255                 NaN            NaN   7.19409       0.760033        41.2695        40.2288     
  1021.21        500.000                 NaN            NaN            NaN   3.09502                 NaN   7.45255                 NaN            NaN   7.19409       0.760033        41.2695        40.2288     
  1019.79        500.000                 NaN            NaN            NaN   3.12839                 NaN   7.40830                 NaN            NaN   7.19391       0.761062        41.2689        40.2394     
  1018.38        500.000                 NaN            NaN            NaN   3.12840                 NaN   7.40828                 NaN            NaN   7.19391       0.761064        41.2690        40.2394     
  1016.97        500.000                 NaN            NaN            NaN   3.12840                 NaN   7.40828                 NaN            NaN   7.19391       0.761064        41.2690        40.2394     
  1015.55        500.000                 NaN            NaN            NaN   3.12840                 NaN   7.40828                 NaN            NaN   7.19391       0.761064        41.2690        40.2394     
  1014.14        500.000                 NaN            NaN            NaN   3.16063                 NaN   7.36581                 NaN            NaN   7.19392       0.761997        41.2680        40.2497     
  1012.72        500.000                 NaN            NaN            NaN   3.16063                 NaN   7.36582                 NaN            NaN   7.19392       0.761997        41.2680        40.2497     
  1011.31        500.000                 NaN            NaN            NaN   3.16063                 NaN   7.36582                 NaN            NaN   7.19392       0.761997        41.2680        40.2497     
  1009.90        500.000                 NaN            NaN            NaN   3.16063                 NaN   7.36582                 NaN            NaN   7.19392       0.761997        41.2680        40.2497     
  1008.48        500.000                 NaN            NaN            NaN   3.16063                 NaN   7.36582                 NaN            NaN   7.19392       0.761997        41.2680        40.2497     
  1007.07        500.000                 NaN            NaN            NaN   3.16063                 NaN   7.36582                 NaN            NaN   7.19392       0.761997        41.2680        40.2497     
  1005.66        500.000                 NaN            NaN            NaN   3.16063                 NaN   7.36582                 NaN            NaN   7.19392       0.761997        41.2680        40.2497     
  1004.24        500.000                 NaN            NaN            NaN   3.25007                 NaN   7.24993                 NaN            NaN   7.19509       0.764125        41.2619        40.2789     
  1002.83        500.000                 NaN            NaN            NaN   3.25007                 NaN   7.24993                 NaN            NaN   7.19509       0.764125        41.2619        40.2789     
  1001.41        500.000                 NaN            NaN            NaN   3.25007                 NaN   7.24993                 NaN            NaN   7.19509       0.764125        41.2619        40.2789     
  1000.00        500.000                 NaN            NaN            NaN   3.25007                 NaN   7.24993                 NaN            NaN   7.19509       0.764125        41.2619        40.2789     
