|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1277.10        500.000                 NaN   99.3765                 NaN  0.643665E-001            NaN  0.334069                 NaN            NaN  0.202892       0.222105E-001            NaN            NaN
  1275.69        500.000                 NaN   99.3872                 NaN  0.556819E-001            NaN  0.337422                 NaN            NaN  0.197813       0.218884E-001            NaN            NaN
  1274.27        500.000                 NaN   99.3922                 NaN  0.698818E-001            NaN  0.317885                 NaN            NaN  0.198877       0.211253E-001            NaN            NaN
  1272.86        500.000                 NaN   99.4023                 NaN  0.630936E-001            NaN  0.319534                 NaN            NaN  0.194101       0.209314E-001            NaN            NaN
  1271.45        500.000                 NaN   99.4109                 NaN  0.600592E-001            NaN  0.317477                 NaN            NaN  0.191139       0.203913E-001            NaN            NaN
  1270.03        500.000                 NaN   99.4191                 NaN  0.597162E-001            NaN  0.313154                 NaN            NaN  0.188118       0.199414E-001            NaN            NaN
  1268.62        500.000                 NaN   99.4269                 NaN  0.588714E-001            NaN  0.309156                 NaN            NaN  0.185542       0.195510E-001            NaN            NaN
  1267.21        500.000                 NaN   99.3893                 NaN  0.577537E-001            NaN  0.314793                 NaN            NaN  0.187833       0.198930E-001  0.304488E-001            NaN
  1265.79        500.000                 NaN   94.7820                 NaN  0.130028                 NaN   1.16345                 NaN            NaN  0.696295       0.100227        3.12799                 NaN
  1264.38        500.000                 NaN   95.1007                 NaN  0.113046                 NaN   1.10890                 NaN            NaN  0.655638       0.929523E-001   2.92873                 NaN
  1262.96        500.000                 NaN   95.3786                 NaN  0.100576                 NaN   1.05853                 NaN            NaN  0.619859       0.866792E-001   2.75571                 NaN
  1261.55        500.000                 NaN   95.6305                 NaN  0.910243E-001            NaN   1.01025                 NaN            NaN  0.587286       0.810873E-001   2.59984                 NaN
  1260.14        500.000                 NaN   95.8585                 NaN  0.807420E-001            NaN  0.968228                 NaN            NaN  0.557549       0.759284E-001   2.45907                 NaN
  1258.72        500.000                 NaN   96.0625                 NaN  0.751529E-001            NaN  0.926065                 NaN            NaN  0.530694       0.714751E-001   2.33406                 NaN
  1257.31        500.000                 NaN   96.2537                 NaN  0.668547E-001            NaN  0.889706                 NaN            NaN  0.505489       0.671528E-001   2.21712                 NaN
  1255.89        500.000                 NaN   96.4229                 NaN  0.637857E-001            NaN  0.852709                 NaN            NaN  0.482775       0.635053E-001   2.11428                 NaN
  1254.48        500.000                 NaN   96.5749                 NaN  0.578987E-001            NaN  0.822004                 NaN            NaN  0.462544       0.600655E-001   2.02256                 NaN
  1253.07        500.000                 NaN   96.7399                 NaN  0.501512E-001            NaN  0.792104                 NaN            NaN  0.440123       0.563140E-001   1.92137                 NaN
  1251.65        500.000                 NaN   96.8659                 NaN  0.461421E-001            NaN  0.765496                 NaN            NaN  0.423098       0.534580E-001   1.84589                 NaN
  1250.24        500.000                 NaN   96.9918                 NaN  0.414721E-001            NaN  0.740537                 NaN            NaN  0.405762       0.505933E-001   1.76982                 NaN
  1248.83        500.000                 NaN   97.1140                 NaN  0.405574E-001            NaN  0.710254                 NaN            NaN  0.389054       0.480405E-001   1.69814                 NaN
  1247.41        500.000                 NaN   97.2172                 NaN  0.330925E-001            NaN  0.695124                 NaN            NaN  0.374496       0.454631E-001   1.63465                 NaN
  1246.00        500.000                 NaN   97.3228                 NaN  0.318131E-001            NaN  0.670422                 NaN            NaN  0.359790       0.431750E-001   1.57200                 NaN
  1244.58        500.000                 NaN   97.4204                 NaN  0.328708E-001            NaN  0.643485                 NaN            NaN  0.346082       0.412177E-001   1.51592                 NaN
  1243.17        500.000                 NaN   97.5092                 NaN  0.238968E-001            NaN  0.633909                 NaN            NaN  0.333548       0.388305E-001   1.46063                 NaN
  1241.76        500.000                 NaN   97.5961                 NaN  0.213594E-001            NaN  0.614676                 NaN            NaN  0.321236       0.369026E-001   1.40977                 NaN
  1240.34        500.000                 NaN   97.6766                 NaN  0.174182E-001            NaN  0.599330                 NaN            NaN  0.309741       0.349827E-001   1.36196                 NaN
  1238.93        500.000                 NaN   97.7528                 NaN  0.136926E-001            NaN  0.584975                 NaN            NaN  0.298846       0.331929E-001   1.31654                 NaN
  1237.52        500.000                 NaN   97.8178                 NaN  0.127341E-001            NaN  0.569807                 NaN            NaN  0.289486       0.316955E-001   1.27847                 NaN
  1236.10        500.000                 NaN   97.8996                 NaN  0.382330E-002            NaN  0.560531                 NaN            NaN  0.277583       0.296492E-001   1.22881                 NaN
  1234.69        500.000                 NaN   97.9564                 NaN  0.469035E-002            NaN  0.544951                 NaN            NaN  0.269318       0.284422E-001   1.19620                 NaN
  1233.27        500.000                 NaN   98.0217                 NaN  0.523809E-002            NaN  0.527960                 NaN            NaN  0.261246       0.266719E-001   1.15721                 NaN
  1231.86        500.000                 NaN   98.0802                 NaN  0.223490E-005            NaN  0.519464                 NaN            NaN  0.251605       0.255495E-001   1.12322                 NaN
  1230.45        500.000                 NaN   98.1410                 NaN  0.227971E-002            NaN  0.500104                 NaN            NaN  0.245124       0.238205E-001   1.08763                 NaN
  1229.03        500.000                 NaN   98.1942                 NaN  0.256188E-005            NaN  0.489791                 NaN            NaN  0.235920       0.229225E-001   1.05715                 NaN
  1227.62        500.000                 NaN   98.2505                 NaN            NaN            NaN  0.474187                 NaN            NaN  0.227312       0.219458E-001   1.02606                 NaN
  1226.21        500.000                 NaN   98.3009                 NaN            NaN            NaN  0.460977                 NaN            NaN  0.219799       0.209336E-001  0.997359                 NaN
  1224.79        500.000                 NaN   98.3541                 NaN  0.178448E-005            NaN  0.446204                 NaN            NaN  0.212408       0.198756E-001  0.967451                 NaN
  1223.38        500.000                 NaN   98.4039                 NaN            NaN            NaN  0.432321                 NaN            NaN  0.205418       0.188627E-001  0.939499                 NaN
  1221.96        500.000                 NaN   98.4484                 NaN            NaN            NaN  0.420626                 NaN            NaN  0.198789       0.179960E-001  0.914224                 NaN
  1220.55        500.000                 NaN   98.4930                 NaN            NaN            NaN  0.408195                 NaN            NaN  0.191984       0.171954E-001  0.889593                 NaN
  1219.14        500.000                 NaN   98.5377                 NaN  0.857059E-006            NaN  0.395636                 NaN            NaN  0.186003       0.163131E-001  0.864365                 NaN
  1217.72        500.000                 NaN   90.1191                 NaN            NaN            NaN   1.33015                 NaN            NaN  0.866882       0.498614E-001   4.07263        3.56134     
  1216.31        500.000                 NaN   69.9061                 NaN            NaN            NaN   3.65484                 NaN            NaN   2.51628       0.123095        11.7068        12.0929     
  1214.90        500.000                 NaN   66.4617                 NaN  0.385915E-001            NaN   4.03343                 NaN            NaN   2.80520       0.132685        12.9922        13.5362     
  1213.48        500.000                 NaN   82.7661                 NaN            NaN            NaN   2.15401                 NaN            NaN   1.44798       0.665044E-001   6.70359        6.86180     
  1212.07        500.000                 NaN   83.2716                 NaN            NaN            NaN   2.03698                 NaN            NaN   1.40199       0.646287E-001   6.51161        6.71320     
  1210.65        500.000                 NaN   80.2727                 NaN  0.354419                 NaN   1.81058                 NaN            NaN   1.63314       0.927654E-001   7.83211        8.00431     
  1209.24        500.000                 NaN   84.9014                 NaN  0.988670E-001            NaN  0.899537       0.656722                 NaN   1.23561       0.600937E-001   5.81028        6.33747     
  1207.83        500.000                 NaN   33.3232                 NaN            NaN            NaN   5.44915        2.63524                 NaN   5.56188       0.211641        25.4134        27.4056     
  1206.41        500.000                 NaN   51.8838        47.1102       0.727911E-001            NaN            NaN            NaN            NaN            NaN  0.329895E-002  0.780016       0.149972     
  1205.00        500.000                 NaN   49.4318        50.2900       0.453298E-001            NaN  0.876941E-001            NaN            NaN  0.138109       0.702306E-002            NaN            NaN
  1203.58        500.000                 NaN   99.8267                 NaN            NaN            NaN  0.106612       0.278032E-001            NaN  0.373087E-001  0.162067E-002            NaN            NaN
  1202.17        500.000                 NaN   99.7355                 NaN  0.223938E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.264448                 NaN
  1200.76        500.000                 NaN   99.6028                 NaN            NaN            NaN  0.252133       0.442866E-001            NaN  0.973453E-001  0.344620E-002            NaN            NaN
  1199.34        500.000                 NaN   99.6908                 NaN            NaN            NaN  0.334198E-001  0.118183                 NaN  0.517494E-001  0.163360E-002            NaN  0.104188     
  1197.93        500.000                 NaN   98.2211                 NaN            NaN            NaN  0.101590                 NaN            NaN            NaN  0.679667E-002   1.67050                 NaN
  1196.52        500.000                 NaN   98.8945                 NaN  0.291982E-001            NaN  0.200302                 NaN            NaN  0.118429       0.450988E-002  0.753014                 NaN
  1195.10        500.000                 NaN   95.5842                 NaN            NaN            NaN  0.201616       0.337284                 NaN  0.344558       0.137197E-001   1.94716        1.57146     
  1193.69        500.000                 NaN   91.7012                 NaN            NaN            NaN  0.192111       0.717150                 NaN  0.652892       0.269866E-001   3.40229        3.30737     
  1192.27        500.000                 NaN   90.2057                 NaN            NaN            NaN  0.313614       0.715621                 NaN  0.760293       0.317640E-001   4.01184        3.96113     
  1190.86        500.000                 NaN            NaN            NaN  0.796128                 NaN  0.127678E-001   7.38722                 NaN   7.05801       0.377225        43.1571        41.2116     
  1189.45        500.000                 NaN            NaN            NaN  0.796106                 NaN  0.127671E-001   7.38699                 NaN   7.05798       0.377216        43.1564        41.2126     
  1188.03        500.000                 NaN            NaN            NaN  0.796084                 NaN  0.127663E-001   7.38676                 NaN   7.05794       0.377207        43.1557        41.2136     
  1186.62        500.000                 NaN            NaN            NaN  0.796061                 NaN  0.127656E-001   7.38653                 NaN   7.05790       0.377198        43.1550        41.2146     
  1185.21        500.000                 NaN            NaN            NaN  0.796039                 NaN  0.127653E-001   7.38630                 NaN   7.05787       0.377189        43.1543        41.2155     
  1183.79        500.000                 NaN            NaN            NaN  0.796017                 NaN  0.127648E-001   7.38607                 NaN   7.05783       0.377180        43.1536        41.2165     
  1182.38        500.000                 NaN            NaN            NaN  0.795995                 NaN  0.127648E-001   7.38584                 NaN   7.05779       0.377171        43.1529        41.2175     
  1180.96        500.000                 NaN            NaN            NaN  0.795973                 NaN  0.127645E-001   7.38561                 NaN   7.05775       0.377162        43.1522        41.2185     
  1179.55        500.000                 NaN            NaN            NaN  0.795950                 NaN  0.127647E-001   7.38538                 NaN   7.05772       0.377153        43.1515        41.2195     
  1178.14        500.000                 NaN            NaN            NaN  0.795928                 NaN  0.127649E-001   7.38515                 NaN   7.05768       0.377144        43.1508        41.2205     
  1176.72        500.000                 NaN            NaN            NaN  0.795906                 NaN  0.127649E-001   7.38492                 NaN   7.05764       0.377135        43.1502        41.2215     
  1175.31        500.000                 NaN            NaN            NaN  0.795884                 NaN  0.127657E-001   7.38469                 NaN   7.05761       0.377126        43.1495        41.2225     
  1173.90        500.000                 NaN            NaN            NaN  0.795861                 NaN  0.127661E-001   7.38446                 NaN   7.05757       0.377117        43.1488        41.2234     
  1172.48        500.000                 NaN            NaN            NaN  0.795839                 NaN  0.127670E-001   7.38423                 NaN   7.05753       0.377108        43.1481        41.2244     
  1171.07        500.000                 NaN            NaN            NaN  0.795817                 NaN  0.127677E-001   7.38400                 NaN   7.05750       0.377099        43.1474        41.2254     
  1169.65        500.000                 NaN            NaN            NaN  0.794132                 NaN  0.302722E-001   7.36907                 NaN   7.05769       0.376992        43.1461        41.2257     
  1168.24        500.000                 NaN            NaN            NaN  0.795772                 NaN  0.127703E-001   7.38354                 NaN   7.05742       0.377081        43.1460        41.2274     
  1166.83        500.000                 NaN            NaN            NaN  0.794088                 NaN  0.302703E-001   7.36862                 NaN   7.05762       0.376974        43.1448        41.2277     
  1165.41        500.000                 NaN            NaN            NaN  0.794066                 NaN  0.302694E-001   7.36839                 NaN   7.05758       0.376965        43.1441        41.2287     
  1164.00        500.000                 NaN            NaN            NaN  0.794044                 NaN  0.302684E-001   7.36816                 NaN   7.05755       0.376956        43.1434        41.2296     
  1162.59        500.000                 NaN            NaN            NaN  0.794022                 NaN  0.302676E-001   7.36793                 NaN   7.05751       0.376947        43.1427        41.2306     
  1161.17        500.000                 NaN            NaN            NaN  0.794000                 NaN  0.302665E-001   7.36770                 NaN   7.05747       0.376938        43.1420        41.2316     
  1159.76        500.000                 NaN            NaN            NaN  0.793978                 NaN  0.302656E-001   7.36747                 NaN   7.05744       0.376929        43.1413        41.2326     
  1158.34        500.000                 NaN            NaN            NaN  0.793956                 NaN  0.302646E-001   7.36724                 NaN   7.05740       0.376921        43.1406        41.2336     
  1156.93        500.000                 NaN            NaN            NaN  0.793934                 NaN  0.302637E-001   7.36701                 NaN   7.05736       0.376912        43.1399        41.2346     
  1155.52        500.000                 NaN            NaN            NaN  0.793912                 NaN  0.302628E-001   7.36679                 NaN   7.05733       0.376903        43.1393        41.2355     
  1154.10        500.000                 NaN            NaN            NaN  0.793890                 NaN  0.302616E-001   7.36656                 NaN   7.05729       0.376894        43.1386        41.2365     
  1152.69        500.000                 NaN            NaN            NaN  0.793868                 NaN  0.302609E-001   7.36633                 NaN   7.05726       0.376885        43.1379        41.2375     
  1151.27        500.000                 NaN            NaN            NaN  0.793846                 NaN  0.302600E-001   7.36610                 NaN   7.05722       0.376876        43.1372        41.2385     
  1149.86        500.000                 NaN            NaN            NaN  0.794516                 NaN  0.229661E-001   7.37199                 NaN   7.05709       0.376908        43.1368        41.2398     
  1148.45        500.000                 NaN            NaN            NaN  0.794494                 NaN  0.229722E-001   7.37176                 NaN   7.05705       0.376899        43.1361        41.2407     
  1147.03        500.000                 NaN            NaN            NaN            NaN            NaN  0.593283E-001   8.76044                 NaN   7.24223       0.311208        42.7048        40.9220     
  1145.62        500.000                 NaN            NaN            NaN            NaN            NaN  0.467215        8.35412                 NaN   7.24376       0.310764        42.7008        40.9233     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN  0.652072        8.17109                 NaN   7.24575       0.310239        42.6962        40.9247     
  1142.79        500.000                 NaN            NaN            NaN            NaN            NaN  0.846140        7.97886                 NaN   7.24776       0.309701        42.6915        40.9260     
  1141.38        500.000                 NaN            NaN            NaN            NaN            NaN   1.05275        7.77411                 NaN   7.24972       0.309181        42.6869        40.9274     
  1139.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.26125        7.56745                 NaN   7.25170       0.308651        42.6822        40.9287     
  1138.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.09641        4.68738       0.130118E-003   7.21614       0.317852        42.7596        40.9225     
  1137.14        500.000                 NaN            NaN            NaN            NaN            NaN   4.06009        4.72550       0.118549E-003   7.21829       0.317336        42.7548        40.9238     
  1135.72        500.000                 NaN            NaN            NaN            NaN            NaN   4.02195        4.76506       0.122850E-003   7.22026       0.316869        42.7507        40.9250     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   3.73552        5.05843       0.974286E-004   7.22711       0.315213        42.7363        40.9273     
  1132.90        500.000                 NaN            NaN            NaN            NaN            NaN   3.69520        5.10047       0.930783E-004   7.22920       0.314665        42.7318        40.9285     
  1131.48        500.000                 NaN            NaN            NaN            NaN            NaN   3.65504        5.14255       0.899352E-004   7.23148       0.314100        42.7269        40.9298     
  1130.07        500.000                 NaN            NaN            NaN            NaN            NaN   3.61324        5.18619       0.877877E-004   7.23372       0.313543        42.7221        40.9311     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   3.56863        5.23285                 NaN   7.23605       0.312960        42.7171        40.9324     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   3.52160        5.28211                 NaN   7.23853       0.312312        42.7117        40.9338     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   3.47500        5.33067                 NaN   7.24083       0.311744        42.7067        40.9351     
  1124.41        500.000                 NaN            NaN            NaN            NaN            NaN   8.86792                 NaN            NaN   7.28879       0.297892        42.5986        40.9468     
  1123.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.63138        4.22877                 NaN   7.28111       0.300237        42.6117        40.9468     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.04310        5.77741                 NaN   7.25327       0.308268        42.6780        40.9400     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   3.20949        5.60837                 NaN   7.25174       0.308700        42.6812        40.9405     
  1118.76        500.000                 NaN            NaN            NaN            NaN            NaN   5.46393        3.35212                 NaN   7.25091       0.308993        42.6829        40.9412     
  1117.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.29112        5.52752                 NaN   7.25360       0.308278        42.6769        40.9426     
  1115.93        500.000                 NaN            NaN            NaN            NaN            NaN   5.82359        3.00326                 NaN   7.26138       0.306292        42.6605        40.9450     
  1114.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.92701        5.90291                 NaN   7.26442       0.305465        42.6537        40.9465     
  1113.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.20192        6.64541                 NaN   7.27916       0.301369        42.6216        40.9505     
  1111.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.42303        6.42126                 NaN   7.27749       0.301929        42.6253        40.9510     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.47838        6.36629                 NaN   7.27843       0.301714        42.6232        40.9520     
  1108.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.24204        6.61007                 NaN   7.28516       0.299919        42.6085        40.9543     
  1107.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.20994        6.64179                 NaN   7.28676       0.299516        42.6062        40.9557     
  1106.03        500.000                 NaN            NaN            NaN            NaN            NaN   1.99188        6.86698                 NaN   7.29311       0.297787        42.5922        40.9580     
  1104.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.88534        6.97765                 NaN   7.29689       0.296714        42.5837        40.9597     
  1103.21        500.000                 NaN            NaN            NaN            NaN            NaN   1.67404        7.19595                 NaN   7.30304       0.295012        42.5700        40.9620     
  1101.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.55188        7.32271                 NaN   7.30711       0.293833        42.5608        40.9637     
  1100.38        500.000                 NaN            NaN            NaN            NaN            NaN   7.24350        1.65680                 NaN   7.32513       0.288441        42.5165        40.9697     
  1098.96        500.000                 NaN            NaN            NaN            NaN            NaN   7.47464        1.42903                 NaN   7.32844       0.287494        42.5092        40.9712     
  1097.55        500.000                 NaN            NaN            NaN            NaN            NaN   7.73193        1.17535                 NaN   7.33191       0.286485        42.5016        40.9727     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN  0.814633        8.08436                 NaN   7.32746       0.287812        42.5139        40.9718     
  1094.72        500.000                 NaN            NaN            NaN            NaN            NaN  0.400346        8.51052                 NaN   7.33681       0.285065        42.4923        40.9749     
  1093.31        500.000                 NaN            NaN            NaN            NaN            NaN  0.109171        8.80981                 NaN   7.34299       0.283132        42.4776        40.9773     
  1091.90        500.000                 NaN            NaN            NaN  0.711669E-001            NaN   8.80145                 NaN            NaN   7.33304       0.286940        42.4985        41.0089     
  1090.48        500.000                 NaN            NaN            NaN  0.230149                 NaN   8.53012                 NaN            NaN   7.30376       0.297625        42.5615        41.0768     
  1089.07        500.000                 NaN            NaN            NaN  0.453657                 NaN   8.14729                 NaN            NaN   7.26005       0.313427        42.6539        41.1717     
  1087.65        500.000                 NaN            NaN            NaN  0.760478                 NaN   7.61366                 NaN            NaN   7.19522       0.336754        42.7932        41.3006     
  1086.24        500.000                 NaN            NaN            NaN  0.887650                 NaN   7.39226                 NaN            NaN   7.16830       0.346514        42.8504        41.3549     
  1084.83        500.000                 NaN            NaN            NaN   1.48132                 NaN   6.26478       0.281455E-004            NaN   6.98576       0.410398        43.2720        41.5858     
  1083.41        500.000                 NaN            NaN            NaN   1.48128                 NaN   6.26461       0.553326E-005            NaN   6.98573       0.410389        43.2713        41.5867     
  1082.00        500.000                 NaN            NaN            NaN   1.48124                 NaN   6.26443                 NaN            NaN   6.98570       0.410379        43.2706        41.5877     
  1080.59        500.000                 NaN            NaN            NaN   1.48120                 NaN   6.26424                 NaN            NaN   6.98566       0.410370        43.2699        41.5887     
  1079.17        500.000                 NaN            NaN            NaN   1.48116                 NaN   6.26404       0.514002E-005            NaN   6.98563       0.410361        43.2692        41.5896     
  1077.76        500.000                 NaN            NaN            NaN   1.48112                 NaN   6.26386                 NaN            NaN   6.98559       0.410351        43.2685        41.5906     
  1076.34        500.000                 NaN            NaN            NaN   1.48108                 NaN   6.26366                 NaN            NaN   6.98556       0.410342        43.2678        41.5915     
  1074.93        500.000                 NaN            NaN            NaN   1.59433                 NaN   6.07698                 NaN            NaN   6.97130       0.417509        43.2969        41.6429     
  1073.52        500.000                 NaN            NaN            NaN   1.59429                 NaN   6.07680                 NaN            NaN   6.97127       0.417499        43.2962        41.6439     
  1072.10        500.000                 NaN            NaN            NaN   1.59424                 NaN   6.07663                 NaN            NaN   6.97124       0.417489        43.2955        41.6449     
  1070.69        500.000                 NaN            NaN            NaN   1.66904                 NaN   5.96297                 NaN            NaN   6.96925       0.419152        43.2991        41.6805     
  1069.28        500.000                 NaN            NaN            NaN   1.66899                 NaN   5.96279                 NaN            NaN   6.96922       0.419142        43.2984        41.6815     
  1067.86        500.000                 NaN            NaN            NaN   1.40346                 NaN   6.49978                 NaN            NaN   7.06578       0.384754        43.0598        41.5864     
  1066.45        500.000                 NaN            NaN            NaN   1.66890                 NaN   5.96243                 NaN            NaN   6.96915       0.419122        43.2970        41.6834     
  1065.03        500.000                 NaN            NaN            NaN   1.66886                 NaN   5.96225                 NaN            NaN   6.96911       0.419113        43.2963        41.6843     
  1063.62        500.000                 NaN            NaN            NaN   1.66881                 NaN   5.96207                 NaN            NaN   6.96908       0.419103        43.2956        41.6853     
  1062.21        500.000                 NaN            NaN            NaN   1.66876                 NaN   5.96189                 NaN            NaN   6.96904       0.419094        43.2949        41.6863     
  1060.79        500.000                 NaN            NaN            NaN   1.66872                 NaN   5.96171                 NaN            NaN   6.96901       0.419084        43.2942        41.6872     
  1059.38        500.000                 NaN            NaN            NaN   1.66867                 NaN   5.96153                 NaN            NaN   6.96898       0.419074        43.2935        41.6882     
  1057.97        500.000                 NaN            NaN            NaN   1.66863                 NaN   5.96135                 NaN            NaN   6.96894       0.419065        43.2929        41.6892     
  1056.55        500.000                 NaN            NaN            NaN   1.74379                 NaN   5.84188                 NaN            NaN   6.96012       0.423531        43.3051        41.7255     
  1055.14        500.000                 NaN            NaN            NaN   1.74374                 NaN   5.84171                 NaN            NaN   6.96009       0.423521        43.3045        41.7265     
  1053.72        500.000                 NaN            NaN            NaN   1.74369                 NaN   5.84153                 NaN            NaN   6.96005       0.423511        43.3038        41.7274     
  1052.31        500.000                 NaN            NaN            NaN   1.74365                 NaN   5.84136                 NaN            NaN   6.96002       0.423502        43.3031        41.7284     
  1050.90        500.000                 NaN            NaN            NaN   1.76944                 NaN   5.80194                 NaN            NaN   6.95859       0.424446        43.3039        41.7417     
  1049.48        500.000                 NaN            NaN            NaN   1.76939                 NaN   5.80177                 NaN            NaN   6.95856       0.424436        43.3032        41.7427     
  1048.07        500.000                 NaN            NaN            NaN   1.76934                 NaN   5.80160                 NaN            NaN   6.95852       0.424426        43.3025        41.7436     
  1046.65        500.000                 NaN            NaN            NaN   1.79378                 NaN   5.76462                 NaN            NaN   6.95738       0.425269        43.3025        41.7564     
  1045.24        500.000                 NaN            NaN            NaN   1.79373                 NaN   5.76445                 NaN            NaN   6.95734       0.425259        43.3019        41.7574     
  1043.83        500.000                 NaN            NaN            NaN   1.79368                 NaN   5.76428                 NaN            NaN   6.95731       0.425249        43.3012        41.7583     
  1042.41        500.000                 NaN            NaN            NaN   1.79363                 NaN   5.76410                 NaN            NaN   6.95728       0.425240        43.3005        41.7593     
  1041.00        500.000                 NaN            NaN            NaN   1.79358                 NaN   5.76393                 NaN            NaN   6.95724       0.425230        43.2998        41.7602     
  1039.59        500.000                 NaN            NaN            NaN   1.79353                 NaN   5.76376                 NaN            NaN   6.95721       0.425220        43.2991        41.7612     
  1038.17        500.000                 NaN            NaN            NaN   1.85532                 NaN   5.67295                 NaN            NaN   6.95598       0.426024        43.2980        41.7918     
  1036.76        500.000                 NaN            NaN            NaN   1.85527                 NaN   5.67279                 NaN            NaN   6.95595       0.426014        43.2973        41.7927     
  1035.34        500.000                 NaN            NaN            NaN   1.85522                 NaN   5.67262                 NaN            NaN   6.95592       0.426005        43.2966        41.7937     
  1033.93        500.000                 NaN            NaN            NaN   1.85517                 NaN   5.67245                 NaN            NaN   6.95588       0.425995        43.2959        41.7946     
  1032.52        500.000                 NaN            NaN            NaN   1.85512                 NaN   5.67228                 NaN            NaN   6.95585       0.425985        43.2952        41.7956     
  1031.10        500.000                 NaN            NaN            NaN   1.85506                 NaN   5.67211                 NaN            NaN   6.95581       0.425975        43.2945        41.7965     
  1029.69        500.000                 NaN            NaN            NaN   1.85501                 NaN   5.67194                 NaN            NaN   6.95578       0.425966        43.2938        41.7975     
  1028.28        500.000                 NaN            NaN            NaN   1.87735                 NaN   5.63864                 NaN            NaN   6.95501       0.426681        43.2929        41.8094     
  1026.86        500.000                 NaN            NaN            NaN   1.87729                 NaN   5.63849                 NaN            NaN   6.95498       0.426670        43.2922        41.8104     
  1025.45        500.000                 NaN            NaN            NaN   1.87724                 NaN   5.63832                 NaN            NaN   6.95494       0.426660        43.2915        41.8113     
  1024.03        500.000                 NaN            NaN            NaN   1.89839                 NaN   5.60719                 NaN            NaN   6.95445       0.427278        43.2899        41.8228     
  1022.62        500.000                 NaN            NaN            NaN   1.89834                 NaN   5.60703                 NaN            NaN   6.95442       0.427269        43.2892        41.8238     
  1021.21        500.000                 NaN            NaN            NaN   1.89829                 NaN   5.60686                 NaN            NaN   6.95438       0.427259        43.2885        41.8247     
  1019.79        500.000                 NaN            NaN            NaN   1.91867                 NaN   5.57714                 NaN            NaN   6.95406       0.427820        43.2864        41.8359     
  1018.38        500.000                 NaN            NaN            NaN   1.91862                 NaN   5.57696                 NaN            NaN   6.95402       0.427812        43.2857        41.8369     
  1016.97        500.000                 NaN            NaN            NaN   1.91857                 NaN   5.57680                 NaN            NaN   6.95399       0.427802        43.2850        41.8378     
  1015.55        500.000                 NaN            NaN            NaN   1.91852                 NaN   5.57664                 NaN            NaN   6.95396       0.427792        43.2843        41.8388     
  1014.14        500.000                 NaN            NaN            NaN   1.93820                 NaN   5.54821                 NaN            NaN   6.95381       0.428299        43.2818        41.8497     
  1012.72        500.000                 NaN            NaN            NaN   1.93814                 NaN   5.54805                 NaN            NaN   6.95378       0.428290        43.2811        41.8507     
  1011.31        500.000                 NaN            NaN            NaN   1.93809                 NaN   5.54789                 NaN            NaN   6.95374       0.428280        43.2804        41.8516     
  1009.90        500.000                 NaN            NaN            NaN   1.93804                 NaN   5.54772                 NaN            NaN   6.95371       0.428270        43.2797        41.8526     
  1008.48        500.000                 NaN            NaN            NaN   1.93798                 NaN   5.54756                 NaN            NaN   6.95368       0.428261        43.2790        41.8535     
  1007.07        500.000                 NaN            NaN            NaN   1.93793                 NaN   5.54740                 NaN            NaN   6.95364       0.428251        43.2783        41.8545     
  1005.66        500.000                 NaN            NaN            NaN   1.93788                 NaN   5.54723                 NaN            NaN   6.95361       0.428241        43.2776        41.8554     
  1004.24        500.000                 NaN            NaN            NaN   1.99256                 NaN   5.47067                 NaN            NaN   6.95438       0.429407        43.2683        41.8847     
  1002.83        500.000                 NaN            NaN            NaN   1.99251                 NaN   5.47051                 NaN            NaN   6.95434       0.429397        43.2676        41.8857     
  1001.41        500.000                 NaN            NaN            NaN   1.99245                 NaN   5.47035                 NaN            NaN   6.95431       0.429387        43.2669        41.8866     
  1000.00        500.000                 NaN            NaN            NaN   1.99240                 NaN   5.47019                 NaN            NaN   6.95428       0.429378        43.2662        41.8876     
