|6.6.6
Archiving\03_Data\DeqfracLP/QFM/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1294.77        500.000       0.191796                 NaN   98.9689                 NaN            NaN            NaN  0.374479       0.215712                 NaN  0.249138                 NaN            NaN            NaN
  1293.33        500.000       0.188620                 NaN   98.9854                 NaN            NaN            NaN  0.368134       0.212252                 NaN  0.245602                 NaN            NaN            NaN
  1291.89        500.000       0.185264                 NaN   99.0017                 NaN            NaN            NaN  0.361650       0.209410                 NaN  0.242023                 NaN            NaN            NaN
  1290.45        500.000       0.182237                 NaN   99.0179                 NaN            NaN            NaN  0.355307       0.205976                 NaN  0.238540                 NaN            NaN            NaN
  1289.02        500.000       0.178811                 NaN   99.0345                 NaN            NaN            NaN  0.348648       0.203238                 NaN  0.234838                 NaN            NaN            NaN
  1287.58        500.000       0.175808                 NaN   99.0493                 NaN            NaN            NaN  0.342914       0.200353                 NaN  0.231663                 NaN            NaN            NaN
  1286.14        500.000       0.172573                 NaN   99.0645                 NaN            NaN            NaN  0.197735       0.336878                 NaN  0.228310                 NaN            NaN            NaN
  1284.70        500.000       0.169475                 NaN   99.0793                 NaN            NaN            NaN  0.330869       0.195294                 NaN  0.225052                 NaN            NaN            NaN
  1283.27        500.000       0.166447                 NaN   99.0934                 NaN            NaN            NaN  0.193090       0.324989                 NaN  0.222111                 NaN            NaN            NaN
  1281.83        500.000       0.163736                 NaN   99.1089                 NaN            NaN            NaN  0.188986       0.320040                 NaN  0.218376                 NaN            NaN            NaN
  1280.39        500.000       0.160635                 NaN   99.1222                 NaN            NaN            NaN  0.314104       0.187469                 NaN  0.215585                 NaN            NaN            NaN
  1278.95        500.000       0.157625                 NaN   99.1359                 NaN            NaN            NaN  0.308522       0.185435                 NaN  0.212549                 NaN            NaN            NaN
  1277.51        500.000       0.154685                 NaN   99.1496                 NaN            NaN            NaN  0.183126       0.303083                 NaN  0.209544                 NaN            NaN            NaN
  1276.08        500.000       0.151817                 NaN   99.1625                 NaN            NaN            NaN  0.297772       0.181192                 NaN  0.206689                 NaN            NaN            NaN
  1274.64        500.000       0.149023                 NaN   99.1754                 NaN            NaN            NaN  0.292616       0.179166                 NaN  0.203808                 NaN            NaN            NaN
  1273.20        500.000       0.146305                 NaN   99.1885                 NaN            NaN            NaN  0.287518       0.176881                 NaN  0.200845                 NaN            NaN            NaN
  1271.76        500.000       0.143690                 NaN   99.2007                 NaN            NaN            NaN  0.282485       0.174934                 NaN  0.198173                 NaN            NaN            NaN
  1270.32        500.000       0.140950                 NaN   99.2134                 NaN            NaN            NaN  0.277504       0.172862                 NaN  0.195273                 NaN            NaN            NaN
  1268.89        500.000       0.464233                 NaN   93.2960                 NaN            NaN            NaN   1.08128       0.914353                 NaN  0.842941        3.40116                 NaN            NaN
  1267.45        500.000       0.605130                 NaN   90.5407                 NaN            NaN            NaN   1.19372        1.50023                 NaN   1.13925        5.02099                 NaN            NaN
  1266.01        500.000       0.549555                 NaN   91.5015                 NaN            NaN            NaN   1.07988        1.33545                 NaN   1.02880        4.50482                 NaN            NaN
  1264.57        500.000       0.505774                 NaN   92.2837                 NaN            NaN            NaN   1.19782       0.988462                 NaN  0.938389        4.08582                 NaN            NaN
  1263.13        500.000       0.469791                 NaN   92.9361                 NaN            NaN            NaN  0.913066        1.08173                 NaN  0.862770        3.73655                 NaN            NaN
  1261.70        500.000       0.440344                 NaN   93.4851                 NaN            NaN            NaN  0.982061       0.850062                 NaN  0.798839        3.44359                 NaN            NaN
  1260.26        500.000       0.415750                 NaN   93.9513                 NaN            NaN            NaN  0.796910       0.895660                 NaN  0.744194        3.19614                 NaN            NaN
  1258.82        500.000       0.394648                 NaN   94.3580                 NaN            NaN            NaN  0.819458       0.751080                 NaN  0.696361        2.98049                 NaN            NaN
  1257.38        500.000       0.376886                 NaN   94.7078                 NaN            NaN            NaN  0.752515       0.711916                 NaN  0.654937        2.79599                 NaN            NaN
  1255.95        500.000       0.360964                 NaN   95.0190                 NaN            NaN            NaN  0.692432       0.677615                 NaN  0.617875        2.63209                 NaN            NaN
  1254.51        500.000       0.347387                 NaN   95.2960                 NaN            NaN            NaN  0.638390       0.646547                 NaN  0.584758        2.48690                 NaN            NaN
  1253.07        500.000       0.334579                 NaN   95.5407                 NaN            NaN            NaN  0.619493       0.591079                 NaN  0.555201        2.35897                 NaN            NaN
  1251.63        500.000       0.353924                 NaN   95.3245                 NaN            NaN            NaN  0.648405       0.606973                 NaN  0.585149        2.48103                 NaN            NaN
  1250.19        500.000       0.288122                 NaN   96.2363                 NaN            NaN            NaN  0.468865       0.542933                 NaN  0.469258        1.99454                 NaN            NaN
  1248.76        500.000       0.339506                 NaN   95.4905                 NaN            NaN            NaN  0.580974       0.634413                 NaN  0.571870        2.38272                 NaN            NaN
  1247.32        500.000       0.273294                 NaN   96.9761                 NaN            NaN            NaN  0.461721       0.294170                 NaN  0.366475        1.62822                 NaN            NaN
  1245.88        500.000       0.410802                 NaN   95.9337                 NaN            NaN            NaN  0.213477E-001  0.886717                 NaN  0.495601        2.25179                 NaN            NaN
  1244.44        500.000       0.154443                 NaN   97.2236                 NaN            NaN            NaN  0.904105E-001  0.779113                 NaN  0.361630        1.39077                 NaN            NaN
  1243.00        500.000       0.263458                 NaN   96.0931                 NaN            NaN            NaN  0.615945       0.398708                 NaN  0.481279        2.14753                 NaN            NaN
  1241.57        500.000       0.276364                 NaN   97.5825                 NaN            NaN            NaN  0.247629       0.344737                 NaN  0.308155        1.24060                 NaN            NaN
  1240.13        500.000       0.371986       0.167785        91.7203                 NaN            NaN            NaN   1.18040        1.14031                 NaN   1.05428        4.36490                 NaN            NaN
  1238.69        500.000                 NaN            NaN   98.9131       0.845496                 NaN            NaN  0.216347E-001  0.403602E-001            NaN  0.252786E-001  0.154092                 NaN            NaN
  1237.25        500.000                 NaN            NaN   99.0569       0.892261                 NaN            NaN  0.560919E-002  0.927329E-002            NaN  0.521295E-002  0.307866E-001            NaN            NaN
  1235.81        500.000       0.887440E-001            NaN   99.8147                 NaN            NaN            NaN  0.321207E-002            NaN            NaN  0.572708E-002  0.875869E-001            NaN            NaN
  1234.38        500.000       0.411577                 NaN   94.8524                 NaN            NaN            NaN  0.823777       0.499629                 NaN  0.656528        2.75610                 NaN            NaN
  1232.94        500.000       0.225943                 NaN   97.5350                 NaN            NaN            NaN  0.390762       0.201362                 NaN  0.303866        1.34308                 NaN            NaN
  1231.50        500.000       0.200748                 NaN   97.7985                 NaN            NaN            NaN  0.180032       0.342679                 NaN  0.271343        1.20670                 NaN            NaN
  1230.06        500.000       0.572159                 NaN   94.2011                 NaN            NaN            NaN  0.335589       0.937149                 NaN  0.719179        3.23478                 NaN            NaN
  1228.63        500.000       0.191854E-001            NaN   99.9808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1227.19        500.000       0.528792E-001            NaN   98.9149                 NaN            NaN            NaN  0.179971       0.174477                 NaN  0.128438       0.549314                 NaN            NaN
  1225.75        500.000       0.327175                 NaN   96.4756                 NaN            NaN            NaN  0.542429       0.143268                 NaN  0.442889        2.05088       0.177681E-001            NaN
  1224.31        500.000       0.875784E-001            NaN   99.1321                 NaN            NaN            NaN  0.155689       0.151232                 NaN  0.919513E-001  0.379438       0.197315E-002            NaN
  1222.87        500.000                 NaN            NaN   96.7747                 NaN            NaN            NaN  0.645109       0.200477                 NaN  0.407965        1.86888       0.102850                 NaN
  1221.44        500.000       0.404134                 NaN   95.4947                 NaN            NaN            NaN  0.870952                 NaN            NaN  0.536523        2.61995       0.737199E-001            NaN
  1220.00        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN  0.240517E-004  0.227187E-004            NaN            NaN            NaN            NaN            NaN
  1218.56        500.000                 NaN            NaN   99.9671                 NaN            NaN            NaN  0.219126E-001            NaN            NaN  0.722166E-002            NaN  0.377745E-002            NaN
  1217.12        500.000       0.788760E-002            NaN   99.8946                 NaN            NaN            NaN  0.649231E-002  0.316589E-004            NaN  0.834125E-002  0.826803E-001            NaN            NaN
  1215.68        500.000                 NaN            NaN   99.6595                 NaN            NaN            NaN  0.693798E-001  0.273874E-001            NaN  0.326057E-001  0.200836       0.103045E-001            NaN
  1214.25        500.000       0.873430E-001            NaN   99.1199                 NaN            NaN            NaN  0.151315                 NaN            NaN  0.108445       0.518036       0.149455E-001            NaN
  1212.81        500.000       0.823052                 NaN   90.5452                 NaN            NaN            NaN   1.43696       0.311319                 NaN   1.12024        5.58385       0.179401                 NaN
  1211.37        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.203261E-005
  1209.93        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN  0.111634E-005            NaN            NaN            NaN  0.256916E-005            NaN            NaN
  1208.49        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.218987E-005
  1207.06        500.000       0.164865E-005            NaN   99.9999                 NaN            NaN  0.261995E-005  0.315612E-004  0.154993E-004            NaN  0.834580E-005  0.436853E-004            NaN            NaN
  1205.62        500.000       0.712816                 NaN   85.8384                 NaN            NaN            NaN   1.19828                 NaN            NaN   1.16900        5.26879                 NaN   5.81277     
  1204.18        500.000       0.552462                 NaN   82.2674                 NaN            NaN            NaN  0.722951        1.78636                 NaN   1.46249        7.55129       0.139791        5.51723     
  1202.74        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.31        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.87        500.000        1.71215                 NaN   66.1788                 NaN            NaN            NaN   2.72349                 NaN            NaN   2.74410        13.3571                 NaN   13.2844     
  1198.43        500.000       0.567678E-002            NaN   99.7428                 NaN            NaN            NaN  0.340567E-001            NaN            NaN  0.230279E-001  0.101418                 NaN  0.930269E-001
  1196.99        500.000       0.296775E-001            NaN   99.4724                 NaN            NaN            NaN  0.192777E-002  0.376475E-001            NaN  0.420149E-001  0.202740                 NaN  0.213567     
  1195.55        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.139146E-005            NaN  0.156321E-005
  1194.12        500.000       0.889531                 NaN   81.8614                 NaN            NaN            NaN   1.38410                 NaN            NaN   1.44601        7.23621                 NaN   7.18278     
  1192.68        500.000       0.427053                 NaN   91.3098                 NaN            NaN            NaN  0.571916                 NaN            NaN  0.689199        3.51791                 NaN   3.48414     
  1191.24        500.000       0.493919                 NaN   89.2067                 NaN            NaN            NaN  0.850194                 NaN            NaN  0.842658        4.32769       0.488503E-002   4.27400     
  1189.80        500.000       0.797562E-001            NaN   97.8110                 NaN            NaN            NaN  0.870918E-001            NaN            NaN  0.140978       0.940175       0.102765E-001  0.930683     
  1188.36        500.000       0.715097E-001            NaN   98.1857                 NaN            NaN            NaN  0.161622                 NaN            NaN  0.146657       0.746161       0.566682E-002  0.682698     
  1186.93        500.000        3.53079                 NaN   16.7484                 NaN            NaN            NaN   5.07819                 NaN            NaN   6.07202        35.0852       0.149773E-001   33.4704     
  1185.49        500.000        3.89538                 NaN            NaN            NaN            NaN            NaN   5.63806                 NaN            NaN   7.07043        42.7474       0.161020        40.4877     
  1184.05        500.000        3.87317                 NaN            NaN            NaN            NaN            NaN   5.65786                 NaN            NaN   7.08280        42.7308       0.171355        40.4840     
  1182.61        500.000        3.87774                 NaN            NaN            NaN            NaN            NaN   5.64180                 NaN            NaN   7.07289        42.7428       0.177536        40.4873     
  1181.17        500.000        3.87235                 NaN            NaN            NaN            NaN            NaN   5.63800                 NaN            NaN   7.07358        42.7420       0.185295        40.4887     
  1179.74        500.000        3.85217                 NaN            NaN            NaN            NaN            NaN   5.65914                 NaN            NaN   7.08536        42.7244       0.193569        40.4854     
  1178.30        500.000        3.85750                 NaN            NaN            NaN            NaN            NaN   5.63729                 NaN            NaN   7.07566        42.7385       0.201341        40.4897     
  1176.86        500.000        3.83458                 NaN            NaN            NaN            NaN            NaN   5.65762                 NaN            NaN   7.08821        42.7209       0.212429        40.4862     
  1175.42        500.000        3.84202                 NaN            NaN            NaN            NaN            NaN   5.63774                 NaN            NaN   7.07786        42.7346       0.217418        40.4903     
  1173.99        500.000        3.80615                 NaN            NaN            NaN            NaN            NaN   5.68648                 NaN            NaN   7.08379        42.7179       0.228894        40.4768     
  1172.55        500.000        3.79778                 NaN            NaN            NaN            NaN            NaN   5.68438                 NaN            NaN   7.08509        42.7176       0.238306        40.4769     
  1171.11        500.000        3.81536                 NaN            NaN            NaN            NaN            NaN   5.64367                 NaN            NaN   7.08461        42.7273       0.240208        40.4888     
  1169.67        500.000        3.79823                 NaN            NaN            NaN            NaN            NaN   5.65608                 NaN            NaN   7.09318        42.7111       0.252143        40.4892     
  1168.23        500.000        3.80460                 NaN            NaN            NaN            NaN            NaN   5.63722                 NaN            NaN   7.08328        42.7253       0.257179        40.4924     
  1166.80        500.000        3.78324                 NaN            NaN            NaN            NaN            NaN   5.65545                 NaN            NaN   7.09504        42.7079       0.268219        40.4901     
  1165.36        500.000        3.78214                 NaN            NaN            NaN            NaN            NaN   5.64703                 NaN            NaN   7.08913        42.7193       0.273287        40.4891     
  1163.92        500.000        3.76848                 NaN            NaN            NaN            NaN            NaN   5.65536                 NaN            NaN   7.09719        42.7042       0.283892        40.4908     
  1162.48        500.000        3.76804                 NaN            NaN            NaN            NaN            NaN   5.64902                 NaN            NaN   7.08896        42.7140       0.289295        40.4906     
  1161.04        500.000        3.68849                 NaN            NaN            NaN            NaN            NaN   5.58286                 NaN            NaN   7.08215        42.7692       0.388804        40.4885     
  1159.61        500.000        3.74405                 NaN            NaN            NaN            NaN            NaN   5.66261                 NaN            NaN   7.09290        42.7068       0.306791        40.4868     
  1158.17        500.000        3.75008                 NaN            NaN            NaN            NaN            NaN   5.64173                 NaN            NaN   7.09156        42.7103       0.312270        40.4941     
  1156.73        500.000        3.73469                 NaN            NaN            NaN            NaN            NaN   5.65151                 NaN            NaN   7.10281        42.6936       0.322329        40.4951     
  1155.29        500.000        3.72635                 NaN            NaN            NaN            NaN            NaN   5.65319                 NaN            NaN   7.10387        42.6911       0.330283        40.4952     
  1153.85        500.000        3.73420                 NaN            NaN            NaN            NaN            NaN   5.63110                 NaN            NaN   7.09389        42.7076       0.334814        40.4984     
  1152.42        500.000        3.71278                 NaN            NaN            NaN            NaN            NaN   5.65238                 NaN            NaN   7.10651        42.6856       0.345628        40.4971     
  1150.98        500.000        3.70586                 NaN            NaN            NaN            NaN            NaN   5.65228                 NaN            NaN   7.10761        42.6830       0.353226        40.4980     
  1149.54        500.000        3.69906                 NaN            NaN            NaN            NaN            NaN   5.65080                 NaN            NaN   7.10871        42.6819       0.361028        40.4985     
  1148.10        500.000        3.69144                 NaN            NaN            NaN            NaN            NaN   5.65242                 NaN            NaN   7.10908        42.6811       0.367897        40.4981     
  1146.67        500.000        3.68744                 NaN            NaN            NaN            NaN            NaN   5.63433                 NaN            NaN   7.10494        42.6959       0.379297        40.4981     
  1145.23        500.000        3.67904                 NaN            NaN            NaN            NaN            NaN   5.64863                 NaN            NaN   7.11150        42.6768       0.383357        40.5006     
  1143.79        500.000        3.67175                 NaN            NaN            NaN            NaN            NaN   5.64880                 NaN            NaN   7.11308        42.6744       0.390942        40.5011     
  1142.35        500.000        3.66974                 NaN            NaN            NaN            NaN            NaN   5.64464                 NaN            NaN   7.10465        42.6872       0.395497        40.4982     
  1140.91        500.000        3.66282                 NaN            NaN            NaN            NaN            NaN   5.64467                 NaN            NaN   7.10584        42.6852       0.402801        40.4987     
  1139.48        500.000        3.66414                 NaN            NaN            NaN            NaN            NaN   5.60349                 NaN            NaN   7.11531        42.6815       0.421536        40.5140     
  1138.04        500.000        3.63433                 NaN            NaN            NaN            NaN            NaN   5.65873                 NaN            NaN   7.11174        42.6741       0.424399        40.4967     
  1136.60        500.000        3.62676                 NaN            NaN            NaN            NaN            NaN   5.67237                 NaN            NaN   7.11219        42.6703       0.426109        40.4923     
  1135.16        500.000        3.65548                 NaN            NaN            NaN            NaN            NaN   5.61629                 NaN            NaN   7.10908        42.6800       0.426434        40.5128     
  1133.72        500.000        3.64001                 NaN            NaN            NaN            NaN            NaN   5.62373                 NaN            NaN   7.10962        42.6810       0.438381        40.5073     
  1132.29        500.000        3.63307                 NaN            NaN            NaN            NaN            NaN   5.62407                 NaN            NaN   7.11087        42.6787       0.445539        40.5077     
  1130.85        500.000        3.60295                 NaN            NaN            NaN            NaN            NaN   5.66484                 NaN            NaN   7.11663        42.6647       0.454934        40.4960     
  1129.41        500.000        3.59608                 NaN            NaN            NaN            NaN            NaN   5.66556                 NaN            NaN   7.11793        42.6621       0.461932        40.4964     
  1127.97        500.000        3.59312                 NaN            NaN            NaN            NaN            NaN   5.63831                 NaN            NaN   7.12833        42.6500       0.479346        40.5109     
  1126.53        500.000        3.58708                 NaN            NaN            NaN            NaN            NaN   5.63799                 NaN            NaN   7.12908        42.6486       0.486002        40.5113     
  1125.10        500.000        3.60143                 NaN            NaN            NaN            NaN            NaN   5.62126                 NaN            NaN   7.11672        42.6689       0.480562        40.5112     
  1123.66        500.000        3.59451                 NaN            NaN            NaN            NaN            NaN   5.62218                 NaN            NaN   7.11811        42.6663       0.487376        40.5115     
  1122.22        500.000        3.56982                 NaN            NaN            NaN            NaN            NaN   5.65875                 NaN            NaN   7.12300        42.6525       0.493986        40.5020     
  1120.78        500.000        3.56806                 NaN            NaN            NaN            NaN            NaN   5.63280                 NaN            NaN   7.13362        42.6412       0.509161        40.5151     
  1119.35        500.000        3.56598                 NaN            NaN            NaN            NaN            NaN   5.63327                 NaN            NaN   7.13317        42.6405       0.511579        40.5155     
  1117.91        500.000        3.55657                 NaN            NaN            NaN            NaN            NaN   5.63006                 NaN            NaN   7.13557        42.6391       0.522296        40.5164     
  1116.47        500.000        3.55444                 NaN            NaN            NaN            NaN            NaN   5.63092                 NaN            NaN   7.13553        42.6368       0.525048        40.5173     
  1115.03        500.000        3.54823                 NaN            NaN            NaN            NaN            NaN   5.63028                 NaN            NaN   7.13710        42.6341       0.532035        40.5183     
  1113.59        500.000        3.54104                 NaN            NaN            NaN            NaN            NaN   5.61475                 NaN            NaN   7.12880        42.6561       0.544416        40.5149     
  1112.16        500.000        3.53790                 NaN            NaN            NaN            NaN            NaN   5.64350                 NaN            NaN   7.13035        42.6390       0.536787        40.5125     
  1110.72        500.000        3.54215                 NaN            NaN            NaN            NaN            NaN   5.61454                 NaN            NaN   7.12886        42.6487       0.547018        40.5187     
  1109.28        500.000        3.52668                 NaN            NaN            NaN            NaN            NaN   5.62467                 NaN            NaN   7.14303        42.6262       0.557297        40.5221     
  1107.84        500.000        3.53177                 NaN            NaN            NaN            NaN            NaN   5.59656                 NaN            NaN   7.13488        42.6466       0.564868        40.5253     
  1106.40        500.000        3.52458                 NaN            NaN            NaN            NaN            NaN   5.62541                 NaN            NaN   7.14321        42.6220       0.560567        40.5242     
  1104.97        500.000        3.51867                 NaN            NaN            NaN            NaN            NaN   5.62750                 NaN            NaN   7.14704        42.6136       0.566969        40.5263     
  1103.53        500.000        3.51387                 NaN            NaN            NaN            NaN            NaN   5.61152                 NaN            NaN   7.13497        42.6382       0.578734        40.5227     
  1102.09        500.000        3.50777                 NaN            NaN            NaN            NaN            NaN   5.61207                 NaN            NaN   7.13637        42.6357       0.584912        40.5231     
  1100.65        500.000        3.50229                 NaN            NaN            NaN            NaN            NaN   5.61162                 NaN            NaN   7.13765        42.6335       0.590991        40.5239     
  1099.21        500.000        3.49694                 NaN            NaN            NaN            NaN            NaN   5.61088                 NaN            NaN   7.13893        42.6314       0.597080        40.5247     
  1097.78        500.000        3.49146                 NaN            NaN            NaN            NaN            NaN   5.61057                 NaN            NaN   7.14035        42.6292       0.603006        40.5254     
  1096.34        500.000        3.49591                 NaN            NaN            NaN            NaN            NaN   5.59488                 NaN            NaN   7.14245        42.6338       0.604043        40.5289     
  1094.90        500.000        3.48333                 NaN            NaN            NaN            NaN            NaN   5.60707                 NaN            NaN   7.15521        42.6067       0.613171        40.5345     
  1093.46        500.000        3.47309                 NaN            NaN            NaN            NaN            NaN   5.62008                 NaN            NaN   7.15724        42.5990       0.618125        40.5324     
  1092.03        500.000        3.46380                 NaN            NaN            NaN            NaN            NaN   5.61617                 NaN            NaN   7.15797        42.5977       0.630005        40.5344     
  1090.59        500.000        3.46405                 NaN            NaN            NaN            NaN            NaN   5.61059                 NaN            NaN   7.14769        42.6167       0.632238        40.5288     
  1089.15        500.000        3.45863                 NaN            NaN            NaN            NaN            NaN   5.61058                 NaN            NaN   7.14845        42.6149       0.638035        40.5294     
  1087.71        500.000        3.45470                 NaN            NaN            NaN            NaN            NaN   5.60794                 NaN            NaN   7.14988        42.6131       0.643624        40.5308     
  1086.27        500.000        3.44975                 NaN            NaN            NaN            NaN            NaN   5.60718                 NaN            NaN   7.15100        42.6110       0.649339        40.5317     
  1084.84        500.000        3.42660                 NaN            NaN            NaN            NaN            NaN   5.59720                 NaN            NaN   7.07947        42.7062       0.677708        40.5128     
  1083.40        500.000        3.44045                 NaN            NaN            NaN            NaN            NaN   5.60498                 NaN            NaN   7.15334        42.6070       0.660507        40.5337     
  1081.96        500.000        3.43571                 NaN            NaN            NaN            NaN            NaN   5.60439                 NaN            NaN   7.15467        42.6047       0.665937        40.5346     
  1080.52        500.000        3.41828                 NaN            NaN            NaN            NaN            NaN   5.63580                 NaN            NaN   7.15796        42.6080       0.662436        40.5175     
  1079.08        500.000        3.42514                 NaN            NaN            NaN            NaN            NaN   5.60405                 NaN            NaN   7.15771        42.5995       0.677380        40.5362     
  1077.65        500.000        3.41996                 NaN            NaN            NaN            NaN            NaN   5.60402                 NaN            NaN   7.15907        42.5970       0.682976        40.5370     
  1076.21        500.000        3.41600                 NaN            NaN            NaN            NaN            NaN   5.60235                 NaN            NaN   7.16060        42.5951       0.687978        40.5380     
  1074.77        500.000        3.41099                 NaN            NaN            NaN            NaN            NaN   5.60243                 NaN            NaN   7.16172        42.5926       0.693407        40.5389     
  1073.33        500.000        3.40060                 NaN            NaN            NaN            NaN            NaN   5.61581                 NaN            NaN   7.16440        42.5856       0.697653        40.5360     
  1071.89        500.000        3.39429                 NaN            NaN            NaN            NaN            NaN   5.61512                 NaN            NaN   7.16596        42.5843       0.704353        40.5360     
  1070.46        500.000        3.42201                 NaN            NaN            NaN            NaN            NaN   5.53549                 NaN            NaN   7.16935        42.5966       0.714678        40.5619     
  1069.02        500.000        3.38858                 NaN            NaN            NaN            NaN            NaN   5.60035                 NaN            NaN   7.16638        42.5863       0.717534        40.5409     
  1067.58        500.000        3.38944                 NaN            NaN            NaN            NaN            NaN   5.60068                 NaN            NaN   7.16950        42.5796       0.717516        40.5432     
  1066.14        500.000        3.38415                 NaN            NaN            NaN            NaN            NaN   5.60031                 NaN            NaN   7.17015        42.5780       0.723456        40.5439     
  1064.71        500.000        3.38125                 NaN            NaN            NaN            NaN            NaN   5.59732                 NaN            NaN   7.17137        42.5762       0.728218        40.5456     
  1063.27        500.000        3.36480                 NaN            NaN            NaN            NaN            NaN   5.58965                 NaN            NaN   7.18096        42.5583       0.751477        40.5548     
  1061.83        500.000        3.36786                 NaN            NaN            NaN            NaN            NaN   5.59224                 NaN            NaN   7.17533        42.5730       0.743962        40.5476     
  1060.39        500.000        3.38570                 NaN            NaN            NaN            NaN            NaN   5.57442                 NaN            NaN   7.18622        42.5504       0.738489        40.5647     
  1058.95        500.000        3.38949                 NaN            NaN            NaN            NaN            NaN   5.55375                 NaN            NaN   7.17307        42.5801       0.742292        40.5613     
  1057.52        500.000        3.39044                 NaN            NaN            NaN            NaN            NaN   5.54255                 NaN            NaN   7.17711        42.5780       0.747067        40.5649     
  1056.08        500.000        3.39294                 NaN            NaN            NaN            NaN            NaN   5.54213                 NaN            NaN   7.17683        42.5749       0.746169        40.5671     
  1054.64        500.000        3.36557                 NaN            NaN            NaN            NaN            NaN   5.58133                 NaN            NaN   7.17593        42.5702       0.752811        40.5542     
  1053.20        500.000        3.34885                 NaN            NaN            NaN            NaN            NaN   5.59364                 NaN            NaN   7.18257        42.5560       0.765752        40.5532     
  1051.76        500.000        3.38318                 NaN            NaN            NaN            NaN            NaN   5.53864                 NaN            NaN   7.18059        42.5713       0.757326        40.5689     
  1050.33        500.000        3.38054                 NaN            NaN            NaN            NaN            NaN   5.53512                 NaN            NaN   7.18218        42.5694       0.761978        40.5707     
  1048.89        500.000        3.36598                 NaN            NaN            NaN            NaN            NaN   5.53662                 NaN            NaN   7.18763        42.5564       0.777852        40.5755     
  1047.45        500.000        3.37495                 NaN            NaN            NaN            NaN            NaN   5.53489                 NaN            NaN   7.18105        42.5617       0.771485        40.5759     
  1046.01        500.000        3.37202                 NaN            NaN            NaN            NaN            NaN   5.53098                 NaN            NaN   7.18807        42.5566       0.775039        40.5773     
  1044.57        500.000        3.33363                 NaN            NaN            NaN            NaN            NaN   5.56191                 NaN            NaN   7.20034        42.5328       0.799173        40.5722     
  1043.14        500.000        3.33835                 NaN            NaN            NaN            NaN            NaN   5.55797                 NaN            NaN   7.19128        42.5468       0.796010        40.5696     
  1041.70        500.000        3.32477                 NaN            NaN            NaN            NaN            NaN   5.58045                 NaN            NaN   7.19324        42.5372       0.799774        40.5645     
  1040.26        500.000        3.33600                 NaN            NaN            NaN            NaN            NaN   5.54128                 NaN            NaN   7.19816        42.5449       0.803584        40.5761     
  1038.82        500.000        3.32641                 NaN            NaN            NaN            NaN            NaN   5.54723                 NaN            NaN   7.20256        42.5300       0.815159        40.5787     
  1037.39        500.000        3.32600                 NaN            NaN            NaN            NaN            NaN   5.55144                 NaN            NaN   7.19656        42.5377       0.813123        40.5752     
  1035.95        500.000        3.33492                 NaN            NaN            NaN            NaN            NaN   5.52136                 NaN            NaN   7.19513        42.5453       0.820080        40.5832     
  1034.51        500.000        3.32101                 NaN            NaN            NaN            NaN            NaN   5.54652                 NaN            NaN   7.19932        42.5334       0.821285        40.5785     
  1033.07        500.000        3.32982                 NaN            NaN            NaN            NaN            NaN   5.52803                 NaN            NaN   7.19537        42.5368       0.823818        40.5861     
  1031.63        500.000        3.30789                 NaN            NaN            NaN            NaN            NaN   5.55116                 NaN            NaN   7.19400        42.5399       0.833056        40.5740     
  1030.20        500.000        3.33181                 NaN            NaN            NaN            NaN            NaN   5.50781                 NaN            NaN   7.20462        42.5303       0.829734        40.5957     
  1028.76        500.000        3.30074                 NaN            NaN            NaN            NaN            NaN   5.55971                 NaN            NaN   7.20425        42.5205       0.837191        40.5776     
  1027.32        500.000        3.32731                 NaN            NaN            NaN            NaN            NaN   5.50052                 NaN            NaN   7.20432        42.5339       0.838407        40.5956     
  1025.88        500.000        3.32051                 NaN            NaN            NaN            NaN            NaN   5.51171                 NaN            NaN   7.20307        42.5261       0.843203        40.5954     
  1024.44        500.000        3.32048                 NaN            NaN            NaN            NaN            NaN   5.49697                 NaN            NaN   7.20670        42.5290       0.848060        40.5988     
  1023.01        500.000        3.31276                 NaN            NaN            NaN            NaN            NaN   5.51218                 NaN            NaN   7.20614        42.5206       0.851504        40.5968     
  1021.57        500.000        3.30938                 NaN            NaN            NaN            NaN            NaN   5.51229                 NaN            NaN   7.20771        42.5177       0.855239        40.5977     
  1020.13        500.000        3.35892                 NaN            NaN            NaN            NaN            NaN   5.39291                 NaN            NaN   7.20120        42.5539       0.861212        40.6319     
