|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1227.88        2500.00                 NaN            NaN   13.3177        3.03768       0.148021E-005            NaN            NaN            NaN   8.53228        43.0747       0.976141        31.0614     
  1226.72        2500.00                 NaN            NaN   13.5666        2.88186       0.165575E-005            NaN            NaN            NaN   8.54219        42.9672       0.959514        31.0826     
  1225.56        2500.00                 NaN            NaN   7.48970                 NaN            NaN            NaN            NaN   5.83740        8.16592        44.6102        1.35745        32.5393     
  1224.41        2500.00                 NaN            NaN   7.48477                 NaN            NaN            NaN            NaN   5.84114        8.16603        44.6101        1.35752        32.5405     
  1223.25        2500.00                 NaN            NaN   7.47979                 NaN            NaN            NaN            NaN   5.84490        8.16613        44.6100        1.35759        32.5416     
  1222.09        2500.00                 NaN            NaN   7.47483                 NaN            NaN            NaN            NaN   5.84864        8.16623        44.6099        1.35766        32.5428     
  1220.94        2500.00                 NaN            NaN   12.1301        4.26077       0.145768E-005            NaN            NaN            NaN   8.55415        43.0198       0.967158        31.0680     
  1219.78        2500.00                 NaN            NaN   7.39506                 NaN            NaN            NaN            NaN   5.91133        8.17143        44.6031        1.35728        32.5618     
  1218.62        2500.00                 NaN            NaN   7.38968                 NaN            NaN            NaN            NaN   5.91532        8.17142        44.6032        1.35737        32.5630     
  1217.47        2500.00                 NaN            NaN   7.38934                 NaN            NaN            NaN            NaN   5.91799        8.17172        44.5992        1.35702        32.5647     
  1216.31        2500.00                 NaN            NaN   7.37897                 NaN            NaN            NaN            NaN   5.92334        8.17144        44.6033        1.35754        32.5654     
  1215.15        2500.00                 NaN            NaN   7.35958                 NaN            NaN            NaN            NaN   5.93541        8.16927        44.6084        1.35891        32.5684     
  1214.00        2500.00                 NaN            NaN   7.36443                 NaN            NaN            NaN            NaN   5.93306        8.16795        44.6080        1.35838        32.5682     
  1212.84        2500.00                 NaN            NaN   7.36036                 NaN            NaN            NaN            NaN   5.93616        8.16807        44.6079        1.35839        32.5691     
  1211.68        2500.00                 NaN            NaN   7.35611                 NaN            NaN            NaN            NaN   5.93933        8.16821        44.6079        1.35839        32.5701     
  1210.53        2500.00                 NaN            NaN   7.34065                 NaN            NaN            NaN            NaN   5.94980        8.16932        44.6082        1.35916        32.5729     
  1209.37        2500.00                 NaN            NaN   7.33596                 NaN            NaN            NaN            NaN   5.95337        8.16934        44.6081        1.35923        32.5740     
  1208.21        2500.00                 NaN            NaN   7.33129                 NaN            NaN            NaN            NaN   5.95692        8.16936        44.6080        1.35929        32.5751     
  1207.06        2500.00                 NaN            NaN   7.32663                 NaN            NaN            NaN            NaN   5.96047        8.16938        44.6080        1.35935        32.5762     
  1205.90        2500.00                 NaN            NaN   7.33089                 NaN            NaN            NaN            NaN   5.95808        8.17010        44.6075        1.35836        32.5751     
  1204.74        2500.00                 NaN            NaN   7.32602                 NaN            NaN            NaN            NaN   5.96176        8.17011        44.6074        1.35845        32.5762     
  1203.59        2500.00                 NaN            NaN   7.32117                 NaN            NaN            NaN            NaN   5.96543        8.17011        44.6074        1.35854        32.5774     
  1202.43        2500.00                 NaN            NaN   7.31634                 NaN            NaN            NaN            NaN   5.96908        8.17011        44.6073        1.35863        32.5785     
  1201.27        2500.00                 NaN            NaN   7.32044                 NaN            NaN            NaN            NaN   5.96965        8.17155        44.5999        1.35804        32.5805     
  1200.12        2500.00                 NaN            NaN   7.30677                 NaN            NaN            NaN            NaN   5.97638        8.17019        44.6071        1.35877        32.5808     
  1198.96        2500.00                 NaN            NaN   7.29258                 NaN            NaN            NaN            NaN   5.98643        8.16952        44.6074        1.35980        32.5843     
  1197.80        2500.00                 NaN            NaN   7.28806                 NaN            NaN            NaN            NaN   5.98992        8.16960        44.6072        1.35983        32.5854     
  1196.65        2500.00                 NaN            NaN   7.28356                 NaN            NaN            NaN            NaN   5.99340        8.16968        44.6070        1.35986        32.5865     
  1195.49        2500.00                 NaN            NaN   7.27906                 NaN            NaN            NaN            NaN   5.99688        8.16976        44.6068        1.35989        32.5876     
  1194.33        2500.00                 NaN            NaN   7.27464                 NaN            NaN            NaN            NaN   6.00025        8.16977        44.6067        1.35996        32.5887     
  1193.18        2500.00                 NaN            NaN   7.27051                 NaN            NaN            NaN            NaN   6.00352        8.17002        44.6063        1.35991        32.5897     
  1192.02        2500.00                 NaN            NaN   7.26616                 NaN            NaN            NaN            NaN   6.00684        8.17004        44.6062        1.35998        32.5908     
  1190.86        2500.00                 NaN            NaN   7.26252                 NaN            NaN            NaN            NaN   6.00931        8.17047        44.6072        1.35960        32.5909     
  1189.71        2500.00                 NaN            NaN   7.27219                 NaN            NaN            NaN            NaN   6.00647        8.17176        44.5999        1.35822        32.5915     
  1188.55        2500.00                 NaN            NaN   7.26744                 NaN            NaN            NaN            NaN   6.00995        8.17165        44.6001        1.35832        32.5925     
  1187.39        2500.00                 NaN            NaN   7.25311                 NaN            NaN            NaN            NaN   6.01708        8.17000        44.6056        1.36017        32.5941     
  1186.24        2500.00                 NaN            NaN   7.24876                 NaN            NaN            NaN            NaN   6.02045        8.17009        44.6053        1.36021        32.5951     
  1185.08        2500.00                 NaN            NaN   7.24444                 NaN            NaN            NaN            NaN   6.02380        8.17016        44.6051        1.36024        32.5962     
  1183.92        2500.00                 NaN            NaN   7.24027                 NaN            NaN            NaN            NaN   6.02705        8.17025        44.6049        1.36028        32.5973     
  1182.77        2500.00                 NaN            NaN   7.23607                 NaN            NaN            NaN            NaN   6.03032        8.17033        44.6047        1.36031        32.5983     
  1181.61        2500.00                 NaN            NaN   7.23188                 NaN            NaN            NaN            NaN   6.03358        8.17041        44.6044        1.36034        32.5994     
  1180.45        2500.00                 NaN            NaN   7.22773                 NaN            NaN            NaN            NaN   6.03682        8.17050        44.6042        1.36037        32.6004     
  1179.29        2500.00                 NaN            NaN   7.22356                 NaN            NaN            NaN            NaN   6.04007        8.17058        44.6040        1.36040        32.6014     
  1178.14        2500.00                 NaN            NaN   7.21941                 NaN            NaN            NaN            NaN   6.04330        8.17067        44.6037        1.36043        32.6025     
  1176.98        2500.00                 NaN            NaN   7.21528                 NaN            NaN            NaN            NaN   6.04653        8.17076        44.6035        1.36045        32.6035     
  1175.82        2500.00                 NaN            NaN   7.21115                 NaN            NaN            NaN            NaN   6.04974        8.17085        44.6032        1.36048        32.6045     
  1174.67        2500.00                 NaN            NaN   7.20703                 NaN            NaN            NaN            NaN   6.05296        8.17094        44.6030        1.36051        32.6056     
  1173.51        2500.00                 NaN            NaN   7.20292                 NaN            NaN            NaN            NaN   6.05617        8.17103        44.6027        1.36053        32.6066     
  1172.35        2500.00                 NaN            NaN   7.19866                 NaN            NaN            NaN            NaN   6.05950        8.17116        44.6024        1.36055        32.6077     
  1171.20        2500.00                 NaN            NaN   7.19432                 NaN            NaN            NaN            NaN   6.06288        8.17128        44.6022        1.36057        32.6088     
  1170.04        2500.00                 NaN            NaN   7.19026                 NaN            NaN            NaN            NaN   6.06606        8.17138        44.6019        1.36059        32.6098     
  1168.88        2500.00                 NaN            NaN   7.18619                 NaN            NaN            NaN            NaN   6.06924        8.17148        44.6017        1.36062        32.6108     
  1167.73        2500.00                 NaN            NaN   7.18187                 NaN            NaN            NaN            NaN   6.07256        8.17153        44.6015        1.36068        32.6119     
  1166.57        2500.00                 NaN            NaN   7.17808                 NaN            NaN            NaN            NaN   6.07559        8.17169        44.6011        1.36066        32.6129     
  1165.41        2500.00                 NaN            NaN   7.17405                 NaN            NaN            NaN            NaN   6.07874        8.17179        44.6008        1.36069        32.6139     
  1164.26        2500.00                 NaN            NaN   7.17002                 NaN            NaN            NaN            NaN   6.08190        8.17189        44.6006        1.36071        32.6149     
  1163.10        2500.00                 NaN            NaN   7.16601                 NaN            NaN            NaN            NaN   6.08504        8.17200        44.6003        1.36074        32.6159     
  1161.94        2500.00                 NaN            NaN   7.16183                 NaN            NaN            NaN            NaN   6.08827        8.17206        44.6001        1.36079        32.6170     
  1160.79        2500.00                 NaN            NaN   7.15786                 NaN            NaN            NaN            NaN   6.09139        8.17217        44.5998        1.36082        32.6180     
  1159.63        2500.00                 NaN            NaN   13.7748        2.67011                 NaN            NaN            NaN            NaN   8.75361        42.8354       0.902426        31.0636     
  1158.47        2500.00                 NaN            NaN   13.8491        2.59302                 NaN            NaN            NaN            NaN   8.76696        42.8263       0.902155        31.0625     
  1157.32        2500.00                 NaN            NaN   13.8314        2.61587                 NaN            NaN            NaN            NaN   8.76247        42.8260       0.900654        31.0637     
  1156.16        2500.00                 NaN            NaN   7.14209                 NaN            NaN            NaN            NaN   6.10377        8.17261        44.5986        1.36091        32.6220     
  1155.00        2500.00                 NaN            NaN   13.8556        2.59355                 NaN            NaN            NaN            NaN   8.76921        42.8180       0.899516        31.0642     
  1153.85        2500.00                 NaN            NaN   13.8797        2.57413                 NaN            NaN            NaN            NaN   8.77390        42.8105       0.897327        31.0645     
  1152.69        2500.00                 NaN            NaN   13.9033        2.55248                 NaN            NaN            NaN            NaN   8.77844        42.8049       0.896287        31.0645     
  1151.53        2500.00                 NaN            NaN   13.8959        2.56165                 NaN            NaN            NaN            NaN   8.77961        42.8023       0.895534        31.0650     
  1150.38        2500.00                 NaN            NaN   13.9104        2.55183                 NaN            NaN            NaN            NaN   8.78213        42.7930       0.896234        31.0664     
  1149.22        2500.00                 NaN            NaN   13.9426        2.52124                 NaN            NaN            NaN            NaN   8.78870        42.7880       0.893260        31.0662     
  1148.06        2500.00                 NaN            NaN   7.11504                 NaN            NaN            NaN            NaN   6.12506        8.17340        44.5964        1.36106        32.6290     
  1146.91        2500.00                 NaN            NaN   13.9624        2.50547                 NaN            NaN            NaN            NaN   8.79566        42.7786       0.891240        31.0667     
  1145.75        2500.00                 NaN            NaN   7.10745                 NaN            NaN            NaN            NaN   6.13105        8.17363        44.5958        1.36110        32.6310     
  1144.59        2500.00                 NaN            NaN   14.0202        2.45099                 NaN            NaN            NaN            NaN   8.80298        42.7699       0.889103        31.0669     
  1143.44        2500.00                 NaN            NaN   7.09992                 NaN            NaN            NaN            NaN   6.13700        8.17386        44.5951        1.36114        32.6329     
  1142.28        2500.00                 NaN            NaN   15.2004        1.34620                 NaN            NaN            NaN            NaN   8.77563        42.6957       0.895496        31.0865     
  1141.12        2500.00                 NaN            NaN   15.2061        1.34369                 NaN            NaN            NaN            NaN   8.77796        42.6910       0.894245        31.0870     
  1139.97        2500.00                 NaN            NaN   15.4011        1.15383                 NaN            NaN            NaN            NaN   8.77801        42.6839       0.893504        31.0896     
  1138.81        2500.00                 NaN            NaN   15.3910        1.16631                 NaN            NaN            NaN            NaN   8.78019        42.6802       0.892397        31.0899     
  1137.65        2500.00                 NaN            NaN   15.3593        1.20160                 NaN            NaN            NaN            NaN   8.77993        42.6778       0.891930        31.0895     
  1136.50        2500.00                 NaN            NaN   15.4550        1.10720                 NaN            NaN            NaN            NaN   8.78317        42.6741       0.890601        31.0899     
  1135.34        2500.00                 NaN            NaN   14.1248        2.36349                 NaN            NaN            NaN            NaN   8.82927        42.7320       0.881098        31.0693     
  1134.18        2500.00                 NaN            NaN   15.5488        1.02563                 NaN            NaN            NaN            NaN   8.79244        42.6549       0.885337        31.0928     
  1133.03        2500.00                 NaN            NaN   15.5332        1.04293                 NaN            NaN            NaN            NaN   8.79481        42.6521       0.884099        31.0928     
  1131.87        2500.00                 NaN            NaN   15.4816        1.09473                 NaN            NaN            NaN            NaN   8.80059        42.6485       0.882131        31.0924     
  1130.71        2500.00                 NaN            NaN   15.3415        1.23744                 NaN            NaN            NaN            NaN   8.80544        42.6434       0.879722        31.0925     
  1129.56        2500.00                 NaN            NaN   14.1963        2.30348                 NaN            NaN            NaN            NaN   8.84956        42.7049       0.874991        31.0708     
  1128.40        2500.00                 NaN            NaN   14.2087        2.29500                 NaN            NaN            NaN            NaN   8.85256        42.6989       0.873422        31.0714     
  1127.24        2500.00                 NaN            NaN   14.1911        2.31241                 NaN            NaN            NaN            NaN   8.85642        42.6948       0.873710        31.0716     
  1126.08        2500.00                 NaN            NaN   15.1576        1.42896                 NaN            NaN            NaN            NaN   8.80985        42.6304       0.878635        31.0946     
  1124.93        2500.00                 NaN            NaN   7.03834                 NaN            NaN            NaN            NaN   6.18443        8.17474        44.5928        1.36188        32.6479     
  1123.77        2500.00                 NaN            NaN   14.2256        2.28598                 NaN            NaN            NaN            NaN   8.86565        42.6794       0.870328        31.0730     
  1122.61        2500.00                 NaN            NaN   7.03098                 NaN            NaN            NaN            NaN   6.19023        8.17502        44.5920        1.36196        32.6498     
  1121.46        2500.00                 NaN            NaN   15.0880        1.52509                 NaN            NaN            NaN            NaN   8.81735        42.5968       0.872606        31.1002     
  1120.30        2500.00                 NaN            NaN   15.0603        1.55549                 NaN            NaN            NaN            NaN   8.81942        42.5929       0.871474        31.1004     
  1119.14        2500.00                 NaN            NaN   14.2481        2.27275                 NaN            NaN            NaN            NaN   8.87924        42.6593       0.866185        31.0744     
  1117.99        2500.00                 NaN            NaN   14.2639        2.25966                 NaN            NaN            NaN            NaN   8.88263        42.6540       0.864981        31.0748     
  1116.83        2500.00                 NaN            NaN   14.2704        2.25522                 NaN            NaN            NaN            NaN   8.88505        42.6503       0.864022        31.0750     
  1115.67        2500.00                 NaN            NaN   15.5913        1.03857                 NaN            NaN            NaN            NaN   8.82786        42.5809       0.862482        31.0989     
  1114.52        2500.00                 NaN            NaN   15.4441        1.18254                 NaN            NaN            NaN            NaN   8.82932        42.5806       0.864023        31.0994     
  1113.36        2500.00                 NaN            NaN   7.00557                 NaN            NaN            NaN            NaN   6.21207        8.17729        44.5861        1.36142        32.6576     
  1112.20        2500.00                 NaN            NaN   15.0712        1.54798       0.140267E-005            NaN            NaN            NaN   8.83316        42.5806       0.866762        31.1002     
  1111.05        2500.00                 NaN            NaN  0.215025E-002   14.3040        2.23234       0.150520E-005            NaN            NaN   8.90232        42.6240       0.858128        31.0770     
  1109.89        2500.00                 NaN            NaN  0.204985E-002   14.2996        2.23961       0.148657E-005            NaN            NaN   8.90511        42.6194       0.856929        31.0773     
  1108.73        2500.00                 NaN            NaN   15.3461        1.28955       0.132528E-005            NaN            NaN            NaN   8.83902        42.5628       0.860793        31.1017     
  1107.58        2500.00                 NaN            NaN   15.3681        1.26678       0.129458E-005            NaN            NaN            NaN   8.83910        42.5659       0.859728        31.1004     
  1106.42        2500.00                 NaN            NaN  0.398838E-003   14.3274        2.22111                 NaN            NaN            NaN   8.91561        42.6035       0.853453        31.0785     
  1105.26        2500.00                 NaN            NaN  0.415739E-003   14.3356        2.21553                 NaN            NaN            NaN   8.91918        42.5980       0.852312        31.0790     
  1104.11        2500.00                 NaN            NaN   15.1516        1.51038       0.128914E-005            NaN            NaN            NaN   8.85909        42.5176       0.852148        31.1093     
  1102.95        2500.00                 NaN            NaN   15.1768        1.48644       0.126759E-005            NaN            NaN            NaN   8.85980        42.5164       0.851557        31.1090     
  1101.79        2500.00                 NaN            NaN   15.1891        1.47658       0.124806E-005            NaN            NaN            NaN   8.86124        42.5132       0.850653        31.1093     
  1100.64        2500.00                 NaN            NaN   14.3271        2.23451                 NaN            NaN            NaN            NaN   8.93145        42.5785       0.847837        31.0806     
  1099.48        2500.00                 NaN            NaN   14.3317        2.23297       0.861665E-004            NaN            NaN            NaN   8.93478        42.5728       0.846554        31.0811     
  1098.32        2500.00                 NaN            NaN   14.3542        2.21334                 NaN            NaN            NaN            NaN   8.93940        42.5664       0.845177        31.0815     
  1097.17        2500.00                 NaN            NaN   14.3496        2.22146                 NaN            NaN            NaN            NaN   8.94331        42.5598       0.843678        31.0821     
  1096.01        2500.00                 NaN            NaN   14.3371        2.23518                 NaN            NaN            NaN            NaN   8.94418        42.5579       0.843226        31.0823     
  1094.85        2500.00                 NaN            NaN   14.3421        2.23340                 NaN            NaN            NaN            NaN   8.94765        42.5521       0.841871        31.0829     
  1093.70        2500.00                 NaN            NaN  0.356622E-003   14.3452        2.23284                 NaN            NaN            NaN   8.95279        42.5448       0.840606        31.0834     
  1092.54        2500.00                 NaN            NaN   14.3556        2.22558                 NaN            NaN            NaN            NaN   8.95687        42.5388       0.839269        31.0838     
  1091.38        2500.00                 NaN            NaN   6.94393                 NaN            NaN            NaN            NaN   6.26285        8.18049        44.5762        1.36132        32.6752     
  1090.23        2500.00                 NaN            NaN   15.1465        1.54748                 NaN            NaN            NaN            NaN   8.88671        42.4691       0.836810        31.1134     
  1089.07        2500.00                 NaN            NaN  0.187735E-002   15.1502        1.54453                 NaN            NaN            NaN   8.88895        42.4649       0.835666        31.1139     
  1087.91        2500.00                 NaN            NaN  0.119156E-002   15.1450        1.55643                 NaN            NaN            NaN   8.89076        42.4573       0.834401        31.1149     
  1086.76        2500.00                 NaN            NaN   15.1795        1.51507                 NaN            NaN            NaN            NaN   8.88529        42.4701       0.837364        31.1127     
  1085.60        2500.00                 NaN            NaN   6.92904                 NaN            NaN            NaN            NaN   6.27540        8.18186        44.5725        1.36129        32.6799     
  1084.44        2500.00                 NaN            NaN  0.114109E-002   15.1803        1.53178                 NaN            NaN            NaN   8.89875        42.4415       0.829993        31.1166     
  1083.29        2500.00                 NaN            NaN   15.1843        1.52971                 NaN            NaN            NaN            NaN   8.90131        42.4391       0.828851        31.1167     
  1082.13        2500.00                 NaN            NaN  0.101835E-002   15.2035        1.51407                 NaN            NaN            NaN   8.90420        42.4322       0.827355        31.1177     
  1080.97        2500.00                 NaN            NaN  0.976862E-003   15.1599        1.56395                 NaN            NaN            NaN   8.90751        42.4236       0.825472        31.1186     
  1079.82        2500.00                 NaN            NaN  0.106521E-002   15.1758        1.55117                 NaN            NaN            NaN   8.90994        42.4183       0.824298        31.1194     
  1078.66        2500.00                 NaN            NaN  0.156472E-003   14.3456        2.26677                 NaN            NaN            NaN   8.99235        42.4804       0.825617        31.0891     
  1077.50        2500.00                 NaN            NaN   14.3464        2.26943                 NaN            NaN            NaN            NaN   8.99470        42.4754       0.824412        31.0897     
  1076.34        2500.00                 NaN            NaN   6.90123                 NaN            NaN            NaN            NaN   6.29674        8.18255        44.5706        1.36185        32.6871     
  1075.19        2500.00                 NaN            NaN   6.89769                 NaN            NaN            NaN            NaN   6.29940        8.18261        44.5704        1.36194        32.6880     
  1074.03        2500.00                 NaN            NaN   6.89418                 NaN            NaN            NaN            NaN   6.30205        8.18267        44.5702        1.36203        32.6888     
  1072.87        2500.00                 NaN            NaN   6.89069                 NaN            NaN            NaN            NaN   6.30726        8.18344        44.5658        1.36183        32.6910     
  1071.72        2500.00                 NaN            NaN   6.88721                 NaN            NaN            NaN            NaN   6.30731        8.18282        44.5699        1.36221        32.6906     
  1070.56        2500.00                 NaN            NaN   6.88366                 NaN            NaN            NaN            NaN   6.31194        8.18325        44.5678        1.36130        32.6921     
  1069.40        2500.00                 NaN            NaN   6.88067                 NaN            NaN            NaN            NaN   6.31442        8.18344        44.5672        1.36130        32.6930     
  1068.25        2500.00                 NaN            NaN   6.87771                 NaN            NaN            NaN            NaN   6.31688        8.18364        44.5666        1.36128        32.6939     
  1067.09        2500.00                 NaN            NaN   6.87981                 NaN            NaN            NaN            NaN   6.31446        8.18396        44.5664        1.36177        32.6936     
  1065.93        2500.00                 NaN            NaN   6.87260                 NaN            NaN            NaN            NaN   6.31961        8.18599        44.5652        1.36182        32.6948     
  1064.78        2500.00                 NaN            NaN   6.86998                 NaN            NaN            NaN            NaN   6.32074        8.18356        44.5678        1.36256        32.6954     
  1063.62        2500.00                 NaN            NaN   6.86528                 NaN            NaN            NaN            NaN   6.32693        8.18420        44.5649        1.36137        32.6974     
  1062.46        2500.00                 NaN            NaN   6.86234                 NaN            NaN            NaN            NaN   6.32939        8.18439        44.5643        1.36137        32.6982     
  1061.31        2500.00                 NaN            NaN   6.85946                 NaN            NaN            NaN            NaN   6.33181        8.18461        44.5636        1.36136        32.6991     
  1060.15        2500.00                 NaN            NaN   6.85665                 NaN            NaN            NaN            NaN   6.33421        8.18485        44.5629        1.36135        32.7000     
  1058.99        2500.00                 NaN            NaN   6.85390                 NaN            NaN            NaN            NaN   6.33658        8.18509        44.5622        1.36134        32.7009     
  1057.84        2500.00                 NaN            NaN   6.85119                 NaN            NaN            NaN            NaN   6.33892        8.18533        44.5614        1.36132        32.7018     
  1056.68        2500.00                 NaN            NaN   6.84774                 NaN            NaN            NaN            NaN   6.33995        8.18665        44.5615        1.36216        32.7020     
  1055.52        2500.00                 NaN            NaN   6.84416                 NaN            NaN            NaN            NaN   6.34287        8.18676        44.5612        1.36214        32.7029     
  1054.37        2500.00                 NaN            NaN   6.84403                 NaN            NaN            NaN            NaN   6.34371        8.18808        44.5590        1.36168        32.7035     
  1053.21        2500.00                 NaN            NaN   6.83711                 NaN            NaN            NaN            NaN   6.34944        8.18805        44.5587        1.36155        32.7052     
  1052.05        2500.00                 NaN            NaN   6.83849                 NaN            NaN            NaN            NaN   6.34843        8.18853        44.5577        1.36163        32.7053     
  1050.90        2500.00                 NaN            NaN   6.83420                 NaN            NaN            NaN            NaN   6.35150        8.18814        44.5583        1.36176        32.7061     
  1049.74        2500.00                 NaN            NaN   6.83299                 NaN            NaN            NaN            NaN   6.35244        8.18858        44.5566        1.36226        32.7072     
  1048.58        2500.00                 NaN            NaN   6.83009                 NaN            NaN            NaN            NaN   6.35477        8.18859        44.5562        1.36235        32.7080     
  1047.43        2500.00                 NaN            NaN   6.82715                 NaN            NaN            NaN            NaN   6.35713        8.18862        44.5558        1.36243        32.7089     
  1046.27        2500.00                 NaN            NaN   6.83268                 NaN            NaN            NaN            NaN   6.35625        8.18947        44.5511        1.36135        32.7092     
  1045.11        2500.00                 NaN            NaN   6.82125                 NaN            NaN            NaN            NaN   6.36190        8.18875        44.5550        1.36256        32.7106     
  1043.96        2500.00                 NaN            NaN   6.81812                 NaN            NaN            NaN            NaN   6.36433        8.18881        44.5546        1.36268        32.7115     
  1042.80        2500.00                 NaN            NaN   6.81492                 NaN            NaN            NaN            NaN   6.36682        8.18885        44.5542        1.36279        32.7124     
  1041.64        2500.00                 NaN            NaN   6.81167                 NaN            NaN            NaN            NaN   6.36934        8.18890        44.5539        1.36291        32.7133     
  1040.49        2500.00                 NaN            NaN   6.81103                 NaN            NaN            NaN            NaN   6.37109        8.18924        44.5530        1.36215        32.7135     
  1039.33        2500.00                 NaN            NaN   6.80808                 NaN            NaN            NaN            NaN   6.37352        8.18937        44.5525        1.36218        32.7144     
  1038.17        2500.00                 NaN            NaN   6.80514                 NaN            NaN            NaN            NaN   6.37595        8.18951        44.5519        1.36221        32.7153     
  1037.02        2500.00                 NaN            NaN   6.80221                 NaN            NaN            NaN            NaN   6.37837        8.18966        44.5514        1.36224        32.7161     
  1035.86        2500.00                 NaN            NaN   6.79931       0.132460E-005            NaN            NaN            NaN   6.38079        8.18982        44.5508        1.36225        32.7170     
  1034.70        2500.00                 NaN            NaN   6.79643       0.161986E-005            NaN            NaN            NaN   6.38320        8.19000        44.5502        1.36226        32.7179     
  1033.55        2500.00                 NaN            NaN   6.79358       0.147714E-005            NaN            NaN            NaN   6.38560        8.19019        44.5496        1.36226        32.7188     
  1032.39        2500.00                 NaN            NaN   6.79336       0.155626E-005            NaN            NaN            NaN   6.38937        8.19285        44.5427        1.36084        32.7209     
  1031.23        2500.00                 NaN            NaN   6.79267       0.149234E-005            NaN            NaN            NaN   6.39045        8.19321        44.5413        1.36081        32.7215     
  1030.08        2500.00                 NaN            NaN   6.78900       0.175713E-005            NaN            NaN            NaN   6.39306        8.19325        44.5413        1.36096        32.7224     
  1028.92        2500.00                 NaN            NaN   6.78665       0.178937E-005            NaN            NaN            NaN   6.39360        8.19339        44.5431        1.36102        32.7222     
  1027.76        2500.00                 NaN            NaN   6.78387       0.309384E-005            NaN            NaN            NaN   6.39607        8.19367        44.5422        1.36099        32.7232     
  1026.61        2500.00                 NaN            NaN   6.78119       0.205900E-005            NaN            NaN            NaN   6.39846        8.19398        44.5413        1.36094        32.7241     
  1025.45        2500.00                 NaN            NaN   6.77706       0.245158E-005            NaN            NaN            NaN   6.40138        8.19383        44.5417        1.36108        32.7249     
  1024.29        2500.00                 NaN            NaN   6.77442       0.271942E-005            NaN            NaN            NaN   6.40372        8.19409        44.5409        1.36105        32.7258     
  1023.13        2500.00                 NaN            NaN   6.77210       0.294863E-005            NaN            NaN            NaN   6.40558        8.19413        44.5405        1.36117        32.7266     
  1021.98        2500.00                 NaN            NaN   6.77118       0.326098E-005            NaN            NaN            NaN   6.40739        8.19504        44.5379        1.36086        32.7276     
  1020.82        2500.00                 NaN            NaN   6.76714       0.415243E-005            NaN            NaN            NaN   6.41056        8.19500        44.5379        1.36087        32.7285     
  1019.66        2500.00                 NaN            NaN   6.76555       0.375949E-005            NaN            NaN            NaN   6.41181        8.19539        44.5372        1.36088        32.7291     
  1018.51        2500.00                 NaN            NaN   6.76133       0.445082E-005            NaN            NaN            NaN   6.41549        8.19553        44.5363        1.36090        32.7305     
  1017.35        2500.00                 NaN            NaN   6.75764       0.520348E-005            NaN            NaN            NaN   6.41690        8.19372        44.5393        1.36183        32.7306     
  1016.19        2500.00                 NaN            NaN   6.76286       0.402111E-005            NaN            NaN            NaN   6.41619        8.19682        44.5324        1.36037        32.7314     
  1015.04        2500.00                 NaN            NaN   6.76109       0.424653E-005            NaN            NaN            NaN   6.41898        8.19851        44.5289        1.35969        32.7328     
  1013.88        2500.00                 NaN            NaN   6.75542       0.530966E-005            NaN            NaN            NaN   6.42244        8.19801        44.5302        1.36015        32.7338     
  1012.72        2500.00                 NaN            NaN   6.75249       0.598975E-005            NaN            NaN            NaN   6.42452        8.19788        44.5306        1.36020        32.7343     
  1011.57        2500.00                 NaN            NaN   6.74909       0.690437E-005            NaN            NaN            NaN   6.42702        8.19743        44.5308        1.36051        32.7352     
  1010.41        2500.00                 NaN            NaN   6.74521       0.121878E-004            NaN            NaN            NaN   6.42992        8.19697        44.5311        1.36076        32.7360     
  1009.25        2500.00                 NaN            NaN   6.74304       0.103111E-004            NaN            NaN            NaN   6.43188        8.19714        44.5303        1.36080        32.7368     
  1008.10        2500.00                 NaN            NaN   6.74068       0.112406E-004            NaN            NaN            NaN   6.43403        8.19740        44.5294        1.36077        32.7377     
  1006.94        2500.00                 NaN            NaN   6.73943       0.961438E-005            NaN            NaN            NaN   6.43530        8.19850        44.5280        1.36042        32.7383     
  1005.78        2500.00                 NaN            NaN   6.73599       0.110264E-004            NaN            NaN            NaN   6.43831        8.19791        44.5277        1.36070        32.7394     
  1004.63        2500.00                 NaN            NaN   6.73484       0.115349E-004            NaN            NaN            NaN   6.43949        8.19909        44.5263        1.36033        32.7400     
  1003.47        2500.00                 NaN            NaN   6.73130       0.175852E-004            NaN            NaN            NaN   6.44257        8.19841        44.5260        1.36065        32.7410     
  1002.31        2500.00                 NaN            NaN   6.72896       0.138840E-004            NaN            NaN            NaN   6.44470        8.19866        44.5252        1.36062        32.7419     
  1001.16        2500.00                 NaN            NaN   6.72661       0.196490E-004            NaN            NaN            NaN   6.44682        8.19891        44.5243        1.36059        32.7427     
  1000.00        2500.00                 NaN            NaN   6.79412                 NaN            NaN            NaN            NaN   6.39408        8.19984        44.5242        1.36047        32.7273     
