|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1230.19        2500.00        87.4114                 NaN   1.06685       0.752725                 NaN            NaN            NaN            NaN  0.947061        6.23297       0.719393E-001   3.51705     
  1229.03        2500.00                 NaN            NaN   2.02142        10.0372       0.137813E-005            NaN            NaN            NaN   8.36368        46.2652       0.558953        32.7535     
  1227.88        2500.00                 NaN            NaN   9.82809        2.29889       0.110702E-005            NaN            NaN            NaN   8.41453        46.1187       0.561892        32.7779     
  1226.72        2500.00                 NaN            NaN   10.0359        2.18132       0.123948E-005            NaN            NaN            NaN   8.42454        46.0039       0.552329        32.8020     
  1225.56        2500.00                 NaN            NaN   5.70792                 NaN            NaN            NaN            NaN   3.65491        8.02685        47.6049       0.778801        34.2266     
  1224.41        2500.00                 NaN            NaN   5.70440                 NaN            NaN            NaN            NaN   3.65716        8.02692        47.6042       0.778828        34.2285     
  1223.25        2500.00                 NaN            NaN   5.70083                 NaN            NaN            NaN            NaN   3.65943        8.02698        47.6035       0.778852        34.2304     
  1222.09        2500.00                 NaN            NaN   5.69727                 NaN            NaN            NaN            NaN   3.66169        8.02705        47.6028       0.778877        34.2323     
  1220.94        2500.00                 NaN            NaN   8.93893        3.22028       0.108860E-005            NaN            NaN            NaN   8.43616        46.0581       0.556675        32.7899     
  1219.78        2500.00                 NaN            NaN   5.64273                 NaN            NaN            NaN            NaN   3.70068        8.03190        47.5932       0.778607        34.2529     
  1218.62        2500.00                 NaN            NaN   5.63886                 NaN            NaN            NaN            NaN   3.70310        8.03185        47.5928       0.778648        34.2548     
  1217.47        2500.00                 NaN            NaN   5.63908                 NaN            NaN            NaN            NaN   3.70471        8.03215        47.5882       0.778431        34.2574     
  1216.31        2500.00                 NaN            NaN   5.63113                 NaN            NaN            NaN            NaN   3.70795        8.03180        47.5917       0.778716        34.2587     
  1215.15        2500.00                 NaN            NaN   5.61714                 NaN            NaN            NaN            NaN   3.71539        8.02957        47.5962       0.779478        34.2622     
  1214.00        2500.00                 NaN            NaN   5.62039                 NaN            NaN            NaN            NaN   3.71386        8.02829        47.5955       0.779161        34.2628     
  1212.84        2500.00                 NaN            NaN   5.61741                 NaN            NaN            NaN            NaN   3.71571        8.02837        47.5948       0.779154        34.2646     
  1211.68        2500.00                 NaN            NaN   5.61428                 NaN            NaN            NaN            NaN   3.71762        8.02848        47.5942       0.779138        34.2662     
  1210.53        2500.00                 NaN            NaN   5.60355                 NaN            NaN            NaN            NaN   3.72406        8.02949        47.5937       0.779563        34.2696     
  1209.37        2500.00                 NaN            NaN   5.60019                 NaN            NaN            NaN            NaN   3.72621        8.02948        47.5931       0.779584        34.2715     
  1208.21        2500.00                 NaN            NaN   5.59683                 NaN            NaN            NaN            NaN   3.72835        8.02946        47.5924       0.779605        34.2733     
  1207.06        2500.00                 NaN            NaN   5.59349                 NaN            NaN            NaN            NaN   3.73049        8.02944        47.5918       0.779625        34.2752     
  1205.90        2500.00                 NaN            NaN   5.59620                 NaN            NaN            NaN            NaN   3.72892        8.03016        47.5909       0.779046        34.2748     
  1204.74        2500.00                 NaN            NaN   5.59271                 NaN            NaN            NaN            NaN   3.73114        8.03013        47.5902       0.779084        34.2767     
  1203.59        2500.00                 NaN            NaN   5.58924                 NaN            NaN            NaN            NaN   3.73336        8.03010        47.5896       0.779121        34.2786     
  1202.43        2500.00                 NaN            NaN   5.58578                 NaN            NaN            NaN            NaN   3.73556        8.03007        47.5890       0.779157        34.2805     
  1201.27        2500.00                 NaN            NaN   5.58956                 NaN            NaN            NaN            NaN   3.73586        8.03151        47.5808       0.778811        34.2834     
  1200.12        2500.00                 NaN            NaN   5.57890                 NaN            NaN            NaN            NaN   3.73996        8.03007        47.5876       0.779205        34.2843     
  1198.96        2500.00                 NaN            NaN   5.56908                 NaN            NaN            NaN            NaN   3.74615        8.02936        47.5872       0.779778        34.2884     
  1197.80        2500.00                 NaN            NaN   5.56587                 NaN            NaN            NaN            NaN   3.74825        8.02941        47.5864       0.779780        34.2903     
  1196.65        2500.00                 NaN            NaN   5.56266                 NaN            NaN            NaN            NaN   3.75035        8.02945        47.5857       0.779782        34.2921     
  1195.49        2500.00                 NaN            NaN   5.55945                 NaN            NaN            NaN            NaN   3.75244        8.02950        47.5849       0.779785        34.2939     
  1194.33        2500.00                 NaN            NaN   5.55623                 NaN            NaN            NaN            NaN   3.75446        8.02948        47.5843       0.779814        34.2958     
  1193.18        2500.00                 NaN            NaN   5.55338                 NaN            NaN            NaN            NaN   3.75642        8.02969        47.5832       0.779765        34.2975     
  1192.02        2500.00                 NaN            NaN   5.55022                 NaN            NaN            NaN            NaN   3.75842        8.02968        47.5826       0.779793        34.2993     
  1190.86        2500.00                 NaN            NaN   5.54764                 NaN            NaN            NaN            NaN   3.75986        8.03004        47.5828       0.779556        34.3001     
  1189.71        2500.00                 NaN            NaN   5.55497                 NaN            NaN            NaN            NaN   3.75805        8.03137        47.5751       0.778760        34.3017     
  1188.55        2500.00                 NaN            NaN   5.55152                 NaN            NaN            NaN            NaN   3.76014        8.03123        47.5748       0.778807        34.3035     
  1187.39        2500.00                 NaN            NaN   5.54070                 NaN            NaN            NaN            NaN   3.76450        8.02954        47.5798       0.779846        34.3056     
  1186.24        2500.00                 NaN            NaN   5.53761                 NaN            NaN            NaN            NaN   3.76652        8.02959        47.5790       0.779853        34.3074     
  1185.08        2500.00                 NaN            NaN   5.53452                 NaN            NaN            NaN            NaN   3.76854        8.02963        47.5782       0.779859        34.3092     
  1183.92        2500.00                 NaN            NaN   5.53156                 NaN            NaN            NaN            NaN   3.77049        8.02968        47.5774       0.779863        34.3110     
  1182.77        2500.00                 NaN            NaN   5.52856                 NaN            NaN            NaN            NaN   3.77245        8.02973        47.5766       0.779866        34.3128     
  1181.61        2500.00                 NaN            NaN   5.52558                 NaN            NaN            NaN            NaN   3.77440        8.02978        47.5758       0.779869        34.3146     
  1180.45        2500.00                 NaN            NaN   5.52262                 NaN            NaN            NaN            NaN   3.77634        8.02984        47.5750       0.779871        34.3163     
  1179.29        2500.00                 NaN            NaN   5.51965                 NaN            NaN            NaN            NaN   3.77829        8.02989        47.5742       0.779874        34.3181     
  1178.14        2500.00                 NaN            NaN   5.51670                 NaN            NaN            NaN            NaN   3.78023        8.02994        47.5734       0.779876        34.3199     
  1176.98        2500.00                 NaN            NaN   5.51375                 NaN            NaN            NaN            NaN   3.78216        8.03000        47.5725       0.779877        34.3217     
  1175.82        2500.00                 NaN            NaN   5.51082                 NaN            NaN            NaN            NaN   3.78409        8.03006        47.5717       0.779878        34.3234     
  1174.67        2500.00                 NaN            NaN   5.50788                 NaN            NaN            NaN            NaN   3.78602        8.03012        47.5709       0.779878        34.3252     
  1173.51        2500.00                 NaN            NaN   5.50496                 NaN            NaN            NaN            NaN   3.78794        8.03018        47.5701       0.779879        34.3270     
  1172.35        2500.00                 NaN            NaN   5.50194                 NaN            NaN            NaN            NaN   3.78994        8.03028        47.5692       0.779871        34.3288     
  1171.20        2500.00                 NaN            NaN   5.49886                 NaN            NaN            NaN            NaN   3.79197        8.03035        47.5684       0.779872        34.3306     
  1170.04        2500.00                 NaN            NaN   5.49597                 NaN            NaN            NaN            NaN   3.79387        8.03043        47.5675       0.779868        34.3323     
  1168.88        2500.00                 NaN            NaN   5.49307                 NaN            NaN            NaN            NaN   3.79578        8.03050        47.5667       0.779868        34.3341     
  1167.73        2500.00                 NaN            NaN   5.48996                 NaN            NaN            NaN            NaN   3.79777        8.03052        47.5659       0.779891        34.3359     
  1166.57        2500.00                 NaN            NaN   5.48730                 NaN            NaN            NaN            NaN   3.79958        8.03064        47.5650       0.779866        34.3376     
  1165.41        2500.00                 NaN            NaN   5.48444                 NaN            NaN            NaN            NaN   3.80147        8.03071        47.5642       0.779865        34.3394     
  1164.26        2500.00                 NaN            NaN   5.48157                 NaN            NaN            NaN            NaN   3.80336        8.03078        47.5633       0.779864        34.3411     
  1163.10        2500.00                 NaN            NaN   5.47872                 NaN            NaN            NaN            NaN   3.80524        8.03085        47.5625       0.779864        34.3429     
  1161.94        2500.00                 NaN            NaN   5.47571                 NaN            NaN            NaN            NaN   3.80718        8.03088        47.5617       0.779883        34.3447     
  1160.79        2500.00                 NaN            NaN   5.47289                 NaN            NaN            NaN            NaN   3.80904        8.03096        47.5608       0.779881        34.3464     
  1159.63        2500.00                 NaN            NaN   10.1711        2.02918                 NaN            NaN            NaN            NaN   8.63091        45.8309       0.518887        32.8190     
  1158.47        2500.00                 NaN            NaN   10.2276        1.97080                 NaN            NaN            NaN            NaN   8.64402        45.8205       0.518720        32.8183     
  1157.32        2500.00                 NaN            NaN   10.2138        1.98827                 NaN            NaN            NaN            NaN   8.63961        45.8200       0.517851        32.8205     
  1156.16        2500.00                 NaN            NaN   5.46170                 NaN            NaN            NaN            NaN   3.81645        8.03127        47.5573       0.779874        34.3534     
  1155.00        2500.00                 NaN            NaN   10.2326        1.97156                 NaN            NaN            NaN            NaN   8.64618        45.8103       0.517177        32.8223     
  1153.85        2500.00                 NaN            NaN   10.2507        1.95697                 NaN            NaN            NaN            NaN   8.65085        45.8021       0.515912        32.8235     
  1152.69        2500.00                 NaN            NaN   10.2687        1.94066                 NaN            NaN            NaN            NaN   8.65531        45.7957       0.515306        32.8243     
  1151.53        2500.00                 NaN            NaN   10.2631        1.94775                 NaN            NaN            NaN            NaN   8.65644        45.7924       0.514864        32.8254     
  1150.38        2500.00                 NaN            NaN   10.2750        1.94044                 NaN            NaN            NaN            NaN   8.65899        45.7824       0.515263        32.8279     
  1149.22        2500.00                 NaN            NaN   10.2996        1.91733                 NaN            NaN            NaN            NaN   8.66537        45.7761       0.513540        32.8281     
  1148.06        2500.00                 NaN            NaN   5.44250                 NaN            NaN            NaN            NaN   3.82917        8.03184        47.5512       0.779861        34.3655     
  1146.91        2500.00                 NaN            NaN   10.3146        1.90561                 NaN            NaN            NaN            NaN   8.67220        45.7651       0.512361        32.8301     
  1145.75        2500.00                 NaN            NaN   5.43712                 NaN            NaN            NaN            NaN   3.83274        8.03201        47.5494       0.779857        34.3689     
  1144.59        2500.00                 NaN            NaN   10.3582        1.86448                 NaN            NaN            NaN            NaN   8.67941        45.7550       0.511117        32.8317     
  1143.44        2500.00                 NaN            NaN   5.43178                 NaN            NaN            NaN            NaN   3.83629        8.03219        47.5476       0.779852        34.3723     
  1142.28        2500.00                 NaN            NaN   11.2648        1.02493                 NaN            NaN            NaN            NaN   8.65381        45.6823       0.514859        32.8592     
  1141.12        2500.00                 NaN            NaN   11.2693        1.02311                 NaN            NaN            NaN            NaN   8.65610        45.6768       0.514131        32.8605     
  1139.97        2500.00                 NaN            NaN   11.4171       0.878692                 NaN            NaN            NaN            NaN   8.65628        45.6697       0.513705        32.8645     
  1138.81        2500.00                 NaN            NaN   11.4094       0.888277                 NaN            NaN            NaN            NaN   8.65843        45.6653       0.513061        32.8655     
  1137.65        2500.00                 NaN            NaN   11.3844       0.915191                 NaN            NaN            NaN            NaN   8.65828        45.6631       0.512791        32.8663     
  1136.50        2500.00                 NaN            NaN   11.4580       0.843384                 NaN            NaN            NaN            NaN   8.66137        45.6581       0.512013        32.8671     
  1135.34        2500.00                 NaN            NaN   10.4383        1.79903                 NaN            NaN            NaN            NaN   8.70521        45.7110       0.506448        32.8400     
  1134.18        2500.00                 NaN            NaN   11.5296       0.781393                 NaN            NaN            NaN            NaN   8.67059        45.6374       0.508977        32.8720     
  1133.03        2500.00                 NaN            NaN   11.5178       0.794619                 NaN            NaN            NaN            NaN   8.67288        45.6338       0.508255        32.8726     
  1131.87        2500.00                 NaN            NaN   11.4787       0.834085                 NaN            NaN            NaN            NaN   8.67848        45.6290       0.507110        32.8726     
  1130.71        2500.00                 NaN            NaN   11.3733       0.942842                 NaN            NaN            NaN            NaN   8.68311        45.6222       0.505709        32.8728     
  1129.56        2500.00                 NaN            NaN   10.4932        1.75401                 NaN            NaN            NaN            NaN   8.72513        45.6797       0.502896        32.8451     
  1128.40        2500.00                 NaN            NaN   10.5030        1.74769                 NaN            NaN            NaN            NaN   8.72808        45.6728       0.501987        32.8465     
  1127.24        2500.00                 NaN            NaN   10.4899        1.76078                 NaN            NaN            NaN            NaN   8.73187        45.6680       0.502144        32.8474     
  1126.08        2500.00                 NaN            NaN   11.2352        1.08894                 NaN            NaN            NaN            NaN   8.68732        45.6059       0.505046        32.8775     
  1124.93        2500.00                 NaN            NaN   5.38792                 NaN            NaN            NaN            NaN   3.86457        8.03257        47.5361       0.780040        34.3988     
  1123.77        2500.00                 NaN            NaN   10.5163        1.74108                 NaN            NaN            NaN            NaN   8.74095        45.6504       0.500177        32.8510     
  1122.61        2500.00                 NaN            NaN   5.38269                 NaN            NaN            NaN            NaN   3.86803        8.03278        47.5342       0.780059        34.4022     
  1121.46        2500.00                 NaN            NaN   11.1883        1.16243                 NaN            NaN            NaN            NaN   8.69455        45.5673       0.501542        32.8860     
  1120.30        2500.00                 NaN            NaN   11.1667        1.18566                 NaN            NaN            NaN            NaN   8.69663        45.5630       0.500886        32.8871     
  1119.14        2500.00                 NaN            NaN   10.5340        1.73155                 NaN            NaN            NaN            NaN   8.75430        45.6271       0.497763        32.8554     
  1117.99        2500.00                 NaN            NaN   10.5461        1.72173                 NaN            NaN            NaN            NaN   8.75762        45.6210       0.497063        32.8565     
  1116.83        2500.00                 NaN            NaN   10.5509        1.71848                 NaN            NaN            NaN            NaN   8.76000        45.6166       0.496504        32.8575     
  1115.67        2500.00                 NaN            NaN   11.5666       0.792090                 NaN            NaN            NaN            NaN   8.70526        45.5507       0.495706        32.8897     
  1114.52        2500.00                 NaN            NaN   11.4543       0.901878                 NaN            NaN            NaN            NaN   8.70666        45.5498       0.496582        32.8908     
  1113.36        2500.00                 NaN            NaN   5.36516                 NaN            NaN            NaN            NaN   3.88100        8.03481        47.5236       0.779639        34.4158     
  1112.20        2500.00                 NaN            NaN   11.1715        1.18047       0.105811E-005            NaN            NaN            NaN   8.71018        45.5475       0.498126        32.8922     
  1111.05        2500.00                 NaN            NaN  0.160223E-002   10.5772        1.70171       0.113347E-005            NaN            NaN   8.77697        45.5863       0.493078        32.8631     
  1109.89        2500.00                 NaN            NaN  0.152751E-002   10.5738        1.70728       0.111956E-005            NaN            NaN   8.77973        45.5810       0.492382        32.8643     
  1108.73        2500.00                 NaN            NaN   11.3797       0.983644       0.100048E-005            NaN            NaN            NaN   8.71620        45.5288       0.494688        32.8970     
  1107.58        2500.00                 NaN            NaN   11.3965       0.966346       0.977407E-006            NaN            NaN            NaN   8.71616        45.5310       0.494061        32.8959     
  1106.42        2500.00                 NaN            NaN  0.297256E-003   10.5954        1.69359                 NaN            NaN            NaN   8.79003        45.5627       0.490361        32.8676     
  1105.26        2500.00                 NaN            NaN  0.309865E-003   10.6018        1.68948                 NaN            NaN            NaN   8.79354        45.5563       0.489697        32.8688     
  1104.11        2500.00                 NaN            NaN   11.2319        1.15241       0.972528E-006            NaN            NaN            NaN   8.73628        45.4806       0.489707        32.9091     
  1102.95        2500.00                 NaN            NaN   11.2511        1.13424       0.956400E-006            NaN            NaN            NaN   8.73694        45.4788       0.489358        32.9095     
  1101.79        2500.00                 NaN            NaN   11.2607        1.12680       0.941767E-006            NaN            NaN            NaN   8.73835        45.4749       0.488831        32.9104     
  1100.64        2500.00                 NaN            NaN   10.5957        1.70447                 NaN            NaN            NaN            NaN   8.80559        45.5338       0.487095        32.8733     
  1099.48        2500.00                 NaN            NaN   10.5993        1.70343       0.648831E-004            NaN            NaN            NaN   8.80887        45.5273       0.486351        32.8747     
  1098.32        2500.00                 NaN            NaN   10.6168        1.68861                 NaN            NaN            NaN            NaN   8.81341        45.5199       0.485551        32.8757     
  1097.17        2500.00                 NaN            NaN   10.6135        1.69494                 NaN            NaN            NaN            NaN   8.81726        45.5125       0.484682        32.8771     
  1096.01        2500.00                 NaN            NaN   10.6038        1.70554                 NaN            NaN            NaN            NaN   8.81810        45.5101       0.484415        32.8781     
  1094.85        2500.00                 NaN            NaN   10.6078        1.70432                 NaN            NaN            NaN            NaN   8.82151        45.5034       0.483629        32.8794     
  1093.70        2500.00                 NaN            NaN  0.268682E-003   10.6104        1.70405                 NaN            NaN            NaN   8.82657        45.4952       0.482895        32.8807     
  1092.54        2500.00                 NaN            NaN   10.6183        1.69864                 NaN            NaN            NaN            NaN   8.83059        45.4884       0.482120        32.8819     
  1091.38        2500.00                 NaN            NaN   5.32181                 NaN            NaN            NaN            NaN   3.91112        8.03747        47.5029       0.779315        34.4474     
  1090.23        2500.00                 NaN            NaN   11.2285        1.18181                 NaN            NaN            NaN            NaN   8.76337        45.4235       0.480800        32.9220     
  1089.07        2500.00                 NaN            NaN  0.141533E-002   11.2316        1.17964                 NaN            NaN            NaN   8.76555        45.4185       0.480134        32.9231     
  1087.91        2500.00                 NaN            NaN  0.894441E-003   11.2284        1.18876                 NaN            NaN            NaN   8.76737        45.4102       0.479401        32.9250     
  1086.76        2500.00                 NaN            NaN   11.2553        1.15722                 NaN            NaN            NaN            NaN   8.76174        45.4221       0.481084        32.9226     
  1085.60        2500.00                 NaN            NaN   5.31171                 NaN            NaN            NaN            NaN   3.91853        8.03867        47.4962       0.779229        34.4557     
  1084.44        2500.00                 NaN            NaN  0.860531E-003   11.2559        1.17033                 NaN            NaN            NaN   8.77520        45.3919       0.476845        32.9289     
  1083.29        2500.00                 NaN            NaN   11.2588        1.16883                 NaN            NaN            NaN            NaN   8.77769        45.3888       0.476181        32.9297     
  1082.13        2500.00                 NaN            NaN  0.768115E-003   11.2741        1.15699                 NaN            NaN            NaN   8.78052        45.3808       0.475313        32.9314     
  1080.97        2500.00                 NaN            NaN  0.736894E-003   11.2417        1.19518                 NaN            NaN            NaN   8.78379        45.3713       0.474225        32.9331     
  1079.82        2500.00                 NaN            NaN  0.803611E-003   11.2539        1.18562                 NaN            NaN            NaN   8.78619        45.3652       0.473543        32.9347     
  1078.66        2500.00                 NaN            NaN  0.118030E-003   10.6119        1.73185                 NaN            NaN            NaN   8.86542        45.4207       0.474185        32.8959     
  1077.50        2500.00                 NaN            NaN   10.6127        1.73405                 NaN            NaN            NaN            NaN   8.86773        45.4148       0.473486        32.8973     
  1076.34        2500.00                 NaN            NaN   5.29231                 NaN            NaN            NaN            NaN   3.93115        8.03910        47.4895       0.779435        34.4685     
  1075.19        2500.00                 NaN            NaN   5.28983                 NaN            NaN            NaN            NaN   3.93273        8.03913        47.4888       0.779472        34.4701     
  1074.03        2500.00                 NaN            NaN   5.28736                 NaN            NaN            NaN            NaN   3.93429        8.03916        47.4880       0.779508        34.4716     
  1072.87        2500.00                 NaN            NaN   5.28559                 NaN            NaN            NaN            NaN   3.93747        8.03992        47.4829       0.779381        34.4747     
  1071.72        2500.00                 NaN            NaN   5.28249                 NaN            NaN            NaN            NaN   3.93740        8.03925        47.4865       0.779581        34.4748     
  1070.56        2500.00                 NaN            NaN   5.27994                 NaN            NaN            NaN            NaN   3.94022        8.03967        47.4839       0.779052        34.4772     
  1069.40        2500.00                 NaN            NaN   5.27786                 NaN            NaN            NaN            NaN   3.94168        8.03984        47.4828       0.779034        34.4788     
  1068.25        2500.00                 NaN            NaN   5.27580                 NaN            NaN            NaN            NaN   3.94314        8.04001        47.4817       0.779014        34.4804     
  1067.09        2500.00                 NaN            NaN   5.27701                 NaN            NaN            NaN            NaN   3.94155        8.04031        47.4810       0.779281        34.4808     
  1065.93        2500.00                 NaN            NaN   5.27209                 NaN            NaN            NaN            NaN   3.94466        8.04226        47.4790       0.779291        34.4827     
  1064.78        2500.00                 NaN            NaN   5.27025                 NaN            NaN            NaN            NaN   3.94528        8.03982        47.4811       0.779697        34.4839     
  1063.62        2500.00                 NaN            NaN   5.26708                 NaN            NaN            NaN            NaN   3.94907        8.04045        47.4776       0.779007        34.4868     
  1062.46        2500.00                 NaN            NaN   5.26504                 NaN            NaN            NaN            NaN   3.95052        8.04062        47.4764       0.778994        34.4884     
  1061.31        2500.00                 NaN            NaN   5.26306                 NaN            NaN            NaN            NaN   3.95194        8.04081        47.4752       0.778976        34.4900     
  1060.15        2500.00                 NaN            NaN   5.26114                 NaN            NaN            NaN            NaN   3.95335        8.04102        47.4739       0.778955        34.4916     
  1058.99        2500.00                 NaN            NaN   5.25926                 NaN            NaN            NaN            NaN   3.95475        8.04123        47.4726       0.778933        34.4932     
  1057.84        2500.00                 NaN            NaN   5.25742                 NaN            NaN            NaN            NaN   3.95612        8.04144        47.4713       0.778911        34.4948     
  1056.68        2500.00                 NaN            NaN   5.25535                 NaN            NaN            NaN            NaN   3.95666        8.04267        47.4705       0.779370        34.4955     
  1055.52        2500.00                 NaN            NaN   5.25283                 NaN            NaN            NaN            NaN   3.95839        8.04274        47.4696       0.779344        34.4971     
  1054.37        2500.00                 NaN            NaN   5.25235                 NaN            NaN            NaN            NaN   3.95886        8.04406        47.4670       0.779072        34.4987     
  1053.21        2500.00                 NaN            NaN   5.24757                 NaN            NaN            NaN            NaN   3.96234        8.04400        47.4661       0.778982        34.5010     
  1052.05        2500.00                 NaN            NaN   5.24854                 NaN            NaN            NaN            NaN   3.96163        8.04445        47.4645       0.779020        34.5018     
  1050.90        2500.00                 NaN            NaN   5.24521                 NaN            NaN            NaN            NaN   3.96347        8.04406        47.4648       0.779080        34.5034     
  1049.74        2500.00                 NaN            NaN   5.24463                 NaN            NaN            NaN            NaN   3.96397        8.04446        47.4624       0.779351        34.5052     
  1048.58        2500.00                 NaN            NaN   5.24259                 NaN            NaN            NaN            NaN   3.96534        8.04445        47.4614       0.779391        34.5068     
  1047.43        2500.00                 NaN            NaN   5.24052                 NaN            NaN            NaN            NaN   3.96673        8.04446        47.4605       0.779425        34.5084     
  1046.27        2500.00                 NaN            NaN   5.24489                 NaN            NaN            NaN            NaN   3.96612        8.04532        47.4552       0.778796        34.5096     
  1045.11        2500.00                 NaN            NaN   5.23638                 NaN            NaN            NaN            NaN   3.96953        8.04454        47.4585       0.779471        34.5115     
  1043.96        2500.00                 NaN            NaN   5.23417                 NaN            NaN            NaN            NaN   3.97096        8.04457        47.4576       0.779522        34.5132     
  1042.80        2500.00                 NaN            NaN   5.23191                 NaN            NaN            NaN            NaN   3.97243        8.04459        47.4567       0.779576        34.5148     
  1041.64        2500.00                 NaN            NaN   5.22961                 NaN            NaN            NaN            NaN   3.97392        8.04461        47.4558       0.779629        34.5164     
  1040.49        2500.00                 NaN            NaN   5.22927                 NaN            NaN            NaN            NaN   3.97493        8.04493        47.4544       0.779178        34.5173     
  1039.33        2500.00                 NaN            NaN   5.22722                 NaN            NaN            NaN            NaN   3.97636        8.04503        47.4533       0.779186        34.5189     
  1038.17        2500.00                 NaN            NaN   5.22517                 NaN            NaN            NaN            NaN   3.97779        8.04514        47.4522       0.779189        34.5205     
  1037.02        2500.00                 NaN            NaN   5.22315                 NaN            NaN            NaN            NaN   3.97922        8.04527        47.4510       0.779188        34.5221     
  1035.86        2500.00                 NaN            NaN   5.22114       0.975548E-006            NaN            NaN            NaN   3.98064        8.04541        47.4499       0.779183        34.5237     
  1034.70        2500.00                 NaN            NaN   5.21916       0.119431E-005            NaN            NaN            NaN   3.98206        8.04556        47.4487       0.779174        34.5253     
  1033.55        2500.00                 NaN            NaN   5.21719       0.108794E-005            NaN            NaN            NaN   3.98347        8.04572        47.4475       0.779161        34.5269     
  1032.39        2500.00                 NaN            NaN   5.21844       0.114682E-005            NaN            NaN            NaN   3.98573        8.04828        47.4394       0.778335        34.5298     
  1031.23        2500.00                 NaN            NaN   5.21811       0.109906E-005            NaN            NaN            NaN   3.98632        8.04863        47.4375       0.778306        34.5312     
  1030.08        2500.00                 NaN            NaN   5.21554       0.129408E-005            NaN            NaN            NaN   3.98786        8.04863        47.4369       0.778372        34.5327     
  1028.92        2500.00                 NaN            NaN   5.21308       0.131865E-005            NaN            NaN            NaN   3.98811        8.04876        47.4384       0.778395        34.5332     
  1027.76        2500.00                 NaN            NaN   5.21122       0.228944E-005            NaN            NaN            NaN   3.98957        8.04901        47.4369       0.778364        34.5349     
  1026.61        2500.00                 NaN            NaN   5.20942       0.151642E-005            NaN            NaN            NaN   3.99097        8.04929        47.4354       0.778327        34.5366     
  1025.45        2500.00                 NaN            NaN   5.20644       0.180555E-005            NaN            NaN            NaN   3.99271        8.04911        47.4353       0.778389        34.5381     
  1024.29        2500.00                 NaN            NaN   5.20465       0.200279E-005            NaN            NaN            NaN   3.99408        8.04934        47.4339       0.778360        34.5397     
  1023.13        2500.00                 NaN            NaN   5.20309       0.217289E-005            NaN            NaN            NaN   3.99515        8.04936        47.4329       0.778412        34.5411     
  1021.98        2500.00                 NaN            NaN   5.20272       0.240149E-005            NaN            NaN            NaN   3.99620        8.05023        47.4297       0.778225        34.5430     
  1020.82        2500.00                 NaN            NaN   5.19984       0.312341E-005            NaN            NaN            NaN   3.99809        8.05017        47.4291       0.778214        34.5446     
  1019.66        2500.00                 NaN            NaN   5.19876       0.277026E-005            NaN            NaN            NaN   3.99879        8.05052        47.4278       0.778205        34.5459     
  1018.51        2500.00                 NaN            NaN   5.19591       0.327768E-005            NaN            NaN            NaN   4.00099        8.05064        47.4263       0.778204        34.5480     
  1017.35        2500.00                 NaN            NaN   5.19268       0.383429E-005            NaN            NaN            NaN   4.00180        8.04886        47.4291       0.778725        34.5488     
  1016.19        2500.00                 NaN            NaN   5.19782       0.296278E-005            NaN            NaN            NaN   4.00126        8.05185        47.4210       0.777872        34.5502     
  1015.04        2500.00                 NaN            NaN   5.19667       0.312881E-005            NaN            NaN            NaN   4.00292        8.05351        47.4169       0.777476        34.5525     
  1013.88        2500.00                 NaN            NaN   5.19227       0.391215E-005            NaN            NaN            NaN   4.00500        8.05301        47.4178       0.777725        34.5542     
  1012.72        2500.00                 NaN            NaN   5.19009       0.441320E-005            NaN            NaN            NaN   4.00621        8.05285        47.4177       0.777740        34.5555     
  1011.57        2500.00                 NaN            NaN   5.18769       0.508393E-005            NaN            NaN            NaN   4.00768        8.05238        47.4174       0.777904        34.5570     
  1010.41        2500.00                 NaN            NaN   5.18491       0.900230E-005            NaN            NaN            NaN   4.00940        8.05191        47.4172       0.778031        34.5586     
  1009.25        2500.00                 NaN            NaN   5.18364       0.763312E-005            NaN            NaN            NaN   4.01054        8.05204        47.4157       0.778042        34.5601     
  1008.10        2500.00                 NaN            NaN   5.18206       0.846539E-005            NaN            NaN            NaN   4.01179        8.05227        47.4142       0.778010        34.5616     
  1006.94        2500.00                 NaN            NaN   5.18121       0.708326E-005            NaN            NaN            NaN   4.01250        8.05333        47.4122       0.777800        34.5630     
  1005.78        2500.00                 NaN            NaN   5.17894       0.811842E-005            NaN            NaN            NaN   4.01429        8.05273        47.4113       0.777947        34.5647     
  1004.63        2500.00                 NaN            NaN   5.17814       0.849266E-005            NaN            NaN            NaN   4.01494        8.05387        47.4093       0.777721        34.5661     
  1003.47        2500.00                 NaN            NaN   5.17581       0.130762E-004            NaN            NaN            NaN   4.01678        8.05318        47.4085       0.777887        34.5679     
  1002.31        2500.00                 NaN            NaN   5.17425       0.102218E-004            NaN            NaN            NaN   4.01802        8.05340        47.4070       0.777857        34.5694     
  1001.16        2500.00                 NaN            NaN   5.17268       0.146189E-004            NaN            NaN            NaN   4.01925        8.05362        47.4056       0.777828        34.5710     
  1000.00        2500.00                 NaN            NaN   5.21921                 NaN            NaN            NaN            NaN   3.98637        8.05468        47.4059       0.777760        34.5560     
