|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.5/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q             
  1282.24        2500.00        89.8403                 NaN  0.442324        1.80542                 NaN            NaN   1.40974        6.18370       0.134534       0.183985                 NaN
  1280.70        2500.00        87.7343                 NaN  0.839174        2.27561                 NaN            NaN   1.76131        7.15538       0.234256                 NaN            NaN
  1279.16        2500.00        89.4559                 NaN  0.665128        1.89352                 NaN            NaN   1.49942        6.26788       0.218179                 NaN            NaN
  1277.62        2500.00        79.9357                 NaN  0.351979E-001   4.99358                 NaN            NaN   2.82536        11.8193       0.390817                 NaN            NaN
  1276.07        2500.00        97.7408                 NaN  0.789140E-001  0.746577                 NaN            NaN  0.264793        1.16896                 NaN            NaN            NaN
  1274.53        2500.00        92.5809                 NaN  0.419400        1.46734                 NaN            NaN   1.02666        4.35441       0.971035E-001  0.541866E-001            NaN
  1272.99        2500.00        90.5184                 NaN  0.613581        1.69657                 NaN            NaN   1.33616        5.65272       0.182584                 NaN            NaN
  1271.45        2500.00        90.5938                 NaN  0.594123        1.68381                 NaN            NaN   1.31904        5.62328       0.185951                 NaN            NaN
  1269.90        2500.00        90.7444                 NaN  0.547110        1.69708                 NaN            NaN   1.29020        5.54126       0.179932                 NaN            NaN
  1268.36        2500.00        90.7943                 NaN  0.551163        1.66743                 NaN            NaN   1.27624        5.53171       0.179136                 NaN            NaN
  1266.82        2500.00        91.2770                 NaN  0.455094        1.66546                 NaN            NaN   1.20544        5.23269       0.164309                 NaN            NaN
  1265.28        2500.00        90.2340                 NaN  0.365947        2.18484       0.956966E-001            NaN   1.48167        5.44421       0.193656                 NaN            NaN
  1263.73        2500.00        87.1607                 NaN  0.772629        1.73406                 NaN            NaN   1.61945        8.48374       0.229476                 NaN            NaN
  1262.19        2500.00        98.6527                 NaN            NaN  0.614090                 NaN            NaN  0.190787       0.515196       0.272257E-001            NaN            NaN
  1260.65        2500.00        92.1730                 NaN            NaN   2.16999                 NaN            NaN   1.02503        4.52059       0.111416                 NaN            NaN
  1259.11        2500.00        93.1804                 NaN            NaN  0.506505        1.34366                 NaN  0.943765        3.90168       0.123960                 NaN            NaN
  1257.57        2500.00        92.0671                 NaN            NaN   2.00566                 NaN            NaN  0.989925        4.82679       0.110519                 NaN            NaN
  1256.02        2500.00        93.2941                 NaN            NaN   1.78139                 NaN            NaN  0.855064        3.96648       0.102925                 NaN            NaN
  1254.48        2500.00        94.4455                 NaN            NaN   1.51744                 NaN            NaN  0.880071        3.10450       0.524751E-001            NaN            NaN
  1252.94        2500.00        98.5658                 NaN  0.180629       0.314916                 NaN            NaN  0.264265       0.652968       0.214215E-001            NaN            NaN
  1251.40        2500.00        98.9992                 NaN  0.101214       0.126596                 NaN            NaN  0.148390       0.610748       0.138192E-001            NaN            NaN
  1249.85        2500.00        85.8706                 NaN            NaN   3.74475                 NaN            NaN   1.92696        8.24894       0.208782                 NaN            NaN
  1248.31        2500.00        96.4214                 NaN            NaN   1.00417                 NaN            NaN  0.485763        2.03802       0.506105E-001            NaN            NaN
  1246.77        2500.00        96.3812                 NaN            NaN  0.649675       0.574827                 NaN  0.643818        1.67714       0.733828E-001            NaN            NaN
  1245.23        2500.00        90.9403                 NaN            NaN  0.323157E-001   1.65160                 NaN   1.18899        6.01268       0.174101                 NaN            NaN
  1243.68        2500.00        99.7910                 NaN            NaN  0.610839E-002  0.413488E-001            NaN  0.240376E-001  0.135247       0.223369E-002            NaN            NaN
  1242.14        2500.00        99.8258                 NaN  0.661612E-002  0.300399E-001            NaN            NaN  0.189583E-001  0.116950       0.162421E-002            NaN            NaN
  1240.60        2500.00        94.2654                 NaN            NaN   2.08630                 NaN            NaN  0.688320        2.95696       0.302222E-002            NaN            NaN
  1239.06        2500.00        96.7760                 NaN            NaN  0.772958       0.730151E-001            NaN  0.433088        1.89830       0.466440E-001            NaN            NaN
  1237.52        2500.00        95.3228                 NaN            NaN   1.21561                 NaN            NaN  0.637953        2.75526       0.683927E-001            NaN            NaN
  1235.97        2500.00        99.2465                 NaN            NaN  0.306012E-001  0.187303                 NaN  0.102995       0.418823       0.137608E-001            NaN            NaN
  1234.43        2500.00        99.2608                 NaN            NaN  0.165873       0.810146E-005            NaN  0.859113E-001  0.480405       0.696289E-002            NaN            NaN
  1232.89        2500.00        95.5310                 NaN            NaN   1.11832                 NaN            NaN  0.572402        2.70496       0.732668E-001            NaN            NaN
  1231.35        2500.00        95.7162                 NaN            NaN   1.16826                 NaN            NaN  0.607714        2.46650       0.413214E-001            NaN            NaN
  1229.80        2500.00        99.0800                 NaN            NaN  0.150644       0.425549E-002            NaN  0.955117E-001  0.486476       0.890203E-002            NaN  0.174216     
  1228.26        2500.00        97.5556                 NaN            NaN  0.630738                 NaN            NaN  0.334375        1.44864       0.305954E-001            NaN            NaN
  1226.72        2500.00                 NaN            NaN            NaN   12.2515                 NaN            NaN   8.60244        46.5895       0.633007                 NaN   31.9235     
  1225.18        2500.00                 NaN            NaN            NaN   12.2598                 NaN            NaN   8.61037        46.5735       0.631119                 NaN   31.9252     
  1223.63        2500.00                 NaN            NaN            NaN   1.47459        10.7710                 NaN   8.70755        46.5061       0.628285                 NaN   31.9125     
  1222.09        2500.00                 NaN            NaN            NaN   1.47460        10.7709                 NaN   8.70797        46.5049       0.628210                 NaN   31.9135     
  1220.55        2500.00                 NaN            NaN            NaN   1.47468        10.7707                 NaN   8.70839        46.5036       0.628134                 NaN   31.9145     
  1219.01        2500.00                 NaN            NaN            NaN   12.2703                 NaN            NaN   8.65755        46.5191       0.626190                 NaN   31.9268     
  1217.47        2500.00                 NaN            NaN            NaN   1.47503        10.7701                 NaN   8.70922        46.5012       0.627981                 NaN   31.9165     
  1215.92        2500.00                 NaN            NaN            NaN   1.47531        10.7698                 NaN   8.70963        46.4999       0.627903                 NaN   31.9175     
  1214.38        2500.00                 NaN            NaN            NaN   12.2726                 NaN            NaN   8.67011        46.5032       0.624877                 NaN   31.9293     
  1212.84        2500.00                 NaN            NaN            NaN   12.2734                 NaN            NaN   8.67432        46.4978       0.624428                 NaN   31.9301     
  1211.30        2500.00                 NaN            NaN            NaN   1.47663        10.7682                 NaN   8.71087        46.4961       0.627668                 NaN   31.9205     
  1209.75        2500.00                 NaN            NaN            NaN   12.2716                 NaN            NaN   8.66434        46.5058       0.625246                 NaN   31.9329     
  1208.21        2500.00                 NaN            NaN            NaN   12.2728                 NaN            NaN   8.66969        46.4991       0.624664                 NaN   31.9337     
  1206.67        2500.00                 NaN            NaN            NaN   1.47879        10.7658                 NaN   8.71211        46.4924       0.627427                 NaN   31.9235     
  1205.13        2500.00                 NaN            NaN            NaN   12.2778                 NaN            NaN   8.69524        46.4706       0.622117                 NaN   31.9342     
  1203.58        2500.00                 NaN            NaN            NaN   12.2786                 NaN            NaN   8.69943        46.4652       0.621659                 NaN   31.9351     
  1202.04        2500.00                 NaN            NaN            NaN   12.2795                 NaN            NaN   8.70360        46.4598       0.621179                 NaN   31.9359     
  1200.50        2500.00                 NaN            NaN            NaN   12.2804                 NaN            NaN   8.70774        46.4544       0.620706                 NaN   31.9368     
  1198.96        2500.00                 NaN            NaN            NaN   12.2814                 NaN            NaN   8.71186        46.4489       0.620233                 NaN   31.9376     
  1197.42        2500.00                 NaN            NaN            NaN   12.2823                 NaN            NaN   8.71597        46.4435       0.619754                 NaN   31.9385     
  1195.87        2500.00                 NaN            NaN            NaN   1.48832        10.7559                 NaN   8.71503        46.4834       0.626835                 NaN   31.9305     
  1194.33        2500.00                 NaN            NaN            NaN   1.49046        10.7538                 NaN   8.71546        46.4820       0.626747                 NaN   31.9315     
  1192.79        2500.00                 NaN            NaN            NaN   1.49300        10.7512                 NaN   8.71589        46.4807       0.626657                 NaN   31.9325     
  1191.25        2500.00                 NaN            NaN            NaN   12.2861                 NaN            NaN   8.73213        46.4220       0.617838                 NaN   31.9419     
  1189.70        2500.00                 NaN            NaN            NaN   1.45764        5.98058        4.81491        8.74362        46.4459       0.623319                 NaN   31.9340     
  1188.16        2500.00                 NaN            NaN            NaN   12.2880                 NaN            NaN   8.73990        46.4115       0.616893                 NaN   31.9437     
  1186.62        2500.00                 NaN            NaN            NaN   12.2890                 NaN            NaN   8.74377        46.4062       0.616413                 NaN   31.9446     
  1185.08        2500.00                 NaN            NaN            NaN   1.45792        5.96900        4.82604        8.74484        46.4421       0.623070                 NaN   31.9371     
  1183.53        2500.00                 NaN            NaN            NaN   12.2910                 NaN            NaN   8.75145        46.3957       0.615444                 NaN   31.9464     
  1181.99        2500.00                 NaN            NaN            NaN   1.45852        5.96088        4.83346        8.74565        46.4395       0.622901                 NaN   31.9391     
  1180.45        2500.00                 NaN            NaN            NaN   12.2931                 NaN            NaN   8.75911        46.3851       0.614466                 NaN   31.9482     
  1178.91        2500.00                 NaN            NaN            NaN   1.45946        5.95278        4.84055        8.74646        46.4369       0.622730                 NaN   31.9411     
  1177.37        2500.00                 NaN            NaN            NaN   1.46016        5.94839        4.84421        8.74686        46.4356       0.622643                 NaN   31.9421     
  1175.82        2500.00                 NaN            NaN            NaN   1.46100        5.94389        4.84783        8.74727        46.4343       0.622556                 NaN   31.9431     
  1174.28        2500.00                 NaN            NaN            NaN   12.1436       0.155643                 NaN   8.77861        46.3581       0.611979                 NaN   31.9521     
  1172.74        2500.00                 NaN            NaN            NaN   12.1116       0.188622                 NaN   8.78203        46.3532       0.611540                 NaN   31.9531     
  1171.20        2500.00                 NaN            NaN            NaN   1.55986        10.6969                 NaN   8.75782        46.4180       0.621049                 NaN   31.9464     
  1169.65        2500.00                 NaN            NaN            NaN   12.0406       0.261703                 NaN   8.78880        46.3432       0.610665                 NaN   31.9551     
  1168.11        2500.00                 NaN            NaN            NaN   11.9502       0.355327                 NaN   8.79742        46.3314       0.609535                 NaN   31.9562     
  1166.57        2500.00                 NaN            NaN            NaN   11.9351       0.371545                 NaN   8.80097        46.3262       0.609053                 NaN   31.9572     
  1165.03        2500.00                 NaN            NaN            NaN   11.9247       0.383146                 NaN   8.80459        46.3209       0.608555                 NaN   31.9582     
  1163.48        2500.00                 NaN            NaN            NaN   11.9141       0.394962       0.994324E-006   8.80822        46.3155       0.608052                 NaN   31.9592     
  1161.94        2500.00                 NaN            NaN            NaN   9.64569        2.66528                 NaN   8.81062        46.3097       0.607764                 NaN   31.9609     
  1160.40        2500.00                 NaN            NaN            NaN   6.41185        5.90077                 NaN   8.81420        46.3041       0.607180                 NaN   31.9619     
  1158.86        2500.00                 NaN            NaN            NaN   6.90396        5.41038                 NaN   8.81816        46.2980       0.606552                 NaN   31.9629     
  1157.32        2500.00                 NaN            NaN            NaN   7.35042        4.96568                 NaN   8.82229        46.2918       0.605899                 NaN   31.9639     
  1155.77        2500.00                 NaN            NaN            NaN   7.93720        4.38302                 NaN   8.83170        46.2787       0.604484                 NaN   31.9649     
  1154.23        2500.00                 NaN            NaN            NaN   8.62884        3.68391                 NaN   8.83344        46.2842       0.605930                 NaN   31.9637     
  1152.69        2500.00                 NaN            NaN            NaN   9.04239        3.27152                 NaN   8.83763        46.2786       0.605387                 NaN   31.9645     
  1151.15        2500.00                 NaN            NaN            NaN   9.44446        2.87066                 NaN   8.84188        46.2729       0.604826                 NaN   31.9653     
  1149.60        2500.00                 NaN            NaN            NaN   9.98598        2.33299                 NaN   8.85194        46.2595       0.603416                 NaN   31.9662     
  1148.06        2500.00                 NaN            NaN            NaN   10.3299        1.99041                 NaN   8.85628        46.2535       0.602815                 NaN   31.9670     
  1146.52        2500.00                 NaN            NaN            NaN   10.6678        1.65389                 NaN   8.86066        46.2475       0.602201                 NaN   31.9679     
  1144.98        2500.00                 NaN            NaN            NaN   11.5724       0.763483                 NaN   8.87183        46.2199       0.598856                 NaN   31.9735     
  1143.43        2500.00                 NaN            NaN            NaN   11.4533       0.883120                 NaN   8.87457        46.2156       0.598624                 NaN   31.9748     
  1141.89        2500.00                 NaN            NaN            NaN   1.19928        11.1329                 NaN   8.87897        46.2147       0.599070                 NaN   31.9751     
  1140.35        2500.00                 NaN            NaN            NaN  0.818565        11.5180                 NaN   8.89253        46.1981       0.597769                 NaN   31.9750     
  1138.81        2500.00                 NaN            NaN            NaN  0.705608        11.6394                 NaN   8.89281        46.1886       0.595578                 NaN   31.9779     
  1137.27        2500.00                 NaN            NaN            NaN  0.515974E-001   12.2995                 NaN   8.90295        46.1757       0.593242                 NaN   31.9771     
  1135.72        2500.00                 NaN            NaN            NaN  0.149606        12.2020                 NaN   8.90521        46.1719       0.592994                 NaN   31.9783     
  1134.18        2500.00                 NaN            NaN            NaN   12.1114       0.240737                 NaN   8.90749        46.1681       0.592743                 NaN   31.9796     
  1132.64        2500.00                 NaN            NaN            NaN  0.398407        11.9562                 NaN   8.91416        46.1582       0.591945                 NaN   31.9811     
  1131.10        2500.00                 NaN            NaN            NaN  0.476022        11.8791                 NaN   8.91642        46.1544       0.591696                 NaN   31.9824     
  1129.55        2500.00                 NaN            NaN            NaN   11.8069       0.548763                 NaN   8.91869        46.1506       0.591445                 NaN   31.9836     
  1128.01        2500.00                 NaN            NaN            NaN   11.7494       0.607044                 NaN   8.92121        46.1463       0.591135                 NaN   31.9849     
  1126.47        2500.00                 NaN            NaN            NaN  0.659707        11.6976                 NaN   8.92382        46.1419       0.590804                 NaN   31.9861     
  1124.93        2500.00                 NaN            NaN            NaN  0.710299        11.6478                 NaN   8.92647        46.1375       0.590469                 NaN   31.9874     
  1123.38        2500.00                 NaN            NaN            NaN  0.759057        11.5999                 NaN   8.92915        46.1330       0.590129                 NaN   31.9887     
  1121.84        2500.00                 NaN            NaN            NaN   11.5538       0.806108                 NaN   8.93187        46.1285       0.589785                 NaN   31.9900     
  1120.30        2500.00                 NaN            NaN            NaN  0.851660        11.5092                 NaN   8.93462        46.1239       0.589436                 NaN   31.9913     
  1118.76        2500.00                 NaN            NaN            NaN   1.14808        11.2143                 NaN   8.94953        46.1067       0.588651                 NaN   31.9927     
  1117.22        2500.00                 NaN            NaN            NaN   11.1788        1.18446                 NaN   8.95205        46.1024       0.588332                 NaN   31.9940     
  1115.67        2500.00                 NaN            NaN            NaN   11.1446        1.21947                 NaN   8.95457        46.0980       0.588012                 NaN   31.9953     
  1114.13        2500.00                 NaN            NaN            NaN   11.1118        1.25315                 NaN   8.95710        46.0936       0.587689                 NaN   31.9966     
  1112.59        2500.00                 NaN            NaN            NaN   11.0802        1.28567                 NaN   8.95964        46.0892       0.587365                 NaN   31.9980     
  1111.05        2500.00                 NaN            NaN            NaN   11.0497        1.31701                 NaN   8.96219        46.0848       0.587039                 NaN   31.9993     
  1109.50        2500.00                 NaN            NaN            NaN   11.0203        1.34729                 NaN   8.96475        46.0803       0.586711                 NaN   32.0006     
  1107.96        2500.00                 NaN            NaN            NaN   10.9919        1.37662                 NaN   8.96732        46.0759       0.586381                 NaN   32.0019     
  1106.42        2500.00                 NaN            NaN            NaN   10.9645        1.40496                 NaN   8.96990        46.0714       0.586049                 NaN   32.0033     
  1104.88        2500.00                 NaN            NaN            NaN   10.9379        1.43242                 NaN   8.97249        46.0668       0.585713                 NaN   32.0046     
  1103.33        2500.00                 NaN            NaN            NaN   10.9122        1.45908                 NaN   8.97509        46.0623       0.585377                 NaN   32.0060     
  1101.79        2500.00                 NaN            NaN            NaN   10.8873        1.48489                 NaN   8.97771        46.0577       0.585037                 NaN   32.0073     
  1100.25        2500.00                 NaN            NaN            NaN   1.50997        10.8632                 NaN   8.98033        46.0531       0.584695                 NaN   32.0087     
  1098.71        2500.00                 NaN            NaN            NaN   1.25798        11.1357                 NaN   9.00431        46.0113       0.578668                 NaN   32.0120     
  1097.17        2500.00                 NaN            NaN            NaN   1.27747        11.1181                 NaN   9.00840        46.0045       0.578036                 NaN   32.0134     
  1095.62        2500.00                 NaN            NaN            NaN   11.0654        1.33078                 NaN   9.01129        45.9998       0.577760                 NaN   32.0149     
  1094.08        2500.00                 NaN            NaN            NaN   11.0161        1.38074                 NaN   9.01426        45.9950       0.577459                 NaN   32.0164     
  1092.54        2500.00                 NaN            NaN            NaN   11.0035        1.39608                 NaN   9.01851        45.9874       0.576719                 NaN   32.0178     
  1091.00        2500.00                 NaN            NaN            NaN   10.9733        1.42799                 NaN   9.02240        45.9807       0.576176                 NaN   32.0194     
  1089.45        2500.00                 NaN            NaN            NaN   1.46939        10.9329                 NaN   9.02535        45.9757       0.575835                 NaN   32.0208     
  1087.91        2500.00                 NaN            NaN            NaN   10.8968        1.50674                 NaN   9.02862        45.9702       0.575428                 NaN   32.0223     
  1086.37        2500.00                 NaN            NaN            NaN   1.75375        10.6369                 NaN   9.02567        45.9823       0.577981                 NaN   32.0235     
  1084.83        2500.00                 NaN            NaN            NaN   1.76725        10.6247                 NaN   9.02861        45.9770       0.577552                 NaN   32.0249     
  1083.28        2500.00                 NaN            NaN            NaN   1.78053        10.6128                 NaN   9.03156        45.9718       0.577121                 NaN   32.0263     
  1081.74        2500.00                 NaN            NaN            NaN   1.79361        10.6010                 NaN   9.03451        45.9665       0.576688                 NaN   32.0277     
  1080.20        2500.00                 NaN            NaN            NaN   1.80655        10.5895                 NaN   9.03747        45.9612       0.576251                 NaN   32.0291     
  1078.66        2500.00                 NaN            NaN            NaN   1.81928        10.5781                 NaN   9.04043        45.9559       0.575813                 NaN   32.0305     
  1077.12        2500.00                 NaN            NaN            NaN   1.83177        10.5670                 NaN   9.04341        45.9505       0.575370                 NaN   32.0319     
  1075.57        2500.00                 NaN            NaN            NaN   1.84415        10.5560                 NaN   9.04640        45.9451       0.574924                 NaN   32.0334     
  1074.03        2500.00                 NaN            NaN            NaN   1.85633        10.5453                 NaN   9.04939        45.9397       0.574477                 NaN   32.0348     
  1072.49        2500.00                 NaN            NaN            NaN   1.86834        10.5347                 NaN   9.05239        45.9343       0.574026                 NaN   32.0362     
  1070.95        2500.00                 NaN            NaN            NaN   1.88019        10.5243                 NaN   9.05541        45.9288       0.573572                 NaN   32.0377     
  1069.40        2500.00                 NaN            NaN            NaN   1.89187        10.5141                 NaN   9.05843        45.9233       0.573114                 NaN   32.0391     
  1067.86        2500.00                 NaN            NaN            NaN   1.90335        10.5041                 NaN   9.06147        45.9178       0.572654                 NaN   32.0406     
  1066.32        2500.00                 NaN            NaN            NaN   1.92423        10.4963                 NaN   9.07682        45.8893       0.569365                 NaN   32.0440     
  1064.78        2500.00                 NaN            NaN            NaN   1.92050        10.5036                 NaN   9.08159        45.8798       0.568605                 NaN   32.0459     
  1063.23        2500.00                 NaN            NaN            NaN   1.93922        10.4872                 NaN   9.08553        45.8723       0.567954                 NaN   32.0478     
  1061.69        2500.00                 NaN            NaN            NaN   1.97710        10.4486                 NaN   9.08788        45.8700       0.567772                 NaN   32.0486     
  1060.15        2500.00                 NaN            NaN            NaN   1.95863        10.4566                 NaN   9.07678        45.8898       0.570302                 NaN   32.0479     
  1058.61        2500.00                 NaN            NaN            NaN   10.4179        2.01191                 NaN   9.09378        45.8584       0.566628                 NaN   32.0514     
  1057.07        2500.00                 NaN            NaN            NaN   10.4032        2.02847                 NaN   9.09749        45.8517       0.566056                 NaN   32.0530     
  1055.52        2500.00                 NaN            NaN            NaN   10.3891        2.04454                 NaN   9.10121        45.8450       0.565478                 NaN   32.0546     
  1053.98        2500.00                 NaN            NaN            NaN   10.3754        2.06020                 NaN   9.10495        45.8383       0.564896                 NaN   32.0562     
  1052.44        2500.00                 NaN            NaN            NaN   10.3622        2.07543                 NaN   9.10869        45.8316       0.564308                 NaN   32.0578     
  1050.90        2500.00                 NaN            NaN            NaN   10.3494        2.09022                 NaN   9.11245        45.8248       0.563713                 NaN   32.0594     
  1049.35        2500.00                 NaN            NaN            NaN   10.3371        2.10463                 NaN   9.11622        45.8180       0.563113                 NaN   32.0610     
  1047.81        2500.00                 NaN            NaN            NaN   10.3251        2.11866                 NaN   9.12001        45.8111       0.562507                 NaN   32.0625     
  1046.27        2500.00                 NaN            NaN            NaN   10.3136        2.13232                 NaN   9.12379        45.8043       0.561897                 NaN   32.0642     
  1044.73        2500.00                 NaN            NaN            NaN   10.3024        2.14565                 NaN   9.12759        45.7973       0.561279                 NaN   32.0658     
  1043.18        2500.00                 NaN            NaN            NaN   10.2914        2.15878                 NaN   9.13135        45.7904       0.560657                 NaN   32.0674     
  1041.64        2500.00                 NaN            NaN            NaN   10.2810        2.17139                 NaN   9.13521        45.7834       0.560029                 NaN   32.0690     
  1040.10        2500.00                 NaN            NaN            NaN   10.2709        2.18373                 NaN   9.13902        45.7764       0.559399                 NaN   32.0706     
  1038.56        2500.00                 NaN            NaN            NaN   2.19373        10.2613                 NaN   9.14249        45.7709       0.559068                 NaN   32.0724     
  1037.02        2500.00                 NaN            NaN            NaN   2.20544        10.2514                 NaN   9.14627        45.7643       0.558521                 NaN   32.0741     
  1035.47        2500.00                 NaN            NaN            NaN   10.2427        2.21884                 NaN   9.15049        45.7552       0.557373                 NaN   32.0754     
  1033.93        2500.00                 NaN            NaN            NaN   10.2338        2.22989                 NaN   9.15450        45.7479       0.556803                 NaN   32.0771     
  1032.39        2500.00                 NaN            NaN            NaN   10.2128        2.25369                 NaN   9.15817        45.7398       0.556299                 NaN   32.0792     
  1030.85        2500.00                 NaN            NaN            NaN   2.25222        10.2162                 NaN   9.16223        45.7335       0.555484                 NaN   32.0804     
  1029.30        2500.00                 NaN            NaN            NaN   2.26300        10.2077                 NaN   9.16610        45.7263       0.554842                 NaN   32.0821     
  1027.76        2500.00                 NaN            NaN            NaN   2.27402        10.1991                 NaN   9.16997        45.7190       0.554186                 NaN   32.0838     
  1026.22        2500.00                 NaN            NaN            NaN   2.28485        10.1907                 NaN   9.17386        45.7116       0.553526                 NaN   32.0855     
  1024.68        2500.00                 NaN            NaN            NaN   2.29552        10.1824                 NaN   9.17777        45.7043       0.552864                 NaN   32.0872     
  1023.13        2500.00                 NaN            NaN            NaN   2.30597        10.1744                 NaN   9.18166        45.6969       0.552195                 NaN   32.0889     
  1021.59        2500.00                 NaN            NaN            NaN   2.31626        10.1666                 NaN   9.18557        45.6895       0.551523                 NaN   32.0906     
  1020.05        2500.00                 NaN            NaN            NaN   2.32638        10.1590                 NaN   9.18949        45.6820       0.550848                 NaN   32.0923     
  1018.51        2500.00                 NaN            NaN            NaN   2.33632        10.1516                 NaN   9.19342        45.6745       0.550168                 NaN   32.0940     
  1016.97        2500.00                 NaN            NaN            NaN   2.34611        10.1443                 NaN   9.19735        45.6670       0.549484                 NaN   32.0958     
  1015.42        2500.00                 NaN            NaN            NaN   2.35570        10.1373                 NaN   9.20129        45.6594       0.548796                 NaN   32.0975     
  1013.88        2500.00                 NaN            NaN            NaN   2.36516        10.1304                 NaN   9.20525        45.6518       0.548103                 NaN   32.0993     
  1012.34        2500.00                 NaN            NaN            NaN   2.37447        10.1237                 NaN   9.20920        45.6442       0.547407                 NaN   32.1010     
  1010.80        2500.00                 NaN            NaN            NaN   2.38359        10.1172                 NaN   9.21317        45.6366       0.546707                 NaN   32.1028     
  1009.25        2500.00                 NaN            NaN            NaN   2.39258        10.1109                 NaN   9.21715        45.6289       0.546001                 NaN   32.1045     
  1007.71        2500.00                 NaN            NaN            NaN   2.40145        10.1047                 NaN   9.22113        45.6212       0.545291                 NaN   32.1063     
  1006.17        2500.00                 NaN            NaN            NaN   2.41017        10.0987                 NaN   9.22512        45.6134       0.544577                 NaN   32.1081     
  1004.63        2500.00                 NaN            NaN            NaN   2.41870        10.0928                 NaN   9.22913        45.6056       0.543858                 NaN   32.1098     
  1003.08        2500.00                 NaN            NaN            NaN   2.42714        10.0872                 NaN   9.23314        45.5978       0.543135                 NaN   32.1116     
  1001.54        2500.00                 NaN            NaN            NaN   2.43543        10.0816                 NaN   9.23715        45.5899       0.542408                 NaN   32.1134     
  1000.00        2500.00                 NaN            NaN            NaN   2.44361        10.0763                 NaN   9.24118        45.5820       0.541674                 NaN   32.1152     
