|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1196.43        2500.00                 NaN   16.7599       0.450372                 NaN            NaN            NaN   8.87257        42.9834        1.07909        29.8546     
  1195.28        2500.00                 NaN   17.2111                 NaN            NaN            NaN            NaN   8.87843        42.9781        1.07816        29.8542     
  1194.13        2500.00                 NaN   17.2100                 NaN            NaN            NaN            NaN   8.88420        42.9743        1.07786        29.8537     
  1192.98        2500.00                 NaN   17.2158                 NaN            NaN            NaN            NaN   8.88871        42.9660        1.07552        29.8540     
  1191.83        2500.00                 NaN   17.2140                 NaN            NaN            NaN            NaN   8.89314        42.9639        1.07563        29.8533     
  1190.68        2500.00                 NaN   17.2158                 NaN            NaN            NaN            NaN   8.89779        42.9586        1.07456        29.8533     
  1189.53        2500.00                 NaN   17.2178                 NaN            NaN            NaN            NaN   8.90246        42.9531        1.07347        29.8532     
  1188.39        2500.00                 NaN   17.2198                 NaN            NaN            NaN            NaN   8.90709        42.9477        1.07233        29.8531     
  1187.24        2500.00                 NaN   17.2221                 NaN            NaN            NaN            NaN   8.91187        42.9419        1.07110        29.8531     
  1186.09        2500.00                 NaN   17.1904       0.324112E-001            NaN            NaN            NaN   8.91600        42.9377        1.07044        29.8530     
  1184.94        2500.00                 NaN   17.1389       0.842144E-001            NaN            NaN            NaN   8.91976        42.9341        1.06998        29.8530     
  1183.79        2500.00                 NaN   16.7370       0.480320                 NaN            NaN            NaN   8.91745        42.9389        1.07215        29.8542     
  1182.64        2500.00                 NaN   17.0388       0.184856                 NaN            NaN            NaN   8.92718        42.9271        1.06907        29.8530     
  1181.49        2500.00                 NaN   16.9898       0.234081                 NaN            NaN            NaN   8.93088        42.9236        1.06861        29.8530     
  1180.35        2500.00                 NaN   16.5812       0.636313                 NaN            NaN            NaN   8.92801        42.9292        1.07105        29.8543     
  1179.20        2500.00                 NaN  0.341388        16.8848                 NaN            NaN            NaN   8.93663        42.9156        1.06776        29.8538     
  1178.05        2500.00                 NaN  0.402400        16.8238                 NaN            NaN            NaN   8.93997        42.9125        1.06746        29.8539     
  1176.90        2500.00                 NaN   16.7082       0.514836                 NaN            NaN            NaN   8.94366        42.9122        1.06765        29.8534     
  1175.75        2500.00                 NaN   16.6463       0.576586                 NaN            NaN            NaN   8.94691        42.9093        1.06738        29.8536     
  1174.60        2500.00                 NaN   16.5870       0.635800                 NaN            NaN            NaN   8.95016        42.9063        1.06710        29.8537     
  1173.45        2500.00                 NaN   16.5300       0.692695                 NaN            NaN            NaN   8.95345        42.9033        1.06681        29.8538     
  1172.30        2500.00                 NaN   16.4754       0.747189                 NaN            NaN            NaN   8.95673        42.9003        1.06652        29.8539     
  1171.16        2500.00                 NaN   16.4231       0.799442                 NaN            NaN            NaN   8.96003        42.8972        1.06622        29.8540     
  1170.01        2500.00                 NaN   16.2624       0.957219                 NaN            NaN            NaN   8.96110        42.8978        1.06702        29.8544     
  1168.86        2500.00                 NaN   16.3251       0.897446                 NaN            NaN            NaN   8.96667        42.8910        1.06558        29.8542     
  1167.71        2500.00                 NaN   16.2792       0.943356                 NaN            NaN            NaN   8.97002        42.8879        1.06525        29.8543     
  1166.56        2500.00                 NaN   16.2355       0.987095                 NaN            NaN            NaN   8.97338        42.8847        1.06491        29.8544     
  1165.41        2500.00                 NaN   16.1938        1.02889                 NaN            NaN            NaN   8.97677        42.8815        1.06455        29.8545     
  1164.26        2500.00                 NaN   16.1296        1.09296                 NaN            NaN            NaN   8.97859        42.8792        1.06481        29.8549     
  1163.11        2500.00                 NaN   16.0764        1.14580                 NaN            NaN            NaN   8.98152        42.8766        1.06469        29.8551     
  1161.97        2500.00                 NaN   16.0173        1.20387                 NaN            NaN            NaN   8.98563        42.8740        1.06415        29.8550     
  1160.82        2500.00                 NaN   15.9760        1.24522                 NaN            NaN            NaN   8.98887        42.8709        1.06383        29.8551     
  1159.67        2500.00                 NaN   15.9357        1.28565                 NaN            NaN            NaN   8.99211        42.8677        1.06351        29.8553     
  1158.52        2500.00                 NaN   15.8962        1.32518                 NaN            NaN            NaN   8.99535        42.8646        1.06319        29.8555     
  1157.37        2500.00                 NaN   15.8577        1.36384                 NaN            NaN            NaN   8.99858        42.8614        1.06286        29.8556     
  1156.22        2500.00                 NaN   15.8199        1.40166                 NaN            NaN            NaN   9.00181        42.8583        1.06254        29.8558     
  1155.07        2500.00                 NaN   15.7830        1.43866                 NaN            NaN            NaN   9.00504        42.8551        1.06221        29.8559     
  1153.93        2500.00                 NaN   15.7469        1.47486                 NaN            NaN            NaN   9.00826        42.8520        1.06189        29.8561     
  1152.78        2500.00                 NaN   15.7116        1.51028                 NaN            NaN            NaN   9.01148        42.8488        1.06156        29.8563     
  1151.63        2500.00                 NaN   15.6771        1.54495                 NaN            NaN            NaN   9.01470        42.8456        1.06123        29.8565     
  1150.48        2500.00                 NaN   1.85617        15.3407                 NaN            NaN            NaN   8.99088        42.8848        1.07125        29.8561     
  1149.33        2500.00                 NaN   15.6103        1.61198                 NaN            NaN            NaN   9.02117        42.8392        1.06055        29.8568     
  1148.18        2500.00                 NaN   15.5683        1.65392                 NaN            NaN            NaN   9.02404        42.8364        1.06034        29.8571     
  1147.03        2500.00                 NaN   15.5450        1.67777                 NaN            NaN            NaN   9.02740        42.8326        1.05985        29.8573     
  1145.88        2500.00                 NaN   15.5152        1.70753                 NaN            NaN            NaN   9.03079        42.8296        1.05955        29.8574     
  1144.74        2500.00                 NaN   15.4848        1.73805                 NaN            NaN            NaN   9.03400        42.8263        1.05921        29.8576     
  1143.59        2500.00                 NaN   15.4551        1.76793                 NaN            NaN            NaN   9.03720        42.8231        1.05887        29.8578     
  1142.44        2500.00                 NaN   15.4261        1.79719                 NaN            NaN            NaN   9.04040        42.8199        1.05853        29.8580     
  1141.29        2500.00                 NaN   15.3976        1.82583                 NaN            NaN            NaN   9.04361        42.8166        1.05818        29.8582     
  1140.14        2500.00                 NaN   15.3698        1.85386                 NaN            NaN            NaN   9.04681        42.8133        1.05783        29.8584     
  1138.99        2500.00                 NaN   15.3426        1.88127                 NaN            NaN            NaN   9.05001        42.8101        1.05748        29.8586     
  1137.84        2500.00                 NaN   15.3160        1.90810                 NaN            NaN            NaN   9.05321        42.8068        1.05712        29.8588     
  1136.69        2500.00                 NaN   15.2899        1.93436                 NaN            NaN            NaN   9.05641        42.8035        1.05677        29.8590     
  1135.55        2500.00                 NaN   15.2645        1.96006                 NaN            NaN            NaN   9.05961        42.8003        1.05641        29.8592     
  1134.40        2500.00                 NaN   15.2396        1.98521                 NaN            NaN            NaN   9.06281        42.7970        1.05605        29.8594     
  1133.25        2500.00                 NaN   15.2158        2.00918                 NaN            NaN            NaN   9.06592        42.7937        1.05570        29.8596     
  1132.10        2500.00                 NaN   15.1929        2.03238                 NaN            NaN            NaN   9.06900        42.7905        1.05536        29.8598     
  1130.95        2500.00                 NaN   15.1707        2.05485                 NaN            NaN            NaN   9.07205        42.7874        1.05501        29.8601     
  1129.80        2500.00                 NaN   15.1492        2.07662                 NaN            NaN            NaN   9.07507        42.7842        1.05467        29.8603     
  1128.65        2500.00                 NaN   15.1283        2.09770                 NaN            NaN            NaN   9.07806        42.7811        1.05433        29.8605     
  1127.51        2500.00                 NaN   15.1082        2.11813                 NaN            NaN            NaN   9.08103        42.7779        1.05399        29.8607     
  1126.36        2500.00                 NaN   15.0886        2.13794                 NaN            NaN            NaN   9.08397        42.7748        1.05365        29.8610     
  1125.21        2500.00                 NaN   15.0697        2.15715                 NaN            NaN            NaN   9.08688        42.7717        1.05331        29.8612     
  1124.06        2500.00                 NaN   15.0514        2.17578                 NaN            NaN            NaN   9.08977        42.7687        1.05297        29.8614     
  1122.91        2500.00                 NaN   15.0336        2.19385                 NaN            NaN            NaN   9.09264        42.7656        1.05263        29.8617     
  1121.76        2500.00                 NaN   15.0164        2.21139                 NaN            NaN            NaN   9.09548        42.7626        1.05230        29.8619     
  1120.61        2500.00                 NaN   14.9997        2.22840                 NaN            NaN            NaN   9.09830        42.7595        1.05196        29.8621     
  1119.46        2500.00                 NaN   14.9835        2.24493                 NaN            NaN            NaN   9.10111        42.7565        1.05163        29.8624     
  1118.32        2500.00                 NaN   14.9678        2.26097                 NaN            NaN            NaN   9.10388        42.7535        1.05129        29.8626     
  1117.17        2500.00                 NaN   14.9525        2.27656                 NaN            NaN            NaN   9.10664        42.7505        1.05096        29.8628     
  1116.02        2500.00                 NaN   14.9377        2.29170                 NaN            NaN            NaN   9.10938        42.7475        1.05063        29.8631     
  1114.87        2500.00                 NaN   14.9233        2.30642                 NaN            NaN            NaN   9.11210        42.7445        1.05029        29.8633     
  1113.72        2500.00                 NaN   14.9094        2.32072                 NaN            NaN            NaN   9.11480        42.7416        1.04996        29.8636     
  1112.57        2500.00                 NaN   14.8507        2.38062                 NaN            NaN            NaN   9.12333        42.7325        1.04886        29.8640     
  1111.42        2500.00                 NaN   14.8333        2.39839                 NaN            NaN            NaN   9.12651        42.7290        1.04846        29.8643     
  1110.27        2500.00                 NaN   14.8163        2.41590                 NaN            NaN            NaN   9.12970        42.7255        1.04806        29.8646     
  1109.13        2500.00                 NaN   14.7995        2.43317                 NaN            NaN            NaN   9.13288        42.7220        1.04765        29.8649     
  1107.98        2500.00                 NaN   14.7829        2.45016                 NaN            NaN            NaN   9.13606        42.7185        1.04725        29.8652     
  1106.83        2500.00                 NaN   14.7666        2.46692                 NaN            NaN            NaN   9.13924        42.7149        1.04684        29.8654     
  1105.68        2500.00                 NaN   14.7635        2.47197                 NaN            NaN            NaN   9.14355        42.7093        1.04589        29.8659     
  1104.53        2500.00                 NaN   14.7469        2.48901                 NaN            NaN            NaN   9.14670        42.7057        1.04549        29.8662     
  1103.38        2500.00                 NaN   14.7192        2.51574                 NaN            NaN            NaN   9.14877        42.7044        1.04561        29.8663     
  1102.23        2500.00                 NaN   14.7898        2.44408                 NaN            NaN            NaN   9.14093        42.7123        1.04664        29.8662     
  1101.09        2500.00                 NaN   14.7059        2.53171                 NaN            NaN            NaN   9.15664        42.6946        1.04413        29.8670     
  1099.94        2500.00                 NaN   14.6852        2.55247                 NaN            NaN            NaN   9.15900        42.6920        1.04397        29.8674     
  1098.79        2500.00                 NaN   14.6597        2.57747                 NaN            NaN            NaN   9.16170        42.6896        1.04383        29.8677     
  1097.64        2500.00                 NaN   14.6514        2.58429                 NaN            NaN            NaN   9.16856        42.6849        1.04364        29.8672     
  1096.49        2500.00                 NaN   14.6433        2.59479                 NaN            NaN            NaN   9.16974        42.6804        1.04341        29.8684     
  1095.34        2500.00                 NaN   14.6275        2.61224                 NaN            NaN            NaN   9.17172        42.6776        1.04227        29.8687     
  1094.19        2500.00                 NaN   14.6300        2.61032                 NaN            NaN            NaN   9.17764        42.6718        1.04159        29.8687     
  1093.04        2500.00                 NaN   14.6016        2.63569                 NaN            NaN            NaN   9.18056        42.6717        1.04207        29.8684     
  1091.90        2500.00                 NaN   14.5767        2.66344                 NaN            NaN            NaN   9.18083        42.6681        1.04132        29.8696     
  1090.75        2500.00                 NaN   14.5730        2.66903                 NaN            NaN            NaN   9.18441        42.6630        1.04055        29.8700     
  1089.60        2500.00                 NaN   14.5599        2.68266                 NaN            NaN            NaN   9.18759        42.6594        1.04011        29.8703     
  1088.45        2500.00                 NaN   14.5470        2.69621                 NaN            NaN            NaN   9.19076        42.6557        1.03967        29.8707     
  1087.30        2500.00                 NaN   14.5343        2.70948                 NaN            NaN            NaN   9.19393        42.6520        1.03923        29.8710     
  1086.15        2500.00                 NaN   14.5225        2.72204                 NaN            NaN            NaN   9.19715        42.6482        1.03876        29.8714     
  1085.00        2500.00                 NaN   14.5108        2.73443                 NaN            NaN            NaN   9.20038        42.6444        1.03828        29.8717     
  1083.85        2500.00                 NaN   14.4993        2.74665                 NaN            NaN            NaN   9.20360        42.6406        1.03781        29.8721     
  1082.71        2500.00                 NaN   14.4880        2.75869                 NaN            NaN            NaN   9.20682        42.6367        1.03732        29.8724     
  1081.56        2500.00                 NaN   14.4767        2.77066                 NaN            NaN            NaN   9.21005        42.6329        1.03684        29.8728     
  1080.41        2500.00                 NaN   14.4658        2.78238                 NaN            NaN            NaN   9.21327        42.6290        1.03635        29.8732     
  1079.26        2500.00                 NaN   14.4550        2.79394                 NaN            NaN            NaN   9.21650        42.6251        1.03586        29.8736     
  1078.11        2500.00                 NaN   14.4444        2.80535                 NaN            NaN            NaN   9.21973        42.6212        1.03537        29.8740     
  1076.96        2500.00                 NaN   14.4339        2.81661                 NaN            NaN            NaN   9.22296        42.6173        1.03487        29.8743     
  1075.81        2500.00                 NaN   14.4236        2.82771                 NaN            NaN            NaN   9.22620        42.6134        1.03437        29.8747     
  1074.67        2500.00                 NaN   14.4134        2.83868                 NaN            NaN            NaN   9.22944        42.6095        1.03387        29.8751     
  1073.52        2500.00                 NaN   14.4035        2.84950                 NaN            NaN            NaN   9.23267        42.6055        1.03336        29.8755     
  1072.37        2500.00                 NaN   14.3936        2.86017                 NaN            NaN            NaN   9.23591        42.6015        1.03285        29.8759     
  1071.22        2500.00                 NaN   14.3839        2.87070                 NaN            NaN            NaN   9.23915        42.5975        1.03233        29.8763     
  1070.07        2500.00                 NaN   14.3744        2.88110                 NaN            NaN            NaN   9.24239        42.5935        1.03182        29.8767     
  1068.92        2500.00                 NaN   14.3650        2.89138                 NaN            NaN            NaN   9.24564        42.5895        1.03129        29.8772     
  1067.77        2500.00                 NaN   14.3558        2.90152                 NaN            NaN            NaN   9.24888        42.5855        1.03077        29.8776     
  1066.62        2500.00                 NaN   14.3467        2.91152                 NaN            NaN            NaN   9.25213        42.5815        1.03024        29.8780     
  1065.48        2500.00                 NaN   14.3377        2.92141                 NaN            NaN            NaN   9.25538        42.5774        1.02971        29.8784     
  1064.33        2500.00                 NaN   14.3289        2.93117                 NaN            NaN            NaN   9.25863        42.5733        1.02917        29.8788     
  1063.18        2500.00                 NaN   14.3202        2.94081                 NaN            NaN            NaN   9.26188        42.5692        1.02863        29.8793     
  1062.03        2500.00                 NaN   14.3116        2.95032                 NaN            NaN            NaN   9.26514        42.5651        1.02809        29.8797     
  1060.88        2500.00                 NaN   14.3032        2.95973                 NaN            NaN            NaN   9.26840        42.5610        1.02755        29.8802     
  1059.73        2500.00                 NaN   14.2802        2.98072                 NaN            NaN            NaN   9.27020        42.5609        1.02791        29.8800     
  1058.58        2500.00                 NaN   14.2867        2.97819                 NaN            NaN            NaN   9.27492        42.5527        1.02644        29.8810     
  1057.43        2500.00                 NaN   14.2787        2.98725                 NaN            NaN            NaN   9.27818        42.5485        1.02588        29.8815     
  1056.29        2500.00                 NaN   14.2707        2.99620                 NaN            NaN            NaN   9.28145        42.5443        1.02532        29.8820     
  1055.14        2500.00                 NaN   14.2629        3.00506                 NaN            NaN            NaN   9.28472        42.5401        1.02476        29.8824     
  1053.99        2500.00                 NaN   14.2553        3.01378                 NaN            NaN            NaN   9.28799        42.5359        1.02419        29.8829     
  1052.84        2500.00                 NaN   14.2477        3.02242                 NaN            NaN            NaN   9.29126        42.5317        1.02362        29.8833     
  1051.69        2500.00                 NaN   14.2402        3.03096                 NaN            NaN            NaN   9.29454        42.5274        1.02304        29.8838     
  1050.54        2500.00                 NaN   14.2329        3.03939                 NaN            NaN            NaN   9.29782        42.5232        1.02246        29.8843     
  1049.39        2500.00                 NaN   14.2257        3.04772                 NaN            NaN            NaN   9.30110        42.5189        1.02188        29.8848     
  1048.25        2500.00                 NaN   14.2186        3.05596                 NaN            NaN            NaN   9.30438        42.5146        1.02129        29.8852     
  1047.10        2500.00                 NaN   14.2115        3.06411                 NaN            NaN            NaN   9.30766        42.5103        1.02070        29.8857     
  1045.95        2500.00                 NaN   14.1872        3.08545                 NaN            NaN            NaN   9.30904        42.5114        1.02139        29.8855     
  1044.80        2500.00                 NaN   14.1802        3.09352                 NaN            NaN            NaN   9.31229        42.5072        1.02082        29.8860     
  1043.65        2500.00                 NaN   14.1733        3.10154                 NaN            NaN            NaN   9.31554        42.5029        1.02025        29.8864     
  1042.50        2500.00                 NaN   14.1665        3.10944                 NaN            NaN            NaN   9.31880        42.4987        1.01968        29.8869     
  1041.35        2500.00                 NaN   14.1597        3.11725                 NaN            NaN            NaN   9.32206        42.4944        1.01910        29.8874     
  1040.20        2500.00                 NaN   14.1531        3.12498                 NaN            NaN            NaN   9.32531        42.4901        1.01852        29.8879     
  1039.06        2500.00                 NaN   14.1466        3.13262                 NaN            NaN            NaN   9.32857        42.4859        1.01794        29.8884     
  1037.91        2500.00                 NaN   14.1402        3.14018                 NaN            NaN            NaN   9.33184        42.4815        1.01735        29.8889     
  1036.76        2500.00                 NaN   14.1339        3.14766                 NaN            NaN            NaN   9.33510        42.4772        1.01676        29.8894     
  1035.61        2500.00                 NaN   14.1276        3.15505                 NaN            NaN            NaN   9.33837        42.4729        1.01617        29.8899     
  1034.46        2500.00                 NaN   14.1215        3.16237                 NaN            NaN            NaN   9.34164        42.4685        1.01557        29.8904     
  1033.31        2500.00                 NaN   14.1154        3.16960                 NaN            NaN            NaN   9.34491        42.4641        1.01497        29.8909     
  1032.16        2500.00                 NaN   14.1095        3.17676                 NaN            NaN            NaN   9.34818        42.4598        1.01437        29.8915     
  1031.01        2500.00                 NaN   14.1036        3.18385                 NaN            NaN            NaN   9.35146        42.4553        1.01376        29.8920     
  1029.87        2500.00                 NaN   14.0978        3.19086                 NaN            NaN            NaN   9.35474        42.4509        1.01315        29.8925     
  1028.72        2500.00                 NaN   14.0921        3.19778                 NaN            NaN            NaN   9.35802        42.4465        1.01253        29.8930     
  1027.57        2500.00                 NaN   14.0865        3.20465                 NaN            NaN            NaN   9.36131        42.4420        1.01191        29.8936     
  1026.42        2500.00                 NaN   14.0810        3.21143                 NaN            NaN            NaN   9.36458        42.4376        1.01130        29.8941     
  1025.27        2500.00                 NaN   14.0756        3.21815                 NaN            NaN            NaN   9.36788        42.4331        1.01066        29.8947     
  1024.12        2500.00                 NaN   14.0702        3.22479                 NaN            NaN            NaN   9.37117        42.4286        1.01003        29.8952     
  1022.97        2500.00                 NaN   14.0650        3.23136                 NaN            NaN            NaN   9.37447        42.4240        1.00940        29.8958     
  1021.83        2500.00                 NaN   14.0597        3.23789                 NaN            NaN            NaN   9.37776        42.4195        1.00876        29.8963     
  1020.68        2500.00                 NaN   14.0546        3.24434                 NaN            NaN            NaN   9.38107        42.4150        1.00812        29.8969     
  1019.53        2500.00                 NaN   14.0496        3.25072                 NaN            NaN            NaN   9.38437        42.4104        1.00747        29.8974     
  1018.38        2500.00                 NaN   14.0447        3.25702                 NaN            NaN            NaN   9.38768        42.4058        1.00682        29.8980     
  1017.23        2500.00                 NaN   14.0398        3.26328                 NaN            NaN            NaN   9.39098        42.4012        1.00617        29.8986     
  1016.08        2500.00                 NaN   14.0350        3.26947                 NaN            NaN            NaN   9.39429        42.3966        1.00551        29.8992     
  1014.93        2500.00                 NaN   14.0303        3.27560                 NaN            NaN            NaN   9.39761        42.3919        1.00485        29.8997     
  1013.78        2500.00                 NaN   14.0256        3.28169                 NaN            NaN            NaN   9.40092        42.3873        1.00418        29.9003     
  1012.64        2500.00                 NaN   14.0211        3.28767                 NaN            NaN            NaN   9.40425        42.3826        1.00351        29.9009     
  1011.49        2500.00                 NaN   14.0165        3.29364                 NaN            NaN            NaN   9.40757        42.3779        1.00284        29.9015     
  1010.34        2500.00                 NaN   14.0121        3.29952                 NaN            NaN            NaN   9.41090        42.3732        1.00216        29.9021     
  1009.19        2500.00                 NaN   14.0078        3.30536                 NaN            NaN            NaN   9.41423        42.3685        1.00148        29.9027     
  1008.04        2500.00                 NaN   14.0035        3.31114                 NaN            NaN            NaN   9.41756        42.3637        1.00080        29.9033     
  1006.89        2500.00                 NaN   13.9993        3.31686                 NaN            NaN            NaN   9.42090        42.3590        1.00011        29.9039     
  1005.74        2500.00                 NaN   13.9951        3.32253                 NaN            NaN            NaN   9.42423        42.3542       0.999411        29.9045     
  1004.59        2500.00                 NaN   13.9910        3.32815                 NaN            NaN            NaN   9.42758        42.3494       0.998713        29.9052     
  1003.45        2500.00                 NaN   13.9870        3.33371                 NaN            NaN            NaN   9.43092        42.3446       0.998011        29.9058     
  1002.30        2500.00                 NaN   13.9831        3.33921                 NaN            NaN            NaN   9.43428        42.3397       0.997303        29.9064     
  1001.15        2500.00                 NaN   13.9792        3.34467                 NaN            NaN            NaN   9.43762        42.3349       0.996593        29.9070     
  1000.00        2500.00                 NaN   13.9754        3.35008                 NaN            NaN            NaN   9.44098        42.3300       0.995880        29.9077     
