|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1199.87        2500.00                 NaN   12.7777                 NaN            NaN            NaN            NaN   8.76624        46.1964       0.624699        31.6350     
  1198.72        2500.00                 NaN  0.731417E-001   12.7097                 NaN            NaN            NaN   8.77534        46.1833       0.623268        31.6352     
  1197.58        2500.00                 NaN   12.3493       0.434834                 NaN            NaN            NaN   8.77562        46.1794       0.623587        31.6373     
  1196.43        2500.00                 NaN   12.4534       0.331140                 NaN            NaN            NaN   8.78133        46.1736       0.623115        31.6374     
  1195.28        2500.00                 NaN   12.7853                 NaN            NaN            NaN            NaN   8.78712        46.1674       0.622568        31.6376     
  1194.13        2500.00                 NaN   12.7844                 NaN            NaN            NaN            NaN   8.79279        46.1628       0.622381        31.6376     
  1192.98        2500.00                 NaN   12.7893                 NaN            NaN            NaN            NaN   8.79727        46.1536       0.621024        31.6388     
  1191.83        2500.00                 NaN   12.7880                 NaN            NaN            NaN            NaN   8.80160        46.1507       0.621071        31.6387     
  1190.68        2500.00                 NaN   12.7897                 NaN            NaN            NaN            NaN   8.80618        46.1445       0.620444        31.6392     
  1189.53        2500.00                 NaN   12.7914                 NaN            NaN            NaN            NaN   8.81078        46.1382       0.619801        31.6398     
  1188.39        2500.00                 NaN   12.7933                 NaN            NaN            NaN            NaN   8.81535        46.1318       0.619135        31.6405     
  1187.24        2500.00                 NaN   12.7953                 NaN            NaN            NaN            NaN   8.82006        46.1252       0.618412        31.6411     
  1186.09        2500.00                 NaN   12.7713       0.247893E-001            NaN            NaN            NaN   8.82412        46.1201       0.618024        31.6417     
  1184.94        2500.00                 NaN   12.7319       0.644219E-001            NaN            NaN            NaN   8.82782        46.1158       0.617743        31.6423     
  1183.79        2500.00                 NaN   12.4233       0.367270                 NaN            NaN            NaN   8.82553        46.1206       0.618989        31.6443     
  1182.64        2500.00                 NaN   12.6554       0.141461                 NaN            NaN            NaN   8.83510        46.1073       0.617196        31.6436     
  1181.49        2500.00                 NaN   12.6180       0.179162                 NaN            NaN            NaN   8.83874        46.1030       0.616922        31.6442     
  1180.35        2500.00                 NaN   12.3038       0.486854                 NaN            NaN            NaN   8.83591        46.1088       0.618322        31.6464     
  1179.20        2500.00                 NaN  0.261385        12.5378                 NaN            NaN            NaN   8.84440        46.0935       0.616412        31.6465     
  1178.05        2500.00                 NaN  0.308152        12.4910                 NaN            NaN            NaN   8.84768        46.0897       0.616227        31.6472     
  1176.90        2500.00                 NaN   12.4019       0.394320                 NaN            NaN            NaN   8.85129        46.0888       0.616326        31.6473     
  1175.75        2500.00                 NaN   12.3544       0.441690                 NaN            NaN            NaN   8.85448        46.0852       0.616159        31.6481     
  1174.60        2500.00                 NaN   12.3089       0.487133                 NaN            NaN            NaN   8.85767        46.0815       0.615987        31.6489     
  1173.45        2500.00                 NaN   12.2651       0.530809                 NaN            NaN            NaN   8.86090        46.0778       0.615809        31.6496     
  1172.30        2500.00                 NaN   12.2231       0.572663                 NaN            NaN            NaN   8.86413        46.0740       0.615627        31.6504     
  1171.16        2500.00                 NaN   12.1830       0.612812                 NaN            NaN            NaN   8.86736        46.0703       0.615441        31.6512     
  1170.01        2500.00                 NaN   12.0588       0.733741                 NaN            NaN            NaN   8.86844        46.0706       0.615895        31.6524     
  1168.86        2500.00                 NaN   12.1076       0.688161                 NaN            NaN            NaN   8.87389        46.0626       0.615053        31.6527     
  1167.71        2500.00                 NaN   12.0723       0.723482                 NaN            NaN            NaN   8.87717        46.0588       0.614851        31.6534     
  1166.56        2500.00                 NaN   12.0387       0.757147                 NaN            NaN            NaN   8.88048        46.0549       0.614642        31.6542     
  1165.41        2500.00                 NaN   12.0066       0.789328                 NaN            NaN            NaN   8.88381        46.0509       0.614426        31.6550     
  1164.26        2500.00                 NaN   11.9580       0.838610                 NaN            NaN            NaN   8.88552        46.0475       0.614561        31.6558     
  1163.11        2500.00                 NaN   11.9171       0.879291                 NaN            NaN            NaN   8.88838        46.0441       0.614477        31.6566     
  1161.97        2500.00                 NaN   11.8701       0.923927                 NaN            NaN            NaN   8.89253        46.0416       0.614165        31.6576     
  1160.82        2500.00                 NaN   11.8384       0.955813                 NaN            NaN            NaN   8.89572        46.0378       0.613969        31.6584     
  1159.67        2500.00                 NaN   11.8073       0.987000                 NaN            NaN            NaN   8.89890        46.0339       0.613772        31.6592     
  1158.52        2500.00                 NaN   11.7769        1.01750                 NaN            NaN            NaN   8.90208        46.0300       0.613576        31.6600     
  1157.37        2500.00                 NaN   11.7471        1.04735                 NaN            NaN            NaN   8.90525        46.0261       0.613378        31.6608     
  1156.22        2500.00                 NaN   11.7180        1.07655                 NaN            NaN            NaN   8.90842        46.0222       0.613180        31.6616     
  1155.07        2500.00                 NaN   11.6895        1.10514                 NaN            NaN            NaN   8.91159        46.0183       0.612981        31.6624     
  1153.93        2500.00                 NaN   11.6617        1.13312                 NaN            NaN            NaN   8.91475        46.0144       0.612782        31.6633     
  1152.78        2500.00                 NaN   11.6344        1.16050                 NaN            NaN            NaN   8.91791        46.0105       0.612582        31.6641     
  1151.63        2500.00                 NaN   11.6077        1.18732                 NaN            NaN            NaN   8.92107        46.0066       0.612381        31.6649     
  1150.48        2500.00                 NaN   1.42632        11.3448                 NaN            NaN            NaN   8.89744        46.0481       0.618153        31.6651     
  1149.33        2500.00                 NaN   11.5561        1.23911                 NaN            NaN            NaN   8.92743        45.9988       0.611970        31.6666     
  1148.18        2500.00                 NaN   11.5237        1.27153                 NaN            NaN            NaN   8.93024        45.9952       0.611838        31.6675     
  1147.03        2500.00                 NaN   11.5056        1.29005                 NaN            NaN            NaN   8.93356        45.9908       0.611544        31.6685     
  1145.88        2500.00                 NaN   11.4826        1.31312                 NaN            NaN            NaN   8.93687        45.9869       0.611359        31.6692     
  1144.74        2500.00                 NaN   11.4591        1.33678                 NaN            NaN            NaN   8.94002        45.9830       0.611153        31.6700     
  1143.59        2500.00                 NaN   11.4361        1.35996                 NaN            NaN            NaN   8.94316        45.9790       0.610945        31.6708     
  1142.44        2500.00                 NaN   11.4136        1.38266                 NaN            NaN            NaN   8.94631        45.9750       0.610737        31.6717     
  1141.29        2500.00                 NaN   11.3916        1.40489                 NaN            NaN            NaN   8.94945        45.9710       0.610527        31.6725     
  1140.14        2500.00                 NaN   11.3701        1.42663                 NaN            NaN            NaN   8.95260        45.9670       0.610315        31.6734     
  1138.99        2500.00                 NaN   11.3490        1.44787                 NaN            NaN            NaN   8.95574        45.9630       0.610100        31.6743     
  1137.84        2500.00                 NaN   11.3284        1.46868                 NaN            NaN            NaN   8.95888        45.9590       0.609885        31.6751     
  1136.69        2500.00                 NaN   11.3083        1.48905                 NaN            NaN            NaN   8.96203        45.9550       0.609668        31.6760     
  1135.55        2500.00                 NaN   11.2886        1.50900                 NaN            NaN            NaN   8.96517        45.9510       0.609451        31.6769     
  1134.40        2500.00                 NaN   11.2693        1.52853                 NaN            NaN            NaN   8.96830        45.9469       0.609234        31.6777     
  1133.25        2500.00                 NaN   11.2508        1.54720                 NaN            NaN            NaN   8.97136        45.9430       0.609023        31.6786     
  1132.10        2500.00                 NaN   11.2330        1.56528                 NaN            NaN            NaN   8.97438        45.9390       0.608813        31.6795     
  1130.95        2500.00                 NaN   11.2158        1.58280                 NaN            NaN            NaN   8.97737        45.9351       0.608603        31.6803     
  1129.80        2500.00                 NaN   11.1990        1.59978                 NaN            NaN            NaN   8.98034        45.9312       0.608395        31.6812     
  1128.65        2500.00                 NaN   11.1828        1.61625                 NaN            NaN            NaN   8.98327        45.9273       0.608187        31.6821     
  1127.51        2500.00                 NaN   11.1672        1.63221                 NaN            NaN            NaN   8.98618        45.9235       0.607980        31.6830     
  1126.36        2500.00                 NaN   11.1519        1.64770                 NaN            NaN            NaN   8.98907        45.9197       0.607773        31.6839     
  1125.21        2500.00                 NaN   11.1372        1.66272                 NaN            NaN            NaN   8.99193        45.9158       0.607567        31.6847     
  1124.06        2500.00                 NaN   11.1229        1.67731                 NaN            NaN            NaN   8.99476        45.9120       0.607361        31.6856     
  1122.91        2500.00                 NaN   11.1090        1.69146                 NaN            NaN            NaN   8.99757        45.9083       0.607157        31.6865     
  1121.76        2500.00                 NaN   11.0956        1.70521                 NaN            NaN            NaN   9.00036        45.9045       0.606952        31.6874     
  1120.61        2500.00                 NaN   11.0825        1.71856                 NaN            NaN            NaN   9.00313        45.9007       0.606748        31.6883     
  1119.46        2500.00                 NaN   11.0698        1.73154                 NaN            NaN            NaN   9.00588        45.8970       0.606544        31.6892     
  1118.32        2500.00                 NaN   11.0575        1.74414                 NaN            NaN            NaN   9.00860        45.8933       0.606341        31.6901     
  1117.17        2500.00                 NaN   11.0456        1.75640                 NaN            NaN            NaN   9.01131        45.8896       0.606138        31.6910     
  1116.02        2500.00                 NaN   11.0340        1.76831                 NaN            NaN            NaN   9.01399        45.8859       0.605935        31.6919     
  1114.87        2500.00                 NaN   11.0227        1.77990                 NaN            NaN            NaN   9.01666        45.8822       0.605733        31.6928     
  1113.72        2500.00                 NaN   11.0118        1.79117                 NaN            NaN            NaN   9.01931        45.8785       0.605530        31.6937     
  1112.57        2500.00                 NaN   10.9669        1.83826                 NaN            NaN            NaN   9.02764        45.8677       0.604880        31.6946     
  1111.42        2500.00                 NaN   10.9534        1.85222                 NaN            NaN            NaN   9.03076        45.8635       0.604638        31.6955     
  1110.27        2500.00                 NaN   10.9401        1.86598                 NaN            NaN            NaN   9.03389        45.8592       0.604395        31.6964     
  1109.13        2500.00                 NaN   10.9270        1.87955                 NaN            NaN            NaN   9.03701        45.8549       0.604151        31.6973     
  1107.98        2500.00                 NaN   10.9141        1.89292                 NaN            NaN            NaN   9.04013        45.8506       0.603907        31.6983     
  1106.83        2500.00                 NaN   10.9014        1.90611                 NaN            NaN            NaN   9.04325        45.8464       0.603661        31.6992     
  1105.68        2500.00                 NaN   10.8998        1.90960                 NaN            NaN            NaN   9.04749        45.8397       0.603104        31.7003     
  1104.53        2500.00                 NaN   10.8869        1.92301                 NaN            NaN            NaN   9.05058        45.8354       0.602860        31.7012     
  1103.38        2500.00                 NaN   10.8644        1.94457                 NaN            NaN            NaN   9.05260        45.8335       0.602918        31.7020     
  1102.23        2500.00                 NaN   10.9176        1.88880                 NaN            NaN            NaN   9.04494        45.8422       0.603510        31.7029     
  1101.09        2500.00                 NaN   10.8549        1.95674                 NaN            NaN            NaN   9.06034        45.8219       0.602043        31.7040     
  1099.94        2500.00                 NaN   10.8382        1.97371                 NaN            NaN            NaN   9.06263        45.8186       0.601944        31.7050     
  1098.79        2500.00                 NaN   10.8185        1.99262                 NaN            NaN            NaN   9.06530        45.8156       0.601851        31.7061     
  1097.64        2500.00                 NaN   10.8120        1.99814                 NaN            NaN            NaN   9.07204        45.8100       0.601730        31.7061     
  1096.49        2500.00                 NaN   10.8055        2.00652                 NaN            NaN            NaN   9.07324        45.8050       0.601592        31.7081     
  1095.34        2500.00                 NaN   10.7931        2.02092                 NaN            NaN            NaN   9.07511        45.8010       0.600921        31.7089     
  1094.19        2500.00                 NaN   10.7954        2.01902                 NaN            NaN            NaN   9.08096        45.7945       0.600522        31.7096     
  1093.04        2500.00                 NaN   10.7730        2.03889                 NaN            NaN            NaN   9.08380        45.7937       0.600784        31.7098     
  1091.90        2500.00                 NaN   10.7535        2.06073                 NaN            NaN            NaN   9.08407        45.7895       0.600342        31.7118     
  1090.75        2500.00                 NaN   10.7504        2.06589                 NaN            NaN            NaN   9.08757        45.7834       0.599885        31.7128     
  1089.60        2500.00                 NaN   10.7402        2.07669                 NaN            NaN            NaN   9.09068        45.7790       0.599623        31.7138     
  1088.45        2500.00                 NaN   10.7301        2.08744                 NaN            NaN            NaN   9.09379        45.7745       0.599361        31.7148     
  1087.30        2500.00                 NaN   10.7201        2.09797                 NaN            NaN            NaN   9.09691        45.7701       0.599095        31.7158     
  1086.15        2500.00                 NaN   10.7109        2.10795                 NaN            NaN            NaN   9.10007        45.7655       0.598812        31.7168     
  1085.00        2500.00                 NaN   10.7017        2.11781                 NaN            NaN            NaN   9.10324        45.7609       0.598529        31.7178     
  1083.85        2500.00                 NaN   10.6927        2.12753                 NaN            NaN            NaN   9.10640        45.7563       0.598242        31.7188     
  1082.71        2500.00                 NaN   10.6839        2.13712                 NaN            NaN            NaN   9.10956        45.7516       0.597955        31.7198     
  1081.56        2500.00                 NaN   10.6751        2.14665                 NaN            NaN            NaN   9.11273        45.7470       0.597666        31.7209     
  1080.41        2500.00                 NaN   10.6665        2.15599                 NaN            NaN            NaN   9.11589        45.7423       0.597375        31.7219     
  1079.26        2500.00                 NaN   10.6581        2.16521                 NaN            NaN            NaN   9.11906        45.7376       0.597081        31.7229     
  1078.11        2500.00                 NaN   10.6498        2.17431                 NaN            NaN            NaN   9.12223        45.7330       0.596786        31.7240     
  1076.96        2500.00                 NaN   10.6416        2.18330                 NaN            NaN            NaN   9.12541        45.7282       0.596489        31.7250     
  1075.81        2500.00                 NaN   10.6335        2.19217                 NaN            NaN            NaN   9.12858        45.7235       0.596190        31.7261     
  1074.67        2500.00                 NaN   10.6255        2.20094                 NaN            NaN            NaN   9.13176        45.7188       0.595889        31.7271     
  1073.52        2500.00                 NaN   10.6177        2.20959                 NaN            NaN            NaN   9.13493        45.7140       0.595586        31.7282     
  1072.37        2500.00                 NaN   10.6100        2.21811                 NaN            NaN            NaN   9.13812        45.7093       0.595281        31.7292     
  1071.22        2500.00                 NaN   10.6024        2.22654                 NaN            NaN            NaN   9.14130        45.7045       0.594974        31.7303     
  1070.07        2500.00                 NaN   10.5949        2.23488                 NaN            NaN            NaN   9.14448        45.6997       0.594666        31.7313     
  1068.92        2500.00                 NaN   10.5876        2.24312                 NaN            NaN            NaN   9.14767        45.6949       0.594355        31.7324     
  1067.77        2500.00                 NaN   10.5803        2.25126                 NaN            NaN            NaN   9.15085        45.6900       0.594042        31.7335     
  1066.62        2500.00                 NaN   10.5732        2.25929                 NaN            NaN            NaN   9.15404        45.6852       0.593727        31.7346     
  1065.48        2500.00                 NaN   10.5662        2.26723                 NaN            NaN            NaN   9.15723        45.6803       0.593410        31.7356     
  1064.33        2500.00                 NaN   10.5592        2.27507                 NaN            NaN            NaN   9.16042        45.6754       0.593092        31.7367     
  1063.18        2500.00                 NaN   10.5524        2.28283                 NaN            NaN            NaN   9.16362        45.6706       0.592771        31.7378     
  1062.03        2500.00                 NaN   10.5457        2.29049                 NaN            NaN            NaN   9.16681        45.6656       0.592448        31.7389     
  1060.88        2500.00                 NaN   10.5391        2.29807                 NaN            NaN            NaN   9.17001        45.6607       0.592123        31.7400     
  1059.73        2500.00                 NaN   10.5206        2.31465                 NaN            NaN            NaN   9.17177        45.6601       0.592323        31.7405     
  1058.58        2500.00                 NaN   10.5262        2.31295                 NaN            NaN            NaN   9.17642        45.6508       0.591467        31.7422     
  1057.43        2500.00                 NaN   10.5199        2.32026                 NaN            NaN            NaN   9.17962        45.6458       0.591136        31.7433     
  1056.29        2500.00                 NaN   10.5136        2.32749                 NaN            NaN            NaN   9.18283        45.6408       0.590802        31.7444     
  1055.14        2500.00                 NaN   10.5075        2.33465                 NaN            NaN            NaN   9.18604        45.6358       0.590467        31.7455     
  1053.99        2500.00                 NaN   10.5015        2.34170                 NaN            NaN            NaN   9.18925        45.6308       0.590129        31.7467     
  1052.84        2500.00                 NaN   10.4955        2.34869                 NaN            NaN            NaN   9.19247        45.6257       0.589789        31.7478     
  1051.69        2500.00                 NaN   10.4897        2.35560                 NaN            NaN            NaN   9.19568        45.6207       0.589447        31.7489     
  1050.54        2500.00                 NaN   10.4839        2.36243                 NaN            NaN            NaN   9.19890        45.6156       0.589103        31.7501     
  1049.39        2500.00                 NaN   10.4783        2.36919                 NaN            NaN            NaN   9.20212        45.6105       0.588757        31.7512     
  1048.25        2500.00                 NaN   10.4727        2.37588                 NaN            NaN            NaN   9.20535        45.6054       0.588408        31.7523     
  1047.10        2500.00                 NaN   10.4672        2.38250                 NaN            NaN            NaN   9.20857        45.6002       0.588058        31.7535     
  1045.95        2500.00                 NaN   10.4475        2.39938                 NaN            NaN            NaN   9.20991        45.6009       0.588443        31.7538     
  1044.80        2500.00                 NaN   10.4420        2.40594                 NaN            NaN            NaN   9.21309        45.5959       0.588107        31.7550     
  1043.65        2500.00                 NaN   10.4365        2.41247                 NaN            NaN            NaN   9.21629        45.5909       0.587770        31.7561     
  1042.50        2500.00                 NaN   10.4312        2.41889                 NaN            NaN            NaN   9.21948        45.5858       0.587430        31.7572     
  1041.35        2500.00                 NaN   10.4259        2.42526                 NaN            NaN            NaN   9.22268        45.5807       0.587087        31.7584     
  1040.20        2500.00                 NaN   10.4207        2.43156                 NaN            NaN            NaN   9.22588        45.5756       0.586744        31.7595     
  1039.06        2500.00                 NaN   10.4155        2.43779                 NaN            NaN            NaN   9.22908        45.5705       0.586398        31.7607     
  1037.91        2500.00                 NaN   10.4105        2.44396                 NaN            NaN            NaN   9.23229        45.5654       0.586050        31.7618     
  1036.76        2500.00                 NaN   10.4055        2.45007                 NaN            NaN            NaN   9.23549        45.5602       0.585700        31.7630     
  1035.61        2500.00                 NaN   10.4006        2.45612                 NaN            NaN            NaN   9.23870        45.5551       0.585349        31.7642     
  1034.46        2500.00                 NaN   10.3958        2.46213                 NaN            NaN            NaN   9.24191        45.5499       0.584994        31.7653     
  1033.31        2500.00                 NaN   10.3910        2.46803                 NaN            NaN            NaN   9.24513        45.5447       0.584638        31.7665     
  1032.16        2500.00                 NaN   10.3863        2.47389                 NaN            NaN            NaN   9.24834        45.5395       0.584281        31.7677     
  1031.01        2500.00                 NaN   10.3817        2.47970                 NaN            NaN            NaN   9.25156        45.5342       0.583921        31.7689     
  1029.87        2500.00                 NaN   10.3772        2.48546                 NaN            NaN            NaN   9.25478        45.5290       0.583558        31.7701     
  1028.72        2500.00                 NaN   10.3727        2.49115                 NaN            NaN            NaN   9.25801        45.5237       0.583194        31.7713     
  1027.57        2500.00                 NaN   10.3683        2.49679                 NaN            NaN            NaN   9.26123        45.5184       0.582827        31.7725     
  1026.42        2500.00                 NaN   10.3639        2.50237                 NaN            NaN            NaN   9.26445        45.5131       0.582462        31.7737     
  1025.27        2500.00                 NaN   10.3597        2.50790                 NaN            NaN            NaN   9.26769        45.5078       0.582088        31.7749     
  1024.12        2500.00                 NaN   10.3555        2.51337                 NaN            NaN            NaN   9.27092        45.5025       0.581714        31.7761     
  1022.97        2500.00                 NaN   10.3513        2.51879                 NaN            NaN            NaN   9.27416        45.4971       0.581339        31.7773     
  1021.83        2500.00                 NaN   10.3472        2.52418                 NaN            NaN            NaN   9.27739        45.4918       0.580962        31.7785     
  1020.68        2500.00                 NaN   10.3432        2.52951                 NaN            NaN            NaN   9.28064        45.4864       0.580582        31.7797     
  1019.53        2500.00                 NaN   10.3392        2.53478                 NaN            NaN            NaN   9.28388        45.4810       0.580201        31.7809     
  1018.38        2500.00                 NaN   10.3354        2.54000                 NaN            NaN            NaN   9.28713        45.4755       0.579817        31.7822     
  1017.23        2500.00                 NaN   10.3315        2.54518                 NaN            NaN            NaN   9.29038        45.4701       0.579430        31.7834     
  1016.08        2500.00                 NaN   10.3277        2.55031                 NaN            NaN            NaN   9.29363        45.4646       0.579042        31.7846     
  1014.93        2500.00                 NaN   10.3240        2.55540                 NaN            NaN            NaN   9.29689        45.4591       0.578651        31.7859     
  1013.78        2500.00                 NaN   10.3204        2.56045                 NaN            NaN            NaN   9.30015        45.4537       0.578258        31.7871     
  1012.64        2500.00                 NaN   10.3168        2.56542                 NaN            NaN            NaN   9.30341        45.4481       0.577863        31.7884     
  1011.49        2500.00                 NaN   10.3133        2.57038                 NaN            NaN            NaN   9.30667        45.4426       0.577465        31.7896     
  1010.34        2500.00                 NaN   10.3098        2.57528                 NaN            NaN            NaN   9.30994        45.4370       0.577065        31.7909     
  1009.19        2500.00                 NaN   10.3064        2.58014                 NaN            NaN            NaN   9.31321        45.4315       0.576663        31.7922     
  1008.04        2500.00                 NaN   10.3030        2.58496                 NaN            NaN            NaN   9.31649        45.4259       0.576258        31.7934     
  1006.89        2500.00                 NaN   10.2997        2.58974                 NaN            NaN            NaN   9.31976        45.4203       0.575851        31.7947     
  1005.74        2500.00                 NaN   10.2964        2.59447                 NaN            NaN            NaN   9.32304        45.4146       0.575442        31.7960     
  1004.59        2500.00                 NaN   10.2932        2.59917                 NaN            NaN            NaN   9.32633        45.4090       0.575030        31.7972     
  1003.45        2500.00                 NaN   10.2901        2.60382                 NaN            NaN            NaN   9.32962        45.4033       0.574616        31.7985     
  1002.30        2500.00                 NaN   10.2870        2.60843                 NaN            NaN            NaN   9.33291        45.3976       0.574199        31.7998     
  1001.15        2500.00                 NaN   10.2840        2.61301                 NaN            NaN            NaN   9.33620        45.3919       0.573781        31.8011     
  1000.00        2500.00                 NaN   10.2810        2.61755                 NaN            NaN            NaN   9.33950        45.3862       0.573361        31.8024     
