|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1282.76        2500.00       0.435487        85.0036                 NaN  0.922163                 NaN   2.50952                 NaN   2.13496                 NaN   8.99429                 NaN            NaN
  1281.34        2500.00       0.291917        96.9000                 NaN  0.497240E-001            NaN  0.542911                 NaN  0.391636                 NaN   1.82383                 NaN            NaN
  1279.93        2500.00       0.669326E-001   98.1322                 NaN  0.358178E-001            NaN  0.574427                 NaN  0.201234                 NaN  0.989373                 NaN            NaN
  1278.52        2500.00       0.178140        95.2206                 NaN  0.274917                 NaN  0.891593                 NaN  0.659174                 NaN   2.77557                 NaN            NaN
  1277.10        2500.00       0.208999        94.7215                 NaN  0.252297                 NaN  0.998450                 NaN  0.721033                 NaN   3.09774                 NaN            NaN
  1275.69        2500.00       0.171645        95.2235                 NaN  0.307116                 NaN  0.872522                 NaN  0.671071                 NaN   2.75417                 NaN            NaN
  1274.27        2500.00       0.161305        95.7026                 NaN  0.240134                 NaN  0.826074                 NaN  0.595323                 NaN   2.47454                 NaN            NaN
  1272.86        2500.00       0.163479        95.6136                 NaN  0.248656                 NaN  0.846039                 NaN  0.611905                 NaN   2.51631                 NaN            NaN
  1271.45        2500.00       0.190808        94.9454                 NaN  0.281526                 NaN  0.942714                 NaN  0.708672                 NaN   2.93090                 NaN            NaN
  1270.03        2500.00       0.952568E-001   97.3862                 NaN  0.148206                 NaN  0.566230                 NaN  0.359354                 NaN   1.44480                 NaN            NaN
  1268.62        2500.00       0.130274        96.4240                 NaN  0.209553                 NaN  0.717836                 NaN  0.501521                 NaN   2.01677                 NaN            NaN
  1267.21        2500.00       0.127429        96.5771                 NaN  0.194596                 NaN  0.689063                 NaN  0.478270                 NaN   1.93356                 NaN            NaN
  1265.79        2500.00       0.142293        96.7324                 NaN  0.797180E-001            NaN  0.735146                 NaN  0.433516                 NaN   1.87695                 NaN            NaN
  1264.38        2500.00       0.141730        95.9272                 NaN  0.165585                 NaN  0.975230                 NaN  0.556049                 NaN   2.23418                 NaN            NaN
  1262.96        2500.00       0.407867        89.8598                 NaN  0.712599                 NaN   1.45647                 NaN   1.42529                 NaN   5.86597       0.272055                 NaN
  1261.55        2500.00                 NaN   99.6163                 NaN  0.147369E-001            NaN  0.179881                 NaN            NaN            NaN  0.189036                 NaN            NaN
  1260.14        2500.00                 NaN   98.6563                 NaN            NaN            NaN  0.788562                 NaN  0.147291                 NaN  0.218808       0.189055                 NaN
  1258.72        2500.00       0.113659E-001   99.7451                 NaN  0.181215E-001            NaN  0.236511E-001            NaN  0.477904E-001            NaN  0.153996                 NaN            NaN
  1257.31        2500.00       0.139822        92.0951                 NaN  0.387392                 NaN   1.67774                 NaN  0.910333                 NaN   3.40026        1.38936                 NaN
  1255.89        2500.00       0.173204        90.3443                 NaN  0.426591                 NaN   2.12257                 NaN   1.09711                 NaN   4.14484        1.69136                 NaN
  1254.48        2500.00       0.221112        88.0105                 NaN  0.507779                 NaN   2.47139                 NaN   1.35331                 NaN   5.34445        2.09146                 NaN
  1253.07        2500.00       0.159306        90.8411                 NaN  0.383986                 NaN   2.09940                 NaN   1.00735                 NaN   3.92507        1.58376                 NaN
  1251.65        2500.00       0.244688        86.0025                 NaN  0.585469                 NaN   2.84892                 NaN   1.49247                 NaN   6.39873        2.42718                 NaN
  1250.24        2500.00       0.434385        74.5021                 NaN  0.999112                 NaN   5.00945                 NaN   2.61468                 NaN   11.9613        4.47894                 NaN
  1248.83        2500.00        1.54127                 NaN            NaN   3.77855                 NaN   19.3481                 NaN   9.96580                 NaN   42.2221        16.5191        6.62510     
  1247.41        2500.00        1.53778                 NaN            NaN   3.78548                 NaN   19.3476                 NaN   9.98057                 NaN   42.2407        16.5322        6.57567     
  1246.00        2500.00        1.53429                 NaN            NaN   3.79240                 NaN   19.3471                 NaN   9.99532                 NaN   42.2596        16.5453        6.52597     
  1244.58        2500.00        1.53079                 NaN            NaN   3.79930                 NaN   19.3468                 NaN   10.0101                 NaN   42.2785        16.5586        6.47596     
  1243.17        2500.00        1.52730                 NaN            NaN   3.80618                 NaN   19.3466                 NaN   10.0248                 NaN   42.2977        16.5718        6.42567     
  1241.76        2500.00        1.52380                 NaN            NaN   3.81305                 NaN   19.3465                 NaN   10.0395                 NaN   42.3170        16.5852        6.37508     
  1240.34        2500.00        1.52029                 NaN            NaN   3.81990                 NaN   19.3465                 NaN   10.0541                 NaN   42.3364        16.5986        6.32420     
  1238.93        2500.00        1.51679                 NaN            NaN   3.82673                 NaN   19.3466                 NaN   10.0688                 NaN   42.3560        16.6120        6.27295     
  1237.52        2500.00        1.51328                 NaN            NaN   3.83355                 NaN   19.3469                 NaN   10.0834                 NaN   42.3760        16.6256        6.22123     
  1236.10        2500.00        1.50977                 NaN            NaN   3.84034                 NaN   19.3473                 NaN   10.0981                 NaN   42.3960        16.6393        6.16920     
  1234.69        2500.00        1.50625                 NaN            NaN   3.84713                 NaN   19.3478                 NaN   10.1127                 NaN   42.4163        16.6530        6.11686     
  1233.27        2500.00        1.50273                 NaN            NaN   3.85390                 NaN   19.3484                 NaN   10.1273                 NaN   42.4367        16.6668        6.06421     
  1231.86        2500.00        1.49921                 NaN            NaN   3.86065                 NaN   19.3491                 NaN   10.1419                 NaN   42.4573        16.6807        6.01126     
  1230.45        2500.00        1.49568                 NaN            NaN   3.86739                 NaN   19.3499                 NaN   10.1565                 NaN   42.4780        16.6946        5.95797     
  1229.03        2500.00        1.49215                 NaN            NaN   3.87411                 NaN   19.3509                 NaN   10.1710                 NaN   42.4989        16.7086        5.90439     
  1227.62        2500.00        1.48861                 NaN            NaN   3.88082                 NaN   19.3519                 NaN   10.1856                 NaN   42.5200        16.7226        5.85041     
  1226.21        2500.00        1.48507                 NaN            NaN   3.88752                 NaN   19.3531                 NaN   10.2001                 NaN   42.5415        16.7368        5.79592     
  1224.79        2500.00        1.48153                 NaN            NaN   3.89420                 NaN   19.3544                 NaN   10.2146                 NaN   42.5631        16.7511        5.74110     
  1223.38        2500.00        1.47830                 NaN            NaN   3.90019                 NaN   19.3573                 NaN   10.2287                 NaN   42.5851        16.7650        5.68541     
  1221.96        2500.00        1.47538                 NaN            NaN   3.90548                 NaN   19.3620                 NaN   10.2424                 NaN   42.6075        16.7784        5.62884     
  1220.55        2500.00        1.47237                 NaN            NaN   3.91090                 NaN   19.3666                 NaN   10.2563                 NaN   42.6300        16.7919        5.57201     
  1219.14        2500.00        1.46927                 NaN            NaN   3.91645                 NaN   19.3711                 NaN   10.2702                 NaN   42.6525        16.8056        5.51492     
  1217.72        2500.00        1.46609                 NaN            NaN   3.92212                 NaN   19.3755                 NaN   10.2841                 NaN   42.6750        16.8195        5.45759     
  1216.31        2500.00        1.46284                 NaN            NaN   3.92789                 NaN   19.3798                 NaN   10.2982                 NaN   42.6977        16.8336        5.39997     
  1214.90        2500.00        1.45953                 NaN            NaN   3.93377                 NaN   19.3840                 NaN   10.3123                 NaN   42.7207        16.8478        5.34184     
  1213.48        2500.00        1.45616                 NaN            NaN   3.93976                 NaN   19.3880                 NaN   10.3265                 NaN   42.7439        16.8623        5.28345     
  1212.07        2500.00        1.45273                 NaN            NaN   3.94585                 NaN   19.3919                 NaN   10.3407                 NaN   42.7671        16.8769        5.22480     
  1210.65        2500.00        1.44925                 NaN            NaN   3.95203                 NaN   19.3956                 NaN   10.3551                 NaN   42.7906        16.8916        5.16587     
  1209.24        2500.00        1.44573                 NaN            NaN   3.95830                 NaN   19.3991                 NaN   10.3694                 NaN   42.8142        16.9065        5.10668     
  1207.83        2500.00        1.44217                 NaN            NaN   3.96466                 NaN   19.4024                 NaN   10.3838                 NaN   42.8381        16.9216        5.04722     
  1206.41        2500.00        1.43857                 NaN            NaN   3.97109                 NaN   19.4056                 NaN   10.3983                 NaN   42.8622        16.9369        4.98750     
  1205.00        2500.00        1.43495                 NaN            NaN   3.97760                 NaN   19.4085                 NaN   10.4128                 NaN   42.8864        16.9523        4.92748     
  1203.58        2500.00        1.43129                 NaN            NaN   3.98420                 NaN   19.4112                 NaN   10.4273                 NaN   42.9112        16.9679        4.86688     
  1202.17        2500.00        1.42760                 NaN            NaN   3.99087                 NaN   19.4138                 NaN   10.4418                 NaN   42.9361        16.9838        4.80601     
  1200.76        2500.00        1.42387                 NaN            NaN   3.99762                 NaN   19.4161                 NaN   10.4564                 NaN   42.9613        16.9998        4.74485     
  1199.34        2500.00        1.42011                 NaN            NaN   4.00445                 NaN   19.4183                 NaN   10.4710                 NaN   42.9868        17.0159        4.68340     
  1197.93        2500.00        1.41635                 NaN            NaN   4.01131                 NaN   19.4204                 NaN   10.4856                 NaN   43.0125        17.0322        4.62163     
  1196.52        2500.00        1.41265                 NaN            NaN   4.01811                 NaN   19.4224                 NaN   10.5001                 NaN   43.0386        17.0486        4.55949     
  1195.10        2500.00        1.40891                 NaN            NaN   4.02499                 NaN   19.4242                 NaN   10.5147                 NaN   43.0649        17.0652        4.49704     
  1193.69        2500.00        1.40512                 NaN            NaN   4.03196                 NaN   19.4260                 NaN   10.5293                 NaN   43.0914        17.0819        4.43428     
  1192.27        2500.00        1.40127                 NaN            NaN   4.03903                 NaN   19.4276                 NaN   10.5439                 NaN   43.1183        17.0989        4.37089     
  1190.86        2500.00        1.39734                 NaN            NaN   4.04621                 NaN   19.4292                 NaN   10.5586                 NaN   43.1454        17.1161        4.30717     
  1189.45        2500.00        1.39469                 NaN            NaN   4.04942                 NaN   19.4437                 NaN   10.5719                 NaN   43.1714        17.1298        4.23912     
  1188.03        2500.00        1.39109                 NaN            NaN   4.05541                 NaN   19.4495                 NaN   10.5862                 NaN   43.1984        17.1461        4.17343     
  1186.62        2500.00        1.38746                 NaN            NaN   4.06149                 NaN   19.4551                 NaN   10.6005                 NaN   43.2255        17.1625        4.10745     
  1185.21        2500.00        1.38380                 NaN            NaN   4.06763                 NaN   19.4605                 NaN   10.6149                 NaN   43.2530        17.1791        4.04111     
  1183.79        2500.00        1.38011                 NaN            NaN   4.07384                 NaN   19.4657                 NaN   10.6292                 NaN   43.2807        17.1959        3.97446     
  1182.38        2500.00        1.37640                 NaN            NaN   4.08013                 NaN   19.4708                 NaN   10.6437                 NaN   43.3086        17.2129        3.90747     
  1180.96        2500.00        1.37266                 NaN            NaN   4.08649                 NaN   19.4757                 NaN   10.6581                 NaN   43.3371        17.2301        3.83983     
  1179.55        2500.00        1.36889                 NaN            NaN   4.09291                 NaN   19.4804                 NaN   10.6725                 NaN   43.3659        17.2476        3.77180     
  1178.14        2500.00        1.36510                 NaN            NaN   4.09941                 NaN   19.4849                 NaN   10.6870                 NaN   43.3950        17.2651        3.70344     
  1176.72        2500.00        1.36127                 NaN            NaN   4.10599                 NaN   19.4893                 NaN   10.7015                 NaN   43.4243        17.2829        3.63474     
  1175.31        2500.00        1.35740                 NaN            NaN   4.11265                 NaN   19.4935                 NaN   10.7161                 NaN   43.4538        17.3009        3.56570     
  1173.90        2500.00        1.35349                 NaN            NaN   4.11939                 NaN   19.4976                 NaN   10.7306                 NaN   43.4836        17.3190        3.49633     
  1172.48        2500.00        1.34953                 NaN            NaN   4.12623                 NaN   19.5016                 NaN   10.7452                 NaN   43.5137        17.3373        3.42641     
  1171.07        2500.00        1.34551                 NaN            NaN   4.13316                 NaN   19.5054                 NaN   10.7599                 NaN   43.5441        17.3559        3.35613     
  1169.65        2500.00        1.33286                 NaN            NaN   4.14729                 NaN   19.5322                 NaN   10.7771                 NaN   43.5483        17.3741        3.28811     
  1168.24        2500.00        1.35949                 NaN            NaN   4.07589                 NaN   19.4425                 NaN   10.8394                 NaN   43.6082        17.4192        3.25532     
  1166.83        2500.00        1.35801                 NaN            NaN   4.07856                 NaN   19.4467                 NaN   10.8461                 NaN   43.6456        17.4375        3.18746     
  1165.41        2500.00        1.35652                 NaN            NaN   4.08125                 NaN   19.4510                 NaN   10.8529                 NaN   43.6832        17.4560        3.11912     
  1164.00        2500.00        1.34305                 NaN            NaN   4.08962                 NaN   19.5664                 NaN   10.8739                 NaN   43.6638        17.4556        3.00769     
  1162.59        2500.00        1.34005                 NaN            NaN   4.09495                 NaN   19.5741                 NaN   10.8871                 NaN   43.6974        17.4735        2.93295     
  1161.17        2500.00        1.33702                 NaN            NaN   4.10030                 NaN   19.5820                 NaN   10.9003                 NaN   43.7313        17.4916        2.85755     
  1159.76        2500.00        1.33397                 NaN            NaN   4.10567                 NaN   19.5899                 NaN   10.9135                 NaN   43.7655        17.5098        2.78167     
  1158.34        2500.00        1.33090                 NaN            NaN   4.11106                 NaN   19.5979                 NaN   10.9267                 NaN   43.8000        17.5281        2.70533     
  1156.93        2500.00        1.32780                 NaN            NaN   4.11647                 NaN   19.6060                 NaN   10.9400                 NaN   43.8346        17.5466        2.62853     
  1155.52        2500.00        1.32468                 NaN            NaN   4.12189                 NaN   19.6142                 NaN   10.9533                 NaN   43.8696        17.5653        2.55106     
  1154.10        2500.00        1.32153                 NaN            NaN   4.12734                 NaN   19.6225                 NaN   10.9666                 NaN   43.9048        17.5840        2.47308     
  1152.69        2500.00        1.31836                 NaN            NaN   4.13281                 NaN   19.6309                 NaN   10.9800                 NaN   43.9403        17.6030        2.39464     
  1151.27        2500.00        1.31516                 NaN            NaN   4.13830                 NaN   19.6394                 NaN   10.9934                 NaN   43.9760        17.6220        2.31572     
  1149.86        2500.00        1.31194                 NaN            NaN   4.14380                 NaN   19.6480                 NaN   11.0069                 NaN   44.0121        17.6412        2.23612     
  1148.45        2500.00        1.30870                 NaN            NaN   4.14933                 NaN   19.6567                 NaN   11.0203                 NaN   44.0484        17.6606        2.15600     
  1147.03        2500.00        1.30542                 NaN            NaN   4.15487                 NaN   19.6655                 NaN   11.0338                 NaN   44.0850        17.6800        2.07538     
  1145.62        2500.00        1.30212                 NaN            NaN   4.16045                 NaN   19.6744                 NaN   11.0474                 NaN   44.1217        17.6996        1.99430     
  1144.21        2500.00        1.29880                 NaN            NaN   4.16604                 NaN   19.6833                 NaN   11.0610                 NaN   44.1589        17.7194        1.91250     
  1142.79        2500.00        1.29545                 NaN            NaN   4.17165                 NaN   19.6924                 NaN   11.0746                 NaN   44.1964        17.7394        1.83015     
  1141.38        2500.00        1.29209                 NaN            NaN   4.17727                 NaN   19.7016                 NaN   11.0882                 NaN   44.2341        17.7595        1.74726     
  1139.96        2500.00        1.28885                 NaN            NaN   4.18245                 NaN   19.7108                 NaN   11.1016                 NaN   44.2725        17.7800        1.66381     
  1138.55        2500.00        1.28523                 NaN            NaN   4.18870                 NaN   19.7202                 NaN   11.1156                 NaN   44.3102        17.8000        1.58006     
  1137.14        2500.00        1.28189                 NaN            NaN   4.19515                 NaN   19.7259                 NaN   11.1285                 NaN   44.3513        17.8210        1.49631     
  1135.72        2500.00        1.27796                 NaN            NaN   4.20064                 NaN   19.7363                 NaN   11.1433                 NaN   44.3890        17.8415        1.41126     
  1134.31        2500.00        1.27479                 NaN            NaN   4.20570                 NaN   19.7490                 NaN   11.1570                 NaN   44.4265        17.8621        1.32488     
  1132.90        2500.00        1.27127                 NaN            NaN   4.21152                 NaN   19.7590                 NaN   11.1709                 NaN   44.4663        17.8831        1.23793     
  1131.48        2500.00        1.23086                 NaN            NaN   4.31512                 NaN   19.7080                 NaN   11.1730                 NaN   44.4965        17.9143        1.16226     
  1130.07        2500.00        1.22753                 NaN            NaN   4.32049                 NaN   19.7144                 NaN   11.1876                 NaN   44.5368        17.9361        1.07713     
  1128.65        2500.00        1.22120                 NaN            NaN   4.32716                 NaN   19.7380                 NaN   11.2033                 NaN   44.5657        17.9568       0.987793     
  1127.24        2500.00        1.21785                 NaN            NaN   4.33531                 NaN   19.7388                 NaN   11.2180                 NaN   44.6116        17.9796       0.898935     
  1125.83        2500.00        1.21237                 NaN            NaN   4.33981                 NaN   19.7600                 NaN   11.2337                 NaN   44.6422        18.0009       0.811023     
  1124.41        2500.00        1.20892                 NaN            NaN   4.34772                 NaN   19.7561                 NaN   11.2474                 NaN   44.6894        18.0245       0.726046     
  1123.00        2500.00        1.20343                 NaN            NaN   4.35251                 NaN   19.7828                 NaN   11.2642                 NaN   44.7194        18.0455       0.632200     
  1121.59        2500.00        1.20069                 NaN            NaN   4.36003                 NaN   19.7773                 NaN   11.2786                 NaN   44.7703        18.0702       0.542917     
  1120.17        2500.00        1.19444                 NaN            NaN   4.36508                 NaN   19.8061                 NaN   11.2948                 NaN   44.7982        18.0909       0.450447     
  1118.76        2500.00        1.19185                 NaN            NaN   4.37289                 NaN   19.7965                 NaN   11.3100                 NaN   44.8500        18.1166       0.362143     
  1117.34        2500.00        1.18531                 NaN            NaN   4.37804                 NaN   19.8299                 NaN   11.3255                 NaN   44.8778        18.1367       0.266686     
  1115.93        2500.00        1.18330                 NaN            NaN   4.38576                 NaN   19.8208                 NaN   11.3391                 NaN   44.9340        18.1622       0.174766     
  1114.52        2500.00        1.17620                 NaN            NaN   4.39078                 NaN   19.8543                 NaN   11.3564                 NaN   44.9592        18.1832       0.798967E-001
  1113.10        2500.00        1.17339                 NaN            NaN   4.39985                 NaN   19.8406                 NaN   11.3730                 NaN   45.0071        18.2061                 NaN
  1111.69        2500.00        1.09819                 NaN            NaN   4.50624                 NaN   19.8209                 NaN   11.3780                 NaN   44.9081        18.2876       0.922370E-003
  1110.28        2500.00        1.16327                 NaN            NaN   4.41449                 NaN   19.8558                 NaN   11.3986                 NaN   44.9734        18.1944                 NaN
  1108.86        2500.00        1.05400                 NaN            NaN   4.54573                 NaN   19.9481                 NaN   11.4664                 NaN   44.7303        18.2556                 NaN
  1107.45        2500.00        1.15017                 NaN            NaN   4.43010                 NaN   19.8736                 NaN   11.4363                 NaN   44.9196        18.1902                 NaN
  1106.03        2500.00        1.04133                 NaN            NaN   4.56108                 NaN   19.9671                 NaN   11.4976                 NaN   44.6835        18.2494                 NaN
  1104.62        2500.00        1.13770                 NaN            NaN   4.44561                 NaN   19.8925                 NaN   11.4700                 NaN   44.8726        18.1816                 NaN
  1103.21        2500.00        1.03173                 NaN            NaN   4.57306                 NaN   19.9905                 NaN   11.5329                 NaN   44.6371        18.2348                 NaN
  1101.79        2500.00        1.05715                 NaN            NaN   4.55880                 NaN   19.9008                 NaN   11.4929                 NaN   44.7406        18.2498                 NaN
  1100.38        2500.00        1.01617                 NaN            NaN   4.59300                 NaN   20.0098                 NaN   11.5674                 NaN   44.5843        18.2293                 NaN
  1098.96        2500.00        1.04279                 NaN            NaN   4.57678                 NaN   19.9178                 NaN   11.5281                 NaN   44.6908        18.2437                 NaN
  1097.55        2500.00        1.00282                 NaN            NaN   4.60940                 NaN   20.0316                 NaN   11.5990                 NaN   44.5350        18.2222                 NaN
  1096.14        2500.00        1.10349                 NaN            NaN   4.48914                 NaN   19.9575                 NaN   11.5663                 NaN   44.7340        18.1497                 NaN
  1094.72        2500.00       0.986729                 NaN            NaN   4.62927                 NaN   20.0590                 NaN   11.6443                 NaN   44.4735        18.2072                 NaN
  1093.31        2500.00       0.984184                 NaN            NaN   4.63223                 NaN   20.0694                 NaN   11.6520                 NaN   44.4577        18.2045                 NaN
  1091.90        2500.00       0.979172                 NaN            NaN   4.63993                 NaN   20.0857                 NaN   11.6750                 NaN   44.4291        18.1910                 NaN
  1090.48        2500.00        1.03539                 NaN            NaN   4.58463                 NaN   19.9666                 NaN   11.6555                 NaN   44.5785        18.1794                 NaN
  1089.07        2500.00       0.964578                 NaN            NaN   4.65635                 NaN   20.1064                 NaN   11.7051                 NaN   44.3794        18.1881                 NaN
  1087.65        2500.00        1.02640                 NaN            NaN   4.59538                 NaN   19.9926                 NaN   11.6839                 NaN   44.5349        18.1669                 NaN
  1086.24        2500.00       0.950825                 NaN            NaN   4.67308                 NaN   20.1319                 NaN   11.7406                 NaN   44.3259        18.1776                 NaN
  1084.83        2500.00        1.01666                 NaN            NaN   4.60749                 NaN   20.0206                 NaN   11.7151                 NaN   44.4883        18.1518                 NaN
  1083.41        2500.00       0.937245                 NaN            NaN   4.68931                 NaN   20.1583                 NaN   11.7754                 NaN   44.2725        18.1672                 NaN
  1082.00        2500.00        1.00621                 NaN            NaN   4.61993                 NaN   20.0496                 NaN   11.7464                 NaN   44.4399        18.1380                 NaN
  1080.59        2500.00       0.924389                 NaN            NaN   4.70458                 NaN   20.1868                 NaN   11.8119                 NaN   44.2182        18.1541                 NaN
  1079.17        2500.00       0.995858                 NaN            NaN   4.63235                 NaN   20.0791                 NaN   11.7781                 NaN   44.3914        18.1233                 NaN
  1077.76        2500.00       0.927865                 NaN            NaN  0.786361        3.78235        20.6255                 NaN   12.2027                 NaN   43.7242        17.9510                 NaN
  1076.34        2500.00       0.927848                 NaN            NaN  0.786359        3.78233        20.6256                 NaN   12.2030                 NaN   43.7247        17.9502                 NaN
  1074.93        2500.00       0.927832                 NaN            NaN  0.786357        3.78232        20.6256                 NaN   12.2032                 NaN   43.7252        17.9494                 NaN
  1073.52        2500.00       0.927815                 NaN            NaN  0.786354        3.78231        20.6257                 NaN   12.2035                 NaN   43.7257        17.9487                 NaN
  1072.10        2500.00       0.927799                 NaN            NaN  0.786352        3.78230        20.6258                 NaN   12.2037                 NaN   43.7262        17.9479                 NaN
  1070.69        2500.00       0.927782                 NaN            NaN  0.786350        3.78229        20.6258                 NaN   12.2040                 NaN   43.7267        17.9471                 NaN
  1069.28        2500.00       0.927766                 NaN            NaN  0.786348        3.78228        20.6259                 NaN   12.2042                 NaN   43.7272        17.9463                 NaN
  1067.86        2500.00       0.927749                 NaN            NaN  0.786346        3.78227        20.6260                 NaN   12.2044                 NaN   43.7276        17.9456                 NaN
  1066.45        2500.00       0.927733                 NaN            NaN  0.786344        3.78226        20.6261                 NaN   12.2047                 NaN   43.7281        17.9448                 NaN
  1065.03        2500.00       0.927716                 NaN            NaN  0.786342        3.78224        20.6261                 NaN   12.2049                 NaN   43.7286        17.9440                 NaN
  1063.62        2500.00       0.927700                 NaN            NaN  0.786340        3.78223        20.6262                 NaN   12.2052                 NaN   43.7291        17.9433                 NaN
  1062.21        2500.00       0.927683                 NaN            NaN  0.786338        3.78222        20.6263                 NaN   12.2054                 NaN   43.7296        17.9425                 NaN
  1060.79        2500.00       0.927666                 NaN            NaN  0.786336        3.78221        20.6263                 NaN   12.2056                 NaN   43.7301        17.9417                 NaN
  1059.38        2500.00       0.927650                 NaN            NaN  0.786334        3.78220        20.6264                 NaN   12.2059                 NaN   43.7306        17.9410                 NaN
  1057.97        2500.00       0.927633                 NaN            NaN  0.786331        3.78219        20.6265                 NaN   12.2061                 NaN   43.7311        17.9402                 NaN
  1056.55        2500.00       0.927617                 NaN            NaN  0.786329        3.78218        20.6265                 NaN   12.2064                 NaN   43.7315        17.9394                 NaN
  1055.14        2500.00       0.927600                 NaN            NaN  0.786327        3.78216        20.6266                 NaN   12.2066                 NaN   43.7320        17.9387                 NaN
  1053.72        2500.00       0.927584                 NaN            NaN  0.786325        3.78215        20.6267                 NaN   12.2069                 NaN   43.7325        17.9379                 NaN
  1052.31        2500.00       0.927567                 NaN            NaN  0.786323        3.78214        20.6267                 NaN   12.2071                 NaN   43.7330        17.9371                 NaN
  1050.90        2500.00       0.927551                 NaN            NaN  0.786321        3.78213        20.6268                 NaN   12.2073                 NaN   43.7335        17.9364                 NaN
  1049.48        2500.00       0.927534                 NaN            NaN  0.786319        3.78212        20.6269                 NaN   12.2076                 NaN   43.7340        17.9356                 NaN
  1048.07        2500.00       0.927518                 NaN            NaN  0.786317        3.78211        20.6270                 NaN   12.2078                 NaN   43.7344        17.9348                 NaN
  1046.65        2500.00       0.927501                 NaN            NaN  0.786315        3.78210        20.6270                 NaN   12.2081                 NaN   43.7349        17.9341                 NaN
  1045.24        2500.00       0.927485                 NaN            NaN  0.786312        3.78208        20.6271                 NaN   12.2083                 NaN   43.7354        17.9333                 NaN
  1043.83        2500.00       0.927469                 NaN            NaN  0.786310        3.78207        20.6272                 NaN   12.2086                 NaN   43.7359        17.9325                 NaN
  1042.41        2500.00       0.927452                 NaN            NaN  0.786308        3.78206        20.6272                 NaN   12.2088                 NaN   43.7364        17.9318                 NaN
  1041.00        2500.00       0.927436                 NaN            NaN  0.786306        3.78205        20.6273                 NaN   12.2090                 NaN   43.7369        17.9310                 NaN
  1039.59        2500.00       0.927419                 NaN            NaN  0.786304        3.78204        20.6274                 NaN   12.2093                 NaN   43.7373        17.9302                 NaN
  1038.17        2500.00       0.927403                 NaN            NaN  0.786302        3.78203        20.6274                 NaN   12.2095                 NaN   43.7378        17.9295                 NaN
  1036.76        2500.00       0.927386                 NaN            NaN  0.786300        3.78202        20.6275                 NaN   12.2098                 NaN   43.7383        17.9287                 NaN
  1035.34        2500.00       0.927370                 NaN            NaN  0.786297        3.78200        20.6276                 NaN   12.2100                 NaN   43.7388        17.9280                 NaN
  1033.93        2500.00       0.927353                 NaN            NaN  0.786295        3.78199        20.6276                 NaN   12.2103                 NaN   43.7393        17.9272                 NaN
  1032.52        2500.00       0.927337                 NaN            NaN  0.786293        3.78198        20.6277                 NaN   12.2105                 NaN   43.7397        17.9264                 NaN
  1031.10        2500.00       0.927320                 NaN            NaN  0.786291        3.78197        20.6278                 NaN   12.2107                 NaN   43.7402        17.9257                 NaN
  1029.69        2500.00       0.927304                 NaN            NaN  0.786289        3.78196        20.6278                 NaN   12.2110                 NaN   43.7407        17.9249                 NaN
  1028.28        2500.00       0.927288                 NaN            NaN  0.786287        3.78195        20.6279                 NaN   12.2112                 NaN   43.7412        17.9242                 NaN
  1026.86        2500.00       0.927271                 NaN            NaN  0.786285        3.78193        20.6280                 NaN   12.2115                 NaN   43.7417        17.9234                 NaN
  1025.45        2500.00       0.927255                 NaN            NaN  0.786282        3.78192        20.6280                 NaN   12.2117                 NaN   43.7421        17.9226                 NaN
  1024.03        2500.00       0.927238                 NaN            NaN  0.786280        3.78191        20.6281                 NaN   12.2119                 NaN   43.7426        17.9219                 NaN
  1022.62        2500.00       0.927222                 NaN            NaN  0.786278        3.78190        20.6282                 NaN   12.2122                 NaN   43.7431        17.9211                 NaN
  1021.21        2500.00       0.927205                 NaN            NaN  0.786276        3.78189        20.6282                 NaN   12.2124                 NaN   43.7436        17.9204                 NaN
  1019.79        2500.00       0.927189                 NaN            NaN  0.786274        3.78188        20.6283                 NaN   12.2127                 NaN   43.7441        17.9196                 NaN
  1018.38        2500.00       0.927173                 NaN            NaN  0.786272        3.78186        20.6284                 NaN   12.2129                 NaN   43.7445        17.9189                 NaN
  1016.97        2500.00       0.927156                 NaN            NaN  0.786270        3.78185        20.6284                 NaN   12.2132                 NaN   43.7450        17.9181                 NaN
  1015.55        2500.00       0.927140                 NaN            NaN  0.786267        3.78184        20.6285                 NaN   12.2134                 NaN   43.7455        17.9174                 NaN
  1014.14        2500.00       0.927123                 NaN            NaN  0.786265        3.78183        20.6286                 NaN   12.2136                 NaN   43.7460        17.9166                 NaN
  1012.72        2500.00       0.927107                 NaN            NaN  0.786263        3.78182        20.6286                 NaN   12.2139                 NaN   43.7464        17.9158                 NaN
  1011.31        2500.00       0.927091                 NaN            NaN  0.786261        3.78181        20.6287                 NaN   12.2141                 NaN   43.7469        17.9151                 NaN
  1009.90        2500.00       0.927074                 NaN            NaN  0.786259        3.78179        20.6288                 NaN   12.2144                 NaN   43.7474        17.9143                 NaN
  1008.48        2500.00       0.927058                 NaN            NaN  0.786257        3.78178        20.6288                 NaN   12.2146                 NaN   43.7479        17.9136                 NaN
