|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/YM20/YM20_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1232.63        500.000        98.7047                 NaN  0.425129E-001  0.327075                 NaN  0.153938       0.753764       0.179954E-001            NaN            NaN
  1231.18        500.000        99.0914                 NaN  0.724236E-001  0.254350                 NaN  0.119811       0.432915       0.290669E-001            NaN            NaN
  1229.73        500.000        97.7862                 NaN  0.136279       0.417457                 NaN  0.298219        1.32184       0.400273E-001            NaN            NaN
  1228.27        500.000        97.4838                 NaN  0.169862       0.445490                 NaN  0.349188        1.50850       0.431282E-001            NaN            NaN
  1226.82        500.000        97.8101                 NaN            NaN  0.305013       0.254938       0.291622        1.30241       0.359033E-001            NaN            NaN
  1225.36        500.000        95.1145                 NaN  0.208109       0.242257E-002   1.04529       0.651059        2.89236       0.862379E-001            NaN            NaN
  1223.91        500.000        99.9522                 NaN  0.179624E-002  0.171992E-001            NaN  0.574137E-002  0.216327E-001  0.141939E-002            NaN            NaN
  1222.46        500.000        99.8501                 NaN  0.907089E-002  0.305025E-001            NaN  0.230564E-001  0.838175E-001  0.345240E-002            NaN            NaN
  1221.00        500.000        99.8926                 NaN  0.668927E-002  0.152117E-001            NaN  0.113982E-001  0.728419E-001  0.126120E-002            NaN            NaN
  1219.55        500.000        99.4177                 NaN            NaN  0.463501E-001  0.953616E-001  0.762777E-001  0.357195       0.709686E-002            NaN            NaN
  1218.09        500.000        95.1487                 NaN            NaN  0.740246       0.590332       0.627908        2.82099       0.718357E-001            NaN            NaN
  1216.64        500.000        97.9282                 NaN            NaN  0.441612E-001  0.213181       0.282341        1.49794       0.341608E-001            NaN            NaN
  1215.19        500.000        99.4800                 NaN            NaN  0.110565       0.135457       0.764013E-001  0.186679       0.108898E-001            NaN            NaN
  1213.73        500.000        97.2956                 NaN  0.212593       0.491717                 NaN  0.364505        1.58897       0.465797E-001            NaN            NaN
  1212.28        500.000        98.2568                 NaN  0.120328       0.392729                 NaN  0.206728        1.00363       0.198026E-001            NaN            NaN
  1210.82        500.000        99.0732                 NaN  0.754200E-001  0.142829                 NaN  0.132979       0.557606       0.179634E-001            NaN            NaN
  1209.37        500.000        99.4727                 NaN  0.388643E-001  0.785031E-001            NaN  0.681892E-001  0.332747       0.896944E-002            NaN            NaN
  1207.92        500.000        99.3485                 NaN  0.436154E-001  0.107301                 NaN  0.844110E-001  0.404954       0.112021E-001            NaN            NaN
  1206.46        500.000        99.8614                 NaN            NaN  0.597107E-002            NaN  0.814539E-002  0.115837       0.862105E-002            NaN            NaN
  1205.01        500.000        95.4931                 NaN  0.310224       0.772882                 NaN  0.595638        2.75185       0.763065E-001            NaN            NaN
  1203.55        500.000        99.0108                 NaN  0.776194E-001  0.961911E-001            NaN  0.888224E-001  0.591378                 NaN  0.135198                 NaN
  1202.10        500.000        79.4889                 NaN            NaN  0.476484        2.17306        1.76605        8.07319       0.864364E-001   7.93588                 NaN
  1200.65        500.000        99.6861                 NaN            NaN  0.857770E-001            NaN  0.263757E-001  0.200643       0.108727E-002            NaN            NaN
  1199.19        500.000        99.2140                 NaN  0.299042E-001            NaN            NaN  0.644721E-001  0.250009       0.513529E-002  0.436497                 NaN
  1197.74        500.000        95.6133                 NaN  0.130183       0.394393                 NaN  0.365282        1.82075       0.237063E-001   1.65241                 NaN
  1196.28        500.000        85.2558                 NaN            NaN   1.21996       0.505749        1.23146        5.85445       0.625907E-001   5.86995                 NaN
  1194.83        500.000        91.3783                 NaN            NaN  0.826320       0.230210       0.724932        3.44973       0.318115E-001   3.35871                 NaN
  1193.38        500.000        91.3286                 NaN  0.209353       0.659719                 NaN  0.692983        3.53322       0.484073E-001   3.52774                 NaN
  1191.92        500.000        95.3115                 NaN  0.195371                 NaN            NaN  0.379064        2.02270       0.273601E-001   2.06401                 NaN
  1190.47        500.000        84.0140                 NaN            NaN  0.953074        1.12868        1.30517        6.36634       0.554962E-001   6.17724                 NaN
  1189.01        500.000        88.0235                 NaN            NaN   1.19991       0.122868       0.968955        4.90311       0.396856E-001   4.74198                 NaN
  1187.56        500.000        81.7209                 NaN            NaN  0.375790        1.46338        1.39736        7.67607       0.657926E-001   7.30067                 NaN
  1186.11        500.000                 NaN            NaN            NaN   7.86764        1.48341        7.40233        42.8048       0.332738        40.1091                 NaN
  1184.65        500.000                 NaN            NaN            NaN   7.93157        1.42245        7.40627        42.7977       0.331891        40.1101                 NaN
  1183.20        500.000                 NaN            NaN            NaN   8.02806        1.32729        7.41027        42.7921       0.331255        40.1110                 NaN
  1181.74        500.000                 NaN            NaN            NaN   8.42756       0.927209        7.43159        42.7748       0.330257        40.1085                 NaN
  1180.29        500.000                 NaN            NaN            NaN   8.03704        1.32210        7.41683        42.7807       0.330063        40.1133                 NaN
  1178.84        500.000                 NaN            NaN   2.29746        5.39934       0.751233E-004   7.14107        43.5775       0.486047        41.0985                 NaN
  1177.38        500.000                 NaN            NaN   2.30727        5.36875                 NaN   7.13540        43.5969       0.489696        41.1020                 NaN
  1175.93        500.000                 NaN            NaN   2.31042        5.36435                 NaN   7.13645        43.5949       0.489328        41.1045                 NaN
  1174.48        500.000                 NaN            NaN   2.30512        5.36819       0.134921E-003   7.13707        43.5954       0.489195        41.1048                 NaN
  1173.02        500.000                 NaN            NaN   2.32766        5.33443                 NaN   7.13647        43.5964       0.490443        41.1146                 NaN
  1171.57        500.000                 NaN            NaN   2.34373        5.30778                 NaN   7.13706        43.5964       0.492030        41.1230                 NaN
  1170.11        500.000                 NaN            NaN   2.32987        5.32849                 NaN   7.15037        43.5866       0.489694        41.1150                 NaN
  1168.66        500.000                 NaN            NaN   2.34880        5.30043                 NaN   7.13582        43.5953       0.491571        41.1281                 NaN
  1167.21        500.000                 NaN            NaN   2.35585        5.28517                 NaN   7.14698        43.5909       0.491672        41.1294                 NaN
  1165.75        500.000                 NaN            NaN   2.36301        5.27721                 NaN   7.13632        43.5940       0.492258        41.1372                 NaN
  1164.30        500.000                 NaN            NaN   2.36774        5.27004                 NaN   7.13709        43.5923       0.492324        41.1405                 NaN
  1162.84        500.000                 NaN            NaN   2.37299        5.26201                 NaN   7.13521        43.5925       0.492544        41.1447                 NaN
  1161.39        500.000                 NaN            NaN   2.38672        5.23063                 NaN   7.13463        43.6021       0.493761        41.1522                 NaN
  1159.94        500.000                 NaN            NaN   2.38027        5.24436                 NaN   7.13685        43.5947       0.492799        41.1510                 NaN
  1158.48        500.000                 NaN            NaN   2.40696        5.19741                 NaN   7.13243        43.6051       0.494690        41.1634                 NaN
  1157.03        500.000                 NaN            NaN   2.40564        5.19979                 NaN   7.13475        43.6007       0.494636        41.1645                 NaN
  1155.57        500.000                 NaN            NaN   2.41602        5.18336                 NaN   7.13544        43.6000       0.494843        41.1703                 NaN
  1154.12        500.000                 NaN            NaN   2.42954        5.17873                 NaN   7.13956        43.5801       0.492892        41.1792                 NaN
  1152.67        500.000                 NaN            NaN   2.42683        5.16687                 NaN   7.13397        43.5988       0.495192        41.1783                 NaN
  1151.21        500.000                 NaN            NaN   2.42587        5.17436                 NaN   7.13699        43.5892       0.495180        41.1784                 NaN
  1149.76        500.000                 NaN            NaN   2.42943        5.16935                 NaN   7.13602        43.5892       0.494941        41.1810                 NaN
  1148.30        500.000                 NaN            NaN   3.21348       0.213628                 NaN   6.59227        45.1863       0.578094        41.1742        3.04205     
  1146.85        500.000                 NaN            NaN   2.43565        5.15963                 NaN   7.13822        43.5848       0.495174        41.1866                 NaN
  1145.40        500.000                 NaN            NaN   2.44430        5.14494                 NaN   7.13840        43.5850       0.495448        41.1919                 NaN
  1143.94        500.000                 NaN            NaN   2.46378        5.11495                 NaN   7.14698        43.5744       0.496524        41.2033                 NaN
  1142.49        500.000                 NaN            NaN   2.44972        5.13209                 NaN   7.14504        43.5825       0.495915        41.1948                 NaN
  1141.03        500.000                 NaN            NaN   2.45577        5.12266                 NaN   7.14528        43.5810       0.496184        41.1991                 NaN
  1139.58        500.000                 NaN            NaN   2.46116        5.11434                 NaN   7.14542        43.5797       0.496391        41.2030                 NaN
  1138.13        500.000                 NaN            NaN   2.47978        5.08031                 NaN   7.13816        43.5886       0.497818        41.2153                 NaN
  1136.67        500.000                 NaN            NaN   2.48415        5.07335                 NaN   7.13826        43.5876       0.498004        41.2186                 NaN
  1135.22        500.000                 NaN            NaN   2.47724        5.08890                 NaN   7.14558        43.5765       0.497111        41.2146                 NaN
  1133.76        500.000                 NaN            NaN   2.50931        5.05070                 NaN   7.14195        43.5679       0.496383        41.2337                 NaN
  1132.31        500.000                 NaN            NaN   2.49487        5.06312                 NaN   7.14598        43.5721       0.497790        41.2261                 NaN
  1130.86        500.000                 NaN            NaN   2.49705        5.06120                 NaN   7.14040        43.5739       0.497934        41.2295                 NaN
  1129.40        500.000                 NaN            NaN   2.40501        5.25595                 NaN   7.16640        43.4908       0.485115        41.1967                 NaN
  1127.95        500.000                 NaN            NaN   2.51253        5.02495                 NaN   7.14068        43.5814       0.499945        41.2405                 NaN
  1126.49        500.000                 NaN            NaN   2.51700        5.01922                 NaN   7.13992        43.5810       0.499725        41.2432                 NaN
  1125.04        500.000                 NaN            NaN   2.52220        5.01234                 NaN   7.13918        43.5804       0.499583        41.2463                 NaN
  1123.59        500.000                 NaN            NaN   2.54408        4.99387                 NaN   7.14331        43.5619       0.497899        41.2590                 NaN
  1122.13        500.000                 NaN            NaN   2.44472        5.18831                 NaN   7.16473        43.4948       0.487189        41.2202                 NaN
  1120.68        500.000                 NaN            NaN   3.21123       0.238234                 NaN   6.59508        45.1627       0.577598        41.1949        3.02028     
  1119.22        500.000                 NaN            NaN   2.54010        4.98378                 NaN   7.14031        43.5759       0.500227        41.2597                 NaN
  1117.77        500.000                 NaN            NaN   2.54116        4.98384                 NaN   7.14110        43.5718       0.500119        41.2620                 NaN
  1116.32        500.000                 NaN            NaN   2.54781        4.97629                 NaN   7.14419        43.5656       0.500870        41.2652                 NaN
  1114.86        500.000                 NaN            NaN   2.54595        4.98722                 NaN   7.14622        43.5542       0.499445        41.2669                 NaN
  1113.41        500.000                 NaN            NaN   2.55107        4.97622                 NaN   7.14850        43.5541       0.499833        41.2703                 NaN
  1111.95        500.000                 NaN            NaN   2.48542        5.12224                 NaN   7.17007        43.4840       0.490232        41.2480                 NaN
  1110.50        500.000                 NaN            NaN   2.55869        4.96495                 NaN   7.14694        43.5519       0.499930        41.2776                 NaN
  1109.05        500.000                 NaN            NaN   2.56699        4.94363                 NaN   7.14325        43.5620       0.501267        41.2828                 NaN
  1107.59        500.000                 NaN            NaN   2.56936        4.94079                 NaN   7.14807        43.5567       0.500708        41.2844                 NaN
  1106.14        500.000                 NaN            NaN   2.57628        4.92696                 NaN   7.14441        43.5619       0.502184        41.2882                 NaN
  1104.69        500.000                 NaN            NaN   2.57304        4.93737                 NaN   7.14583        43.5527       0.500894        41.2902                 NaN
  1103.23        500.000                 NaN            NaN   2.58485        4.91624                 NaN   7.14446        43.5568       0.501663        41.2960                 NaN
  1101.78        500.000                 NaN            NaN   2.58602        4.91931                 NaN   7.14792        43.5479       0.501722        41.2971                 NaN
  1100.32        500.000                 NaN            NaN   2.58979        4.91359                 NaN   7.14821        43.5463       0.501844        41.3002                 NaN
  1098.87        500.000                 NaN            NaN   2.59302        4.90892                 NaN   7.14863        43.5443       0.501906        41.3032                 NaN
  1097.42        500.000                 NaN            NaN   2.59420        4.91013                 NaN   7.15186        43.5373       0.501064        41.3055                 NaN
  1095.96        500.000                 NaN            NaN   2.59772        4.90486                 NaN   7.15222        43.5355       0.501162        41.3085                 NaN
  1094.51        500.000                 NaN            NaN   2.60136        4.89931                 NaN   7.15253        43.5339       0.501279        41.3116                 NaN
  1093.05        500.000                 NaN            NaN   2.59493        4.91107                 NaN   7.15208        43.5295       0.500487        41.3119                 NaN
  1091.60        500.000                 NaN            NaN   2.61076        4.88242                 NaN   7.15044        43.5355       0.502392        41.3185                 NaN
  1090.15        500.000                 NaN            NaN   2.62161        4.85461                 NaN   7.14439        43.5488       0.504850        41.3257                 NaN
  1088.69        500.000                 NaN            NaN   2.62371        4.85258                 NaN   7.14513        43.5453       0.504804        41.3284                 NaN
  1087.24        500.000                 NaN            NaN   2.62633        4.84967                 NaN   7.14650        43.5419       0.504561        41.3310                 NaN
  1085.78        500.000                 NaN            NaN   2.62415        4.86277                 NaN   7.15218        43.5277       0.502692        41.3305                 NaN
  1084.33        500.000                 NaN            NaN   2.62795        4.85174                 NaN   7.15246        43.5314       0.502725        41.3337                 NaN
  1082.88        500.000                 NaN            NaN   2.62599        4.85712                 NaN   7.15316        43.5264       0.502491        41.3349                 NaN
  1081.42        500.000                 NaN            NaN   2.62950        4.85191                 NaN   7.15358        43.5245       0.502583        41.3380                 NaN
  1079.97        500.000                 NaN            NaN   2.64863        4.81751                 NaN   7.15071        43.5322       0.503639        41.3473                 NaN
  1078.51        500.000                 NaN            NaN   2.63990        4.83704                 NaN   7.15361        43.5214       0.503257        41.3448                 NaN
  1077.06        500.000                 NaN            NaN   2.64994        4.82134                 NaN   7.15373        43.5214       0.502975        41.3506                 NaN
  1075.61        500.000                 NaN            NaN   2.65216        4.81893                 NaN   7.15453        43.5184       0.502891        41.3531                 NaN
  1074.15        500.000                 NaN            NaN   2.65513        4.81151                 NaN   7.15636        43.5166       0.503117        41.3572                 NaN
  1072.70        500.000                 NaN            NaN   2.62371        4.90179                 NaN   7.17046        43.4584       0.495942        41.3497                 NaN
  1071.24        500.000                 NaN            NaN   2.66107        4.80353                 NaN   7.15758        43.5119       0.503157        41.3628                 NaN
  1069.79        500.000                 NaN            NaN   2.66469        4.79817                 NaN   7.15795        43.5101       0.503292        41.3658                 NaN
  1068.34        500.000                 NaN            NaN   2.66742        4.79460                 NaN   7.15848        43.5077       0.503344        41.3684                 NaN
  1066.88        500.000                 NaN            NaN   2.66811        4.79210                 NaN   7.15673        43.5093       0.503914        41.3699                 NaN
  1065.43        500.000                 NaN            NaN   2.67521        4.78536                 NaN   7.15865        43.5027       0.503710        41.3743                 NaN
  1063.97        500.000                 NaN            NaN   2.67682        4.78384                 NaN   7.15935        43.4995       0.503711        41.3767                 NaN
  1062.52        500.000                 NaN            NaN   2.69900        4.75859                 NaN   7.16139        43.4883       0.502814        41.3899                 NaN
  1061.07        500.000                 NaN            NaN   2.68173        4.77298                 NaN   7.15879        43.5002       0.504371        41.3819                 NaN
  1059.61        500.000                 NaN            NaN   2.68401        4.77018                 NaN   7.15950        43.4974       0.504372        41.3846                 NaN
  1058.16        500.000                 NaN            NaN   2.69868        4.74521                 NaN   7.15793        43.5008       0.505753        41.3916                 NaN
  1056.70        500.000                 NaN            NaN   2.68863        4.76397                 NaN   7.16118        43.4923       0.504140        41.3898                 NaN
  1055.25        500.000                 NaN            NaN   2.69183        4.76266                 NaN   7.16211        43.4861       0.504368        41.3930                 NaN
  1053.80        500.000                 NaN            NaN   2.69515        4.75746                 NaN   7.16249        43.4845       0.504510        41.3959                 NaN
  1052.34        500.000                 NaN            NaN   2.69901        4.75102                 NaN   7.16270        43.4835       0.504723        41.3991                 NaN
  1050.89        500.000                 NaN            NaN   2.70039        4.75000                 NaN   7.16362        43.4800       0.504608        41.4013                 NaN
  1049.43        500.000                 NaN            NaN   2.72398        4.72400                 NaN   7.16705        43.4666       0.503203        41.4152                 NaN
  1047.98        500.000                 NaN            NaN   2.70082        4.75537                 NaN   7.16672        43.4680       0.503981        41.4051                 NaN
  1046.53        500.000                 NaN            NaN   2.72946        4.71640                 NaN   7.16848        43.4616       0.503315        41.4207                 NaN
  1045.07        500.000                 NaN            NaN   2.70609        4.74781                 NaN   7.16781        43.4636       0.504090        41.4106                 NaN
  1043.62        500.000                 NaN            NaN   2.73482        4.70894                 NaN   7.16967        43.4569       0.503414        41.4263                 NaN
  1042.16        500.000                 NaN            NaN   2.71412        4.73280                 NaN   7.16684        43.4647       0.504283        41.4173                 NaN
  1040.71        500.000                 NaN            NaN   2.73901        4.70414                 NaN   7.17132        43.4507       0.503352        41.4315                 NaN
  1039.26        500.000                 NaN            NaN   2.74161        4.70059                 NaN   7.17195        43.4483       0.503387        41.4342                 NaN
  1037.80        500.000                 NaN            NaN   2.74420        4.69717                 NaN   7.17272        43.4455       0.503418        41.4370                 NaN
  1036.35        500.000                 NaN            NaN   2.74654        4.69423                 NaN   7.17350        43.4427       0.503421        41.4396                 NaN
  1034.90        500.000                 NaN            NaN   2.74900        4.69101                 NaN   7.17423        43.4400       0.503443        41.4424                 NaN
  1033.44        500.000                 NaN            NaN   2.75144        4.68783                 NaN   7.17498        43.4372       0.503460        41.4451                 NaN
  1031.99        500.000                 NaN            NaN   2.75387        4.68470                 NaN   7.17573        43.4344       0.503476        41.4478                 NaN
  1030.53        500.000                 NaN            NaN   2.75628        4.68158                 NaN   7.17648        43.4317       0.503495        41.4505                 NaN
  1029.08        500.000                 NaN            NaN   2.75867        4.67852                 NaN   7.17724        43.4289       0.503509        41.4532                 NaN
  1027.63        500.000                 NaN            NaN   2.76104        4.67550                 NaN   7.17802        43.4260       0.503521        41.4559                 NaN
  1026.17        500.000                 NaN            NaN   2.76340        4.67251                 NaN   7.17879        43.4232       0.503531        41.4586                 NaN
  1024.72        500.000                 NaN            NaN   2.76586        4.66928                 NaN   7.17954        43.4205       0.503558        41.4613                 NaN
  1023.26        500.000                 NaN            NaN   2.76805        4.66666                 NaN   7.18038        43.4174       0.503548        41.4639                 NaN
  1021.81        500.000                 NaN            NaN   2.77024        4.66404                 NaN   7.18121        43.4144       0.503538        41.4666                 NaN
  1020.36        500.000                 NaN            NaN   2.77269        4.66083                 NaN   7.18197        43.4116       0.503565        41.4693                 NaN
  1018.90        500.000                 NaN            NaN   2.77358        4.65899                 NaN   7.18093        43.4112       0.503960        41.4713                 NaN
  1017.45        500.000                 NaN            NaN   2.75924        4.66714                 NaN   7.17693        43.4283       0.505653        41.4628                 NaN
  1015.99        500.000                 NaN            NaN   2.77937        4.65347                 NaN   7.18430        43.4020       0.503486        41.4774                 NaN
  1014.54        500.000                 NaN            NaN   2.75144        4.69197                 NaN   7.18528        43.4012       0.503782        41.4663                 NaN
  1013.09        500.000                 NaN            NaN   2.75373        4.68925                 NaN   7.18613        43.3981       0.503762        41.4690                 NaN
  1011.63        500.000                 NaN            NaN   2.75733        4.68407                 NaN   7.18457        43.3989       0.504020        41.4711                 NaN
  1010.18        500.000                 NaN            NaN   2.78783        4.64197                 NaN   7.18744        43.3916       0.503574        41.4876                 NaN
  1008.72        500.000                 NaN            NaN   3.16517       0.968518                 NaN   6.68244        44.8456       0.570405        41.3186        2.44931     
  1007.27        500.000                 NaN            NaN   2.99618        4.07698       0.552417E-001   7.07915        43.7314       0.536732        41.5243                 NaN
  1005.82        500.000                 NaN            NaN   2.79450        4.63531                 NaN   7.19071        43.3802       0.503474        41.4958                 NaN
  1004.36        500.000                 NaN            NaN   2.79659        4.63312                 NaN   7.19178        43.3765       0.503425        41.4985                 NaN
  1002.91        500.000                 NaN            NaN   2.80147        4.62329                 NaN   7.19023        43.3782       0.504333        41.5025                 NaN
  1001.45        500.000                 NaN            NaN   2.80073        4.62820                 NaN   7.19356        43.3704       0.503387        41.5037                 NaN
  1000.00        500.000                 NaN            NaN   2.80287        4.62569                 NaN   7.19435        43.3673       0.503414        41.5064                 NaN
