|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1289.59        500.000                 NaN   99.2791                 NaN            NaN  0.103545       0.350697                 NaN            NaN  0.236945       0.297505E-001            NaN            NaN            NaN
  1288.18        500.000                 NaN   99.2892                 NaN            NaN  0.102305       0.345858                 NaN            NaN  0.233498       0.291793E-001            NaN            NaN            NaN
  1286.78        500.000                 NaN   99.2997                 NaN            NaN  0.100832       0.340816                 NaN            NaN  0.230025       0.285844E-001            NaN            NaN            NaN
  1285.37        500.000                 NaN   99.3093                 NaN            NaN  0.996372E-001  0.336261                 NaN            NaN  0.226735       0.280611E-001            NaN            NaN            NaN
  1283.96        500.000                 NaN   99.3194                 NaN            NaN  0.981292E-001  0.331576                 NaN            NaN  0.223375       0.274922E-001            NaN            NaN            NaN
  1282.56        500.000                 NaN   99.3283                 NaN            NaN  0.974689E-001  0.326965                 NaN            NaN  0.220316       0.269880E-001            NaN            NaN            NaN
  1281.15        500.000                 NaN   99.3377                 NaN            NaN  0.936972E-001  0.325442                 NaN            NaN  0.216799       0.263618E-001            NaN            NaN            NaN
  1279.75        500.000                 NaN   99.3473                 NaN            NaN  0.930253E-001  0.320132                 NaN            NaN  0.213677       0.258543E-001            NaN            NaN            NaN
  1278.34        500.000                 NaN   99.3564                 NaN            NaN  0.916361E-001  0.316074                 NaN            NaN  0.210555       0.253566E-001            NaN            NaN            NaN
  1276.94        500.000                 NaN   99.3649                 NaN            NaN  0.907753E-001  0.311782                 NaN            NaN  0.207636       0.248615E-001            NaN            NaN            NaN
  1275.53        500.000                 NaN   99.3732                 NaN            NaN  0.888786E-001  0.308871                 NaN            NaN  0.204684       0.243548E-001            NaN            NaN            NaN
  1274.12        500.000                 NaN   99.3829                 NaN            NaN  0.867949E-001  0.305119                 NaN            NaN  0.201315       0.238268E-001            NaN            NaN            NaN
  1272.72        500.000                 NaN   99.3917                 NaN            NaN  0.860355E-001  0.300450                 NaN            NaN  0.198471       0.233710E-001            NaN            NaN            NaN
  1271.31        500.000                 NaN   99.3998                 NaN            NaN  0.831579E-001  0.298679                 NaN            NaN  0.195551       0.228550E-001            NaN            NaN            NaN
  1269.91        500.000                 NaN   99.4081                 NaN            NaN  0.814465E-001  0.295443                 NaN            NaN  0.192639       0.223641E-001            NaN            NaN            NaN
  1268.50        500.000                 NaN   99.4164                 NaN            NaN  0.805906E-001  0.291205                 NaN            NaN  0.189843       0.219234E-001            NaN            NaN            NaN
  1267.10        500.000                 NaN   96.8679                 NaN            NaN  0.162586       0.721017                 NaN            NaN  0.477431       0.703855E-001   1.70064                 NaN            NaN
  1265.69        500.000                 NaN   94.2706                 NaN            NaN  0.236985        1.16366                 NaN            NaN  0.766673       0.118315        3.44377                 NaN            NaN
  1264.28        500.000                 NaN   94.6562                 NaN            NaN  0.215537        1.09683                 NaN            NaN  0.717535       0.109474        3.20439                 NaN            NaN
  1262.88        500.000                 NaN   94.9735                 NaN            NaN  0.197788        1.04601                 NaN            NaN  0.676601       0.101969        3.00411                 NaN            NaN
  1261.47        500.000                 NaN   95.2699                 NaN            NaN  0.182420       0.992741                 NaN            NaN  0.638434       0.951392E-001   2.82135                 NaN            NaN
  1260.07        500.000                 NaN   95.5351                 NaN            NaN  0.168154       0.945957                 NaN            NaN  0.603973       0.889936E-001   2.65778                 NaN            NaN
  1258.66        500.000                 NaN   95.7727                 NaN            NaN  0.155901       0.903425                 NaN            NaN  0.572809       0.834680E-001   2.51165                 NaN            NaN
  1257.25        500.000                 NaN   95.9875                 NaN            NaN  0.144840       0.864475                 NaN            NaN  0.544527       0.784599E-001   2.38015                 NaN            NaN
  1255.85        500.000                 NaN   96.1838                 NaN            NaN  0.134372       0.829082                 NaN            NaN  0.518475       0.738466E-001   2.26041                 NaN            NaN
  1254.44        500.000                 NaN   96.3624                 NaN            NaN  0.124948       0.796715                 NaN            NaN  0.494610       0.696439E-001   2.15172                 NaN            NaN
  1253.04        500.000                 NaN   96.5291                 NaN            NaN  0.116332       0.765648                 NaN            NaN  0.472201       0.657256E-001   2.05103                 NaN            NaN
  1251.63        500.000                 NaN   96.6806                 NaN            NaN  0.110107       0.735657                 NaN            NaN  0.451620       0.622355E-001   1.95980                 NaN            NaN
  1250.23        500.000                 NaN   96.8199                 NaN            NaN  0.103093       0.709810                 NaN            NaN  0.432627       0.589040E-001   1.87570                 NaN            NaN
  1248.82        500.000                 NaN   96.9506                 NaN            NaN  0.963119E-001  0.685122                 NaN            NaN  0.414599       0.557950E-001   1.79757                 NaN            NaN
  1247.41        500.000                 NaN   97.0753                 NaN            NaN  0.915590E-001  0.659088                 NaN            NaN  0.397455       0.529380E-001   1.72366                 NaN            NaN
  1246.01        500.000                 NaN   97.1856                 NaN            NaN  0.848902E-001  0.640358                 NaN            NaN  0.381933       0.502113E-001   1.65705                 NaN            NaN
  1244.60        500.000                 NaN   97.2943                 NaN            NaN  0.791392E-001  0.619051                 NaN            NaN  0.366834       0.476172E-001   1.59302                 NaN            NaN
  1243.20        500.000                 NaN   97.3930                 NaN            NaN  0.748684E-001  0.599687                 NaN            NaN  0.352772       0.452692E-001   1.53441                 NaN            NaN
  1241.79        500.000                 NaN   97.4868                 NaN            NaN  0.704990E-001  0.581078                 NaN            NaN  0.339523       0.430315E-001   1.47907                 NaN            NaN
  1240.39        500.000                 NaN   97.5827                 NaN            NaN  0.625434E-001  0.564879                 NaN            NaN  0.326189       0.406234E-001   1.42305                 NaN            NaN
  1238.98        500.000                 NaN   97.6547                 NaN            NaN  0.606119E-001  0.551334                 NaN            NaN  0.315316       0.388778E-001   1.37915                 NaN            NaN
  1237.57        500.000                 NaN   97.7385                 NaN            NaN  0.560452E-001  0.534520                 NaN            NaN  0.303550       0.368640E-001   1.33052                 NaN            NaN
  1236.17        500.000                 NaN   97.8122                 NaN            NaN  0.533704E-001  0.519084                 NaN            NaN  0.292728       0.351526E-001   1.28748                 NaN            NaN
  1234.76        500.000                 NaN   97.8829                 NaN            NaN  0.481079E-001  0.507535                 NaN            NaN  0.282531       0.333453E-001   1.24561                 NaN            NaN
  1233.36        500.000                 NaN   97.9494                 NaN            NaN  0.442886E-001  0.495203                 NaN            NaN  0.272760       0.317034E-001   1.20662                 NaN            NaN
  1231.95        500.000                 NaN   98.0128                 NaN            NaN  0.369876E-001  0.488158                 NaN            NaN  0.263584       0.299479E-001   1.16847                 NaN            NaN
  1230.55        500.000                 NaN   98.0740                 NaN            NaN  0.306132E-001  0.480219                 NaN            NaN  0.254761       0.282891E-001   1.13215                 NaN            NaN
  1229.14        500.000                 NaN   98.1266                 NaN            NaN  0.240216E-001  0.476167                 NaN            NaN  0.246843       0.267797E-001   1.09964                 NaN            NaN
  1227.73        500.000                 NaN   98.1807                 NaN            NaN  0.167704E-001  0.471378                 NaN            NaN  0.238995       0.252265E-001   1.06696                 NaN            NaN
  1226.33        500.000                 NaN   98.2305                 NaN            NaN  0.108423E-001  0.466642                 NaN            NaN  0.231638       0.237959E-001   1.03659                 NaN            NaN
  1224.92        500.000                 NaN   98.2776                 NaN            NaN  0.732225E-006  0.468393                 NaN            NaN  0.224911       0.221593E-001   1.00693                 NaN            NaN
  1223.52        500.000                 NaN   98.3209                 NaN            NaN  0.566887E-005  0.458692                 NaN            NaN  0.218446       0.211065E-001  0.980819                 NaN            NaN
  1222.11        500.000                 NaN   98.3726                 NaN            NaN            NaN  0.443972                 NaN            NaN  0.211303       0.200153E-001  0.952076                 NaN            NaN
  1220.71        500.000                 NaN   98.4179                 NaN            NaN            NaN  0.432090                 NaN            NaN  0.204764       0.190251E-001  0.926197                 NaN            NaN
  1219.30        500.000                 NaN   98.4619                 NaN            NaN            NaN  0.419897                 NaN            NaN  0.198794       0.180156E-001  0.901353                 NaN            NaN
  1217.89        500.000                 NaN   98.5061                 NaN            NaN            NaN  0.407750                 NaN            NaN  0.192458       0.170964E-001  0.876642                 NaN            NaN
  1216.49        500.000                 NaN   97.3928                 NaN            NaN            NaN  0.524569                 NaN            NaN  0.280468       0.212136E-001   1.29396       0.486947                 NaN
  1215.08        500.000                 NaN   72.1285                 NaN            NaN  0.242607        3.03900                 NaN            NaN   2.34322       0.130882        10.9118        11.2039                 NaN
  1213.68        500.000                 NaN   75.6081                 NaN            NaN  0.365575        2.20284       0.217860                 NaN   2.02645       0.122563        9.57513        9.88153                 NaN
  1212.27        500.000                 NaN   70.3467                 NaN            NaN  0.660106        1.29938       0.996169                 NaN   2.55019       0.147880        11.9508        12.0488                 NaN
  1210.86        500.000                 NaN   8.88524       0.140161E-005            NaN   1.34002        9.47373                 NaN            NaN   7.38325       0.382326        35.3572        37.1782                 NaN
  1209.46        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.157468E-005            NaN  0.117761E-005
  1208.05        500.000                 NaN   98.5246                 NaN            NaN            NaN  0.745498                 NaN            NaN  0.729878                 NaN            NaN            NaN            NaN
  1206.65        500.000                 NaN   99.8261                 NaN            NaN            NaN  0.140710                 NaN            NaN            NaN  0.331496E-001            NaN            NaN            NaN
  1205.24        500.000                 NaN   99.5753                 NaN            NaN            NaN  0.215204                 NaN            NaN  0.206969       0.254702E-002            NaN            NaN            NaN
  1203.84        500.000                 NaN   99.6047                 NaN            NaN            NaN            NaN            NaN            NaN  0.272478                 NaN            NaN  0.122865                 NaN
  1202.43        500.000                 NaN   99.6232                 NaN            NaN            NaN  0.376830       0.467725E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1201.02        500.000                 NaN   98.9266                 NaN            NaN            NaN  0.209509E-001  0.888877                 NaN  0.835599E-001            NaN            NaN  0.800227E-001            NaN
  1199.62        500.000                 NaN   99.3466                 NaN            NaN            NaN            NaN            NaN            NaN  0.801030E-001  0.731543E-002  0.565949                 NaN            NaN
  1198.21        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.81        500.000                 NaN   99.9919                 NaN            NaN            NaN  0.810704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.40        500.000                 NaN   99.9819                 NaN            NaN            NaN            NaN            NaN            NaN  0.181355E-001            NaN            NaN            NaN            NaN
  1194.00        500.000                 NaN   99.5907                 NaN            NaN            NaN  0.102447                 NaN            NaN  0.292282       0.145303E-001            NaN            NaN            NaN
  1192.59        500.000                 NaN   99.1708                 NaN            NaN  0.967271E-005  0.150455                 NaN            NaN            NaN  0.218937E-002  0.676535                 NaN            NaN
  1191.18        500.000                 NaN   97.0283                 NaN            NaN            NaN  0.225294E-001            NaN            NaN            NaN  0.107392        1.96008       0.881658                 NaN
  1189.78        500.000                 NaN   68.8482                 NaN            NaN  0.304482        2.78295                 NaN            NaN   2.24924                 NaN   12.7218        13.0933                 NaN
  1188.37        500.000                 NaN            NaN            NaN            NaN            NaN   3.13241        5.25302       0.206503        7.03708       0.334898        43.8870        40.1491                 NaN
  1186.97        500.000                 NaN            NaN            NaN            NaN            NaN   2.93325        4.98154       0.681057        7.03812       0.334176        43.8807        40.1511                 NaN
  1185.56        500.000                 NaN            NaN            NaN            NaN            NaN   2.39594        4.41232        1.79233        7.04426       0.332877        43.8706        40.1516                 NaN
  1184.16        500.000                 NaN            NaN            NaN            NaN            NaN   3.22711        5.35994       0.300328E-002   7.03617       0.335106        43.8867        40.1519                 NaN
  1182.75        500.000                 NaN            NaN            NaN            NaN            NaN   3.22697        5.35973       0.309941E-002   7.03613       0.335098        43.8861        40.1529                 NaN
  1181.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.22682        5.35949       0.322319E-002   7.03610       0.335090        43.8854        40.1539                 NaN
  1179.94        500.000                 NaN            NaN            NaN            NaN            NaN   3.22664        5.35925       0.337931E-002   7.03606       0.335082        43.8848        40.1548                 NaN
  1178.53        500.000                 NaN            NaN            NaN            NaN            NaN   3.22644        5.35897       0.359399E-002   7.03603       0.335074        43.8841        40.1558                 NaN
  1177.13        500.000                 NaN            NaN            NaN            NaN            NaN   3.22623        5.35864       0.387030E-002   7.03599       0.335065        43.8835        40.1567                 NaN
  1175.72        500.000                 NaN            NaN            NaN            NaN            NaN   3.20269        5.33055       0.556149E-001   7.03629       0.334971        43.8822        40.1577                 NaN
  1174.31        500.000                 NaN            NaN            NaN            NaN            NaN   1.48979        7.15144                 NaN   7.08356       0.322925        43.7896        40.1627                 NaN
  1172.91        500.000                 NaN            NaN            NaN            NaN            NaN   3.22640        5.35869       0.285453E-002   7.03588       0.335043        43.8815        40.1596                 NaN
  1171.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.41671        7.22762                 NaN   7.08795       0.321957        43.7808        40.1650                 NaN
  1170.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.37424        7.27171                 NaN   7.09023       0.321453        43.7762        40.1661                 NaN
  1168.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.22730        5.35958       0.250374E-003   7.03576       0.335023        43.8796        40.1625                 NaN
  1167.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.22721        5.35942       0.250355E-003   7.03573       0.335015        43.8789        40.1635                 NaN
  1165.88        500.000                 NaN            NaN            NaN            NaN            NaN   1.22644        7.42469                 NaN   7.09739       0.319862        43.7620        40.1697                 NaN
  1164.47        500.000                 NaN            NaN            NaN            NaN            NaN   1.16773        7.48526                 NaN   7.09993       0.319298        43.7569        40.1708                 NaN
  1163.07        500.000                 NaN            NaN            NaN            NaN            NaN   3.22664        5.35859       0.850187E-003   7.03563       0.334990        43.8770        40.1663                 NaN
  1161.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.21813        5.34824       0.195947E-001   7.03575       0.334948        43.8760        40.1673                 NaN
  1160.26        500.000                 NaN            NaN            NaN            NaN            NaN  0.966349        7.69349                 NaN   7.10826       0.317431        43.7401        40.1744                 NaN
  1158.85        500.000                 NaN            NaN            NaN            NaN            NaN  0.884202        7.77781                 NaN   7.11120       0.316779        43.7344        40.1756                 NaN
  1157.45        500.000                 NaN            NaN            NaN            NaN            NaN  0.794787        7.86950                 NaN   7.11427       0.316100        43.7286        40.1768                 NaN
  1156.04        500.000                 NaN            NaN            NaN            NaN            NaN  0.697490        7.96918                 NaN   7.11748       0.315392        43.7225        40.1780                 NaN
  1154.63        500.000                 NaN            NaN            NaN            NaN            NaN   3.20702        5.32931       0.486716E-001   7.03592       0.334823        43.8721        40.1721                 NaN
  1153.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.93148        4.91083       0.749849        7.04350       0.333017        43.8576        40.1737                 NaN
  1151.82        500.000                 NaN            NaN            NaN            NaN            NaN  0.339712        8.33397                 NaN   7.12799       0.313108        43.7035        40.1818                 NaN
  1150.42        500.000                 NaN            NaN            NaN            NaN            NaN  0.203412        8.47319                 NaN   7.13192       0.312252        43.6962        40.1830                 NaN
  1149.01        500.000                 NaN            NaN            NaN            NaN            NaN   3.22593        5.35726       0.250257E-003   7.03527       0.334913        43.8705        40.1759                 NaN
  1147.61        500.000                 NaN            NaN            NaN            NaN            NaN   3.22584        5.35709       0.250254E-003   7.03524       0.334906        43.8698        40.1769                 NaN
  1146.20        500.000                 NaN            NaN            NaN            NaN            NaN   3.22574        5.35693       0.250235E-003   7.03520       0.334898        43.8692        40.1778                 NaN
  1144.79        500.000                 NaN            NaN            NaN            NaN            NaN   3.22564        5.35676       0.250232E-003   7.03517       0.334890        43.8685        40.1788                 NaN
  1143.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.22554        5.35660       0.250230E-003   7.03513       0.334882        43.8679        40.1797                 NaN
  1141.98        500.000                 NaN            NaN            NaN            NaN            NaN   3.22545        5.35643       0.250228E-003   7.03510       0.334875        43.8672        40.1807                 NaN
  1140.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.22535        5.35627       0.250210E-003   7.03506       0.334867        43.8666        40.1816                 NaN
  1139.17        500.000                 NaN            NaN            NaN            NaN            NaN   3.21699        5.36489                 NaN   7.03536       0.334790        43.8654        40.1826                 NaN
  1137.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.05393        5.10003       0.432449        7.04049       0.333650        43.8554        40.1840                 NaN
  1136.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.13547        1.55905                 NaN   7.16117       0.306509        43.6424        40.1954                 NaN
  1134.95        500.000                 NaN            NaN            NaN            NaN            NaN  0.945030        7.73600                 NaN   7.14747       0.309501        43.6677        40.1943                 NaN
  1133.55        500.000                 NaN            NaN            NaN            NaN            NaN   3.22486        5.35544       0.250176E-003   7.03489       0.334828        43.8633        40.1864                 NaN
  1132.14        500.000                 NaN            NaN            NaN            NaN            NaN   5.81400       0.250163E-003   2.76853        7.03674       0.334570        43.8568        40.1891                 NaN
  1130.74        500.000                 NaN            NaN            NaN            NaN            NaN  0.831541       0.162214E-004   7.85647        7.15654       0.307501        43.6494        40.1985                 NaN
  1129.33        500.000                 NaN            NaN            NaN            NaN            NaN  0.685216        8.00804                 NaN   7.16119       0.306167        43.6393        40.2001                 NaN
  1127.92        500.000                 NaN            NaN            NaN            NaN            NaN  0.472955        8.22711                 NaN   7.16702       0.304490        43.6265        40.2020                 NaN
  1126.52        500.000                 NaN            NaN            NaN            NaN   1.58983        5.88265                 NaN            NaN   6.84417       0.432137        44.3861        40.8652                 NaN
  1125.11        500.000                 NaN            NaN            NaN            NaN   1.58979        5.88246       0.132803E-005            NaN   6.84413       0.432128        44.3854        40.8661                 NaN
  1123.71        500.000                 NaN            NaN            NaN            NaN   1.63480        5.80866                 NaN            NaN   6.84061       0.434471        44.3941        40.8874                 NaN
  1122.30        500.000                 NaN            NaN            NaN            NaN   1.63476        5.80848                 NaN            NaN   6.84058       0.434461        44.3934        40.8883                 NaN
  1120.90        500.000                 NaN            NaN            NaN            NaN   1.67635        5.74052                 NaN            NaN   6.83746       0.436598        44.4009        40.9082                 NaN
  1119.49        500.000                 NaN            NaN            NaN            NaN   1.67630        5.74034                 NaN            NaN   6.83742       0.436588        44.4002        40.9091                 NaN
  1118.08        500.000                 NaN            NaN            NaN            NaN   1.67625        5.74017                 NaN            NaN   6.83739       0.436577        44.3995        40.9101                 NaN
  1116.68        500.000                 NaN            NaN            NaN            NaN   1.71512        5.67684                 NaN            NaN   6.83458       0.438555        44.4061        40.9288                 NaN
  1115.27        500.000                 NaN            NaN            NaN            NaN   1.71508        5.67667                 NaN            NaN   6.83454       0.438544        44.4054        40.9298                 NaN
  1113.87        500.000                 NaN            NaN            NaN            NaN   1.71503        5.67650                 NaN            NaN   6.83451       0.438534        44.4047        40.9307                 NaN
  1112.46        500.000                 NaN            NaN            NaN            NaN   1.75217        5.61603                 NaN            NaN   6.83184       0.440429        44.4108        40.9487                 NaN
  1111.06        500.000                 NaN            NaN            NaN            NaN   1.75212        5.61586                 NaN            NaN   6.83180       0.440419        44.4101        40.9497                 NaN
  1109.65        500.000                 NaN            NaN            NaN            NaN   1.78519        5.56261                 NaN            NaN   6.82980       0.442014        44.4144        40.9660                 NaN
  1108.24        500.000                 NaN            NaN            NaN            NaN   1.78514        5.56244                 NaN            NaN   6.82976       0.442003        44.4137        40.9670                 NaN
  1106.84        500.000                 NaN            NaN            NaN            NaN   1.78509        5.56227                 NaN            NaN   6.82973       0.441993        44.4130        40.9679                 NaN
  1105.43        500.000                 NaN            NaN            NaN            NaN   1.78504        5.56210                 NaN            NaN   6.82969       0.441983        44.4123        40.9689                 NaN
  1104.03        500.000                 NaN            NaN            NaN            NaN   1.81706        5.51030                 NaN            NaN   6.82769       0.443556        44.4166        40.9848                 NaN
  1102.62        500.000                 NaN            NaN            NaN            NaN   1.81701        5.51014                 NaN            NaN   6.82765       0.443546        44.4159        40.9857                 NaN
  1101.22        500.000                 NaN            NaN            NaN            NaN   1.84701        5.46210                 NaN            NaN   6.82600       0.444971        44.4191        41.0008                 NaN
  1099.81        500.000                 NaN            NaN            NaN            NaN   1.84695        5.46194                 NaN            NaN   6.82596       0.444961        44.4184        41.0017                 NaN
  1098.40        500.000                 NaN            NaN            NaN            NaN   1.84690        5.46177                 NaN            NaN   6.82592       0.444950        44.4178        41.0027                 NaN
  1097.00        500.000                 NaN            NaN            NaN            NaN   1.87517        5.41672                 NaN            NaN   6.82451       0.446265        44.4203        41.0171                 NaN
  1095.59        500.000                 NaN            NaN            NaN            NaN   1.87512        5.41656                 NaN            NaN   6.82447       0.446255        44.4196        41.0180                 NaN
  1094.19        500.000                 NaN            NaN            NaN            NaN   1.86679        5.43497                 NaN            NaN   6.82841       0.444970        44.4086        41.0162                 NaN
  1092.78        500.000                 NaN            NaN            NaN            NaN   1.90178        5.37405                 NaN            NaN   6.82326       0.447459        44.4208        41.0327                 NaN
  1091.37        500.000                 NaN            NaN            NaN            NaN   1.90173        5.37389                 NaN            NaN   6.82322       0.447448        44.4201        41.0336                 NaN
  1089.97        500.000                 NaN            NaN            NaN            NaN   1.90168        5.37373                 NaN            NaN   6.82318       0.447438        44.4194        41.0346                 NaN
  1088.56        500.000                 NaN            NaN            NaN            NaN   1.92762        5.33265                 NaN            NaN   6.82205       0.448625        44.4211        41.0480                 NaN
  1087.16        500.000                 NaN            NaN            NaN            NaN   1.92756        5.33249                 NaN            NaN   6.82202       0.448615        44.4204        41.0489                 NaN
  1085.75        500.000                 NaN            NaN            NaN            NaN   1.92751        5.33233                 NaN            NaN   6.82198       0.448604        44.4197        41.0499                 NaN
  1084.35        500.000                 NaN            NaN            NaN            NaN   1.95119        5.29536                 NaN            NaN   6.82129       0.449607        44.4201        41.0624                 NaN
  1082.94        500.000                 NaN            NaN            NaN            NaN   1.95113        5.29520                 NaN            NaN   6.82125       0.449597        44.4195        41.0633                 NaN
  1081.53        500.000                 NaN            NaN            NaN            NaN   1.95108        5.29505                 NaN            NaN   6.82122       0.449586        44.4188        41.0643                 NaN
  1080.13        500.000                 NaN            NaN            NaN            NaN   1.97297        5.26134                 NaN            NaN   6.82087       0.450446        44.4183        41.0761                 NaN
  1078.72        500.000                 NaN            NaN            NaN            NaN   1.97291        5.26118                 NaN            NaN   6.82083       0.450435        44.4176        41.0770                 NaN
  1077.32        500.000                 NaN            NaN            NaN            NaN   1.97286        5.26102                 NaN            NaN   6.82080       0.450425        44.4169        41.0780                 NaN
  1075.91        500.000                 NaN            NaN            NaN            NaN   1.99472        5.22721                 NaN            NaN   6.82037       0.451320        44.4166        41.0898                 NaN
  1074.51        500.000                 NaN            NaN            NaN            NaN   1.99466        5.22706                 NaN            NaN   6.82034       0.451309        44.4159        41.0907                 NaN
  1073.10        500.000                 NaN            NaN            NaN            NaN   1.99461        5.22690                 NaN            NaN   6.82030       0.451299        44.4152        41.0917                 NaN
  1071.69        500.000                 NaN            NaN            NaN            NaN   1.99455        5.22675                 NaN            NaN   6.82027       0.451288        44.4145        41.0926                 NaN
  1070.29        500.000                 NaN            NaN            NaN            NaN   2.01541        5.19472                 NaN            NaN   6.82003       0.452118        44.4137        41.1040                 NaN
  1068.88        500.000                 NaN            NaN            NaN            NaN   2.01536        5.19456                 NaN            NaN   6.81999       0.452107        44.4130        41.1049                 NaN
  1067.48        500.000                 NaN            NaN            NaN            NaN   2.01530        5.19441                 NaN            NaN   6.81996       0.452097        44.4124        41.1059                 NaN
  1066.07        500.000                 NaN            NaN            NaN            NaN   2.03522        5.16407                 NaN            NaN   6.81987       0.452853        44.4111        41.1169                 NaN
  1064.67        500.000                 NaN            NaN            NaN            NaN   2.03516        5.16392                 NaN            NaN   6.81984       0.452843        44.4104        41.1179                 NaN
  1063.26        500.000                 NaN            NaN            NaN            NaN   2.03511        5.16377                 NaN            NaN   6.81980       0.452832        44.4097        41.1188                 NaN
  1061.85        500.000                 NaN            NaN            NaN            NaN   2.03505        5.16362                 NaN            NaN   6.81977       0.452822        44.4090        41.1197                 NaN
  1060.45        500.000                 NaN            NaN            NaN            NaN   2.03499        5.16347                 NaN            NaN   6.81973       0.452811        44.4083        41.1207                 NaN
  1059.04        500.000                 NaN            NaN            NaN            NaN   2.05606        5.13071                 NaN            NaN   6.81929       0.453737        44.4081        41.1321                 NaN
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.05600        5.13056                 NaN            NaN   6.81925       0.453726        44.4074        41.1331                 NaN
  1056.23        500.000                 NaN            NaN            NaN            NaN   2.07413        5.10344                 NaN            NaN   6.81952       0.454358        44.4051        41.1434                 NaN
  1054.82        500.000                 NaN            NaN            NaN            NaN   2.07407        5.10330                 NaN            NaN   6.81949       0.454347        44.4044        41.1444                 NaN
  1053.42        500.000                 NaN            NaN            NaN            NaN   2.07401        5.10315                 NaN            NaN   6.81946       0.454336        44.4037        41.1453                 NaN
  1052.01        500.000                 NaN            NaN            NaN            NaN   2.09157        5.07705                 NaN            NaN   6.81983       0.454932        44.4012        41.1554                 NaN
  1050.61        500.000                 NaN            NaN            NaN            NaN   2.09151        5.07691                 NaN            NaN   6.81980       0.454921        44.4005        41.1564                 NaN
  1049.20        500.000                 NaN            NaN            NaN            NaN   2.09101        5.07802                 NaN            NaN   6.82007       0.454819        44.3989        41.1572                 NaN
  1047.80        500.000                 NaN            NaN            NaN            NaN   2.02881        5.22992                 NaN            NaN   6.85208       0.443323        44.3050        41.1409                 NaN
  1046.39        500.000                 NaN            NaN            NaN            NaN   2.10828        5.05189                 NaN            NaN   6.82020       0.455430        44.3960        41.1682                 NaN
  1044.98        500.000                 NaN            NaN            NaN            NaN   2.10823        5.05175                 NaN            NaN   6.82017       0.455419        44.3953        41.1691                 NaN
  1043.58        500.000                 NaN            NaN            NaN            NaN   2.10817        5.05161                 NaN            NaN   6.82014       0.455407        44.3946        41.1701                 NaN
  1042.17        500.000                 NaN            NaN            NaN            NaN   2.12427        5.02810                 NaN            NaN   6.82091       0.455898        44.3912        41.1796                 NaN
  1040.77        500.000                 NaN            NaN            NaN            NaN   2.12428        5.02781                 NaN            NaN   6.82086       0.455896        44.3906        41.1805                 NaN
  1039.36        500.000                 NaN            NaN            NaN            NaN   2.12435        5.02738                 NaN            NaN   6.82077       0.455906        44.3901        41.1815                 NaN
  1037.96        500.000                 NaN            NaN            NaN            NaN   2.12434        5.02711                 NaN            NaN   6.82071       0.455904        44.3895        41.1825                 NaN
  1036.55        500.000                 NaN            NaN            NaN            NaN   2.12432        5.02687                 NaN            NaN   6.82066       0.455901        44.3889        41.1834                 NaN
  1035.14        500.000                 NaN            NaN            NaN            NaN   2.15483        4.98350                 NaN            NaN   6.82252       0.456735        44.3814        41.2010                 NaN
  1033.74        500.000                 NaN            NaN            NaN            NaN   2.15477        4.98335                 NaN            NaN   6.82248       0.456725        44.3807        41.2020                 NaN
  1032.33        500.000                 NaN            NaN            NaN            NaN   2.15472        4.98320                 NaN            NaN   6.82245       0.456715        44.3800        41.2029                 NaN
  1030.93        500.000                 NaN            NaN            NaN            NaN   2.15466        4.98306                 NaN            NaN   6.82241       0.456705        44.3793        41.2038                 NaN
  1029.52        500.000                 NaN            NaN            NaN            NaN   2.15460        4.98291                 NaN            NaN   6.82238       0.456695        44.3787        41.2048                 NaN
  1028.12        500.000                 NaN            NaN            NaN            NaN   2.15454        4.98276                 NaN            NaN   6.82235       0.456684        44.3780        41.2057                 NaN
  1026.71        500.000                 NaN            NaN            NaN            NaN   2.15448        4.98262                 NaN            NaN   6.82231       0.456674        44.3773        41.2066                 NaN
  1025.30        500.000                 NaN            NaN            NaN            NaN   2.15442        4.98248                 NaN            NaN   6.82228       0.456663        44.3766        41.2075                 NaN
