|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1289.59        500.000                 NaN   99.0802                 NaN            NaN  0.160198       0.463899                 NaN            NaN  0.243374       0.523632E-001            NaN            NaN            NaN
  1288.18        500.000                 NaN   99.0916                 NaN            NaN  0.158628       0.458214                 NaN            NaN  0.240151       0.514268E-001            NaN            NaN            NaN
  1286.78        500.000                 NaN   99.1037                 NaN            NaN  0.156648       0.452299                 NaN            NaN  0.236891       0.504457E-001            NaN            NaN            NaN
  1285.37        500.000                 NaN   99.1146                 NaN            NaN  0.155094       0.446934                 NaN            NaN  0.233809       0.495880E-001            NaN            NaN            NaN
  1283.96        500.000                 NaN   99.1262                 NaN            NaN  0.153053       0.441452                 NaN            NaN  0.230645       0.486470E-001            NaN            NaN            NaN
  1282.56        500.000                 NaN   99.1361                 NaN            NaN  0.152345       0.435967                 NaN            NaN  0.227782       0.478177E-001            NaN            NaN            NaN
  1281.15        500.000                 NaN   99.1473                 NaN            NaN  0.146724       0.434728                 NaN            NaN  0.224435       0.467695E-001            NaN            NaN            NaN
  1279.75        500.000                 NaN   99.1584                 NaN            NaN  0.145950       0.428281                 NaN            NaN  0.221488       0.459290E-001            NaN            NaN            NaN
  1278.34        500.000                 NaN   99.1688                 NaN            NaN  0.144049       0.423514                 NaN            NaN  0.218530       0.451031E-001            NaN            NaN            NaN
  1276.94        500.000                 NaN   99.1786                 NaN            NaN  0.143014       0.418373                 NaN            NaN  0.215775       0.442796E-001            NaN            NaN            NaN
  1275.53        500.000                 NaN   99.1881                 NaN            NaN  0.140263       0.415225                 NaN            NaN  0.212976       0.434327E-001            NaN            NaN            NaN
  1274.12        500.000                 NaN   99.1997                 NaN            NaN  0.137213       0.410787                 NaN            NaN  0.209734       0.425455E-001            NaN            NaN            NaN
  1272.72        500.000                 NaN   99.2098                 NaN            NaN  0.136275       0.405082                 NaN            NaN  0.207029       0.417844E-001            NaN            NaN            NaN
  1271.31        500.000                 NaN   99.2195                 NaN            NaN  0.131952       0.403397                 NaN            NaN  0.204236       0.409133E-001            NaN            NaN            NaN
  1269.91        500.000                 NaN   99.2294                 NaN            NaN  0.129472       0.399650                 NaN            NaN  0.201443       0.400847E-001            NaN            NaN            NaN
  1268.50        500.000                 NaN   99.2390                 NaN            NaN  0.128352       0.394501                 NaN            NaN  0.198762       0.393436E-001            NaN            NaN            NaN
  1267.10        500.000                 NaN   96.4852                 NaN            NaN  0.259022       0.976799                 NaN            NaN  0.499457       0.126214        1.65331                 NaN            NaN
  1265.69        500.000                 NaN   93.6851                 NaN            NaN  0.377917        1.57782                 NaN            NaN  0.801492       0.212019        3.34565                 NaN            NaN
  1264.28        500.000                 NaN   94.0959                 NaN            NaN  0.344810        1.49214                 NaN            NaN  0.751543       0.196551        3.11903                 NaN            NaN
  1262.88        500.000                 NaN   94.4319                 NaN            NaN  0.317577        1.42760                 NaN            NaN  0.709979       0.183417        2.92951                 NaN            NaN
  1261.47        500.000                 NaN   94.7478                 NaN            NaN  0.293866        1.35923                 NaN            NaN  0.671180       0.171455        2.75645                 NaN            NaN
  1260.07        500.000                 NaN   95.0308                 NaN            NaN  0.271730        1.29919                 NaN            NaN  0.636129       0.160680        2.60149                 NaN            NaN
  1258.66        500.000                 NaN   95.2843                 NaN            NaN  0.252716        1.24458                 NaN            NaN  0.604419       0.150984        2.46301                 NaN            NaN
  1257.25        500.000                 NaN   95.5138                 NaN            NaN  0.235495        1.19448                 NaN            NaN  0.575631       0.142188        2.33836                 NaN            NaN
  1255.85        500.000                 NaN   95.7239                 NaN            NaN  0.219124        1.14900                 NaN            NaN  0.549092       0.134075        2.22480                 NaN            NaN
  1254.44        500.000                 NaN   95.9151                 NaN            NaN  0.204359        1.10737                 NaN            NaN  0.524769       0.126677        2.12170                 NaN            NaN
  1253.04        500.000                 NaN   96.0942                 NaN            NaN  0.190796        1.06726                 NaN            NaN  0.501900       0.119768        2.02609                 NaN            NaN
  1251.63        500.000                 NaN   96.2567                 NaN            NaN  0.181097        1.02826                 NaN            NaN  0.480886       0.113614        1.93947                 NaN            NaN
  1250.23        500.000                 NaN   96.4064                 NaN            NaN  0.170025       0.994831                 NaN            NaN  0.461487       0.107727        1.85958                 NaN            NaN
  1248.82        500.000                 NaN   96.5473                 NaN            NaN  0.159269       0.962889                 NaN            NaN  0.443043       0.102224        1.78530                 NaN            NaN
  1247.41        500.000                 NaN   96.6819                 NaN            NaN  0.151804       0.928741                 NaN            NaN  0.425475       0.971632E-001   1.71495                 NaN            NaN
  1246.01        500.000                 NaN   96.8007                 NaN            NaN  0.141108       0.904746                 NaN            NaN  0.409574       0.923216E-001   1.65158                 NaN            NaN
  1244.60        500.000                 NaN   96.9188                 NaN            NaN  0.131876       0.876994                 NaN            NaN  0.394069       0.877066E-001   1.59055                 NaN            NaN
  1243.20        500.000                 NaN   97.0254                 NaN            NaN  0.125074       0.851699                 NaN            NaN  0.379617       0.835272E-001   1.53469                 NaN            NaN
  1241.79        500.000                 NaN   97.1272                 NaN            NaN  0.118062       0.827348                 NaN            NaN  0.365987       0.795361E-001   1.48190                 NaN            NaN
  1240.39        500.000                 NaN   97.2328                 NaN            NaN  0.104976       0.806617                 NaN            NaN  0.352214       0.752149E-001   1.42822                 NaN            NaN
  1238.98        500.000                 NaN   97.3094                 NaN            NaN  0.101983       0.788989                 NaN            NaN  0.341039       0.721037E-001   1.38647                 NaN            NaN
  1237.57        500.000                 NaN   97.4014                 NaN            NaN  0.945156E-001  0.766900                 NaN            NaN  0.328865       0.684849E-001   1.33985                 NaN            NaN
  1236.17        500.000                 NaN   97.4816                 NaN            NaN  0.902070E-001  0.746473                 NaN            NaN  0.317664       0.654147E-001   1.29867                 NaN            NaN
  1234.76        500.000                 NaN   97.5590                 NaN            NaN  0.814967E-001  0.731755                 NaN            NaN  0.307102       0.621544E-001   1.25850                 NaN            NaN
  1233.36        500.000                 NaN   97.6318                 NaN            NaN  0.751860E-001  0.715723                 NaN            NaN  0.296962       0.591910E-001   1.22111                 NaN            NaN
  1231.95        500.000                 NaN   97.7017                 NaN            NaN  0.629233E-001  0.707532                 NaN            NaN  0.287432       0.560040E-001   1.18441                 NaN            NaN
  1230.55        500.000                 NaN   97.7692                 NaN            NaN  0.521856E-001  0.698003                 NaN            NaN  0.278249       0.529866E-001   1.14941                 NaN            NaN
  1229.14        500.000                 NaN   97.8266                 NaN            NaN  0.410324E-001  0.693948                 NaN            NaN  0.270020       0.502384E-001   1.11816                 NaN            NaN
  1227.73        500.000                 NaN   97.8865                 NaN            NaN  0.287028E-001  0.688924                 NaN            NaN  0.261839       0.473983E-001   1.08662                 NaN            NaN
  1226.33        500.000                 NaN   97.9413                 NaN            NaN  0.185946E-001  0.683834                 NaN            NaN  0.254162       0.447790E-001   1.05730                 NaN            NaN
  1224.92        500.000                 NaN   97.9938                 NaN            NaN  0.125797E-005  0.688731                 NaN            NaN  0.247151       0.417624E-001   1.02859                 NaN            NaN
  1223.52        500.000                 NaN   98.0406                 NaN            NaN  0.975898E-005  0.675778                 NaN            NaN  0.240400       0.398376E-001   1.00341                 NaN            NaN
  1222.11        500.000                 NaN   98.0983                 NaN            NaN            NaN  0.655485                 NaN            NaN  0.232886       0.378350E-001  0.975465                 NaN            NaN
  1220.71        500.000                 NaN   98.1484                 NaN            NaN            NaN  0.639248                 NaN            NaN  0.226008       0.360164E-001  0.950349                 NaN            NaN
  1219.30        500.000                 NaN   98.1973                 NaN            NaN            NaN  0.622569                 NaN            NaN  0.219737       0.341553E-001  0.926209                 NaN            NaN
  1217.89        500.000                 NaN   98.2466                 NaN            NaN            NaN  0.605745                 NaN            NaN  0.213040       0.324600E-001  0.902123                 NaN            NaN
  1216.49        500.000                 NaN   97.0347                 NaN            NaN            NaN  0.779263                 NaN            NaN  0.310539       0.402878E-001   1.33192       0.503286                 NaN
  1215.08        500.000                 NaN   70.1517                 NaN            NaN  0.411487        4.38660                 NaN            NaN   2.53348       0.242728        10.9666        11.3074                 NaN
  1213.68        500.000                 NaN   73.7904                 NaN            NaN  0.622597        3.17256       0.316969                 NaN   2.19943       0.228180        9.65892        10.0109                 NaN
  1212.27        500.000                 NaN   68.3825                 NaN            NaN   1.12126        1.89044        1.41201                 NaN   2.75684       0.274220        12.0052        12.1575                 NaN
  1210.86        500.000                 NaN   8.12798       0.128380E-005            NaN   2.14974        12.5928                 NaN            NaN   7.53799       0.669577        33.4939        35.4280                 NaN
  1209.46        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.162958E-005            NaN  0.172104E-005
  1208.05        500.000                 NaN   98.1146                 NaN            NaN            NaN   1.07167                 NaN            NaN  0.813761                 NaN            NaN            NaN            NaN
  1206.65        500.000                 NaN   99.7332                 NaN            NaN            NaN  0.203124                 NaN            NaN            NaN  0.636464E-001            NaN            NaN            NaN
  1205.24        500.000                 NaN   99.4526                 NaN            NaN            NaN  0.310751                 NaN            NaN  0.231803       0.489371E-002            NaN            NaN            NaN
  1203.84        500.000                 NaN   99.5660                 NaN            NaN            NaN            NaN            NaN            NaN  0.305437                 NaN            NaN  0.128530                 NaN
  1202.43        500.000                 NaN   99.4551                 NaN            NaN            NaN  0.544848       0.675760E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1201.02        500.000                 NaN   98.5010                 NaN            NaN            NaN  0.312619E-001   1.29034                 NaN  0.936834E-001            NaN            NaN  0.837220E-001            NaN
  1199.62        500.000                 NaN   99.3087                 NaN            NaN            NaN            NaN            NaN            NaN  0.901625E-001  0.141267E-001  0.586983                 NaN            NaN
  1198.21        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.81        500.000                 NaN   99.9882                 NaN            NaN            NaN  0.118405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.40        500.000                 NaN   99.9796                 NaN            NaN            NaN            NaN            NaN            NaN  0.204200E-001            NaN            NaN            NaN            NaN
  1194.00        500.000                 NaN   99.4941                 NaN            NaN            NaN  0.148793                 NaN            NaN  0.329026       0.280646E-001            NaN            NaN            NaN
  1192.59        500.000                 NaN   99.0749                 NaN            NaN  0.171635E-004  0.219512                 NaN            NaN            NaN  0.423026E-002  0.701338                 NaN            NaN
  1191.18        500.000                 NaN   96.8003                 NaN            NaN            NaN  0.337261E-001            NaN            NaN            NaN  0.207221        2.03375       0.925047                 NaN
  1189.78        500.000                 NaN   66.8435                 NaN            NaN  0.524051        3.96887                 NaN            NaN   2.46285                 NaN   12.8252        13.3755                 NaN
  1188.37        500.000                 NaN            NaN            NaN            NaN            NaN   4.21561        7.22551       0.280842        7.27115       0.593759        41.7111        38.7020                 NaN
  1186.97        500.000                 NaN            NaN            NaN            NaN            NaN   3.94768        6.85228       0.926604        7.27225       0.592493        41.7057        38.7030                 NaN
  1185.56        500.000                 NaN            NaN            NaN            NaN            NaN   3.22465        6.06951        2.43755        7.27863       0.590204        41.6969        38.7026                 NaN
  1184.16        500.000                 NaN            NaN            NaN            NaN            NaN   4.34345        7.37326       0.408739E-002   7.27032       0.594171        41.7128        38.7020                 NaN
  1182.75        500.000                 NaN            NaN            NaN            NaN            NaN   4.34339        7.37319       0.421825E-002   7.27032       0.594171        41.7128        38.7020                 NaN
  1181.34        500.000                 NaN            NaN            NaN            NaN            NaN   4.34332        7.37310       0.438673E-002   7.27032       0.594170        41.7128        38.7020                 NaN
  1179.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.34321        7.37299       0.459915E-002   7.27032       0.594170        41.7128        38.7020                 NaN
  1178.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.34308        7.37284       0.489123E-002   7.27032       0.594170        41.7128        38.7020                 NaN
  1177.13        500.000                 NaN            NaN            NaN            NaN            NaN   4.34293        7.37262       0.526730E-002   7.27032       0.594168        41.7127        38.7020                 NaN
  1175.72        500.000                 NaN            NaN            NaN            NaN            NaN   4.31137        7.33420       0.756418E-001   7.27067       0.594015        41.7121        38.7020                 NaN
  1174.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.04984        9.72689                 NaN   7.31956       0.572668        41.6252        38.7059                 NaN
  1172.91        500.000                 NaN            NaN            NaN            NaN            NaN   4.34355        7.37337       0.388623E-002   7.27032       0.594171        41.7128        38.7020                 NaN
  1171.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.94942        9.83106                 NaN   7.32417       0.570979        41.6181        38.7063                 NaN
  1170.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.89103        9.89140                 NaN   7.32657       0.570098        41.6144        38.7065                 NaN
  1168.69        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37529       0.340897E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1167.29        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37529       0.340880E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1165.88        500.000                 NaN            NaN            NaN            NaN            NaN   1.68781        10.1008                 NaN   7.33410       0.567318        41.6028        38.7072                 NaN
  1164.47        500.000                 NaN            NaN            NaN            NaN            NaN   1.60706        10.1837                 NaN   7.33676       0.566330        41.5987        38.7074                 NaN
  1163.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.34480        7.37484       0.115661E-002   7.27031       0.594174        41.7128        38.7020                 NaN
  1161.66        500.000                 NaN            NaN            NaN            NaN            NaN   4.33347        7.36082       0.266508E-001   7.27047       0.594114        41.7125        38.7020                 NaN
  1160.26        500.000                 NaN            NaN            NaN            NaN            NaN   1.33005        10.4682                 NaN   7.34552       0.563062        41.5849        38.7083                 NaN
  1158.85        500.000                 NaN            NaN            NaN            NaN            NaN   1.21702        10.5838                 NaN   7.34861       0.561919        41.5801        38.7085                 NaN
  1157.45        500.000                 NaN            NaN            NaN            NaN            NaN   1.09399        10.7094                 NaN   7.35182       0.560728        41.5752        38.7088                 NaN
  1156.04        500.000                 NaN            NaN            NaN            NaN            NaN  0.960092        10.8460                 NaN   7.35518       0.559485        41.5701        38.7091                 NaN
  1154.63        500.000                 NaN            NaN            NaN            NaN            NaN   4.31917        7.33590       0.662525E-001   7.27083       0.593961        41.7119        38.7020                 NaN
  1153.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.94820        6.76006        1.02081        7.27871       0.590771        41.6988        38.7027                 NaN
  1151.82        500.000                 NaN            NaN            NaN            NaN            NaN  0.467656        11.3469                 NaN   7.36615       0.555473        41.5539        38.7100                 NaN
  1150.42        500.000                 NaN            NaN            NaN            NaN            NaN  0.280030        11.5378                 NaN   7.37026       0.553968        41.5477        38.7103                 NaN
  1149.01        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37528       0.340882E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1147.61        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37528       0.340889E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1146.20        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37528       0.340873E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1144.79        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37528       0.340880E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1143.39        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37529       0.340887E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1141.98        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37529       0.340895E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1140.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37529       0.340881E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1139.17        500.000                 NaN            NaN            NaN            NaN            NaN   4.33403        7.38704                 NaN   7.27064       0.594053        41.7123        38.7020                 NaN
  1137.76        500.000                 NaN            NaN            NaN            NaN            NaN   4.11448        7.02290       0.588620        7.27599       0.592046        41.7035        38.7024                 NaN
  1136.36        500.000                 NaN            NaN            NaN            NaN            NaN   9.73263        2.10587                 NaN   7.40092       0.543912        41.5032        38.7135                 NaN
  1134.95        500.000                 NaN            NaN            NaN            NaN            NaN   1.27332        10.5513                 NaN   7.38681       0.549234        41.5279        38.7115                 NaN
  1133.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.34516        7.37529       0.340886E-003   7.27030       0.594177        41.7128        38.7020                 NaN
  1132.14        500.000                 NaN            NaN            NaN            NaN            NaN   8.00709       0.340881E-003   3.71525        7.27228       0.593736        41.7074        38.7039                 NaN
  1130.74        500.000                 NaN            NaN            NaN            NaN            NaN   1.11595       0.219474E-004   10.7164        7.39632       0.545724        41.5126        38.7130                 NaN
  1129.33        500.000                 NaN            NaN            NaN            NaN            NaN  0.919606        10.9188                 NaN   7.40116       0.543369        41.5035        38.7135                 NaN
  1127.92        500.000                 NaN            NaN            NaN            NaN            NaN  0.634134        11.2119                 NaN   7.40721       0.540405        41.4919        38.7144                 NaN
  1126.52        500.000                 NaN            NaN            NaN            NaN   2.58847        7.89713                 NaN            NaN   7.08208       0.767893        42.2649        39.3995                 NaN
  1125.11        500.000                 NaN            NaN            NaN            NaN   2.58848        7.89712       0.178847E-005            NaN   7.08208       0.767894        42.2649        39.3995                 NaN
  1123.71        500.000                 NaN            NaN            NaN            NaN   2.66193        7.79123                 NaN            NaN   7.07874       0.772104        42.2754        39.4205                 NaN
  1122.30        500.000                 NaN            NaN            NaN            NaN   2.66193        7.79123                 NaN            NaN   7.07874       0.772104        42.2754        39.4205                 NaN
  1120.90        500.000                 NaN            NaN            NaN            NaN   2.72983        7.69360                 NaN            NaN   7.07580       0.775947        42.2847        39.4401                 NaN
  1119.49        500.000                 NaN            NaN            NaN            NaN   2.72983        7.69360                 NaN            NaN   7.07580       0.775947        42.2847        39.4401                 NaN
  1118.08        500.000                 NaN            NaN            NaN            NaN   2.72983        7.69360                 NaN            NaN   7.07580       0.775947        42.2847        39.4401                 NaN
  1116.68        500.000                 NaN            NaN            NaN            NaN   2.79330        7.60252                 NaN            NaN   7.07316       0.779505        42.2930        39.4586                 NaN
  1115.27        500.000                 NaN            NaN            NaN            NaN   2.79330        7.60252                 NaN            NaN   7.07316       0.779505        42.2930        39.4586                 NaN
  1113.87        500.000                 NaN            NaN            NaN            NaN   2.79330        7.60252                 NaN            NaN   7.07316       0.779505        42.2930        39.4586                 NaN
  1112.46        500.000                 NaN            NaN            NaN            NaN   2.85396        7.51549                 NaN            NaN   7.07065       0.782916        42.3008        39.4762                 NaN
  1111.06        500.000                 NaN            NaN            NaN            NaN   2.85396        7.51549                 NaN            NaN   7.07065       0.782916        42.3008        39.4762                 NaN
  1109.65        500.000                 NaN            NaN            NaN            NaN   2.90798        7.43861                 NaN            NaN   7.06881       0.785791        42.3066        39.4922                 NaN
  1108.24        500.000                 NaN            NaN            NaN            NaN   2.90798        7.43861                 NaN            NaN   7.06881       0.785791        42.3066        39.4922                 NaN
  1106.84        500.000                 NaN            NaN            NaN            NaN   2.90798        7.43861                 NaN            NaN   7.06881       0.785791        42.3066        39.4922                 NaN
  1105.43        500.000                 NaN            NaN            NaN            NaN   2.90798        7.43861                 NaN            NaN   7.06881       0.785791        42.3066        39.4922                 NaN
  1104.03        500.000                 NaN            NaN            NaN            NaN   2.96031        7.36397                 NaN            NaN   7.06696       0.788628        42.3125        39.5076                 NaN
  1102.62        500.000                 NaN            NaN            NaN            NaN   2.96031        7.36397                 NaN            NaN   7.06696       0.788628        42.3125        39.5076                 NaN
  1101.22        500.000                 NaN            NaN            NaN            NaN   3.00933        7.29445                 NaN            NaN   7.06546       0.791200        42.3173        39.5223                 NaN
  1099.81        500.000                 NaN            NaN            NaN            NaN   3.00933        7.29445                 NaN            NaN   7.06546       0.791200        42.3173        39.5223                 NaN
  1098.40        500.000                 NaN            NaN            NaN            NaN   3.00933        7.29445                 NaN            NaN   7.06546       0.791200        42.3173        39.5223                 NaN
  1097.00        500.000                 NaN            NaN            NaN            NaN   3.05555        7.22913                 NaN            NaN   7.06420       0.793576        42.3214        39.5362                 NaN
  1095.59        500.000                 NaN            NaN            NaN            NaN   3.05555        7.22913                 NaN            NaN   7.06420       0.793576        42.3214        39.5362                 NaN
  1094.19        500.000                 NaN            NaN            NaN            NaN   3.04204        7.25384                 NaN            NaN   7.06827       0.791304        42.3113        39.5333                 NaN
  1092.78        500.000                 NaN            NaN            NaN            NaN   3.09924        7.16762                 NaN            NaN   7.06318       0.795772        42.3248        39.5494                 NaN
  1091.37        500.000                 NaN            NaN            NaN            NaN   3.09924        7.16762                 NaN            NaN   7.06318       0.795772        42.3248        39.5494                 NaN
  1089.97        500.000                 NaN            NaN            NaN            NaN   3.09924        7.16762                 NaN            NaN   7.06318       0.795772        42.3248        39.5494                 NaN
  1088.56        500.000                 NaN            NaN            NaN            NaN   3.14167        7.10790                 NaN            NaN   7.06220       0.797920        42.3280        39.5623                 NaN
  1087.16        500.000                 NaN            NaN            NaN            NaN   3.14167        7.10790                 NaN            NaN   7.06220       0.797920        42.3280        39.5623                 NaN
  1085.75        500.000                 NaN            NaN            NaN            NaN   3.14167        7.10790                 NaN            NaN   7.06220       0.797920        42.3280        39.5623                 NaN
  1084.35        500.000                 NaN            NaN            NaN            NaN   3.18042        7.05392                 NaN            NaN   7.06166       0.799739        42.3299        39.5743                 NaN
  1082.94        500.000                 NaN            NaN            NaN            NaN   3.18042        7.05392                 NaN            NaN   7.06166       0.799739        42.3299        39.5743                 NaN
  1081.53        500.000                 NaN            NaN            NaN            NaN   3.18042        7.05392                 NaN            NaN   7.06166       0.799739        42.3299        39.5743                 NaN
  1080.13        500.000                 NaN            NaN            NaN            NaN   3.21625        7.00449                 NaN            NaN   7.06147       0.801302        42.3309        39.5856                 NaN
  1078.72        500.000                 NaN            NaN            NaN            NaN   3.21625        7.00449                 NaN            NaN   7.06147       0.801302        42.3309        39.5856                 NaN
  1077.32        500.000                 NaN            NaN            NaN            NaN   3.21625        7.00449                 NaN            NaN   7.06147       0.801302        42.3309        39.5856                 NaN
  1075.91        500.000                 NaN            NaN            NaN            NaN   3.25204        6.95494                 NaN            NaN   7.06120       0.802928        42.3321        39.5968                 NaN
  1074.51        500.000                 NaN            NaN            NaN            NaN   3.25204        6.95494                 NaN            NaN   7.06120       0.802928        42.3321        39.5968                 NaN
  1073.10        500.000                 NaN            NaN            NaN            NaN   3.25204        6.95494                 NaN            NaN   7.06120       0.802928        42.3321        39.5968                 NaN
  1071.69        500.000                 NaN            NaN            NaN            NaN   3.25204        6.95494                 NaN            NaN   7.06120       0.802928        42.3321        39.5968                 NaN
  1070.29        500.000                 NaN            NaN            NaN            NaN   3.28620        6.90787                 NaN            NaN   7.06112       0.804437        42.3328        39.6076                 NaN
  1068.88        500.000                 NaN            NaN            NaN            NaN   3.28620        6.90787                 NaN            NaN   7.06112       0.804437        42.3328        39.6076                 NaN
  1067.48        500.000                 NaN            NaN            NaN            NaN   3.28620        6.90787                 NaN            NaN   7.06112       0.804437        42.3328        39.6076                 NaN
  1066.07        500.000                 NaN            NaN            NaN            NaN   3.31884        6.86316                 NaN            NaN   7.06120       0.805816        42.3329        39.6180                 NaN
  1064.67        500.000                 NaN            NaN            NaN            NaN   3.31884        6.86316                 NaN            NaN   7.06120       0.805816        42.3329        39.6180                 NaN
  1063.26        500.000                 NaN            NaN            NaN            NaN   3.31884        6.86316                 NaN            NaN   7.06120       0.805816        42.3329        39.6180                 NaN
  1061.85        500.000                 NaN            NaN            NaN            NaN   3.31884        6.86316                 NaN            NaN   7.06120       0.805816        42.3329        39.6180                 NaN
  1060.45        500.000                 NaN            NaN            NaN            NaN   3.31883        6.86317                 NaN            NaN   7.06120       0.805815        42.3329        39.6180                 NaN
  1059.04        500.000                 NaN            NaN            NaN            NaN   3.35334        6.81512                 NaN            NaN   7.06091       0.807497        42.3342        39.6290                 NaN
  1057.64        500.000                 NaN            NaN            NaN            NaN   3.35334        6.81512                 NaN            NaN   7.06091       0.807497        42.3342        39.6290                 NaN
  1056.23        500.000                 NaN            NaN            NaN            NaN   3.38306        6.77489                 NaN            NaN   7.06134       0.808652        42.3334        39.6387                 NaN
  1054.82        500.000                 NaN            NaN            NaN            NaN   3.38306        6.77490                 NaN            NaN   7.06134       0.808651        42.3334        39.6387                 NaN
  1053.42        500.000                 NaN            NaN            NaN            NaN   3.38305        6.77491                 NaN            NaN   7.06134       0.808650        42.3334        39.6387                 NaN
  1052.01        500.000                 NaN            NaN            NaN            NaN   3.41184        6.73609                 NaN            NaN   7.06188       0.809742        42.3323        39.6482                 NaN
  1050.61        500.000                 NaN            NaN            NaN            NaN   3.41184        6.73610                 NaN            NaN   7.06188       0.809742        42.3323        39.6482                 NaN
  1049.20        500.000                 NaN            NaN            NaN            NaN   3.41112        6.73767                 NaN            NaN   7.06219       0.809579        42.3314        39.6481                 NaN
  1047.80        500.000                 NaN            NaN            NaN            NaN   3.30953        6.93714                 NaN            NaN   7.09495       0.789086        42.2402        39.6291                 NaN
  1046.39        500.000                 NaN            NaN            NaN            NaN   3.43954        6.69917                 NaN            NaN   7.06251       0.810715        42.3306        39.6575                 NaN
  1044.98        500.000                 NaN            NaN            NaN            NaN   3.43954        6.69917                 NaN            NaN   7.06251       0.810714        42.3306        39.6575                 NaN
  1043.58        500.000                 NaN            NaN            NaN            NaN   3.43954        6.69917                 NaN            NaN   7.06251       0.810712        42.3306        39.6575                 NaN
  1042.17        500.000                 NaN            NaN            NaN            NaN   3.46596        6.66395                 NaN            NaN   7.06346       0.811617        42.3287        39.6664                 NaN
  1040.77        500.000                 NaN            NaN            NaN            NaN   3.46607        6.66376                 NaN            NaN   7.06344       0.811633        42.3287        39.6664                 NaN
  1039.36        500.000                 NaN            NaN            NaN            NaN   3.46627        6.66338                 NaN            NaN   7.06338       0.811668        42.3289        39.6664                 NaN
  1037.96        500.000                 NaN            NaN            NaN            NaN   3.46636        6.66321                 NaN            NaN   7.06336       0.811684        42.3289        39.6664                 NaN
  1036.55        500.000                 NaN            NaN            NaN            NaN   3.46642        6.66309                 NaN            NaN   7.06334       0.811697        42.3290        39.6665                 NaN
  1035.14        500.000                 NaN            NaN            NaN            NaN   3.51640        6.59744                 NaN            NaN   7.06550       0.813224        42.3238        39.6837                 NaN
  1033.74        500.000                 NaN            NaN            NaN            NaN   3.51641        6.59743                 NaN            NaN   7.06550       0.813224        42.3238        39.6837                 NaN
  1032.33        500.000                 NaN            NaN            NaN            NaN   3.51641        6.59742                 NaN            NaN   7.06550       0.813225        42.3238        39.6837                 NaN
  1030.93        500.000                 NaN            NaN            NaN            NaN   3.51641        6.59742                 NaN            NaN   7.06550       0.813225        42.3238        39.6837                 NaN
  1029.52        500.000                 NaN            NaN            NaN            NaN   3.51642        6.59741                 NaN            NaN   7.06550       0.813226        42.3238        39.6837                 NaN
  1028.12        500.000                 NaN            NaN            NaN            NaN   3.51642        6.59742                 NaN            NaN   7.06550       0.813225        42.3238        39.6837                 NaN
  1026.71        500.000                 NaN            NaN            NaN            NaN   3.51642        6.59741                 NaN            NaN   7.06550       0.813226        42.3238        39.6837                 NaN
  1025.30        500.000                 NaN            NaN            NaN            NaN   3.51642        6.59742                 NaN            NaN   7.06550       0.813225        42.3238        39.6837                 NaN
  1023.90        500.000                 NaN            NaN            NaN            NaN   3.56310        6.53699                 NaN            NaN   7.06817       0.814477        42.3171        39.7001                 NaN
