|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              O(HP)         
  1188.77        500.000                 NaN            NaN   8.14771                 NaN            NaN   6.94837                 NaN   43.2342       0.346865        41.3229                 NaN
  1187.77        500.000                 NaN            NaN   8.14777                 NaN            NaN   6.94876                 NaN   43.2331       0.346796        41.3236                 NaN
  1186.76        500.000                 NaN            NaN   8.14781                 NaN            NaN   6.94912                 NaN   43.2321       0.346734        41.3243                 NaN
  1185.76        500.000                 NaN            NaN   8.14783                 NaN            NaN   6.94947                 NaN   43.2310       0.346675        41.3250                 NaN
  1184.76        500.000                 NaN            NaN   8.14785                 NaN            NaN   6.94981                 NaN   43.2300       0.346620        41.3257                 NaN
  1183.75        500.000                 NaN            NaN   8.14783                 NaN            NaN   6.95012                 NaN   43.2291       0.346572        41.3264                 NaN
  1182.75        500.000                 NaN            NaN   8.14781                 NaN            NaN   6.95043                 NaN   43.2281       0.346526        41.3271                 NaN
  1181.74        500.000                 NaN            NaN   8.14964                 NaN            NaN   6.95358                 NaN   43.2230       0.345682        41.3281                 NaN
  1180.74        500.000                 NaN            NaN   8.14892                 NaN            NaN   6.95401                 NaN   43.2228       0.345686        41.3286                 NaN
  1179.74        500.000                 NaN            NaN   8.14614                 NaN            NaN   6.95334                 NaN   43.2257       0.346149        41.3287                 NaN
  1178.73        500.000                 NaN            NaN   8.12724       0.206696E-001            NaN   6.95463                 NaN   43.2220       0.345672        41.3298                 NaN
  1177.73        500.000                 NaN            NaN   8.16909                 NaN            NaN   6.95555                 NaN   43.1961       0.343223        41.3360                 NaN
  1176.72        500.000                 NaN            NaN   8.00183       0.146390                 NaN   6.95503                 NaN   43.2199       0.345518        41.3313                 NaN
  1175.72        500.000                 NaN            NaN   7.90236       0.246118                 NaN   6.95530                 NaN   43.2187       0.345423        41.3321                 NaN
  1174.72        500.000                 NaN            NaN   8.16832                 NaN            NaN   6.95696                 NaN   43.1937       0.343245        41.3378                 NaN
  1173.71        500.000                 NaN            NaN   8.17012                 NaN            NaN   6.95879                 NaN   43.1895       0.342755        41.3388                 NaN
  1172.71        500.000                 NaN            NaN   7.47612       0.673451                 NaN   6.95636                 NaN   43.2145       0.345071        41.3345                 NaN
  1171.70        500.000                 NaN            NaN   7.29399       0.856030                 NaN   6.95680                 NaN   43.2129       0.344932        41.3353                 NaN
  1170.70        500.000                 NaN            NaN   8.16012                 NaN            NaN   6.96022                 NaN   43.1979       0.343394        41.3384                 NaN
  1169.69        500.000                 NaN            NaN   8.15108                 NaN            NaN   6.95780                 NaN   43.2095       0.344618        41.3370                 NaN
  1168.69        500.000                 NaN            NaN   8.16414                 NaN            NaN   6.97329                 NaN   43.1815       0.340839        41.3402                 NaN
  1167.69        500.000                 NaN            NaN   8.18424                 NaN            NaN   6.97125                 NaN   43.1595       0.338986        41.3460                 NaN
  1166.68        500.000                 NaN            NaN   8.18617                 NaN            NaN   6.97339                 NaN   43.1549       0.338440        41.3471                 NaN
  1165.68        500.000                 NaN            NaN   8.16586                 NaN            NaN   6.96470                 NaN   43.1842       0.342087        41.3432                 NaN
  1164.67        500.000                 NaN            NaN   8.17314                 NaN            NaN   6.96700                 NaN   43.1732       0.341174        41.3455                 NaN
  1163.67        500.000                 NaN            NaN   8.17619                 NaN            NaN   6.96896                 NaN   43.1675       0.340575        41.3468                 NaN
  1162.67        500.000                 NaN            NaN   8.16321                 NaN            NaN   6.97280                 NaN   43.1787       0.340848        41.3444                 NaN
  1161.66        500.000                 NaN            NaN   8.16237       0.100739E-002            NaN   6.97309                 NaN   43.1776       0.340759        41.3452                 NaN
  1160.66        500.000                 NaN            NaN   8.16286       0.697726E-003            NaN   6.97340                 NaN   43.1764       0.340665        41.3459                 NaN
  1159.65        500.000                 NaN            NaN   8.16318       0.524007E-003            NaN   6.97368                 NaN   43.1753       0.340579        41.3467                 NaN
  1158.65        500.000                 NaN            NaN   7.94897       0.215243                 NaN   6.97507                 NaN   43.1729       0.340268        41.3475                 NaN
  1157.65        500.000                 NaN            NaN   8.18518                 NaN            NaN   6.97784                 NaN   43.1460       0.338239        41.3527                 NaN
  1156.64        500.000                 NaN            NaN   7.08596        1.07655                 NaN   6.96756                 NaN   43.1796       0.341634        41.3487                 NaN
  1155.64        500.000                 NaN            NaN   7.03669        1.12723                 NaN   6.96867                 NaN   43.1764       0.341296        41.3497                 NaN
  1154.63        500.000                 NaN            NaN   6.98830        1.17713                 NaN   6.96986                 NaN   43.1730       0.340935        41.3508                 NaN
  1153.63        500.000                 NaN            NaN   8.20188                 NaN            NaN   6.99142                 NaN   43.1138       0.333771        41.3592                 NaN
  1152.62        500.000                 NaN            NaN   8.20123                 NaN            NaN   6.99277                 NaN   43.1125       0.333732        41.3598                 NaN
  1151.62        500.000                 NaN            NaN   8.20403                 NaN            NaN   6.99427                 NaN   43.1074       0.333281        41.3610                 NaN
  1150.62        500.000                 NaN            NaN   7.95135       0.212147                 NaN   6.97556                 NaN   43.1677       0.340044        41.3532                 NaN
  1149.61        500.000                 NaN            NaN   8.03044       0.131093                 NaN   6.97468                 NaN   43.1699       0.340369        41.3535                 NaN
  1148.61        500.000                 NaN            NaN   8.20864                 NaN            NaN   6.99851                 NaN   43.0969       0.331974        41.3640                 NaN
  1147.60        500.000                 NaN            NaN   8.21014                 NaN            NaN   7.00000                 NaN   43.0933       0.331578        41.3649                 NaN
  1146.60        500.000                 NaN            NaN   8.21151                 NaN            NaN   7.00146                 NaN   43.0899       0.331192        41.3659                 NaN
  1145.60        500.000                 NaN            NaN   8.21284                 NaN            NaN   7.00287                 NaN   43.0866       0.330817        41.3669                 NaN
  1144.59        500.000                 NaN            NaN   8.21450                 NaN            NaN   7.00445                 NaN   43.0828       0.330390        41.3679                 NaN
  1143.59        500.000                 NaN            NaN   8.21566                 NaN            NaN   7.00584                 NaN   43.0797       0.330027        41.3688                 NaN
  1142.58        500.000                 NaN            NaN   8.20947                 NaN            NaN   7.00198                 NaN   43.0890       0.331518        41.3681                 NaN
  1141.58        500.000                 NaN            NaN   8.21815                 NaN            NaN   7.00864                 NaN   43.0733       0.329292        41.3706                 NaN
  1140.58        500.000                 NaN            NaN   8.22077                 NaN            NaN   7.01144                 NaN   43.0674       0.328548        41.3719                 NaN
  1139.57        500.000                 NaN            NaN   8.22313                 NaN            NaN   7.01397                 NaN   43.0620       0.327877        41.3731                 NaN
  1138.57        500.000                 NaN            NaN   8.21830                 NaN            NaN   7.01000                 NaN   43.0699       0.329143        41.3726                 NaN
  1137.56        500.000                 NaN            NaN   6.20022        2.02126                 NaN   7.01237                 NaN   43.0638       0.328298        41.3740                 NaN
  1136.56        500.000                 NaN            NaN   2.04208        6.18111                 NaN   7.01417                 NaN   43.0598       0.327814        41.3750                 NaN
  1135.55        500.000                 NaN            NaN   7.95693       0.205077                 NaN   6.97636                 NaN   43.1583       0.339654        41.3637                 NaN
  1134.55        500.000                 NaN            NaN   8.22315                 NaN            NaN   7.01532                 NaN   43.0575       0.327761        41.3763                 NaN
  1133.55        500.000                 NaN            NaN   8.22832                 NaN            NaN   7.01946                 NaN   43.0477       0.326428        41.3781                 NaN
  1132.54        500.000                 NaN            NaN   8.22916                 NaN            NaN   7.02053                 NaN   43.0452       0.326171        41.3790                 NaN
  1131.54        500.000                 NaN            NaN   8.23153                 NaN            NaN   7.02219                 NaN   43.0407       0.325467        41.3801                 NaN
  1130.53        500.000                 NaN            NaN   6.77941        1.45449                 NaN   7.02543                 NaN   43.0345       0.324780        41.3814                 NaN
  1129.53        500.000                 NaN            NaN   8.23116                 NaN            NaN   7.02336                 NaN   43.0386       0.325547        41.3814                 NaN
  1128.53        500.000                 NaN            NaN   8.23609                 NaN            NaN   7.02723                 NaN   43.0293       0.324257        41.3831                 NaN
  1127.52        500.000                 NaN            NaN   8.23895                 NaN            NaN   7.03078                 NaN   43.0225       0.323321        41.3845                 NaN
  1126.52        500.000                 NaN            NaN   8.24056                 NaN            NaN   7.03249                 NaN   43.0186       0.322854        41.3855                 NaN
  1125.51        500.000                 NaN            NaN   7.79369       0.449786                 NaN   7.03609                 NaN   43.0117       0.321893        41.3868                 NaN
  1124.51        500.000                 NaN            NaN  0.933008E-001   8.14122                 NaN   7.02793                 NaN   43.0277       0.324497        41.3853                 NaN
  1123.51        500.000                 NaN            NaN  0.181916        8.05356                 NaN   7.02895                 NaN   43.0251       0.324226        41.3862                 NaN
  1122.50        500.000                 NaN            NaN  0.261980        7.97448                 NaN   7.03001                 NaN   43.0225       0.323945        41.3871                 NaN
  1121.50        500.000                 NaN            NaN  0.333867        7.90361                 NaN   7.03109                 NaN   43.0198       0.323656        41.3880                 NaN
  1120.49        500.000                 NaN            NaN   8.24623                 NaN            NaN   7.03798                 NaN   43.0039       0.321396        41.3905                 NaN
  1119.49        500.000                 NaN            NaN   8.25013                 NaN            NaN   7.04271                 NaN   42.9948       0.320020        41.3924                 NaN
  1118.49        500.000                 NaN            NaN   8.25106                 NaN            NaN   7.04365                 NaN   42.9923       0.319750        41.3933                 NaN
  1117.48        500.000                 NaN            NaN   8.25334                 NaN            NaN   7.04434                 NaN   42.9887       0.319507        41.3941                 NaN
  1116.48        500.000                 NaN            NaN   7.84573       0.406418                 NaN   7.04503                 NaN   42.9885       0.319351        41.3950                 NaN
  1115.47        500.000                 NaN            NaN   8.25363                 NaN            NaN   7.04656                 NaN   42.9849       0.318926        41.3960                 NaN
  1114.47        500.000                 NaN            NaN   8.25453                 NaN            NaN   7.04766                 NaN   42.9823       0.318615        41.3969                 NaN
  1113.46        500.000                 NaN            NaN   8.25506                 NaN            NaN   7.04869                 NaN   42.9800       0.318331        41.3979                 NaN
  1112.46        500.000                 NaN            NaN   8.25556                 NaN            NaN   7.04970                 NaN   42.9778       0.318048        41.3989                 NaN
  1111.46        500.000                 NaN            NaN   8.26124                 NaN            NaN   7.05306                 NaN   42.9686       0.317050        41.4001                 NaN
  1110.45        500.000                 NaN            NaN   8.26219                 NaN            NaN   7.05435                 NaN   42.9657       0.316689        41.4011                 NaN
  1109.45        500.000                 NaN            NaN  0.219903E-001   8.24356                 NaN   7.05687                 NaN   42.9597       0.315815        41.4020                 NaN
  1108.44        500.000                 NaN            NaN  0.186789E-001   8.24771                 NaN   7.05783                 NaN   42.9571       0.315691        41.4030                 NaN
  1107.44        500.000                 NaN            NaN  0.889966E-001   8.17867                 NaN   7.05925                 NaN   42.9538       0.315295        41.4040                 NaN
  1106.44        500.000                 NaN            NaN  0.153609        8.11542                 NaN   7.06067                 NaN   42.9505       0.314894        41.4049                 NaN
  1105.43        500.000                 NaN            NaN   8.27051                 NaN            NaN   7.06141                 NaN   42.9477       0.314737        41.4056                 NaN
  1104.43        500.000                 NaN            NaN   8.27052                 NaN            NaN   7.06229                 NaN   42.9461       0.314522        41.4066                 NaN
  1103.42        500.000                 NaN            NaN  0.345261        7.92769                 NaN   7.06482                 NaN   42.9407       0.313726        41.4078                 NaN
  1102.42        500.000                 NaN            NaN  0.408825        7.86537                 NaN   7.06616                 NaN   42.9376       0.313348        41.4087                 NaN
  1101.42        500.000                 NaN            NaN   8.10804       0.160997                 NaN   7.06289                 NaN   42.9447       0.314243        41.4091                 NaN
  1100.41        500.000                 NaN            NaN   8.15971       0.110599                 NaN   7.06413                 NaN   42.9417       0.313883        41.4100                 NaN
  1099.41        500.000                 NaN            NaN   8.27011                 NaN            NaN   7.06361                 NaN   42.9421       0.314551        41.4096                 NaN
  1098.40        500.000                 NaN            NaN  0.663355        7.61560                 NaN   7.07131                 NaN   42.9255       0.311897        41.4124                 NaN
  1097.40        500.000                 NaN            NaN   8.28591                 NaN            NaN   7.07557                 NaN   42.9137       0.310552        41.4143                 NaN
  1096.39        500.000                 NaN            NaN   8.27723                 NaN            NaN   7.06976                 NaN   42.9270       0.312229        41.4138                 NaN
  1095.39        500.000                 NaN            NaN   8.23717       0.506410E-001            NaN   7.07834                 NaN   42.9078       0.309786        41.4162                 NaN
  1094.39        500.000                 NaN            NaN   8.13421       0.155241                 NaN   7.07983                 NaN   42.9041       0.309346        41.4172                 NaN
  1093.38        500.000                 NaN            NaN   8.02595       0.265037                 NaN   7.08134                 NaN   42.9005       0.308912        41.4182                 NaN
  1092.38        500.000                 NaN            NaN   8.28877                 NaN            NaN   7.07950                 NaN   42.9039       0.309631        41.4182                 NaN
  1091.37        500.000                 NaN            NaN   8.29237                 NaN            NaN   7.08250                 NaN   42.8968       0.308684        41.4196                 NaN
  1090.37        500.000                 NaN            NaN   1.51771        6.77669                 NaN   7.08353                 NaN   42.8931       0.308247        41.4207                 NaN
  1089.37        500.000                 NaN            NaN   6.69329        1.57856                 NaN   7.06588                 NaN   42.9311       0.313258        41.4179                 NaN
  1088.36        500.000                 NaN            NaN   8.29814                 NaN            NaN   7.08748                 NaN   42.8845       0.307189        41.4227                 NaN
  1087.36        500.000                 NaN            NaN   7.54184       0.755773                 NaN   7.08685                 NaN   42.8848       0.307251        41.4235                 NaN
  1086.35        500.000                 NaN            NaN   7.62680       0.681407                 NaN   7.09472                 NaN   42.8656       0.304999        41.4265                 NaN
  1085.35        500.000                 NaN            NaN   7.88866       0.402859                 NaN   7.08375                 NaN   42.8926       0.308167        41.4240                 NaN
  1084.35        500.000                 NaN            NaN   7.90848       0.385267                 NaN   7.08569                 NaN   42.8879       0.307596        41.4250                 NaN
  1083.34        500.000                 NaN            NaN   8.04980       0.248294                 NaN   7.08906                 NaN   42.8798       0.306594        41.4265                 NaN
  1082.34        500.000                 NaN            NaN   8.10532       0.195786                 NaN   7.09157                 NaN   42.8737       0.305851        41.4277                 NaN
  1081.33        500.000                 NaN            NaN   8.16732       0.137085                 NaN   7.09428                 NaN   42.8672       0.305049        41.4290                 NaN
  1080.33        500.000                 NaN            NaN   8.25735       0.509817E-001            NaN   7.09744                 NaN   42.8597       0.304114        41.4304                 NaN
  1079.32        500.000                 NaN            NaN   3.35736        2.40381        2.49353        7.05795                 NaN   42.9498       0.315895        41.4216                 NaN
  1078.32        500.000                 NaN            NaN   3.32483        2.41686        2.51360        7.05866                 NaN   42.9479       0.315695        41.4225                 NaN
  1077.32        500.000                 NaN            NaN   8.02154       0.299115                 NaN   7.10755                 NaN   42.8360       0.301168        41.4346                 NaN
  1076.31        500.000                 NaN            NaN   7.83836       0.483975                 NaN   7.10898                 NaN   42.8323       0.300738        41.4356                 NaN
  1075.31        500.000                 NaN            NaN   8.32575                 NaN            NaN   7.11208                 NaN   42.8254       0.299805        41.4370                 NaN
  1074.30        500.000                 NaN            NaN   7.43546       0.890479                 NaN   7.11224                 NaN   42.8243       0.299771        41.4377                 NaN
  1073.30        500.000                 NaN            NaN   8.32871                 NaN            NaN   7.11471                 NaN   42.8186       0.299032        41.4389                 NaN
  1072.30        500.000                 NaN            NaN   3.11309        2.51304        2.63264        7.06285                 NaN   42.9366       0.314498        41.4272                 NaN
  1071.29        500.000                 NaN            NaN   3.07427        2.53085        2.65428        7.06359                 NaN   42.9347       0.314285        41.4280                 NaN
  1070.29        500.000                 NaN            NaN   3.05187        2.53875        2.66942        7.06432                 NaN   42.9327       0.314073        41.4289                 NaN
  1069.28        500.000                 NaN            NaN   3.03939        2.54067        2.68061        7.06505                 NaN   42.9308       0.313862        41.4297                 NaN
  1068.28        500.000                 NaN            NaN   3.02704        2.54251        2.69177        7.06578                 NaN   42.9288       0.313647        41.4305                 NaN
  1067.28        500.000                 NaN            NaN   3.01458        2.54437        2.70301        7.06652                 NaN   42.9268       0.313431        41.4313                 NaN
  1066.27        500.000                 NaN            NaN   3.00211        2.54622        2.71429        7.06727                 NaN   42.9248       0.313212        41.4321                 NaN
  1065.27        500.000                 NaN            NaN   2.98958        2.54807        2.72563        7.06802                 NaN   42.9228       0.312991        41.4329                 NaN
  1064.26        500.000                 NaN            NaN   2.97703        2.54992        2.73701        7.06878                 NaN   42.9207       0.312768        41.4337                 NaN
  1063.26        500.000                 NaN            NaN   2.96445        2.55176        2.74844        7.06955                 NaN   42.9187       0.312542        41.4346                 NaN
  1062.25        500.000                 NaN            NaN   2.95181        2.55362        2.75991        7.07032                 NaN   42.9166       0.312314        41.4354                 NaN
  1061.25        500.000                 NaN            NaN   2.93918        2.55545        2.77143        7.07110                 NaN   42.9146       0.312084        41.4362                 NaN
  1060.25        500.000                 NaN            NaN   2.92649        2.55729        2.78298        7.07188                 NaN   42.9125       0.311852        41.4370                 NaN
  1059.24        500.000                 NaN            NaN   2.91379        2.55912        2.79458        7.07268                 NaN   42.9103       0.311617        41.4379                 NaN
  1058.24        500.000                 NaN            NaN   2.90108        2.56094        2.80622        7.07348                 NaN   42.9082       0.311380        41.4387                 NaN
  1057.23        500.000                 NaN            NaN   2.88833        2.56276        2.81790        7.07428                 NaN   42.9061       0.311140        41.4395                 NaN
  1056.23        500.000                 NaN            NaN   2.87555        2.56457        2.82961        7.07510                 NaN   42.9039       0.310898        41.4404                 NaN
  1055.23        500.000                 NaN            NaN   2.72373        2.45454        3.10006        7.08271                 NaN   42.8877       0.308784        41.4425                 NaN
  1054.22        500.000                 NaN            NaN   3.54367        4.80635                 NaN   7.13373                 NaN   42.7664       0.293485        41.4564                 NaN
  1053.22        500.000                 NaN            NaN   3.64070        4.71063                 NaN   7.13493                 NaN   42.7633       0.293139        41.4573                 NaN
  1052.21        500.000                 NaN            NaN   3.56829        4.78433       0.111507E-002   7.13698                 NaN   42.7583       0.292512        41.4585                 NaN
  1051.21        500.000                 NaN            NaN   4.72047        3.62865                 NaN   7.13458                 NaN   42.7648       0.293284        41.4582                 NaN
  1050.21        500.000                 NaN            NaN   4.64511        3.70634                 NaN   7.13642                 NaN   42.7600       0.292734        41.4594                 NaN
  1049.20        500.000                 NaN            NaN   3.91162        4.39142                 NaN   7.10697                 NaN   42.8373       0.302188        41.4505                 NaN
  1048.20        500.000                 NaN            NaN   3.90861        4.39500                 NaN   7.10759                 NaN   42.8355       0.301996        41.4513                 NaN
  1047.19        500.000                 NaN            NaN   3.80175        4.50629                 NaN   7.11097                 NaN   42.8271       0.300999        41.4529                 NaN
  1046.19        500.000                 NaN            NaN   3.79946        4.50920                 NaN   7.11164                 NaN   42.8252       0.300795        41.4537                 NaN
  1045.18        500.000                 NaN            NaN   3.79723        4.51204                 NaN   7.11231                 NaN   42.8233       0.300589        41.4545                 NaN
  1044.18        500.000                 NaN            NaN   3.79510        4.51480                 NaN   7.11299                 NaN   42.8214       0.300380        41.4553                 NaN
  1043.18        500.000                 NaN            NaN   3.79305        4.51749                 NaN   7.11368                 NaN   42.8195       0.300170        41.4561                 NaN
  1042.17        500.000                 NaN            NaN   3.52059        4.80258                 NaN   7.12493                 NaN   42.7959       0.296973        41.4590                 NaN
  1041.17        500.000                 NaN            NaN   3.52144        4.80249                 NaN   7.12574                 NaN   42.7937       0.296730        41.4599                 NaN
  1040.16        500.000                 NaN            NaN   3.52213        4.80259                 NaN   7.12656                 NaN   42.7915       0.296481        41.4607                 NaN
  1039.16        500.000                 NaN            NaN   3.52304        4.80248                 NaN   7.12739                 NaN   42.7893       0.296229        41.4615                 NaN
  1038.16        500.000                 NaN            NaN   3.52417        4.80217                 NaN   7.12823                 NaN   42.7871       0.295974        41.4624                 NaN
  1037.15        500.000                 NaN            NaN   3.51977        4.80751                 NaN   7.12883                 NaN   42.7849       0.295722        41.4633                 NaN
  1036.15        500.000                 NaN            NaN   3.52910        4.79891                 NaN   7.12987                 NaN   42.7826       0.295443        41.4641                 NaN
  1035.14        500.000                 NaN            NaN   3.52840        4.80049                 NaN   7.13086                 NaN   42.7802       0.295179        41.4649                 NaN
  1034.14        500.000                 NaN            NaN   2.91393        5.48667                 NaN   7.17754                 NaN   42.6619       0.280144        41.4798                 NaN
  1033.14        500.000                 NaN            NaN   4.01903        4.35024                 NaN   7.15440                 NaN   42.7142       0.287710        41.4744                 NaN
  1032.13        500.000                 NaN            NaN   3.00518        5.39793                 NaN   7.17975                 NaN   42.6559       0.279509        41.4817                 NaN
  1031.13        500.000                 NaN            NaN   3.04680        5.35756                 NaN   7.18084                 NaN   42.6530       0.279196        41.4826                 NaN
  1030.12        500.000                 NaN            NaN   3.88281        4.48782                 NaN   7.15668                 NaN   42.7089       0.287075        41.4767                 NaN
  1029.12        500.000                 NaN            NaN   3.11536        5.29150                 NaN   7.18304                 NaN   42.6470       0.278561        41.4845                 NaN
  1028.12        500.000                 NaN            NaN   5.72719        1.06887                 NaN   6.90555                 NaN   43.2508       0.369697        41.8182       0.859695     
  1027.11        500.000                 NaN            NaN   3.35943        4.98710                 NaN   7.14355                 NaN   42.7444       0.291473        41.4741                 NaN
  1026.11        500.000                 NaN            NaN   4.88370        3.52467                 NaN   7.18417                 NaN   42.6421       0.278308        41.4871                 NaN
  1025.10        500.000                 NaN            NaN   5.22351        3.18661                 NaN   7.18610                 NaN   42.6381       0.277760        41.4879                 NaN
  1024.10        500.000                 NaN            NaN   4.72889        3.67597                 NaN   7.18149                 NaN   42.6467       0.279284        41.4877                 NaN
  1023.09        500.000                 NaN            NaN   5.74692        1.03305                 NaN   6.90319                 NaN   43.2532       0.370405        41.8250       0.868246     
  1022.09        500.000                 NaN            NaN   3.97385        4.43608                 NaN   7.18478                 NaN   42.6369       0.278050        41.4903                 NaN
  1021.09        500.000                 NaN            NaN   3.90227        4.50907                 NaN   7.18567                 NaN   42.6339       0.277869        41.4912                 NaN
  1020.08        500.000                 NaN            NaN   4.43218        3.98057                 NaN   7.18687                 NaN   42.6307       0.277537        41.4922                 NaN
  1019.08        500.000                 NaN            NaN   4.64806        3.77097                 NaN   7.19294                 NaN   42.6183       0.275713        41.4941                 NaN
  1018.07        500.000                 NaN            NaN   4.63359        3.78659                 NaN   7.19390                 NaN   42.6155       0.275440        41.4950                 NaN
  1017.07        500.000                 NaN            NaN   3.82007        4.60132                 NaN   7.19487                 NaN   42.6127       0.275162        41.4959                 NaN
  1016.07        500.000                 NaN            NaN   4.53333        3.88789                 NaN   7.19415                 NaN   42.6124       0.275460        41.4968                 NaN
  1015.06        500.000                 NaN            NaN   4.51772        3.90422                 NaN   7.19534                 NaN   42.6102       0.275080        41.4974                 NaN
  1014.06        500.000                 NaN            NaN   4.60930        3.81529                 NaN   7.19762                 NaN   42.6048       0.274390        41.4986                 NaN
  1013.05        500.000                 NaN            NaN   3.81951        4.60743                 NaN   7.19955                 NaN   42.5999       0.273809        41.4998                 NaN
  1012.05        500.000                 NaN            NaN   3.93437        4.46231                 NaN   7.19586                 NaN   42.6076       0.275111        41.5075       0.172710E-001
  1011.05        500.000                 NaN            NaN   4.61014        3.81930                 NaN   7.20177                 NaN   42.5939       0.273186        41.5017                 NaN
  1010.04        500.000                 NaN            NaN   4.61350        3.81773                 NaN   7.20314                 NaN   42.5901       0.272770        41.5028                 NaN
  1009.04        500.000                 NaN            NaN   3.79040        4.64151                 NaN   7.20390                 NaN   42.5882       0.272572        41.5035                 NaN
  1008.03        500.000                 NaN            NaN   3.76623        4.66795                 NaN   7.20590                 NaN   42.5833       0.271983        41.5046                 NaN
  1007.03        500.000                 NaN            NaN   3.72117        4.71390                 NaN   7.20672                 NaN   42.5810       0.271757        41.5055                 NaN
  1006.02        500.000                 NaN            NaN   3.72078        4.71700                 NaN   7.20880                 NaN   42.5756       0.271108        41.5067                 NaN
  1005.02        500.000                 NaN            NaN   3.66340        4.77544                 NaN   7.21013                 NaN   42.5727       0.270751        41.5075                 NaN
  1004.02        500.000                 NaN            NaN   3.64737        4.79275                 NaN   7.21107                 NaN   42.5698       0.270484        41.5085                 NaN
  1003.01        500.000                 NaN            NaN   3.62798        4.81374                 NaN   7.21249                 NaN   42.5662       0.270080        41.5095                 NaN
  1002.01        500.000                 NaN            NaN   4.68361        3.76031                 NaN   7.21381                 NaN   42.5618       0.269655        41.5108                 NaN
  1001.00        500.000                 NaN            NaN   3.61456        4.82989                 NaN   7.21487                 NaN   42.5598       0.269401        41.5115                 NaN
  1000.00        500.000                 NaN            NaN   3.81076        4.63358                 NaN   7.21410                 NaN   42.5596       0.269657        41.5123       0.930353E-006
