|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              O(HP)         
  1187.77        500.000                 NaN            NaN   11.0761                 NaN            NaN   7.19612                 NaN   41.1878       0.616250        39.9237                 NaN
  1186.76        500.000                 NaN            NaN   11.0763                 NaN            NaN   7.19653                 NaN   41.1873       0.616150        39.9238                 NaN
  1185.76        500.000                 NaN            NaN   11.0765                 NaN            NaN   7.19692                 NaN   41.1868       0.616056        39.9238                 NaN
  1184.76        500.000                 NaN            NaN   11.0766                 NaN            NaN   7.19730                 NaN   41.1863       0.615969        39.9238                 NaN
  1183.75        500.000                 NaN            NaN   11.0768                 NaN            NaN   7.19766                 NaN   41.1859       0.615894        39.9238                 NaN
  1182.75        500.000                 NaN            NaN   11.0769                 NaN            NaN   7.19801                 NaN   41.1854       0.615823        39.9238                 NaN
  1181.74        500.000                 NaN            NaN   11.0794                 NaN            NaN   7.20129                 NaN   41.1809       0.614334        39.9241                 NaN
  1180.74        500.000                 NaN            NaN   11.0788                 NaN            NaN   7.20177                 NaN   41.1812       0.614351        39.9240                 NaN
  1179.74        500.000                 NaN            NaN   11.0758                 NaN            NaN   7.20112                 NaN   41.1845       0.615186        39.9234                 NaN
  1178.73        500.000                 NaN            NaN   11.0501       0.279263E-001            NaN   7.20247                 NaN   41.1814       0.614348        39.9237                 NaN
  1177.73        500.000                 NaN            NaN   11.1007                 NaN            NaN   7.20340                 NaN   41.1571       0.610001        39.9288                 NaN
  1176.72        500.000                 NaN            NaN   10.8815       0.197236                 NaN   7.20295                 NaN   41.1803       0.614096        39.9239                 NaN
  1175.72        500.000                 NaN            NaN   10.7472       0.332033                 NaN   7.20326                 NaN   41.1796       0.613938        39.9240                 NaN
  1174.72        500.000                 NaN            NaN   11.1001                 NaN            NaN   7.20497                 NaN   41.1563       0.610074        39.9286                 NaN
  1173.71        500.000                 NaN            NaN   11.1022                 NaN            NaN   7.20689                 NaN   41.1527       0.609213        39.9290                 NaN
  1172.71        500.000                 NaN            NaN   10.1699       0.911055                 NaN   7.20444                 NaN   41.1770       0.613344        39.9243                 NaN
  1171.70        500.000                 NaN            NaN   9.92276        1.15884                 NaN   7.20492                 NaN   41.1760       0.613106        39.9244                 NaN
  1170.70        500.000                 NaN            NaN   11.0925                 NaN            NaN   7.20847                 NaN   41.1620       0.610381        39.9266                 NaN
  1169.69        500.000                 NaN            NaN   11.0831                 NaN            NaN   7.20601                 NaN   41.1736       0.612570        39.9247                 NaN
  1168.69        500.000                 NaN            NaN   11.0979                 NaN            NaN   7.22205                 NaN   41.1472       0.605859        39.9270                 NaN
  1167.69        500.000                 NaN            NaN   11.1189                 NaN            NaN   7.21994                 NaN   41.1268       0.602574        39.9318                 NaN
  1166.68        500.000                 NaN            NaN   11.1213                 NaN            NaN   7.22218                 NaN   41.1228       0.601614        39.9321                 NaN
  1165.68        500.000                 NaN            NaN   11.0993                 NaN            NaN   7.21326                 NaN   41.1514       0.608111        39.9279                 NaN
  1164.67        500.000                 NaN            NaN   11.1068                 NaN            NaN   7.21568                 NaN   41.1415       0.606499        39.9295                 NaN
  1163.67        500.000                 NaN            NaN   11.1101                 NaN            NaN   7.21774                 NaN   41.1365       0.605444        39.9301                 NaN
  1162.67        500.000                 NaN            NaN   11.0980                 NaN            NaN   7.22171                 NaN   41.1473       0.605938        39.9270                 NaN
  1161.66        500.000                 NaN            NaN   11.0970       0.136236E-002            NaN   7.22204                 NaN   41.1467       0.605789        39.9271                 NaN
  1160.66        500.000                 NaN            NaN   11.0978       0.943632E-003            NaN   7.22239                 NaN   41.1461       0.605633        39.9271                 NaN
  1159.65        500.000                 NaN            NaN   11.0984       0.708725E-003            NaN   7.22270                 NaN   41.1455       0.605490        39.9272                 NaN
  1158.65        500.000                 NaN            NaN   10.8052       0.294728                 NaN   7.22418                 NaN   41.1436       0.604947        39.9273                 NaN
  1157.65        500.000                 NaN            NaN   11.1207                 NaN            NaN   7.22711                 NaN   41.1189       0.601353        39.9319                 NaN
  1156.64        500.000                 NaN            NaN   9.64163        1.45612                 NaN   7.21648                 NaN   41.1511       0.607399        39.9273                 NaN
  1155.64        500.000                 NaN            NaN   9.57479        1.52464                 NaN   7.21766                 NaN   41.1485       0.606808        39.9276                 NaN
  1154.63        500.000                 NaN            NaN   9.50913        1.59209                 NaN   7.21892                 NaN   41.1458       0.606177        39.9279                 NaN
  1153.63        500.000                 NaN            NaN   11.1404                 NaN            NaN   7.24124                 NaN   41.0897       0.593445        39.9352                 NaN
  1152.62        500.000                 NaN            NaN   11.1397                 NaN            NaN   7.24268                 NaN   41.0891       0.593388        39.9352                 NaN
  1151.62        500.000                 NaN            NaN   11.1429                 NaN            NaN   7.24425                 NaN   41.0846       0.592596        39.9357                 NaN
  1150.62        500.000                 NaN            NaN   10.8102       0.290484                 NaN   7.22491                 NaN   41.1423       0.604630        39.9274                 NaN
  1149.61        500.000                 NaN            NaN   10.9185       0.180317                 NaN   7.22402                 NaN   41.1449       0.605219        39.9271                 NaN
  1148.61        500.000                 NaN            NaN   11.1485                 NaN            NaN   7.24872                 NaN   41.0760       0.590301        39.9365                 NaN
  1147.60        500.000                 NaN            NaN   11.1502                 NaN            NaN   7.25030                 NaN   41.0731       0.589607        39.9368                 NaN
  1146.60        500.000                 NaN            NaN   11.1519                 NaN            NaN   7.25184                 NaN   41.0703       0.588930        39.9371                 NaN
  1145.60        500.000                 NaN            NaN   11.1535                 NaN            NaN   7.25333                 NaN   41.0676       0.588274        39.9373                 NaN
  1144.59        500.000                 NaN            NaN   11.1554                 NaN            NaN   7.25499                 NaN   41.0644       0.587524        39.9377                 NaN
  1143.59        500.000                 NaN            NaN   11.1568                 NaN            NaN   7.25647                 NaN   41.0619       0.586888        39.9379                 NaN
  1142.58        500.000                 NaN            NaN   11.1498                 NaN            NaN   7.25253                 NaN   41.0715       0.589553        39.9367                 NaN
  1141.58        500.000                 NaN            NaN   11.1598                 NaN            NaN   7.25942                 NaN   41.0568       0.585602        39.9384                 NaN
  1140.58        500.000                 NaN            NaN   11.1629                 NaN            NaN   7.26235                 NaN   41.0516       0.584289        39.9389                 NaN
  1139.57        500.000                 NaN            NaN   11.1657                 NaN            NaN   7.26500                 NaN   41.0469       0.583104        39.9393                 NaN
  1138.57        500.000                 NaN            NaN   11.1602                 NaN            NaN   7.26094                 NaN   41.0551       0.585368        39.9384                 NaN
  1137.56        500.000                 NaN            NaN   8.43273        2.73111                 NaN   7.26342                 NaN   41.0498       0.583875        39.9391                 NaN
  1136.56        500.000                 NaN            NaN   2.75867        8.40719                 NaN   7.26531                 NaN   41.0464       0.583025        39.9394                 NaN
  1135.55        500.000                 NaN            NaN   10.8212       0.280821                 NaN   7.22614                 NaN   41.1401       0.604090        39.9277                 NaN
  1134.55        500.000                 NaN            NaN   11.1660                 NaN            NaN   7.26657                 NaN   41.0451       0.582951        39.9394                 NaN
  1133.55        500.000                 NaN            NaN   11.1720                 NaN            NaN   7.27087                 NaN   41.0362       0.580589        39.9403                 NaN
  1132.54        500.000                 NaN            NaN   11.1731                 NaN            NaN   7.27200                 NaN   41.0343       0.580142        39.9405                 NaN
  1131.54        500.000                 NaN            NaN   11.1758                 NaN            NaN   7.27376                 NaN   41.0305       0.578900        39.9410                 NaN
  1130.53        500.000                 NaN            NaN   9.21391        1.96480                 NaN   7.27713                 NaN   41.0250       0.577686        39.9415                 NaN
  1129.53        500.000                 NaN            NaN   11.1756                 NaN            NaN   7.27504                 NaN   41.0294       0.579062        39.9409                 NaN
  1128.53        500.000                 NaN            NaN   11.1813                 NaN            NaN   7.27906                 NaN   41.0210       0.576776        39.9419                 NaN
  1127.52        500.000                 NaN            NaN   11.1849                 NaN            NaN   7.28275                 NaN   41.0148       0.575119        39.9425                 NaN
  1126.52        500.000                 NaN            NaN   11.1868                 NaN            NaN   7.28454                 NaN   41.0116       0.574299        39.9428                 NaN
  1125.51        500.000                 NaN            NaN   10.5853       0.605069                 NaN   7.28829                 NaN   41.0054       0.572598        39.9433                 NaN
  1124.51        500.000                 NaN            NaN  0.127767        11.0520                 NaN   7.27992                 NaN   41.0215       0.577244        39.9416                 NaN
  1123.51        500.000                 NaN            NaN  0.249122        10.9318                 NaN   7.28102                 NaN   41.0196       0.576772        39.9418                 NaN
  1122.50        500.000                 NaN            NaN  0.358766        10.8233                 NaN   7.28214                 NaN   41.0175       0.576283        39.9420                 NaN
  1121.50        500.000                 NaN            NaN  0.457211        10.7261                 NaN   7.28330                 NaN   41.0154       0.575778        39.9422                 NaN
  1120.49        500.000                 NaN            NaN   11.1934                 NaN            NaN   7.29043                 NaN   41.0005       0.571765        39.9438                 NaN
  1119.49        500.000                 NaN            NaN   11.1987                 NaN            NaN   7.29530                 NaN   40.9920       0.569322        39.9447                 NaN
  1118.49        500.000                 NaN            NaN   11.1999                 NaN            NaN   7.29631                 NaN   40.9901       0.568851        39.9449                 NaN
  1117.48        500.000                 NaN            NaN   11.2018                 NaN            NaN   7.29709                 NaN   40.9874       0.568431        39.9453                 NaN
  1116.48        500.000                 NaN            NaN   10.6449       0.556607                 NaN   7.29779                 NaN   40.9874       0.568161        39.9452                 NaN
  1115.47        500.000                 NaN            NaN   11.2033                 NaN            NaN   7.29939                 NaN   40.9844       0.567414        39.9455                 NaN
  1114.47        500.000                 NaN            NaN   11.2046                 NaN            NaN   7.30056                 NaN   40.9823       0.566869        39.9457                 NaN
  1113.46        500.000                 NaN            NaN   11.2056                 NaN            NaN   7.30163                 NaN   40.9805       0.566372        39.9459                 NaN
  1112.46        500.000                 NaN            NaN   11.2067                 NaN            NaN   7.30269                 NaN   40.9787       0.565878        39.9460                 NaN
  1111.46        500.000                 NaN            NaN   11.2119                 NaN            NaN   7.30626                 NaN   40.9708       0.564115        39.9469                 NaN
  1110.45        500.000                 NaN            NaN   11.2133                 NaN            NaN   7.30761                 NaN   40.9684       0.563482        39.9471                 NaN
  1109.45        500.000                 NaN            NaN  0.295931E-001   11.1873                 NaN   7.31028                 NaN   40.9634       0.561937        39.9476                 NaN
  1108.44        500.000                 NaN            NaN  0.251369E-001   11.1927                 NaN   7.31129                 NaN   40.9613       0.561727        39.9479                 NaN
  1107.44        500.000                 NaN            NaN  0.119775        11.0996                 NaN   7.31279                 NaN   40.9586       0.561031        39.9481                 NaN
  1106.44        500.000                 NaN            NaN  0.206738        11.0143                 NaN   7.31430                 NaN   40.9559       0.560328        39.9484                 NaN
  1105.43        500.000                 NaN            NaN   11.2223                 NaN            NaN   7.31512                 NaN   40.9540       0.560060        39.9486                 NaN
  1104.43        500.000                 NaN            NaN   11.2228                 NaN            NaN   7.31603                 NaN   40.9528       0.559685        39.9487                 NaN
  1103.42        500.000                 NaN            NaN  0.464691        10.7611                 NaN   7.31869                 NaN   40.9481       0.558277        39.9492                 NaN
  1102.42        500.000                 NaN            NaN  0.550245        10.6771                 NaN   7.32010                 NaN   40.9455       0.557615        39.9494                 NaN
  1101.42        500.000                 NaN            NaN   11.0033       0.219852                 NaN   7.31666                 NaN   40.9523       0.559211        39.9487                 NaN
  1100.41        500.000                 NaN            NaN   11.0736       0.151052                 NaN   7.31798                 NaN   40.9498       0.558579        39.9490                 NaN
  1099.41        500.000                 NaN            NaN   11.2225                 NaN            NaN   7.31758                 NaN   40.9515       0.559786        39.9486                 NaN
  1098.40        500.000                 NaN            NaN  0.892898        10.3402                 NaN   7.32556                 NaN   40.9359       0.555069        39.9504                 NaN
  1097.40        500.000                 NaN            NaN   11.2405                 NaN            NaN   7.33000                 NaN   40.9252       0.552686        39.9516                 NaN
  1096.39        500.000                 NaN            NaN   11.2322                 NaN            NaN   7.32395                 NaN   40.9380       0.555676        39.9502                 NaN
  1095.39        500.000                 NaN            NaN   11.1750       0.683093E-001            NaN   7.33290                 NaN   40.9204       0.551339        39.9521                 NaN
  1094.39        500.000                 NaN            NaN   11.0359       0.209391                 NaN   7.33447                 NaN   40.9173       0.550566        39.9524                 NaN
  1093.38        500.000                 NaN            NaN   10.8896       0.357464                 NaN   7.33607                 NaN   40.9144       0.549802        39.9527                 NaN
  1092.38        500.000                 NaN            NaN   11.2442                 NaN            NaN   7.33422                 NaN   40.9182       0.551094        39.9523                 NaN
  1091.37        500.000                 NaN            NaN   11.2484                 NaN            NaN   7.33736                 NaN   40.9119       0.549417        39.9529                 NaN
  1090.37        500.000                 NaN            NaN   2.07292        9.17760                 NaN   7.33847                 NaN   40.9090       0.548650        39.9534                 NaN
  1089.37        500.000                 NaN            NaN   9.06722        2.16030                 NaN   7.32014                 NaN   40.9451       0.557572        39.9497                 NaN
  1088.36        500.000                 NaN            NaN   11.2549                 NaN            NaN   7.34261                 NaN   40.9017       0.546784        39.9540                 NaN
  1087.36        500.000                 NaN            NaN   10.2213        1.03347                 NaN   7.34197                 NaN   40.9023       0.546903        39.9540                 NaN
  1086.35        500.000                 NaN            NaN   10.3352       0.930833                 NaN   7.35016                 NaN   40.8846       0.542905        39.9563                 NaN
  1085.35        500.000                 NaN            NaN   10.7068       0.542414                 NaN   7.33878                 NaN   40.9104       0.548549        39.9530                 NaN
  1084.35        500.000                 NaN            NaN   10.7330       0.518739                 NaN   7.34083                 NaN   40.9065       0.547542        39.9534                 NaN
  1083.34        500.000                 NaN            NaN   10.9222       0.334321                 NaN   7.34435                 NaN   40.8992       0.545768        39.9542                 NaN
  1082.34        500.000                 NaN            NaN   10.9962       0.263626                 NaN   7.34698                 NaN   40.8939       0.544454        39.9548                 NaN
  1081.33        500.000                 NaN            NaN   11.0789       0.184589                 NaN   7.34982                 NaN   40.8882       0.543037        39.9554                 NaN
  1080.33        500.000                 NaN            NaN   11.1992       0.686499E-001            NaN   7.35312                 NaN   40.8815       0.541381        39.9561                 NaN
  1079.32        500.000                 NaN            NaN   4.56119        3.23694        3.41283        7.31223                 NaN   40.9675       0.562362        39.9469                 NaN
  1078.32        500.000                 NaN            NaN   4.51710        3.25458        3.44009        7.31299                 NaN   40.9662       0.562016        39.9471                 NaN
  1077.32        500.000                 NaN            NaN   10.8723       0.408883                 NaN   7.36371                 NaN   40.8606       0.536165        39.9583                 NaN
  1076.31        500.000                 NaN            NaN   10.6220       0.661122                 NaN   7.36522                 NaN   40.8575       0.535409        39.9587                 NaN
  1075.31        500.000                 NaN            NaN   11.2872                 NaN            NaN   7.36845                 NaN   40.8513       0.533756        39.9593                 NaN
  1074.30        500.000                 NaN            NaN   10.0729        1.21446                 NaN   7.36865                 NaN   40.8509       0.533706        39.9594                 NaN
  1073.30        500.000                 NaN            NaN   11.2906                 NaN            NaN   7.37124                 NaN   40.8459       0.532397        39.9599                 NaN
  1072.30        500.000                 NaN            NaN   4.22999        3.38455        3.60196        7.31750                 NaN   40.9583       0.559941        39.9478                 NaN
  1071.29        500.000                 NaN            NaN   4.17733        3.40862        3.63138        7.31830                 NaN   40.9568       0.559572        39.9479                 NaN
  1070.29        500.000                 NaN            NaN   4.14698        3.41933        3.65188        7.31909                 NaN   40.9554       0.559204        39.9481                 NaN
  1069.28        500.000                 NaN            NaN   4.13012        3.42198        3.66694        7.31987                 NaN   40.9540       0.558836        39.9482                 NaN
  1068.28        500.000                 NaN            NaN   4.11342        3.42453        3.68195        7.32065                 NaN   40.9526       0.558464        39.9484                 NaN
  1067.28        500.000                 NaN            NaN   4.09658        3.42712        3.69708        7.32145                 NaN   40.9512       0.558088        39.9485                 NaN
  1066.27        500.000                 NaN            NaN   4.07972        3.42968        3.71227        7.32225                 NaN   40.9497       0.557707        39.9486                 NaN
  1065.27        500.000                 NaN            NaN   4.06279        3.43226        3.72752        7.32305                 NaN   40.9483       0.557323        39.9488                 NaN
  1064.26        500.000                 NaN            NaN   4.04583        3.43482        3.74284        7.32387                 NaN   40.9468       0.556935        39.9489                 NaN
  1063.26        500.000                 NaN            NaN   4.02881        3.43738        3.75821        7.32469                 NaN   40.9453       0.556542        39.9491                 NaN
  1062.25        500.000                 NaN            NaN   4.01172        3.43996        3.77364        7.32552                 NaN   40.9438       0.556146        39.9492                 NaN
  1061.25        500.000                 NaN            NaN   3.99464        3.44249        3.78913        7.32635                 NaN   40.9423       0.555745        39.9494                 NaN
  1060.25        500.000                 NaN            NaN   3.97749        3.44505        3.80467        7.32719                 NaN   40.9407       0.555340        39.9495                 NaN
  1059.24        500.000                 NaN            NaN   3.96032        3.44759        3.82027        7.32804                 NaN   40.9392       0.554931        39.9497                 NaN
  1058.24        500.000                 NaN            NaN   3.94312        3.45011        3.83592        7.32890                 NaN   40.9376       0.554518        39.9498                 NaN
  1057.23        500.000                 NaN            NaN   3.92587        3.45264        3.85161        7.32976                 NaN   40.9360       0.554101        39.9500                 NaN
  1056.23        500.000                 NaN            NaN   3.90860        3.45516        3.86735        7.33063                 NaN   40.9344       0.553679        39.9501                 NaN
  1055.23        500.000                 NaN            NaN   3.69660        3.30700        4.23672        7.33856                 NaN   40.9195       0.549923        39.9517                 NaN
  1054.22        500.000                 NaN            NaN   4.84207        6.47352                 NaN   7.39154                 NaN   40.8053       0.522692        39.9649                 NaN
  1053.22        500.000                 NaN            NaN   4.97443        6.34268                 NaN   7.39281                 NaN   40.8028       0.522085        39.9652                 NaN
  1052.21        500.000                 NaN            NaN   4.87571        6.44267       0.151343E-002   7.39496                 NaN   40.7986       0.520977        39.9656                 NaN
  1051.21        500.000                 NaN            NaN   6.35732        4.95789                 NaN   7.39251                 NaN   40.8052       0.522361        39.9647                 NaN
  1050.21        500.000                 NaN            NaN   6.25406        5.06375                 NaN   7.39445                 NaN   40.8011       0.521390        39.9652                 NaN
  1049.20        500.000                 NaN            NaN   5.26400        6.00233                 NaN   7.36400                 NaN   40.8752       0.538240        39.9563                 NaN
  1048.20        500.000                 NaN            NaN   5.26007        6.00705                 NaN   7.36467                 NaN   40.8739       0.537907        39.9564                 NaN
  1047.19        500.000                 NaN            NaN   5.11309        6.15881                 NaN   7.36821                 NaN   40.8665       0.536140        39.9573                 NaN
  1046.19        500.000                 NaN            NaN   5.11011        6.16263                 NaN   7.36892                 NaN   40.8651       0.535786        39.9574                 NaN
  1045.18        500.000                 NaN            NaN   5.10723        6.16635                 NaN   7.36965                 NaN   40.8638       0.535428        39.9576                 NaN
  1044.18        500.000                 NaN            NaN   5.10447        6.16997                 NaN   7.37038                 NaN   40.8624       0.535065        39.9577                 NaN
  1043.18        500.000                 NaN            NaN   5.10182        6.17349                 NaN   7.37112                 NaN   40.8610       0.534698        39.9578                 NaN
  1042.17        500.000                 NaN            NaN   4.72673        6.56181                 NaN   7.38285                 NaN   40.8393       0.529016        39.9602                 NaN
  1041.17        500.000                 NaN            NaN   4.72798        6.56156                 NaN   7.38371                 NaN   40.8377       0.528591        39.9604                 NaN
  1040.16        500.000                 NaN            NaN   4.72901        6.56156                 NaN   7.38459                 NaN   40.8361       0.528157        39.9606                 NaN
  1039.16        500.000                 NaN            NaN   4.73033        6.56127                 NaN   7.38548                 NaN   40.8345       0.527717        39.9607                 NaN
  1038.16        500.000                 NaN            NaN   4.73195        6.56070                 NaN   7.38638                 NaN   40.8328       0.527272        39.9609                 NaN
  1037.15        500.000                 NaN            NaN   4.72614        6.56771                 NaN   7.38703                 NaN   40.8312       0.526832        39.9611                 NaN
  1036.15        500.000                 NaN            NaN   4.73877        6.55607                 NaN   7.38813                 NaN   40.8294       0.526343        39.9613                 NaN
  1035.14        500.000                 NaN            NaN   4.73793        6.55799                 NaN   7.38919                 NaN   40.8276       0.525881        39.9614                 NaN
  1034.14        500.000                 NaN            NaN   3.91416        7.45984                 NaN   7.43747                 NaN   40.7150       0.499095        39.9745                 NaN
  1033.14        500.000                 NaN            NaN   5.39865        5.94025                 NaN   7.41361                 NaN   40.7657       0.512589        39.9692                 NaN
  1032.13        500.000                 NaN            NaN   4.03473        7.34215                 NaN   7.43982                 NaN   40.7102       0.497980        39.9751                 NaN
  1031.13        500.000                 NaN            NaN   4.08964        7.28866                 NaN   7.44098                 NaN   40.7079       0.497431        39.9754                 NaN
  1030.12        500.000                 NaN            NaN   5.21287        6.12794                 NaN   7.41607                 NaN   40.7621       0.511484        39.9695                 NaN
  1029.12        500.000                 NaN            NaN   4.17979        7.20139                 NaN   7.44333                 NaN   40.7032       0.496318        39.9760                 NaN
  1028.12        500.000                 NaN            NaN   7.68465        1.46349                 NaN   7.16042                 NaN   41.3055       0.659133        40.3228        1.40403     
  1027.11        500.000                 NaN            NaN   4.50490        6.81045                 NaN   7.40258                 NaN   40.7974       0.519350        39.9653                 NaN
  1026.11        500.000                 NaN            NaN   6.65532        4.72755                 NaN   7.44460                 NaN   40.7000       0.495893        39.9766                 NaN
  1025.10        500.000                 NaN            NaN   7.11176        4.27318                 NaN   7.44663                 NaN   40.6967       0.494925        39.9768                 NaN
  1024.10        500.000                 NaN            NaN   6.45037        4.92846                 NaN   7.44191                 NaN   40.7055       0.497650        39.9761                 NaN
  1023.09        500.000                 NaN            NaN   7.71199        1.41462                 NaN   7.15815                 NaN   41.3102       0.660453        40.3265        1.41811     
  1022.09        500.000                 NaN            NaN   5.42872        5.95635                 NaN   7.44534                 NaN   40.6969       0.495466        39.9772                 NaN
  1021.09        500.000                 NaN            NaN   5.33429        6.05195                 NaN   7.44631                 NaN   40.6947       0.495152        39.9776                 NaN
  1020.08        500.000                 NaN            NaN   5.94660        5.44118                 NaN   7.44760                 NaN   40.6921       0.494570        39.9779                 NaN
  1019.08        500.000                 NaN            NaN   6.34115        5.05390                 NaN   7.45390                 NaN   40.6807       0.491327        39.9790                 NaN
  1018.07        500.000                 NaN            NaN   6.32252        5.07384                 NaN   7.45493                 NaN   40.6785       0.490849        39.9793                 NaN
  1017.07        500.000                 NaN            NaN   5.11794        6.27979                 NaN   7.45596                 NaN   40.6763       0.490362        39.9796                 NaN
  1016.07        500.000                 NaN            NaN   6.18957        5.20786                 NaN   7.45525                 NaN   40.6766       0.490902        39.9798                 NaN
  1015.06        500.000                 NaN            NaN   6.16964        5.22864                 NaN   7.45653                 NaN   40.6751       0.490233        39.9799                 NaN
  1014.06        500.000                 NaN            NaN   6.29269        5.10862                 NaN   7.45892                 NaN   40.6704       0.489011        39.9804                 NaN
  1013.05        500.000                 NaN            NaN   5.11340        6.29065                 NaN   7.46094                 NaN   40.6661       0.487983        39.9809                 NaN
  1012.05        500.000                 NaN            NaN   5.26682        6.09459                 NaN   7.45726                 NaN   40.6746       0.490320        39.9882       0.281996E-001
  1011.05        500.000                 NaN            NaN   6.29565        5.11124                 NaN   7.46331                 NaN   40.6614       0.486889        39.9815                 NaN
  1010.04        500.000                 NaN            NaN   6.30063        5.10828                 NaN   7.46476                 NaN   40.6583       0.486156        39.9819                 NaN
  1009.04        500.000                 NaN            NaN   5.07052        6.33902                 NaN   7.46559                 NaN   40.6570       0.485813        39.9821                 NaN
  1008.03        500.000                 NaN            NaN   5.03729        6.37485                 NaN   7.46769                 NaN   40.6528       0.484771        39.9825                 NaN
  1007.03        500.000                 NaN            NaN   4.97545        6.43765                 NaN   7.46858                 NaN   40.6512       0.484377        39.9828                 NaN
  1006.02        500.000                 NaN            NaN   4.97451        6.44173                 NaN   7.47076                 NaN   40.6464       0.483227        39.9833                 NaN
  1005.02        500.000                 NaN            NaN   4.89607        6.52132                 NaN   7.47218                 NaN   40.6443       0.482600        39.9836                 NaN
  1004.02        500.000                 NaN            NaN   4.87360        6.54523                 NaN   7.47318                 NaN   40.6419       0.482133        39.9839                 NaN
  1003.01        500.000                 NaN            NaN   4.84669        6.57393                 NaN   7.47468                 NaN   40.6390       0.481420        39.9843                 NaN
  1002.01        500.000                 NaN            NaN   6.39879        5.02444                 NaN   7.47607                 NaN   40.6352       0.480671        39.9848                 NaN
  1001.00        500.000                 NaN            NaN   4.82683        6.59688                 NaN   7.47721                 NaN   40.6339       0.480226        39.9849                 NaN
  1000.00        500.000                 NaN            NaN   5.08966        6.33392                 NaN   7.47645                 NaN   40.6342       0.480690        39.9851       0.151928E-005
