|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1266.29        2500.00        7.95326                 NaN            NaN   2.78126        15.0285        3.93890                 NaN   11.2049        59.0932                 NaN
  1264.72        2500.00        7.94570                 NaN            NaN   2.80530        14.9829        3.95542                 NaN   11.2205        59.0902                 NaN
  1263.16        2500.00        7.93074                 NaN            NaN   2.85059        14.9377        3.95564                 NaN   11.2363        59.0890                 NaN
  1261.59        2500.00        7.92545                 NaN            NaN   2.86779        14.8935        3.97626                 NaN   11.2516        59.0853                 NaN
  1260.03        2500.00        7.90667                 NaN            NaN   2.92171        14.8469        3.97530                 NaN   11.2660        59.0834                 NaN
  1258.46        2500.00        7.90783                 NaN            NaN   2.92099        14.8027        4.00806                 NaN   11.2819        59.0785                 NaN
  1256.89        2500.00        7.88961                 NaN            NaN   2.97381        14.7601        4.00302                 NaN   11.2966        59.0769                 NaN
  1255.33        2500.00        7.88072                 NaN            NaN   3.00084        4.00961        14.7231                 NaN   11.3120        59.0738                 NaN
  1253.76        2500.00        7.87334                 NaN            NaN   3.02329        14.6806        4.02576                 NaN   11.3269        59.0701                 NaN
  1252.19        2500.00        7.86355                 NaN            NaN   3.05274        14.6441        4.03046                 NaN   11.3420        59.0672                 NaN
  1250.63        2500.00        7.85548                 NaN            NaN   3.07570        4.05090        14.5989                 NaN   11.3564        59.0626                 NaN
  1249.06        2500.00        7.84412                 NaN            NaN   3.10846        14.5586        4.05874                 NaN   11.3710        59.0591                 NaN
  1247.49        2500.00        7.83614                 NaN            NaN   3.13232        14.5225        4.06764                 NaN   11.3858        59.0556                 NaN
  1245.93        2500.00        7.83079                 NaN            NaN   3.14697        14.4808        4.09108                 NaN   11.4004        59.0499                 NaN
  1244.36        2500.00        7.81610                 NaN            NaN   3.18891        14.4439        4.08935                 NaN   11.4146        59.0471                 NaN
  1242.79        2500.00        7.80894                 NaN            NaN   3.20998        4.10191        14.4070                 NaN   11.4291        59.0431                 NaN
  1241.23        2500.00        7.80071                 NaN            NaN   3.23206        14.3659        4.12050                 NaN   11.4433        59.0376                 NaN
  1239.66        2500.00        7.79099                 NaN            NaN   3.25908        14.3284        4.13101                 NaN   11.4575        59.0331                 NaN
  1238.10        2500.00        7.78222                 NaN            NaN   3.28299        14.2928        4.14220                 NaN   11.4717        59.0281                 NaN
  1236.53        2500.00        7.77300                 NaN            NaN   3.30910        14.2546        4.15368                 NaN   11.4857        59.0239                 NaN
  1234.96        2500.00        7.76668                 NaN            NaN   3.32580        14.2182        4.17111                 NaN   11.5000        59.0182                 NaN
  1233.40        2500.00        7.75647                 NaN            NaN   3.35344        14.1851        4.17775                 NaN   11.5140        59.0133                 NaN
  1231.83        2500.00        7.74591                 NaN            NaN   3.38213        14.1497        4.18609                 NaN   11.5276        59.0086                 NaN
  1230.26        2500.00        7.73717                 NaN            NaN   3.40509        14.1151        4.19809                 NaN   11.5416        59.0029                 NaN
  1228.70        2500.00        7.72824                 NaN            NaN   3.42834        4.21217        14.0788                 NaN   11.5553        58.9972                 NaN
  1227.13        2500.00        7.76754                 NaN            NaN   3.61899        11.8915        3.20254        2.72310        11.5681        59.2282                 NaN
  1225.56        2500.00        7.75703                 NaN            NaN   3.64863        12.3714        3.14369        2.27643        11.5760        59.2269                 NaN
  1224.00        2500.00        7.74489                 NaN            NaN   3.68511        12.8829        3.07191        1.80277        11.5854        59.2271                 NaN
  1222.43        2500.00        7.73432                 NaN            NaN   3.71637        13.2009        3.02037        1.50685        11.5944        59.2268                 NaN
  1220.86        2500.00        7.68529                 NaN            NaN   3.53842        13.9122        4.27293                 NaN   11.6237        58.9675                 NaN
  1219.30        2500.00        7.67738                 NaN            NaN   3.55799        13.8794        4.28702                 NaN   11.6372        58.9610                 NaN
  1217.73        2500.00        7.67152                 NaN            NaN   3.57181        13.8482        4.30334                 NaN   11.6509        58.9542                 NaN
  1216.17        2500.00        7.66031                 NaN            NaN   3.60008        4.31178        13.8157                 NaN   11.6642        58.9479                 NaN
  1214.60        2500.00        7.64944                 NaN            NaN   3.62685        13.7839        4.32132                 NaN   11.6773        58.9412                 NaN
  1213.03        2500.00        7.64316                 NaN            NaN   3.64148        4.33683        13.7534                 NaN   11.6909        58.9342                 NaN
  1211.47        2500.00        7.63032                 NaN            NaN   3.67296        13.7216        4.34425                 NaN   11.7037        58.9272                 NaN
  1209.90        2500.00        7.62469                 NaN            NaN   3.68557        13.6925        4.35973                 NaN   11.7175        58.9200                 NaN
  1208.33        2500.00        7.62028                 NaN            NaN   3.69427        13.6597        4.38265                 NaN   11.7310        58.9121                 NaN
  1206.77        2500.00        7.62483                 NaN            NaN   3.67377        13.5667        4.49293                 NaN   11.7437        58.8981                 NaN
  1205.20        2500.00        7.60039                 NaN            NaN   3.74113        13.6014        4.40267                 NaN   11.7572        58.8973                 NaN
  1203.63        2500.00        7.59201                 NaN            NaN   3.76004        13.5730        4.41500                 NaN   11.7704        58.8895                 NaN
  1202.07        2500.00        7.58134                 NaN            NaN   3.78461        13.5419        4.42754                 NaN   11.7832        58.8814                 NaN
  1200.50        2500.00        7.57679                 NaN            NaN   3.79300        13.5115        4.44871                 NaN   11.7968        58.8731                 NaN
  1198.93        2500.00        7.56744                 NaN            NaN   3.81349        13.4833        4.46146                 NaN   11.8097        58.8646                 NaN
  1197.37        2500.00        7.55905                 NaN            NaN   3.83160        13.4546        4.47584                 NaN   11.8228        58.8562                 NaN
  1195.80        2500.00        7.57506                 NaN            NaN   3.84398        4.16401        13.6888                 NaN   11.8324        58.8957                 NaN
  1194.24        2500.00        7.54140                 NaN            NaN   3.86924        13.3974        4.50471                 NaN   11.8487        58.8386                 NaN
  1192.67        2500.00        7.53427                 NaN            NaN   3.88368        13.3714        4.51872                 NaN   11.8620        58.8299                 NaN
  1191.10        2500.00        7.52376                 NaN            NaN   3.90608        13.3415        4.53364                 NaN   11.8746        58.8204                 NaN
  1189.54        2500.00        7.51903                 NaN            NaN   3.91288        4.55568        13.3137                 NaN   11.8882        58.8105                 NaN
  1187.97        2500.00        7.51144                 NaN            NaN   3.92782        13.2853        4.57326                 NaN   11.9010        58.8012                 NaN
  1186.40        2500.00        5.42543                 NaN            NaN   7.51746        14.3496                 NaN            NaN   11.9858        59.6038        1.11786     
  1184.84        2500.00        5.36535                 NaN            NaN   7.58727        14.2914                 NaN            NaN   11.9959        59.6058        1.15428     
  1183.27        2500.00        5.30702                 NaN            NaN   7.65425        14.2360                 NaN            NaN   12.0059        59.6071        1.18970     
  1181.70        2500.00        5.24280                 NaN            NaN   7.73215        14.1750                 NaN            NaN   12.0151        59.6082        1.22678     
  1180.14        2500.00        5.18334                 NaN            NaN   7.80203        14.1202                 NaN            NaN   12.0245        59.6083        1.26168     
  1178.57        2500.00        5.12315                 NaN            NaN   7.87364        14.0658                 NaN            NaN   12.0334        59.6077        1.29635     
  1177.01        2500.00        5.06642                 NaN            NaN   7.93892        14.0154                 NaN            NaN   12.0429        59.6066        1.32977     
  1175.44        2500.00        5.01194                 NaN            NaN   8.00121        13.9689                 NaN            NaN   12.0517        59.6047        1.36157     
  1173.87        2500.00        4.96467                 NaN            NaN   8.05029        13.9302                 NaN            NaN   12.0616        59.6022        1.39093     
  1172.31        2500.00        4.91290                 NaN            NaN   8.10745        13.8872                 NaN            NaN   12.0712        59.5996        1.42171     
  1170.74        2500.00        4.85606                 NaN            NaN   8.17501        13.8405                 NaN            NaN   12.0791        59.5961        1.45324     
  1169.17        2500.00        4.80875                 NaN            NaN   8.22488        13.8035                 NaN            NaN   12.0886        59.5925        1.48181     
  1167.61        2500.00        4.76193                 NaN            NaN   8.27405        13.7675                 NaN            NaN   12.0981        59.5885        1.51000     
  1166.04        2500.00        4.71369                 NaN            NaN   8.32639        13.7309                 NaN            NaN   12.1070        59.5839        1.53815     
  1164.47        2500.00        4.66710                 NaN            NaN   8.37597        13.6965                 NaN            NaN   12.1159        59.5790        1.56551     
  1162.91        2500.00        4.61883                 NaN            NaN   8.42852        13.6607                 NaN            NaN   12.1248        59.5738        1.59339     
  1161.34        2500.00        4.56522                 NaN            NaN   8.49210        13.6123                 NaN            NaN   12.1340        59.5725        1.62385     
  1159.77        2500.00        4.53136                 NaN            NaN   8.51801        13.5995                 NaN            NaN   12.1432        59.5625        1.64540     
  1158.21        2500.00        4.48606                 NaN            NaN   8.56612        13.5683                 NaN            NaN   12.1518        59.5562        1.67142     
  1156.64        2500.00        4.45353                 NaN            NaN   8.59022        13.5484                 NaN            NaN   12.1627        59.5511        1.69410     
  1155.08        2500.00        4.39728                 NaN            NaN   8.65981        13.5089                 NaN            NaN   12.1691        59.5427        1.72222     
  1153.51        2500.00        4.36691                 NaN            NaN   8.68030        13.4921                 NaN            NaN   12.1799        59.5369        1.74380     
  1151.94        2500.00        4.34383                 NaN            NaN   8.69059        13.4773                 NaN            NaN   12.1904        59.5346        1.76331     
  1150.38        2500.00        4.26757                 NaN            NaN   8.79583        13.4265                 NaN            NaN   12.1945        59.5200        1.79553     
  1148.81        2500.00        4.23082                 NaN            NaN   8.82854        13.4050                 NaN            NaN   12.2045        59.5128        1.81835     
  1147.24        2500.00        4.18832                 NaN            NaN   8.87288        13.3793                 NaN            NaN   12.2131        59.5044        1.84209     
  1145.68        2500.00        4.15241                 NaN            NaN   8.90485        13.3593                 NaN            NaN   12.2226        59.4967        1.86410     
  1144.11        2500.00        4.11698                 NaN            NaN   8.93610        13.3400                 NaN            NaN   12.2322        59.4889        1.88579     
  1142.54        2500.00        4.07625                 NaN            NaN   8.97806        13.3171                 NaN            NaN   12.2406        59.4798        1.90831     
  1140.98        2500.00        4.03311                 NaN            NaN   9.02485        13.2926                 NaN            NaN   12.2485        59.4698        1.93114     
  1139.41        2500.00        3.99487                 NaN            NaN   9.06227        13.2722                 NaN            NaN   12.2573        59.4606        1.95279     
  1137.84        2500.00        3.95703                 NaN            NaN   9.09912        13.2525                 NaN            NaN   12.2661        59.4511        1.97416     
  1136.28        2500.00        3.91958                 NaN            NaN   9.13545        13.2333                 NaN            NaN   12.2750        59.4415        1.99525     
  1134.71        2500.00        3.88249                 NaN            NaN   9.17127        13.2148                 NaN            NaN   12.2838        59.4316        2.01608     
  1133.15        2500.00        3.84577                 NaN            NaN   9.20660        13.1968                 NaN            NaN   12.2926        59.4216        2.03664     
  1131.58        2500.00        3.81059                 NaN            NaN   9.23957        13.1805                 NaN            NaN   12.3014        59.4115        2.05654     
  1130.01        2500.00        3.77380                 NaN            NaN   9.27484        13.1626                 NaN            NaN   12.3106        59.4011        2.07702     
  1128.45        2500.00        3.73851                 NaN            NaN   9.30804        13.1466                 NaN            NaN   12.3195        59.3906        2.09671     
  1126.88        2500.00        3.70262                 NaN            NaN   9.34309        13.1305                 NaN            NaN   12.3280        59.3796        2.11619     
  1125.31        2500.00        3.66688                 NaN            NaN   9.37761        13.1134                 NaN            NaN   12.3369        59.3693        2.13588     
  1123.75        2500.00        3.63193                 NaN            NaN   9.41075        13.0980                 NaN            NaN   12.3459        59.3583        2.15508     
  1122.18        2500.00        3.59761                 NaN            NaN   9.44302        13.0839                 NaN            NaN   12.3548        59.3469        2.17379     
  1120.61        2500.00        3.56362                 NaN            NaN   9.47460        13.0704                 NaN            NaN   12.3637        59.3353        2.19231     
  1119.05        2500.00        3.53001                 NaN            NaN   9.50563        13.0577                 NaN            NaN   12.3727        59.3234        2.21055     
  1117.48        2500.00        3.49650                 NaN            NaN   9.53674        13.0448                 NaN            NaN   12.3817        59.3115        2.22867     
  1115.91        2500.00        3.46318                 NaN            NaN   9.56764        13.0323                 NaN            NaN   12.3908        59.2995        2.24660     
  1114.35        2500.00        3.43882                 NaN            NaN   9.58002        13.0249                 NaN            NaN   12.4019        59.2909        2.26350     
  1112.78        2500.00        3.40586                 NaN            NaN   9.61062        13.0128                 NaN            NaN   12.4110        59.2787        2.28108     
  1111.22        2500.00        3.36478                 NaN            NaN   9.65849        12.9971                 NaN            NaN   12.4180        59.2625        2.29909     
  1109.65        2500.00        3.33239                 NaN            NaN   9.68839        12.9859                 NaN            NaN   12.4272        59.2499        2.31621     
  1108.08        2500.00        3.30843                 NaN            NaN   9.70080        12.9788                 NaN            NaN   12.4383        59.2412        2.33257     
  1106.52        2500.00        3.26824                 NaN            NaN   9.74755        12.9646                 NaN            NaN   12.4455        59.2242        2.34982     
  1104.95        2500.00        3.23648                 NaN            NaN   9.77680        12.9545                 NaN            NaN   12.4547        59.2112        2.36633     
  1103.38        2500.00        3.20496                 NaN            NaN   9.80580        12.9447                 NaN            NaN   12.4640        59.1980        2.38263     
  1101.82        2500.00        3.17365                 NaN            NaN   9.83459        12.9352                 NaN            NaN   12.4732        59.1846        2.39873     
  1100.25        2500.00        3.14251                 NaN            NaN   9.86335        12.9257                 NaN            NaN   12.4825        59.1713        2.41467     
  1098.68        2500.00        3.11951                 NaN            NaN   9.87498        12.9201                 NaN            NaN   12.4935        59.1618        2.43000     
  1097.12        2500.00        3.08097                 NaN            NaN   9.91969        12.9087                 NaN            NaN   12.5012        59.1436        2.44584     
  1095.55        2500.00        3.05049                 NaN            NaN   9.94766        12.9005                 NaN            NaN   12.5106        59.1296        2.46115     
  1093.98        2500.00        3.02019                 NaN            NaN   9.97545        12.8926                 NaN            NaN   12.5200        59.1155        2.47626     
  1092.42        2500.00        2.99150                 NaN            NaN   10.0001        12.8854                 NaN            NaN   12.5298        59.1021        2.49115     
  1090.85        2500.00        2.96318                 NaN            NaN   10.0242        12.8786                 NaN            NaN   12.5396        59.0887        2.50584     
  1089.29        2500.00        2.93497                 NaN            NaN   10.0483        12.8719                 NaN            NaN   12.5494        59.0751        2.52035     
  1087.72        2500.00        2.90686                 NaN            NaN   10.0724        12.8655                 NaN            NaN   12.5591        59.0614        2.53468     
  1086.15        2500.00        2.88129                 NaN            NaN   10.0916        12.8603                 NaN            NaN   12.5692        59.0490        2.54865     
  1084.59        2500.00        2.85018                 NaN            NaN   10.1223        12.8531                 NaN            NaN   12.5787        59.0330        2.56282     
  1083.02        2500.00        2.81833                 NaN            NaN   10.1550        12.8463                 NaN            NaN   12.5878        59.0160        2.57664     
  1081.45        2500.00        2.79065                 NaN            NaN   10.1791        12.8408                 NaN            NaN   12.5976        59.0015        2.59023     
  1079.89        2500.00        2.76303                 NaN            NaN   10.2034        12.8355                 NaN            NaN   12.6075        58.9869        2.60364     
  1078.32        2500.00        2.73511                 NaN            NaN   10.2285        12.8303                 NaN            NaN   12.6173        58.9718        2.61687     
  1076.75        2500.00        2.70502                 NaN            NaN   10.2584        12.8248                 NaN            NaN   12.6269        58.9549        2.62993     
  1075.19        2500.00        2.68106                 NaN            NaN   10.2759        12.8211                 NaN            NaN   12.6372        58.9421        2.64270     
  1073.62        2500.00        2.65518                 NaN            NaN   10.2975        12.8169                 NaN            NaN   12.6472        58.9278        2.65536     
  1072.06        2500.00        2.62431                 NaN            NaN   10.3293        12.8116                 NaN            NaN   12.6570        58.9097        2.66806     
  1070.49        2500.00        2.59672                 NaN            NaN   10.3549        12.8077                 NaN            NaN   12.6669        58.8935        2.68030     
  1068.92        2500.00        2.57251                 NaN            NaN   10.3740        12.8047                 NaN            NaN   12.6769        58.8796        2.69226     
  1067.36        2500.00        2.54322                 NaN            NaN   10.4032        12.8003                 NaN            NaN   12.6870        58.8619        2.70441     
  1065.79        2500.00        2.51589                 NaN            NaN   10.4289        12.7969                 NaN            NaN   12.6970        58.8451        2.71615     
  1064.22        2500.00        2.49042                 NaN            NaN   10.4510        12.7939                 NaN            NaN   12.7073        58.8297        2.72776     
  1062.66        2500.00        2.46281                 NaN            NaN   10.4777        12.7908                 NaN            NaN   12.7173        58.8122        2.73915     
  1061.09        2500.00        2.43698                 NaN            NaN   10.5009        12.7880                 NaN            NaN   12.7276        58.7961        2.75045     
  1059.52        2500.00        2.40849                 NaN            NaN   10.5298        12.7851                 NaN            NaN   12.7378        58.7774        2.76149     
  1057.96        2500.00        2.37926                 NaN            NaN   10.5599        12.7816                 NaN            NaN   12.7483        58.7582        2.77271     
  1056.39        2500.00        2.35782                 NaN            NaN   10.5753        12.7808                 NaN            NaN   12.7585        58.7445        2.78312     
  1054.82        2500.00        2.32911                 NaN            NaN   10.6052        12.7784                 NaN            NaN   12.7689        58.7248        2.79366     
  1053.26        2500.00        2.30639                 NaN            NaN   10.6234        12.7773                 NaN            NaN   12.7792        58.7098        2.80392     
  1051.69        2500.00        2.27954                 NaN            NaN   10.6499        12.7756                 NaN            NaN   12.7897        58.6912        2.81414     
  1050.13        2500.00        2.25475                 NaN            NaN   10.6725        12.7743                 NaN            NaN   12.8002        58.6741        2.82414     
  1048.56        2500.00        2.23002                 NaN            NaN   10.6953        12.7719                 NaN            NaN   12.8109        58.6577        2.83427     
  1046.99        2500.00        2.20581                 NaN            NaN   10.7172        12.7717                 NaN            NaN   12.8213        58.6402        2.84377     
  1045.43        2500.00        2.18174                 NaN            NaN   10.7391        12.7716                 NaN            NaN   12.8317        58.6227        2.85311     
  1043.86        2500.00        2.15516                 NaN            NaN   10.7659        12.7710                 NaN            NaN   12.8425        58.6029        2.86247     
  1042.29        2500.00        2.13263                 NaN            NaN   10.7853        12.7709                 NaN            NaN   12.8530        58.5866        2.87160     
  1040.73        2500.00        2.10384                 NaN            NaN   10.8168        12.7704                 NaN            NaN   12.8640        58.5644        2.88060     
  1039.16        2500.00        2.07897                 NaN            NaN   10.8411        12.7700                 NaN            NaN   12.8748        58.5457        2.88948     
  1037.59        2500.00        2.05434                 NaN            NaN   10.8648        12.7708                 NaN            NaN   12.8857        58.5264        2.89807     
  1036.03        2500.00        2.03742                 NaN            NaN   10.8737        12.7708                 NaN            NaN   12.8962        58.5149        2.90685     
  1034.46        2500.00        2.00450                 NaN            NaN   10.9141        12.7718                 NaN            NaN   12.9076        58.4871        2.91487     
  1032.89        2500.00        1.98083                 NaN            NaN   10.9365        12.7724                 NaN            NaN   12.9187        58.4684        2.92316     
  1031.33        2500.00        1.95773                 NaN            NaN   10.9582        12.7734                 NaN            NaN   12.9296        58.4500        2.93115     
  1029.76        2500.00        1.93852                 NaN            NaN   10.9724        12.7741                 NaN            NaN   12.9403        58.4355        2.93921     
  1028.20        2500.00        1.91108                 NaN            NaN   11.0026        12.7757                 NaN            NaN   12.9517        58.4121        2.94682     
  1026.63        2500.00        1.88663                 NaN            NaN   11.0274        12.7775                 NaN            NaN   12.9628        58.3914        2.95425     
  1025.06        2500.00        1.86515                 NaN            NaN   11.0465        12.7787                 NaN            NaN   12.9739        58.3739        2.96181     
  1023.50        2500.00        1.83779                 NaN            NaN   11.0769        12.7810                 NaN            NaN   12.9856        58.3497        2.96894     
  1021.93        2500.00        1.81658                 NaN            NaN   11.0960        12.7828                 NaN            NaN   12.9966        58.3319        2.97611     
  1020.36        2500.00        1.79120                 NaN            NaN   11.1229        12.7852                 NaN            NaN   13.0083        58.3094        2.98300     
  1018.80        2500.00        1.76530                 NaN            NaN   11.1510        12.7879                 NaN            NaN   13.0201        58.2860        2.98972     
  1017.23        2500.00        1.74416                 NaN            NaN   11.1704        12.7902                 NaN            NaN   13.0312        58.2676        2.99641     
  1015.66        2500.00        1.72011                 NaN            NaN   11.1953        12.7932                 NaN            NaN   13.0428        58.2456        3.00287     
  1014.10        2500.00        1.69610                 NaN            NaN   11.2203        12.7963                 NaN            NaN   13.0545        58.2236        3.00920     
  1012.53        2500.00        1.67307                 NaN            NaN   11.2433        12.7993                 NaN            NaN   13.0662        58.2025        3.01549     
  1010.96        2500.00        1.64821                 NaN            NaN   11.2703        12.8031                 NaN            NaN   13.0782        58.1788        3.02140     
  1009.40        2500.00        1.62431                 NaN            NaN   11.2953        12.8069                 NaN            NaN   13.0901        58.1561        3.02729     
  1007.83        2500.00        1.60320                 NaN            NaN   11.3153        12.8101                 NaN            NaN   13.1016        58.1366        3.03324     
  1006.27        2500.00        1.57986                 NaN            NaN   11.3396        12.8140                 NaN            NaN   13.1136        58.1141        3.03890     
  1004.70        2500.00        1.55831                 NaN            NaN   11.3606        12.8176                 NaN            NaN   13.1253        58.0936        3.04457     
  1003.13        2500.00        1.53505                 NaN            NaN   11.3850        12.8220                 NaN            NaN   13.1373        58.0707        3.04992     
  1001.57        2500.00        1.51118                 NaN            NaN   11.4105        12.8264                 NaN            NaN   13.1497        58.0470        3.05522     
  1000.00        2500.00        1.48865                 NaN            NaN   11.4339        12.8313                 NaN            NaN   13.1615        58.0244        3.06026     
