|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1267.86        2500.00        4.80151                 NaN            NaN   1.95466        12.5386        3.19446                 NaN   11.5258        65.9850                 NaN
  1266.29        2500.00        4.79649                 NaN            NaN   1.97232        12.5011        3.20793                 NaN   11.5418        65.9803                 NaN
  1264.72        2500.00        4.79153                 NaN            NaN   1.98969        12.4642        3.22131                 NaN   11.5578        65.9755                 NaN
  1263.16        2500.00        4.78244                 NaN            NaN   2.02055        12.4287        3.22174                 NaN   11.5739        65.9726                 NaN
  1261.59        2500.00        4.77876                 NaN            NaN   2.03358        12.3925        3.23839                 NaN   11.5896        65.9671                 NaN
  1260.03        2500.00        4.76767                 NaN            NaN   2.06912        12.3569        3.23829                 NaN   11.6044        65.9637                 NaN
  1258.46        2500.00        4.76744                 NaN            NaN   2.07097        12.3199        3.26427                 NaN   11.6206        65.9568                 NaN
  1256.89        2500.00        4.75664                 NaN            NaN   2.10613        12.2871        3.26079                 NaN   11.6357        65.9536                 NaN
  1255.33        2500.00        4.75099                 NaN            NaN   2.12552        3.26636        12.2570                 NaN   11.6514        65.9487                 NaN
  1253.76        2500.00        4.74616                 NaN            NaN   2.14172        12.2227        3.27936                 NaN   11.6667        65.9433                 NaN
  1252.19        2500.00        4.74003                 NaN            NaN   2.16260        12.1932        3.28337                 NaN   11.6821        65.9387                 NaN
  1250.63        2500.00        4.73478                 NaN            NaN   2.17864        3.30000        12.1572                 NaN   11.6970        65.9324                 NaN
  1249.06        2500.00        4.72777                 NaN            NaN   2.20114        12.1253        3.30661                 NaN   11.7119        65.9273                 NaN
  1247.49        2500.00        4.72265                 NaN            NaN   2.21845        12.0958        3.31395                 NaN   11.7271        65.9220                 NaN
  1245.93        2500.00        4.71889                 NaN            NaN   2.22925        12.0622        3.33298                 NaN   11.7421        65.9146                 NaN
  1244.36        2500.00        4.71010                 NaN            NaN   2.25759        12.0335        3.33199                 NaN   11.7566        65.9102                 NaN
  1242.79        2500.00        4.70543                 NaN            NaN   2.27302        3.34210        12.0035                 NaN   11.7715        65.9044                 NaN
  1241.23        2500.00        4.70007                 NaN            NaN   2.28829        11.9708        3.35741                 NaN   11.7861        65.8973                 NaN
  1239.66        2500.00        4.69397                 NaN            NaN   2.30705        11.9411        3.36616                 NaN   11.8006        65.8911                 NaN
  1238.10        2500.00        4.68839                 NaN            NaN   2.32384        11.9125        3.37556                 NaN   11.8153        65.8844                 NaN
  1236.53        2500.00        4.68260                 NaN            NaN   2.34214        11.8821        3.38484                 NaN   11.8297        65.8786                 NaN
  1234.96        2500.00        4.67835                 NaN            NaN   2.35436        11.8527        3.39912                 NaN   11.8443        65.8712                 NaN
  1233.40        2500.00        4.67200                 NaN            NaN   2.37353        11.8263        3.40484                 NaN   11.8587        65.8646                 NaN
  1231.83        2500.00        4.66550                 NaN            NaN   2.39327        11.7984        3.41181                 NaN   11.8727        65.8583                 NaN
  1230.26        2500.00        4.65992                 NaN            NaN   2.40931        11.7708        3.42186                 NaN   11.8871        65.8510                 NaN
  1228.70        2500.00        4.65426                 NaN            NaN   2.42540        3.43349        11.7421                 NaN   11.9011        65.8436                 NaN
  1227.13        2500.00        4.67618                 NaN            NaN   2.55749        9.88837        2.60133        2.28896        11.9101        66.0776                 NaN
  1225.56        2500.00        4.67055                 NaN            NaN   2.57987        10.2879        2.55408        1.91412        11.9182        66.0753                 NaN
  1224.00        2500.00        4.66396                 NaN            NaN   2.60721        10.7138        2.49630        1.51634        11.9279        66.0744                 NaN
  1222.43        2500.00        4.65796                 NaN            NaN   2.63020        10.9790        2.45476        1.26769        11.9372        66.0732                 NaN
  1220.86        2500.00        4.62699                 NaN            NaN   2.50256        11.6092        3.48405                 NaN   11.9715        65.8056                 NaN
  1219.30        2500.00        4.62190                 NaN            NaN   2.51637        11.5831        3.49567                 NaN   11.9855        65.7975                 NaN
  1217.73        2500.00        4.61795                 NaN            NaN   2.52674        11.5577        3.50902                 NaN   11.9996        65.7890                 NaN
  1216.17        2500.00        4.61107                 NaN            NaN   2.54585        3.51630        11.5324                 NaN   12.0132        65.7812                 NaN
  1214.60        2500.00        4.60439                 NaN            NaN   2.56392        11.5075        3.52458                 NaN   12.0267        65.7729                 NaN
  1213.03        2500.00        4.60021                 NaN            NaN   2.57475        3.53728        11.4828                 NaN   12.0408        65.7642                 NaN
  1211.47        2500.00        4.59245                 NaN            NaN   2.59553        11.4584        3.54401                 NaN   12.0540        65.7556                 NaN
  1209.90        2500.00        4.58862                 NaN            NaN   2.60520        11.4346        3.55670                 NaN   12.0682        65.7467                 NaN
  1208.33        2500.00        4.58544                 NaN            NaN   2.61211        11.4080        3.57521                 NaN   12.0821        65.7371                 NaN
  1206.77        2500.00        4.58650                 NaN            NaN   2.59692        11.3367        3.66317                 NaN   12.0953        65.7214                 NaN
  1205.20        2500.00        4.57312                 NaN            NaN   2.64417        11.3621        3.59242                 NaN   12.1091        65.7190                 NaN
  1203.63        2500.00        4.56783                 NaN            NaN   2.65746        11.3395        3.60282                 NaN   12.1227        65.7096                 NaN
  1202.07        2500.00        4.56124                 NaN            NaN   2.67386        11.3154        3.61354                 NaN   12.1360        65.7000                 NaN
  1200.50        2500.00        4.55800                 NaN            NaN   2.68068        11.2906        3.63076                 NaN   12.1501        65.6899                 NaN
  1198.93        2500.00        4.55216                 NaN            NaN   2.69462        11.2685        3.64159                 NaN   12.1633        65.6798                 NaN
  1197.37        2500.00        4.54684                 NaN            NaN   2.70724        11.2458        3.65365                 NaN   12.1769        65.6697                 NaN
  1195.80        2500.00        4.55618                 NaN            NaN   2.71735        3.39860        11.4334                 NaN   12.1859        65.7085                 NaN
  1194.24        2500.00        4.53573                 NaN            NaN   2.73310        11.2007        3.67801                 NaN   12.2037        65.6488                 NaN
  1192.67        2500.00        4.53113                 NaN            NaN   2.74365        11.1797        3.68974                 NaN   12.2174        65.6384                 NaN
  1191.10        2500.00        4.52465                 NaN            NaN   2.75845        11.1566        3.70247                 NaN   12.2305        65.6273                 NaN
  1189.54        2500.00        4.52129                 NaN            NaN   2.76401        3.72066        11.1340                 NaN   12.2445        65.6156                 NaN
  1187.97        2500.00        4.51642                 NaN            NaN   2.77450        11.1115        3.73513                 NaN   12.2578        65.6046                 NaN
  1186.40        2500.00        3.25822                 NaN            NaN   5.29712        11.9878                 NaN            NaN   12.3357        66.4500       0.671163     
  1184.84        2500.00        3.22133                 NaN            NaN   5.34660        11.9409                 NaN            NaN   12.3462        66.4520       0.693019     
  1183.27        2500.00        3.18548                 NaN            NaN   5.39408        11.8963                 NaN            NaN   12.3567        66.4531       0.714276     
  1181.70        2500.00        3.14627                 NaN            NaN   5.44796        11.8486                 NaN            NaN   12.3663        66.4543       0.736534     
  1180.14        2500.00        3.10990                 NaN            NaN   5.49667        11.8055                 NaN            NaN   12.3760        66.4544       0.757481     
  1178.57        2500.00        3.07318                 NaN            NaN   5.54615        11.7631                 NaN            NaN   12.3854        66.4539       0.778294     
  1177.01        2500.00        3.03839                 NaN            NaN   5.59168        11.7235                 NaN            NaN   12.3954        66.4527       0.798351     
  1175.44        2500.00        3.00513                 NaN            NaN   5.63507        11.6870                 NaN            NaN   12.4047        66.4507       0.817440     
  1173.87        2500.00        2.97598                 NaN            NaN   5.67043        11.6557                 NaN            NaN   12.4150        66.4479       0.835063     
  1172.31        2500.00        2.94417                 NaN            NaN   5.71053        11.6218                 NaN            NaN   12.4250        66.4450       0.853532     
  1170.74        2500.00        2.90968                 NaN            NaN   5.75643        11.5864                 NaN            NaN   12.4334        66.4416       0.872466     
  1169.17        2500.00        2.88058                 NaN            NaN   5.79181        11.5570                 NaN            NaN   12.4434        66.4376       0.889611     
  1167.61        2500.00        2.85178                 NaN            NaN   5.82661        11.5285                 NaN            NaN   12.4533        66.4333       0.906530     
  1166.04        2500.00        2.82227                 NaN            NaN   5.86312        11.5000                 NaN            NaN   12.4627        66.4285       0.923428     
  1164.47        2500.00        2.79375                 NaN            NaN   5.89782        11.4733                 NaN            NaN   12.4721        66.4232       0.939853     
  1162.91        2500.00        2.76418                 NaN            NaN   5.93419        11.4458                 NaN            NaN   12.4815        66.4177       0.956584     
  1161.34        2500.00        2.73150                 NaN            NaN   5.97816        11.4081                 NaN            NaN   12.4912        66.4162       0.974867     
  1159.77        2500.00        2.71047                 NaN            NaN   5.99737        11.3979                 NaN            NaN   12.5008        66.4057       0.987807     
  1158.21        2500.00        2.68278                 NaN            NaN   6.03070        11.3741                 NaN            NaN   12.5100        66.3990        1.00343     
  1156.64        2500.00        2.66228                 NaN            NaN   6.05006        11.3563                 NaN            NaN   12.5213        66.3930        1.01703     
  1155.08        2500.00        2.62853                 NaN            NaN   6.09553        11.3289                 NaN            NaN   12.5283        66.3848        1.03392     
  1153.51        2500.00        2.60934                 NaN            NaN   6.11251        11.3136                 NaN            NaN   12.5396        66.3782        1.04687     
  1151.94        2500.00        2.59441                 NaN            NaN   6.12333        11.2985                 NaN            NaN   12.5504        66.3749        1.05856     
  1150.38        2500.00        2.54939                 NaN            NaN   6.18931        11.2671                 NaN            NaN   12.5553        66.3610        1.07794     
  1148.81        2500.00        2.52659                 NaN            NaN   6.21325        11.2497                 NaN            NaN   12.5657        66.3531        1.09163     
  1147.24        2500.00        2.50064                 NaN            NaN   6.24366        11.2307                 NaN            NaN   12.5748        66.3443        1.10589     
  1145.68        2500.00        2.47846                 NaN            NaN   6.26697        11.2146                 NaN            NaN   12.5849        66.3360        1.11909     
  1144.11        2500.00        2.45656                 NaN            NaN   6.28977        11.1991                 NaN            NaN   12.5950        66.3275        1.13212     
  1142.54        2500.00        2.43175                 NaN            NaN   6.31853        11.1824                 NaN            NaN   12.6039        66.3179        1.14564     
  1140.98        2500.00        2.40560                 NaN            NaN   6.34994        11.1652                 NaN            NaN   12.6123        66.3076        1.15935     
  1139.41        2500.00        2.38221                 NaN            NaN   6.37598        11.1500                 NaN            NaN   12.6217        66.2978        1.17235     
  1137.84        2500.00        2.35906                 NaN            NaN   6.40164        11.1354                 NaN            NaN   12.6310        66.2877        1.18518     
  1136.28        2500.00        2.33615                 NaN            NaN   6.42692        11.1212                 NaN            NaN   12.6404        66.2775        1.19784     
  1134.71        2500.00        2.31347                 NaN            NaN   6.45185        11.1075                 NaN            NaN   12.6498        66.2670        1.21035     
  1133.15        2500.00        2.29102                 NaN            NaN   6.47643        11.0943                 NaN            NaN   12.6592        66.2564        1.22269     
  1131.58        2500.00        2.26948                 NaN            NaN   6.49940        11.0824                 NaN            NaN   12.6684        66.2456        1.23465     
  1130.01        2500.00        2.24696                 NaN            NaN   6.52408        11.0692                 NaN            NaN   12.6782        66.2346        1.24694     
  1128.45        2500.00        2.22538                 NaN            NaN   6.54728        11.0575                 NaN            NaN   12.6877        66.2234        1.25876     
  1126.88        2500.00        2.20351                 NaN            NaN   6.57124        11.0463                 NaN            NaN   12.6967        66.2118        1.27047     
  1125.31        2500.00        2.18168                 NaN            NaN   6.59525        11.0338                 NaN            NaN   12.7062        66.2008        1.28229     
  1123.75        2500.00        2.16032                 NaN            NaN   6.61831        11.0228                 NaN            NaN   12.7157        66.1891        1.29382     
  1122.18        2500.00        2.13936                 NaN            NaN   6.64075        11.0127                 NaN            NaN   12.7251        66.1770        1.30505     
  1120.61        2500.00        2.11860                 NaN            NaN   6.66271        11.0032                 NaN            NaN   12.7347        66.1646        1.31617     
  1119.05        2500.00        2.09807                 NaN            NaN   6.68430        10.9943                 NaN            NaN   12.7442        66.1520        1.32713     
  1117.48        2500.00        2.07760                 NaN            NaN   6.70592        10.9853                 NaN            NaN   12.7538        66.1393        1.33801     
  1115.91        2500.00        2.05726                 NaN            NaN   6.72741        10.9766                 NaN            NaN   12.7634        66.1265        1.34878     
  1114.35        2500.00        2.04185                 NaN            NaN   6.73887        10.9686                 NaN            NaN   12.7750        66.1167        1.35891     
  1112.78        2500.00        2.02174                 NaN            NaN   6.76012        10.9603                 NaN            NaN   12.7846        66.1037        1.36947     
  1111.22        2500.00        1.99721                 NaN            NaN   6.79055        10.9525                 NaN            NaN   12.7924        66.0871        1.38031     
  1109.65        2500.00        1.97746                 NaN            NaN   6.81132        10.9449                 NaN            NaN   12.8021        66.0737        1.39059     
  1108.08        2500.00        1.96232                 NaN            NaN   6.82274        10.9372                 NaN            NaN   12.8136        66.0637        1.40040     
  1106.52        2500.00        1.93834                 NaN            NaN   6.85240        10.9307                 NaN            NaN   12.8216        66.0463        1.41078     
  1104.95        2500.00        1.91899                 NaN            NaN   6.87270        10.9239                 NaN            NaN   12.8314        66.0323        1.42070     
  1103.38        2500.00        1.89978                 NaN            NaN   6.89282        10.9175                 NaN            NaN   12.8412        66.0182        1.43049     
  1101.82        2500.00        1.88071                 NaN            NaN   6.91279        10.9114                 NaN            NaN   12.8510        66.0039        1.44016     
  1100.25        2500.00        1.86174                 NaN            NaN   6.93273        10.9052                 NaN            NaN   12.8609        65.9897        1.44974     
  1098.68        2500.00        1.84724                 NaN            NaN   6.94350        10.8990                 NaN            NaN   12.8724        65.9789        1.45893     
  1097.12        2500.00        1.82428                 NaN            NaN   6.97180        10.8946                 NaN            NaN   12.8808        65.9601        1.46846     
  1095.55        2500.00        1.80573                 NaN            NaN   6.99119        10.8896                 NaN            NaN   12.8907        65.9451        1.47766     
  1093.98        2500.00        1.78730                 NaN            NaN   7.01045        10.8848                 NaN            NaN   12.9008        65.9300        1.48674     
  1092.42        2500.00        1.76976                 NaN            NaN   7.02802        10.8799                 NaN            NaN   12.9111        65.9155        1.49568     
  1090.85        2500.00        1.75245                 NaN            NaN   7.04525        10.8753                 NaN            NaN   12.9214        65.9010        1.50450     
  1089.29        2500.00        1.73521                 NaN            NaN   7.06247        10.8709                 NaN            NaN   12.9318        65.8864        1.51322     
  1087.72        2500.00        1.71804                 NaN            NaN   7.07967        10.8667                 NaN            NaN   12.9422        65.8715        1.52182     
  1086.15        2500.00        1.70232                 NaN            NaN   7.09421        10.8625                 NaN            NaN   12.9528        65.8579        1.53021     
  1084.59        2500.00        1.68351                 NaN            NaN   7.11486        10.8592                 NaN            NaN   12.9629        65.8409        1.53872     
  1083.02        2500.00        1.66434                 NaN            NaN   7.13651        10.8565                 NaN            NaN   12.9727        65.8229        1.54704     
  1081.45        2500.00        1.64748                 NaN            NaN   7.15360        10.8533                 NaN            NaN   12.9831        65.8073        1.55520     
  1079.89        2500.00        1.63067                 NaN            NaN   7.17074        10.8502                 NaN            NaN   12.9936        65.7915        1.56326     
  1078.32        2500.00        1.61370                 NaN            NaN   7.18830        10.8475                 NaN            NaN   13.0040        65.7753        1.57121     
  1076.75        2500.00        1.59556                 NaN            NaN   7.20837        10.8455                 NaN            NaN   13.0142        65.7573        1.57906     
  1075.19        2500.00        1.58082                 NaN            NaN   7.22178        10.8425                 NaN            NaN   13.0250        65.7432        1.58672     
  1073.62        2500.00        1.56502                 NaN            NaN   7.23740        10.8400                 NaN            NaN   13.0357        65.7276        1.59433     
  1072.06        2500.00        1.54646                 NaN            NaN   7.25851        10.8386                 NaN            NaN   13.0461        65.7084        1.60196     
  1070.49        2500.00        1.52978                 NaN            NaN   7.27624        10.8371                 NaN            NaN   13.0566        65.6909        1.60932     
  1068.92        2500.00        1.51500                 NaN            NaN   7.29044        10.8351                 NaN            NaN   13.0672        65.6757        1.61650     
  1067.36        2500.00        1.49733                 NaN            NaN   7.31006        10.8341                 NaN            NaN   13.0780        65.6567        1.62381     
  1065.79        2500.00        1.48082                 NaN            NaN   7.32779        10.8332                 NaN            NaN   13.0886        65.6387        1.63086     
  1064.22        2500.00        1.46535                 NaN            NaN   7.34355        10.8319                 NaN            NaN   13.0994        65.6220        1.63784     
  1062.66        2500.00        1.44871                 NaN            NaN   7.36176        10.8315                 NaN            NaN   13.1102        65.6032        1.64469     
  1061.09        2500.00        1.43304                 NaN            NaN   7.37809        10.8306                 NaN            NaN   13.1211        65.5857        1.65148     
  1059.52        2500.00        1.41594                 NaN            NaN   7.39744        10.8309                 NaN            NaN   13.1319        65.5657        1.65812     
  1057.96        2500.00        1.39832                 NaN            NaN   7.41750        10.8310                 NaN            NaN   13.1431        65.5451        1.66487     
  1056.39        2500.00        1.38525                 NaN            NaN   7.42958        10.8302                 NaN            NaN   13.1538        65.5300        1.67112     
  1054.82        2500.00        1.36805                 NaN            NaN   7.44942        10.8312                 NaN            NaN   13.1649        65.5089        1.67746     
  1053.26        2500.00        1.35425                 NaN            NaN   7.46301        10.8308                 NaN            NaN   13.1758        65.4925        1.68362     
  1051.69        2500.00        1.33810                 NaN            NaN   7.48102        10.8317                 NaN            NaN   13.1870        65.4725        1.68976     
  1050.13        2500.00        1.32313                 NaN            NaN   7.49696        10.8322                 NaN            NaN   13.1981        65.4539        1.69578     
  1048.56        2500.00        1.30815                 NaN            NaN   7.51304        10.8316                 NaN            NaN   13.2094        65.4360        1.70186     
  1046.99        2500.00        1.29358                 NaN            NaN   7.52854        10.8329                 NaN            NaN   13.2204        65.4170        1.70757     
  1045.43        2500.00        1.27909                 NaN            NaN   7.54401        10.8342                 NaN            NaN   13.2315        65.3980        1.71319     
  1043.86        2500.00        1.26315                 NaN            NaN   7.56216        10.8362                 NaN            NaN   13.2430        65.3766        1.71882     
  1042.29        2500.00        1.24953                 NaN            NaN   7.57625        10.8370                 NaN            NaN   13.2541        65.3589        1.72430     
  1040.73        2500.00        1.23238                 NaN            NaN   7.59697        10.8401                 NaN            NaN   13.2658        65.3350        1.72972     
  1039.16        2500.00        1.21745                 NaN            NaN   7.61373        10.8417                 NaN            NaN   13.2773        65.3148        1.73506     
  1037.59        2500.00        1.20267                 NaN            NaN   7.63014        10.8443                 NaN            NaN   13.2888        65.2938        1.74023     
  1036.03        2500.00        1.19218                 NaN            NaN   7.63860        10.8431                 NaN            NaN   13.2998        65.2808        1.74549     
  1034.46        2500.00        1.17282                 NaN            NaN   7.66406        10.8494                 NaN            NaN   13.3121        65.2513        1.75034     
  1032.89        2500.00        1.15858                 NaN            NaN   7.67978        10.8515                 NaN            NaN   13.3239        65.2310        1.75532     
  1031.33        2500.00        1.14473                 NaN            NaN   7.69510        10.8538                 NaN            NaN   13.3354        65.2109        1.76012     
  1029.76        2500.00        1.13302                 NaN            NaN   7.70639        10.8543                 NaN            NaN   13.3466        65.1947        1.76496     
  1028.20        2500.00        1.11674                 NaN            NaN   7.72635        10.8590                 NaN            NaN   13.3588        65.1696        1.76954     
  1026.63        2500.00        1.10218                 NaN            NaN   7.74335        10.8627                 NaN            NaN   13.3706        65.1472        1.77401     
  1025.06        2500.00        1.08922                 NaN            NaN   7.75724        10.8648                 NaN            NaN   13.3823        65.1279        1.77856     
  1023.50        2500.00        1.07301                 NaN            NaN   7.77735        10.8700                 NaN            NaN   13.3948        65.1020        1.78286     
  1021.93        2500.00        1.06026                 NaN            NaN   7.79118        10.8726                 NaN            NaN   13.4064        65.0824        1.78716     
  1020.36        2500.00        1.04519                 NaN            NaN   7.80939        10.8773                 NaN            NaN   13.4188        65.0580        1.79131     
  1018.80        2500.00        1.02981                 NaN            NaN   7.82818        10.8825                 NaN            NaN   13.4314        65.0328        1.79537     
  1017.23        2500.00        1.01714                 NaN            NaN   7.84225        10.8856                 NaN            NaN   13.4431        65.0125        1.79939     
  1015.66        2500.00        1.00284                 NaN            NaN   7.85930        10.8904                 NaN            NaN   13.4554        64.9887        1.80328     
  1014.10        2500.00       0.988577                 NaN            NaN   7.87639        10.8953                 NaN            NaN   13.4679        64.9648        1.80709     
  1012.53        2500.00       0.974859                 NaN            NaN   7.89252        10.8997                 NaN            NaN   13.4803        64.9418        1.81088     
  1010.96        2500.00       0.960143                 NaN            NaN   7.91065        10.9057                 NaN            NaN   13.4930        64.9161        1.81444     
  1009.40        2500.00       0.945966                 NaN            NaN   7.92783        10.9112                 NaN            NaN   13.5056        64.8914        1.81799     
  1007.83        2500.00       0.933374                 NaN            NaN   7.94225        10.9151                 NaN            NaN   13.5177        64.8700        1.82156     
  1006.27        2500.00       0.919513                 NaN            NaN   7.95899        10.9207                 NaN            NaN   13.5304        64.8454        1.82497     
  1004.70        2500.00       0.906676                 NaN            NaN   7.97398        10.9252                 NaN            NaN   13.5428        64.8230        1.82838     
  1003.13        2500.00       0.892916                 NaN            NaN   7.99080        10.9311                 NaN            NaN   13.5555        64.7981        1.83160     
  1001.57        2500.00       0.878759                 NaN            NaN   8.00823        10.9373                 NaN            NaN   13.5687        64.7722        1.83480     
  1000.00        2500.00       0.865451                 NaN            NaN   8.02449        10.9434                 NaN            NaN   13.5812        64.7476        1.83783     
