|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            ne             lc            
  1288.01        2500.00        86.3363                 NaN  0.988653        1.38819                 NaN  0.485653E-001   1.55585        9.68248                 NaN            NaN            NaN
  1286.43        2500.00        95.2820                 NaN  0.345899       0.516715                 NaN  0.170355E-001  0.535473        3.30289                 NaN            NaN            NaN
  1284.85        2500.00        95.4006                 NaN  0.342350       0.549369                 NaN  0.166891E-001  0.539917        3.15104                 NaN            NaN            NaN
  1283.26        2500.00        97.5415                 NaN  0.133012       0.336106                 NaN  0.942786E-002  0.243587        1.73640                 NaN            NaN            NaN
  1281.68        2500.00        94.6459                 NaN  0.408630       0.578892                 NaN  0.179703E-001  0.614409        3.73420                 NaN            NaN            NaN
  1280.10        2500.00        95.0425                 NaN  0.312117       0.594083                 NaN  0.237402E-001  0.568147        3.45939                 NaN            NaN            NaN
  1278.52        2500.00        94.7630                 NaN  0.395962       0.633338                 NaN  0.146890E-001  0.595332        3.59765                 NaN            NaN            NaN
  1276.93        2500.00        97.5325                 NaN  0.196809       0.253410                 NaN  0.106222E-001  0.292049        1.71462                 NaN            NaN            NaN
  1275.35        2500.00        96.2039                 NaN  0.270325       0.462589                 NaN  0.141157E-001  0.440105        2.60899                 NaN            NaN            NaN
  1273.77        2500.00        96.1158                 NaN  0.283613       0.414427       0.840785E-006  0.150557E-001  0.452336        2.71874                 NaN            NaN            NaN
  1272.19        2500.00       100.0000                 NaN            NaN  0.211407E-005  0.117295E-004            NaN  0.668792E-005  0.234683E-004            NaN            NaN            NaN
  1270.60        2500.00        93.5509                 NaN  0.449885       0.875894                 NaN  0.222622E-001  0.740305        4.36078                 NaN            NaN            NaN
  1269.02        2500.00        97.1443                 NaN  0.203191       0.370309                 NaN  0.107397E-001  0.329879        1.94155                 NaN            NaN            NaN
  1267.44        2500.00        97.1357                 NaN  0.199423       0.380705                 NaN  0.106721E-001  0.332706        1.94082                 NaN            NaN            NaN
  1265.86        2500.00        97.0101                 NaN  0.117148       0.300164       0.256880       0.133303E-001  0.359959        1.94240                 NaN            NaN            NaN
  1264.27        2500.00        93.0014                 NaN  0.307031       0.518762       0.774622       0.294652E-001  0.842885        4.52587                 NaN            NaN            NaN
  1262.69        2500.00       100.0000                 NaN  0.789029E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.11        2500.00       100.0000                 NaN            NaN  0.206115E-005            NaN            NaN  0.649811E-005  0.288858E-004            NaN            NaN            NaN
  1259.53        2500.00        99.9999                 NaN            NaN  0.116175E-004            NaN            NaN  0.629191E-005  0.462219E-004  0.227696E-005            NaN            NaN
  1257.94        2500.00        95.6829                 NaN  0.193172       0.289012       0.445533                 NaN  0.505268        2.79822       0.859083E-001            NaN            NaN
  1256.36        2500.00        96.3542                 NaN  0.234466       0.566265                 NaN  0.134884E-001  0.422348        2.40882       0.393803E-003            NaN            NaN
  1254.78        2500.00        87.5556                 NaN  0.356658        1.78420                 NaN            NaN   1.08722        7.01165       0.277116        1.92757                 NaN
  1253.20        2500.00                 NaN   1.53254                 NaN   8.02772        10.3819                 NaN   7.65077        46.8679        1.46786        16.7307        7.34059     
  1251.61        2500.00                 NaN   1.49623                 NaN   8.10199        10.3267                 NaN   7.68067        46.8807        1.47403        16.7515        7.28820     
  1250.03        2500.00                 NaN   1.45700                 NaN   8.18490        10.2698                 NaN   7.70809        46.8949        1.47932        16.7716        7.23441     
  1248.45        2500.00                 NaN   1.41815                 NaN   8.26628        10.2142                 NaN   7.73528        46.9095        1.48455        16.7917        7.18032     
  1246.87        2500.00                 NaN   1.37965                 NaN   8.34619        10.1599                 NaN   7.76223        46.9244        1.48973        16.8119        7.12591     
  1245.28        2500.00                 NaN   1.23765                 NaN   8.47192        10.1272                 NaN   7.86006        46.8835        1.50880        16.8436        7.06723     
  1243.70        2500.00                 NaN   1.19739                 NaN   8.55414        10.0717                 NaN   7.88761        46.8985        1.51425        16.8642        7.01226     
  1242.12        2500.00                 NaN   1.15754                 NaN   8.63482        10.0175                 NaN   7.91490        46.9139        1.51964        16.8847        6.95696     
  1240.54        2500.00                 NaN   1.09875                 NaN   8.74081        9.95382                 NaN   7.94866        46.9238        1.52669        16.9064        6.90114     
  1238.95        2500.00                 NaN  0.949726                 NaN   9.91491        8.87753                 NaN   8.05093        46.8802        1.54673        16.9392        6.84078     
  1237.37        2500.00                 NaN  0.908026                 NaN   8.95900        9.86103                 NaN   8.07892        46.8959        1.55242        16.9604        6.78437     
  1235.79        2500.00                 NaN  0.868501                 NaN   9.03594        9.81027                 NaN   8.10594        46.9125        1.55780        16.9814        6.72758     
  1234.21        2500.00                 NaN  0.829475                 NaN   9.11139        9.76072                 NaN   8.13268        46.9296        1.56311        17.0025        6.67047     
  1232.62        2500.00                 NaN  0.676887                 NaN   9.25445        9.71859                 NaN   8.23757        46.8845        1.58351        17.0361        6.60843     
  1231.04        2500.00                 NaN  0.636761                 NaN   9.33132        9.66832                 NaN   8.26457        46.9019        1.58900        17.0575        6.55069     
  1229.46        2500.00                 NaN  0.597136                 NaN   9.40672        9.61925                 NaN   8.29128        46.9197        1.59440        17.0789        6.49256     
  1227.88        2500.00                 NaN  0.567964                 NaN   9.43833        9.61029                 NaN   8.31780        46.9358        1.59746        17.0992        6.43311     
  1226.29        2500.00                 NaN  0.425579                 NaN   9.52813        9.62045                 NaN   8.42579        46.8855        1.61493        17.1315        6.36813     
  1224.71        2500.00                 NaN  0.401427                 NaN   9.53868        9.62974                 NaN   8.45308        46.9004        1.61715        17.1516        6.30793     
  1223.13        2500.00                 NaN  0.376601                 NaN   9.55130        9.63879                 NaN   8.47977        46.9159        1.61910        17.1715        6.24706     
  1221.55        2500.00                 NaN  0.319795                 NaN   9.55199        9.69306                 NaN   8.52638        46.9115        1.62335        17.1922        6.18174     
  1219.96        2500.00                 NaN  0.272412                 NaN   9.52486        9.75364                 NaN   8.56873        46.9165        1.62881        17.2157        6.11931     
  1218.38        2500.00                 NaN  0.225020                 NaN   9.50042        9.81180                 NaN   8.61130        46.9215        1.63422        17.2393        6.05647     
  1216.80        2500.00                 NaN  0.175733                 NaN   9.48130        9.86654                 NaN   8.65469        46.9258        1.63972        17.2630        5.99321     
  1215.22        2500.00                 NaN  0.125804                 NaN   9.47087        9.91282                 NaN   8.69862        46.9302        1.64544        17.2870        5.92925     
  1213.63        2500.00                 NaN  0.739009E-001            NaN   9.95624        9.46518                 NaN   8.74325        46.9341        1.65129        17.3112        5.86484     
  1212.05        2500.00                 NaN  0.230463E-001            NaN   9.45933        9.99911                 NaN   8.78771        46.9384        1.65701        17.3354        5.80001     
  1210.47        2500.00                 NaN            NaN            NaN   10.0520        9.42303                 NaN   8.81941        46.9534        1.65926        17.3584        5.73455     
  1208.89        2500.00                 NaN            NaN            NaN   10.1129        9.36190                 NaN   8.84058        46.9772        1.65860        17.3804        5.66844     
  1207.31        2500.00                 NaN            NaN            NaN   9.23708        10.2359                 NaN   8.85779        47.0084        1.65853        17.4014        5.60090     
  1205.72        2500.00                 NaN            NaN            NaN   9.16108        10.3117                 NaN   8.87731        47.0358        1.65811        17.4231        5.53291     
  1204.14        2500.00                 NaN            NaN            NaN   10.5489        8.90224                 NaN   8.89677        47.0713        1.66006        17.4501        5.47057     
  1202.56        2500.00                 NaN            NaN            NaN   8.68522        10.8329                 NaN   8.97377        47.0148        1.64455        17.4580        5.39077     
  1200.98        2500.00                 NaN  0.902597E-001            NaN   8.82913        10.7145                 NaN   9.52376        46.5589        1.59919        17.5297        5.15449     
  1199.39        2500.00                 NaN  0.902655E-001            NaN   8.82934        10.7149                 NaN   9.52421        46.6027        1.59923        17.5495        5.08994     
  1197.81        2500.00                 NaN  0.902670E-001            NaN   8.82955        10.7152                 NaN   9.52465        46.6468        1.59927        17.5693        5.02495     
  1196.23        2500.00                 NaN  0.902684E-001            NaN   8.82977        10.7155                 NaN   9.52510        46.6911        1.59931        17.5894        4.95950     
  1194.65        2500.00                 NaN  0.902699E-001            NaN   8.82999        10.7158                 NaN   9.52554        46.7358        1.59935        17.6096        4.89360     
  1193.06        2500.00                 NaN  0.902713E-001            NaN   8.83021        10.7162                 NaN   9.52599        46.7810        1.59940        17.6300        4.82703     
  1191.48        2500.00                 NaN  0.902728E-001            NaN   8.83043        10.7165                 NaN   9.52644        46.8264        1.59944        17.6505        4.75998     
  1189.90        2500.00                 NaN            NaN            NaN   8.90537        10.7079                 NaN   9.58926        46.8198        1.61049        17.6796        4.68757     
  1188.32        2500.00                 NaN            NaN            NaN   8.90560        10.7082                 NaN   9.58971        46.8659        1.61053        17.7004        4.61965     
  1186.73        2500.00                 NaN            NaN            NaN   8.90582        10.7086                 NaN   9.59017        46.9124        1.61057        17.7215        4.55106     
  1185.15        2500.00                 NaN            NaN            NaN   8.90605        10.7089                 NaN   9.59062        46.9592        1.61062        17.7427        4.48195     
  1183.57        2500.00                 NaN            NaN            NaN   8.90628        10.7092                 NaN   9.59107        47.0064        1.61066        17.7640        4.41237     
  1181.99        2500.00                 NaN            NaN            NaN   11.0847        8.45353                 NaN   9.20817        47.4161        1.63749        17.7563        4.44370     
  1180.40        2500.00                 NaN            NaN            NaN   11.1513        8.39569                 NaN   9.23275        47.4402        1.63560        17.7788        4.36563     
  1178.82        2500.00                 NaN            NaN            NaN   8.33936        11.2165                 NaN   9.25738        47.4646        1.63368        17.8014        4.28706     
  1177.24        2500.00                 NaN            NaN            NaN   8.32270        11.2324                 NaN   9.27567        47.4993        1.63282        17.8267        4.21042     
  1175.66        2500.00                 NaN            NaN            NaN   8.30651        11.2480                 NaN   9.29392        47.5343        1.63194        17.8521        4.13326     
  1174.07        2500.00                 NaN            NaN            NaN   8.29082        11.2631                 NaN   9.31207        47.5699        1.63107        17.8778        4.05534     
  1172.49        2500.00                 NaN            NaN            NaN   8.28746        11.2659                 NaN   9.33017        47.6059        1.63018        17.9036        3.97682     
  1170.91        2500.00                 NaN            NaN            NaN   8.29722        11.2557                 NaN   9.34823        47.6423        1.62928        17.9295        3.89778     
  1169.33        2500.00                 NaN            NaN            NaN   8.30723        11.2453                 NaN   9.36625        47.6790        1.62838        17.9557        3.81819     
  1167.74        2500.00                 NaN            NaN  0.107474E-001   8.32470        11.2030                 NaN   9.38094        47.7387        1.62984        17.9789        3.73317     
  1166.16        2500.00                 NaN            NaN  0.799652E-001   8.38181        10.9876                 NaN   9.37763        47.9214        1.64435        17.9852        3.62201     
  1164.58        2500.00                 NaN            NaN            NaN   8.12183        11.4430                 NaN   9.54947        47.6775        1.62078        18.0484        3.53897     
  1163.00        2500.00                 NaN            NaN            NaN   8.08206        11.4862                 NaN   9.57847        47.7050        1.61957        18.0755        3.45324     
  1161.41        2500.00                 NaN            NaN            NaN   8.04536        11.5258                 NaN   9.60394        47.7361        1.61855        18.1025        3.36773     
  1159.83        2500.00                 NaN            NaN            NaN   8.01130        11.5624                 NaN   9.62647        47.7704        1.61771        18.1294        3.28242     
  1158.25        2500.00                 NaN            NaN            NaN   7.97950        11.5964                 NaN   9.64648        47.8072        1.61700        18.1562        3.19729     
  1156.67        2500.00                 NaN            NaN            NaN   7.94967        11.6280                 NaN   9.66434        47.8463        1.61642        18.1830        3.11222     
  1155.08        2500.00                 NaN            NaN            NaN   7.92162        11.6577                 NaN   9.68032        47.8877        1.61594        18.2099        3.02686     
  1153.50        2500.00                 NaN            NaN            NaN   7.89511        11.6855                 NaN   9.69467        47.9310        1.61556        18.2368        2.94132     
  1151.92        2500.00                 NaN            NaN            NaN   7.87000        11.7118                 NaN   9.70760        47.9759        1.61525        18.2638        2.85561     
  1150.34        2500.00                 NaN            NaN            NaN   7.84467        11.7374                 NaN   9.72081        48.0214        1.61509        18.2913        2.76938     
  1148.75        2500.00                 NaN            NaN            NaN   7.82083        11.7614                 NaN   9.73235        48.0688        1.61501        18.3188        2.68283     
  1147.17        2500.00                 NaN            NaN            NaN   7.79832        11.7839                 NaN   9.74245        48.1179        1.61499        18.3464        2.59601     
  1145.59        2500.00                 NaN            NaN            NaN   7.77700        11.8051                 NaN   9.75134        48.1685        1.61503        18.3741        2.50897     
  1144.01        2500.00                 NaN            NaN            NaN   7.75672        11.8251                 NaN   9.75919        48.2204        1.61511        18.4018        2.42165     
  1142.42        2500.00                 NaN            NaN            NaN   7.73869        11.8434                 NaN   9.76584        48.2737        1.61518        18.4295        2.33372     
  1140.84        2500.00                 NaN            NaN            NaN   7.89192        11.7740                 NaN   9.89947        48.1912        1.60057        18.4540        2.18888     
  1139.26        2500.00                 NaN            NaN            NaN   7.87314        11.7964                 NaN   9.90529        48.2449        1.60024        18.4810        2.09897     
  1137.68        2500.00                 NaN            NaN            NaN   7.85624        11.8167                 NaN   9.91061        48.2995        1.59995        18.5082        2.00882     
  1136.09        2500.00                 NaN            NaN            NaN   7.84099        11.8351                 NaN   9.91548        48.3549        1.59969        18.5357        1.91809     
  1134.51        2500.00                 NaN            NaN            NaN   12.0245        7.70209                 NaN   9.92728        48.3933        1.59397        18.5527        1.80616     
  1132.93        2500.00                 NaN            NaN            NaN   12.0276        7.70072                 NaN   9.93146        48.4499        1.59372        18.5805        1.71601     
  1131.35        2500.00                 NaN            NaN            NaN   12.0330        7.69745                 NaN   9.93518        48.5071        1.59336        18.6083        1.62552     
  1129.76        2500.00                 NaN            NaN            NaN   12.0414        7.69178                 NaN   9.93899        48.5645        1.59283        18.6362        1.53431     
  1128.18        2500.00                 NaN            NaN            NaN   12.0512        7.68503                 NaN   9.94342        48.6216        1.59219        18.6644        1.44219     
  1126.60        2500.00                 NaN            NaN            NaN   12.0631        7.67683                 NaN   9.94867        48.6781        1.59139        18.6926        1.34928     
  1125.02        2500.00                 NaN            NaN            NaN   12.0741        7.66812                 NaN   9.95469        48.7330        1.59075        18.7207        1.25863     
  1123.43        2500.00                 NaN            NaN            NaN   12.0930        7.65608                 NaN   9.96193        48.7893        1.58940        18.7498        1.16046     
  1121.85        2500.00                 NaN            NaN            NaN   12.1220        7.63600                 NaN   9.97301        48.8405        1.58727        18.7785        1.06269     
  1120.27        2500.00                 NaN            NaN            NaN   12.1537        7.61295                 NaN   9.98739        48.8879        1.58480        18.8070       0.966311     
  1118.69        2500.00                 NaN            NaN            NaN   7.39007        12.4485                 NaN   10.0755        48.8389        1.56663        18.8257       0.854664     
  1117.10        2500.00                 NaN            NaN            NaN   7.36927        12.4795                 NaN   10.0970        48.8815        1.56436        18.8556       0.752696     
  1115.52        2500.00                 NaN            NaN            NaN   12.5458        7.33574                 NaN   10.1419        48.8964        1.55871        18.8841       0.637390     
  1113.94        2500.00                 NaN            NaN            NaN   12.5894        7.31125                 NaN   10.1685        48.9333        1.55491        18.9131       0.529511     
  1112.36        2500.00                 NaN            NaN            NaN   7.28506        12.6277                 NaN   10.1932        48.9749        1.55217        18.9442       0.422795     
  1110.77        2500.00                 NaN            NaN            NaN   7.25804        12.6667                 NaN   10.2180        49.0167        1.54943        18.9756       0.315502     
  1109.19        2500.00                 NaN            NaN            NaN   12.6978        7.24357                 NaN   10.2424        49.0582        1.54622        19.0058       0.205985     
  1107.61        2500.00                 NaN            NaN            NaN   12.6981        7.22593                 NaN   10.3075        49.0602        1.54253        19.0421       0.123643     
  1106.03        2500.00                 NaN            NaN            NaN   7.21367        12.7170                 NaN   10.3153        49.1221        1.54178        19.0741       0.161080E-001
  1104.44        2500.00                 NaN            NaN            NaN   12.7761        7.18181                 NaN   10.3210        49.1128        1.53911        19.0692                 NaN
  1102.86        2500.00                 NaN            NaN            NaN   12.8152        7.15285                 NaN   10.3383        49.0909        1.53697        19.0658                 NaN
  1101.28        2500.00                 NaN            NaN            NaN   12.7786        7.16438                 NaN   10.3370        49.1074        1.53955        19.0730                 NaN
  1099.70        2500.00                 NaN            NaN            NaN   7.05800        12.9430                 NaN   10.3988        49.0144        1.52935        19.0564                 NaN
  1098.11        2500.00                 NaN            NaN            NaN   7.13611        12.8683                 NaN   10.4332        48.9814        1.52524        19.0558                 NaN
  1096.53        2500.00                 NaN            NaN            NaN   7.13611        12.8683                 NaN   10.4335        48.9820        1.52524        19.0548                 NaN
  1094.95        2500.00                 NaN            NaN            NaN   7.13608        12.8685                 NaN   10.4337        48.9826        1.52524        19.0539                 NaN
  1093.37        2500.00                 NaN            NaN            NaN   6.94288        13.0883                 NaN   10.5902        48.8140        1.51332        19.0513                 NaN
  1091.78        2500.00                 NaN            NaN            NaN   6.94287        13.0884                 NaN   10.5904        48.8146        1.51333        19.0504                 NaN
  1090.20        2500.00                 NaN            NaN            NaN   13.1883        6.87459                 NaN   10.5589        48.8273        1.51080        19.0401                 NaN
  1088.62        2500.00                 NaN            NaN            NaN   13.2322        6.84708                 NaN   10.5897        48.7892        1.50681        19.0350                 NaN
  1087.04        2500.00                 NaN            NaN            NaN   13.2765        6.82220                 NaN   10.6195        48.7503        1.50232        19.0291                 NaN
  1085.45        2500.00                 NaN            NaN            NaN   13.3310        6.74804                 NaN   10.6370        48.7445        1.50345        19.0360                 NaN
  1083.87        2500.00                 NaN            NaN            NaN   13.2699        6.80182                 NaN   10.6593        48.7270        1.50342        19.0386                 NaN
  1082.29        2500.00                 NaN            NaN            NaN   13.2223        6.85029                 NaN   10.6496        48.7372        1.50352        19.0370                 NaN
  1080.71        2500.00                 NaN            NaN            NaN   13.2949        6.77999                 NaN   10.6683        48.7184        1.50250        19.0359                 NaN
  1079.12        2500.00                 NaN            NaN            NaN   13.3042        6.77192                 NaN   10.6713        48.7156        1.50226        19.0347                 NaN
  1077.54        2500.00                 NaN            NaN            NaN   13.3123        6.76484                 NaN   10.6741        48.7132        1.50205        19.0335                 NaN
  1075.96        2500.00                 NaN            NaN            NaN   13.6363        6.55532                 NaN   10.8726        48.4562        1.47236        19.0072                 NaN
  1074.38        2500.00                 NaN            NaN            NaN   13.7129        6.47903                 NaN   10.9069        48.4233        1.47008        19.0078                 NaN
  1072.79        2500.00                 NaN            NaN            NaN   13.6822        6.51797                 NaN   10.8985        48.4277        1.46957        19.0041                 NaN
  1071.21        2500.00                 NaN            NaN            NaN   13.6985        6.50617                 NaN   10.9057        48.4189        1.46859        19.0021                 NaN
  1069.63        2500.00                 NaN            NaN            NaN   6.41773        13.8071                 NaN   10.9362        48.3789        1.46339        18.9966                 NaN
  1068.05        2500.00                 NaN            NaN            NaN   13.7212        6.49036                 NaN   10.9179        48.4048        1.46716        18.9985                 NaN
  1066.46        2500.00                 NaN            NaN            NaN   13.7356        6.46624                 NaN   10.9170        48.4120        1.46865        19.0006                 NaN
  1064.88        2500.00                 NaN            NaN            NaN   13.7413        6.46277                 NaN   10.9195        48.4091        1.46830        18.9991                 NaN
  1063.30        2500.00                 NaN            NaN            NaN   13.7554        6.47187                 NaN   10.9299        48.3860        1.46539        18.9915                 NaN
  1061.72        2500.00                 NaN            NaN            NaN   13.9714        6.32309                 NaN   11.0661        48.2176        1.44465        18.9773                 NaN
  1060.13        2500.00                 NaN            NaN            NaN   6.25566        14.0622                 NaN   11.1105        48.1615        1.43768        18.9723                 NaN
  1058.55        2500.00                 NaN            NaN            NaN   6.23651        14.1031                 NaN   11.1425        48.1196        1.43256        18.9657                 NaN
  1056.97        2500.00                 NaN            NaN            NaN   6.19316        14.1643                 NaN   11.1732        48.0801        1.42769        18.9615                 NaN
  1055.39        2500.00                 NaN            NaN            NaN   6.15738        14.2173                 NaN   11.2045        48.0408        1.42295        18.9571                 NaN
  1053.80        2500.00                 NaN            NaN            NaN   14.2603        6.14624                 NaN   11.2162        48.0099        1.41869        18.9487                 NaN
  1052.22        2500.00                 NaN            NaN            NaN   14.3368        6.09186                 NaN   11.2649        47.9518        1.41149        18.9432                 NaN
  1050.64        2500.00                 NaN            NaN            NaN   14.3711        6.06186                 NaN   11.2968        47.9206        1.40810        18.9416                 NaN
  1049.06        2500.00                 NaN            NaN            NaN   14.6101        5.89538                 NaN   11.4636        47.7194        1.38372        18.9278                 NaN
  1047.47        2500.00                 NaN            NaN            NaN   14.6284        5.88458                 NaN   11.4720        47.7080        1.38218        18.9249                 NaN
  1045.89        2500.00                 NaN            NaN            NaN   5.94937        14.5465                 NaN   11.3966        47.7906        1.39165        18.9252                 NaN
  1044.31        2500.00                 NaN            NaN            NaN   5.90664        14.5918                 NaN   11.4288        47.7600        1.38799        18.9248                 NaN
  1042.73        2500.00                 NaN            NaN            NaN   5.84459        14.7041                 NaN   11.5145        47.6500        1.37397        18.9127                 NaN
  1041.14        2500.00                 NaN            NaN            NaN   5.84458        14.7043                 NaN   11.5148        47.6506        1.37398        18.9118                 NaN
  1039.56        2500.00                 NaN            NaN            NaN   14.7722        5.79520                 NaN   11.5284        47.6266        1.37055        18.9071                 NaN
  1037.98        2500.00                 NaN            NaN            NaN   14.8059        5.77746                 NaN   11.5561        47.5922        1.36619        18.9021                 NaN
  1036.40        2500.00                 NaN            NaN            NaN   14.8173        5.77156                 NaN   11.5700        47.5769        1.36410        18.9001                 NaN
  1034.81        2500.00                 NaN            NaN            NaN   14.8885        5.71863                 NaN   11.5973        47.5403        1.35944        18.8959                 NaN
  1033.23        2500.00                 NaN            NaN            NaN   5.63102        15.0137                 NaN   11.6639        47.4553        1.34821        18.8879                 NaN
  1031.65        2500.00                 NaN            NaN            NaN   15.2441        5.49997                 NaN   11.8133        47.2572        1.32120        18.8642                 NaN
  1030.07        2500.00                 NaN            NaN            NaN   5.56398        15.1364                 NaN   11.7336        47.3585        1.33471        18.8728                 NaN
  1028.48        2500.00                 NaN            NaN            NaN   15.1995        5.52642                 NaN   11.7689        47.3109        1.32816        18.8661                 NaN
  1026.90        2500.00                 NaN            NaN            NaN   15.2688        5.48204                 NaN   11.8149        47.2537        1.32058        18.8599                 NaN
  1025.32        2500.00                 NaN            NaN            NaN   5.44569        15.3273                 NaN   11.8393        47.2182        1.31539        18.8541                 NaN
  1023.74        2500.00                 NaN            NaN            NaN   15.3011        5.46551                 NaN   11.8381        47.2245        1.31679        18.8539                 NaN
  1022.15        2500.00                 NaN            NaN            NaN   15.4553        5.36529                 NaN   11.9098        47.1251        1.30244        18.8421                 NaN
  1020.57        2500.00                 NaN            NaN            NaN   15.5305        5.32350                 NaN   11.9539        47.0652        1.29404        18.8329                 NaN
  1018.99        2500.00                 NaN            NaN            NaN   15.5628        5.30296                 NaN   11.9760        47.0382        1.29035        18.8297                 NaN
  1017.41        2500.00                 NaN            NaN            NaN   15.5734        5.28591                 NaN   11.9816        47.0369        1.29054        18.8317                 NaN
  1015.82        2500.00                 NaN            NaN            NaN   15.6031        5.27017                 NaN   11.9967        47.0153        1.28742        18.8273                 NaN
  1014.24        2500.00                 NaN            NaN            NaN   15.6659        5.25279                 NaN   12.0240        46.9622        1.27994        18.8151                 NaN
  1012.66        2500.00                 NaN            NaN            NaN   15.8655        5.11948                 NaN   12.1315        46.8246        1.25929        18.7996                 NaN
  1011.08        2500.00                 NaN            NaN            NaN   15.9556        5.05199                 NaN   12.1604        46.7833        1.25342        18.7953                 NaN
  1009.49        2500.00                 NaN            NaN            NaN   16.0083        5.03465                 NaN   12.2073        46.7209        1.24406        18.7847                 NaN
  1007.91        2500.00                 NaN            NaN            NaN   16.0836        4.98959                 NaN   12.2454        46.6679        1.23624        18.7772                 NaN
  1006.33        2500.00                 NaN            NaN            NaN   4.94760        16.1539                 NaN   12.2840        46.6162        1.22852        18.7698                 NaN
  1004.75        2500.00                 NaN            NaN            NaN   4.89152        16.2522                 NaN   12.3166        46.5589        1.22050        18.7603                 NaN
  1003.16        2500.00                 NaN            NaN            NaN   4.95567        16.1611                 NaN   12.3202        46.5704        1.22558        18.7671                 NaN
  1001.58        2500.00                 NaN            NaN            NaN   4.82678        16.3759                 NaN   12.4028        46.4477        1.20337        18.7435                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   4.91009        16.2393                 NaN   12.3670        46.5089        1.21635        18.7583                 NaN
