|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            ne             lc            
  1286.43        2500.00        94.9963                 NaN  0.485657       0.657928                 NaN  0.504004E-001  0.569466        3.24021                 NaN            NaN            NaN
  1284.85        2500.00        95.1043                 NaN  0.480370       0.699512                 NaN  0.493900E-001  0.574338        3.09209                 NaN            NaN            NaN
  1283.26        2500.00        97.3914                 NaN  0.186823       0.427981                 NaN  0.279457E-001  0.259520        1.70634                 NaN            NaN            NaN
  1281.68        2500.00        94.3215                 NaN  0.572661       0.735406                 NaN  0.531843E-001  0.653555        3.66366                 NaN            NaN            NaN
  1280.10        2500.00        94.7369                 NaN  0.437386       0.754784                 NaN  0.702972E-001  0.604633        3.39601                 NaN            NaN            NaN
  1278.52        2500.00        94.4319                 NaN  0.553720       0.804369                 NaN  0.435025E-001  0.633635        3.53286                 NaN            NaN            NaN
  1276.93        2500.00        97.3720                 NaN  0.276067       0.322449                 NaN  0.315242E-001  0.311477        1.68647                 NaN            NaN            NaN
  1275.35        2500.00        95.9581                 NaN  0.378800       0.588413                 NaN  0.418682E-001  0.469093        2.56371                 NaN            NaN            NaN
  1273.77        2500.00        95.8773                 NaN  0.397551       0.526730       0.107420E-005  0.446713E-001  0.482272        2.67145                 NaN            NaN            NaN
  1272.19        2500.00       100.0000                 NaN            NaN  0.269101E-005  0.150320E-004            NaN  0.714791E-005  0.231235E-004            NaN            NaN            NaN
  1270.60        2500.00        93.1258                 NaN  0.629748        1.11064                 NaN  0.659637E-001  0.788160        4.27972                 NaN            NaN            NaN
  1269.02        2500.00        96.9479                 NaN  0.284708       0.470932                 NaN  0.319133E-001  0.352196        1.91230                 NaN            NaN            NaN
  1267.44        2500.00        96.9373                 NaN  0.279516       0.484200                 NaN  0.317229E-001  0.355316        1.91199                 NaN            NaN            NaN
  1265.86        2500.00        96.7888                 NaN  0.164226       0.381975       0.328123       0.396320E-001  0.384476        1.91275                 NaN            NaN            NaN
  1264.27        2500.00        92.4919                 NaN  0.429530       0.659686       0.982137       0.874229E-001  0.898417        4.45089                 NaN            NaN            NaN
  1262.69        2500.00       100.0000                 NaN  0.110682E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.11        2500.00       100.0000                 NaN            NaN  0.262721E-005            NaN            NaN  0.696364E-005  0.285539E-004            NaN            NaN            NaN
  1259.53        2500.00        99.9999                 NaN            NaN  0.147953E-004            NaN            NaN  0.674231E-005  0.457088E-004  0.417855E-005            NaN            NaN
  1257.94        2500.00        95.3401                 NaN  0.269931       0.368539       0.565374                 NaN  0.540004        2.75884       0.157240                 NaN            NaN
  1256.36        2500.00        96.0804                 NaN  0.328602       0.720424                 NaN  0.401893E-001  0.451984        2.37769       0.721762E-003            NaN            NaN
  1254.78        2500.00        86.8345                 NaN  0.497050        2.25588                 NaN            NaN   1.15826        6.88437       0.505620        1.86432                 NaN
  1253.20        2500.00                 NaN   1.90707                 NaN   9.62999        12.4752                 NaN   7.75430        43.7715        2.54802        15.3958        6.51808     
  1251.61        2500.00                 NaN   1.86145                 NaN   9.71910        12.4059                 NaN   7.78446        43.7824        2.55873        15.4159        6.47208     
  1250.03        2500.00                 NaN   1.81265                 NaN   9.81853        12.3346                 NaN   7.81205        43.7944        2.56790        15.4351        6.42478     
  1248.45        2500.00                 NaN   1.76433                 NaN   9.91612        12.2649                 NaN   7.83939        43.8067        2.57697        15.4544        6.37720     
  1246.87        2500.00                 NaN   1.71644                 NaN   10.0119        12.1968                 NaN   7.86651        43.8194        2.58595        15.4737        6.32933     
  1245.28        2500.00                 NaN   1.53986                 NaN   10.1556        12.1551                 NaN   7.96584        43.7820        2.61917        15.5044        6.27798     
  1243.70        2500.00                 NaN   1.48978                 NaN   10.2542        12.0855                 NaN   7.99355        43.7948        2.62862        15.5241        6.22959     
  1242.12        2500.00                 NaN   1.44020                 NaN   10.3508        12.0175                 NaN   8.02100        43.8078        2.63796        15.5437        6.18090     
  1240.54        2500.00                 NaN   1.36673                 NaN   10.4779        11.9382                 NaN   8.05502        43.8158        2.65018        15.5644        6.13176     
  1238.95        2500.00                 NaN   1.18136                 NaN   11.8892        10.6343                 NaN   8.15887        43.7761        2.68510        15.5962        6.07887     
  1237.37        2500.00                 NaN   1.12942                 NaN   10.7318        11.8216                 NaN   8.18703        43.7895        2.69496        15.6165        6.02918     
  1235.79        2500.00                 NaN   1.08020                 NaN   10.8240        11.7579                 NaN   8.21420        43.8037        2.70429        15.6366        5.97913     
  1234.21        2500.00                 NaN   1.03160                 NaN   10.9143        11.6956                 NaN   8.24108        43.8184        2.71349        15.6568        5.92878     
  1232.62        2500.00                 NaN  0.841830                 NaN   11.0778        11.6428                 NaN   8.34760        43.7773        2.74904        15.6892        5.87436     
  1231.04        2500.00                 NaN  0.791883                 NaN   11.1698        11.5797                 NaN   8.37474        43.7922        2.75855        15.7097        5.82344     
  1229.46        2500.00                 NaN  0.742562                 NaN   11.2600        11.5180                 NaN   8.40159        43.8076        2.76792        15.7302        5.77217     
  1227.88        2500.00                 NaN  0.706246                 NaN   11.2977        11.5044                 NaN   8.42820        43.8210        2.77320        15.7496        5.71967     
  1226.29        2500.00                 NaN  0.529195                 NaN   11.3970        11.5142                 NaN   8.53780        43.7747        2.80364        15.7808        5.66255     
  1224.71        2500.00                 NaN  0.499035                 NaN   11.4095        11.5224                 NaN   8.56517        43.7871        2.80746        15.7999        5.60937     
  1223.13        2500.00                 NaN  0.468171                 NaN   11.4245        11.5303                 NaN   8.59193        43.7998        2.81080        15.8189        5.55557     
  1221.55        2500.00                 NaN  0.397552                 NaN   11.4228        11.5922                 NaN   8.63885        43.7941        2.81815        15.8386        5.49781     
  1219.96        2500.00                 NaN  0.338652                 NaN   11.3886        11.6618                 NaN   8.68162        43.7978        2.82764        15.8611        5.44271     
  1218.38        2500.00                 NaN  0.279740                 NaN   11.3576        11.7285                 NaN   8.72460        43.8015        2.83704        15.8838        5.38723     
  1216.80        2500.00                 NaN  0.218457                 NaN   11.3330        11.7910                 NaN   8.76841        43.8046        2.84660        15.9065        5.33136     
  1215.22        2500.00                 NaN  0.156395                 NaN   11.3187        11.8434                 NaN   8.81277        43.8078        2.85654        15.9295        5.27486     
  1213.63        2500.00                 NaN  0.918602E-001            NaN   11.8923        11.3102                 NaN   8.85783        43.8105        2.86671        15.9527        5.21795     
  1212.05        2500.00                 NaN  0.286459E-001            NaN   11.3014        11.9405                 NaN   8.90272        43.8135        2.87665        15.9759        5.16066     
  1210.47        2500.00                 NaN            NaN            NaN   12.0017        11.2562                 NaN   8.93463        43.8263        2.88053        15.9979        5.10276     
  1208.89        2500.00                 NaN            NaN            NaN   12.0732        11.1813                 NaN   8.95582        43.8471        2.87938        16.0189        5.04426     
  1207.31        2500.00                 NaN            NaN            NaN   11.0357        12.2137                 NaN   8.97302        43.8749        2.87923        16.0391        4.98448     
  1205.72        2500.00                 NaN            NaN            NaN   10.9450        12.3010                 NaN   8.99254        43.8989        2.87848        16.0597        4.92428     
  1204.14        2500.00                 NaN            NaN            NaN   12.5825        10.6358                 NaN   9.01231        43.9322        2.88194        16.0859        4.86928     
  1202.56        2500.00                 NaN            NaN            NaN   10.3737        12.9157                 NaN   9.08947        43.8752        2.85481        16.0929        4.79824     
  1200.98        2500.00                 NaN  0.112147                 NaN   10.5314        12.7127                 NaN   9.64945        43.4626        2.77696        16.1650        4.58972     
  1199.39        2500.00                 NaN  0.112152                 NaN   10.5314        12.7127                 NaN   9.64946        43.5012        2.77696        16.1837        4.53245     
  1197.81        2500.00                 NaN  0.112152                 NaN   10.5314        12.7127                 NaN   9.64946        43.5402        2.77696        16.2024        4.47477     
  1196.23        2500.00                 NaN  0.112152                 NaN   10.5314        12.7127                 NaN   9.64946        43.5793        2.77696        16.2213        4.41668     
  1194.65        2500.00                 NaN  0.112152                 NaN   10.5314        12.7127                 NaN   9.64946        43.6188        2.77696        16.2404        4.35817     
  1193.06        2500.00                 NaN  0.112152                 NaN   10.5314        12.7127                 NaN   9.64946        43.6587        2.77696        16.2596        4.29907     
  1191.48        2500.00                 NaN  0.112152                 NaN   10.5314        12.7127                 NaN   9.64946        43.6988        2.77696        16.2790        4.23954     
  1189.90        2500.00                 NaN            NaN            NaN   10.6140        12.7026                 NaN   9.71300        43.6920        2.79617        16.3068        4.17537     
  1188.32        2500.00                 NaN            NaN            NaN   10.6140        12.7026                 NaN   9.71300        43.7327        2.79617        16.3264        4.11505     
  1186.73        2500.00                 NaN            NaN            NaN   10.6140        12.7026                 NaN   9.71300        43.7738        2.79617        16.3463        4.05411     
  1185.15        2500.00                 NaN            NaN            NaN   10.6140        12.7026                 NaN   9.71300        43.8152        2.79617        16.3663        3.99271     
  1183.57        2500.00                 NaN            NaN            NaN   10.6140        12.7026                 NaN   9.71300        43.8569        2.79617        16.3864        3.93088     
  1181.99        2500.00                 NaN            NaN            NaN   13.1965        10.0762                 NaN   9.32286        44.2278        2.84209        16.3763        3.95814     
  1180.40        2500.00                 NaN            NaN            NaN   13.2721        10.0071                 NaN   9.34738        44.2483        2.83875        16.3975        3.88878     
  1178.82        2500.00                 NaN            NaN            NaN   9.93979        13.3459                 NaN   9.37193        44.2691        2.83536        16.4190        3.81898     
  1177.24        2500.00                 NaN            NaN            NaN   9.91713        13.3650                 NaN   9.39019        44.2999        2.83384        16.4430        3.75093     
  1175.66        2500.00                 NaN            NaN            NaN   9.89504        13.3835                 NaN   9.40840        44.3312        2.83231        16.4672        3.68241     
  1174.07        2500.00                 NaN            NaN            NaN   9.87356        13.4015                 NaN   9.42651        44.3629        2.83077        16.4916        3.61319     
  1172.49        2500.00                 NaN            NaN            NaN   9.86962        13.4020                 NaN   9.44457        44.3950        2.82921        16.5161        3.54344     
  1170.91        2500.00                 NaN            NaN            NaN   9.88436        13.3840                 NaN   9.46258        44.4274        2.82763        16.5408        3.47321     
  1169.33        2500.00                 NaN            NaN            NaN   9.89938        13.3657                 NaN   9.48055        44.4602        2.82603        16.5656        3.40249     
  1167.74        2500.00                 NaN            NaN  0.141500E-001   9.92247        13.3098                 NaN   9.49525        44.5149        2.82858        16.5880        3.32695     
  1166.16        2500.00                 NaN            NaN  0.105173        9.98852        13.0490                 NaN   9.49232        44.6870        2.85395        16.5958        3.22831     
  1164.58        2500.00                 NaN            NaN            NaN   9.67616        13.5769                 NaN   9.66606        44.4584        2.81304        16.6549        3.15449     
  1163.00        2500.00                 NaN            NaN            NaN   9.62711        13.6253                 NaN   9.69515        44.4826        2.81091        16.6806        3.07826     
  1161.41        2500.00                 NaN            NaN            NaN   9.58174        13.6699                 NaN   9.72065        44.5101        2.80912        16.7063        3.00219     
  1159.83        2500.00                 NaN            NaN            NaN   9.53947        13.7113                 NaN   9.74314        44.5404        2.80762        16.7318        2.92630     
  1158.25        2500.00                 NaN            NaN            NaN   9.49991        13.7499                 NaN   9.76306        44.5730        2.80636        16.7572        2.85055     
  1156.67        2500.00                 NaN            NaN            NaN   9.46270        13.7861                 NaN   9.78080        44.6077        2.80530        16.7825        2.77483     
  1155.08        2500.00                 NaN            NaN            NaN   9.42759        13.8201                 NaN   9.79661        44.6445        2.80443        16.8079        2.69886     
  1153.50        2500.00                 NaN            NaN            NaN   9.39433        13.8522                 NaN   9.81076        44.6829        2.80372        16.8334        2.62270     
  1151.92        2500.00                 NaN            NaN            NaN   9.36272        13.8826                 NaN   9.82346        44.7228        2.80314        16.8588        2.54640     
  1150.34        2500.00                 NaN            NaN            NaN   9.33053        13.9126                 NaN   9.83646        44.7633        2.80281        16.8848        2.46962     
  1148.75        2500.00                 NaN            NaN            NaN   9.30010        13.9407                 NaN   9.84775        44.8055        2.80261        16.9108        2.39253     
  1147.17        2500.00                 NaN            NaN            NaN   9.27125        13.9674                 NaN   9.85757        44.8493        2.80253        16.9368        2.31521     
  1145.59        2500.00                 NaN            NaN            NaN   9.24382        13.9927                 NaN   9.86615        44.8943        2.80253        16.9628        2.23767     
  1144.01        2500.00                 NaN            NaN            NaN   9.21763        14.0167                 NaN   9.87367        44.9406        2.80262        16.9889        2.15988     
  1142.42        2500.00                 NaN            NaN            NaN   9.19430        14.0386                 NaN   9.87996        44.9880        2.80266        17.0150        2.08153     
  1140.84        2500.00                 NaN            NaN            NaN   9.37491        13.9323                 NaN   10.0149        44.9098        2.77729        17.0383        1.95245     
  1139.26        2500.00                 NaN            NaN            NaN   9.35123        13.9584                 NaN   10.0203        44.9574        2.77664        17.0637        1.87232     
  1137.68        2500.00                 NaN            NaN            NaN   9.32991        13.9820                 NaN   10.0252        45.0058        2.77606        17.0892        1.79195     
  1136.09        2500.00                 NaN            NaN            NaN   9.31062        14.0033                 NaN   10.0296        45.0550        2.77552        17.1149        1.71108     
  1134.51        2500.00                 NaN            NaN            NaN   14.2185        9.14844                 NaN   10.0405        45.0859        2.76537        17.1301        1.61119     
  1132.93        2500.00                 NaN            NaN            NaN   14.2211        9.14656                 NaN   10.0442        45.1363        2.76485        17.1561        1.53081     
  1131.35        2500.00                 NaN            NaN            NaN   14.2266        9.14241                 NaN   10.0475        45.1871        2.76415        17.1822        1.45014     
  1129.76        2500.00                 NaN            NaN            NaN   14.2356        9.13541                 NaN   10.0508        45.2379        2.76315        17.2083        1.36880     
  1128.18        2500.00                 NaN            NaN            NaN   14.2463        9.12712                 NaN   10.0548        45.2886        2.76194        17.2346        1.28666     
  1126.60        2500.00                 NaN            NaN            NaN   14.2594        9.11710                 NaN   10.0596        45.3387        2.76046        17.2610        1.20380     
  1125.02        2500.00                 NaN            NaN            NaN   14.2717        9.10648                 NaN   10.0651        45.3873        2.75927        17.2872        1.12295     
  1123.43        2500.00                 NaN            NaN            NaN   14.2923        9.09191                 NaN   10.0719        45.4372        2.75684        17.3145        1.03540     
  1121.85        2500.00                 NaN            NaN            NaN   14.3248        9.06779                 NaN   10.0826        45.4823        2.75305        17.3413       0.948188     
  1120.27        2500.00                 NaN            NaN            NaN   14.3605        9.04016                 NaN   10.0966        45.5239        2.74868        17.3680       0.862217     
  1118.69        2500.00                 NaN            NaN            NaN   8.77504        14.7004                 NaN   10.1850        45.4748        2.71702        17.3852       0.762600     
  1117.10        2500.00                 NaN            NaN            NaN   8.75012        14.7336                 NaN   10.2062        45.5122        2.71302        17.4133       0.671637     
  1115.52        2500.00                 NaN            NaN            NaN   14.8113        8.70293                 NaN   10.2510        45.5231        2.70312        17.4398       0.568759     
  1113.94        2500.00                 NaN            NaN            NaN   14.8562        8.67561                 NaN   10.2773        45.5550        2.69644        17.4670       0.472509     
  1112.36        2500.00                 NaN            NaN            NaN   8.64350        14.8981                 NaN   10.3018        45.5915        2.69163        17.4962       0.377293     
  1110.77        2500.00                 NaN            NaN            NaN   8.61026        14.9409                 NaN   10.3265        45.6284        2.68680        17.5256       0.281557     
  1109.19        2500.00                 NaN            NaN            NaN   14.9716        8.59433                 NaN   10.3506        45.6645        2.68115        17.5539       0.183828     
  1107.61        2500.00                 NaN            NaN            NaN   14.9757        8.56605                 NaN   10.4167        45.6673        2.67488        17.5890       0.110355     
  1106.03        2500.00                 NaN            NaN            NaN   8.54966        14.9974                 NaN   10.4239        45.7223        2.67348        17.6189       0.143771E-001
  1104.44        2500.00                 NaN            NaN            NaN   15.0602        8.51525                 NaN   10.4292        45.7118        2.66877        17.6147                 NaN
  1102.86        2500.00                 NaN            NaN            NaN   15.1042        8.48085                 NaN   10.4464        45.6909        2.66507        17.6125                 NaN
  1101.28        2500.00                 NaN            NaN            NaN   15.0669        8.49202                 NaN   10.4451        45.7062        2.66957        17.6202                 NaN
  1099.70        2500.00                 NaN            NaN            NaN   8.36888        15.2476                 NaN   10.5072        45.6188        2.65185        17.6056                 NaN
  1098.11        2500.00                 NaN            NaN            NaN   8.46989        15.1507                 NaN   10.5417        45.5872        2.64470        17.6058                 NaN
  1096.53        2500.00                 NaN            NaN            NaN   8.46989        15.1507                 NaN   10.5417        45.5872        2.64470        17.6058                 NaN
  1094.95        2500.00                 NaN            NaN            NaN   8.46985        15.1508                 NaN   10.5417        45.5872        2.64470        17.6058                 NaN
  1093.37        2500.00                 NaN            NaN            NaN   8.24109        15.3975                 NaN   10.7001        45.4320        2.62417        17.6052                 NaN
  1091.78        2500.00                 NaN            NaN            NaN   8.24109        15.3975                 NaN   10.7001        45.4320        2.62417        17.6052                 NaN
  1090.20        2500.00                 NaN            NaN            NaN   15.5245        8.14756                 NaN   10.6681        45.4435        2.61979        17.5966                 NaN
  1088.62        2500.00                 NaN            NaN            NaN   15.5716        8.11728                 NaN   10.6988        45.4070        2.61283        17.5925                 NaN
  1087.04        2500.00                 NaN            NaN            NaN   15.6182        8.09007                 NaN   10.7286        45.3701        2.60504        17.5879                 NaN
  1085.45        2500.00                 NaN            NaN            NaN   15.6846        7.99974                 NaN   10.7466        45.3661        2.60711        17.5959                 NaN
  1083.87        2500.00                 NaN            NaN            NaN   15.6157        8.05978                 NaN   10.7689        45.3493        2.60706        17.5992                 NaN
  1082.29        2500.00                 NaN            NaN            NaN   15.5595        8.11793                 NaN   10.7588        45.3580        2.60721        17.5985                 NaN
  1080.71        2500.00                 NaN            NaN            NaN   15.6449        8.03335                 NaN   10.7776        45.3403        2.60546        17.5984                 NaN
  1079.12        2500.00                 NaN            NaN            NaN   15.6557        8.02352                 NaN   10.7804        45.3371        2.60504        17.5982                 NaN
  1077.54        2500.00                 NaN            NaN            NaN   15.6652        8.01490                 NaN   10.7829        45.3344        2.60467        17.5980                 NaN
  1075.96        2500.00                 NaN            NaN            NaN   16.0273        7.76700                 NaN   10.9833        45.0947        2.55318        17.5746                 NaN
  1074.38        2500.00                 NaN            NaN            NaN   16.1181        7.67442                 NaN   11.0178        45.0641        2.54927        17.5763                 NaN
  1072.79        2500.00                 NaN            NaN            NaN   16.0811        7.72078                 NaN   11.0090        45.0673        2.54835        17.5735                 NaN
  1071.21        2500.00                 NaN            NaN            NaN   16.0998        7.70644                 NaN   11.0160        45.0586        2.54664        17.5725                 NaN
  1069.63        2500.00                 NaN            NaN            NaN   7.60506        16.2204                 NaN   11.0468        45.0216        2.53766        17.5685                 NaN
  1068.05        2500.00                 NaN            NaN            NaN   16.1259        7.68702                 NaN   11.0279        45.0443        2.54415        17.5709                 NaN
  1066.46        2500.00                 NaN            NaN            NaN   16.1442        7.65765                 NaN   11.0268        45.0508        2.54676        17.5738                 NaN
  1064.88        2500.00                 NaN            NaN            NaN   16.1508        7.65321                 NaN   11.0290        45.0476        2.54614        17.5732                 NaN
  1063.30        2500.00                 NaN            NaN            NaN   16.1672        7.65975                 NaN   11.0393        45.0256        2.54109        17.5671                 NaN
  1061.72        2500.00                 NaN            NaN            NaN   16.4065        7.48865                 NaN   11.1766        44.8683        2.50513        17.5548                 NaN
  1060.13        2500.00                 NaN            NaN            NaN   7.40753        16.5099                 NaN   11.2215        44.8166        2.49309        17.5514                 NaN
  1058.55        2500.00                 NaN            NaN            NaN   7.38602        16.5543                 NaN   11.2534        44.7763        2.48416        17.5458                 NaN
  1056.97        2500.00                 NaN            NaN            NaN   7.33395        16.6230                 NaN   11.2843        44.7398        2.47576        17.5431                 NaN
  1055.39        2500.00                 NaN            NaN            NaN   7.29044        16.6835                 NaN   11.3157        44.7029        2.46755        17.5400                 NaN
  1053.80        2500.00                 NaN            NaN            NaN   16.7222        7.27845                 NaN   11.3280        44.6769        2.46030        17.5342                 NaN
  1052.22        2500.00                 NaN            NaN            NaN   16.8105        7.21385                 NaN   11.3768        44.6215        2.44778        17.5296                 NaN
  1050.64        2500.00                 NaN            NaN            NaN   16.8539        7.17745                 NaN   11.4084        44.5901        2.44181        17.5284                 NaN
  1049.06        2500.00                 NaN            NaN            NaN   17.1280        6.97701                 NaN   11.5766        44.4023        2.39954        17.5165                 NaN
  1047.47        2500.00                 NaN            NaN            NaN   17.1483        6.96440                 NaN   11.5848        44.3911        2.39685        17.5146                 NaN
  1045.89        2500.00                 NaN            NaN            NaN   7.04379        17.0502                 NaN   11.5085        44.4682        2.41330        17.5160                 NaN
  1044.31        2500.00                 NaN            NaN            NaN   6.99141        17.1075                 NaN   11.5405        44.4378        2.40688        17.5159                 NaN
  1042.73        2500.00                 NaN            NaN            NaN   6.92160        17.2287                 NaN   11.6268        44.3348        2.38257        17.5056                 NaN
  1041.14        2500.00                 NaN            NaN            NaN   6.92160        17.2287                 NaN   11.6268        44.3348        2.38257        17.5056                 NaN
  1039.56        2500.00                 NaN            NaN            NaN   17.3097        6.85772                 NaN   11.6405        44.3130        2.37668        17.5024                 NaN
  1037.98        2500.00                 NaN            NaN            NaN   17.3466        6.83825                 NaN   11.6681        44.2797        2.36906        17.4983                 NaN
  1036.40        2500.00                 NaN            NaN            NaN   17.3597        6.83104                 NaN   11.6818        44.2648        2.36543        17.4973                 NaN
  1034.81        2500.00                 NaN            NaN            NaN   17.4428        6.76533                 NaN   11.7092        44.2308        2.35737        17.4944                 NaN
  1033.23        2500.00                 NaN            NaN            NaN   6.65983        17.5861                 NaN   11.7763        44.1517        2.33793        17.4880                 NaN
  1031.65        2500.00                 NaN            NaN            NaN   17.8417        6.50825                 NaN   11.9267        43.9658        2.29103        17.4666                 NaN
  1030.07        2500.00                 NaN            NaN            NaN   6.58168        17.7215                 NaN   11.8462        44.0605        2.31449        17.4757                 NaN
  1028.48        2500.00                 NaN            NaN            NaN   17.7921        6.53738                 NaN   11.8816        44.0156        2.30312        17.4702                 NaN
  1026.90        2500.00                 NaN            NaN            NaN   17.8713        6.48445                 NaN   11.9276        43.9614        2.28996        17.4652                 NaN
  1025.32        2500.00                 NaN            NaN            NaN   6.44066        17.9372                 NaN   11.9521        43.9283        2.28096        17.4608                 NaN
  1023.74        2500.00                 NaN            NaN            NaN   17.9076        6.46508                 NaN   11.9503        43.9325        2.28335        17.4611                 NaN
  1022.15        2500.00                 NaN            NaN            NaN   18.0827        6.34409                 NaN   12.0227        43.8407        2.25851        17.4513                 NaN
  1020.57        2500.00                 NaN            NaN            NaN   18.1652        6.29708                 NaN   12.0668        43.7837        2.24390        17.4434                 NaN
  1018.99        2500.00                 NaN            NaN            NaN   18.2018        6.27277                 NaN   12.0888        43.7579        2.23749        17.4412                 NaN
  1017.41        2500.00                 NaN            NaN            NaN   18.2204        6.24694                 NaN   12.0943        43.7565        2.23784        17.4440                 NaN
  1015.82        2500.00                 NaN            NaN            NaN   18.2533        6.22851                 NaN   12.1093        43.7358        2.23241        17.4407                 NaN
  1014.24        2500.00                 NaN            NaN            NaN   18.3192        6.20523                 NaN   12.1370        43.6880        2.21953        17.4310                 NaN
  1012.66        2500.00                 NaN            NaN            NaN   18.5458        6.05207                 NaN   12.2447        43.5572        2.18361        17.4166                 NaN
  1011.08        2500.00                 NaN            NaN            NaN   18.6427        5.97342                 NaN   12.2744        43.5213        2.17357        17.4146                 NaN
  1009.49        2500.00                 NaN            NaN            NaN   18.7073        5.95120                 NaN   12.3206        43.4594        2.15718        17.4044                 NaN
  1007.91        2500.00                 NaN            NaN            NaN   18.7923        5.89721                 NaN   12.3588        43.4098        2.14362        17.3983                 NaN
  1006.33        2500.00                 NaN            NaN            NaN   5.84750        18.8723                 NaN   12.3973        43.3606        2.13020        17.3920                 NaN
  1004.75        2500.00                 NaN            NaN            NaN   5.77910        18.9768                 NaN   12.4310        43.3111        2.11648        17.3855                 NaN
  1003.16        2500.00                 NaN            NaN            NaN   5.85533        18.8698                 NaN   12.4346        43.3220        2.12532        17.3930                 NaN
  1001.58        2500.00                 NaN            NaN            NaN   5.70191        19.1236                 NaN   12.5162        43.2019        2.08655        17.3699                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   5.80146        18.9578                 NaN   12.4813        43.2637        2.10930        17.3864                 NaN
