|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1301.81        2500.00        98.9877                 NaN  0.158124                 NaN  0.537172                 NaN            NaN            NaN  0.268997       0.479923E-001            NaN            NaN
  1300.32        2500.00        79.1515                 NaN   1.50915                 NaN   4.93888                 NaN            NaN            NaN   2.82279       0.704032        10.8736                 NaN
  1298.82        2500.00        72.9034                 NaN   1.97286                 NaN   6.39852                 NaN            NaN            NaN   3.62143       0.887409        14.2164                 NaN
  1297.33        2500.00        76.2587                 NaN   1.73855                 NaN   5.72808                 NaN            NaN            NaN   3.18336       0.758971        12.3324                 NaN
  1295.83        2500.00        79.2342                 NaN   1.51465                 NaN   5.12310                 NaN            NaN            NaN   2.79359       0.649605        10.6849                 NaN
  1294.34        2500.00        81.7669                 NaN   1.31286                 NaN   4.60308                 NaN            NaN            NaN   2.46097       0.559232        9.29696                 NaN
  1292.85        2500.00        77.5100                 NaN   1.99025                 NaN   5.28555                 NaN            NaN            NaN   3.16463       0.739432        11.3101                 NaN
  1291.35        2500.00        93.3384                 NaN  0.289153                 NaN   1.96292                 NaN            NaN            NaN  0.761047       0.149789        3.49871                 NaN
  1289.86        2500.00        83.9319                 NaN   1.13090                 NaN   4.10515                 NaN            NaN            NaN   2.21012       0.486429        8.13548                 NaN
  1288.36        2500.00        92.2962                 NaN  0.425706                 NaN   2.33287                 NaN            NaN            NaN   1.02728       0.211503        3.70645                 NaN
  1286.87        2500.00        89.9142                 NaN  0.598623                 NaN   2.88863                 NaN            NaN            NaN   1.37885       0.284284        4.93546                 NaN
  1285.38        2500.00        90.4988                 NaN  0.550564                 NaN   2.68271                 NaN            NaN            NaN   1.31462       0.269441        4.68383                 NaN
  1283.88        2500.00        91.2131                 NaN  0.840216                 NaN   1.87488                 NaN            NaN            NaN   1.27996       0.290405        4.50148                 NaN
  1282.39        2500.00        91.6954                 NaN  0.796561E-004            NaN   2.79053                 NaN            NaN            NaN   1.20647       0.219549        4.08795                 NaN
  1280.89        2500.00        91.7224                 NaN  0.933016E-004            NaN   3.67200                 NaN            NaN            NaN  0.961157       0.150509        3.49389                 NaN
  1279.40        2500.00        91.3570                 NaN  0.454599                 NaN   2.49504                 NaN            NaN            NaN   1.22702       0.237251        4.22909                 NaN
  1277.90        2500.00        81.2332                 NaN   1.36616                 NaN   4.57989                 NaN            NaN            NaN   2.81717       0.520182        9.48343                 NaN
  1276.41        2500.00       100.0000                 NaN  0.589702E-005            NaN  0.599779E-005            NaN            NaN            NaN  0.496736E-005            NaN  0.144784E-004            NaN
  1274.92        2500.00        99.9998                 NaN  0.705926E-005            NaN  0.722739E-004            NaN            NaN            NaN  0.326841E-004  0.610221E-005  0.108424E-003            NaN
  1273.42        2500.00        85.7530                 NaN            NaN            NaN   4.83523                 NaN            NaN            NaN   2.01027       0.362255        7.03926                 NaN
  1271.93        2500.00       100.0000                 NaN  0.367778E-005            NaN  0.223890E-005            NaN            NaN            NaN  0.148527E-005            NaN            NaN            NaN
  1270.43        2500.00       100.0000                 NaN            NaN            NaN  0.439308E-005            NaN            NaN            NaN  0.285957E-005            NaN  0.129715E-004            NaN
  1268.94        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.275000E-005            NaN
  1267.45        2500.00        92.0830                 NaN            NaN            NaN   3.28459                 NaN            NaN            NaN   1.08660       0.136371        3.40940                 NaN
  1265.95        2500.00        95.0066                 NaN            NaN            NaN   1.93584       0.306923E-001            NaN            NaN  0.684320       0.985266E-001   2.24407                 NaN
  1264.46        2500.00        99.9999                 NaN  0.363761E-005            NaN  0.349902E-004            NaN            NaN            NaN  0.964731E-005            NaN  0.269568E-004            NaN
  1262.96        2500.00        94.4248                 NaN            NaN            NaN   2.52303                 NaN            NaN            NaN  0.711800       0.891093E-001   2.25122                 NaN
  1261.47        2500.00        92.8821                 NaN            NaN            NaN   1.07735        1.46684                 NaN            NaN  0.952798       0.186624        3.43431                 NaN
  1259.98        2500.00        93.6827                 NaN            NaN            NaN   3.75269                 NaN            NaN            NaN  0.734915       0.521646E-002   1.82453                 NaN
  1258.48        2500.00        96.2281                 NaN            NaN            NaN  0.993879                 NaN            NaN            NaN  0.500749       0.120242        2.15698                 NaN
  1256.99        2500.00        97.4772                 NaN            NaN            NaN   1.18521                 NaN            NaN            NaN  0.363218       0.583419E-001  0.916039                 NaN
  1255.49        2500.00        96.9538                 NaN            NaN            NaN   1.16780                 NaN            NaN            NaN  0.391572       0.557107E-001   1.43114                 NaN
  1254.00        2500.00        97.2935                 NaN            NaN            NaN  0.736180                 NaN            NaN            NaN  0.299310       0.112654        1.55831                 NaN
  1252.50        2500.00        95.7446                 NaN            NaN            NaN   1.66307                 NaN            NaN            NaN  0.624496       0.586079E-001   1.90918                 NaN
  1251.01        2500.00        98.7643                 NaN            NaN            NaN  0.343674                 NaN            NaN            NaN  0.157218       0.740620E-001  0.660718                 NaN
  1249.52        2500.00        93.1458                 NaN            NaN            NaN   2.58704       0.470459E-001            NaN            NaN  0.933728       0.113833        3.17254                 NaN
  1248.02        2500.00        99.0715                 NaN            NaN            NaN  0.311539       0.237488E-005            NaN            NaN  0.165146       0.242834E-001  0.427540                 NaN
  1246.53        2500.00        98.7625                 NaN            NaN            NaN  0.512329       0.520774E-002            NaN            NaN  0.890103E-001  0.326795E-001  0.598317                 NaN
  1245.03        2500.00        98.7881                 NaN            NaN            NaN  0.269006       0.483259E-001            NaN            NaN  0.270979       0.179632E-001  0.605637                 NaN
  1243.54        2500.00        97.2177                 NaN            NaN            NaN  0.169663       0.803941                 NaN            NaN  0.362642       0.686978E-001   1.37733                 NaN
  1242.05        2500.00        93.4055                 NaN            NaN            NaN   1.44690       0.114705E-003            NaN            NaN  0.677657       0.552756E-001   2.65552        1.75902     
  1240.55        2500.00        82.9428                 NaN            NaN            NaN   3.26256       0.440956                 NaN            NaN   1.71862       0.143466        6.55189        4.93970     
  1239.06        2500.00        81.4395                 NaN            NaN            NaN   1.51912                 NaN            NaN            NaN   1.34730       0.402273        8.66570        6.62612     
  1237.56        2500.00        89.9544                 NaN            NaN            NaN   4.00298       0.678252E-001            NaN            NaN   1.14881       0.447766E-001   2.90749        1.87375     
  1236.07        2500.00        89.4079                 NaN            NaN            NaN   1.02589                 NaN            NaN            NaN   1.02544       0.204131        3.40534        4.93135     
  1234.58        2500.00        64.8416                 NaN            NaN            NaN   6.88588       0.453637                 NaN            NaN   3.25227       0.205302        15.2213        9.14004     
  1233.08        2500.00        85.6577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.588973       0.330174        7.27295        6.15022     
  1231.59        2500.00        91.3191                 NaN            NaN            NaN   2.35436        2.37428                 NaN            NaN   1.48600                 NaN   2.46622                 NaN
  1230.09        2500.00                 NaN            NaN            NaN            NaN  0.884016        14.7570       0.813737E-005            NaN   8.44944        1.02935        43.3910        31.4891     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   8.04231        7.49583                 NaN            NaN   8.36353        1.06474        43.5587        31.4749     
  1227.10        2500.00                 NaN            NaN            NaN            NaN   8.08910        7.45037                 NaN            NaN   8.36714        1.06399        43.5543        31.4751     
  1225.61        2500.00                 NaN            NaN            NaN            NaN   8.13809        7.40279       0.316296E-005            NaN   8.37073        1.06324        43.5499        31.4752     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   8.18353        7.35878       0.312859E-005            NaN   8.37446        1.06245        43.5454        31.4754     
  1222.62        2500.00                 NaN            NaN            NaN            NaN   8.22480        7.31894       0.310254E-005            NaN   8.37819        1.06168        43.5408        31.4756     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   8.26953        7.27562                 NaN            NaN   8.38192        1.06092        43.5363        31.4757     
  1219.63        2500.00                 NaN            NaN            NaN            NaN   4.30205        11.1249                 NaN            NaN   8.30667        1.09279        43.7145        31.4591     
  1218.14        2500.00                 NaN            NaN            NaN            NaN   3.03601        10.3850        2.04487                 NaN   8.33492        1.08163        43.6529        31.4647     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   3.00546        10.4107        2.05147                 NaN   8.33952        1.08067        43.6473        31.4649     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   3.35949        10.6570        1.44161                 NaN   8.33676        1.08296        43.6587        31.4634     
  1213.66        2500.00                 NaN            NaN            NaN            NaN   2.82292        10.3597        2.29337                 NaN   8.35123        1.07751        43.6293        31.4659     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   7.33298        8.27883                 NaN            NaN   8.35300        1.04176        43.5034        31.4901     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   8.35745        7.21647       0.388741E-005            NaN   8.39561        1.05205        43.4940        31.4844     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   4.16737       0.332408E-005   11.2712                 NaN   8.33856        1.08648        43.6760        31.4604     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   2.77427        10.4733        2.23541                 NaN   8.36807        1.07386        43.6084        31.4667     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   8.48704        7.09199       0.143352E-005            NaN   8.40546        1.04943        43.4811        31.4849     
  1204.69        2500.00                 NaN            NaN            NaN            NaN  0.636393        15.0119                 NaN            NaN   8.51401        1.02178        43.3280        31.4879     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   8.67978        6.89674       0.385507E-005            NaN   8.42313        1.04661        43.4751        31.4787     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   8.61554        6.96825                 NaN            NaN   8.41603        1.04687        43.4678        31.4855     
  1200.21        2500.00                 NaN            NaN            NaN            NaN   6.92730        8.65797                 NaN            NaN   8.41947        1.04606        43.4635        31.4857     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   6.89115        8.69584                 NaN            NaN   8.42297        1.04519        43.4589        31.4859     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   8.73279        6.85599       0.160752E-005            NaN   8.42649        1.04432        43.4542        31.4862     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   2.98250        10.8496        1.65642                 NaN   8.39673        1.06870        43.5790        31.4671     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   2.97525        10.8714        1.64292                 NaN   8.40027        1.06815        43.5748        31.4672     
  1192.74        2500.00                 NaN            NaN            NaN            NaN   8.85260        6.74123       0.472693E-005            NaN   8.43735        1.04164        43.4403        31.4868     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   3.26105        11.0342        1.19007                 NaN   8.40035        1.06871        43.5784        31.4673     
  1189.75        2500.00                 NaN            NaN            NaN            NaN   6.66782        8.92958                 NaN            NaN   8.44441        1.03983        43.4311        31.4873     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   6.63124        8.96796                 NaN            NaN   8.44797        1.03891        43.4264        31.4875     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   2.92555        10.9864        1.58724                 NaN   8.42100        1.06336        43.5481        31.4683     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   3.26770        11.1500        1.07372                 NaN   8.41610        1.06522        43.5594        31.4679     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   3.24769        11.1571        1.08921                 NaN   8.42030        1.06409        43.5533        31.4682     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   3.23180        11.1861        1.07813                 NaN   8.42454        1.06310        43.5479        31.4685     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   3.20228        11.1965        1.09983                 NaN   8.42894        1.06192        43.5416        31.4688     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   2.89169        11.1062        1.51123                 NaN   8.44158        1.05840        43.5212        31.4697     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   6.66660        8.97234                 NaN            NaN   8.45475        1.04160        43.3665        31.4982     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   2.51895        13.1876                 NaN            NaN   8.57786       0.997490        43.2212        31.4969     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   3.13694        11.2497        1.12120                 NaN   8.44589        1.05747        43.5189        31.4699     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   3.06738        11.2320        1.21335                 NaN   8.44999        1.05561        43.5111        31.4706     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   3.10751        11.2791        1.12631                 NaN   8.45351        1.05525        43.5077        31.4706     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   3.09079        11.2935        1.12669                 NaN   8.46227        1.05565        43.5016        31.4695     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   2.96523        11.3207        1.23381                 NaN   8.46800        1.05228        43.4890        31.4711     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   3.03845        11.3221        1.15599                 NaN   8.47107        1.05340        43.4886        31.4705     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   3.03439        11.3456        1.13862                 NaN   8.47504        1.05234        43.4832        31.4708     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   3.07444        11.3962        1.04873                 NaN   8.47842        1.05156        43.4797        31.4709     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   3.01845        11.3849        1.11977                 NaN   8.48309        1.05020        43.4722        31.4714     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   3.02332        11.4078        1.09387                 NaN   8.48681        1.04915        43.4674        31.4716     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   3.02484        11.4331        1.06907                 NaN   8.49098        1.04813        43.4620        31.4719     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   3.00934        11.4457        1.07482                 NaN   8.49475        1.04691        43.4561        31.4724     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   2.99637        11.4605        1.07542                 NaN   8.49921        1.04579        43.4500        31.4727     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   2.99229        11.4796        1.06255                 NaN   8.50309        1.04467        43.4449        31.4730     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   2.97568        11.4896        1.07195                 NaN   8.50698        1.04345        43.4389        31.4734     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   2.89750        11.5262        1.12106                 NaN   8.51219        1.04036        43.4281        31.4746     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   2.94117        11.5100        1.09169                 NaN   8.51582        1.04095        43.4262        31.4742     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   2.85306        11.5427        1.15503                 NaN   8.52133        1.03767        43.4147        31.4755     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   2.81231        11.5372        1.20492                 NaN   8.52512        1.03635        43.4080        31.4761     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   2.88837        11.5370        1.12602                 NaN   8.52762        1.03731        43.4081        31.4756     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   2.81668        11.5764        1.16580                 NaN   8.53283        1.03419        43.3974        31.4767     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   2.79342        11.5803        1.18817                 NaN   8.53697        1.03294        43.3911        31.4772     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   2.80213        11.6031        1.15899                 NaN   8.54082        1.03181        43.3856        31.4775     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   2.72902        11.5243        1.31221                 NaN   8.54543        1.03171        43.3795        31.4777     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   5.39608        10.2698       0.273346E-005            NaN   8.59154        1.00526        43.2438        31.4935     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   5.37461        10.2939       0.887252E-005            NaN   8.59534        1.00411        43.2381        31.4940     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   10.3177        5.35343       0.460090E-004            NaN   8.59914        1.00295        43.2323        31.4945     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   10.3411        5.33206       0.665963E-003            NaN   8.60293        1.00179        43.2265        31.4949     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   5.30758        10.4600                 NaN            NaN   8.67101       0.969418        43.0859        31.5061     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   10.3781        5.30109                 NaN            NaN   8.61020       0.999650        43.2151        31.4959     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   5.45361        10.3194                 NaN            NaN   8.67686       0.967366        43.0756        31.5071     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   3.48102       0.484686E-004   12.0810                 NaN   8.56570        1.02749        43.3674        31.4773     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   3.47425       0.870659E-004   12.0903                 NaN   8.56956        1.02634        43.3617        31.4778     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   2.74467        13.0453                 NaN            NaN   8.69517       0.960413        43.0514        31.5031     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   5.69398        10.0902                 NaN            NaN   8.69042       0.962686        43.0537        31.5090     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   10.5095        5.18641                 NaN            NaN   8.63293       0.992437        43.1799        31.4988     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   10.5294        5.16938                 NaN            NaN   8.63668       0.991225        43.1740        31.4993     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   10.5428        5.15903                 NaN            NaN   8.63954       0.990055        43.1687        31.4999     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   3.43924        12.1414                 NaN            NaN   8.59293        1.01916        43.3268        31.4805     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   10.5689        5.13876                 NaN            NaN   8.64712       0.987549        43.1567        31.5010     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   3.42273        12.1563       0.753981E-002            NaN   8.60087        1.01668        43.3141        31.4817     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   3.41716        12.1625       0.983283E-002            NaN   8.60475        1.01546        43.3080        31.4823     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   3.40769        12.1698       0.150596E-001            NaN   8.60875        1.01414        43.3018        31.4828     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   3.40509        12.1713       0.185959E-001            NaN   8.61229        1.01308        43.2964        31.4833     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   3.39224        12.1737       0.321139E-001            NaN   8.61615        1.01183        43.2901        31.4838     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   3.37542        12.1830       0.432741E-001            NaN   8.62046        1.01031        43.2831        31.4844     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   3.40244       0.332409E-005   12.2011                 NaN   8.62386        1.00936        43.2784        31.4848     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   3.30733        12.1417       0.161778                 NaN   8.62951        1.00709        43.2665        31.4860     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   10.6984       0.187873        4.85064       0.260081E-005   8.68119       0.976379        43.0989        31.5066     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   3.28994        12.1293       0.198085                 NaN   8.63729        1.00446        43.2536        31.4873     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   10.6668       0.527972        4.54881       0.246769E-003   8.68994       0.973238        43.0854        31.5076     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   9.53193        6.25278                 NaN            NaN   8.70412       0.967630        43.0305        31.5130     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   10.6741        5.06512                 NaN            NaN   8.69101       0.974726        43.0877        31.5074     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   10.6833        5.05913                 NaN            NaN   8.69459       0.973482        43.0815        31.5080     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   10.6991        5.04661                 NaN            NaN   8.69829       0.972184        43.0752        31.5087     
  1092.63        2500.00                 NaN            NaN            NaN            NaN   10.7090        5.03996                 NaN            NaN   8.70190       0.970915        43.0689        31.5093     
  1091.14        2500.00                 NaN            NaN            NaN            NaN   10.7288        5.02346                 NaN            NaN   8.70565       0.969584        43.0625        31.5100     
  1089.65        2500.00                 NaN            NaN            NaN            NaN   10.7409        5.01477                 NaN            NaN   8.70929       0.968289        43.0562        31.5106     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   10.7558        5.00318                 NaN            NaN   8.71298       0.966965        43.0497        31.5113     
  1086.66        2500.00                 NaN            NaN            NaN            NaN   10.6596        5.10135                 NaN            NaN   8.71418       0.965499        43.0490        31.5104     
  1085.16        2500.00                 NaN            NaN            NaN            NaN   10.6582        5.10585                 NaN            NaN   8.71739       0.964254        43.0434        31.5109     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   10.6752        5.09209                 NaN            NaN   8.72106       0.962912        43.0372        31.5115     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   10.6864        5.08421       0.297871E-005            NaN   8.72465       0.961587        43.0310        31.5121     
  1080.68        2500.00                 NaN            NaN            NaN            NaN   10.6870        5.08696       0.293393E-005            NaN   8.72822       0.960305        43.0248        31.5128     
  1079.19        2500.00                 NaN            NaN            NaN            NaN   10.6880        5.08909       0.296037E-005            NaN   8.73177       0.959041        43.0187        31.5134     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   10.6978        5.08269       0.291883E-005            NaN   8.73517       0.957686        43.0126        31.5140     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   10.7058        5.07830       0.297272E-005            NaN   8.73916       0.956222        43.0058        31.5147     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   10.7091        5.07786                 NaN            NaN   8.74195       0.955172        43.0007        31.5153     
  1073.21        2500.00                 NaN            NaN            NaN            NaN   10.7129        5.07753       0.277715E-005            NaN   8.74567       0.953781        42.9942        31.5159     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   10.7171        5.07640       0.274603E-005            NaN   8.74909       0.952548        42.9884        31.5165     
  1070.22        2500.00                 NaN            NaN            NaN            NaN   10.7197        5.07731                 NaN            NaN   8.75257       0.951174        42.9821        31.5172     
  1068.73        2500.00                 NaN            NaN            NaN            NaN   10.7213        5.07889                 NaN            NaN   8.75612       0.949949        42.9759        31.5179     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   10.7216        5.08202                 NaN            NaN   8.75936       0.948587        42.9699        31.5185     
  1065.74        2500.00                 NaN            NaN            NaN            NaN   10.7218        5.08522                 NaN            NaN   8.76269       0.947299        42.9638        31.5192     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   10.7309        5.07926                 NaN            NaN   8.76627       0.946001        42.9577        31.5198     
  1062.75        2500.00                 NaN            NaN            NaN            NaN   10.7390        5.07480                 NaN            NaN   8.76974       0.944614        42.9514        31.5205     
  1061.26        2500.00                 NaN            NaN            NaN            NaN   10.7385        5.07862                 NaN            NaN   8.77316       0.943280        42.9452        31.5212     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   10.7412        5.07939                 NaN            NaN   8.77659       0.941977        42.9391        31.5218     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   10.7428        5.08124       0.164638E-005            NaN   8.78015       0.940614        42.9326        31.5225     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   10.7433        5.08410                 NaN            NaN   8.78333       0.939340        42.9267        31.5232     
  1055.28        2500.00                 NaN            NaN            NaN            NaN   10.7440        5.08678                 NaN            NaN   8.78695       0.938024        42.9204        31.5239     
  1053.79        2500.00                 NaN            NaN            NaN            NaN   10.7485        5.08585                 NaN            NaN   8.79052       0.936613        42.9139        31.5246     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   10.7485        5.08923                 NaN            NaN   8.79392       0.935290        42.9077        31.5253     
  1050.80        2500.00                 NaN            NaN            NaN            NaN   10.7515        5.08962                 NaN            NaN   8.79706       0.934028        42.9018        31.5260     
  1049.31        2500.00                 NaN            NaN            NaN            NaN   10.7539        5.09073                 NaN            NaN   8.80057       0.932647        42.8955        31.5267     
  1047.81        2500.00                 NaN            NaN            NaN            NaN   10.7537        5.09447                 NaN            NaN   8.80389       0.931319        42.8892        31.5274     
  1046.32        2500.00                 NaN            NaN            NaN            NaN   10.7502        5.10131                 NaN            NaN   8.80741       0.929997        42.8830        31.5281     
  1044.82        2500.00                 NaN            NaN            NaN            NaN   10.7481        5.10695                 NaN            NaN   8.81054       0.928699        42.8769        31.5288     
  1043.33        2500.00                 NaN            NaN            NaN            NaN   10.7476        5.11112                 NaN            NaN   8.81403       0.927268        42.8705        31.5295     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   10.7454        5.11670                 NaN            NaN   8.81720       0.926052        42.8644        31.5303     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   10.7456        5.11962       0.464707E-003            NaN   8.82067       0.924696        42.8580        31.5310     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   10.7439        5.12528                 NaN            NaN   8.82392       0.923383        42.8518        31.5317     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   10.7429        5.12984       0.850775E-005            NaN   8.82733       0.922075        42.8453        31.5325     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   10.7415        5.13476                 NaN            NaN   8.83062       0.920710        42.8392        31.5332     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   10.7424        5.13741                 NaN            NaN   8.83431       0.919347        42.8326        31.5340     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   10.7401        5.14329                 NaN            NaN   8.83736       0.918045        42.8265        31.5347     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   10.7385        5.14830       0.118035E-003            NaN   8.84069       0.916676        42.8202        31.5355     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   10.7377        5.15271       0.118694E-003            NaN   8.84404       0.915326        42.8139        31.5362     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   10.7366        5.15740       0.119327E-003            NaN   8.84741       0.913990        42.8075        31.5370     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   10.7304        5.16734       0.119667E-003            NaN   8.85061       0.912688        42.8010        31.5378     
  1025.40        2500.00                 NaN            NaN            NaN            NaN   10.7288        5.17244       0.120299E-003            NaN   8.85404       0.911308        42.7948        31.5385     
  1023.91        2500.00                 NaN            NaN            NaN            NaN   10.7321        5.17275       0.120914E-003            NaN   8.85722       0.910016        42.7885        31.5393     
  1022.41        2500.00                 NaN            NaN            NaN            NaN   10.7274        5.18108       0.121421E-003            NaN   8.86078       0.908585        42.7819        31.5401     
  1020.92        2500.00                 NaN            NaN            NaN            NaN   10.7256        5.18697       0.121833E-003            NaN   8.86440       0.907147        42.7748        31.5409     
  1019.42        2500.00                 NaN            NaN            NaN            NaN   10.7239        5.19196       0.122443E-003            NaN   8.86745       0.905894        42.7690        31.5417     
  1017.93        2500.00                 NaN            NaN            NaN            NaN   10.7219        5.19744       0.122945E-003            NaN   8.87064       0.904582        42.7629        31.5424     
  1016.44        2500.00                 NaN            NaN            NaN            NaN   10.7198        5.20338       0.123428E-003            NaN   8.87386       0.903247        42.7564        31.5433     
  1014.94        2500.00                 NaN            NaN            NaN            NaN   10.7167        5.21037                 NaN            NaN   8.87753       0.901796        42.7496        31.5441     
  1013.45        2500.00                 NaN            NaN            NaN            NaN   10.7110        5.21963       0.233790E-005            NaN   8.88043       0.900557        42.7435        31.5449     
  1011.95        2500.00                 NaN            NaN            NaN            NaN   10.7095        5.22479       0.160912E-003            NaN   8.88381       0.899186        42.7368        31.5457     
  1010.46        2500.00                 NaN            NaN            NaN            NaN   10.7079        5.23008       0.157522E-003            NaN   8.88738       0.897707        42.7303        31.5465     
  1008.96        2500.00                 NaN            NaN            NaN            NaN   10.7064        5.23551                 NaN            NaN   8.89067       0.896404        42.7237        31.5473     
  1007.47        2500.00                 NaN            NaN            NaN            NaN   10.7034        5.24225                 NaN            NaN   8.89401       0.894995        42.7172        31.5481     
