|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           O(HP)          an             San(TH)        San(TH)        ilm            q             
  1225.57        500.000                 NaN   99.7884                 NaN  0.319399E-002            NaN            NaN            NaN            NaN  0.283804E-002  0.199836                 NaN  0.576398E-002            NaN
  1224.52        500.000                 NaN   99.9375                 NaN  0.286536E-001            NaN            NaN            NaN            NaN  0.214452E-001            NaN            NaN  0.124229E-001            NaN
  1223.48        500.000                 NaN   98.4216                 NaN  0.116384       0.185782                 NaN            NaN            NaN  0.135676        1.06992                 NaN  0.706421E-001            NaN
  1222.43        500.000                 NaN   96.4196                 NaN  0.683152                 NaN            NaN            NaN            NaN  0.330383        2.37721                 NaN  0.189692                 NaN
  1221.39        500.000                 NaN   99.6796                 NaN  0.572495E-001            NaN            NaN            NaN            NaN  0.303375E-001  0.217939                 NaN  0.148551E-001            NaN
  1220.34        500.000                 NaN   99.9099                 NaN  0.246294E-001            NaN            NaN            NaN            NaN  0.114866E-001  0.443686E-001            NaN  0.963573E-002            NaN
  1219.30        500.000                 NaN   99.7077                 NaN  0.512762E-001            NaN            NaN            NaN            NaN  0.293862E-001  0.198042                 NaN  0.136308E-001            NaN
  1218.26        500.000                 NaN   99.7187                 NaN  0.560219E-001            NaN            NaN            NaN            NaN  0.232630E-001  0.186836                 NaN  0.151583E-001            NaN
  1217.21        500.000                 NaN   99.8967                 NaN            NaN            NaN            NaN            NaN            NaN  0.737485E-002  0.957167E-001            NaN  0.161872E-003            NaN
  1216.17        500.000                 NaN   99.9911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.855083E-002            NaN  0.347940E-003            NaN
  1215.12        500.000                 NaN   96.2891                 NaN  0.720427                 NaN            NaN            NaN            NaN  0.357843        2.45961                 NaN  0.173016                 NaN
  1214.08        500.000                 NaN   95.1935                 NaN  0.912515                 NaN            NaN            NaN            NaN  0.474191        3.21781                 NaN  0.202029                 NaN
  1213.03        500.000                 NaN   99.9998                 NaN  0.161334E-003            NaN            NaN            NaN            NaN  0.693224E-004            NaN            NaN            NaN            NaN
  1211.99        500.000                 NaN   99.9994                 NaN            NaN            NaN            NaN            NaN            NaN  0.153070E-004  0.501640E-003  0.281759E-004  0.235000E-004            NaN
  1210.95        500.000                 NaN   99.9999                 NaN  0.106886E-004            NaN            NaN            NaN            NaN  0.749425E-004            NaN            NaN  0.265542E-005            NaN
  1209.90        500.000                 NaN   99.9937                 NaN  0.537774E-003  0.108061E-002            NaN            NaN            NaN  0.178489E-002  0.256836E-002            NaN  0.308636E-003            NaN
  1208.86        500.000                 NaN   99.9552                 NaN  0.637445E-002  0.339472E-002            NaN            NaN            NaN  0.405758E-002  0.295430E-001            NaN  0.142404E-002            NaN
  1207.81        500.000                 NaN   99.8523                 NaN  0.254604E-001            NaN            NaN            NaN            NaN  0.114082E-001  0.103629                 NaN  0.722296E-002            NaN
  1206.77        500.000                 NaN   96.0634                 NaN  0.753196                 NaN            NaN            NaN            NaN  0.358398        2.65188                 NaN  0.173119                 NaN
  1205.72        500.000                 NaN   99.8069                 NaN  0.269733E-001            NaN            NaN            NaN            NaN  0.150256E-001  0.143532                 NaN  0.755804E-002            NaN
  1204.68        500.000                 NaN   99.1032                 NaN  0.174086                 NaN            NaN            NaN            NaN  0.957532E-001  0.599345                 NaN  0.275925E-001            NaN
  1203.64        500.000                 NaN   99.9295                 NaN  0.378191E-001            NaN            NaN            NaN            NaN  0.222687E-001            NaN            NaN  0.103924E-001            NaN
  1202.59        500.000                 NaN   97.5034                 NaN  0.240037       0.131886                 NaN            NaN            NaN  0.219354        1.80466                 NaN  0.100612                 NaN
  1201.55        500.000                 NaN  100.0000                 NaN  0.775946E-005            NaN            NaN            NaN            NaN  0.370456E-005  0.404959E-005            NaN            NaN  0.234188E-005
  1200.50        500.000                 NaN  100.0000                 NaN  0.391509E-005            NaN            NaN            NaN            NaN  0.170113E-005  0.259734E-004            NaN  0.132329E-005            NaN
  1199.46        500.000                 NaN   99.9998                 NaN  0.411673E-004            NaN            NaN            NaN            NaN  0.200534E-004  0.116654E-003            NaN  0.455495E-005            NaN
  1198.41        500.000                 NaN   82.6652                 NaN   1.40725       0.965079E-001            NaN            NaN            NaN   1.23572        8.36901                 NaN  0.333639        5.89269     
  1197.37        500.000                 NaN   99.9994                 NaN  0.428181E-005  0.408865E-004            NaN            NaN            NaN  0.442732E-004  0.285697E-003            NaN  0.889992E-005  0.260010E-003
  1196.33        500.000                 NaN   47.8538                 NaN   3.59299                 NaN            NaN            NaN            NaN   3.48472        23.0854                 NaN  0.689006        21.2941     
  1195.28        500.000                 NaN   56.6516                 NaN   3.17351                 NaN            NaN            NaN            NaN   2.90107        19.0383                 NaN  0.521898        17.7135     
  1194.24        500.000                 NaN   60.3594                 NaN   1.50194        1.53115                 NaN            NaN            NaN   2.65185        17.2864                 NaN  0.443178        16.2261     
  1193.19        500.000                 NaN   16.8751                 NaN   5.86713                 NaN            NaN  0.633984                 NaN   5.62671        35.7520                 NaN  0.804756        34.4403     
  1192.15        500.000                 NaN            NaN            NaN   7.41417                 NaN            NaN  0.854349                 NaN   6.70088        42.6480                 NaN  0.928377        41.4542     
  1191.10        500.000                 NaN            NaN            NaN   7.40612                 NaN            NaN  0.858866                 NaN   6.70157        42.6457                 NaN  0.927198        41.4606     
  1190.06        500.000                 NaN            NaN            NaN   7.44370                 NaN            NaN  0.845700                 NaN   6.70482        42.6347                 NaN  0.924992        41.4461     
  1189.02        500.000                 NaN            NaN            NaN   7.48223                 NaN            NaN  0.833523                 NaN   6.71192        42.6215                 NaN  0.919716        41.4311     
  1187.97        500.000                 NaN            NaN            NaN   7.52583                 NaN            NaN  0.818010                 NaN   6.70952        42.6110                 NaN  0.920145        41.4155     
  1186.93        500.000                 NaN            NaN            NaN   7.56614                 NaN            NaN  0.803573                 NaN   6.71350        42.5999                 NaN  0.917555        41.3994     
  1185.88        500.000                 NaN            NaN            NaN   7.59729                 NaN            NaN  0.790988                 NaN   6.71880        42.5913                 NaN  0.916719        41.3849     
  1184.84        500.000                 NaN            NaN            NaN   7.64874                 NaN            NaN  0.772483                 NaN   6.72306        42.5775                 NaN  0.913904        41.3643     
  1183.79        500.000                 NaN            NaN            NaN   7.70328                 NaN            NaN  0.752915                 NaN   6.72763        42.5628                 NaN  0.910882        41.3425     
  1182.75        500.000                 NaN            NaN            NaN   7.76103                 NaN            NaN  0.732184                 NaN   6.73250        42.5472                 NaN  0.907657        41.3195     
  1181.71        500.000                 NaN            NaN            NaN   7.82267                 NaN            NaN  0.710080                 NaN   6.73775        42.5305                 NaN  0.904180        41.2949     
  1180.66        500.000                 NaN            NaN            NaN   8.08200                 NaN            NaN  0.620120                 NaN   6.76247        42.4508                 NaN  0.887959        41.1967     
  1179.62        500.000                 NaN            NaN            NaN   7.95989                 NaN            NaN  0.660907                 NaN   6.74956        42.4931                 NaN  0.896346        41.2402     
  1178.57        500.000                 NaN            NaN            NaN   8.03704                 NaN            NaN  0.633262                 NaN   6.75626        42.4722                 NaN  0.891896        41.2094     
  1177.53        500.000                 NaN            NaN            NaN   8.12128                 NaN            NaN  0.603074                 NaN   6.76360        42.4493                 NaN  0.887011        41.1758     
  1176.48        500.000                 NaN            NaN            NaN   8.21402                 NaN            NaN  0.569828                 NaN   6.77172        42.4241                 NaN  0.881607        41.1387     
  1175.44        500.000                 NaN            NaN            NaN   8.31711                 NaN            NaN  0.532853                 NaN   6.78075        42.3962                 NaN  0.875577        41.0975     
  1174.40        500.000                 NaN            NaN            NaN   8.43301                 NaN            NaN  0.491246                 NaN   6.79091        42.3649                 NaN  0.868781        41.0511     
  1173.35        500.000                 NaN            NaN            NaN   8.56837                 NaN            NaN  0.442369                 NaN   6.80249        42.3292                 NaN  0.861018        40.9965     
  1172.31        500.000                 NaN            NaN            NaN   8.73228                 NaN            NaN  0.382566                 NaN   6.81575        42.2880                 NaN  0.852062        40.9294     
  1171.26        500.000                 NaN            NaN            NaN   8.92260                 NaN            NaN  0.313187                 NaN   6.83129        42.2399                 NaN  0.841557        40.8515     
  1170.22        500.000                 NaN            NaN            NaN   9.04310                 NaN            NaN  0.269571                 NaN   6.84190        42.2084                 NaN  0.834403        40.8026     
  1169.17        500.000                 NaN            NaN            NaN   9.43345                 NaN            NaN  0.126163                 NaN   6.87218        42.1133                 NaN  0.813718        40.6412     
  1168.13        500.000                 NaN            NaN            NaN   9.76239                 NaN            NaN  0.533106E-002            NaN   6.89806        42.0331                 NaN  0.795938        40.5052     
  1167.09        500.000                 NaN            NaN            NaN   5.03738        4.73491                 NaN            NaN            NaN   6.89550        42.0350                 NaN  0.797671        40.4996     
  1166.04        500.000                 NaN            NaN            NaN   3.20115        6.58735                 NaN            NaN            NaN   6.90597        42.0128                 NaN  0.791210        40.5015     
  1165.00        500.000                 NaN            NaN            NaN   1.89647        7.70209                 NaN  0.633459E-001            NaN   6.88352        42.0779                 NaN  0.806790        40.5699     
  1163.95        500.000                 NaN            NaN            NaN   1.17859        8.52567       0.116438E-005  0.254704E-001            NaN   6.89301        42.0491                 NaN  0.800440        40.5277     
  1162.91        500.000                 NaN            NaN            NaN  0.407252        9.37100                 NaN            NaN            NaN   6.90123        42.0254                 NaN  0.795176        40.4999     
  1161.86        500.000                 NaN            NaN            NaN   9.46836       0.329596                 NaN            NaN            NaN   6.91080        42.0001                 NaN  0.788126        40.5030     
  1160.82        500.000                 NaN            NaN            NaN   9.10873       0.654479                 NaN            NaN            NaN   6.89388        42.0446                 NaN  0.800730        40.4976     
  1159.78        500.000                 NaN            NaN            NaN   9.80277                 NaN            NaN            NaN            NaN   6.91594        41.9902                 NaN  0.786768        40.5043     
  1158.73        500.000                 NaN            NaN            NaN   9.80001                 NaN            NaN            NaN            NaN   6.91473        41.9938                 NaN  0.787628        40.5038     
  1157.69        500.000                 NaN            NaN            NaN   6.05551        3.69477                 NaN            NaN            NaN   6.89043        42.0625                 NaN  0.802158        40.4946     
  1156.64        500.000                 NaN            NaN            NaN   4.79418        4.96603                 NaN            NaN            NaN   6.89240        42.0492                 NaN  0.800849        40.4974     
  1155.60        500.000                 NaN            NaN            NaN   4.76651        4.99488                 NaN            NaN            NaN   6.89339        42.0472                 NaN  0.800412        40.4976     
  1154.55        500.000                 NaN            NaN            NaN   4.81381        4.94898                 NaN            NaN            NaN   6.89460        42.0449                 NaN  0.799886        40.4979     
  1153.51        500.000                 NaN            NaN            NaN   4.86123        4.90301                 NaN            NaN            NaN   6.89582        42.0425                 NaN  0.799353        40.4981     
  1152.47        500.000                 NaN            NaN            NaN   4.91033        4.85530                 NaN            NaN            NaN   6.89703        42.0401                 NaN  0.798824        40.4984     
  1151.42        500.000                 NaN            NaN            NaN   4.95869        4.80840                 NaN            NaN            NaN   6.89823        42.0378                 NaN  0.798300        40.4986     
  1150.38        500.000                 NaN            NaN            NaN  0.919777E-001   5.30966        4.34999                 NaN            NaN   6.89442        42.0587                 NaN  0.800537        40.4947     
  1149.33        500.000                 NaN            NaN            NaN  0.578356E-001   5.34469        4.35144                 NaN            NaN   6.89593        42.0552                 NaN  0.799783        40.4951     
  1148.29        500.000                 NaN            NaN            NaN  0.224385E-001   5.37979        4.35413                 NaN            NaN   6.89745        42.0516                 NaN  0.799021        40.4955     
  1147.24        500.000                 NaN            NaN            NaN   5.41819        4.34043                 NaN            NaN            NaN   6.89884        42.0482                 NaN  0.798336        40.4960     
  1146.20        500.000                 NaN            NaN            NaN   5.46628        4.29435                 NaN            NaN            NaN   6.89990        42.0453                 NaN  0.797803        40.4964     
  1145.16        500.000                 NaN            NaN            NaN   5.51904        4.24326                 NaN            NaN            NaN   6.90111        42.0427                 NaN  0.797224        40.4967     
  1144.11        500.000                 NaN            NaN            NaN   5.57335        4.19062                 NaN            NaN            NaN   6.90233        42.0401                 NaN  0.796642        40.4970     
  1143.07        500.000                 NaN            NaN            NaN   4.86690        4.91761                 NaN            NaN            NaN   6.91161        42.0114                 NaN  0.791391        40.5011     
  1142.02        500.000                 NaN            NaN            NaN   4.93695        4.84881                 NaN            NaN            NaN   6.91295        42.0092                 NaN  0.790817        40.5013     
  1140.98        500.000                 NaN            NaN            NaN   5.00606        4.77963       0.791608E-005            NaN            NaN   6.91377        42.0072                 NaN  0.791062        40.5022     
  1139.93        500.000                 NaN            NaN            NaN   5.06319        4.72550                 NaN            NaN            NaN   6.91537        42.0043                 NaN  0.789774        40.5018     
  1138.89        500.000                 NaN            NaN            NaN   5.12842        4.66176                 NaN            NaN            NaN   6.91659        42.0019                 NaN  0.789224        40.5021     
  1137.85        500.000                 NaN            NaN            NaN   5.19318        4.59828                 NaN            NaN            NaN   6.91798        41.9996                 NaN  0.788619        40.5023     
  1136.80        500.000                 NaN            NaN            NaN   5.99034        3.78862                 NaN            NaN            NaN   6.91357        42.0177                 NaN  0.790653        40.4991     
  1135.76        500.000                 NaN            NaN            NaN   6.27188        3.49971                 NaN            NaN            NaN   6.90336        42.0284                 NaN  0.796610        40.5000     
  1134.71        500.000                 NaN            NaN            NaN   5.39193        4.40418                 NaN            NaN            NaN   6.92132        41.9923                 NaN  0.787092        40.5032     
  1133.67        500.000                 NaN            NaN            NaN   5.46304        4.33465                 NaN            NaN            NaN   6.92266        41.9897                 NaN  0.786492        40.5035     
  1132.62        500.000                 NaN            NaN            NaN   5.53199        4.26733                 NaN            NaN            NaN   6.92397        41.9871                 NaN  0.785897        40.5038     
  1131.58        500.000                 NaN            NaN            NaN   5.60309        4.19779                 NaN            NaN            NaN   6.92520        41.9845                 NaN  0.785342        40.5040     
  1130.54        500.000                 NaN            NaN            NaN   5.67480        4.12768                 NaN            NaN            NaN   6.92637        41.9820                 NaN  0.784792        40.5043     
  1129.49        500.000                 NaN            NaN            NaN   5.76191        4.04168       0.495877E-005            NaN            NaN   6.92760        41.9799                 NaN  0.784330        40.5046     
  1128.45        500.000                 NaN            NaN            NaN   6.47735        3.31585                 NaN            NaN            NaN   6.92417        41.9949                 NaN  0.785869        40.5018     
  1127.40        500.000                 NaN            NaN            NaN   6.54256        3.25250                 NaN            NaN            NaN   6.92551        41.9920                 NaN  0.785256        40.5022     
  1126.36        500.000                 NaN            NaN            NaN   6.60868        3.18823                 NaN            NaN            NaN   6.92685        41.9891                 NaN  0.784639        40.5025     
  1125.31        500.000                 NaN            NaN            NaN   6.67608        3.12271                 NaN            NaN            NaN   6.92820        41.9861                 NaN  0.784019        40.5029     
  1124.27        500.000                 NaN            NaN            NaN   6.74401        3.05667                 NaN            NaN            NaN   6.92956        41.9831                 NaN  0.783395        40.5032     
  1123.23        500.000                 NaN            NaN            NaN   6.81418        2.98838                 NaN            NaN            NaN   6.93090        41.9802                 NaN  0.782774        40.5036     
  1122.18        500.000                 NaN            NaN            NaN   6.88340        2.92111                 NaN            NaN            NaN   6.93227        41.9771                 NaN  0.782139        40.5040     
  1121.14        500.000                 NaN            NaN            NaN   6.95574        2.85066                 NaN            NaN            NaN   6.93363        41.9741                 NaN  0.781512        40.5044     
  1120.09        500.000                 NaN            NaN            NaN   6.82578        2.98303                 NaN            NaN            NaN   6.93384        41.9699                 NaN  0.781961        40.5055     
  1119.05        500.000                 NaN            NaN            NaN   1.05295        8.75794                 NaN            NaN            NaN   6.85642        42.0117                 NaN  0.808536        40.5125     
  1118.00        500.000                 NaN            NaN            NaN   3.36808        6.45806                 NaN            NaN            NaN   6.94333        41.9446                 NaN  0.776970        40.5089     
  1116.96        500.000                 NaN            NaN            NaN   3.60479        6.22239                 NaN            NaN            NaN   6.94240        41.9433                 NaN  0.777751        40.5094     
  1115.92        500.000                 NaN            NaN            NaN   3.77569        6.05446                 NaN            NaN            NaN   6.94395        41.9391                 NaN  0.776845        40.5099     
  1114.87        500.000                 NaN            NaN            NaN   6.47844        3.34978                 NaN            NaN            NaN   6.94556        41.9417                 NaN  0.775673        40.5089     
  1113.83        500.000                 NaN            NaN            NaN   7.48298        2.33736                 NaN            NaN            NaN   6.94324        41.9524                 NaN  0.777003        40.5070     
  1112.78        500.000                 NaN            NaN            NaN   7.56121        2.26121                 NaN            NaN            NaN   6.94464        41.9492                 NaN  0.776342        40.5074     
  1111.74        500.000                 NaN            NaN            NaN  0.234103E-001   9.19064       0.619212                 NaN            NaN   6.94856        41.9333                 NaN  0.774768        40.5101     
  1110.69        500.000                 NaN            NaN            NaN  0.457549        6.45889        2.89198                 NaN            NaN   6.95996        41.9512                 NaN  0.773633        40.5068     
  1109.65        500.000                 NaN            NaN            NaN   6.08676        3.75515                 NaN            NaN            NaN   6.95468        41.9208                 NaN  0.771102        40.5115     
  1108.61        500.000                 NaN            NaN            NaN   5.52469        4.33686                 NaN            NaN            NaN   6.96656        41.8929                 NaN  0.764181        40.5148     
  1107.56        500.000                 NaN            NaN            NaN   9.87429                 NaN            NaN            NaN            NaN   6.97436        41.8752                 NaN  0.759407        40.5168     
  1106.52        500.000                 NaN            NaN            NaN   8.23229        1.60466                 NaN            NaN            NaN   6.95740        41.9261                 NaN  0.770095        40.5094     
  1105.47        500.000                 NaN            NaN            NaN   7.14022        2.70462       0.157758E-005            NaN            NaN   6.95851        41.9157                 NaN  0.769082        40.5119     
  1104.43        500.000                 NaN            NaN            NaN   7.23951        2.60702       0.155979E-005            NaN            NaN   6.95974        41.9130                 NaN  0.768505        40.5122     
  1103.38        500.000                 NaN            NaN            NaN   7.34035        2.50789       0.154206E-005            NaN            NaN   6.96097        41.9103                 NaN  0.767926        40.5125     
  1102.34        500.000                 NaN            NaN            NaN   8.02329        1.81845                 NaN            NaN            NaN   6.95871        41.9194                 NaN  0.769350        40.5108     
  1101.30        500.000                 NaN            NaN            NaN   8.10714        1.73679                 NaN            NaN            NaN   6.96014        41.9160                 NaN  0.768655        40.5113     
  1100.25        500.000                 NaN            NaN            NaN   7.64914        2.20439       0.137366E-005            NaN            NaN   6.96416        41.9023                 NaN  0.766494        40.5135     
  1099.21        500.000                 NaN            NaN            NaN   7.75810        2.09726       0.136099E-005            NaN            NaN   6.96549        41.8994                 NaN  0.765851        40.5139     
  1098.16        500.000                 NaN            NaN            NaN   9.87456                 NaN            NaN            NaN            NaN   6.97665        41.8721                 NaN  0.759524        40.5171     
  1097.12        500.000                 NaN            NaN            NaN   9.87599                 NaN            NaN            NaN            NaN   6.97754        41.8698                 NaN  0.759146        40.5175     
  1096.07        500.000                 NaN            NaN            NaN   9.17134       0.693233                 NaN            NaN            NaN   6.97040        41.8856                 NaN  0.763599        40.5158     
  1095.03        500.000                 NaN            NaN            NaN   1.03365        7.79626                 NaN            NaN  0.665739        6.86178        42.1326                 NaN  0.826810        40.6831     
  1093.99        500.000                 NaN            NaN            NaN  0.446680        9.43429                 NaN            NaN            NaN   6.97970        41.8637                 NaN  0.757315        40.5184     
  1092.94        500.000                 NaN            NaN            NaN   4.68754        5.00229                 NaN            NaN            NaN   6.86961        42.1292                 NaN  0.820116        40.4912     
  1091.90        500.000                 NaN            NaN            NaN   1.97519        7.82821                 NaN            NaN            NaN   6.95711        41.9610                 NaN  0.775494        40.5030     
  1090.85        500.000                 NaN            NaN            NaN   8.89715       0.980555                 NaN            NaN            NaN   6.98016        41.8659                 NaN  0.758252        40.5180     
  1089.81        500.000                 NaN            NaN            NaN   9.02559       0.843887                 NaN            NaN            NaN   6.97633        41.8773                 NaN  0.760701        40.5162     
  1088.76        500.000                 NaN            NaN            NaN   9.89471                 NaN            NaN            NaN            NaN   6.99113        41.8414                 NaN  0.752032        40.5208     
  1087.72        500.000                 NaN            NaN            NaN   9.22128       0.652847                 NaN            NaN            NaN   6.97906        41.8704                 NaN  0.759361        40.5170     
  1086.68        500.000                 NaN            NaN            NaN   8.05054        1.83835                 NaN            NaN            NaN   6.98772        41.8491                 NaN  0.754324        40.5200     
  1085.63        500.000                 NaN            NaN            NaN  0.383180        9.46395                 NaN            NaN            NaN   6.95295        41.9183                 NaN  0.766978        40.5147     
  1084.59        500.000                 NaN            NaN            NaN   9.92564                 NaN            NaN            NaN            NaN   7.01199        41.7968                 NaN  0.739915        40.5257     
  1083.54        500.000                 NaN            NaN            NaN   9.56054       0.323127                 NaN            NaN            NaN   6.98512        41.8560                 NaN  0.756291        40.5189     
  1082.50        500.000                 NaN            NaN            NaN   9.92984                 NaN            NaN            NaN            NaN   7.01508        41.7903                 NaN  0.738320        40.5264     
  1081.45        500.000                 NaN            NaN            NaN   9.91724                 NaN            NaN            NaN            NaN   7.00712        41.8066                 NaN  0.743375        40.5256     
  1080.41        500.000                 NaN            NaN            NaN   9.92305                 NaN            NaN            NaN            NaN   7.01182        41.7977                 NaN  0.741120        40.5264     
  1079.37        500.000                 NaN            NaN            NaN   9.88861                 NaN            NaN            NaN            NaN   6.97559        41.8595                 NaN  0.755704        40.5206     
  1078.32        500.000                 NaN            NaN            NaN   6.59964        3.30605                 NaN            NaN            NaN   7.00028        41.8231                 NaN  0.747912        40.5231     
  1077.28        500.000                 NaN            NaN            NaN   6.40210        3.50642                 NaN            NaN            NaN   7.00227        41.8188                 NaN  0.746882        40.5236     
  1076.23        500.000                 NaN            NaN            NaN   9.93171                 NaN            NaN            NaN            NaN   7.01804        41.7861                 NaN  0.737317        40.5268     
  1075.19        500.000                 NaN            NaN            NaN   5.40703        4.51279                 NaN            NaN            NaN   7.01052        41.8014                 NaN  0.742457        40.5258     
  1074.14        500.000                 NaN            NaN            NaN   5.76742        4.15159                 NaN            NaN            NaN   7.00962        41.8034                 NaN  0.742729        40.5252     
  1073.10        500.000                 NaN            NaN            NaN   9.94796                 NaN            NaN            NaN            NaN   7.02866        41.7624                 NaN  0.731375        40.5296     
  1072.06        500.000                 NaN            NaN            NaN   9.95020                 NaN            NaN            NaN            NaN   7.03026        41.7590                 NaN  0.730541        40.5300     
  1071.01        500.000                 NaN            NaN            NaN   8.18800        1.71188       0.539010E-003            NaN            NaN   6.99734        41.8301                 NaN  0.749635        40.5225     
  1069.97        500.000                 NaN            NaN            NaN   8.14084        1.76075       0.383060E-003            NaN            NaN   6.99851        41.8277                 NaN  0.749047        40.5228     
  1068.92        500.000                 NaN            NaN            NaN   4.66611        5.26815                 NaN            NaN            NaN   7.02050        41.7806                 NaN  0.736847        40.5278     
  1067.88        500.000                 NaN            NaN            NaN   4.40795        5.52962                 NaN            NaN            NaN   7.02284        41.7757                 NaN  0.735572        40.5283     
  1066.83        500.000                 NaN            NaN            NaN   5.07811        4.07765                 NaN            NaN  0.351259        6.85859        42.2301                 NaN  0.830692        40.5736     
  1065.79        500.000                 NaN            NaN            NaN   7.95597        1.95086       0.173438E-002            NaN            NaN   7.00361        41.8174                 NaN  0.746399        40.5240     
  1064.75        500.000                 NaN            NaN            NaN   7.91228        1.99657       0.139188E-002            NaN            NaN   7.00490        41.8148                 NaN  0.745743        40.5243     
  1063.70        500.000                 NaN            NaN            NaN   1.72337        8.16950                 NaN            NaN            NaN   6.99463        41.8408                 NaN  0.750856        40.5209     
  1062.66        500.000                 NaN            NaN            NaN   1.75993        8.13415                 NaN            NaN            NaN   6.99561        41.8388                 NaN  0.750359        40.5211     
  1061.61        500.000                 NaN            NaN            NaN   1.79588        8.09941                 NaN            NaN            NaN   6.99661        41.8369                 NaN  0.749859        40.5214     
  1060.57        500.000                 NaN            NaN            NaN   1.83123        8.06529                 NaN            NaN            NaN   6.99761        41.8349                 NaN  0.749356        40.5216     
  1059.52        500.000                 NaN            NaN            NaN   1.86601        8.03175                 NaN            NaN            NaN   6.99862        41.8330                 NaN  0.748850        40.5218     
  1058.48        500.000                 NaN            NaN            NaN   1.90020        7.99880                 NaN            NaN            NaN   6.99963        41.8310                 NaN  0.748341        40.5221     
  1057.44        500.000                 NaN            NaN            NaN   1.93382        7.96643                 NaN            NaN            NaN   7.00065        41.8290                 NaN  0.747830        40.5223     
  1056.39        500.000                 NaN            NaN            NaN   1.96695        7.93456                 NaN            NaN            NaN   7.00168        41.8270                 NaN  0.747316        40.5225     
  1055.35        500.000                 NaN            NaN            NaN   1.99951        7.90327                 NaN            NaN            NaN   7.00271        41.8249                 NaN  0.746799        40.5228     
  1054.30        500.000                 NaN            NaN            NaN   2.03154        7.87252                 NaN            NaN            NaN   7.00375        41.8229                 NaN  0.746280        40.5230     
  1053.26        500.000                 NaN            NaN            NaN   2.06303        7.84232                 NaN            NaN            NaN   7.00480        41.8208                 NaN  0.745758        40.5232     
  1052.21        500.000                 NaN            NaN            NaN   2.09415        7.81249                 NaN            NaN            NaN   7.00585        41.8188                 NaN  0.745234        40.5235     
  1051.17        500.000                 NaN            NaN            NaN   2.12467        7.78328                 NaN            NaN            NaN   7.00691        41.8167                 NaN  0.744707        40.5237     
  1050.13        500.000                 NaN            NaN            NaN   2.15470        7.75455                 NaN            NaN            NaN   7.00797        41.8146                 NaN  0.744178        40.5240     
  1049.08        500.000                 NaN            NaN            NaN   2.18424        7.72633                 NaN            NaN            NaN   7.00903        41.8125                 NaN  0.743646        40.5242     
  1048.04        500.000                 NaN            NaN            NaN   2.21335        7.69855                 NaN            NaN            NaN   7.01011        41.8104                 NaN  0.743111        40.5245     
  1046.99        500.000                 NaN            NaN            NaN   2.24202        7.67121                 NaN            NaN            NaN   7.01119        41.8083                 NaN  0.742575        40.5247     
  1045.95        500.000                 NaN            NaN            NaN   2.27022        7.64435                 NaN            NaN            NaN   7.01227        41.8061                 NaN  0.742036        40.5250     
  1044.90        500.000                 NaN            NaN            NaN   2.29800        7.61793                 NaN            NaN            NaN   7.01336        41.8040                 NaN  0.741494        40.5253     
  1043.86        500.000                 NaN            NaN            NaN   2.32538        7.59189                 NaN            NaN            NaN   7.01445        41.8018                 NaN  0.740951        40.5255     
  1042.82        500.000                 NaN            NaN            NaN   2.35228        7.56636                 NaN            NaN            NaN   7.01555        41.7996                 NaN  0.740405        40.5258     
  1041.77        500.000                 NaN            NaN            NaN   2.37879        7.54122                 NaN            NaN            NaN   7.01665        41.7974                 NaN  0.739856        40.5260     
  1040.73        500.000                 NaN            NaN            NaN   2.40494        7.51645                 NaN            NaN            NaN   7.01776        41.7952                 NaN  0.739306        40.5263     
  1039.68        500.000                 NaN            NaN            NaN   2.43059        7.49218                 NaN            NaN            NaN   7.01888        41.7930                 NaN  0.738752        40.5266     
  1038.64        500.000                 NaN            NaN            NaN   2.45603        7.46814                 NaN            NaN            NaN   7.01999        41.7908                 NaN  0.738197        40.5268     
  1037.59        500.000                 NaN            NaN            NaN   2.48091        7.44466                 NaN            NaN            NaN   7.02112        41.7886                 NaN  0.737639        40.5271     
  1036.55        500.000                 NaN            NaN            NaN   2.50548        7.42149                 NaN            NaN            NaN   7.02225        41.7863                 NaN  0.737079        40.5274     
  1035.51        500.000                 NaN            NaN            NaN   2.52972        7.39867                 NaN            NaN            NaN   7.02338        41.7841                 NaN  0.736517        40.5276     
  1034.46        500.000                 NaN            NaN            NaN   2.54905        7.37850                 NaN            NaN  0.151957E-002   7.02431        41.7822                 NaN  0.736078        40.5283     
  1033.42        500.000                 NaN            NaN            NaN   6.70224        3.26746                 NaN            NaN            NaN   7.05107        41.7221                 NaN  0.722099        40.5350     
  1032.37        500.000                 NaN            NaN            NaN   6.68841        3.28296                 NaN            NaN            NaN   7.05236        41.7195                 NaN  0.721441        40.5353     
  1031.33        500.000                 NaN            NaN            NaN   6.67511        3.29791                 NaN            NaN            NaN   7.05365        41.7169                 NaN  0.720789        40.5357     
  1030.28        500.000                 NaN            NaN            NaN   2.43549        7.57584                 NaN            NaN            NaN   7.07607        41.6631                 NaN  0.707635        40.5419     
