|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1171.33        500.000                 NaN   7.39762        4.25360       0.490949                 NaN            NaN   7.50776        40.7818       0.591123        38.9771     
  1170.33        500.000                 NaN   7.38062        4.25043       0.511252                 NaN            NaN   7.50793        40.7816       0.591061        38.9771     
  1169.34        500.000                 NaN   7.36197        4.24699       0.533486                 NaN            NaN   7.50810        40.7813       0.590994        38.9771     
  1168.34        500.000                 NaN   7.34152        4.24314       0.557941                 NaN            NaN   7.50830        40.7810       0.590922        38.9771     
  1167.34        500.000                 NaN   7.31921        4.23884       0.584714                 NaN            NaN   7.50851        40.7807       0.590844        38.9772     
  1166.35        500.000                 NaN   7.29481        4.23403       0.614097                 NaN            NaN   7.50874        40.7804       0.590759        38.9772     
  1165.35        500.000                 NaN   7.26814        4.22861       0.646392                 NaN            NaN   7.50899        40.7800       0.590667        38.9772     
  1164.35        500.000                 NaN  0.405688        11.7734                 NaN            NaN            NaN   7.55139        40.7168       0.573412        38.9793     
  1163.36        500.000                 NaN  0.450047        11.7304                 NaN            NaN            NaN   7.55336        40.7140       0.572760        38.9794     
  1162.36        500.000                 NaN  0.505582        11.6762                 NaN            NaN            NaN   7.55530        40.7113       0.572131        38.9795     
  1161.37        500.000                 NaN  0.283638E-001   12.1552                 NaN            NaN            NaN   7.55818        40.7077       0.571066        38.9794     
  1160.37        500.000                 NaN  0.197592        11.9872                 NaN            NaN            NaN   7.55999        40.7051       0.570505        38.9796     
  1159.37        500.000                 NaN  0.363556        11.8224                 NaN            NaN            NaN   7.56174        40.7026       0.569977        38.9797     
  1158.38        500.000                 NaN  0.524654        11.6624                 NaN            NaN            NaN   7.56342        40.7003       0.569478        38.9798     
  1157.38        500.000                 NaN  0.683400        11.5046                 NaN            NaN            NaN   7.56501        40.6980       0.569008        38.9799     
  1156.39        500.000                 NaN  0.922496        11.2656                 NaN            NaN            NaN   7.56622        40.6969       0.568912        38.9799     
  1155.39        500.000                 NaN   1.06559        11.1235                 NaN            NaN            NaN   7.56773        40.6947       0.568460        38.9801     
  1154.39        500.000                 NaN   1.21647        10.9733                 NaN            NaN            NaN   7.56912        40.6928       0.568097        38.9802     
  1153.40        500.000                 NaN   1.36115        10.8294                 NaN            NaN            NaN   7.57047        40.6910       0.567746        38.9803     
  1152.40        500.000                 NaN   1.34436        10.8480                 NaN            NaN            NaN   7.57247        40.6880       0.566854        38.9803     
  1151.41        500.000                 NaN   1.51296        10.6798                 NaN            NaN            NaN   7.57361        40.6866       0.566636        38.9804     
  1150.41        500.000                 NaN   1.67302        10.5202                 NaN            NaN            NaN   7.57471        40.6851       0.566428        38.9805     
  1149.41        500.000                 NaN   1.82516        10.3684                 NaN            NaN            NaN   7.57578        40.6838       0.566224        38.9806     
  1148.42        500.000                 NaN   1.96994        10.2240                 NaN            NaN            NaN   7.57683        40.6824       0.566024        38.9807     
  1147.42        500.000                 NaN   2.10795        10.0864                 NaN            NaN            NaN   7.57786        40.6811       0.565830        38.9808     
  1146.43        500.000                 NaN   2.23943        9.95531                 NaN            NaN            NaN   7.57887        40.6799       0.565638        38.9809     
  1145.43        500.000                 NaN   10.5279        1.66950                 NaN            NaN            NaN   7.58180        40.6733       0.564386        38.9831     
  1144.43        500.000                 NaN   1.75578        10.4422                 NaN            NaN            NaN   7.58302        40.6716       0.564116        38.9833     
  1143.44        500.000                 NaN   10.3590        1.83964                 NaN            NaN            NaN   7.58432        40.6697       0.563797        38.9835     
  1142.44        500.000                 NaN   10.2828        1.91645                 NaN            NaN            NaN   7.58561        40.6679       0.563483        38.9838     
  1141.44        500.000                 NaN   10.2125        1.98737                 NaN            NaN            NaN   7.58689        40.6660       0.563176        38.9840     
  1140.45        500.000                 NaN   10.1477        2.05284                 NaN            NaN            NaN   7.58817        40.6642       0.562876        38.9842     
  1139.45        500.000                 NaN   10.3114        1.89096                 NaN            NaN            NaN   7.59057        40.6606       0.562016        38.9845     
  1138.46        500.000                 NaN   1.96582        10.2354                 NaN            NaN            NaN   7.59118        40.6609       0.562340        38.9844     
  1137.46        500.000                 NaN   10.4016        1.80436                 NaN            NaN            NaN   7.59501        40.6538       0.560322        38.9848     
  1136.46        500.000                 NaN   10.3115        1.87654                 NaN            NaN            NaN   7.58705        40.6757       0.566827        38.9823     
  1135.47        500.000                 NaN   8.02523                 NaN            NaN   2.79724                 NaN   7.32150        41.3352       0.776514        39.7443     
  1134.47        500.000                 NaN   7.94369                 NaN            NaN   2.85097                 NaN   7.32039        41.3447       0.781038        39.7592     
  1133.48        500.000                 NaN   7.94114                 NaN            NaN   2.85647                 NaN   7.31505        41.3457       0.779876        39.7617     
  1132.48        500.000                 NaN   7.93271                 NaN            NaN   2.85726                 NaN   7.31212        41.3552       0.782346        39.7604     
  1131.48        500.000                 NaN   7.77997                 NaN            NaN   2.95963                 NaN   7.31011        41.3698       0.790152        39.7903     
  1130.49        500.000                 NaN   7.91753                 NaN            NaN   2.86118                 NaN   7.30783        41.3652       0.786756        39.7615     
  1129.49        500.000                 NaN   7.53356                 NaN            NaN   3.12696                 NaN   7.29824        41.4014       0.801575        39.8383     
  1128.50        500.000                 NaN   7.41674                 NaN            NaN   3.20464                 NaN   7.29248        41.4176       0.807909        39.8606     
  1127.50        500.000                 NaN   7.71757                 NaN            NaN   3.00090                 NaN   7.30776        41.3764       0.794239        39.8031     
  1126.50        500.000                 NaN   7.66784                 NaN            NaN   3.03818                 NaN   7.30680        41.3808       0.793600        39.8127     
  1125.51        500.000                 NaN   7.40205                 NaN            NaN   3.21303                 NaN   7.29088        41.4217       0.809436        39.8629     
  1124.51        500.000                 NaN   7.39705                 NaN            NaN   3.21784                 NaN   7.29150        41.4203       0.808925        39.8644     
  1123.52        500.000                 NaN   7.58601                 NaN            NaN   3.09398                 NaN   7.30485        41.3854       0.798907        39.8308     
  1122.52        500.000                 NaN   7.49470                 NaN            NaN   3.15369                 NaN   7.29627        41.4045       0.804180        39.8466     
  1121.52        500.000                 NaN   7.38458                 NaN            NaN   3.22621                 NaN   7.29092        41.4220       0.809561        39.8668     
  1120.53        500.000                 NaN   7.49952                 NaN            NaN   3.15148                 NaN   7.29774        41.4022       0.803177        39.8459     
  1119.53        500.000                 NaN   7.47926                 NaN            NaN   3.16544                 NaN   7.29719        41.4040       0.804051        39.8501     
  1118.53        500.000                 NaN   7.37380                 NaN            NaN   3.23370                 NaN   7.29054        41.4227       0.810060        39.8692     
  1117.54        500.000                 NaN   7.36987                 NaN            NaN   3.23612                 NaN   7.29026        41.4238       0.810302        39.8697     
  1116.54        500.000                 NaN   7.40617                 NaN            NaN   3.21316                 NaN   7.29273        41.4163       0.808371        39.8633     
  1115.55        500.000                 NaN   7.38700                 NaN            NaN   3.22657                 NaN   7.29316        41.4167       0.809004        39.8676     
  1114.55        500.000                 NaN   7.35975                 NaN            NaN   3.24309                 NaN   7.28952        41.4251       0.810834        39.8717     
  1113.55        500.000                 NaN   7.35678                 NaN            NaN   3.24507                 NaN   7.28948        41.4254       0.810926        39.8723     
  1112.56        500.000                 NaN   7.34472                 NaN            NaN   3.25346                 NaN   7.28913        41.4263       0.811566        39.8749     
  1111.56        500.000                 NaN   7.29340                 NaN            NaN   3.28866                 NaN   7.28871        41.4304       0.813415        39.8854     
  1110.57        500.000                 NaN   7.34623                 NaN            NaN   3.25223                 NaN   7.28902        41.4266       0.811478        39.8744     
  1109.57        500.000                 NaN   7.27722                 NaN            NaN   3.30314                 NaN   7.28913        41.4261       0.813613        39.8908     
  1108.57        500.000                 NaN   7.31765                 NaN            NaN   3.27202                 NaN   7.28825        41.4292       0.812643        39.8802     
  1107.58        500.000                 NaN   7.23791                 NaN            NaN   3.32868                 NaN   7.28703        41.4323       0.816044        39.8980     
  1106.58        500.000                 NaN   7.21943                 NaN            NaN   3.34156                 NaN   7.28667        41.4337       0.816651        39.9020     
  1105.59        500.000                 NaN   7.20605                 NaN            NaN   3.35041                 NaN   7.28569        41.4357       0.817531        39.9046     
  1104.59        500.000                 NaN   7.18750                 NaN            NaN   3.36280                 NaN   7.28470        41.4388       0.818368        39.9079     
  1103.59        500.000                 NaN   7.01780                 NaN            NaN   3.47725                 NaN   7.27948        41.4567       0.826633        39.9421     
  1102.60        500.000                 NaN   7.02215                 NaN            NaN   3.47426                 NaN   7.27842        41.4573       0.826577        39.9413     
  1101.60        500.000                 NaN   7.13621                 NaN            NaN   3.39821                 NaN   7.28428        41.4421       0.820496        39.9187     
  1100.61        500.000                 NaN   7.14243                 NaN            NaN   3.39514                 NaN   7.27884        41.4432       0.821441        39.9190     
  1099.61        500.000                 NaN   7.12411                 NaN            NaN   3.40665                 NaN   7.28407        41.4429       0.820776        39.9215     
  1098.61        500.000                 NaN   7.09174                 NaN            NaN   3.42879                 NaN   7.28249        41.4464       0.822671        39.9279     
  1097.62        500.000                 NaN   7.07705                 NaN            NaN   3.43864                 NaN   7.28254        41.4475       0.823262        39.9310     
  1096.62        500.000                 NaN   7.05881                 NaN            NaN   3.45128                 NaN   7.28169        41.4493       0.824081        39.9348     
  1095.62        500.000                 NaN   7.05446                 NaN            NaN   3.45419                 NaN   7.27768        41.4530       0.824507        39.9361     
  1094.63        500.000                 NaN   7.06368                 NaN            NaN   3.44770                 NaN   7.27669        41.4525       0.824926        39.9345     
  1093.63        500.000                 NaN   6.98948                 NaN            NaN   3.49692                 NaN   7.27896        41.4585       0.827927        39.9482     
  1092.64        500.000                 NaN   6.99881                 NaN            NaN   3.49159                 NaN   7.27996        41.4556       0.827108        39.9469     
  1091.64        500.000                 NaN   6.99496                 NaN            NaN   3.49428                 NaN   7.28208        41.4538       0.826676        39.9482     
  1090.64        500.000                 NaN   6.91022                 NaN            NaN   3.55322                 NaN   7.27934        41.4606       0.830526        39.9661     
  1089.65        500.000                 NaN   6.96219                 NaN            NaN   3.51751                 NaN   7.27883        41.4548       0.830075        39.9566     
  1088.65        500.000                 NaN   6.97271                 NaN            NaN   3.50839                 NaN   7.27850        41.4601       0.828681        39.9516     
  1087.66        500.000                 NaN   6.96628                 NaN            NaN   3.51392                 NaN   7.27817        41.4588       0.828894        39.9539     
  1086.66        500.000                 NaN   6.93354                 NaN            NaN   3.53707                 NaN   7.27847        41.4599       0.829974        39.9610     
  1085.66        500.000                 NaN   6.92258                 NaN            NaN   3.54529                 NaN   7.27959        41.4583       0.830170        39.9641     
  1084.67        500.000                 NaN   6.87993                 NaN            NaN   3.57283                 NaN   7.27827        41.4644       0.832483        39.9721     
  1083.67        500.000                 NaN   6.89803                 NaN            NaN   3.56262                 NaN   7.27865        41.4607       0.831025        39.9690     
  1082.68        500.000                 NaN   6.85804                 NaN            NaN   3.58995                 NaN   7.27669        41.4671       0.832107        39.9761     
  1081.68        500.000                 NaN   6.87439                 NaN            NaN   3.58002                 NaN   7.27887        41.4597       0.831963        39.9750     
  1080.68        500.000                 NaN   6.86662                 NaN            NaN   3.58405                 NaN   7.27739        41.4636       0.832720        39.9756     
  1079.69        500.000                 NaN   6.85552                 NaN            NaN   3.59091                 NaN   7.27872        41.4637       0.833091        39.9780     
  1078.69        500.000                 NaN   6.83935                 NaN            NaN   3.60356                 NaN   7.27911        41.4622       0.833436        39.9824     
  1077.70        500.000                 NaN   6.82829                 NaN            NaN   3.60824                 NaN   7.27625        41.4680       0.835656        39.9835     
  1076.70        500.000                 NaN   6.82270                 NaN            NaN   3.61505                 NaN   7.27778        41.4640       0.834577        39.9859     
  1075.70        500.000                 NaN   6.82969                 NaN            NaN   3.60986                 NaN   7.28002        41.4622       0.833706        39.9845     
  1074.71        500.000                 NaN   6.80220                 NaN            NaN   3.62950                 NaN   7.27743        41.4653       0.835311        39.9902     
  1073.71        500.000                 NaN   6.79306                 NaN            NaN   3.63726                 NaN   7.27854        41.4632       0.834971        39.9930     
  1072.71        500.000                 NaN   6.78756                 NaN            NaN   3.64132                 NaN   7.27956        41.4614       0.835282        39.9949     
  1071.72        500.000                 NaN   6.77139                 NaN            NaN   3.65116                 NaN   7.27806        41.4654       0.836490        39.9975     
  1070.72        500.000                 NaN   6.78540                 NaN            NaN   3.63894                 NaN   7.27612        41.4707       0.836434        39.9924     
  1069.73        500.000                 NaN   6.79348                 NaN            NaN   3.63382                 NaN   7.27746        41.4669       0.836451        39.9919     
  1068.73        500.000                 NaN   6.78647                 NaN            NaN   3.63728                 NaN   7.27532        41.4721       0.836993        39.9918     
  1067.73        500.000                 NaN   6.73665                 NaN            NaN   3.67797                 NaN   7.27999        41.4609       0.837264        40.0072     
  1066.74        500.000                 NaN   6.72654                 NaN            NaN   3.68464                 NaN   7.27981        41.4628       0.837424        40.0088     
  1065.74        500.000                 NaN   6.70997                 NaN            NaN   3.69502                 NaN   7.27632        41.4688       0.838965        40.0109     
  1064.75        500.000                 NaN   6.70025                 NaN            NaN   3.70089                 NaN   7.27694        41.4686       0.839880        40.0134     
  1063.75        500.000                 NaN   6.68963                 NaN            NaN   3.70710                 NaN   7.27567        41.4716       0.840889        40.0151     
  1062.75        500.000                 NaN   6.68264                 NaN            NaN   3.71253                 NaN   7.27720        41.4701       0.840502        40.0170     
  1061.76        500.000                 NaN   6.67548                 NaN            NaN   3.71859                 NaN   7.27620        41.4694       0.841106        40.0192     
  1060.76        500.000                 NaN   6.66846                 NaN            NaN   3.72430                 NaN   7.27821        41.4667       0.840732        40.0216     
  1059.77        500.000                 NaN   6.65609                 NaN            NaN   3.73243                 NaN   7.27696        41.4697       0.841340        40.0235     
  1058.77        500.000                 NaN   6.64972                 NaN            NaN   3.73718                 NaN   7.27729        41.4691       0.841560        40.0251     
  1057.77        500.000                 NaN   6.64060                 NaN            NaN   3.74357                 NaN   7.27751        41.4692       0.841939        40.0272     
  1056.78        500.000                 NaN   6.63451                 NaN            NaN   3.74757                 NaN   7.27798        41.4688       0.842303        40.0289     
  1055.78        500.000                 NaN   6.62649                 NaN            NaN   3.75335                 NaN   7.27811        41.4686       0.842592        40.0308     
  1054.78        500.000                 NaN   6.61633                 NaN            NaN   3.76090                 NaN   7.27769        41.4692       0.842904        40.0330     
  1053.79        500.000                 NaN   6.60841                 NaN            NaN   3.76656                 NaN   7.27776        41.4692       0.843223        40.0349     
  1052.79        500.000                 NaN   6.60048                 NaN            NaN   3.77222                 NaN   7.27782        41.4691       0.843548        40.0368     
  1051.80        500.000                 NaN   6.60354                 NaN            NaN   3.77117                 NaN   7.27888        41.4663       0.843098        40.0370     
  1050.80        500.000                 NaN   6.61130                 NaN            NaN   3.75281                 NaN   7.27026        41.4905       0.847173        40.0280     
  1049.80        500.000                 NaN   6.58500                 NaN            NaN   3.78405                 NaN   7.27837        41.4683       0.843835        40.0404     
  1048.81        500.000                 NaN   6.57775                 NaN            NaN   3.78932                 NaN   7.27852        41.4681       0.844094        40.0422     
  1047.81        500.000                 NaN   6.57401                 NaN            NaN   3.79252                 NaN   7.27931        41.4657       0.844207        40.0442     
  1046.82        500.000                 NaN   6.56759                 NaN            NaN   3.79728                 NaN   7.27956        41.4652       0.844441        40.0459     
  1045.82        500.000                 NaN   6.55168                 NaN            NaN   3.80757                 NaN   7.27887        41.4678       0.845304        40.0488     
  1044.82        500.000                 NaN   6.54437                 NaN            NaN   3.81285                 NaN   7.27905        41.4675       0.845585        40.0506     
  1043.83        500.000                 NaN   6.53713                 NaN            NaN   3.81808                 NaN   7.27923        41.4672       0.845862        40.0525     
  1042.83        500.000                 NaN   6.52788                 NaN            NaN   3.82450                 NaN   7.27923        41.4675       0.846287        40.0546     
  1041.84        500.000                 NaN   6.51379                 NaN            NaN   3.83374                 NaN   7.27878        41.4691       0.847075        40.0575     
  1040.84        500.000                 NaN   6.50073                 NaN            NaN   3.84233                 NaN   7.27839        41.4706       0.847798        40.0601     
  1039.84        500.000                 NaN   6.48901                 NaN            NaN   3.85005                 NaN   7.27805        41.4719       0.848444        40.0625     
  1038.85        500.000                 NaN   6.44628                 NaN            NaN   3.87541                 NaN   7.27455        41.4829       0.851584        40.0693     
  1037.85        500.000                 NaN   6.45087                 NaN            NaN   3.87371                 NaN   7.27532        41.4796       0.851179        40.0693     
  1036.86        500.000                 NaN   6.45135                 NaN            NaN   3.87423                 NaN   7.27689        41.4766       0.850683        40.0702     
  1035.86        500.000                 NaN   6.45070                 NaN            NaN   3.87541                 NaN   7.27698        41.4760       0.850499        40.0704     
  1034.86        500.000                 NaN   6.42967                 NaN            NaN   3.88789                 NaN   7.27535        41.4813       0.852072        40.0737     
  1033.87        500.000                 NaN   6.43282                 NaN            NaN   3.88607                 NaN   7.27630        41.4795       0.851735        40.0736     
  1032.87        500.000                 NaN   6.42164                 NaN            NaN   3.89391                 NaN   7.27575        41.4804       0.852323        40.0759     
  1031.87        500.000                 NaN   6.42188                 NaN            NaN   3.89462                 NaN   7.27631        41.4786       0.852062        40.0765     
  1030.88        500.000                 NaN   6.41376                 NaN            NaN   3.89985                 NaN   7.27602        41.4798       0.852543        40.0781     
  1029.88        500.000                 NaN   6.40953                 NaN            NaN   3.90302                 NaN   7.27633        41.4792       0.852676        40.0792     
  1028.89        500.000                 NaN   6.40565                 NaN            NaN   3.90595                 NaN   7.27656        41.4788       0.852779        40.0803     
  1027.89        500.000                 NaN   6.40175                 NaN            NaN   3.90891                 NaN   7.27677        41.4783       0.852886        40.0814     
  1026.89        500.000                 NaN   6.39782                 NaN            NaN   3.91188                 NaN   7.27698        41.4779       0.853000        40.0825     
  1025.90        500.000                 NaN   6.39401                 NaN            NaN   3.91479                 NaN   7.27722        41.4773       0.853102        40.0835     
  1024.90        500.000                 NaN   6.39013                 NaN            NaN   3.91774                 NaN   7.27743        41.4769       0.853201        40.0846     
  1023.91        500.000                 NaN   6.38623                 NaN            NaN   3.92067                 NaN   7.27765        41.4764       0.853324        40.0857     
  1022.91        500.000                 NaN   6.38255                 NaN            NaN   3.92350                 NaN   7.27787        41.4759       0.853422        40.0867     
  1021.91        500.000                 NaN   6.37883                 NaN            NaN   3.92637                 NaN   7.27813        41.4753       0.853514        40.0878     
  1020.92        500.000                 NaN   6.37512                 NaN            NaN   3.92922                 NaN   7.27834        41.4748       0.853608        40.0889     
  1019.92        500.000                 NaN   6.37138                 NaN            NaN   3.93208                 NaN   7.27861        41.4743       0.853703        40.0899     
  1018.93        500.000                 NaN   6.36764                 NaN            NaN   3.93491                 NaN   7.27884        41.4738       0.853814        40.0910     
  1017.93        500.000                 NaN   6.36413                 NaN            NaN   3.93763                 NaN   7.27909        41.4732       0.853898        40.0920     
  1016.93        500.000                 NaN   6.36039                 NaN            NaN   3.94047                 NaN   7.27931        41.4727       0.854015        40.0931     
  1015.94        500.000                 NaN   6.35678                 NaN            NaN   3.94331                 NaN   7.27960        41.4721       0.854077        40.0942     
  1014.94        500.000                 NaN   6.35331                 NaN            NaN   3.94598                 NaN   7.27988        41.4715       0.854155        40.0952     
  1013.95        500.000                 NaN   6.34959                 NaN            NaN   3.94881                 NaN   7.28010        41.4710       0.854274        40.0962     
  1012.95        500.000                 NaN   6.34607                 NaN            NaN   3.95154                 NaN   7.28038        41.4704       0.854358        40.0973     
  1011.95        500.000                 NaN   6.34253                 NaN            NaN   3.95430                 NaN   7.28064        41.4698       0.854439        40.0983     
  1010.96        500.000                 NaN   6.33903                 NaN            NaN   3.95698                 NaN   7.28089        41.4692       0.854536        40.0993     
  1009.96        500.000                 NaN   6.33555                 NaN            NaN   3.95968                 NaN   7.28117        41.4686       0.854619        40.1004     
  1008.96        500.000                 NaN   6.33213                 NaN            NaN   3.96233                 NaN   7.28144        41.4680       0.854705        40.1014     
  1007.97        500.000                 NaN   6.32890                 NaN            NaN   3.96491                 NaN   7.28179        41.4672       0.854762        40.1024     
  1006.97        500.000                 NaN   6.33269                 NaN            NaN   3.97341                 NaN   7.29087        41.4419       0.851536        40.1096     
  1005.98        500.000                 NaN   6.32221                 NaN            NaN   3.97311                 NaN   7.28475        41.4592       0.854097        40.1066     
  1004.98        500.000                 NaN   6.31848                 NaN            NaN   3.97613                 NaN   7.28516        41.4583       0.854158        40.1078     
  1003.98        500.000                 NaN   6.31470                 NaN            NaN   3.97919                 NaN   7.28558        41.4573       0.854210        40.1090     
  1002.99        500.000                 NaN   6.31088                 NaN            NaN   3.98229                 NaN   7.28599        41.4563       0.854273        40.1103     
  1001.99        500.000                 NaN   6.30705                 NaN            NaN   3.98548                 NaN   7.28648        41.4551       0.854308        40.1116     
  1001.00        500.000                 NaN   6.30319                 NaN            NaN   3.98875                 NaN   7.28704        41.4538       0.854325        40.1129     
  1000.00        500.000                 NaN   6.29922                 NaN            NaN   3.99210                 NaN   7.28758        41.4524       0.854356        40.1143     
