|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            hed            q             
  1207.57        2500.00                 NaN            NaN   12.4477                 NaN            NaN            NaN   8.58375        45.7339       0.520853                 NaN   32.7137     
  1206.48        2500.00                 NaN            NaN   12.4475                 NaN            NaN            NaN   8.58379        45.7335       0.520838                 NaN   32.7144     
  1205.39        2500.00                 NaN            NaN   11.8715       0.617557                 NaN            NaN   8.70174        45.5984       0.503702                 NaN   32.7071     
  1204.29        2500.00                 NaN            NaN   12.2339       0.256662                 NaN            NaN   8.70536        45.5928       0.503170                 NaN   32.7081     
  1203.20        2500.00                 NaN            NaN   12.4469                 NaN            NaN            NaN   8.58445        45.7315       0.520715                 NaN   32.7165     
  1202.11        2500.00                 NaN            NaN   12.4464                 NaN            NaN            NaN   8.58368        45.7319       0.520815                 NaN   32.7172     
  1201.02        2500.00                 NaN            NaN   12.4980       0.125400E-004            NaN            NaN   8.72083        45.5689       0.500821                 NaN   32.7115     
  1199.92        2500.00                 NaN            NaN   12.4458                 NaN            NaN            NaN   8.58366        45.7311       0.520799                 NaN   32.7186     
  1198.83        2500.00                 NaN            NaN   12.4946                 NaN            NaN            NaN   8.70184        45.5853       0.502804                 NaN   32.7154     
  1197.74        2500.00                 NaN            NaN   12.4453                 NaN            NaN            NaN   8.58364        45.7303       0.520783                 NaN   32.7200     
  1196.65        2500.00                 NaN            NaN   6.23715        6.22699                 NaN            NaN   8.73340        45.5850       0.507651                 NaN   32.7098     
  1195.55        2500.00                 NaN            NaN   6.23701        6.22687                 NaN            NaN   8.73339        45.5846       0.507643                 NaN   32.7105     
  1194.46        2500.00                 NaN            NaN   6.23687        6.22673                 NaN            NaN   8.73338        45.5842       0.507635                 NaN   32.7112     
  1193.37        2500.00                 NaN            NaN   6.23674        6.22660                 NaN            NaN   8.73336        45.5838       0.507627                 NaN   32.7119     
  1192.28        2500.00                 NaN            NaN   12.5113                 NaN            NaN            NaN   8.74796        45.5249       0.496562                 NaN   32.7193     
  1191.18        2500.00                 NaN            NaN   6.23646        6.22634                 NaN            NaN   8.73334        45.5830       0.507612                 NaN   32.7133     
  1190.09        2500.00                 NaN            NaN   6.23633        6.22620                 NaN            NaN   8.73333        45.5826       0.507604                 NaN   32.7140     
  1189.00        2500.00                 NaN            NaN   6.23619        6.22607                 NaN            NaN   8.73332        45.5821       0.507596                 NaN   32.7147     
  1187.91        2500.00                 NaN            NaN   12.5124                 NaN            NaN            NaN   8.75006        45.5192       0.495979                 NaN   32.7225     
  1186.81        2500.00                 NaN            NaN   5.91926        6.55511                 NaN            NaN   8.75296        45.5527       0.503511                 NaN   32.7164     
  1185.72        2500.00                 NaN            NaN   5.90468        6.57000                 NaN            NaN   8.75384        45.5510       0.503317                 NaN   32.7171     
  1184.63        2500.00                 NaN            NaN   5.91939        6.55444                 NaN            NaN   8.75291        45.5520       0.503500                 NaN   32.7178     
  1183.54        2500.00                 NaN            NaN   1.88102        9.67396                 NaN  0.561162        8.71391        45.6851       0.528277                 NaN   32.9566     
  1182.44        2500.00                 NaN            NaN   12.5234                 NaN            NaN            NaN   8.77462        45.4818       0.492421                 NaN   32.7277     
  1181.35        2500.00                 NaN            NaN   12.5219                 NaN            NaN            NaN   8.76812        45.4887       0.492899                 NaN   32.7284     
  1180.26        2500.00                 NaN            NaN   12.5256                 NaN            NaN            NaN   8.77906        45.4742       0.491655                 NaN   32.7294     
  1179.17        2500.00                 NaN            NaN   12.5267                 NaN            NaN            NaN   8.78131        45.4704       0.491280                 NaN   32.7303     
  1178.07        2500.00                 NaN            NaN   12.5277                 NaN            NaN            NaN   8.78356        45.4666       0.490901                 NaN   32.7312     
  1176.98        2500.00                 NaN            NaN   12.5288                 NaN            NaN            NaN   8.78581        45.4627       0.490520                 NaN   32.7321     
  1175.89        2500.00                 NaN            NaN   12.5299                 NaN            NaN            NaN   8.78807        45.4589       0.490136                 NaN   32.7330     
  1174.80        2500.00                 NaN            NaN   12.5310                 NaN            NaN            NaN   8.79033        45.4550       0.489749                 NaN   32.7339     
  1173.70        2500.00                 NaN            NaN   12.5322                 NaN            NaN            NaN   8.79258        45.4511       0.489361                 NaN   32.7348     
  1172.61        2500.00                 NaN            NaN   12.5333                 NaN            NaN            NaN   8.79485        45.4472       0.488969                 NaN   32.7357     
  1171.52        2500.00                 NaN            NaN   12.5344                 NaN            NaN            NaN   8.79712        45.4432       0.488575                 NaN   32.7366     
  1170.43        2500.00                 NaN            NaN   12.5356                 NaN            NaN            NaN   8.79939        45.4393       0.488178                 NaN   32.7375     
  1169.33        2500.00                 NaN            NaN   12.5368                 NaN            NaN            NaN   8.80167        45.4354       0.487778                 NaN   32.7384     
  1168.24        2500.00                 NaN            NaN   12.5379                 NaN            NaN            NaN   8.80395        45.4314       0.487376                 NaN   32.7394     
  1167.15        2500.00                 NaN            NaN   12.5391                 NaN            NaN            NaN   8.80623        45.4274       0.486972                 NaN   32.7403     
  1166.06        2500.00                 NaN            NaN   12.5403                 NaN            NaN            NaN   8.80851        45.4234       0.486566                 NaN   32.7412     
  1164.96        2500.00                 NaN            NaN   12.5415                 NaN            NaN            NaN   8.81079        45.4194       0.486157                 NaN   32.7421     
  1163.87        2500.00                 NaN            NaN   12.5427                 NaN            NaN            NaN   8.81308        45.4154       0.485746                 NaN   32.7430     
  1162.78        2500.00                 NaN            NaN   12.5440                 NaN            NaN            NaN   8.81537        45.4114       0.485330                 NaN   32.7440     
  1161.69        2500.00                 NaN            NaN   12.5452                 NaN            NaN            NaN   8.81768        45.4073       0.484909                 NaN   32.7449     
  1160.59        2500.00                 NaN            NaN   12.5465                 NaN            NaN            NaN   8.82003        45.4031       0.484476                 NaN   32.7458     
  1159.50        2500.00                 NaN            NaN   12.5479                 NaN            NaN            NaN   8.82239        45.3989       0.484037                 NaN   32.7468     
  1158.41        2500.00                 NaN            NaN   12.5492                 NaN            NaN            NaN   8.82475        45.3947       0.483594                 NaN   32.7477     
  1157.32        2500.00                 NaN            NaN   12.5506                 NaN            NaN            NaN   8.82714        45.3904       0.483146                 NaN   32.7487     
  1156.22        2500.00                 NaN            NaN   12.5520                 NaN            NaN            NaN   8.82953        45.3862       0.482695                 NaN   32.7497     
  1155.13        2500.00                 NaN            NaN   12.5534                 NaN            NaN            NaN   8.83193        45.3818       0.482238                 NaN   32.7506     
  1154.04        2500.00                 NaN            NaN   12.5548                 NaN            NaN            NaN   8.83434        45.3775       0.481778                 NaN   32.7516     
  1152.95        2500.00                 NaN            NaN   12.5562                 NaN            NaN            NaN   8.83676        45.3731       0.481313                 NaN   32.7526     
  1151.85        2500.00                 NaN            NaN   12.5577                 NaN            NaN            NaN   8.83920        45.3687       0.480843                 NaN   32.7535     
  1150.76        2500.00                 NaN            NaN   5.12271        7.38803                 NaN            NaN   8.82605        45.4333       0.488883                 NaN   32.7410     
  1149.67        2500.00                 NaN            NaN   12.5607                 NaN            NaN            NaN   8.84410        45.3598       0.479890                 NaN   32.7555     
  1148.58        2500.00                 NaN            NaN   12.5622                 NaN            NaN            NaN   8.84657        45.3553       0.479407                 NaN   32.7565     
  1147.48        2500.00                 NaN            NaN   12.5637                 NaN            NaN            NaN   8.84904        45.3508       0.478920                 NaN   32.7575     
  1146.39        2500.00                 NaN            NaN   12.5653                 NaN            NaN            NaN   8.85153        45.3463       0.478427                 NaN   32.7585     
  1145.30        2500.00                 NaN            NaN   12.5669                 NaN            NaN            NaN   8.85403        45.3417       0.477930                 NaN   32.7595     
  1144.21        2500.00                 NaN            NaN   12.5849                 NaN            NaN            NaN   8.87089        45.3068       0.473588                 NaN   32.7639     
  1143.12        2500.00                 NaN            NaN   12.5701                 NaN            NaN            NaN   8.85906        45.3325       0.476924                 NaN   32.7615     
  1142.02        2500.00                 NaN            NaN   9.57634        2.95890                 NaN            NaN   8.84102        45.3869       0.483583                 NaN   32.7533     
  1140.93        2500.00                 NaN            NaN   7.53982        4.97044                 NaN            NaN   8.82710        45.4265       0.488434                 NaN   32.7477     
  1139.84        2500.00                 NaN            NaN   7.41501        5.09344                 NaN            NaN   8.82618        45.4287       0.488734                 NaN   32.7480     
  1138.75        2500.00                 NaN            NaN   7.38642        5.12139                 NaN            NaN   8.82595        45.4289       0.488800                 NaN   32.7486     
  1137.65        2500.00                 NaN            NaN   7.38623        5.12131                 NaN            NaN   8.82594        45.4285       0.488793                 NaN   32.7492     
  1136.56        2500.00                 NaN            NaN   7.38607        5.12121                 NaN            NaN   8.82593        45.4281       0.488785                 NaN   32.7499     
  1135.47        2500.00                 NaN            NaN   7.38591        5.12111                 NaN            NaN   8.82592        45.4277       0.488778                 NaN   32.7506     
  1134.38        2500.00                 NaN            NaN   7.38575        5.12100                 NaN            NaN   8.82591        45.4273       0.488770                 NaN   32.7513     
  1133.28        2500.00                 NaN            NaN   7.38558        5.12090                 NaN            NaN   8.82590        45.4269       0.488763                 NaN   32.7520     
  1132.19        2500.00                 NaN            NaN   7.38543        5.12079                 NaN            NaN   8.82589        45.4265       0.488756                 NaN   32.7526     
  1131.10        2500.00                 NaN            NaN   7.38524        5.12072                 NaN            NaN   8.82588        45.4261       0.488748                 NaN   32.7533     
  1130.01        2500.00                 NaN            NaN   7.38539        5.12031                 NaN            NaN   8.82588        45.4257       0.488740                 NaN   32.7540     
  1128.91        2500.00                 NaN            NaN   7.38496        5.12046                 NaN            NaN   8.82586        45.4253       0.488734                 NaN   32.7547     
  1127.82        2500.00                 NaN            NaN   7.38480        5.12036                 NaN            NaN   8.82585        45.4249       0.488726                 NaN   32.7554     
  1126.73        2500.00                 NaN            NaN   7.38464        5.12025                 NaN            NaN   8.82584        45.4245       0.488719                 NaN   32.7561     
  1125.64        2500.00                 NaN            NaN   7.38449        5.12014                 NaN            NaN   8.82583        45.4241       0.488712                 NaN   32.7567     
  1124.54        2500.00                 NaN            NaN   7.38433        5.12003                 NaN            NaN   8.82582        45.4237       0.488704                 NaN   32.7574     
  1123.45        2500.00                 NaN            NaN   7.38418        5.11992                 NaN            NaN   8.82581        45.4233       0.488697                 NaN   32.7581     
  1122.36        2500.00                 NaN            NaN   7.38402        5.11982                 NaN            NaN   8.82580        45.4229       0.488690                 NaN   32.7588     
  1121.27        2500.00                 NaN            NaN   7.38744        5.11620                 NaN            NaN   8.82586        45.4224       0.488666                 NaN   32.7595     
  1120.17        2500.00                 NaN            NaN   7.38370        5.11960                 NaN            NaN   8.82579        45.4221       0.488675                 NaN   32.7601     
  1119.08        2500.00                 NaN            NaN   7.52164        5.06272                 NaN            NaN   8.83894        45.3142       0.478579                 NaN   32.7840     
  1117.99        2500.00                 NaN            NaN   7.51790        5.06618                 NaN            NaN   8.83887        45.3138       0.478581                 NaN   32.7846     
  1116.90        2500.00                 NaN            NaN   7.51773        5.06609                 NaN            NaN   8.83886        45.3134       0.478574                 NaN   32.7853     
  1115.80        2500.00                 NaN            NaN   7.51756        5.06600                 NaN            NaN   8.83886        45.3130       0.478567                 NaN   32.7860     
  1114.71        2500.00                 NaN            NaN   7.51739        5.06590                 NaN            NaN   8.83885        45.3126       0.478560                 NaN   32.7867     
  1113.62        2500.00                 NaN            NaN   7.51722        5.06581                 NaN            NaN   8.83884        45.3122       0.478553                 NaN   32.7874     
  1112.53        2500.00                 NaN            NaN   7.51705        5.06571                 NaN            NaN   8.83883        45.3118       0.478546                 NaN   32.7880     
  1111.43        2500.00                 NaN            NaN   7.51688        5.06561                 NaN            NaN   8.83882        45.3114       0.478538                 NaN   32.7887     
  1110.34        2500.00                 NaN            NaN   7.51661        5.06562                 NaN            NaN   8.83881        45.3110       0.478532                 NaN   32.7894     
  1109.25        2500.00                 NaN            NaN   7.51645        5.06552                 NaN            NaN   8.83880        45.3106       0.478524                 NaN   32.7901     
  1108.16        2500.00                 NaN            NaN   7.51629        5.06541                 NaN            NaN   8.83879        45.3102       0.478517                 NaN   32.7908     
  1107.06        2500.00                 NaN            NaN   7.51633        5.06511                 NaN            NaN   8.83878        45.3098       0.478509                 NaN   32.7914     
  1105.97        2500.00                 NaN            NaN   12.6528       0.260856E-003            NaN            NaN   8.96719        45.1254       0.452979                 NaN   32.8014     
  1104.88        2500.00                 NaN            NaN  0.265299        12.4010       0.220208E-003            NaN   8.98186        45.0979       0.449128                 NaN   32.8047     
  1103.79        2500.00                 NaN            NaN  0.215220        12.4544                 NaN            NaN   8.98531        45.0908       0.448363                 NaN   32.8060     
  1102.69        2500.00                 NaN            NaN  0.164057        12.5086                 NaN            NaN   8.98868        45.0838       0.447618                 NaN   32.8073     
  1101.60        2500.00                 NaN            NaN  0.111394        12.5645                 NaN            NaN   8.99226        45.0764       0.446815                 NaN   32.8087     
  1100.51        2500.00                 NaN            NaN   9.70560        2.91538                 NaN            NaN   8.90437        45.2082       0.464972                 NaN   32.8015     
  1099.42        2500.00                 NaN            NaN   11.6835       0.978878                 NaN            NaN   8.96822        45.1092       0.451669                 NaN   32.8085     
  1098.32        2500.00                 NaN            NaN   12.6852                 NaN            NaN            NaN   9.00114        45.0562       0.444638                 NaN   32.8128     
  1097.23        2500.00                 NaN            NaN   7.51985        5.05932                 NaN            NaN   8.83887        45.3060       0.478410                 NaN   32.7976     
  1096.14        2500.00                 NaN            NaN   12.6907                 NaN            NaN            NaN   9.00440        45.0457       0.443523                 NaN   32.8156     
  1095.05        2500.00                 NaN            NaN  0.129693        12.5994       0.403773E-002            NaN   8.99041        44.9909       0.444808                 NaN   32.8407     
  1093.95        2500.00                 NaN            NaN   11.7647       0.924107                 NaN            NaN   8.99689        45.0524       0.444692                 NaN   32.8172     
  1092.86        2500.00                 NaN            NaN   12.6981                 NaN            NaN            NaN   9.01730        45.0250       0.440819                 NaN   32.8188     
  1091.77        2500.00                 NaN            NaN  0.804895        11.8909                 NaN            NaN   9.01828        45.0263       0.440999                 NaN   32.8186     
  1090.68        2500.00                 NaN            NaN   8.02689        4.51153                 NaN            NaN   8.87660        45.3209       0.477875                 NaN   32.7862     
  1089.58        2500.00                 NaN            NaN   1.16229        11.5360                 NaN            NaN   9.02241        45.0189       0.440112                 NaN   32.8204     
  1088.49        2500.00                 NaN            NaN   1.33303        11.3667                 NaN            NaN   9.02456        45.0148       0.439635                 NaN   32.8213     
  1087.40        2500.00                 NaN            NaN   1.52062        11.1798                 NaN            NaN   9.02610        45.0121       0.439317                 NaN   32.8221     
  1086.31        2500.00                 NaN            NaN   1.70051        11.0009                 NaN            NaN   9.02774        45.0090       0.438961                 NaN   32.8229     
  1085.21        2500.00                 NaN            NaN   12.7539                 NaN            NaN            NaN   9.01421        44.9478       0.436467                 NaN   32.8476     
  1084.12        2500.00                 NaN            NaN   2.06143        10.6416                 NaN            NaN   9.03066        45.0035       0.438324                 NaN   32.8245     
  1083.03        2500.00                 NaN            NaN   8.04588        4.49174                 NaN            NaN   8.87754        45.3161       0.477580                 NaN   32.7912     
  1081.94        2500.00                 NaN            NaN   12.7239                 NaN            NaN            NaN   9.04579        44.9655       0.433731                 NaN   32.8311     
  1080.84        2500.00                 NaN            NaN   12.7265                 NaN            NaN            NaN   9.04866        44.9594       0.433008                 NaN   32.8324     
  1079.75        2500.00                 NaN            NaN   2.85904        9.84675                 NaN            NaN   9.03539        44.9938       0.437251                 NaN   32.8278     
  1078.66        2500.00                 NaN            NaN   12.7318                 NaN            NaN            NaN   9.05441        44.9473       0.431553                 NaN   32.8349     
  1077.57        2500.00                 NaN            NaN   3.18308        9.52227                 NaN            NaN   9.03615        44.9924       0.437122                 NaN   32.8290     
  1076.47        2500.00                 NaN            NaN   12.7374                 NaN            NaN            NaN   9.06040        44.9348       0.430036                 NaN   32.8374     
  1075.38        2500.00                 NaN            NaN   6.57833        6.16184                 NaN            NaN   9.06331        44.9286       0.429297                 NaN   32.8387     
  1074.29        2500.00                 NaN            NaN   6.15841        6.58458                 NaN            NaN   9.06626        44.9223       0.428538                 NaN   32.8399     
  1073.20        2500.00                 NaN            NaN   5.92991        6.81585                 NaN            NaN   9.06932        44.9160       0.427769                 NaN   32.8412     
  1072.10        2500.00                 NaN            NaN   5.89518        6.85360                 NaN            NaN   9.07257        44.9092       0.426936                 NaN   32.8425     
  1071.01        2500.00                 NaN            NaN   5.86041        6.89146                 NaN            NaN   9.07582        44.9024       0.426099                 NaN   32.8438     
  1069.92        2500.00                 NaN            NaN   5.82687        6.92807                 NaN            NaN   9.07908        44.8956       0.425261                 NaN   32.8452     
  1068.83        2500.00                 NaN            NaN   4.04585        8.68405                 NaN            NaN   9.06558        44.9353       0.430120                 NaN   32.8391     
  1067.73        2500.00                 NaN            NaN   4.10319        8.62894                 NaN            NaN   9.06772        44.9303       0.429523                 NaN   32.8403     
  1066.64        2500.00                 NaN            NaN   4.36795       0.505004E-005   8.24977                 NaN   8.99729        45.1258       0.446522                 NaN   32.8127     
  1065.55        2500.00                 NaN            NaN   2.99906        6.96128        2.69414                 NaN   9.02048        45.0617       0.440885                 NaN   32.8225     
  1064.46        2500.00                 NaN            NaN   3.30741        7.25934        2.07964                 NaN   9.01570        45.0747       0.442026                 NaN   32.8212     
  1063.36        2500.00                 NaN            NaN   4.36766        8.24924       0.367909E-004            NaN   8.99727        45.1246       0.446502                 NaN   32.8147     
  1062.27        2500.00                 NaN            NaN   4.36418        8.24595       0.664354E-002            NaN   8.99732        45.1240       0.446480                 NaN   32.8154     
  1061.18        2500.00                 NaN            NaN   4.36750        8.24892                 NaN            NaN   8.99725        45.1238       0.446489                 NaN   32.8160     
  1060.09        2500.00                 NaN            NaN   4.36741        8.24875                 NaN            NaN   8.99724        45.1234       0.446482                 NaN   32.8167     
  1058.99        2500.00                 NaN            NaN   4.36732        8.24858                 NaN            NaN   8.99724        45.1230       0.446476                 NaN   32.8174     
  1057.90        2500.00                 NaN            NaN   4.36723        8.24840                 NaN            NaN   8.99723        45.1226       0.446469                 NaN   32.8180     
  1056.81        2500.00                 NaN            NaN   4.36713        8.24823       0.156529E-005            NaN   8.99722        45.1222       0.446463                 NaN   32.8187     
  1055.72        2500.00                 NaN            NaN   4.36704        8.24806       0.141162E-005            NaN   8.99721        45.1218       0.446456                 NaN   32.8194     
  1054.62        2500.00                 NaN            NaN   4.36695        8.24789       0.127649E-005            NaN   8.99720        45.1214       0.446450                 NaN   32.8201     
  1053.53        2500.00                 NaN            NaN   4.36686        8.24772       0.115730E-005            NaN   8.99720        45.1210       0.446443                 NaN   32.8207     
  1052.44        2500.00                 NaN            NaN   4.36677        8.24755       0.105179E-005            NaN   8.99719        45.1207       0.446437                 NaN   32.8214     
  1051.35        2500.00                 NaN            NaN  0.427717E-005   4.36668        8.24738                 NaN   8.99718        45.1203       0.446430                 NaN   32.8221     
  1050.25        2500.00                 NaN            NaN   4.36659        8.24721       0.874692E-006            NaN   8.99717        45.1199       0.446424                 NaN   32.8227     
  1049.16        2500.00                 NaN            NaN  0.373460E-005   4.36650        8.24704                 NaN   8.99716        45.1195       0.446417                 NaN   32.8234     
  1048.07        2500.00                 NaN            NaN   4.36641        8.24687                 NaN            NaN   8.99716        45.1191       0.446410                 NaN   32.8241     
  1046.98        2500.00                 NaN            NaN   4.36632        8.24670                 NaN            NaN   8.99715        45.1187       0.446404                 NaN   32.8248     
  1045.88        2500.00                 NaN            NaN   4.36605        8.24664       0.616562E-004            NaN   8.99714        45.1183       0.446400                 NaN   32.8254     
  1044.79        2500.00                 NaN            NaN   4.36596        8.24648       0.553324E-004            NaN   8.99713        45.1179       0.446393                 NaN   32.8261     
  1043.70        2500.00                 NaN            NaN  0.807930E-005   4.36590        8.24632                 NaN   8.99712        45.1175       0.446387                 NaN   32.8268     
  1042.61        2500.00                 NaN            NaN   4.36509        8.24567       0.123700E-002            NaN   8.99713        45.1171       0.446375                 NaN   32.8274     
  1041.51        2500.00                 NaN            NaN   4.36513        8.24548       0.112912E-002            NaN   8.99712        45.1167       0.446368                 NaN   32.8281     
  1040.42        2500.00                 NaN            NaN   4.36514        8.24538       0.962586E-003            NaN   8.99711        45.1163       0.446362                 NaN   32.8288     
  1039.33        2500.00                 NaN            NaN   4.36522        8.24526       0.732356E-003            NaN   8.99710        45.1159       0.446356                 NaN   32.8294     
  1038.24        2500.00                 NaN            NaN   4.36511        8.24509       0.752457E-003            NaN   8.99710        45.1155       0.446350                 NaN   32.8301     
  1037.14        2500.00                 NaN            NaN   4.36500        8.24493       0.759860E-003            NaN   8.99709        45.1151       0.446343                 NaN   32.8308     
  1036.05        2500.00                 NaN            NaN   4.36487        8.24476       0.802211E-003            NaN   8.99708        45.1147       0.446337                 NaN   32.8315     
  1034.96        2500.00                 NaN            NaN   6.38993        6.36353                 NaN            NaN   9.08905        44.8675       0.423279                 NaN   32.8667     
  1033.87        2500.00                 NaN            NaN   6.20869        6.53660                 NaN            NaN   9.08377        44.8800       0.425412                 NaN   32.8655     
  1032.77        2500.00                 NaN            NaN   3.54687        9.06706       0.159276E-004            NaN   8.98216        45.1170       0.453173                 NaN   32.8337     
  1031.68        2500.00                 NaN            NaN   3.90339        8.96103                 NaN            NaN   9.18844        44.6589       0.396047                 NaN   32.8922     
  1030.59        2500.00                 NaN            NaN   3.54673        9.06669       0.991198E-006            NaN   8.98214        45.1163       0.453159                 NaN   32.8350     
  1029.50        2500.00                 NaN            NaN   3.54666        9.06651                 NaN            NaN   8.98213        45.1159       0.453153                 NaN   32.8357     
  1028.40        2500.00                 NaN            NaN   3.54659        9.06632                 NaN            NaN   8.98213        45.1155       0.453146                 NaN   32.8364     
  1027.31        2500.00                 NaN            NaN   3.29399        9.58424       0.903708E-003            NaN   9.20280        44.6279       0.392098                 NaN   32.8980     
  1026.22        2500.00                 NaN            NaN   6.58020        6.24182                 NaN            NaN   9.15972        44.7265       0.406113                 NaN   32.8856     
  1025.13        2500.00                 NaN            NaN   6.77247        6.04713                 NaN            NaN   9.15769        44.7300       0.406770                 NaN   32.8859     
  1024.03        2500.00                 NaN            NaN   2.67990        10.2087                 NaN            NaN   9.21210        44.6076       0.389586                 NaN   32.9021     
  1022.94        2500.00                 NaN            NaN  0.150646E-003   2.57866        10.3131                 NaN   9.21529        44.6007       0.388712                 NaN   32.9035     
  1021.85        2500.00                 NaN            NaN   2.49982        10.3954                 NaN            NaN   9.21847        44.5936       0.387838                 NaN   32.9049     
  1020.76        2500.00                 NaN            NaN   2.43750        10.4610                 NaN            NaN   9.22164        44.5867       0.386966                 NaN   32.9063     
  1019.66        2500.00                 NaN            NaN   4.07586        8.61053       0.279421E-002            NaN   9.06841        44.9548       0.432559                 NaN   32.8551     
  1018.57        2500.00                 NaN            NaN   4.07571        8.61038       0.284705E-002            NaN   9.06841        44.9544       0.432553                 NaN   32.8557     
  1017.48        2500.00                 NaN            NaN   4.07554        8.61021       0.292440E-002            NaN   9.06840        44.9540       0.432546                 NaN   32.8564     
  1016.39        2500.00                 NaN            NaN   4.07535        8.61004       0.302645E-002            NaN   9.06840        44.9536       0.432539                 NaN   32.8571     
  1015.29        2500.00                 NaN            NaN   4.07514        8.60987       0.315391E-002            NaN   9.06839        44.9532       0.432532                 NaN   32.8577     
  1014.20        2500.00                 NaN            NaN   3.64145        9.09948                 NaN            NaN   9.10373        44.8533       0.424760                 NaN   32.8773     
  1013.11        2500.00                 NaN            NaN   3.64138        9.09930                 NaN            NaN   9.10372        44.8529       0.424754                 NaN   32.8780     
  1012.02        2500.00                 NaN            NaN   3.64130        9.09911                 NaN            NaN   9.10371        44.8525       0.424748                 NaN   32.8786     
  1010.92        2500.00                 NaN            NaN   3.64123        9.09893                 NaN            NaN   9.10371        44.8521       0.424742                 NaN   32.8793     
  1009.83        2500.00                 NaN            NaN   3.64116        9.09874                 NaN            NaN   9.10370        44.8517       0.424736                 NaN   32.8800     
  1008.74        2500.00                 NaN            NaN   3.64109        9.09856                 NaN            NaN   9.10369        44.8513       0.424729                 NaN   32.8806     
  1007.65        2500.00                 NaN            NaN   3.64101        9.09837                 NaN            NaN   9.10369        44.8509       0.424723                 NaN   32.8813     
  1006.55        2500.00                 NaN            NaN   3.64094        9.09819                 NaN            NaN   9.10368        44.8505       0.424717                 NaN   32.8820     
  1005.46        2500.00                 NaN            NaN   3.64087        9.09800                 NaN            NaN   9.10367        44.8501       0.424711                 NaN   32.8826     
  1004.37        2500.00                 NaN            NaN   3.64080        9.09782                 NaN            NaN   9.10366        44.8497       0.424705                 NaN   32.8833     
  1003.28        2500.00                 NaN            NaN   3.64072        9.09763                 NaN            NaN   9.10366        44.8493       0.424699                 NaN   32.8840     
  1002.18        2500.00                 NaN            NaN   3.64065        9.09745                 NaN            NaN   9.10365        44.8489       0.424693                 NaN   32.8846     
  1001.09        2500.00                 NaN            NaN   3.64058        9.09726                 NaN            NaN   9.10364        44.8485       0.424687                 NaN   32.8853     
  1000.00        2500.00                 NaN            NaN   3.64051        9.09708                 NaN            NaN   9.10364        44.8482       0.424681                 NaN   32.8859     
